AgID,Inc,Co,OwOReF,Sta,MidIn,NumCa,LNa,Ph,MarSta,CrRat,C,NuChil,A,Empl,NuCreCar,NWor
Ryb10477,159136.0,United States of America,O,IL,W,2.0,Rybdjaugieevcqbutk,1-538-685-4002,S,566.0,Elizabeth,3.0,33.0,Graphic Packaging Holding,1.0,142197.0
QVL10478,370758.0,United States of America,R,UT,Y,2.0,QVLZKFXLNEOUQTZALKBOGQP,1-553-254-8990,S,761.0,Stamford,2.0,6.0,Asbury Automotive Group,5.0,3960916.0
Hfl10479,157135.0,Canada,O,CO,C,2.0,Hflfvnjppu,1-482-663-3113,U,451.0,St. Petersburg,0.0,,J.M. Smucker,5.0,3838072.0
Elm10480,73196.0,United States of America,R,SC,,0.0,Elmygdafnjbjmzcbhvbvessysqlnd,1-516-213-2705,M,,Overland Park,,1.0,Group 1 Automotive,3.0,1141464.0
Unl10481,123929.0,Canada,,Saskatchewan,,0.0,Unlttgkk,1-208-073-7226,D,399.0,Santa Clara,2.0,13.0,Asbury Automotive Group,6.0,1869632.0
VSO10482,241010.0,United States of America,U,NM,,5.0,VSOELPNNF,1-672-735-8071,S,506.0,Elizabeth,4.0,78.0,Dole Food,5.0,975838.0
QOO10483,261831.0,Canada,R,IL,,3.0,QOOTFRSWNGGLKYPMHVDUFEEGN,1-047-024-6509,U,403.0,Sacramento,0.0,59.0,PHH,9.0,3147273.0
LLL10484,92300.0,United States of America,O,New Brunswick,,5.0,LLLHCOQMAZWMLZHMA,1-665-791-4227,S,797.0,Glendale,1.0,,Kansas City Southern,2.0,1466924.0
Igl10485,2100.0,United States of America,O,Quebec,,4.0,Iglditljlmcqvpaqkdcgyqgfsw,1-686-732-0895,M,764.0,Salt Lake City,3.0,97.0,Northern Trust Corp.,1.0,2988300.0
Qdc10486,355124.0,United States of America,R,IA,,0.0,Qdckaqipwfuncxabpfg,1-195-878-4378,U,821.0,Lewiston,0.0,79.0,Kennametal,10.0,1128525.0
oiy10487,365963.0,Canada,O,WY,q,,oiyzwg,1-093-417-5014,U,304.0,Ann Arbor,0.0,89.0,Complete Production Services,0.0,311354.0
Qql10488,56692.0,United States of America,O,WA,,0.0,Qqlxvdtefphpyxfe,1-162-727-6072,M,751.0,Sandy,3.0,72.0,Harley-Davidson,0.0,3129482.0
dbm10489,149062.0,,O,WI,A,5.0,dbmgrkxfqawypsfjfuvkehypb,1-440-019-3506,,690.0,Fullerton,1.0,34.0,Baxter International,1.0,1256546.0
RKZ10490,26552.0,United States of America,O,MI,N,0.0,RKZHSILJSOS,1-359-752-9970,U,648.0,Casper,1.0,38.0,Family Insurance Group,8.0,3759146.0
SRC10491,400993.0,United States of America,U,AZ,Q,1.0,SRCPBPID,1-002-835-6543,M,312.0,Idaho Falls,3.0,98.0,SunGard Data Systems,7.0,777785.0
Dvz10492,205214.0,Canada,O,MA,,4.0,Dvzveo,1-490-362-7884,U,588.0,Waterbury,1.0,99.0,Hovnanian Enterprises,3.0,332113.0
Lrw10493,44352.0,United States of America,O,New Brunswick,,2.0,Lrwhmoopnxgizaejfgi,1-317-297-5660,M,577.0,Providence,3.0,35.0,Annaly Capital Management,5.0,723469.0
CAW10494,462500.0,United States of America,U,WY,,2.0,CAWUDRMSDNGCRPZU,1-930-001-4625,M,437.0,Jersey City,2.0,51.0,Apple,7.0,1925817.0
Jnx10495,25966.0,,R,TN,,0.0,Jnxowgqjofv,1-143-039-7450,,632.0,San Antonio,5.0,44.0,Kla-Tencor,2.0,1304451.0
Tlw10496,121914.0,United States of America,O,MT,B,2.0,Tlwagkffuoskqtcjuzzfxds,1-314-434-3785,M,509.0,Vancouver,2.0,49.0,Starbucks,2.0,2996386.0
rpc10497,351571.0,Canada,O,Manitoba,,3.0,rpcqsxwmuauacvhstzgnx,1-131-333-0387,M,427.0,Dawson City,4.0,55.0,Commercial Metals,5.0,
owh10498,293214.0,United States of America,U,KY,H,3.0,owhbtubfpdjsvobtgiyzsioloemy,1-359-181-6492,U,586.0,Manchester,2.0,31.0,Oracle,10.0,2621354.0
mxm10499,,,O,VA,,5.0,mxmylnyllesks,1-064-322-7920,M,841.0,Windsor,2.0,0.0,Bio-Rad Laboratories,,1131976.0
bql10500,445755.0,United States of America,O,Prince Edward Island,,2.0,bqlsyqbw,1-106-764-1275,M,826.0,Cleveland,2.0,11.0,Applied Materials,,2051517.0
Rdm10501,386941.0,United States of America,U,VA,,4.0,Rdmgimxxaavwtvuuhc,1-393-849-8422,M,714.0,Simi Valley,5.0,13.0,NYSE Euronext,1.0,41155.0
Ztu10502,480153.0,United States of America,O,NH,,3.0,Ztuueox,1-955-979-2702,S,346.0,Santa Clarita,5.0,72.0,Thrivent Financial,7.0,2555211.0
Pnd10503,471247.0,United States of America,O,SD,,2.0,Pndbkdspbhygqi,1-281-614-1836,M,,Overland Park,1.0,86.0,LKQ,9.0,2372879.0
Qph10504,411758.0,United States of America,O,CT,h,4.0,Qphehkzpzyziffjihz,1-078-035-8283,U,541.0,Calgary,,87.0,CommScope,2.0,2176757.0
ede10505,214286.0,United States of America,R,CO,a,3.0,ederwwezbxmlmhvwrpx,1-287-260-0233,U,323.0,Biloxi,3.0,20.0,KB Home,3.0,1503313.0
Aqd10506,205176.0,United States of America,O,IL,,0.0,Aqdhwu,1-510-375-4589,M,320.0,Austin,2.0,72.0,Lincoln National,8.0,1684590.0
qit10507,322778.0,,O,KY,r,4.0,qitsbuluqfkfajsdbor,1-915-729-4693,M,763.0,Santa Fe,2.0,58.0,CenturyTel,4.0,3964982.0
QOI10508,139785.0,United States of America,O,FL,B,4.0,QOIYSVKCDHDIDWBATUD,1-109-063-2840,U,827.0,Anaheim,4.0,1.0,General Mills,0.0,1835697.0
QYN10509,210510.0,United States of America,R,CO,,1.0,QYNDT,1-435-525-6666,,550.0,Mobile,3.0,19.0,American Electric Power,9.0,1306818.0
VQH10510,259393.0,United States of America,R,MN,D,3.0,VQHPUFBQAUOHKGRCTBSPBJBB,,M,551.0,Biloxi,4.0,82.0,Yahoo,,1217112.0
OSG10511,61205.0,Canada,O,TN,,0.0,OSGKDFOLLEEFMAFOYIBDFXB,1-424-485-2345,W,374.0,Mesa,2.0,26.0,BE Aerospace,0.0,86992.0
ggq10512,25654.0,,,CT,u,,ggqiericsimcabybvl,1-475-253-5367,M,395.0,Saint John,3.0,,Electronic Arts,1.0,315390.0
TXY10513,330696.0,United States of America,O,MI,,1.0,TXYJEMUJIXDIJDKJDMTOONPXLMH,1-949-641-3892,S,495.0,Detroit,1.0,59.0,Anadarko Petroleum,2.0,3111503.0
eoc10514,426441.0,,U,Newfoundland,B,1.0,eoceqoobttdltyxakcurylnjsd,1-142-938-6859,M,,Brownsville,4.0,68.0,Ferro,6.0,1159838.0
Vwl10515,170971.0,United States of America,O,Manitoba,,2.0,Vwlquffjewnjnecyndg,1-162-491-6572,M,543.0,Saskatoon,3.0,19.0,Snap-On,4.0,2545709.0
Rix10516,186561.0,,U,ME,,5.0,Rixqireocwworucswyspclvxg,1-785-767-0765,M,643.0,Lincoln,3.0,,LandAmerica Financial Group,0.0,2949189.0
CCY10517,12339.0,Canada,R,IL,,4.0,CCYWOMEUT,1-503-516-5670,W,494.0,Burlington,3.0,10.0,Northeast Utilities,0.0,2862271.0
IJV10518,8994.0,United States of America,U,ID,N,0.0,IJVHTDLPF,1-803-595-7790,M,385.0,Paterson,5.0,44.0,D.R. Horton,3.0,1694009.0
DFC10519,320127.0,United States of America,O,CO,,2.0,DFCABPK,1-771-841-5543,W,306.0,Buffalo,1.0,24.0,Blockbuster,5.0,1879331.0
Tld10520,190355.0,,O,DC,T,5.0,Tldsnbay,1-842-363-1338,M,738.0,Las Vegas,,100.0,,8.0,2512651.0
njk10521,123084.0,Canada,O,HI,,2.0,njkoohbybfynkwnfsewzmyg,1-795-000-0053,M,599.0,Montgomery,0.0,57.0,,10.0,1682173.0
VIK10522,455876.0,United States of America,R,WV,X,3.0,VIKHJLUBYAFINV,1-191-936-4702,S,768.0,Dallas,3.0,87.0,Crane,10.0,2311471.0
PPS10523,78682.0,United States of America,U,AL,,1.0,PPSKYOJNUDPW,1-167-765-9990,M,763.0,Hamilton,2.0,65.0,Cliffs Natural Resources,10.0,2193061.0
TXY10524,239752.0,United States of America,O,TN,,0.0,TXYXMDGKGFMKI,1-320-038-7270,M,431.0,Garland,2.0,76.0,Progressive,6.0,2533115.0
bsc10525,,United States of America,O,IA,,0.0,bscwdqvbaxgpl,1-683-437-6672,S,,Victoria,5.0,94.0,Aetna,3.0,1018603.0
yyw10526,277109.0,United States of America,O,MD,k,5.0,yywiwhuspqa,1-394-071-2297,D,729.0,Charlottetown,5.0,57.0,Supervalu,7.0,2623616.0
RVT10527,332819.0,Canada,U,SC,,4.0,RVTIXRBLIQMBGNVJTQYNXOSIPVZJ,1-606-725-1474,M,571.0,Hialeah,5.0,51.0,Diebold,0.0,1376267.0
Yip10528,148175.0,United States of America,R,AZ,,3.0,Yiphmzajvg,,U,683.0,St. Paul,4.0,,Newmont Mining,8.0,3046660.0
Hfy10529,,United States of America,U,SC,,5.0,Hfybxnfriraubdqidp,1-163-783-2423,D,381.0,West Covina,2.0,57.0,R.R. Donnelley & Sons,,178207.0
wcc10530,6991.0,Canada,O,MT,,4.0,wcckbx,1-440-264-2578,W,716.0,Sterling Heights,2.0,77.0,Wesco International,6.0,1602725.0
YEF10531,490321.0,United States of America,U,ME,E,4.0,YEFECH,1-650-115-7451,S,346.0,Warren,,,Zimmer Holdings,3.0,2682918.0
SGI10532,350754.0,United States of America,O,NM,H,4.0,SGIIXKURDHOFNMDQTAGTKCLVOAT,1-644-738-0993,U,481.0,Windsor,0.0,83.0,Bristol-Myers Squibb,3.0,145764.0
KSS10533,349759.0,United States of America,O,IL,,3.0,KSSTMAMIVNBZ,1-882-678-7560,,402.0,Fort Worth,3.0,68.0,Cardinal Health,1.0,913286.0
Xbx10534,454060.0,Canada,O,NE,,3.0,Xbxtrvbemezvpzvxkcihkgmn,1-103-069-4883,U,509.0,Concord,1.0,65.0,,5.0,344183.0
EIB10535,464357.0,United States of America,O,Newfoundland,,1.0,EIBINIAXXAODQGRMBVL,1-692-231-0581,U,705.0,Frederick,4.0,2.0,Ryland Group,4.0,1288305.0
Iuv10536,467639.0,United States of America,O,OH,,0.0,Iuvywvmhbwcmag,1-493-179-4330,U,401.0,Little Rock,4.0,56.0,VWR Funding,3.0,1380965.0
ZPQ10537,59611.0,United States of America,O,MI,x,5.0,ZPQZOYUUQAOMQSJKX,1-667-538-7343,M,620.0,Bismarck,1.0,94.0,Ryder System,10.0,3418412.0
SFN10538,401149.0,United States of America,O,HI,,5.0,SFNITADQH,1-006-060-6351,S,826.0,Tucson,1.0,66.0,Equity Residential,3.0,
Ddf10539,357162.0,United States of America,U,WA,,2.0,Ddfoxqn,1-487-988-0484,U,357.0,Lakewood,3.0,55.0,GameStop,5.0,551563.0
Xns10540,85403.0,United States of America,O,OR,,3.0,Xnsgnzjrw,1-733-153-7101,W,538.0,Fayetteville,4.0,89.0,Universal,7.0,2719580.0
NPA10541,497962.0,,O,UT,,1.0,NPADRNYMFR,1-761-338-4851,S,616.0,St. Catharines,4.0,18.0,Genuine Parts,2.0,2995654.0
vkf10542,453335.0,Canada,O,MA,,2.0,vkfkqwtgscrgcjarwnrnkrfjq,1-533-694-9147,U,,Laredo,0.0,3.0,Macy's,8.0,3607361.0
rvn10543,209570.0,United States of America,U,TX,y,0.0,rvnmefbzbcqxwnvjgifwujwiakdse,1-496-936-9725,M,586.0,Sacramento,4.0,42.0,Crown Holdings,5.0,2987355.0
Ctx10544,418228.0,,O,MD,L,1.0,Ctxsvn,1-638-532-3809,S,816.0,Casper,5.0,19.0,Southern Union,3.0,1077139.0
UVI10545,256038.0,,R,Alberta,,0.0,UVIJRKQLJPV,1-678-838-5177,U,752.0,Chesapeake,1.0,19.0,Coca-Cola Enterprises,8.0,3198650.0
SSH10546,,United States of America,O,MN,L,3.0,SSHTCSRTBKFHH,1-854-534-5891,D,323.0,Salinas,0.0,85.0,Penn National Gaming,1.0,2660249.0
sul10547,120336.0,United States of America,O,PA,t,4.0,sulpxqwjtaesvadpmheimh,1-007-240-8509,M,535.0,Huntington Beach,2.0,79.0,DST Systems,0.0,1359146.0
Tvc10548,397503.0,United States of America,O,MT,,1.0,Tvcexyajcnolyge,1-059-721-2317,,434.0,El Monte,3.0,68.0,Rohm & Haas,5.0,
Fdg10549,339254.0,United States of America,,ME,b,2.0,Fdgutgkvonak,1-301-111-7399,D,617.0,Lincoln,2.0,60.0,New York Life Insurance,4.0,1836090.0
Faw10550,352156.0,United States of America,,OH,E,4.0,Fawlsbnlgesyzabojxteesfjw,1-077-607-0607,M,566.0,Fargo,3.0,91.0,Applied Industrial Tech,0.0,1926559.0
pet10551,132574.0,Canada,O,MD,,4.0,petkfhbusghazlxcpt,1-597-130-1298,S,701.0,Lansing,5.0,86.0,Tesoro,2.0,1856524.0
Dmw10552,330916.0,Canada,O,GA,C,2.0,Dmwlqownugwesyibyo,1-964-473-6104,M,427.0,Abilene,5.0,19.0,Portland General Electric,,2710994.0
Iiw10553,280263.0,United States of America,O,DE,X,0.0,Iiwrraooefhgmano,1-365-421-8115,D,716.0,Casper,3.0,,Vulcan Materials,4.0,3249589.0
CQM10554,191788.0,Canada,R,DC,,4.0,CQMJEGMXRFRVQVXWL,1-057-627-6957,W,356.0,Chicago,3.0,84.0,Equity Residential,5.0,3515076.0
pba10555,65228.0,United States of America,O,TN,P,1.0,pbaxpljwiyytdoufdjxaxng,1-778-613-1809,U,636.0,London,2.0,,Frontier Communications,7.0,1305226.0
DGE10556,59576.0,United States of America,O,MT,,3.0,DGEIEYLHQMJVJEBHDNPMEVHGTQPSM,1-406-352-4100,M,553.0,McAllen,0.0,51.0,Mirant,8.0,1122488.0
wih10557,107450.0,Canada,O,VT,,2.0,wihuuwkgjnrgdsntwxcnrqq,1-477-243-6544,M,602.0,Vallejo,0.0,49.0,,7.0,2735684.0
kyr10558,296453.0,United States of America,O,CA,c,3.0,kyrttawbfjqpkultkjcrv,,U,324.0,Alexandria,3.0,57.0,Albemarle,7.0,3108095.0
ugp10559,319495.0,Canada,O,ND,w,3.0,ugpaxgldxoyhruugpmbviapxfuy,,S,675.0,Glendale,5.0,34.0,Charles Schwab,1.0,889964.0
Dpx10560,392379.0,United States of America,O,MS,,5.0,Dpxpiftmydxjykggqbxkesisrixo,1-878-293-5153,U,301.0,Edmonton,1.0,59.0,Dillard's,3.0,1272161.0
Nep10561,388645.0,Canada,O,MS,F,1.0,Neptxwqwekxzgkulr,1-110-000-7084,U,303.0,Honolulu,2.0,69.0,Abercrombie & Fitch,7.0,2265409.0
Qig10562,188161.0,Canada,O,KY,v,4.0,Qignranbob,1-360-352-8358,M,776.0,Hamilton,4.0,99.0,Systemax,4.0,2289485.0
GUD10563,461081.0,United States of America,U,KY,C,0.0,GUDFDXC,1-789-341-3724,M,720.0,Santa Clara,2.0,14.0,Analog Devices,8.0,2077550.0
Uro10564,42437.0,Canada,O,IL,O,4.0,Uromxxcsdlhgcqnobjdpsdkq,1-160-591-4830,M,542.0,San Bernardino,0.0,90.0,R.H. Donnelley,,60022.0
jui10565,221435.0,United States of America,U,Saskatchewan,,5.0,juibibciu,1-976-725-3854,M,302.0,Scottsdale,5.0,,Windstream,1.0,108950.0
MET10566,371639.0,United States of America,R,IN,,3.0,METEPYLCJORIJHHFCAJMEZJLWXWXLV,1-413-531-8634,,756.0,Garland,2.0,94.0,Buckeye GP Holdings,2.0,3635332.0
Hhh10567,494617.0,United States of America,,WA,l,0.0,Hhhhnwdtyarqcybpffmwfedu,1-696-704-9178,S,725.0,Oceanside,4.0,90.0,W.R. Berkley,7.0,368855.0
UNC10568,388054.0,Canada,O,CA,u,2.0,UNCKJVTAWAZZFDSBLJSKCS,1-950-135-8705,M,706.0,Modesto,0.0,77.0,State Farm Insurance Cos.,2.0,1055071.0
Vit10569,182991.0,United States of America,O,PA,,4.0,Vitrbswsvwwueghftcya,1-125-431-4354,S,,Ontario,4.0,,United Natural Foods,1.0,2274332.0
VHS10570,238158.0,Canada,O,MI,f,5.0,VHSDR,1-266-071-9791,S,509.0,Winnipeg,0.0,66.0,Xerox,5.0,844092.0
Clp10571,47260.0,United States of America,O,AK,,2.0,Clplxnhrenjfajiifsqhd,1-124-845-3885,W,678.0,London,1.0,44.0,Northrop Grumman,6.0,511438.0
Oex10572,49307.0,United States of America,R,IA,t,0.0,Oexrjpxofhaxrdsd,1-992-721-0251,W,476.0,Madison,5.0,79.0,Dick's Sporting Goods,3.0,
FQX10573,301997.0,United States of America,O,Nova Scotia,F,3.0,FQXTESLGEQIBJDKTRTCICWLOFLI,1-155-512-3184,U,723.0,Laredo,4.0,91.0,DaVita,4.0,164838.0
QBJ10574,2194.0,United States of America,O,ME,,2.0,QBJKMEWLIAERMTQFXWLJMEIZWWU,1-643-830-3461,M,587.0,Washington,0.0,51.0,Delphi,7.0,1579617.0
YGC10575,396511.0,United States of America,U,Saskatchewan,o,2.0,YGCKGWAFKQLHHBMSXCPPGUA,1-344-563-7528,M,622.0,Boise,5.0,10.0,Macy's,7.0,849680.0
xye10576,312821.0,United States of America,U,Quebec,p,3.0,xyeugagi,1-152-442-8604,M,705.0,Minneapolis,1.0,52.0,Advanced Micro Devices,8.0,
TNW10577,148914.0,United States of America,R,AK,,0.0,TNWNPXJ,1-737-490-9555,U,811.0,Cincinnati,0.0,50.0,Laboratory Corp. of America,9.0,2365457.0
FHT10578,208100.0,United States of America,O,CA,,4.0,FHTEIXGAWQDWRRHUJ,1-632-914-8681,U,816.0,Albuquerque,1.0,23.0,Illinois Tool Works,,3639844.0
rlb10579,,United States of America,O,New Brunswick,V,2.0,rlbvnghuaevkyjcybcacmogkqv,1-271-910-7303,M,534.0,Los Angeles,5.0,85.0,Guardian Life Ins. Co.,5.0,2186745.0
QKQ10580,35112.0,United States of America,O,KY,I,5.0,QKQHJZGWEOITMMOW,1-152-532-6704,M,425.0,Mount Pearl,1.0,34.0,DaVita,7.0,3168040.0
Zmx10581,,United States of America,O,LA,b,5.0,Zmxhckpmu,1-115-998-1281,W,737.0,Laredo,2.0,81.0,ABM Industries,8.0,2071554.0
PKG10582,100296.0,,O,TN,,,PKGBVCZVALRCK,1-465-962-3519,M,750.0,Oxnard,4.0,62.0,Virgin Media,10.0,3251080.0
Zoe10583,146960.0,Canada,R,MT,,0.0,Zoezbsjbiw,1-027-778-0849,M,548.0,St. Catharines,2.0,49.0,R.H. Donnelley,1.0,3623108.0
uvt10584,25846.0,United States of America,,MD,l,5.0,uvtrtfurvebpapnfpg,1-923-843-0178,S,573.0,Charlotte,2.0,9.0,Penn National Gaming,3.0,3375785.0
Wdh10585,245372.0,,R,Prince Edward Island,,5.0,Wdhrpjwhng,1-714-512-5762,U,593.0,Salem,3.0,45.0,Benchmark Electronics,10.0,3812118.0
Luc10586,473345.0,United States of America,U,MA,,4.0,Luctdufbmlrnsxeqbarhilnnxbqe,1-901-950-4857,S,645.0,Cedar Rapids,0.0,32.0,Las Vegas Sands,5.0,2650522.0
Slf10587,77306.0,United States of America,,VT,,1.0,Slflkqidxguijbg,1-744-068-5344,U,,New York,0.0,80.0,Steelcase,3.0,3533934.0
Uvj10588,20780.0,Canada,O,LA,C,2.0,Uvjgihfbsopnwqwvb,1-928-891-3720,D,535.0,Austin,1.0,9.0,WellPoint,1.0,3972906.0
ybf10589,385140.0,Canada,R,AR,,4.0,ybfkk,1-149-764-6107,M,453.0,Oakland,4.0,82.0,McCormick,4.0,1390591.0
Kso10590,468601.0,United States of America,,TX,,0.0,Ksovcmmlmhd,1-728-413-2669,M,633.0,Elizabeth,0.0,64.0,EOG Resources,1.0,413302.0
Xjf10591,128527.0,United States of America,R,NE,,1.0,Xjfgvnvbcyossgvburbach,1-296-604-0696,M,349.0,San Buenaventura,5.0,81.0,Del Monte Foods,6.0,1143239.0
ztv10592,369864.0,United States of America,O,Saskatchewan,,2.0,ztvebp,1-205-092-0767,D,520.0,Philadelphia,1.0,89.0,Levi Strauss,2.0,1787403.0
WHA10593,429335.0,United States of America,U,NV,,2.0,WHABAOGKZBRTU,1-046-855-9184,M,531.0,Regina,4.0,55.0,Itron,9.0,2702865.0
Wdt10594,383879.0,United States of America,U,NY,g,3.0,Wdtdfbopocqpaelkss,1-186-022-6949,U,658.0,Grand Rapids,0.0,47.0,Knight,8.0,3375206.0
JLS10595,483924.0,United States of America,O,ND,O,2.0,JLSXGBFAEAJILFPKNVZITTHCOJC,1-631-164-9078,M,385.0,Tallahassee,0.0,33.0,Furniture Brands International,5.0,2153174.0
rit10596,400338.0,United States of America,O,AR,,,ritxwdhq,,M,561.0,Sudbury,2.0,75.0,AmeriCredit,2.0,1809319.0
JKY10597,219274.0,Canada,R,NM,I,5.0,JKYTIIAUABDWBPUOFTSIPT,1-267-153-9411,U,351.0,San Jose,1.0,94.0,Piedmont Natural Gas,,
OFF10598,138496.0,United States of America,O,OH,v,3.0,OFFLG,1-252-104-1378,U,489.0,Fargo,0.0,71.0,Calpine,8.0,580183.0
Rqn10599,269559.0,United States of America,U,KS,,5.0,Rqnxlckuxgntxhcjcuof,1-400-544-9828,,705.0,Abilene,1.0,20.0,Clorox,3.0,1685235.0
Env10600,465490.0,United States of America,O,MA,O,1.0,Envybqodhdujktkdwbhvmbbchiqf,1-199-683-9557,M,523.0,Bellevue,0.0,43.0,Merrill Lynch,3.0,2252935.0
MDP10601,260885.0,United States of America,,CT,L,4.0,MDPRDCUUXWXV,1-533-073-3233,M,366.0,Kitchener,0.0,72.0,Helmerich & Payne,9.0,551970.0
Nav10602,244725.0,Canada,R,OH,,3.0,Navfqcfxxkupwfxus,,M,321.0,Vancouver,4.0,94.0,Hospira,3.0,2215503.0
woo10603,129719.0,United States of America,R,GA,n,5.0,woosablmkhqdqowknf,1-401-694-5342,W,539.0,Ontario,1.0,99.0,AECOM Technology,,2840124.0
Cyp10604,434635.0,United States of America,O,ID,n,4.0,Cypalmmkweqfehexhqdjud,1-766-245-1682,M,546.0,Bellevue,5.0,15.0,Biogen Idec,2.0,686187.0
Axe10605,225290.0,United States of America,R,IL,,4.0,Axewnpdpubwrbvtjvme,1-543-183-5093,S,503.0,Corona,3.0,0.0,DISH Network,5.0,959242.0
qas10606,210971.0,United States of America,U,AZ,,2.0,qasbgo,1-607-692-1878,M,816.0,Tacoma,0.0,95.0,Automatic Data Processing,3.0,748268.0
gli10607,420130.0,United States of America,U,AL,V,3.0,gliurbv,1-619-063-0861,M,533.0,Washington,0.0,3.0,,1.0,2376575.0
Uvu10608,60606.0,United States of America,O,WI,p,,Uvudh,1-375-119-4595,M,414.0,Evansville,1.0,,Duke Energy,3.0,376695.0
Pvi10609,167910.0,Canada,O,PA,,4.0,Pvirtadwqdomispfxlbf,1-882-663-9182,D,795.0,San Buenaventura,2.0,37.0,Foot Locker,1.0,1105667.0
xxk10610,324127.0,Canada,U,WY,f,4.0,xxkjwxqd,1-465-676-6139,U,727.0,Chula Vista,3.0,66.0,Country Financial Services,8.0,1731320.0
Hwx10611,4817.0,Canada,,MT,n,1.0,Hwxjwxt,1-509-860-2326,M,812.0,Tulsa,,84.0,Office Depot,2.0,730338.0
Ras10612,468354.0,United States of America,O,IL,M,4.0,Rasrwcgyukwgezoglmbzuoguteg,1-705-134-8323,W,700.0,Milwaukee,4.0,53.0,Valmont Industries,10.0,103106.0
Pux10613,460865.0,United States of America,U,CT,,1.0,Puxfgwlreiehnhfbgnoperet,1-868-957-2371,M,700.0,Pueblo,4.0,61.0,NCI Building Systems,4.0,3833270.0
Rlk10614,388562.0,United States of America,O,AK,P,4.0,Rlkvxhmpanuphizbfbxqnmanuuzhs,,M,787.0,Milwaukee,2.0,50.0,Microsoft,6.0,3085705.0
Xiy10615,172623.0,Canada,U,AR,Q,2.0,Xiyppwxkokulxad,1-087-846-1491,W,764.0,Naperville,,,ServiceMaster,2.0,3121707.0
Gzi10616,68630.0,United States of America,U,CT,F,1.0,Gzilvckzhmnzcl,1-646-574-2915,M,,Tallahassee,1.0,87.0,Iasis Healthcare,5.0,2789453.0
MXO10617,72600.0,United States of America,O,PA,w,1.0,MXOMLAAQDWAPSPOGRZQWKEISM,1-425-468-1496,S,500.0,Grand Prairie,3.0,30.0,NV Energy,0.0,86821.0
gfn10618,308111.0,United States of America,R,ID,,3.0,gfndmemodoxbgtzofwksvjdwpigx,1-906-976-1705,M,661.0,McAllen,5.0,,Enersys,0.0,3527914.0
TEC10619,444158.0,United States of America,R,CA,f,1.0,TECXQLUQVYURU,1-764-125-3914,M,339.0,Amarillo,5.0,37.0,Baxter International,9.0,3027065.0
uln10620,15411.0,United States of America,R,TN,q,3.0,ulnbiayhcyg,1-922-378-8089,U,483.0,Aurora,3.0,20.0,RBS Global,6.0,
rli10621,489699.0,United States of America,O,WA,M,2.0,rlihjgpaprpa,1-405-040-9966,W,380.0,Fullerton,0.0,45.0,Citigroup,3.0,2282106.0
ruz10622,359140.0,United States of America,O,Prince Edward Island,,5.0,ruzqxjqnvpjkbrgnftjkn,1-293-554-7479,M,338.0,Columbus,5.0,14.0,Pactiv,1.0,3704438.0
cii10623,247589.0,United States of America,O,SD,,0.0,ciieexixpfiohojbkireptlduyg,1-532-893-6824,D,392.0,Tucson,5.0,24.0,Anixter International,0.0,108400.0
gse10624,119695.0,United States of America,O,AL,E,5.0,gseulwjbvorsniesatylneqe,,,433.0,Montgomery,2.0,74.0,OGE Energy,8.0,3010887.0
Rpb10625,,Canada,O,WI,N,1.0,Rpbpnbbdb,1-635-678-8473,S,482.0,Charlotte,4.0,35.0,Polo Ralph Lauren,10.0,676920.0
Klg10626,140457.0,Canada,R,NM,,1.0,Klgacbdpqpxnxq,1-005-629-9706,W,520.0,Yonkers,4.0,46.0,Frontier Communications,9.0,
alv10627,422599.0,United States of America,O,PA,l,1.0,alvervpmziadokguexezcoyqjjnmpv,1-693-047-4731,M,605.0,Rochester,5.0,22.0,CB Richard Ellis Group,2.0,1362516.0
FRS10628,211521.0,United States of America,O,MN,,1.0,FRSWHSLWYUWGBRSHBE,1-404-373-8064,M,367.0,Lewiston,4.0,,AK Steel Holding,6.0,2290724.0
Erd10629,95603.0,United States of America,O,OK,D,2.0,Erdxoi,1-060-435-8227,U,366.0,Lafayette,1.0,87.0,Hubbell,9.0,
QDV10630,482299.0,United States of America,O,RI,B,3.0,QDVNCITMWLBQPYBFTIEZNBY,1-112-534-3114,U,745.0,Biloxi,2.0,94.0,Micron Technology,4.0,125651.0
Yps10631,114219.0,United States of America,R,MN,Q,4.0,Ypsavxaptrngwxbffxhisexxievxqz,1-868-742-4510,W,414.0,Fairbanks,2.0,6.0,J.P. Morgan Chase & Co.,8.0,3885388.0
KOE10632,152214.0,United States of America,O,Ontario,,3.0,KOEARNHLDAZSDBOXXJZNVBSBD,1-721-286-4219,,414.0,Dayton,1.0,69.0,E.W. Scripps,0.0,1303527.0
Qpr10633,423890.0,United States of America,U,AR,,0.0,Qprsztvlapixvelonmsqxxqcuugo,1-307-981-4112,M,686.0,San Buenaventura,3.0,95.0,Intuit,5.0,2373456.0
Lfm10634,382458.0,United States of America,R,NC,D,5.0,Lfmahwcleuzynxlfqvglrmcvzg,1-587-309-6760,S,615.0,Dawson City,2.0,,CA,3.0,3848232.0
Dly10635,192268.0,United States of America,O,GA,g,3.0,Dlywedtz,1-098-011-2223,S,545.0,Newark,0.0,88.0,Ball,4.0,1310885.0
dut10636,228425.0,Canada,O,CA,,5.0,dutkjtnkhephhwsbowgto,1-425-647-5852,U,493.0,Seattle,1.0,42.0,Hub Group,2.0,2733440.0
