Sta,Cou,A,NuCa,PosCo,CrRat,OwORF,In,FirNa,NumChi,AddrLi2,AgID,NumCreCar,C,NeWor,Ph,LN,MiIni,Gen,AddLi1,MariSta,Em
TN,United States of America,56.0,5.0,Usqggr,588.0,O,340637.0,Abgngcbe,5.0,Kficduilloosjrajqzjzgzmpjhmynvoqaiihrprxzzlsjkonlnjdlxbsikgvkaqtykgdpiko,Ixl11344,0.0,Garland,3509418.0,1-556-759-3445,Ixlyjlvzngixgxsrk,,m,CUGTNXCLQAUQQYTQZWLNRGGRTLUGNHDUYJUKUTKEKHLRBHBMBOSBO,W,Integrys Energy Group
AL,United States of America,91.0,0.0,LNBIPTAZP,458.0,R,145084.0,KIZCL,0.0,ACJKBWGLJSGXVYQLGCNFIZGOHAD,udl11345,9.0,Casper,2294268.0,1-526-355-5567,udlmzbmqcmvnnk,Q,,,M,Old Republic International
Ontario,United States of America,48.0,4.0,Fsixfbbi,,O,25516.0,SWGURCIXOUHPMEEHXVEERP,5.0,,ubp11346,4.0,Flint,2224545.0,1-020-468-8692,ubpzwrtoqenpiajdfoe,,,pytgdnnhqambnkje,M,BearingPoint
MT,United States of America,56.0,4.0,Pjaqhnolcr,755.0,O,294190.0,Skioshmkflyxngmojdbcouphnc,4.0,JDFPTYSDWUNRFOVGHOIQSTTAJYNAHFMJJVNLTBOCOIFNYYBV,LRD11347,9.0,St. Johns,3360485.0,,LRDUGQVXKUSQFPCFHTDEBN,Q,f,Ogwgxbupzrwwdiixwuegfhhuimyqgljsgtmokwhhflkjbpyhhmrpcy,U,
WA,United States of America,31.0,0.0,Jqcwyyzer,558.0,U,211134.0,lamkmb,2.0,Lzitgvguluqghafgrxxuciexerhkmccnfstiahcony,WGD11348,1.0,Riverside,919383.0,1-034-081-5692,WGDTKLDHNPJIUSWJFQU,z,,Yyglhhbgydnkhw,M,SunGard Data Systems
LA,United States of America,30.0,3.0,Wfksbamvpyoe,330.0,O,218254.0,FRRJMDJVGHQSPTLGETNC,2.0,Zeeplucxbuncgbylojyefptqizioddukdvojecbwaeopvmmkfswlcayxndvbydmnryremlljkmr,Kvb11349,8.0,Fayetteville,1263658.0,1-145-359-1884,Kvbcvuhagoqxaxtmwuuwnfd,,,YAKJUEWTRHDKOPLQEKIDSBRDOMFZIEBBOTNHRJCMSSGOVF,D,Belden
NY,United States of America,59.0,4.0,FAHWCFGKY,527.0,O,69963.0,Owqwcri,0.0,Grwmqimaxyssxsgbaswfjvehpwcwiwpjsaqzkfhxzgfheqopw,Brs11350,3.0,Peoria,1323498.0,1-004-817-5247,Brsrewyhhbczs,E,,,M,Molson Coors Brewing
LA,United States of America,54.0,5.0,WJVUIB,650.0,O,341256.0,Sldwrajkuikcbsrnmlpralailmjq,2.0,Txgofdhomlrmfgsvcxqhqjeydeetqaopmujulswyeqtspqxoidatagjptcrsz,Xoz11351,3.0,Dayton,3708348.0,1-842-204-2409,Xozebylgejk,,M,,S,Mosaic
SD,United States of America,90.0,0.0,Mzmruudaogvg,528.0,R,418570.0,Yavrog,2.0,EWVTIOVJIDLYFJCSPKML,phi11352,2.0,Pittsburgh,507610.0,1-167-807-1150,phiyqrwoduecoizfa,,,eyzcqwielprdzexbeebdnhtupzccodsaxcandhrotpeadnxkuyeqqftxltp,W,Big Lots
Newfoundland,United States of America,98.0,,KAKVAJZ,716.0,O,161148.0,kodrozfvfwgxjzplrnjnhqvpuo,0.0,FBBRJCRQYFMWPFXH,Awz11353,4.0,Fullerton,3537248.0,1-750-227-6230,Awzfxduyvjofscookxrruihiu,Y,,SGGVDEGHDROTFAPBLGEMDXYIRISCHXXKIIRXTUPABGLKXJPKH,M,BorgWarner
Prince Edward Island,Canada,76.0,0.0,Dlpike,361.0,O,41929.0,Visvlhxugtabldq,1.0,Czccalb,Xpp11354,3.0,Yellow Knife,48775.0,1-735-554-6533,Xppigumkbbvynbiqiicymdjsgaij,,f,NQMMZXJXAEIXVAWKFKEDOYSYFYFTYPRODMTKDASSTGIBBSNVOJUZUJIS,M,Allstate
ID,United States of America,21.0,0.0,ZSMYQAXM,445.0,O,92146.0,UCTPOIE,5.0,Wbboswne,MTF11355,9.0,Ontario,1251429.0,1-891-502-3976,MTFJVOIFKCPZTNDSLW,a,,criuidhgenshfpucpuoikl,M,
KS,United States of America,55.0,4.0,KQRRF,608.0,O,395610.0,Qqbpjixdjasmfesrhsrqneobjdwoe,4.0,Afusqlnclxcapninrezmloakbwejvzmhihqznjippduhxnfmwdskzunjvszmfkzcwwejnv,NJM11356,7.0,Whitehorse,3163046.0,1-010-809-4455,NJMUMPMREHNQO,c,,Dkclvuvxqfhvomthmlujm,S,Spherion
IL,United States of America,18.0,4.0,ZCMAFWFKRIH,639.0,,229710.0,RVLBAOBCSAAOMFUHVMKJBOOPCR,1.0,Whchxbzqfruubvvnmlievnbdiuahujqckztobyzhjwhcdidmclvjqptnathkwnaovf,Qbg11357,1.0,Columbia,3411899.0,,Qbgsemfugsspoknvjbtzdjinm,,,Lnwyuollvurieoisudqwtlvdroufjuhndrldjhulogobubujmnbdmswsfklchmycgodopa,M,Lithia Motors
NE,United States of America,15.0,4.0,MSBWZD,434.0,R,224764.0,SFAWKGDUVVSUAMIDA,3.0,hiawtqjzytsaiuuuclarfadesftzeztmvsmtbswpw,lwo11358,10.0,Little Rock,,1-947-499-3978,lwolevhhdosuetc,,f,Lxxlg,W,R.R. Donnelley & Sons
NH,,52.0,3.0,Vaxzwddazpg,399.0,O,385358.0,AYKWUCRS,0.0,,Iay11359,4.0,Mobile,3590905.0,1-712-731-2891,Iaygbnkiljxuxjoaumxottonaevmbd,,M,Ygzcpvhrnqezahjhvlcqanrfahowdrayuuygadbpyvlplavgmoakhlldvvmvffhfbgjj,U,Invacare
SD,United States of America,51.0,2.0,pfrqbsssd,353.0,O,92592.0,uopntokwsqapniqmop,4.0,capndcllqrmwfackbzhgviylsoisqmxnjqazvfzdufddmzucvvuhgl,Npj11360,9.0,Fayetteville,,1-079-196-9379,Npjsajgdrifipjgaehpqxhlrkb,X,F,BKSAJZOOSUTGKTPRCHRHWTDGKUEHRLPK,U,Lender Processing Services
WA,United States of America,30.0,1.0,ESJKKL,761.0,O,72707.0,Imlprfprzatoxljjecahxocwsgl,1.0,,SZE11361,1.0,Fairbanks,3450535.0,1-494-210-1271,SZEOIIHPYIESIYXLTWF,,,,M,MetroPCS Communications
NY,Canada,57.0,0.0,sjrtrjl,382.0,O,364152.0,Ndxidjujfaovnokimamtqwnqudv,3.0,VJWUTQQLPIADTVTJQUJTFFSRSFMISJMBN,Esh11362,4.0,Gary,3555304.0,1-214-359-8474,Eshnjfhyc,J,f,iqspjtyqjhaquvbzgfhunkhnpiaaoxeuumnkqncjytldisrtxoqllvkilvdwfqnxaolucrpf,M,Questar
NE,United States of America,50.0,3.0,VTLEWQRRVECV,643.0,U,364635.0,Damorqtetjwnlyxcgisfsgd,,PGJDKFVUIPBHEPFTPZJBGINDHARFDFJAMZUEGQLVJYYYJMLRRKJSRBISDNQKEPBGMVRXMYWENEFFIN,Aln11363,7.0,Simi Valley,,1-219-704-8125,Alneqdhybkykep,,M,rnqbhbwctihougbzusyekih,,Avis Budget Group
SC,Canada,42.0,5.0,Amqytjtrpjlj,628.0,,31115.0,fdvkvjephxzbhzohmqvfywauddzw,4.0,ZYHTBUCEEGRNUJZJHUTRCT,MRC11364,1.0,Honolulu,3099326.0,1-790-053-1797,MRCDFFEKRTWKLBYJZGQDBGWUZBJXSK,I,m,Zsinpsigalwtug,M,Amkor Technology
HI,United States of America,65.0,1.0,Fmying,414.0,O,62819.0,Djbcgqrmuhklnulcqpts,2.0,Piozbzjsuycqwfjqvxudmkljunngmlnuxtligmlfrhcjewlqhvhadovjop,Xqw11365,3.0,Fresno,2075284.0,1-272-541-6948,Xqwmuipnznxjiplcvlnyhvesgrrf,B,F,Ekzqoyoojjryvhfamkwyojrytgkeujtmmxivaqffjjczkhahdvhotbjcewxwzwxkplo,S,United Refining
SD,,93.0,1.0,,424.0,O,66026.0,NUZLTZBYUOKYNFEFXFXODXTZ,4.0,ummmeykrhqmkikniczvjjejmrkvwndleyljeidl,aup11366,4.0,Montpelier,1123313.0,1-811-328-9667,auphytsiufczsbnwulcaioz,,F,,U,KBR
SC,United States of America,,2.0,ptecfs,680.0,O,83206.0,KIACTTPXHBPCXWQSHNZXTFODF,1.0,Ojtivdwjrjfviirzspygxuwzppdoefkoygwqtkcrbvabmojmwlagzpf,Mjr11367,5.0,Irving,1577434.0,1-572-591-4243,Mjrbuxtamfllqujyb,k,,fmjzjlkvqnkjqydfmbnaytdclkjxcqbeugdxknpbjmwnhilvwhtohmrch,M,Allegheny Technologies
NJ,United States of America,59.0,0.0,DCKLUJIWBQ,541.0,U,249362.0,KJLAWOPOPZYL,0.0,Nudzdesrefpegrgolofyyxxksx,Mmv11368,1.0,Grand Rapids,3667689.0,1-434-400-8486,Mmvkjqqcsdrctymajgoyc,D,,Ngboqouyexyikkathyycyebzouqcvicrmepcrnmeldfkacvpozrdxmnkfpgodvspmyhkb,M,Xcel Energy
Saskatchewan,United States of America,94.0,2.0,Pfqmnrxcgcpp,320.0,O,355805.0,ENQXDGCDGHCJYIMRNISDIDJY,5.0,Gpjclrnjlveisdacquubdaswhfgrzobishahvfogjtrijdtcuhyynur,Kwj11369,0.0,Syracuse,1031113.0,1-440-771-1004,Kwjlwpzovjybk,O,,WHFRNHPTTSWIZBYGSVX,U,Supervalu
WA,Canada,57.0,5.0,dqcxclbm,427.0,O,,Ksvujjfn,1.0,qmjzqlqqsjgdsqpafdhwuzcuzaakoo,Mod11370,8.0,Charlotte,3112242.0,1-558-086-1884,Modmghheymmssmonpjfdbuhrpdbz,,M,GAWDNAUDEYVGXQQSPNUPZNYVJBHNGOLQQTTRJHXNQRYGALBZVKRUARCSNRJBMMBGZUQPLDJGD,M,E*Trade Financial
DE,United States of America,43.0,5.0,aczxafjxlkn,560.0,O,43085.0,Rdkiwbzmahiolftxgyplp,1.0,Njfejqrngplrwruvjrvpmbcjhuonrj,Yry11371,7.0,Greensboro,3784924.0,1-256-668-6778,Yrypiwuqdnbjcryfwzefxprii,C,,IHKTCHPZVCOQVSUXQAVNPITFL,S,Neiman Marcus
British Columbia,United States of America,44.0,3.0,Vsleola,691.0,U,171847.0,Aehvvpoltkdxjeaslk,1.0,mcltdmuqbieiphnowuxilzfugzkbnwckfsjxxbsntwtpevnr,DGU11372,10.0,Irving,1430079.0,1-775-921-8797,DGUQGE,,f,bvwqpxpbgue,U,
WA,Canada,96.0,,Fbvgs,369.0,O,12710.0,Nwujsmgaugsgqxeglphnhqmkovf,5.0,Ofskpurhqvayvljaqopohnycxwzhtzbykpqxvxyxocezquibxmxydawuy,ISL11373,4.0,Tacoma,920168.0,1-068-102-3374,ISLXUERL,z,,SVRSPJKPLSUOMFKYXNVKABZHHHIEBNXDMHNHTJLWIFDANCMQNDOLWCRQLDKMOV,U,Retail Ventures
LA,United States of America,49.0,2.0,Ygaicsfvofaa,368.0,O,54371.0,WYFYXEJUVGOIYOYFQPZ,0.0,Mrroysnkrvzkeutcsdtkenmlvdxyrurjzxxekuaazlkdtcoxacsvhyjfromhujgifcujpp,lto11374,7.0,Toronto,3914967.0,1-439-958-8519,ltold,,,Kpdccnqevutinsdecbenslkxejcceijnxnjgaiepccsmqavnlvvcoovlnisic,D,Praxair
Manitoba,United States of America,49.0,2.0,MSBOSZBIYFU,649.0,U,230565.0,Whghfhudwpsnqfqmlkitvbbukuhd,4.0,Ztoijdmbkxpjnzkahnotadddcqueyujugnklhbmirxcxhjaudttpambdskst,Eib11375,10.0,Iqaluit,64019.0,1-028-871-0493,Eibwvtbdznf,N,,Pyrewfspoxg,D,
NY,United States of America,99.0,5.0,,489.0,O,175326.0,Hqjlplzhosorjqgwyqfddohvxdy,2.0,PQPRXCRCOWMZIIKRNXKIJSWTYGAXNRMEJ,Npl11376,7.0,Fort Wayne,39310.0,1-170-152-7863,Nplgvqeztdggmrvaahzurfn,C,,izoakwgjjomsbltlowyhcolfkspenwrjxzacnbtpjckjsvxyatre,S,Harrah's Entertainment
SC,United States of America,70.0,2.0,fkvjwkb,825.0,O,463745.0,Ekbphbymcdeemriprogajakj,4.0,evllnhclzspxplvffdldoyii,Jiq11377,2.0,Fort Wayne,166120.0,1-126-629-0228,Jiqrvuiqzxwdwifhiwh,,m,Xrqeoddjwkazhsipkppeniixgypsunxqzwkjloipseaputxifyxwqa,U,NiSource
TN,United States of America,97.0,1.0,Hlxpslup,504.0,O,232155.0,stihclaplcufbgnzfeunuorjiwhmq,1.0,HJWHXCEVPWNTZLPSIJVKJWLFSQMVXNGYNAAWTQVMCAQVKHWRXMOOXLCEDISRWDORQHGFAPTKUQZIDFI,Fjh11378,5.0,Greensboro,1149540.0,1-569-873-3397,Fjhygrqa,,,Fdmnhuidbjrbvgetwjwcdqkbjsdexewwpumkzlehcdmgbsfgqendsdfpbsuaukftmsrhpuzmha,M,Devon Energy
OR,United States of America,62.0,5.0,LWPWIL,570.0,O,130736.0,Eanlkoiyuuhxdalnhghnaioo,0.0,jarkqtksncwvf,Wmi11379,10.0,Vancouver,199174.0,,Wmigfmgk,,,ummtkddayxwhyjtgvfumi,M,Corning
LA,Canada,64.0,5.0,,477.0,O,90629.0,Rdowkwxsbzsc,3.0,tgoeycwsillcudabcgovmrnxuktgerfxdlrifeaukoinjjjkjexcxw,Ggo11380,9.0,Austin,2596787.0,1-382-218-1314,Ggodeaqsfmjiehi,,,Aylvpwpzdeotwslaqyfrtzbcnbdsznnkhemkwruntgbvbvsrgmgxmthdevharp,S,Foot Locker
TX,Canada,60.0,2.0,NPEHLJFU,736.0,O,326954.0,abiqxpapwilsgbkbrpnlj,2.0,TSLXZSFHWDWWPYTJMVBDELXPVN,ztf11381,6.0,Irving,1395632.0,1-416-737-1447,ztfwobqjvwrklyw,V,,HMMQGMVNADAELNCGVRQDHPBYZWLER,U,Country Financial Services
NY,United States of America,76.0,0.0,AIDRSOAZH,713.0,R,215366.0,IMFVHYQMNTZUCEBMGJNYKCKHRVR,0.0,GDPNIYRCPBYBFEDPQPRHVGOZWLZUTVVKQEFUECGHRVSRVRBMCBJPVZ,xio11382,,Vallejo,1895907.0,,xiojk,,m,IPSRUNTLVPUAAULUCLOLYLPXTBHLYEXDSRAQEAIALQAVEICEZR,D,Auto-Owners Insurance
AR,United States of America,36.0,5.0,Vdvgnrj,536.0,O,216463.0,Feaxnkeyrvbymavfxhnqrw,,QFEGEXULOUXGREDGNUDVXOMLRRNOPIUKEYGCGYPXCDZCM,RXW11383,6.0,New Orleans,1710505.0,1-317-865-2768,RXWHQBDRTXMKUWGLGSHT,g,,Zfuixtqnk,S,Idearc
TN,United States of America,3.0,3.0,Mnimj,466.0,O,290638.0,Biuxigmqkxsltxx,1.0,CHOTDXTITXPFSHZXQICEIDHAFGQIJZLQRLLWSRXDMNVVDLCNV,ckv11384,0.0,Syracuse,2103744.0,1-591-902-6864,ckvcbxeijvtviq,,,aertruccvqfokuchclbohqhclceokuvveuictxanlaorbwxruv,M,Plains Exploration
RI,Canada,27.0,4.0,Tvkrghfmhb,345.0,U,133552.0,YTJSEQROXJHPGZD,5.0,Eslduqslzkuweftrntpqnfzaatnibdsdndcjxhcfdklw,JDE11385,,Paterson,2858799.0,1-672-597-4133,JDEXADVCPRGAIITAZCSBNTBJHOBEXO,z,F,Yizaipbfhtflpqjxmlbddputtfkwxcchdvhvunuebbxsxeffr,S,Susser Holdings
KY,United States of America,43.0,2.0,,570.0,O,236182.0,Acuhojxqwzf,5.0,Rsrgzhkkbsfdcyozauazlpzlbyittaoisfporpicbuyygtbmhacymcfarhcgi,Hni11386,1.0,Fort Lauderdale,191992.0,1-825-245-5753,Hniyeqasyjzedsfzncdly,,m,Jjefltxrcyxqvndexndmxkbuwvykvytrxgshmjbjaumyvmmprudnqrdscxdidvlajddpltgiirxcwv,M,SunGard Data Systems
DC,United States of America,34.0,5.0,cyeqcii,837.0,O,16283.0,BMQPHBBOXGPUNPNVRV,4.0,Hgwkvxtjgyjsnoupptfcmfihe,TQN11387,1.0,Sherbrooke,705980.0,1-037-143-3763,TQNVHTMAEDGSMPZ,,,mlleboawavodxvgylcqnovicodrlvyfhnrffagcuuzcbojrfzqaskrcweehxavdpnalqnygtxzp,M,National Semiconductor
UT,Canada,49.0,0.0,cjloqrwjaw,847.0,O,458863.0,UDJFMFHUWRXGXDYKZQNDED,1.0,kmvwbbf,Bcn11388,7.0,St. Catharines,3710389.0,1-769-135-4061,Bcnqlxk,R,,Nebrqhlcaoivukewnmrvqcamonbesssmnoxykjceijwgtg,M,Mattel
WI,United States of America,13.0,3.0,QFUTBC,816.0,O,282491.0,nrpdhgaeajaopv,0.0,nfaodlihjkdsfcfpmpjrmjhmnedlxnbinwdsttuxoszgtvj,eja11389,0.0,Hilo,3637277.0,1-804-322-0101,ejanumhgeehpk,y,F,DIXYFFAZXQTBDPJRWTXTTXLGBEWHUSFQMAOVYMOHLDNALJVPIDFJWCHZVYILIGRSDQULDTKTXFN,S,Danaher
MO,United States of America,0.0,5.0,Cxlcnqokeqzr,720.0,O,128483.0,Pxdulnwqptibzeprilhuhnkkm,1.0,Pkqsdxfrczuqydn,oop11390,9.0,Grand Prairie,1258317.0,1-192-665-7106,oopocf,Q,,gjvqihujybqmvqkjjupivfpcihkiprwowqfkfbtkoropj,S,Medco Health Solutions
DC,,1.0,0.0,lshvpobfkw,732.0,,377733.0,Cofhszxnzmamk,,Awaxqrlrgyuihmflrdrtjxuiulquwhalhpwysexdmbrgmeglxfwdnlawewgadoutnntdyccv,Kmn11391,8.0,Baton Rouge,2127580.0,1-680-845-9701,Kmnarqvbbldjbsossshwpdxc,,f,Smuzrekhsaqipyjkxyzztszfmlgtwapikkrtcrxygaycnwbj,M,HSN
PA,United States of America,,4.0,Fwewfhwhr,608.0,U,343343.0,YEINPRXQNFCRKMRBFKMXXZHBLSXPHI,0.0,NFKHOAZSACYUJQCQAKKHZRHLTUAHUPV,HBV11392,3.0,Inglewood,3199251.0,1-661-715-5665,HBVMLNLYPGZFPHEYHIGSNKXGNQ,,,THYEWOQVKRKEBELQLFPGGJLJEEIKRXQ,M,Weis Markets
NH,United States of America,0.0,,NQILSLPEBGSH,716.0,U,472696.0,Pguuknpgkeddshuatsbrxl,5.0,Danyqbxwpodwtbyuw,Fjd11393,7.0,Garden Grove,1395057.0,1-940-055-3732,Fjdrkljmezwcysvwjzi,,,Dhjivc,D,Knight
IA,United States of America,4.0,5.0,lqdijwl,438.0,O,70106.0,Omgluzjzqwqz,3.0,Yhpignzfwqwrupmekshsxgsixpdwfdmkvgyohczogizqafaweayqkbnf,spq11394,3.0,Oceanside,3830710.0,1-579-928-2278,spqrfhloaqyzlojibqdnfingt,,F,Pddmnnoezhxafbxqgttjinsjsnhuwyfnjnaslunlcjjttgeittfjbyhdvzzrcrlotsagdbft,W,Itron
KY,United States of America,18.0,4.0,VJIBZRP,803.0,O,85920.0,Bqrfwtkhhwm,2.0,Jpgcuhj,Sgs11395,1.0,Montgomery,2227349.0,1-240-507-7530,Sgsllawfuqekc,,,qfaghtadmmjtsuhdtfarzssszueuppadwjqjjalzni,M,Sovereign Bancorp
GA,,76.0,3.0,Goksrn,624.0,O,6704.0,DZALTOILXWLDZUF,2.0,Dvmgf,qcq11396,2.0,Allentown,3669492.0,1-481-240-7977,qcqatzcpecbxykfqfzachxvmgcpnx,B,,Hxyosancvvsvmygjahjkwfmzhsvpcdqtrrrgk,M,Andersons
MT,United States of America,,4.0,HKUEQLWPQU,793.0,O,168938.0,dmasudovu,1.0,WPXPLESLPUPIZISMPMPYYOHXJPEMJ,Dtm11397,10.0,Laredo,2955155.0,1-569-059-7155,Dtmzqiabqghvmiwjpdoam,f,,GEWNASGVFUTYIWJQPAFSVBJWTUXVLWYYOOBCCQHADSFNNAQIPMVZGJE,D,CIT Group
IA,United States of America,99.0,3.0,Bggrcvq,329.0,O,370805.0,yazjtgfgr,4.0,HAZPDEWAHNFHBFQBMVVZVBAOAHVDMNAVNBMAJQMTAFJVOLRPJHLMLZDAC,eoe11398,3.0,Pembroke Pines,1177992.0,1-348-768-6513,eoeowoffhb,,F,Zeusvopgrdeyisncmmivhewo,M,NRG Energy
Alberta,United States of America,100.0,5.0,mobsqrem,840.0,O,94112.0,TAUAAK,5.0,Uuveegujirrgvsircvmhzcllmgagnmfqthbincwftxqjykdvziwzovncuyq,Boe11399,3.0,Rochester,492909.0,1-167-517-7607,Boeydp,,F,Uqwbnsubkdnmhqathnkzxe,M,SPX
ID,United States of America,32.0,0.0,Pxjhjx,455.0,O,135968.0,Esnsqjecuj,5.0,rvgjawtleurfwrrartubylomcdsavcwdlhduzcmmrzqfrodrcddxkfpzuhvqkptqzczg,Kaz11400,5.0,San Francisco,3130931.0,1-877-657-8735,Kazdqqfio,,,Rwgyxtdsnpfkrmlpiqyvdyjrxikgdyocmqvfhcng,S,Career Education
KY,United States of America,44.0,0.0,Csqurejj,461.0,U,94209.0,XXMTUGN,4.0,Obdagemrwxasgwdaggzllplkiivnvfjxhuarlbspykgxzyhpwgrxznatyvebrshvhvvzojkqx,Fhu11401,8.0,San Diego,3595305.0,1-645-559-8849,Fhuucxqbcxrusse,,M,WARKHELLTXTIMEDIKHWFGHTPLMATJ,M,Chubb
AL,United States of America,35.0,0.0,bqlhk,381.0,O,151092.0,nsgmisd,,Oxbtpug,ETG11402,2.0,Regina,2546425.0,1-127-464-3763,ETGAMVLURFKZWBULFNQFZUMW,G,f,Vcgfnuucgkhnmrsgbewqjxlylfgdwohzqihkcdwsmdtmhvhcyavmicgyfuxknljbacahtaumkjfp,S,Hartford Financial Services
British Columbia,United States of America,73.0,2.0,DIXXOSWW,345.0,O,357449.0,AYOHWJPCFROYTDSPDKSCDRPEWACXG,0.0,Faqtnoakagvlhmbgcefbisnpkdikpxawbdici,Ygw11403,10.0,Ann Arbor,3817493.0,1-599-041-1982,Ygwcxipirthxpqoghnkbzua,T,,Zyszxkd,W,Dana Holding
Manitoba,United States of America,61.0,3.0,Ghmmviqwgryj,728.0,O,,sitjthpa,,Sefnugxsbmvldku,Ues11404,10.0,Elizabeth,3060740.0,1-311-766-9580,Uesawmgkvaurzchgolcgikhrlk,G,f,Jffncivfckwijdjlbfxgdjzbtecfjzlesgveznwikppsygtxtqydfsgyvhkhdmmgxkeggnfncv,M,First Horizon National Corp.
DC,United States of America,53.0,,LTHNB,565.0,O,303330.0,KIVXOIFRF,0.0,Hlkmodmtmiwgdjgpndlobkuownsbxsfmdwwqpbdwao,Hsi11405,,Toronto,1637466.0,1-453-696-4339,Hsijvbdhqjzuogrrrs,,,bqqpbyiigsqvcgnwpsznnpgudwkpfuvydqnaqddrswnsvavsrplbne,M,Donaldson
VT,United States of America,96.0,0.0,Gqcsbusorexg,319.0,R,140124.0,Htqmvwebhknqxrwrkjcqtzbsdvg,3.0,Oltgsgi,Dqv11406,6.0,New Haven,3847322.0,1-486-928-5628,Dqvmx,,M,Jsycgqmdyvyxuevwdbpgxoosjt,D,Worthington Industries
SD,United States of America,86.0,4.0,FWPGKUISYT,762.0,R,465642.0,chsokfmdouyezd,2.0,zkkoykta,QHH11407,6.0,St. Petersburg,1730090.0,1-225-019-7104,QHHJMV,r,f,WKZPGPQGJPXRVPQXLFYRQMWOVXCUHXMIAPPDOR,S,Jones Financial
Saskatchewan,United States of America,59.0,0.0,GIWNCAD,834.0,O,301182.0,Cccsonjfchbumwdzbfxxohweapf,4.0,,ZJH11408,1.0,Akron,3720422.0,1-031-711-3625,ZJHIPLAXGWWSWTC,H,,jgedxhpxmndrypvpakkrtzlxpigqajupfqwyanrieoyzcnnissphunjx,S,MetLife
SD,Canada,71.0,2.0,lsxlfij,,O,23783.0,Cyonugyssgegdjiwrhyyjwrbq,2.0,RCYJWONIKWWDNFCGFAXVRCELMG,CFN11409,2.0,Iqaluit,1704304.0,1-834-875-5592,CFNQYJW,S,M,Kskuxaiignma,W,Olin
LA,United States of America,65.0,3.0,UTDGRKLX,578.0,R,217151.0,Rbatoycgeyrhwvwbroe,5.0,jnzlebvxgcxevucifezrknphtdflggjusneewgbulmbqijhoaypcwgauvdcnissnzjstqk,tgx11410,5.0,Lansing,3304271.0,1-838-174-3145,tgxgkzo,,F,Jshvgkuswqpztwvhuhknpwncyemljcernxtopxqfivvw,U,Biogen Idec
MS,United States of America,,5.0,Urgxucd,812.0,O,191169.0,XSTCLLPUWEIVEONETGPDIMKNAMAB,2.0,Owvjd,SMI11411,0.0,Amarillo,296846.0,1-742-711-0944,SMIUMPXONNDDE,K,,pykvromolkksnstfpnckdxghhplfphgsugfxcdkbhdihka,U,
NY,United States of America,52.0,2.0,zrxpsklcbwn,326.0,O,,avkydtosfpkskxsrkbhxwatkmferq,4.0,fwhxewzcmadhhxbqhxnrxrlxqda,Otg11412,9.0,Lancaster,3572603.0,1-736-372-3278,Otgnbvregqtqfbyicqx,,,VBWQWKRBOEGVEGNSDGJYAVDZODVMWNPPTSXDTKZLAQYJOWB,U,Enersys
NH,United States of America,93.0,0.0,OLCTPEVVP,729.0,O,209135.0,TZUZIFPCGFFINWAA,5.0,ytxdanmtwbahtccauygycuhdncltpdkkimjtgwuyxtbvmnwnwhvo,NJF11413,0.0,Riverside,1313470.0,1-060-618-4115,NJFHJFKDTGTPNGVRIWJVNYZPKJVY,L,,Jomekfuthsarwgszdkjuhrxzgcfgwwpprktgqiikvmnhnqe,U,Kellogg
Alberta,United States of America,0.0,1.0,bmzedxsb,303.0,R,16004.0,EAAPWGVTALFEZSAPNWERMQOPK,0.0,RRBMOVBZTPXCXOHLYHE,jbi11414,3.0,Fairbanks,1427590.0,1-439-456-9923,jbiqe,,m,Bjmmflkhqnbgwlooifu,S,Delta Air Lines
OH,United States of America,54.0,2.0,Fxfarvhtko,422.0,O,453676.0,Gbafwnptynkyqzycv,1.0,orrhnqdryrhvfvdqysxtxqrhzhfvclepnznaiidpwtfaho,Htv11415,1.0,Independence,829367.0,1-044-236-8354,Htvynequmqlwxjesfow,V,F,Qdvcnuzctnnwbpqxionyyydanaciswkjloohytjksyvofwwvcgrm,S,Southwest Gas
OH,United States of America,76.0,5.0,NONFBAZQXP,348.0,O,5835.0,KWQVOBVMML,2.0,Etieqedhplrhkeavmaxijhrewoqif,Lrr11416,9.0,New Orleans,1629704.0,1-230-854-0898,Lrrrstvhawwubupnmhnhqxwlr,,,Znetrakwmuvhoszfawyxborocykpyknbfgffsgjbbnlpjipmcregarmruxqzb,S,TRW Automotive Holdings
MD,Canada,45.0,5.0,Jirgjqjedhcl,698.0,R,73426.0,bwxrnkzmgwqlvvnjvw,3.0,Owqmmxkbmeexegxjxvvifodbzunfspvokrhaqutkxnyclwdciwpnuyagjinigrzo,Xsp11417,7.0,Pittsburgh,187266.0,1-765-938-3194,Xspnghczhigpufdxyti,,f,Wxupkcuksqqyywzbvfnrouzurtozvpyzenbquypxubci,W,Ferrellgas Partners
GA,United States of America,2.0,4.0,fjnfmfmfgst,,,479877.0,CFAREAHHZBVIXCENOZ,0.0,riljzpikwgxjkxsuxbeokffjrrhhqvfmtpuvavntwiuq,Klr11418,6.0,Lubbock,415023.0,1-842-661-3720,Klrtmdfwhtvkzljeifqp,,m,VFDQYMUTOJEICBKAGRVLIIDTHBBB,M,Winn-Dixie Stores
Quebec,Canada,74.0,1.0,Wazqlzfugrdk,840.0,O,426152.0,ucshwfq,4.0,XZZVAZPPGIBDKFFN,uri11419,1.0,Lowell,2932235.0,1-490-190-0326,urirfiapizcddjmiznpn,q,,uwalqfyfdmtlluzbhxeumcd,U,Sanmina-SCI
