prospect_AgeID,prospect_NuCrCar,prospect_NumCh,prospect_OwORF,prospect_NWo,prospect_LaNa,prospect_FiN,prospect_A,prospect_Ph,prospect_NumCa,prospect_PosC,prospect_CrRat,prospect_St,prospect_Ci,prospect_Ge,prospect_Coun,prospect_In,prospect_MarSt,prospect_Em
RMU12389,2.0,0.0,O,137128.0,RMUFATWJGBYEOYHYSGCXRLU,Qpsvcgfmrdfxnehjqdupbfxiae,92.0,1-603-254-1193,1.0,Arolnjwql,437.0,Saskatchewan,Lewiston,F,United States of America,412946.0,M,Toll Brothers
Qol12390,10.0,4.0,O,,Qolzvi,Nsgyddxaxwyncl,46.0,1-738-319-9493,2.0,Dgmgpji,,TX,Modesto,,United States of America,231999.0,U,State Farm Insurance Cos.
Amf12391,,0.0,R,3002992.0,Amfaebjncwtkwfjcfrtspteqnrp,Hszniywtjimdlbtflwntoxoeq,35.0,1-913-322-1646,5.0,HBFOFS,431.0,FL,Atlanta,,United States of America,329973.0,U,Applied Industrial Tech
Pjr12392,5.0,2.0,O,2854988.0,Pjrxeklurkyglspikusgxk,GHQTAGTBNWRUYJHHGQQE,40.0,1-613-013-5722,0.0,Vhatf,,FL,Nashua,M,Canada,83777.0,S,Rockwood Holdings
RXQ12393,7.0,2.0,O,728117.0,RXQMKEFEPOETWLVWVOZWHOXSQDV,trperwisdvnfoq,33.0,1-994-822-8114,2.0,RDRAMBZBCW,571.0,AL,Irvine,,Canada,360115.0,W,American Express
Ayv12394,7.0,3.0,R,2977729.0,Ayvohqcisuapmhkklhlcdbxhjbs,Zgqtpdknjdthxsvurngaobfyymm,12.0,,5.0,wlmokndq,673.0,Quebec,Livonia,,United States of America,393739.0,U,
Qvq12395,0.0,2.0,O,2974231.0,Qvqyveinozoksulnxaa,VAXWVJQ,44.0,1-564-974-0346,4.0,YEJHQ,651.0,FL,Albuquerque,,United States of America,213439.0,S,SPX
Msc12396,3.0,1.0,O,1781654.0,Mscjcwaopfibpzfdcttwiobf,Wstslmngmhsw,86.0,1-320-612-8246,2.0,Pypqknotmo,477.0,British Columbia,Toronto,,United States of America,215466.0,M,National Fuel Gas
AAD12397,7.0,3.0,O,3947222.0,AADBRMFITNBSFYVSDKKAM,LGCGLROSLUZCPXABGELP,84.0,1-033-327-5291,3.0,tkumugkwn,574.0,UT,Biloxi,f,United States of America,367039.0,S,Legg Mason
Ksd12398,3.0,4.0,O,789121.0,Ksdxmkkuzvsxs,CTRGPOP,35.0,1-251-092-1822,4.0,IMDKCCQLWQO,598.0,UT,Great Falls,m,United States of America,414092.0,S,NiSource
wje12399,2.0,1.0,O,1694479.0,wjezpkgphof,AVSWHRB,66.0,1-817-953-2568,1.0,Akmoeqegxd,696.0,KS,Jacksonville,,United States of America,488857.0,W,Superior Energy Services
Toj12400,4.0,1.0,O,1826295.0,Tojlexcrqrgcesri,YCSSCDJMGVTURSAMHNEROPQM,14.0,1-717-243-4473,2.0,,680.0,VA,Wichita,M,United States of America,,W,Amgen
LLM12401,,2.0,O,713387.0,LLMHBGYJYSIFRWMBJTNIFKI,Cwabjq,54.0,1-995-136-3052,5.0,Voyxovaiirx,439.0,NJ,Casper,m,Canada,430729.0,S,
emz12402,6.0,,O,702411.0,emzfuhdfftrurfshbutjjpuk,ARDURAOGWJCXMLRQHAOEZGL,70.0,1-456-742-3894,,Cekhkqzsxna,376.0,Saskatchewan,Indianapolis,,United States of America,344388.0,M,Colgate-Palmolive
Kax12403,1.0,0.0,U,3262570.0,Kaxvatuueop,Fgckfpdstupzcnziibmahpswos,60.0,1-841-417-3688,2.0,Bqvrgxrx,620.0,DC,San Antonio,m,United States of America,353243.0,W,MPS Group
LCR12404,9.0,2.0,O,1674162.0,LCRPENWKCHAZWWXJHNQBBQMNYF,Olbktovupclzolfssmrzyknlxpskt,29.0,1-827-234-7172,5.0,VFRPJYJOKQHZ,322.0,CO,Windsor,F,United States of America,482367.0,U,PepsiCo
Xvw12405,7.0,5.0,O,2749267.0,Xvwzyziowjzhkttt,SPNLKGFSEHENALD,29.0,1-346-974-4455,0.0,toqejvqej,404.0,KY,Long Beach,,United States of America,111328.0,U,Enersys
KLS12406,4.0,2.0,O,2044557.0,KLSMYDGADH,PFVKVOHWOBBJNDBTIES,88.0,1-092-864-9544,5.0,ndfkjvzztion,615.0,HI,Simi Valley,m,United States of America,258347.0,S,ConocoPhillips
ymw12407,3.0,2.0,O,3648336.0,ymwjeuwbetwubvgcrdnobyqnykh,Acwlaixpvgbqvfrdf,48.0,1-201-722-8658,5.0,qrsbkewewd,311.0,WV,Lowell,m,United States of America,213457.0,S,Exide Technologies
Qlz12408,10.0,2.0,O,1619437.0,Qlzyjplz,Fcffkxvirdgoi,50.0,1-587-542-6495,2.0,NMGYYWGD,,TN,Los Angeles,,United States of America,279946.0,U,Dow Chemical
Ron12409,4.0,2.0,R,,Ronrc,Hnvzpfjucosdgthlns,98.0,1-883-450-0305,,OLGCVBOIL,454.0,ID,Charlotte,M,Canada,278730.0,D,Knight
Pak12410,7.0,5.0,R,3103571.0,Pakfinjkfvhsk,Urxtwhbehdzo,2.0,1-166-112-8083,0.0,Tpjhe,726.0,MO,Tempe,f,United States of America,345862.0,M,General Growth Properties
zru12411,8.0,0.0,O,3082143.0,zrumsfthyrksnjzznjtcuikw,Yohcetucnpg,32.0,1-030-060-2840,4.0,vlngdbxrcmzf,630.0,MI,Huntington,,United States of America,80008.0,,Hewitt Associates
SPF12412,4.0,,R,2350906.0,SPFYIDBVLPLXZSSRQMYLUR,Vmacpuftsjwee,20.0,1-443-628-4342,0.0,Sjklxhigz,568.0,MS,Philadelphia,l,Canada,112907.0,M,Inergy Holdings
Jkv12413,8.0,3.0,O,2329279.0,Jkvcckrde,Ptxfhdswhjwpevvia,72.0,1-661-029-8310,3.0,QKYPBVGP,661.0,AZ,Las Vegas,,Canada,456503.0,U,Rockwell Automation
KTR12414,3.0,0.0,R,3979805.0,KTRJERXLV,Nfdwnngbq,,1-698-663-8884,0.0,Adisxqrb,427.0,New Brunswick,Winston-Salem,f,Canada,357698.0,M,SkyWest
WJW12415,7.0,0.0,R,1523307.0,WJWUXW,Pnloulfskkkxlgoug,19.0,1-726-842-9666,1.0,onlrhgbsn,381.0,ID,Lansing,,United States of America,161512.0,U,Aramark
AXC12416,7.0,5.0,O,2238235.0,AXCNSKHEXWQQYEARMSQPETOFDOGF,njaxixescgnir,20.0,1-099-891-4141,1.0,Yypgwuu,372.0,MN,Baltimore,f,United States of America,227873.0,D,Mutual of America Life
Bed12417,3.0,0.0,R,1277080.0,Bedqdmebfnll,WASZCX,90.0,1-474-949-0000,5.0,NMHPWONQJ,346.0,PA,Missoula,,United States of America,325506.0,S,
xuc12418,,4.0,O,1193309.0,xucwhdypxctcipqzetcetsmafizth,STGQZC,68.0,1-184-973-3783,4.0,Jwwlvfqos,583.0,KY,Escondido,f,United States of America,137062.0,M,PNC Financial Services Group
tcx12419,7.0,2.0,U,1256050.0,tcxqrudjuscfwbkqzziqxxxvip,TYFRFKPAAILOFWRGVCLSLLCMSMPSM,18.0,1-673-342-0803,5.0,Tyifrmprgwad,394.0,LA,El Paso,,,119234.0,D,First American Corp.
HAZ12420,1.0,1.0,R,3440147.0,HAZIHXRJGSSAHCOINXGZP,GOUIQRAUFDINMRYXHYAOTZJBNO,40.0,1-735-043-9322,3.0,Lyrqhetmd,409.0,UT,Berkeley,,United States of America,85840.0,U,Universal Forest Products
Ryx12421,0.0,5.0,O,3989521.0,Ryxbchdixwlpaer,Oaaog,,1-964-240-8322,1.0,,655.0,IA,Hayward,,Canada,415986.0,M,Capital One Financial
Vdl12422,9.0,5.0,O,87565.0,Vdlqabwdfucyaabcsylxbbjaw,Spvjiycdrqttjqinfmsozchqjykvwt,46.0,,1.0,cbilxxsksve,618.0,AZ,Hay River,,United States of America,93177.0,M,Regis
Bcw12423,5.0,3.0,O,666818.0,Bcwihxkcwuqgcmfepqnylgimr,nrchqyskvcpoowmtzratdb,35.0,1-222-507-8002,2.0,Bcnvc,318.0,ID,Huntsville,M,United States of America,387754.0,W,IMS Health
GOD12424,5.0,1.0,U,1224779.0,GODYTIHGD,OCDIXRUSZEDUYEMKWURLLJVP,72.0,,5.0,fcceudoqu,698.0,OR,Rancho Cucamonga,,United States of America,222277.0,M,Automatic Data Processing
dcq12425,2.0,1.0,O,1693605.0,dcqcncncrkcdaosoycaih,Ivzhthl,69.0,1-886-101-3767,,Hutjqwabgezm,804.0,AL,Kansas City,,Canada,499204.0,M,Brink's
Tyy12426,2.0,,R,26450.0,Tyyxkdt,Oydhpvcyyxxin,35.0,1-138-175-4136,0.0,Cwecqb,780.0,RI,Tacoma,,United States of America,466116.0,M,Halliburton
Dqn12427,1.0,2.0,O,1882813.0,Dqnulzdzjtotkwligdxnfdkgigbry,Gxbxvjnwjxsfkaswotuqjrcqsdf,63.0,1-116-320-2545,2.0,Kzrtyjravoqi,785.0,PA,Oceanside,,Canada,101915.0,W,Commercial Metals
xjo12428,9.0,0.0,O,2710179.0,xjooavdsgkligxicsflnhmrhkon,Bstynfebhyxfbwivzbjrsy,72.0,1-775-067-8160,0.0,Aypyddpdusp,811.0,Newfoundland,Irvine,,United States of America,474135.0,D,Cameron International
ONE12429,3.0,0.0,U,449416.0,ONENVUNIIYKBOZFEGS,WXJVBLHYWWXS,,1-709-001-8747,3.0,Fhmvjyj,628.0,MD,Quebec,f,United States of America,180533.0,M,United States Steel
ium12430,9.0,3.0,O,632566.0,iumdjlqvvmtsndwsgsjymycgmby,Bmhulzcjtwhepjy,85.0,1-742-438-3289,5.0,YIVMM,814.0,GA,Providence,m,Canada,185369.0,U,Windstream
qbv12431,9.0,1.0,U,672540.0,qbvmsshlwwacbvymlrlosretvpd,Gcwsdizyslozysedbwqueenjbhu,93.0,1-632-171-5767,3.0,Dpjiguqslrd,617.0,IN,Salinas,,United States of America,188850.0,M,ConAgra Foods
uap12432,6.0,,O,131613.0,uapyabfpjfcxnwood,fqaeqyhzc,54.0,1-523-392-6348,4.0,Cgdcelyzpq,344.0,IL,Elizabeth,M,United States of America,367264.0,,Jones Apparel Group
KWY12433,,4.0,O,3425795.0,KWYLBU,DVFSEJPDRRUFTUYXYGPDP,23.0,1-849-942-8931,4.0,Hlbbutqcbp,843.0,British Columbia,Anchorage,,,50713.0,W,Vanguard Health Systems
Qph12434,3.0,2.0,O,1354073.0,Qphfngkxgfxxfvu,Arqyinoq,82.0,1-562-382-9482,,Gxfpta,628.0,DE,San Antonio,,United States of America,274112.0,W,Ross Stores
LKC12435,5.0,2.0,R,2362576.0,LKCBKKRADGOWTJ,Oluwtwbalmdytdwjokjgszltndpxm,56.0,1-426-755-9487,,wxvvgou,344.0,Nova Scotia,Waterbury,,United States of America,15485.0,D,Lockheed Martin
AYT12436,2.0,1.0,U,2656479.0,AYTRWMPNVWHNFKZW,Qqrdbmrucqtljazgqq,93.0,1-927-383-4329,5.0,RLNBBD,516.0,Alberta,Salinas,,United States of America,254665.0,M,Smithfield Foods
KVE12437,1.0,4.0,O,3771914.0,KVELJAZMHDSLMBXJVFSDNHFDV,Ijuyqvkgyskxiegluy,54.0,1-322-181-5121,4.0,Slvrbuphe,382.0,NY,Greensboro,,United States of America,33699.0,M,Herman Miller
NHC12438,9.0,2.0,O,410340.0,NHCOT,uqwfypvwaxdgmaptnoynvkft,50.0,1-957-447-9049,5.0,Iitve,489.0,New Brunswick,Cedar Rapids,F,,194510.0,S,Great Plains Energy
Mim12439,1.0,1.0,R,3343842.0,Mimgtfhedzsrgsnrtqzahvmren,AFBNJJIBGVQXALKUMMNXTNPVVHXO,96.0,1-264-614-1727,0.0,lamzzkbh,544.0,CA,Atlanta,M,Canada,439923.0,M,Commercial Metals
JDU12440,3.0,0.0,R,3939423.0,JDUKDPDWJANMMW,FPTEJDWZWEHDFAEUZBKJEMID,82.0,1-502-235-9420,2.0,Bmidgukwa,769.0,IN,Topeka,,United States of America,379217.0,D,First Horizon National Corp.
ugf12441,3.0,3.0,O,2814442.0,ugfuojkolo,zqegsyfculpappxs,21.0,1-031-389-2989,4.0,gpjxzsi,525.0,IL,Madison,,Canada,,S,"Toys ""R"" Us"
Cir12442,3.0,4.0,O,3853170.0,Cirlkmx,Tppegsjjhyfnthl,55.0,1-047-995-6407,3.0,Nlrur,599.0,NY,Dallas,,United States of America,478841.0,M,Crown Holdings
Bpd12443,3.0,5.0,U,2017205.0,Bpdgac,SMLEPVUYPRBAOMWGDBKZVWQGN,88.0,1-080-723-1466,5.0,Sgeph,725.0,NY,Irving,M,Canada,331912.0,M,Newmont Mining
CXN12444,,3.0,O,1521933.0,CXNMHFICGDFUWEJS,Hcjrxhaogzvdmvsgchss,88.0,1-273-670-6736,,ewlon,430.0,Manitoba,Lexington,F,United States of America,188675.0,M,Plains Exploration
Qrn12445,6.0,1.0,R,535441.0,Qrnwn,WWGAIFRPLXNRXLBRGLJTVIGF,56.0,1-804-070-2908,4.0,Yhvxrfnqcqk,702.0,AZ,Philadelphia,f,United States of America,250216.0,U,Leap Wireless International
Zqf12446,8.0,5.0,O,3693277.0,Zqffbnnfwhsrwcvnagvt,Epwgengvbvehdwpavwmmp,32.0,1-197-060-7227,2.0,Otbxjbxfcqbr,701.0,NV,Las Vegas,,United States of America,166983.0,M,AMC Entertainment
Geo12447,1.0,5.0,O,1396132.0,Geoejmiduhbguoqedstbhmobhats,Wwvslueanbtgzplsikqwuilipaitp,49.0,1-726-767-0135,5.0,nmskxkrfx,535.0,Ontario,Dayton,f,United States of America,236012.0,M,Computer Sciences
RSD12448,7.0,4.0,O,3324359.0,RSDINJVZIMQAMBSVFRWHPBRCRVE,yfpxcfdorfmarxjjmspx,63.0,1-847-435-4108,4.0,GUDGER,686.0,Saskatchewan,Syracuse,m,United States of America,298487.0,M,Varian Medical Systems
SRA12449,7.0,4.0,O,978388.0,SRARNJZYU,Mtshhxqbtgsubcszafjphueiz,50.0,1-350-932-7991,1.0,TETPI,377.0,WA,Burlington,,United States of America,285226.0,M,Nacco Industries
Lav12450,0.0,0.0,O,2730068.0,Lavmdednaayakdeqbzvmqr,Jzlmcyetmejrxodzrffv,63.0,1-951-004-2363,1.0,qwong,749.0,AZ,El Monte,,United States of America,90545.0,M,Occidental Petroleum
Hbp12451,1.0,,R,2866093.0,Hbpbw,yglxudbgbbnjcctz,69.0,1-414-817-0783,0.0,Ylenhlyuw,662.0,UT,Colorado Springs,f,United States of America,483667.0,W,Hudson City Bancorp
ujh12452,9.0,5.0,R,210992.0,ujhhkbtwwivky,Qwnpujgfjnqafmtnoar,1.0,1-530-716-1092,5.0,Qmbjm,364.0,ND,Oceanside,,Canada,162969.0,U,Ford Motor
ZOP12453,6.0,1.0,O,3000419.0,ZOPFCUEYHNLNEFDFDAMCKWJUPGH,OTJDPSKKSEYLWBWJCJPHR,68.0,1-684-783-1718,3.0,Dvnvxz,679.0,MS,St. Petersburg,,United States of America,175356.0,M,URS
Uwv12454,5.0,4.0,O,1221300.0,Uwvzkxymp,zavcsxxwdehgoohrzgunbbar,75.0,1-587-072-6671,0.0,mifpqfblkufx,627.0,NE,Billings,m,United States of America,400852.0,M,LSI
Rza12455,0.0,2.0,O,2257345.0,Rzanxnohahbgsjpfbgqktu,Oxxglnuyvkwzjqfnyqnenjuvltv,93.0,1-600-489-1136,2.0,gjnqnnqqfrcs,304.0,WV,Wilmington,,United States of America,183441.0,W,BlackRock
hof12456,9.0,5.0,O,3123600.0,hofychyudulsrfjw,Exwjtuwihsixyx,,1-018-092-7488,0.0,Cnwahqxvofb,740.0,British Columbia,Irvine,,Canada,278772.0,,Berkshire Hathaway
Vms12457,9.0,,O,840391.0,Vmslmeazugtzskceyfn,tchujapeopqhlcoacpzm,60.0,1-318-776-3976,,,781.0,MN,St. Petersburg,,United States of America,,M,PepsiCo
Svu12458,7.0,1.0,O,1073099.0,Svukhajsomdmftxwftmaaorhemb,XVWPMXFLL,65.0,1-706-298-3116,3.0,Kgxwf,365.0,Nova Scotia,Huntsville,f,Canada,499389.0,M,
TVP12459,9.0,3.0,O,1546917.0,TVPIEQWLKHQCXHFXGLGUHGXK,Dvgkpsahqc,74.0,,1.0,Qaboojgo,780.0,CA,Tallahassee,m,United States of America,188605.0,D,Goldman Sachs Group
Que12460,6.0,4.0,R,,Queudqjrbepblvwckcetecvr,Hescngoapvzbtkdawwclzqexqdfa,65.0,1-735-498-8002,1.0,KOBJTHIP,739.0,IL,Edmonton,M,United States of America,1992.0,D,
gai12461,5.0,3.0,U,3988446.0,gailifhfhh,JJUBVKKGJ,80.0,1-729-885-9852,5.0,mfunhaqkr,357.0,MN,Oshawa,F,United States of America,310718.0,M,
Fof12462,4.0,3.0,O,931589.0,Fofbgsvptdgajvqmo,YGXCNKSMZVMTILWOHG,92.0,1-835-029-2381,4.0,,667.0,WA,San Antonio,,,121122.0,U,Estee Lauder
Kbl12463,7.0,2.0,U,1187661.0,Kbleswqixiyvazilyxorixyoypsbzr,KDDWACDWJKYKUWFMHO,22.0,1-025-065-3754,2.0,zgxtkcjpr,463.0,MS,Great Falls,m,United States of America,66785.0,D,Washington Post
fev12464,10.0,1.0,R,,fevjudkokvdtcje,ZDEHMKB,88.0,1-289-896-1616,0.0,Qifgglm,740.0,MD,Des Moines,,United States of America,222723.0,U,Dynegy
HID12465,9.0,2.0,O,429737.0,HIDWQLUBVAIUWWUTYUAJJ,Vustbs,52.0,1-708-291-6763,1.0,Ehbrmimcpqq,412.0,AZ,Augusta,M,United States of America,475452.0,S,Westar Energy
WOX12466,9.0,0.0,R,,WOXLWT,edqhg,87.0,1-025-157-7366,0.0,Dddjvjdjo,,Quebec,Ann Arbor,m,United States of America,146946.0,M,Land O'Lakes
lue12467,6.0,,R,98587.0,lueqr,ngwqkgeszf,72.0,1-639-992-8031,2.0,Xxkuqp,584.0,AR,Provo,f,Canada,407106.0,M,Air Products & Chemicals
LXZ12468,,0.0,R,2322018.0,LXZDELRDEOFOQG,Htcskqxtlybumlaijymgn,83.0,1-917-192-5144,0.0,Satqooul,586.0,Saskatchewan,Columbus,,Canada,328470.0,S,Centene
Sje12469,10.0,4.0,O,338648.0,Sjezefxcvbds,Tnatblkjnwogoluvj,93.0,1-125-856-3374,5.0,PEALKRYXPD,398.0,MA,Pueblo,F,Canada,128628.0,M,Exxon Mobil
Nsz12470,5.0,0.0,O,1868366.0,Nszbxccwwqidyotvalrybsuifuiemw,yrqqa,87.0,1-941-723-6142,3.0,tokmsupn,690.0,FL,Edmonton,,United States of America,261883.0,U,Viacom
MCW12471,,4.0,O,139799.0,MCWHW,gvvigjyfbfvihjoxwsrwoid,56.0,1-183-598-6427,5.0,OLFREDNSQDB,,MN,San Diego,m,United States of America,95440.0,M,Perrigo
dzf12472,10.0,2.0,O,3607501.0,dzfdqhrmzjuwvcca,Nxudabaqafpacrym,26.0,1-071-101-2775,4.0,tvlmnrwtfiqg,388.0,VT,Modesto,m,Canada,327567.0,M,Simon Property Group
ags12473,1.0,0.0,O,1464723.0,agsawdauskcqslkeujaz,Usglcgclvgadgeojisr,17.0,1-514-775-4721,3.0,klboou,540.0,NM,Shreveport,f,United States of America,356713.0,M,Watson Wyatt Worldwide
Zlp12474,1.0,2.0,O,370946.0,Zlpabxlyuycvobdqbhyv,Bveuwoujeobgvuxcxlep,54.0,1-033-750-0396,3.0,EGDFBLDXVVSW,768.0,WA,Provo,M,United States of America,493437.0,D,Pepsi Bottling
Pud12475,5.0,2.0,R,1829102.0,Pudwyyvfakaxavqoovpqxicvpvri,Mdqoryk,20.0,1-443-497-6190,3.0,axpdpeepvq,324.0,Ontario,Regina,M,Canada,439177.0,U,Laclede Group
LCV12476,10.0,3.0,R,561809.0,LCVQSMHJCZUGP,qfjuqvfdrl,80.0,1-032-939-2484,0.0,VICXDCJSKUSG,656.0,TN,St. Catharines,M,United States of America,277333.0,U,Core-Mark Holding
ucu12477,1.0,5.0,O,3649216.0,ucugfrkbabqrrnfnfezszejf,INEUOROYBPYQ,34.0,1-286-135-0732,1.0,QTDOWUEJ,610.0,FL,Wichita,m,United States of America,437002.0,M,Bucyrus International
peq12478,5.0,3.0,O,369200.0,peqvyjuihemri,Zqysibylwbrmsvq,16.0,1-966-480-5000,4.0,Appomk,492.0,SC,Elizabeth,F,United States of America,417551.0,U,Chiquita Brands International
gaa12479,7.0,2.0,O,1649206.0,gaalexugvoarvrlgkdiypfblgjzkkk,Kxvdwdmnnrqernwhbbojsclqwch,23.0,1-205-512-3286,,,664.0,TX,Yonkers,m,United States of America,75928.0,U,Dr Pepper Snapple Group
Ers12480,4.0,0.0,O,3901306.0,Ersfozldjtc,JZRXGSPBLP,6.0,1-966-642-0939,2.0,Xcjbnaahuvfn,588.0,UT,Santa Rosa,,United States of America,161520.0,U,SanDisk
rci12481,3.0,2.0,O,931513.0,rcitaxdpqaxsoybijxuh,oqgjwpemnolcllzabwqfufnvj,58.0,1-316-212-7377,5.0,osuqhf,419.0,TX,Yonkers,,United States of America,96642.0,S,Neiman Marcus
Cdt12482,1.0,0.0,U,1236486.0,Cdtzjxhgolboitdvzgupg,tyronprgdzerz,44.0,1-354-234-9076,2.0,Zqvqibyclkw,789.0,AZ,Portland,,United States of America,20571.0,D,Service Corp. International
MRU12483,3.0,2.0,O,3642785.0,MRUMFPAIPQWB,Vnuglk,86.0,1-770-002-1030,0.0,uuvtpg,662.0,WY,Bellevue,,United States of America,269449.0,W,VeraSun Energy
Uum12484,5.0,2.0,O,,Uumelnpcyriqtn,hcafzuyan,60.0,1-384-437-5360,,Jmwkssvbrgpu,634.0,DC,Fort Worth,f,United States of America,2632.0,S,Darden Restaurants
Btw12485,1.0,1.0,R,1742482.0,Btwcgfvhhogdjboe,Yguooyfxbmpofqnwuqcl,32.0,1-946-623-6684,1.0,ikoyktkeepa,568.0,LA,Brownsville,,United States of America,308506.0,M,Brinker International
pjm12486,2.0,3.0,R,2484247.0,pjmkicdgicoxqkimogj,Busqpochpnifkk,24.0,1-537-928-2858,2.0,Zkshvw,422.0,MT,Elizabeth,F,Canada,141012.0,M,World Fuel Services
Wpk12487,7.0,3.0,O,1667821.0,Wpkrhubruhew,hfetj,66.0,1-179-589-7338,1.0,Ljepar,704.0,VT,Durham,M,Canada,206064.0,U,Sealed Air
Ddk12488,5.0,3.0,O,912280.0,Ddkjdvtqirpgtuqpgamugduhtpdkj,Aiecpws,84.0,1-496-718-2293,3.0,Nuicpemsmn,416.0,SC,Fort Wayne,m,United States of America,269407.0,M,Commercial Metals
Luy12489,8.0,3.0,R,3202439.0,Luyiprgcujx,aejmnqqxvqniexhyxacaseewr,53.0,1-376-175-5949,3.0,zwkeg,395.0,WY,Ann Arbor,m,United States of America,142996.0,M,Boeing
Krc12490,3.0,4.0,R,1256308.0,Krcoauxqbayguhsfxok,ZZJVFBRWOUD,71.0,1-984-709-9305,0.0,zfjxs,730.0,New Brunswick,Lancaster,m,United States of America,187614.0,,Southwest Airlines
UQO12491,7.0,0.0,O,929428.0,UQONCDUEOLAPERPLW,lswqcysuaskozzajkvxdwcjst,48.0,1-167-779-7493,3.0,IEFLQD,428.0,MN,Indianapolis,M,United States of America,54669.0,U,Sally Beauty Holdings
OMX12492,8.0,2.0,O,2860591.0,OMXSKTXVKFHBOCIHCWMETQAXASEHJV,HBCDCBAUNDQYGDRP,71.0,1-536-441-0318,,Znittrismted,676.0,UT,Lansing,m,United States of America,293903.0,M,Herman Miller
ZVW12493,10.0,0.0,O,1121081.0,ZVWTQH,Onzwbcrhtvfmi,61.0,1-786-900-5172,4.0,Vgnlutrav,549.0,PA,Madison,,Canada,119959.0,S,Western Union
Ojd12494,,0.0,O,1983203.0,Ojdjjxvgtgyukvudz,Vntbhivevqftrodclsesktyenhs,37.0,1-915-312-9932,2.0,Uqsewo,486.0,NE,London,m,United States of America,443612.0,M,Liberty Media
Gvn12495,6.0,4.0,O,805316.0,Gvnuvsrytxlkgstqvlgehlvq,FCUJRBZZYUUGBTHRRPSXGMBXIVWVMJ,28.0,1-528-401-7907,0.0,tyxagewp,569.0,AK,Spokane,,Canada,405101.0,U,Kinetic Concepts
KHD12496,6.0,1.0,O,2277805.0,KHDVVBLIRQRWHSBNBGVKSPJXUOQAG,Xderkeikq,51.0,1-637-398-4100,0.0,GALRMBUVPQTQ,616.0,ME,Richmond,F,Canada,97526.0,S,WellCare Health Plans
fxn12497,8.0,1.0,U,1591558.0,fxnmqghqojm,IBNMEVHQMCJVTSHVVQDVTGSZFIWJ,21.0,1-364-905-2502,4.0,qxsfvkhsbkdt,667.0,KY,Waco,,United States of America,253381.0,W,US Airways Group
tps12498,9.0,4.0,O,1534910.0,tpsuguevggyexcq,TWWUWQ,20.0,1-084-466-8021,5.0,Qisjxoejj,624.0,TX,Washington,m,United States of America,473646.0,S,Xcel Energy
Qru12499,3.0,4.0,,750335.0,Qruvwrcnlibfsc,altrutnsnbitxyb,78.0,1-869-444-4321,1.0,Dugguz,327.0,LA,Carrollton,,United States of America,405616.0,S,OGE Energy
xzv12500,4.0,0.0,R,,xzvjfmqdrdchvnewtdhqsxayvxmdja,Grvwxjxpkhpt,11.0,1-462-864-8065,3.0,Lurmzquzgian,692.0,HI,Madison,,United States of America,117435.0,S,Terra Industries
CGX12501,7.0,,R,2995650.0,CGXCQ,Xhrkj,36.0,1-847-010-4297,,ORWRI,799.0,NM,Elizabeth,,United States of America,330036.0,S,Freddie Mac
Xmv12502,8.0,2.0,R,3211155.0,Xmvjhlaugddxuzlbfhitslmut,Ulfoojljexmdgfldvfsxuax,25.0,1-953-535-2061,5.0,nsnkfqzx,,Manitoba,Lexington,,United States of America,465971.0,M,
RAJ12503,2.0,4.0,O,1733226.0,RAJVDXDGF,Mjifsrejtjpvvjtp,6.0,1-873-670-0117,1.0,LWMNWD,566.0,Newfoundland,Irvine,F,United States of America,,U,Psychiatric Solutions
Pxp12504,9.0,1.0,O,1845664.0,Pxpmucavprvminqgt,YGTPLWRQBIP,81.0,1-229-066-6443,5.0,Bshboska,449.0,FL,Huntsville,F,,44127.0,S,AT&T
Eau12505,8.0,4.0,R,2019272.0,Eauhbdeqjbjekgxaieie,lxhpzbqukngsih,77.0,1-067-005-2129,5.0,Wggbkktrg,796.0,MS,Pembroke Pines,,,499967.0,M,Cytec Industries
fdn12506,10.0,4.0,O,2763821.0,fdnhmgppdzyvpithc,Bucrffnuktgqxrdupcjoeo,72.0,1-902-690-7751,5.0,Uzwlisneke,810.0,MA,Bridgeport,f,United States of America,267267.0,M,CSX
Tja12507,2.0,2.0,U,673099.0,Tjachuwejcytpkmuokempunypblrrj,ymhfilc,92.0,1-606-793-9726,3.0,OXBVNQWW,559.0,MD,Austin,F,United States of America,75246.0,S,Penn National Gaming
Gre12508,9.0,2.0,R,2859607.0,Grespwwotdmlutrvderbqapplhneof,Kjfwjdlelhyunfztixiwtgolmyemu,48.0,1-133-102-7371,4.0,twwbwndh,349.0,ME,Irvine,,United States of America,491781.0,S,
cni12509,7.0,1.0,O,699330.0,cniwrsugrq,Bpzaukbiedksnviggvpangrfti,93.0,1-105-353-9323,4.0,Htnysoxa,571.0,OK,Dallas,,United States of America,417524.0,,Arch Coal
ujj12510,1.0,1.0,O,1520421.0,ujjaxiqkkzqsvzfvncmqbxrdj,Wiuhijb,37.0,1-247-295-5648,1.0,pqjdpmtsft,,OH,Amarillo,f,United States of America,213338.0,M,Ingles Markets
wau12511,8.0,2.0,R,3157974.0,waulljwpecgowwabiaxumcup,sghjvwddtldwnyvwhhmps,80.0,1-733-142-4779,0.0,,313.0,OK,Mesquite,,United States of America,38473.0,M,Tellabs
