MarSt,AdLi2,NuC,LN,AddrL1,PoC,Ph,Gen,CrRat,Ag,Em,Sta,In,NumCreCa,NeWor,Ci,AgID,NuCh,Cou,MiIn,FiN,OOReF
U,AOZBSHAQFIOCXDTIHAXAJSUSKDIMUJGWUBIHCHXD,0.0,phtpndcfruspdeqbkjeq,Xaqyqnahzazwhvcesryajszqogjhnebyzvqqdbntjofw,XMRHHRWJU,1-735-763-1763,F,394.0,52.0,Gilead Sciences,AZ,432222.0,5.0,2260125.0,Tacoma,pht11287,3.0,United States of America,,tksaiuic,O
D,Mdpzhxpighcf,3.0,qdnkmehvfd,Ektddxyzfxqwpshoasuslimotzuhrfincmcysft,Ccqvpjuzhyq,,f,621.0,43.0,Total System Services,AR,338703.0,3.0,2053731.0,Livonia,qdn11288,0.0,United States of America,y,CXAVSQPCBSCDNHPBDHKHLOZX,O
U,Ddoeqpmg,2.0,Wtdzckkixvbvwfqtgedauzpmh,nilcmbfumadzzkbnnnvoswybvnqvnkwxqradwdbstnuqkpphmfdfhojbdisviyhmigmmjzktvlbhntgl,MNKNXG,1-576-363-9628,,499.0,38.0,,MD,463729.0,,1498613.0,Huntsville,Wtd11289,0.0,Canada,b,Ypbdhvsujngoa,R
S,Ohfvbcoqydwomjnatwwtfkrkwamvjrysortvojbvnjdhilawltqcvwmxttjkfqobofu,4.0,odmrlwraeidwpdezlahxleuq,VEVBCJLBWBIQJKUWMWPVIKAGZMCPRUBBLMPDE,Ajjpqfqri,1-454-531-7915,,527.0,58.0,IAC/InterActiveCorp,MN,111581.0,0.0,430253.0,Washington,odm11290,4.0,Canada,D,Hilsmcxstflg,O
D,JUDOBVPSNOAKEWLSQGQAMTAIQLHMYALMNXSLCA,2.0,Dgxkhh,RMPHLNXZFEZAQABZRCNLSCMFTARA,Hmyssqqocluk,1-528-105-2490,F,499.0,55.0,Solutia,HI,332959.0,0.0,1773830.0,Mesquite,Dgx11291,2.0,United States of America,C,DZFYIIEDXUMHVITLK,O
M,MGTNTQXVGJPJBEJOLTWPFLUBTVB,0.0,Gubpdhzcbmwjwdblqb,BUYSHQLMVTKDEGPOZUTQZRBKKRJIXWPIRFWZCSXVPAFBGSEKFNBQLHDOANMBDYRSTBWGZ,cpsculq,1-911-102-5042,,432.0,57.0,Perini,NH,309080.0,6.0,1360749.0,Garden Grove,Gub11292,4.0,Canada,c,IAAZTFTOBTHJZUGDEUYUKP,O
M,pnkxpeogurzcxroiqqmojnhigazheyasxepsevidcxssimcrtobwffrqccf,5.0,Qnteisifyjpcavmzbsadliijamcdjo,KRDFEIEKMSUVMAW,FYPLAXHEZDX,1-136-898-1770,F,483.0,82.0,Tellabs,WI,339551.0,9.0,1553539.0,Fairbanks,Qnt11293,4.0,Canada,s,Wclwwnguqpaooyirowslyt,O
M,hgklidtapuacpuwbduouqtzpnauwxxukrvniiw,4.0,ugrjfmajdtjlhjdwplcizm,Jfodxqwfeajnrmayjitxjzwwftgzjhuasdjpipeqndeyasulhwimzhdscfrdtwuwgangxy,BABEA,1-242-993-0089,M,549.0,55.0,HSN,DC,31897.0,5.0,3057035.0,Chicago,ugr11294,2.0,United States of America,m,HHJXJPSVFEHNFE,R
S,ptelfvoxegdkoeotqqxbvjcmpewmbdsxxomdsmzqknratgevqygvqkvnnjfwzrxmsokjemimdylqa,0.0,UWFRXFZOQTEVGAGKUOHLNCGMB,TJWNXFOZIIBKPXMYERRIZIRWTONJEHCVVSUPJJZQPISDKRPSPCQSVIEPFUITIZWEGLROUC,pkyvevfodyp,1-272-722-4129,F,471.0,56.0,,VT,424187.0,10.0,1111687.0,Tallahassee,UWF11295,,United States of America,G,Kiontwvwwegnss,R
D,ujmccivdtqwayojuojiuhulzxogrpevmdtlloufkvztxfqxogkrjkjoxkanzslyaxtojjb,0.0,amxabxbnftqdujluxzjrgldufpc,FPOQLLLWQYSLBRQFHROSFWFVSRYFVKYGULSBAGPKGDFQYVERCCWOX,Lbkqwbfxnbys,1-427-147-8030,,412.0,21.0,Continental Airlines,TX,91406.0,7.0,2426909.0,Durham,amx11296,1.0,United States of America,x,pktmnncodrgqhqmbcccjhjema,O
U,WNEUXPLYKLHWPA,5.0,XODKXJQFFN,Hvnfmxfvjonyfdlrqhbnqhlxyysgumfmrmdxrrcbyhrxrunoiyxmmbgzomqhcfaxlmqqa,,1-140-819-3904,m,796.0,76.0,Franklin Resources,UT,439130.0,2.0,1645384.0,Fayetteville,XOD11297,5.0,United States of America,w,ldeamtkkqbegmowtzpbwojf,U
W,bqnlchuhqkhgaxpfcunxjpjajgsqshbdu,4.0,NFWZDRPEHBQMFXROMLPCGDM,Lfyivzheqttsmtcrculbhqgxruywblycmsfswqmisubsrjtyrgbfzwuqrd,Wnhoheeur,1-683-782-7104,M,,,Nicor,VT,203900.0,10.0,1125411.0,Huntington Beach,NFW11298,1.0,United States of America,,Sskamsdgtiruhlwlcegbeaop,O
M,jeaugvbor,4.0,Xmtyg,Gaklfgujbycnlrdibzwuknqxpavudckvubhtqcqcbecfkjffevjxsnuobhljleplqseozamcpkjjnpbg,Vfvnhfspb,1-286-009-0268,M,727.0,90.0,Vishay Intertechnology,Nova Scotia,218554.0,1.0,714834.0,Evansville,Xmt11299,5.0,Canada,V,Kvzbjigkuesnwbxefxzyioagbg,O
D,,0.0,imkoshxkiiojmnkmdppc,rslvouwjegwltcljkusuccaztgokxmluhkhmmmnknkrfnqbryvcxpaoxxtecvhimgewgyhmu,Cqdlifu,1-542-653-1409,,362.0,49.0,Dell,DC,442557.0,5.0,3453729.0,Lafayette,imk11300,,United States of America,,Odkknfvan,O
W,YOTYSNCMCGFELYSXXNBLMNXIEOPZDA,4.0,Wokqlitppqdjzb,YIEFVUDGVRBORFAJPJOWRIIOISTKRZ,LFDRQQVK,1-552-649-8530,f,599.0,49.0,Crane,FL,379993.0,2.0,10553.0,Oklahoma City,Wok11301,1.0,United States of America,,Hulkvwksfd,R
U,RADXAKZKEGMWGTHZXXRT,2.0,Jjnemmtoql,tfyyouvemoblqoojkcabeavdke,Iualfhtd,1-865-233-1724,,692.0,81.0,Pioneer Natural Resources,DC,342777.0,1.0,802449.0,Elizabeth,Jjn11302,1.0,United States of America,,Ypsymcqvnjdyncphipwxchkmq,O
U,jidruzdpwqla,5.0,dngsolxxsptmicxoxvxkv,Hddxpzhpcbgemorxgjgquxeglgiaqcvubcfxkqascloprw,Nefuodqru,1-403-441-7156,f,664.0,30.0,KeyCorp,KY,220954.0,3.0,646641.0,Allentown,dng11303,,United States of America,U,Hvupcstc,O
D,Cebpcqsodclhxcyhzjbkethibgtxxxcoivzyhvjazeipecsogopqiohdhrjkyazqchhjcitvwpgzu,3.0,ckimogtgtrwyhnkikmxjsekhav,BFFHMNGHGBEGGOTVNHBPTWLKJKZWRNHRMXOXPAWEKVOASPBNPRRU,qyvhbv,1-950-137-1075,m,,32.0,H&R Block,SD,30937.0,5.0,939590.0,Honolulu,cki11304,2.0,United States of America,L,ALDTRLDHJCUOBMQAMWRRC,O
M,srdfj,2.0,Fvqbdcfzywivkkwvhrow,sbwarqesbmvzoelwkjsaubpcpftiqaghglbxjiflsxjggnzeawftvkhdkxm,PXYJWAXGL,1-834-306-6774,F,839.0,20.0,Erie Insurance Group,AL,268707.0,9.0,99396.0,San Buenaventura,Fvq11305,3.0,United States of America,,YTFKODGTKIFQDXA,U
M,yqsuecnawvzsocebiyxf,1.0,HDSTZMSNGKME,Vtqflceyamocrlswzchvyamvsrnvhrkxfuycwchdeilahucsrrpxiclyieuagxrmfu,Txnerydoc,1-908-495-5891,F,620.0,53.0,WellPoint,MA,58493.0,10.0,348186.0,Huntington Beach,HDS11306,4.0,United States of America,,Wrpirulg,O
M,YCZDQNFOATRSZROADMPOHVYTFOUMREUKLWTGCRAAOVRBLK,,hztdxdiwcihnbg,uremrvplorroikuvtacftzvwbqvmacqcqcrcdawluavrbqvft,Hmuqodrmoxpe,1-234-377-6818,,565.0,,Intel,Prince Edward Island,357450.0,8.0,525745.0,Waterbury,hzt11307,0.0,United States of America,c,Jdadnqpxkgnonwrptodhbkacs,U
S,Wqgdzmntkxykehwjeoajkjfnooviomzlthgrspomgbvbjxbwvuofjfopckvflfrszyydozsmktc,4.0,skvxgukgdnbewwpjeik,QSNAQMMTUNIASVLOVGNXTNINTFERYTDCOXCUXAVQILR,Xaaraaldoa,1-058-467-6102,f,380.0,69.0,,Newfoundland,402241.0,1.0,1210390.0,Phoenix,skv11308,1.0,Canada,x,Xzbqpuefcmm,O
D,KMFFNSTELVUQXWYVRLSTNQCKMNLRCJZESMOJFYZORRDVBBAPPTOAYBXFVRVMFVUHA,1.0,Kiiruzqedkmvzjecaivxfkfhwuxkjm,Spigxoreec,Liaaodwnpx,1-169-885-9319,M,772.0,80.0,Dean Foods,MO,122042.0,8.0,3032307.0,Baton Rouge,Kii11309,4.0,United States of America,,Hvrnnrltpbhmkxtjbk,O
W,VKRIQMFXTSXFTDCFP,3.0,YGEIBKRBHUJJ,ARBWRWIZCFKSPWTRNDNAKUYVWTEHXILITTUPSTLAONZNDHJZXPJJTCFMDAPHJBNDHIMC,mxeslhzceq,,,593.0,63.0,Fidelity National Financial,OH,405951.0,4.0,115832.0,Halifax,YGE11310,1.0,United States of America,R,ZMRLSWPPLHILQBWMKJFTQKQOR,U
W,Usptcelnkzlglxclgcibnmhcbhzbnvqgshbpgnjfh,4.0,axugjjhsxfmf,JIQIVYSPYBPEMVBQRNIXDXZGIXZZNEWBWRDQDPJLGUHMERICBLQLWCEQEXFXNKDMMAJLBBGENS,Eslsox,1-605-826-2886,,676.0,12.0,Cypress Semiconductor,Ontario,183120.0,7.0,3971250.0,Detroit,axu11311,4.0,United States of America,,Kuntxeehcpoxvyaeuzdwkoe,R
U,vxhsmljsgwqrcxcbmwmqemjembtwbbgcpvfnnxxjcamlehikksabcnpbobgqqxlwzdzcmwdkaqfuak,2.0,Weyyqknslpfohtivrelcluekoy,Gkwfiwhguwlgunvjhciqqrryubkykntfgofcnldtgslhwkltfjzjhwgtlpixlqy,Xrziv,1-204-549-3635,f,760.0,85.0,Roper Industries,AK,240316.0,7.0,3091623.0,Riverside,Wey11312,5.0,United States of America,,Itdddgm,R
S,Gjpia,1.0,Gazehyqanxinfumgy,,guzcp,1-505-006-5713,,471.0,,Cintas,FL,426953.0,9.0,,Atlanta,Gaz11313,0.0,United States of America,,VVDFPIPNNNBUHRZEUY,R
M,bedrbartftalgcemxadyxwvbec,3.0,Skdsshqjvlvvkkxexwxbhxfgfi,gffhlieaeyzvophhkfnapeehjmtuviyqzosljfvvqwqjutfymukkgflkmcwg,Ffxruvkmy,1-696-497-1606,M,451.0,59.0,Philip Morris International,MS,466235.0,5.0,2082774.0,Wichita,Skd11314,5.0,United States of America,,hkuueterethmmqokjajtmgvy,R
M,Jfgesxvypjstqrzwfxoojdypsulffrstusqvdsjgkanggtvdpfybwzthmvxvqhvbixitc,4.0,Onigtclrzeousrn,kvhxttnffntphqqaraxdnpsdvtsdgqrsgupllhxwxh,Ekiodn,1-546-217-3273,,738.0,65.0,Marshall & Ilsley Corp.,Quebec,242391.0,,107328.0,Fontana,Oni11315,4.0,United States of America,I,qftulqm,O
D,,5.0,Kctowgbdefwpimmoky,vmfox,Bfaamq,1-281-562-2121,F,521.0,32.0,Annaly Capital Management,GA,112003.0,3.0,2499732.0,Huntsville,Kct11316,4.0,,,Gslmorpoilcbphxorvvcbwar,O
S,Jbiouwnuweuheumnx,0.0,QFRKWQYQJRYXRCKHBGE,Gogzdqnjzenekrtdreqftfmbkoklwyhjwlmhphgkdhtleunnuaglignf,NJGUFKQVRGPD,1-512-566-5119,f,434.0,81.0,Ferrellgas Partners,IA,1551.0,0.0,2276604.0,Corpus Christi,QFR11317,0.0,United States of America,,Rznfyzxdgohnurjejrdvihqacsj,O
S,Voupdfzxylpzrwjdazshmwkcajzbwi,1.0,oaituhgjnhe,RLNVXEUZFVPFKSEXRBUYHDPLKMZTQKBOWWPMKUOZBLQARZVMVM,uesydap,1-439-119-1797,,383.0,60.0,Acuity Brands,KY,135827.0,7.0,2862245.0,Omaha,oai11318,3.0,United States of America,D,Vuuwghmkmpbaiqixzdbe,U
D,GKKQROMFVXBUPFCFELKNTBLRTLZJDIAREHRTQRENLQOQTMCDOKPW,0.0,Vnsdksw,,Tqyldqmv,1-943-305-9972,,354.0,99.0,Catalyst Health Solutions,NY,285.0,10.0,516195.0,Pueblo,Vns11319,0.0,United States of America,,Iaidklimv,O
M,gbvpwrqrapaaywfyhlvhaabbcjmeztmhtiandoinupix,4.0,Heoydmlwaqrmrnqdhriphauimscg,Eyyshdkhasqgrqqxetdkziodnhndckctwgjcamngb,Ciuhbsvgu,1-075-145-9510,,424.0,77.0,SunTrust Banks,AR,201057.0,10.0,3978898.0,Miami,Heo11320,2.0,United States of America,T,Rtbvxjqmbdtbojlbuzlahgbpn,O
U,Xuumslrdzpphbctbxyrbkfmidqkmwkvdygvogjhkdhnjjrfpisyfxqsjtcdba,4.0,Tdqoekpdkqarvpcibkgshr,Hkywahkgeeplwkkvfjbljvaniphxoqqpfidsbxwhdueoc,ZJJJKFB,1-740-351-5671,,,62.0,Continental Airlines,AR,,2.0,958632.0,Wichita,Tdq11321,0.0,United States of America,,tqszglnugvqesdafnohhrklzhrnwq,U
D,Ycaiuydyvfaiewbkauyiwbcbnoutlebtahcfvalxillkeox,0.0,xpmnhcqnnzi,Sqnelalrkcwwt,Ysfqg,1-519-250-4548,f,657.0,79.0,Winn-Dixie Stores,PA,170325.0,,333743.0,Biloxi,xpm11322,3.0,United States of America,n,Srqofjzwfpbfw,U
M,iebapbuobbrdxafxkpjfxebivqdjsqmzeoshfhyxbuojlortgixrt,1.0,Eukwkolfbabafghmutvwnifkswu,KQASMGEYCIBVDGGOUOXMZNSPJYWXNKCIEBJNRQSJ,XYUMRXG,1-092-105-1713,m,308.0,11.0,E*Trade Financial,Manitoba,172884.0,2.0,1388016.0,Chattanooga,Euk11323,1.0,United States of America,,RTYAAFBAMXVCUXIYMILOOLUDU,
U,uperahgtnrqjsoo,3.0,Pxkmedxunkqszaensalycgxwu,Llxyflaclwywwcbtgudccgmoadyrelerpsy,MUKPTLCHQGS,1-456-330-7198,M,741.0,70.0,Regis,CT,398685.0,7.0,2445180.0,Kitchener,Pxk11324,0.0,United States of America,,hrlclv,O
U,ztjnvbmauyiwawpiswoonqwxlmpwwyqifwdxsihhp,5.0,tpkgcpsbggdxkrsitsnhsetfqi,qvajsozllulhpizmybrosjztnoagbpfdkezlvkbuesdgwotvhxxetojjegdzhnbjtae,CHBTX,1-326-894-4273,M,667.0,8.0,Century Aluminum,Nova Scotia,332418.0,4.0,514703.0,Charlottetown,tpk11325,0.0,United States of America,R,Xxkaoywhutontdgarcwezxnb,R
S,Qpxukelfgbrtsmssytvrcedlrhjowbufvjwfszjy,4.0,ssptkllpywowqqzla,Vrnbtwmyuzhklypljtjg,Jbsqxkrljji,1-810-725-5663,F,554.0,,National Life Group,Manitoba,81903.0,0.0,877908.0,Brownsville,ssp11326,1.0,United States of America,e,Xhyrbszap,U
S,Pllkfxdokpbhmkrwtkzbaywkupohaqjqkahlh,2.0,Whjtjmixisefdbntbbjuant,wmmkyiunwiljjvcpust,Jlewvc,1-293-436-8099,m,363.0,17.0,Applied Industrial Tech,LA,290471.0,8.0,2929968.0,Carrollton,Whj11327,0.0,United States of America,R,Mtkgsfnskxjqlst,O
M,Hrmttebznjvqmmtguqnlclrtarihwshmlvtzewtodwnaszcxwpptiqzjjo,,qpmuhafryiwihkznillufamkrx,BTKWSHUXRSNGGTTSANSXQIWEPHIIRFJ,Evwbau,1-599-272-3292,,716.0,2.0,FM Global,NM,275201.0,5.0,318288.0,Las Vegas,qpm11328,4.0,United States of America,L,qwujujpmsmogelgibzfuocmjzn,U
S,PNDAQEPZLOHHVIXWIVESYMCFSCZFQZHCBTTBKTRFVHHCI,1.0,Fhxczypmuypvvabkzlhh,yubztkkrqdqluveqeioqnhwvvxtrnoeyhxjvq,Qxthljvqdc,1-785-951-6872,,734.0,89.0,Yahoo,TN,460979.0,1.0,2898082.0,Stamford,Fhx11329,5.0,United States of America,,vkzecfijwkvjqcynvmfdg,
S,Ezlspuectkufgfdnwhcsmlqfexjuorweizhvqkh,0.0,AGFVTI,Nlhrdhcxhnytvxjohidseyijkokohprdaatmklklbbuzopatj,Gjzrfn,1-940-078-3143,m,728.0,16.0,,VT,254093.0,10.0,157768.0,Wilmington,AGF11330,3.0,United States of America,P,Kjniivslcsruyqpiy,U
U,Ntaokfasyxgfirixcaeuaissigpeprcvnscfgaeeqwnyhztqnqrrzoqesviyapyxzrruhs,3.0,srggbudtniw,PXTOYXPYWWIJPXBFPUQ,Zcqgmloqmrc,1-968-826-5703,f,315.0,26.0,Constellation Brands,OH,61452.0,4.0,3828862.0,Sioux Falls,srg11331,3.0,United States of America,,Vtxjlxocdhceqobyktm,U
S,iifjuoyscsaplwcnkihqqiogblxxrkujodiyezemjc,5.0,sgotppn,Zdojdzupfwogdfgwrnioofaobtzfurknleobpuvoyalyyozhjkszrwoqx,Iawfkunuz,,M,766.0,68.0,Fortune Brands,WA,237493.0,0.0,996857.0,Dawson City,sgo11332,3.0,Canada,,Dwduqkfrwtiojmpbediolyakwpnj,U
M,Inkweepidorborqllwshrgvesuxaeoycvhmddmlvrbgvebxd,1.0,Wcrvpiyinvomwqceujhp,tokgxixdzzccxvunbevdlkmiyqwvjbshxajjfblfaccjhwpdgalutsaglepuyhpobrfp,kixtisovfy,1-051-429-9580,m,497.0,60.0,MGIC Investment,OR,204131.0,5.0,2041319.0,Overland Park,Wcr11333,2.0,,U,pmbdgp,O
M,Vcfuvnevlsvnltjcorddkphkbsalrawcwirvcbmkcbcxwqgwxmsprakroimwktwgzaxvduztbgac,1.0,uuowuryqshtetvq,dlprheqoiqkfoygtnkrxwalu,EWFDGKLFT,1-954-259-4384,f,476.0,27.0,Wells Fargo,WI,91930.0,7.0,3315704.0,El Paso,uuo11334,2.0,United States of America,k,Nvxqcxwyzaspnd,O
U,ebrveeccosielngpthjaallxfpwxosmlmzwzoryaludtynibmlwftk,3.0,Ovjvtbzqoibaxenhdsuiupe,,Ivgqipg,1-164-233-6272,f,389.0,28.0,Eastman Kodak,NJ,366485.0,1.0,1098594.0,Casper,Ovj11335,1.0,Canada,V,gckpglcjkrjuhxgen,O
U,wopzqogmoposx,3.0,Vqriqvclddgjkwflirfujdffgqhl,Lrzocdfceoucleezhgzjnxtmctmrpavjtlcrvbujocekfrtiesdsnkfdsqljlbkhbt,Ewadkpfb,1-200-170-0447,,710.0,81.0,Corning,Ontario,310453.0,8.0,3972846.0,Baltimore,Vqr11336,5.0,United States of America,,Nyfxssrpcexru,R
M,Dbqctrfihsgwzmiiwiqiikwjucnfxxkmdlwyrojfkeyjrakqgjhjhncpaqekiktntwmhncqehy,1.0,Vpeiouytyodkeochmcuqaalim,zekuhicombeezxhrvljairtpepxlgllmhdgouoprvyanwvfdbfrlzkj,Dxmmjmzplix,1-938-750-8141,f,797.0,19.0,Quiksilver,SC,134003.0,3.0,2058471.0,Fort Wayne,Vpe11337,3.0,United States of America,D,juolfseaos,U
D,gavpikjnvivmhpxsajyngyunutyarnpvxawszcocfqcketdbqlxmmpxueddkxraaacvfjzevjdfksya,2.0,mybskgajthmotnw,YDUNDOREDIONANEPERPLPQOORNDNELOTIWAGDSXZGDFJIGMIMVMPGMNFTGQODVMKVBQUMCAAC,Tkuibcbg,1-620-650-4218,,320.0,56.0,Fidelity National Financial,KY,57532.0,1.0,2519877.0,Regina,myb11338,0.0,United States of America,,Bjuecgepc,R
M,Skcdiylxptdhchhvgboaflwrgasbkdlpodrgsoqxhxrxcumwmmqeuabxbjbyd,2.0,yfngcyudncijpi,,Mvrfb,1-338-554-3849,F,412.0,75.0,Textron,WV,,7.0,1088521.0,Sacramento,yfn11339,0.0,United States of America,V,INVDGAFPFKHLVLLQGGXXHSNWTI,O
M,EVGRPOWOVVLJYONELLWOBITWSNREBLSBJ,2.0,BUXBJEGKC,XSYWIAQBFPIKZKJZKIV,Nxcvwfqxfzqi,1-363-433-6679,m,534.0,29.0,Autodesk,HI,293450.0,7.0,911894.0,Lancaster,BUX11340,1.0,United States of America,c,Knemedtgwmi,R
M,xldnwijerzdtlosfnacdtqkeyoogokfvfbadkjkawmcmdbph,2.0,zrudjdztuhqrlmahlbf,Qgssxwxbpiguizygksgwuexkpqliqinwhfowvrkkgojuecjraellyiewtmbguvvbgrmni,VMUHYD,1-796-745-2581,,378.0,1.0,,CT,128451.0,9.0,194236.0,Iqaluit,zru11341,1.0,Canada,I,Xbmeomnrzczstu,O
S,xscxmpeotwowpcguzubumuoomijkerstnvtppnayqjoaudwrjpjhvlvwyb,1.0,Gvqgbewvbanb,,LTOBGSRQR,1-074-800-6938,M,741.0,93.0,Agilent Technologies,Ontario,,8.0,2968079.0,Rancho Cucamonga,Gvq11342,,United States of America,,seoujpdlzolwburhswff,R
U,Exuizvwvwvtkati,4.0,XUTGWCNUASVLCNIGWNMD,Pnkdgcorbkfvtjvsinthejmjyihvfcpisnzuwryvcysnxqwxapicw,Dnkkfm,1-663-301-6637,,647.0,22.0,Equifax,KY,63716.0,5.0,720392.0,Yonkers,XUT11343,3.0,United States of America,,Fyypahimuxrk,O
W,Kficduilloosjrajqzjzgzmpjhmynvoqaiihrprxzzlsjkonlnjdlxbsikgvkaqtykgdpiko,5.0,Ixlyjlvzngixgxsrk,CUGTNXCLQAUQQYTQZWLNRGGRTLUGNHDUYJUKUTKEKHLRBHBMBOSBO,Usqggr,1-556-759-3445,m,588.0,56.0,Integrys Energy Group,TN,340637.0,0.0,3509418.0,Garland,Ixl11344,5.0,United States of America,,Abgngcbe,O
M,ACJKBWGLJSGXVYQLGCNFIZGOHAD,0.0,udlmzbmqcmvnnk,,LNBIPTAZP,1-526-355-5567,,458.0,91.0,Old Republic International,AL,145084.0,9.0,2294268.0,Casper,udl11345,0.0,United States of America,Q,KIZCL,R
M,,4.0,ubpzwrtoqenpiajdfoe,pytgdnnhqambnkje,Fsixfbbi,1-020-468-8692,,,48.0,BearingPoint,Ontario,25516.0,4.0,2224545.0,Flint,ubp11346,5.0,United States of America,,SWGURCIXOUHPMEEHXVEERP,O
U,JDFPTYSDWUNRFOVGHOIQSTTAJYNAHFMJJVNLTBOCOIFNYYBV,4.0,LRDUGQVXKUSQFPCFHTDEBN,Ogwgxbupzrwwdiixwuegfhhuimyqgljsgtmokwhhflkjbpyhhmrpcy,Pjaqhnolcr,,f,755.0,56.0,,MT,294190.0,9.0,3360485.0,St. Johns,LRD11347,4.0,United States of America,Q,Skioshmkflyxngmojdbcouphnc,O
M,Lzitgvguluqghafgrxxuciexerhkmccnfstiahcony,0.0,WGDTKLDHNPJIUSWJFQU,Yyglhhbgydnkhw,Jqcwyyzer,1-034-081-5692,,558.0,31.0,SunGard Data Systems,WA,211134.0,1.0,919383.0,Riverside,WGD11348,2.0,United States of America,z,lamkmb,U
D,Zeeplucxbuncgbylojyefptqizioddukdvojecbwaeopvmmkfswlcayxndvbydmnryremlljkmr,3.0,Kvbcvuhagoqxaxtmwuuwnfd,YAKJUEWTRHDKOPLQEKIDSBRDOMFZIEBBOTNHRJCMSSGOVF,Wfksbamvpyoe,1-145-359-1884,,330.0,30.0,Belden,LA,218254.0,8.0,1263658.0,Fayetteville,Kvb11349,2.0,United States of America,,FRRJMDJVGHQSPTLGETNC,O
M,Grwmqimaxyssxsgbaswfjvehpwcwiwpjsaqzkfhxzgfheqopw,4.0,Brsrewyhhbczs,,FAHWCFGKY,1-004-817-5247,,527.0,59.0,Molson Coors Brewing,NY,69963.0,3.0,1323498.0,Peoria,Brs11350,0.0,United States of America,E,Owqwcri,O
S,Txgofdhomlrmfgsvcxqhqjeydeetqaopmujulswyeqtspqxoidatagjptcrsz,5.0,Xozebylgejk,,WJVUIB,1-842-204-2409,M,650.0,54.0,Mosaic,LA,341256.0,3.0,3708348.0,Dayton,Xoz11351,2.0,United States of America,,Sldwrajkuikcbsrnmlpralailmjq,O
W,EWVTIOVJIDLYFJCSPKML,0.0,phiyqrwoduecoizfa,eyzcqwielprdzexbeebdnhtupzccodsaxcandhrotpeadnxkuyeqqftxltp,Mzmruudaogvg,1-167-807-1150,,528.0,90.0,Big Lots,SD,418570.0,2.0,507610.0,Pittsburgh,phi11352,2.0,United States of America,,Yavrog,R
M,FBBRJCRQYFMWPFXH,,Awzfxduyvjofscookxrruihiu,SGGVDEGHDROTFAPBLGEMDXYIRISCHXXKIIRXTUPABGLKXJPKH,KAKVAJZ,1-750-227-6230,,716.0,98.0,BorgWarner,Newfoundland,161148.0,4.0,3537248.0,Fullerton,Awz11353,0.0,United States of America,Y,kodrozfvfwgxjzplrnjnhqvpuo,O
M,Czccalb,0.0,Xppigumkbbvynbiqiicymdjsgaij,NQMMZXJXAEIXVAWKFKEDOYSYFYFTYPRODMTKDASSTGIBBSNVOJUZUJIS,Dlpike,1-735-554-6533,f,361.0,76.0,Allstate,Prince Edward Island,41929.0,3.0,48775.0,Yellow Knife,Xpp11354,1.0,Canada,,Visvlhxugtabldq,O
M,Wbboswne,0.0,MTFJVOIFKCPZTNDSLW,criuidhgenshfpucpuoikl,ZSMYQAXM,1-891-502-3976,,445.0,21.0,,ID,92146.0,9.0,1251429.0,Ontario,MTF11355,5.0,United States of America,a,UCTPOIE,O
S,Afusqlnclxcapninrezmloakbwejvzmhihqznjippduhxnfmwdskzunjvszmfkzcwwejnv,4.0,NJMUMPMREHNQO,Dkclvuvxqfhvomthmlujm,KQRRF,1-010-809-4455,,608.0,55.0,Spherion,KS,395610.0,7.0,3163046.0,Whitehorse,NJM11356,4.0,United States of America,c,Qqbpjixdjasmfesrhsrqneobjdwoe,O
M,Whchxbzqfruubvvnmlievnbdiuahujqckztobyzhjwhcdidmclvjqptnathkwnaovf,4.0,Qbgsemfugsspoknvjbtzdjinm,Lnwyuollvurieoisudqwtlvdroufjuhndrldjhulogobubujmnbdmswsfklchmycgodopa,ZCMAFWFKRIH,,,639.0,18.0,Lithia Motors,IL,229710.0,1.0,3411899.0,Columbia,Qbg11357,1.0,United States of America,,RVLBAOBCSAAOMFUHVMKJBOOPCR,
W,hiawtqjzytsaiuuuclarfadesftzeztmvsmtbswpw,4.0,lwolevhhdosuetc,Lxxlg,MSBWZD,1-947-499-3978,f,434.0,15.0,R.R. Donnelley & Sons,NE,224764.0,10.0,,Little Rock,lwo11358,3.0,United States of America,,SFAWKGDUVVSUAMIDA,R
U,,3.0,Iaygbnkiljxuxjoaumxottonaevmbd,Ygzcpvhrnqezahjhvlcqanrfahowdrayuuygadbpyvlplavgmoakhlldvvmvffhfbgjj,Vaxzwddazpg,1-712-731-2891,M,399.0,52.0,Invacare,NH,385358.0,4.0,3590905.0,Mobile,Iay11359,0.0,,,AYKWUCRS,O
U,capndcllqrmwfackbzhgviylsoisqmxnjqazvfzdufddmzucvvuhgl,2.0,Npjsajgdrifipjgaehpqxhlrkb,BKSAJZOOSUTGKTPRCHRHWTDGKUEHRLPK,pfrqbsssd,1-079-196-9379,F,353.0,51.0,Lender Processing Services,SD,92592.0,9.0,,Fayetteville,Npj11360,4.0,United States of America,X,uopntokwsqapniqmop,O
M,,1.0,SZEOIIHPYIESIYXLTWF,,ESJKKL,1-494-210-1271,,761.0,30.0,MetroPCS Communications,WA,72707.0,1.0,3450535.0,Fairbanks,SZE11361,1.0,United States of America,,Imlprfprzatoxljjecahxocwsgl,O
