gncd,crdtrtng,g,nmbrchldrn,mddlntl,frstnm,phn,ncm,nmbrcrs,mrtlstts,wnrrntflg,mplr,nmbrcrdtcrds,ntwrth
Vpl12883,625.0,94.0,3.0,,Njerotzfmnrhyrxc,1-072-952-5343,447519.0,3.0,M,O,National Oilwell Varco,10.0,3321462.0
Dde12884,779.0,51.0,,,Ezhvfmcostdoskmcfwzvngviw,1-626-508-4169,293193.0,0.0,M,O,Mueller Water Products,9.0,469923.0
umu12885,665.0,34.0,4.0,,bgxdaunmqahulemdpn,1-611-673-6313,115369.0,1.0,M,O,,3.0,643645.0
Nri12886,336.0,,4.0,C,CVGGUFBNBXIBANKTOVSLWENFH,1-556-036-4115,118204.0,1.0,M,U,CB Richard Ellis Group,3.0,1732064.0
wyr12887,752.0,48.0,3.0,N,Fmkewmfwgmzxpfbruopjjv,1-658-767-1651,226602.0,,M,O,Perini,8.0,3821563.0
Jnn12888,398.0,80.0,1.0,m,Lkduocwdloovawlmkinlusqnjgd,1-855-813-3044,8504.0,0.0,D,O,Exelon,10.0,3582599.0
MHO12889,348.0,54.0,5.0,,Etpfktatjncubilu,1-263-092-1638,405451.0,0.0,M,O,Synnex,2.0,315952.0
Eoq12890,807.0,3.0,5.0,A,kdludwavofvadiwd,1-398-373-2979,151916.0,4.0,U,R,RSC Holdings,2.0,645990.0
yeg12891,747.0,90.0,4.0,B,Iyoayxkmrgasmeafsjjueszvhfhe,1-780-537-4998,274141.0,1.0,W,O,Aetna,6.0,447381.0
VSE12892,687.0,16.0,3.0,,Jbfxlw,1-592-076-8557,195000.0,4.0,M,,Great Atlantic & Pacific Tea,1.0,332117.0
FKT12893,488.0,80.0,0.0,,yuetctvorzhdmlryjoqsnbcyxtm,1-795-459-6351,198834.0,4.0,M,O,Polo Ralph Lauren,,3354117.0
QPH12894,637.0,99.0,3.0,,Kgvcdezouspaw,1-293-510-3699,6892.0,4.0,S,O,CB Richard Ellis Group,8.0,2535433.0
FCG12895,524.0,70.0,4.0,,kujwvoihvk,1-744-858-3698,222855.0,4.0,,O,C.H. Robinson Worldwide,5.0,1742270.0
TVH12896,458.0,64.0,1.0,C,LPTHUIMXAXEWTINXEAUCOQIIRMQUMM,1-991-250-5450,235994.0,1.0,D,O,Vought Aircraft Industries,0.0,1039205.0
kyb12897,564.0,74.0,5.0,Y,ehaejsotfijb,1-152-266-2314,452722.0,5.0,W,U,AmeriCredit,1.0,35714.0
LTH12898,440.0,2.0,0.0,,Rrxwztwoecqermniyhxqfegcg,1-753-439-6461,136002.0,4.0,M,O,Imation,,340541.0
Wlg12899,843.0,3.0,4.0,z,Rquvghckjxljqr,1-442-259-5864,315530.0,5.0,M,O,Terex,3.0,3023059.0
Gys12900,659.0,100.0,4.0,S,aldrbegejoqdknmraxexkniflfe,,4680.0,5.0,W,O,FMC Technologies,6.0,2681256.0
PKT12901,394.0,16.0,2.0,P,Eqapig,1-927-581-1681,415842.0,2.0,S,,HealthSouth,,1065668.0
Pre12902,527.0,29.0,3.0,D,Rmwehtoqeoxomhqbkcwvtjb,1-623-950-8259,15019.0,1.0,U,O,Huntsman,4.0,2758111.0
alr12903,688.0,86.0,5.0,L,FKZFU,1-892-745-5356,416269.0,2.0,U,O,Apple,4.0,780736.0
Mlh12904,741.0,12.0,0.0,I,LFMUNLUEBFUYTOECUDHBOPDDPA,1-210-751-0013,447105.0,,S,O,Dell,6.0,1591768.0
Gwl12905,717.0,95.0,5.0,,Nurcnm,1-237-109-9845,452985.0,1.0,S,O,,6.0,2834693.0
OEG12906,716.0,34.0,,,SLMYQAFPWNCUS,1-935-101-8600,281076.0,0.0,W,O,Burger King Holdings,10.0,1685067.0
jnq12907,389.0,87.0,1.0,,Ejewfsrgpeplpubds,1-682-792-9076,426651.0,2.0,M,O,Dow Chemical,10.0,2001278.0
Xyl12908,375.0,61.0,2.0,,lbtqftybiosccnmgjettt,1-948-440-4183,294444.0,3.0,D,O,Corn Products International,5.0,158030.0
Whu12909,643.0,69.0,4.0,K,zcfdpnfwcdsyuoubt,,312238.0,2.0,D,O,Ryder System,1.0,645587.0
Osi12910,709.0,29.0,4.0,,Beydyzj,,395614.0,2.0,,O,Cracker Barrel Old Country,1.0,3303846.0
ved12911,417.0,19.0,0.0,,YGWFDQMHGQLXGTFDPTTXJYHN,1-152-970-2092,348183.0,2.0,M,,Sempra Energy,8.0,3992394.0
Sxt12912,738.0,79.0,2.0,,Yzuwmcwrsffsmz,,151500.0,5.0,,O,KBR,4.0,1883321.0
KXL12913,532.0,68.0,2.0,W,Bhndciec,1-525-095-5115,393951.0,0.0,U,U,Mutual Life Insurance,1.0,1979953.0
ITR12914,378.0,63.0,0.0,P,Yeiqhfqjdnrawlxry,1-017-683-7926,172809.0,4.0,W,O,Cypress Semiconductor,6.0,2106811.0
ved12915,521.0,81.0,5.0,,Mbhbydrxvuwmuveozna,1-689-643-7002,271507.0,,,O,,0.0,1697289.0
Ezb12916,564.0,31.0,2.0,,Wwfmvrfvhimtcotpccfmvufpcjqmxn,1-744-405-1009,458048.0,,M,O,Dover,10.0,3731713.0
WZY12917,743.0,25.0,2.0,j,FSNHJEBHGYCVRDLTZPMT,1-611-653-9466,,3.0,W,O,Landstar System,7.0,2205560.0
Ahc12918,,6.0,2.0,W,HNSJN,1-603-532-5403,56589.0,3.0,M,O,Windstream,3.0,153833.0
Qgq12919,743.0,74.0,1.0,,Tkspqs,1-379-775-3921,189061.0,3.0,S,O,State Farm Insurance Cos.,,706701.0
bqu12920,387.0,67.0,1.0,i,Sprsxvrplrrycggihrmhxkoltz,1-721-747-4350,200698.0,4.0,S,O,Pepsi Bottling,6.0,2109461.0
Fxr12921,619.0,73.0,2.0,,Kswpjldigwjui,1-311-086-2501,404701.0,1.0,M,R,J.C. Penney,,2781759.0
Vec12922,589.0,4.0,3.0,S,Byevsffkdzaoiqypdncyvwlapmo,1-130-534-3598,493252.0,5.0,U,U,ABM Industries,4.0,3042666.0
CFZ12923,756.0,0.0,2.0,K,Lnhypgnsctpimdwmpftumdsxpco,1-118-210-6520,434009.0,2.0,U,R,Home Depot,4.0,
khd12924,343.0,12.0,2.0,,Gloxwrcxxlecgeahgnnrvqyxisj,1-894-284-8267,115238.0,2.0,U,O,PSS World Medical,1.0,1809955.0
Kkv12925,531.0,11.0,1.0,,yapqxvimt,,347651.0,4.0,M,U,Broadcom,9.0,2005513.0
DNU12926,835.0,71.0,2.0,,Ymtuvxcb,1-633-674-0165,421320.0,3.0,U,O,RPM International,10.0,3538838.0
ytl12927,573.0,69.0,5.0,I,Rbaoqsaiajx,1-842-758-9050,,3.0,U,O,General Cable,7.0,2169037.0
Zvk12928,527.0,62.0,,s,Qawxgjpxghf,1-100-578-8282,333010.0,2.0,U,U,Loews,9.0,1129588.0
TSN12929,655.0,77.0,2.0,o,faekutobasyf,1-248-506-3145,33298.0,3.0,S,O,Convergys,2.0,3519121.0
Ukh12930,371.0,94.0,0.0,,RHKWRAVXKFTYVGBZTKDKP,1-852-980-0359,22126.0,4.0,M,O,,10.0,3273956.0
Xmb12931,515.0,83.0,2.0,,cafcqjq,1-637-221-6597,243340.0,0.0,M,O,Public Storage,1.0,399680.0
UCH12932,607.0,19.0,2.0,,krhrpjjqofwvazrr,1-042-389-7044,409613.0,2.0,W,O,,2.0,
Eus12933,514.0,91.0,2.0,z,gddicrmqtlwapcfmegj,1-309-782-5670,98275.0,,M,O,Humana,8.0,1893686.0
Wsu12934,833.0,5.0,3.0,U,Poxoydmwgfamdruxrv,1-080-170-2761,61307.0,5.0,S,O,Williams-Sonoma,6.0,116763.0
wri12935,551.0,24.0,2.0,N,ezejdsxkmt,1-804-709-7578,211345.0,1.0,M,O,Packaging Corp. of America,2.0,2964349.0
Lsw12936,795.0,53.0,4.0,,Zrxnihoiaaqcrcwaokmjti,1-576-539-5336,93145.0,3.0,D,O,Lender Processing Services,4.0,2091367.0
dlo12937,461.0,48.0,3.0,U,IZDYIFQZDDEQ,1-290-922-8349,67362.0,3.0,M,U,Southwestern Energy,8.0,760120.0
GSW12938,420.0,70.0,,,rlfnr,1-786-235-4812,96382.0,3.0,W,O,Urban Outfitters,8.0,1569136.0
Bbm12939,429.0,45.0,5.0,,ogfgxpppyji,1-062-318-0007,82956.0,1.0,M,O,Hexion Specialty Chemicals,8.0,2839423.0
qtz12940,416.0,73.0,4.0,P,AHCVDOIBDXNKVOLWAWR,1-162-329-0149,122527.0,0.0,M,R,,10.0,2346788.0
Aok12941,675.0,38.0,2.0,,JJTBZQYKOYXUJLGBSUIHQMFW,1-345-867-6501,450662.0,4.0,M,U,Discovery Communications,5.0,2699024.0
Jbc12942,346.0,50.0,,t,JADDCUBSMQKO,1-102-465-3917,300946.0,4.0,U,R,Wyndham Worldwide,5.0,2122126.0
bjs12943,590.0,90.0,3.0,G,LVZNKYSHAXHSEXYBQW,1-375-609-1974,298868.0,1.0,U,O,MetLife,10.0,2363286.0
TZP12944,720.0,0.0,0.0,K,Fwbflvnslnvhdcvr,1-435-813-7327,237893.0,1.0,S,,Watson Wyatt Worldwide,4.0,1896146.0
IFD12945,529.0,82.0,1.0,,ughtcpfniioqrlwft,1-334-808-3558,484767.0,3.0,M,U,NBTY,4.0,2784382.0
gcg12946,365.0,70.0,1.0,,Onljwhqpxnjfojmnylptlidlblewtl,1-500-774-8867,130733.0,1.0,D,R,Terex,7.0,74910.0
Wxf12947,471.0,74.0,1.0,r,Sjqtrn,1-758-994-6329,52973.0,0.0,S,U,Fiserv,2.0,3370744.0
wfe12948,684.0,88.0,3.0,r,Ovhkemu,1-261-381-1558,462733.0,4.0,W,O,Avnet,2.0,1531190.0
Scz12949,687.0,9.0,4.0,W,BJYXJUARJJXWBK,1-255-431-2977,434933.0,5.0,M,O,Perrigo,6.0,3677887.0
Dwb12950,804.0,11.0,2.0,,Omnmvczp,1-039-278-3504,47346.0,1.0,S,O,Hasbro,9.0,643348.0
Tgr12951,516.0,6.0,2.0,,ewxyidgtzneyb,1-295-371-4309,352920.0,0.0,S,O,,3.0,3493939.0
ITE12952,730.0,54.0,0.0,,Xrwwpdngssmxptan,1-283-100-7964,333760.0,,U,R,Fifth Third Bancorp,7.0,3019304.0
Obd12953,576.0,15.0,,,jpalor,1-277-466-0824,27754.0,2.0,W,R,Bucyrus International,8.0,586011.0
HCB12954,489.0,,2.0,S,VCYPPLUSHZBITTEVSIZNDDHB,1-005-752-9212,108174.0,2.0,U,O,El Paso,8.0,802845.0
oxt12955,538.0,84.0,5.0,,Jldaqkrnfjigobdakqrzhgqutrsxt,1-962-167-1854,429901.0,1.0,W,O,Express Scripts,1.0,1433551.0
Qpu12956,622.0,,5.0,,nohlkslb,1-646-266-0198,367961.0,2.0,,O,Thomas & Betts,3.0,
ukw12957,565.0,62.0,1.0,S,jawmlltsjr,1-793-387-5274,494340.0,3.0,M,R,Boston Scientific,7.0,1433313.0
OPN12958,375.0,52.0,2.0,,Dqmgoxwsfbsffkie,1-176-984-8784,360369.0,5.0,S,O,Southern Union,4.0,1692795.0
CWS12959,409.0,29.0,,,Xztsfuab,1-894-351-8665,53101.0,2.0,S,O,Whole Foods Market,,990708.0
Qdr12960,790.0,25.0,3.0,,Jxesmwnew,1-012-326-6684,249920.0,5.0,S,O,Wendy's/Arby's Group,7.0,1593764.0
WBX12961,406.0,23.0,2.0,,FHDZDGLXQF,1-505-953-0914,203268.0,0.0,U,O,El Paso,10.0,1058780.0
Ehc12962,,27.0,3.0,,Ictpbmscggulougxpj,1-460-098-1043,425291.0,1.0,M,O,AbitibiBowater,1.0,1154060.0
moh12963,436.0,65.0,0.0,D,Rakucapxrakheh,1-056-834-3457,437555.0,5.0,D,U,Manpower,0.0,
siq12964,368.0,4.0,3.0,,Iipfsyababs,1-542-099-3250,73522.0,3.0,D,O,Blockbuster,8.0,
Qbs12965,527.0,7.0,4.0,a,jiqogxagiffvvbggabjw,1-029-932-5639,53230.0,0.0,W,O,HCC Insurance Holdings,1.0,
Mhl12966,581.0,34.0,3.0,,Lycpvqgsgtqinulazbkbygulvmnle,1-344-601-4669,149341.0,2.0,S,O,Cigna,9.0,3211100.0
Lwy12967,348.0,74.0,0.0,D,XFOQSFWZRZCUFLPGOO,1-318-559-2788,296257.0,3.0,D,O,Hanesbrands,8.0,807829.0
FXC12968,534.0,100.0,0.0,H,Ppqbpmmsgmvjvke,1-781-941-2810,,1.0,U,R,Harrah's Entertainment,0.0,3353782.0
mie12969,721.0,41.0,5.0,,Stqeeh,1-900-378-3286,359117.0,1.0,S,,UGI,3.0,2039335.0
Aeo12970,711.0,57.0,3.0,,Vnryomagwxuektxbkrqdqzqhnq,1-719-663-5778,355467.0,5.0,S,O,Mueller Industries,2.0,3519024.0
Sds12971,361.0,25.0,0.0,,RTONUORW,1-166-758-3590,101794.0,2.0,,R,Procter & Gamble,5.0,1643613.0
Tcc12972,556.0,32.0,3.0,m,BXXNJRKONNCXYEMKWUDXOIWAUB,1-855-533-2134,122069.0,5.0,M,R,Schering-Plough,5.0,3642526.0
Nul12973,694.0,34.0,5.0,,sqjupgjt,1-046-365-5185,289600.0,3.0,U,U,MPS Group,4.0,3848333.0
mld12974,771.0,73.0,5.0,L,CILKLHAK,1-698-630-9903,316362.0,1.0,M,O,Vishay Intertechnology,8.0,1248191.0
FUB12975,631.0,9.0,1.0,,KFFYPQSLLFTQHVFDILZAXU,1-426-274-0160,165765.0,1.0,S,O,Brink's,7.0,1740453.0
rmy12976,358.0,49.0,4.0,,TVBVRYMPBNKQZAYXXRSMQ,,276856.0,5.0,M,R,Domtar,10.0,3627141.0
HUD12977,775.0,63.0,1.0,e,rtutlbnhotmrdgvutbhqz,1-664-771-5171,369078.0,2.0,M,O,TECO Energy,1.0,3193939.0
Bnt12978,693.0,10.0,3.0,,UVBXLPKDHMRTNNISKMRXIXH,1-953-791-2195,263097.0,0.0,S,O,Rockwell Automation,8.0,3067360.0
Tea12979,334.0,27.0,4.0,,lenbexbkktndbhqfflpvhlrrnynvcm,1-886-108-8646,100373.0,0.0,S,R,Armstrong World Industries,4.0,1991942.0
kui12980,,79.0,3.0,,rcnoebqksqlczfpzjinttrzok,1-649-888-0155,76576.0,3.0,D,R,NewPage Holding,6.0,1113648.0
Ljh12981,529.0,69.0,1.0,d,Bulgahknvoyzdvcay,1-538-098-2224,423355.0,3.0,S,O,National Semiconductor,3.0,3863633.0
Gdl12982,544.0,44.0,,,MIUMTUVLVISJYFJCJBUE,1-924-046-4615,228583.0,,M,R,MPS Group,4.0,284501.0
Eji12983,565.0,87.0,3.0,,Bnghzvwsspqxtiir,1-627-009-7653,416533.0,3.0,D,O,Pepsi Bottling,5.0,343747.0
vml12984,445.0,87.0,4.0,,NYXIIIOTNWVUBNWTVQRQEBEZS,,339416.0,4.0,D,O,Tenet Healthcare,5.0,3864265.0
Brg12985,575.0,,3.0,,gckougyehg,1-580-944-8907,82644.0,2.0,M,O,Fleetwood Enterprises,4.0,776571.0
guz12986,395.0,93.0,1.0,F,iiajgftpfrssmjkmah,1-962-576-6373,243325.0,4.0,U,O,,7.0,1575103.0
Zts12987,475.0,36.0,3.0,l,SKRCZMMKPHCPGDNJSEDXMAOLOBCIWZ,1-094-749-2250,99518.0,3.0,D,,DRS Technologies,8.0,3050926.0
QKB12988,719.0,60.0,1.0,,Tgblrtmduxxocpjajjfwht,1-719-859-2261,445331.0,1.0,W,O,Robert Half International,8.0,2232996.0
Nre12989,,,2.0,,Bxsmrqjswargfxjcexjqpiwtiqmd,1-481-719-0757,457989.0,1.0,M,O,Burger King Holdings,4.0,3465067.0
Nww12990,,75.0,4.0,,LJBPOHIXFAQECJHGCRNBWNYKZSCC,1-151-525-7348,477384.0,3.0,U,O,Henry Schein,9.0,679983.0
Wxi12991,308.0,4.0,5.0,R,Pjviklxolf,1-046-942-8252,364700.0,1.0,U,O,Qualcomm,7.0,2622534.0
Uvh12992,701.0,77.0,2.0,,Ascaf,1-595-728-4927,228551.0,2.0,M,R,Liz Claiborne,4.0,
ZLT12993,487.0,30.0,,R,dwpiehqssrdtczjjwoesxgwlpgpnpg,1-557-517-9465,150128.0,1.0,M,O,Cypress Semiconductor,7.0,3883585.0
Bnz12994,563.0,91.0,1.0,,EGRVQ,1-202-430-7727,110514.0,,M,R,Health Management Associates,10.0,1895259.0
NCW12995,433.0,84.0,2.0,,Lnuwihocdher,1-868-162-7681,305745.0,1.0,M,O,Georgia Gulf,4.0,2756151.0
Tru12996,458.0,57.0,4.0,,JZIFTR,1-796-076-7465,17389.0,3.0,M,R,MPS Group,10.0,246189.0
Qhq12997,502.0,44.0,3.0,,GQYRSOJFDHDYQGBGBCTLCTNIG,1-059-841-2713,362865.0,5.0,M,O,Calpine,,2653782.0
QGE12998,536.0,46.0,1.0,N,xpduqsswozrncsuppf,1-661-057-1456,328779.0,,M,U,Verso Paper,7.0,3142573.0
VQW12999,824.0,95.0,4.0,,UBGMZTIMWXMZUFDBTWPWQUSUBBMFO,1-153-553-5146,353585.0,,M,,Saks,4.0,3662491.0
Brb13000,589.0,52.0,4.0,,Ebqjeubusfhlchatngkz,1-833-047-5028,278132.0,3.0,M,,Caterpillar,0.0,3305161.0
VAA13001,651.0,6.0,4.0,,Mactled,1-931-734-2890,10990.0,1.0,S,O,Burger King Holdings,3.0,663851.0
EQG13002,396.0,80.0,3.0,L,Toxoyqjsqldlsoafhftfepyurmt,1-981-666-3333,104975.0,1.0,M,O,Hexion Specialty Chemicals,6.0,936733.0
JYA13003,728.0,25.0,2.0,,gkjqskoqrbesukgumgbzjjufn,1-571-841-7272,20503.0,1.0,D,R,Archer Daniels Midland,4.0,3114220.0
Vtj13004,485.0,,3.0,,LSKGRKOQFPEOXNANSHCOEOKNSILJJC,1-204-336-5166,472626.0,,M,O,Johnson Controls,8.0,363455.0
Geu13005,,37.0,1.0,,Efatdvbsbcnpicnvowafvome,1-369-072-5482,414367.0,5.0,M,O,Kla-Tencor,10.0,2469152.0
Btu13006,,9.0,4.0,P,Oupxhziivwaucaugjwhebwwbcc,1-460-252-9391,298704.0,2.0,U,O,SLM,7.0,3449219.0
Buw13007,521.0,82.0,1.0,,Qaezfodhcqiaqywdxvpoeq,1-162-274-8226,267166.0,1.0,M,R,Unisys,7.0,2509945.0
XGG13008,526.0,97.0,4.0,P,Rqwthzwpbgtfumtmcsxwhgip,1-786-979-5693,,,W,O,,8.0,1172896.0
ARM13009,492.0,58.0,4.0,,MDBWS,1-128-315-4670,27168.0,5.0,D,O,Safeway,4.0,397319.0
Emw13010,301.0,60.0,0.0,,Vfeqtjpsubhqggputdc,1-224-234-5044,41442.0,2.0,M,O,Kansas City Southern,9.0,1999994.0
PWM13011,447.0,44.0,3.0,,ILIEPLWZVUEUKAHGJ,1-712-287-7034,199370.0,5.0,U,R,Washington Post,8.0,3591350.0
Inn13012,839.0,48.0,5.0,D,Snquiipviemrerucxnhc,1-016-410-3964,,2.0,,O,Western Union,9.0,2712950.0
Zmu13013,577.0,8.0,3.0,,UWWNZWIRKBVFLHHAGGP,1-657-495-7624,48537.0,5.0,U,O,PHH,,135343.0
Nii13014,390.0,22.0,1.0,,EQFPAHKC,,211417.0,2.0,M,O,Universal American,0.0,1706848.0
Vwm13015,587.0,93.0,0.0,,RQMODTNMVEA,1-341-927-9877,459081.0,,S,O,Coca-Cola,9.0,1365582.0
Fgc13016,494.0,28.0,2.0,,cphmbxyuwbxzgvrgnakhdmhhs,1-893-534-8139,285466.0,1.0,U,R,US Oncology Holdings,7.0,640936.0
Ydc13017,835.0,59.0,5.0,N,Dwhjadaupt,1-158-648-8658,490986.0,0.0,W,O,TRW Automotive Holdings,5.0,3740881.0
QMO13018,748.0,2.0,4.0,Q,Wtqlys,1-433-902-5982,229291.0,0.0,D,O,Dollar General,1.0,2799260.0
Mvh13019,563.0,59.0,0.0,,BRXRIRXJOPELWFUD,1-688-173-5331,210946.0,2.0,S,O,Teleflex,2.0,
DON13020,760.0,1.0,1.0,L,Xulevhfpvvqilr,1-492-074-3959,188325.0,5.0,M,O,Devon Energy,3.0,492921.0
Pxu13021,612.0,50.0,0.0,N,YIBBZED,1-892-457-3221,93426.0,2.0,U,O,Safeway,4.0,3349635.0
epr13022,337.0,76.0,0.0,t,Wspcohakugq,1-715-342-2092,486154.0,2.0,W,O,Wisconsin Energy,4.0,
FCB13023,438.0,62.0,4.0,,Tpnglsbfnp,1-984-500-8467,130035.0,0.0,S,O,BB&T Corp.,5.0,833320.0
nfe13024,475.0,58.0,4.0,,Rsqkokigqv,1-380-892-5027,157906.0,2.0,M,O,Fluor,2.0,1754597.0
Ofe13025,473.0,,2.0,C,Nwwmxpektcksyqwenc,1-302-003-8807,67911.0,5.0,M,O,Lithia Motors,3.0,
Vvo13026,577.0,26.0,1.0,I,Wcyfrdfejffaexroi,1-757-045-4508,383758.0,,U,O,Asbury Automotive Group,9.0,1602830.0
auh13027,512.0,,2.0,,Faxiidkeoglcie,1-754-744-2472,495781.0,5.0,U,O,Pinnacle West Capital,5.0,1262884.0
LVI13028,830.0,53.0,4.0,V,Shfcn,1-993-662-3994,231666.0,5.0,D,R,El Paso,0.0,1844413.0
Kis13029,517.0,70.0,4.0,,nbhmdiclnjxyh,1-699-804-4141,33355.0,1.0,S,O,Total System Services,8.0,2913463.0
POJ13030,346.0,38.0,0.0,,rcmtrf,1-115-376-4895,348526.0,0.0,S,O,Select Medical Holdings,7.0,317716.0
Kfw13031,353.0,93.0,0.0,e,Fjhoncmetahmxjgoy,1-976-993-6838,77533.0,2.0,S,O,Zions Bancorp.,0.0,3763827.0
Oef13032,703.0,,0.0,,Kaead,,127411.0,0.0,W,,Penn National Gaming,10.0,2527347.0
Lsx13033,596.0,26.0,1.0,e,BSXCPDGFYSC,1-474-795-6171,366628.0,2.0,M,O,DynCorp International,4.0,3919194.0
Rok13034,842.0,97.0,0.0,,Zoyxfcjsiucyuuzpronyxic,1-355-038-4840,150976.0,2.0,,O,FM Global,10.0,509643.0
PJT13035,645.0,98.0,3.0,,pxheplrwiussbxbevkrxbdbk,1-370-330-0392,285531.0,1.0,U,O,Key Energy Services,4.0,389748.0
Tdk13036,761.0,44.0,0.0,,Totcnmwveyojzddojyverptmwiyht,1-956-041-5096,12726.0,3.0,U,O,Charles Schwab,7.0,2921673.0
Kma13037,810.0,86.0,0.0,,Pfsnzsesjgtgmrjudrq,1-333-750-8186,427481.0,0.0,,U,Jones Apparel Group,4.0,585565.0
Ekd13038,628.0,76.0,0.0,D,Exdeqpwdquzeftsdebthgesrqf,1-666-788-9640,416238.0,1.0,M,O,Fannie Mae,10.0,2734292.0
Prm13039,577.0,21.0,5.0,C,ksntknpwrlwfbqyksi,,166931.0,3.0,W,U,Cardinal Health,10.0,3866961.0
OBX13040,734.0,12.0,0.0,w,Nktdcmutdgnaqjorepmhx,1-940-781-7159,142101.0,4.0,M,O,Sonic Automotive,,3193177.0
Xqc13041,392.0,52.0,0.0,K,Umnfupltdksxmvffp,1-654-883-2188,,5.0,M,R,,10.0,1168964.0
QYN13042,769.0,97.0,0.0,a,ZYSPZTSTGNHMNZKGFUXTMPUTJAJLA,1-734-776-2575,362235.0,3.0,M,O,Ralcorp Holdings,10.0,2188541.0
Wvr13043,305.0,16.0,4.0,,Ejhkdyzmetpcbkswfigrnwpq,1-580-359-6265,387138.0,3.0,M,R,Illinois Tool Works,7.0,1588324.0
kmh13044,584.0,78.0,5.0,F,sidxcbejfmldphxuxmdilhifk,1-349-716-0002,341008.0,5.0,W,O,Community Health Systems,10.0,1772220.0
Qco13045,619.0,33.0,1.0,Y,OFILBRGJIAQ,1-965-694-6886,103700.0,5.0,M,O,Ferro,5.0,976044.0
Bpg13046,571.0,89.0,5.0,n,VOEKMTXLUHAAWHAZRXC,1-434-384-5212,279452.0,5.0,S,O,Markel,5.0,3176209.0
Jgw13047,823.0,83.0,1.0,R,Ijwnusnivju,1-893-572-4234,291919.0,2.0,S,O,Hexion Specialty Chemicals,6.0,2096979.0
Rvl13048,635.0,8.0,1.0,a,erbtnkffjqqpmwfslfcnrsocsv,1-268-420-9976,,0.0,M,R,Time Warner,5.0,140690.0
Ait13049,645.0,38.0,0.0,V,Heokolufuqtijbmdloeod,1-091-067-0413,194313.0,5.0,W,R,Martin Marietta Materials,7.0,3012374.0
mrz13050,724.0,40.0,1.0,N,vstvrnsjckweztisnclrb,1-537-773-8349,176673.0,,U,O,Principal Financial,0.0,1113241.0
Vuu13051,,91.0,1.0,E,Xhsjbodxggxym,1-594-271-0467,197181.0,1.0,W,O,Newfield Exploration,4.0,1188847.0
DCZ13052,497.0,38.0,3.0,A,Guoaagpxlgvlpkpgyuwvmdghiyp,1-820-817-6697,192622.0,2.0,U,U,Wesco International,10.0,3874400.0
Fbe13053,725.0,2.0,0.0,,Urliguwiwzalcvesvrpxfh,1-892-039-6219,159203.0,1.0,S,O,RadioShack,2.0,2361011.0
CWW13054,749.0,64.0,0.0,,dfjcgcfynvatifbmqneu,1-246-473-1173,161978.0,0.0,D,O,VF,6.0,2854409.0
Iuw13055,620.0,20.0,0.0,d,Zouqxbiflusxmnosd,1-965-690-3226,145631.0,2.0,S,U,WellPoint,6.0,3985555.0
Pgl13056,387.0,64.0,0.0,,MMXZWXFTVNOA,1-900-555-9660,294088.0,0.0,S,O,CH2M Hill,5.0,415858.0
Ruf13057,372.0,92.0,0.0,W,Hgprqtdamltjmxlrtydiqdosdcm,1-289-785-4670,100469.0,3.0,S,O,Devon Energy,,697531.0
VJX13058,416.0,71.0,5.0,s,VUSKPZBBEVROYLA,1-639-518-0607,477745.0,4.0,M,O,Temple-Inland,3.0,1641404.0
TQY13059,489.0,73.0,4.0,x,Uolefrkumgc,1-129-199-6801,7205.0,4.0,U,O,Yum Brands,,438276.0
WHL13060,849.0,84.0,1.0,,Dfufropnvtduiiaiduvvtyqwy,1-320-886-8045,497916.0,2.0,M,O,Amazon.com,,2098619.0
EYW13061,594.0,73.0,2.0,O,tppsumvccvyotuwhmwqhjzu,1-553-502-4166,222489.0,0.0,S,O,Brinker International,10.0,3177390.0
Ljj13062,749.0,,3.0,z,Pqihomgxbictis,1-016-853-8556,414923.0,3.0,,O,,5.0,3211508.0
gat13063,320.0,25.0,3.0,N,VRXHUAJXCBVDWX,1-812-828-6776,307630.0,3.0,U,U,Chevron,1.0,484781.0
Zlc13064,318.0,100.0,1.0,,Xyprlrfagqmohpwj,1-846-997-8861,497027.0,1.0,M,O,GMAC,4.0,2525080.0
HBI13065,457.0,47.0,3.0,,uwecyorfttaphnsgfbqbczhhprca,1-967-624-7693,419002.0,4.0,,O,Plains All American Pipeline,6.0,3624508.0
Gju13066,643.0,46.0,0.0,,Fskrpjrfkvbhovcfyrppkozgtrut,,139919.0,3.0,M,U,Principal Financial,9.0,973524.0
nxq13067,338.0,74.0,5.0,t,Qnglbwkndcatbsfzqsvof,,208452.0,1.0,M,O,Auto-Owners Insurance,1.0,645892.0
dqx13068,398.0,87.0,1.0,V,Glbhxmidvl,1-314-714-8271,245705.0,0.0,W,R,Vought Aircraft Industries,2.0,1769414.0
Uml13069,795.0,91.0,4.0,,Kcwbwtbyarhbkivpunobqioehu,1-027-216-6316,110788.0,1.0,M,O,Computer Sciences,7.0,
Adf13070,415.0,45.0,2.0,,Dbolhvxsllfouhununvprafnwmgz,1-668-389-1249,380346.0,1.0,S,O,Silgan Holdings,9.0,3749884.0
zkj13071,511.0,26.0,4.0,,Bivkbwhhu,1-843-136-8802,196352.0,2.0,M,O,American Financial Group,0.0,455684.0
Hrm13072,,28.0,5.0,v,Wnpoqbmvwxighmamgshltu,1-137-797-6783,33793.0,2.0,U,,Shaw Group,1.0,1412033.0
