AgID,Ci,MiIn,NumCrCar,AddL2,A,CrRat,LaNa,MarSt,Ge,Ph,OORFl,Coun,AddL1,NuChi,Inc,NuC,Em,NeWor
Mdy11116,Des Moines,z,6.0,kmslvlxdklfprbwwlavmxvdfv,84.0,536.0,Mdylhcjqmdjpirjkfzvrbbncl,M,,1-624-435-2301,R,Canada,STZTPCHMRPKEVMGYRPUPCJQQDFYAZCHYOCDGHEGHDGEIEQE,4.0,,0.0,Omnicom Group,2437574.0
OTC11117,Lansing,,9.0,qkafkavgdodqfvrsefankkmmdvquromexcpmdzllqtdaxmsbuqmh,,428.0,OTCIQHOWEVFZTWUIRISRFFIS,U,,1-247-055-8115,O,United States of America,kpibzxjs,,471546.0,2.0,Vought Aircraft Industries,1717413.0
Nda11118,Dover,h,4.0,mjhtdpqmcdxno,23.0,713.0,Ndaicjefcponj,W,F,1-432-772-4099,O,Canada,Nstxxvlwjmttnmzlkpunwbhwgnikkgxoplwuuhr,2.0,486274.0,1.0,Emerson Electric,1874989.0
Xqm11119,Abilene,H,6.0,Bnfeugnaksalekkrgksgovptnjtjjhjvnqitxdvkfikffregakxmoxzumfsemsvdprwwmvmjxtfl,22.0,665.0,Xqmpaegovrngyxvsgr,U,,1-471-763-2607,R,United States of America,fwnnzjxigtbupllaenajwxkujnibdvsiinkhmviievgmnnrsmdwyuisndyqapihjmz,1.0,79994.0,,Colgate-Palmolive,309312.0
RIL11120,Huntington,,2.0,Fjcdpkhrxddcengxnoijmcwvqqjgusnmoqshthjhtgfjkoknqsec,29.0,546.0,RILWJXIOCSBEHOF,M,M,1-695-698-2782,O,Canada,Ybrxtzcldcsdynnntuycl,2.0,244104.0,5.0,Norfolk Southern,
Sio11121,Berkeley,,1.0,pqnlgyanuifg,36.0,437.0,Siovhlnojxbzaawxjdv,W,f,1-182-018-8364,O,United States of America,BFPEDLLCYMSSSYUJDEIFOKULIFQLMHPMNSLPCX,0.0,399499.0,4.0,MDU Resources Group,2661265.0
gum11122,Chandler,,7.0,Crqhnatcqwavehvwoyuwwuatkrqhiptbjeomcwzgpinoe,70.0,410.0,gumps,W,,1-222-269-4854,R,,Akhucejiejjlmvwxjptiwdtwnrwludmrsmjrudcthblhybwjazvvtd,1.0,344741.0,4.0,Regal Entertainment Group,1182674.0
Kod11123,Simi Valley,V,9.0,bzpehfyggyzhgjbkxvbzb,12.0,456.0,Kodkmx,M,f,1-650-613-7174,O,United States of America,friblnndjxsdgcjjufkfrczgqmigyxeczradoyvtybfkgniwvoqlfajkrqdxyo,1.0,449148.0,5.0,Toro,61292.0
uar11124,Dallas,N,9.0,Rlzoypckxjqfxmhbabxwqjurevhjbuqdbafaeltnzdxipchay,79.0,724.0,uaruqbexvvhqnoghkirdqypws,M,M,1-610-860-8907,O,United States of America,TZVHLPZKDWYJWUVMJILVNMVAAAJQJRB,5.0,249694.0,4.0,Molina Healthcare,898736.0
bce11125,Hull,L,0.0,HIJANWTQYPXHUUCDLKXKHCJSLGPZPCIGXIKCOMWSALUQ,13.0,518.0,bcejojywrwuo,,f,1-080-177-0308,R,United States of America,ueocwcubtencogkrfiszcsquosrrmsgy,3.0,93623.0,3.0,TravelCenters of America,374849.0
HDS11126,Austin,n,7.0,odlgcoskkumabrjwpdepofduicqmacpomcbslirwqtibtjtafpksspqdzbsigzhnknbhaivftlrnvv,40.0,382.0,HDSGXUNUDGMUBWKGNCWXWPCRGJTTG,D,,1-020-838-8629,O,Canada,OKPVTNMAHXVLHUOGSBZWASGADMVJMZOJUPHLWUVHTGJ,0.0,223509.0,4.0,Smurfit-Stone Container,2144139.0
Bvd11127,Alexandria,g,9.0,Mmujiyuzhthttjdzhcpzscceynojugvlsqjwrafqhwxhgnbplvimjlwbrfylml,56.0,705.0,Bvdmzdhuirutfkgntuzueapkhvth,D,m,1-654-610-9840,O,United States of America,zilbwmbqgbldrngqiafmtodgjylznxqwhhwchzglqfjp,4.0,166933.0,2.0,VeraSun Energy,441843.0
Awc11128,Hollywood,y,2.0,ixaibaciqjoccdiyymboxkqvgamoeviffrtcgmwbtlfaaiwampqvpzgpbynxvtrnrlehwcudjjjfck,66.0,784.0,Awchgyjaxd,M,f,1-783-573-2799,O,United States of America,msnlaqrrqinttwglwf,5.0,265644.0,,Universal Forest Products,154199.0
Avv11129,Glendale,,1.0,wmtgcvegfutasqkszeoaulbjlkrjkrjkomkvidhwhbzeastgvlhvnsuahqtphcwzaq,95.0,519.0,Avvtutuolqlkhciagbjwgbued,S,F,1-908-304-1407,O,United States of America,Vswpykpkyaawahpvogvblewjmrsusfxqpjsmelmxcrdtkmnvdrjtkedfz,4.0,131437.0,4.0,Neiman Marcus,3132143.0
DGX11130,Fort Wayne,L,,Hfvecvkpeadopukqhnekskevccunucoafapogbmiidwrtvlhhudfxfpkbzvsmpxwbjpyzjfbomnuq,49.0,338.0,DGXAMZLRGQIXLSVATYNISY,U,f,1-755-225-6753,O,United States of America,bvbgwrgcdjxjtlxiygahowqaonzbhtemgtvrlpuatkjnvpelfjxdrnrdqcfbopmk,5.0,29592.0,1.0,E*Trade Financial,2291849.0
fdq11131,Montreal,,8.0,PDKSRFCFCETITFJXWYUPVUSYWHHWJCRJZSYMM,31.0,401.0,fdqwhxqhsddbeiqdrxbjbma,M,M,1-697-091-3210,O,United States of America,wtflqzmolwyrudragsyteeaedpnyasoos,2.0,402152.0,2.0,,2497077.0
Jzb11132,Missoula,P,2.0,,30.0,840.0,Jzbesebvydmsdgafuh,U,,1-991-841-5198,O,United States of America,Mzsbcwtvwowhizemlihqimdzuvhqxfptyxlokemznldvejbfprubbhbywjupkqgvoarlkpqxgjocr,0.0,271037.0,0.0,United Services Automobile,583079.0
Xuw11133,Gary,,6.0,exkbfaharrdttetedetheeobpxajmcaznjojdyryffbfnwsxmgcpeyj,16.0,566.0,Xuwxvtrmyibxproixqukpo,M,,1-070-487-9396,R,United States of America,EIKDLNCWYBLOCEQWSODGRXWGRWOTEEXWUWDZNEWN,1.0,285131.0,5.0,M&T Bank Corp.,1720237.0
nnj11134,Oshawa,,1.0,bxeduweuwphtwcwhlgwndpfboxibjjfwdjorbyryzccoepjzh,14.0,508.0,nnjfpxvzuajxeeolh,U,,1-238-035-2522,R,United States of America,vmhgelzvpmstj,1.0,102943.0,3.0,Universal,793265.0
ssn11135,North Las Vegas,I,0.0,vkpuyvwxewgbgcwdplfushzjjbacipdcitajzqnda,79.0,825.0,ssnvfewoyilmvg,U,,1-824-267-4839,O,United States of America,XNMYFNZWWREWGGMOYKDYXWVLFVGXMXPHKQSGYFRQCOAYOIZVLSSRGRYAEQHBEIS,2.0,233412.0,2.0,USG,
Xgj11136,Fayetteville,T,2.0,Sayyzsiwhxyjwzescaxunxnrlmqanuwwwbgyccrfbsmyslwuhwdgnwpmjzhxvjn,20.0,404.0,Xgjmcs,M,m,1-060-152-9205,U,United States of America,Nshtvwnywkdbgtamjkkyefobtovqcauzhedipdxlsbajlwkaisjkgakhmrvni,0.0,454152.0,3.0,Zions Bancorp.,1633385.0
KBP11137,London,v,,WPVGKTQZVWSMBWHOZFTGYELNIFQGHYMTZNOPGVHFGQIKZCJOGXXCOTIPYZLKVMSTDERGQH,85.0,554.0,KBPGTSB,U,M,1-018-762-8415,O,Canada,impeokpwnelguedwkxvloq,1.0,414089.0,4.0,PHH,3995280.0
YMB11138,Milwaukee,,2.0,SNBYDYPDGUECULXBAL,17.0,807.0,YMBFYQKDVTRQB,D,,1-871-929-7228,O,United States of America,Xzvkmmvudewrjfwixvuicypcxnsumlwlggisvihgczmojydgjknlyrmqissvcw,3.0,471238.0,0.0,Berkshire Hathaway,625139.0
Hph11139,Oxnard,H,8.0,eahbnhvefxnethyxjjstnsbcfrkuzjeayiukhzlthhjlqylambqas,16.0,357.0,Hphhbjnkcxwpcaba,M,,1-276-126-1453,R,United States of America,Pawylynknvsqgbzcefxixbdsbmwpbkbwycvzdvlrzmh,0.0,94103.0,5.0,Mattel,2833410.0
Uah11140,Victoria,y,7.0,zntmmgbqjndpfwcausseebjzcukwtpcdmvddmgulzn,94.0,577.0,Uahdgmetexdalsctnxtefwzmiuqi,M,,1-714-737-4687,O,Canada,QGGPYAPOPDAPSMHBNIARUAZYIOLHXBYOHVEKKWIZVTR,0.0,424349.0,2.0,Flowserve,1656365.0
QVG11141,Warren,Q,10.0,Qvqkrfvmkxpnkljqmfdcjxskvoovvvpduwpzlxoonkj,85.0,,QVGQFXXQNLNYZYELLBNBELRE,M,,1-917-113-8529,O,United States of America,Tozmewreywuonpmu,,433663.0,,ArvinMeritor,2377665.0
MTX11142,Cheyenne,,0.0,tlugnthmeqfqolgbxgkhcdxdwayqdawwhpeghfnrgemevoittfnssp,48.0,639.0,MTXGRQNFQIUCP,U,f,1-501-406-1681,,Canada,Ikbflhkzv,0.0,233605.0,5.0,BlackRock,1238464.0
Twp11143,Sunnyvale,,9.0,yvyohumnpraajrw,26.0,620.0,Twpqlrayqspaevctznbmqzjkpe,U,F,1-605-487-8920,R,United States of America,Qfapfftdilqmfxkivfhmuflfulcyodbwxtsljootppgnfuxwzkowfrsuk,2.0,227596.0,5.0,Emerson Electric,1627161.0
Rfj11144,Eugene,,4.0,Civygzajrdlrh,68.0,690.0,Rfjhsihwolxzuvinqnpf,S,F,1-469-765-2896,R,,Lljdlldqonxagkayomdxkocqwohonrhkdqobirxpectvrqqeczpwgfqdprb,3.0,8426.0,4.0,Aramark,52805.0
Sdl11145,Salem,,0.0,YZQCSHASVPTTLLANODFZUDBFHHPWGJNCUV,66.0,375.0,Sdlcnxufpralccfvt,M,,1-032-636-1468,O,United States of America,AYXIMTXCHMYLYLXXAUWXWXGLZYKXFKDJCBSSJJMBVKJKTPRRCGQFDNWMWNMIMWZTWVVYLHE,,493298.0,0.0,Ashland,2942915.0
Teo11146,Denver,,9.0,Drfjctlnwxswlatzpeawkfgeikaatmmlhvkfjqxgelmrgfscbavbrkiygv,5.0,365.0,Teoaowodkinqbpqnfhsyxtce,U,,1-953-691-9317,O,United States of America,ltvlrvwomwwplnoknavudkfkeksowzimeuphvxgfmyxdmbpjtpjccgyasqmgfkui,4.0,224667.0,0.0,3M,99902.0
Nit11147,St. Petersburg,,10.0,xjvjbkppikwualixdlsyjidaubvadsipegcm,,321.0,Nitdkbpuplemxtkqauzey,D,,1-776-725-3446,O,United States of America,USXSEQCKRYTNILQAOULAEQURPMNHUNKBAPECEUCFRLVSBZJXULAXLWFRHRHFDWSJMBZKIDBIAVWEM,3.0,389774.0,5.0,,347527.0
Ffm11148,Cheyenne,,5.0,HWGZYEHJDCGSIYRZMXYWXGFLVKXALQRROLRSVJFCWCUYNDAYEECADNBY,78.0,737.0,Ffmgepdsxvm,D,,1-292-318-0400,O,Canada,KKCUSTLGFLGJKYKIUVARENRAXEPF,,90681.0,0.0,Shaw Group,2938993.0
XGA11149,Miami,,1.0,YVTSUSZOFGVSAAUV,88.0,424.0,XGAFREVJCNQODUAFTYSEXRU,,,1-723-289-3585,O,Canada,Zhshiivlxfsswzzeqtpjipaknzcwcsodb,2.0,391271.0,2.0,Northrop Grumman,3508797.0
Rlp11150,San Antonio,,2.0,HQORTUGTOWWONTGATLBROVLEULOHJWATNYCZXNHSKLTUYNNVDDTOGZAMIQZCHDVCBTZQ,21.0,558.0,Rlpfqnznma,W,,1-656-754-8115,O,United States of America,Zyuvbisksccnozbjhkbk,0.0,326600.0,3.0,Principal Financial,1753916.0
Srh11151,Waco,D,7.0,Hysmlvhymupjnmxjbujqpwbvirdaoksnwhndeodjhjchmgkjtcjgegtjfsbqkielwdyxsmpbtftoau,94.0,784.0,Srhnhgjpvcbv,M,,1-258-946-1316,O,United States of America,TABFGTICEXNMVXVOAKCLIYTCSENWAPQHPYKNBXKMMOFQWLBPGAKNESLZQGAIADDRSPVBXGXZGW,3.0,300707.0,0.0,Atmos Energy,1126659.0
Gwi11152,Arlington,,1.0,UXTACOQCHIVPLCDQCFPCLXZTDJUCCSXKNQXHZXPBZUMVMROGWMOV,27.0,685.0,Gwinfwjellujzltwxapemhsu,M,,1-517-276-5758,O,United States of America,Aiigymbqgqix,4.0,4644.0,2.0,SkyWest,2743465.0
vij11153,Cheyenne,,6.0,Mqxjqvdqdeemeusxbooquqzbymsfzikit,50.0,761.0,vijkfuxyinng,M,,1-549-697-9256,U,United States of America,Mcvcpdkifoxvsbkmiamrdkpkbcs,3.0,172476.0,4.0,Cracker Barrel Old Country,3074514.0
Zmd11154,Portland,J,0.0,Qozkpggevqihsrt,53.0,506.0,Zmdxiukfhfgkalxcomcboufrumirm,W,F,1-052-043-7511,O,United States of America,,4.0,452117.0,0.0,Brightpoint,3134876.0
Rqo11155,Saint John,,9.0,Xyponfnim,23.0,471.0,Rqomvugellhwexznhfid,M,,1-131-650-8974,O,,Drchvtgigxleqvrshcsbtsrszxjuyfybrjgmbwhgex,2.0,326880.0,0.0,Health Net,2214185.0
VEW11156,Burlington,,2.0,Dfxzdbfscsjzqczzigjikg,27.0,816.0,VEWSMZFCF,U,F,1-921-938-3921,R,United States of America,Lwtvcqprxjvrecwqiihahtop,5.0,419937.0,3.0,W.R. Berkley,3278947.0
Sif11157,Pittsburgh,,4.0,NMRVUWIJHLQAGTNDQIUTGKYBIVCBAMUNHYZZMOOGAINHWSUOCKCQZMJMRUOFLGODJUUVDP,5.0,341.0,Sifdzxyrsoqksuljxbky,M,m,1-632-075-2060,U,United States of America,MOGSABPW,3.0,230134.0,4.0,Occidental Petroleum,1462393.0
Znw11158,Worcester,,9.0,UCNCFJZQEAZA,97.0,422.0,Znwcyzsskoidpwltdrnrsckx,U,,1-388-656-6832,O,Canada,Rirkztajkcvkaffehkwgadnimxcwmuhvvllgvxcxayfzxfgnnxargkcqdinmxz,5.0,493355.0,0.0,Wyndham Worldwide,2370101.0
msw11159,Durham,T,5.0,Pnankekkqsrczshebvxsowjvkntgi,6.0,762.0,mswhhdielberciprrfaqqcefu,M,,1-344-834-6553,R,Canada,VGKLSCPANYCRMOUHCMIQNLKJELFKRTESVTCBUSRAZCXPOFDNNSK,4.0,425574.0,2.0,Aon,591620.0
bft11160,Santa Rosa,,5.0,QTYEPETFBNEGEPJNBKRAEKWJYVAVIYJKCE,97.0,316.0,bftgcglwcaex,M,M,1-720-836-7519,U,United States of America,odxsaffsuhbmhoxxjcdpxbmwnbemwh,5.0,60453.0,0.0,JetBlue Airways,3537831.0
Lsj11161,Winnipeg,G,2.0,Gettnhirdeklzcxwegvibyncrvxjghovveeitozgagkeseitquualjeghdh,23.0,,Lsjvxbgpecbguabvmicuood,S,,1-752-288-0394,O,United States of America,fldprcqzgzmgujffkajtkerqfptvqhubfqnqwogncutttdzehruzwlgdnijilcsdjeg,2.0,9498.0,0.0,Belden,2153327.0
Wxn11162,Jacksonville,h,4.0,bfzsvhaabstiqxngvhpugkbzolfojiezeldvaurovxhewywrxexhjhq,59.0,451.0,Wxnuqoedp,U,F,1-188-114-6634,R,United States of America,QMVUTKTPFGKMDWHBDVPGBYYLERBCSHM,5.0,316948.0,0.0,Warnaco Group,3293783.0
szz11163,Warwick,G,1.0,Qtnszjsbbsuascnxkfzjdyitobgy,13.0,745.0,szzwlfkzmzbagjnbnduoyfrxbjlcsr,W,m,1-701-450-5175,O,United States of America,GETWWAWFEIJLVWXHBMAEBQLQIOFVFCHYS,0.0,104473.0,4.0,Cabela's,1360085.0
mun11164,Pueblo,,6.0,Zsiquqbwslxbrkvurkhaqelryfjmnmnrxlxdczibgqztdixhbdwvrtfvatsnjtjmkouibmytwflt,25.0,731.0,munndvsan,S,M,1-065-360-5910,O,United States of America,BLFEORQEJQVEODHCUPINRQKVFPPPQM,2.0,16214.0,4.0,United Parcel Service,2941247.0
ZMT11165,Lansing,U,8.0,SKKSJYWZTSGBSMSWAXQZANQRZFLZKVGETXMMZDXU,16.0,,ZMTNLKJJ,M,,1-185-997-5812,O,United States of America,PUHLMWFXM,3.0,337480.0,5.0,Graybar Electric,
Epj11166,Nashville,,9.0,Dbutbxgyuuqxbmyhxxrmwqdavpmt,56.0,,Epjsszvjttnxtoggbblhkzkwwamw,M,f,1-497-406-2487,O,United States of America,,0.0,346642.0,3.0,Worthington Industries,2994734.0
len11167,Sacramento,,6.0,Qntqcdlsfppqqstebawxukrxrdrmb,53.0,687.0,lenzodqc,D,M,1-164-698-3450,O,United States of America,QGFNONDABOVKCBAFUGSPCOJAYLRQVZJUNTASEXUXCASAGHTUVF,3.0,3145.0,3.0,C.H. Robinson Worldwide,2149112.0
BBS11168,Berkeley,G,9.0,hgizfiaoedkohbcotwrllqtistvoisvgbrlmpqnlm,71.0,559.0,BBSCHGXWLZB,W,,1-894-933-3013,O,United States of America,EVIFCLKQQSDBURHZMJCFLYMJVPUYGJKJIHGHIDAPJAZWEQZEGBBAJZQWFSBRLDFZG,5.0,237898.0,1.0,Fidelity National Financial,1092354.0
QGX11169,Lubbock,B,1.0,tmxfjdqlokgaglnttvgiyoclwqmtcbpmmvmlonlksirrczppmjozelmde,30.0,427.0,QGXOVQSZTRLDBIQBLSJWZEBTINDST,U,,1-943-216-4595,R,United States of America,Ztefxloupbhfnbtyrmgfjjtjfpvvkfogenhwijlvplzkpxcjw,1.0,174682.0,0.0,Bucyrus International,2972793.0
ysy11170,Pittsburgh,V,9.0,OYLKESRDIYSRUFAAFSIJUJPCBXDBLLYNAJHERRUWBWLTXPBSYMSGNCHEMKWIOIFOS,89.0,718.0,ysyxjvxdojhtaojvkxwyr,,m,1-329-309-2920,O,United States of America,Jddbkxuwogaervlqiudckdrihqjldskpkpwe,1.0,256354.0,1.0,Mueller Water Products,254517.0
PAH11171,Aurora,,2.0,KJMHELSYALNSQJSQPBQFSMPWKUZGKHTDOBKRMKLKPXZGGEJLTDWRMBNVSEIOEWY,89.0,415.0,PAHOAJTQQBZOLAPOLRGFIJS,M,,1-567-224-1134,O,United States of America,qohonclgrtvknuqcbuithficcyjpvxrdtzsbzuwhdvmhbfuzscdk,5.0,352546.0,3.0,,3232905.0
uom11172,Fargo,V,1.0,Svkmvdwmdepicegeacrylbjhkwnnemqnorzultbqrrmakzawujbuddwjlxupaoqtkvvvdnmrpmudr,32.0,,uomhohtwjsvsqvtukrblycjwcccx,M,F,1-393-232-1288,O,United States of America,Itgtfjwmwnwsexnevraagbrsfbyzocbvkrptimbpvbnxheioxeactzkzoyles,4.0,115604.0,3.0,Magellan Health Services,1600993.0
sjc11173,Tacoma,S,0.0,Fnowwrnxkmqqvclyvvxghvmmnxocpxcobgvc,,513.0,sjcbgmbopxsaizqcwqojcsjjiwjp,,m,1-234-880-6992,O,United States of America,FPSZJPHTJLVFBUCNVXCAQSROSMKPBNXNUUQXAJMQHENXWLHIXWDFSJGVSJRPKRNZIHISZXKSVDIJ,1.0,122517.0,3.0,Delphi,2990822.0
rln11174,Sioux Falls,,2.0,rxvsrywlwscplhaqbwnutwwjgpjfwytxbssxabqlsuuorpchtkgyl,61.0,355.0,rlnrfpnxtjdrkxnwnqcoctx,M,M,1-274-443-1820,O,,Newuixxpvktgkyaszvlwpjlnftnwagawchaihbeczifokmzlmrtjjgstbrnrmrhcwyotekfnwwbqmw,4.0,,1.0,Nordstrom,182737.0
jfa11175,Livonia,,1.0,FAXICLTVTRABXVRGJGJDQXWDOJZVFGTDPOOIFTEEONRTDEVBRJPLXVAZUCDMDBDIWUIOWFAOOPWUSN,94.0,641.0,jfaubts,M,,1-062-362-7185,U,Canada,jqcqi,3.0,81016.0,0.0,Juniper Networks,1336995.0
DBU11176,Hollywood,n,1.0,lzibncalsxjpufinlvlbxdnjtcegmxzzcbelbrj,16.0,407.0,DBUHIBJB,W,,1-112-704-6386,R,United States of America,Boeyyeqdjvednnlasrzujquhcrtqggjcgfmexgdzlcotpfjpkvulehhwv,2.0,161122.0,1.0,Genzyme,2273609.0
rut11177,Eugene,,5.0,grlltuylxfdibzwvspjusnmnlaqrt,42.0,506.0,ruttgegnqsfxdrlng,S,M,1-651-034-7223,O,United States of America,IPXKXUIIJPP,1.0,435693.0,4.0,NiSource,362348.0
Lmp11178,Aurora,f,8.0,Eqrwdceanzmryanlegomqobtgcaauwzyduqrtmimzaojwfp,92.0,729.0,Lmpqryoh,W,,1-704-918-9418,O,United States of America,Sdtesnnuloiyxeplsodmcrnlawbvsdkvnktlbujrgtwharhd,2.0,398338.0,0.0,DTE Energy,1681106.0
bsk11179,Fort Smith,,6.0,Vvlkobjahhruvcqxvtbnjnvusdjeistllcrojdwximakzviuwg,7.0,600.0,bskvpezhpqu,M,,1-337-824-2522,,Canada,Wlrkcnasvvrhpndvxoachtmxtaorrklmyjnxdqlgkocaqdyplzteagppatmulhnedegxxok,0.0,488768.0,4.0,Hayes Lemmerz,3920130.0
cbg11180,Irvine,G,3.0,,70.0,632.0,cbgeqgwtewidbfygawizibdfdauc,U,F,1-752-818-7537,O,United States of America,jedgrkhqwmuagxvwiafwhetbxrkwmwvbvpek,4.0,,3.0,Warnaco Group,529892.0
obo11181,Warren,s,5.0,Cfoolieixcudwumnandpxamkjkfknowvn,88.0,569.0,obohyevrzqvnxdmywgludoiaaubnp,M,F,1-889-003-1757,R,United States of America,EQKVQXBONXVSKNLRXUOSTYVCLUFQRCJNMXAFCBGML,5.0,9811.0,,Qwest Communications,1316910.0
Iuo11182,New Haven,Z,10.0,Gmociatonrfcqzkek,31.0,714.0,Iuowqfv,U,F,1-706-238-1831,R,United States of America,ojmpxdifwusnurndgrnqaidhhvysufdfciishoxezlph,5.0,150917.0,0.0,YRC Worldwide,3993266.0
ALF11183,Lowell,p,,brkxdnrwnacknnuspestrwffaxualffyxoeugnpmycmwfedqkmyjntdjnljfgvlcpygtbregiseryc,90.0,755.0,ALFNDK,D,,1-046-423-6348,R,United States of America,Hkjapycxiwprgbdskajsbfbroyqsucnvbfktpmqvm,2.0,215046.0,5.0,Kellogg,3366626.0
rit11184,Newport News,W,2.0,SMPLQILURVDNECONNNBDCSNZBAURPJPGIKHUOWCUDPXLJJSXVUZQ,17.0,393.0,ritqiqiu,S,m,1-491-242-3165,O,United States of America,Bfpzptasjrigkfd,5.0,261654.0,3.0,Henry Schein,1171645.0
Pyo11185,El Paso,o,3.0,xxssvtjhrmdfqqkemjskqokxyetomjkrnbpjopfhrlafknyqlxkwilmequbv,9.0,509.0,Pyouewixxsqmfgmcoafjpnpihrwyt,D,M,1-541-477-9380,R,,Tjoacsmxfjywdjskdhfdfghtoimdgvtbcbjuzbvkj,2.0,77193.0,3.0,Jo Ann Stores,2323435.0
Lpw11186,Nashua,,4.0,Jdhxmjwuacslxejveeatixdggimnbsfmjoiknkisexkgictqftcelxpyzjtwhgtsdvkcklmkskvpfi,44.0,394.0,Lpwfeagehs,S,F,1-172-369-1071,O,United States of America,ZLGTQWQKOQPKTTUAMFXYNHKDYWONERZNXI,3.0,43073.0,0.0,McKesson,1865281.0
kaf11187,Minneapolis,,5.0,uieobjgnblwwhpfrojyewlck,,469.0,kafckxugxnbmxjv,M,,1-345-079-2973,R,United States of America,Nolmpyyezjmwvqfbotdpbcrxzyfsmzkewfovqxkjwgebmnsdwkdgkgphmivrwixotrxvw,,299466.0,5.0,Duke Energy,2256107.0
hfa11188,Toronto,r,2.0,rmvsomcctjewneiiezgxpajpdynpxzhfhtikwqxfwjxiipiohuvrcwevdnphcrcsdxaoqoh,1.0,543.0,hfaqcqrnkkugoeomiksrisimli,S,m,1-313-392-8834,O,United States of America,,0.0,326132.0,5.0,Iasis Healthcare,239712.0
VKJ11189,Denver,Z,5.0,EVQRXDGZEFCDSRKRYUZBNLQJPGOMMHQUELZ,43.0,411.0,VKJYEWAXVIQJPQATRJ,M,m,1-247-836-1176,R,United States of America,Sgticznzifwkvbhdykexaarrxowuoyxvjioqhcoehs,0.0,8576.0,3.0,Jack in the Box,3703928.0
Ypr11190,Irving,N,,Okakletrviobgugtwqudffvslvduqnzkreookc,85.0,442.0,Yprghaimogfrgmjdmigzpunfmkeex,,,1-063-237-6978,U,Canada,,4.0,474322.0,4.0,St. Jude Medical,1949025.0
Znt11191,Salem,i,1.0,YZGEJZY,27.0,431.0,Zntjyxesuepvrrfxxjkpj,M,F,1-973-100-8690,O,United States of America,Wmvalsvlyzcobnbxkouwcktwxqcwxefrotlcvlovuwiukartaowbuc,2.0,470593.0,4.0,Questar,2159875.0
Vsd11192,Alexandria,,8.0,Djjmlqsnajrhuhrqrmrmlzrjaqeplfgqyimewtdcclvsrmm,75.0,388.0,Vsdlowryegrjtwrldlukzexwtv,S,,1-954-797-1843,U,United States of America,Rbhjptqziqvhqxleyuibiunpidswomdihjqtkrclbkrzsf,2.0,427824.0,0.0,Staples,1283011.0
Jcm11193,Saskatoon,W,1.0,udlawxvhbbfbwflyobfeabttpcrrmoyajvbshbynrqidcduuqzsfkncmo,89.0,314.0,Jcmpxcdqizsdgwyjluqrbn,M,F,1-775-847-1133,U,United States of America,pgftkeymm,1.0,254388.0,,Owens Corning,3212581.0
Dtx11194,Virginia Beach,,,Wohzanxecajziehgfljyfgtgttwkaajmeemooxjtgtacuecletr,69.0,783.0,Dtxolpbstspaatucdawkrm,U,,,O,Canada,Skyajkrofkyfhyqowddyojqlsozlalxbexbjletozzmmfqppjgotgazwnaobiprksozne,,66442.0,1.0,MSC Industrial Direct,2425038.0
fbq11195,Abilene,e,2.0,Qbggnkwqojqlrirbbqes,,,fbqvttjrdpqmloobygkavgxoupjz,,,1-924-595-1909,O,,GQPWCFFRJYYRZDINHZGIWMG,0.0,43721.0,4.0,Flowers Foods,430774.0
eas11196,Winnipeg,,2.0,Luihcgdwkabghek,23.0,678.0,easiqz,M,M,1-079-537-8338,,United States of America,Nzfjnczeaxjbbpvj,2.0,150100.0,4.0,Best Buy,3500049.0
BFD11197,Las Vegas,u,1.0,RMHOEKMDSSMZBCSVVJLIGMQQODKLJLOFMDEZHBGGWWFREUPPRFKHLZKIENMVAXWS,67.0,583.0,BFDQLJNCKLJRSXMVQJHIKO,W,,1-142-172-5921,R,United States of America,Niknvrphtqqbyssiqoepydqwpnnqyhbwukbthouopxgrwdsnaxualhkujgssindxnabzvbzrpl,0.0,39659.0,,Circuit City Stores,1507535.0
Qea11198,Reno,I,8.0,Nnqctitcnvaucsiswwflzlchgruprtrthdlncwzixyqonkpcodyajctaqhjxwnatdxiahqdniavjrjb,2.0,330.0,Qeadqqqvkqyywfdrhdrwi,U,,1-775-537-0924,R,Canada,Nexwbveupvtmtwfqjawschquajgldriuhnrdgesxtpbpzpradqdslsrhxgrupgrsretco,3.0,,5.0,Praxair,3839806.0
Stn11199,Milwaukee,Q,3.0,Oeuqxeybfmjowttgraikguyeuqcfszpuurvsserntrwaobkdvfatv,31.0,465.0,Stnptady,M,F,,,Canada,Xpwygpsvonhosszvtofovgnnmpmxyndyvjdluptcagibnnlszmaqp,1.0,433397.0,3.0,Assurant,1613720.0
LID11200,Toronto,,5.0,nwmmsrpnduljaontqpaogiyxvwisqhlxlwokgztytxnracejvaxbkmpldrgvdpnktdzuyhtf,54.0,506.0,LIDMVGNGIBTCKMHG,D,,1-683-376-6579,R,United States of America,,2.0,45905.0,0.0,Circuit City Stores,2208199.0
Iii11201,London,,9.0,SMZWWWQHOAKOB,1.0,617.0,Iiidaxlvhayepro,M,,1-032-437-0439,U,United States of America,rgbemitvsxcpswrstuxj,5.0,381845.0,,,47984.0
Okw11202,Rockford,v,2.0,GUBBAWODLDJCGTOCTXKTSKLHNCDBQUILSCNTGXYFYVAKPBFGVJNFRM,68.0,436.0,Okwewclbh,S,,1-178-957-4071,O,United States of America,CZAJBCLVTJFWDDIHAJKBKURUEFWPGIBOFVCMDXD,0.0,425314.0,5.0,Core-Mark Holding,1625682.0
