gncd,nmbrchldrn,crdtrtng,wnrrntflg,nmbrcrdtcrds,ddrssln1,pstlcd,ncm,frstnm,mplr,gndr,nmbrcrs,stt,g,mrtlstts,ct,cntr,phn,ntwrth
Ghd12322,2.0,633.0,O,,,Smydtaabhcrp,316315.0,Kvjrpkkibkbhofchuzefehqor,,M,4.0,VA,23.0,M,Mesa,United States of America,1-284-247-9149,2335832.0
Qlo12323,2.0,,O,0.0,APURZJALTVZIYHZAYXFXQYMKJCXJRZWYVWOLAUIOJQVKTEDAQLXLGDRDMRLMNAUG,feaapvyubl,329949.0,Kesnujgzhvfijhgiboldqilscau,Boston Scientific,,5.0,WI,43.0,U,Rochester,United States of America,1-413-399-2535,3956551.0
JQG12324,5.0,626.0,R,2.0,hzwjfmugtimlynjadrkbocjckadfgdiyxhirywmdpxqehekkzibxgpzmqwa,hcelekrdcjry,449560.0,QLMPOEVZBASCVVTWHOBBV,Guardian Life Ins. Co.,,5.0,MD,33.0,U,Montgomery,United States of America,1-823-570-8842,3483920.0
Qmw12325,2.0,770.0,O,1.0,Oicstfrxpsafjruoqvjzgczemkrrgxywbmqxlckhlrnsxlywsyins,mkyelsv,12309.0,PMKLTBSNEWSOOUROUAWNYTGXTQTRB,New York Times,f,1.0,AL,69.0,U,Fort Worth,United States of America,1-591-654-1502,1518520.0
Jol12326,5.0,361.0,O,3.0,Jzhmngbxzhdporutetfpcfdjovzo,Rbaprd,212767.0,nkrienwtmhzxxs,ENSCO International,,4.0,VA,60.0,W,Huntington,United States of America,1-404-280-1115,3226297.0
Txg12327,1.0,640.0,O,4.0,spweezjzbodqtzlyrsihpyivmklwvuhoeywftuqmvhkdizfymtg,Vpkvxwzgkact,67204.0,korotn,Norfolk Southern,,2.0,AK,27.0,M,Oklahoma City,Canada,1-688-267-9579,641413.0
Jnx12328,3.0,775.0,,1.0,kjuyrhunruvhtwxnohwtqmhtxmncyuslnbmjvyfrtoiciw,hoigldk,89239.0,KZEFOWHAO,Yum Brands,,0.0,FL,21.0,S,Jacksonville,Canada,1-532-620-4621,1189583.0
Ktf12329,2.0,549.0,O,10.0,etnxrffwuschfvjtmgarclqebqbfkhydzmrspqdxatwjiuepheshbpokdbzurer,kwwvriqx,232462.0,Okcautpfalcksjcpwtedma,Crosstex Energy,,0.0,UT,73.0,U,Lansing,United States of America,1-088-509-5188,2637883.0
rwt12330,0.0,818.0,O,9.0,Bnlnzitq,TVJYZ,144710.0,HAYSOANHSDRNTCVSMLCPSONBAMVR,Apollo Group,,3.0,KS,99.0,M,North Las Vegas,United States of America,1-102-532-7926,2987017.0
Dwn12331,4.0,720.0,O,1.0,Umzrohiazxstjrinhkwjjtjzrnovhjheucuvbwutcdzzjpcsqj,pcbubinmrht,276109.0,AZYZDHRDCZGXVBWVBM,FedEx,F,,MD,100.0,U,Huntsville,Canada,1-526-411-8040,623033.0
FEQ12332,4.0,486.0,O,10.0,Iymupwfafpoudqimjopbcocpbpketepqdoqtudmrguxsqwfjnh,igvxfvw,102687.0,Tdsoerao,Icahn Enterprises,,5.0,CT,13.0,U,Hilo,United States of America,1-606-362-0155,1763040.0
kfq12333,1.0,614.0,O,6.0,PQWBSCNOOTUAXFNTRICLZXWYCLNDRSWJZRWLFOFVXRAAQUZPDSMZWMCGWLHVXXDWTL,Gzmpkexi,286230.0,MRPIUYTIJVZIUTHDSSLPWTCQ,Source Interlink Cos.,,5.0,SC,9.0,S,Baton Rouge,United States of America,1-376-354-6327,2412526.0
WAQ12334,5.0,616.0,O,5.0,Zbhbbctnpnmvtmrsaievovvgjftyrlpkwrboenpfpipbimlhnbfzazpmpawfvxukkgeefrqwfrrudp,ojelbn,374311.0,Kqmdbwlivxbfoadttnxz,Sun Healthcare Group,,1.0,NC,40.0,S,Charleston,United States of America,1-994-456-3763,1967771.0
Yyq12335,,581.0,O,2.0,JFHMHARHVBPTQKVSMPTDDORSQGTVCBPIDOEFHVSLWALWJNODNSDJV,fmpgrqjhn,340354.0,Ppxjcmbsundhyjvexf,FMC Technologies,,4.0,CA,11.0,S,Durham,,1-451-246-5046,3926121.0
jpi12336,4.0,592.0,O,4.0,EONVHVOWTTDXHEFMRUXHGKPLMLHMDRZVJBPWTAEBWY,Emwooe,391742.0,Anejs,Northwestern Mutual,,5.0,SC,59.0,,Mesquite,United States of America,1-071-040-9433,3507757.0
TXS12337,0.0,532.0,R,9.0,Hotyoxbhdngfynvuijyyrqiloyfzpsmxxiyhylzkzzfmcqyfznlnxhbiffmkvwlhsdbvefhvuwxmqa,IKKRWSLKGQ,234033.0,Qxrdpgnoutlnkadeq,Dick's Sporting Goods,,3.0,VA,65.0,S,Tempe,Canada,1-777-537-6703,1189997.0
Wzq12338,4.0,367.0,O,3.0,Jsozmpitpwkinhjactpzpexncjxlznkavotzkary,IOCJG,77427.0,Gdipizcexjtbmenpvtehebtwltsjhj,Cracker Barrel Old Country,,0.0,Nova Scotia,16.0,M,Oshawa,United States of America,1-456-828-2283,
Zoq12339,0.0,429.0,U,3.0,Cltsbtnldymccpnlqmaxflqanzauivfyt,FXQWEWLGAOEF,172000.0,Vjpsmdxcfdgyejzgrq,D.R. Horton,,0.0,MS,4.0,D,Vancouver,United States of America,1-376-399-5665,1118649.0
YBB12340,0.0,384.0,U,5.0,Zihfvkyukzzcidbykgqniysoujesprxvbdfmhosywerkiknounacbtkqjekthdnb,UIUPOIYDGGBW,91479.0,uirvtpykxpstnuybrnmd,State Street Corp.,,,NH,66.0,M,El Monte,United States of America,1-368-057-7078,1333706.0
Qoi12341,0.0,561.0,O,2.0,CRUJZQQHILUWTV,ZODFHIRBAGM,465301.0,Vsaahurlpmhuegssyojhxlpyrpzm,Equifax,,1.0,RI,94.0,W,Dawson City,United States of America,1-860-372-0824,
Seu12342,,777.0,,2.0,ggcqzllipgvwxuftncrpliizkbf,Rmlamzvq,187951.0,WILPKGVKWSS,Urban Outfitters,m,3.0,KS,33.0,M,Cheyenne,United States of America,1-021-429-1355,2710824.0
Amj12343,0.0,,O,1.0,Fxasglfnj,SBUJM,329347.0,Uczdmjjet,Oneok,M,4.0,OH,0.0,S,Grand Prairie,United States of America,1-065-885-3472,219055.0
Udk12344,1.0,619.0,O,9.0,Eugfaoqlzfyojgmijiydhle,Csblvuodtld,395829.0,Uzagiyuprdsdvxobkrli,Avnet,M,2.0,DC,78.0,M,Fullerton,United States of America,1-064-681-3668,1564393.0
xax12345,0.0,720.0,R,2.0,Kulpgqalypwbwudutxrjsxnxuxlpkaolo,AQPVZNWZBA,182499.0,UPNXMAPJZSMASMMOOODPUEJPJTOHDU,Hanesbrands,,2.0,DC,18.0,S,San Antonio,,1-156-133-8390,372900.0
Reh12346,4.0,785.0,R,2.0,JKTDLAI,Ijyuumn,390516.0,Doymbabesfhkmedvr,Terra Industries,,2.0,IA,7.0,W,Fayetteville,United States of America,1-033-843-1781,475767.0
Biz12347,3.0,830.0,O,6.0,Xgacqkbnkftlujscs,uprxmlrmh,219352.0,Oqhddebvprlpbohvsq,Guess,M,0.0,WY,58.0,,Elizabeth,,1-658-506-7867,2231232.0
HLG12348,2.0,599.0,,10.0,DCVDKFSQLGFBEXRLSVCIJPNDE,Luonuot,201633.0,Hwqbwwgtshddjikufplhptsnasq,Arrow Electronics,M,1.0,CT,52.0,M,Cedar Rapids,United States of America,1-564-816-7458,1876944.0
Hht12349,4.0,367.0,R,3.0,dkmipfccbidbpahkufrvlzyc,PSLXNT,265623.0,PFSCRXQKVMRHW,Verizon Communications,F,5.0,MD,25.0,M,Orlando,Canada,1-271-319-4927,3644601.0
Nbw12350,0.0,468.0,O,2.0,AXGRQWAWKOONZCPSTRTMHHNSEWOBOLHKTHTCQRHZRLRPRVPNNYGSS,kraliogismd,273768.0,Dirzdsvn,XTO Energy,F,,AL,2.0,M,Berkeley,United States of America,1-689-967-3402,3532868.0
Kcr12351,4.0,,O,8.0,fosiybnvugdeqtmdzw,vrstcf,349125.0,vxqnbofycgkiaj,Live Nation,f,5.0,IN,6.0,S,Frederick,United States of America,1-627-690-5332,943201.0
nfn12352,0.0,559.0,,6.0,zlyyvhldfvkaisuhmiqtskbgedfsaveoxqeosm,YZMSGBOIVC,49634.0,Nqpezukmhpqfvxesm,BlueLinx Holdings,,,KY,14.0,M,Santa Fe,Canada,1-078-269-4827,3621543.0
lej12353,3.0,438.0,O,7.0,Xodmvxvrtlvlhpqtwlwrkuascczrrbcyjihtdtnxfppnaxgftyrmn,OURBCX,397349.0,WVTKPSQ,E.W. Scripps,F,5.0,UT,85.0,M,Vancouver,United States of America,1-981-819-0226,1437447.0
Dkh12354,4.0,673.0,O,2.0,Zslvamsjkhuxkooibroamwramdmsfmpzjv,Glzqu,487256.0,zigzdeydgaxsawftuu,Kimberly-Clark,F,2.0,RI,88.0,U,Jacksonville,Canada,,1855555.0
Jmu12355,1.0,515.0,O,6.0,Wrhrlxotstgtplarlkakldmmugrlytzfcyujzicr,BJZJOPEJTD,134758.0,zroxxdfin,Alliance One International,m,3.0,CO,89.0,U,Corpus Christi,,1-869-240-7368,608023.0
UET12356,4.0,622.0,O,2.0,AEVTUHNXJWOGIPZZZSIAPBHOESECGRIBWNOLCFRSPDTORXOKXEKO,Uscqjgtn,138928.0,Nhtbcugpiktuzrqcfl,Marshall & Ilsley Corp.,m,3.0,WV,85.0,M,Wilmington,United States of America,1-005-825-0378,3844035.0
HBD12357,2.0,450.0,O,5.0,Ppedfnihmiwqwrnifqewecwnfmywpzyadjfepcifjgejlpf,Yhocsmd,468204.0,athixgspqttjeotrukxbghvasedrtx,Weyerhaeuser,F,5.0,MD,28.0,M,Bellevue,United States of America,1-550-232-7095,760980.0
CVP12358,2.0,322.0,O,4.0,buqhyxhbziclxaknuotlljnug,Ivfut,366485.0,Lipngrhxiaptwsnsryzbobfdxg,Total System Services,,4.0,NC,50.0,U,Warren,,1-441-183-0203,1447499.0
Crt12359,4.0,320.0,R,3.0,npekvhcbfudijhcvylvjhqjeclrwopataowefaztagai,Rotxrrmgdvu,421887.0,XZDFDACNBEPXVNXFTUUGVB,Catalyst Health Solutions,,1.0,PA,38.0,M,San Diego,United States of America,1-722-499-0904,3638596.0
Wpb12360,4.0,517.0,O,6.0,vumufhnsmvoqrokwzehkvmkoica,Tuycfjiqoadz,303550.0,Xvrvokyj,Bucyrus International,,0.0,TN,95.0,M,Garland,United States of America,1-053-812-0000,
Rxl12361,2.0,847.0,O,1.0,XJMGEZXZFXORVEQSCGTQPFBRMQVCTARARZXDSYHDRPUXJBGUBCDQFRENGQHPEWYSFFRIQVNMQPSH,AEOJZL,385748.0,Uizoeqlhvoyputpyxtugkhc,,,1.0,WY,43.0,S,Long Beach,United States of America,1-342-699-7081,1948905.0
Lrr12362,0.0,377.0,R,6.0,Whkfgxcjknximlvavgtavxmikeeuplswvzwltzkvyfdl,Ftcpjpmbisg,275089.0,gtcmkmtoxzpnhlnfo,Goodrich,F,4.0,WI,25.0,M,Yellow Knife,United States of America,1-229-296-6636,304815.0
Bfb12363,0.0,640.0,,5.0,Iwejhmnvlussnvpumyrwpbnyoolnsfbkonoiwuaojkklluwv,XOBMLYPREU,,JIGRDOPOXTCYBTTEWWWYBJ,Patterson,,5.0,NM,15.0,U,Santa Clarita,United States of America,1-343-075-0765,558307.0
gpu12364,1.0,562.0,O,4.0,OBDRHLPVDQJKAAEEBC,Ejyssq,79502.0,Hpvtxskyyewoltlhiiyepgohfmkru,National Semiconductor,f,4.0,OK,48.0,U,Peoria,Canada,1-895-511-6738,3234886.0
Ymp12365,2.0,795.0,O,7.0,avftinpwwknpsptphkfoauudhvzgcnsucpfpayjxqvbegcrblfbomuuuvvniv,boekodks,184945.0,Cmhsyjkkyv,Macy's,,2.0,MO,60.0,M,Baltimore,Canada,1-014-076-7861,
qxf12366,1.0,786.0,O,10.0,WLNJAQJMNJDCTXIBCERPPYSIFUUIWUDSCTNBEFRDUZKUCVH,PCUVVL,232156.0,QUWKWIRORCPWCULFCGBXBMLIXSNMWM,Amerigroup,f,4.0,Quebec,27.0,S,Corona,Canada,1-957-233-0645,2773715.0
MIT12367,2.0,755.0,O,3.0,XSZYNSVTSVIKQRMWJOHBAEWHGGBPOKHWIMYRQFWDAKEJHUAD,,89307.0,Hnjvph,PharMerica,F,2.0,AK,69.0,,Glendale,United States of America,1-149-424-0447,1110617.0
Tjw12368,3.0,343.0,O,,Kkklhfpmdeevzbfjwctkpylygbheprtvkwgjddlcnkqnnxxwgdpnggjo,bzeewf,135666.0,EREZORHSQMWIQ,ArvinMeritor,M,1.0,UT,,U,Pembroke Pines,United States of America,1-352-408-0065,621973.0
Noh12369,5.0,602.0,O,,FWSCHEUIBKC,Wnyecu,323531.0,Sivkkweqpyiuptazbejoymciqlsswr,ServiceMaster,,0.0,CO,68.0,M,Raleigh,United States of America,1-739-817-4187,1623310.0
Spc12370,1.0,821.0,O,6.0,mplhsbmatapdbncakfgnidensbubcjwgmqtioqsandqqitpeyjnoyjbfbqcsmxzonoongnma,Grcps,339361.0,Qauyrruvaszarsm,Hasbro,,2.0,NH,46.0,,Moncton,Canada,1-324-156-5529,776607.0
igo12371,3.0,459.0,R,5.0,Opynogwovnuyciqwaqkodemqvpimtrbsoqtkchbuggqdla,JVDLOMALMV,423104.0,Xjkomktkvfnlmbpegvsmozorx,American Express,M,,AZ,93.0,D,Shreveport,United States of America,1-266-320-6902,2625256.0
uzz12372,5.0,381.0,O,6.0,Knikjjhnntssdqzhekaoarkbvoinjeynysqfkpodelpfiksvmcbfgsufxfnkgo,Snclhefpg,44160.0,jjoejmnjciqphogemuqzgfxlyix,Verso Paper,,2.0,KS,46.0,S,Santa Rosa,United States of America,1-357-350-5117,3043190.0
owt12373,1.0,590.0,U,,miewnhnanfwhoidmmx,JAKQDRDV,70979.0,crdxqblkslqcjulzfrejfcw,,F,4.0,IN,,S,Jacksonville,United States of America,1-802-031-7820,99348.0
Ild12374,5.0,791.0,O,3.0,Mnkgacsmyvqxerbdbkwzsaqcbcipkglwwuzwlynv,Ojxghfltaj,277820.0,Cbakfkatjqwpnl,Assurant,,0.0,HI,62.0,U,New Haven,Canada,1-541-114-9961,3510081.0
PFB12375,0.0,478.0,O,6.0,knnkebjfjutsmhrmdrsarupihgmzmedaodftplxjquobulpmkxbtjtq,Rhmiidbwcux,86177.0,Zettvip,LandAmerica Financial Group,f,1.0,AL,24.0,M,Edmonton,,1-279-756-7413,853025.0
blg12376,4.0,676.0,U,8.0,RXRTDNYBFDNXFMZPUYCLSZLFFRHOZHDWAB,Butstuo,205337.0,IMOJWHIRQAWBL,"Toys ""R"" Us",M,5.0,KY,9.0,M,Las Vegas,United States of America,1-403-537-6350,2285622.0
Bnr12377,5.0,807.0,R,1.0,NFHKLZZRRINSIQIQCAIUIFGKOBWFFUDWBKQMTFQM,HLRSLO,,PZLFZRIBEGIMBZPUDMFZLD,Enbridge Energy Partners,f,0.0,AR,74.0,W,Salem,Canada,1-636-886-1002,549301.0
SLS12378,4.0,546.0,R,5.0,mumckmmlvabehoxggjdwwrqihzgldvipoqjhnbwgazvxpozknwtkcbxyxzmbuvqvozobekibrjioq,Uvwpqjrl,155551.0,Glniufudp,Clorox,m,3.0,ND,23.0,M,Fort Wayne,Canada,1-666-885-8284,3029297.0
ELV12379,,842.0,,2.0,RATCDHSNFGQMXOQMCLBLSRGGDRUXHHXMPIOJYZXXEHUFHFWPHMDTPTQWZOLSWJNCNHKSOWFOQJLU,QPHSBQQD,,Hdjhjpmjpdvbbngefbuvi,Pacer International,f,2.0,Saskatchewan,98.0,M,Seattle,Canada,,3389391.0
WHJ12380,3.0,337.0,O,6.0,Prcdqdzaslvaeondnudwekevvmvsrldyhxtvjrqcafjewabciiqn,Evcuijautmhz,,APBHBMURWBRCDXAKLDC,Deere,,3.0,AK,1.0,S,Berkeley,United States of America,1-531-384-7290,
Ezu12381,5.0,374.0,O,6.0,leqphxedqrltkxikfshoojdwgsfwywdkqeejvkmestzgifymxlrbxfxukmh,Irlevvp,372517.0,igbnale,General Dynamics,,5.0,ND,34.0,U,St. Petersburg,United States of America,,446365.0
Fdz12382,3.0,497.0,O,1.0,YDESHQBKBJFQIFEDPADFOPVKCOMDBD,WFDLLOHMC,270701.0,Qrkqvpeblmjvcjtqcjfzto,Apple,f,1.0,MA,99.0,S,Missoula,United States of America,1-751-601-1791,3767300.0
BOZ12383,0.0,728.0,O,2.0,Gfpqssyutbsjcmwcuwjlcyrkhyjsaqvxevuwdidmiyqdzaxtsirdzjofxbkiwdjmjitclvgssctfl,lzxic,322871.0,OZWYWXG,Fastenal,,1.0,MN,87.0,D,London,United States of America,1-596-454-7271,752869.0
ula12384,5.0,446.0,O,1.0,tmeyezvmwlbeqgcwnznwbbbpfoxtjvayjhawhyeta,THLELMIIOPSO,193123.0,LYOBFKWYNWHSSGIGNCUN,Regal-Beloit,f,1.0,HI,38.0,M,Mesquite,United States of America,1-464-722-1476,3299323.0
Eio12385,2.0,362.0,,4.0,CMEPTXHZJBCIENP,Tvrenwds,139131.0,JUTTNYQTPDWHGCRI,Commercial Metals,F,2.0,Ontario,47.0,M,Denver,United States of America,1-260-886-5844,1687635.0
RNW12386,4.0,558.0,O,5.0,Axgdcsisqrvzwjsewktrbyvmrxrfgfoausasqmldpopc,DGDMZE,389575.0,Pcnevmpjccvjjaywpkkbjnhufabs,RSC Holdings,,1.0,NH,33.0,D,Richmond,,1-126-576-6517,493499.0
iqc12387,0.0,737.0,O,0.0,Ddidjxgfzldygaatoeqtlrjtzkdodrcznoyukdtesxynvgcujmo,KZOKZGON,124757.0,Vyutrlsflfugf,Acuity Brands,f,5.0,CO,18.0,M,Warwick,United States of America,1-310-382-7239,1524819.0
Uvu12388,3.0,423.0,O,2.0,LCJVXQGEUNSQIUYVTGYFQWCMZEHXZAMEUECIFKIKVKRYGWBJISUHTORXLESQFPWURPTPRPDBAVLX,Preofaasp,187241.0,Jgguaomvqonqunkeworeobwsdc,Franklin Resources,,5.0,IA,54.0,M,Charleston,United States of America,1-973-649-2770,799865.0
RMU12389,0.0,437.0,O,2.0,TCXENLFGRZUHXOQCKQRHUVHYCODJGNOKHJEZUOANAXSNOAUJADDDAQTQHRSEIINURUXYQQKXGTNVUMJT,Arolnjwql,412946.0,Qpsvcgfmrdfxnehjqdupbfxiae,Toll Brothers,F,1.0,Saskatchewan,92.0,M,Lewiston,United States of America,1-603-254-1193,137128.0
Qol12390,4.0,,O,10.0,cdqjpdcnvphgyowrzpqxsbqp,Dgmgpji,231999.0,Nsgyddxaxwyncl,State Farm Insurance Cos.,,2.0,TX,46.0,U,Modesto,United States of America,1-738-319-9493,
Amf12391,0.0,431.0,R,,uuhhuiewvpesxdnouruktfxdzfombvniiahhykllphlicybjtmjc,HBFOFS,329973.0,Hszniywtjimdlbtflwntoxoeq,Applied Industrial Tech,,5.0,FL,35.0,U,Atlanta,United States of America,1-913-322-1646,3002992.0
Pjr12392,2.0,,O,5.0,mxtfivltunvaexuujsbapnudxmfhprqhzvcafqvhiyymkqeuu,Vhatf,83777.0,GHQTAGTBNWRUYJHHGQQE,Rockwood Holdings,M,0.0,FL,40.0,S,Nashua,Canada,1-613-013-5722,2854988.0
RXQ12393,2.0,571.0,O,7.0,YCCXRHLVRZQUQPZVQWCCOBPPTURLWKUMIAQUSPRIXHFSHYQSUNWMDYPDOYUVPPIZPOIQBWXOYVZ,RDRAMBZBCW,360115.0,trperwisdvnfoq,American Express,,2.0,AL,33.0,W,Irvine,Canada,1-994-822-8114,728117.0
Ayv12394,3.0,673.0,R,7.0,Soryitlapmowsadnlvchveokklxookzonqxk,wlmokndq,393739.0,Zgqtpdknjdthxsvurngaobfyymm,,,5.0,Quebec,12.0,U,Livonia,United States of America,,2977729.0
Qvq12395,2.0,651.0,O,0.0,Fgnzftbclcypab,YEJHQ,213439.0,VAXWVJQ,SPX,,4.0,FL,44.0,S,Albuquerque,United States of America,1-564-974-0346,2974231.0
Msc12396,1.0,477.0,O,3.0,pcbxpspjwqblpjximoju,Pypqknotmo,215466.0,Wstslmngmhsw,National Fuel Gas,,2.0,British Columbia,86.0,M,Toronto,United States of America,1-320-612-8246,1781654.0
AAD12397,3.0,574.0,O,7.0,ygwsnlnbrsqlgegatssyxpmeweetcrkfitydjjdwbbxcizztsbqmrgbeoifgrs,tkumugkwn,367039.0,LGCGLROSLUZCPXABGELP,Legg Mason,f,3.0,UT,84.0,S,Biloxi,United States of America,1-033-327-5291,3947222.0
Ksd12398,4.0,598.0,O,3.0,RBRRNDNFUKYOCBETYLTDMIJZNSINVPBRVRQPXSCPLKVNRMQDWTMQQ,IMDKCCQLWQO,414092.0,CTRGPOP,NiSource,m,4.0,UT,35.0,S,Great Falls,United States of America,1-251-092-1822,789121.0
wje12399,1.0,696.0,O,2.0,Gjynbfavthaftrjbgvtrmwkdwqyhdatiyopaznxcbuf,Akmoeqegxd,488857.0,AVSWHRB,Superior Energy Services,,1.0,KS,66.0,W,Jacksonville,United States of America,1-817-953-2568,1694479.0
Toj12400,1.0,680.0,O,4.0,KLLYQKIDKXMBZFEAZSQZMAXUIMBEPKOVNTPXNUWNRCRPCCDBPKGGSAQMXLVO,,,YCSSCDJMGVTURSAMHNEROPQM,Amgen,M,2.0,VA,14.0,W,Wichita,United States of America,1-717-243-4473,1826295.0
LLM12401,2.0,439.0,O,,Osrwytxennwwfhhktukbmjncrqksdrtodbwpakjzhvrunrkumludpbhbyqbdbdroiuqkov,Voyxovaiirx,430729.0,Cwabjq,,m,5.0,NJ,54.0,S,Casper,Canada,1-995-136-3052,713387.0
emz12402,,376.0,O,6.0,jqarmtkc,Cekhkqzsxna,344388.0,ARDURAOGWJCXMLRQHAOEZGL,Colgate-Palmolive,,,Saskatchewan,70.0,M,Indianapolis,United States of America,1-456-742-3894,702411.0
Kax12403,0.0,620.0,U,1.0,yaoglwhwaxxbhzswijfrynhgxuvcmkwabtjvjbehlvhidyoqyfely,Bqvrgxrx,353243.0,Fgckfpdstupzcnziibmahpswos,MPS Group,m,2.0,DC,60.0,W,San Antonio,United States of America,1-841-417-3688,3262570.0
LCR12404,2.0,322.0,O,9.0,vbwzwiounrpebdrgcnvmckyrjbrscw,VFRPJYJOKQHZ,482367.0,Olbktovupclzolfssmrzyknlxpskt,PepsiCo,F,5.0,CO,29.0,U,Windsor,United States of America,1-827-234-7172,1674162.0
Xvw12405,5.0,404.0,O,7.0,Untvcnapaprtauinphojptezxxcrlogzkwjbdcdcmvkqwuasbrfnhrjdbgvthltadckaqlrgigimprdc,toqejvqej,111328.0,SPNLKGFSEHENALD,Enersys,,0.0,KY,29.0,U,Long Beach,United States of America,1-346-974-4455,2749267.0
KLS12406,2.0,615.0,O,4.0,Owsfsfrmywosbeskatmslfccpyrdi,ndfkjvzztion,258347.0,PFVKVOHWOBBJNDBTIES,ConocoPhillips,m,5.0,HI,88.0,S,Simi Valley,United States of America,1-092-864-9544,2044557.0
ymw12407,2.0,311.0,O,3.0,ggjcruvmvxwevboqnifoalvtujqbyidnajkjqkwexh,qrsbkewewd,213457.0,Acwlaixpvgbqvfrdf,Exide Technologies,m,5.0,WV,48.0,S,Lowell,United States of America,1-201-722-8658,3648336.0
Qlz12408,2.0,,O,10.0,mloypkuynaaepztbsofljmwdpidvdqeflxisudgekdjckbmieoczkjxmroagwmmfguwgknfjpbl,NMGYYWGD,279946.0,Fcffkxvirdgoi,Dow Chemical,,2.0,TN,50.0,U,Los Angeles,United States of America,1-587-542-6495,1619437.0
Ron12409,2.0,454.0,R,4.0,Jlnvlkeg,OLGCVBOIL,278730.0,Hnvzpfjucosdgthlns,Knight,M,,ID,98.0,D,Charlotte,Canada,1-883-450-0305,
Pak12410,5.0,726.0,R,7.0,yhfonjrzlcxxjyueemescvklrdl,Tpjhe,345862.0,Urxtwhbehdzo,General Growth Properties,f,0.0,MO,2.0,M,Tempe,United States of America,1-166-112-8083,3103571.0
zru12411,0.0,630.0,O,8.0,Fnbqciqloonsizrgurfjfwmayexmxkswholfdqibysukpgagyayitujex,vlngdbxrcmzf,80008.0,Yohcetucnpg,Hewitt Associates,,4.0,MI,32.0,,Huntington,United States of America,1-030-060-2840,3082143.0
SPF12412,,568.0,R,4.0,ocyhcvzjrkxslsluujoaganfljmsbxalzxsqsfszvwakoepumwbcmidokmxlyk,Sjklxhigz,112907.0,Vmacpuftsjwee,Inergy Holdings,l,0.0,MS,20.0,M,Philadelphia,Canada,1-443-628-4342,2350906.0
Jkv12413,3.0,661.0,O,8.0,czcbdttzsucrrlsmnvzslkishkhnhshmmxnfoabqfonn,QKYPBVGP,456503.0,Ptxfhdswhjwpevvia,Rockwell Automation,,3.0,AZ,72.0,U,Las Vegas,Canada,1-661-029-8310,2329279.0
KTR12414,0.0,427.0,R,3.0,Tdflapskkiaujthpyalamnapxnacsmfdl,Adisxqrb,357698.0,Nfdwnngbq,SkyWest,f,0.0,New Brunswick,,M,Winston-Salem,Canada,1-698-663-8884,3979805.0
WJW12415,0.0,381.0,R,7.0,dcetbhwvgxwhmtijgibwbmrbinevfvygfsaqokowtviwhpd,onlrhgbsn,161512.0,Pnloulfskkkxlgoug,Aramark,,1.0,ID,19.0,U,Lansing,United States of America,1-726-842-9666,1523307.0
AXC12416,5.0,372.0,O,7.0,Cxgpartjxairwxcazmlkxbhtwkuntugsllbtcrbdohkagdgwrqsrscqhqllorrlncempv,Yypgwuu,227873.0,njaxixescgnir,Mutual of America Life,f,1.0,MN,20.0,D,Baltimore,United States of America,1-099-891-4141,2238235.0
Bed12417,0.0,346.0,R,3.0,Jxklfmnuxsqrdfwedyqirke,NMHPWONQJ,325506.0,WASZCX,,,5.0,PA,90.0,S,Missoula,United States of America,1-474-949-0000,1277080.0
xuc12418,4.0,583.0,O,,itknmzifghoaqcwbidswydgodv,Jwwlvfqos,137062.0,STGQZC,PNC Financial Services Group,f,4.0,KY,68.0,M,Escondido,United States of America,1-184-973-3783,1193309.0
tcx12419,2.0,394.0,U,7.0,wfnfvbnwdtmfbpmokkohifvfoyfhnuxhahjnhnhcrdvmdhmauqpjsjmutfssobetgthixrij,Tyifrmprgwad,119234.0,TYFRFKPAAILOFWRGVCLSLLCMSMPSM,First American Corp.,,5.0,LA,18.0,D,El Paso,,1-673-342-0803,1256050.0
HAZ12420,1.0,409.0,R,1.0,Kqgdfqupyszgdyuifbrvodxjqdoxcimkqlrgalrtrpohbbdzzezteoxag,Lyrqhetmd,85840.0,GOUIQRAUFDINMRYXHYAOTZJBNO,Universal Forest Products,,3.0,UT,40.0,U,Berkeley,United States of America,1-735-043-9322,3440147.0
Ryx12421,5.0,655.0,O,0.0,ahxwlwmnjspfnxgmzjqazwyhygzqtajahzuavubtwspldmsvtzrukaeun,,415986.0,Oaaog,Capital One Financial,,1.0,IA,,M,Hayward,Canada,1-964-240-8322,3989521.0
Vdl12422,5.0,618.0,O,9.0,Yhhbqttwhseajlznmimlplmniwu,cbilxxsksve,93177.0,Spvjiycdrqttjqinfmsozchqjykvwt,Regis,,1.0,AZ,46.0,M,Hay River,United States of America,,87565.0
Bcw12423,3.0,318.0,O,5.0,GADVIVHKFDGSODTUIABOUDPKLVWOXFZXSPXJDBWTJGOZUIKSLXWNTRAUZOZMPVBNOMOCYPRPLIGI,Bcnvc,387754.0,nrchqyskvcpoowmtzratdb,IMS Health,M,2.0,ID,35.0,W,Huntsville,United States of America,1-222-507-8002,666818.0
GOD12424,1.0,698.0,U,5.0,PVLBZVIKP,fcceudoqu,222277.0,OCDIXRUSZEDUYEMKWURLLJVP,Automatic Data Processing,,5.0,OR,72.0,M,Rancho Cucamonga,United States of America,,1224779.0
