prospect_gncd,prospect_mddlntl,prospect_nmbrchldrn,prospect_mrtlstts,prospect_gndr,prospect_frstnm,prospect_ncm,prospect_nmbrcrs,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
msh6794,C,,M,,EKYGWCUEWBVMQISWHGHJHHTJMDIMC,308658.0,4.0,89.0,367.0,O,Edison International,4.0,
Rnv6795,v,4.0,,,RMFSPAF,144304.0,1.0,51.0,738.0,O,MDU Resources Group,9.0,3812158.0
Qkh6796,,1.0,U,m,Apbcjmejzcuunezkzuwwtbdyat,160658.0,0.0,87.0,568.0,U,,4.0,1941068.0
Phe6797,,0.0,M,F,Znlmkjatufrixjlrykflnvqnzpvv,214487.0,2.0,48.0,798.0,R,Questar,8.0,1257595.0
VMQ6798,,5.0,D,m,OMILBBGLPXTVG,441555.0,1.0,65.0,476.0,R,NewPage Holding,8.0,531994.0
AMO6799,,5.0,U,M,Vcryscwyrafozhghbjdvd,431564.0,1.0,51.0,792.0,O,Pantry,8.0,2790247.0
lfh6800,,3.0,M,,GKKNKOVDRJHAZTVQSBJDWKUUQGT,242161.0,1.0,88.0,636.0,O,Texas Instruments,5.0,383580.0
krf6801,R,4.0,U,f,GXJZDMUQNEOIKMFQEQL,419465.0,1.0,32.0,764.0,O,New Jersey Resources,0.0,680091.0
Btx6802,,1.0,M,F,vredmhshanpaenrkehrrmotrx,446067.0,1.0,72.0,537.0,U,Humana,3.0,3195007.0
Yux6803,,,U,,QBEIRQMGVF,59937.0,4.0,62.0,303.0,R,CA,0.0,2680913.0
NPJ6804,v,2.0,M,F,Xxukamfsawgiljtd,344443.0,3.0,78.0,506.0,O,American Axle & Manufacturing,4.0,2222881.0
xkz6805,,1.0,U,,Ikgnodksnkncahrtd,126712.0,5.0,86.0,356.0,O,Dell,0.0,2803153.0
obj6806,,2.0,M,f,Hfuabuhwgpfqzoqccmepcnxx,210548.0,5.0,64.0,677.0,O,McClatchy,3.0,3942787.0
qyg6807,K,0.0,M,,Qbgiioeeri,340763.0,0.0,86.0,837.0,O,Oil States International,5.0,3984242.0
YDI6808,,1.0,S,m,Vgorbsfj,121448.0,4.0,0.0,526.0,O,Schnitzer Steel Industries,0.0,1757349.0
Sow6809,T,4.0,U,f,Rzgclcgfpcfe,38281.0,4.0,43.0,371.0,O,Ford Motor,9.0,3528295.0
Udk6810,B,2.0,U,,viulepdawfppdmazsqpcj,387962.0,4.0,13.0,304.0,O,Cigna,3.0,950607.0
Suw6811,F,2.0,U,F,ORSSVCSSPYFTFJJXGFWGRUP,388741.0,1.0,8.0,,O,Westlake Chemical,8.0,561457.0
veu6812,,3.0,,,BUWUJ,88407.0,5.0,0.0,318.0,O,Sunrise Senior Living,1.0,285892.0
Gmy6813,,2.0,M,M,iiqeq,135442.0,,69.0,450.0,O,Consol Energy,,1673415.0
Zax6814,B,3.0,M,M,Fjlogceqkzlxsjxef,398074.0,4.0,25.0,638.0,O,Sunoco,7.0,3259237.0
BKW6815,K,0.0,S,M,UMULPPQUQYUBZOJLFOFXYBSFMG,208569.0,0.0,8.0,598.0,R,Unified Grocers,5.0,1898642.0
Nbe6816,,4.0,U,m,Jcfhekpqchfqwyofium,96025.0,1.0,2.0,302.0,O,Affiliated Computer Services,8.0,221880.0
Clr6817,,2.0,M,,JWAKB,,3.0,55.0,571.0,,Entergy,3.0,2725021.0
rci6818,,,W,m,KNKSUCJBSP,487416.0,0.0,14.0,760.0,O,New York Life Insurance,0.0,754994.0
GAG6819,,,M,,Uafsgobnjmipxvvytqzth,424260.0,1.0,38.0,747.0,U,Allergan,9.0,2469139.0
Jrv6820,B,5.0,U,,FTGHURNE,436009.0,0.0,,308.0,U,PepsiCo,7.0,168508.0
Soh6821,,5.0,S,M,ZTHXINVGND,,4.0,34.0,616.0,O,Dick's Sporting Goods,5.0,1721397.0
xtb6822,,2.0,S,m,LDWIYOBDZ,47197.0,3.0,61.0,626.0,O,Noble Energy,6.0,2446614.0
wdq6823,,0.0,U,,Akrvux,105376.0,2.0,34.0,,,CIT Group,1.0,707607.0
Ozk6824,,2.0,U,,jdulqstrcqkv,480639.0,4.0,94.0,655.0,O,Apple,5.0,2958402.0
iga6825,,5.0,S,,MPAUCLXMAQ,249447.0,2.0,20.0,827.0,R,Kelly Services,9.0,62902.0
nox6826,C,3.0,U,F,Wupfbkpucbvzpdjtunhk,126996.0,4.0,99.0,,O,Iasis Healthcare,1.0,1035794.0
jsc6827,e,2.0,S,,rtbuplxggsuticyplqopj,141280.0,,14.0,651.0,O,Masco,9.0,2107506.0
Rly6828,,3.0,M,m,Hthubkpyrsarhuymucaet,140964.0,3.0,8.0,354.0,R,,10.0,2684166.0
cdq6829,T,5.0,W,,Lirzeuedppzpywvcnwlsaoyrgmtdj,45826.0,4.0,28.0,673.0,O,Spansion,0.0,2416830.0
Ysf6830,u,2.0,D,x,Qytisfsvodefjqo,36319.0,4.0,57.0,378.0,U,Inergy Holdings,4.0,870400.0
Feu6831,Z,3.0,M,,Ubhuzcokqylcktxdssqupw,440940.0,0.0,97.0,646.0,R,Sempra Energy,2.0,3190864.0
IQU6832,,4.0,U,,Oxwmj,486614.0,0.0,72.0,452.0,O,RPM International,2.0,326820.0
MVD6833,m,3.0,S,m,AVMDXMEIYSVXEBMOHKSBNGTZBQY,201420.0,1.0,50.0,369.0,O,,8.0,2680286.0
Mmq6834,,3.0,M,m,xangeyt,28084.0,3.0,68.0,663.0,O,Hanover Insurance Group,9.0,166271.0
Xbl6835,,,W,m,Icywfqkvjsrjggdnanpfa,15195.0,4.0,81.0,719.0,O,Las Vegas Sands,4.0,1086768.0
aii6836,,2.0,S,M,MPWPYARQRJYQ,63771.0,0.0,63.0,561.0,O,Annaly Capital Management,5.0,
VZH6837,e,4.0,S,,Znnijgpjfolhpufcbjkigvvpmsxqtd,484801.0,5.0,44.0,584.0,U,Plains All American Pipeline,1.0,33298.0
jiw6838,M,5.0,S,M,cttmwagbdkkmpuinvptflzkaf,338162.0,0.0,19.0,530.0,R,Liz Claiborne,2.0,1145202.0
Gwc6839,r,5.0,M,,Hzfosspbdlbjsghpkno,149429.0,4.0,25.0,792.0,O,Boise,8.0,2845604.0
Dqs6840,X,4.0,M,m,Bomueoticedpweprbdavowwjbpdg,314929.0,0.0,77.0,442.0,U,Wyndham Worldwide,9.0,3228408.0
Drr6841,,1.0,U,,ZRDZSGCKAETYQHPEPLNBQ,450425.0,4.0,21.0,495.0,U,Delphi,5.0,2122258.0
Wmb6842,A,0.0,M,f,Wtcviciljgenqje,27263.0,,100.0,373.0,U,WGL Holdings,5.0,
Pwk6843,,0.0,M,M,GQWXXZOMR,77662.0,0.0,37.0,758.0,R,Lockheed Martin,1.0,3700171.0
Gkl6844,T,2.0,U,,Cbkwhpuwxsfibpjf,108337.0,3.0,21.0,441.0,O,Newmont Mining,8.0,3668604.0
Zwn6845,,0.0,M,,GHIFVE,237116.0,5.0,33.0,830.0,,Hertz Global Holdings,0.0,964306.0
QCE6846,G,5.0,D,,hhalnhdiaavpcytpllxpuijvo,331631.0,4.0,,437.0,O,PPL,5.0,2264126.0
lqs6847,,0.0,M,,Omptq,456577.0,4.0,72.0,645.0,O,Tenneco,6.0,470427.0
Zwd6848,n,0.0,S,F,Ytcqctphpldhjwzpwdjmtheorxcp,325930.0,1.0,66.0,843.0,U,Reliant Energy,0.0,2356220.0
tno6849,,0.0,S,,GUJNUMGSTDAVJTSKQTCKWUP,174452.0,2.0,83.0,830.0,O,Chiquita Brands International,4.0,1865469.0
khu6850,j,,S,,Tigrhbgknrll,117727.0,4.0,5.0,754.0,R,Covance,2.0,3001773.0
Yzw6851,x,2.0,M,f,Cfervnwatzjtaqkndeqmns,384913.0,0.0,55.0,650.0,O,Valspar,9.0,1802267.0
Fmx6852,,5.0,U,f,EUIXTJIQKKIWWRGGMDEHOHMF,147765.0,5.0,,328.0,R,CBS,2.0,1836902.0
mad6853,Q,5.0,D,,KQRYEKIOJDOFFVSQGQU,40944.0,3.0,,542.0,U,M&T Bank Corp.,10.0,433485.0
eak6854,,5.0,,F,VHWXKKNUM,138293.0,3.0,61.0,752.0,U,Oshkosh,1.0,1690599.0
LNP6855,,1.0,M,,OLJNZF,75661.0,1.0,59.0,584.0,O,VF,7.0,2439826.0
xru6856,N,1.0,M,,RTENPILFGLBKZFUPGUXH,10242.0,4.0,,449.0,R,,7.0,308179.0
Ujo6857,,2.0,M,f,tehrtwvcozjiszrggzj,325116.0,1.0,,,U,CH2M Hill,5.0,
rvc6858,k,,U,,TJISZCKNBUEYVOAC,16211.0,5.0,92.0,576.0,R,CB Richard Ellis Group,9.0,1138608.0
Qod6859,,3.0,U,f,afucwp,303523.0,3.0,,824.0,O,Invacare,1.0,
PNS6860,,0.0,W,,LOFVAPUBKCBXYG,131798.0,1.0,21.0,777.0,O,Medical Mutual of Ohio,6.0,3092690.0
RNA6861,y,5.0,,M,TYXNPWDXUISD,,5.0,32.0,,O,Chevron,6.0,101919.0
LWQ6862,R,4.0,M,,Forron,493902.0,1.0,,311.0,O,Weis Markets,3.0,1420635.0
Ylm6863,q,1.0,M,,xxzysowegfgplvmmxpwfjtjnse,370346.0,3.0,94.0,425.0,O,Tenet Healthcare,9.0,318117.0
Ajx6864,,0.0,U,,Svnngjxdqmyuczp,9086.0,0.0,60.0,809.0,O,Bank of America Corp.,7.0,208601.0
gem6865,B,5.0,M,m,FXYKYYTUENVSZWHI,,3.0,83.0,,U,SanDisk,7.0,1783090.0
mfw6866,,0.0,U,M,Weyuelpwwaoaswljxlgmggpqdgu,122883.0,5.0,86.0,604.0,O,Dean Foods,3.0,316680.0
avd6867,,1.0,W,f,Hyghvneamfqzrqjkpzeg,194485.0,0.0,5.0,566.0,O,Equifax,3.0,718740.0
OLS6868,,2.0,D,f,MWWRMNGNCKQPPKGNPQFMDA,5108.0,3.0,73.0,318.0,O,Harris,3.0,2439678.0
Rkn6869,,2.0,W,f,GAIWWRCJTIZWGYSEDFMLIMTCE,119964.0,2.0,76.0,453.0,O,Leggett & Platt,1.0,469619.0
num6870,v,2.0,M,M,Agcaabxdufrlqatubqrscbaqhclv,283734.0,4.0,91.0,,O,Clorox,,309786.0
Mpf6871,V,2.0,S,,meiwxwtlmjdumhsmdwjtjgrtnrn,305227.0,5.0,9.0,361.0,O,MPS Group,5.0,1073800.0
ljc6872,b,0.0,M,,Lrxhdwlzc,101333.0,3.0,54.0,308.0,O,Xilinx,6.0,3388326.0
txo6873,d,2.0,M,,pysgrxosm,411731.0,3.0,45.0,318.0,O,Pride International,3.0,1116300.0
Hux6874,,1.0,M,,JPXVMMGXFKRCIFCBUCMLWJX,201724.0,5.0,,797.0,O,Men's Wearhouse,2.0,1908886.0
FUD6875,,5.0,S,,Crpcginn,425312.0,5.0,8.0,439.0,O,Total System Services,6.0,
KTH6876,C,4.0,S,,Bolmxt,130754.0,5.0,54.0,782.0,O,Sherwin-Williams,3.0,1952661.0
Ily6877,,5.0,S,f,iejdfg,305310.0,4.0,31.0,,R,Spectra Energy,0.0,3523918.0
Apx6878,,4.0,,,NIMJCBNKQZMYTRA,5577.0,2.0,,817.0,R,Fidelity National Information,2.0,618414.0
Lev6879,M,4.0,M,,LLPVXQOXTDUG,369382.0,0.0,55.0,364.0,R,General Growth Properties,2.0,1942368.0
Nrs6880,,3.0,,,Xlogoeqknkjseste,191245.0,1.0,10.0,529.0,O,,9.0,1653707.0
Hxl6881,,3.0,W,F,Iqodyifraw,377875.0,1.0,,652.0,O,AmerisourceBergen,9.0,2777420.0
emm6882,J,1.0,D,,RCEAGHCDNZDUXUQKXY,51999.0,4.0,25.0,306.0,O,United Parcel Service,4.0,
npd6883,,2.0,U,,Aqkwokshvrabjaqzxtuctwuhtqd,252483.0,5.0,11.0,788.0,O,Quiksilver,9.0,264040.0
VLT6884,w,0.0,M,,Jzcimepdqhrmfpbsjhgygkkgz,246327.0,2.0,81.0,310.0,O,Harsco,2.0,1383026.0
Tgc6885,,4.0,D,F,Tnjorbhtomupbznuav,222552.0,3.0,43.0,451.0,U,Mueller Industries,7.0,176915.0
JZK6886,,3.0,S,,Yybhpcyuloighkrv,150558.0,2.0,10.0,457.0,O,Northrop Grumman,10.0,538437.0
DYL6887,V,1.0,W,x,Pypppbigcmkaahbkkokvjch,23326.0,5.0,36.0,,O,Kraft Foods,6.0,3913415.0
WIE6888,,5.0,S,M,Bgiictvgzqz,399734.0,5.0,36.0,606.0,,Fifth Third Bancorp,10.0,3549944.0
Lal6889,,1.0,M,,ovkfnwhozb,132673.0,3.0,82.0,786.0,O,Xerox,2.0,954944.0
Vkj6890,,0.0,S,,pkbghedkuqiggapnljxhec,392504.0,5.0,20.0,810.0,,Ryder System,9.0,3937245.0
faw6891,S,5.0,M,m,Jdcsnlbsw,230047.0,3.0,36.0,799.0,O,Southwest Airlines,8.0,761403.0
Xjk6892,,1.0,M,F,xxgrbhxe,297993.0,1.0,46.0,641.0,O,Juniper Networks,1.0,559145.0
kmf6893,,5.0,M,,oeubxaqprowgxvjreffaoodrxfhcqk,209026.0,5.0,93.0,761.0,O,Praxair,0.0,730025.0
Heq6894,u,2.0,U,,CACENEQZYWKEBMLZQOZMG,262509.0,5.0,,359.0,O,,0.0,3978838.0
Iqk6895,I,0.0,M,m,caowkedbcfjnt,127277.0,3.0,8.0,620.0,O,Alaska Air Group,4.0,3992315.0
tgx6896,F,1.0,M,,FUQPFSCMIBOMRU,257045.0,4.0,52.0,389.0,O,HealthSpring,,2815926.0
Idy6897,g,5.0,S,F,QQFDBATZO,,3.0,7.0,501.0,O,New York Times,5.0,2740299.0
YAS6898,,5.0,U,m,Bvswnfiniswzzbjgjfp,432047.0,,1.0,711.0,U,Domtar,6.0,874102.0
RFH6899,D,0.0,M,m,fqsdvmoyzoxcxt,292228.0,3.0,82.0,625.0,O,American National Insurance,7.0,
CVI6900,M,4.0,D,,Aadaeuflzukweu,103708.0,3.0,59.0,716.0,U,Auto-Owners Insurance,7.0,1164761.0
Ysh6901,p,3.0,S,,Qvpuincrtmrfbp,9205.0,2.0,3.0,559.0,O,American Eagle Outfitters,0.0,2081934.0
kfo6902,P,5.0,M,m,qwsfb,362176.0,4.0,86.0,768.0,O,Medco Health Solutions,10.0,3872836.0
Dig6903,,0.0,M,f,imnjiceybxzkenmukmhiwasadwmlef,171685.0,2.0,38.0,848.0,R,Edison International,1.0,3705548.0
Quy6904,,1.0,M,,Etiyqrokhruwkfbpi,393424.0,4.0,52.0,580.0,O,Rock-Tenn,5.0,1789836.0
Wrt6905,,3.0,U,m,Aotffjnnveylgfkcckaajyja,422156.0,1.0,12.0,491.0,R,Massey Energy,0.0,2926290.0
Dcg6906,,0.0,S,,HYIPZAVAQMGRRIHMPBAN,315451.0,4.0,7.0,313.0,R,LandAmerica Financial Group,7.0,3241399.0
Ekp6907,,3.0,,f,Euarc,244650.0,1.0,47.0,630.0,O,Knight,8.0,3716876.0
DDD6908,F,4.0,M,,Recrcldu,358163.0,2.0,84.0,572.0,O,Publix Super Markets,6.0,2974535.0
gsl6909,,4.0,U,m,icxkfhwxnxnisnmzms,421383.0,2.0,3.0,606.0,O,Buckeye GP Holdings,6.0,674410.0
Cwk6910,d,4.0,M,M,RROMQ,208123.0,4.0,36.0,788.0,O,Health Net,5.0,3792806.0
Crt6911,y,4.0,S,f,QLGSDKBSSHSVYXLYDEPMHXJMDA,37951.0,5.0,1.0,752.0,U,Capital One Financial,4.0,3220372.0
upg6912,,0.0,S,m,Yfrpaipnlwpqtjt,,5.0,25.0,645.0,O,Xcel Energy,1.0,2213758.0
Tdl6913,,0.0,M,,ubqlkiteobrcorqdalywxqhely,361728.0,1.0,,791.0,R,Knight,6.0,3914486.0
Jrs6914,,2.0,U,,Eulfujnhjt,499991.0,3.0,63.0,445.0,O,Sigma-Aldrich,6.0,2329582.0
XTF6915,d,4.0,S,F,MMAKJWAJRTJRPQEOWSTVOEVKLWMYI,412530.0,0.0,79.0,384.0,O,NSTAR,6.0,1837329.0
Dzf6916,,5.0,W,,TFYEUOGQCBMOSTSNAZDKCKDXMQC,48624.0,2.0,80.0,748.0,O,O'Reilly Automotive,10.0,718732.0
Ikc6917,J,3.0,M,A,Nyvoleoluhiydqoomrnvbrror,266455.0,0.0,12.0,554.0,U,Borders Group,4.0,3424189.0
fus6918,A,3.0,U,,Tuwqnamxrddnqxcjqi,416679.0,3.0,10.0,736.0,R,OM Group,9.0,789417.0
lsa6919,,4.0,M,,coldtdldbhybbrqqqyctszes,456378.0,3.0,88.0,751.0,O,Dynegy,1.0,3247248.0
Lpq6920,,1.0,M,,YJKHGODBTINXC,34382.0,1.0,67.0,534.0,O,Campbell Soup,0.0,2636270.0
Mef6921,,4.0,W,,MSVHNKGXHUVVUHHDMSVXFMILU,128294.0,0.0,96.0,694.0,O,Owens-Illinois,10.0,1142648.0
Jst6922,Z,5.0,S,,Dhjdzcvfgwrokrnpkcwbdjvn,71749.0,3.0,6.0,388.0,O,Visa,10.0,3812838.0
aqc6923,,5.0,S,,yixgptvwpgmhaca,97475.0,1.0,86.0,841.0,R,Alliant Techsystems,2.0,288313.0
Kne6924,,0.0,U,,NEUSYDEVECZH,354814.0,4.0,,815.0,O,Yahoo,9.0,616961.0
USO6925,,1.0,M,F,Pnicvabwrafqnweumhfkujlktd,60802.0,2.0,34.0,815.0,O,Walgreen,6.0,3815077.0
hrd6926,K,2.0,D,,VVERHQBD,198019.0,,19.0,719.0,O,Amgen,6.0,2901452.0
hee6927,,3.0,U,,aiymxfxwhdpjjc,28277.0,4.0,33.0,707.0,O,DRS Technologies,,3823034.0
FFK6928,,3.0,M,F,Bttvfpmm,155006.0,4.0,32.0,448.0,O,Viacom,3.0,2540620.0
Mnu6929,v,5.0,U,f,ELRNVICUZIINMBTPLDRU,376070.0,4.0,55.0,721.0,U,Martin Marietta Materials,7.0,3955246.0
Rxx6930,,0.0,M,,Yhcjjr,46211.0,3.0,58.0,411.0,O,Nalco Holding,2.0,2116308.0
ras6931,z,5.0,D,,Lxjqfqdqakdjcjlrjxptmwvczogt,113693.0,1.0,75.0,738.0,R,AnnTaylor Stores,2.0,765896.0
JFG6932,i,3.0,,,Cgjtrrokxmycbm,,,68.0,643.0,,Helmerich & Payne,7.0,2610758.0
Xie6933,,5.0,M,,Ahtkxlecdjsttur,180091.0,1.0,28.0,531.0,R,Unified Grocers,4.0,1337471.0
UQX6934,,4.0,D,,djmstu,470145.0,0.0,38.0,742.0,O,Trinity Industries,4.0,1521292.0
ibu6935,,5.0,D,f,Osrvjuzcpsepujmihfffbdj,426663.0,4.0,40.0,705.0,O,,8.0,2725331.0
wmb6936,,2.0,S,m,PEKKSTIJYCOFXQB,207234.0,5.0,78.0,491.0,O,Graphic Packaging Holding,4.0,1773937.0
sig6937,B,4.0,S,,Nxtpoehezaarcqxptj,30262.0,1.0,20.0,629.0,O,Stryker,9.0,231977.0
Ffo6938,,,M,,Asskxcqekhaizxvfkkahqoax,135432.0,2.0,81.0,396.0,U,Delphi,0.0,104885.0
qdk6939,P,3.0,W,,Hnkjzcgp,50974.0,4.0,66.0,594.0,R,Alliance One International,9.0,3577724.0
EPZ6940,,1.0,U,,Cefaqtqfqcnyaedcpbpga,140634.0,3.0,38.0,672.0,R,,1.0,2184591.0
xxo6941,,3.0,S,,UNAVUTVWHPYTJFUEUACGYFLATPAE,370316.0,5.0,90.0,535.0,O,MetroPCS Communications,9.0,1962593.0
fdy6942,,2.0,M,,Ewkrs,467005.0,0.0,28.0,781.0,O,Teleflex,0.0,1030333.0
Qxm6943,T,2.0,D,F,jvrfmpzpgmyzqsopxezl,48073.0,5.0,47.0,748.0,R,,3.0,48753.0
Fqu6944,,5.0,S,,Yuvhykhcuiwsdjvcbiqvaod,416969.0,2.0,,411.0,R,HealthSpring,7.0,1984848.0
Pov6945,,5.0,S,,DLQRIGTVIBFLQMWQTSHHFYT,208983.0,2.0,7.0,652.0,O,Bon-Ton Stores,7.0,3575457.0
Rkc6946,,0.0,D,M,fottgxaaphhhmjgpytoqod,113821.0,4.0,38.0,387.0,O,NiSource,,482607.0
CUM6947,h,4.0,M,,mogoqgddruajyivofmrfb,16092.0,3.0,67.0,814.0,O,SLM,7.0,1250442.0
Qwv6948,,4.0,U,,GBQUUNUDVBTYNOAQMRPUCOHXV,467894.0,1.0,91.0,420.0,O,Hartford Financial Services,5.0,323239.0
WTC6949,,4.0,D,,Meoizeikrmcaozniiqhne,72175.0,4.0,61.0,473.0,R,Abbott Laboratories,0.0,2406897.0
XJA6950,,5.0,M,,ESWWHRQQIHCDBL,463101.0,2.0,77.0,578.0,O,Fannie Mae,7.0,3323503.0
Vws6951,G,3.0,M,,ASMBWGSJJ,418312.0,2.0,93.0,527.0,,Spectra Energy,2.0,3765194.0
MCH6952,k,4.0,M,f,jjogwkauhtulxaruyevksgfhpyin,198966.0,4.0,0.0,421.0,O,Constellation Brands,5.0,2638366.0
KNU6953,,2.0,D,,Ylggtjwfqcxk,348927.0,4.0,55.0,599.0,O,R.R. Donnelley & Sons,4.0,1943684.0
PKT6954,,2.0,U,,Umvzn,,4.0,31.0,,O,Whirlpool,6.0,2442101.0
Tyg6955,,,M,,rmxaemctcuxbzqfvvwdmij,250157.0,4.0,79.0,657.0,,IMS Health,0.0,1816420.0
Yic6956,C,2.0,S,f,Afvdsskejmzcegfgejjonh,173334.0,5.0,23.0,470.0,O,ITT,9.0,1226867.0
jsh6957,,5.0,M,,BOUTIKX,,3.0,50.0,830.0,R,CF Industries Holdings,10.0,1069873.0
xdi6958,Q,2.0,U,m,jafsrxchagpqllbgnbsvdrr,111806.0,0.0,45.0,412.0,O,Wendy's/Arby's Group,1.0,216260.0
Wqt6959,,2.0,S,m,Wukkisyxwaprwcpanbpjgy,393259.0,2.0,100.0,685.0,,Atmos Energy,1.0,2090349.0
Ifg6960,,3.0,W,,kumnxvnydprfkchgwir,115686.0,5.0,52.0,500.0,O,Darden Restaurants,0.0,3320253.0
Khw6961,R,5.0,U,,Ylmfxkqcczaomv,347602.0,3.0,87.0,784.0,O,FMC Technologies,10.0,3512378.0
Msf6962,T,2.0,,,IDTJZBFPMQKIXXAATZL,7364.0,1.0,81.0,737.0,R,Darden Restaurants,3.0,905135.0
Sdf6963,,2.0,M,,Vpdgxwsuofbcc,482695.0,5.0,59.0,380.0,R,Enbridge Energy Partners,4.0,1941058.0
bmo6964,,2.0,,,Grtqfswch,200858.0,4.0,26.0,497.0,O,Molex,1.0,3530821.0
Afx6965,T,0.0,W,,tiitefmbptvbfrtleapmtbfmpkkcco,129419.0,,86.0,631.0,O,Kimberly-Clark,,3166731.0
MCJ6966,g,0.0,,F,Xflflaavtdryujxsmm,480171.0,1.0,80.0,360.0,O,,8.0,735551.0
Ued6967,W,0.0,S,,fgonshimimvcgohemdbxhbqttkmd,361126.0,0.0,6.0,797.0,O,O'Reilly Automotive,,3099840.0
Gfl6968,r,0.0,M,F,VFLABNLFLNQVKYKSD,148738.0,2.0,21.0,558.0,O,Western Digital,3.0,2463515.0
eio6969,,2.0,M,m,AIGCSFFOIPTGJF,240269.0,5.0,89.0,483.0,O,Holly,1.0,1998903.0
pgz6970,,0.0,M,,Dhnsfetubptgwhkaacudylvbjp,77744.0,5.0,2.0,321.0,U,Omnicare,1.0,3337367.0
Lim6971,W,4.0,M,f,BAAVEIWEWFWACFGTCJFBBCMU,380806.0,0.0,76.0,674.0,O,Trinity Industries,1.0,385153.0
Hqu6972,,4.0,D,,HFQPNSQIXEYAQQBTTWJEUWLVDWLGA,16594.0,2.0,6.0,414.0,O,A.O. Smith,4.0,1521867.0
PEL6973,,4.0,S,,JSZMWUXFYSFQEODU,215085.0,4.0,100.0,792.0,O,H&R Block,5.0,3933455.0
Etv6974,z,4.0,W,f,Livdpug,,1.0,88.0,393.0,O,Boyd Gaming,7.0,1786928.0
grs6975,J,3.0,S,f,HISSMWDXBYPUEH,455911.0,1.0,64.0,488.0,R,Amphenol,3.0,3885193.0
QDJ6976,E,0.0,D,,MHXWISBCJSLAXSQKDUUHKUVJ,179667.0,0.0,2.0,779.0,O,Newell Rubbermaid,9.0,1949055.0
fxr6977,,5.0,M,,Uobzvnipagibm,379492.0,3.0,33.0,535.0,O,Apple,2.0,3044238.0
tgx6978,,3.0,D,M,NIOUZKUOLAKWKQZSOSMITVXV,50397.0,0.0,74.0,,O,Schering-Plough,6.0,627763.0
Voz6979,J,5.0,M,,acakifqogfzjcpucpmguoxdmtl,144461.0,,18.0,711.0,O,BMC Software,8.0,1059497.0
Gpf6980,C,0.0,,m,CNQSREEC,98283.0,5.0,64.0,418.0,O,EMC,10.0,3914203.0
Erf6981,,0.0,U,F,Yqpylftpjqwthhglqlsvyqpx,114500.0,2.0,60.0,327.0,O,Crown Holdings,5.0,442154.0
Ven6982,,2.0,S,,Vuxfzhenqwwkqyzzmnkkylxv,494208.0,3.0,18.0,664.0,O,Applied Materials,10.0,2122983.0
Csn6983,,5.0,W,,Mkastmbituzjjbdypqkfusehdf,455509.0,4.0,56.0,381.0,U,Gannett,9.0,2165682.0
Qnn6984,K,2.0,M,f,Xsgxwuojt,267209.0,3.0,41.0,565.0,R,Eastman Kodak,7.0,1823977.0
nco6985,W,2.0,U,f,SSHZMLK,340024.0,4.0,88.0,674.0,R,Philip Morris International,8.0,2792287.0
Mbt6986,U,5.0,M,F,Sgmdoxntkpeqydiwmasfmtespspko,271646.0,0.0,12.0,468.0,R,Legg Mason,,2023087.0
OAC6987,r,4.0,M,,CSQJGWAPUHWEZJKCX,101452.0,0.0,17.0,380.0,R,,0.0,2685685.0
Cfm6988,h,2.0,U,f,nptlodjjyxuhcfwpm,61247.0,5.0,14.0,433.0,O,Hubbell,10.0,2042413.0
Eqd6989,Z,2.0,M,f,ihhcdstwkukphrjwvtpljkglcqwbqk,474501.0,4.0,23.0,732.0,O,Bank of America Corp.,,2135228.0
EUV6990,x,0.0,M,,Wxntsmczjdoqn,147074.0,3.0,6.0,749.0,O,Men's Wearhouse,9.0,1175276.0
Vmw6991,Q,4.0,M,,ipraubtlh,144854.0,4.0,98.0,599.0,O,Torchmark,5.0,
Cvm6992,N,2.0,U,f,Gycints,452589.0,1.0,85.0,346.0,O,Expeditors International,,1414595.0
Dti6993,,4.0,U,,Eochuiiqmk,221841.0,,5.0,560.0,O,Total System Services,9.0,2027905.0
Sre6994,,,M,M,lrexubghwdtrwpgudl,251649.0,4.0,16.0,710.0,U,Pulte Homes,9.0,2988464.0
Loe6995,,0.0,D,,HKURNJBOGRJHUFZMDENEXSFMNOO,20403.0,5.0,76.0,730.0,O,Eastman Chemical,10.0,557165.0
Ovo6996,t,4.0,M,,Gmofn,387880.0,0.0,18.0,523.0,U,Convergys,0.0,3073221.0
oyi6997,K,5.0,M,,Uqejwwljxjr,411056.0,1.0,37.0,555.0,R,Perot Systems,8.0,2572593.0
qpb6998,,4.0,M,,PVCPETRGU,,,59.0,478.0,O,Fiserv,4.0,3295125.0
FZC6999,x,0.0,U,M,Psihisospelleauwmntvyktstsucmn,,2.0,64.0,491.0,O,Lender Processing Services,8.0,3961429.0
cbb7000,W,5.0,M,,fnujmqekvnv,224337.0,4.0,61.0,462.0,,Oracle,7.0,106917.0
Afw7001,V,2.0,U,,Gzckrofaujxhovwfjoamg,14671.0,0.0,88.0,524.0,U,Sonoco Products,3.0,1840762.0
fnw7002,L,5.0,M,m,Ygpkecmdmoxacdfmusdmczjtujdp,124093.0,5.0,87.0,665.0,R,AMR,1.0,
Ojo7003,,2.0,M,M,Yooyxs,475839.0,4.0,90.0,312.0,O,DTE Energy,1.0,2386448.0
