gncd,ddrssln1,stt,mddlntl,ntwrth,mrtlstts,ncm,frstnm,nmbrchldrn,mplr,nmbrcrs,cntr,phn,g,crdtrtng,wnrrntflg,nmbrcrdtcrds
Bbw12515,Iithjffigkrrkjzyeldneihnvkgmadsxhtwtshqucftpukbsgvagugtgfhiwgeaemd,CO,,1220738.0,M,61501.0,CSYLBNPKDA,0.0,Nucor,0.0,Canada,1-380-042-5144,34.0,786.0,R,10.0
Lsq12516,vanwqcnqooebadnjfvgmomvtahumqleiljynnossyrtdevnftvwapdodxibsnxccqnbconu,IA,,227602.0,D,174483.0,Kzsmfn,2.0,Torchmark,2.0,United States of America,1-418-063-0769,93.0,511.0,U,0.0
bwc12517,Xjkiawmlvdwmfnoqbngvesgoistcnejchqkyanyrljqfdltzjfzwjfgrewjutaihimuhygqzrh,AR,o,1570909.0,S,421990.0,Vlgmiqw,3.0,SunTrust Banks,5.0,United States of America,1-986-530-8223,13.0,458.0,U,8.0
Fbn12518,Htiprqvwsmzkqdlnmmdzdmpqetnieldipykdjgyygomcckvykivicijdczenktxo,CA,p,3261890.0,D,255851.0,Nvgxycg,4.0,Leap Wireless International,4.0,United States of America,1-554-524-4186,13.0,628.0,U,6.0
Qme12519,Tephnxxbmlzgcvudmwllobqxutnaobaoplifecihwbotuvqvg,IA,G,2617995.0,D,331338.0,Uzmpbwrkgwzxjacgsgyixio,1.0,R.H. Donnelley,0.0,,1-534-259-6548,27.0,804.0,O,10.0
wqv12520,Dbhkjzwarwgborqyywlrqblqsummcivtwprfqkqhxihqfjxrnfiwaum,SC,,2050516.0,W,481496.0,ekkglhetg,,Penn National Gaming,1.0,United States of America,1-370-627-7212,80.0,737.0,R,3.0
ACV12521,AOZJWEWBZDLZEKGRKMFCVEMXVTJTMQWVOJEETUZTGGUMBDYDKHOULKLVBDVCDDEOJF,ND,E,1397858.0,U,96414.0,Enngwcmjmcajowsh,1.0,Regal-Beloit,3.0,Canada,1-431-788-7495,30.0,600.0,O,8.0
Xaz12522,ABYRCSRZDBVRZMODT,OK,G,3898741.0,M,470266.0,Kjwvxnaoqscfnlgv,0.0,BE Aerospace,3.0,Canada,1-348-674-6627,72.0,594.0,U,4.0
Slh12523,Jfifjvgkwqdijkjrsafipdeqmgaodegxhwcwgufcjhuvmdikfsdarbsfrhlaasiiw,OH,A,225847.0,M,280395.0,ajnhzf,2.0,Vishay Intertechnology,4.0,United States of America,1-733-936-7500,39.0,365.0,R,6.0
jnr12524,kgtanwgpuphxibewofnaxnsxxaoizhjkkreupjchkdqupvocbxektobiz,OH,,2391953.0,M,42303.0,LWSCBC,1.0,Toll Brothers,4.0,United States of America,,4.0,,R,6.0
qvj12525,MBJXMTIOJNJIJQUHXVSEWXCJUQBOKSPHNIGMBZZEIVOACIFIZXNHIIVZ,ND,x,,M,431228.0,tkscqdzumsulsbfouyuogrehssb,3.0,,3.0,United States of America,1-140-017-6437,93.0,798.0,R,8.0
Dik12526,,NH,s,230782.0,M,353645.0,WPRHFMYAY,3.0,Coca-Cola Enterprises,4.0,United States of America,1-193-080-0972,1.0,819.0,R,3.0
Ape12527,Vjumbqlthnbjotnyugrfxzwzswfxojovkgsejibd,CO,,390480.0,D,19317.0,NAMCEVBHQU,5.0,Regis,5.0,United States of America,1-093-258-5951,40.0,839.0,O,2.0
Xgb12528,whctstzgltpyhiysiipeqapsibqaxdisjuexbnivag,Ontario,,1101594.0,M,61455.0,Acrdwfosbcxsvcqgfjdqobanchqba,,Pantry,3.0,United States of America,1-179-235-5487,1.0,510.0,,7.0
kvh12529,WUAOTQCVFOPLZZPLIPWWEJAXAIFITT,TN,,,M,114896.0,wiifyi,1.0,Warnaco Group,0.0,United States of America,1-575-385-0737,98.0,671.0,R,6.0
kku12530,FBRGZJB,ID,,934296.0,W,473766.0,ettqkwypepxnrxcxpvjiaobvrepfmr,0.0,American Financial Group,5.0,United States of America,1-010-111-4374,79.0,364.0,U,4.0
OPK12531,IMAGIYONDROMBTFHVXZILIZMGGMGGPVQMNCSIMYUZJKAR,Saskatchewan,,3637162.0,M,34056.0,qhqgogpxwqrrqpbtp,1.0,Sally Beauty Holdings,5.0,United States of America,1-575-206-4660,81.0,318.0,U,1.0
Szp12532,YDDLXSRKWIGWCLGRKLBYOCOOFMINKPCCSXTJCBJDEVEWDDAHOIFPJKPWNVLTGHH,FL,H,3030586.0,U,90972.0,oekftqcgplqaiist,4.0,TECO Energy,4.0,United States of America,,6.0,580.0,O,6.0
Mad12533,EKWPXGWRPSWHETCBHPSQGVXZSFNAFKYVIHVEVYWTJRAVKNPNCARWMDLVEIDIRRMVYQMHJCDFFNA,Prince Edward Island,y,1093828.0,U,448288.0,KRLFDLWFTPTFWH,4.0,Supervalu,5.0,United States of America,1-297-818-5943,33.0,434.0,O,1.0
Krb12534,Jiphpkwhwwintmfjwdxctcx,NV,G,2796235.0,U,75260.0,bssloslvh,3.0,Walt Disney,0.0,United States of America,1-803-488-9986,96.0,379.0,O,6.0
KOZ12535,,MO,U,2003365.0,M,341909.0,WXALRCPWMCDOFTLNUMWB,1.0,DST Systems,1.0,United States of America,1-272-099-8070,41.0,431.0,O,8.0
CRK12536,,MN,N,2700893.0,M,456108.0,QRONSXM,2.0,AmerisourceBergen,3.0,Canada,,93.0,691.0,U,9.0
Svm12537,Grdgbuwlzxeuls,TX,K,33134.0,S,229737.0,Fiuyxpvsyqqtsysxghvucptl,2.0,Comerica,0.0,Canada,1-550-948-9043,46.0,449.0,O,0.0
Ooc12538,Rjxhumxoummsfehinxydnsalgxxdruaqpttbnrpjvkrvsggwbilsuubpdcjztiivckftbkttpvo,MA,,3868119.0,,,rqinaxiqiqpqapxwy,3.0,Entergy,3.0,United States of America,1-614-303-6724,80.0,698.0,O,5.0
hdt12539,wspfglltwnmloddebxsivolvelcqiaw,DE,,2723792.0,D,349506.0,hwokrkfeecyrowcsejuoyeeczxyg,5.0,Saks,3.0,United States of America,1-131-405-0281,61.0,484.0,O,8.0
Boi12540,Sfgjvfnkqycxhktiltkwcbwfrjzylqilowgxrhddmpnmlbnjlspzdezsvffqcnmwcrageotqx,MO,,3635105.0,U,207655.0,xzhdfixpdznhgdawkucpa,2.0,Tenet Healthcare,4.0,United States of America,1-364-181-6394,27.0,596.0,,6.0
WYW12541,SLMDEYBQFFAM,WI,T,717095.0,U,17267.0,Patdcxdoghlu,0.0,Leggett & Platt,2.0,United States of America,1-965-202-5922,23.0,577.0,R,8.0
Esa12542,RQNVUBMPFXPOZZGBYOWYVBHQOVSYMPPJFUTGCJEIUXFEYVLDKGUVYVRARZXVHTGKJLUMKVHFYBE,CO,k,2084525.0,,288427.0,REOPYMVTZLXAAMVYEZMR,4.0,Noble Energy,4.0,United States of America,1-687-760-7376,56.0,690.0,O,8.0
dpl12543,CVCWNRYRVDPKDRSEAILX,Saskatchewan,r,2698363.0,U,121824.0,Xvmhjpz,,ITT,1.0,United States of America,1-368-745-6799,89.0,599.0,O,1.0
BHM12544,EUNFVCAIKLYLGVXWKXCFSNFDLEGVFQSGAKSJXQXYZGVVDJYLYURBDQLNAVOLDBRWIICDNV,KS,h,3529434.0,M,293039.0,IVWFFHKTCEQJJAFSXR,0.0,Raymond James Financial,3.0,United States of America,1-872-473-8530,63.0,316.0,O,0.0
jku12545,KZATQTGQJAMVPWMHRSEMZTPWMZBHWEMII,Saskatchewan,A,2779987.0,U,23229.0,OJVJMUCN,4.0,Forest Laboratories,3.0,United States of America,1-337-320-2588,27.0,320.0,O,5.0
YKB12546,bpgwcrtwcglxjtwwsfludmhpzodnpuktanwy,TN,,2096946.0,M,115051.0,bfpgezxuciobssmivuhxwsxtmkoech,2.0,Penn National Gaming,5.0,United States of America,1-704-546-5417,59.0,456.0,U,10.0
Ice12547,DSSSFAJYOISVUIGHDRDOGWOUQYDBJJKCBPHHICSUCHRFTJDKPYVAHWXTCEF,British Columbia,Q,2188192.0,U,64989.0,driaknhbxetxzhggsgejtvt,0.0,PPG Industries,3.0,Canada,1-328-196-0974,,481.0,O,3.0
fuw12548,LGVPETVFNKWWOSWZKLJEONXHYNLPEUWFBDOQU,AR,m,680319.0,U,262418.0,vgrwayhpfttwpnisytrrvrifxjp,2.0,A.O. Smith,4.0,Canada,1-270-805-4632,84.0,582.0,O,
Ogp12549,Tcdvwgyhoyne,AR,J,1344062.0,M,136172.0,Pyxld,3.0,3M,2.0,United States of America,1-280-816-4805,30.0,453.0,R,1.0
eok12550,sngnhjqjwwamoblisrzmjubqymcnwwjfhslx,CA,,,,240764.0,wowqtzcmzzdbdlneqfumliuivcs,5.0,Harman International Ind.,2.0,United States of America,1-982-768-5694,17.0,646.0,O,4.0
Rrb12551,Jtelvgxdafoorpvjfsvilufpvtmsowaevvblkplhalsunrjvtfpkpv,New Brunswick,g,3689334.0,M,173889.0,iievncaieoseubbcvxebh,5.0,National Life Group,,United States of America,1-103-192-7830,20.0,651.0,O,
ODX12552,QOPGQPPWZRZTHNAUFZVTZVDOIVBLTCNEMFLREUKPVVTTMQEVGXZOGC,OR,u,663420.0,M,237431.0,XSHOHCAQI,5.0,HealthSpring,5.0,United States of America,1-685-975-7924,76.0,333.0,O,2.0
yqg12553,uzctnwiaxinukuoovdpbfantblimvhgiavgbslp,KY,,3645026.0,U,222483.0,rhdgbyucwigux,1.0,Raymond James Financial,5.0,United States of America,1-387-567-9830,43.0,510.0,O,10.0
Rzg12554,YTPGMCZOUTTELWC,Quebec,,637399.0,M,363575.0,osekjdeuefubsfehbdkemaqbmvu,2.0,Buckeye GP Holdings,0.0,United States of America,1-587-845-4139,69.0,492.0,O,5.0
Kxu12555,DIFTLAQNCJQVSBQQURRFIRDN,Quebec,,3744513.0,M,,Dsddsegoncudplxqszkwbj,0.0,VWR Funding,1.0,United States of America,1-860-969-3607,64.0,453.0,O,5.0
mkg12556,Ifwboxexytarsqukdcpmiwfxcjecwzpczzp,AZ,p,3848272.0,M,196206.0,aqfyujpklqpzogipmuwnqtnvdxcy,3.0,Allegheny Energy,1.0,United States of America,,83.0,484.0,R,1.0
fuc12557,GGGXSEQBJUFXKCODJIJEAKTATULQQRWFKCZHPLK,OR,,922728.0,M,116233.0,ughgzmwhjmetmyfb,1.0,Sunrise Senior Living,5.0,United States of America,1-933-345-2566,41.0,413.0,O,9.0
Ocg12558,bvepcfrasykjzllbmkndbsggxqyistjmynfxe,WY,,3841021.0,M,267953.0,jibttziwzdiqf,3.0,Leggett & Platt,5.0,Canada,1-467-921-5407,68.0,471.0,O,1.0
Fen12559,Cvoighjg,Prince Edward Island,J,238188.0,M,393024.0,WXGIHA,3.0,General Dynamics,1.0,United States of America,1-961-606-6959,34.0,792.0,R,6.0
Cjv12560,kialrekuhcrgybawjenj,PA,,884907.0,M,194321.0,Fnbxrycutmgoaqytitfrswck,2.0,New York Life Insurance,3.0,,1-935-868-1362,45.0,541.0,R,9.0
xmz12561,,MD,,1215255.0,M,443012.0,Kfxuvcuuninovjgya,4.0,Cognizant Technology Solutions,3.0,United States of America,1-677-758-5460,87.0,765.0,O,0.0
Oky12562,uydrkhntuppxkwywulgnlomutdnrojhuybi,Manitoba,,3256683.0,D,6750.0,Rzmxltpiaikuvxpqadbepydja,3.0,Constellation Brands,4.0,United States of America,1-339-420-0168,13.0,822.0,O,4.0
Ink12563,Uaodghiyswiadgjkcdtrcsuznoxarlxveeglfpeojfxthslckjgsf,OK,I,3497183.0,M,173849.0,zdxrdogpd,4.0,PepsiCo,5.0,United States of America,1-069-509-5793,30.0,519.0,U,9.0
Lhu12564,Ivxcsyzglvoryb,Quebec,r,1940279.0,U,220663.0,Rroswqaolekqdhzkwlpaclbrphqok,,Landstar System,0.0,United States of America,1-616-110-0392,54.0,675.0,O,9.0
UPF12565,MFOBI,Saskatchewan,,1334267.0,U,333897.0,ardtghle,4.0,Con-way,1.0,Canada,1-171-308-3721,7.0,526.0,,4.0
Vpi12566,Mqwcplyzlyoapliakpyiinjvhgltodhusv,NJ,b,1283474.0,U,495261.0,uqoesaaifbwkwyv,2.0,Realogy,5.0,United States of America,1-781-083-5004,69.0,580.0,O,0.0
mks12567,NMDACDDPKXEOJ,Nova Scotia,,3171044.0,U,435356.0,DVONPWYYIDOMZOIMFCRDUPA,0.0,Coventry Health Care,1.0,United States of America,1-260-948-6361,35.0,,O,7.0
Gmk12568,,CT,j,2738348.0,M,37181.0,skuipvctigcmc,3.0,Mattel,4.0,United States of America,1-711-403-7256,97.0,434.0,R,1.0
pwy12569,Lxcoddordngcmhywdrrbcvggccbnpstznddcwsshdqprxdtxbxkvf,MD,,2910703.0,M,493106.0,PQSBGUBPE,2.0,AMR,1.0,United States of America,1-856-013-3004,3.0,639.0,,10.0
Srq12570,Sheogqvpduanvmrk,AK,,890057.0,M,351010.0,Demwzwrgcrctksqbigijkn,1.0,United Rentals,5.0,United States of America,1-709-196-2778,58.0,561.0,O,1.0
zdu12571,WNQLSBDKRUHGSZBOBFQJLYOQFMTXSU,DC,,2767971.0,M,85203.0,kpttaspoqcwqhxx,1.0,Best Buy,1.0,Canada,1-638-443-1241,24.0,,R,
Wor12572,Iexcugrsxvycmebggnhpgajmncconchso,Prince Edward Island,,2522336.0,W,229137.0,Vgjuuulymlctpblkzghindnjys,1.0,Del Monte Foods,1.0,Canada,,34.0,541.0,O,7.0
ZDH12573,Qqtrhbifoolfg,ID,,3187303.0,W,200050.0,Ruffpuwxa,5.0,American Express,0.0,,1-856-225-9774,67.0,,O,7.0
Hcv12574,Lxaeqljd,AR,,1559844.0,U,457321.0,lzgwrzdqabwkvoiejrhvdmsxz,2.0,Solutia,0.0,United States of America,1-601-381-6725,79.0,605.0,R,10.0
Lsl12575,Qwylvaxrhkbmaaexqcyiqiibyxloekbngpldmuuijiouof,AZ,F,3192558.0,S,190888.0,Skczdxjckfkxgpwzdedxp,4.0,American Financial Group,1.0,United States of America,1-441-614-1929,74.0,825.0,O,9.0
CXQ12576,wzikxhoctvevbtozyipfqumkmelhoqzkywiwupvcfyg,NJ,L,1048198.0,M,474457.0,Dfnoeermninmbatbsnipyf,1.0,Kinetic Concepts,2.0,United States of America,1-191-529-0727,3.0,694.0,R,4.0
Ckq12577,,OH,,1234705.0,S,459802.0,OUKJUKLTWAWXKWXKGRCWXGCW,3.0,Fidelity National Financial,3.0,United States of America,1-098-201-7686,81.0,459.0,O,5.0
LUB12578,Cxlvqvpziuwvmbrspntdicxdgjo,AK,T,3425721.0,M,67361.0,Rtihbcc,3.0,Integrys Energy Group,,Canada,1-986-127-4826,4.0,663.0,O,8.0
Gls12579,Odhtlerhnaiouow,NC,,2306517.0,S,101866.0,HJMRRTCBDLXVGAVERQSFD,5.0,Affinia Group Intermediate,3.0,United States of America,1-836-919-5452,33.0,690.0,O,4.0
Ucd12580,ayclvzoxahbraplmxwgnnoebygpiqilddfqvdiyaqngqdxkbptmbewcfwnzfi,VA,,3615643.0,U,208048.0,YALFFLGZFH,0.0,Unisys,3.0,,1-808-977-5202,49.0,526.0,O,5.0
Ydx12581,Skfjmopgfyizrpddmxcmsxvb,British Columbia,,1669939.0,,251378.0,EXULUBBPTT,,Lear,5.0,United States of America,1-984-443-7171,82.0,515.0,O,4.0
Oji12582,EHRRYIZMOBGCSMCLDFCSRESBYCGVKVOTDRKKPFOAOZTFJIQFBQUNICVFGKHSFTZCWFBUJ,FL,,3237041.0,D,108855.0,HJVSWFCNTBZBWNFYOXFBAWWJCRBL,2.0,Cablevision Systems,2.0,United States of America,1-724-782-2985,,,U,6.0
BLG12583,DKIITWPWVUOVOHOBVTNYVIMHNBJUXBLZIJLKXEMXGEHZULGDUTWQKZPKRDXSGOBDEARIJPPNGGWUV,AR,,2961346.0,S,357919.0,tnibkwth,5.0,Schering-Plough,1.0,United States of America,1-700-741-9921,62.0,337.0,R,6.0
srv12584,PXIJHTQEGRRPMACVJPUIJWFYCDOLOMHNHXPJYVFREKHCISDCFYQEVUNDZSZGXNHTXJSOBXTHM,PA,N,477384.0,M,329957.0,Ftiqiwwmov,3.0,Consolidated Edison,5.0,United States of America,1-422-378-0147,100.0,470.0,U,6.0
fhh12585,Rwemqorxcfikwleamthawfvfmwhwnrsaiogdrtlheojnoak,ME,,742273.0,M,412329.0,Xwueuezanbsaevtrvi,5.0,Jones Lang LaSalle,0.0,Canada,1-437-033-1468,79.0,711.0,O,4.0
lud12586,Rdhniptbqmgycbendagxhszkotmjgmrurtyyphghvakmxzmbvlpqgndea,ME,,473475.0,S,123143.0,CJBDHCHKH,,Valmont Industries,3.0,United States of America,1-335-490-9255,,434.0,O,4.0
Amv12587,Kkwablkqyppkkewltqcnngttwcegobhqzvyblflfkfnxtllfrqpwbqmzkjmcobqahysuprpqkrwpmq,DC,G,2373874.0,D,142525.0,MOUFNZSAXNIJ,5.0,Loews,0.0,United States of America,1-903-711-6957,35.0,475.0,O,0.0
Rae12588,Kprndbwrbwefutlnnxbkydmjfjfouwrcomewrqmctcffsexysxrsdxnrxlhqkqfzmmizcykrn,NH,l,865468.0,M,383708.0,OSZVVHIUXKUVFPQSOLAZFRNOUS,0.0,Raytheon,1.0,United States of America,1-814-916-9919,,366.0,U,9.0
Pls12589,Edizejohzrybmtrlyvrxd,MA,I,1599055.0,U,279533.0,HJBKGTIIMMUVETKIPSUVDDEOTSXIS,4.0,Paychex,1.0,United States of America,1-760-032-0096,21.0,717.0,O,1.0
Xhs12590,,NV,u,3368872.0,M,92425.0,Crmranshwalzuqyzbukravzovph,5.0,Thrivent Financial,0.0,Canada,1-434-440-0058,36.0,611.0,O,10.0
YPU12591,UIWSHAPHBKUHWSIZUVNVJTAWJJCLYOCVUBOH,WY,,3880160.0,M,356026.0,ypcgnbafmwt,2.0,Reliant Energy,2.0,United States of America,1-889-757-9923,98.0,504.0,R,0.0
AYD12592,Bkcdziriedjuqnkptbumlrfjnkxubftrtxtxcsojabgtwapeezwnwjpalpdgkwvocekn,ID,,3702688.0,W,380676.0,xpdfnsbjvcfpbo,1.0,Insight Enterprises,3.0,Canada,,33.0,,R,4.0
Hha12593,Tmuftgdiuzsxizoyvikhkjbng,British Columbia,F,380560.0,U,305934.0,UOEMDSSOHMO,5.0,Diebold,4.0,,1-931-234-7638,87.0,524.0,,7.0
CFK12594,cviyz,WA,,2491448.0,S,,dzhnmzlfgesooxehukt,5.0,Aventine Renewable Energy,5.0,United States of America,1-247-407-0004,86.0,660.0,R,1.0
Umi12595,kahgvgsaqxbddbpnpgzwkiddssrjdhhcuocfhounqovqoglgyhtspxfutpogv,OR,,,S,286868.0,iegqbznexodrxey,0.0,Eastman Kodak,3.0,United States of America,1-724-111-8054,22.0,714.0,O,0.0
Kar12596,Jpjblmelsoqvxphykuryqsthfwgpktxnbsnyurofguttwwzcyehcimisakbaaaexfnhbbm,NJ,,771824.0,W,214687.0,Tqpzrewverrtkglwjgfimxiukn,3.0,Sally Beauty Holdings,2.0,United States of America,1-999-209-4584,55.0,439.0,,7.0
VWW12597,lcbxcxmsccjkkekkncvbyrwqqnfxtzmhjvyipucsqtcgstc,SD,,596419.0,M,495690.0,Emksvmj,0.0,FPL Group,4.0,United States of America,1-921-385-1624,82.0,847.0,R,0.0
Gaq12598,HGCRDNM,UT,l,2550527.0,M,230961.0,znaiiiwsbjfwmv,2.0,NuStar Energy,3.0,United States of America,1-354-847-3192,91.0,782.0,O,
Dfy12599,Sgacdfyyifjwjiycj,Quebec,l,2556730.0,S,292276.0,Xcnjlqcgrocjrvztmjhxgmguoww,1.0,BearingPoint,0.0,United States of America,1-534-346-8980,12.0,,U,0.0
KQO12600,HCHMFBOBQSIJXJHNZBLNJTNPKMKFJOXVPXQYJTJMYXTUCKHXTISKQVKFAXPIHMCCK,TX,,3151534.0,M,20767.0,Ifwtm,0.0,Nucor,4.0,United States of America,1-102-001-6022,74.0,848.0,R,9.0
qyl12601,Gzkxcltqmgcviohatgxtb,Prince Edward Island,l,3534808.0,M,52871.0,Udwooluiuafne,,Juniper Networks,2.0,United States of America,1-277-881-4721,15.0,501.0,O,
Tnv12602,PASXXMELAEIMMUQIKYWMQGKMFBLKTOPGSVVBWHZNUIAEGCVUAAAH,KY,Y,1777378.0,D,77876.0,Mfvwjmh,2.0,Liberty Global,0.0,United States of America,1-792-725-8657,53.0,546.0,O,10.0
Ays12603,qlmmjihkszjwvntjcmkmcqjlrtzhzwucuvrqrstgsbpjwcluaxqueydsrvmcpddvzcmzkjrququqmo,AL,,1056588.0,M,,gzooxjkelijrlovys,,PNM Resources,2.0,Canada,1-162-144-6001,8.0,625.0,O,10.0
VEG12604,MWHTVFCMRLQTDWWSUJIVVJDUXHBETNZOIEUZLRLEPOOYAKZYY,WA,,2388554.0,U,315147.0,Smrubmmksemcgzxpyzjgzkeikjk,2.0,Shaw Group,3.0,United States of America,1-055-300-5019,34.0,498.0,O,3.0
GHO12605,VIGRD,RI,f,214901.0,U,274826.0,NBXCCG,1.0,Applied Materials,0.0,,1-176-507-8179,99.0,571.0,O,6.0
YBR12606,dbqzneexjlkfwtutyrdnvygsdyhszlzcwokggfikfswvjcohoizfmtnojqwfhbjiisofxh,Prince Edward Island,,1409447.0,S,343612.0,Uttlggmaswxloeqlwfop,1.0,Church & Dwight,5.0,United States of America,1-260-961-9336,1.0,581.0,O,9.0
Jtw12607,Jtofdxhlbfswguscxtqbxudrmxzyfnzeupwctehhavitbtpohrhgzjsakloomwojfxzkxaotey,NH,,2104652.0,M,59218.0,njppyvawiapeagirv,2.0,Amerco,3.0,United States of America,1-122-549-5637,43.0,381.0,O,
Gxg12608,Nebudlnukhsibjwpxwanvhodjewvvuhkeulmiazgufusverawukpllvhnnwltngghehbcpom,MO,,680511.0,U,228247.0,rkjxuxfdcusuxjaivwtksfivqjyecn,5.0,Graybar Electric,3.0,United States of America,1-741-476-5373,63.0,656.0,,8.0
Nbg12609,TWHNKUP,GA,f,2744187.0,M,440134.0,uuxihbsrcrirhwmsescip,0.0,Pacific Life,4.0,United States of America,1-696-139-0609,37.0,588.0,O,4.0
MPS12610,MFKEINXXQEMAMNDHMYRXBQKJFIFBYWINYPOHPJXFPWFPHHYSAGBWDEJCLOFKRS,Nova Scotia,,1549533.0,M,392044.0,HBLSQQG,2.0,Temple-Inland,1.0,United States of America,1-852-579-6556,81.0,726.0,O,2.0
Zjk12611,Eyupqxypvobmntfllgpbvghzrgvgcdpeurdjdwgnimkjqcbexbtehygxqxoqknclzpmq,AZ,K,1498341.0,M,436476.0,ONPNWGEAYJAUJXYQBW,2.0,Universal,1.0,United States of America,1-796-873-7488,99.0,569.0,U,5.0
VEL12612,MAMNEKSKCLAYKFAPHMPQBYSBHIEDZRWOQSVE,TN,h,1946343.0,W,436217.0,damttwthwn,2.0,Marriott International,0.0,United States of America,1-093-203-8629,61.0,582.0,O,10.0
Zuv12613,Umcttndnvmwihcy,LA,,2741737.0,W,133138.0,Ecmdkzyboqcxoqvuvgqxqxz,0.0,Corning,5.0,Canada,1-184-969-1729,62.0,782.0,O,7.0
QCU12614,Vgmxdwrmjkrmdfrvdnzdezlrcubgvojpdrvrinaspbt,NE,R,1840018.0,M,114222.0,Rvbxehvuqlpcfedj,1.0,Pentair,5.0,Canada,1-148-747-4407,,571.0,R,2.0
Uri12615,KTXVLLTAJREALVRKXXQSZBMEOMQBBTHXWPGZECIECDTZ,WY,,854252.0,M,10067.0,Qkxjqfluftzslbgoh,1.0,Lincoln National,5.0,United States of America,1-378-654-1218,76.0,453.0,O,3.0
Abq12616,GOVXSJWGXJUQOIMQBKXIVASVEPEBM,Alberta,,533211.0,U,374724.0,Jeddw,0.0,Capital One Financial,2.0,United States of America,1-198-133-7587,,534.0,O,5.0
yrj12617,TLHCLN,OH,,3323163.0,W,53909.0,DKKRPIRGXIIMKVULIWH,1.0,Buckeye GP Holdings,3.0,Canada,1-829-737-2683,39.0,800.0,R,0.0
Imf12618,vzffeqoastdkukesqijvcyyqmsoouvbrumpelawgbmdtzfpvciwbchlrycvaaslicsvmmodtpijebqjw,NE,,2931426.0,M,133126.0,irsadetmwanngaeqkz,0.0,Southwestern Energy,1.0,United States of America,1-254-390-9241,45.0,369.0,O,7.0
Jgh12619,GJMOEHUBQLGGWEPKLOD,WA,,3770282.0,M,469100.0,rvmrtkzvwii,0.0,Robert Half International,1.0,Canada,1-976-770-3245,44.0,645.0,O,8.0
mjb12620,Kegcqnej,MT,,3075381.0,M,473953.0,XGORJ,0.0,Devon Energy,2.0,United States of America,1-304-538-2815,23.0,801.0,O,5.0
qjn12621,wmhufnyirbxjozrjtithuvosggmwepjbeewdcmerymvf,WY,,,S,484921.0,Cttbbobezuillrmwmtlkoxxi,4.0,,2.0,United States of America,1-819-406-2196,82.0,512.0,O,10.0
Qhu12622,LXGQEQDKJKJCGIWVQSDKZKHVJHULYWDEWJHHQJOBXTYDPCNSLAGUI,UT,q,3102055.0,U,,AJFCFVJZFYUXWVVTVOZOPWCOJFOPP,5.0,AMC Entertainment,0.0,United States of America,,48.0,582.0,O,7.0
Lcx12623,Wghbzlohjlbtwsfhpaphbghvxcbknjiwwylgvztwfrbzdomrxq,NJ,E,3409322.0,M,234886.0,Wshmhyxbafcsck,1.0,Teradata,1.0,Canada,1-782-090-6397,50.0,539.0,O,4.0
Pjj12624,QVQEQCIGPWLAVXRLKVAFXTQZDSUXIZPOEYKENHVDFJWTTHVPVDXQAJAHFSCMIBOHEYGGV,MI,,2021753.0,U,85822.0,FTFEVFCIWXGYMTIESTHFX,1.0,Hewitt Associates,2.0,United States of America,1-977-711-4848,45.0,522.0,R,10.0
wka12625,xmptqlgnyzyumgmfrhngomvhixmqhrdzbomrvdtetpoveo,British Columbia,,769512.0,W,14742.0,Teibm,0.0,Medical Mutual of Ohio,4.0,United States of America,1-130-451-9030,53.0,392.0,O,10.0
wwp12626,Bmkumphplfhoxtunswqozqqugepyvcarfhuhxfzydsorpunhmwq,Quebec,,3223787.0,U,250402.0,wvccoaxluhxeqg,4.0,Belk,2.0,United States of America,1-583-419-3411,44.0,438.0,U,8.0
Itf12627,IQWTDKXEFFXRWBHJSMZVIHFEWSXFRCEUAOLRZMTHAIHDEROUA,KY,,,U,265027.0,Jiibgstcvgxgy,0.0,Equity Residential,5.0,United States of America,1-278-542-6457,66.0,488.0,O,0.0
wee12628,CRUWZNIPZXFPNCIINECUZDLTL,NV,,3976620.0,S,491967.0,PGJFCIXHNGEAOLAYOOGGC,0.0,Rite Aid,0.0,United States of America,1-168-427-1876,97.0,839.0,O,1.0
NGL12629,Dehgjjhffkphreypkepuvxlfekblrjsqhgjmlkacifwrccvpng,NH,m,1231877.0,M,493951.0,BOAPOTDANW,2.0,Genzyme,0.0,Canada,1-065-193-7202,69.0,807.0,R,2.0
Lua12630,,SC,O,1493572.0,S,256007.0,qkkoowpjljgs,,Sara Lee,2.0,United States of America,1-136-195-8513,,804.0,,5.0
Sze12631,gueqberbhhnzqqaklopcjnmemqjiljpaxcdqnivte,FL,H,2466177.0,S,266103.0,Xulyzhpnyjliavvalh,5.0,Bank of New York Mellon Corp.,1.0,United States of America,1-198-701-6944,61.0,557.0,O,5.0
Nei12632,CEBTAUSTCJVQHVNSQAJI,WI,,3498970.0,U,469778.0,pphiahyufxqnqprlhdlbgac,1.0,AFLAC,0.0,United States of America,,74.0,417.0,R,2.0
Jgy12633,opzfnbjbgqh,AZ,G,,D,227532.0,Fephxlggofpvxsdibipd,5.0,Retail Ventures,0.0,United States of America,1-233-212-3813,89.0,,O,1.0
Xip12634,AHJVUYBRCYLTMQICPNJOXDGSP,NJ,,3236911.0,U,88821.0,Tjqhkbud,1.0,Vanguard Health Systems,2.0,Canada,1-711-662-6937,75.0,344.0,R,8.0
