AgencyID,NetWorth,FirstName,MiddleInitial,CreditRating,LastName,NumberCars,Employer,Phone,City,AddressLine1,AddressLine2,Country,Age,MaritalStatus,Gender,PostalCode,State
CES8578,2613406.0,nsfzxfyocnkzu,,478.0,CESMIESWSPQUIAINWZWPTKK,4.0,Alliant Techsystems,1-395-821-5990,Philadelphia,SIISXIJSRWCQFGFVPQIGBRWHXEGUFWLDWOEAUTHCQAZJKETUVB,,United States of America,10.0,M,,LGCLSFKFPWG,WY
zkb8579,667919.0,Illshmzeovdfdukaaqyn,,549.0,zkbcownqzmlwpurgxzvgc,0.0,ScanSource,1-228-394-6933,Omaha,Saeavufrinpgfvfdvuosvnakwtiofhebvflrarnlwnmdup,Irvxylyxhuhcfipykzyrdefgpntvtrtnqxccnxzjitagtcmomunkpgsubuhuifuwqchakv,United States of America,100.0,D,m,Ttbvsjmac,KY
Geu8580,2164860.0,dktzfhcpggcniqbhsxjntpl,,,Geuijylvpqttneagyeq,3.0,Oshkosh,1-097-791-8686,Pittsburgh,opklrdjtievvhxxkqbcyglrvljxksmyhwkqetzqsoyimpjnjyvkzkfxvlsvze,IMQLQXPAWKJNRTKEHITBDHHNSIRRDWGOJEOBOCRKGAVVDBFCBSGEVOEOCDOZ,United States of America,35.0,S,,lbnavyplc,MT
PVX8581,2584624.0,YFWGUXVOPALIXBZFHKPFKTQXTBPSP,,305.0,PVXUVKFYMLAKDXTZ,2.0,Mylan,1-584-562-5576,Mobile,NAUBJKJKTVJUODBBHFGKWGPFZUUUWSEBEMCNRQJWDNNCICALDVFLLPL,IZEBGLEHFKQUVGYTAHLGHBAAVMCYTEBYAMEVVPRGDNHTJND,United States of America,9.0,M,,Rxgtglc,AL
BSK8582,,wquowyussqmgvsapruo,,390.0,BSKNQTMDPNH,2.0,FirstEnergy,1-665-493-9945,West Valley,Oqfjiiwbpewqdfkxnddfzxhkumkz,Fihwdqmwskixsaejliajinfemjkmphpidrbwgdcaotlpnbb,Canada,0.0,S,f,rdysaaxujqqz,WA
Ksg8583,2579454.0,Zaeaydkeeemlaurvzjnfkoblerrntt,m,559.0,Ksgxyjobnbwmpratrmv,3.0,Family Insurance Group,1-832-818-3226,Raleigh,xvdlddrjkqajucevdximeeeecwsdjlwefhosssmliknhyxroxrtffscjgadhmrhxjhlpvrukj,dwrtwtzzktqesuyca,United States of America,57.0,S,F,Zlqlv,SC
IXT8584,654997.0,ZLISWFLMKHKJTJGGD,,344.0,IXTRDFYHSXIGMFMNH,4.0,Rent A Center,1-538-883-9822,Hilo,SBHVBRILJPSOQODKRETKYJHMESLOUSQQRMCCASVJMZ,Ojfpmjrnwgeaindllgcngmuhmzrirknobhmwrwopoanxivmfsgkjlpqjhocndd,United States of America,26.0,M,m,Lrcohtimjohh,WY
CAT8585,1781704.0,PFUJLTLSDGSANPUMXZNQMPXGGMERTC,O,384.0,CATYFDBW,3.0,Alcoa,1-123-863-6561,Hull,Xlinjgbjyerzbrudnetdftdzbhbtiitgnjjjcfzusfd,Kntawiuwtxcobhgrtzenmjrkuxwlsyljhcbcbigsximrgrgbw,United States of America,100.0,S,,Yxijhqnnw,Newfoundland
GEI8586,828567.0,Cpoycuu,,627.0,GEIMFKALJELHXKUVPHLPJTB,5.0,Becton Dickinson,1-859-704-7095,San Antonio,amknocglbiyxfujossfintgszmrmvwnkwgfrizlmbcsumfsqosq,,Canada,59.0,M,F,Hrbumyy,MA
fzq8587,3549977.0,Ifvffbtxwyedgmigp,,416.0,fzqrjqrayfwanglfvjhzejfxgfbla,1.0,Humana,1-118-041-1022,Lowell,GGVOZMMQPOBKFJGZENPLQJETPL,Wmvxksimhprjdlzs,United States of America,48.0,M,,Dtkqffvif,WV
akp8588,1091038.0,Ehufgucptzaghfknueasvlyvwanq,k,731.0,akpvzmcoucgappgmlevl,5.0,Amerigroup,1-911-283-5224,Rancho Cucamonga,Odktavuhdggsgngcgvijoccfrvzhcvywerguddsenytwtdftadcstxedfiifnbh,Mxpishzhuspuednvreznflxhdxzzbtiyxlborbacaxursamtxvtnejcagessejja,United States of America,,U,M,Iujbtxlyo,UT
Gjy8589,3328839.0,Tuibynmuyfuvkbpkdhldahr,q,301.0,Gjykzcgwz,0.0,HCC Insurance Holdings,1-956-423-3956,Tallahassee,Jfghoscsbewmeyadzqwujthpsacviravxpivtbzlxmbqwfaiugjwzlwmmfxmqnvlrdrjrgzsosq,Dqfpniktjmssvqouhpyzxsilkcxqsjmeteazmbhacwbbxayiplrh,United States of America,81.0,U,f,SKLJQD,UT
VAM8590,3629267.0,Kfnfenfsplolswgjqqeyfhexysv,,634.0,VAMRMSWNYFMZNAD,4.0,Country Financial Services,1-079-929-7880,St. Paul,WMAHJZFFBUPXKUQCDZEKGGWWZTUXNDSQMBVCOJYRLDRNLBKVKKHJQKKHTITQQQFTIBYYRXNYJSS,Wcqqgzzjfysyqbgltdzzwjgdarmcjwnhukazmiepuyecshonpbbpm,United States of America,89.0,W,f,tlxqxiw,Alberta
vhi8591,641857.0,Uravvwpydxqm,,567.0,vhiigltnapqnmvdhtvavl,0.0,,1-081-075-8517,Albuquerque,Orpkytotjnplmlnjghlojxareahdhkgeazvvncjapyrfsaxoggqpzjraeoutcisofpyn,Eqljvgchpvdlwfzdpwvzlklxyywfsxrcsnvuyuvzpkfbjmkkhyvhjifkubgcajt,United States of America,2.0,M,m,KWNGI,NJ
FKP8592,,bltqcqbjmpuyhmsplrye,R,582.0,FKPCANNTJIJKQPNMEB,2.0,Levi Strauss,1-293-065-7270,Milwaukee,Wqpzyiafoxkkmromlydjqnukspljs,Fxawqibuiggvgbffmkaihhmngdixzgpaxmnvyffvgrnzmylfygdnoe,United States of America,44.0,S,,Mztahikdrx,KS
Nks8593,1261679.0,elcgrfhysc,,820.0,Nksikmdlxjqbpuyansjjor,0.0,Ecolab,1-829-178-3320,Whitehorse,Grphhmmujlvubvtrlfolqsheabpaszfj,knrvpucrbbbdelzecnjliqkljhzghsevsjlzeqlgjbkkwhrvyckbvtvihm,United States of America,62.0,D,m,cqubfw,CO
Tlb8594,1045427.0,CPNFOLEVVVXYYIUDKLJBEZFGVTXTB,I,575.0,Tlbcpbfbytbaekrguivdlmkrolmblu,5.0,HSN,1-370-287-6161,London,ghjyeciouhbtzvbobggovohmeiaakjwkcdwqjgzntylfcfjnnseycxilkkdqahcmribwrhtnrcicm,HMTRBPWHOMSFTHIFLAOATHJTGGRQZJLIWKOBERRSGDGTDZVCZEXETNYCULPQO,United States of America,90.0,M,m,Evnvdalyqoa,MO
JCP8595,275062.0,Egxrkiolomfdwegspgcetxjopnosv,,805.0,JCPJJNVDUTBCDLCAYNPLVAZ,2.0,NCR,1-091-183-4401,Oakland,ddbfongduyzncdibegglp,Melpwzbowqmkxhtljjktnyhdgsmgwb,United States of America,45.0,S,f,,TN
Ahl8596,423990.0,MTZLFYOWSCHRXLVQRZWOYUJPB,,708.0,Ahlqwxcuixjwxmynbspmaccew,3.0,Blockbuster,1-902-843-3273,Albuquerque,Fdfhgbbkfqblpndfvsotbdrjftbtlsiknqloqpchgdgnttvenlagcjmtosuswutlrgvxedsuadcypb,Juicxqfmqwbbm,United States of America,18.0,U,,Tradsmgp,VT
PMV8597,2825842.0,Gdinfbaspghpp,c,779.0,PMVVKSJGJGCEPVKAQOXSULTXZWM,4.0,Paychex,1-772-664-5060,Saint John,LMCUCPKDDQFVIZQSHTMQEQCJMMTBRACAQZGJJHDMWOIRSM,CUVWOLGHIDKTUZMLXLDKCFSJPKWPPSSDK,United States of America,46.0,U,M,GNIBLFLAR,Ontario
ZVV8598,3381734.0,vojochrppjgpci,L,305.0,ZVVVPIVOPUTOJBDKGSDIOCMJ,1.0,Applied Biosystems,1-827-201-3872,Denver,Davgiccmtloxjcvyyauxtkkf,Otqtpwcstaxwnkudozhxjzxxfiaoznjmohqosefjxbh,United States of America,49.0,M,,Isokpygsb,WY
xkt8599,,Aysdiadujjbhmtspcj,,315.0,xkttrimceayalpfahe,4.0,E*Trade Financial,1-869-489-2003,Evansville,EFNBOIJXSVT,Jtdfflvjmcjqviqzexpznbuvwlpngznolylisuuncvpipbmwbjbwfazdbflprqrpkoc,Canada,17.0,S,,Exabxmsvqyev,MS
Gpd8600,,AGWPZBVCTHDNCO,t,419.0,Gpdzxeut,3.0,MPS Group,1-833-360-5068,Winston-Salem,Sgqzyhtcmbvbajnmxtzfvdsedgpmcxrncqfnfictqibnhcaipbxpbittlknnevs,Clzpblfeiwtmzobfudixfodrblnhdnfsqwjvzcbhutnswqvoxe,United States of America,0.0,D,M,QUCJGDUFUBT,PA
Cac8601,369324.0,Bjwfmgrmhesukbtnjvzg,V,686.0,Cacxwojfxzbjgmwdmixdxl,4.0,,1-843-633-3031,Tulsa,ACPZCKZTNHBHPYADSQATCHISFJTIUJNPGCXXCKORFSMPHHCPOLMQFMZBDHQRSPMAUKEVFWQMJXTB,Hctobzhvwsnpnjuvtyuvcexufxadgbzpyhaxzbjmehcpmtxhsxookcy,United States of America,37.0,S,,XNUHLUMPS,WI
Hjv8602,3595684.0,EXHTXIHOXDSWMAIRMQRL,w,533.0,Hjvvwfxfmwafrpjejqeizfonysp,4.0,Northeast Utilities,1-497-428-5242,Lancaster,Lcifdtivbvvnitmnxrwrljejkmdvtkspctrtxtrqtwpfkjaapzsuzxoovibdvxyumykshovipmsvvps,Xwzikf,United States of America,53.0,M,M,nlyrncib,HI
BGT8603,2887362.0,PRUVTOKHCYHVEDZPCUHAQLBVOAXJ,s,471.0,BGTJKKBHWYOTPREYMR,3.0,New Jersey Resources,1-293-846-5212,Cincinnati,urpbnqdssqvafmi,Fatljegfadjdwsbufjhhlxaezurvtnccvwubpiutmel,,58.0,S,m,KOQSBJUS,British Columbia
bmy8604,2712723.0,UIKLNMG,,830.0,bmyunlqjwudbxdskdksujqjtgruvd,0.0,Family Insurance Group,1-842-210-6496,Calgary,wgaasrbezotgwhubbenoyo,Jtobeiguqzjnanvtqhouwtvemjaulppktw,United States of America,93.0,U,,Mqokpefrcii,CT
Fgi8605,481938.0,Febpgpvzm,U,316.0,Fgijn,1.0,Sprint Nextel,1-846-075-8286,Lansing,Hydwalpivtcjhcamdqs,NMVYQBTIKGONRW,United States of America,90.0,M,,DRJJKVDFTVT,NY
Gdm8606,51727.0,bxqojnjrqquulwbbge,,721.0,Gdmowrhyvkbskvkn,0.0,,1-602-995-8831,Yellow Knife,Mizkwmlkvigngsghyvqsyqojghrfigzaeglyfovejxzaazbjmbtc,Xbrszkwtzecxuirdarqjiqihrtw,United States of America,25.0,M,m,Zvpsibht,PA
Lcc8607,905678.0,Tmunfhoaoofewvqthbeluameygvg,O,805.0,Lccufnqjxmw,4.0,Pantry,1-812-512-5994,Providence,ITYPAC,QQSSNIHATDUERFZGROCXIPPYPPTMKBDOMROPAVMCHDYHKVN,Canada,75.0,W,m,lpnovywojj,OH
Tzv8608,3099198.0,YURJPNNYJKKXARFABOFPLMPMXUMQO,,468.0,Tzvkkruzfgjblombcpebvv,0.0,Apollo Group,1-321-001-2660,San Diego,BEJOJNWCFUTZYAKLIFFOZJVQXZFGDUCRZWDLEYBCLZFDMRUUPEUGUCRLKTLIBUMK,TIRXBRETQGLUGQRPWHHNCVYNYPIGOAIQK,Canada,29.0,U,,Zvigi,ND
Qrw8609,1286722.0,Erwsjzh,r,696.0,Qrwsphwewuwropvndpmugedur,3.0,,1-826-770-1095,Lubbock,Icjxksfaxllfkkjywgnicgnivtrjlxelpmtzativiullyfcb,TTGIGQDTZIMRQBVCVGQCBPYEWIOSTZSZOLRVEKPWCFAZJNRKEZOZZLKWLCGMLOLCEGLWBUBDIBTXT,Canada,34.0,U,,nlyshkkmvqan,NV
LIP8610,1751169.0,vdjsbraetfue,,631.0,LIPUJAUTABMVVEPLTJK,3.0,Target,1-873-041-5255,Chandler,UNVXRRIOWLADQCIQNXFLOLORVVXBJOP,OXXXBCFBEJSUYGTRRX,Canada,6.0,S,m,Zqwqu,NJ
Ppr8611,372631.0,WPBQLMKJVZNQ,,463.0,Pprmnidvapkkxemakghiaqhiis,3.0,Thor Industries,1-068-155-5393,Lakewood,Rshxlsbclfmuusiinzfulweywzatowssuvmuvclktuginvpqtetkwssfmgodr,RMGGCIAXSWQCHRDBHWMSOYXKBZAPQJAIFXSLKMYHSJJRSUKRLGHQZOFP,Canada,7.0,S,m,csykxrqa,NJ
uni8612,1710525.0,rqeaevsxvbvlh,,740.0,uniiuotqnvhdotdtsju,5.0,Terex,1-882-260-7195,Providence,Wxscwqtdvuxrq,Pkzajzniqkanhvhkvxakoccjabvdaslbxaltbylimlnmffvmxpneqbdiidsz,United States of America,9.0,W,F,YJOLLWVXGI,HI
Cpp8613,380664.0,HBDTKOGUVKWQORUFWTGLSMXJ,,627.0,Cppsw,3.0,Synnex,1-098-530-1114,Hilo,Rlzjumbbiaqaqhywjfbgezttenembwlxrtswbu,Btshfaulkyaexkstnvvmrzjjvjhvfhpzzxsxdfhfmonezknmyex,United States of America,67.0,M,m,Vdfdvc,WI
EKG8614,3917347.0,Iqyzqfkcdzuakd,N,667.0,EKGTHAMSHMBKSCCUTXNXOFYKJJ,1.0,Arch Coal,1-607-564-3039,Wilmington,Wsbogeykooahtpznky,Dcjpgubxlsxjknxpuottgnkwedsoplom,Canada,1.0,S,f,pggxjzgf,VT
Lyk8615,13701.0,FOFGUIEZUKUSXQWMHHDXWETXHD,,467.0,Lykxhuckcaodzdtyvoiuwgomq,3.0,AnnTaylor Stores,1-723-344-1106,Thousand Oaks,,Hpsvqiqqbweqydzevqzuuqnjttdoducwlmnkudwuw,,0.0,M,m,kwttu,Alberta
Ecf8616,,Nmukkluewwnfuwvcfysnemrkl,,510.0,Ecfsletrgasqlszejvkyuzusunm,2.0,ENSCO International,1-802-452-3334,Overland Park,Wpzbj,eqohsfyltlwnbknnqdhjcfhtvqnlqnbio,United States of America,28.0,M,m,rcjjmxviwjnu,NY
Ieg8617,1116236.0,srsjsrpwqrgu,,807.0,Iegvfutevnksoqfbkzbovht,1.0,Children's Place Retail Stores,1-202-386-1911,Mobile,Gahgnwfibmubqpj,Lhuiylhjpovtnsfpchqoizsnteligcxkgfyeznvoncfegtbxubtdohlujtraml,Canada,41.0,M,,Uymvw,MN
Ohh8618,466597.0,EQGTMHAFDQT,,482.0,Ohhlykmlzcjwtwdkhpiqgqh,3.0,McClatchy,1-542-478-4325,Bismarck,awlohfhezcznrogwgrpxlarxrz,Iujmmqynhlckfgwsyth,United States of America,30.0,S,A,Mimyduak,Quebec
Jah8619,3972709.0,gmjvplagsorsmamjkfcmponmfij,o,548.0,Jahlnex,4.0,Tractor Supply,,Honolulu,Acafshpir,RDYGGOHBEKPLBJCBUYJIEGPKUFIOYPLOREJAEBRCHZJTSGYEJXMNLNEFGUGNFIKTWMUVT,Canada,21.0,S,,,IL
MGK8620,2526150.0,Cvskfokpiljuetxm,B,742.0,MGKFOME,1.0,Flowserve,1-699-573-8968,El Monte,Avrahqflzygq,Cltdoxtnhjzqyrzzxhbvxxeuolvcicduioawjcklbmegxxdftcqcevhbqbuwyjwzjlfb,United States of America,59.0,M,f,Odfddkbkyorm,MA
odd8621,,eplhoixxgrncvoasrjfosni,,364.0,oddoxlebhzrxfoibcbxzixje,2.0,Automatic Data Processing,1-938-954-7452,Fresno,Jssapovuedhtpnsdtgwxuhlyletwxsbvbljiam,Eggqhecoij,United States of America,77.0,S,m,ZJVNHQTJ,WY
Rrd8622,685534.0,Jhxhlznwpkk,B,766.0,Rrdaqshvworazbvgewze,2.0,Spartan Stores,1-536-647-4535,Waco,rxyvhzldmoqsavhdhtnejohewrilveucgly,Qlsimfwnevhhvzepvkcgzqyskebrpiawjdupwzvfexkdlcddrirgz,United States of America,7.0,W,M,nhvvsxav,OR
ruk8623,2177616.0,Gqqavrhciwylkrfd,,633.0,rukmywd,4.0,Fastenal,1-178-860-8809,Springfield,Mmefekuxwgz,Jqsjfbythtbmsqxukrkcejvynenwmtqtqvcevdscz,United States of America,33.0,W,M,BGGDUURLY,British Columbia
lvt8624,1581228.0,Dlxcywveurghvutdvcyja,,414.0,lvtwurbkqakpuvhytvtwnu,2.0,Cardinal Health,1-663-114-8399,Mesquite,Wyhibjrpcltifptpkkzqgjd,Jkozsibcokziaxkplebdcgdthvpehuprncxqsadkkdaxymigjobv,United States of America,5.0,S,f,Bixbcsdh,MA
Uda8625,1598833.0,GVGXBDRXBYC,J,793.0,Udaqjfk,1.0,Chevron,1-851-113-9435,Concord,PJFCAIEJIEZNBJMVWGFOCEQDKPHTXONM,Nqgoqwjocdyslglaxjxnjapxivftelgtlyjwokxym,United States of America,59.0,W,,RLCCJRJFGGP,AL
Crm8626,3676593.0,IOCVJK,,805.0,Crmqrtrl,3.0,,1-312-728-8737,Moncton,TJGRKKJSCOYBNHHTRWZYIAXHJFFNFAMJBPRAUPILQCVUTCOUGQQQYKS,HDZZELHNJCQUEAARCJTNWUIHEDFTTMLXQEFJRVUZXEDRBCZIGNYMTGHDKQRULKFBOSESCD,Canada,44.0,U,,wemgobxlih,NH
Grm8627,3009737.0,MUXXNOIBJQPFRNOGDTHPKLFJJSURDW,V,422.0,Grmoxixflhkjmnywtdireci,5.0,,1-626-454-0801,Chattanooga,Kjtazyopovzymocebnvusvvwxbocahyrubufjwshbrvrjgqyqrunbqkdghqbeioatwpp,,United States of America,79.0,M,f,TYWAZMLUVU,Manitoba
Ovo8628,2080213.0,anvtphkojssesueru,V,752.0,Ovovvswsdhutbkmoipdrs,5.0,Sherwin-Williams,1-905-482-0584,Dallas,Hrfegexhqdhvdbxgaxnchtijrzstlqsinezsvpllaidgqawfnkzzuwjceo,Uxgerevuirzhmkcehearrdufpbohtllwdtashhmqztcojoepikxnlbtgnwwlg,United States of America,68.0,S,M,Bsoff,NY
Jdc8629,933963.0,Bhltrlfmfpjiqelsqky,B,687.0,Jdcnhnywdqtysnhgaw,3.0,Vulcan Materials,,Sterling Heights,mddjuhauphnzayfgftiabojxgmxqerntydqnrczjmclkbkqkwsvktd,ncjnvbcrzullobhcgvqtjvvlyzxtvqyjbycgzaxyigyqquuzthbttmrsodpevxvnwgpgumf,United States of America,12.0,M,,zwilc,TX
tis8630,1880755.0,ugsriyrrqjzuuqweoxyrra,g,792.0,tiswihktbwst,2.0,Children's Place Retail Stores,1-838-911-6678,Houston,spjunnofqawzevzdlhxuoitnsajsbhifjyeusrjbmgztldjg,MSGNUJGWGGGUYNBUHFXPVWDZKXLODMBOQLLXUJVYSPBEDEIYIFPDBUIRZTREJ,Canada,,M,m,Dwjttpomuq,IA
Luj8631,2051176.0,fouipudkp,,380.0,Lujyoujmuqmilcxltw,3.0,Bed Bath & Beyond,1-588-517-2606,Oshawa,Ivcvqheclnqqwbbqwcukcbicfxqhisutfmqsznr,QJQXOJPYINDHJVBDOIUNKSXSXPIYIKDWCVXH,United States of America,62.0,M,M,lvinlf,NE
Yli8632,1860178.0,Quowh,,323.0,Ylizjatmvkdzazarjcikxmr,4.0,United Refining,1-810-255-5287,West Valley,Jxtfsufzdawfgmtigtwidomhdxrqdoyrjqjvhufsvzwfzmchaeieo,kaeakngwdwnikajrnnjwte,Canada,61.0,M,,Fzxzmnjyd,WA
Tmh8633,319676.0,Oxhauajvoskwmtpfttrpkgapfxz,,750.0,Tmhwzizqroepjvrnevhao,5.0,C.R. Bard,,Newport News,BJOWYOKACYOFHVWELYXCZIIFOGGFCKYMRMBQYKHCCSBWHSAMCT,Ebdrfoubadbwjlcrcvzwqxnstyzvuyevalcukkwdrftddtjsaonakwvilxddaktoukgdv,United States of America,50.0,M,,hxhjcwvm,OR
Wio8634,1539682.0,skgdnlnawxbwa,T,302.0,Wioryact,0.0,MPS Group,1-150-645-7298,Coral Springs,,Bmyxekacuvavkkggofaagmukojrdkfdufagzlfhl,United States of America,,U,F,Gxlwnss,NY
Xdt8635,3874159.0,bvtwscbqhbhhwipuqbsa,,716.0,Xdtakmjgypwsehimevgq,2.0,Staples,1-005-312-2157,Yonkers,foezceqfowrcwtycdcnqnendgsghlbsaxtbeyz,BUUVANFOQOWKAUWLXIQZHAWFBAWANXQTKKKISJJSEZLGZOWB,Canada,,M,,xvuhsfduuqt,DC
Jra8636,1299762.0,UEEBFVYMRFGMAM,,809.0,Jrawwlguyybswsujezbmcdyatvhcxr,3.0,Constellation Brands,1-043-276-7064,Raleigh,Yfwdnyseyhaeqtebuwkruqlabldiimoisvlqmjbukjxmljhyyygqmuon,Ptowqwdhszecjilfqymnsdsoyvtxbumo,United States of America,67.0,S,,uftidcxp,OR
nap8637,3656160.0,Buytxvcjkqwaobpuwtntosfzvrv,O,353.0,napdwhzcmtkbguhlhecltrmzecnv,2.0,Century Aluminum,1-994-474-0701,Brownsville,poveokgzvngneedqqpyaartvzhcposts,Yunkggtlhvbhsgyxowbaycidqrcibxmtjcyfeovgqjqgovcuznhxxtoomfgnxyxabdrnrrco,,56.0,S,,Vkxdrwan,New Brunswick
WLS8638,2713421.0,Jfcagpzpdcr,,715.0,WLSZPYJMKLTYE,5.0,United Natural Foods,1-191-153-6993,Riverside,HKGWEBNCTZSVILXCJLUXVJWRQBLQMPKSKAERMPIENEHYFKGCJDXEEDYFSWLZYFJURU,Wfxbbsetdlhwxbctou,United States of America,29.0,M,,OFCXQOKFBW,GA
AZA8639,652312.0,pwxzwnehwedgeajijzjvlewvub,r,749.0,AZAKACIBIFFOWW,0.0,Leap Wireless International,1-654-579-3493,Hilo,Nebqnnpocxbztqlfs,msyscasfsxao,United States of America,80.0,S,M,UARJLVRYN,NH
RSS8640,3968552.0,Pmbdlkexoizaqrfosd,Y,717.0,RSSPVQHIUSFXXJBYMQJZ,5.0,Applied Biosystems,,Salt Lake City,hgktovnalubwbpxwstwkdvdehkgghcugprhmdzijdzvhc,ywlsrxihfdmexurptkfhwm,United States of America,31.0,S,,Hbhrgywqe,SC
Gwz8641,,mpcytf,q,365.0,Gwzngultgrabhe,5.0,Lender Processing Services,1-205-807-4212,North Las Vegas,Osiigzzosuosvalsdcusgxfzgdxvkjlqzqetkmkoqdxuqawvmbdckr,ajnfiwnvw,Canada,22.0,U,,Nhbqx,UT
cha8642,1084486.0,Grdhfmgdelmcqixbvforlegjntngi,,790.0,chaofag,5.0,Walt Disney,1-747-125-6020,Dayton,ERJJHOLNLASRVMAJBNCBORTPRWMELFRRMUJDVEZQJCNSW,Xduhvzckgmrnwxmwbxtesqorumb,United States of America,1.0,D,M,jhhfmtwuu,AK
ski8643,1079320.0,Tcabndkdyq,,408.0,skiql,3.0,Williams-Sonoma,1-630-670-6165,Provo,GKXWUJREQIFMUDVOBBAXEODOUBFLAQHFAXIQNJDUVWTMNSJICYVUGUFJXWLIHHDTIWQZBRDULG,weywavrlxrgenfqxgugfyttznzjqsdulhuywomfcgxfgjwungvrjjeutpkvtw,Canada,72.0,S,,EJJKHOA,UT
Pts8644,714914.0,Rzmwoxumoqgwxktjnav,,499.0,Ptsdmghmoclpmcicwngxolmume,2.0,Pall,1-696-606-9301,Stamford,Ehfsgd,wrmrqmketarmkzxzwccxmniozt,,74.0,U,,Bvuxznyi,OR
Kyd8645,681347.0,uulpcbvhletdz,f,708.0,Kydgylhjl,1.0,Safeway,1-228-334-8435,Mobile,Ndxumfktskvojxzcfylznhrhempznrbgtmlhkbtnfzpsilqjneurutgtmuzfmkastmkgsixa,Ivzrjyelsyyopdfvfikiyfyfbiwhcdxwcsetarihdupcbwhokrhtcwxhhcvvrxi,United States of America,63.0,M,,Rbomamijx,OK
XVE8646,2316964.0,Lxxtsochmwtdwkcrigzbjfnexuuffb,,690.0,XVEMHJAZ,5.0,Goodyear Tire & Rubber,,Vallejo,Ejmnqpqjkwoyswxipyasdvfygkbxcfbls,Layvbomgracufexzd,United States of America,19.0,D,,Idmnm,ID
Gln8647,690842.0,bfhxocluuovlnqsklmwbsu,,690.0,Glnuivdmuxjdnzskmtr,3.0,Celgene,1-311-782-0987,Idaho Falls,ZXASBILJTFMAWYGSVPXXTQCANOWKMDNSQEILJBHQOJLMCKLUNBLWHXVMIZJVRNIEQUJFNRETQ,Uxxexlvrcubkengebtbanndixpktslfzraruajjxqddxp,United States of America,88.0,U,,Nlcfny,NE
xzq8648,2169282.0,Wyzcpiopxfvsbnwd,,365.0,xzqcwnkllwbqbhi,4.0,Targa Resources,1-204-228-2576,Oxnard,HWEIPIXTBCTVWKDPGNA,KGDHBBRUTHVAAIBXENTVGRGVRLXUPYEVMXKXAHJALLXIOHYLQRK,United States of America,7.0,U,,TQDOQX,AZ
Bme8649,3731300.0,AQRATLFENPKMCXSEOEKNX,b,603.0,Bmeyfxndudqvyjlhrawelmyxmazch,5.0,Principal Financial,,Warwick,,Xvljtrgmoghdzzrildcxceplcixgiaqybdgxqvfhyaueefdqsi,United States of America,89.0,M,m,VACEDPKBNYO,IA
Tfu8650,1654506.0,Adztlpujtfztjcx,,844.0,Tfujefakmcalikaiweggabui,5.0,NYSE Euronext,1-554-216-5900,Greensboro,Gsqvequpfvwwvvwufaspjvmeahkrxfhlyjrmbocwpbz,ygbsv,United States of America,32.0,U,m,zonpa,OK
Acu8651,3625783.0,Hafjpswhjkppiefkbha,,400.0,Acupyx,2.0,Charles Schwab,1-534-526-7325,Chattanooga,Pxdgljfvikit,Fzxqrvbxqdsaqcrabzhnocbveulwyvgkjdjpazianzadqdpntwjukkwsonaz,United States of America,14.0,S,,Gurdo,NY
MET8652,1981626.0,Csukiexyhustwsziwdgnoqa,P,599.0,METLBA,1.0,Robert Half International,1-379-175-2676,Madison,Khinvtearjdrbkepqywgdqtlnelhbkymehrjnnsevoeswccpfyqcdwkxaacgxxebaebripbdxvfs,orsnyiihotfvhmfdzmtrkgcvwxeharbreofldpmbuihlykfvpaedlzglyeglgvjfgjfek,Canada,66.0,D,F,Bjkzvezqktj,IL
DXL8653,2075234.0,HJLWMCBWUEHIVBWH,,721.0,DXLHKEDXJJFUILWTYTUAHCN,3.0,Virgin Media,1-292-920-0664,Kitchener,Qxbdryvbhdftcbsktebepizppvmsbuwjwsbwhxdebjucgjvonysbfuqewpxntdifttjo,Ksnithqzjqxlokpsjwwzngsuedckakdsyaqzifupgantyhdppplhwsenaelbsot,,51.0,M,M,KVWBKIOJITAM,HI
CML8654,265619.0,HSCSOBMLBHUDDHGQGAKRTFVOHYNT,,703.0,CMLHHGBSNDBVSBN,0.0,Foot Locker,,Dayton,driakjaviqtpgbcqgbsmyeqhpdcvzweakdpckvxpgeoxxualypcwoubkbaetil,Zujfazleitjekpocjjpmqhqoqyofvdhvttayjeylkjirnsephs,Canada,34.0,D,,YNISNM,Ontario
hvs8655,1085675.0,Fyzdobohotdc,,828.0,hvslgbccqkkenfjtdlqugjpskbwtg,3.0,FPL Group,1-729-142-7718,Dover,Jaauhpjakbwcljzwxbvxazfslkyzfcgtjvrabsvoetqbyhkyhnqipudbrgtgcctwmlfp,lakdsoxjbzsjqjvehwgsjcqugfwdaxlxfokueqixlvoqblhnjkbikyfqcdiphpbsxvbi,Canada,49.0,M,F,RQIOUPCUNO,SC
ZVM8656,3561728.0,Otwjbqept,,704.0,ZVMCL,3.0,Textron,1-561-470-2093,Windsor,Ixoaxjdixfbyuglppclskklflryykyvyqqgbzqjotqwblkeqbxrv,Hzywbiqygwlrnohiatrllskv,United States of America,23.0,M,,Wexxqgkzea,VA
stc8657,1700081.0,KMQMSYAPUQ,w,304.0,stcbewpwaszuyqptvgrr,3.0,Coach,1-802-635-5439,Pittsburgh,Aecyryeuhjthstjaaaausriedbkarjuagf,DPYJCCDPHO,United States of America,7.0,W,,bwuffqwm,NE
