prospect_gncd,prospect_ct,prospect_ddrssln2,prospect_crdtrtng,prospect_wnrrntflg,prospect_ncm,prospect_frstnm,prospect_nmbrchldrn,prospect_ntwrth,prospect_mddlntl,prospect_mplr,prospect_cntr,prospect_phn,prospect_nmbrcrs,prospect_mrtlstts,prospect_g,prospect_nmbrcrdtcrds
OJM12116,Naperville,CKRLWPDOQKWANTHYXJRBROXNHBROTBTJQQSGNEASAYESJONONP,645.0,R,103375.0,Aggptnrqomvxumyptoakwwnupnydbw,1.0,1610620.0,,Alpha Natural Resources,United States of America,1-137-831-3062,2.0,S,12.0,3.0
Yoj12117,Greensboro,IZIDWBJYGZZXCRNKKOSSGI,844.0,O,247670.0,Bajimiixmcfdvd,4.0,2681291.0,Q,First Data,United States of America,1-810-342-0216,0.0,M,10.0,3.0
HBT12118,Garden Grove,VUCHGDOLQREKMIQPTIDQPWJFUCHWYUCFVEEPRAYWFRABZKXFSJPRLCVANLLQTKBXNRHUVID,671.0,R,392781.0,Mtomqvszngjxkctubdnqbvnlsryq,2.0,2353329.0,,Liberty Global,Canada,1-833-369-1083,5.0,S,59.0,10.0
kia12119,Provo,qppnmwnzirugpdkktksfqygrnwmzqcqbvfpawglkutlllqrktllwmqkdjaqcoqh,817.0,R,480434.0,kpcutggicaxfaeleusgrskxfkki,3.0,2725811.0,,Cabela's,United States of America,1-235-004-5395,1.0,M,,5.0
Rtv12120,Vallejo,Hppgsahgdfpmburfrpkpcgebcuuhjslgqefocotlvkbhfpfohnopdvdm,620.0,O,86199.0,Tuaniszyamjnxyjomtlblg,5.0,2668471.0,,Pinnacle West Capital,United States of America,1-594-896-3131,2.0,W,9.0,4.0
Hpl12121,Ann Arbor,AINLQOPOQBDVUSHGHSTOTHJPWTDXJFVNMNCGTCPSFUQGLRTDUCXA,429.0,O,222806.0,Nwogfksoxdhmujfas,3.0,3682098.0,T,Genzyme,United States of America,1-995-032-1896,2.0,M,94.0,2.0
QZL12122,Salt Lake City,GHZBHGXSXFWCYGGGUVYDYXOOFLPFKN,825.0,U,244544.0,Cpspse,2.0,3516986.0,,Urban Outfitters,Canada,,3.0,M,4.0,5.0
Otq12123,Fremont,,640.0,O,139979.0,Pemjmxfpwgry,1.0,3838476.0,T,EMC,United States of America,1-020-568-9790,3.0,M,48.0,8.0
Nxf12124,Sydney,Vuakvxpxcneojwhsqdohibjblrbgdkvuydljfwfrnkldhcldiykrpfue,811.0,O,346354.0,Vjofrnatqlqvhmlltt,0.0,2455264.0,E,,United States of America,1-542-921-5852,3.0,U,28.0,7.0
ctv12125,Jacksonville,bppzrxdsiuthxitrjyveiauwlxnjeonbxahnvjsimpongrxbvietvknfinychomejfuqhvbuecladao,800.0,O,206774.0,Ozymyg,1.0,2182834.0,k,Granite Construction,United States of America,1-935-866-0238,3.0,D,,2.0
YPJ12126,Abilene,lrrorgynqspts,729.0,,130172.0,YWZYECKKRBRYLDZJSWHHINHMEIVVQ,1.0,,U,Spartan Stores,,1-811-057-5137,5.0,W,72.0,1.0
Bgt12127,Simi Valley,JJYIWLROYPMRTGPLESNOEGMJQOMCAHLNRRGZWPAFUGOELVLHTCHLKJGK,307.0,O,280226.0,JTZXSW,4.0,3884284.0,,BJ Services,United States of America,1-221-123-3996,3.0,W,44.0,0.0
Fnh12128,Waco,Eyvcqrtfyzhhuubshpwoygjiqwtxrtprtwc,,O,63475.0,Upyxgp,1.0,2209434.0,S,Mercury General,United States of America,1-197-827-8106,2.0,S,72.0,4.0
Unr12129,Kitchener,vvvpwtdomecekksh,373.0,O,311880.0,xuqyeg,,2414926.0,x,Spartan Stores,,,2.0,M,99.0,4.0
WKI12130,Ottawa,,398.0,,315343.0,Yamedqcfoqbzjgjcvilwbkxpqa,0.0,2907681.0,A,eBay,United States of America,1-401-861-1239,3.0,W,78.0,3.0
nwp12131,Dawson City,OZGQDQDWDVVMPIHVSLLFMEVFVIHPBCRYPCXWPPRLRTLLTHWHCCIQZSLWWXPT,339.0,O,259887.0,Nfnjokescimrxlrbnmxd,4.0,1291166.0,,Smurfit-Stone Container,United States of America,1-381-289-0385,5.0,U,54.0,8.0
Rlg12132,Ontario,FLTJGNGJGGWOBUIAUGNWZMYYHHXZWZPDLLENFBHFF,405.0,O,325001.0,Kdvufqhtndwwwxrwcehljxt,4.0,2484005.0,K,Owens & Minor,United States of America,,3.0,U,83.0,7.0
Zrw12133,Columbus,Totcvefgfntvjvvskiegkaiprkuohpskuqxavvfshqhkmxnrooheucyqjghaixlfqyyctkir,816.0,O,247507.0,PTQCHAZIDZGTHHFFIBTUKDQN,5.0,2396834.0,,Public Storage,United States of America,1-260-986-8550,5.0,M,6.0,9.0
Pph12134,Dallas,xxddrstexhkkendwxdevckqrfrcsbggbeepizicj,476.0,R,253224.0,Cannbbbnhlgekarehkxp,3.0,2652096.0,,Enterprise GP Holdings,United States of America,1-434-971-1193,4.0,M,100.0,9.0
alj12135,Santa Clara,Yakzzjaordhdtuvkgcbcwtemhgjznbenyhicqxrrb,363.0,O,177585.0,Rdpkgummtrpalqewmi,4.0,1125088.0,,Mosaic,United States of America,1-517-900-6192,0.0,D,44.0,6.0
Fyi12136,Springfield,TQXLNBXSZRR,671.0,O,463742.0,Csfipnaudtqlwyloaoohlpco,2.0,854877.0,b,StanCorp Financial,United States of America,1-964-437-1901,4.0,D,52.0,6.0
Fkw12137,Grand Rapids,Wzgfpgctkpbswojeomeoituhnvzuezzpgevaqdhmwqbhhcs,583.0,O,164698.0,QVSRTMHBJZHURAEJNLGHRBRDANVG,1.0,862001.0,,Sun Healthcare Group,United States of America,1-982-643-5269,5.0,M,64.0,2.0
TFX12138,Victoria,ASJUXUZWVDAJWQSSOFUYCSJTNFBWXXLHIAXXNFVZWSGHADWCGGTNXDDVAGMDTBVRREFLYSSDRQDJXIM,300.0,O,228318.0,Erhwcxvpqtifnrkyil,3.0,2588680.0,a,CME Group,United States of America,1-420-731-9523,3.0,W,7.0,9.0
Adm12139,Colorado Springs,yuhkqedufssqloodwaksukarxgjldglbkmgqtsrpzouxzcvdytmueiwltjstmpsdnhz,474.0,O,169050.0,MMCOEZOULPUARYPHAGKZRNOB,0.0,1892012.0,d,Illinois Tool Works,United States of America,1-781-250-1042,3.0,D,71.0,
uuo12140,Fort Lauderdale,nmhdpsdrkdxxearszwqivisuipoeoliihplgltgcanodepnkgvaibhezwkshdjjp,538.0,O,292150.0,lmnlqabojqmwuppxipkrgs,3.0,801567.0,,Airtran Holdings,United States of America,,0.0,M,47.0,4.0
sgm12141,Las Cruces,,436.0,O,151913.0,RBYHVLWWVNQUXUCAUMV,2.0,3287721.0,,Quest Diagnostics,United States of America,1-842-162-6896,,W,88.0,4.0
Kjm12142,Livonia,cyencmekfwkdnguawqmofxwpwsmznhodyqorptcw,748.0,O,364796.0,mhkgjtsoewjy,4.0,88021.0,N,Cytec Industries,United States of America,1-719-706-9782,4.0,D,94.0,5.0
GXG12143,Lincoln,owcqeiuuknwmvbiqolaciekgtedduawejpabbfwwyalqrgldcopgunrb,565.0,O,429821.0,Hwhshjc,4.0,568032.0,t,Office Depot,United States of America,1-352-053-7203,5.0,M,18.0,6.0
Sdj12144,Erie,HZISPXHPKNVVXQHTIOIUSWNMQNXDV,705.0,O,449214.0,PLBHIJRZWDMJXXFNXR,3.0,2735974.0,G,UGI,United States of America,1-855-550-0447,5.0,U,46.0,10.0
Loz12145,San Francisco,kajumgwpddbfmbhhoinqomiwkevvohyvdqkhiaixdghklvnabvqflqlxixgkundhftpvs,380.0,R,339610.0,Afknmszddbwfv,4.0,696134.0,i,Western Digital,Canada,1-137-299-0371,5.0,W,20.0,5.0
Nac12146,Baltimore,Mlaxsxghjyqdkzpiztiluawmhjsuxwjgeebppicinfackuvxbxab,345.0,O,237377.0,Jbgaciovowmiyuxxgqik,5.0,88412.0,,Harsco,Canada,1-427-546-9288,4.0,S,,9.0
Fqi12147,Memphis,Yiipmqqjdulowejiabcxfbfzkyoffetuuossgjpbpxuzqfqxgwlsadoqskjyc,645.0,O,475686.0,mdmmdmcidezqevft,4.0,1454138.0,,JohnsonDiversey,Canada,1-504-699-8459,1.0,S,,5.0
CRQ12148,Chattanooga,Ukdxmzdwpetlnjdwxywsljxlgjqrahrdjylurjvfaqxzilpxublvhrgwzee,352.0,R,191091.0,MUPRZFZTJ,3.0,1428639.0,R,Tenet Healthcare,United States of America,1-388-829-8256,,M,,8.0
Tzc12149,Raleigh,Dgwtixioawyjeduuggeosqznwlqefukddu,567.0,O,220348.0,Xcvdmilbavgwdlenhnnenpixwsbfzn,3.0,2304481.0,m,Expeditors International,United States of America,1-141-692-3611,3.0,S,,
Jak12150,Wichita,QWFYPVEXIAPXBDGTXAROGSSCVSYOTJRZTGYGRSFKQGCBFUXX,313.0,O,435505.0,misjd,1.0,3893183.0,C,National Fuel Gas,United States of America,1-026-287-3810,2.0,,17.0,10.0
Jgd12151,Moncton,Hllpogngbukgnappsiasdmsiz,807.0,R,280932.0,Liyrnvaivujbvxdvgipicm,4.0,1607865.0,,Weis Markets,United States of America,1-306-925-6057,1.0,U,68.0,5.0
Dvm12152,Grand Prairie,ZJHMI,466.0,R,327810.0,Yorgcobajulmnwgcojl,2.0,3414101.0,O,Wendy's/Arby's Group,United States of America,1-467-400-4081,3.0,M,85.0,0.0
PUR12153,Burlington,jcnswdcvcgpfuqwggbh,647.0,O,75821.0,Srnbvmshsjydkriotpnxqpytbvb,3.0,2867011.0,f,BJ Services,United States of America,1-050-793-7970,3.0,M,97.0,5.0
MMJ12154,North Las Vegas,Byklrwktjrzuhbqirvqimkwukzqwejufztrqyafjjpofsgrazhk,355.0,,119582.0,Dfnfhypvukx,3.0,1645548.0,,Micron Technology,United States of America,1-553-034-5903,1.0,S,75.0,9.0
Csg12155,Idaho Falls,VSBBKQXNBBPZLDEJCWPRBJCBVHPJVEYNWPDDFBFLJTBIZNQRGJNEWGNE,706.0,R,313216.0,umoziiqjxnspaaqwigunvdwdjalxs,2.0,2377996.0,,Itron,United States of America,1-817-126-8157,3.0,U,36.0,4.0
Cvj12156,Torrance,Korcrbvjzbprgbsoeuputcmipyabavfb,443.0,O,424113.0,Olhdivjpyntfb,5.0,3125159.0,,Ryder System,Canada,1-003-471-9749,2.0,U,41.0,0.0
Lnk12157,Tacoma,Dsnbhcmxwbhnlsndpgguahtnmtzvalucxm,700.0,O,417431.0,Xlrpfbmrponfelilvo,4.0,826741.0,,Amerco,United States of America,1-248-716-8827,,M,89.0,1.0
UAM12158,Kitchener,Fmbxyllyhrgviwpqeuk,512.0,R,378283.0,Mtkiijsdltkznaxirtgsgbzlnv,0.0,3128957.0,d,Genworth Financial,United States of America,1-819-424-5965,5.0,,22.0,8.0
ctr12159,Mobile,XOKRHSOVRAJ,697.0,O,13373.0,skajprkijifuvpud,0.0,,C,Volt Information Sciences,United States of America,1-620-431-4668,3.0,M,95.0,5.0
FGJ12160,Hull,Jcxrtjajtwjtfynkdxnwudcjqmgkxmyhgkayvznsgcuqimawnipiuhmmrkfldregmypea,692.0,U,359390.0,Xqkidxgtlsunyrmwqroyfq,3.0,3061874.0,,Hub Group,United States of America,1-498-800-0740,5.0,D,95.0,5.0
EBP12161,Tallahassee,Idrqvyupbhcca,581.0,O,448200.0,ywbzctehbjdkpznagzngro,1.0,1707138.0,,Synnex,United States of America,1-574-121-9163,,S,70.0,7.0
MOC12162,Livonia,Nnddoofgdphpvscpencgyhjsoomukdsltthpgsavpppprkyhfcsjjssbjlnynm,606.0,O,41787.0,Qyqmzkcbxbtjakuhyacrxvs,3.0,2725590.0,C,Newmont Mining,Canada,1-349-832-1674,4.0,U,81.0,1.0
Bfi12163,Charleston,ZWXIZVDPUPQUTCLONMLCRQSIMFAPZQFQHSGLBCCIJOMZINEANVVTQBHEWCOIKTRDAVRRQIZD,841.0,O,439628.0,lrkskdrrgooifbeknwbmlrorafdta,0.0,3664671.0,T,Broadridge Financial Solutions,United States of America,1-831-173-9794,2.0,S,99.0,6.0
ifd12164,Oklahoma City,Yuptngmeracfowbohkliclnznwnhzilwsmcqbqsxh,345.0,O,226497.0,Ppehjjvhqjnw,1.0,2954390.0,l,Loews,United States of America,1-767-162-5204,1.0,S,14.0,3.0
Ppo12165,Fargo,BMZQFXZOAJPHOENEZSGIKSIMQPFWMZHOOXEFOLBRATUTOJICHYEQVPSLNENFJWTKSAO,815.0,,419362.0,Fmhgyrayswlxzpnegzsialrxyduwqk,1.0,3320686.0,,Westlake Chemical,United States of America,1-034-435-7817,4.0,U,61.0,7.0
VAW12166,Lewiston,gxyumxnkwuibmdrtwjewhifci,493.0,,,cshtilyzpzpekubhqquyfrls,0.0,2510644.0,W,Knight,United States of America,1-759-853-2502,0.0,W,4.0,4.0
jfk12167,Shreveport,,410.0,O,392174.0,qckenlsjbkmgakrbtznfpyk,5.0,3385082.0,J,Sanmina-SCI,Canada,1-524-581-5528,5.0,M,36.0,10.0
Ypb12168,Mount Pearl,Hhdzbhwmslgazssxrwczw,654.0,O,398086.0,EZDKMI,0.0,1044167.0,P,Pfizer,United States of America,1-814-294-4284,3.0,S,,9.0
Pwg12169,Paterson,PRHPBPUWRJOJNZUIJAHIFQJAUSGAHAKWLBLQRBYUORDUWX,313.0,O,140074.0,Pcrhxl,3.0,2053401.0,J,NVR,United States of America,1-788-442-1263,4.0,,74.0,1.0
mjl12170,Springfield,aagihwrgfwvousuvi,450.0,O,260257.0,rtffajogswdfc,1.0,3998395.0,,Flowers Foods,United States of America,1-305-155-2326,0.0,M,48.0,6.0
rij12171,Chicago,idmqslvcnjbmegedccjgnfxwlnyvwfqbzezkafuripcmfbppayhfoldiv,530.0,,4449.0,magwhqxtfhmsgbaqnwcwbt,0.0,687154.0,F,Hershey,United States of America,1-008-071-9759,1.0,D,100.0,9.0
giv12172,Amarillo,jprbsjjaktwixklbmeqeghxuzqfbxeeswqjrx,320.0,O,467856.0,Skqzrarkig,3.0,3197576.0,,IDT,United States of America,1-138-504-2450,3.0,M,74.0,10.0
jji12173,Halifax,Ihywijpjsdfkgribztbpdwapycjjcmcmflhwzbuhqtsvsssvtwsua,341.0,O,,Dyvro,5.0,1726254.0,,Amerigroup,United States of America,1-729-923-1333,0.0,W,,9.0
JIQ12174,Garland,Peuzxr,677.0,O,19579.0,Nvnbsmfdvoeynhcmkn,4.0,1486212.0,U,GMAC,United States of America,1-639-229-2818,5.0,M,59.0,1.0
hvb12175,Las Vegas,Giaickadqpdymbrikzaxindfzucqhitrjxwfklwrxbukkwhtspmpxnluxutpvuupidtocflblooe,308.0,O,245205.0,Klpspdbhhulvjxnrzuoliq,3.0,1602219.0,q,PHH,United States of America,1-767-093-3943,1.0,M,99.0,8.0
AFL12176,Hampton,Ympcexoszedbqnkkaichxlvqxpcrkqfdrpwxjocevxaoyfwdeoenjagjjuzqlcdgihvyjuymfqjd,634.0,O,,caaapzatnvht,0.0,122043.0,R,Sally Beauty Holdings,United States of America,1-810-988-8153,2.0,W,86.0,
VMA12177,Tampa,UBRMKFDLLKNLI,777.0,O,40659.0,ZHMPPDAWSX,0.0,440671.0,,Pulte Homes,United States of America,1-769-486-5691,1.0,W,89.0,3.0
fil12178,Bakersfield,Cpsfksimfsthxyhfx,626.0,U,154901.0,aeihbwxaivxbbyqtjkrvsntxzk,2.0,442887.0,,General Electric,United States of America,1-496-917-2301,1.0,D,84.0,6.0
Gec12179,Santa Clarita,WKEEKBNGLIXY,568.0,O,,Nwgsjo,0.0,904205.0,,Emcor Group,United States of America,1-445-362-4479,5.0,D,10.0,5.0
ECW12180,Idaho Falls,,759.0,O,193974.0,HJJDVDQFODVXASRGQQGTSRZ,3.0,1492878.0,H,Southern,United States of America,1-658-301-5633,2.0,S,6.0,10.0
Hep12181,Casper,,411.0,U,201912.0,hrcpzbusuvaodmqsd,4.0,,,Sonoco Products,United States of America,1-569-944-9830,3.0,M,,0.0
IDI12182,New Haven,,420.0,U,166582.0,YHXTQBOVLIQMMKQICX,2.0,258320.0,w,Chesapeake Energy,United States of America,1-787-301-7176,1.0,U,38.0,8.0
elj12183,Sherbrooke,,811.0,O,483696.0,Agfgexnznvupehkfsjgcqaga,,156148.0,M,National Fuel Gas,United States of America,1-605-496-0661,0.0,M,96.0,9.0
Jwf12184,Edmonton,Bxldunjctcqqnvemgvvzajnaeznhwugxvpoesalyscxbwgrtg,779.0,O,466472.0,shzol,,3787797.0,P,,United States of America,1-175-541-6752,2.0,M,18.0,8.0
bzy12185,Missoula,bkktjtvrgaxpytxndnqymrziupestdlzygtgzszwiqtthzndrtdkmfvrybdcufihgb,505.0,U,248579.0,vkkdtuv,2.0,3047892.0,,MasterCard,United States of America,1-908-821-3278,0.0,D,10.0,5.0
Npc12186,Yellow Knife,Simxaei,633.0,O,362974.0,mxrkzcxpxvgpeiekkzwvpjjfgote,2.0,710939.0,,Insight Enterprises,United States of America,1-062-219-3780,0.0,M,3.0,10.0
Ewj12187,Richmond,Siluqmftznfyahwkaimpasfgw,775.0,O,291750.0,EPEGHHYDQHKWEZMVXPPCYATAODE,1.0,689307.0,,Key Energy Services,Canada,1-133-713-6636,0.0,M,33.0,2.0
YZQ12188,Fresno,Znyiacgyqjtnxjhtulzgyetqbffffclarsqgsdnauchuatnsaoiuiwsgxjibjbuhrwdvtplbyvfowg,561.0,O,493867.0,Tdwebgtvdyhnaatjsrdfx,5.0,1541557.0,,Sonic Automotive,Canada,1-977-342-6400,2.0,M,,5.0
Evc12189,Louisville,Ijskztjeblexqvpilerflajnrtmjlth,740.0,O,434880.0,WVQAZTVPPJLXBY,3.0,3095532.0,C,Western Refining,United States of America,1-616-307-1026,5.0,M,,4.0
cuh12190,Peoria,Mjylxbpumtnwywivnlihyhftbaqov,627.0,R,,Weyfjejzajsehyogvjceuox,,2802031.0,H,Marshall & Ilsley Corp.,United States of America,1-423-456-7282,1.0,M,54.0,2.0
Dgw12191,Yonkers,Ynvhdxvvpvbtptpytcmeajkutnaeop,405.0,R,198845.0,Uryaafgxbovwaix,1.0,2117482.0,w,Church & Dwight,Canada,1-662-169-7332,1.0,U,21.0,3.0
CVC12192,Manchester,,593.0,O,135611.0,Dynvwtngkjixib,0.0,1585706.0,F,W.R. Berkley,United States of America,,3.0,,,
Jse12193,El Monte,upnwielkewvkawecbgnirqvxpkxpyjuk,579.0,R,479777.0,lswcchmgqvkhnsnnlrrsqkz,0.0,229594.0,,Tenneco,United States of America,1-209-681-6651,5.0,W,34.0,6.0
Tar12194,Irving,Ilxzwrqntbjsaftsyorfmhsgjsnpcngine,479.0,U,373698.0,nycvdrruylszaczvgesblwjnlyak,1.0,2713681.0,C,Pacer International,United States of America,1-346-208-2462,,,48.0,10.0
Nad12195,Plano,Efmyplglgzqtnzhiypuvucenprchcvynsokeaqdofhfkugxtabpuvpkas,557.0,R,52668.0,Pjawii,3.0,247096.0,,Warnaco Group,United States of America,1-455-945-8060,1.0,U,42.0,7.0
rib12196,El Monte,ileehumall,460.0,U,172102.0,xefpdiq,1.0,31180.0,j,Kla-Tencor,United States of America,1-604-951-7616,5.0,M,96.0,10.0
wqs12197,Moncton,SGDSPSUJIYPMQZKCPDGWKOGDWOMEOUPVCPENDBMJAFZUO,676.0,O,53762.0,LOUMPFMSKRER,0.0,2226899.0,d,Thomas & Betts,United States of America,1-541-931-8731,2.0,U,40.0,5.0
Qxf12198,Henderson,xdysltuhmxgbevweatfxjebhyuvfxykmhftdxdbwjksrebijzsztzrguafxgvqx,588.0,U,103196.0,Txhdtsjrnaogrzsk,4.0,2919511.0,T,Broadridge Financial Solutions,United States of America,1-521-807-6924,3.0,U,0.0,2.0
Igm12199,Washington,Atbwdksneqfylyinqxuhwejvmuxyyhyludoovidwltrclunwtivyntuukemwfyvlavqyirlv,318.0,O,337137.0,AFDYOOYCXVMI,2.0,,,Polaris Industries,United States of America,1-166-243-0923,1.0,W,5.0,3.0
HOW12200,Anchorage,WFVXFSLMSEPLBRFJOWGJFGVVKKCEHUN,,O,38753.0,dfyilojzgebnsvaerfbhjgqcg,5.0,2334594.0,,Archer Daniels Midland,United States of America,1-906-368-4130,2.0,W,,0.0
JRA12201,Flint,psmvinhehivdchfkmo,577.0,O,368769.0,rvckglilespertjhca,2.0,,B,Advanced Micro Devices,United States of America,1-691-985-0241,4.0,U,76.0,10.0
NES12202,Reno,Cjtmglchigtfprca,583.0,R,379183.0,Heakkeulr,1.0,3793160.0,F,Greif,United States of America,1-741-680-0780,3.0,U,24.0,4.0
iwv12203,Grand Prairie,Lgmraaiyhcmbcrbhcdxmuydphlulbhfoaxabanuendtpjifjnozsixobohlufzxpqbzuxcoqpzotqrs,745.0,R,13484.0,Pjrocmvqlsbbpo,3.0,1116481.0,,Carpenter Technology,United States of America,1-881-425-5854,2.0,M,4.0,6.0
Kgb12204,Simi Valley,Vfxtktktkubgweqnjqzaiorygbbdluxvfffzhhafkqnlsbendgi,,O,250104.0,Uljtoe,0.0,2405635.0,q,Cinemark Holdings,United States of America,1-148-334-7958,3.0,U,80.0,8.0
vqn12205,Waterbury,Jsajptmurtaiuscfyuveajsvs,792.0,O,317017.0,adpufe,2.0,1345430.0,,Popular,Canada,,2.0,D,72.0,9.0
WIP12206,Saskatoon,Qjubgrhm,423.0,O,408026.0,TJALDBWUFDFHXFO,0.0,1414682.0,V,Humana,United States of America,1-743-909-0960,5.0,M,77.0,9.0
veq12207,Lansing,,699.0,R,72785.0,NBTCTUSJXF,2.0,761024.0,,Moog,United States of America,1-790-995-2210,2.0,W,66.0,7.0
Eub12208,Lincoln,,793.0,R,344200.0,ellwgaceavr,3.0,3529716.0,,Coca-Cola Enterprises,United States of America,1-424-029-3950,0.0,U,57.0,5.0
xau12209,Hilo,Lxjlidmpgzxqoscdpkvfxpledwgivnpcjbdnqlrttxpzrkh,708.0,O,163287.0,Mjbjxtjsqkhzxalegpvwjlhegirrl,3.0,402551.0,,Fannie Mae,United States of America,1-663-737-8437,1.0,S,39.0,5.0
Ezk12210,Fairbanks,Gixyblybgzgvxeygujszikycvvxntuhbjjfsldaadnssnspkyoyvmctzzlzhrpsmmhfd,524.0,O,476546.0,Xptypqejrmtucyosirsqfkcnivlkf,2.0,2383975.0,,Noble Energy,United States of America,1-284-847-8516,2.0,S,66.0,3.0
Rwz12211,Grand Rapids,Dgsvbayeojpurvcmwpdsqsjgxdjvnhdhwhxzxghxmg,475.0,R,351197.0,Xbmlfslnunehiwlkcwhf,3.0,156372.0,Y,,United States of America,1-932-002-4006,1.0,S,6.0,5.0
Jqi12212,Bakersfield,Rhgsxhfzejmkszrnlppompayqusyhhmjuwmeeuntkjqpxjzfvciqcjbam,621.0,,410685.0,kncgvlyixgdt,4.0,1925871.0,,Watson Wyatt Worldwide,United States of America,1-458-552-3785,5.0,U,47.0,3.0
Fqk12213,Erie,apinjbpyjaadtihhcrtvriqwjazpjkaultxrjvsmohwtveypozklzsbmsijgfdtiseqvaccmpiw,364.0,O,163033.0,Afryeczsdk,5.0,1200732.0,,Goldman Sachs Group,United States of America,1-573-635-0257,0.0,S,27.0,0.0
OYA12214,Gary,mwayzhwiekzkjmnkljzjetgbhrfjkoljujowsihzlislwjirxzmeyxouysdrkywvuchryulopb,406.0,O,383409.0,DLBDUEZBFAYQULJDODDZRNGRKKW,3.0,580859.0,,Alcoa,United States of America,1-845-177-6270,2.0,M,65.0,1.0
Mua12215,Scottsdale,Jrthfuqhgppoimspfqrakwvbceg,829.0,U,443283.0,Bivgrgyovfudytonqaihxorxtau,5.0,3584219.0,,Boston Scientific,United States of America,1-526-761-6481,2.0,U,5.0,6.0
HPT12216,Iqaluit,Iqqfeogweplvropsddjuztvuekyxwogawaxvxibecbf,643.0,O,,Vfukciddzwverhamtz,2.0,1945249.0,,CBS,United States of America,1-425-424-9711,1.0,D,23.0,8.0
QIA12217,Nashville,ykujaanratjntjkrycsolfkbeetxrbsrtojbqadpakibvnpcddbhtet,416.0,O,,ipdyrij,5.0,,,Ingram Micro,United States of America,1-974-606-8078,5.0,M,68.0,0.0
Wti12218,Charlotte,Sqaygbagrgmkypolwqiwdmjphwkdkxqgolzvbirbkfifkldkvxaejtd,473.0,U,66752.0,swafsqogrwdzqoaoaatqmhqxlfykwy,3.0,2796483.0,i,Expedia,United States of America,1-308-988-8179,3.0,M,31.0,5.0
NMV12219,Escondido,Mqgjbzgzrseprrqwqdnvsexoowrvpcdoyroogwvhkurjmggjfzdq,591.0,O,332456.0,SZIGDVVGAATQOVFIGKSAVW,5.0,,,OfficeMax,United States of America,1-864-604-8548,5.0,M,33.0,10.0
Yxd12220,Irvine,Owrmjxjbdemllauzenjkvyogfsabjwbqaqebhxisbkyvzqvapsszvtrxjrpjvhonlzkosqmnij,804.0,O,473033.0,drfzwjgcncpwprymyqndooc,4.0,775100.0,,Loews,Canada,1-421-065-9548,3.0,D,97.0,8.0
Fve12221,Fullerton,Owlfmvcrengfqyhefpqpzpwivuevbcnhihgmbbzmoa,,U,324615.0,Oyywxjqcnfxsrkrdt,0.0,2367113.0,,Conseco,Canada,1-012-750-3367,5.0,W,38.0,0.0
bqo12222,Huntington Beach,,685.0,O,118303.0,ELGZIRW,5.0,1302714.0,,Schering-Plough,United States of America,1-416-154-8007,1.0,M,78.0,4.0
isg12223,Warren,Zzeacanjlylkqcgyihxwtlqcefcxfbycrdfvltggknkpblgonfumjiftwtbn,499.0,R,164382.0,Zadbfnijltnxscltrrsllrd,1.0,2084749.0,Y,Alliance Data Systems,Canada,1-571-624-5476,3.0,D,88.0,7.0
Sii12224,North Las Vegas,jptxqaspeftjmvhjnjznoajnxscnaazsudsnpoahcofkuaguohhfiytfrkgevvvfnyuwmgxsworcgc,417.0,R,248149.0,qkjimnwokakcgeoszhcx,5.0,923312.0,,Polo Ralph Lauren,United States of America,1-686-563-1927,4.0,D,91.0,8.0
Jca12225,Sandy,Shtttjfyzshsqtkzgfctzwkdxckzuqhvigdhaqbvyvvefxvcmegmlpswppnbccuhuufb,714.0,O,45831.0,Vgdixkoawacfg,5.0,2432430.0,F,Best Buy,Canada,1-725-337-9751,1.0,,50.0,6.0
joa12226,Laredo,uvcqxmuuttkblgrkotbqfgaftdnzcaplq,336.0,R,317525.0,IUOEVNLOZCBPIDKCOECFBNPVWOZTD,2.0,507864.0,g,BlackRock,United States of America,1-944-556-7766,4.0,S,4.0,4.0
Mvh12227,Augusta,UWVWRYOHJRSAQBMUCXLTYQZRZWTLNEJPQUPIVOVJSXCJUIEFDSOFF,,,422793.0,IBBOAPI,5.0,3519269.0,S,Jones Financial,United States of America,1-637-305-5361,1.0,D,39.0,10.0
Hcg12228,Santa Ana,gglxxaisxweywvemqedadltadwywbifndxndxokwp,784.0,O,244919.0,KYSQVPSPAVFWUEMCJEQDBNL,0.0,1883644.0,A,Regis,,1-790-693-7865,4.0,S,40.0,3.0
Chx12229,Berkeley,Lezcabu,475.0,O,175758.0,Dycnthikqdjxqtbwg,5.0,3071518.0,,DST Systems,United States of America,1-085-597-7614,0.0,M,50.0,9.0
XCN12230,Seattle,,847.0,R,158835.0,Vpumeba,3.0,1416770.0,,Radian Group,Canada,1-735-425-1545,2.0,M,42.0,0.0
Mly12231,Rancho Cucamonga,Kkwdwlhjzzsgqywiiqopbxmizazzihjgwvkxxnmqubrwymglinqdriedjrjibiughjchimlxqnvb,634.0,O,111717.0,Umqoetmup,0.0,2552930.0,V,Simon Property Group,United States of America,,,U,86.0,6.0
ZIC12232,Reno,LBRBOFPIXORTBOCPFMVUWRIRGQXPBIMN,759.0,R,,Nonfcxrwebytwxqdhwfek,0.0,2734980.0,,Constellation Brands,United States of America,1-321-399-0166,3.0,S,27.0,7.0
