gncd,ddrssln1,nmbrcrs,wnrrntflg,gndr,lstnm,ncm,nmbrchldrn,mrtlstts,g,crdtrtng,mplr,nmbrcrdtcrds,ntwrth
Mxm8293,DHSHBOHZGSUEJ,5.0,O,F,Mxmnnkslogbpzpywbuvwitgi,354599.0,0.0,D,92.0,738.0,Superior Energy Services,4.0,3261356.0
Ups8294,Cmazamfyvgxghtrljoxtkpbzohmezqlocxlhdfphigiqreqpwuyghuegopwthugnnlsutxkyzururxls,5.0,O,,Upseejngrrshghnfyul,433350.0,3.0,S,21.0,403.0,DynCorp International,6.0,2166586.0
KHN8295,codycncofyvkdmxlcoyglivcphnmrabiciopqflvlxztlzmulfdalximdjbkslhvirdqmdokvsdigsun,3.0,O,,KHNMLUFXAKNOTUYQOYAXGO,108187.0,1.0,M,18.0,495.0,Vulcan Materials,3.0,1622840.0
gxk8296,Quvwzjvbscwmwenrmlxq,0.0,R,M,gxkjkwptlizaoksxmirrmcuvkyhsb,100838.0,4.0,U,,618.0,Jo Ann Stores,5.0,1711660.0
zce8297,bjxnrksdkpiprbjcqlolftrlwtzrhbakhvbgbindmpgqkrujnhpgjwepzotjfnlbfsxjtkbt,3.0,O,f,zceadxlcbeqgrfpylupsmrpldklq,314845.0,4.0,U,79.0,661.0,Genzyme,3.0,2306134.0
ufz8298,VWHNQHJL,1.0,O,,ufzrqxswg,327117.0,4.0,D,31.0,690.0,Kindred Healthcare,0.0,2920907.0
luk8299,bvgzjnzfhlakvjjxzikfshu,2.0,O,f,lukmjutwrrrnu,185551.0,3.0,U,16.0,388.0,Dun & Bradstreet,1.0,3409998.0
Pgj8300,Ylhprrujtwakwujsypufxedxbviyrdyoifxewizozxipptxeaoxvtkmhtnahoocu,1.0,O,F,Pgjmkdlasmbexhvftbmfgjyk,81136.0,0.0,U,7.0,405.0,AmerisourceBergen,1.0,3355826.0
Jny8301,ebtdfkfpdlldicjxctsocbyzxcbunaabrsjyemvufpiicvjnkhtrlosschtuiowplz,0.0,O,M,Jnynyhfuqgno,338074.0,3.0,S,55.0,744.0,Scotts Miracle-Gro,0.0,3216402.0
Wfs8302,HXRDXEYYWHYDWTYDIGJZTBVHCZCFBWNPNTAMBGRQUPWFTELFWJGEVKAEIYSTCUAMQ,1.0,O,,Wfspbutotiumfklcsoyccoxyupmwuy,371921.0,3.0,M,73.0,332.0,Owens Corning,9.0,1530401.0
rzx8303,hybqmscfavkvodctbqrexnbcucbzfasshcjjlqjsmid,4.0,O,,rzxozsxekdlfeb,341713.0,5.0,U,10.0,717.0,American Express,9.0,2738959.0
Phn8304,lxuxbrifdsrvgojbn,5.0,O,,Phnavhraqnvpdlmszfcwnh,8895.0,2.0,M,2.0,446.0,Source Interlink Cos.,4.0,755150.0
Fay8305,Ynttwlojujtoqbwlzxnarrujcyjjcclsfeadrzlyyubbvihndowtsrotiekwtygxexwydllis,2.0,O,,Fayptuyks,402591.0,2.0,M,,518.0,Illinois Tool Works,2.0,3439669.0
Dta8306,Omkoercdnyundztuvaxiywdsmsxyemprdmovtclgehqprvgea,4.0,U,,Dtagrgekfypyvnhozu,165225.0,4.0,U,73.0,689.0,DynCorp International,2.0,2233842.0
Xtx8307,Ejicbxbnpnnakqmjlymmxgzlxmgifwpcihygkjgwdeetgcsnecqdtheihaxrshjaii,4.0,R,,Xtxztiuxuamctw,443129.0,3.0,M,29.0,425.0,Tyson Foods,2.0,1712245.0
Jbo8308,DYPXVGKYQZTJINHLOWVYHPCSYNMHNCGODIYXNDWAEKPKRMLLXPUMIEGMGRZIO,4.0,O,,Jbogfsw,463880.0,2.0,S,84.0,770.0,Harley-Davidson,5.0,1517955.0
Onl8309,slsliruwsnkyicfbrzkiakinapcnullgoteqmbxsofkrlaidvzbgddvdjwqc,1.0,O,,Onlpyphttlkxpbqw,358722.0,,,96.0,342.0,Cracker Barrel Old Country,5.0,2059713.0
Iyg8310,weewovmouf,5.0,O,f,Iygblynviqrvsiiigghlnarlnk,247423.0,5.0,S,44.0,575.0,Idearc,8.0,3107564.0
Sju8311,Naismvifjwxrhhsbyjhadqekfktmrbtajbhllnubajqcawqhcjddjem,,O,F,Sjuwtdwzigkflnfdznkgjoci,446701.0,,M,21.0,669.0,Rohm & Haas,2.0,78813.0
kjt8312,ERPEDBGRLGWHKADDWHVSAOYINAQNLCEQNQTRAAPMJVZMYKVLDZSYVHMLRUVHGBHPIUKQMLI,1.0,O,,kjtvzrmdyriip,119573.0,0.0,M,53.0,693.0,Paychex,0.0,3028301.0
XSN8313,Jnrsfbszpgdgnoygawqkpsxbhasfezoxwhdqqhasemawzyc,0.0,O,,XSNKFLUXO,24102.0,2.0,S,29.0,559.0,AFLAC,8.0,530655.0
idm8314,grqrvkyetqetetowfbd,5.0,O,,idmdfjghtuwiwyaizfhhrepmgo,241496.0,1.0,W,56.0,362.0,Polaris Industries,1.0,3285886.0
Fid8315,kncmrrnffthksfgnk,0.0,O,,Fidzabmrw,471685.0,4.0,D,69.0,813.0,,7.0,2451048.0
Veh8316,Uzrbroncswjnuijsgtsxoziuxebd,,O,f,Vehrwumbifbwdhbv,321933.0,5.0,D,94.0,755.0,,7.0,3165266.0
ZMU8317,Iguxywaxgdbgbgsvinfvktpgljlleiddjkvbzfgksay,5.0,O,,ZMUCVNRGCCJTJUEJBSAQU,979.0,,D,94.0,431.0,Carpenter Technology,5.0,1628344.0
zzn8318,Gcdspdidktdlfswlaaogkpzwmhugodqsjzhcbenbjegljhfdpapqrqhnc,0.0,O,F,zznigkebmhgjssfdofcmuuu,193451.0,4.0,S,35.0,707.0,KBR,3.0,3911459.0
AFZ8319,wokbcspzzevalflgwvxnfsnnnlgvidy,4.0,O,,AFZRKPGSOIKW,329543.0,5.0,M,77.0,584.0,Health Net,7.0,3499177.0
Ejj8320,Jdhdwsnlbqqwwvujvgxfvyzbmoathyxjdmjarmxlgrvcuzwrbcjmmwbjtdxvtlesxqg,3.0,O,F,Ejjryoedtgpaxqbkfclofnzofqwdum,41482.0,2.0,M,84.0,449.0,Group 1 Automotive,10.0,1928426.0
Fjf8321,,0.0,,M,Fjflhmnvoakmtwisrv,159252.0,2.0,M,90.0,807.0,W.W. Grainger,10.0,928230.0
CGY8322,,0.0,O,,CGYNV,148355.0,5.0,W,72.0,810.0,Mattel,8.0,2224043.0
bel8323,FREVUPJFKPLAANIXABYLLTBHTCMFJPFIBXIWAIRJKMAVTGW,3.0,O,,belbu,328658.0,3.0,M,33.0,772.0,ScanSource,9.0,192997.0
Llp8324,yneevqbenlioynffaijzeyrwrqzifig,1.0,O,,Llpkdnfyvejkuzs,253317.0,1.0,U,24.0,793.0,AnnTaylor Stores,,2573716.0
Yie8325,Hbpdpqgcrqzwhsqzybhyyrhhneeclltkv,1.0,R,M,Yiesvhhjzcnuvhqwe,67122.0,3.0,D,63.0,587.0,,6.0,2891892.0
Lsj8326,mylzcclnsen,3.0,O,,Lsjthwnwdvecoafq,271302.0,4.0,M,77.0,816.0,,8.0,3542416.0
dcy8327,mfcfevj,1.0,O,F,dcyvonrjqimravkpjrw,117685.0,5.0,S,12.0,662.0,PNM Resources,5.0,340613.0
Goq8328,Asiouqhqvtkjlbauoirtrjourbbsypgtbuvoaheglfixjimgyncibgomrocilysg,5.0,R,f,Goqycxzqhppgamftitcbroejtbzcg,353676.0,4.0,S,61.0,324.0,Fidelity National Information,10.0,1620653.0
qfq8329,eesunuxqgydeoqlvusoepewahf,3.0,U,M,qfqbhmvadftqdmdpzoxqbdbedaq,256196.0,4.0,S,66.0,,Expeditors International,4.0,469588.0
sea8330,Ebtkaodqgbtbjtnccmyxbiwirzlnakluwgprdbtbszcoqfdpskarcvszrxailrpnio,3.0,O,m,seapngdaxdwrhnkps,319544.0,,,98.0,825.0,Target,0.0,628952.0
Brx8331,ZXWUAEPUKRKQJIWTMEHTATPFOJPWFAQURO,0.0,O,m,Brxosgqkrb,55879.0,,M,32.0,768.0,Watson Pharmaceuticals,4.0,2627200.0
Udh8332,Jrunkwyghraugithczuzkfrwoqrccwxqowrxsuwfhzpjhltegbrgfypvhwrwmctdmfszrsnypaybrq,0.0,R,,Udhqoqeu,74233.0,3.0,D,14.0,506.0,AnnTaylor Stores,,1162079.0
Jsj8333,aipwbibipksssoorbsezarcoefaikpvdashim,2.0,O,,Jsjjwtzzngwcg,36850.0,,M,78.0,,Cigna,1.0,603942.0
Ghx8334,Vassqnvuoo,0.0,O,,Ghxfbjlntlonxmimsiifn,12494.0,4.0,M,27.0,700.0,ConocoPhillips,,2528598.0
Edz8335,Pjcyvm,,R,,Edzaeupfofuqnk,51667.0,0.0,U,12.0,354.0,Leap Wireless International,6.0,3459874.0
Fun8336,yagsmleiqpjxbdsrhostcxrfimhdyrhuaytcuuyhztefgfwr,5.0,O,f,Funorixyeffotlhqyqseoud,380580.0,0.0,D,33.0,661.0,SPX,2.0,2834186.0
SOZ8337,Mcviusptfwedntfysbknpbjblbwabof,5.0,R,,SOZSIFGRLTXRSYUEL,123348.0,0.0,U,74.0,609.0,BE Aerospace,4.0,3505753.0
buf8338,eiektdlgnmvje,2.0,O,,bufzmajy,429014.0,2.0,M,70.0,846.0,Western & Southern Financial,0.0,1592317.0
Maa8339,Sybamiqdnfwrxjhdpvfcfsbciwqtuakvomjdgensrti,1.0,O,,Maadmuxajjvmewuvpud,374158.0,2.0,W,93.0,709.0,Medtronic,1.0,2404099.0
pwo8340,Cqclzjhxgdtokgsgj,1.0,O,M,pwoweizu,156741.0,2.0,S,27.0,402.0,,4.0,
vei8341,Ngkknfuzinwrqsufvvlxijznltwdpbcsrhouiu,0.0,,,veinqzhqgbn,19121.0,2.0,M,96.0,594.0,MetLife,4.0,3281237.0
Big8342,Obmgewgvhhyemqircchhvrgqslqzzufogwrkcvvqu,4.0,O,,Bigxvdal,129753.0,1.0,M,35.0,717.0,,7.0,3191520.0
Gwl8343,Syfzgdaotk,3.0,O,M,Gwllvjplgqxy,126899.0,0.0,M,79.0,416.0,EMC,1.0,1098160.0
UJD8344,Cqomhokmrvyerexzwbbnmmwetthdyvhvozzfhbzofvdhjoxwgx,5.0,O,,UJDDXUKMICPQEJMWMAWVRJFJFSB,171924.0,2.0,M,81.0,489.0,International Paper,10.0,3216384.0
TJA8345,Offsxhhssvdcczwtid,1.0,O,m,TJAIEHEBAKUTHKUCNO,411993.0,4.0,U,78.0,435.0,Bemis,9.0,33574.0
Lqn8346,Ibhedhjeydbqhdhhpwuooabdouwzsnkuaknj,3.0,R,F,Lqnldewyb,160887.0,1.0,M,19.0,645.0,Dresser-Rand Group,9.0,574125.0
Sjv8347,Slpmhlbl,0.0,O,f,Sjvxqwywraaiesxxwitstfsfctoscm,377310.0,4.0,M,88.0,594.0,AT&T,0.0,3712135.0
XOS8348,Xpsfissdabqzvpdoeqtcwgknqnvtujcvrgaslbccpdziakkuejlp,1.0,O,M,XOSROZ,294968.0,1.0,U,68.0,779.0,Pentair,9.0,477424.0
Tsn8349,tvcpxocnqqcmfrwyqdiydbauxzenvhmflimtevaframlkzvmypbgxw,0.0,R,,Tsnuqzyhxhwvvcfhcufbypo,264331.0,4.0,U,15.0,635.0,Ball,8.0,2296151.0
aqb8350,Zoqbpmqaueqzcnjtwstwdclmiwmszlhcllljfjvnerxifagwnqanuitmk,3.0,,f,aqbkfpcytchaixjswnlxptcdrbsc,336093.0,5.0,S,66.0,407.0,C.H. Robinson Worldwide,6.0,1205049.0
Tog8351,Cdpsaqchjnkxppwcjcmdw,3.0,R,F,Toghj,319157.0,3.0,D,44.0,667.0,ConocoPhillips,,612942.0
Srm8352,Ucrdtznpfsyllgtntdwqpjoxdkxcidobenuvwavopjxafzxbjfxhutobxzveeyiloxxkanj,0.0,O,,Srmbflnfirveafyihmib,204546.0,4.0,M,40.0,475.0,Mueller Industries,2.0,1691044.0
Zmu8353,OTXAYKLNSLFHHEKJPFFQPHKGQVKSOCZYENMMGKXIGEOXKP,5.0,O,F,Zmueuzidkqvzcenhbhyfcnvuwuozh,493168.0,1.0,W,69.0,370.0,VWR Funding,8.0,
Ajy8354,Ziatmdhmgtxxfihytusqdpamulknclpibbeqkyfmxphdejgldtiiyxlz,3.0,U,,Ajyxfteev,170982.0,3.0,M,23.0,543.0,Aleris International,9.0,820347.0
pqp8355,OSVPPQTRMMWTFZUWXGVOJQVQGJGQAFOGITUFKERAAKTLCZUUFVUBWGZCRPKGGTCMZZSVUXGR,4.0,O,m,pqpjnxcgulodnwpbvdmytluedk,167544.0,1.0,M,61.0,591.0,Expeditors International,9.0,241622.0
Yby8356,RMKBJYWHLNFLBVQJSXSSBJJAJLYTTOWBAZABEPIZPNCMGFAYUDGREGRDKHXPCFIYGGKSZG,1.0,O,,Ybyzlhpcxnhqoqvolgfldsqvnro,10320.0,0.0,D,28.0,721.0,Annaly Capital Management,6.0,3727576.0
QUL8357,ytgnsxjqjqeazvunylrsexbpjitmipnhbmndiz,3.0,U,m,QULOVRVSZAEFXOTDMWLZK,210885.0,5.0,S,49.0,672.0,United Rentals,8.0,3445443.0
Bkl8358,Uthmicfwjygtzjk,3.0,R,,Bklpsvparhrwjx,269090.0,3.0,W,88.0,802.0,Cognizant Technology Solutions,5.0,3664506.0
Itq8359,VXEFZIRCIPIWHAACIWNMBTJQHQSBINHVVKZOHSSXALOXEZYVYMGAASFANNXPQUPJNOKYKVQVFNCLRHM,,O,,Itqzr,410313.0,2.0,U,13.0,462.0,Loews,5.0,3877077.0
Atw8360,Tiarkxvctcvzmisnwtqcigylxuiqvhwtjxxutaijyhvrwfqvmyddbx,1.0,O,,Atwupxhvhwf,24725.0,,W,12.0,849.0,Franklin Resources,6.0,1889529.0
PPN8361,RREZAEWDKWHGNUEHJPCXZPFVOTSHKJTHHKBKJYAXTISRZKLPYG,0.0,R,F,PPNZHIWSIZMUQVTUCJTAD,375140.0,,U,52.0,728.0,Graybar Electric,6.0,3941350.0
UZE8362,UZNTBUKNRJTPXDW,2.0,O,,UZERAEYLCA,90376.0,1.0,M,64.0,850.0,NVR,,3404582.0
axv8363,faaspgmihqsvdnveqxwvosrs,2.0,O,f,axveczdhzvdxtuswo,74761.0,2.0,S,16.0,626.0,State Street Corp.,2.0,1209089.0
Ynt8364,Sjtexsd,4.0,O,F,Yntckeitt,254262.0,1.0,U,74.0,771.0,Warnaco Group,5.0,106272.0
Msz8365,Fglkkcioofsqfrcrueqefgecalfgpywrvqfwqkuduxaomdsqkiobjevwdmbdqjtvxgsdef,1.0,R,m,Mszvcqhplyknab,270354.0,1.0,U,,702.0,Lam Research,2.0,429019.0
Jlr8366,xflnbrkalaxssxamnxhezniactzkrrldpespwefegvqramczermglngthczivdul,4.0,O,M,Jlrblhzt,395379.0,2.0,M,30.0,824.0,Owens-Illinois,5.0,1825720.0
PXR8367,SPTHXBOXMDHKVKYESLDFZDNWDNCKWQVILDQMBVZAJCQAPJDCKOME,0.0,O,,PXRHERGGKVRTU,222496.0,3.0,U,71.0,528.0,Superior Energy Services,2.0,117460.0
ipw8368,OVLSAUQGYXHNUNRSGNPRXMEFTHLQADWMJFYCSEEGHWFUOJMASLWUDYR,0.0,O,M,ipwkwgxufan,290102.0,1.0,W,92.0,681.0,Pfizer,2.0,837365.0
nah8369,Jzdzpxpkinatfffd,1.0,O,,nahagncxtaxmqwmskfltd,380542.0,5.0,M,10.0,834.0,HNI,2.0,1213636.0
YXS8370,Pencyxvsmkxchrlvkxflulsksgm,4.0,R,,YXSLQZJQGWHWWF,293577.0,0.0,M,89.0,749.0,Applied Biosystems,10.0,1705534.0
QKK8371,Szbsboehlyerksmpqlxkgceifmhsuaooeehqiqjlqzgazqurndabxjnmphbmgrtiochyygzhqfi,3.0,O,m,QKKFKWFCH,115659.0,5.0,M,87.0,609.0,Dentsply International,,2121657.0
Dtq8372,Bpqoodqquxqjazstmbrtsptldtghkaqgiucn,3.0,O,,Dtqwpvaxmfgsspsuthdzgmwibbh,485918.0,5.0,,40.0,836.0,Eli Lilly,7.0,3158778.0
LDT8373,Vzttnitxqykzijcjmmuqzclhfnddhbrdb,5.0,O,,LDTGNWDNMF,200901.0,0.0,W,36.0,319.0,PSS World Medical,6.0,589798.0
Smg8374,Btnscgytsmtpdsjuqgnjyeoeoaccnqcsveixpbqlarzochdvohvavpvmqkysrpqbtclly,1.0,O,,Smgyjsurampohoaodastthilehzwy,286826.0,1.0,D,63.0,482.0,Country Financial Services,4.0,2934120.0
Ymi8375,Nveoxjqdijmzxmlvcjxduwmtymkembernjdivxcmyhozxfanxqjcty,5.0,O,M,Ymiqjuifzogvcxf,348662.0,0.0,M,67.0,539.0,Applied Biosystems,3.0,1928438.0
Utm8376,pekbzvqhsrheggmoaaebnojnaasjaludlnzwpbjimefifvtfdofgqlrgkuvfavjowgdatu,2.0,O,,Utmod,318853.0,4.0,D,93.0,847.0,AGCO,4.0,680023.0
qir8377,Lrslzuiqtzochhhbugytdlbfhooislsocekwhljjjajajydzyrdarclkaplsmft,2.0,O,,qirkarmmdglaspt,105361.0,1.0,W,95.0,714.0,Global Partners,0.0,1561052.0
YKD8378,Qnpdsiwlvejxmviowcrhsckvoowmgmqgyqifrojijespbtrlweuanjpmrfymvjigsrvlazktaljqwuoq,4.0,O,f,YKDDPMOJYRWS,399550.0,0.0,,29.0,467.0,Capital One Financial,,3504669.0
eac8379,Yefcwgthlsgvplrcorlghrhxwftzovlsjulgaqxwcnncidrchtbhrej,2.0,O,,eacfmkqmcvcrvihwlno,299806.0,1.0,U,30.0,497.0,KBR,6.0,1226388.0
Snc8380,,5.0,O,f,Snckts,213536.0,4.0,U,86.0,604.0,Symantec,4.0,2047050.0
lyc8381,Sjnnmpbjxswxkuajyiofozbtxhowavnltuzgzpwmxfnjbruzvhzeacmpmffagu,5.0,O,,lycabofxbzsspswazmxjjhf,289455.0,1.0,M,22.0,698.0,Saks,3.0,1174967.0
Hyb8382,YODOTA,1.0,O,,Hybafphfxhqmgjekz,237620.0,2.0,M,5.0,403.0,Medtronic,1.0,3278883.0
cjz8383,Lyexhpmoxkpzayxslysyuopasnjneagbzrtqc,0.0,O,M,cjzuuqflkmfhuhkvtguhahg,293766.0,,M,90.0,714.0,Dean Foods,5.0,2537363.0
Nqx8384,XTFBHDSWBEQNOETPCIHJGHWBHODQZYCVDINNUDIXLVOOAGPBGGKLKDZGATWCASBODLYTTLGQTP,4.0,O,M,Nqxtpdfqrjsikhtsueta,136793.0,5.0,S,73.0,455.0,Ford Motor,,1146313.0
Oeq8385,Jvgdgfryryfxfluufcluirjvfeoubxqlxtasgbobcgu,4.0,O,,Oequgorbpnbnrpaugvhcdzkjv,418283.0,2.0,M,94.0,642.0,Icahn Enterprises,5.0,2583488.0
Aiz8386,OKHRAOFEPBJDLASSIJSAMACIGQEJLWUOKEXQPYEAZICUPHBBQJ,1.0,U,M,Aizrsbkxbpvxtyfydfxavluwrqimb,28204.0,4.0,W,73.0,328.0,Roper Industries,4.0,3399031.0
STH8387,Zefzbcsjzfkw,4.0,U,,STHPLJWGYSVBWF,269022.0,4.0,M,8.0,489.0,Saks,4.0,2430620.0
Gmo8388,gyxfcsaragslfdcnammwilwvakruhpqnrijctv,1.0,O,,Gmozvtbtfqstezfmwoxffillvsb,31831.0,5.0,U,51.0,835.0,Mueller Water Products,0.0,385940.0
VVF8389,Dshazchakrdxhabrswuphesiyufogykqfiafttjtvqnnhycuyyt,5.0,O,,VVFMEYKSUIXTJYAELSWTSLVNMY,416623.0,5.0,M,90.0,567.0,Molson Coors Brewing,5.0,1164249.0
Bwc8390,Pyndfueartjfumiigholgohekscsgbsvaddhjrwuujsvqzbcmhowgmcsna,3.0,U,,Bwcjerjyexznlinovsddmlv,123110.0,2.0,,62.0,310.0,Dun & Bradstreet,0.0,
Gab8391,ggcrfrqlepyqzhounfeibmfjoemrjqsuatntlteplooxvkpt,4.0,O,M,Gabjfphzqxwmbhkhskfltcjh,246022.0,1.0,W,80.0,366.0,Volt Information Sciences,0.0,857850.0
fzc8392,CRLGDRJKAGHPLTUM,4.0,,F,fzcpbidsgsxxtlzbib,114486.0,3.0,M,28.0,,AMC Entertainment,,198683.0
EKN8393,Tjqrurcptbshqoicqdyoomkudulhspvqqshokwmzlabyuqrmkixxgpqjnstuedsfubnbpyzyawm,1.0,O,,EKNWSLGDRFNUQIQSPHT,435741.0,4.0,M,51.0,425.0,ConAgra Foods,6.0,3677526.0
KMK8394,rmqwutuehljwlgebovutwmkmjtcxjopsgnlmvjkpjhuefgbxyrophkydxxpbfrihkaezqmrfdv,5.0,R,J,KMKINXAQDLEXCWVHQ,127447.0,5.0,D,40.0,593.0,,2.0,845549.0
FZF8395,Tjbrxcmjkdedrqsygourscomwufewfjxfvvddeurksnbunwgzp,2.0,O,,FZFASAXLEKKUNJH,69855.0,0.0,M,1.0,,Clorox,10.0,2989701.0
len8396,,3.0,O,,lenhjrudmytkneorbo,488405.0,5.0,M,44.0,661.0,Flowers Foods,1.0,2724881.0
VLM8397,SOPMVXFCRSFPCWUWGQMMXMOJ,4.0,O,,VLMFUXKLZXTSNBRBGWJRDGKXSUQMHQ,473.0,2.0,W,41.0,494.0,Hewitt Associates,2.0,2228585.0
mav8398,Jnvgdieertjieijbl,0.0,O,,mavqvomfnqcyj,78269.0,1.0,M,69.0,324.0,Cablevision Systems,8.0,2411133.0
SFQ8399,Pczybyndnnjrbkujgulqilefqudcyhqcmpqlotlfwurvqwaomertr,4.0,R,,SFQQLQGOXLPWLZBTQKHCKQVADKC,133210.0,2.0,W,34.0,801.0,Vought Aircraft Industries,0.0,2006554.0
NFI8400,MVFFMXVYUACZVARVJASVGTIYOKXEQGJCIYVBBCIXI,3.0,O,F,NFIHXHCJJSQBOZTSX,398312.0,4.0,U,11.0,430.0,Scotts Miracle-Gro,,1105583.0
Pqm8401,ynchwgatjnbmwdcxocktfzpggzaelbsqgcdswsyuzsybchchnncjqxaskrkzpyduxvhrs,1.0,O,F,Pqmbfpeadazglhkjghngevpssfewep,346267.0,1.0,U,40.0,590.0,Pactiv,8.0,2450714.0
ZPN8402,ivihtiucfbudmsptplvihxirzecmyaykiwwggoqebvc,,O,f,ZPNEYUDLRHMCSNUHUSCBNTDUHJPZB,246402.0,1.0,U,1.0,617.0,Nasdaq OMX Group,1.0,1367113.0
Fht8403,mmkpqyfnjonemwxefqk,3.0,O,f,Fhtfajkgtkegirnvmxqqreunza,355336.0,2.0,M,93.0,594.0,Timken,0.0,1458300.0
xmv8404,Sgfttqbbawgjswynchhgblanjpftvea,5.0,O,,xmvkfaeebkabnvasfhzld,277343.0,0.0,U,94.0,,Catalyst Health Solutions,1.0,2153900.0
kuo8405,XIXDXEUTYGFWKMBTZSADATTMERGSDCTNRUPAQGI,2.0,O,m,kuolpmuplanqtkroeriidghvitkfpg,448803.0,2.0,W,44.0,411.0,DynCorp International,1.0,693726.0
Gnx8406,APAJBOTETSM,0.0,O,F,Gnxcpekaoavtafalndszen,494763.0,,,6.0,541.0,Pulte Homes,1.0,1456507.0
NBI8407,IWLOHMEJNYCQENPSXGANRCOPJBHELDABEOWXMGLICOLWRW,4.0,U,m,NBITRHRBOVKTMRYQHHKGCC,219917.0,5.0,U,78.0,618.0,Pantry,6.0,613257.0
tci8408,Ynjfkyvemyweqxvzzcadefprduldpxoderhspsybgdfmoxphwuxwbdlfnabxmpgxe,5.0,O,,tcitchvfs,275576.0,1.0,W,3.0,487.0,SAIC,3.0,545439.0
lad8409,Uycwekapqddljhapqbzdxjfzjpbibtkgvsiixnytnzfknpsyasalcygqnmo,0.0,O,,ladtpkm,313667.0,4.0,M,75.0,733.0,Service Enterprise Group,5.0,2352979.0
Gsv8410,Iqkhkwlrmgurnownvehdgzaeahontkphucejyrqoeeepqddtffddlznkpnvdnublcpihwilhwv,0.0,O,,Gsvwgxjrthucokaridabgutkj,117546.0,2.0,S,64.0,788.0,Level 3 Communications,1.0,2662579.0
Fkc8411,iqeczirncglzjlppnozyimjkjofolaudmqd,5.0,O,f,Fkcuenwvmgfeifnvvitai,61410.0,5.0,U,85.0,393.0,Safeway,6.0,313104.0
ntt8412,Amqpjrownrhhsqllsczkqkbvbpoqojjqqzfi,1.0,O,f,nttyfybokywtx,193365.0,0.0,W,17.0,412.0,CACI International,2.0,3015714.0
Enq8413,Sxaim,1.0,R,F,Enqpjoqtqevbbscgswpeoo,99313.0,3.0,S,,557.0,Land O'Lakes,8.0,614942.0
Zxq8414,Gqqphepzxowutlfnpkqiesvmddetdfnrafclcafgaejcwfgqjrxxlh,5.0,,f,Zxqfrxln,186026.0,4.0,M,66.0,397.0,Zions Bancorp.,2.0,1471593.0
CQV8415,Glzbpewpqkvxnsmhamivuxssrctflexwlolidhaolnkqxxibdzemzlswqznqtppmihtwkhpugno,4.0,R,,CQVUHNSTCLRIGTDMRTLAXJRZK,288720.0,2.0,M,19.0,561.0,Career Education,3.0,
BEZ8416,KGVTRWHIRNSKDHMUQNLCKFLXRYFXUZJODSWFLOVRRQWGVTLPCZVHAVK,3.0,O,,BEZYUWPFA,183068.0,5.0,,91.0,516.0,Apple,8.0,1353127.0
Yul8417,qpmuyt,3.0,O,,Yuldcmtvrenhglivxbqo,406673.0,2.0,M,,764.0,Mutual of America Life,3.0,488073.0
Jtb8418,fgqmjqqhnbtshvvkhrfvujeankbupboamzbvjskrjxoryngzkvxkbxhpjoiunbuk,1.0,O,f,Jtbfhxrlekfqxnq,322767.0,3.0,M,69.0,725.0,H.J. Heinz,,1770822.0
Hqd8419,Cqcegjcswkgilvihtmnvkzxfizamlttiphjrpaxxaqrjmkdumfadeivnskhkmudgx,1.0,O,M,Hqdfkhkiz,41575.0,0.0,S,39.0,463.0,Herman Miller,6.0,3349478.0
Vrn8420,Hbkfardqbwjteotrgcxpcrkfnpersviflccbtlskdzfvdcwqaxuczfjqnwbjglta,5.0,O,,Vrnmc,65319.0,,D,67.0,774.0,RSC Holdings,7.0,3343920.0
WDU8421,HSNPNTOBOGUYTNAJIKEQVEFLYF,3.0,R,,WDURDRRH,50132.0,4.0,M,41.0,654.0,News Corp.,3.0,1500921.0
uab8422,unfmjhccokffuezzjlxhhidpaulfzkuvtcxcmefypebjotzpjtobtkqwuzxpsukicpvhdyzsfjp,2.0,O,,uabzeyax,491132.0,4.0,S,99.0,329.0,Tenneco,9.0,3704032.0
KFD8423,Obusywrvvmksapfgjyedunizmggjzrhlertanpjjfrinlthjhsvwikaovsvcvwtex,4.0,O,,KFDVMIVSKZNZNZRDJMMLXOB,491971.0,0.0,D,66.0,544.0,LifePoint Hospitals,1.0,624438.0
Izt8424,Kixoexbuhlhzupsuancsvkinsiatpeckuznuonconrmmuludnptcczldiqicatylktvoihvdzt,3.0,O,,Iztnuipvhenogfmnbjdt,375380.0,0.0,U,49.0,526.0,Emcor Group,,3598369.0
Auo8425,Jyocsdqremfjwiwomenoyltsbdhmgbrijqjotcifagpfgojwvcxeqyw,4.0,R,,Auoxguhbggihrfsjhwunmeko,416339.0,0.0,S,21.0,770.0,Public Storage,8.0,3110160.0
pqs8426,Aswcpjybevdwqyqjgktyyospncmousqifukbyasxshwnzprce,3.0,O,,pqsgpii,185175.0,3.0,U,44.0,691.0,Boston Scientific,1.0,3683789.0
bfm8427,LIWMZZSICTIGNSCYKNEWQCEVLPKQOWSLPYVBTZRMAPMHQIALKYGCPFHFLLUSQBPXSDCWJTJZWDUQZ,4.0,R,M,bfmcssjbyakhpv,414591.0,0.0,U,29.0,790.0,Dick's Sporting Goods,,2208898.0
EWM8428,Zvlextxjsgbihgrremjajdifnrirnxydjyisjjorgqomxqchqiopyriuiwb,2.0,O,,EWMITVEOCLAXJMMOKDY,451105.0,4.0,U,19.0,584.0,Commercial Metals,5.0,3381435.0
