Ag,LaNa,Sta,Pho,MidInit,AdLi2,Inc,NumCa,C,AdL1,Coun,PoC,NumCrCar,FirNa,MariSt,Em,Gen,NeWor,OOReF,NuChi,CreRa,AgeID
35.0,bpbqleges,VT,1-498-150-8278,N,rghlsejnxnitlqmjaeamnbzcodxotzcsfsymhdvfslkkkgeuzxexmyuxgtmaiapxayfeh,452361.0,2.0,Gary,GVIKCUQQGKAPSJTYCQIQWCJRLJDLRZ,United States of America,,2.0,WPZKULKLMKJWRWTMPOUKHCH,D,Bed Bath & Beyond,,3031663.0,O,0.0,741.0,bpb10944
42.0,Ljrrqzbpdrngeeusoguhsguk,PA,1-058-612-8436,,QSOGZ,499003.0,2.0,Vancouver,snxdxzinxnkeuyqhlokxgnvhnidqtouuctoxcotbgrozzsvuflvqesgsjywa,United States of America,Modagb,0.0,MXMEJUZRJMGUQEVIUKEVLHKK,S,Health Management Associates,M,87159.0,R,5.0,582.0,Ljr10945
71.0,Rzpltaeakaoyfgrflqvmoxkdfsxqww,CT,1-265-513-2591,p,Hsbquqtsjhhukklneqeroneq,455818.0,2.0,Berkeley,RRUQOZTDQIEQNPDJBMRTCKJAOFDKIEAVYFK,United States of America,Zazqgxcwrprp,1.0,Dftnxrfavpjwpnntikzbopbeclhq,W,Huntsman,M,,R,2.0,663.0,Rzp10946
79.0,Lrvmsnoq,MT,1-485-595-0368,,Swekgeyyxumxgkeuveatrxrrtndjeqlzccqmwtjtfssoitoa,454772.0,3.0,St. Johns,qyuhrzumlavwthmgsvirmdgbxbbfq,United States of America,Llrctynrdyif,10.0,tknzefoohgsjposlpgucwggsoa,M,IAC/InterActiveCorp,f,126126.0,U,3.0,840.0,Lrv10947
42.0,Wxgrgw,MI,1-524-653-9485,c,GKXCCZSDNARMOITCHBOJTRQLCZH,273676.0,2.0,Huntington,JZFCYOQUZIBFEXLLJKBQNQBYBMXMF,United States of America,Ykzvdwj,4.0,Vrgmbanrkzlkhbocjfo,D,Praxair,,2449252.0,O,0.0,795.0,Wxg10948
20.0,Albydgeobjfdzldxyedkrffd,New Brunswick,1-297-664-2075,,oqccslrolmknwbxklrboxfyqgkbpkxsmvlfqwdcivmqjtbdnriqmcwgiimjrppxpim,321116.0,0.0,Pembroke Pines,IPYBDXXICQJNJBJXHWECRMDJMHHCDWDPGUTCRWLS,United States of America,Pdjjgztkodal,8.0,Mbafcvqltocnwvtgkwoark,W,Patterson,f,1273654.0,O,2.0,437.0,Alb10949
20.0,UDWGVJJYBWKLEADPMZFRJE,Nova Scotia,1-721-975-2824,L,iuqompqylopwujznqmtwxfkvpuswlcvzloctzqmnrvdgsknpwwudlufjjamkjireeppgjws,320777.0,5.0,Fairbanks,TIBEVSQXNDYCAQEA,United States of America,OGUDXMBATI,10.0,qpsnvca,M,Sanmina-SCI,,440078.0,R,3.0,638.0,UDW10950
8.0,UASCVZBGHRTFKOUPVIWWAGBYVFNHBL,SD,1-057-891-5436,B,FOHFTAPDOPKJTQRRXHIUXCPCCUESIBYWVEHAQAMD,424772.0,0.0,Iqaluit,fmowaumuskegfcdixkoziy,United States of America,VELDYEWJJXDF,9.0,PUTXZXHQOUAFUMLDLVWRNPZSYMYR,W,Hospira,m,1935817.0,O,4.0,814.0,UAS10951
18.0,uuscnmppen,PA,1-493-711-9216,K,lifcmsrubcdgfhsezme,45651.0,2.0,Shreveport,UVXJCTVHNWRVCUMTLNPYWBNI,United States of America,Qhgsiiqvc,10.0,Qmdymkktqqaj,S,AMC Entertainment,M,,O,5.0,685.0,uus10952
47.0,Htqsrtpkbhyzceilfq,NY,1-379-648-5404,X,YJPONTIKEBZPROZGPVKPHPUVHUYODOHGYSRABMNTW,224022.0,1.0,Springfield,dnwedmwuyhurlp,,Ckrahwu,0.0,Xkjntucryzqhf,S,Pride International,f,3355149.0,U,3.0,715.0,Htq10953
72.0,ZEIOTVOFN,TN,1-850-158-6289,t,DICCPGUIAJSUNYOFQJKEHBHGVIXKMAKTOWOTMNLIC,123128.0,3.0,Cheyenne,aljmgpxuopvxyfohbhoufyybqc,United States of America,sllwqvgj,0.0,IIVMWBABHZ,U,McDonald's,,3975497.0,O,3.0,549.0,ZEI10954
15.0,TVPJCMHQPHHDA,KY,1-810-599-3009,b,NFSYTNHGXXTWQWNADHDBMZJRPY,122108.0,1.0,Knoxville,WSUWDXRDVJIFZSUZSYCRUMQTRQZMNAYJOVILFUPEOUUHO,United States of America,UUBSLKL,0.0,Cyntkutjkpqhkg,M,Wendy's/Arby's Group,m,108127.0,O,4.0,315.0,TVP10955
1.0,Lnelehgqaydulieixcxklc,MA,1-180-437-6306,u,Mpuockuscdccrtxslfg,356575.0,0.0,Coral Springs,Chrvlwmph,United States of America,Vrlean,7.0,Rgsnrhbcdtj,M,Ferrellgas Partners,,1777116.0,O,5.0,693.0,Lne10956
92.0,xdskzloomgtsxslukialv,AZ,1-661-668-5661,V,UZVQPLWHFUUPHEJVSCRNRCPZJPPFONDHJ,368395.0,1.0,St. Petersburg,Alfht,United States of America,,6.0,JWOZQMDWUTWWXNMFU,M,Office Depot,,2189644.0,O,0.0,797.0,xds10957
18.0,DWWMQXWWEEWAGCWTMRFSMZTOGH,ND,1-733-242-1972,,Gazczbgjspmmuasijwlpmqmuhevaickfnymleovuerynttqipjzttvkdwmzfdrwgrdhbyrfaii,55621.0,1.0,Chicago,sksjphecwjlypsellgqvrsicvrsknlqlvwsygqhpqjbgw,United States of America,nhtzkmxlb,7.0,qduoxqnofuip,M,Freddie Mac,F,3043042.0,O,4.0,313.0,DWW10958
33.0,YBMPRTQQUHCFQYT,IA,1-520-323-2184,m,UXCGVUOTCTOLBDGBNHFDCSNXXCUVWQZIYXKZBHXEFNFMRNEH,14921.0,2.0,Grand Prairie,Xwgwaytwotgmcudfwdsguxvioxcorovbzpbsxboobaecslugit,United States of America,OPIRHXDC,0.0,Olmlwxz,S,CACI International,,1661619.0,O,3.0,815.0,YBM10959
18.0,xiuaniazmwwprnwqoopamqa,NH,1-341-921-9360,,ijmwheapjgbeolbtwltlxdmpvabfvghjkjbbmdysotspmultq,69690.0,2.0,Fargo,xllhjohpiixwrmjqiv,United States of America,Qbevjvc,8.0,Yupzdvabbnkpe,M,Fastenal,o,,O,4.0,434.0,xiu10960
58.0,vyzik,OK,1-572-993-5025,J,ebjjyqzbjxxexonroziqbkgdelihepgjegdxhkkhnps,445437.0,4.0,Memphis,pertocbxhjcgahfcctjnszppopwzxfwihzdbpajppeyoltvpoaqxmewkdwuw,United States of America,,7.0,Zshjbkyitfhvt,S,Mueller Industries,m,981900.0,R,3.0,763.0,vyz10961
71.0,ufomblfqinwfrnsttf,Manitoba,1-498-268-3006,y,Tucujxqjdluvdgqqizxhokkbcsohrmgevxnfmtrtsewackxoxpaaewkgrkmnxp,143157.0,4.0,Saskatoon,Acolkdkmvgnvoqlzmgxzzrlczcebeftwavoeqjqvvoddbwduzidfutxqdmptyixhkwqiawjiwfxkhk,United States of America,velobyg,7.0,Jljtqsxsxmoqjidw,U,Shaw Group,M,3746110.0,O,0.0,732.0,ufo10962
84.0,hdfqdf,TN,1-132-379-7031,,rxoabhbboyfckbiqhxkedemzonqaidcrywtsxbihbwqxkqyirtflnjbyusac,81469.0,4.0,Mesa,Ogdygkr,Canada,Wzdmcizt,4.0,jarlzcumgclbbt,M,MeadWestvaco,,2187192.0,O,5.0,692.0,hdf10963
98.0,Qqdcqterugvbnxbrnxjavjkwiwf,OR,1-400-066-6527,,igftnesdvgohvcnygbjkxhfpplwoprhrodqtrjfrvgxmezwidxxhmpurdslxgspqeh,285117.0,0.0,Baton Rouge,mqdocptxi,United States of America,HRMZSQ,7.0,DKQVRGXMOCIRSMHMSFHHIAXX,M,Yum Brands,,451143.0,,5.0,708.0,Qqd10964
80.0,SLYPVNQINGV,OR,1-695-527-9593,K,gwcphqaiumqphzqovcdreeyapspwfhbkyxgziddhl,354851.0,2.0,Durham,nimvbdrcorrybzfianxkpcpejrrzza,United States of America,Ktpthtq,,Oojmpiqtkcmbvuwhinipz,D,Estee Lauder,,3341645.0,O,4.0,308.0,SLY10965
46.0,BMUUIMMXEWICRLNPXAHFE,DE,1-029-847-4964,g,Kdocwtijtxcatzotqmlooqvpeamfhddqprdoiypvrdgvn,91762.0,5.0,Toledo,YUTFRPMAHBKLPYEBYZUEZCRHVTBPAUMNRXGHKYWFTULDZ,United States of America,Mnamjatqnk,8.0,MBQUUKS,S,WGL Holdings,F,822216.0,O,4.0,386.0,BMU10966
97.0,DWBTFDXAUTGFK,WA,1-314-776-9465,K,OVUABPWNXICOXCIAXPPCSWVGATPVJPGCFHPRCXWPRQCDPJDQFOBFCNV,69985.0,0.0,Chesapeake,tpnrqqqxvexhlxgqxbknltzyy,United States of America,Yzuej,2.0,HQWZHHNUXJLQRZSJMPULK,U,Fidelity National Information,M,2144374.0,O,1.0,597.0,DWB10967
4.0,Rglgqblgpkti,GA,1-899-913-4500,,OWMKRHRDQEXWSGYBYJZORQRTLDUGNGBKIOMEYKNSIVWTEDHLLETV,380475.0,0.0,Rapid City,uxrxkxzkivjidgurgzwrsfuybnrhqtwfaskjpvakoqiy,United States of America,xqslfkatw,9.0,Ssgdnddvdkobrhssbzazgmoxu,,DuPont,,1685501.0,U,0.0,609.0,Rgl10968
23.0,Tizfvmynqtoh,Prince Edward Island,1-928-688-6118,A,sfogrlsucefsmscdnmpadp,,4.0,Torrance,Lwojcgqdblhigbrjocfoxswlvggxuidhcfeiukotogezeuemv,,cqohhk,3.0,Cjzjrstddeosoh,D,AT&T,,3590095.0,O,2.0,538.0,Tiz10969
64.0,qpbahrdqxficbvaowcduiexfnwdyt,OK,1-534-082-6100,,Hgtrcghfvadtxwfyrejdjqhvefxfbjbzcfnhzkxtymngmbxyjuicuvhwjlcuatcoqsmwuteioci,127084.0,2.0,Yonkers,WSDXPSMOJYTFLGZXPENOHNILSKGLHVOSIQJQFJSQH,United States of America,OIWXRFTA,5.0,jtqhgkjxpzyma,M,USG,,2175688.0,R,1.0,561.0,qpb10970
51.0,Dbtzihzkmmtstttuoagpyhshshakox,VA,1-831-110-5276,,YBISIDRUYAARXHQQMXASHYDTXXDKMAFAFAK,198184.0,0.0,Wichita,kjmfwlomxnzwiiqxmrgxtuttwpeggwrclghnjaircf,United States of America,Czwpdhfs,7.0,Ypjwquayocojyguepunmx,M,Tech Data,m,435784.0,O,2.0,484.0,Dbt10971
,Oibbjanwdofjugxexftodshvw,TN,1-738-411-0914,,baakaozochwdjlkflbitq,153197.0,0.0,Omaha,VKJWBDFMBTXEITLTTMKUJ,Canada,vsnbgjw,3.0,FRVEWGN,U,Sauer-Danfoss,,1444106.0,R,4.0,382.0,Oib10972
57.0,Qnrpvabqpnwcechvcjxxppftdhnwpk,CO,1-939-120-5236,,Vpcigvtiojkpbrvuqrdpuwfthrwirttkjbakpdluzs,379055.0,2.0,Huntington,Zisuksrrrdskdjkpgti,Canada,KZDPOZTEUTLH,4.0,Xljzbhilspguhqvnviwn,D,Apache,,1586585.0,O,1.0,639.0,Qnr10973
80.0,PXNFQBLSIS,MI,1-118-602-4025,,gphxmyefjralqmigqkynwmahewejgkrus,356373.0,5.0,Lafayette,BXQIFNCSWFYDNKOSGR,United States of America,sifnsiwsvgjn,6.0,LQOLWNIMQZTBLXAGWAJLBPPDSZZTLJ,W,Goodyear Tire & Rubber,,3786115.0,O,5.0,425.0,PXN10974
56.0,Ncpoh,CO,1-792-060-7592,,Gdctkrrmdmi,353279.0,2.0,St. Petersburg,IQOROSXCMDTCITFBVSGPTBJVJNCIMFTRTDQMQSUL,Canada,Lsgvsnikex,7.0,rctrb,U,Boeing,m,376409.0,O,0.0,806.0,Ncp10975
43.0,YSDEOFHNZSMWQIUVNOXJ,WI,1-779-356-0532,m,Txvogxtuvxmwdxdcqiwtwibfjhfvqvsbqaqowgwbrfvweimzuifyqoudziufgzwdakeruonfbojmusl,140640.0,4.0,Charlotte,Tbhseysbvgzrulsxqwkkwjadmgrdslankrqokha,Canada,gabghonu,10.0,JRDHRPIKQZM,M,Landstar System,,716158.0,O,4.0,522.0,YSD10976
40.0,rgnnduojmybsrmwt,Manitoba,1-680-902-7386,,Amdlqpnqefnsvhulfaqinqvaegiwxccgzg,116679.0,2.0,Oshawa,umdiud,United States of America,,1.0,Iyhnwaqpjsxhbsamiofmgtuyjqto,M,,,2054123.0,R,4.0,696.0,rgn10977
28.0,Gkmzisnspcvyijfbandacelpl,AK,1-309-464-0684,b,ivjhiqara,198557.0,1.0,Orlando,Rpiwqxnesrtrvxwyyryqtvjrdqst,United States of America,Qfpvdejwk,7.0,Lhlecyqxbuiuatwgseblsfq,M,Pinnacle West Capital,,1157950.0,O,3.0,655.0,Gkm10978
21.0,USKIIPVZJGGEYWSAUKHBMYNCGNCDIE,AZ,1-569-946-8438,i,PJGOUOTRHLURRNCZZIG,11010.0,5.0,Providence,Iygbnsvmbnhvkoqacvottxobfqqtdrhecbigrksihfgkpkquamqacqxuomzmrzflnswxgwqljmoozo,Canada,Dyqzqre,4.0,Jtplpmqthrvymo,U,Ameriprise Financial,,1011786.0,,5.0,399.0,USK10979
94.0,oqudhewehtbrwcvdpooixhzjq,VT,1-249-547-0160,g,ngbgbulhnxyvzofqccxrjfpaovmbeojvvttblydvlkhuscdpahxllaqajegoailvyzndknndvq,431728.0,1.0,Yellow Knife,KCKMHCFIDXO,United States of America,qnwsyv,6.0,xvqyoawtqpuukkq,U,Group 1 Automotive,f,2709910.0,,0.0,843.0,oqu10980
42.0,Qywrapsnhfoagpue,Alberta,1-043-870-1065,,LETUPUOWSPVVQJRXBWCGBRECCIZIWGSEPLDUOXMIVWNXHXEASHHGKU,410038.0,0.0,Macon,Yiufcthacangllgvezpxktqwrugqyb,United States of America,hezfcql,2.0,Sqlbqtgxrmgfprcluouwx,U,R.H. Donnelley,m,392239.0,O,1.0,426.0,Qyw10981
100.0,Nkgssnsrbdfohktw,DC,1-867-630-8354,,FLVHWBKOOWDEBKANDJIDOJFRWUXQPSSYDCZDQUQVAIVQMSVURFIYAJOTKIFPRXUFYJVMKENTS,201173.0,0.0,Lafayette,kwnlyqsgibbmxyxzsqbzicgbrugvzwvweebugivmd,United States of America,Kwffxxuchb,7.0,yzyqp,M,Berkshire Hathaway,,3168652.0,O,0.0,583.0,Nkg10982
74.0,FEBTQZRWUEPVSUCDJOLAMMC,AK,1-191-825-2255,a,entpjanklvdautm,124419.0,3.0,Dayton,,United States of America,qmedvqvbl,1.0,CJNRBFTQ,U,Time Warner,,186615.0,,1.0,511.0,FEB10983
35.0,Iuqijqspnbmfnkkokrhcaomfjc,IA,1-282-151-3272,s,DEOMTDROILWDQKBCRGUMLRUPKGDYBGVKJFSLEOEDKULFXROCDTPWFGGNLDCDH,132903.0,3.0,Minneapolis,jlpeunmmrivlbyookbrlfjefadqeqjjbdjmanzbqgkkgsqyzcjwu,United States of America,kdtnpbnsjun,6.0,TKIXUYPMEMRLBUYCSALVPVU,W,Eaton,F,552362.0,U,2.0,613.0,Iuq10984
5.0,Qncvopywlyajifnzlpoacfm,Ontario,1-066-477-5944,,ENRRBDISBXOCVAQTANLPZVGMFOVEIBVQCBAEYXXIHSGUOHBMRBPZSSLF,140659.0,4.0,Denver,Xrcqitjaluheqheybbzsymggqxinfvhfxeuhfpinvtydxal,United States of America,GBWRHUJMS,1.0,Uygxysddl,W,Forest Laboratories,,3270324.0,O,4.0,646.0,Qnc10985
50.0,ESGRGMXG,SC,1-282-512-4315,,Yyjahqtuvgtcanvuecnlwxeuloeqovzweoceebvmo,,5.0,Dallas,LHWVDDUGJGVHNBVVWDKJW,Canada,hzandqqpeish,10.0,Pqhtxjwtsi,S,Watson Pharmaceuticals,f,3685597.0,O,,488.0,ESG10986
56.0,Yjsll,Newfoundland,1-886-395-3491,P,aygarmbfadbhksbcqltnbjshjbhzqeabfymkwxysme,56183.0,1.0,Lubbock,Ubskzjndmewryzckgkrjxvucfhdnyagztbxwgwdijjivjtbycgpmfdwvtrsdaemlmqo,United States of America,VOAOHGFNDCI,4.0,AGLFCYCLXKLEUGDBODOEYHZCQIERA,W,Duane Reade Holdings,f,207116.0,R,2.0,699.0,Yjs10987
5.0,Umtpglmoh,NV,1-278-431-6057,S,Okarylspwribsdxqogmmdvslfhyrcbsvhfkjhcakmeknnnreyrtkrttoqlvujtord,,5.0,Casper,Nvnrrcemacjlsxihqvxuut,United States of America,Dijuvdurnb,0.0,xcydsqrcgwdxbgqedbhqkjxjfdd,M,A.O. Smith,,3499346.0,O,5.0,324.0,Umt10988
30.0,PYWCBHPKCU,NH,1-412-924-8688,e,tkidmepsiiszzaibzwclkpmrvilukumyabefdiltacwiajidazd,348650.0,3.0,Providence,Jqsefxjucpdhktaxxlvpddokzlhpsidimthpd,United States of America,EUZBQ,4.0,ucfcouausdnfansxvlbad,W,ITT,,748619.0,O,3.0,512.0,PYW10989
33.0,PISNWXDVZLYSLHDWIIVN,Ontario,1-345-968-0834,,Omjupphpwcvckanfptnvjbyjfvxliixcuzveepwvzvkfdbwmbevbgeroz,287672.0,1.0,Pembroke Pines,sdojpufzogmbxlrmjyozmbuegolvzmdyxfnabtpmnjsxblmvfxrcgljidgbvrvnkmdi,United States of America,Ncrhjwrjoqeo,5.0,Skmuisanwbxubbdocwgnfcmsuj,M,Hartford Financial Services,,3059847.0,O,3.0,716.0,PIS10990
61.0,ghlvpa,LA,1-424-096-1252,,yijovxmgwnhzuenxpnmhxmoqpfgcyojqapuklliywzjntsjkfqwibadrytacczmzratmpppibcn,36078.0,5.0,Garland,Kwlaavxlvnocxhvbqsdngppxtnlatzvrokhiumqap,United States of America,Zbjwvhvofsxv,9.0,vlnvxcmcwhanchhxxttfqsbflr,S,Eagle Rock Energy Partners,,1649676.0,O,5.0,333.0,ghl10991
25.0,OJCFBN,NE,1-730-997-1829,l,RDHOADSESHMYTWDQLCJXMSKHHTBTETVHHGNDNLMUINVITSRUGHJXRTJMRY,422110.0,4.0,Mesquite,Wqhthynpjpbdyngthzcbhkwtktinbfcblctwm,United States of America,Qgkfjmo,6.0,JIAMFCBPMIWC,M,Worthington Industries,,3705423.0,R,4.0,407.0,OJC10992
22.0,Indliisjrocshyt,ID,1-053-888-3018,L,APWEZOOIUXSYKQQEBWWAGUQKAGAFFOGUAKMWCPJDSBU,111797.0,5.0,Nashville,TVMBDBQP,Canada,udpkqwpq,10.0,Phwduhhqpkrhfgthpxsmkijmuvj,S,PG&E Corp.,f,2376501.0,O,2.0,661.0,Ind10993
33.0,INOBKKQUWOEBH,Prince Edward Island,1-223-074-7524,,Ensagkucbfsewevwnjloyjsauwoggetcdacwqdwwefxicaeiddpsdpvb,268988.0,5.0,Oxnard,ipofizkrojuhuxikswemcpqdz,United States of America,Hgjnxamvejxw,2.0,Nyaqns,M,Nvidia,,2632165.0,O,5.0,620.0,INO10994
82.0,OJBVAOAIMJHMJQ,VA,1-971-942-2630,,,,2.0,Windsor,Ptuwfpifmmctyedehrcfiecvgtqiekzrfqujokgspxjeamvlnc,United States of America,Ccrvdr,2.0,Zmlybwwvfrebpako,M,,,934450.0,O,,382.0,OJB10995
34.0,BVVJGQCSRLC,VT,1-696-241-0126,d,Wzjegmqlfeenlkggcfnpioazrcblkpwpiravjhbfbmymlfuppirzzkedmekcgrlpyngeqxqovs,446361.0,0.0,Durham,,Canada,wdglvya,,PKDURHCGMT,U,Robert Half International,F,3108435.0,O,2.0,811.0,BVV10996
51.0,xcjdrtwnpffjzwbltngdal,CT,1-246-074-0496,I,,257785.0,2.0,Garland,XOUGTKXMULOPBYOPVHQBUTZFAMJTA,United States of America,RZUUKTZXSU,8.0,Mrujeviwxejedv,M,,,2984010.0,U,1.0,612.0,xcj10997
99.0,ejtpqcwpkmtuexsuqamxbdbw,AZ,1-920-174-9748,k,Dyqsiimaktyqwbikgikgvgdctw,150645.0,5.0,Cheyenne,Avunetxeeyqmxkhiatwwkqbapaolpjsbinswvotmwrkbpxqupmkm,Canada,Mwjyy,,ncibvcodvd,M,Health Net,,3075972.0,R,1.0,324.0,ejt10998
85.0,JNPXAGHFRGQTNTBRMXTVIPWIOOROP,SC,1-024-590-5688,,JYSKFNHAWFJW,421868.0,2.0,Reno,Lvtvjdqpglfubkhazhqcjclajmphf,United States of America,Wjobmkua,7.0,adqqsu,S,Nucor,,3256928.0,O,4.0,833.0,JNP10999
,dtxlnfqq,British Columbia,1-159-082-0459,X,wbsupnsflbcytsfuvkqqckxpfipoajvhcumyvykapbfbwwsqkxgkdhejlpxkqehzmimwtbpp,477784.0,3.0,Boise,Lwdxozkaoelvuwhvcfcmcslonfuhgmevxjwrkahnpvjemfgro,United States of America,hdokmlipv,2.0,ctukxunhdrtgfaxexl,D,Dillard's,,539305.0,R,2.0,709.0,dtx11000
86.0,XGGLNMSU,IL,1-534-842-7921,,afoauyonmpzebglinvejxdnugdsyvupirrbgqwfdystuveyktjv,480972.0,4.0,Elizabeth,Hkeamuxoxjpjhykuw,United States of America,lrsydq,2.0,Ldgptrveqfhr,M,Entergy,F,3335019.0,O,5.0,496.0,XGG11001
67.0,lmtbsjixdamaq,IN,1-674-534-9910,x,Xlxliaepmjllutukjjrvaqydaizwutpltssmoavadzlrhkmgqgsfmawcmswpbqmuve,240268.0,4.0,St. Louis,TKCPFY,United States of America,Ngfgkellsy,4.0,Xzmnhjpyjdw,D,Vulcan Materials,,3679401.0,O,3.0,366.0,lmt11002
51.0,Wdfadzz,IA,1-610-216-3732,,Fzjgvdoeknlekcqwwktalovelvahqfbuzofndvfpardkesyiqgzcapilfwwccloqjcb,387663.0,0.0,Irvine,OURVGMVBTAINNCFDGBRTPINPVR,Canada,Kkskfahiqec,8.0,Orxpddv,S,,M,1800895.0,U,2.0,324.0,Wdf11003
84.0,Buslxzohiu,MS,1-921-804-2195,,Rfcnavsgdkcxdhdrfxotodbki,492331.0,5.0,Toronto,EQQBXLJMBSCSNXFVOFWJVTNGEMCLYTVY,United States of America,Diblximhgqv,9.0,hpnbkfuauepcxixr,S,CVR Energy,f,555825.0,R,3.0,597.0,Bus11004
6.0,Bchhkbacpkvndmufvnrggvedvtwxnb,VA,1-734-178-0676,J,wwxwzipkdlvczablvzjuxvnpealqngwudmkjfhnxsjwhxcq,169157.0,0.0,Billings,,United States of America,GMPZFP,5.0,TPYAXU,M,Brown Shoe,M,2999627.0,O,4.0,534.0,Bch11005
64.0,WYJQHLHHPUV,NM,1-547-439-5268,,VINORHZAKTGUIOOLOMPXTUAOGKDEXGFIBAOSDJLKVDHFVOWEME,387828.0,2.0,Salem,Uidinrwofeuogragwwpzxopvafughiaufefbhldrnru,United States of America,EKBMVQXDUBBT,3.0,cnpjeabvdozalsdacqgofvsb,U,J.P. Morgan Chase & Co.,,3350736.0,O,0.0,839.0,WYJ11006
82.0,Qklpo,IN,1-256-511-3577,M,MXTFIBBBNBMHBKIAALXINOKTGIECMYSDKKKJTYMONLKCSPTOILNIDTTHPDDQEWDFESWFZHQCBEVOLRQ,380891.0,0.0,Toledo,IXMZQNRVFQGJHN,United States of America,Kazqtaflz,5.0,Hmbpkjibtpqlpy,M,Administaff,,3360420.0,O,1.0,524.0,Qkl11007
,Ntgkkb,WI,1-481-246-8505,g,Fanpmwpmojlrmdyvarffmmxbwmposomrnehkbfggqzkdzitsbxpqgnpg,258054.0,1.0,Lansing,nqwwqchsn,United States of America,Adtzig,0.0,Pdwzpaihsvlj,S,Mohawk Industries,m,1920593.0,O,1.0,584.0,Ntg11008
58.0,zbwnoafsojzhrmrvnkjtdjdvlbnk,MT,1-245-518-4843,,RKQCDO,261221.0,4.0,Indianapolis,qycdprpchwxraatrimxblenqvindbvaqmgbshcvddozrujupvtsbqnqammbphokdmbegoegkcwhwzlv,United States of America,xomdcv,6.0,Tiiurlnszemgjedi,S,Lennox International,M,3961490.0,O,3.0,839.0,zbw11009
11.0,Jhkiuzbpq,AR,1-387-392-4442,,QNALJLNGJSUXRPMIYSINYOXEPUWELVRPUIPROWDNFWOCATFLOHURLJCYJHQYMKUVCTM,71903.0,4.0,Detroit,Xprclajcbyanvzopvivyrkafsuztjrnlr,United States of America,Zhjoqf,1.0,KBCRDFEKZVJNYQCKJUEETZ,U,Timken,,203663.0,O,,850.0,Jhk11010
88.0,MWPNPUXIXMADYLGIUWRHULCVYSWP,NV,1-279-097-5068,,gzueuluvhlgcogowzmxfbudhtsaoerncqkedxunumugsrmfyzmpgnrasfzbseehiocopbe,72572.0,0.0,Virginia Beach,PBDCZRRFLUSCVUPJERQNYFLGVYMRHUPJUWMILNJNKVKGQPZUUFFTJS,United States of America,tzcylsgoqi,2.0,HJZGBTTBDOQQXGLQDEAPTNK,U,Celgene,,746242.0,O,5.0,539.0,MWP11011
87.0,Ecnvwgeihg,Alberta,1-733-517-9989,,LTMLI,484396.0,1.0,Regina,yjlmljqpmyboelfuhpefuqtciwavskwtrmdkknsmfjqqpmkafpawhuehgxzxowsorxbyoz,Canada,Gwczjbixx,8.0,kpfltszplvrsox,M,Ryder System,,3452288.0,U,1.0,317.0,Ecn11012
22.0,Nmlpp,KS,1-336-800-4414,,lkdsrmdjecuahxxqwqmlvvuzzrxcvrqj,4921.0,0.0,Augusta,wlqkteduzinvutilcetjfhpmhrbgyvzxotni,Canada,Ilijp,0.0,RVZVPUKZGEUFAROJRYEN,M,Teledyne Technologies,,3126002.0,O,3.0,787.0,Nml11013
86.0,Kphqtqxjldxpjjm,ID,1-450-605-6986,,bgaaiyxiuinpwdgvsfwayrpnur,250785.0,2.0,Salinas,Kguvm,Canada,CINOFKGQCFIC,2.0,VJPXXIMJUEDR,W,Scotts Miracle-Gro,,3354045.0,O,3.0,320.0,Kph11014
39.0,VCPJPBXAV,Manitoba,1-875-210-3192,,Dgeiklfwvbkvjmulelhbpgrtkssdfctuzqjcbjltji,470090.0,2.0,Macon,imkrjlwfekcqqpuserlhwroehgmlwkgsbmmuu,United States of America,npsexx,7.0,Coypbwtngjaewnblxwbzzxxorzq,U,Expedia,F,1826409.0,O,4.0,562.0,VCP11015
96.0,Brwjsrdenbemgmobwdayx,IA,1-669-219-6977,,Cdphjyeofkaidhcoasulwxlpawwvdamjnjjztgaljkmbqj,123483.0,3.0,Victoria,zrahhnxnuxsvuemspnakybnrawjdwuaejudvdodfndwnpecdp,United States of America,,0.0,UJWQRFRVGO,S,Perot Systems,,222526.0,,0.0,665.0,Brw11016
49.0,Skjrxythhilibqvbzvqmnj,DE,1-465-741-4961,,Nbsqftvt,119581.0,5.0,Erie,udzyrlebzpmjltdhjadxaefdeyieyhepfvimbfhdkpssmplhhlccjcfemjquyb,Canada,fndje,7.0,Uedyuuahlxeka,M,CB Richard Ellis Group,M,1167631.0,O,,822.0,Skj11017
90.0,poikivdweeuf,OH,1-703-059-8730,M,oobdujfkmwstgsyexocrfxevjsrcogumservfrjtwnqrquggxogbtfhdgbhkmcvrq,196672.0,2.0,Salem,YNEHK,United States of America,YJTDJFN,6.0,lazteravivjihpmybtfczvcko,S,Bed Bath & Beyond,,57285.0,O,3.0,631.0,poi11018
43.0,Qnvfzzejiualip,LA,1-552-793-5246,A,fufhytszwebeodxiibwhwtraghyyev,273544.0,5.0,Santa Fe,Cyytmwibtsosrxyf,United States of America,umlly,4.0,zzgdzp,W,HCC Insurance Holdings,,3757167.0,,1.0,732.0,Qnv11019
,mghrqtxkpnu,SD,1-527-518-9041,Q,Ceotobmgwqdvsqessmnnrossnjeluieecfkrqbmnrudfpjwzfj,228307.0,0.0,Peoria,ceyhyzcvwwaugaknwrlvulqnbupeumpsqfikvmlajndgpzntcdycbjacrjnxdji,United States of America,Fsexdgaommm,2.0,Pdsfffefjgjtnnfeholnqnwdwljcc,S,Baldor Electric,,1804426.0,U,1.0,325.0,mgh11020
