lstnm,nmbrchldrn,wnrrntflg,gncd,g,ddrssln2,crdtrtng,ntwrth,mplr,ncm,nmbrcrdtcrds,ddrssln1,stt,phn,nmbrcrs,mddlntl,gndr,frstnm,ct,mrtlstts,cntr,pstlcd
MQHRMPHIQM,3.0,R,MQH12272,38.0,iqmkeoueimpgptvmghswbwtnibavnopicgbhjgfmgfoiyhnsxqcgruacydzd,365.0,1610658.0,Lennar,33993.0,1.0,Ehptbbnknophslkedfowxevjkiwbazxmsjx,AZ,,4.0,F,,Bfqqdgx,Philadelphia,W,,jagfgcgv
wduqelrzmerd,1.0,R,wdu12273,29.0,rawlpmhteibajpjrvbdqegnlmeomxlrkngdehpwfduqwhatxwns,446.0,359942.0,Iasis Healthcare,50976.0,7.0,wqubwqncdgpynrjqdawudkxvdpnyxsiagzci,IN,,1.0,J,,QGHMNRNALUXWRJ,Las Cruces,S,United States of America,Mknkcfdxtvxx
Vmouirxzvcytoqh,2.0,O,Vmo12274,97.0,FSWPEEUPCMAUJOGDSXMBPIYGABCCSXOCZDVVO,369.0,1436315.0,Embarq,187595.0,4.0,Kjjxjnhgjqszceadnbbasfvqphamohnnetkqh,VA,1-708-876-4578,3.0,X,,RKWAAZOIBMRLMJXHXR,Springfield,M,United States of America,Zkkdjcrrfv
Vueihgieakfhsgsyszmfevt,0.0,O,Vue12275,64.0,cbhwmcmqlorbkzlg,436.0,3850672.0,Cigna,237527.0,6.0,Ivlnpkijthfmvhjudntkuxzbhwplizvmigzbknqfewxfehvwdswihqaeft,IL,,1.0,,,iicobahpngbmvigg,Edmonton,U,United States of America,Npvabn
aqloptzxvpzvvmpjsp,5.0,O,aql12276,40.0,xpvemqugekunrtkvabxdlojorjrjqskbdpf,358.0,93264.0,PepsiAmericas,408665.0,4.0,Qhasvarxjhvwqfktvfeqhuzmhyerinxuulafrcbjwyfehtcqocipuqvzmqox,NJ,,4.0,S,,QFASLQDLVIUKZWT,Bridgeport,M,Canada,AMAZPV
Oytoqmadzkkxptbgeebajh,4.0,,Oyt12277,2.0,,778.0,3972112.0,Tellabs,496385.0,9.0,pluwlqzeoaslmxpotxhssrcqqcecqrfdvxldpag,TN,1-558-144-1963,2.0,V,F,Iqraukkvbivlawfb,Moreno Valley,S,United States of America,TVIEXI
oothnsvbyjz,0.0,O,oot12278,86.0,abynfubhlpepxpywqpnjbthmhbzslpfjiegadcuazvh,456.0,1783132.0,PolyOne,450003.0,2.0,Bndrbpbycsimspxdvulbdlehqpeitiyqwotpdzptucvoejdeldkrisvfjchrvqoaxxfgatth,Ontario,1-852-976-8737,2.0,r,f,XMVJQUVMMVGCFLYFRS,Peoria,U,United States of America,hdxwbvjb
gqplc,5.0,O,gqp12279,43.0,Drgttcpe,588.0,2990001.0,General Cable,467959.0,4.0,Moaqycsrfernzbudodqrekqzsntivsksgofpexqthcapjobuogtamiy,WA,1-409-332-6355,4.0,, ,Krtbsgv,Riverside,M,United States of America,Mcikfpfjzj
SGDFJTQM,1.0,O,SGD12280,80.0,BECGOSESQNQJMZALGBCCCDPPDNCJJFECRXERIPMILGFDRMWTCTE,542.0,730252.0,Google,320766.0,8.0,Qaneoiwfbqzzfowmgzunmrseglselwhjzohn,NC,1-622-439-0390,1.0,,M,frmuslfvamijwhfnfpzapmsycq,Charleston,M,United States of America,cjjvfezoq
Ampdspwvellifloogifomqimjppepe,1.0,U,Amp12281,85.0,Bbvxmozjslugttqkmjhqkrje,806.0,,Fidelity National Financial,311474.0,2.0,Kpvpckdjhidatjxpflkklnrmnppqct,GA,1-069-057-9363,3.0,A,,VHDBHTMRWPUXHQZQJOH,Newark,M,United States of America,FJVIFFQL
CFYWBT,3.0,O,CFY12282,73.0,Chrulrqumemqmwynomexbtbbbl,394.0,3371755.0,,244212.0,5.0,jyiclpugyliccevegmhktdfnmyb,CT,1-226-605-4270,1.0,U,,kfsmwwcmuapugsrqfvid,Bismarck,M,United States of America,Qpkbaphf
ERLNHRJZZPDDMFWWAQKTLNK,5.0,O,ERL12283,84.0,Kfuuaotg,550.0,488022.0,United Refining,,3.0,Icahrxsyhvhqfdfuymhkpioqstpjwzzjeeqsa,WY,1-257-713-9986,,,,Vtgsjn,Chula Vista,S,,zuntqfeswz
ucrfqcdntxgdyqnezipmitdtgv,4.0,,ucr12284,76.0,Craqhpgxxqeivezqdafrlunawdxnhcjoxphaaoeblaopsvqvqgkrepiuuixkh,592.0,1188396.0,Crane,115930.0,3.0,sjrhpfazmletcgschmacnrsnuftha,WI,1-934-487-7602,0.0,v,f,cyhbwndslrqwfeogugi,Lansing,,United States of America,Frnmausbvb
Fkpbeqvmmstzejo,2.0,R,Fkp12285,25.0,Ilqotpmdogouxwvpoeoskucuhluqwpig,537.0,,Verizon Communications,328375.0,9.0,Eiinbyitmahosndncarklciojyzjqkukypcwglexebeggtpmvdsxehhnfodubyqkjymqigxshy,MA,1-513-685-0381,5.0,,f,ONVEC,Hartford,S,United States of America,FBZXMGP
Bkphyqoxaqwyxudpjhqcnk,,O,Bkp12286,60.0,Tijdrfhgxstnopalibwllgunpxhltzcwkrnjaoaunnbdzqmdqxructbjrtftbbknsjdt,707.0,2185517.0,Public Storage,253711.0,3.0,qkauphakyasfmesoixxifubsnqyvpbdlwbjjuaaxajs,SD,1-961-222-9395,5.0,I,f,itplaccxdlutoogkvok,Fayetteville,M,United States of America,bkoohxjfbcs
Ntqltzzmvbhruhobbhqvuajjwi,1.0,R,Ntq12287,65.0,LNBJJRDTSSNPRIMQQVYAZDHHTOBWCQCAZOPLOWPGGBBVUXKHUZTIHXBMFFEZKCDIMMIFSE,579.0,1883164.0,U.S. Bancorp,92046.0,10.0,DAERGDISBRQKPQOSOOHLOVFL,IA,1-619-448-5673,4.0,,,Djzainbfyxesjs,Great Falls,U,United States of America,JZQFHUOJER
hlhyvevncm,0.0,R,hlh12288,5.0,ugbavzilpkkziglzqkiimmmompsdkmoqakvk,589.0,3082174.0,ON Semiconductor,454454.0,4.0,Pnmohabvzvxirgiooabe,AK,1-533-282-8485,4.0,,M,HBWOFOMYEOPGTAVKR,Casper,W,United States of America,LEEHJSHVM
Cwmfpmgkzjmegqpdbtap,3.0,O,Cwm12289,43.0,hjedwsbk,845.0,2084740.0,URS,166188.0,8.0,SPZRIKAIURJUNAROARXJWKOTXBAXJPAEGGAMADTFFLZSTKGQWSDVPLXANTZOWAHMCOWOZKLATWOBMF,DC,1-584-689-8226,5.0,j,f,Orsfdpftdvhxzeyx,Toronto,S,United States of America,Qcswmcg
Pgvkvvrgeshoc,0.0,O,Pgv12290,42.0,zyvgeocpikwaiwoqpdrzqxqcwmrkobbtmrl,314.0,305790.0,CC Media Holdings,282983.0,3.0,nwakgyabgjqbprjrmrjicowsweyrerquqgnomvyoohxxltuzxexevaqukpydrr,OK,1-393-407-2621,5.0,,,Rfepwfcpvsdjxwjitzctstt,Fremont,M,United States of America,mypleijbkcwk
Ijlobglutlxy,,R,Ijl12291,6.0,alipsqtakftbiqaiuuscphsxqfwefahvoompeogsnywgspuicqnndqh,456.0,2251427.0,Avnet,140876.0,5.0,Xmgnuyjocrxbmmzcl,WA,1-564-152-2837,3.0,,,DRCPTQWLVKEOOMSZ,Bridgeport,M,United States of America,sfmcw
FSXZRUBYZBCK,0.0,O,FSX12292,4.0,Siokjrrtjrwhxdkusneezqystiatfwvcertroz,661.0,842057.0,Kimberly-Clark,241059.0,3.0,BWDBVOQ,MI,1-261-694-5138,4.0,,,enmunefhqoqq,San Diego,M,United States of America,JQPDPC
QHJDP,4.0,O,QHJ12293,96.0,Drjmwkcmmegrudwatipxsgrffdkhnwzxail,507.0,,Precision Castparts,,5.0,eabmxkoqfdvw,NY,1-919-832-5314,5.0,,,Aexqopkhzhbvanvnutstjmhczzw,Tampa,M,United States of America,knqqlcty
KEUQMPKJDYZDCQHECHIVD,3.0,O,KEU12294,6.0,bttpjlbpmhv,758.0,2348382.0,LKQ,194589.0,5.0,Iqixqelgxmoucckxplodyjdkfcosfwkvqlvhw,KY,1-151-045-9104,,S,F,Flebqcdiimoymzb,Jersey City,S,,DONNGJG
Yiwacybfpkioj,3.0,O,Yiw12295,90.0,Tgqno,849.0,303969.0,,55077.0,4.0,Btmcmjubb,AL,1-718-904-3454,4.0,,,Ktbaxnxggq,Gary,M,Canada,Ykzao
Lurnducft,3.0,R,Lur12296,82.0,UYKMMTLQHRWQLJA,454.0,426121.0,J.C. Penney,162651.0,9.0,GNXNOYDNPJAMXAVBKJHLSBDBSADPLAWZQNSOAPAFARIOQWBGPVFHZYARSGTWYNXXH,MO,1-444-549-7034,0.0,,,Jxocswvadrlshpskdhgv,El Monte,M,United States of America,Mfkpy
ocgvatakucum,4.0,R,ocg12297,58.0,Teykigblekjpsaqljsejncdjqbvlincjlfzlmiskzifgxnkimwdnvjifvgpaln,465.0,739970.0,Airgas,162804.0,6.0,JGTPPEAPCUZWKHZZHWKVUUQXGVHICNLKWMITIZUAYKTPJXTNFYCMYBYPQMIXSMPLRIZUR,CO,1-940-403-4707,0.0,,m,RJUXBWWBWSKJMUWYFESYSYPLYAJVDW,Sunnyvale,M,Canada,Xfyszm
Misccgsqmoqsj,1.0,O,Mis12298,75.0,Dfqddqgqitvfxbdqwy,640.0,944292.0,Host Hotels & Resorts,179308.0,,krlfprmpdosddpaiiktrculfvowm,KY,1-888-022-5606,3.0,k,,Vshzpqzer,Spokane,U,,Ppigbuaky
kvitjosgx,0.0,O,kvi12299,92.0,Smjsknnwwaadegpyjjl,304.0,2697249.0,Patterson-UTI Energy,210158.0,1.0,DUHSGVKFAQXIZZRNELNYOHJGIJPZUHJEUHQSTRHRQDLDHRVXVXMNSIMTDOILEQTJ,MS,1-506-023-3346,5.0,g,,SDEIK,St. Petersburg,U,United States of America,Hndwr
Jbmtltdsuirdhxzcl,4.0,O,Jbm12300,86.0,Tudbmmecudenzhtyheliecotayeisidyltrpxphgsjszoddkzxswhtboszp,346.0,2222649.0,Dover,415363.0,5.0,Txfirbqvedyhnlatiunpyfbidtjwdzsjlbsdjpdcaajmwlnwjnohnixpoiesubxejlou,Alberta,1-021-542-4665,,,,MTISJKRNLZ,Fort Lauderdale,U,United States of America,Pdckfuswqfi
ZERJPJGXDCHSTAQ,0.0,O,ZER12301,6.0,Itnlqkupbnqoddcyecuowvhhjyismqfeksbtfzqgjgoikwjtqkgq,627.0,468140.0,Advance Auto Parts,420836.0,5.0,Jnbrgcshalrezpzzhwwmpuatjbttrcehyvtqc,Prince Edward Island,1-396-239-9090,5.0,,f,Wzvcttxbf,Oxnard,U,United States of America,
Ljdhrd,1.0,O,Ljd12302,86.0,Zmcvlgeworjsudrpjqgffjnjgbnqhlmtdnlvgjsmdjpakhtvubkbrjo,589.0,1950276.0,AGL Resources,485904.0,5.0,Gqiggmvalfmoqzehjfpvdaocubzbbgcqakecbbplvlpfpnstpa,Alberta,1-471-782-7121,,x,,Wntdrpiyiwvlnauphmrnuitg,Louisville,S,United States of America,Azrhdiiou
MHHJWAIHFTPZKDNFEFIFGRBW,0.0,O,MHH12303,40.0,NDSKBFDDKFAUFGDIHSIJK,809.0,1588249.0,Southern Union,98539.0,4.0,DINGYIKWZWLGXJELFPHMORYTWJKBFTRGRTVGNBPHHVIJASXYUENQFFUZCDOIFKYSHAOTNKSOFZLXE,RI,1-792-206-3227,1.0,,m,krumuubufpnecymvhdphbytbmngxq,Mesa,U,United States of America,Jjshqa
Rfbssrolobvnuxsnhvkbgyiauwxsol,3.0,O,Rfb12304,76.0,Zzcwhcitbrtuobbopciqksovfxnhyqrbclndnqbhiowgwp,531.0,3853200.0,Flowers Foods,407049.0,,HPTEYNAJF,New Brunswick,1-664-659-5033,0.0,,,Iesuziijvhoagkoayb,Baton Rouge,,Canada,Wgmlben
Xwxlzehvimskvzjpewbpfcuyjru,0.0,R,Xwx12305,41.0,Qojnvgssxpbiznjdazlcxwlveknipetknwsxyiplliuzmjbfckylgtuiajvtoxh,400.0,3906037.0,Psychiatric Solutions,290262.0,2.0,Jedygadvdvddbxxrijjjrpsuqpcziiqyficbccqbbhkhwjfjssggwhpngumpstjz,MO,1-370-183-3719,4.0,,F,DQCGDHFWOAVAWTMMMQMJB,Dayton,S,United States of America,AMIQFTSEC
ehnzraspvkgxws,5.0,O,ehn12306,83.0,Ojrzyijrowyctoswfhwthqamtiidwieuegnzhbwuiqrznbhdbm,324.0,,Cenveo,280984.0,10.0,,VA,1-331-127-0336,1.0,b,F,pcxhjbzsakgdyi,El Monte,M,United States of America,CALKVQ
QQHWVRZVMJKN,4.0,,QQH12307,100.0,Omsgphihupfde,709.0,203616.0,AbitibiBowater,408050.0,1.0,Oujnmqqurpeajupofdaqcwypkxntogtlaelxqouxsujmpoptvvcteyqrwiflekyq,OR,1-006-924-9297,5.0,k,,Jhesnpwowlkq,London,M,United States of America,xwurulh
Dmixbdgaqkpjsisrszwyfvwrsi,2.0,U,Dmi12308,30.0,rtenbwoffvfrxsusvosodqztcisvtmxkqvvevbj,580.0,126249.0,First Horizon National Corp.,405529.0,2.0,Dmskgbjgowhalm,ND,1-206-843-3630,5.0,l,f,ymlkppdqzisibfhufxdmuqsiv,Mount Pearl,W,Canada,Luhykbau
avnvlx,0.0,O,avn12309,43.0,Cffvuyeveyqudtjaghgsdtdizxwqnxwnwjxgtivrmjktehvprocduiyvvc,704.0,2622290.0,Arkansas Best,126262.0,7.0,WTBBMWBNOVBURDTMDAHLJPRWHQ,Prince Edward Island,1-763-778-6828,0.0,M,,Yyogeqf,Plano,U,United States of America,Hhxdv
Mrztvfhytczbtgxkyzk,5.0,O,Mrz12310,4.0,Extkvqbzltxobljuobtuvqjozmxbihccekamn,502.0,2529787.0,Ecolab,98860.0,4.0,,Newfoundland,1-004-494-1059,4.0,,,Npmpmuttydafovajeuofypp,Fayetteville,M,United States of America,PVRJAHFAXVA
Ytoswnkaxafdciuatdgbfqaaudlyd,4.0,R,Yto12311,21.0,Hfchqtjbneybmsomeefymhzskrwdtuewfyhjrqogp,457.0,64952.0,,37350.0,9.0,,DE,1-030-182-9671,1.0,K,,jgtpjgjowumxzkh,Vancouver,U,United States of America,lxzhfhllc
WYBJQZUDJFBLOSTFIVTP,4.0,O,WYB12312,50.0,bitqvirumcdzhio,508.0,3764339.0,News Corp.,230290.0,3.0,Craddzxzresgxqiocwpfjflnlqwz,CA,1-758-089-6196,4.0,D,,Sfslbqkbeiwoh,Frederick,S,United States of America,LEVPWW
TQAYQWCANJXPPDBB,0.0,O,TQA12313,20.0,Kniokegtomqfrwxclfakrdeaqntqpxfrwjdicnxdd,531.0,,Publix Super Markets,119956.0,7.0,WHUUXHDZGBZPZIAEAEGCSWALOJEFNDWEMHOPAUIEPZXOGZKAHLOZGNBSXOUEEGQRYMMM,ID,1-013-070-2029,1.0,,,uzegaonaehcldsblqykjdnafw,New Orleans,,,Bskzwysi
Mpajjadijftvchjdwiilqvtz,3.0,O,Mpa12314,56.0,Teccfpldgfcgolmcautgpalfxmhavardrsiytpvgjbbrecsev,,3880644.0,Land O'Lakes,164589.0,3.0,Yhvacnnqmmmgwrfhphpxnhyvfuetxjxmcipnzkhdyfmcttjrfyoeuqrpzvz,KS,1-632-661-7161,5.0,K,f,Xmwgpzpzjmoquzbevf,El Paso,U,Canada,YGHKCCHW
qowlptsmqqmodnifxvmoaujxennbua,0.0,O,qow12315,76.0,TFPMAOIWJJJTGIHWKKQUCPKXIBVDTNUHYGGGAAQARXJTHRURFZIJGABMECNLTLYJCBHLBVMLZQDP,,3926126.0,Delphi,182678.0,10.0,Bdgrawholqoijnqtrwrkylkhstyqlulyfnrspemwvan,MD,1-370-978-8638,2.0,y,M,aouaqoaryufczdc,Huntsville,D,Canada,RIROAXTLPTUR
Oxjhhsrfnkqjsqctpvvp,,O,Oxj12316,92.0,HNVCKDX,304.0,3417605.0,Lithia Motors,351317.0,10.0,Ydghuznjlxqaiowpiouevxobilbhcyljumuaq,RI,1-138-404-1013,0.0,I,M,LJZIUSEBTTJILMCCL,Jacksonville,M,Canada,Ykmpul
cklrhddldhjotog,2.0,O,ckl12317,26.0,Wklkomqcmdjtbozlfrewdjxsdcecpdpwakoobjcooqoyhedfv,817.0,457926.0,Buckeye GP Holdings,160175.0,2.0,Wotkbsiryeroriopxswogtdnjjmwtdkpbuykxrgbc,CA,1-248-361-8642,1.0,F,,LJIWRMBMHUXG,Las Vegas,S,United States of America,Xxctzi
Prlrmc,5.0,R,Prl12318,12.0,Hwldhpyklnmtglmnigmevqwuijhsunaheglbwfwxdmerjwmkgpsarfhvtohzbwbggepyhqsypwck,353.0,2935217.0,,294533.0,7.0,GTZSBMHHDMXVWANKNOBQIZRQKJKEHPZGNRHKNBCHQSIFQG,WA,1-671-685-3427,4.0,D,,PMNNOMSTLFCNRQUDGIVOAOAHUQCTS,Hampton,M,United States of America,dcvdjkuqtwt
CUVWAXACTHGTESFGIZDAIFGTIULBKI,0.0,O,CUV12319,74.0,vbjdcjsyazaumlavpdxppsmiwjfypbbjznyzpedejzxbxzthsoheclsdukbcgeog,741.0,934777.0,International Paper,97846.0,,,ID,1-394-717-9998,4.0,,m,Zcdimmpyudwvnbbssucydpxmrdpq,McAllen,U,United States of America,Bpzqorlwot
Yspuopswhn,3.0,O,Ysp12320,25.0,DDPTBAHGYFRAGFXDDKRNR,655.0,3701481.0,Freddie Mac,335004.0,,Qvteaqmlumpmnbiwgmsavwcrvjp,KS,1-145-829-9708,4.0,,M,hifwjcuyafkwralv,Idaho Falls,M,United States of America,Ipbwyxwn
Fksolknigjfcoaqzwxvirrzdjsg,5.0,,Fks12321,8.0,fpsxhnbkipxakmudlss,769.0,1637670.0,Priceline.com,146440.0,5.0,tnyxmgbgttqit,Prince Edward Island,1-357-287-8080,,,F,ITHURFPAGAIBGAAPDK,Escondido,S,United States of America,Asapxipt
Ghdftq,2.0,O,Ghd12322,23.0,nefzfnmnikgxoymqruocjboizrtbhskkxoessyrbxrstiddpafzpey,633.0,2335832.0,,316315.0,,,VA,1-284-247-9149,4.0,,M,Kvjrpkkibkbhofchuzefehqor,Mesa,M,United States of America,Smydtaabhcrp
Qloxwpgatfrflfatkrzolvbpnpyv,2.0,O,Qlo12323,43.0,,,3956551.0,Boston Scientific,329949.0,0.0,APURZJALTVZIYHZAYXFXQYMKJCXJRZWYVWOLAUIOJQVKTEDAQLXLGDRDMRLMNAUG,WI,1-413-399-2535,5.0,q,,Kesnujgzhvfijhgiboldqilscau,Rochester,U,United States of America,feaapvyubl
JQGNTKZDRTMOG,5.0,R,JQG12324,33.0,Ciqkcztw,626.0,3483920.0,Guardian Life Ins. Co.,449560.0,2.0,hzwjfmugtimlynjadrkbocjckadfgdiyxhirywmdpxqehekkzibxgpzmqwa,MD,1-823-570-8842,5.0,Q,,QLMPOEVZBASCVVTWHOBBV,Montgomery,U,United States of America,hcelekrdcjry
Qmwmxkyqqycmqtnlnhmsfrfbeou,2.0,O,Qmw12325,69.0,jomzeasgthlwwyaurgubhohesfpcacbgdsdjwd,770.0,1518520.0,New York Times,12309.0,1.0,Oicstfrxpsafjruoqvjzgczemkrrgxywbmqxlckhlrnsxlywsyins,AL,1-591-654-1502,1.0,,f,PMKLTBSNEWSOOUROUAWNYTGXTQTRB,Fort Worth,U,United States of America,mkyelsv
Jolkvnjhdknadenwbs,5.0,O,Jol12326,60.0,cehlscygpzrylqggulfbecqhmtfpjjhtkgifwurgjyrjspxsyeng,361.0,3226297.0,ENSCO International,212767.0,3.0,Jzhmngbxzhdporutetfpcfdjovzo,VA,1-404-280-1115,4.0,,,nkrienwtmhzxxs,Huntington,W,United States of America,Rbaprd
Txgxfohageof,1.0,O,Txg12327,27.0,KLEMGMJDKPIFDK,640.0,641413.0,Norfolk Southern,67204.0,4.0,spweezjzbodqtzlyrsihpyivmklwvuhoeywftuqmvhkdizfymtg,AK,1-688-267-9579,2.0,,,korotn,Oklahoma City,M,Canada,Vpkvxwzgkact
Jnxfe,3.0,,Jnx12328,21.0,Hmqcsepsitbfnrfglsogxiacueedajvopfosxpmxmrcwcyza,775.0,1189583.0,Yum Brands,89239.0,1.0,kjuyrhunruvhtwxnohwtqmhtxmncyuslnbmjvyfrtoiciw,FL,1-532-620-4621,0.0,P,,KZEFOWHAO,Jacksonville,S,Canada,hoigldk
Ktfcxtusfyqlsqrfus,2.0,O,Ktf12329,73.0,,549.0,2637883.0,Crosstex Energy,232462.0,10.0,etnxrffwuschfvjtmgarclqebqbfkhydzmrspqdxatwjiuepheshbpokdbzurer,UT,1-088-509-5188,0.0,u,,Okcautpfalcksjcpwtedma,Lansing,U,United States of America,kwwvriqx
rwttwbmwlofsyspdhvhekhkssaxanb,0.0,O,rwt12330,99.0,Lbtqtftjxafugadjsduwwjjvd,818.0,2987017.0,Apollo Group,144710.0,9.0,Bnlnzitq,KS,1-102-532-7926,3.0,b,,HAYSOANHSDRNTCVSMLCPSONBAMVR,North Las Vegas,M,United States of America,TVJYZ
Dwnmbglahmqdepusrbteguepet,4.0,O,Dwn12331,100.0,Kgeanrmjtszhcoirpcjxmjnfjmmihwmrobcpietjpqwlghjvtzfhbuhvnlrd,720.0,623033.0,FedEx,276109.0,1.0,Umzrohiazxstjrinhkwjjtjzrnovhjheucuvbwutcdzzjpcsqj,MD,1-526-411-8040,,,F,AZYZDHRDCZGXVBWVBM,Huntsville,U,Canada,pcbubinmrht
FEQWDETZZHVCS,4.0,O,FEQ12332,13.0,Twkyrejpwryyscxjmwwaddbqvynqhwilunodlcekrrabwfhkuaseqovaxvjqvbeaa,486.0,1763040.0,Icahn Enterprises,102687.0,10.0,Iymupwfafpoudqimjopbcocpbpketepqdoqtudmrguxsqwfjnh,CT,1-606-362-0155,5.0,,,Tdsoerao,Hilo,U,United States of America,igvxfvw
kfqvdbmaorgialrpvuioj,1.0,O,kfq12333,9.0,Onfpsxsqawajjiudrrhdymlxlh,614.0,2412526.0,Source Interlink Cos.,286230.0,6.0,PQWBSCNOOTUAXFNTRICLZXWYCLNDRSWJZRWLFOFVXRAAQUZPDSMZWMCGWLHVXXDWTL,SC,1-376-354-6327,5.0,,,MRPIUYTIJVZIUTHDSSLPWTCQ,Baton Rouge,S,United States of America,Gzmpkexi
WAQLYSMVZN,5.0,O,WAQ12334,40.0,Sxseafutlgxwxoqbnlpgaoxulvxbeck,616.0,1967771.0,Sun Healthcare Group,374311.0,5.0,Zbhbbctnpnmvtmrsaievovvgjftyrlpkwrboenpfpipbimlhnbfzazpmpawfvxukkgeefrqwfrrudp,NC,1-994-456-3763,1.0,H,,Kqmdbwlivxbfoadttnxz,Charleston,S,United States of America,ojelbn
Yyqzkqrkwljvqhqtzvoolqksezk,,O,Yyq12335,11.0,aeducaozgcf,581.0,3926121.0,FMC Technologies,340354.0,2.0,JFHMHARHVBPTQKVSMPTDDORSQGTVCBPIDOEFHVSLWALWJNODNSDJV,CA,1-451-246-5046,4.0,X,,Ppxjcmbsundhyjvexf,Durham,S,,fmpgrqjhn
jpiercitwbmlqjrmxju,4.0,O,jpi12336,59.0,dctcmavfjqicjqepiiatagkmsmcyacdgz,592.0,3507757.0,Northwestern Mutual,391742.0,4.0,EONVHVOWTTDXHEFMRUXHGKPLMLHMDRZVJBPWTAEBWY,SC,1-071-040-9433,5.0,,,Anejs,Mesquite,,United States of America,Emwooe
TXSHCSDX,0.0,R,TXS12337,65.0,hkeddvjsuqhtquvzqemyvaljweporzlszsyfspoyaqnfmkgfnlxbjnubsobanzbxtqlgl,532.0,1189997.0,Dick's Sporting Goods,234033.0,9.0,Hotyoxbhdngfynvuijyyrqiloyfzpsmxxiyhylzkzzfmcqyfznlnxhbiffmkvwlhsdbvefhvuwxmqa,VA,1-777-537-6703,3.0,Y,,Qxrdpgnoutlnkadeq,Tempe,S,Canada,IKKRWSLKGQ
Wzqjpvffwivslntflmnptdnm,4.0,O,Wzq12338,16.0,,367.0,,Cracker Barrel Old Country,77427.0,3.0,Jsozmpitpwkinhjactpzpexncjxlznkavotzkary,Nova Scotia,1-456-828-2283,0.0,,,Gdipizcexjtbmenpvtehebtwltsjhj,Oshawa,M,United States of America,IOCJG
Zoqyuscp,0.0,U,Zoq12339,4.0,ccpejmksjeoptfbufdnnggzjuzhgbkrnzxkfgwtkqllqafaubertotumgjcxcbtrrlaqbbgrwxrsebc,429.0,1118649.0,D.R. Horton,172000.0,3.0,Cltsbtnldymccpnlqmaxflqanzauivfyt,MS,1-376-399-5665,0.0,,,Vjpsmdxcfdgyejzgrq,Vancouver,D,United States of America,FXQWEWLGAOEF
YBBVAAKXTENFQSASL,0.0,U,YBB12340,66.0,Tccicssgkktpqfdorlyspctbtbsrzchxifaa,384.0,1333706.0,State Street Corp.,91479.0,5.0,Zihfvkyukzzcidbykgqniysoujesprxvbdfmhosywerkiknounacbtkqjekthdnb,NH,1-368-057-7078,,,,uirvtpykxpstnuybrnmd,El Monte,M,United States of America,UIUPOIYDGGBW
Qoits,0.0,O,Qoi12341,94.0,AARKCLJKHMZZUWXBFNCVXLIIOSDSQSCAMQDWMFNVZZRWO,561.0,,Equifax,465301.0,2.0,CRUJZQQHILUWTV,RI,1-860-372-0824,1.0,,,Vsaahurlpmhuegssyojhxlpyrpzm,Dawson City,W,United States of America,ZODFHIRBAGM
Seuqozk,,,Seu12342,33.0,rxqktcxelvobm,777.0,2710824.0,Urban Outfitters,187951.0,2.0,ggcqzllipgvwxuftncrpliizkbf,KS,1-021-429-1355,3.0,d,m,WILPKGVKWSS,Cheyenne,M,United States of America,Rmlamzvq
Amjctwnyfub,0.0,O,Amj12343,0.0,,,219055.0,Oneok,329347.0,1.0,Fxasglfnj,OH,1-065-885-3472,4.0,b,M,Uczdmjjet,Grand Prairie,S,United States of America,SBUJM
Udkcpwc,1.0,O,Udk12344,78.0,PLTDNWPVCEZGMBJAWECTUHPPJIVCWJVSXSXFRNCPZWGHOWLJBZMLCRERMTSAHXVHXMTVTFTJVP,619.0,1564393.0,Avnet,395829.0,9.0,Eugfaoqlzfyojgmijiydhle,DC,1-064-681-3668,2.0,,M,Uzagiyuprdsdvxobkrli,Fullerton,M,United States of America,Csblvuodtld
xaxbdgycowuigobgsxksrhmcxdu,0.0,R,xax12345,18.0,Uiydqthsmnrhuxsqfubtgaxchklgtwtqwogekdgijhbhepsfcdo,720.0,372900.0,Hanesbrands,182499.0,2.0,Kulpgqalypwbwudutxrjsxnxuxlpkaolo,DC,1-156-133-8390,2.0,,,UPNXMAPJZSMASMMOOODPUEJPJTOHDU,San Antonio,S,,AQPVZNWZBA
Rehdaubkilu,4.0,R,Reh12346,7.0,MOUWETJ,785.0,475767.0,Terra Industries,390516.0,2.0,JKTDLAI,IA,1-033-843-1781,2.0,m,,Doymbabesfhkmedvr,Fayetteville,W,United States of America,Ijyuumn
Bizbmjegzgvwkuvpkrgaulriseexdl,3.0,O,Biz12347,58.0,Jpgbrhyrgultogjoxfsobfxrxvalvkwvlqecewbvg,830.0,2231232.0,Guess,219352.0,6.0,Xgacqkbnkftlujscs,WY,1-658-506-7867,0.0,y,M,Oqhddebvprlpbohvsq,Elizabeth,,,uprxmlrmh
HLGNNSPUBSCAV,2.0,,HLG12348,52.0,Sqvwqaxxsreawneisqspmyxnvkjsbyiduawqnigyejuc,599.0,1876944.0,Arrow Electronics,201633.0,10.0,DCVDKFSQLGFBEXRLSVCIJPNDE,CT,1-564-816-7458,1.0,K,M,Hwqbwwgtshddjikufplhptsnasq,Cedar Rapids,M,United States of America,Luonuot
