AgID,St,NuCh,OwOReFl,Inc,PoC,Co,AdL2,MiIni,AddrL1,MarSt,NumC,NWor,LN,Em,Ph,A,CreRat,NumCreCar
Xli11802,OH,3.0,O,138852.0,WJZHWWQ,United States of America,vlakziwwdnpyzoognmwtofxskopmcqqzudbfcxmuhjhpcljpr,,pobyqpgrkrzlpynxiiqb,U,3.0,3414611.0,Xliyxtvpcbhqnzoqpkt,Ingram Micro,1-772-701-7668,74.0,593.0,2.0
Jla11803,MN,0.0,O,304506.0,Koagp,United States of America,Yxfamnslosyhvtynddvktqawajjivpbdbas,B,SFXWJFOFTYELHFXTONGPEKGXTDLPHQ,S,2.0,2871822.0,Jlahpuhzlpycxwqg,BJ Services,1-731-139-5161,34.0,,4.0
Odv11804,SC,5.0,O,422426.0,OJRCIYSSWKKI,United States of America,epummmtoewdiegxnuzvsfhdiibdvoqmvvedxguuevqujwvjpqghzivkhhaxiknzdmqdmnciehae,W,dcpqmlertouuaaougykiymutiyukfvdpxjlcwzfssvxvubygoverzzwfjopcbkicplnuube,M,,75846.0,Odvjpdiiasszapjzhjdb,Goodyear Tire & Rubber,1-856-493-1171,24.0,732.0,1.0
Grw11805,CT,0.0,O,195047.0,dxqrm,Canada,,,Xrqdqwwipnqrguqvmmtxkukbxaoesluwuwpmmvawbdnorstflhh,S,1.0,3135479.0,Grwglpsffdcizwmbm,Ryder System,1-979-745-5168,84.0,712.0,
Prx11806,UT,4.0,O,119712.0,xqggirzkjxg,United States of America,buucikfhapevancimmtzkscpkmjjclvdjlydfvumy,,XACHDRJVWCIKZSAEZLLOBMRWEOSOZ,M,1.0,1929126.0,Prxnkweedkacwoqggyinlv,Crown Holdings,,62.0,794.0,2.0
Pbw11807,DC,1.0,O,328056.0,ARSEMVQ,Canada,ubeukbhhoipuooalftqiweqykebskjdpijvgaisnewqimbghfngc,J,Vfetnfskbjmr,S,1.0,1598636.0,Pbwgivsnklfnxpqmtpx,Tractor Supply,1-388-711-9458,34.0,543.0,1.0
Tyd11808,NE,0.0,O,439825.0,pktmr,United States of America,hrgqzduuosqaymdu,M,Rjykmacvegpoulyrbexoojaozxwskrzspoeiycgyyrevulqismxvmblbjmgvubnzdrpcchhj,M,5.0,3873135.0,Tydprpyls,Protective Life,1-589-308-5039,76.0,,8.0
Yoc11809,FL,3.0,,238921.0,Moddarsr,United States of America,Jfelkxhlfgcwggwwnpoekbvulpesjiwesebvlamtgogezzcjvkdkgkurmikvdryogvou,n,Matrqsiilggqqfqbwadqcibecvduxbkjfjcxwuzkjippzsbepqtfbuuxeeqkynmmbhbcidxfga,,0.0,621863.0,Yocsqegklejmwbmdrmb,Genuine Parts,1-912-023-0094,30.0,370.0,0.0
eiu11810,ID,5.0,O,443410.0,Qsikwotaof,Canada,IRMQNLQLLK,,pptap,M,5.0,3183748.0,eiupzgnvtuvgnscrvadlauixndftsc,Molson Coors Brewing,1-680-728-7555,48.0,437.0,6.0
Lzb11811,HI,4.0,O,185210.0,INUVWJQDTD,United States of America,,R,WIFUOXBATPAWSA,S,2.0,480910.0,Lzbzrpvmuouuislw,New York Times,1-541-591-8203,98.0,568.0,
Ehf11812,ND,2.0,O,249206.0,Qecmb,United States of America,hgqhbxiwobgyhlnsoeicpgijwlluberknhcp,f,Karuvjlolziffmefkawadkih,M,5.0,869869.0,Ehfzd,Eastman Chemical,1-097-573-7903,54.0,315.0,0.0
TZJ11813,WI,4.0,O,148527.0,Qglimeduimd,Canada,Mkxbnsexlqxpifacsyykrrglxypkoocfswinxin,,Kxtyvxsxswtrghctddcsvqfvifulbhogscxvxbfgjzvbnkmgsnmujcoubmqlmxxxegfad,S,1.0,2431274.0,TZJGXHXMVXWEFHGPGKEPPSSWIRPE,Alaska Air Group,1-388-763-1684,,619.0,3.0
LOE11814,CO,4.0,O,,Fljbadymrb,United States of America,Kohbybldftfpjnhvbtsfdpxngsdliohviemswdstpvztemyqzlijhraqkhkeqhasbnrwohvpj,,Pwvsabkxkvffvfbudmwhjordcqihryvdlbyhfhw,M,3.0,1839975.0,LOEVZI,,1-897-003-3614,37.0,576.0,5.0
Hgi11815,FL,1.0,O,182700.0,OAHAAB,United States of America,Dujkhxxdaxwhvjyanzidww,I,CEKTJLWIUEUIUEZDPTPVULJVDUCHCVGVIDADVXVHUFMFQFUM,M,2.0,11343.0,Hgitluuuezanucatfzqlewevovnvgg,Unitrin,1-284-573-0057,51.0,510.0,4.0
Ffm11816,MN,0.0,O,159679.0,,United States of America,oawoawknalzsisiwltjo,,wmpelmmitaxiacljhvekyiykskuivpgt,S,1.0,72476.0,Ffmdtjvjsilynfbgjgfvsph,Winn-Dixie Stores,1-962-680-8156,98.0,430.0,9.0
Ecf11817,FL,0.0,O,290172.0,tdjqmslajmy,United States of America,xxyxljfwwthdbphrvbhbskspmgeqsdibhojjcpgwechfxumfzsacconoiwrxlbarkfwlyhbloah,,ZNQAFEDKXDXKATXRNVQBXNPPOATBNKULPGTCFQFNEDEQMSLTTPSAPGQYONEEVBUIKDRGBXXOUF,S,4.0,2611907.0,Ecfexp,Williams,1-517-304-1469,62.0,464.0,2.0
MXJ11818,MI,5.0,R,326553.0,Ymgeisafak,United States of America,Pktygfdjlwqrvotayonxnqcapzdibuktnwriayhttnmg,u,ixvktmdezuvapraypmsejjqtodfhyjknwrjjlaqbujgroqjyxhmqv,U,3.0,3007924.0,MXJAQDU,Anixter International,1-768-701-5720,42.0,572.0,1.0
tbb11819,AK,5.0,R,18285.0,ejetvkned,United States of America,Dpxrhnfwcqzuuxlitympaxhocatnbaohvtglhuimiokkohpwlijdckubgznsgeyef,,WEHQXOKXMUYVACOSLCEEFMAVUKFLZTCEEPUOGUJGCERVMVQTHKBHVWOVYTLHHQPAVMU,U,5.0,773988.0,tbbkwlln,American Axle & Manufacturing,1-063-653-5428,62.0,695.0,10.0
umi11820,NH,0.0,O,15818.0,Tfaxp,,Ulgzeioeisxyllwflqohdevbiprwdigsvngqenwaofivdvyhpgyozk,,,D,5.0,2217017.0,umitxp,,1-512-924-0236,88.0,454.0,8.0
Omk11821,MI,0.0,R,374832.0,bdwlwxsphqn,United States of America,tjjirqaclsuvsdxtxfhsjnxdarwnfvznccazsbhjtyvksmra,r,hspzqlfdatslsqcozqmkrfdoppwwsxqfx,M,3.0,2060103.0,Omkjzaqvlybjtrciurl,Con-way,1-774-491-6498,35.0,466.0,9.0
uau11822,WI,2.0,R,3750.0,Wmqjxempib,United States of America,,,Quqxhwxhjwacyccnexwhmoowwqxscgqyifvprvylfbfnli,U,0.0,478005.0,uaujplgtzfddinhfdswegp,Rent A Center,1-758-965-1175,71.0,387.0,
Gwo11823,WY,5.0,O,159399.0,,United States of America,Hxhrtwyjyxebmfftsxaxpkwpbmyuqe,,Hjchkhtoamckcnnpsylnstctatosshglbknh,M,4.0,3438878.0,Gwohmudjxtgishtarldwjzvnlc,Terex,1-441-519-9327,98.0,429.0,8.0
Jdh11824,Alberta,0.0,O,128044.0,Wmibrdtmmhqz,United States of America,aakdwiogzkvxivcevsonwenspldnwknqippoivrylxjuhahszepjlceiwtdjslwnvbguihgjnhg,K,ymraymqpjwzsdavrlskdtkqmmrvaimidcpxvfqcujrsncumedzwdaebkyypnhuevzo,W,0.0,2427763.0,Jdhhavjsewcijhwzotfqvj,Colgate-Palmolive,1-653-352-0225,6.0,827.0,3.0
Irk11825,VA,5.0,O,232511.0,Rpbvqmv,United States of America,Oziikhomhsqvrilraaoqjwcncstilylkznjnlcttrpbyaoeziumvyb,,Tdfqbnicfbviyjvdojlqmckfwflxusygnhnlrnkabjomnbnpdztzmw,D,2.0,738869.0,Irksuldkwpamezwhlejld,Sears Holdings,1-398-802-7033,40.0,493.0,1.0
Nek11826,TN,3.0,O,,Xdqvweyhbeye,Canada,Aqtwin,e,Slaaomapxhwuseuhwuvifqitleizldzjgbjiqfhcnvgkkzqpyilunovveii,M,3.0,2089393.0,Nekth,Owens-Illinois,1-303-206-2700,11.0,787.0,0.0
Yua11827,MN,0.0,,57796.0,,United States of America,Rfpiwshvgmbqkwfwv,g,DRDTJBUMVJFRCBYWNUOWEHGWUVZTQQGDHDTUXMTPQGXBSWKNZCEJISRTFPEYJSKM,D,3.0,1137985.0,Yuatkbgccglprlypbqa,Allegheny Technologies,1-973-530-3867,34.0,774.0,4.0
JNI11828,NH,1.0,O,74409.0,Auhvc,United States of America,Mwhqoppeebvvrvxgzpuhgwfbnuhemnsvwvjirnmuq,,BNQNVRPJGMPTVHLYVEKICVT,W,1.0,289833.0,JNICWVCKKRMZ,,1-835-358-0974,27.0,475.0,7.0
Zxe11829,Quebec,4.0,R,87969.0,Hyttluvufc,United States of America,znfvkeuvptwbtaxwylubvjbvxruuoukkhsjssvqwjnbhfawgeprpuyiphcvnph,J,Yewlfwbjkdknsyugtqf,M,2.0,,Zxelddfhpuhaenvnljbnytumh,Conseco,1-289-362-9989,4.0,487.0,9.0
Qqn11830,AR,2.0,O,73586.0,Piqnxr,United States of America,jvpfdgyraeczax,Y,Ocrnrbaauctmbztxtdxasepykotbtmuc,M,2.0,2183063.0,Qqnrfvorejuhrljclwn,Medical Mutual of Ohio,,78.0,395.0,
quy11831,VA,0.0,O,305174.0,oppmsozrlzzr,Canada,,G,sjowbqcfgzfndrcaraafzstsgeutbicgebdtwlpbfdjnzsrltlqtarmgghngbtxscbzkbptlxvcqsp,M,1.0,291021.0,quyarjtyxjteloy,Spectrum Brands,1-080-445-9293,89.0,352.0,6.0
Dlu11832,DE,2.0,O,400496.0,Qbzagfjpv,,YLDKVELOEDBMRAFWTFOCRSDTSAVTSQHCFMGQJXVWKOYWBJSTDCCJSRXXAS,Y,Czxlvdygucgwaodmhunjamicircxodrervevvfqcxzxgljuzbdffud,D,0.0,457252.0,Dlunlpepwgpmbsf,Southwest Gas,1-941-812-6576,34.0,673.0,5.0
Akh11833,Alberta,0.0,,298603.0,Aghaxhce,,wgntteahoqbwhvysabzcrviolqmqtn,,IGVEWVEWBQZUIIWOIZISBLOSXFCPGUFDQZQBDSYWBLRAUMMSQFRERGVFDRNVFH,D,0.0,1766502.0,Akhuisbdlmti,Viacom,1-298-651-0176,20.0,624.0,10.0
YUG11834,Ontario,2.0,R,,rlscgqqkbl,Canada,Vteeitdvtut,,,D,2.0,,YUGJSOHRLPT,United States Steel,1-786-826-4100,86.0,653.0,3.0
Sly11835,MN,4.0,O,413753.0,Gxqnspfpu,United States of America,MTEFULAORKGBYAKRVKAFSAEGKQUXAYSDHDNIBNYAZMZUBDDGFGCTXIGWGYCJMQTXJ,,Emfzujkaiuzgjpvgamlhekpgigckobufqxxdndrkkyvemufbpnntripmayubcvyrsdgmnxacw,W,4.0,2924361.0,Slynfmxlkbqiqyy,Dana Holding,1-061-707-2859,61.0,488.0,0.0
Prd11836,RI,2.0,O,119435.0,FZVQFBVAWP,United States of America,DWUDECVXFBKNSSGGEZDABOQDQMWUBUBEFHKF,,LQCUWJSIRIYYMAACRY,M,0.0,995321.0,Prdfcnwtikzwcivnwlyizxdxda,MGIC Investment,,66.0,644.0,1.0
yej11837,VA,1.0,,134076.0,GYQHWAB,United States of America,Vydywvsnkjlrsozzplitauufuttpsededlovppfnmhtt,I,hagrbugsqhldkvscdgwaefreombti,S,3.0,1963209.0,yejuwhstpunhfcjfxoqpglllrdi,DRS Technologies,1-663-301-1231,40.0,,10.0
acu11838,AL,0.0,O,324147.0,Ocltexjdyc,Canada,MSPKKZXRXHXAJFGCTYTSTUUJBNTMIJARE,,lvrjtyluafaxwkmixlbmorvqxiynbbp,M,5.0,462186.0,acumcryqdafikvdsniodzeu,Exterran Holdings,1-387-116-5876,74.0,613.0,0.0
Wyj11839,RI,4.0,O,289661.0,NVWRJNSNTBHR,United States of America,ABZQTQVMOTQYSFWOFTYBYWYXRCFOQSUYJZGEKLK,O,Nvbnztrcimfuynvflj,U,3.0,529762.0,Wyjir,News Corp.,1-343-225-5970,13.0,812.0,10.0
Vqt11840,Saskatchewan,1.0,O,13177.0,Jjbcyeic,United States of America,Srvlwxnzqcdulruvilocrlnslrrnmmuhzupxrfhruleruulnut,w,CKMKUEMQXNMWWAZTFUTPWEVHX,,2.0,3195122.0,Vqtws,Fidelity National Information,1-075-533-3168,97.0,423.0,7.0
Wwj11841,NH,3.0,U,19390.0,BERDCJUJSM,United States of America,TGQTKET,G,,W,5.0,515043.0,Wwjzbpjnscntmv,AES,1-305-463-1057,90.0,767.0,6.0
Zlv11842,NV,5.0,U,168613.0,Rsoiz,United States of America,YCOAOMHCRRKUVCPZHROGNLJYUORINXVSZPGXLLSQBSJKRYUHQZHGJBWCDRHBGGOFDCWFXJEMJEOPPBGV,f,Izumqacftnvboeylqmowapgfzwbfnjwswvlsncfprjqdmwwinxlrnxmmtaqbswymptbqtriwbjb,M,1.0,439783.0,Zlveeloh,Questar,1-273-369-2526,94.0,670.0,3.0
Zup11843,ME,,R,221201.0,Inujcgy,United States of America,Mbsegibrdcrnbaguajwfevfupjbnhecmklbfjvzmnfisjyxbow,S,tphtwnxjxosdtdtafgyfednhmcuwpjpsmrmxiaupyatednrhvamsguqb,S,2.0,1554578.0,Zupoqxtuvniecblncfzmvx,Western Union,1-245-844-2890,17.0,736.0,4.0
MBC11844,AR,1.0,R,857.0,adsaupzroy,United States of America,Qdfigjnzrmuvhowwdetbkxyik,D,vmkjvgnonrhpkzrtskccoknqimay,M,5.0,,MBCEUWECSJACLMHDXTDDWFORBUOIH,Jones Lang LaSalle,,45.0,372.0,1.0
Uiu11845,WV,1.0,U,193278.0,hhwgeabczw,United States of America,Ukucmdidpkwwczrbnwvmrlknjmnhsskroof,,UIPWOYSUSCHNNUITSXKEJQWENMSFEIAHKUJQBVHNMFVKGTBNKNFPSRFDXPEF,W,0.0,118006.0,Uiuoiaqkwqe,SAIC,1-211-668-4302,99.0,347.0,2.0
UDK11846,WY,4.0,O,124372.0,Bipbhrt,United States of America,Gcuzrljxxcdotutocqgohxmuxgnptczxwuzcedgevfoxvqrqoldnbberkewgxielultuutoarh,m,,D,4.0,3240275.0,UDKPMWUDZIMSITASHTO,NRG Energy,1-481-706-4031,60.0,378.0,2.0
Bxx11847,Saskatchewan,4.0,O,309335.0,Plfgtlvd,United States of America,Vuyvzezrbylofsvenicamwygqcbdejgsllkqhewvypgfyftcdjuqntiojurxxmpmprqbb,,FBNQLCPCJBVXHFWIRXWRC,W,1.0,3416368.0,Bxxrvt,MGIC Investment,1-775-206-2837,84.0,653.0,
TFR11848,WY,5.0,R,38264.0,qizgjmmib,United States of America,svynfxcupjnpiuvzietgrhllrtpcrwawmkeyawapgiixdwjrgwuxjmbzxjaeghei,F,,M,5.0,507034.0,TFRJWEMGSSVK,Reliant Energy,1-708-928-5992,79.0,449.0,1.0
Cqh11849,PA,4.0,O,392580.0,Gtulpsdzgx,United States of America,EKVMZXNWOQIXSDWYCXARXJTRJBUPIFHEUOTZRIVXLVKXPWZJOP,,,D,4.0,975368.0,Cqhfwnceps,Con-way,1-492-718-2268,54.0,342.0,6.0
Flm11850,Nova Scotia,5.0,O,273850.0,Gmbkor,Canada,Inuihljuqxeipvdodcaxwbbkwmkzztorbxxtfssadxuruetnlbcqpljiosjwgytbxprmphvwhttk,a,Dlscnluiihddedyygewvzvwecrasrvmbxildzilelfioqyshrqhggntlwtttxzlusvd,U,4.0,664490.0,Flmusqdvboldnuerqhoviny,Sunoco,1-073-533-2543,74.0,718.0,10.0
Axh11851,MS,1.0,R,7472.0,cqmqxmtshxpi,United States of America,LQWTKKXVPXVFBIEWVFUPTOIJPKRVNX,,Jkuimwlhgnercixztqtflcxogcafkcrszeynttsjauazvlbeteliqy,W,0.0,453612.0,Axhbmduoxqspthhgxduiop,Vought Aircraft Industries,1-791-324-6110,78.0,848.0,0.0
Pgm11852,NV,,O,387619.0,KYVUTFENGUF,United States of America,Ycjxkgtgqgivcdbjtmkzzsdkdnahfnaaupugygmktwjbvzzxxxiyov,T,Anyvnmvvtuoixvokkgftbjhbcxqeqvabqwjkffohfimhgztmswoxxno,U,4.0,1706539.0,Pgmaumdauyryybh,Calpine,1-908-505-5499,96.0,463.0,7.0
cyk11853,VA,2.0,O,363980.0,,,ypapzskkzsqgijnklfgjjhdpedr,,Atcibwzzydjxnybzhfjvayzkvrbkhzgmwwbcppqb,U,4.0,1097920.0,cykcgbszzqjkp,Rohm & Haas,1-111-936-6095,66.0,587.0,9.0
Gpa11854,Nova Scotia,5.0,O,242336.0,jwqusn,Canada,ymsytnbqlcltgrhhuhuax,w,Sfmuq,M,0.0,1822078.0,Gpaixjmulfjxffsjq,Fidelity National Financial,1-930-383-9349,36.0,711.0,3.0
GQD11855,WV,2.0,O,276819.0,,United States of America,Rkqdsitfnekifazqej,z,Bhdklnuwmofuvyimubadoaldbvvvzxtgmuztoqbwhtloughnfcnmvsxhtksdnrpumyfgs,,1.0,2842665.0,GQDPMIXRWAXPPOSODDEXBALRJ,Thor Industries,1-027-803-1459,88.0,816.0,8.0
QMB11856,WY,5.0,O,121748.0,Uepeox,Canada,TCBAROELZVSBYGDLFEYJOKPDAOYINNEYKNNSTYIHSJ,,Aeldvdfzmyqjalusetzlqcvon,D,,416017.0,QMBNSJLGRBKAALVPAJWCNDWBQHV,Cognizant Technology Solutions,1-798-298-0546,61.0,348.0,4.0
NYC11857,NV,3.0,O,290504.0,Eirezeuarxp,,INLKUVDFZKAZMJFGUPOUHYWLVZIIECUQUECACEMPUTNANDXNPGKKVBGHXOOVHGFRQEJVXBCG,,palgjhcpgdvpbtvinuqpgrwxirbmdwxxcmvlkchnkkcr,U,4.0,2674229.0,NYCVJQETWP,Asbury Automotive Group,1-412-267-0315,66.0,737.0,0.0
TET11858,VT,4.0,O,,Buegtcgfbg,Canada,vefbhudkbdlvun,F,DLMFYFEBJUHAYZOGVQDLVZMVAAPVBIDEGNMLLCIBHYENGXEVYLJUQFFNIXWBUNNLNTENDKHCVVFV,M,3.0,124118.0,TETCXZEGAKUTIJTYLRLDMFYKNQH,,1-039-284-4737,33.0,775.0,7.0
Sef11859,MN,0.0,O,99217.0,xpxuyqve,United States of America,Jpyxcfppyjbcjeibcutmselhtknstcnjedocaguhvtnbokjmqcxwixxifycchcq,,kexpiscimbotducermdhgdbrawfkynuhijtlhhceitntldvxpnbjykgqordhycaobzmkcdxnvpjcf,U,1.0,3370188.0,Sefdpknkckohsqsymluwddtqqnm,Dean Foods,1-951-791-8170,94.0,713.0,
gxc11860,PA,4.0,O,410806.0,Urgsdkocniws,United States of America,Huhvclreonpnctpewjveluzyptlvewcgnslppaq,,VIUTCYJOSCKEWPXARHUVZKQJAMOSOTRPPJYQENMKOPMPMJOACGEJZGXSLJZQGOYQLLP,S,0.0,1483908.0,gxcnxmdvubekmyz,Chubb,1-725-958-3148,96.0,568.0,
Rcq11861,AR,0.0,O,235288.0,xqdkxra,United States of America,,Z,Cggsjsmtcsecjfqhzofonayzlxxepabd,,5.0,3944436.0,Rcqowcdaotydamnin,Huntsman,1-990-291-3645,19.0,478.0,10.0
JRS11862,GA,1.0,O,204565.0,Qdntrhy,United States of America,Nafxfpjeotdqvgiwurlflcdrdqxtiybptyaulrozizrgrktgpilqffewvceimnrwocfawycusuwrdol,,UAJQLCMSWFKMOYQOWVWJDCVQP,M,1.0,683419.0,JRSOPURVIEF,Textron,1-345-215-5664,31.0,472.0,4.0
gng11863,ME,,O,416378.0,Nyudjmqet,United States of America,Ggfqhleztcgugwlefordydcjcgzhvdgcutgriqvgqpbfyowdwzzdwthhhsxmzoiglgreupleewsu,,XRACAXWROETCHXGULQSKTYIGZ,M,2.0,3752436.0,gngacrjwmwjekfqliimxngcvzk,Nacco Industries,1-170-375-0404,91.0,638.0,9.0
Hpl11864,VA,,O,169207.0,Otgerheeqgo,United States of America,Ykdwulkaduwvbadueeyurejr,,Bipdwdemuwlkbdvvdttlpjbmxdofuhkarlupkxqwazfuugltvujhuixegpli,M,,3811148.0,Hpleek,Circuit City Stores,1-457-612-2094,,317.0,8.0
Nbv11865,MT,3.0,O,470903.0,Nqkfo,United States of America,WNSEATQSTZYCZTMHAIJVXXQNG,,xfymihxmkfozwgqjbozroeoumyqmtup,S,5.0,2622125.0,Nbvpddjyujfvifiaqxp,Guess,1-155-359-3880,3.0,805.0,5.0
Amt11866,MI,5.0,O,223682.0,Uioplkyorz,Canada,SYPPDESAVRMZBKSLMPMILXJTJQCZAXMOEAWUAIKIRVYLPZXKGTFIIOQXSKO,L,edltpbqgdazrcupiydcmqxuboqjvegugjpbohepgmwrohhjadqzrofysuhxdbst,M,0.0,2108308.0,Amtncdwhohysjuezl,CenterPoint Energy,,21.0,549.0,8.0
WBA11867,KY,1.0,U,136570.0,Cnaltebmqcmv,United States of America,Epkosdlztxaiyemkneavgnxaeonlapequwftoxtzjvangxtjvszrnklspuc,O,Lfxrobndwofvwpwqdatsjeuhsi,M,0.0,3588182.0,WBASBLQFRPQEAJUKYADJUKBLT,Motorola,,33.0,509.0,9.0
muq11868,HI,1.0,O,461922.0,ONREJNL,United States of America,vppajapcdklacignsgcilorjqhkodqwivtpijmjdwskfqxvtrawhlpclzgjndmrfjds,,cpgzbepqakpezwokupduriudnbnvxjgcinbvibmhupicoyhjeeeudbthpyvhqmnbtfbw,M,5.0,2828088.0,muqqeotytvbztgjlkpiphgkwclsls,Zale,1-115-940-3602,54.0,818.0,8.0
zhz11869,OR,3.0,O,53883.0,OACTBNCTWBYS,Canada,Armoujyetoczxbxyvxrulbmuvvkbehhpocr,,Kcfogp,U,1.0,3011243.0,zhzuclsswmskslzxlcjljrojup,Rowan Cos.,1-328-539-1087,9.0,706.0,5.0
Jdg11870,SC,3.0,O,264226.0,,Canada,Illipvvynexcrtuauetlzfwxjfiuszimmwmelk,,OUPPMBCTDQEIPTMOMSAAGGXDQAWBBTRAYBDTKYWLHQBDVUTAKTVMZPDJ,W,5.0,2920332.0,Jdgicpvhkzajynkqncbwbnhrwl,CMS Energy,1-761-955-1430,80.0,837.0,6.0
Wkm11871,SC,4.0,O,300137.0,sycwhwopom,United States of America,CFGQAPKFWTYAJPOQXEJEPAXOQRXQUPCE,,Znobxjidqbofgzimqlh,S,0.0,3478166.0,Wkmjeatjlhslfipgregvsjtkrivd,Bio-Rad Laboratories,1-246-348-9582,82.0,395.0,8.0
UAJ11872,SD,3.0,O,491463.0,,United States of America,gpfdzblwabbtzanohunwebeqhnainpxzidvtmooeimpvyeinwhecgigzbkfdklaolmpqdkudk,W,PSQELTFQIDMAQWYXSOLSMCEJBVQFWUTLRTGPEXZEWQKJQBMCZORUGFQZL,M,2.0,1117313.0,UAJIZTFTKJTFBMJC,Sanderson Farms,1-745-767-0916,81.0,402.0,9.0
Wdd11873,AR,4.0,O,197578.0,pitjwvgafqil,United States of America,GEQFIIUGB,O,vknvmxuiuabiqbuaywdfhzasnjvchgibxywgazjqyphmpnqxvxeglg,M,0.0,1885720.0,Wddbrftnoulmfvppnpnjlctayuzw,International Assets Holding,1-756-670-5350,,412.0,
Bxi11874,DE,,U,48106.0,ZEXLGZIDJ,United States of America,IOYKWJORJJGDPG,N,kwpomvhtrfrsabfwjfhhesq,W,0.0,3759643.0,Bxiqydrxsfohrfek,Henry Schein,1-744-691-4055,93.0,407.0,7.0
bip11875,IL,0.0,O,79468.0,Exiwu,United States of America,Fsnsxxrftbnrfnlkozcjhljqcvvfecfiitensasgvlpkaosrcdwssgkdxliljsihg,,Xwidpvulaywnmgnmtyxuxwvvugmltgahxldtdksxuba,S,3.0,3305929.0,bipxywqcerdaiu,Ashland,1-157-998-1405,,708.0,9.0
Uvt11876,Saskatchewan,1.0,O,179564.0,ULRJQSMVX,United States of America,koopbfieleemahwcixxjbigstjwrsxcxjtcjjidatiq,e,syryaohntxwvjpyptvotjbikycupm,M,4.0,55092.0,Uvtivhevduorkdppurceerknstrp,DRS Technologies,1-233-553-4423,51.0,469.0,9.0
Bzf11877,AZ,0.0,O,84431.0,Qdgkqtmq,United States of America,Jimvqdahppoftidzdmtywttdstendzkchezojwomttrvieafjkueilvwowe,x,aislfvinhnbahylyggrlxgcprolfweqvgtbxbcwnbmxtiallywyhwzjivgqjjvxujw,U,1.0,1663345.0,Bzfyqnbocy,Brunswick,1-504-669-0578,10.0,368.0,4.0
Smq11878,TN,3.0,O,198031.0,doptg,United States of America,Yknxoyzwubkhawrzuyfrjthhvdwglgzxundhsseotevkoatqluhta,q,Wdziwkljnvsmcnhnvsvhvqzjvauxcnlatewmyvrwylgnbsdae,U,1.0,2164759.0,Smqknisagevcjciaibmgmvm,Sonic Automotive,1-775-929-4479,66.0,818.0,1.0
WFR11879,NC,3.0,O,211503.0,YMIPETADSBL,United States of America,cxptuulhbqmbmclapapqkkrhpvezkdvdshoiqujmhijcjswcahhmsppsp,,Xmlrberanrwlbrdrmzpwodiyxnofsnrfboiieasuqhkjpldbqdoizykfxeudmbd,M,1.0,3751899.0,WFRHNQPHXRQYRB,Mutual of America Life,1-546-397-4773,89.0,734.0,6.0
qxh11880,Newfoundland,0.0,R,283419.0,Xlridqwfdpfz,Canada,Oiweuavgvnkonabnwpkjtpvsgeqcwnqcuwcandoktkmqrodqgahbosx,,FIDXWJPWAJFMHSHTFKFATOOPKJWMAGWMRGOYQXVHAIDSJRHAOTDQBIJ,M,4.0,3059023.0,qxhzqa,Boeing,1-386-120-9466,90.0,694.0,10.0
Ztn11881,KY,5.0,O,442434.0,Okfaydkue,United States of America,Ipoolekqwxazexsdbzoxqjiwuejfpguuufdzbvtlwdbuixteleyuuigqknie,,MYOPNPFATSFFSDCJYUZESJDVSULHNELMOG,U,4.0,1514950.0,Ztnnquu,Wyeth,1-561-218-1599,25.0,751.0,8.0
Stj11882,Quebec,5.0,O,450094.0,bfablbwhtg,United States of America,dcubkxeauvssygwvdsolqxccmthntcasdwtwnzkljlbt,,Xhzklvrdiutozsvvcvgtmp,U,0.0,723215.0,Stjnmjedtetqstrzfxzcieoxjiw,Harley-Davidson,,57.0,472.0,8.0
Xao11883,TX,3.0,O,19525.0,Hgwsjn,United States of America,Ggpcjvvibtgyewemoodlnhxnckmctxfjbfmvwgvmkwnpwthnucvpppcggbxafwdgx,D,Zommflmlnkkpeapnwjaaqpgdjytqrfluhbcyxndhehmravllgyrlskcmz,S,5.0,2958937.0,Xaoupgaqv,Kansas City Southern,1-655-397-7448,84.0,390.0,5.0
Lkx11884,Newfoundland,0.0,O,57522.0,fenfhxc,Canada,qkornikvnaoyylahxmtvlsqzuurlhb,B,rrdhfcvxxgbnmejppdaprcipgbbyzawdawxuvalhsnrkdytfrkescgjicehsaksifuhuliimgehsu,U,2.0,2793897.0,Lkxte,Beckman Coulter,1-494-144-2665,44.0,447.0,1.0
Pvy11885,VA,1.0,R,88927.0,Ccnpfxlwi,United States of America,Tfufpfvtxlqadqjfiwgbfqqxfirnabj,,Zwzvcwth,U,0.0,1298425.0,Pvyiiy,ServiceMaster,1-501-912-7505,46.0,540.0,7.0
HXE11886,CO,4.0,O,7326.0,qkleyu,United States of America,Mcqgkiqwhpwihndqhdmjwdxpzaksazjlkf,,uubietrqqwtvxrlorjqhcwmlqlklrricxi,M,4.0,476940.0,HXEBSWMVBEX,NuStar Energy,1-485-729-8431,65.0,845.0,1.0
vbw11887,Manitoba,3.0,O,93734.0,avztfamkdwte,United States of America,IHNAOMHGFXEXPUWG,O,,U,1.0,1154007.0,vbwqzjgzmorsrbkn,BMC Software,1-573-227-9066,23.0,,9.0
