prospect_OwnOrRentFlag,prospect_MaritalStatus,prospect_FirstName,prospect_NumberCars,prospect_Employer,prospect_AddressLine1,prospect_Income,prospect_AgencyID,prospect_NumberChildren,prospect_AddressLine2,prospect_Phone,prospect_NumberCreditCards,prospect_NetWorth,prospect_City,prospect_Gender,prospect_LastName,prospect_Age,prospect_Country,prospect_PostalCode,prospect_MiddleInitial,prospect_CreditRating,prospect_State
O,U,Qgxwbcoyalukxiuqwcdwx,1.0,WGL Holdings,Uqwshjiibntzuzeukhjtlhwsfuvndbngcrsobldbyabxvvibewwotryixptotjwvelmaxcxozqzimxj,490698.0,FNU12064,1.0,ANWQKERLHDBLUHUKJHKNRUOHTVCKZOTYUDPTUAXFUMPSMRTJXNSOSPZDHUSJUKKD,1-212-508-0427,4.0,2023978.0,Las Vegas,,FNUTKOWDPJVUBQSFANPSWCMBTSES,25.0,United States of America,rpaibakqcm,l,398.0,MN
O,D,Btnautxihoxcuaanmifgt,1.0,Boise Cascade Holdings,xjblmpoktebeqvymrdsengbrkevmygmkngrxhmpwcyigaao,334103.0,Pqj12065,1.0,sjinvpmmfplmprcxvjrctheg,1-056-263-7953,9.0,1503555.0,Warwick,m,Pqjtjmxjpo,61.0,United States of America,odcrp,R,301.0,Quebec
O,M,ALBHVMM,0.0,EOG Resources,psustbhronqwxbuebjffunwvnmmwg,385296.0,juy12066,0.0,eirqjvrjrlguftawwpmxcalamcbwpxvskqofjttmblhbrpvuupboqsxrgqufhbwctws,1-491-836-1364,4.0,1329024.0,San Buenaventura,m,juyricjagiyfdoivloqpigyy,42.0,United States of America,PAUCBKFCRRJQ,H,443.0,CO
O,S,fjlsc,2.0,Merrill Lynch,ZVPVRNQEFETRQCPHCUZUVLPPZLVVISBJFOCYCQLLFJZVEHA,489055.0,cro12067,0.0,oshhhpbdomvovcnhvefombprmynmecnqkzqtratpsrtgrcxivvdtbldvveaslff,1-503-817-3096,7.0,2147019.0,Wilmington,f,crohtmthexysqbmdnerleraclp,89.0,United States of America,Howrcuo,T,733.0,British Columbia
R,M,bhjocilqbjcnsfvnaqzlcp,2.0,Jones Financial,qjtnmkolwmaftcerenewwwnrtfjkgmhuewdhlcrcjolrssvzszlxqsinrcqcverlz,49735.0,Bec12068,0.0,kwcwpylvfwlpiktivarmoasb,1-137-491-5586,0.0,116480.0,San Diego,M,Becngwvcqhmkbckyskbk,,United States of America,,,630.0,NH
O,S,xilkvfmmyoshwlgmyxnkg,5.0,Costco Wholesale,khvdwbwcltzfwcqgzmngrqvinsygvebiajbxzckrukrnhozvtmlhkqqtcgxfvvlqvowdvjmwez,63600.0,Avp12069,0.0,rosrlfwdoedrhcyylfjcebrhipqr,1-179-146-6448,10.0,198527.0,Lancaster,f,Avpcewqilscdtzyllzpxhvxlasfdh,98.0,United States of America,Vkklqrg,U,519.0,NM
R,M,Byogwgxbkzuepdkgiecefihugste,1.0,Paychex,EUHNZWQQNACAWSCUKNCHPFJYDMMIWPWSISISSFSPQTILCX,378245.0,Sze12070,0.0,Tpleyelkaba,1-688-823-3753,,1446183.0,Sandy,,Szesqsknrlypcatug,80.0,United States of America,qhhlpfbmsw,d,591.0,Newfoundland
U,S,Vzdnsjnzquvtkcxjxndk,2.0,Fidelity National Financial,ILWJAUEWFOPKY,403840.0,DXI12071,5.0,Bplvsbjzioglaboshzokvbxogequpibupjf,1-209-609-1759,5.0,,Baltimore,,DXIXPVBWOPJU,93.0,United States of America,WZAPEKFCWJTJ,u,600.0,SD
U,W,Lqvrhmldpjm,2.0,,Tyqwwanvojwwmwqck,8510.0,MQS12072,3.0,kaanmewuavhvjjwqdnhjfrwiuyubllzhafmtgzknhgdkxwtfltiknstdu,1-462-951-3356,1.0,3103831.0,Arlington,,MQSTQHIFBUOGEZSGYAMCDAKIAPG,44.0,United States of America,svtahjdo,,637.0,GA
O,U,fdhyimqojwlr,1.0,LandAmerica Financial Group,Oxfnxbpkjkpynbjoywjnhhcarqifw,104929.0,Sud12073,3.0,ZUFROOBYSTSVFTNSDTXVFIPOYXCEDCSJFJSLOKFS,1-249-169-9143,2.0,831140.0,Worcester,,Sudpfupe,60.0,United States of America,RMTSF,,835.0,Newfoundland
O,M,Qxyvywmsviwinwoqna,0.0,Raymond James Financial,Qphpg,491771.0,hxg12074,3.0,DJSGHICEJLCXREKGXNHQTMNUYZCS,1-966-521-6366,10.0,2890900.0,Baltimore,m,hxgwv,46.0,United States of America,Lxmgcb,G,762.0,Newfoundland
O,W,ekqatxaj,1.0,Graham Packaging,Detigjysjcxfipnifkjthwlpeteufasqgmhawwobjnbxiayhkgtyecaiclyzronfizy,235726.0,SAX12075,5.0,Tvezccfxwdleptmzbrzykgcmilbslr,1-313-166-5744,6.0,741554.0,Oshawa,,SAXEYZCMPBJWWFNXAKLPQAQZ,77.0,Canada,ITFOFUHJPBW,e,323.0,NJ
R,S,vmuqsvpjqteujerenmmzd,2.0,Liberty Media,Fbqaxnwuocyvmorielszk,366650.0,BLN12076,5.0,Jnllbmiuvhykuwkweldhlcwufcjxtov,1-239-812-0303,4.0,273741.0,Amarillo,,BLNDXHXETNCKIESVXYOUCIYHU,93.0,United States of America,prqrnho,C,683.0,OH
O,W,lntodokitjheewimy,4.0,Domtar,Almrcqtvlopcyhttxaaxkuteyuomhfmpaxsismrrlbcatgmtrk,458446.0,jue12077,5.0,Ladcrvvowmddjsjujhoensukoecnfpyhtxzgbbiysxcuivyz,1-772-321-8838,9.0,3633526.0,Baltimore,,jueodhktwqfzwywixqwb,89.0,Canada,Wgkvkxyjbg,i,,MO
U,M,ybtmwhqeadgvgjwwzrhqz,0.0,BE Aerospace,Xmdhjsyvsjqhbwnmrcwhsgfsetwxtntdrqipyknojdprdm,434031.0,Tmv12078,,Dcasnazcoqtxoagtzgmhoselqahkwnfnfhkzzekdbcisguwawonkxpeb,1-568-809-0178,0.0,506109.0,Hilo,F,Tmvnkcdqjlkjia,25.0,,lmjpypp,,409.0,IN
R,U,wbovfomumtdj,2.0,Virgin Media,RPBCEDXNYWZHTCWQAQFQWLFJXUDQNLGNBHSBHMTJIIKPDIJBRUDDFEIOXBOTGQXCBEWJCJ,27855.0,Jfx12079,4.0,YFEQKGVNDCTWLFWGBZUOYPADDRXLGHCYUQWBMCISTEINXJDKIZXFO,1-245-092-4078,8.0,3177405.0,Newark,,Jfxdhzndldpgohyxxqutdxdpi,1.0,United States of America,Hnvcuth,,421.0,CT
,U,Fdookivaqxk,5.0,Southwestern Energy,TQOAYSGVWIDPOYJIVRMSPRWRYFMPMVBWLNR,49003.0,Nbv12080,3.0,Spemcrspbghimdqjsxtenpuaqcjvjexpzhwnuawdynpx,1-608-429-0753,6.0,174388.0,Rapid City,m,Nbvewpq,88.0,United States of America,Ucfmvxrxnk,y,729.0,DC
O,M,Qvicswzeiqtzqmlnbscjiygrjezqwy,4.0,Principal Financial,IMMPAQ,220550.0,VIV12081,3.0,Hgyloizsgonuonxlnlldeibuposkhjrtjvasmxhfowcbexobg,1-353-448-9364,9.0,523385.0,Little Rock,m,VIVKBVWII,30.0,,uixreodgdjuj,,738.0,NE
O,W,Ghwrmqiaeusuoiezeo,3.0,AT&T,Fgpfvywcheinqdkmi,148165.0,DAO12082,5.0,qplhfxpomghtlpbfjpfxzvezdjsmataynclapygwggwqmxkvh,1-137-656-6427,2.0,619283.0,Mount Pearl,M,DAOHMPNUXJNLHS,34.0,United States of America,Zrexhengnl,,444.0,NM
O,U,pnhpfujw,0.0,Electronic Arts,Kngponjerjhbndyyjycsljaqwjheeicectfhlndbvzvasbligbfqtnknxcgjrloofok,327660.0,Mqn12083,1.0,HFOBIKLXQSHPQTSNXQCROSTCYIFBKVI,1-525-978-4300,1.0,3738211.0,Biloxi,M,Mqnwevzxaahmdrzlaazrmtsjleo,20.0,United States of America,UYIESO,,842.0,CO
,D,Kmjvtmi,4.0,Newell Rubbermaid,,376394.0,Mob12084,0.0,Scuybhxoopnafzpyjjepqcreeuxwkjktxflofdopyaqbpvvpvfsyskbtvlsxghwfjwjkfoavnmefox,1-153-127-0903,5.0,684762.0,Anchorage,,Mobfeuhybhrgq,16.0,Canada,FRIPFKIYAK,,681.0,KY
R,D,Hafuei,0.0,Neiman Marcus,LMQTAGPLMNHGIKYRZLQNJDWKVHARNSKWVDUWEJJHLMVNZUVXGXFFDRSWJXHBMNZBXB,422639.0,Btc12085,2.0,VQYZLABNOXUFLRLJKMYQGXSEZPEE,1-362-147-5413,0.0,3692092.0,Lancaster,M,Btcmxpxbgnskmiggjpuxjcscast,44.0,United States of America,,C,803.0,New Brunswick
O,S,Wgzphfgpdnpoao,2.0,Scholastic,Lfxedinkderwyufnkrskqmpncpovpwjadhluhms,442900.0,IOF12086,4.0,GBYGXXJYREQOVCGBM,1-662-798-2166,5.0,2079207.0,Anchorage,F,IOFBPFPSMKZNUSIIBBRXASFUIH,49.0,United States of America,Ycevvpa,,775.0,AR
O,M,Fdkyoapowjkkcv,1.0,AT&T,naqsyngbetdyaqabefkgjucimmxcmbkxrkruucnkyeivgutkoi,,ylu12087,1.0,uandyursxtksjtcycngnidefiqvxh,1-343-351-4694,3.0,615147.0,Oklahoma City,m,yluujmwbtr,90.0,United States of America,hrkaoqi,,365.0,MO
O,M,Lrtgcwitaztdkdbkr,,Brink's,JNYQRTLJVVFEYBGGUUAMVESOJDBBHINLLKJFGNSUXSO,60340.0,Rho12088,4.0,ernjoafvhsuikvilszxzforasipnbevfyfkieiivbjuqwqtpwpnapjoiqoxzvkaecjuawynrf,1-153-729-2311,7.0,1531950.0,Fort Worth,,Rhoslh,69.0,United States of America,SKPATNJSOGC,T,315.0,UT
R,M,Zuvvozwfcgqm,2.0,AnnTaylor Stores,Qihqpxgdagcvpdvpkjtbeoatdbgamaznwfcsgfgrbniyssxixqtoarecevslqomegqpffrkat,368066.0,Rnr12089,1.0,Beyrg,1-287-738-4807,5.0,1202261.0,Oklahoma City,,Rnrrtn,27.0,United States of America,,H,537.0,MD
O,M,NYYXDUC,0.0,Coca-Cola,efslccdsxuhjxzagkwjkvwjbuzp,261456.0,DEU12090,1.0,WIZGVQMQTXMSAONWRSTPVWWKIFGA,1-819-383-4438,3.0,1398254.0,Newark,f,DEUWBGYMGSGUALGWR,43.0,United States of America,Iqpwxawzl,,771.0,GA
O,M,PQQEOBUDQPZIVAIFPYRRTGCZCVGXW,2.0,Mutual of America Life,Mxzvyiuztheozztqkgvfzuvzmtyodbfsyqrkcljfrbcrlc,357972.0,Bhe12091,3.0,Kqawhgwncwaoszlxpygdvfkja,1-114-304-8619,5.0,2454984.0,Washington,,Bhegcjwuvumgtrgxh,55.0,United States of America,Exvpzsxa,,525.0,CT
O,U,Wgevdsiajphyz,0.0,W.R. Berkley,Oxgpftuxrwkpwhjrtqaklhanewdzbtlejofmtjrrryabtnkkdzyttatqgeftdntktewxniky,211181.0,hnu12092,0.0,Wlngrfxz,,8.0,3461953.0,Mesa,,hnuaqemmoowdkmmxc,4.0,United States of America,Elapnu,,552.0,MA
O,M,ekhacbfspnzlqjhvhsbh,3.0,W.W. Grainger,IJAMB,102110.0,Mnx12093,3.0,QDGEZKELREJMCNLOAUETERVKDCEJODHCEFAEKFJABETXAZZPHMNIYIFKNMAXBMFG,1-159-204-4586,,336115.0,Orlando,F,Mnxynkmqhqxtubxoyrgblauqcjncaj,82.0,United States of America,OXIVVQZNITBW,S,652.0,MD
O,S,WSQQDYYAQRIZCHBOTPLNKUM,1.0,Qwest Communications,Eoigakvtfpkphpsmervszlenqsqscuptjhfgoxxcbyjwpywvufvfvrtjragcaxztggyhnwlwz,402797.0,XYY12094,5.0,Ctwbjpggdkvywrgitjzwrysvmodnoifnlecfgphtngwsgrqpiqwgsfwrync,1-151-194-1253,8.0,3734590.0,Warwick,,XYYXNSAEJCVXFCYJOXAKUNVBUJE,33.0,United States of America,Aoevz,,750.0,NY
O,D,YDQUDSEQCKXYKHOULWWXXDMVSVLW,2.0,Micron Technology,Pfpymigwerznjxkucwciwkekjn,486476.0,Bop12095,2.0,AXOENJSSVSIRMDHGFUWNCNWQMPSSCAYISUAZUFJWYMRQCH,,2.0,3789038.0,Arlington,,Bopjfgbnagwvatzdbkgwlmvdbj,,United States of America,Rzxerudsaks,P,,WA
R,D,VIPMCMY,3.0,Brookdale Senior Living,Rojdq,211187.0,Dln12096,4.0,VLVHCAEFTLRIGZGHRBEXMXGVMUUFZMBFATDAK,1-162-098-2835,6.0,193781.0,Fresno,,Dlnywuiv,70.0,United States of America,keiusxh,V,695.0,HI
O,U,wqkonw,4.0,Ashland,gwdcxzckozsghcuzvaduvpgxoukiebrtnvvaxpcswynkqaucasdp,295048.0,Rlc12097,2.0,Dteiyjrymjobtdqsgranjnifjmlfqz,1-095-165-7442,3.0,3203688.0,Iqaluit,F,Rlcggicfglmrhsptowbq,44.0,United States of America,Yyzavjjv,d,488.0,VT
O,U,Kfgte,0.0,Total System Services,RFRBNGUFMYDHLTMFPQOGZNYNWHMVTQGTBCBLKSTBIFQVLTNEJJKIKNF,465011.0,hyt12098,1.0,llotwoamwchmiyqonatagnelisgpaowavjknuxziqrtinxqawat,1-652-059-0375,1.0,2644563.0,Charlottetown,f,hytvcbts,72.0,United States of America,qdaxqpmbik,,656.0,TX
O,,Yscsztcnxwe,2.0,Graham Packaging,Dnzuvwzemeokqqeakopeibyxdbmrxgjojhggzdvhiujpxjkpuvnyholjqye,19853.0,nda12099,2.0,Ukcejmnxnsshbj,1-270-447-1090,,1103882.0,Lancaster,,ndaqrurczpubu,76.0,United States of America,zryuv,,517.0,NY
O,D,nygjorjvdifrdplelsmbmkbwo,3.0,JohnsonDiversey,PIOMBCBDEM,377472.0,Bsj12100,0.0,Ofmhcpvqohqkuuhwtbovsowkhexwppitwahwqwemgxnvgfizbzyiakhokrnsjrzqtjxmmysyu,1-422-242-3518,0.0,3947062.0,Glendale,m,Bsjlytnhibvn,74.0,United States of America,MRNLVRQFKLM,,619.0,AL
O,D,ZJOPPEMUBERYNOTSMGOCZOJLWIUWTU,2.0,Aventine Renewable Energy,Xloxkvlorsosuwkvigkivprbgotqhpgknpcqsxsbhwnazscixoxtezuxwtdmyvuyzqtndvafkct,87006.0,Mep12101,5.0,Jhxzfeiyiffjcgfohsrgktuukaqdjt,1-436-447-4751,9.0,3589946.0,Nashua,,Mepxndfmjxeyob,94.0,United States of America,Lmaksdhym,Q,806.0,SD
,D,Fpulupmrbmplfxqjxkos,5.0,Fastenal,Eimjvnekvuiabrlsy,108596.0,lyi12102,3.0,YSCDVFAWT,1-418-331-8748,2.0,737458.0,West Covina,f,lyigmrbqafwudqsipruowpnlllf,69.0,United States of America,GHWDBL,p,662.0,British Columbia
O,U,Gziuauvqyaoduje,4.0,J.C. Penney,Sxgbqypbrukzulhwobgcfhsjdqcoaebuedryttucmjjpgdvyepercfyppaifvbzogekdgwpqler,469487.0,Eme12103,0.0,cvawoddlmcuibjkly,1-885-396-6080,3.0,30680.0,Lubbock,,Emecspbslnvtthedzwfpgycxjkox,73.0,United States of America,WEZIT,I,592.0,KY
O,D,ooktddvuaxdwcya,5.0,Calpine,Udghgezpgvugiptesieayyknkvwruunprtvxuqydwv,208073.0,Ail12104,0.0,hnphebxfkpreygkkxbebwbrgakcxpiortpm,1-990-933-7493,1.0,907610.0,Grand Rapids,,Ailkkrwczdgzvviepnokataflzkw,43.0,United States of America,GFWVMBSUEV,,728.0,AR
O,D,Oddjwpkugtasezynmkz,3.0,Bank of New York Mellon Corp.,Jpaxcxkvjm,91193.0,BCM12105,3.0,Sdqjuaaeouzohuuuprhqabarbxlrryqvwilzifqvwpsuuuyovibizuusmvigcgwgfhijjlmiwvhhaqr,1-818-476-1021,4.0,1478950.0,Syracuse,,BCMZYNTUPGGQYKHG,16.0,United States of America,NNYJOABGYCS,,723.0,TN
O,S,Mgxgjxmxtfp,0.0,Burlington Northern Santa Fe,CREBMIXUSDUUKUCHVDNZFAGQKNVVNGLPVCRCRVQS,211527.0,Qij12106,5.0,YIZPPSXDJIPALKYXTQOIVTMAJZJZALNSIOWDNCDMMKCDCHIFXOYALDVMKXDBKLGECELQURCO,1-202-792-7846,3.0,1690810.0,Iqaluit,,Qijyldulktpmamfeieoeiify,80.0,United States of America,IEYSLUHVRPD,,731.0,CA
O,M,MXJTDLDTJFROGXXCDOUHKMH,5.0,WellPoint,Zjzdcdvpkvvnbzsudfvibzbopporetzund,235753.0,Sgf12107,1.0,WANFCGL,1-514-726-0237,4.0,1038993.0,Bismarck,F,Sgfkemdnkfeimwrcfnmdruimnqbrcf,41.0,,ewfrfxrq,x,730.0,CT
R,M,Dwfsjvnmdxntbpksjgwvfxofjiupgu,5.0,Northeast Utilities,riehiaikhldahpzutrxekzstqgtedrnipfevhrqgdykvoekdiumkidrqkptlnu,170455.0,DXP12108,3.0,CHPQFNSROQPIYSCIXEQNWKKUYBYUEUPJRVBZKBHIQPYEO,1-340-944-1412,4.0,3752227.0,Washington,,DXPOODNOQPFSJWDKAIJL,20.0,United States of America,Yhqvad,x,596.0,TX
O,M,OZUSPESUSMTZIPTXSXQINKXLKOZBA,2.0,Armstrong World Industries,Kfknxvsczzkwyuknarjyknl,145029.0,XLV12109,2.0,,1-218-687-1024,2.0,2908703.0,Lexington,F,XLVMXVOSMOJB,34.0,United States of America,vmrzritmqirv,,399.0,WA
O,D,amsdsltylxikmedybz,,Pool,jvyekgvrfesamaraasuixrtoxcilskxiiustpoigcfuovkhqmszu,376036.0,SZT12110,5.0,Ztgfjkfjnefncdxdflnnzrmlafpwsmz,1-462-254-7430,0.0,1970886.0,Hartford,f,SZTCCWMTM,80.0,,Wydap,,596.0,British Columbia
R,M,fwsldqhawbkanbtakaxymotoybmj,3.0,DRS Technologies,Tujquohzfjiiayacd,148327.0,SOP12111,,YTFGAEDNDFFGTYYRCHQSVIYSLEISDPOCSMJDQYONORWIJQIRMAHB,1-574-952-0150,5.0,2432203.0,Richmond,F,SOPUPTMEE,68.0,United States of America,Eywjuqicgy,,391.0,VA
R,M,Xsshhyydcovyhfjcgdbpgkhmg,1.0,Bon-Ton Stores,Kbvbmuxtvonznxoxzyborbdccdzhhyg,37769.0,Mkg12112,5.0,Xyosbngmatpapxpulvqukquiznncotszuyaaqmyukiwipyaj,1-631-620-6420,4.0,2842485.0,Plano,F,Mkggnasflhqnggamehpzlmpksnu,14.0,United States of America,CCIRO,,534.0,WA
R,M,Jswjfuvtkxn,1.0,Leggett & Platt,Ycwrfailupagsaxqkflkzzahhfhnbjaexzxeycrzbfruvfwndxqkxamighkidtiimszgcanhuxlb,283863.0,Gvy12113,5.0,Uqdkkgfyqisczdfm,1-740-703-9223,2.0,2546571.0,Knoxville,f,Gvybqbjabashoujhptsbxtci,72.0,Canada,REVGDCJ,h,617.0,WI
O,M,zfmmlbikw,2.0,Brightpoint,Niniscwzedzbavfdxxlcbfsqjnyshxjbxbpcrrozoyuziybotplotjjqygxquffxrwst,337519.0,SIW12114,4.0,PFTGUGNEWGJSBOKWZIESHEXOOHPTIJXHHXWYBNVKWVALSFWEXOXCONRGWXT,1-206-874-4326,6.0,3261879.0,Macon,,SIWBKIGWIHWTWSTIHHWRSLEBWZGPMG,78.0,United States of America,Mghfzmkyqia,,328.0,KS
O,M,DYTWHTKOGHQTBADHAHTMOXDZLJM,1.0,CA,,467014.0,QWG12115,4.0,Hoidqfufff,1-735-773-9256,7.0,322556.0,Wichita,,QWGRXNPIBPNEZLEJS,3.0,United States of America,,,833.0,AL
R,S,Aggptnrqomvxumyptoakwwnupnydbw,2.0,Alpha Natural Resources,DQXAQLXWNVIAFHFBQTIWRYUURRQVTCEUOPMFBNKMDRIPZLUSSEBTFGNVBPDTNPIQEMDEZ,103375.0,OJM12116,1.0,CKRLWPDOQKWANTHYXJRBROXNHBROTBTJQQSGNEASAYESJONONP,1-137-831-3062,3.0,1610620.0,Naperville,f,OJMOHJMZTEUPIPKLTIYLSUVHTDXA,12.0,United States of America,Bcsmcx,,645.0,WA
O,M,Bajimiixmcfdvd,0.0,First Data,Rwyfyoxdirokbmbkgailxwtkzznucbequnavehecxljxjzywcckgapatrsjaisockhhx,247670.0,Yoj12117,4.0,IZIDWBJYGZZXCRNKKOSSGI,1-810-342-0216,3.0,2681291.0,Greensboro,,Yojlimkemmrjgjcb,10.0,United States of America,,Q,844.0,IL
R,S,Mtomqvszngjxkctubdnqbvnlsryq,5.0,Liberty Global,Ieuriiawbijctaotlmuxjlbkjycblgjcmulmmbsliwtrejcrhgfitsdtsybschmirdvzennyjs,392781.0,HBT12118,2.0,VUCHGDOLQREKMIQPTIDQPWJFUCHWYUCFVEEPRAYWFRABZKXFSJPRLCVANLLQTKBXNRHUVID,1-833-369-1083,10.0,2353329.0,Garden Grove,,HBTCSVCULOI,59.0,Canada,Eqohfirzkin,,671.0,FL
R,M,kpcutggicaxfaeleusgrskxfkki,1.0,Cabela's,LILVDOROQDSAFQPFCATPAJBTURRBOYVWNMAMZVVJOBURQJQECVBPYEU,480434.0,kia12119,3.0,qppnmwnzirugpdkktksfqygrnwmzqcqbvfpawglkutlllqrktllwmqkdjaqcoqh,1-235-004-5395,5.0,2725811.0,Provo,f,kiazcuwgfjdaptwp,,United States of America,nsopzt,,817.0,AK
O,W,Tuaniszyamjnxyjomtlblg,2.0,Pinnacle West Capital,,86199.0,Rtv12120,5.0,Hppgsahgdfpmburfrpkpcgebcuuhjslgqefocotlvkbhfpfohnopdvdm,1-594-896-3131,4.0,2668471.0,Vallejo,,Rtvcuxpidpetbqfmptioofoe,9.0,United States of America,Wuawjup,,620.0,WI
O,M,Nwogfksoxdhmujfas,2.0,Genzyme,Nnroeipcjis,222806.0,Hpl12121,3.0,AINLQOPOQBDVUSHGHSTOTHJPWTDXJFVNMNCGTCPSFUQGLRTDUCXA,1-995-032-1896,2.0,3682098.0,Ann Arbor,F,Hplccjueiaolzndujhchg,94.0,United States of America,jsksxbykmn,T,429.0,IA
U,M,Cpspse,3.0,Urban Outfitters,Omszwbebgtxswhdqxcscxqjcxqcrbycuvlimql,244544.0,QZL12122,2.0,GHZBHGXSXFWCYGGGUVYDYXOOFLPFKN,,5.0,3516986.0,Salt Lake City,M,QZLLFGJ,4.0,Canada,Nhodrkdc,,825.0,OH
O,M,Pemjmxfpwgry,3.0,EMC,heovrilicrmqcjjkviwupfnxvgijmlpudmimbhktwaeys,139979.0,Otq12123,1.0,,1-020-568-9790,8.0,3838476.0,Fremont,M,Otqgcahkkigxxadphaeqbwopq,48.0,United States of America,Ldolxuu,T,640.0,OK
O,U,Vjofrnatqlqvhmlltt,3.0,,Lpzttpmfaldbcswvtgwwsyknhhuwvwjjtzdemxfdilbwmp,346354.0,Nxf12124,0.0,Vuakvxpxcneojwhsqdohibjblrbgdkvuydljfwfrnkldhcldiykrpfue,1-542-921-5852,7.0,2455264.0,Sydney,,Nxfpunjuwnyuiwtblcywnrdammuo,28.0,United States of America,KRWMJRIS,E,811.0,MT
O,D,Ozymyg,3.0,Granite Construction,ZODBNFCIMCJQUNNRRSKNL,206774.0,ctv12125,1.0,bppzrxdsiuthxitrjyveiauwlxnjeonbxahnvjsimpongrxbvietvknfinychomejfuqhvbuecladao,1-935-866-0238,2.0,2182834.0,Jacksonville,,ctvmhenfxnjiqwumicvadddk,,United States of America,FAMOKFKU,k,800.0,MI
,W,YWZYECKKRBRYLDZJSWHHINHMEIVVQ,5.0,Spartan Stores,Gmsftdturfycrrgmaabulgdsvufrybbcigerhtqtobbjldpcphmsdxxkzivvgnldprvpv,130172.0,YPJ12126,1.0,lrrorgynqspts,1-811-057-5137,1.0,,Abilene,,YPJTNZIBVGBNRQXKESXBHS,72.0,,Acouckuguxb,U,729.0,GA
O,W,JTZXSW,3.0,BJ Services,mbflrtkpymquafznxbgjfxcbupxit,280226.0,Bgt12127,4.0,JJYIWLROYPMRTGPLESNOEGMJQOMCAHLNRRGZWPAFUGOELVLHTCHLKJGK,1-221-123-3996,0.0,3884284.0,Simi Valley,,Bgtbaxdernanksuhvjgyijinbogx,44.0,United States of America,FACVIMNCK,,307.0,KY
O,S,Upyxgp,2.0,Mercury General,imiblpamudntfltmrnzuesoubfrbcgzqudqrfrvjgmrdtvccsfzjobnqpvlqeqadcwmsixkrwupqrj,63475.0,Fnh12128,1.0,Eyvcqrtfyzhhuubshpwoygjiqwtxrtprtwc,1-197-827-8106,4.0,2209434.0,Waco,f,Fnhhksdjchymzpbfrmabpz,72.0,United States of America,,S,,OR
O,M,xuqyeg,2.0,Spartan Stores,xubasykvuaktnjyxixdasuvmkgzstqxbnenrgywfsfdnkfthvpxtjokahlmxovxtaceukbcjojoqya,311880.0,Unr12129,,vvvpwtdomecekksh,,4.0,2414926.0,Kitchener,,Unrhltsdzdslvhptigedpvrrna,99.0,,Itnktlsi,x,373.0,GA
,W,Yamedqcfoqbzjgjcvilwbkxpqa,3.0,eBay,MBKUCKMRSHAWAKDRKKJJCFEL,315343.0,WKI12130,0.0,,1-401-861-1239,3.0,2907681.0,Ottawa,,WKIIUQE,78.0,United States of America,Njlxlqgbkk,A,398.0,Quebec
O,U,Nfnjokescimrxlrbnmxd,5.0,Smurfit-Stone Container,LALVDMCIGKRLCJNNSKMGNBZQWT,259887.0,nwp12131,4.0,OZGQDQDWDVVMPIHVSLLFMEVFVIHPBCRYPCXWPPRLRTLLTHWHCCIQZSLWWXPT,1-381-289-0385,8.0,1291166.0,Dawson City,,nwpoalnckawoxgzmhjvq,54.0,United States of America,Hswngvdpqkm,,339.0,KS
O,U,Kdvufqhtndwwwxrwcehljxt,3.0,Owens & Minor,ZHLDHWLDLIWMKPOGMC,325001.0,Rlg12132,4.0,FLTJGNGJGGWOBUIAUGNWZMYYHHXZWZPDLLENFBHFF,,7.0,2484005.0,Ontario,f,Rlgsziboovurnzijsypuwqtctx,83.0,United States of America,dhkts,K,405.0,RI
O,M,PTQCHAZIDZGTHHFFIBTUKDQN,5.0,Public Storage,,247507.0,Zrw12133,5.0,Totcvefgfntvjvvskiegkaiprkuohpskuqxavvfshqhkmxnrooheucyqjghaixlfqyyctkir,1-260-986-8550,9.0,2396834.0,Columbus,m,Zrwgcefvhxvoslalavteyotg,6.0,United States of America,qmexomzuidv,,816.0,GA
R,M,Cannbbbnhlgekarehkxp,4.0,Enterprise GP Holdings,jsypzxvrctrboqoulhqf,253224.0,Pph12134,3.0,xxddrstexhkkendwxdevckqrfrcsbggbeepizicj,1-434-971-1193,9.0,2652096.0,Dallas,,Pphpifnasujipyilvmiewnqimg,100.0,United States of America,Xewaxmnqv,,476.0,WY
O,D,Rdpkgummtrpalqewmi,0.0,Mosaic,OUEBSFLENIAICKFZOFFKLBEOBQTUKXHUQNGJRHIPZWHRXH,177585.0,alj12135,4.0,Yakzzjaordhdtuvkgcbcwtemhgjznbenyhicqxrrb,1-517-900-6192,6.0,1125088.0,Santa Clara,,aljjpqzsxywqywtljxtsnxpcjhsl,44.0,United States of America,XKJVCPO,,363.0,KY
O,D,Csfipnaudtqlwyloaoohlpco,4.0,StanCorp Financial,tecbxggwmsdsqzyspozdwopjvvlmalwqvpctmepwxhtsibqsszvoajbtbcyomrhpnncxpwfzda,463742.0,Fyi12136,2.0,TQXLNBXSZRR,1-964-437-1901,6.0,854877.0,Springfield,,Fyigvkthasqpsftuhv,52.0,United States of America,Jcsokcqg,b,671.0,TX
O,M,QVSRTMHBJZHURAEJNLGHRBRDANVG,5.0,Sun Healthcare Group,Ibnclapsbtlzqcdfowdadzowmdbl,164698.0,Fkw12137,1.0,Wzgfpgctkpbswojeomeoituhnvzuezzpgevaqdhmwqbhhcs,1-982-643-5269,2.0,862001.0,Grand Rapids,f,Fkwxmroqaknfifisdimlose,64.0,United States of America,Lwijvbekuy,,583.0,WI
