PostalCode,NetWorth,CreditRating,Gender,AddressLine2,Income,State,Age,Employer,MaritalStatus,MiddleInitial,LastName,OwnOrRentFlag,FirstName,City,NumberCreditCards,Country,AgencyID,NumberCars,NumberChildren,Phone,AddressLine1
Gtkhjy,499530.0,670.0,,jdpzumogisxqckhsslfzzujoxrrnozyqrlrnrspdcxurusshvvtiwme,81645.0,LA,77.0,CH2M Hill,W,P,BPICT,O,Puiruojq,Santa Ana,5.0,United States of America,BPI12027,2.0,0.0,1-340-586-8329,BKIUWXJTSQMOSDUFDSECHUDVEJLOWKSNVHLLOXNAEQXYWMTTWJQDDFPFW
,,487.0,F,Wezkfxgjbfclhwiwpjkmegxkfxjgvwdqmcotjjxyekzbrmzolzemaprzfkourhtfgdvoosq,175604.0,DC,94.0,Norfolk Southern,M,N,Rhakipokdhdmtrlz,R,nrbljpbleewoz,Kitchener,1.0,United States of America,Rha12028,3.0,2.0,1-968-671-4065,Izgfgmjuktaoaedmxmaulqgxkrisodewkkqpdqfd
QSJTJGQJT,1400686.0,430.0,,Faoeeobw,498354.0,OH,0.0,AMR,S,,Vppjctgxgnxjfuq,R,Mlxywpxiypkcdczdtllmhzl,Topeka,1.0,United States of America,Vpp12029,4.0,2.0,1-361-100-5701,ONSCVUFQSXMQCESM
Kbobihvraf,2360105.0,784.0,F,Gbzlizuhoueiwzvh,302897.0,HI,38.0,New York Times,M,,evfmhkeenxqlcegvmlfga,O,Pitvvuwecdwxgzf,Overland Park,4.0,United States of America,evf12030,2.0,3.0,1-994-982-7430,Iiurzcidnvltaxqpvjgcbkqsuwjtgtiggdobgirdxekvihlmhaubdgpcfcnhyszbmsxt
iidnxr,3268603.0,327.0,,Mglvraczyikwmnjtkxbefmglzsozwvwbp,140555.0,KY,40.0,Mosaic,M,P,KWDIAZLKYJAJMBTISEFELOFEAM,O,TVWPHWJRIEHANZ,Nashville,5.0,United States of America,KWD12031,5.0,0.0,1-501-078-1236,gyhcshjpcscykvcejn
eiuqmr,2706821.0,788.0,,lqrgtgwsbhkhvxpctcvveblmwtqcvjerhe,294774.0,DE,8.0,Dynegy,D,,Ksyetknileplwakyiws,O,Bmwvnbekxkxcshs,Escondido,7.0,United States of America,Ksy12032,2.0,5.0,1-058-180-2847,Ngadfzbutbpetmkdotruincktapiloxiawskfrnlvlzcotexvjrqhmdbauqyynls
JYANUMVWIP,2070917.0,523.0,f,Clgspsvchhengxvsruakdxshkpjlnaraawjzazzqagcb,177549.0,ME,82.0,Discover Financial Services,M,S,HTJDNKEZJETGGID,O,Maqlmtytxurp,St. Petersburg,8.0,United States of America,HTJ12033,4.0,4.0,1-580-544-4132,Ygguvremjqhiminwpeoeabcfgbzesczscnikqwspzbuewoqxfjxbrjvlsmnyhocthltwooawtckvo
Hgqmwfu,,822.0,F,lxrpovrgwiioydrtvngtzxulskbcmeiodtxncfltcqheu,,LA,49.0,DST Systems,U,,Vgvypid,O,Qgqtxjlrpoiowetlpjydh,Chesapeake,,United States of America,Vgv12034,0.0,2.0,1-392-653-9699,Yuikveuhftlxxaixowidikzmbqpebcvguilisldargyrvtqangsseftfavjwegsnpsxttfryks
Gvkwz,2776020.0,753.0,f,ftuuvsoiipqiuoibozswbcmvabuvhvsddpadkakacn,211916.0,ID,53.0,Corn Products International,M,,lrrdawqneobnyidjdgrhgoq,O,Xdajlrgpntfjktcikpinfwatwax,Oklahoma City,3.0,United States of America,lrr12035,5.0,5.0,1-105-415-4610,OKNNSMDYJNHUMTMAHNYYZQHPAPLVHCFWTZMFWOXEAOCFWGMUDOBCVGLHETDZKNSMQOTYOA
cmcawtp,,518.0,,Ofrjpfluqcsamebbenjhqptvfldcekfapbqejhorgnwenjheufilgaqsrlihapxowhsa,463118.0,HI,92.0,Progressive,W,,UGKMDHUK,O,Rtjmflhbsvzdjdgycmfifhdw,Miami,6.0,United States of America,UGK12036,0.0,2.0,1-821-045-4334,edovbccxcqfjyfuzyqxr
plpltfxucmqr,1179120.0,640.0,M,,68922.0,FL,60.0,Dentsply International,U,U,Kheydrm,O,Oubmrpk,Garden Grove,6.0,Canada,Khe12037,1.0,0.0,1-288-840-7948,Kazuwezvpuhqoidixsxovstkfjvqsqzxzcjeqcziomtvducjplxmjqbja
tosfsaiznlo,816756.0,395.0,,RCQGKBEURJAHZDSMHDSTQKWASZJIERYAFEKGGFQTVEJQXGYSVFSEFTJLWGWMWUSEZLMPSCAPVRHQ,329372.0,CA,38.0,WGL Holdings,D,,qycbkdik,O,USRIAQVLF,Durham,7.0,Canada,qyc12038,2.0,5.0,1-172-445-2106,aeybklrjtgvopqsmomfkcmlljwpmzntzmutwmdebuzlqbesotnmbnmdhkoiwrgeqbcpehexsg
Jwchgxm,3828649.0,631.0,,LHAVLMZUQBXFVMBXPOXFDGAHSOCZRJLMTHOWGNJDTRSLTOPRTWVVGCPCVJLUBHWMIGTXF,,CO,89.0,CHS,U,M,Werdde,U,bgnilycstofwbmtq,Biloxi,3.0,United States of America,Wer12039,4.0,,1-799-491-3807,Mnfusircfloglduopttkxpqpxfzuuwlqmbmpotdtlrhukhjpdahhgvinjeamnjkqpwqwrufwkmttu
YMXMJUE,,560.0,F,Nbsauzndvnhsnwbibdsvnzmdezwilkxyltnblxmmxiyxsr,116273.0,UT,,Cameron International,U,,HSHJNVBVSENFKBBQO,O,YWDODUKJPE,Chesapeake,0.0,United States of America,HSH12040,5.0,3.0,1-964-612-4871,Xknqqylvgwsngovbloplcrsipovncrjhawlffws
Pimfjtphpxki,2867821.0,518.0,,Fspnnapjackialwxpwqhnrzxmvoxfxtqgcuylxddgngdjowlrmxizwmeulgh,143180.0,Quebec,,Pentair,S,,Cfklyyjkznrjhnfcngqnoivj,R,Frmqhggomwckcazjdkbmw,St. Paul,,United States of America,Cfk12041,0.0,1.0,1-599-011-2388,qhjuqwrfkorvhjxekzsjwadoaghhdhospdpfxyyaolhhqkjaunl
OAVZYYSPJ,2538298.0,716.0,,Rymeblgfvqekmpnmguvwgowrpwt,37801.0,DC,36.0,Oil States International,S,,Ffvlebslovtqlwahxghchghtokbqob,O,reaqzcvypr,Toronto,8.0,United States of America,Ffv12042,4.0,1.0,1-925-593-3862,hnhdlesakifakwqrnvpytwoidbvsjxhbyprkhoipaqxrkytbxf
zhdpawrv,2717831.0,395.0,m,Rhejutrexbmsoimzgxonsszpiw,78377.0,Manitoba,12.0,DISH Network,W,G,VWIUFIKAWZEWRUUUQQFTIDSKSEJWLX,R,Fhsqeoukgnjmmkuuxkzlzsgtyymaem,Tempe,10.0,United States of America,VWI12043,,3.0,1-734-332-5233,Uosrbevfdtcoigamofkjgqyrwasrnoow
derfvwcuyqsq,371835.0,311.0,F,XJNMWPXBSYLJJZPQQMVCYLWB,368445.0,MS,21.0,Dollar Tree,M,,Kjnuwvdlnednrcllwtgnljulywqq,O,Iqhavu,Milwaukee,9.0,Canada,Kjn12044,4.0,1.0,1-761-061-0287,Jfguhombejsorwennhuchnhuutkbqbfxtfvueexxsksnhbslnbggbgd
ZNJXPM,3137486.0,403.0,,VXPHHZCPHPQZGURQ,319955.0,IL,0.0,Celanese,W,,Jatvvrrx,O,iltnvrgpnlvuxitikkpxgrmgiw,Austin,6.0,United States of America,Jat12045,4.0,3.0,1-489-188-0744,Jlixufgnyjrrwxkiryugnumgamnvdfmrrusoxehdqruepdihmwfetykkhnufhggsrbqodixjqctp
Lryousevldi,3639841.0,416.0,,Npdvdjcczlumjnckojspsysakgindehmhviflolkpnzspdpcixamjipddxiiry,210046.0,AR,99.0,Air Products & Chemicals,U,,CWUXUMALQQMUJTKCYHPXBRKPSH,O,Szmqvamxgjrfdgnfttsbiuwotzhusu,Lexington,6.0,United States of America,CWU12046,1.0,1.0,1-820-145-2032,awwdclueelnqdavzhrxmzswuhdgyfttngkwtjphdxecwnjywysqmahagjijbeamiswzepqdovxsxxue
Bzsxqplc,239484.0,366.0,,,471643.0,FL,85.0,Delta Air Lines,S,,Aieocldg,O,Sjwibne,Allentown,3.0,Canada,Aie12047,3.0,4.0,1-310-451-7840,RLCVUDBLOTZSXJ
Rfmck,1558005.0,824.0,,Jhssqyreahlbeccbbrrviuawwicxftfdhqipudajcohokxylddnshvbiuhcdzyvzltxarzmxiqahy,44329.0,NV,96.0,Bob Evans Farms,S,,BWSKGWPQTNIMMMTPOBMUSRWGMFXS,O,Xedhydibkljjzkxhmldmcyfah,Las Vegas,5.0,United States of America,BWS12048,3.0,2.0,1-949-154-7756,KRBSOIZDETINIKWOGLQD
Hegaeqrbxkls,2104971.0,451.0,,Lseyzhdaqoxwxxfvmgpzvscqxwqa,363015.0,UT,75.0,Ryland Group,S,,Iargipoonbpqjjs,U,DGFKYXDAEWKLYRRIJQ,Hilo,8.0,United States of America,Iar12049,0.0,4.0,1-820-487-8871,Ycnjxtyipwazeabfudiyuyggytybqqphlewruogfvrwxjcjmsvhjbbviwbjuihfyzqblxx
qfdmc,1624018.0,849.0,F,Kqsfwijoolukembkpgloicmqvohdexleiqemysevqsiuhofyrmxuoicnuaacyuckyj,356900.0,CT,57.0,Discover Financial Services,M,,ESUDXMKXLUIYGOBQVAICTBK,,Vrkolwddodixptfzfh,Detroit,6.0,Canada,ESU12050,2.0,0.0,1-611-619-6071,
buoacdsjjmv,1160591.0,302.0,,Erdbo,333666.0,ID,9.0,Live Nation,W,s,Cyjrxrgnfruftyaydmpuar,U,Tefjrotzakfdezewubejhzudulxi,San Francisco,1.0,United States of America,Cyj12051,1.0,1.0,1-706-840-8123,Kanycjlnlaikjhcyhaooigqoknxcmlvik
Dwbbbajum,988729.0,,,Jhjnjymxdoidjacwvfuzv,81635.0,Alberta,29.0,Asbury Automotive Group,U,G,phfuwsaxcauqeayvlt,U,OBMUFLTUQEWPBSWPSQPIKDTQKDLXY,Scottsdale,1.0,,phf12052,0.0,5.0,1-184-656-2277,KAMLBOLSRUMPHFKREZARVBDGCDZMHDRUMWPHOQFJUPMUDVTHXPPIUWZXMDQQWWBVXRHFKDSEQWONNK
UCJSOJCTJEGB,261755.0,682.0,,KKUJBQHWRWCKFRCRMACSILTRFZFBAKIAESBOWHTADURSOTFGTCJBRZLYOBSWEBWAAIDGVKTIFCAJZWAH,135773.0,WA,61.0,Service Corp. International,M,m,AXRXVUZRKDZRGLHWVBAUELZGQZHR,O,Lctteuowrrwdh,West Valley,0.0,Canada,AXR12053,5.0,4.0,1-658-789-9886,eqteenbnjmegfoizprdtxadjxcqdtcjs
ERJMVPQE,,593.0,,zrycbwujesrjaddmloueqiwwpmpaaq,285579.0,Manitoba,48.0,,W,z,Tnkzpnpcqiiuhqconpgtvmcmq,O,Bxogmagthyfsh,Winnipeg,7.0,United States of America,Tnk12054,,4.0,1-467-565-4941,Rcthirrzjhmvrxgcjmyksirqzhfocfu
Bqbvcwcu,3262417.0,548.0,F,Oieggiqeccpikhgitmytnzfiupnzbbyuazkq,401853.0,AZ,70.0,ProLogis,U,,Aeevcfcshrsuabfyuzzcr,O,Wiqcoweldrdidknfkzholpvucm,Costa Mesa,10.0,United States of America,Aee12055,2.0,0.0,1-504-948-8194,lszjubidjovaazacdniavillmundulwtjzeyowybudqptf
Fldeqislue,1380653.0,790.0,F,Hugnjwnqaruvhncxrmejvlbxgfebbjmbbnvkspsrhbpcagmvjkwxcnkwaccek,381580.0,SD,56.0,Ralcorp Holdings,M,,dooymtspzfegcrggsaictysqxiwe,O,hbpvaqidnhdvbxfpwnaunrauo,Peoria,9.0,United States of America,doo12056,0.0,4.0,1-136-518-9570,Bisolpyq
nwktfgfalay,2817481.0,465.0,,Qhjzvmopmqrzcxpuojxdssdbzfewndrnhvsascroxhcyapobofqssswckdtwzqfivosr,28479.0,VT,52.0,MGM Mirage,W,S,Xiyhhojwiuvyokxkq,O,Crlyqolmbxvybxyduphx,Independence,10.0,Canada,Xiy12057,2.0,5.0,1-927-581-3485,Wxcuhyafsuastfuuvsosmalyuzpbsrifsvwjhswrqkazthntxnrcvkekaurserlrtunzn
bttoubqkfn,1253639.0,675.0,M,HMBSLYKQLIRKUHMRTHRVISVUQOEAWFXJCQJDLDAFGFHDJY,410941.0,NM,,Big Lots,U,,Vdsupgtgmutjgqgvvsxydbkil,O,fgppzmbcfxcsbimwodsgessvln,San Diego,1.0,United States of America,Vds12058,1.0,3.0,1-675-504-1420,Cugpxuoogbbqlxzkkiiubnftjguwjevfca
ZAZBR,631951.0,667.0,F,Gpkcosqudabbvzfixvagwutlxyeg,57126.0,PA,64.0,Levi Strauss,,x,rpzouldmdb,O,xzeezjpwslq,Grand Prairie,4.0,United States of America,rpz12059,4.0,4.0,1-307-424-8849,jugsy
bmidq,495569.0,792.0,,Degenbwp,445132.0,ID,3.0,Nike,S,X,Bpaaacvjvvqcduiaeubcevzbw,O,Pxvncuucqccexkxduplxivqhkpts,Sandy,5.0,United States of America,Bpa12060,3.0,3.0,1-047-161-8547,Wohablpcsogwlbyyimguhrjivvtcdgkipwnjcgfuktnznhhfjprtc
Jdmgcul,2619727.0,554.0,m,jjbnewotytziwyhnxvgxfozygpvkmiqfnxcljepdsoicklwkpccpze,187594.0,RI,76.0,,U,t,Jkyrbjojxgrna,O,AEGFFCI,Jacksonville,3.0,Canada,Jky12061,0.0,4.0,1-725-622-4835,Hozrhpvxapsimktbxsclmkiqmteh
flzjejwsgjd,2501519.0,708.0,,wurukfgmlybtqzcoetnxdhxkoievublmqursipxgnkgdzqpowbkqonopkl,169520.0,Ontario,,Curtiss-Wright,M,,KPDANSDHYQAEHGSMNXM,O,Syskggxiucikfpcbjvgwyywk,Nashua,0.0,Canada,KPD12062,1.0,3.0,1-028-332-0434,PDBFNZEFUTKNPFDNXPUVRDQWUVSHGZCV
DVYSMVAO,,420.0,m,Kadsfgtdfavcevbfqdxfifdldivcdyewkemgnkunlknhys,200022.0,MO,89.0,Oceaneering International,U,,qvkeknjoqtpvcsyvskjubldncghkb,O,Flkqyipikoulssyxxgerwy,San Jose,7.0,Canada,qvk12063,0.0,2.0,1-021-232-3640,Zfgvavgwqibqodqbgafjjkxouwbfwjzejsiydhqepgoaqx
rpaibakqcm,2023978.0,398.0,,ANWQKERLHDBLUHUKJHKNRUOHTVCKZOTYUDPTUAXFUMPSMRTJXNSOSPZDHUSJUKKD,490698.0,MN,25.0,WGL Holdings,U,l,FNUTKOWDPJVUBQSFANPSWCMBTSES,O,Qgxwbcoyalukxiuqwcdwx,Las Vegas,4.0,United States of America,FNU12064,1.0,1.0,1-212-508-0427,Uqwshjiibntzuzeukhjtlhwsfuvndbngcrsobldbyabxvvibewwotryixptotjwvelmaxcxozqzimxj
odcrp,1503555.0,301.0,m,sjinvpmmfplmprcxvjrctheg,334103.0,Quebec,61.0,Boise Cascade Holdings,D,R,Pqjtjmxjpo,O,Btnautxihoxcuaanmifgt,Warwick,9.0,United States of America,Pqj12065,1.0,1.0,1-056-263-7953,xjblmpoktebeqvymrdsengbrkevmygmkngrxhmpwcyigaao
PAUCBKFCRRJQ,1329024.0,443.0,m,eirqjvrjrlguftawwpmxcalamcbwpxvskqofjttmblhbrpvuupboqsxrgqufhbwctws,385296.0,CO,42.0,EOG Resources,M,H,juyricjagiyfdoivloqpigyy,O,ALBHVMM,San Buenaventura,4.0,United States of America,juy12066,0.0,0.0,1-491-836-1364,psustbhronqwxbuebjffunwvnmmwg
Howrcuo,2147019.0,733.0,f,oshhhpbdomvovcnhvefombprmynmecnqkzqtratpsrtgrcxivvdtbldvveaslff,489055.0,British Columbia,89.0,Merrill Lynch,S,T,crohtmthexysqbmdnerleraclp,O,fjlsc,Wilmington,7.0,United States of America,cro12067,2.0,0.0,1-503-817-3096,ZVPVRNQEFETRQCPHCUZUVLPPZLVVISBJFOCYCQLLFJZVEHA
,116480.0,630.0,M,kwcwpylvfwlpiktivarmoasb,49735.0,NH,,Jones Financial,M,,Becngwvcqhmkbckyskbk,R,bhjocilqbjcnsfvnaqzlcp,San Diego,0.0,United States of America,Bec12068,2.0,0.0,1-137-491-5586,qjtnmkolwmaftcerenewwwnrtfjkgmhuewdhlcrcjolrssvzszlxqsinrcqcverlz
Vkklqrg,198527.0,519.0,f,rosrlfwdoedrhcyylfjcebrhipqr,63600.0,NM,98.0,Costco Wholesale,S,U,Avpcewqilscdtzyllzpxhvxlasfdh,O,xilkvfmmyoshwlgmyxnkg,Lancaster,10.0,United States of America,Avp12069,5.0,0.0,1-179-146-6448,khvdwbwcltzfwcqgzmngrqvinsygvebiajbxzckrukrnhozvtmlhkqqtcgxfvvlqvowdvjmwez
qhhlpfbmsw,1446183.0,591.0,,Tpleyelkaba,378245.0,Newfoundland,80.0,Paychex,M,d,Szesqsknrlypcatug,R,Byogwgxbkzuepdkgiecefihugste,Sandy,,United States of America,Sze12070,1.0,0.0,1-688-823-3753,EUHNZWQQNACAWSCUKNCHPFJYDMMIWPWSISISSFSPQTILCX
WZAPEKFCWJTJ,,600.0,,Bplvsbjzioglaboshzokvbxogequpibupjf,403840.0,SD,93.0,Fidelity National Financial,S,u,DXIXPVBWOPJU,U,Vzdnsjnzquvtkcxjxndk,Baltimore,5.0,United States of America,DXI12071,2.0,5.0,1-209-609-1759,ILWJAUEWFOPKY
svtahjdo,3103831.0,637.0,,kaanmewuavhvjjwqdnhjfrwiuyubllzhafmtgzknhgdkxwtfltiknstdu,8510.0,GA,44.0,,W,,MQSTQHIFBUOGEZSGYAMCDAKIAPG,U,Lqvrhmldpjm,Arlington,1.0,United States of America,MQS12072,2.0,3.0,1-462-951-3356,Tyqwwanvojwwmwqck
RMTSF,831140.0,835.0,,ZUFROOBYSTSVFTNSDTXVFIPOYXCEDCSJFJSLOKFS,104929.0,Newfoundland,60.0,LandAmerica Financial Group,U,,Sudpfupe,O,fdhyimqojwlr,Worcester,2.0,United States of America,Sud12073,1.0,3.0,1-249-169-9143,Oxfnxbpkjkpynbjoywjnhhcarqifw
Lxmgcb,2890900.0,762.0,m,DJSGHICEJLCXREKGXNHQTMNUYZCS,491771.0,Newfoundland,46.0,Raymond James Financial,M,G,hxgwv,O,Qxyvywmsviwinwoqna,Baltimore,10.0,United States of America,hxg12074,0.0,3.0,1-966-521-6366,Qphpg
ITFOFUHJPBW,741554.0,323.0,,Tvezccfxwdleptmzbrzykgcmilbslr,235726.0,NJ,77.0,Graham Packaging,W,e,SAXEYZCMPBJWWFNXAKLPQAQZ,O,ekqatxaj,Oshawa,6.0,Canada,SAX12075,1.0,5.0,1-313-166-5744,Detigjysjcxfipnifkjthwlpeteufasqgmhawwobjnbxiayhkgtyecaiclyzronfizy
prqrnho,273741.0,683.0,,Jnllbmiuvhykuwkweldhlcwufcjxtov,366650.0,OH,93.0,Liberty Media,S,C,BLNDXHXETNCKIESVXYOUCIYHU,R,vmuqsvpjqteujerenmmzd,Amarillo,4.0,United States of America,BLN12076,2.0,5.0,1-239-812-0303,Fbqaxnwuocyvmorielszk
Wgkvkxyjbg,3633526.0,,,Ladcrvvowmddjsjujhoensukoecnfpyhtxzgbbiysxcuivyz,458446.0,MO,89.0,Domtar,W,i,jueodhktwqfzwywixqwb,O,lntodokitjheewimy,Baltimore,9.0,Canada,jue12077,4.0,5.0,1-772-321-8838,Almrcqtvlopcyhttxaaxkuteyuomhfmpaxsismrrlbcatgmtrk
lmjpypp,506109.0,409.0,F,Dcasnazcoqtxoagtzgmhoselqahkwnfnfhkzzekdbcisguwawonkxpeb,434031.0,IN,25.0,BE Aerospace,M,,Tmvnkcdqjlkjia,U,ybtmwhqeadgvgjwwzrhqz,Hilo,0.0,,Tmv12078,0.0,,1-568-809-0178,Xmdhjsyvsjqhbwnmrcwhsgfsetwxtntdrqipyknojdprdm
Hnvcuth,3177405.0,421.0,,YFEQKGVNDCTWLFWGBZUOYPADDRXLGHCYUQWBMCISTEINXJDKIZXFO,27855.0,CT,1.0,Virgin Media,U,,Jfxdhzndldpgohyxxqutdxdpi,R,wbovfomumtdj,Newark,8.0,United States of America,Jfx12079,2.0,4.0,1-245-092-4078,RPBCEDXNYWZHTCWQAQFQWLFJXUDQNLGNBHSBHMTJIIKPDIJBRUDDFEIOXBOTGQXCBEWJCJ
Ucfmvxrxnk,174388.0,729.0,m,Spemcrspbghimdqjsxtenpuaqcjvjexpzhwnuawdynpx,49003.0,DC,88.0,Southwestern Energy,U,y,Nbvewpq,,Fdookivaqxk,Rapid City,6.0,United States of America,Nbv12080,5.0,3.0,1-608-429-0753,TQOAYSGVWIDPOYJIVRMSPRWRYFMPMVBWLNR
uixreodgdjuj,523385.0,738.0,m,Hgyloizsgonuonxlnlldeibuposkhjrtjvasmxhfowcbexobg,220550.0,NE,30.0,Principal Financial,M,,VIVKBVWII,O,Qvicswzeiqtzqmlnbscjiygrjezqwy,Little Rock,9.0,,VIV12081,4.0,3.0,1-353-448-9364,IMMPAQ
Zrexhengnl,619283.0,444.0,M,qplhfxpomghtlpbfjpfxzvezdjsmataynclapygwggwqmxkvh,148165.0,NM,34.0,AT&T,W,,DAOHMPNUXJNLHS,O,Ghwrmqiaeusuoiezeo,Mount Pearl,2.0,United States of America,DAO12082,3.0,5.0,1-137-656-6427,Fgpfvywcheinqdkmi
UYIESO,3738211.0,842.0,M,HFOBIKLXQSHPQTSNXQCROSTCYIFBKVI,327660.0,CO,20.0,Electronic Arts,U,,Mqnwevzxaahmdrzlaazrmtsjleo,O,pnhpfujw,Biloxi,1.0,United States of America,Mqn12083,0.0,1.0,1-525-978-4300,Kngponjerjhbndyyjycsljaqwjheeicectfhlndbvzvasbligbfqtnknxcgjrloofok
FRIPFKIYAK,684762.0,681.0,,Scuybhxoopnafzpyjjepqcreeuxwkjktxflofdopyaqbpvvpvfsyskbtvlsxghwfjwjkfoavnmefox,376394.0,KY,16.0,Newell Rubbermaid,D,,Mobfeuhybhrgq,,Kmjvtmi,Anchorage,5.0,Canada,Mob12084,4.0,0.0,1-153-127-0903,
,3692092.0,803.0,M,VQYZLABNOXUFLRLJKMYQGXSEZPEE,422639.0,New Brunswick,44.0,Neiman Marcus,D,C,Btcmxpxbgnskmiggjpuxjcscast,R,Hafuei,Lancaster,0.0,United States of America,Btc12085,0.0,2.0,1-362-147-5413,LMQTAGPLMNHGIKYRZLQNJDWKVHARNSKWVDUWEJJHLMVNZUVXGXFFDRSWJXHBMNZBXB
Ycevvpa,2079207.0,775.0,F,GBYGXXJYREQOVCGBM,442900.0,AR,49.0,Scholastic,S,,IOFBPFPSMKZNUSIIBBRXASFUIH,O,Wgzphfgpdnpoao,Anchorage,5.0,United States of America,IOF12086,2.0,4.0,1-662-798-2166,Lfxedinkderwyufnkrskqmpncpovpwjadhluhms
hrkaoqi,615147.0,365.0,m,uandyursxtksjtcycngnidefiqvxh,,MO,90.0,AT&T,M,,yluujmwbtr,O,Fdkyoapowjkkcv,Oklahoma City,3.0,United States of America,ylu12087,1.0,1.0,1-343-351-4694,naqsyngbetdyaqabefkgjucimmxcmbkxrkruucnkyeivgutkoi
SKPATNJSOGC,1531950.0,315.0,,ernjoafvhsuikvilszxzforasipnbevfyfkieiivbjuqwqtpwpnapjoiqoxzvkaecjuawynrf,60340.0,UT,69.0,Brink's,M,T,Rhoslh,O,Lrtgcwitaztdkdbkr,Fort Worth,7.0,United States of America,Rho12088,,4.0,1-153-729-2311,JNYQRTLJVVFEYBGGUUAMVESOJDBBHINLLKJFGNSUXSO
,1202261.0,537.0,,Beyrg,368066.0,MD,27.0,AnnTaylor Stores,M,H,Rnrrtn,R,Zuvvozwfcgqm,Oklahoma City,5.0,United States of America,Rnr12089,2.0,1.0,1-287-738-4807,Qihqpxgdagcvpdvpkjtbeoatdbgamaznwfcsgfgrbniyssxixqtoarecevslqomegqpffrkat
Iqpwxawzl,1398254.0,771.0,f,WIZGVQMQTXMSAONWRSTPVWWKIFGA,261456.0,GA,43.0,Coca-Cola,M,,DEUWBGYMGSGUALGWR,O,NYYXDUC,Newark,3.0,United States of America,DEU12090,0.0,1.0,1-819-383-4438,efslccdsxuhjxzagkwjkvwjbuzp
Exvpzsxa,2454984.0,525.0,,Kqawhgwncwaoszlxpygdvfkja,357972.0,CT,55.0,Mutual of America Life,M,,Bhegcjwuvumgtrgxh,O,PQQEOBUDQPZIVAIFPYRRTGCZCVGXW,Washington,5.0,United States of America,Bhe12091,2.0,3.0,1-114-304-8619,Mxzvyiuztheozztqkgvfzuvzmtyodbfsyqrkcljfrbcrlc
Elapnu,3461953.0,552.0,,Wlngrfxz,211181.0,MA,4.0,W.R. Berkley,U,,hnuaqemmoowdkmmxc,O,Wgevdsiajphyz,Mesa,8.0,United States of America,hnu12092,0.0,0.0,,Oxgpftuxrwkpwhjrtqaklhanewdzbtlejofmtjrrryabtnkkdzyttatqgeftdntktewxniky
OXIVVQZNITBW,336115.0,652.0,F,QDGEZKELREJMCNLOAUETERVKDCEJODHCEFAEKFJABETXAZZPHMNIYIFKNMAXBMFG,102110.0,MD,82.0,W.W. Grainger,M,S,Mnxynkmqhqxtubxoyrgblauqcjncaj,O,ekhacbfspnzlqjhvhsbh,Orlando,,United States of America,Mnx12093,3.0,3.0,1-159-204-4586,IJAMB
Aoevz,3734590.0,750.0,,Ctwbjpggdkvywrgitjzwrysvmodnoifnlecfgphtngwsgrqpiqwgsfwrync,402797.0,NY,33.0,Qwest Communications,S,,XYYXNSAEJCVXFCYJOXAKUNVBUJE,O,WSQQDYYAQRIZCHBOTPLNKUM,Warwick,8.0,United States of America,XYY12094,1.0,5.0,1-151-194-1253,Eoigakvtfpkphpsmervszlenqsqscuptjhfgoxxcbyjwpywvufvfvrtjragcaxztggyhnwlwz
Rzxerudsaks,3789038.0,,,AXOENJSSVSIRMDHGFUWNCNWQMPSSCAYISUAZUFJWYMRQCH,486476.0,WA,,Micron Technology,D,P,Bopjfgbnagwvatzdbkgwlmvdbj,O,YDQUDSEQCKXYKHOULWWXXDMVSVLW,Arlington,2.0,United States of America,Bop12095,2.0,2.0,,Pfpymigwerznjxkucwciwkekjn
keiusxh,193781.0,695.0,,VLVHCAEFTLRIGZGHRBEXMXGVMUUFZMBFATDAK,211187.0,HI,70.0,Brookdale Senior Living,D,V,Dlnywuiv,R,VIPMCMY,Fresno,6.0,United States of America,Dln12096,3.0,4.0,1-162-098-2835,Rojdq
Yyzavjjv,3203688.0,488.0,F,Dteiyjrymjobtdqsgranjnifjmlfqz,295048.0,VT,44.0,Ashland,U,d,Rlcggicfglmrhsptowbq,O,wqkonw,Iqaluit,3.0,United States of America,Rlc12097,4.0,2.0,1-095-165-7442,gwdcxzckozsghcuzvaduvpgxoukiebrtnvvaxpcswynkqaucasdp
qdaxqpmbik,2644563.0,656.0,f,llotwoamwchmiyqonatagnelisgpaowavjknuxziqrtinxqawat,465011.0,TX,72.0,Total System Services,U,,hytvcbts,O,Kfgte,Charlottetown,1.0,United States of America,hyt12098,0.0,1.0,1-652-059-0375,RFRBNGUFMYDHLTMFPQOGZNYNWHMVTQGTBCBLKSTBIFQVLTNEJJKIKNF
zryuv,1103882.0,517.0,,Ukcejmnxnsshbj,19853.0,NY,76.0,Graham Packaging,,,ndaqrurczpubu,O,Yscsztcnxwe,Lancaster,,United States of America,nda12099,2.0,2.0,1-270-447-1090,Dnzuvwzemeokqqeakopeibyxdbmrxgjojhggzdvhiujpxjkpuvnyholjqye
MRNLVRQFKLM,3947062.0,619.0,m,Ofmhcpvqohqkuuhwtbovsowkhexwppitwahwqwemgxnvgfizbzyiakhokrnsjrzqtjxmmysyu,377472.0,AL,74.0,JohnsonDiversey,D,,Bsjlytnhibvn,O,nygjorjvdifrdplelsmbmkbwo,Glendale,0.0,United States of America,Bsj12100,3.0,0.0,1-422-242-3518,PIOMBCBDEM
