prospect_mrtlstts,prospect_mplr,prospect_g,prospect_frstnm,prospect_ct,prospect_cntr,prospect_ncm,prospect_ddrssln2,prospect_nmbrcrdtcrds,prospect_wnrrntflg,prospect_ddrssln1,prospect_ntwrth,prospect_crdtrtng,prospect_pstlcd,prospect_gncd,prospect_phn,prospect_lstnm,prospect_mddlntl,prospect_nmbrcrs,prospect_nmbrchldrn,prospect_stt,prospect_gndr
W,Abercrombie & Fitch,11.0,Ettexaiuoj,Iqaluit,United States of America,377153.0,DCGVLSYVYAFAXRRFYLIXOBHWGJXTDBHFHVDWA,6.0,O,Hynackuhkubxtyfgfccsdekxdsymgvvhimjquymhxqsqj,2099888.0,619.0,Rftjrrhxre,Zzq10881,1-095-184-2788,Zzqjbxluzwjveal,W,2.0,2.0,British Columbia,
M,Unum Group,78.0,Ipzbcjw,Scottsdale,United States of America,31105.0,GWIPHZEEHHDTZUIWIELTRZQSLSHDFWY,4.0,U,Uwfnhxlcqbxnjbnwhkjducxfdvykhhnec,413092.0,641.0,Uhcwanjwpv,Pnj10882,1-885-088-7182,Pnjgwwijwfqfdcqcruggtngxtg,,2.0,3.0,NC,
U,Fleetwood Enterprises,70.0,Auiapvedoqhgxig,Salinas,United States of America,224693.0,xmehkqpmhvazxkfggtcbntscrrgmnnkurjaxv,5.0,O,,,531.0,Hhtjbklngh,Waw10883,1-830-148-9088,Wawtfldmfqyptxwngjvmpjyimcdy,Y,,3.0,Quebec,
M,W.R. Grace,39.0,LSOYXNQK,Concord,United States of America,350254.0,ZYMPDOGBDTG,9.0,O,MMSJLUUVIAIBFWZCDNVFWRBBSGMDPRETVMDCUMCPHJSLXDPXJSFWFMKAYNALQX,575786.0,811.0,aruztf,Yjv10884,1-110-165-1188,Yjvqo,,1.0,4.0,AL,
S,Foot Locker,59.0,fxwdkgdouefillqmbu,Salem,United States of America,258746.0,Kncarxtgtbe,0.0,O,Zjbxyihielqdblwdeimjwmrsqvfdxzbehkeatoeec,2552837.0,846.0,iekrrltjwuux,Ahg10885,1-784-195-1927,Ahgbastpjemrculwergrqe,v,1.0,5.0,NH,
U,Textron,53.0,Pkuczwpoojgugdfjbua,Lubbock,United States of America,24839.0,Cjfxinkdufvxikpypqkpozpullpcm,10.0,U,Fwlucsltdrvitvunmulusixpylbqjblbhxnjixswhnvzfgivgsjhpicyoubbeqiemcxcpsmjnvzackm,1478348.0,543.0,OLIPIQHQH,Rsd10886,,Rsddetgplv,,4.0,3.0,WA,m
W,Kroger,38.0,OQHUSHJA,Huntsville,United States of America,283482.0,ZZTFTVZMALIW,9.0,O,Hcsqynbgjzwgeisafhvptcbrualmirsxeamjmiuotajdwhagxirj,2812221.0,708.0,Cnqls,Coo10887,1-390-959-7935,Cootaqsitpzukczihphleiqa,,0.0,2.0,British Columbia,m
D,,76.0,ZEFVETU,Atlanta,Canada,412788.0,Itvfemvaqiuascoitnglfkionxwrotjgdy,4.0,O,Jtndeaakfzlroefesbopiqdcrkhtqazk,552625.0,736.0,KDRVDSTPN,TAT10888,1-465-363-1576,TATBDAYCCMARAOFSNLLICJQNPAZT,,0.0,0.0,VA,
W,DaVita,8.0,WFZCLDXBBSRMPMM,Cedar Rapids,United States of America,18209.0,Gynvgppwtuqhypaiskobvfznlqnsbcfbzrbuokoj,3.0,O,Ertrrupfingjlrgvznqieflkadpmqpgytrrbufikejsbbtskitmitrusyotokpfkdiwjjx,1217588.0,314.0,Uamfgxil,Liz10889,1-123-808-1516,Lizkctuacasdsg,,4.0,5.0,HI,
U,Broadcom,35.0,FVTVIGXUDTAIPFHGERUYJMDNEALK,Independence,United States of America,156695.0,doardkpmixmax,7.0,R,Oulmbramipkpdcjtzelzxmhznpqhwoesygbwkoonelmebyoskxoeslafvpgdpvnswx,3426989.0,422.0,Rdavnhssbga,Son10890,1-369-111-0397,Sonocsosrpegtixldf,O,4.0,5.0,Prince Edward Island,m
S,BB&T Corp.,,vlqmbkr,Mobile,United States of America,497996.0,Ewawvudoblvqyvqvcwcuylfkfqxtgthpdtev,5.0,O,SLEUSKFIRMXLNNCPAYTWOYFNXUQSBWLXDCNXSHEIRPGOJBEUUUSCJI,553994.0,638.0,TSMQLBQSDTX,Coi10891,1-652-781-7583,Coiicjcnccgd,W,1.0,2.0,OK,
M,BlackRock,28.0,hkvwnfdwmlpmxpbbbnponkjn,Torrance,United States of America,348858.0,wiurxibjvfklgqsfupndupngdsgnekzeqvgfcndpbuuvvgziucgdswtjnncrxcimpaxycf,10.0,R,Frgtkzzmmxfylifqavasdbzpvy,1861088.0,740.0,Hwtotofp,hfw10892,1-156-514-8299,hfwejrlgeouvcqbwtlxntsw,X,3.0,4.0,ME,
S,Nasdaq OMX Group,11.0,zxwkkyacatseubvo,Corpus Christi,United States of America,362732.0,Mujoufgyoxpwotpkfosgzraaxoawrggeastcxarywfipecfayagffcuexoxgnkaszbztewyejcsflqz,7.0,R,Fcfjprszmvkyuyidicjrpfozxxojumeralisyohpjcc,1632708.0,769.0,Edxtbdfnnb,Bgj10893,1-554-737-2614,Bgjigkuivyycxiixjzv,,2.0,4.0,NH,
M,LifePoint Hospitals,80.0,expechzozfscqapwionjksvygnpod,St. Paul,United States of America,291759.0,,4.0,O,Xufektgzc,242007.0,489.0,Nkrtgql,Jef10894,,Jefueehbaxnrkbzqvotkotc,,2.0,3.0,TN,
U,Andersons,46.0,Rgjkggn,Los Angeles,United States of America,494615.0,HEDATDHTQRESYQNPLZXIRSCVLN,5.0,R,Wigxqdqlofbxwjkwzhaffahkrqwjwuoghmelxbylguqxfurdztnxqe,2591328.0,664.0,Hsiue,Pck10895,1-292-180-2332,Pcklhxsqgbk,,1.0,1.0,AL,
D,,52.0,Goqwsysqvscolaxoym,Ontario,United States of America,157794.0,Rbzpwerrrwjlenjiydkhesefijloujpzlfzqfpmihagizrwvtcouhheziwjgfuvdjofm,9.0,O,uobjolhpzbnqybupcqpudsreylnimqvtcumibleujjrsnptkthkxwnhzkqkrcpnvuc,2879085.0,534.0,TUWYHKTQEIU,HQJ10896,1-109-504-8456,HQJFPYEMGHUFFMLZWC,,1.0,2.0,FL,F
S,Tractor Supply,32.0,Vbfxdqxdenthgjeihlku,New York,Canada,17017.0,UHCXRSCOLTQQEORPIUWKHSVDRPNYABRUMVDCKBBFDVUGPPHHNBNULDHXNEMXIGLXMXXG,8.0,R,Bohrqnkcspyjashwjwooieghfjozjmim,2070875.0,800.0,sqcyeoz,Lcr10897,1-848-515-3209,Lcrytvd,,2.0,5.0,Manitoba,
M,Trinity Industries,55.0,Tgsegegyeadcqajhdfdohsz,Evansville,United States of America,73499.0,Isjwdjzvkciyroqiavhtlejf,3.0,R,Brbzhblyosz,2961512.0,622.0,Jpnsxidu,euf10898,1-746-280-7436,euffvx,,1.0,,IL,
U,URS,27.0,Jlbcu,Long Beach,United States of America,269621.0,umtuggklkeervvddkigkeubifmxtllbsevpdsvyvkskmtnxrszmuix,7.0,R,tdwcndwzr,553731.0,779.0,,Lwq10899,1-372-185-7674,Lwqnplqchsoxpqpoanrxn,K,1.0,2.0,Alberta,m
M,Merrill Lynch,29.0,Jlvisocfrhlxpqfktibprftkonmsrj,Anchorage,United States of America,66173.0,,9.0,O,,3805111.0,577.0,Kmwnul,vzp10900,1-447-973-6883,vzpulekdaduswguolhhzt,z,4.0,4.0,WY,
M,Mercury General,50.0,ooplpbotgfasmqiekwlw,San Jose,United States of America,466342.0,gckalmrtohxjqtyyiyezaqaohuikfxcxudfc,10.0,U,UUVUZUZAZKKQZZQAMRMNUAZKNQMMDYYOHXYBKFMPDPWXEQWNAYTGTAJRNUBURFGLVRQ,1194478.0,618.0,vgywdxll,Unw10901,1-711-512-6950,Unwxqlyffusldlw,N,0.0,3.0,NJ,
M,Genworth Financial,14.0,XASDOFQQNMXNC,Sandy,United States of America,195879.0,Zcwslsh,10.0,U,Nwparlalxikgaqbrqpolabruuxcvbro,702805.0,699.0,Sevwdhbdv,Wzs10902,1-393-112-0293,Wzsayecybjififte,C,1.0,1.0,ME,
M,CMS Energy,65.0,DOIYECQLKIAMBQX,Abilene,United States of America,369560.0,Bfncujjisskclwemjgcvqmgsixxvixwalcrhzbnxiwyczauqrrpoavvcyus,9.0,R,Mgenfrolvtmseromvvlbw,89580.0,642.0,Fliheax,oyj10903,1-995-397-2081,oyjlkhghxvyznxyfmmrbbmximyh,u,5.0,0.0,TX,
W,Ecolab,89.0,Jltrpiwcgulbfvcgsro,Columbus,United States of America,12936.0,ibzunkyptlhphrqogjibocpqnxqgfvocgwjsrovejgzbhifkeflezlsjjzzk,4.0,O,cfmuwxurlsgjnmpmcwqgwosedeycvrauwrikzanhxuxqxyjnoqdqoblvlyosrwzkneaufnnjdwu,3364856.0,808.0,Etaqr,kuq10904,1-249-182-4524,kuqxxalwemcywmljskxmnm,w,4.0,4.0,Ontario,
U,Warnaco Group,52.0,TGWNYSJLQFWNOGCRD,Denver,United States of America,462950.0,MNQZFCVUMPUFFEVZRQDGU,5.0,O,dokmkuixymnjsrujtjzucuxthc,1175581.0,379.0,HZYKV,Qiz10905,1-732-367-8014,Qiztxnn,d,4.0,2.0,MO,f
M,Berkshire Hathaway,58.0,pnbyjuapqsfjkjibbgdnfmpe,Montpelier,Canada,405694.0,YVNPHCUCFIQUZBKWMOXQNPAJGMEJHESBKQNXMCTBREUSRMRVMIUEHNXYRRTXHPOVQ,0.0,U,pcogmmtprs,2461352.0,533.0,rlorncyvy,FZN10906,1-212-364-0014,FZNEKGDVGNH,p,4.0,0.0,VA,m
M,Allstate,8.0,Lqznyzkbnmsusvrledyri,Bakersfield,United States of America,54271.0,Spwtrsqwekbmmiwdcrwgv,,O,Upngmlcneueswvnihbxyvotf,3437713.0,558.0,dtduijdwha,EWR10907,1-895-727-6050,EWREHLYUNMAIYZEF,k,5.0,3.0,FL,
U,Allstate,46.0,kaudad,Amarillo,United States of America,346404.0,jijdxcsofwuxjzxlplzhzjfojoplakdicrhjpsxmhlcmlfak,5.0,O,Ztgqzcddmpuronnlazacpfeqjeogrjunpcgwveenqpguhm,2036027.0,555.0,Oqdovw,Fgw10908,1-245-123-3822,Fgwfu,D,0.0,1.0,CA,
M,Vulcan Materials,21.0,Fgcvzyxvidniwobu,Hollywood,United States of America,478931.0,xfbmcwnufjspcskntbzzxvovyqepeiqtrakkcgxze,5.0,O,NKQKXQIZXBDOVULOHNHGSNAUUONFHCZPHLJCEJPCAIGPZWJFHKLKWLJXKCNAOTAAW,2033653.0,470.0,BPJRZ,kzd10909,1-601-692-2835,kzdqj,B,5.0,0.0,TN,m
D,Interpublic Group,9.0,Jceevatpersgtmpatxqavxhy,Mobile,United States of America,210193.0,XBEDHSFMOQDIJCKPMDHFKPHNDQG,5.0,O,Gjftdcperoworqifmnywhaoofarotfhvwmcxsecrrubfuovuahtwgcfeoricagzb,1255327.0,,GFLXRZLB,Nve10910,,Nveykupb,N,,4.0,MI,
M,DirecTV Group,,Rqdoe,Madison,United States of America,481083.0,Yaftenhndslaudlfxdrgussbhtmibowgclxxcflrtzftojpvlckxlcus,8.0,O,,2449252.0,632.0,BTFKWCSC,GHA10911,1-514-526-5294,GHAULEJQZ,G,,0.0,OR,m
S,NetApp,60.0,nwcstievcualblkotjv,Evansville,United States of America,339731.0,Ablizfqscjawfdxarcmfsemqwzujvyij,8.0,O,RJYTKOQIMFLREWFRMQDLTALYNVNGUBQDLWYDASNBDMDVTITWEEBLWEGMTZGUJWGDNWKXNCLBV,1340516.0,496.0,Habbswgpkuf,Tev10912,1-439-112-1157,Tevukmn,,1.0,3.0,ND,
S,Crane,29.0,ANYTAYSTXPPDNSJLCGLCPAVKUN,Hialeah,United States of America,436764.0,OCHCEEOTTHSGTAXT,8.0,U,Irviblmlepgmnhq,3461994.0,392.0,jqvlhii,UZE10913,1-582-813-5255,UZESJLZNGELQVGFINRGJZPCRZWMPU,,4.0,1.0,ND,
U,Eagle Rock Energy Partners,23.0,Amvffuiyqbcfhcea,Dayton,United States of America,352360.0,OQMAAXOBCCPKVDWCBVMDPJATYSUMURMW,8.0,O,BGESYFSVPSGUBGLPGSADVUT,2024540.0,517.0,SRLFWE,NCG10914,1-548-978-1948,NCGHJMKNXSSURHUOABPXRMNK,,1.0,2.0,Ontario,m
S,Toro,94.0,Fxiosvixvqdxqroxnlbwxucpo,Toledo,United States of America,158128.0,spnkisurpsavbhbjpndyqprufmeefmsbqdctqkzqkozezhrd,1.0,O,ASDKYVSLSSURLPBA,1138992.0,781.0,,bhq10915,1-746-021-2699,bhqaq,E,0.0,2.0,KS,
M,Aventine Renewable Energy,,ULSJDWSXVCI,Stockton,United States of America,420705.0,WCSSHLJWGGRJLNAITYWXNTJMKKVPHEAOZ,4.0,O,,714476.0,473.0,Xsrmgzr,PHJ10916,1-415-186-6687,PHJMFTTVVI,,3.0,5.0,AL,F
M,Calpine,1.0,Dderlnwelvxuwogvfwixmk,Detroit,United States of America,,Ueqltrewqwwddbmnbnuuhoiixts,0.0,O,hivydedderwdlvsthztrlolshjrkjhounjpxuustuukbtcrmviclbcmzimlulbncwrlfptbs,2911061.0,833.0,Kexqsvsgkvhn,Nby10917,1-924-167-9389,Nbyrkskvbuga,,1.0,1.0,Ontario,m
M,ArvinMeritor,24.0,SVLJACBKRBYAWFMIEJB,Arlington,United States of America,129742.0,Acaoxlvmurfnj,1.0,O,QBQLSQCYNHGJDDOGIFYCULIINVGPVPBHJQZFEZBNJSRESSYNVBAQGFSHIHYOIQKFWSXLFLJB,3969773.0,691.0,Bdbbfftghjo,OGB10918,1-609-890-0204,OGBCSHJKCN,V,2.0,4.0,GA,
M,American Greetings,24.0,XZPSEPGUHDJYUGQ,St. Petersburg,United States of America,328525.0,Erpkazmcrudfpuxcufvpajdqrtkkfurgcggvlaztdhwumeqm,2.0,O,vvnilmxdskheajvznnkyn,703094.0,605.0,,lxs10919,1-036-865-9969,lxsjuszsaarapzidbzkdehydcajq,,5.0,1.0,MI,
S,Expedia,62.0,zjinmzcrh,Iqaluit,United States of America,209184.0,Zgcjbwfz,2.0,O,Xiiuxyzagbkhq,1949122.0,606.0,rvyqtg,acm10920,1-051-526-1667,acmrsqduajovlrl,Y,5.0,3.0,WI,F
U,Cardinal Health,0.0,HPDTETWBQYTDBFLTTCOISELZWLDL,Rancho Cucamonga,United States of America,345510.0,,10.0,U,,2703266.0,764.0,ZDPVIF,Wrm10921,1-768-813-5360,Wrmjrvjksncvmzkbqmtmsfv,,1.0,5.0,FL,
S,Nalco Holding,39.0,WQRBVQMHHXPQINZOGHIXPWB,Casper,United States of America,186382.0,Pawdshdmhrkcnknsrecfhwxzvgbhqmclwsos,9.0,O,kslvlzglgopuixswthbbvdgufyudpiylawrvlxvwgcdahnshmsavkotdfddanvhuwk,380664.0,706.0,Xrgxwhprokfk,Jpi10922,1-649-666-1883,Jpiypymtpjvtymartq,E,4.0,5.0,PA,m
M,MSC Industrial Direct,41.0,Uotoamsz,Rapid City,United States of America,360008.0,Zvafwkcxsrpowaqwfalbfylvpgeazk,1.0,O,XYDVKBVKBOJNNKCOKWFEZTPSNLACMYSGYLKUHBQR,2013608.0,539.0,ffigmgxfg,Tro10923,1-613-128-8542,Troomkcbiecthgt,,5.0,0.0,IN,
U,Toro,96.0,Pdapqxnroxbajuoiervvbr,Alexandria,United States of America,437145.0,gijkbkchybponndurlawqgckiwgkahadonhoezbrxuudspdx,1.0,O,Aidpwxwimprqkiakditjvwhlgysgiisglsrlclfmqmsoyn,684957.0,705.0,Luqghgagz,xnn10924,1-274-072-3038,xnnuxfvbowzlmuagrgsnqxxx,x,0.0,1.0,WA,
M,Energizer Holdings,53.0,JTJAKJFLMBQZAJYJWDVGEWDOEDSMBS,Hull,United States of America,156350.0,naieuiexkkkkdbpkjl,1.0,O,CNWZKFSBWJZMSHHLISMDFDVFRPDKKSW,1880630.0,506.0,mdcqbwpcieb,Slk10925,,Slksmqccxapcsikby,s,2.0,5.0,Newfoundland,
M,Nasdaq OMX Group,33.0,Lqhdszeqcpzgymtxose,Sacramento,United States of America,290929.0,Xfmmvgbocvtvgopnlqfcetlhatrihkmsrwcgjpvavifkkivfbvwolcfukj,10.0,O,WTFHKDJVUWXTVJWOPPFDOMLQ,2644379.0,722.0,UZYANPDAFT,Mna10926,1-790-225-4437,Mnatkf,,4.0,2.0,NJ,f
M,Psychiatric Solutions,22.0,Dtkipccyqroqpkheosf,Berkeley,Canada,81542.0,UUHIYLUEFXVRNSASGHTSKQRWMAUBHCBJIPCW,6.0,R,Iwqrtepoxnq,2974979.0,652.0,gasrnfat,Ceu10927,1-263-408-2993,Ceujzlu,f,4.0,3.0,CO,
S,Torchmark,46.0,AVSGUYATPZXALQMVFBYCUU,Raleigh,United States of America,370202.0,Lphfjzagbrqjuopvtqvydma,4.0,U,Wzctjjcdvfcxsdquibugbaazjwnqqwtcspbuqwliusgjwndoivdvcidudno,1290150.0,511.0,Tymbweqs,Lib10928,1-890-985-6572,Libfaicnipheoywnu,,3.0,4.0,WI,
U,,31.0,Rudbav,Bellevue,Canada,268225.0,pmatykypevllparqtuxgpgujsejiqrwmitm,6.0,O,QSYFZKHHMWWCNNRHLHDESEEOLCQHTUNTCYLHYXVSDZVDTLDLPOAZVRHYWNCYQKA,376021.0,399.0,cmujvdjhcuz,bbo10929,1-265-909-5632,bbovrseaxmtwhumkehslmbsnbxkpvj,Q,4.0,,AR,
S,LandAmerica Financial Group,70.0,Oyeanuksqkwq,Ontario,United States of America,215225.0,axpzldoutxutxkmecoyskzvpplrjjzuvenijvmf,10.0,R,Uhqzkvfihncqgtgildgfhazosjmuyptmvfkcpezylur,492595.0,568.0,ujxrinevja,Ncp10930,1-375-393-7011,Ncpbryqnduzthh,L,3.0,1.0,PA,m
,Pactiv,24.0,Lhflclsqdqwjglj,Evansville,United States of America,90783.0,Ooyqaiqjrhjrhmjjrlzzjccwkmqkaqhrktsadrxfnimcqsjrjjvhyycjbdyyg,4.0,O,Uaoosbvjczlvjrirfpyyohxfcbcmvdtqwpaheejwufditdmmtf,3146306.0,561.0,Rnldx,Uwx10931,1-568-261-8929,Uwxkhebb,,3.0,2.0,DC,
S,Mylan,3.0,Kywtjoxmldahbtqebcdojz,Baltimore,Canada,305315.0,Pixahrpgtqetgxarwqkeh,8.0,,,1641342.0,438.0,Kisajsd,OLB10932,1-986-959-3653,OLBEBQSQ,,1.0,,MO,
M,R.R. Donnelley & Sons,40.0,Fluhaizdvpfrurynxiq,West Valley,United States of America,136236.0,tjxafanowsoemmshdndxgqirookdoesopgorttevrhygdnlwfqztxrjrdnezdahhcucosejqnuflett,1.0,R,UPTVRUTYFZJBKCIULRMGHGQLYEVUOLUGWZOXHBUVHVSGBQOBCTHNFC,3078194.0,316.0,mbvevh,xvj10933,1-181-080-3564,xvjpxmrufccenftfmrjpsteydmikm,,,3.0,WA,f
S,,89.0,Ajbjkhwy,Chicago,United States of America,120953.0,ODNOELDSPHJXWZUHAKLAEEHFOSHPRQAGHNUERCNMAVBZMGEPAFVBFBSCAAJY,,O,iecjjzefpxglkogxuoejzfarrxhbsxpdadkgb,1146111.0,309.0,Otdkoqycdbkg,STD10934,1-473-108-7514,STDXFHTRXBZCBDXXKPUM,,4.0,5.0,AR,f
S,Arch Coal,10.0,cbwtvakoeavdr,Reno,United States of America,233464.0,kopslhszcwfsrepuzpnmukkasrbwubnxftnflkptlevk,6.0,U,Xtytfbhgbfdolrkigjagjdfvowfpcffnlinpdi,872488.0,822.0,VIBCPQCCQC,okg10935,1-423-981-4854,okgvvukkbnl,s,2.0,0.0,SC,
U,Advanced Micro Devices,77.0,RVWVE,Sterling Heights,United States of America,,Kthmsvmnaagxawxcthectkpnhtnqokbhhzcjpqdjmkbuelpohfff,2.0,U,YDNMPJPGAXSAEXGRIQLQEPJRTCXOLYNKPJTXHKUIVKKOXDMRYTMLEPQETLJVSVRLLBTCDGEAVDAHJZ,3099758.0,799.0,SGGUNDJO,kxq10936,1-926-129-3933,kxqdnaxtwhnfaivtnllijjhv,V,1.0,1.0,GA,
S,Aon,38.0,Bakypgyvlir,Erie,United States of America,,,3.0,U,ecmifmteidqpmzwrpzsovehomjpnv,1753441.0,558.0,Oqgtrnxg,mgu10937,1-161-889-5810,mguohropbqhv,D,3.0,4.0,NH,
M,WellCare Health Plans,,LWMIEDHLQRMAGPA,Hilo,United States of America,343496.0,Ovlxacbqjjznbucopjevplwmydnolfgmrepnxfb,,O,,,805.0,Tgmbglvekbx,RUR10938,1-227-978-3308,RURAMZMFIBI,e,5.0,4.0,VA,
M,Collective Brands,78.0,kngrcj,Wichita,United States of America,481035.0,QCAXCVXHUJFJMRWXJCFPITLJREFUMYXGYMXBEAMOTTWRCLSDUQYZM,2.0,O,ILGXZTBKVKMEDNVQCOMBVCFMZVRDWNDVGVKKZRQKTQMFLSCEOJJJMKUJILWTHSGKSWVPLWCIRIWIZJD,,745.0,QEEIX,Ffs10939,1-102-418-3672,Ffslunwxpsacfrtcgoprirfhoivsrx,G,4.0,1.0,KY,
M,Perrigo,21.0,Hnplfeulwvqtnvq,Gary,Canada,312758.0,Igjfpbyxhlrcqbocynxqjlhrhwcfqcmrttjjxmmjholnzicxejfbajbsydkruknznwlujcv,7.0,,xwfuxevgrheytyeblhagv,3875663.0,381.0,PBVQEL,Ukf10940,1-137-385-3341,Ukfggeprgjgxffuewqunwkd,,4.0,5.0,Saskatchewan,
D,Arkansas Best,55.0,Eejecrqetqaoknrwyieytqkzejg,Salinas,United States of America,227393.0,Gnobnxcajuzmrxphpbtxmlixbslrrmjuomzdaqquuyhizddtbnzjgqhmidvblfbriigty,2.0,O,Fiilpxpgrsvuciorqkhrcbuxjjmuwjoktotgqhunjjtanjloeqsifeuyfbjkd,3358247.0,626.0,Nxauma,sek10941,1-540-667-6724,sekdssbjpapeuonkpcwfoelvlfk,,1.0,4.0,ND,m
S,Lam Research,85.0,sklifwvdtueivviaeost,Washington,United States of America,437835.0,,7.0,O,fizkawyqvaphmljiviipdiwimszlcpmhud,3661308.0,744.0,BJXOZTGHW,Tna10942,1-628-927-8038,Tnask,,1.0,4.0,ID,
M,Sherwin-Williams,94.0,wkonkulnhqunekncxpsshxm,Montgomery,United States of America,322724.0,jsugrdnipikjegmtcqnwctdclzguhux,4.0,O,,3371434.0,792.0,Thczqlcx,UZJ10943,1-139-345-7937,UZJKRAJQTSCXHRXNIXOEUZWZGYATZ,,1.0,2.0,AZ,
D,Bed Bath & Beyond,35.0,WPZKULKLMKJWRWTMPOUKHCH,Gary,United States of America,452361.0,rghlsejnxnitlqmjaeamnbzcodxotzcsfsymhdvfslkkkgeuzxexmyuxgtmaiapxayfeh,2.0,O,GVIKCUQQGKAPSJTYCQIQWCJRLJDLRZ,3031663.0,741.0,,bpb10944,1-498-150-8278,bpbqleges,N,2.0,0.0,VT,
S,Health Management Associates,42.0,MXMEJUZRJMGUQEVIUKEVLHKK,Vancouver,United States of America,499003.0,QSOGZ,0.0,R,snxdxzinxnkeuyqhlokxgnvhnidqtouuctoxcotbgrozzsvuflvqesgsjywa,87159.0,582.0,Modagb,Ljr10945,1-058-612-8436,Ljrrqzbpdrngeeusoguhsguk,,2.0,5.0,PA,M
W,Huntsman,71.0,Dftnxrfavpjwpnntikzbopbeclhq,Berkeley,United States of America,455818.0,Hsbquqtsjhhukklneqeroneq,1.0,R,RRUQOZTDQIEQNPDJBMRTCKJAOFDKIEAVYFK,,663.0,Zazqgxcwrprp,Rzp10946,1-265-513-2591,Rzpltaeakaoyfgrflqvmoxkdfsxqww,p,2.0,2.0,CT,M
M,IAC/InterActiveCorp,79.0,tknzefoohgsjposlpgucwggsoa,St. Johns,United States of America,454772.0,Swekgeyyxumxgkeuveatrxrrtndjeqlzccqmwtjtfssoitoa,10.0,U,qyuhrzumlavwthmgsvirmdgbxbbfq,126126.0,840.0,Llrctynrdyif,Lrv10947,1-485-595-0368,Lrvmsnoq,,3.0,3.0,MT,f
D,Praxair,42.0,Vrgmbanrkzlkhbocjfo,Huntington,United States of America,273676.0,GKXCCZSDNARMOITCHBOJTRQLCZH,4.0,O,JZFCYOQUZIBFEXLLJKBQNQBYBMXMF,2449252.0,795.0,Ykzvdwj,Wxg10948,1-524-653-9485,Wxgrgw,c,2.0,0.0,MI,
W,Patterson,20.0,Mbafcvqltocnwvtgkwoark,Pembroke Pines,United States of America,321116.0,oqccslrolmknwbxklrboxfyqgkbpkxsmvlfqwdcivmqjtbdnriqmcwgiimjrppxpim,8.0,O,IPYBDXXICQJNJBJXHWECRMDJMHHCDWDPGUTCRWLS,1273654.0,437.0,Pdjjgztkodal,Alb10949,1-297-664-2075,Albydgeobjfdzldxyedkrffd,,0.0,2.0,New Brunswick,f
M,Sanmina-SCI,20.0,qpsnvca,Fairbanks,United States of America,320777.0,iuqompqylopwujznqmtwxfkvpuswlcvzloctzqmnrvdgsknpwwudlufjjamkjireeppgjws,10.0,R,TIBEVSQXNDYCAQEA,440078.0,638.0,OGUDXMBATI,UDW10950,1-721-975-2824,UDWGVJJYBWKLEADPMZFRJE,L,5.0,3.0,Nova Scotia,
W,Hospira,8.0,PUTXZXHQOUAFUMLDLVWRNPZSYMYR,Iqaluit,United States of America,424772.0,FOHFTAPDOPKJTQRRXHIUXCPCCUESIBYWVEHAQAMD,9.0,O,fmowaumuskegfcdixkoziy,1935817.0,814.0,VELDYEWJJXDF,UAS10951,1-057-891-5436,UASCVZBGHRTFKOUPVIWWAGBYVFNHBL,B,0.0,4.0,SD,m
S,AMC Entertainment,18.0,Qmdymkktqqaj,Shreveport,United States of America,45651.0,lifcmsrubcdgfhsezme,10.0,O,UVXJCTVHNWRVCUMTLNPYWBNI,,685.0,Qhgsiiqvc,uus10952,1-493-711-9216,uuscnmppen,K,2.0,5.0,PA,M
S,Pride International,47.0,Xkjntucryzqhf,Springfield,,224022.0,YJPONTIKEBZPROZGPVKPHPUVHUYODOHGYSRABMNTW,0.0,U,dnwedmwuyhurlp,3355149.0,715.0,Ckrahwu,Htq10953,1-379-648-5404,Htqsrtpkbhyzceilfq,X,1.0,3.0,NY,f
U,McDonald's,72.0,IIVMWBABHZ,Cheyenne,United States of America,123128.0,DICCPGUIAJSUNYOFQJKEHBHGVIXKMAKTOWOTMNLIC,0.0,O,aljmgpxuopvxyfohbhoufyybqc,3975497.0,549.0,sllwqvgj,ZEI10954,1-850-158-6289,ZEIOTVOFN,t,3.0,3.0,TN,
M,Wendy's/Arby's Group,15.0,Cyntkutjkpqhkg,Knoxville,United States of America,122108.0,NFSYTNHGXXTWQWNADHDBMZJRPY,0.0,O,WSUWDXRDVJIFZSUZSYCRUMQTRQZMNAYJOVILFUPEOUUHO,108127.0,315.0,UUBSLKL,TVP10955,1-810-599-3009,TVPJCMHQPHHDA,b,1.0,4.0,KY,m
M,Ferrellgas Partners,1.0,Rgsnrhbcdtj,Coral Springs,United States of America,356575.0,Mpuockuscdccrtxslfg,7.0,O,Chrvlwmph,1777116.0,693.0,Vrlean,Lne10956,1-180-437-6306,Lnelehgqaydulieixcxklc,u,0.0,5.0,MA,
M,Office Depot,92.0,JWOZQMDWUTWWXNMFU,St. Petersburg,United States of America,368395.0,UZVQPLWHFUUPHEJVSCRNRCPZJPPFONDHJ,6.0,O,Alfht,2189644.0,797.0,,xds10957,1-661-668-5661,xdskzloomgtsxslukialv,V,1.0,0.0,AZ,
