prospect_gncd,prospect_frstnm,prospect_phn,prospect_nmbrcrs,prospect_stt,prospect_ct,prospect_nmbrchldrn,prospect_mrtlstts,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
GQD11855,Goudlvlspyepcskjkxp,1-027-803-1459,1.0,WV,Manchester,2.0,,88.0,816.0,O,Thor Industries,8.0,2842665.0
QMB11856,Atqmwymdxehmigaqvesj,1-798-298-0546,,WY,Mesa,5.0,D,61.0,348.0,O,Cognizant Technology Solutions,4.0,416017.0
NYC11857,VRINTOXXXZAMLOTJGPVYPGYRZBS,1-412-267-0315,4.0,NV,Columbia,3.0,U,66.0,737.0,O,Asbury Automotive Group,0.0,2674229.0
TET11858,Iqoqfc,1-039-284-4737,3.0,VT,Durham,4.0,M,33.0,775.0,O,,7.0,124118.0
Sef11859,VXDCB,1-951-791-8170,1.0,MN,Seattle,0.0,U,94.0,713.0,O,Dean Foods,,3370188.0
gxc11860,Xccvonztsmkfpyikpiqkdyuaacovgh,1-725-958-3148,0.0,PA,Beaumont,4.0,S,96.0,568.0,O,Chubb,,1483908.0
Rcq11861,Avcrqkbns,1-990-291-3645,5.0,AR,Palmdale,0.0,,19.0,478.0,O,Huntsman,10.0,3944436.0
JRS11862,Yolineilkcdgpraalobalt,1-345-215-5664,1.0,GA,Costa Mesa,1.0,M,31.0,472.0,O,Textron,4.0,683419.0
gng11863,cappwrbjzoeujf,1-170-375-0404,2.0,ME,Torrance,,M,91.0,638.0,O,Nacco Industries,9.0,3752436.0
Hpl11864,GHDVMSFCNMTNPJHQWTCXPJFARCQTEP,1-457-612-2094,,VA,Lubbock,,M,,317.0,O,Circuit City Stores,8.0,3811148.0
Nbv11865,GZPFMSGTTWA,1-155-359-3880,5.0,MT,Glendale,3.0,S,3.0,805.0,O,Guess,5.0,2622125.0
Amt11866,NWACGSSBGVRLAO,,0.0,MI,Alexandria,5.0,M,21.0,549.0,O,CenterPoint Energy,8.0,2108308.0
WBA11867,fltwppdjaumjwgadsuntdnbtst,,0.0,KY,New Orleans,1.0,M,33.0,509.0,U,Motorola,9.0,3588182.0
muq11868,NHWJFJCUVXCTZVW,1-115-940-3602,5.0,HI,San Bernardino,1.0,M,54.0,818.0,O,Zale,8.0,2828088.0
zhz11869,bvzguvdleddvncfgehmdctpiwgvlhl,1-328-539-1087,1.0,OR,Tallahassee,3.0,U,9.0,706.0,O,Rowan Cos.,5.0,3011243.0
Jdg11870,QJLJQMOFVVREJWDVICGLOTCXW,1-761-955-1430,5.0,SC,Irving,3.0,W,80.0,837.0,O,CMS Energy,6.0,2920332.0
Wkm11871,Aeidwhatcicdbuznjumlsfh,1-246-348-9582,0.0,SC,Corpus Christi,4.0,S,82.0,395.0,O,Bio-Rad Laboratories,8.0,3478166.0
UAJ11872,QJWROBIANTBHTIGVPNV,1-745-767-0916,2.0,SD,Independence,3.0,M,81.0,402.0,O,Sanderson Farms,9.0,1117313.0
Wdd11873,QRTLZAXHTKROCPOQYDPKXMB,1-756-670-5350,0.0,AR,Livonia,4.0,M,,412.0,O,International Assets Holding,,1885720.0
Bxi11874,vdrwpleumfphsfbjtuqk,1-744-691-4055,0.0,DE,Sandy,,W,93.0,407.0,U,Henry Schein,7.0,3759643.0
bip11875,WXNCGPCCGHQBCGLLLWKU,1-157-998-1405,3.0,IL,Vancouver,0.0,S,,708.0,O,Ashland,9.0,3305929.0
Uvt11876,fpjtznd,1-233-553-4423,4.0,Saskatchewan,Billings,1.0,M,51.0,469.0,O,DRS Technologies,9.0,55092.0
Bzf11877,ipqthksmvljftliwkxahplfpxrx,1-504-669-0578,1.0,AZ,Oxnard,0.0,U,10.0,368.0,O,Brunswick,4.0,1663345.0
Smq11878,YOXHURTNGLIGZLSDYMITONCRE,1-775-929-4479,1.0,TN,Milwaukee,3.0,U,66.0,818.0,O,Sonic Automotive,1.0,2164759.0
WFR11879,zxntkmllufjftzmptgglvbcxdpxe,1-546-397-4773,1.0,NC,Colorado Springs,3.0,M,89.0,734.0,O,Mutual of America Life,6.0,3751899.0
qxh11880,Jbgkkiinzryslgyspkrzjvpuwf,1-386-120-9466,4.0,Newfoundland,Shreveport,0.0,M,90.0,694.0,R,Boeing,10.0,3059023.0
Ztn11881,CZDPFIZNVOYKQXAR,1-561-218-1599,4.0,KY,Biloxi,5.0,U,25.0,751.0,O,Wyeth,8.0,1514950.0
Stj11882,DUEVFIZOQ,,0.0,Quebec,Ann Arbor,5.0,U,57.0,472.0,O,Harley-Davidson,8.0,723215.0
Xao11883,nucjykpqrzkxuggwdcehncdcmq,1-655-397-7448,5.0,TX,Paterson,3.0,S,84.0,390.0,O,Kansas City Southern,5.0,2958937.0
Lkx11884,Hzboycarrkbtrymij,1-494-144-2665,2.0,Newfoundland,San Francisco,0.0,U,44.0,447.0,O,Beckman Coulter,1.0,2793897.0
Pvy11885,gstnytf,1-501-912-7505,0.0,VA,Regina,1.0,U,46.0,540.0,R,ServiceMaster,7.0,1298425.0
HXE11886,FIXEOQBRDXVWVTRCYJKSEBC,1-485-729-8431,4.0,CO,Vancouver,4.0,M,65.0,845.0,O,NuStar Energy,1.0,476940.0
vbw11887,mfqjwerqpu,1-573-227-9066,1.0,Manitoba,Dallas,3.0,U,23.0,,O,BMC Software,9.0,1154007.0
HAG11888,qytidunjenlh,1-067-370-8300,2.0,New Brunswick,Tucson,2.0,M,7.0,669.0,O,Enbridge Energy Partners,9.0,2652182.0
KWQ11889,Stgnyrudjfkmlyrkvpcfifmonfuq,,5.0,ND,Oshawa,5.0,M,,355.0,O,Iasis Healthcare,3.0,3905255.0
VCT11890,islsvowwmzywfkolfqmwzbmsmhgf,1-872-820-8056,3.0,NH,Washington,3.0,M,22.0,535.0,U,Darden Restaurants,2.0,
pvz11891,zovejvxaykhmfjsmjejim,1-454-243-2351,4.0,CO,Buffalo,5.0,M,7.0,436.0,O,Owens Corning,0.0,3663683.0
Dur11892,TUWRXZ,1-339-511-4956,2.0,UT,Scottsdale,3.0,U,70.0,,O,Liberty Global,10.0,2078158.0
Kuz11893,Tyhkmerlfncdfroz,1-696-554-9871,0.0,ID,Fullerton,2.0,S,93.0,,U,Sprint Nextel,5.0,3185050.0
Pqx11894,Rfvbekuioryrblsfxlve,1-433-672-5443,3.0,DE,Newport News,4.0,D,,579.0,O,Paychex,9.0,2361705.0
Uvw11895,Pcgfbhqokqmlzqpirr,1-647-642-4612,0.0,NE,Augusta,2.0,S,50.0,435.0,U,Old Republic International,3.0,2052540.0
Uzh11896,Fclufpqziglydrttwscfzqc,1-066-074-1596,5.0,VA,Mesa,4.0,,93.0,740.0,R,International Game Technology,3.0,839477.0
NGN11897,Qezlcsva,1-754-127-5459,5.0,FL,Allentown,5.0,M,63.0,,R,Dow Chemical,5.0,2822991.0
faa11898,fjpauu,1-557-820-7052,2.0,WY,Washington,2.0,W,92.0,766.0,O,,7.0,
xsl11899,Agiewzdf,1-684-628-3082,4.0,TN,Rancho Cucamonga,0.0,M,43.0,435.0,O,Metals USA Holdings,4.0,1689417.0
ipq11900,hqtgliajedakwxgqdedjf,1-793-266-1869,5.0,WA,Lakewood,1.0,M,88.0,379.0,R,Thomas & Betts,3.0,369098.0
Mbs11901,Ykzel,1-551-670-1701,5.0,Alberta,Frederick,3.0,D,23.0,588.0,,Fidelity National Financial,10.0,2113666.0
WRM11902,aiczfqvvvhqmdtensqivwnffge,1-526-560-5373,4.0,OH,San Diego,,M,64.0,369.0,O,Peter Kiewit Sons',1.0,972042.0
whs11903,tppkmzzaoslabwlyzjkiqt,1-781-917-6705,,KS,San Jose,2.0,M,,792.0,U,Atmos Energy,2.0,1281534.0
rps11904,Jgharfmjuatlollorv,1-245-173-5651,3.0,WI,Yellow Knife,2.0,M,11.0,378.0,O,Bucyrus International,0.0,1160425.0
Shc11905,ebmevehtttysoqdktinvefrzb,,4.0,NM,Richmond,4.0,M,77.0,807.0,R,SLM,10.0,1853817.0
LVM11906,HTXYUDRHZRSCASMZRNKDIIHFSFEQ,1-694-862-5100,1.0,IN,Halifax,4.0,U,,713.0,O,Ashland,10.0,1206875.0
Vpf11907,Hafbmjqsfiqwrxcvbosjqylga,1-927-581-0162,0.0,UT,Corpus Christi,0.0,M,9.0,774.0,O,JohnsonDiversey,5.0,1297233.0
Vlg11908,Rfqszthraqxsepdozfclmwbqouta,1-261-637-6277,1.0,MI,Providence,5.0,M,79.0,564.0,O,Berkshire Hathaway,9.0,
ypu11909,WIKCVJKDTLTSRJADENBA,1-711-043-6288,4.0,NJ,Iqaluit,2.0,M,78.0,813.0,U,Republic Services,2.0,3683447.0
Aha11910,bfuuxtizkvkiwuufbewhlxapofp,1-055-860-3838,0.0,MD,New Haven,1.0,W,,475.0,,Hanover Insurance Group,9.0,3232198.0
Otd11911,xfiryppuay,1-325-026-4794,0.0,ND,Naperville,3.0,D,79.0,445.0,O,Lear,4.0,1379053.0
bjv11912,Swzsdjntfebvdb,1-808-513-3250,4.0,LA,El Paso,3.0,U,60.0,317.0,O,Leggett & Platt,6.0,294440.0
SBU11913,Ythmamocppuxewoisbsmqc,1-870-303-4058,2.0,MT,Windsor,1.0,S,24.0,422.0,O,Medco Health Solutions,2.0,98357.0
pey11914,ixiexcrekfhi,1-927-677-6591,0.0,MO,Cheyenne,1.0,M,54.0,428.0,R,J.M. Smucker,1.0,896095.0
Tas11915,Hitftrkanefexbihxpecklgkcwgn,1-461-342-3128,5.0,IA,Mount Pearl,3.0,M,49.0,677.0,R,Solo Cup,7.0,3803006.0
Fok11916,Dekire,1-797-094-6953,0.0,WA,Tempe,2.0,M,24.0,847.0,O,Ametek,7.0,3769940.0
mav11917,Tfsgsewsgqhrum,1-773-364-4636,,IN,Winnipeg,1.0,,20.0,728.0,U,Apollo Group,,1037381.0
kxi11918,yteukcpbvabdeanrpvsgdcbrleao,1-186-478-7955,3.0,IA,Oshawa,2.0,W,27.0,565.0,U,Mutual Life Insurance,3.0,3645846.0
qqr11919,Aepxdpshzmzysppzpatcqpzpwazkf,1-644-277-0293,0.0,AZ,Portland,5.0,M,51.0,644.0,R,Regal Entertainment Group,7.0,3621886.0
Htd11920,Ydlmx,1-397-629-3245,5.0,VT,Ann Arbor,2.0,M,46.0,675.0,,Merrill Lynch,8.0,2596790.0
Lal11921,Amtwxbprvsqnmdfkhn,1-061-209-5893,4.0,CO,Biloxi,3.0,M,45.0,374.0,O,Safeway,6.0,558283.0
qbq11922,IGJQQXYEQAIBCINQZ,1-124-494-6580,5.0,MT,St. Catharines,2.0,S,100.0,750.0,R,,5.0,2254531.0
Pzt11923,YQFWKPLX,1-662-090-1749,0.0,NJ,Huntington Beach,4.0,M,,801.0,R,NetApp,1.0,830541.0
bju11924,Vnipgbbjtx,1-086-168-0873,2.0,CA,Iqaluit,0.0,M,96.0,684.0,O,Comerica,8.0,945684.0
DXF11925,idtxpaarzmvnbebzkmrtzkang,1-872-268-2389,5.0,MN,Hilo,5.0,D,41.0,727.0,,Polaris Industries,2.0,3112934.0
IUX11926,Cjogke,1-253-647-9495,2.0,WV,Cleveland,5.0,M,60.0,514.0,O,,0.0,643280.0
LWM11927,TALTWEHQWD,1-581-567-2728,5.0,NV,Livonia,4.0,M,81.0,459.0,R,Expeditors International,6.0,3325885.0
npt11928,Oojdynyxwdcdwtbfvu,1-134-376-8891,1.0,WA,Riverside,2.0,D,91.0,674.0,O,Brookdale Senior Living,8.0,2689980.0
uuj11929,cgnucjjagkrkqdiwjnokrxq,1-225-772-4573,5.0,IN,Augusta,3.0,S,7.0,425.0,O,Amphenol,9.0,3581396.0
Oux11930,Caumdei,1-953-398-9420,5.0,Ontario,San Diego,0.0,U,41.0,315.0,O,Fiserv,6.0,1987575.0
zry11931,Mhwnenvmplpycu,1-030-309-3122,2.0,FL,New Haven,0.0,U,66.0,673.0,R,J.B. Hunt Transport Services,6.0,1108303.0
Uyr11932,iiasedudhspevbbclufstsgebcdfm,1-165-910-1786,3.0,Prince Edward Island,Las Cruces,3.0,M,74.0,690.0,O,CF Industries Holdings,0.0,3009021.0
ZRD11933,leqriqyquhrhaaiknh,1-241-534-9517,3.0,Quebec,Cleveland,4.0,M,15.0,710.0,O,Annaly Capital Management,1.0,2461710.0
gkp11934,COEALR,1-973-199-2228,4.0,WY,Jersey City,2.0,W,12.0,554.0,O,Cliffs Natural Resources,0.0,3734446.0
Nqp11935,QCBJNFDQIMXFTNNOFRCEY,1-782-903-8746,0.0,NJ,Palmdale,5.0,W,65.0,804.0,O,Mohawk Industries,8.0,1431511.0
sap11936,Gkbztjsafuhncrfxzoxipdawzcbcd,1-824-389-2915,5.0,Alberta,San Diego,,U,53.0,580.0,R,IDT,1.0,1714088.0
Eyl11937,xoeloxcpkhhxuzirdwmic,1-610-808-3846,5.0,TX,Phoenix,3.0,D,,611.0,O,AGL Resources,6.0,2600134.0
WKO11938,Xtfkaojftai,1-128-408-2339,3.0,WA,Oceanside,5.0,M,48.0,737.0,O,Granite Construction,10.0,842726.0
JWQ11939,vlhecsfjrbwmjf,1-723-335-5064,5.0,WI,Minneapolis,0.0,M,49.0,608.0,R,Adams Resources & Energy,2.0,954033.0
EQY11940,Yiftvrdpddqbtenqis,1-813-069-5690,0.0,CT,Pembroke Pines,2.0,S,98.0,416.0,O,Nasdaq OMX Group,4.0,1158871.0
Wen11941,ALBDOFSQCUVOUHNRFPNLC,1-402-101-8866,4.0,ID,Kitchener,2.0,U,80.0,323.0,,State Farm Insurance Cos.,7.0,2714727.0
Xhj11942,DHFOHUUGKNCSEFCPUZGITCIPJNLTC,1-340-451-8889,0.0,NH,Huntsville,4.0,M,61.0,327.0,,Energy Future Holdings,8.0,1189683.0
Zwy11943,Tzivamtwayarvgml,1-186-488-0059,2.0,ND,McAllen,5.0,U,93.0,311.0,O,AmerisourceBergen,5.0,
SQF11944,Dnwwdzpnxkcrlfdxskzvgfksbqbcql,1-065-556-0904,5.0,TX,Santa Clara,4.0,W,59.0,845.0,O,AK Steel Holding,9.0,721695.0
Lqt11945,spzsgskhwasdnahlmvdfbvzbres,1-970-725-3523,3.0,NE,Paterson,,M,38.0,687.0,O,Dover,5.0,2948368.0
Twm11946,Rekbxvrdjrrqvmg,1-130-002-7024,4.0,NC,Lincoln,3.0,,70.0,842.0,O,Stater Bros. Holdings,1.0,1471487.0
ATF11947,Obbyo,1-061-449-9792,1.0,UT,Edmonton,2.0,W,1.0,,O,Key Energy Services,9.0,120044.0
Ywn11948,tlfwp,1-910-444-5055,2.0,CA,Vancouver,1.0,M,31.0,,,Sigma-Aldrich,0.0,269924.0
Hbm11949,Zczuifplstjasopj,1-492-743-6914,3.0,TX,Rapid City,4.0,S,97.0,818.0,O,Leap Wireless International,3.0,3163776.0
sov11950,Wvhsuvhcoyavzqivojytsrab,,5.0,DC,New Orleans,4.0,M,89.0,819.0,R,Securian Financial Group,0.0,1043575.0
qdk11951,uzprnvsevlqzgxhysmrr,1-397-554-3534,5.0,IL,Kitchener,0.0,M,76.0,847.0,R,Kohl's,6.0,2682296.0
Ttx11952,ywpnwcbgbctjcpsccyjcdhewzson,1-111-681-5226,2.0,FL,Anaheim,1.0,M,49.0,,O,MEMC Electronic Materials,0.0,2746285.0
CZG11953,GZOWCXW,1-529-637-2669,2.0,NC,Warren,5.0,U,50.0,380.0,R,NiSource,1.0,
Uij11954,Ymnpyhrei,1-810-732-4744,4.0,ND,Raleigh,0.0,M,99.0,806.0,O,FM Global,9.0,444133.0
Udd11955,bsnsxwjydqrmlauqskjzexzejahhxb,1-820-185-8851,1.0,AL,Newport News,4.0,M,,565.0,,Granite Construction,1.0,2635687.0
IFI11956,jzzflxno,1-300-175-5772,5.0,GA,Colorado Springs,0.0,W,59.0,486.0,O,KB Home,0.0,3592177.0
Wjc11957,tmrkyejizfrefzdgrupqrc,1-209-249-6655,4.0,TN,Riverside,0.0,S,82.0,315.0,O,Dow Chemical,3.0,
AVZ11958,Crptih,1-023-974-8639,0.0,MA,Brownsville,2.0,M,12.0,501.0,R,Caterpillar,5.0,2765291.0
PQS11959,Dvibypxettwpjh,,0.0,WA,Tempe,2.0,M,69.0,539.0,O,Aventine Renewable Energy,8.0,2623539.0
Sqs11960,VJHLBHJVVNSMB,1-433-757-9127,2.0,PA,Virginia Beach,0.0,U,48.0,809.0,U,CenturyTel,6.0,2352829.0
Mtt11961,wcejqjfghjkslpthiom,1-287-140-5075,2.0,RI,Cedar Rapids,2.0,S,27.0,765.0,R,Sempra Energy,10.0,2779187.0
CIW11962,cwduixxpfegmheb,1-489-672-6150,5.0,AZ,Concord,3.0,W,95.0,376.0,O,MetroPCS Communications,10.0,417641.0
FIO11963,KJTLNOAFLLRFHVQTKCTVSYJXSD,1-180-418-5337,,IL,Huntington Beach,5.0,S,30.0,606.0,O,Bob Evans Farms,4.0,1962095.0
Enu11964,boghbbw,1-202-680-6715,5.0,Prince Edward Island,Fullerton,2.0,M,79.0,553.0,O,Susser Holdings,8.0,3203593.0
EDR11965,tbgqnkk,1-973-533-6190,1.0,ND,Windsor,1.0,U,3.0,722.0,O,Foot Locker,9.0,2624387.0
him11966,Tphtlimsqoymcfihzelcfxrcmpwoe,1-286-839-2997,5.0,IL,Augusta,5.0,S,74.0,428.0,O,Total System Services,10.0,3193224.0
Fiq11967,Wmmgeitjjbwlfjkji,1-033-527-7107,2.0,KY,Anchorage,1.0,S,50.0,673.0,O,Apollo Group,9.0,1577267.0
ppm11968,Qtgiskoio,1-395-779-0243,4.0,UT,Columbia,1.0,M,35.0,464.0,R,Avis Budget Group,0.0,3165008.0
vax11969,zwnmjyrmdulpovhqm,1-816-626-7758,3.0,KY,Erie,4.0,W,2.0,372.0,R,Williams-Sonoma,6.0,1363333.0
ifq11970,Iqvewcs,1-137-518-3286,5.0,Prince Edward Island,Tucson,1.0,M,45.0,620.0,,Hubbell,3.0,2574158.0
Nzl11971,BMGAFH,1-060-655-9796,5.0,MS,Thousand Oaks,5.0,M,62.0,,U,Juniper Networks,1.0,3819359.0
Qhp11972,imnacrlrhhezxwmkm,1-995-241-4466,3.0,MO,Memphis,2.0,M,70.0,710.0,O,Packaging Corp. of America,9.0,
Ifk11973,Anptslfpdssqgrxqpg,1-835-112-2769,3.0,CO,Sterling Heights,5.0,U,65.0,397.0,O,J.B. Hunt Transport Services,2.0,482126.0
Num11974,DFIQJEYAFROAPPKEMYKFYGERDIO,1-267-322-1042,1.0,TX,Toronto,0.0,W,21.0,,R,Iron Mountain,0.0,1822611.0
OTM11975,Anqumwjhoixiwyyfsngjfvlg,1-068-301-1802,0.0,TX,Frederick,3.0,U,34.0,,O,Lowe's,2.0,1736133.0
Uuf11976,Wxcbk,1-498-121-2321,0.0,MO,Lansing,1.0,M,62.0,830.0,R,Erie Insurance Group,1.0,1730961.0
Dtd11977,UBPZOG,1-695-593-4640,1.0,NY,Grand Rapids,2.0,M,59.0,750.0,O,Qualcomm,7.0,3881410.0
QNG11978,tsxwbxjj,1-732-613-8905,1.0,KY,New Orleans,2.0,D,71.0,,O,,7.0,2169745.0
Kiz11979,sheeeeffrpeudcjaowarsrrirk,1-524-303-4669,2.0,New Brunswick,Nashville,1.0,M,61.0,,R,Aventine Renewable Energy,9.0,1286582.0
Qfx11980,hatfmjqavxtqwzrc,1-528-989-0793,3.0,Alberta,Sandy,4.0,S,7.0,564.0,O,DRS Technologies,8.0,1744618.0
Fcu11981,ggqmcycmzarnkarmscsxdpojyws,1-261-758-5258,2.0,MD,Oklahoma City,3.0,W,62.0,846.0,O,Pantry,6.0,3851000.0
Ahe11982,Krsxbznmvafzlaitvdiiamcseoxkyl,1-970-208-1322,0.0,NM,Costa Mesa,0.0,M,20.0,,O,Hewlett-Packard,9.0,2742623.0
Sit11983,Bmdsmrercufkxtc,1-312-507-2248,5.0,Manitoba,Jacksonville,,M,6.0,406.0,O,Sonic Automotive,,401677.0
Bfo11984,Exiguwcpahatvswmemu,1-829-742-9662,1.0,NE,Warren,4.0,D,79.0,615.0,O,AmerisourceBergen,2.0,1415417.0
ekw11985,Hwgwknnusj,1-587-130-4037,1.0,SC,Fort Smith,2.0,M,36.0,824.0,,Burger King Holdings,2.0,1286335.0
UMY11986,LKEOWRHKJ,1-237-203-2133,2.0,RI,Mesa,2.0,U,44.0,752.0,O,Airtran Holdings,6.0,1563221.0
BDX11987,ixowfdgzhlalwscibqifvi,1-381-054-3255,3.0,NJ,Kansas City,4.0,S,68.0,746.0,R,,9.0,3369967.0
Qwe11988,Omkmmnqrpnagvxbdo,1-549-996-2894,2.0,CT,Springfield,4.0,S,16.0,475.0,O,Johnson & Johnson,8.0,3124320.0
AUN11989,Tndsrmpvbjxmlegpt,1-145-806-0616,5.0,SC,Elizabeth,1.0,S,7.0,538.0,O,CME Group,3.0,316212.0
Zgw11990,Nbfpbzzkqwltslpqxobtnp,1-748-673-5535,3.0,CT,Orlando,4.0,U,10.0,737.0,O,Enersys,4.0,1428237.0
bjb11991,Muywysldzbkgbfxw,1-237-609-1325,1.0,MN,London,3.0,S,61.0,735.0,U,Genuine Parts,1.0,1531831.0
ars11992,hrvagbfigvdscocyatevy,1-534-664-6141,1.0,VT,Boston,5.0,S,16.0,,O,URS,10.0,2813016.0
FHD11993,Rxbaunxatzirx,1-340-271-3222,1.0,AL,Independence,1.0,M,6.0,739.0,R,International Paper,8.0,2649404.0
Efp11994,gvmarcwwcalwrgbczfjxzd,1-526-173-9761,4.0,Ontario,Knoxville,,U,,581.0,R,Xcel Energy,,3971947.0
Oud11995,Xabrbhjnyvnsblgfpfjlrlaauu,1-969-346-8775,4.0,OR,Mount Pearl,0.0,M,3.0,763.0,R,Belden,5.0,984107.0
Ljr11996,Cwtyiepodqe,,0.0,WY,Calgary,5.0,W,0.0,687.0,R,Brown-Forman,10.0,2964774.0
Xvh11997,Hrwemwhgpckvnajuow,1-175-415-5863,,RI,Fontana,4.0,D,0.0,522.0,O,Nalco Holding,0.0,3338606.0
Llj11998,UCJUBLDOF,1-611-871-4823,5.0,CT,Bismarck,3.0,M,18.0,447.0,O,Entergy,9.0,545532.0
Kkj11999,anchyqkdxlupvvmtfdwtmguhmprt,1-794-003-6156,2.0,OR,St. Petersburg,5.0,,82.0,,R,NTK Holdings,3.0,783258.0
UWU12000,Fivswtqprcunxrcveitqssjfnstrqx,1-524-161-5875,2.0,Ontario,Des Moines,5.0,S,,391.0,U,McDonald's,10.0,2495921.0
Dzs12001,vlpcgfwzxcca,1-395-009-6792,3.0,Alberta,Santa Clara,1.0,S,36.0,588.0,O,Tellabs,6.0,3453701.0
TAL12002,strklgvrjchumsq,1-978-825-6585,1.0,UT,St. Catharines,4.0,W,81.0,664.0,O,KBR,,3452555.0
HCO12003,Itujwua,1-714-838-1268,1.0,KY,Hay River,2.0,M,71.0,311.0,O,Universal Forest Products,10.0,3369536.0
SHN12004,Mkftzxpzychm,1-781-476-7042,2.0,ND,Montreal,2.0,U,46.0,593.0,O,Nationwide,4.0,3817681.0
Ggw12005,GKIBOKWMATAOCZOBBE,,2.0,TX,Frederick,4.0,M,60.0,582.0,R,Pilgrim's Pride,2.0,2615462.0
Oqu12006,VCHABCMQMBR,1-503-999-4146,4.0,Alberta,Fullerton,5.0,U,78.0,436.0,O,R.R. Donnelley & Sons,4.0,2756513.0
BZZ12007,Fmrcmmryixizdjaooxfjxysvai,1-236-363-3466,1.0,Nova Scotia,Ann Arbor,4.0,W,49.0,590.0,O,Cincinnati Financial,9.0,3020123.0
FRN12008,CDEQWTSDBNYV,1-506-661-3262,5.0,NH,Sioux Falls,2.0,M,59.0,460.0,R,Herman Miller,10.0,2657703.0
Jai12009,abwtgwwqhcqnpcxpmc,1-614-719-2021,3.0,TN,Moreno Valley,4.0,M,79.0,848.0,U,Cinemark Holdings,7.0,2379415.0
Vrt12010,flrwlkbykeoor,1-022-356-0935,3.0,KY,Omaha,2.0,U,2.0,588.0,O,Domtar,3.0,3966241.0
Suk12011,dunmjofblgjytvhrcodhzvgijues,1-331-399-1690,1.0,MT,Ottawa,5.0,U,25.0,689.0,O,Duke Energy,1.0,2654648.0
Xyi12012,YUJXOBTTPRCASZVT,1-895-980-7489,3.0,NJ,Mesa,3.0,S,59.0,395.0,O,Halliburton,2.0,419632.0
xhd12013,kvdljqxcckomterhbnw,1-144-999-6694,2.0,DC,Denver,1.0,S,49.0,797.0,O,Abercrombie & Fitch,8.0,1301842.0
Rgc12014,Osmyxmxxfsoyfvdduibgcmzfq,1-219-277-0026,5.0,IN,Bellevue,1.0,M,18.0,529.0,U,Ryder System,,481470.0
Xxq12015,ommmrvfsffeaxdvwzyi,1-836-145-9690,1.0,TN,Tulsa,3.0,U,62.0,580.0,R,Alaska Air Group,10.0,3684091.0
Sli12016,Rmlxoxbhvqsyhlvlvwgwnyfbotdc,1-749-124-4105,0.0,Newfoundland,Tallahassee,0.0,U,70.0,845.0,O,3M,6.0,
btg12017,Ejbladspikdbxhskwr,1-414-052-5758,2.0,GA,Alexandria,2.0,M,44.0,564.0,O,SPX,3.0,3277202.0
Rek12018,vlomsbrrnqekejwmrusbvivr,1-496-625-1819,1.0,PA,Inglewood,2.0,S,62.0,832.0,,Great Plains Energy,5.0,2396764.0
Tcm12019,rytapyzbyupoindowtmborxgqnpxuz,1-814-392-7072,0.0,GA,Grand Rapids,2.0,S,76.0,665.0,O,Benchmark Electronics,9.0,3139821.0
Lnx12020,Yposdmdskfqypbqapmmxxuduajepp,1-496-144-7999,0.0,IL,Grand Prairie,1.0,U,20.0,541.0,O,New York Times,4.0,3764224.0
ujv12021,Ylqmiiqkljivvgmzenc,1-242-354-2074,5.0,WI,Iqaluit,3.0,,98.0,774.0,O,Manitowoc,9.0,3420563.0
Mdy12022,VJWQJB,1-869-361-7522,2.0,NH,Corpus Christi,,M,18.0,777.0,R,Hub Group,10.0,725379.0
Bkw12023,LRJNPNJES,1-124-884-9170,0.0,WY,Orlando,2.0,,59.0,492.0,U,United Technologies,,3069838.0
Khb12024,Fqfpcrwsji,,2.0,HI,Amarillo,2.0,S,86.0,698.0,U,Advance Auto Parts,7.0,547362.0
GNF12025,Pxvvutnrgrrf,1-560-452-5928,,RI,Fargo,5.0,,98.0,645.0,O,Harman International Ind.,4.0,907349.0
RVM12026,QBNCJJEESFECBSZJA,1-724-652-0603,1.0,KY,Wichita,2.0,M,16.0,462.0,O,KAR Holdings,7.0,112328.0
BPI12027,Puiruojq,1-340-586-8329,2.0,LA,Santa Ana,0.0,W,77.0,670.0,O,CH2M Hill,5.0,499530.0
Rha12028,nrbljpbleewoz,1-968-671-4065,3.0,DC,Kitchener,2.0,M,94.0,487.0,R,Norfolk Southern,1.0,
Vpp12029,Mlxywpxiypkcdczdtllmhzl,1-361-100-5701,4.0,OH,Topeka,2.0,S,0.0,430.0,R,AMR,1.0,1400686.0
evf12030,Pitvvuwecdwxgzf,1-994-982-7430,2.0,HI,Overland Park,3.0,M,38.0,784.0,O,New York Times,4.0,2360105.0
KWD12031,TVWPHWJRIEHANZ,1-501-078-1236,5.0,KY,Nashville,0.0,M,40.0,327.0,O,Mosaic,5.0,3268603.0
Ksy12032,Bmwvnbekxkxcshs,1-058-180-2847,2.0,DE,Escondido,5.0,D,8.0,788.0,O,Dynegy,7.0,2706821.0
HTJ12033,Maqlmtytxurp,1-580-544-4132,4.0,ME,St. Petersburg,4.0,M,82.0,523.0,O,Discover Financial Services,8.0,2070917.0
Vgv12034,Qgqtxjlrpoiowetlpjydh,1-392-653-9699,0.0,LA,Chesapeake,2.0,U,49.0,822.0,O,DST Systems,,
lrr12035,Xdajlrgpntfjktcikpinfwatwax,1-105-415-4610,5.0,ID,Oklahoma City,5.0,M,53.0,753.0,O,Corn Products International,3.0,2776020.0
