gncd,cntr,ntwrth,ddrssln2,phn,mplr,ncm,nmbrcrdtcrds,mddlntl,wnrrntflg,frstnm,stt,nmbrcrs,nmbrchldrn,mrtlstts,g,crdtrtng
Uhj10244,United States of America,934449.0,ecurmxecpvwflymapwd,,NTK Holdings,491342.0,10.0,,O,ytdcdiicxhyeupnyws,GA,3.0,0.0,,86.0,317.0
AFX10245,Canada,178195.0,Auzaaygvzdgvuunrabnqajtjxwypyjap,1-004-219-7946,Molex,268530.0,8.0,,U,Fmsgkgmjzbljbfhy,OH,0.0,5.0,U,93.0,698.0
ysy10246,,3334740.0,MOXRCTNUVTZSKOGDQKJXBDNGTZPNFLCSQSJEHIMHKOHSBYNGUJYH,1-258-304-3561,Seaboard,149840.0,8.0,C,O,Gbapcdof,Nova Scotia,4.0,4.0,M,,345.0
Lbh10247,United States of America,210735.0,rhzmslluxsgxxpujjlkgjh,1-541-950-1149,AMC Entertainment,212549.0,9.0,,R,Lmvnthjc,IA,2.0,1.0,S,14.0,712.0
Byu10248,United States of America,1605213.0,Qdvbrffwighfrqjxfrhlvtsjndphdihfmllsjkcdmuuxpwhuhhfjz,1-932-286-9093,Landstar System,494257.0,8.0,q,O,HJYTFLJ,IA,0.0,2.0,M,82.0,
Tnm10249,United States of America,2201179.0,Popvahcsnredzywonecivhmrcqd,1-955-396-2292,Bank of America Corp.,106601.0,8.0,E,O,Hwgavqhqamikzowntrgcqdbkwhi,MO,5.0,0.0,S,,640.0
hbz10250,United States of America,,Ekttdampaaqvietteuoravuwdulnfvntxfrlasp,1-823-192-3915,BJ Services,457880.0,6.0,P,O,Ovyrszdztautzaehut,CA,4.0,1.0,M,27.0,312.0
opb10251,,2375551.0,Kegvtspwsxnlmejbtspikondfcbzqhvuqmoznftpuupzpffbhbed,1-892-451-5243,Frontier Oil,,,v,O,NBASXOQSQMNLZAOIRXPEMEDHBHPK,VT,,3.0,M,11.0,696.0
Sij10252,United States of America,279304.0,atvidwgtplloccnnxcxiaiauhnilimvrkbxsoswxcvgf,1-061-406-0912,C.H. Robinson Worldwide,385159.0,10.0,,O,LABOGYHJFSLWYPWJCIBROMHPZ,UT,0.0,3.0,M,81.0,
Ytf10253,United States of America,2481251.0,Ikvhiwucjlpeehhiqhpkhiqhmhzeahpovhnbnqaetappjfpyix,1-925-436-0564,,320768.0,10.0,Z,O,yowzztqyxbmvwzfphrinaat,KY,0.0,1.0,,3.0,822.0
bmf10254,United States of America,254553.0,Zhdbuggnfsnwtkcucwnbbbinwlqlmr,1-466-359-7782,,30692.0,10.0,,O,WTHDGLOF,MI,4.0,2.0,,29.0,652.0
NKT10255,United States of America,3909587.0,pklujrgvkbdplbhjkmtwjecutzwayxwcrjawqhfu,1-079-252-0572,Jabil Circuit,147976.0,9.0,,O,Estjltsgmspkypsulzbbnwsicqtx,AK,4.0,1.0,M,87.0,690.0
xnq10256,United States of America,1704657.0,EHBPAKXQOXJLBLKFWGXSEZVRLWUDYSSHRPPSWVMWRWIFERFZEXW,1-100-016-2474,Levi Strauss,221280.0,6.0,a,O,Jpuleuat,WY,5.0,,U,31.0,376.0
Ryw10257,United States of America,920915.0,anbmyiqtvunesudaohysraxxwukhboufvgntnqbudhtehrchpfqyxcorrib,1-838-513-1924,Dean Foods,,10.0,Q,O,Ynkdnqcmrwhgbxubcouaowfjiqscvt,DE,4.0,,U,58.0,322.0
Dxl10258,United States of America,1970746.0,Xbwnvscfshfhqhevshhojrufmrlxkfrzhgwoxhwsmqnhoezkmapkj,1-679-831-8308,Sempra Energy,127760.0,9.0,G,O,fubvwclizjn,NH,4.0,2.0,M,98.0,655.0
WUI10259,Canada,210975.0,Pzmvtovhwhguhtqxelspsopmclqtjbtslpjhxbaivdarlxolirdtsknrsu,1-058-163-8190,Host Hotels & Resorts,362611.0,4.0,,O,Lihkfrrkticxmk,MA,5.0,5.0,D,73.0,545.0
gxe10260,United States of America,3111051.0,ojdfvfmkmayamtn,1-232-635-2314,Wisconsin Energy,173127.0,3.0,,O,mvphqgmbvalawizryvyyhdjcsvz,MT,5.0,4.0,D,69.0,702.0
Tab10261,United States of America,1066331.0,Ovlbvohpsdfqfw,1-232-065-9481,AptarGroup,400274.0,,,O,Fnrvndmlrmwiuuwadkhx,British Columbia,2.0,1.0,M,37.0,549.0
Mfn10262,United States of America,2072522.0,utrzxhfgfsotnrnmlrvdphcvoaksrbdcekk,1-940-115-5277,SanDisk,283225.0,,B,R,Sqtkxseiuzpqqbsuahekjmxtxagy,British Columbia,0.0,0.0,W,40.0,601.0
DXP10263,United States of America,1728775.0,Wriayiwznpvlbcyjuj,1-564-271-6885,Atlas America,159061.0,6.0,,R,Tfjwisigwkvnhhlajpuiinart,MN,0.0,0.0,W,35.0,572.0
dao10264,United States of America,,uocxznjwviwwwxxqibegsvjhlvbxitncytaxonvg,1-617-385-6314,Dow Chemical,272430.0,0.0,A,U,Rpxok,WI,1.0,3.0,U,92.0,596.0
vyt10265,United States of America,1398203.0,EDQJHKMSQANMRZZADLAUDCHMVRICXKQHCLSVLJTPJKNXV,1-507-554-0043,Lexmark International,273825.0,3.0,Q,O,VBMEXSTXYFJCYBNFQJMKCGPX,OR,3.0,0.0,U,38.0,
zqa10266,United States of America,786651.0,Gmnafqkdrsqsvu,1-183-586-2548,SPX,1229.0,10.0,v,O,Fomrrhpnvzjqvqpdplzivdt,Nova Scotia,2.0,4.0,U,,758.0
Blf10267,Canada,2735939.0,Ygxubomsvijsukulozhgfvhadtbcjqiozaadilwuahwksnpdcoxnnvlvgsjjlikgbmrhv,1-839-574-7060,PolyOne,118174.0,7.0,d,O,dfblrnpqfaibr,MA,4.0,1.0,M,53.0,412.0
DQK10268,United States of America,3486831.0,Gzqdrzcmxoqbdmrweqrakjenwddghmbsmwo,1-877-661-9775,Pitney Bowes,437566.0,4.0,,U,MZYPOKKSAROMMOUMTFCUIGSJLQ,TX,1.0,1.0,U,,349.0
nyk10269,,201411.0,gbkmyndfkjygyvvvfonrxqmyuvkwwboyuxxdbdanwizugksyluxuswtzpven,1-140-898-1845,DTE Energy,42981.0,10.0,O,O,ygyotlyceampsscsfk,CT,0.0,4.0,S,,423.0
Taf10270,United States of America,469962.0,Avwsppzdpccwodloddrs,1-094-414-5927,Maxim Integrated Products,424330.0,5.0,,O,KNUBKBIHNCGBC,MT,5.0,1.0,S,6.0,677.0
FSI10271,United States of America,2430725.0,ZZCNRCSWAIYCSYFOVRWXTHVIFLQSDVMVXAMVCGENUUFQQSUHHTZHNLHWTECWXRHGGQ,1-889-055-3149,Ferro,,1.0,,O,fqetvbmawwqksihhkmdy,LA,0.0,0.0,M,24.0,407.0
XNE10272,Canada,310569.0,jrnqylqwibarcdikauvo,1-491-996-1761,American Electric Power,3906.0,4.0,R,O,WVIZFEMZFNCDGKYELTEYXDXG,AK,4.0,0.0,M,91.0,547.0
qnu10273,,3983979.0,Fbbpszvindlcdhofzdybpvwlytxnowcopcbjczcaajcynxxznwvhauzacsskoblpzdbptpueuhor,1-867-569-4206,Convergys,33106.0,5.0,l,O,KYLERIIREMQZUJ,DE,5.0,1.0,W,78.0,586.0
Xvu10274,United States of America,965710.0,Ljlzqhffyxnlnfjyohoxzjkfxiwghbcdhlfxjhxykkxhixmupjmtaviwjqveokorsnuijjdwkhzfdvv,1-218-042-5808,Juniper Networks,246653.0,5.0,d,O,Wqegrvnutjytqhenuhvdbxr,KS,0.0,1.0,M,63.0,850.0
Icz10275,United States of America,1299395.0,rtiecnqjwgxunlaqcimdyydbwgfxvfhzrkdocojjkprvvagtllrgsvemazlchklddbjjdpsryphvbpvs,1-027-347-2963,Boise,20483.0,9.0,n,U,IELCKCKHTGODYCBVNNC,IN,1.0,1.0,W,33.0,801.0
Olb10276,Canada,,snbnsxxealzjxuoruhkbwknnnguqcrqgewunpvtrt,1-855-521-9038,Snap-On,228863.0,4.0,I,O,Rhvmlqthiuqge,CA,4.0,1.0,,99.0,569.0
GWU10277,United States of America,2207030.0,mmpgedvrmkk,1-857-525-3314,Pilgrim's Pride,,10.0,M,U,gasrrutlqwryqnuqqsai,NJ,3.0,2.0,M,3.0,458.0
Fiq10278,United States of America,2894351.0,ZOVAEFKNCQQIPOXXNCLQPGVTUCG,1-565-181-1431,Imation,344353.0,6.0,,R,Btxrzgsfponqqtpnrt,WY,5.0,4.0,M,27.0,577.0
Rey10279,United States of America,1708443.0,FHSVXWSQTXJUNYKZBKLFSZXSWAJHPTTQRGFSKEIIC,1-305-586-8338,Universal Forest Products,484426.0,1.0,R,O,MSLWYFMRPYPONTFJNPEWDRXM,NM,0.0,4.0,M,0.0,581.0
myu10280,Canada,1832193.0,VBHZCUKBZCGRJRWNYEA,1-810-348-5764,FirstEnergy,395647.0,0.0,,U,Kpiugbzziqdmasqxmhdrqbiqnvdy,HI,5.0,0.0,D,11.0,431.0
Xpg10281,United States of America,513921.0,Oxqsjakkqydteaqfrdcawkvqxkclilslceoqbvfgcuaerlbfsyfzdkicpjguhhagiqvfpvmujcnofk,1-777-511-0980,Holly,110019.0,1.0,W,O,ELJEHUYJJUEDQZWD,MN,0.0,5.0,W,30.0,405.0
Pkb10282,United States of America,1109654.0,RDHSH,1-529-211-2980,Adobe Systems,490258.0,9.0,,O,Jzdme,MI,3.0,5.0,U,42.0,457.0
hpb10283,United States of America,1289753.0,lsuzazniqnaosdzooiqajawtjiblqhksneyqelxpzaypdfdbcmeoijvmnhfrxcxrmqjvgh,1-047-373-3076,FedEx,232130.0,0.0,,R,xuelxopwqoyxnywxujrityqr,MT,3.0,2.0,W,6.0,839.0
Mdq10284,Canada,2399606.0,Qxwufnui,1-184-649-3305,Tiffany & Co,308241.0,5.0,,O,Lffnaytytrvitgrwfsnojj,WY,3.0,0.0,S,29.0,353.0
NBJ10285,United States of America,2092453.0,vthsqdmhguzeyts,1-095-358-1391,Equifax,9942.0,4.0,F,U,oqatffruqifsszajtv,NV,4.0,3.0,M,32.0,322.0
Fle10286,United States of America,1049752.0,dnnamnhiib,1-896-125-6539,PerkinElmer,461275.0,1.0,,O,Jzeoawphjduxjivhakezkjymirgmvx,RI,5.0,5.0,M,56.0,505.0
Fvn10287,Canada,1444394.0,raiurdtgdwslf,1-256-114-7838,Western Digital,145866.0,1.0,M,O,OEYKHW,AK,3.0,1.0,W,18.0,497.0
Dzp10288,Canada,1568361.0,Rylecvaoasgwjjjhtgfnfconziqknudgomboixoonjcvlytyllemjufdagbndsllkezyfnjdxl,1-283-890-2321,Texas Instruments,257215.0,0.0,,O,Xytenxtgcuiu,HI,,2.0,M,45.0,630.0
Mze10289,United States of America,3580542.0,XRQRPMDXOIRQTIPMMFSOLSMLVW,1-302-248-5066,Rohm & Haas,372351.0,4.0,I,O,Bvxdubpkfxjgkwobi,MD,0.0,5.0,M,83.0,653.0
Lgo10290,Canada,3342628.0,Bcgjbwhdemcbbqcxadsqqillaxkyirxflsgihnfzmftbzbdwhcixtgasmgjrjmmurbqyhrixwhyhbe,1-311-208-6801,MetroPCS Communications,295216.0,3.0,,O,NFSJYVDXGRMPBHQCXDQBYJFCKHWO,NV,0.0,5.0,M,97.0,849.0
Ktz10291,United States of America,2972643.0,Etkjindjdsqfuejahzswvrhvmkdjhpnagduffexwyocvggjmjymohvaucsqzbea,1-128-537-1772,Varian Medical Systems,439131.0,4.0,c,O,Pnpfiejuiad,OR,0.0,4.0,S,74.0,644.0
Hox10292,United States of America,3765059.0,laibvrntocwdvjpurzxcfkcwohueqfvoxmpaycf,1-340-166-3025,,432996.0,7.0,Q,O,Eolvhrogmbwtuogcxwnqntp,GA,0.0,3.0,M,93.0,335.0
trf10293,United States of America,3042330.0,qsqddnqomirngqcyfukbtuntjiuofmgxfuxmvvgkqxbcdbxoodnkqpxutrgd,1-979-222-0743,Jones Apparel Group,477487.0,1.0,,R,KZPATZQSQCQNVHQXLKCFXMH,VA,0.0,2.0,M,70.0,676.0
Vna10294,United States of America,398098.0,Kljrkqwaqzqkdmqidmojmftbtuovmrd,1-392-567-8212,,223352.0,9.0,V,O,Zcexffhjuv,New Brunswick,5.0,2.0,M,45.0,775.0
mcr10295,United States of America,1459101.0,Vvnupkxoaknmgjhqgjijmokhropuoklrpufvnwjioataxqojdiedrbi,1-455-518-9563,Beacon Roofing Supply,401127.0,6.0,,O,KCZOPHYIBYKQMPQEDJUCOMC,HI,5.0,5.0,S,25.0,599.0
Fay10296,United States of America,1358996.0,Bmapsqjpgehbmzhatsqhsjprwfzqcvfgzuguqbalvgiepjevojyyiopgawzwfvurzkko,1-874-304-1355,Volt Information Sciences,213534.0,6.0,,O,Dchyvmccaydvybjxrnj,SC,0.0,5.0,W,55.0,743.0
sde10297,Canada,3000931.0,JDROVNQ,1-043-090-9448,Fred's,38680.0,2.0,,O,AKZSTJWJRABHUOKRRR,Manitoba,5.0,4.0,M,16.0,644.0
Wwl10298,United States of America,2923214.0,Zrddrqajmiwhvzabocuutvwhcnbbpcduzyjnbytvukvwcwigrpgsqkivosghnytcgukekn,1-017-432-2881,Goodrich,31504.0,2.0,,O,fxvibugbig,WA,4.0,5.0,M,80.0,506.0
Yqd10299,United States of America,2283233.0,,1-915-026-8498,Enersys,354937.0,3.0,,O,FTBVDDGCGZJTQJOPFSHSHWAKNTRI,GA,4.0,0.0,U,51.0,364.0
Qux10300,United States of America,2029826.0,ZVTPMHJLISRSRMTIDSKHXFLBIGFKTMFRYMFIVHHNQUUIDYELVACHVRQQSWHODPTZ,1-498-930-4567,Watson Wyatt Worldwide,120173.0,9.0,V,O,Nrwugodfahgazniimtkblp,ME,0.0,0.0,U,43.0,629.0
TGM10301,Canada,3379446.0,Zekfrcl,1-318-775-6031,Fortune Brands,119606.0,3.0,,O,YONVTUVGHUFBARLOWULMKBGJCNO,IA,5.0,2.0,M,36.0,404.0
byt10302,United States of America,3317149.0,cxuutdvosfwzzphsloealvvgcmmboqbzhbgrnkco,1-294-940-2458,Electronic Arts,473204.0,8.0,,O,Ykhubhsuudztoydxvnhunvjzvmi,OR,0.0,,U,72.0,361.0
dzi10303,United States of America,527327.0,VYZPQCFOBCSHDWRYAOYKIFHKAFNDKKCTDUTYWQVOSHQVMEJMKVUGUGVZANHAKNXHNBJERHHM,1-350-669-5303,Bed Bath & Beyond,220189.0,4.0,,U,Wbsanfke,SD,3.0,0.0,S,,325.0
Jva10304,United States of America,2963048.0,FBFYJCYX,1-920-790-3833,Crosstex Energy,216199.0,9.0,,O,ozluwvqvqukhuonlvfu,CA,4.0,3.0,S,96.0,828.0
XAX10305,United States of America,1316666.0,Cqhsqsltsyitghtqpkrpdmxkuicoyouehictkogwifsbrlyphugokihtkclitjsjl,1-913-949-5843,BearingPoint,317544.0,4.0,,O,Fxcohhuoyfmzpmlcz,Alberta,2.0,5.0,W,16.0,420.0
Oyj10306,United States of America,2318998.0,Raclxlvvyoixdnjtcvlfhakrvifyebiismdmsciircogefvwwbfhsgqgstvyse,1-625-232-1467,,328235.0,5.0,,R,SWTVHGSCVTEKBSHCIRNQNC,KS,5.0,3.0,S,59.0,465.0
zbx10307,United States of America,883453.0,Tlgqbadulwlgccalaxhcjgqfmoevpjldvuuwgvynqnsu,1-253-192-9819,Intel,307637.0,2.0,X,R,VDDHBBDINHZCWJMHFBIPMRPUVC,LA,1.0,5.0,U,6.0,771.0
qph10308,,2037517.0,whvqozlqxessloeeqfuqpsaopmgbqoahjrdfoxsrklhofgawmprakcikwdnqwjdtdcysrnocbzhwfwcq,1-101-717-4949,Electronic Arts,449834.0,10.0,,U,Bhheebikleyhghxhoiwevecpnac,Nova Scotia,2.0,3.0,M,95.0,717.0
PJK10309,United States of America,,IUICYQBODHHYHLTCOYYOIJJJNJWFHSR,1-132-426-9783,Beazer Homes USA,174691.0,10.0,z,O,Rudcexiihfohvcnbvhmpcgech,MD,1.0,4.0,U,35.0,710.0
Ptq10310,United States of America,3591541.0,,1-582-685-3313,Tupperware Brands,389627.0,8.0,,O,Dwhcdslzstqosgvjbkz,RI,0.0,4.0,D,29.0,359.0
QLT10311,United States of America,1288257.0,MWNCNORUZEBJXOXVWVCHRMHOAUCL,1-031-339-5975,Vulcan Materials,125434.0,6.0,,R,WTTOKKIKSBXHJZ,Saskatchewan,5.0,0.0,D,55.0,810.0
Jse10312,United States of America,935104.0,Iqifigghurncuwvuvagsuetdhkreifgzakdsqmgqwhoxbca,,Cablevision Systems,356850.0,2.0,,O,SKVZCUNMKQWTNMZQPAIKW,AR,2.0,5.0,U,65.0,661.0
hqw10313,United States of America,718332.0,Ochhdnfjdqemotyaxdllejddggmxstquokbknvbhtiemqxlfjjxlcbbihodijug,1-523-145-6138,Ryder System,,8.0,c,O,Dkcakom,IN,4.0,5.0,S,6.0,639.0
Lpg10314,United States of America,235965.0,RDCUPDEXZBBHVBYSGOHSWSULVVLWAHRETYSFSXNCFLIVEGWA,1-749-501-1692,Hanesbrands,276764.0,7.0,d,O,Dsnyiwqzomte,Prince Edward Island,5.0,1.0,M,63.0,458.0
Tla10315,United States of America,152544.0,Auyfghifrxgouciozezoxqukitopkhbup,1-575-129-6524,Western Refining,113138.0,,W,U,BNZUEIBLIGHQRV,Prince Edward Island,1.0,0.0,,20.0,395.0
ONS10316,United States of America,692004.0,rnwhnmazvpbsaavvzvmwayfeailpwxzkrcrqbqiqoeyew,1-113-661-9093,Flowers Foods,304274.0,,I,O,ecndmqskzhwwatvvejsiptik,UT,4.0,5.0,M,7.0,372.0
Ukm10317,United States of America,1263478.0,Fjjxogwuzevwulplekxmzltyors,1-529-338-3011,Family Insurance Group,409138.0,7.0,,R,KERKWI,RI,3.0,5.0,S,57.0,590.0
ekn10318,Canada,2451725.0,TAFHTKEFKUGXLGLTZECQUQQMFSKHJLXLQOHFQZERZRTV,1-251-128-1614,Wyndham Worldwide,169215.0,2.0,M,U,xvufgbtupbpinooaeqiwlxsxijou,CT,2.0,2.0,M,31.0,644.0
tle10319,Canada,2572155.0,Nalfy,1-167-231-5244,Convergys,183997.0,5.0,,O,Frzshjyonawmdpkxejxdd,ME,5.0,1.0,D,47.0,
YXN10320,United States of America,3017947.0,LWHLVJETUVYADXQDQCBQRYIFPSHGTFCAZPHDPUNHLYPSGA,1-746-577-8502,Baker Hughes,305712.0,,,O,Qvsfvwrklpkxyycsazczssonxji,MN,5.0,1.0,W,30.0,394.0
Zzj10321,Canada,2583073.0,Xjlwwrmdfagoffozgchrqbgiwgdfsrukiqvjezlhnxxmwruvyhhfuo,1-509-447-2508,Enersys,370852.0,2.0,q,O,ebnyosgftrctfunaaq,CO,0.0,5.0,U,30.0,566.0
Mcw10322,United States of America,,WVCFVBYYVAUVIMXDXLDNSHIEPOCXRPDYERVVCZZMBQHPCAFZGGCMHSCJPEASUXBNA,1-307-390-6887,Mueller Water Products,61789.0,9.0,v,O,BVMRIULUOLOAM,Saskatchewan,1.0,4.0,M,86.0,398.0
BJO10323,United States of America,245862.0,Vjbnepxystjpagvlmxygrsjaamvfruneprxewugcgg,1-444-903-6881,IDT,4923.0,10.0,,R,Lqhdqfiybhbucnqxusszbov,FL,1.0,0.0,S,25.0,484.0
Hrf10324,United States of America,2719205.0,NGGTXLXYVDYCFRRLOABZMTEFNRVPNGGSOQHPNKDRSBUTVZKGLZWRGVQ,1-858-508-4426,Apache,125828.0,5.0,,O,Kyykobrwbvcgsmm,Newfoundland,1.0,1.0,M,89.0,616.0
Ncc10325,United States of America,1740714.0,Rfsrsjsrdogcjodwseqtjapsjbwhwdyuwtvddownuk,1-286-527-3740,DST Systems,135487.0,10.0,,O,Hapkabenarthzygblqfvk,WV,5.0,0.0,S,0.0,643.0
IZH10326,United States of America,2637913.0,PZCEMEEQEUCRAC,1-153-003-2570,Bank of America Corp.,195856.0,6.0,,O,Wtnqbsxglojrbnxogqyagcxbuofo,NJ,5.0,3.0,D,18.0,809.0
ltw10327,United States of America,727773.0,Sxcheabppcgezq,,AptarGroup,114169.0,4.0,,O,fjtdeyhytxbiovkfrx,VA,1.0,2.0,U,1.0,421.0
Erp10328,United States of America,,Vpgeittvpzfghyzcfwslvoacenouujzviiiiuvchcv,1-552-571-2630,Goldman Sachs Group,,4.0,,O,Jwhgqtvixaepnadkjohvnyprroro,NM,4.0,0.0,M,,441.0
Ihj10329,United States of America,2183914.0,LQDURDCCKUHRYWRAVLVGJMPGMHDO,1-190-154-2038,Electronic Arts,7519.0,0.0,k,O,tuabamybqvgszrkmpyejtg,VA,4.0,0.0,S,90.0,774.0
Dvp10330,United States of America,,FHRGUSTVXKMYULXFNUHGNYJKMKMHWPKBPANMFYLAJQGAREJDVLZVHYXGYHYWDCMSVTEPRVMBNJMJXTCS,,Constellation Brands,238879.0,3.0,,O,XYSUPXMUDSONENB,OK,5.0,4.0,M,99.0,543.0
Fvo10331,United States of America,1910630.0,Lkxawpyg,1-552-106-9068,Global Partners,216087.0,8.0,,O,Marragvmbahnpcowijc,ID,3.0,2.0,U,57.0,428.0
EAS10332,United States of America,,ucrmgwrpbkranntlremfvnbrilpgswgbs,1-767-207-0142,,102912.0,2.0,,O,xcphrvmflwekpvirgpsg,IN,4.0,1.0,M,60.0,807.0
Khc10333,United States of America,2179513.0,CAFXKUWMDMZRWHFOEXKBOPFRLESLLYENOCZXZFKYRNBPUXHFUBLY,1-724-066-2268,Polo Ralph Lauren,,1.0,W,R,dramllhzkuawhyhabqcbfvrqph,NC,5.0,3.0,,16.0,799.0
Koa10334,United States of America,196241.0,Hubepwrgjsymcblrkolkptqemjlofrasodjrasmid,1-964-615-1655,Fortune Brands,141657.0,9.0,,R,Zbcgwtroccemfyxeismixeca,NY,5.0,3.0,M,15.0,641.0
haz10335,United States of America,281132.0,obprtswaqvddyfiimktrwrrgpuogxg,1-919-806-1423,St. Jude Medical,57554.0,1.0,b,U,ZAYBDWD,VA,3.0,0.0,W,87.0,377.0
Ail10336,United States of America,3115635.0,peympelgqbywcjatvxcequtrcdmdhgssbkezcciggyuvsffndviyeppvglhyfknawcvdvwxncujafkn,1-361-273-7223,Rohm & Haas,4825.0,2.0,,O,Hzvhrwtkcjlqvkgrbkdm,IL,5.0,0.0,M,84.0,767.0
Uuh10337,United States of America,1984970.0,Hmuakgj,1-720-046-2092,Family Dollar Stores,355454.0,1.0,r,O,Okjppyxezwxlclavobkzrpskp,Manitoba,2.0,1.0,M,11.0,732.0
mwh10338,United States of America,1559480.0,lrvvgxzbjrqhljtxqjuinruoupkkodullennjfchlgwsqfgowqhnrjgumjvunhxt,1-804-311-6034,Republic Services,,9.0,a,O,fjhnurwnsupln,NV,2.0,4.0,D,,802.0
Rrl10339,United States of America,392657.0,Kqqcknuqen,1-433-384-7483,Moody's,48574.0,8.0,,O,WFDFZJJGVXWNXSCQQJG,GA,5.0,3.0,M,61.0,490.0
NNQ10340,United States of America,1940637.0,Ucxcgxjekmsilxpbvdewdhndpxrcvvqkgkdvfclypfhpqblfdhynrn,1-663-672-2415,Crown Holdings,132397.0,6.0,G,O,Olvvijmgbdnceglrqxmpycomw,New Brunswick,5.0,2.0,M,82.0,523.0
alz10341,United States of America,934030.0,CFRXHHXCQJVZZCSLPHDHNTYPZAULVUOKNPHTUXWOKLWA,1-088-558-9319,Affinia Group Intermediate,262640.0,0.0,,O,rilxdfatizxtplhn,DE,0.0,3.0,M,87.0,319.0
Bau10342,United States of America,3762105.0,Krknpqicnvqnmkmkmtpjeyuwjtpbzygstcqmggwbkpu,1-705-610-4310,Sun Healthcare Group,427107.0,4.0,B,R,npvxqamatjziritoeetoahbuds,CA,1.0,1.0,U,76.0,789.0
WXP10343,,1338212.0,Tnegnkniqgobtaravginfrsmcodhzajjzlgnpqibytrgaczbwldvgldgkljhdlwznbwdnbrzls,1-081-860-6404,Capital One Financial,129602.0,2.0,,U,rrharbtzh,WY,,2.0,,81.0,329.0
Ohn10344,United States of America,1096324.0,JISOFYWXHGXVQFACQ,1-355-319-1506,Merrill Lynch,342104.0,9.0,h,O,Bgitxoqtnelqvbhxneoxvpcje,NM,2.0,3.0,M,81.0,371.0
Pbp10345,United States of America,1614409.0,kywmentjxglawecgaqiwwbz,1-871-826-4670,Newell Rubbermaid,82651.0,3.0,,O,SIXHXVSLIJKQETDF,IL,5.0,2.0,M,97.0,395.0
Jvb10346,United States of America,2246040.0,nwhvwqftezsmbupschonunlolvqyowplrmppwoitqwpardvioigafcsyb,1-761-170-5202,Molson Coors Brewing,105275.0,2.0,,R,crzvoycfksvwlepkukbqfs,KY,0.0,4.0,D,3.0,366.0
dqf10347,United States of America,1029298.0,Rqtllqaekhchbdyfeoknawximel,1-587-880-0627,ArvinMeritor,448502.0,9.0,,R,jovhsov,LA,2.0,3.0,D,4.0,462.0
nig10348,United States of America,1655587.0,Pepggakxzjeiijauupuwvmqfgdptwxcgnlbwtfkkjocvnzwdimprxjbcmjr,1-719-208-4675,American Greetings,179046.0,10.0,I,,pxtgxxefgqrjpuquegdywfccvwss,DC,2.0,,M,,822.0
ijh10349,United States of America,628241.0,PEMEVHLEQQFTUVCC,1-873-220-3176,Spectra Energy,81237.0,0.0,,O,GIQQOMJWQCBWBUWVMREBLBJHQTN,AR,1.0,2.0,S,47.0,319.0
Qrq10350,United States of America,3909501.0,NVNKJQHOJCAQONPKUDGVBUMIIWAFZRLRDHJJTPBESMADFZBYTXARVDNFT,1-531-012-4816,Consolidated Edison,187235.0,10.0,A,O,Lxjkewmzgzstfwylnpzpazsvqnztrf,Alberta,0.0,4.0,M,23.0,638.0
irk10351,Canada,3861614.0,efcocqtxru,1-979-875-8949,,,4.0,s,R,JVGSKDWCOAXVFDLKPQ,WY,5.0,2.0,M,91.0,382.0
Ikv10352,Canada,658709.0,Oxjhdbybujnoviafvjxaauzmfsxtnkw,1-470-876-1088,NCR,399618.0,8.0,,R,cqkdachsexzel,Prince Edward Island,4.0,2.0,W,2.0,540.0
Ncs10353,United States of America,761014.0,Ogjvdorsbfafxoazmmakzlvltvdindhyusbegzsjloasakxqepeludeijifxjjvwklfkrxqdjbv,1-554-862-3206,CVS Caremark,73873.0,4.0,,U,kivuxppuejaatqblpajmfkpqxl,IA,1.0,2.0,S,72.0,537.0
Uin10354,United States of America,166804.0,Ywyizuqgdcpjknamsoceaveuihuguvfdwymhzi,1-809-239-3397,Starbucks,314126.0,,Q,O,lfknijr,AL,0.0,3.0,W,79.0,476.0
owt10355,United States of America,2581250.0,JRAIBAQMKDGZUSNYBWYNVYNOEPKYIFETXARDBGFHMMYXMRVWTOUIGQNPUGOWDMXUZFODKXPOK,1-060-313-9471,Adobe Systems,58833.0,2.0,,O,Oadsjqmpnoht,CT,2.0,2.0,U,80.0,338.0
DMO10356,United States of America,2001020.0,ooytyvraccxpbinymglbxikyvrzmiskgyj,1-503-989-3129,Hewlett-Packard,228782.0,3.0,,O,Nrmxbifuoncryxfrnjyfmhq,SC,2.0,5.0,U,22.0,378.0
tir10357,United States of America,3402376.0,EIXKPSRVNAKZNLWDIRTFTVMMBRWV,1-587-705-0465,Macy's,389600.0,6.0,,O,LWAPR,AR,1.0,0.0,M,96.0,750.0
Iic10358,United States of America,2587106.0,kkqmghuoxqzyziklsapuityjafjahvnevkdmkmsiogvipepgpfxc,1-322-772-8527,A. Schulman,65253.0,0.0,U,R,Eeeat,AR,4.0,3.0,M,70.0,
Opz10359,United States of America,2020424.0,Sqmiqsbsusxdrcqjyogetnofdrwabxcbnzihpfvlapyqxfpcoxivxlfq,1-616-532-9108,Baldor Electric,386846.0,1.0,o,U,mhyglenwhsjr,SD,3.0,4.0,S,48.0,411.0
Ixt10360,,145788.0,cveemekppabgycobdhfuqu,1-186-327-7115,Lam Research,447731.0,8.0,,R,Ngdqvnokmsibmdhurfioqjqkibq,RI,4.0,5.0,S,85.0,781.0
