State,NumberCreditCards,AgencyID,LastName,Age,AddressLine1,OwnOrRentFlag,MiddleInitial,Country,CreditRating,Income,NetWorth,NumberChildren,MaritalStatus,Gender,NumberCars,City,PostalCode,AddressLine2,Employer,Phone,FirstName
ME,9.0,Hxl6881,Hxldvvpmmxlzkijp,,Uelvaihiahwgdlhopbfkd,O,,United States of America,652.0,377875.0,2777420.0,3.0,W,F,1.0,Provo,Pitkub,kdbsmnvcwfhhxgbevkyejnxtxrotetasttgwpdmtjbsilrxujbmvkoimsugkkswwmbsecjvvlndkdhzn,AmerisourceBergen,1-360-177-0557,Iqodyifraw
WV,4.0,emm6882,emmvyphdtubgxxmexuuoa,25.0,Oxqizvjqsezdmoykmzjhujnnxtvdcezipdhbffagreawfhs,O,J,United States of America,306.0,51999.0,,1.0,D,,4.0,El Monte,Hknahaty,Ukuchnenxunlnjpconifvhbgtocincoxjmrqusiiwdzlzxyvhufvczj,United Parcel Service,1-508-441-7754,RCEAGHCDNZDUXUQKXY
CA,9.0,npd6883,npdqgzwdcypcudzuelimraseilxuat,11.0,FMKJQTAU,O,,United States of America,788.0,252483.0,264040.0,2.0,U,,5.0,Saint John,prqcapq,RJWBBEISAXFQJMGOXKZASPNPHRNJPNBDJMQJVLRJGDZEXARUPRYORFXLZNCULFOFW,Quiksilver,1-779-953-7483,Aqkwokshvrabjaqzxtuctwuhtqd
WA,2.0,VLT6884,VLTDNWDZOUFFUB,81.0,ZAJHDIZRHAYEKSZEESAZCFCDUDDKUVGEVZMTYRSIRZXRTQYPYSNVVPVSUCOQMQXSLORDDKFJSQCDKXXY,O,w,Canada,310.0,246327.0,1383026.0,0.0,M,,2.0,Tacoma,Oqupwuyeil,Dppjxvc,Harsco,1-042-507-9102,Jzcimepdqhrmfpbsjhgygkkgz
Manitoba,7.0,Tgc6885,Tgcjjnzzfy,43.0,,U,,United States of America,451.0,222552.0,176915.0,4.0,D,F,3.0,Warwick,Vxwfe,Asehpcxwotctqzkjzovwnoihexgczbvti,Mueller Industries,1-676-241-3034,Tnjorbhtomupbznuav
PA,10.0,JZK6886,JZKLXIRZSAW,10.0,snkdsimjxceoatqtmkrtqyt,O,,United States of America,457.0,150558.0,538437.0,3.0,S,,2.0,Quebec,Vudals,Mkhdotokqwevcmqpzeicswuxouvaq,Northrop Grumman,1-726-622-0123,Yybhpcyuloighkrv
NJ,6.0,DYL6887,DYLKNPRJLXYHLTSSNMVNXFFKMKPQW,36.0,fxpcbavnfsnljajhebohrhrgnnetwbni,O,V,United States of America,,23326.0,3913415.0,1.0,W,x,5.0,Grand Rapids,Guhkchbil,lbruifidngfkeqlxaiforbashcuenarhgijodfnvnazutcx,Kraft Foods,1-085-088-0514,Pypppbigcmkaahbkkokvjch
SD,10.0,WIE6888,WIEWAHKARXTCQJGEFFJMK,36.0,TOWPDKNIVLBYIHVTTKEHGJMQQQKABKKVNKV,,,United States of America,606.0,399734.0,3549944.0,5.0,S,M,5.0,New Haven,Xnralri,lsxddpsleiigbxlqdcuwnwumymgz,Fifth Third Bancorp,1-690-126-3634,Bgiictvgzqz
LA,2.0,Lal6889,Lalhdakhpvermwhrkwfo,82.0,Naaeqlwgiqutjjprhvtzelr,O,,Canada,786.0,132673.0,954944.0,1.0,M,,3.0,Macon,Ywmnfqqdcf,Irqagjxzhkhzhcet,Xerox,1-345-008-1472,ovkfnwhozb
Newfoundland,9.0,Vkj6890,Vkjffn,20.0,FFZORIPONWKFJNXPZNPLJOKMAZNUMJVEPBYYFBBINLUVPFOYJHJPKVAPQKLESIOGBCJJNRJVFBFST,,,United States of America,810.0,392504.0,3937245.0,0.0,S,,5.0,Allentown,,kztfdsbgpejmzpxonatpryuftweydftokfjaiblavyg,Ryder System,1-012-055-2996,pkbghedkuqiggapnljxhec
TX,8.0,faw6891,fawgdoueubabeaqeiravvsh,36.0,PCMPWSRBDOCQNZVTEWUAIHNCPBACDGWKWHTZOFEUEMNHVIJHCFPEOFRQ,O,S,Canada,799.0,230047.0,761403.0,5.0,M,m,3.0,Kitchener,RMKUXVU,RXBCCEUXQCQDOKGXXMCTKJOANBECRGMPXFQMUYMB,Southwest Airlines,1-921-371-5267,Jdcsnlbsw
UT,1.0,Xjk6892,Xjksftmunbianxiab,46.0,nejfefybxagqyhctasbgowoiaduj,O,,United States of America,641.0,297993.0,559145.0,1.0,M,F,1.0,Wilmington,brygdnm,Gslzufbajiactrkkmuaxhsxttheusqvltrkcuaorpangcnpkcocyw,Juniper Networks,1-188-292-0096,xxgrbhxe
CT,0.0,kmf6893,kmfhwdwirdiehnjnovxvcmnkhuom,93.0,qdwqqexrtmmhcwegtvvishtupfif,O,,United States of America,761.0,209026.0,730025.0,5.0,M,,5.0,Winnipeg,OOLSVGXSB,YGYBQ,Praxair,1-641-726-2598,oeubxaqprowgxvjreffaoodrxfhcqk
Prince Edward Island,0.0,Heq6894,Heqwuko,,Dtprqdzfimzsfcbjfszerdcnkhawwfguniaibbnelwxijapdq,O,u,United States of America,359.0,262509.0,3978838.0,2.0,U,,5.0,Cleveland,Vyxst,JJSXDPVZXENEPNY,,1-427-062-5389,CACENEQZYWKEBMLZQOZMG
PA,4.0,Iqk6895,Iqkibtkx,8.0,,O,I,United States of America,620.0,127277.0,3992315.0,0.0,M,m,3.0,Yonkers,,tighejcrvdazcvcmqhfnvncjlv,Alaska Air Group,1-104-919-1054,caowkedbcfjnt
IL,,tgx6896,tgxtiebuhndlwlmhbjopjcephiotsb,52.0,Onhvkkcpciveifobneezecmorfxgejkjfadufibnhgobeaiyaxsuyqpi,O,F,United States of America,389.0,257045.0,2815926.0,1.0,M,,4.0,Austin,Ihqfbzmlatvh,njvguqajhtt,HealthSpring,1-714-934-2920,FUQPFSCMIBOMRU
WV,5.0,Idy6897,Idycmdlotrpnsxkbwjdwp,7.0,vabqfrwsnmchusshtirmljtusgiavrmdqlwwmbvxlnmepmk,O,g,United States of America,501.0,,2740299.0,5.0,S,F,3.0,Madison,Qgowoox,Wgtnkkqnkgarnehfaoctoeimgtomkhwverklltdrjrislwdyiipnazjvehgiairkwuzxdayop,New York Times,1-158-734-5221,QQFDBATZO
WV,6.0,YAS6898,YASLF,1.0,yzmljgbjlowulztcvardlbdkhuqbbxucnshckqcrqqwajaknkuyrbrrlexagifublohtfijagkgmqrze,U,,United States of America,711.0,432047.0,874102.0,5.0,U,m,,Erie,ifugbsuhncpl,LCERVHSCQWRIMQUHJUSWGWGP,Domtar,1-126-816-7839,Bvswnfiniswzzbjgjfp
MN,7.0,RFH6899,RFHLYRIWQLPJIXMYPHJXWMJWEQSNGM,82.0,lnquwyovjwepqhhiujdvnuefuzarvytawdfhpfdexihxwoq,O,D,United States of America,625.0,292228.0,,0.0,M,m,3.0,Scottsdale,Pjzsl,Aywsr,American National Insurance,1-775-227-7224,fqsdvmoyzoxcxt
MS,7.0,CVI6900,CVIZP,59.0,Schvdogxhypaedoptqybohlsjvxlcshgublhovq,U,M,United States of America,716.0,103708.0,1164761.0,4.0,D,,3.0,Birmingham,TSVIT,Gubxhhxunw,Auto-Owners Insurance,1-336-018-0726,Aadaeuflzukweu
British Columbia,0.0,Ysh6901,Yshpixabvdxqtwkmsa,3.0,bsastmgxrpqanxsxckgkwcpiwglptgzxtqeqyxfzbrdjcxikuwuuluidfygwjqxqyktwxgtdyuputvf,O,p,,559.0,9205.0,2081934.0,3.0,S,,2.0,Jersey City,Xjqgqjjrg,IFVEIDCRYFKBFM,American Eagle Outfitters,1-909-023-1845,Qvpuincrtmrfbp
IA,10.0,kfo6902,kfoljfunrlehlixzhbgcouablrv,86.0,RRFSIFAPUOBUJTFUNBCCYIKSRK,O,P,United States of America,768.0,362176.0,3872836.0,5.0,M,m,4.0,Iqaluit,Mrzclgloh,Ldkulnebllmmrbhavpfvzoisebyfwrytnsoabtwpfnrxjxukscrdurwsjjrddwdmmec,Medco Health Solutions,1-922-573-2555,qwsfb
VT,1.0,Dig6903,Digqbkhzjuaaw,38.0,,R,,United States of America,848.0,171685.0,3705548.0,0.0,M,f,2.0,Brownsville,Xpejmat,Vwhgggyvaavkkpyjeyutyhoalkesqxythswnfutxsdozrjjxuyqkagzhrtbcdzlcjvuysgajoggn,Edison International,1-211-549-3645,imnjiceybxzkenmukmhiwasadwmlef
FL,5.0,Quy6904,Quyipckcztyvjviarpcqxwvrtlfd,52.0,Ktbxeorxrwqnbdonywwyrokoqucnzm,O,,United States of America,580.0,393424.0,1789836.0,1.0,M,,4.0,Santa Clara,Krfzqhiiqbh,nygjbsebepjfdvpdnkmoleokyzoummmkkmwhh,Rock-Tenn,1-609-901-0741,Etiyqrokhruwkfbpi
AL,0.0,Wrt6905,Wrtsxpo,12.0,Hvxrgbtsuaf,R,,,491.0,422156.0,2926290.0,3.0,U,m,1.0,Hollywood,AEKSATM,uzhgaxjdfbiwuidneryhmrfrkxwz,Massey Energy,1-655-640-3395,Aotffjnnveylgfkcckaajyja
FL,7.0,Dcg6906,Dcgyfdnnwoxjpmpg,7.0,RNBKPWQFNUYGLVYPKUSTIPUCWAKQJEBLDBWHQNDXTKWPI,R,,,313.0,315451.0,3241399.0,0.0,S,,4.0,Peoria,danrsf,Icnlpqcxjdrogzlcbrcmknmxmecqifuzqvkhkzaylvjafowdpujayhlfeeberlniql,LandAmerica Financial Group,1-264-845-9201,HYIPZAVAQMGRRIHMPBAN
VA,8.0,Ekp6907,Ekpkjqthznxtp,47.0,Spnkc,O,,United States of America,630.0,244650.0,3716876.0,3.0,,f,1.0,Fayetteville,,Pyadoqumriwnysfxdvrmwqkylbfiutfsgovbuwujtolptmbgmvahklidfnzynmorwwsku,Knight,1-797-500-8223,Euarc
UT,6.0,DDD6908,DDDSWFJCIOXBVVTKFQGBJR,84.0,neaoxvgrthvvimhjtgzfmsluatbnrnupnkxkcefwmvqlppsormizlirlkkz,O,F,Canada,572.0,358163.0,2974535.0,4.0,M,,2.0,Sandy,Gddqkvcyu,Jiashkofkcoiwiwgssujnntwpxufbdugtqjgyeaqanxqpmcbitgyqvzahycjkwhxmkfujnufbmxaf,Publix Super Markets,1-054-289-3207,Recrcldu
Quebec,6.0,gsl6909,gslyuazbmvxlmcodi,3.0,lygxiybrfwvnlmicbfshpgifmhvjkwxscd,O,,United States of America,606.0,421383.0,674410.0,4.0,U,m,2.0,Spokane,Haxxgfs,NPKJWUDHOEQDBHPOZHIOEEJWTMCVWPAENJFHSZVRULKLEKMVNDCNGUOFTICOJY,Buckeye GP Holdings,1-490-581-5260,icxkfhwxnxnisnmzms
IL,5.0,Cwk6910,Cwkcsiridjotjdjc,36.0,CCAKTVYHNNQLGNHAMMGHNXAKWLXFKJUSFRZWDAXGTYTGZAIOCOJRDSNJUOXQXILUBKOEQZSG,O,d,United States of America,788.0,208123.0,3792806.0,4.0,M,M,4.0,Augusta,Gkclqjd,Ilatrwtrbabyaggoozhurmgvvmsaypcqishzhbcrgndbxbiqsostjrszzplj,Health Net,1-119-753-9407,RROMQ
ND,4.0,Crt6911,Crtvdowpnxjprginqlgzpqjvqbrvkr,1.0,Fgdwwgmfoleiojvoexspxglscmufdylhmowejxm,U,y,United States of America,752.0,37951.0,3220372.0,4.0,S,f,5.0,St. Petersburg,pexxdwzphisy,Adwxsottj,Capital One Financial,1-015-135-5892,QLGSDKBSSHSVYXLYDEPMHXJMDA
NH,1.0,upg6912,upgzvfx,25.0,BJSTLITPJQTOKIGDKMEFBVIKCUWBQRFFCDVOUTAQGLQFTAVFIGYULWSQROZXXXDKGOJMLK,O,,United States of America,645.0,,2213758.0,0.0,S,m,5.0,Fort Wayne,VCNFFJMFUZE,Midhiojubmsqxixjfplxwrjsmmdghwwgiywquuuwwlritowu,Xcel Energy,1-672-767-6524,Yfrpaipnlwpqtjt
SC,6.0,Tdl6913,Tdllbvhpyviscemsdyejkbzsmvdi,,Awhejpcqdrdascetkskjnvtodhudzbzq,R,,United States of America,791.0,361728.0,3914486.0,0.0,M,,1.0,Akron,PPJSJIFW,Jbwbbqtgypiubaxjkenleiomxxpzkdmsclipaohwrwcqffadvlpswjwwhtguupzywhjp,Knight,1-829-198-0180,ubqlkiteobrcorqdalywxqhely
UT,6.0,Jrs6914,Jrshpfekldegmk,63.0,RAHLWFOJBTIUAIPVAPBBYKDCUQTTFOBNAIZVJNFRFPRUIXRVVNISTKSCCPMUELZSFHEUAJIJ,O,,United States of America,445.0,499991.0,2329582.0,2.0,U,,3.0,Erie,ctaonpircmr,Nmkljmsbcdlczubncqabwojybsrnnlbcfxdvqvfykakbdasoanaddlopepsqtnbsdvdqwdp,Sigma-Aldrich,1-283-704-4775,Eulfujnhjt
Ontario,6.0,XTF6915,XTFILUSWVUWCMDAKKNM,79.0,Bdqzvsogahg,O,d,Canada,384.0,412530.0,1837329.0,4.0,S,F,0.0,San Francisco,knrmbrnz,Mztowsmcvyvddizkwloxlixkdwwrcqwrkauexksqjlthcfujyszyfzsnnhu,NSTAR,1-320-693-8630,MMAKJWAJRTJRPQEOWSTVOEVKLWMYI
MT,10.0,Dzf6916,Dzfcxtcyyhuampdw,80.0,,O,,United States of America,748.0,48624.0,718732.0,5.0,W,,2.0,Santa Clara,Hbwoot,Eaunhgy,O'Reilly Automotive,1-358-666-2521,TFYEUOGQCBMOSTSNAZDKCKDXMQC
CO,4.0,Ikc6917,Ikcijlzgdnaxit,12.0,Vqhnunaqypunwcn,U,J,United States of America,554.0,266455.0,3424189.0,3.0,M,A,0.0,Des Moines,ibrbfbqvpti,DMXJBSRNGXJQZETLPNLYDRCBRWAROLWYUZMELSGG,Borders Group,1-905-559-6365,Nyvoleoluhiydqoomrnvbrror
VA,9.0,fus6918,fuswigmieoq,10.0,Tcbmcng,R,A,United States of America,736.0,416679.0,789417.0,3.0,U,,3.0,Phoenix,ABUNKBQHC,ttiiveuqvthf,OM Group,1-422-028-3274,Tuwqnamxrddnqxcjqi
TX,1.0,lsa6919,lsalqimmjvovphzeespxcrgc,88.0,Udldhldulpkxvuuvyfhtukhjfqzcyxvxwcf,O,,United States of America,751.0,456378.0,3247248.0,4.0,M,,3.0,Paterson,Nrvalrjf,reppxhkykbiokatjtmngslfgqpghzhttcbvepfvqenxymcgbjulkp,Dynegy,1-288-245-0413,coldtdldbhybbrqqqyctszes
KS,0.0,Lpq6920,Lpqttuupedhyvjfxxancpo,67.0,Sunugsyelwlj,O,,United States of America,534.0,34382.0,2636270.0,1.0,M,,1.0,Windsor,Cakjtzw,CZSLACFQ,Campbell Soup,1-719-867-9608,YJKHGODBTINXC
Ontario,10.0,Mef6921,Mefaiomizpyaqqzwclgfnzl,96.0,Ipxvoocpluljigwapsfjpmesxxifkpnpgoxj,O,,United States of America,694.0,128294.0,1142648.0,4.0,W,,0.0,Baltimore,igkhlrrqipoq,QFCCNMNGRUWBNQTENAG,Owens-Illinois,1-557-951-0489,MSVHNKGXHUVVUHHDMSVXFMILU
MO,10.0,Jst6922,Jstgjeuqiban,6.0,VTUVQRWTEXHDUJ,O,Z,,388.0,71749.0,3812838.0,5.0,S,,3.0,Plano,dvtwomvi,Cxbrivnrekatoeuuwxqxseiepcvwxyzloyhtinwyheeoqagaaaemshxixgwnbuxegqrbyjxehyqnpvs,Visa,1-999-079-7602,Dhjdzcvfgwrokrnpkcwbdjvn
TN,2.0,aqc6923,aqciyufumrggapjvjpefitkjau,86.0,DFQPJLOQEIMROAYUDNHPFPSHKTJCKFCDHRMVNXUUWSKQT,R,,Canada,841.0,97475.0,288313.0,5.0,S,,1.0,Overland Park,Nxswuwg,lrbnnoneauanmjcfmvggmpgrvyvfmnhrylbvrnzqbrdglmuzgihkwzrgxadbdxlfacwhrsx,Alliant Techsystems,1-241-138-2405,yixgptvwpgmhaca
KY,9.0,Kne6924,Kneldbrgbigjgnufipmaluuhoxq,,KQGDSCGPFVKQIIXZDRJSLQIJFVMLMNO,O,,United States of America,815.0,354814.0,616961.0,0.0,U,,4.0,Santa Clara,Aiepp,Gnjzqpcqqksigobgrysna,Yahoo,1-335-164-0634,NEUSYDEVECZH
WI,6.0,USO6925,USOWCZNDHERADNAISGLVXVRTENO,34.0,WAQQEKPFYZSMOYGGREPLMRACOHYPGZU,O,,United States of America,815.0,60802.0,3815077.0,1.0,M,F,2.0,Overland Park,Wjolt,BJDSMGGVIQJIINPQMTOAPLBJLGPRTJNWFJUJBPLRMXPHXBTFL,Walgreen,1-341-023-3310,Pnicvabwrafqnweumhfkujlktd
FL,6.0,hrd6926,hrdscir,19.0,Rzyupdwsddtdodelkaqsamezznpsndiwnem,O,K,United States of America,719.0,198019.0,2901452.0,2.0,D,,,Cleveland,Hjcsnr,glzoersybosqqzqivtarlideissxkjglajzhmazcysaldxambdgodapwhnrknj,Amgen,1-334-957-8861,VVERHQBD
WY,,hee6927,heedbg,33.0,Wauljnuwhxoytfdudodkvrfgccxeofce,O,,United States of America,707.0,28277.0,3823034.0,3.0,U,,4.0,Wilmington,,YWQRGWR,DRS Technologies,1-970-044-6583,aiymxfxwhdpjjc
OR,3.0,FFK6928,FFKSWAYRWKH,32.0,Kpqqzzeusvuosodnlwtrzybnbbcdjmvn,O,,United States of America,448.0,155006.0,2540620.0,3.0,M,F,4.0,London,pjdnlkksjg,Wvwretrofdnn,Viacom,,Bttvfpmm
SC,7.0,Mnu6929,Mnuhqusqtgbqpesvgwokrhjsxnexpi,55.0,Bppfttgoyovbyye,U,v,United States of America,721.0,376070.0,3955246.0,5.0,U,f,4.0,Stockton,Jcrrfc,Ffjlpyisnxaphtqhoiubsxld,Martin Marietta Materials,1-549-160-3356,ELRNVICUZIINMBTPLDRU
CA,2.0,Rxx6930,Rxxxfqzbudeygrhycqo,58.0,Qehucydcpilfhpaenpwezjpwkpnvqwoutjiglrgztqlruzrfhuaqeelyiryerukdxksjwbaaogbetig,O,,Canada,411.0,46211.0,2116308.0,0.0,M,,3.0,Durham,DFOBKSSMKQ,TSQYPHIQQSFSUVPSPLUYVYLUEOWDPHXFXPMVIMRIIMA,Nalco Holding,1-162-846-0809,Yhcjjr
Saskatchewan,2.0,ras6931,rashlpsfwayp,75.0,Idwiqanmnksgbtijxfjkmclkftqffvjvsmqvnya,R,z,United States of America,738.0,113693.0,765896.0,5.0,D,,1.0,Montpelier,tadircsbbtjd,Eynzwuwyrxe,AnnTaylor Stores,1-702-495-7759,Lxjqfqdqakdjcjlrjxptmwvczogt
IA,7.0,JFG6932,JFGJF,68.0,Iqwwdffuenaqncoajrpjhssikfhnoyfcnlnvsnsouutvd,,i,Canada,643.0,,2610758.0,3.0,,,,Independence,aqubhp,Vibhjbhrvrjfbukt,Helmerich & Payne,1-947-941-9925,Cgjtrrokxmycbm
SC,4.0,Xie6933,Xieiacjnqx,28.0,Yyzutezqzimkwafuqfontpwutwvwqotbtuqhhjgnjvhmclcosanqbdx,R,,Canada,531.0,180091.0,1337471.0,5.0,M,,1.0,Honolulu,mttil,Owsgviragyjsgqtnwruahtirdtqatxcfapbfiw,Unified Grocers,1-110-746-6014,Ahtkxlecdjsttur
ME,4.0,UQX6934,UQXZGOWNTGTON,38.0,Vwwlxuzmklqk,O,,,742.0,470145.0,1521292.0,4.0,D,,0.0,Santa Rosa,Yneemsaai,Sjdujtcsjzwgiinnetrdofbwwertzxbuwuynwbgoj,Trinity Industries,1-717-208-8825,djmstu
Manitoba,8.0,ibu6935,ibumulqhjfgkvwmzkahrl,40.0,Kgvpftqzegfypehjvcaaifjkcsafwckgplcesivkcslmsvpelioednqesqmg,O,,United States of America,705.0,426663.0,2725331.0,5.0,D,f,4.0,Regina,iccydguq,Kxwbvxhgpbgnvgxxevhxxnfjs,,1-709-075-5444,Osrvjuzcpsepujmihfffbdj
British Columbia,4.0,wmb6936,wmbujwgdrpdykwywregv,78.0,,O,,United States of America,491.0,207234.0,1773937.0,2.0,S,m,5.0,McAllen,Evhtlzm,Mwuicwxjfindowvsghnzdgtoqbzycbxhpcpfunqfayvnpydwv,Graphic Packaging Holding,1-905-890-4507,PEKKSTIJYCOFXQB
AZ,9.0,sig6937,sigpltlftdfsxoqiidmaia,20.0,zessysflngoosm,O,B,United States of America,629.0,30262.0,231977.0,4.0,S,,1.0,Albuquerque,dbelrq,uhxulhz,Stryker,1-202-781-1303,Nxtpoehezaarcqxptj
NM,0.0,Ffo6938,Ffotyosnltilpvqhwlmpzfxmxzkuup,81.0,Xoyfgezgjhvuh,U,,United States of America,396.0,135432.0,104885.0,,M,,2.0,Mount Pearl,Jzezbououwy,RBXSQKCQQBKABGXCVGHBIUZYKRVNJTFPLSAMJFEVTGIDYBNMFCRFQDITGGIWJXAYTFNARE,Delphi,1-800-502-7867,Asskxcqekhaizxvfkkahqoax
SC,9.0,qdk6939,qdkcioen,66.0,Vbtjadvyquqnyu,R,P,United States of America,594.0,50974.0,3577724.0,3.0,W,,4.0,Knoxville,Tvqczvnoeqf,Acfgdvkefaapgulhaethickrltehnhfwfvpcfm,Alliance One International,1-720-920-1278,Hnkjzcgp
CA,1.0,EPZ6940,EPZCLNXHRWYVVRZSGTXVDBRFEXPW,38.0,Ydzxrvkyobxdcsylngkhssqflcxzorbwwhppgccxhpyuncbkkkuqplvvnyosutoi,R,,United States of America,672.0,140634.0,2184591.0,1.0,U,,3.0,Anchorage,zhnubawic,XSXXRLDCBFYDOZICWTAIPIBCJSNBOOEVJETSIUXLXRVBMYVCQ,,1-760-702-5584,Cefaqtqfqcnyaedcpbpga
OR,9.0,xxo6941,xxodswi,90.0,KCOPBXSPPSKMXPEDSOIYIJADWKPZVQGEOSIOGDQMGOLOMQNJBKTYL,O,,Canada,535.0,370316.0,1962593.0,3.0,S,,5.0,Saint John,Gfzvazejhvhn,GANCOQ,MetroPCS Communications,1-709-819-1298,UNAVUTVWHPYTJFUEUACGYFLATPAE
NY,0.0,fdy6942,fdylypqu,28.0,Nsotszovv,O,,United States of America,781.0,467005.0,1030333.0,2.0,M,,0.0,Warwick,Dfllaw,IVJOWINSXLAMHWGVFWSTHMPZTELHDGDGSYEDMXMEBAAETOYXYUQIGUHHW,Teleflex,1-056-039-3730,Ewkrs
OK,3.0,Qxm6943,Qxmkodmihnx,47.0,Znzrzslbjuxmecsqrjaecwca,R,T,United States of America,748.0,48073.0,48753.0,2.0,D,F,5.0,Missoula,tdsgeasymk,wjkzpepixavgdmgqifgdxnuymohhvrxpvsuudsgjhirokhvhkyjsmsskzlberpyhshsrtupyt,,1-293-117-7154,jvrfmpzpgmyzqsopxezl
KY,7.0,Fqu6944,Fquwvledmzzydbvpztdyhwozf,,Unktgjpegantuojqovpkbosvfeafmrmwyyuwatqvlxllmxnugftxcfvgvqzavfemqtp,R,,United States of America,411.0,416969.0,1984848.0,5.0,S,,2.0,Virginia Beach,Rzekr,Skipkpbzgxtfaagemwggvuivhlbx,HealthSpring,1-598-278-0540,Yuvhykhcuiwsdjvcbiqvaod
FL,7.0,Pov6945,Povrhdxjot,7.0,Bwgwxttqafxrcxqbleihnqgxmmpbtpovkjzvpsnbkox,O,,United States of America,652.0,208983.0,3575457.0,5.0,S,,2.0,Bellevue,Yaowupo,xnlhdnmnyjfsuvclnhrsrvlptq,Bon-Ton Stores,1-506-741-1577,DLQRIGTVIBFLQMWQTSHHFYT
Prince Edward Island,,Rkc6946,Rkcbjmtxuydlvtjfsjjb,38.0,Jokxpokiyoksxvotvcamwwoxklysiwltlnwislpyussmgidbqcerovocrkdbwozsmdkn,O,,Canada,387.0,113821.0,482607.0,0.0,D,M,4.0,Fullerton,bphqrcaqa,Eoqxmlhjsgrw,NiSource,1-915-331-1211,fottgxaaphhhmjgpytoqod
MO,7.0,CUM6947,CUMGMJHWRVTHWXUCQPBSKNFY,67.0,LWHWXUWKQCQJKQYUDCHH,O,h,United States of America,814.0,16092.0,1250442.0,4.0,M,,3.0,Raleigh,SFKDSN,Vrprfqqharttsyasyxasvsmwcfcloacmrojvfglhgqbphsgoweiasjfb,SLM,1-890-202-3481,mogoqgddruajyivofmrfb
Manitoba,5.0,Qwv6948,Qwveupufjexvoxvvq,91.0,xbgbwfrmosnankhjwoccfvspgyrwecsvvhyzjbmvzsphrnbbycteylkg,O,,United States of America,420.0,467894.0,323239.0,4.0,U,,1.0,Iqaluit,Bkixhydml,Ejebxxowaeqmnwymxragmprgabydsehxbmanzve,Hartford Financial Services,1-005-025-9080,GBQUUNUDVBTYNOAQMRPUCOHXV
AK,0.0,WTC6949,WTCZNEWY,61.0,Nubbadlahygenvxcmxrzomzwvepbxmknclfreuadnyp,R,,United States of America,473.0,72175.0,2406897.0,4.0,D,,4.0,Provo,ncalcet,Ktregjdhxjzxpfmtwqagorgqrduunfuvcpquujshhvuwkbshnrgavmpfiefelurulacfpbflyjokm,Abbott Laboratories,,Meoizeikrmcaozniiqhne
HI,7.0,XJA6950,XJANJJWMOXTRKQGBIATTXJSGQSADD,77.0,cvoiwfmyrcqvvugnslaufjdvlhlqtmd,O,,United States of America,578.0,463101.0,3323503.0,5.0,M,,2.0,Irving,Cwmlbghbeexo,ykkgbukgganqodaiwqbdppfthrifxgqztslyzihuoofclhnyogpjrsoxhlnw,Fannie Mae,1-993-952-9487,ESWWHRQQIHCDBL
VT,2.0,Vws6951,Vwsesrcuq,93.0,Vbmfkrqyljfhfydbesqpgixirwertd,,G,United States of America,527.0,418312.0,3765194.0,3.0,M,,2.0,Regina,Ifstorwqgm,tztsrzbhutxy,Spectra Energy,1-725-763-2596,ASMBWGSJJ
MI,5.0,MCH6952,MCHBKDPDMMFNVJDOH,0.0,Uzhadvrvpbnldcbrsigppyhph,O,k,United States of America,421.0,198966.0,2638366.0,4.0,M,f,4.0,Frederick,qawibeer,PZTKARAOAKXXRSRMTELIUWH,Constellation Brands,1-599-882-3984,jjogwkauhtulxaruyevksgfhpyin
OR,4.0,KNU6953,KNUOAHFQQZRGNRFPDHMBGMRXATWB,55.0,ESPAJWBOPZWULUMJJUCSNVBRMVMIYFAGIUHRWNBYINSWQEJVMVQHQESXFXWWDWVIGQRQEWWOIOPGIMW,O,,United States of America,599.0,348927.0,1943684.0,2.0,D,,4.0,Cheyenne,Mmhtwqe,CLKQXCVBJAXOXIRFCRWOCLVJEBTCKCROQFBXXAPCZRSTPGRBEGTBQXTTKFOEDTXOSMF,R.R. Donnelley & Sons,1-230-706-4091,Ylggtjwfqcxk
NM,6.0,PKT6954,PKTMBTXNOLXAHGLXLG,31.0,,O,,United States of America,,,2442101.0,2.0,U,,4.0,Erie,WCZLVDAVQRWY,WJUKXZQQCORJIHXDSZWRPSGQJQHMHGUJVYNFGXKITURJTXRYULYXLR,Whirlpool,1-707-812-1204,Umvzn
WV,0.0,Tyg6955,Tyglsbtarlgwkpuhjqozjvmgt,79.0,Mggrmetapcogrmlkostucqgauktlfkgtccwiglifzhhidekziuuhtvqkgbdnnma,,,United States of America,657.0,250157.0,1816420.0,,M,,4.0,Lowell,bgfgpbgmnp,CQCJPMYUWXQSTJSXDUCCTHCFSYFPWWGBZQZEJGAKKMOFPRQWLKWYCJNWKTIEQWXW,IMS Health,1-488-748-5480,rmxaemctcuxbzqfvvwdmij
AR,9.0,Yic6956,Yiciqcdwfbg,23.0,Ctspizhrdgwizhlssbjgqlbfuykjxtbjzddnullaljwxqbdcmqmfnzdmkp,O,C,United States of America,470.0,173334.0,1226867.0,2.0,S,f,5.0,Cincinnati,IVVWOIALN,Mqhhblcbjlaeeqzdiinjsg,ITT,1-083-383-1536,Afvdsskejmzcegfgejjonh
