State,MaritalStatus,NumberChildren,NumberCreditCards,NetWorth,PostalCode,City,FirstName,MiddleInitial,AgencyID,Country,OwnOrRentFlag,Phone,CreditRating,LastName,Age,Gender,Employer,AddressLine1,AddressLine2,NumberCars,Income
ND,M,2.0,0.0,1152763.0,,Mesa,Ikjbtzkcfjcpurab,A,Tzc5742,,O,1-126-037-0274,462.0,Tzclrlzguyvidczqfxlczp,12.0,,Adams Resources & Energy,Jhrsqgshwqzihtinredfwmhifpsqydnnxgbonkbvogllpuv,hglxfgqnvwblcdooeuratinefqppto,2.0,47606.0
WI,M,0.0,6.0,1755838.0,Sdehh,Riverside,MAQUPPXIMOEQQZACSSKVZOPALE,,Iwn5743,United States of America,O,1-880-428-9402,564.0,Iwnviupbpbocgizfvgt,35.0,m,Alliance One International,Degseeaqgoabuisnnrukndvppsifrhdaqhwumejssrcqshzxvjakazoolojtf,Lcqymowjkybvrpbmmyvfpjmvxhdjsraihuwigssvwpabudygpacbzsdajpqayovhuiuztggoafrmodic,5.0,161106.0
ID,M,,4.0,1814014.0,Phwwxzncdfie,San Francisco,Hoehxcsluwyjqprdsxrvhotaqqml,,Tra5744,United States of America,U,1-140-120-2907,307.0,Tradcybqvtazcjumzubcwsbmbi,28.0,m,NBTY,wyqval,Trzffdhciuepzzdwunmndukqnhrcvoqnlfuiqdrsqbxihqofrikiwplggseaukgftlilvghwjtfkpe,,372360.0
KS,M,3.0,4.0,3019657.0,Njhlqzgdcdl,Dawson City,JDGNEBGUGVRCBCTFNYLL,O,chb5745,United States of America,R,1-671-157-5117,648.0,chbphsicbcjdcerhesattvluobn,35.0,m,Schering-Plough,,DXEIGOIHEAPRJKPFRKRWEJHJPEHZKQLASQGTX,5.0,69772.0
WY,W,2.0,10.0,3781569.0,HXGZNDZPGJS,Fort Lauderdale,Gqsntdid,V,Ico5746,United States of America,U,1-201-735-0975,611.0,Iconrgjatipatfj,80.0,,Varian Medical Systems,Qofzhjskrwceemaocxvjjbfgpgu,dcedcluzytspkpvkfjcybmdoygncauxpntfkjazcbrvz,4.0,282521.0
NJ,U,4.0,0.0,2382518.0,Apgbitwnsgdu,Irving,Ylcghntmdmitmn,l,Xdp5747,United States of America,,1-982-834-0054,556.0,Xdpemqujzdiqjebyxtnnr,73.0,F,Int. Flavors & Fragrances,agmhclnyzeqrhpyeahdwtidfznsm,Yofgohfvnwpkczdpkpztemibziabqguigknmlcdexrumxwrcucbyuaethfejggxxvpy,2.0,115121.0
TX,U,3.0,1.0,3856020.0,whbdjui,Santa Rosa,Fizsecipcrcqk,x,Mko5748,United States of America,O,1-875-446-4929,722.0,Mkocr,8.0,f,CIT Group,lslaoabomaunxgfyoxscxtc,,4.0,4539.0
SD,M,3.0,10.0,2819017.0,TOHVRQSNLJYX,Louisville,XPOOPPNZKVXUWTYMFBWDTZHI,u,CRS5749,United States of America,O,1-257-432-3109,418.0,CRSWBZMNZNERFUD,79.0,,Kroger,Vplqhoysgbssouwtc,Irknjpdohswbmirahnfofhebdahjmkqaajfumcxn,2.0,373356.0
VA,M,0.0,4.0,2360912.0,XHRRSO,Vallejo,PSORYWDGFDJOKBSZTQU,U,jlp5750,United States of America,R,1-322-195-3847,706.0,jlpbgcdvndsr,65.0,,Regal-Beloit,,KCGJICZGUEGAUFDQFKZSFWBMJLNABRTGBLEUZDDIEYEIOJSLB,2.0,143209.0
DC,S,0.0,2.0,1336843.0,Jyggzwy,Rapid City,Kmmfjxf,,Vlt5751,United States of America,O,1-740-904-0323,625.0,Vltyrttkzruevmjnmrdvtusltlv,93.0,,Calumet Specialty Products,Rmwjximodsqpzvhxwltfvfykemcox,Pzxepdnfqwdeavxatdevlpzsqsqobkpatbctgmhgowbpswnxrsnffebuouqriach,4.0,
Nova Scotia,S,5.0,1.0,778949.0,,Rockford,Lhweb,,cmq5752,United States of America,R,1-338-508-9102,836.0,cmqtkjmoppvykmndtinxijct,30.0,,Kelly Services,iotzgvhtnqvvlcj,YSXCKJPAMXAEZTUUTXLRBMMDIUFTLLTSXRVEQ,3.0,33993.0
VT,M,4.0,,2945807.0,abaag,Ann Arbor,Yzwhwnqzgta,D,the5753,United States of America,R,1-947-549-5163,522.0,themerazogddazied,91.0,,Kraft Foods,Ytfnyqdyiamxdblro,qsgedxlezabyntuetawgjwqhyzualjgjzyewvplmrwqcawuq,5.0,377967.0
AR,U,0.0,10.0,1178052.0,jdaocqcpbeu,Yellow Knife,Ysxiwnflqw,v,Eep5754,Canada,O,1-197-477-7970,541.0,Eepohazitvoctulvgcjsbzywoqcj,85.0,,Iron Mountain,Qgfimaxcdzfgxycakegwjkanhipmj,NGMSIMWUIRRQYGDQ,4.0,214323.0
WA,U,5.0,9.0,484053.0,OATKAE,Cheyenne,Fanbowpvylnvj,,kae5755,United States of America,U,1-326-692-1873,792.0,kaemlkmxxbair,76.0,,WABCO Holdings,Sopkgaejjdgbbzaeagjdveljxdkcmqid,Tjhwrbvvqttnjtewescvxghcimhstdfmrwukpjrcarskzrf,0.0,261696.0
UT,,1.0,3.0,1165092.0,,Portland,OSUWD,,Tht5756,United States of America,R,1-944-521-0141,728.0,Thtoogrrsbptqof,69.0,f,CB Richard Ellis Group,oqkdgxvciclzlloaolfkskbshaispmegstrsojsbkexpfesccvnneckbl,Fhhanuxitrqxehwhdicfusmrwewzrpfctfoabjgeipdqweundtaw,3.0,384236.0
AL,S,1.0,0.0,568240.0,,Kansas City,Ouopiebgfuykjkdutekdhfip,c,EPV5757,United States of America,O,1-123-737-8048,668.0,EPVDICIYMQ,29.0,F,Nacco Industries,Mylrxmrduecatpxnaoxottxtsydkksnidegujaauiwjqjqvomzgxqrvswlhgdxcblxjdqgdblrl,fvgzaxjnohgldlgdbtycbpnkuqtusppjxyckjmfbozgynpdupl,3.0,209766.0
OH,M,4.0,2.0,3155622.0,zwtlli,Des Moines,MKVOKHYTJDFV,v,Qlr5758,Canada,,1-532-052-6694,356.0,Qlrnuetrnlfbzqvqp,67.0,,Pitney Bowes,Bkeqwxokcpjystnbwi,yxfxykapdtuyidnkbajajbxacbwgdwxjrxrsxopftjjdpuxqf,3.0,492662.0
AZ,,4.0,9.0,3533375.0,Qbeqyc,Huntington,tzztplqvetdfkogldwqbvtrijxgwen,,YXC5759,United States of America,O,1-518-783-2939,769.0,YXCUADCGSESVZPUFKZIDHIQQ,14.0,,Assurant,ebzdcqabidoalzkmxwwezfgpghnnqqnggyc,BYWEYWKYANTDDFFFLAKXLSJRKTBVDFABL,1.0,54194.0
AR,M,1.0,,468274.0,Vutsshwxr,Oakland,EPJHGHRENEPFABM,U,PBW5760,Canada,O,1-974-420-2209,,PBWSEOMRWRODEERHTBQRQDPOJS,44.0,,Torchmark,VHECKHAZIAUPTQWDQTS,kutznimrqwowdxkovdfqbdivtztokihfx,3.0,418313.0
Newfoundland,,,8.0,2331268.0,ywbhql,Shreveport,dianiklqvefwilz,n,WZA5761,Canada,O,1-346-360-1837,623.0,WZAIKMUJHNSBLUUWI,35.0,,Beacon Roofing Supply,Hvqqypizsrblvingtvnaflyxxqousdieiaxjjyhdyikdotvafmmdeucqrfkxadyawmgnqnxnerksd,inbvfjhcanwhnwyoazkmlqxqwnckbzaynheixptnjxgxplhlooqjrvs,0.0,6760.0
AZ,,0.0,10.0,3548389.0,Kuxshm,Milwaukee,Xaluhkchhfqilkmgrbepecxoehmqt,,CNX5762,Canada,R,1-249-447-0584,346.0,CNXJTKNME,44.0,,Iasis Healthcare,Eaiqdsmvchcthetrvdrfwjfobetgxzbk,IBFJLVDJUUTJKUFNAZQAUKO,5.0,457350.0
PA,M,0.0,7.0,,VPMWLCS,Vancouver,Rfbucvihksnkukqgdpldpsywgl,d,Okb5763,United States of America,O,1-200-347-8351,463.0,Okbgmobtenlimdecgdsivgwjk,52.0,F,Smurfit-Stone Container,Teykymxeaydclosqbzshgrgjoxqtruedqlgu,Ctxdenlgun,2.0,423521.0
GA,M,3.0,10.0,1923204.0,Gduajc,Halifax,Vzhcdndpohnagqilvtkfmqd,,Nes5764,United States of America,O,1-897-650-9815,548.0,Nesguccedwesagqybhaptpnat,,M,Broadridge Financial Solutions,rllehiyijgicrnxduzy,Tttotvsuwuwbalxvlpfcdlqmujcleooxojtbuhualtsmmwhoiznuphhqdtpfcrxishtle,0.0,267977.0
FL,U,0.0,1.0,2323534.0,,Lakewood,Skbstdjqyshjbfknpwdapebgfishbu,M,FOH5765,United States of America,O,1-253-588-0889,371.0,FOHYZTHUPATVRTLD,38.0,,Paccar,ukpnremlrfejwlkxgktfnisor,RBJHGMCUMPQBMNWSPYFGVJEVQIXKT,1.0,196315.0
OR,W,2.0,5.0,1015980.0,AXPFZ,Newport News,FICXFFXFDMTYVMTFAUPCK,,hqe5766,United States of America,,1-680-499-8866,301.0,hqeellkgzvaqqqjw,36.0,,TD Ameritrade,TDMGVCMDQYUUTLHOOWDNLHGIVKNVHPVWW,Jduuspvwvubikcbbuadds,5.0,322750.0
Quebec,U,4.0,10.0,2349521.0,OPXVVWTETMH,Stamford,Zxnweetzeieykduxgsiwvxu,,VZW5767,United States of America,O,1-571-019-6227,462.0,VZWCVZVUQETXQ,97.0,,KAR Holdings,Ymmvzhnue,Qyjkddolwr,3.0,496363.0
OR,M,3.0,0.0,1313786.0,Gahocbalqke,Newport News,Lpyfv,K,Hvi5768,United States of America,O,1-056-996-1838,543.0,Hvimbcstugjxykvygy,29.0,,Ball,WCSGLRNXDCUJBSOCPWBGKMZNNPJGH,VLQPQMGQLOUFOVQVMCPWGDMMJGAGXWCBPPYHELJBUVFUYRHYSZKJHSYV,2.0,289848.0
PA,M,4.0,7.0,994048.0,RUGTETFGO,Shreveport,ZJKCPSIJJHYFLWILMNEOO,,Xiz5769,United States of America,O,1-802-968-8478,730.0,Xizmphwbistrfft,34.0,m,State Street Corp.,EVIIHCCWLJWDKOFXSWFQREMKIDSMLPLDRUIORSUSRGSQNWTFMLAYUO,kwpiwtgjtmzxareoxenkjexcbreheuobsdibaihqhxzdjpt,3.0,458560.0
Newfoundland,D,3.0,10.0,3771047.0,Mnbylosjxo,Baltimore,wkbmlule,X,grl5770,United States of America,O,1-450-541-2151,389.0,grltfqtfbsdhedlolovmkfcdcg,4.0,,Unitrin,KOMOLKCGBBCKGSJOEGVFPORHXXBBEH,Pgfiryinmpvckshkgexilxyglmyvisntiwpdudjerafebnzxuuippt,,489162.0
ME,S,5.0,0.0,2251793.0,XZLYWXPAFMIG,Los Angeles,Rcrbngjnajeigpnnssknvrqa,,Qkn5771,Canada,O,1-191-908-9066,842.0,Qknigzzois,48.0,F,Amgen,Sxeptmphnsbyukrysvimqkvjfcaxc,Ymgliurqevbw,3.0,370729.0
British Columbia,U,5.0,7.0,492592.0,TKQEXUYJA,Tampa,Fdspfbdnnpfakugwvleq,N,Ded5772,United States of America,O,1-970-054-0184,810.0,Dedapjtvgnskbzljmlmnlqwvw,41.0,,Vishay Intertechnology,Kndminhojtevdixhtxwmxrlibvjhldkiinszpwaoxfaovjuauntyxdnprtoszircgtyjv,adwaphdkfytghzgfchwvbwpdpdpgemhqcigjhfnhhjuqievyqwjngd,2.0,8966.0
VT,W,5.0,10.0,1950857.0,frtxp,Hialeah,Iwkqbyahdjchzqokznuxcjuc,,Agf5773,Canada,O,,350.0,Agfswxslnsvxqpbliniwtmhxzttg,100.0,f,,agwxlbhsbnfbgucqsvnnnjklglqcjbqgntcybsbtvufrilnpfpwfpgbhcbfbuxcyjfkqstwrf,,4.0,132199.0
AZ,U,1.0,4.0,3251046.0,TLRVZCXW,Huntsville,Pkdtns,O,Ryc5774,United States of America,U,1-429-994-5428,389.0,Rycojhreobaoerrwlvhway,46.0,f,Progressive,MNJBCUWIFEIBEHSCNSUPPEQNJTPF,LTWHDMZOMMURVOHBLWXILGFCJOCGYW,5.0,327806.0
Quebec,M,4.0,7.0,3175861.0,Bgzcw,St. Paul,Mrifiejnxwglomppdoudcg,T,Fxs5775,United States of America,O,1-642-000-0638,355.0,Fxssomwdcowgfboqmizcp,66.0,,TRW Automotive Holdings,OXCJVCHKPSIPKW,Wedxzsgfzcpbvxvbwuqzdxlpxtucxyowoemezhkgvxmvzdknsltdugusxakstpzuuane,1.0,
Ontario,M,4.0,1.0,,Xmaasimokkun,Detroit,Xualsrbjigdhpcnwxucwler,O,Vgt5776,United States of America,O,1-666-931-1228,341.0,Vgtcklppxqaxa,58.0,,United Services Automobile,Gwmtwmvacxlxjhukpxfaxtpclizyybrzvycjdvhlksykihpxrkxwho,Bomwhnlcaehcmethfagakhidqktaixpbejakrgrkyfgrrvkolduomvatmnvvsumu,2.0,350313.0
NC,W,5.0,10.0,3486007.0,Tcirxt,Dayton,GJPEPOXXVMSUUEEFQPVHLO,I,BQD5777,United States of America,O,1-151-687-4341,500.0,BQDWVSKNEJTIQM,2.0,f,Marriott International,Nparpcnbhwsbtvdguorpckvobfunhwbgwcbbdjnznmwuojkbqszxgqikuhioqoqmmncac,Varvbwazkbcadmopzgiwbsbaojjuxbxcrqdfysvqcuuijeigjtttoglreoixwjetzxeyvsxmj,5.0,365217.0
Nova Scotia,S,3.0,3.0,2319284.0,Scuxbzzeaa,Sudbury,Jthzmlngwzhlhc,,FCI5778,,R,1-827-620-4756,696.0,FCITAVFOJRAHVBNFO,63.0,,Acuity Brands,Lundthpygtzhshqgsnvoruqkbspfnprgortdmcw,Spbimknbnplidsxdyyepsyzwfqbwluujwgannqte,3.0,211913.0
FL,M,5.0,4.0,3561382.0,Oqqidyxs,Charlottetown,FJSAKNRGVVRBILDNILSVSOSOKLFC,m,Jhe5779,United States of America,O,1-964-442-0566,652.0,Jhevhqsnejvox,44.0,,W.R. Grace,Rtjohqidpdo,HWIAXOQMTPORZDTBFBGJLOTRIAXGTMDKSEUIOMJCALJDRTBKNJCESKKJZVGAKUEEEYLJVTMOETLEME,2.0,436004.0
SD,U,5.0,8.0,2215090.0,NQPBCVNGAX,Toledo,Fvcgqb,,BSJ5780,United States of America,R,1-160-010-3755,579.0,BSJMULELYEYFPR,10.0,,CACI International,KDXRPDCCTPTNHGGLNEIWXYZNIILZAPOPTSQGJBXRNNDVPSWTGPVXRNUU,njnfrbxlweqwnfax,5.0,338807.0
ID,M,2.0,2.0,1351722.0,Dkrgiqoo,Irving,ATYFFHBLFLXEPIZCPXSKLAVPT,K,mej5781,Canada,O,1-520-309-5439,596.0,mejdjjbvdrlonfoqnmlstkdgcysafp,29.0,f,Yum Brands,vnvjvvmsealvpfqilrivbhrrn,Lpuwwvtsevezndqel,5.0,305332.0
NE,M,2.0,9.0,917665.0,BTVTEPS,Mobile,Pctvevhtyznfnh,,Jkc5782,United States of America,R,1-536-614-0841,837.0,Jkcujgacqgltohuahkfsshgvbxla,64.0,,Stanley Works,odbxvqsofdwlrlsvwre,Suzjwlndpkgrv,0.0,279368.0
TX,M,4.0,3.0,2860380.0,Bhyeesrgspb,Scottsdale,Yhnfpxvygmyscqsuy,,FNU5783,United States of America,O,1-278-766-6459,,FNUAYZDXKEFBERYZLNA,60.0,,Sanmina-SCI,vcywodxrpvlbdvktjivuqzbhsctxgrszpfzxwvzxryamxqdhaqixibtouhhfpdkhtubuvvekas,Brpthfbbabimkvnwmhuoktrxbmtc,3.0,387915.0
AL,U,4.0,10.0,,SFBWK,Worcester,KYFIS,H,VZG5784,Canada,O,1-020-469-6368,708.0,VZGLU,29.0,M,Exterran Holdings,ktflzltrpwynqasaadmxgzsubbiaesrowhcufzgfldrgsfvrunvdfpfjzbpvpdotiyotpplw,kohqvcrftvtyxhzqwo,5.0,452291.0
Ontario,D,5.0,8.0,3184440.0,Dqytnfzg,Pembroke Pines,Njbhltkcjvqqvztlfcjokzz,R,WKQ5785,United States of America,O,1-937-150-8557,691.0,WKQFRSAEV,67.0,,Dollar General,Gaawnakuhngvvlmryrfhcwm,qannfozbvhejehhlscwgkxrcbhpswhxcoqvxvmkrpkrfpcebajefqtnfgujc,0.0,48907.0
AL,M,5.0,4.0,2946563.0,Yxttojahhmgu,Milwaukee,gkzhqkzzrx,,ssl5786,Canada,O,1-297-829-3458,431.0,sslrsfhizu,31.0,,Jo Ann Stores,qgieqwfdrslcrzvqqxuvikrtknzfudljeixkrdtklqacfjdprjovccbimzmdgixkjxagtkpihkxw,Klbuzxxnxzrbesejzjzkotpqrmcvoopdukbtnupazomifpowkixvncihsoygorotjhleq,3.0,57332.0
GA,S,1.0,5.0,602774.0,Vsaedzxxri,Hialeah,vjovioocovxrdo,,iaq5787,United States of America,R,1-340-898-0539,712.0,iaqfyhyff,49.0,M,Fluor,HJQSFDEJCWVAOHEAVBHPLTYQNMQLJSUMXTQFNBUYKQWRORFBRNTDBPXKQPSAQF,Trvqmafknbsougrhiofibisipmezgmuerdiybjrafancbuywauxwuvjypsey,5.0,114585.0
CT,M,2.0,7.0,1471635.0,Hmlvhdhw,St. Louis,vgakpnjnxcvszualu,,Xbu5788,Canada,R,1-624-109-1727,656.0,Xbugwtdbbjckvjgtfmptprpworha,49.0,F,KeyCorp,Yphwerkwrszfsrckwjgmjqdiavausfnrebiosnlz,Tthsxdsvwxdxuyptbbczeikca,0.0,25625.0
ID,M,1.0,3.0,3773816.0,Mqevvhlxvv,Jacksonville,qeqqreqyvkepwvop,,Vgz5789,Canada,R,1-714-585-9633,,Vgzzxjseqwciyzugnkjqnvtdb,22.0,F,FreeportMcMoRan Copper & Gold,ZSLVIUDWSLBQIESUHUBIUKRSCTPJKHXNTIBQWWVSEEMNYNXPHEVLT,Jwdjwfpsppnbbqemtvn,2.0,220313.0
WY,S,5.0,5.0,3196909.0,Iokmrgsjecjx,Kansas City,IRGBQNOTNRXUQQEICW,E,XGJ5790,United States of America,O,1-624-044-3060,435.0,XGJRWDDOIJLOJ,94.0,,AES,,ANPYSRFGVOZGWIJZYWVUXJZRWDOWKDUHMUMTFVECVGLZQQLFOOTXMNCLVFSITPSVSGNQE,3.0,290703.0
Manitoba,M,,5.0,592138.0,nnkqzz,Riverside,Jbubzcxxhdbhludaso,k,naz5791,Canada,O,1-597-840-1855,608.0,nazpxqujxpxrhldgdkbrquwi,,M,BorgWarner,SXCDIFSLHCVKPVSSAUEOORUJNJFKPRFLSZIHLXGECWTLQMMPNZYJDTTERAIJBLDNAKZOHVAW,DRTIRMODXFVUJBITESHBIDAURJGUKLQPOFPI,5.0,460718.0
Quebec,S,,8.0,1815595.0,TDTLYJUTNU,Charlotte,Ulgeauqtbuqu,o,Euv5792,United States of America,,1-564-153-7282,672.0,Euvqzbgmjoksgdflhqrmbbkafgfd,85.0,F,Medtronic,Divrxhfsooj,Uoseyorinltbtekteuibfsnfftuqjorwcckjokhjlhmlaeuvcafvql,4.0,431662.0
MS,S,3.0,3.0,3704630.0,cwokb,Las Cruces,XPBBGEEBXXPYUMFZ,L,Qvv5793,United States of America,O,1-493-222-0620,361.0,Qvvtoumbbyrfwedwuznyitjtk,88.0,,Universal Health Services,,xpqjhcuksdxznzxnmhtrotpimettsazjaaafrjhuyonnjarhrmtutzhuud,0.0,181143.0
PA,W,1.0,1.0,729648.0,Sgxfyf,Vancouver,honvqjpdnqmlsk,B,grx5794,United States of America,O,1-484-821-7541,602.0,grxnfsvputvooegzbsojmofjcjob,65.0,,Casey's General Stores,hjkqkmjtcsywubqytgkvrdiwcgtxhka,Waefnluakcajnoinrcenayrelxnymbheh,4.0,337318.0
TN,U,1.0,8.0,,TIYGHGSRS,Cheyenne,ejjxmnpuvfkfecw,,Vmq5795,United States of America,R,1-015-580-1889,747.0,Vmqwbppdafepjofbftsqictwq,52.0,F,Dynegy,IMPPPEQIZXOXSCPKOAXEBDRXJQJQKPCEGZFIQMRTLQHWROTEIDTXMM,gwsyxcjeliusyaghbguxrzikxbnvyvbjcp,0.0,443698.0
MT,S,1.0,7.0,,Vaxvfylpid,Naperville,Qjifnxkhf,q,Ejt5796,Canada,R,1-919-939-7535,734.0,Ejttkhdjacluyvbcpqg,80.0,,Hershey,HWBGEAJSUKDQFUPBF,Gxgxdogufhsxettxqzipqysebdsihwjjycxac,1.0,364351.0
MO,S,3.0,9.0,3871474.0,JMXIJLWPWVE,Madison,MDTGXQKBFCMQORWAYAFPEZUWF,T,Ado5797,United States of America,O,,643.0,Adomizrydgjz,92.0,,Pulte Homes,NVUFIYOMGSGPPDGIXOPJAKDDMBBS,PDNCSIWNKBMSRLNHLGTUVQBJXVJIJRKYYQMUBHYFOJCRIDLMNWADWDYZTSWXTGTW,3.0,176416.0
NH,S,4.0,1.0,552027.0,Xnaifikvg,Bellevue,WEMQYQOAPPP,j,Suq5798,,O,1-815-708-3233,422.0,Suqraltulmnohkooskzkcg,,,Sigma-Aldrich,NVEGVZURKXXWYRQWCNREINGIFYMOLAVKBUDSPIIYOHJNDUDTHYNWZUPLMXWVMDJICXICKGTGWNTGIDXP,Gwtlmlushlkcsmypuzwcpmmqolqvwjkrozbpjgodvwkcagfaysljtjqogbrj,0.0,266734.0
NH,S,5.0,3.0,1413705.0,fcerzfqw,Beaumont,Orbgazfwsncexfbnjobnnfztga,K,Egc5799,United States of America,O,1-404-516-9311,786.0,Egctcbkqcv,45.0,F,Archer Daniels Midland,,Jgxttmznihfnuzurwhxigqyhyddwbpiuigevnuepxtphovqyveinmywswtlpmwpasiwvqxzdrgvkbrbx,3.0,92785.0
AR,S,1.0,7.0,1781828.0,Vorxqxnbab,Grand Prairie,KUUGNTNADAHPOENFR,Z,tgk5800,United States of America,O,1-953-478-6419,667.0,tgkomvqeqlogdc,48.0,M,Juniper Networks,Sqgghxwfpgghowfnppefraoiqkayrhhdnphsuoqzjclzqauinxsliamgkjtuhwzpdezpgckushpsg,,4.0,183561.0
HI,W,2.0,7.0,829406.0,Mbzecxrpfa,Hayward,uxhtlpsfk,H,Ybq5801,United States of America,O,1-758-874-6803,,Ybqqhabrfxokktufwqunupngqfx,33.0,,Inergy Holdings,hqlophdbhbmlmkvpmjzkfdvtpwpavuod,Slonl,2.0,104925.0
OR,S,0.0,2.0,2415730.0,UPHPIIOBARKC,Eugene,Hhvwrizvzoxi,,Pso5802,United States of America,O,1-681-243-6695,691.0,Psortbvxiufuhsnmpixo,,F,Sherwin-Williams,Obaszqhsdcmfbpsctsvntypuespet,xbjicvxfijwsosgcypls,5.0,92376.0
NE,M,0.0,7.0,,ndxcdbnvq,Newport News,Ybebiiqxfcrksglnkxposhiuqsdu,Q,YIL5803,United States of America,O,1-866-865-1785,,YILVATYJXDIOIDQHCZLUB,38.0,,TIAA-CREF,wjydrvdms,ihzkceaxwmpffzicboadbghigmpynlkkrinoepirym,3.0,450501.0
Prince Edward Island,U,5.0,3.0,3760008.0,OIVFHO,Waterbury,Gbmodxanfjwjimurzfjviaflc,u,Ber5804,United States of America,O,1-016-620-6501,524.0,Berdkgbvjhgkfanactwxhdkfvmuhpm,93.0,,Beckman Coulter,Cuaikgtqoiwptgvwrufczuwewmpseivyotzea,Yerdevqieacbkhrjokqvtftbvvseldvvhhtgseignrvjxfshepczlfveus,1.0,61215.0
AK,M,0.0,0.0,1284285.0,Vryrrdgrfd,Dover,ijaxankdlotvevtg,,Rqp5805,Canada,,1-461-264-0240,596.0,Rqpnvdyzbral,62.0,,Xilinx,Fqnemwmfzwfxtput,Wwpcejkgjeulveflexbvjocffylomovseracbsnnprujsvlnwidrbtrxyrpcwpekrxblsdcsftqe,4.0,414342.0
FL,S,2.0,5.0,2131718.0,Vgbdcwxzriqp,Oshawa,Kqpgq,,SFB5806,,R,1-736-416-6064,771.0,SFBKJMAKNVSZJWCNDOLD,49.0,,Curtiss-Wright,qulxkmancnltjlnfcyzvt,yqqdfzefakmwwawsxwwkbdfdxgzp,5.0,266087.0
NY,,4.0,2.0,383312.0,Unxyweerpyaw,Vallejo,Svsxzaq,W,Aqk5807,United States of America,O,1-141-775-7610,602.0,Aqkodjsyitlfxmdocpjssn,54.0,,Medtronic,Grnoeseegmwhhpstyoybutcsqbuyqtirtazcsnklgjvcmizynwicwztmqavoafe,HHLGJXGDQGDFUWDP,5.0,92065.0
WI,M,,0.0,3868382.0,ROPHRSJVQ,Grand Rapids,jxslfxr,,EDL5808,United States of America,O,1-384-838-1595,806.0,EDLMMNQRRGBIMUBVQPNP,82.0,m,Medtronic,Zwpongjxkdmhfst,Xwfzjfxzkkcrcwmrvttccxouokqhnkwkmjewmpbaepjgsftgplkhhdmbqidopulidgwhnaapwp,4.0,253325.0
HI,M,5.0,4.0,1221882.0,HUVVBB,Lakewood,TDWEGVWANUCPOKT,s,Ruv5809,United States of America,O,,524.0,Ruvgplfue,62.0,f,FreeportMcMoRan Copper & Gold,NKKRHILUBKYVPGSNLXELXXPTWAKBHUVQQZRCRIUFMVZFMBJEVGWDHLEI,Elduppmskeulyahesupradidhyqugufvwof,3.0,159848.0
RI,U,3.0,3.0,141758.0,,Raleigh,Kdoxdy,,Thu5810,Canada,O,1-913-200-4915,818.0,Thuyvoclnhcmfh,98.0,f,Plains Exploration,hefpts,Maxqnimaatotlnzah,2.0,
WY,M,1.0,10.0,790806.0,,Glendale,Xcfasvpg,g,Atm5811,United States of America,O,1-009-679-0990,674.0,Atmyl,88.0,,PNC Financial Services Group,Eviwekeukubmhaotcrjdgbwxjcfodoigmgacyegyjckwqcnxahwjquprtmizujj,Njpkbxfylwaddsvqbwmgrxk,0.0,456009.0
NV,M,3.0,6.0,1543093.0,xnjfnyjzzxe,Arlington,Imledpbeetjaudhg,P,KNG5812,United States of America,O,1-590-180-0946,556.0,KNGAIFEBVFQFEXGQMPVADCAB,5.0,M,McKesson,ZADXMTTZMANFNRMPMOJJBNRTEENGRIDFFFCFXJXNGVJKKKXPNHFCCSNWGY,cqrlcwgenwclbpyyoydwalmxgcluftlqiwvzlwqevdkongiejxaxbmkyduzhlntxiixjcas,1.0,398094.0
AR,M,2.0,7.0,3330155.0,Eijbaokfti,Peoria,Hxefrays,,Xpg5813,United States of America,O,1-136-024-8740,331.0,Xpgmytiiwvqrhxfuuxikxxqmsgecq,15.0,f,Xilinx,FFSMAZUKYNDOGMUIWQIGIFZWONNKDFVKEHJSKHWLTGAAKJASAOWMFUTBEV,Tuvuprelvcregoazcclbkuquh,5.0,75481.0
DE,U,0.0,4.0,1806884.0,tqyxg,Knoxville,Dqcnnme,,Blw5814,United States of America,O,1-463-414-9485,304.0,Blwmmnemmpuxjmvwsjkvrxqw,90.0,,Harman International Ind.,Tazghuaccwvflbgenzczpzestyqjatshhfkupzisqlwkvcwtlfwft,buvhkac,0.0,123283.0
British Columbia,S,1.0,5.0,1795757.0,Ytvsz,Iqaluit,CHBIWXEQXSVZGGYUE,m,NKH5815,United States of America,O,1-456-286-3994,629.0,NKHOJNOVFATXFOPJIRQEUVAQB,,,,Atrbbzaqfxulcjhtabl,Rvvzubribooad,1.0,494304.0
British Columbia,D,2.0,0.0,421610.0,omdgwdhf,Hilo,hgjqvegdopbo,,Uke5816,,R,1-962-826-2861,598.0,Ukekzkglslvdkgrw,86.0,f,Ameriprise Financial,Cajnnljqupviroudcohbjkbtvgdmuajukxacxdqcncjinqv,Xmqwulvkxrbmxxjewstevrrcyanmnrzlnknvckzxlegxnptsmaehvvizaokbnglfrfrwpsbjqfgvd,3.0,131972.0
TX,S,5.0,,1258829.0,TVCMSLYCXAV,Palmdale,LUBEETYGSWZJYVQXHNWARAPOQ,M,Hej5817,United States of America,O,1-697-603-2447,328.0,Hejlzjhvaztr,4.0,,Teleflex,Ujxgyajfuijot,QASVTFZIVESQZQMNZCVFMXBLJDUGUFTWBDECRWKQCFLJJDOCIQWHQRBSIAPWMBDGFNBXPVLVCZTIB,5.0,195757.0
