gncd,ncm,mrtlstts,mddlntl,nmbrchldrn,mplr,ntwrth,ddrssln1,crdtrtng,nmbrcrdtcrds,cntr,ct,stt,phn,nmbrcrs,g,wnrrntflg
Pge11432,17854.0,M,c,3.0,Hub Group,1246233.0,LNEUDIFXAHPYXLHTPBJYYKIVMXVIRDOLVAMWCOPYOLOUTVCQDSJEUGNHJXWXBFWAPHSDQDAJKUAK,708.0,6.0,United States of America,Nashville,MT,1-244-076-9794,0.0,78.0,O
VPW11433,252188.0,M,,5.0,Corning,3167154.0,Pjlhzacqjcwjrgzskzlbmvowwneaxcaqkbbfdunebnczdlbwmq,606.0,1.0,United States of America,Omaha,KY,1-280-882-6999,0.0,37.0,O
ygs11434,13468.0,M,,3.0,,2870032.0,Ddndvdfhpfhlhymnmcmgq,462.0,9.0,United States of America,Santa Fe,WI,1-732-853-8325,4.0,58.0,O
bbu11435,302337.0,U,,4.0,Omnicom Group,2185897.0,BSQAZWSQMOQVJJMEABOBEIPNVXZNXKPBQAPNAH,618.0,6.0,Canada,Augusta,PA,1-127-323-1441,4.0,74.0,R
Dar11436,489976.0,M,,4.0,BlueLinx Holdings,1001302.0,Awzcuoaanuqliuouzgocnnbhjmnmckohynosazrjcakfenathu,628.0,0.0,United States of America,West Covina,NH,1-820-987-0095,0.0,21.0,R
ccz11437,15673.0,S,E,5.0,Terex,3000622.0,Txetvzauzllbhcaj,685.0,4.0,United States of America,Fort Worth,Quebec,1-067-594-6616,5.0,91.0,
Ygx11438,304562.0,M,,2.0,Avnet,58524.0,ufxrsspulnqfbxiiktjpyendxjkkalsequsjpyrm,301.0,6.0,Canada,Oshawa,NY,1-255-027-2350,0.0,59.0,R
CBH11439,110144.0,D,,2.0,Best Buy,,Mxmjspaptrvrutabfhwjgfvomolmvutlx,418.0,1.0,United States of America,Lexington,AK,1-482-403-9716,2.0,62.0,O
Lkd11440,27184.0,M,R,0.0,Phillips-Van Heusen,3657897.0,Rcthsdmvvporrdjaeubhknbdescepmmrhxzpuihdlqkhvclktnnl,777.0,2.0,Canada,Buffalo,MN,1-752-251-3062,2.0,59.0,U
TAX11441,196471.0,M,O,1.0,Moody's,2694542.0,Tlykqsfzbuxdpkitbocghnxwaduayakgvhaznpetkf,815.0,1.0,United States of America,Waco,IN,1-446-992-4369,4.0,,O
Hlc11442,193743.0,U,X,3.0,Dell,3522289.0,Tlvphrqby,688.0,,,Mesa,MS,1-076-333-1016,4.0,99.0,O
hgl11443,223574.0,M,V,5.0,Gannett,1985433.0,,359.0,3.0,United States of America,Cedar Rapids,SD,1-812-730-8340,0.0,94.0,O
inr11444,193893.0,M,,1.0,Fidelity National Information,114665.0,,716.0,4.0,Canada,Chesapeake,OR,1-174-895-7610,1.0,77.0,O
eyz11445,321333.0,S,,3.0,Virgin Media,490157.0,MGCMBARBUDLKAOBB,785.0,3.0,,Newark,CT,1-242-888-7561,0.0,68.0,U
Whh11446,50292.0,U,l,3.0,Hovnanian Enterprises,854698.0,Ufmwmrgqioabxzndrnnrlazekftaisyvqtwhrgnleihxtstksgrakwqfswkxjnndpdrq,562.0,10.0,United States of America,Santa Ana,SC,,1.0,37.0,R
Zoo11447,20995.0,M,L,5.0,Magellan Health Services,2954701.0,GJRZYHUKHPUGJQNQRCLPHG,321.0,5.0,United States of America,Rancho Cucamonga,TN,1-691-575-7664,0.0,9.0,O
Nrg11448,374433.0,M,,3.0,Windstream,3654071.0,Wxajlgrbrhmemqveimazrtwfyewwlvuxaxnxfilynvmt,301.0,2.0,,Simi Valley,WY,1-686-375-1700,4.0,,O
Gga11449,476639.0,M,Z,1.0,Toro,421906.0,Pzrblsgzukxsupqtdemschegppsxdhvjlq,523.0,8.0,United States of America,Tempe,WV,1-263-694-5559,,90.0,U
Vsr11450,199984.0,M,,1.0,,3170536.0,ARJNPWZSVLBWALSVKQQJ,690.0,9.0,United States of America,Mobile,OK,1-861-405-1237,3.0,,O
rpw11451,256026.0,U,,1.0,SPX,354309.0,ojobvrapblxijt,451.0,9.0,United States of America,Santa Clara,CO,1-256-812-5557,0.0,5.0,O
Gxc11452,125668.0,D,f,4.0,Nordstrom,3765988.0,Fxrjpfgqhtnlwyjpusiommtglqdxhxomfjofgyolshmtsrfxtpzeoksnlkqdicoezelqqksealj,759.0,1.0,Canada,Garland,SC,1-412-175-8636,5.0,17.0,O
Dwd11453,75518.0,W,J,0.0,Helmerich & Payne,2829969.0,rdbmhisvqscmlwwoavphpfvzdltpksvpjpfsgqbhzixpttjskuhjfe,565.0,5.0,United States of America,Berkeley,TN,1-635-902-6905,3.0,68.0,U
FWX11454,110641.0,S,k,3.0,Seaboard,350752.0,WQPJUUDRUEMRUJEPSOANXSGPLZFPFDLKSZVCNVNOEIKBWEMNWSWUGOXKLTJGGVCOLJDCYVTWAPPTZIDI,785.0,8.0,,Beaumont,WI,1-992-421-2999,3.0,48.0,O
rpu11455,13015.0,S,D,0.0,Icahn Enterprises,,JALFNVGESGMJWKFVZSTMKMQVDOMNRDOCMNHBHVXSALUCLZVLJUS,606.0,4.0,Canada,Fayetteville,NV,1-525-551-8818,5.0,84.0,O
Oie11456,249058.0,D,,0.0,Con-way,3911522.0,Yjfwowtmqwtfczmkhexh,334.0,0.0,Canada,Amarillo,OH,1-401-068-2821,4.0,74.0,O
NUY11457,245433.0,W,N,4.0,Sara Lee,391600.0,NPBAMTXUUOJOWSKOPZQRFREIOWNDNQCEZVVPUCTUOCWJZXPPBJHHHZVSWOX,594.0,7.0,United States of America,Sandy,ID,1-679-937-7757,1.0,27.0,O
QFQ11458,313955.0,,,5.0,Xerox,3748526.0,,341.0,2.0,United States of America,Ottawa,Ontario,1-799-292-5605,4.0,3.0,O
Dbw11459,131783.0,W,,4.0,Barnes & Noble,2185165.0,Gaytoejzeulvdgervttimptfhcufacqrlavdxcblonievtsdnobuoefw,417.0,7.0,United States of America,Cleveland,OK,1-118-184-0813,,100.0,O
Jzk11460,479273.0,S,,5.0,,3316929.0,Laqyhgolavgvsrfnlqtwhcfwsaqfcyhplntetlahlidmkwntnvgtzzlmnktibjvyevfweodwxs,645.0,5.0,Canada,Allentown,NY,1-448-107-1991,1.0,20.0,O
MNP11461,195427.0,M,,5.0,Rock-Tenn,2381698.0,Jgitt,467.0,,United States of America,Costa Mesa,SC,1-531-219-0271,4.0,21.0,O
Znq11462,,W,,5.0,Lennar,2981880.0,KARYPCBBLCRHEJHKGOXWMGLKKJYTDDKMNEXPN,311.0,7.0,,Jersey City,British Columbia,1-799-140-4406,4.0,22.0,R
Jyk11463,113300.0,D,L,3.0,Community Health Systems,1490661.0,oiecenlidalywopddxgm,306.0,5.0,United States of America,Evansville,Alberta,1-827-922-9538,1.0,88.0,O
ooc11464,,D,,5.0,Ametek,1602666.0,Ahmzdlsjydaqmypvdrfpyfwzuapxqbbyfjkzlzqeslckqtkknhlgtkikhgxovbjdrygvjwgoqmh,724.0,6.0,Canada,Thousand Oaks,OH,1-963-196-2395,,33.0,R
mhl11465,154429.0,M,h,4.0,Kindred Healthcare,1893982.0,zddcexupgtxpuqgnxhqwyjkcecqizfdcpashcgzwycfzrsrcylcdkcnluxwhkus,474.0,8.0,United States of America,Regina,VT,1-150-898-5648,4.0,83.0,O
Rly11466,472329.0,S,n,,StanCorp Financial,3689597.0,vlbpoaqhwmqpvkuehqtiwcirsebhvmkxheswmetsqafwwt,505.0,3.0,United States of America,Scottsdale,UT,1-033-799-9875,4.0,90.0,O
Sri11467,282167.0,M,H,2.0,Morgan Stanley,1803881.0,TPCCTUTQWUUHSVOEVTPEASGQTUCVZRFDLBJZZZMYYHLEXCXFXGHJWRXBDHHDUHQEJWQUJWTLE,789.0,,United States of America,Columbus,DC,1-020-745-2050,,72.0,
Boy11468,261172.0,U,t,4.0,Buckeye GP Holdings,3293409.0,QTTXX,744.0,2.0,United States of America,St. Petersburg,ND,1-849-390-7834,4.0,36.0,O
qzw11469,259421.0,S,,1.0,Plains Exploration,,Qgxxcdugzbxfndhlqiaj,565.0,3.0,Canada,Memphis,NH,1-393-430-3381,2.0,5.0,R
MEZ11470,439331.0,D,,0.0,Wells Fargo,834648.0,ednvfbwyadqjlyatfyshilolegl,791.0,1.0,Canada,Mesquite,IN,1-066-555-2512,3.0,95.0,R
Xkp11471,307071.0,W,,3.0,Schnitzer Steel Industries,370275.0,,442.0,4.0,United States of America,New Haven,VT,1-895-114-3583,1.0,,O
itd11472,254243.0,D,D,1.0,Eastman Kodak,1777305.0,AXMCXCRHTYTAUECTFPMBFOFASRKGUEPNVGBH,505.0,3.0,United States of America,West Valley,SD,1-243-729-5628,4.0,89.0,O
dkz11473,403215.0,M,,3.0,MDU Resources Group,834930.0,Xyqexqqqybqavqaqqnazdjgiroxbafkryftmv,533.0,10.0,United States of America,Ann Arbor,MS,1-063-860-2560,5.0,2.0,O
nyj11474,456451.0,M,,0.0,Laboratory Corp. of America,167808.0,nvlhhwcnsaszvuvzxuvoqknwkwzkrlmevbzgsodpdrfjxuctbrlcdwnniqvqsl,671.0,8.0,United States of America,Oakland,TN,1-273-723-4672,0.0,42.0,O
Gah11475,436352.0,M,,5.0,Molson Coors Brewing,477848.0,Sbnircouqeocbgzkikviyheqnnfiqrbl,504.0,2.0,United States of America,Missoula,SC,1-022-884-1033,5.0,87.0,O
sgs11476,220106.0,W,S,,Hewitt Associates,3000767.0,Ouipuqdxtxhfprzaivrkuidtkqnaacfkwarksxfcaxqglspybgbnoa,831.0,0.0,United States of America,Frederick,Newfoundland,1-360-571-2017,0.0,33.0,O
jfx11477,114383.0,M,q,3.0,RBS Global,1118892.0,PMIXZPXFXCPIWUBEQXBNLQRWEIV,522.0,3.0,Canada,Washington,AK,1-513-076-6324,3.0,10.0,O
Ubl11478,301368.0,S,,2.0,U.S. Bancorp,669041.0,GHZGSWCKDUXDKEGKUQKZEBSQPTWJUDUHEXXLTOJHNEDTWMXKACENFGISLIOXVPT,632.0,2.0,Canada,Providence,AZ,1-049-834-0372,0.0,56.0,R
eqn11479,195991.0,U,w,2.0,State Street Corp.,2138747.0,tnyjecddekaqw,834.0,7.0,Canada,Sacramento,AR,1-814-417-0946,,44.0,
Bcu11480,168558.0,S,o,1.0,Aetna,2602673.0,Hljqkrgjchbbqtqhimhdulkoog,662.0,8.0,Canada,Garden Grove,DC,1-164-969-6909,1.0,11.0,O
RVK11481,6392.0,M,,5.0,Ferrellgas Partners,234019.0,Evbuxmukafjemrvmqbnximkmtfbckejjhobtoloviyodvotcfwoyralcmjfqlzisdknpvbb,500.0,4.0,United States of America,Oxnard,SC,1-565-921-4884,5.0,32.0,O
khc11482,378207.0,S,z,4.0,Reliant Energy,1092435.0,Wbtdhqtefilhyswvcsgxvfbgldjestfkuwrekfaxksknfaqratjtwaxavqiuuezjsna,652.0,9.0,United States of America,Denver,Ontario,1-588-279-4796,4.0,15.0,O
Joj11483,84429.0,S,,1.0,Southern,393268.0,sttfjawxtdeplzdtkkaghxcmvthmuvgyrvxegqhzzfurmezfcmuvrsanwfulsueiyvdjjtvoh,614.0,5.0,United States of America,Fullerton,DC,1-788-736-9362,4.0,90.0,R
RLQ11484,16398.0,M,,4.0,Cimarex Energy,3977529.0,,603.0,2.0,United States of America,Knoxville,DE,1-766-394-1434,3.0,7.0,O
Ztd11485,32912.0,U,d,4.0,BearingPoint,1872542.0,Mcsqszililfdlzbqjhsyrcftufrrswaafzopv,704.0,9.0,,Denver,NV,1-875-123-9996,5.0,61.0,
fvk11486,381878.0,M,,5.0,Dun & Bradstreet,655854.0,Divgkcgtwdjybgfzivzabczwcnpkyoaondmfuhakcxuwatpvprekozhjaqomatastxlejtulrkxqn,650.0,9.0,United States of America,Cheyenne,TN,1-156-295-7654,3.0,22.0,O
xhd11487,252843.0,S,,2.0,Cooper-Standard Holdings,18987.0,Xllytwtweft,726.0,,United States of America,Biloxi,IN,1-061-171-9552,2.0,68.0,U
Hoe11488,407372.0,U,,5.0,Rohm & Haas,819805.0,Ouweiqrohwrmttxhcoaebhawfsikjrmumjtcbwgzlkciiwgisdwkusdultbmcxgio,711.0,0.0,United States of America,Santa Fe,TX,,5.0,52.0,O
Olh11489,398663.0,S,,5.0,Complete Production Services,2771504.0,,315.0,6.0,Canada,Overland Park,HI,1-642-017-8563,5.0,56.0,O
fdc11490,90907.0,U,,0.0,Ralcorp Holdings,193469.0,iibhorcgbnwjdeqfqwfrebzuvlwlnwjubtnmqwwbkmibbaudxwvyfwpswgoqqefadinzipvkqhchb,582.0,4.0,United States of America,Carrollton,NH,1-912-071-6895,2.0,33.0,
Srw11491,273569.0,M,h,1.0,Church & Dwight,1886599.0,,763.0,7.0,United States of America,Miami,IL,1-365-866-5561,0.0,62.0,O
EDW11492,164972.0,U,n,5.0,LifePoint Hospitals,434097.0,Iafhvwwfeguxprukobtygftudjmuvarjglsgkfzqh,400.0,1.0,United States of America,Wichita,NJ,1-659-821-2440,4.0,74.0,O
rig11493,396722.0,M,,0.0,Consol Energy,3862408.0,Oisaeqfegtbkcjxhelpvovaspqvxtntvyxhwsguiurausvjfqwtkdehknrj,475.0,0.0,United States of America,Lincoln,WI,1-878-752-8108,2.0,88.0,O
BMQ11494,148398.0,M,O,0.0,General Motors,3776397.0,Ywgqxrjbyqpseycinjamzekdpen,490.0,9.0,United States of America,Oklahoma City,KS,1-613-399-7550,0.0,32.0,O
Xkx11495,424682.0,S,B,1.0,Mueller Industries,845953.0,kfvkcixtamcjxfbjnigpvpmuylgdmoabxgkxutoxijvvtnrkusrnbb,469.0,10.0,United States of America,Hull,MN,1-941-270-7615,0.0,73.0,R
ALX11496,104907.0,M,,4.0,MEMC Electronic Materials,3146493.0,Xnqyjitsylcbbvuvgudhqatdmfutsjzkdcfhaashaajaqjscrtwerxpypctrvd,665.0,2.0,United States of America,Inglewood,PA,,3.0,70.0,O
XGJ11497,123667.0,M,,1.0,State Street Corp.,3655922.0,DMUSEJBKSJOSVWIAVXVFEHVWGSZCNBWFXKKFNFFNPGXPINPQUWLIFRXWVUXAZI,745.0,7.0,Canada,Nashville,AZ,1-091-240-1003,2.0,73.0,U
bqo11498,126335.0,M,y,5.0,LSI,1701758.0,uwbbggrcaracobartvaljlembvlfiunvbosfkvfuqhxkdil,567.0,3.0,United States of America,Toronto,British Columbia,1-484-183-5682,1.0,70.0,O
Yoi11499,444780.0,M,n,0.0,D.R. Horton,3130656.0,QTPWJNSVVTOEEQWTQCSPLXWYPUKVNUF,807.0,6.0,United States of America,Waco,IN,1-172-239-2338,5.0,,O
Xuz11500,483924.0,,f,4.0,Energy Transfer Equity,2604263.0,cdhhlfcsexlfvtfxbokiyipcdkupaawbwywcspzkgw,507.0,7.0,Canada,Victoria,Prince Edward Island,1-715-088-6861,1.0,9.0,O
sih11501,50503.0,W,,1.0,Asbury Automotive Group,2245593.0,Dlnanaqnnlaywkthugnzmnopbkthlxegagzgzhclngzpifnpsbrhwenflbglrlryyhg,305.0,8.0,United States of America,Lubbock,WI,1-088-114-5997,3.0,14.0,O
HIF11502,213058.0,M,S,5.0,Williams-Sonoma,3087235.0,Surcgjsulzertvsbeujkhbtrbckcqwdemmxswsdztogkj,544.0,10.0,United States of America,Costa Mesa,Ontario,1-988-423-9344,3.0,41.0,O
Thh11503,,W,,1.0,Western & Southern Financial,2142510.0,PDBRAFISRNEZKBBHQMOYRKVJBCTVDWWHVCTPMXOXQFENZUFTZCEGYBFCLWJVSQEHJSEAMHTSWMTQEYXH,802.0,6.0,United States of America,Pomona,NJ,1-055-708-0614,,91.0,O
fjs11504,117515.0,D,,3.0,Carlisle,29043.0,Lbxijbxtcwrdzkonxerjmvsnmcndorhyjojrbr,359.0,9.0,United States of America,Great Falls,HI,1-803-159-6616,0.0,,O
uka11505,381308.0,M,R,0.0,Fiserv,1956217.0,Owifqpkfjkyxsqdpgthhikjeismfjiqdehobjoggltmpcabhnvbiknpgyvwlhetgwleaepwrmykcckc,691.0,6.0,United States of America,Overland Park,SD,1-585-809-3747,5.0,98.0,O
Zfg11506,279211.0,U,h,0.0,Bio-Rad Laboratories,1229024.0,rcumrwq,483.0,8.0,United States of America,Pueblo,Prince Edward Island,1-565-568-1409,1.0,33.0,U
oya11507,395264.0,M,d,4.0,Markel,3650201.0,,376.0,5.0,United States of America,Boston,SC,1-639-058-1250,3.0,28.0,O
Vbs11508,45730.0,D,,3.0,Avnet,3063906.0,ISXBJCKTJGNREOWERINLVLKBDTJCLVMWGVHLVDHE,435.0,1.0,,Alexandria,RI,1-917-084-5824,3.0,81.0,R
Pct11509,143688.0,S,B,4.0,Philip Morris International,3641742.0,uaevcgfiamduyahdieedjmjirk,500.0,9.0,United States of America,Mesquite,SC,1-335-415-3432,1.0,1.0,R
Ijc11510,84182.0,W,z,5.0,H&R Block,121946.0,VQASDSZUEVIOLTXNTDEPIKBQTZHCWRLHGOQ,588.0,8.0,United States of America,Colorado Springs,IN,1-761-782-9434,3.0,60.0,O
Pjg11511,478671.0,M,,3.0,,348644.0,egrxpyihxblxpxkigoiqkefzbxwevgyuszskyfnwnjbkpo,,10.0,United States of America,Idaho Falls,VT,1-627-199-1158,4.0,97.0,O
Kvu11512,,U,,2.0,Praxair,405674.0,Ojbdpidwkszhxvcntswob,681.0,8.0,United States of America,Madison,IA,1-062-434-6774,2.0,7.0,U
ljy11513,277540.0,M,j,4.0,United Stationers,1693682.0,,428.0,3.0,Canada,Sandy,CT,1-109-110-9177,2.0,69.0,
KHV11514,484421.0,M,,0.0,D.R. Horton,2025986.0,Qjutszyvhjpqbojrkfamfboaze,505.0,9.0,Canada,Fort Worth,NH,1-315-009-9882,2.0,75.0,R
Ieg11515,197554.0,M,e,2.0,BorgWarner,2444161.0,ZVHTWXMEDCOLDNFOUWWLQKREOBXIUDJDSBKNHAFBAUGQBQNFFOALVWISQQTVFCJMGKTNZ,373.0,5.0,United States of America,El Paso,LA,1-893-373-3312,3.0,86.0,R
Cba11516,306795.0,D,,3.0,Source Interlink Cos.,1572804.0,Ufwtrpgjtbboqxijqkrswpktvwztirauqitaoegjfeofvnlgszwnrgxmk,634.0,0.0,United States of America,San Antonio,ND,1-577-012-7043,0.0,10.0,O
ioi11517,423496.0,M,I,4.0,United Natural Foods,3975018.0,KGBIJTHBJRFJMLBQQKEUWBJVVV,645.0,9.0,United States of America,San Francisco,PA,1-129-519-4916,,25.0,O
YAF11518,315394.0,S,,4.0,Brightpoint,499689.0,Cfhficzpjjtjuobriqwiqpblysqagmtzglvgbeiszhlghcktnjtdgwlwyhk,746.0,10.0,United States of America,Nashville,Manitoba,1-530-386-1765,5.0,85.0,O
HOG11519,257953.0,W,y,5.0,Biogen Idec,883778.0,Caalaixxcqmnkxpkhnsmnbaaeqaleonvdjjsdnj,560.0,10.0,United States of America,Henderson,Quebec,1-754-326-0563,0.0,43.0,O
ISR11520,81967.0,M,Q,4.0,Curtiss-Wright,3584233.0,Mfaqcyszhtixngxunewqrfjfjywymkhnwmubtgiyurvnndcysiqljzbugraol,421.0,,United States of America,Louisville,MI,1-945-691-6202,5.0,65.0,O
HSK11521,,S,d,5.0,Priceline.com,2210616.0,yxikekljfagiffeyeaapzzsrlgnofqklcbvbgkohiguidga,490.0,8.0,United States of America,Jacksonville,Manitoba,1-888-782-9978,4.0,88.0,O
Qrx11522,428765.0,U,,4.0,SunGard Data Systems,2051831.0,Ldcpgtygyushro,547.0,10.0,United States of America,Biloxi,MD,1-865-906-2751,3.0,95.0,O
Xir11523,224447.0,M,,1.0,American International Group,3390660.0,lafzrgmiqgxqhknquovxaikcrtxnlgbadaypfodim,652.0,8.0,United States of America,St. Petersburg,MI,1-271-624-0698,5.0,23.0,R
BMR11524,206839.0,M,,0.0,Arch Coal,3701575.0,yetyjxkocbznudez,748.0,8.0,United States of America,Salt Lake City,OH,1-108-141-3593,2.0,95.0,R
pbd11525,271582.0,M,,1.0,HealthSpring,1403626.0,ecotrnojdnhvdzljfeqzfcxqozqwwfwsdrqpohkhsrfwjsgwtizsj,423.0,4.0,Canada,Dawson City,WA,1-523-707-0480,2.0,54.0,O
wkm11526,232001.0,M,i,3.0,Ecolab,187912.0,Kcblwyfsuswyhiobxbsmbjnfsdmtmxeebmcpczldwtrgbiavldelmqmqqutkuosvdxhnog,437.0,9.0,United States of America,Colorado Springs,NM,1-267-998-2897,5.0,23.0,O
tzj11527,455887.0,,S,3.0,,3874696.0,Udwhhvzjpisjmcajzhxmcdevcpbcokfazkubbhti,673.0,5.0,Canada,St. Catharines,DC,1-457-658-0617,2.0,31.0,O
nea11528,272509.0,M,,,Amerigroup,1689525.0,Jhiymhevoqd,536.0,1.0,United States of America,Windsor,MS,1-948-486-2292,5.0,25.0,R
gth11529,123378.0,W,,,Kraft Foods,3397841.0,,516.0,0.0,United States of America,Overland Park,SC,,1.0,71.0,O
hwa11530,2706.0,W,W,2.0,Amgen,,GHANZZQJTTNESSSIADYOPCCHXRIXYDDYCUEDTKJKUWHBXUIYEAJUHWYLNZIFQZNKEGVQIDUBWRUIAPT,729.0,9.0,United States of America,Montreal,ND,1-292-986-0278,4.0,44.0,O
Nzl11531,,D,F,0.0,Dynegy,,FTPMFVJLCQUWPIOVBOYOLZGHTOUHOOQAZXZTBMRNEIUVM,471.0,6.0,United States of America,Chesapeake,MD,1-927-222-4298,3.0,17.0,O
KLO11532,90397.0,U,F,1.0,Brightpoint,1522259.0,idcctqgxlrafgcpcafkhoxrtmovjhlgpasnayvszbmwbsxkfedkbvgbauueenbcwdgaohnnagwn,639.0,10.0,United States of America,Bridgeport,WA,1-596-806-1448,5.0,71.0,O
Rmj11533,82058.0,W,,3.0,Perot Systems,2328821.0,Kwcbctjfzcmwhxsfytqtjskydsauguzyeblisodchbyyjugukbsb,673.0,3.0,United States of America,Lansing,MO,1-874-012-1985,0.0,98.0,U
Oiw11534,212697.0,M,,0.0,Regions Financial,654662.0,Dwiwvfoacsvzlcfqzjwbmsov,799.0,9.0,United States of America,Costa Mesa,Saskatchewan,1-256-442-2059,0.0,33.0,O
HDQ11535,167386.0,U,,5.0,Furniture Brands International,907742.0,Vcfjcucxzdmw,796.0,9.0,United States of America,St. Johns,SC,1-335-264-7696,3.0,77.0,O
RUV11536,41458.0,M,V,0.0,Tellabs,2716450.0,uyljrfdybojtasikneqluedvsmajjhvwoaraklnuyzeagohfaq,840.0,8.0,United States of America,London,Manitoba,,0.0,23.0,R
Ywl11537,36417.0,U,,0.0,Stater Bros. Holdings,1647669.0,nuhatmircwaalxnctaayrsixgqnrahcmzykwpdtgkgdfocbeiojbegf,847.0,1.0,United States of America,Flint,NC,1-438-727-7065,1.0,61.0,O
Dbo11538,193859.0,U,,5.0,Jones Financial,3033100.0,Thbtknxmxvgwottqsqcy,343.0,,United States of America,Lowell,TX,1-764-564-5161,0.0,28.0,O
Gfi11539,102753.0,U,q,1.0,Verso Paper,1557755.0,nfucoxdjsrxliwdbpzoszrgxuuqhmjcgjxsgxjnkplicyxbbmmvkbwrjmttrlwdf,353.0,10.0,United States of America,Evansville,AL,1-127-828-5452,,17.0,O
cgv11540,173965.0,M,f,0.0,Lithia Motors,1999215.0,ifgzbwrgrrquwrqqdyychpedgceqbqbfjyiyrtgoeutkyzlwlnvhkrrpuhrfsmcofxwws,697.0,6.0,United States of America,Grand Rapids,FL,1-920-233-7427,2.0,25.0,O
shn11541,201467.0,U,,4.0,American Axle & Manufacturing,2874861.0,Wfeqiqyzb,516.0,7.0,,Hay River,SC,1-177-323-7392,2.0,8.0,R
ret11542,,M,,4.0,Marriott International,,,438.0,3.0,United States of America,Salinas,Alberta,1-490-155-4253,4.0,58.0,O
Ota11543,28969.0,M,a,2.0,Brinker International,2871608.0,PWFKKSMDOIUJXHEGWBCXYUOOUIVFKGWIZJLXVBVGSDUAMTMMPNRVXNXOPEKS,363.0,6.0,Canada,Orlando,NE,1-838-612-7853,2.0,72.0,O
ZXK11544,313942.0,M,,2.0,Laboratory Corp. of America,3310218.0,Qpdhqegulxwcvgupwodloamzorxpyg,,6.0,United States of America,Anaheim,NH,1-964-006-9835,1.0,6.0,
Plp11545,65994.0,U,,2.0,Motorola,403830.0,Diburmxmyzvvedwu,666.0,,United States of America,Sandy,Newfoundland,1-097-415-0952,2.0,83.0,O
zwd11546,330590.0,S,,5.0,Lexmark International,655164.0,TRHDKKFWQXMWWPQXEZHUSOCUZVQAY,450.0,6.0,United States of America,Lincoln,WI,1-077-313-2992,1.0,23.0,U
Ncz11547,44060.0,D,g,1.0,Entergy,119583.0,NJXVFNMAIJQVYOANOIVTDFXJRGJTGYWRKGBHQJWFRARXKJUTYOOCNPYCVHDJOFTURWOBOHKINIBOHIT,697.0,9.0,Canada,Winston-Salem,TN,1-768-923-7360,1.0,,R
OUY11548,251389.0,S,,3.0,Cameron International,1762835.0,qugnosvssiwhfxrpvdegcjfhgeifmhaejbabkhipurbpx,,5.0,Canada,San Bernardino,KY,1-165-440-9323,3.0,45.0,O
Nii11549,360414.0,S,i,1.0,Southwest Gas,3523125.0,aebgprpnpetspdugkmkgmjojxbqvb,781.0,0.0,United States of America,Lewiston,MN,1-357-474-7155,0.0,93.0,U
God11550,27696.0,M,x,4.0,Sally Beauty Holdings,1581397.0,azbsojiehib,647.0,5.0,United States of America,Tacoma,AZ,1-587-962-9613,1.0,91.0,R
uxn11551,413374.0,M,k,4.0,Google,2431542.0,Pnhmz,528.0,4.0,Canada,Durham,VT,1-505-580-1056,5.0,23.0,R
HKD11552,286422.0,U,,1.0,Baker Hughes,299329.0,Dxjtkmtpitaygxumeeafoppxksnbjcdktzatknekrzbjz,568.0,0.0,United States of America,Saint John,TN,1-699-197-0653,2.0,3.0,O
tgo11553,260038.0,U,F,0.0,,2791638.0,gdhvwhfnparluibd,562.0,3.0,United States of America,Dawson City,WI,1-267-593-5472,4.0,51.0,U
kit11554,447447.0,U,Y,0.0,Health Net,388781.0,Psggywpxmudgsadqaszwayiojwzay,511.0,7.0,Canada,Tallahassee,Newfoundland,1-937-573-2011,4.0,20.0,U
vsq11555,57109.0,U,,5.0,Danaher,2668902.0,RYGALSMMEACAEKPIHIAIDHIVVOAEOMIQVKFLBPBAQBJYXNEP,449.0,3.0,United States of America,Huntsville,OR,1-756-188-0150,5.0,37.0,O
ljc11556,,W,,2.0,Wyndham Worldwide,3190554.0,Mpiejlvmrntflsfl,550.0,0.0,United States of America,Edmonton,UT,1-326-886-3011,0.0,92.0,O
Fxr11557,43792.0,M,,5.0,Brunswick,1293547.0,Kuzofyrosjtkgduwxkikiwyvolwcgshcitzugdsfmmkjusino,396.0,6.0,United States of America,Seattle,VT,1-997-853-8154,3.0,52.0,
Iou11558,196969.0,D,K,5.0,Medco Health Solutions,2612244.0,Hrnrqlafdapgslkancryztkigufdvbcdblepkz,589.0,7.0,,Garland,TN,1-640-725-0120,3.0,93.0,O
Nqn11559,30861.0,S,F,0.0,Career Education,2576027.0,niiqfdtotkobazqoeh,487.0,8.0,United States of America,Washington,VT,,0.0,23.0,
Act11560,185299.0,M,X,3.0,OM Group,2578386.0,Tsadfundshmsvmrcxsbriphjcnlpydxwcptgulzpntebnaxpghpjhoreglqp,778.0,,United States of America,Worcester,NH,1-623-768-2392,0.0,82.0,
Rlg11561,,M,N,2.0,Helix Energy Solutions Group,2493050.0,VHHKCLZIKLEGWSOUCDNETYMXHGNESBUJTUEHPHKYGXOJEPDHZDOKJYMFYWPTNHPHJT,381.0,5.0,United States of America,Madison,NM,1-146-532-8204,3.0,86.0,O
DYC11562,353880.0,M,,1.0,Flowers Foods,2917975.0,dkauycyhtdqtvlvtxttnrpmpqizclnqnmvltuv,525.0,3.0,United States of America,Garden Grove,MA,1-743-496-6434,5.0,19.0,R
