Age,City,Country,NumberCreditCards,AgencyID,AddressLine2,LastName,AddressLine1,NumberChildren,FirstName,OwnOrRentFlag,MaritalStatus,NumberCars,Gender,PostalCode,Employer,MiddleInitial,CreditRating,NetWorth,Phone,Income,State
21.0,Bellevue,United States of America,4.0,zvj5231,Hsilqmkccsk,zvjvcgfhifw,CSVGSIXQEPQYMFEQLOPLHAFMMF,3.0,ehjoqpvhfpxxlavczcsnymrl,U,U,5.0,,Cckblvpk,Cognizant Technology Solutions,q,786.0,3536447.0,1-073-669-4014,123811.0,MD
33.0,Moncton,United States of America,3.0,IZK5232,ODCQBDOBHWRYGNKEXUEBTGCAKHXQQFIWRJZMZZQROCOKDXBQLDAQGKSTCCFRFXVDZEOHCNR,IZKEPSIS,JECYVUSDWWCPIUPMESMJLZXJBHQGBQS,2.0,AGATBAWFISMVRDO,O,U,1.0,m,,Fiserv,C,729.0,1822492.0,1-018-195-5431,351588.0,AL
11.0,Cincinnati,United States of America,4.0,FQH5233,Mgipmrvcnajbsqcxo,FQHMNVRRCRZFQGXNLYOFIDI,Khztmttalilb,2.0,CAQFCNNAGX,O,W,4.0,m,ikiss,Public Storage,,723.0,,1-773-597-2926,328034.0,MS
16.0,Missoula,United States of America,3.0,Oiz5234,BQDMGXZMGRJTZYZZJOCHCTCXPCOTT,Oizgaganh,MAXXMKUXLFCTIDLBSJXEDKASQOWIQXGZINOWKLKPZWSVXKOOGOIPEQMDZYMLLTAFE,4.0,Ltuzqnmliih,R,,0.0,f,Swiqwdyr,HealthSpring,,467.0,1462691.0,1-396-221-2948,80142.0,Quebec
2.0,Carrollton,United States of America,6.0,Ncr5235,Dtohrckomxchagzkuksdfanbfezabazzituiwpuouakzvwlgqhdxsnhxlt,Ncrooomeihysxztxeopntz,Npevssyhkfsquajgffehpeeikvzvcfxlut,0.0,Pvlsihhqd,O,U,5.0,,BVIJAMROPC,Biogen Idec,,618.0,1953600.0,1-177-827-7459,166315.0,MI
99.0,El Monte,,9.0,YSA5236,bjgembrkgrbdbsrqiejuabqcvmlvbgpfuin,YSAXLU,rvkiiifynxuejcdqbhlqidihsijgjfd,1.0,aywticrsg,O,M,4.0,f,THYOAONDADY,Ralcorp Holdings,,394.0,150494.0,1-385-095-4365,438902.0,MS
95.0,Mobile,United States of America,7.0,Acg5237,gkkkltullkqdboopv,Acgtqw,lxungetamozpikclhccbsfjkeqrmnmvofgojxspqi,1.0,AKDCVMIXXNWQ,O,M,1.0,F,RLGLCLHMRTP,SAIC,,541.0,2590010.0,1-647-247-4980,485543.0,NH
64.0,Newport News,United States of America,7.0,Kfv5238,Kyvleaxswaovlirqzqk,Kfvojqjdsougnaigkcwbierctd,ttajrwjfwwixbhohfsmgxm,3.0,aauthvbajtxkvo,O,M,3.0,f,Uuhygop,Pinnacle West Capital,b,721.0,2919849.0,1-046-763-6607,87872.0,OH
20.0,Hollywood,Canada,5.0,obv5239,fuwmlyowcpgbjgkplleakdnembtazw,obvjlgywguuntymijomvtkgi,SGFVVP,5.0,Orhqpndwl,,S,4.0,,vkkbonz,CF Industries Holdings,x,625.0,1945176.0,1-883-330-7373,,UT
23.0,Des Moines,United States of America,2.0,QSI5240,rndebnscihnougelxkxmgszdakxiodpazgfsllh,QSIYNQMIXNHXFXORIQDJZLYJY,Ekfihxwlvtwlrsgdxumzahgwgiabjwzlssslovdexcpfqkcgiwciexqkjilanacaycftmtx,0.0,ENNVUQYUFDYIDHYW,O,M,2.0,,NLUEQQY,Eagle Rock Energy Partners,G,304.0,2761295.0,1-605-578-8531,225157.0,MO
0.0,Buffalo,United States of America,8.0,Rrf5241,Pkowxluzhlbctjbxfyfyhqojwmbce,Rrfrphzlnfihwquw,iaoumkqytnfanqg,3.0,BKOUGJTNCJZWTUILKDPAN,U,,5.0,f,Hebwjosrh,Sanmina-SCI,j,470.0,2209204.0,1-383-104-2436,447503.0,NH
70.0,New Orleans,United States of America,4.0,ICL5242,WSGTXGKDJLOYHNSCRFIQYJOBYUBQFGDSQTSRVXJXHXOKFCUVKVTLJXAZZEYGG,ICLMINKKBNZVF,Crlfewobxjaftvmwjowlzkrwthlpnrdaljakxgw,0.0,CEHUMNVXUHZVQRDBINJP,U,W,1.0,,,Alexander & Baldwin,,710.0,1468553.0,1-492-214-0596,,KY
85.0,Charlottetown,United States of America,7.0,Tij5243,JOEYORUDFSSWBHGIIGEMROLXBUWOEFEITXXWUIAPEKQAEIEOSXQMNEVNZRUJKBVJC,Tijddfobwapoujtyigxz,zxenwnwrwsirkoszivbhsehpopqgpqfrdbnbmuvakoctqbemqrwyyxxat,3.0,eldqcmqrxupma,O,D,2.0,f,olqtoxlsmx,,,336.0,130481.0,1-937-268-3237,228899.0,MD
26.0,Lansing,United States of America,2.0,Yyn5244,JHZONCPMGUZOHTBPQVCJVNIKZBMQWOXWDGXTFBBUCPMPDHFNXFLFCGCWIOOSBT,Yyngun,gsdjluhlofu,0.0,KJVJAMIDPBVDXRNAXBHUAQLVCZ,O,M,1.0,f,,Ametek,,525.0,1738457.0,1-013-009-8527,415453.0,AZ
37.0,West Valley,Canada,6.0,Tfm5245,qovahirurzljobcojxcnnhbebfvpuwsfufqxvolvyhhblrxwbkziybbukmmxdrvsxxvhchqcqcl,Tfmeifsbhohlaorbhbpod,Crgvndjcyvkxyhpwtcpcxsiigfwntucwaeagieepylinwvjhpvechoytido,3.0,Syrijhgkokvop,O,S,5.0,,Nxhledfw,Amgen,,759.0,3315356.0,1-782-163-7490,499620.0,ME
,Garland,United States of America,1.0,ykv5246,KPYRHCIXKILKQSDXQXOPXGUJDUCQO,ykvtzurgqqhoeowhorjujdidalrbj,Jfebvioyvxyazjyn,1.0,Fejgpfgqevzwiwe,O,M,,,XWKWDUVOCZKD,Berkshire Hathaway,z,332.0,390153.0,1-057-384-1396,128125.0,IN
73.0,San Diego,United States of America,9.0,kcz5247,okopnmqvxwfvpiakekbtyadqxqzqmw,kczdkqf,ZWLLT,1.0,OLGOLVSF,O,U,0.0,,Rcmhsjkxtdhy,New York Life Insurance,K,801.0,3755999.0,1-741-095-4697,414950.0,NH
56.0,Baltimore,United States of America,4.0,ome5248,Syzozihpakyorzqnmlvngnljbibcnuvubglveftcamdpemkz,omemqfqnbbjm,Xsupcsqlenal,,Cvelmxrtblwztxongcmeoh,O,U,,,Qcqeiggrw,MSC Industrial Direct,,334.0,3179478.0,1-215-281-4794,394561.0,FL
69.0,Wichita,United States of America,0.0,Vrc5249,fftypfilmy,Vrclyjpnhxisrrwddnbyga,Gklaqlolbdaxqqvwsrvkksnklvkcteurmwldtfkxxa,0.0,hnkbjiasglvvyzwf,R,W,0.0,m,CJSTWOPMFAI,International Game Technology,X,315.0,3232955.0,,8576.0,ND
93.0,West Covina,United States of America,6.0,OZL5250,Yrgwoes,OZLJKG,lqbbtestlkmehaxnwmglypkgzgbpjy,0.0,vmzbtphwxq,O,S,1.0,,PALVRHHPMQNE,TIAA-CREF,H,439.0,1799715.0,1-956-467-1185,272465.0,Ontario
0.0,Bismarck,,3.0,Hos5251,ckutbpepzdarxloqdbectxyugfcjhmngktzjxwulvqbjqoklgofqkuawkrlchtceduhjzhatbhkrhlnb,Hosvajcmsqbizyirowark,Frtludwwllhldedegljiatsvirwqomaupakidrwmkxoyhebwmapjzvqeioa,3.0,mitokvukgcufejkxfoaskmwt,O,W,5.0,,vkplwslcfkv,First Data,,572.0,3179247.0,1-752-307-4521,70648.0,MD
40.0,Dallas,United States of America,9.0,DVM5252,Ubjglbofohpuxlnuh,DVMRTWEJRWYXXOLKQFUJL,,3.0,EVRENB,O,M,0.0,,tagtkbphekyf,Emcor Group,P,685.0,3134326.0,1-900-350-6546,207846.0,Manitoba
79.0,Providence,Canada,8.0,Jwm5253,WEPHNHPXJZAPNYJWEUYMRRQWRGJAGSBBQRDIRZFYNCCPVBNKUVDNTPIAJDVMPWTEGTE,Jwmjmskqweqdv,YMIDTXJHFJVLYOONJFHYKMWTQJCDVUNBETPL,4.0,Ehcgcskvjvphttxvxnl,U,U,1.0,m,Lpbwfvvdatb,Cardinal Health,,314.0,587560.0,1-263-443-9640,447928.0,VT
37.0,Hay River,United States of America,0.0,fye5254,odjonlgrpfxmlpshxukjfychivvdpivfpgnyqrjdcrfydrgeebslaxgokhbrjhwx,fyextjyzy,kpiphdggtoqyjzaidqqnyvbbfdncbcbmedjimbsxgmyhupntmebahhfzuosfqrdrph,2.0,OUIXSOURNRCSTUTXD,O,D,3.0,F,mqtnpnay,Saks,w,421.0,2279108.0,1-684-832-1397,222495.0,AZ
30.0,Kansas City,,9.0,fdv5255,Xrftgkgg,fdvubx,YIUOLKJRVLIUMIGL,5.0,gdrtkkkjvvjmimuqjrhefefxexioiv,O,D,3.0,m,,Goodrich,,731.0,3688637.0,1-881-551-0819,245645.0,NJ
17.0,Portland,,2.0,WNT5256,hrcxtzbxbswhlemcyseobsbatvcnoikmyjssrhcxheslduyxakg,WNTBUNKGSUXGRXXVC,Wjybubjxnmfkxxqpvjpmkhfoagixwgydcvatgsegschtchfebjnrdncjxekhjfxwmouqjt,2.0,Rgdeba,O,M,1.0,,fwoztchr,Blockbuster,,839.0,1364973.0,1-557-993-8368,185655.0,ID
48.0,Knoxville,United States of America,7.0,Pdb5257,sumubjuxfajpkhyoybgpkau,Pdbursltqwdbymrbifofolb,Ydrjxujbrvtwynczkvyrqeyxtaewpm,2.0,UENBOLFVJHEDTHDQOXNSTK,O,W,1.0,F,,Calumet Specialty Products,,455.0,1602824.0,1-279-541-5894,296919.0,NC
78.0,Peoria,United States of America,9.0,Nea5258,Nlxbbhpknzvtyxewxzviccgqakdef,Neaiipkilkrtwzbcmvsrtjuge,Vtjrreuppvfqvsmyjajilaxwesjk,5.0,Dmcmecmeg,O,W,0.0,F,Ikvbjzutwzl,Telephone & Data Systems,,575.0,3421962.0,1-164-318-9718,370762.0,NH
99.0,Boston,Canada,8.0,IKO5259,Plhzfalcvwlltrerwxooavlmxtwfxvqpiadtmgynfmsx,IKOBNYXWUUGCBRAADKYMDCOJDXXGB,jwivrhptsutgzwytqpuydxpgnkpjvspwntdtuewybixedmdecvtynzz,2.0,TZFWTAISUNDUF,O,M,0.0,f,fcoljfi,Sara Lee,A,611.0,1618035.0,1-549-109-0890,193005.0,VA
98.0,Lansing,,4.0,Thk5260,YKHYEBNCVWMNFBP,Thkkapjskuneiumceilrxywtoxcau,CRDDHTPPMLOLQSVMFDDILSQPEHJTLJNXMOOELMB,4.0,Isvbzkhdqjwinvlmu,R,S,3.0,,njvtxymcpim,Bank of New York Mellon Corp.,e,646.0,298871.0,1-475-970-8722,111673.0,ID
84.0,Pueblo,United States of America,2.0,LOZ5261,Pqeloreyahkmzznknafizoepcghngjlwrzp,LOZFAQHAWZUI,Shqvahbokjpootfebvuwytiylcqyatda,2.0,GOWVMFFAVTQOBEAHRNNHQXR,O,M,,,Ttmisjra,SunTrust Banks,h,443.0,3918610.0,1-773-362-3021,248232.0,NY
12.0,El Paso,United States of America,1.0,Tzk5262,yxeozfqunfuvgmwlevpghslnwrgitnfzokrpxjeihagjgbfygyihddkbfbmitsdreawlwlbdta,Tzkgwnrnevnzxqsotomvbkai,visprtoou,5.0,Kdglxaaq,O,M,5.0,,Xqgxicspirb,Dynegy,,325.0,1037654.0,1-248-511-3601,84331.0,LA
90.0,Plano,United States of America,2.0,JIS5263,jiizgmfwrzlgja,JISSRIWSYGNOECRORTSJLUKQOVGMME,Jhkfwyawegcbbqczbqabuvuteihnrmzjseluvyvppivdzbbllipshiniieuqv,,eijlhvafcqmbkytjzkroxprhw,O,W,5.0,,CVQUSUNKQT,American International Group,f,488.0,192475.0,1-035-212-9589,201572.0,MO
72.0,Sacramento,,8.0,Lrv5264,BXPHQDZQKQSNNK,Lrvegtdcuatefv,NRWMBXEMLKBZKJQRVIQYLFKGKIQKRKCLWFFIVTOTF,0.0,TVWNKJLNDKLIKNFKOIOCFFCPDHCQOX,O,M,0.0,M,Kntwcbjhl,Ferro,,570.0,3768260.0,1-312-125-8356,237978.0,AR
98.0,Santa Clara,United States of America,10.0,SNO5265,,SNOTMYOTFVNXVNFU,wuxhrxhclgfchzbpimwrnhqxeaq,0.0,JUEVCUYPKXRNQQBPOHBO,,S,,f,HTKEGMN,FedEx,c,392.0,904691.0,1-490-047-9527,157959.0,British Columbia
48.0,Portland,Canada,7.0,Rvc5266,Ghbgdedvvpxmwrsrxtkpnbekbhmnzlivzfmfqpqzwncuwenkbkrwb,Rvcqjbdgsmzmnswbxtorah,Yyightjjlcwhlmfurhnpcexl,2.0,nooytwuamnsubwideowehntexkudk,O,U,4.0,,Bkryetbmjmic,Modine Manufacturing,g,318.0,1512806.0,1-004-108-8904,108922.0,VA
10.0,Stamford,United States of America,2.0,LDX5267,Ewzmocmiwgcbaexmxgvevcmgxfmqkckkifnsyzjxfgtbtzmids,LDXRKORRVVCXRSIQQVCVRBXFNAQ,JIMZQLSMULYRICWKJRKHJYJOVSZOWIKXLAAHFIYKLWQLYOAGUK,0.0,Qvxzqlvrjx,O,D,5.0,F,Ingwyswjla,Insight Enterprises,Q,362.0,3905374.0,1-214-067-4405,415372.0,HI
49.0,Boston,Canada,5.0,Sfl5268,bzjntgznurfmuzxcxthfdsguxqsqmwdgdelkxtyfrujbqvuovvfbrollhbnr,Sflplktffigowgeva,Mrgjxfqqvyxvegaocavvffoyvmoaogvfejcuyxsjvs,2.0,Pdtwtm,O,M,2.0,,Nkhmevyy,Xilinx,,571.0,523100.0,1-786-074-8473,276248.0,VA
26.0,Tampa,United States of America,8.0,Nwq5269,LCGOUECBMJOWYZGHBVOONFKJPAGNARTGJFMMHKWXXOWNJWCZCV,Nwqblftiwcavcv,AXLVHWJKBIYUWBHQBOAJOAYPWYIMJURDZCCLKNAXKIKTUJTKEYSKGB,,Mnwaphcphkdmvbhiknmcjhmblli,U,S,5.0,,Hmcjibjual,Sanmina-SCI,,598.0,921264.0,1-841-166-4621,293419.0,SD
70.0,Moreno Valley,United States of America,1.0,UBO5270,Nlxutdeoxqejnxbfgyrtj,UBOIALHMIRYKGDQPAXZPHFFQHWEPN,,4.0,tmaeuabklimhudpmswtrrfmf,O,S,5.0,m,YAQPDRCS,Alliant Techsystems,V,446.0,54629.0,1-677-860-6915,355746.0,NM
5.0,Huntington Beach,United States of America,7.0,Rpq5271,CLZSOFYEZPSNMINWCLAAVDOYENYLFKUUINDVKJEXVIMN,Rpqjwwqcax,WFQJCRYZPFYUAHMTJOFSAPPXQEIRFWEEPFWSDXZDNFXPSNHRFKXTPXTQ,3.0,QYSCLNEVYLU,O,S,,,HKYWYGNO,Jack in the Box,,603.0,3393993.0,1-707-804-9796,336735.0,MA
54.0,St. Louis,United States of America,6.0,BQF5272,Mksoltjekvviftkanbqtkcmnspnrhwvctdidckingddjnsryfeugpsliz,BQFPNETRTOOBDTLSCHYYPMHWTLKL,Pmwubdmdytrtbzifbqyowyslphvwvikfaubrnpci,,Vbddgjnrpoggbuzckalaj,O,D,2.0,,Aoaascqandh,National Fuel Gas,V,360.0,817350.0,1-730-437-6858,499804.0,MD
8.0,Naperville,United States of America,7.0,ssd5273,,ssdefodwrhlrdjwxvevvpxv,LNOWNNHVIKJYZBBFGXKSIIQJALFLM,1.0,Elrtwxpbmha,R,M,3.0,,qdjkbxqv,Stater Bros. Holdings,A,453.0,2712320.0,1-092-395-4131,348072.0,CA
58.0,Boston,Canada,9.0,Vxk5274,Vcdmrgaffxybzotimhpecwwxetkftzichsqmeljtbeovbyasdajylskswxijzmyofrjjpodnnzopqhbv,Vxkwhazkxwidktrye,Gbgymowhgtuxtpef,4.0,SIFGKMHRMPUKSPAVYKKKZEXOPVRN,O,U,3.0,,,Diebold,,735.0,2560196.0,1-981-434-9462,188999.0,DC
15.0,Billings,United States of America,0.0,ALG5275,Rvoplsesxixvhamfpxwzpnnxglclthzvbegkmcwgfydvnipltwwzydcnrqimgafdgygkrdhz,ALGXBNMAT,,2.0,Qjfqg,O,U,4.0,,oycpn,,s,750.0,,1-438-169-9915,200483.0,AZ
77.0,St. Johns,United States of America,7.0,Fwo5276,ewhvrhvqhhpajsqdgex,Fwovhwwhcvtzvtjxvxmkzgmbbecdhe,NFGHLK,2.0,Zpdxnsehgxfni,O,,5.0,,SNTTX,UnitedHealth Group,,,3185416.0,1-206-432-0364,65517.0,Saskatchewan
3.0,Winnipeg,United States of America,8.0,Sce5277,,Sceec,Anlcclitgcufqoucqkxvid,3.0,ejqycn,O,M,2.0,f,Wxxsgxwqhv,Sally Beauty Holdings,,775.0,3855931.0,1-852-109-3438,311750.0,FL
42.0,North Las Vegas,,4.0,ZSP5278,eeaabrljrhsngzbvzgzqpzqkmwhrrmswhsjgxtdslywzzyjiaefbjivfeigtyv,ZSPFGB,aoagrpemcuqxppnovvvuir,1.0,Bfgkkmxgiyzwnohszomoc,O,M,3.0,f,Kdtpicrnk,Quanta Services,C,450.0,1654458.0,1-259-762-4592,,VT
30.0,Rockford,Canada,7.0,piw5279,UCQURWMWXBTVPWQCIJXVUKYURNIHNUFISZKMPFEXLEKTROCHNZHOGQTJA,piwwkecglaao,QKRQCOXLLUSXBJGKOBUVVFVICCEWXTLICLMH,4.0,Kiirwkfgyzbxbzoavbaurtcmzo,O,W,1.0,F,Ossqozjgwd,Washington Post,,445.0,1112207.0,1-754-771-4330,83152.0,IL
99.0,Santa Clara,,,Oka5280,Hqmbpqacgectzupcejyjrfnzjvwmlabmbwq,Okaxyebqflqquwxtrxltequzpsiwa,Bkpnzmbwux,3.0,esrbhcsumc,O,S,4.0,,OYAET,Hovnanian Enterprises,,415.0,2663385.0,1-067-071-3035,477604.0,OK
38.0,West Covina,United States of America,8.0,Ngh5281,Brrvfbnomhmohfowsjkcaeriuxfqtxycdn,Nghpjbrabhztviskgmofmsjeucjvo,Ulsfvqsibvaaolsowkcgzjudtckglemuqjthqkbhphlregsjmjkumjwkcnzljss,5.0,Lphlqm,O,S,0.0,m,Jkhrix,Regal-Beloit,,406.0,2598331.0,1-868-400-5738,12168.0,OR
3.0,Garden Grove,United States of America,10.0,MXW5282,LXKSNKPUENLYPKM,MXWZRGRLNBDHJXRIESCH,Pagbkcbwbammi,4.0,Yhegtaxhho,R,S,2.0,F,mnjziocjh,Cytec Industries,I,611.0,1845344.0,1-592-745-7562,159385.0,AZ
39.0,Chandler,Canada,4.0,qet5283,ukzbcdyxrtmjwfjelfachhdoiebtjnjuitripsqmzvuhxubimbuugtexidacsrjpwqddpasbhjsc,qetrflnrpsoglrtnovdihukgotx,FXOLZOIIECPKAPQMFPPVNJFLHFOWDIVGNHVRLWP,0.0,Jycwqdqnaeoonzkydbeqs,R,M,0.0,,Rxrozqoncqvc,Armstrong World Industries,C,736.0,294935.0,1-203-132-0818,,SD
,Pueblo,United States of America,8.0,cfi5284,,cfienrqwh,Ktwuatnrzemqfzmjjcobkatvhu,4.0,Jhyitcsdg,O,M,,,Ekyjjmdbhrh,CUNA Mutual Group,h,446.0,2663403.0,1-891-487-2915,455697.0,CT
94.0,Winston-Salem,United States of America,2.0,Fbh5285,RUIMDDXQFHKHYACCVSXCVRMSRYW,Fbhuuvtcbjecwm,DSEWQYAPOSZBCJCUSYGXCEZAZSURURXAQTSWRFILNY,0.0,Szptfsruftnrtevnnw,O,U,0.0,,Kdlpnckrdb,Psychiatric Solutions,j,645.0,3513089.0,1-271-775-7186,162787.0,PA
72.0,Henderson,United States of America,10.0,Obx5286,Qsojjspecdlwkfyepuxkjqjchnsquicgikf,Obxqzarnczmcubqqutnefc,Jqdmccjqvezycrdnkdjopdwnkaglzaaoiwryqr,4.0,Goemlmxbrrunghvabwjasqpyswltm,R,U,3.0,,XPESKOKSJSUK,American Financial Group,,633.0,2785312.0,1-533-784-1916,179209.0,ME
98.0,Halifax,United States of America,2.0,Pfm5287,Wpdbidk,Pfmeitcqflplurdkltrecxbtrizztp,tuwwdkyeqkqnmgvmvtyridatwmphnhljuagjvndlihzwcymldbmdggix,5.0,lsdetugbjxipxubvfscp,O,M,3.0,m,Bvnydjv,Spansion,,727.0,3417549.0,1-008-777-7332,137245.0,UT
98.0,Warwick,United States of America,0.0,cbp5288,STBASGBBUPGSKXYKJETJU,cbpolqxnbjlnouqhukhoxn,Cskloddmvouacjpcpvsqyfhoskvwqpctkcsesctyrcmnmnadjidnuatlaokkyzhirqgavuhibcifgpdc,3.0,vpeiedu,O,W,2.0,f,Pvwodrnd,Publix Super Markets,v,747.0,3139559.0,1-301-328-2322,14585.0,NE
65.0,Syracuse,Canada,8.0,cuz5289,,cuzqifqjwzkdjcbjlzjfufmv,Ypmannbmmauuplzaodqbcsunbuxjjdieslph,2.0,JTEEQRML,O,M,3.0,M,MNQRVMGCCXJ,Costco Wholesale,h,524.0,2035452.0,1-725-420-7543,,NM
58.0,Arlington,United States of America,0.0,Wnz5290,Arzrlwidptfkpqmvpliobshosdi,Wnzpfvvgnszxire,Oocffyaderirijnkpezgotaqtimppqkgejqfanfkbdtjuvflptwwdbnelttrmegcmigdhxfvzhkqtlrz,5.0,sfgbriqkpbyojbwjbccg,O,M,3.0,,Jawybig,Jones Financial,a,711.0,,1-673-601-9602,40866.0,WY
74.0,Allentown,United States of America,6.0,ZLI5291,sdumtiehjfbkcwtkibujnawvdbzohuwxfixqcpalguxmotrixiatqvonqyw,ZLILRVWQJXQIIKHZXRXMTDHRAFEHUB,,2.0,Uijqgqscbqdoxejwgjrgpiby,O,M,3.0,f,EAEDNZ,Enterprise GP Holdings,,346.0,3578524.0,1-007-463-6061,393357.0,NY
5.0,Yonkers,United States of America,6.0,Epj5292,Phxszwdkdwucxabvonnrelerfyizdtamtoyakrgbdxkbt,Epjmyujxigaclvxzumzorv,Nxpxyunlepmyfpjhkjr,3.0,xmahjtwhj,O,M,4.0,,UJQKXR,Dow Chemical,,540.0,72266.0,1-723-953-8672,10359.0,WV
68.0,Nashville,Canada,3.0,sry5293,Ugeynazqbejdtdyvehzfudboprolaxxamkelxxrslujcvu,sryzgemrjpje,zstzuchfgkagqzmy,3.0,MPLEXHGTBWRQMA,O,U,3.0,f,Uasqwhmsu,Knight,T,466.0,852202.0,1-569-843-8665,332496.0,ID
62.0,Lansing,United States of America,6.0,iez5294,DGKBGACQAFIKPDPOAYPVVTGJCHAOVUSCWWKEQOEHXHIAJAFIGNIVCZRKROQSLLSCRVPLD,iezlur,Moktkldsbpjustaqbk,4.0,Qltsiyvpzvmaohfmjc,,M,1.0,m,Oozsygjaw,Wyndham Worldwide,,729.0,3070021.0,1-427-367-5210,118165.0,WI
87.0,Fairbanks,United States of America,5.0,Wwt5295,Kvxriiufxkztppzzvxlchyclgyfihuajqqjjmyaozwraxlaybvzhkmcnif,Wwtymayldtxfisviwvmopja,Hsyliyvmdg,1.0,IDXELRCRTOXULEWJKVYKXMFJZLESR,O,U,2.0,f,NBEHXP,Avis Budget Group,,652.0,2330221.0,1-903-185-9838,41341.0,MN
3.0,Regina,United States of America,5.0,Pnt5296,QFYWKSUJGXVKHOLPXCPHNKBTXZWXKNVYMYFGKTHEIDNBBVU,Pntdhecjvzqtyxqqondfwsajttblwn,,4.0,wgjywzhjjmtpfww,O,U,4.0,,ODOMR,Scana,,709.0,2574707.0,1-114-953-8591,395220.0,KS
50.0,Fort Worth,Canada,0.0,HGU5297,Rekvteqfqdhjiygqtwnunvaiugybzaxrhkjgpxlwtvijkgrahguscednknpbarxxjwdybozm,HGUWBROVP,QUMBSTLGBQMLLHFRBEHHCQRLDFIVJOLJWRHNHXIRXIFEADZHOTFIIMIFFSTVNW,3.0,Pkcfqtcjmiyjxlsrhgrdckmizlrg,O,M,2.0,,Qficgtiznm,CMS Energy,P,509.0,185356.0,1-519-664-6636,188881.0,NH
49.0,Regina,United States of America,0.0,Rdu5298,LAATGITIHVABVIKQZEXDGSSVIANTJENDFSBLUCZKXPYWFUUYUQLADWGIWNDSYBDNXKAYOAMVL,Rdubycgqmkshsjp,UMJYYSXOFMLMDXGBABRYXAGRFBTSGWPDRUOCQIFQHKKOSVMNIWTCNBFSBQTEJIWHVGC,1.0,UOOPQBS,O,M,5.0,,RUUYGMPBJSKD,Cliffs Natural Resources,,600.0,205639.0,1-977-904-1852,459188.0,CA
8.0,Oklahoma City,United States of America,4.0,VGR5299,wxdksgxrrerukfmkakukbmpmsgahb,VGRBXAKGU,BIMPKEBQSHAHQPPKYBMOWJKZISGNWUMRFGRPAQADIMEWPGBS,1.0,PSRVEZNSPQJAQEWT,O,M,4.0,,Queqhrog,ITT,r,531.0,3712704.0,1-606-876-4073,98258.0,OK
44.0,Inglewood,Canada,10.0,HUA5300,aoykanodxxllwsixnfenlcmwfvfmuhflmxludsgbzhkwqcrkqasldcemvlandqqstbrcoejgpb,HUAGRX,Ysriyrwqnjjmyttetusdqreebdijmihbsklypdbvfpolfhsdsaiqetwyrmexgi,3.0,Kwudvetqspgmiwxcaskgsfrrzpurid,O,M,1.0,F,SRLJECEHLUD,Int. Flavors & Fragrances,,301.0,2898595.0,1-616-362-0474,19018.0,British Columbia
85.0,Albuquerque,United States of America,2.0,bbw5301,Rrpfopqkuycebexsujjhyiiogtgcgazqblgfcogomapswvwxfaelclbdbryjjjrnxugk,bbwslgsemmovgupvnuhswyqrvxk,Sihfpnodwuzwhgbiupaqaltggmglygnyvnskryjlwnjafrovpvwsxjhfuh,4.0,IVIIKZRGMIHZTGXKPACOSBNLW,O,U,3.0,F,nwgrkuwq,Raytheon,q,526.0,516641.0,1-360-286-3337,469062.0,CA
81.0,Memphis,United States of America,10.0,dqn5302,Nourkcvjrwyzpinaojlgznrqwhidnrjgj,dqnlmshnic,,2.0,Bvlabqnkkvaozpjihjxi,,S,3.0,f,Ydddcb,LSI,,777.0,3263696.0,1-866-462-9292,86829.0,PA
16.0,Erie,United States of America,0.0,UOW5303,ewkjwedjei,UOWHQVKMMYQBDPRKAJABWSD,Kicfzajlbuvwguvfaboqimvpvyatrvtekmvlesjtpeo,2.0,Pmcluiglkzldaw,O,M,5.0,,GKOHOITMXWE,Wells Fargo,,754.0,3048272.0,,,NE
44.0,Jacksonville,Canada,4.0,Bbm5304,xxqivteqvm,Bbmbvktzupsap,QAIYMREEXRNZVFDWEGEORQ,2.0,Njrrsagqpdeazosr,O,M,0.0,f,oxeimnektb,Vulcan Materials,J,844.0,3596351.0,1-641-830-1328,487415.0,RI
7.0,Toledo,Canada,7.0,IFQ5305,,IFQHGTPBW,lvmoheuejvafietmsehkptiyeixnbxdrbtznnivvcmennggm,3.0,Jrbpvylfhyqhwvkwjtc,R,,1.0,,Hfdrp,Steelcase,,739.0,1180159.0,1-167-022-4284,370165.0,HI
88.0,Mount Pearl,Canada,3.0,VMN5306,Eifujxolquugbetlhfjgjqyiplrqfpfpiaoz,VMNBO,IYXXIDVDDWAXGHYRAUKOKOMLOXLZTQIIASQDBJYEYTSJORZITQCSCIEILMVUJJ,2.0,RLKRCPXGYHVMISPQDVJBWCAHQTM,R,U,3.0,,nnssardkebmo,Ryder System,,,2973187.0,1-914-540-2977,213029.0,OR
14.0,El Monte,,,UNQ5307,Cpldjkovzowdeuxmtjwqckhud,UNQJKCQBICQCWJDJATVOFHT,kjfhezolxzkwhsrespuhgnmftwtdl,0.0,pzqwbqcdnjcoovhqvpwpkp,R,W,3.0,m,BVOOFMUS,Oil States International,,436.0,3821176.0,1-318-558-2019,40361.0,MS
94.0,Concord,Canada,2.0,ZJP5308,RHJIYXXJHDASJLXXOZFC,ZJPJMNIIUDEECMMMLFAPONBJ,Iqziyyxarwuadsqmajpmddyfvenjpbzeeemivqacdvlcvichdmjjguaqqghoopjb,1.0,gfmfcouiohdecg,O,W,1.0,M,Eahag,New York Times,,522.0,2590484.0,1-537-697-5122,369298.0,MA
