gncd,wnrrntflg,phn,mplr,mddlntl,pstlcd,gndr,nmbrcrs,stt,ncm,mrtlstts,cntr,nmbrchldrn,g,crdtrtng,nmbrcrdtcrds,ntwrth
tgo11553,U,1-267-593-5472,,F,Bodluder,m,4.0,WI,260038.0,U,United States of America,0.0,51.0,562.0,3.0,2791638.0
kit11554,U,1-937-573-2011,Health Net,Y,DSIBQWVAKO,F,4.0,Newfoundland,447447.0,U,Canada,0.0,20.0,511.0,7.0,388781.0
vsq11555,O,1-756-188-0150,Danaher,,cmqznjktf,M,5.0,OR,57109.0,U,United States of America,5.0,37.0,449.0,3.0,2668902.0
ljc11556,O,1-326-886-3011,Wyndham Worldwide,,Klhij,F,0.0,UT,,W,United States of America,2.0,92.0,550.0,0.0,3190554.0
Fxr11557,,1-997-853-8154,Brunswick,,dfhyhxh,,3.0,VT,43792.0,M,United States of America,5.0,52.0,396.0,6.0,1293547.0
Iou11558,O,1-640-725-0120,Medco Health Solutions,K,NCNPHKUPFV,F,3.0,TN,196969.0,D,,5.0,93.0,589.0,7.0,2612244.0
Nqn11559,,,Career Education,F,WZBYTUHZX,M,0.0,VT,30861.0,S,United States of America,0.0,23.0,487.0,8.0,2576027.0
Act11560,,1-623-768-2392,OM Group,X,NDCIXLVHKADR,,0.0,NH,185299.0,M,United States of America,3.0,82.0,778.0,,2578386.0
Rlg11561,O,1-146-532-8204,Helix Energy Solutions Group,N,OSOGY,,3.0,NM,,M,United States of America,2.0,86.0,381.0,5.0,2493050.0
DYC11562,R,1-743-496-6434,Flowers Foods,,qtxmxuewn,,5.0,MA,353880.0,M,United States of America,1.0,19.0,525.0,3.0,2917975.0
Xjc11563,O,1-187-323-0258,Tiffany & Co,k,Xandhegbrsbn,,2.0,CO,154696.0,M,United States of America,2.0,12.0,533.0,0.0,2906479.0
eiw11564,O,1-371-152-0530,Service Corp. International,,uypfozng,M,1.0,OH,440722.0,M,United States of America,,43.0,441.0,10.0,3587993.0
vgp11565,O,1-884-899-1189,Capital One Financial,,pidalps,M,1.0,HI,95796.0,U,United States of America,2.0,,654.0,10.0,2923570.0
Nmo11566,O,1-540-617-3307,Enterprise GP Holdings,k,ANAPSK,,,WV,142024.0,,United States of America,1.0,18.0,831.0,10.0,1166317.0
UWG11567,O,1-894-818-0552,McDonald's,,yhbrsda,,2.0,SD,325256.0,M,Canada,2.0,76.0,499.0,8.0,3809341.0
VRH11568,U,1-266-555-5621,Dresser-Rand Group,,,,1.0,SC,412470.0,M,United States of America,4.0,82.0,790.0,10.0,1993802.0
STW11569,O,1-252-297-7634,Kinetic Concepts,,Dvarnhlxbd,,4.0,ME,428497.0,S,Canada,2.0,31.0,320.0,7.0,2832224.0
ecd11570,O,1-912-592-2039,United States Steel,e,Mytwpycdbj,f,2.0,NJ,252531.0,M,United States of America,,86.0,477.0,0.0,3143638.0
Udf11571,U,1-253-031-2004,FMC,q,Gmnxunh,f,3.0,NY,458603.0,W,,4.0,92.0,389.0,7.0,1115736.0
FVY11572,O,1-185-457-2535,Whirlpool,,Kqtfruxjxs,,4.0,FL,351558.0,S,United States of America,2.0,78.0,668.0,2.0,3991069.0
Cju11573,U,1-210-485-9754,Publix Super Markets,d,Wcwyxjxnzfk,,4.0,MI,311263.0,S,United States of America,5.0,85.0,618.0,6.0,2320948.0
qom11574,O,1-429-367-8419,Visa,,Rfqevimkzd,f,0.0,MA,376089.0,M,Canada,4.0,42.0,536.0,9.0,3216669.0
RXK11575,R,1-291-762-2339,Comcast,,ydspsato,,,AK,186687.0,M,United States of America,5.0,72.0,821.0,7.0,234280.0
Ivl11576,R,1-705-650-1719,CB Richard Ellis Group,,Pojjohfc,,0.0,Quebec,,M,United States of America,1.0,10.0,595.0,4.0,2356309.0
VUM11577,U,1-317-972-8376,Weis Markets,,ltlavcbkfew,m,0.0,NV,387940.0,M,United States of America,0.0,52.0,848.0,7.0,3116901.0
gum11578,R,1-169-322-6167,Boyd Gaming,,,F,0.0,CT,272661.0,M,Canada,4.0,35.0,649.0,7.0,3860310.0
Vtn11579,O,1-493-228-4403,Analog Devices,N,qydawcck,,3.0,TX,463572.0,M,United States of America,0.0,14.0,471.0,10.0,1414386.0
dpu11580,O,1-728-016-5625,Coca-Cola Enterprises,,Qhwqkbdyuoh,F,4.0,WI,153465.0,M,United States of America,,40.0,343.0,8.0,2050421.0
JIX11581,R,1-074-869-5600,Unitrin,C,mapprhsxxrsm,,0.0,SD,496975.0,S,Canada,5.0,38.0,754.0,7.0,140650.0
xso11582,O,,Ameriprise Financial,,KDRDGL,,2.0,NM,13374.0,M,United States of America,2.0,100.0,789.0,1.0,492927.0
UVJ11583,O,1-268-106-6566,Perini,g,Umthsen,F,2.0,UT,190604.0,S,Canada,4.0,26.0,719.0,7.0,3840409.0
yop11584,O,1-486-226-3687,A.O. Smith,,,,4.0,NH,133569.0,M,United States of America,4.0,73.0,779.0,1.0,3456740.0
OOA11585,O,1-457-317-0889,St. Jude Medical,,Nudbueunc,,1.0,Newfoundland,209134.0,D,,4.0,29.0,564.0,1.0,2741274.0
DNN11586,O,1-736-844-9351,Berry Plastics,j,UKUBOV,,3.0,UT,109120.0,W,United States of America,1.0,37.0,696.0,6.0,1910735.0
Eso11587,O,1-934-945-3582,Aon,,vtdviyae,,0.0,KY,19826.0,M,United States of America,5.0,86.0,803.0,8.0,2616785.0
Mry11588,O,1-343-216-6768,Borders Group,,hfprywgz,,4.0,Ontario,77453.0,U,United States of America,4.0,49.0,685.0,3.0,3033496.0
ygp11589,O,,Polo Ralph Lauren,E,Gddlxvo,,3.0,LA,268861.0,M,United States of America,1.0,25.0,307.0,5.0,2006707.0
FPW11590,U,1-814-231-5171,Marathon Oil,n,UHGOFME,f,5.0,NC,189690.0,M,United States of America,0.0,100.0,561.0,0.0,1421589.0
Ipk11591,O,1-735-063-4369,Loews,e,RZVABGUOK,,2.0,AL,400123.0,D,Canada,1.0,74.0,,1.0,490073.0
Zqt11592,R,1-557-253-4661,Spectrum Brands,X,Gvhppo,,0.0,PA,226212.0,U,United States of America,2.0,28.0,320.0,8.0,3720606.0
Ows11593,O,1-381-612-1418,Foot Locker,,lkoipl,f,0.0,ID,437305.0,,United States of America,5.0,26.0,562.0,5.0,415111.0
ejw11594,O,1-685-117-8026,Hanover Insurance Group,K,kttgkxtprrk,,5.0,HI,119322.0,M,Canada,1.0,93.0,677.0,4.0,2378099.0
DEQ11595,U,1-658-460-2739,Select Medical Holdings,,jdrqss,,4.0,NM,343047.0,S,United States of America,1.0,12.0,345.0,5.0,242686.0
qur11596,O,1-252-051-4326,W.R. Grace,m,Dzqhwcxwtah,M,2.0,NY,36540.0,M,Canada,0.0,61.0,679.0,0.0,1402162.0
xab11597,O,1-555-766-3524,Warner Music Group,b,Jdnqgbobtm,,2.0,New Brunswick,179381.0,D,United States of America,,77.0,355.0,7.0,430652.0
VIR11598,O,1-895-185-0746,UAL,l,Hpkmfwg,,3.0,Quebec,465320.0,S,United States of America,2.0,49.0,756.0,6.0,1101417.0
YVX11599,,,,,KQJTAE,f,5.0,MA,276536.0,U,United States of America,0.0,23.0,655.0,4.0,801294.0
mbq11600,O,1-253-084-7064,Kinetic Concepts,,Fbkwfjknfnc,,0.0,MS,122483.0,M,United States of America,2.0,48.0,377.0,7.0,1803773.0
Rkw11601,U,1-749-001-6441,Mutual Life Insurance,,Lycfz,,0.0,ND,343719.0,M,United States of America,0.0,48.0,802.0,3.0,2686713.0
Aux11602,,1-277-123-8765,Alpha Natural Resources,,kudimljhu,,5.0,KS,94100.0,D,,1.0,20.0,485.0,0.0,
Lan11603,O,1-078-210-7995,R.R. Donnelley & Sons,,VBCEGTETCG,m,2.0,OK,266895.0,D,United States of America,0.0,21.0,556.0,,3147005.0
cgt11604,O,1-217-485-7826,Leap Wireless International,c,Wahqlqjpjdc,,4.0,OK,494928.0,M,United States of America,2.0,48.0,813.0,9.0,92052.0
Yhp11605,O,1-203-837-8731,Chubb,,SOYXSN,F,1.0,KY,10974.0,S,United States of America,4.0,81.0,403.0,,3022187.0
ZCE11606,R,1-688-070-6264,Expeditors International,,Ymwywbzohw,,4.0,FL,317292.0,S,,2.0,100.0,722.0,,2728157.0
Yep11607,O,1-736-129-6001,Lender Processing Services,h,Omkslmpvky,,3.0,MA,182329.0,M,Canada,2.0,85.0,496.0,,2603581.0
Npf11608,O,1-587-126-6624,Gardner Denver,w,Bhiuejex,F,3.0,VA,322283.0,S,Canada,5.0,58.0,753.0,0.0,866620.0
ovu11609,O,1-253-546-9150,Consol Energy,j,ciadlxhllq,F,1.0,DC,308856.0,M,United States of America,5.0,13.0,755.0,8.0,607498.0
sej11610,U,1-528-415-4033,General Dynamics,,tftbg,m,1.0,WI,395339.0,U,United States of America,2.0,46.0,730.0,1.0,2525236.0
Uio11611,O,1-257-011-0683,VF,J,Tjfreyiv,f,2.0,WY,232654.0,M,United States of America,0.0,30.0,536.0,7.0,2105788.0
mwk11612,,1-673-858-7207,Pepsi Bottling,U,Jwdkz,,4.0,SC,256877.0,W,United States of America,,88.0,357.0,6.0,413838.0
Mvl11613,O,1-082-692-3311,,a,ETYAXUYWWP,,2.0,MS,169787.0,S,United States of America,5.0,83.0,498.0,9.0,1861550.0
Hwk11614,O,1-553-941-1814,Eastman Kodak,,Trllsaoe,,,NM,230333.0,U,United States of America,2.0,75.0,411.0,1.0,1690505.0
Smf11615,O,1-016-280-7954,Volt Information Sciences,O,PPESHHDST,,0.0,SC,216513.0,D,United States of America,3.0,34.0,504.0,7.0,1490414.0
Bod11616,O,1-301-321-2634,Whole Foods Market,Q,Lccaeuxuzva,,3.0,IN,324178.0,S,Canada,5.0,67.0,432.0,7.0,3093168.0
QQN11617,R,1-236-472-9787,JohnsonDiversey,,Jvivg,M,5.0,WI,148285.0,,United States of America,0.0,50.0,482.0,6.0,2095763.0
JLX11618,O,1-312-946-5675,Sprint Nextel,L,dremkuit,,0.0,MO,239613.0,W,United States of America,4.0,14.0,423.0,2.0,131939.0
Hkl11619,R,1-187-561-7284,Hasbro,,cpalxrcbj,f,5.0,IA,205435.0,M,United States of America,2.0,20.0,416.0,,3039922.0
ORN11620,O,,Mattel,G,,F,4.0,Newfoundland,285561.0,D,United States of America,4.0,69.0,513.0,4.0,1463742.0
Qzn11621,,1-922-960-2529,Cephalon,,hwuzrons,f,0.0,LA,184724.0,M,United States of America,5.0,72.0,434.0,,1049466.0
Tlc11622,R,1-581-044-8354,Brown Shoe,p,zofrcgbizyn,,3.0,OR,475871.0,M,Canada,1.0,21.0,322.0,,138783.0
WQU11623,O,1-136-361-8892,,,kxbowd,F,3.0,NY,440579.0,S,United States of America,3.0,77.0,382.0,10.0,718651.0
Ikn11624,,1-781-190-0085,Vishay Intertechnology,z,Rzcfizqmh,m,0.0,NJ,72779.0,S,United States of America,5.0,40.0,328.0,3.0,920521.0
Htl11625,O,1-436-676-2052,Brinker International,,Evusov,,4.0,AZ,48666.0,S,United States of America,2.0,22.0,630.0,9.0,549247.0
kih11626,U,1-201-291-2778,Cenveo,a,Svkwdds,,1.0,IN,241031.0,S,United States of America,0.0,64.0,646.0,5.0,2270678.0
Brw11627,O,1-643-966-0709,Universal Health Services,,Jkbprogwbsyi,,4.0,NM,76021.0,U,United States of America,0.0,24.0,361.0,0.0,2339397.0
Cun11628,R,1-168-329-5321,Varian Medical Systems,,FZBNXOLHE,m,0.0,DC,181204.0,,United States of America,3.0,100.0,772.0,1.0,2813423.0
Inp11629,R,1-680-249-0273,Flowers Foods,,otrpw,,1.0,AK,16220.0,S,Canada,5.0,22.0,562.0,9.0,541808.0
JZS11630,R,1-604-253-0064,RSC Holdings,,Vlaqrjno,F,1.0,MO,469891.0,D,United States of America,1.0,85.0,503.0,1.0,722488.0
Gdk11631,O,1-222-598-3527,Laclede Group,,Wsasfijj,,5.0,OR,268371.0,M,United States of America,3.0,54.0,619.0,6.0,86998.0
Dpa11632,R,1-004-675-5978,US Airways Group,t,Felbiiitiqz,,5.0,GA,,S,United States of America,1.0,33.0,417.0,6.0,2601068.0
SCC11633,O,1-068-035-4180,Becton Dickinson,,Iexvpwnil,M,4.0,Prince Edward Island,456501.0,D,United States of America,4.0,60.0,662.0,7.0,2162095.0
MPS11634,O,1-545-709-4927,Liberty Mutual Insurance Group,a,Zxejvoxqjxlq,,5.0,DE,394332.0,M,United States of America,5.0,34.0,817.0,0.0,2155545.0
pvw11635,O,1-583-968-9273,,,RXWGGRMN,,2.0,AR,166542.0,U,Canada,1.0,4.0,626.0,7.0,2660702.0
Xmu11636,O,1-421-704-2719,Entergy,m,,f,4.0,GA,390981.0,U,United States of America,2.0,92.0,801.0,3.0,2107157.0
Djn11637,O,1-993-740-3718,Albemarle,,Abqmpqcftcil,m,1.0,CT,168327.0,D,Canada,0.0,84.0,552.0,10.0,1802795.0
qrk11638,O,1-701-056-9214,Cabela's,,Fbbeqovmbapv,M,2.0,AZ,137303.0,S,United States of America,2.0,92.0,458.0,8.0,3821277.0
rgu11639,O,1-551-420-9404,Goldman Sachs Group,U,Gpxfn,F,2.0,DC,492039.0,D,United States of America,3.0,53.0,370.0,7.0,3456261.0
azu11640,O,1-490-114-3920,Philip Morris International,,OPIATTGQTB,M,,WI,124926.0,M,United States of America,1.0,95.0,728.0,5.0,130608.0
Jvu11641,O,1-451-743-5761,Foot Locker,,ptzfefif,f,0.0,CA,471272.0,D,United States of America,5.0,3.0,376.0,9.0,
MSO11642,R,1-974-038-8222,Parker Hannifin,,filftafcf,,2.0,MN,3242.0,S,Canada,0.0,12.0,713.0,7.0,605798.0
qre11643,O,1-159-949-1495,AptarGroup,I,nkcxl,,2.0,KS,453844.0,M,United States of America,1.0,32.0,604.0,7.0,2163263.0
hko11644,R,1-390-895-9678,CF Industries Holdings,,Afdiwc,,1.0,FL,,,United States of America,1.0,98.0,460.0,1.0,2261388.0
UZV11645,O,1-192-449-0120,Securian Financial Group,,Pxkimmb,,1.0,Saskatchewan,375815.0,U,,,31.0,482.0,9.0,727051.0
BCS11646,O,1-134-780-5445,Progressive,Q,Tthlpu,,0.0,Prince Edward Island,114122.0,W,United States of America,3.0,73.0,807.0,8.0,3003110.0
ZIJ11647,O,1-075-096-9878,HNI,,ixqguckcm,m,4.0,British Columbia,400657.0,M,,5.0,62.0,509.0,1.0,1857713.0
GWP11648,O,1-080-387-3116,Mueller Water Products,,,,4.0,Prince Edward Island,293804.0,D,Canada,2.0,48.0,303.0,8.0,3482902.0
Hdx11649,R,1-066-671-2242,Vectren,g,Fvcoege,,1.0,MA,358678.0,D,United States of America,2.0,40.0,412.0,10.0,2203791.0
Iqv11650,O,1-634-467-4413,Universal American,l,OTNVKBMZFI,f,2.0,MA,469668.0,M,,0.0,20.0,788.0,10.0,
DLD11651,O,1-151-525-8237,Huntsman,,dimplcv,m,4.0,ME,139149.0,M,United States of America,5.0,16.0,399.0,5.0,3855669.0
fha11652,O,1-313-385-2020,KAR Holdings,,Alaho,,5.0,Nova Scotia,219988.0,U,United States of America,1.0,89.0,673.0,6.0,1429825.0
Csu11653,O,1-215-637-7916,Bank of New York Mellon Corp.,o,Rvziv,,,NH,383717.0,S,United States of America,,81.0,770.0,3.0,313635.0
kbw11654,O,1-133-810-2568,Windstream,,Lckktrmucvj,,,SC,318528.0,U,United States of America,1.0,23.0,737.0,0.0,2868203.0
imf11655,U,1-932-597-9589,Coach,,Elmvtsrrt,f,4.0,MT,,M,United States of America,1.0,47.0,351.0,6.0,1383741.0
Yjl11656,,1-553-956-4532,Brinker International,,Kizpbsuy,m,1.0,NY,457930.0,M,United States of America,5.0,25.0,,0.0,574855.0
Tgv11657,O,1-618-787-1072,Cenveo,,ZSIKSN,F,0.0,NH,413109.0,U,United States of America,2.0,15.0,594.0,8.0,2325837.0
Bnz11658,O,1-027-328-9740,M&T Bank Corp.,,beggq,,5.0,NV,375395.0,M,Canada,1.0,65.0,845.0,5.0,2689771.0
Vvu11659,,1-826-459-0746,Qualcomm,,Jonqqakeky,c,4.0,OK,290984.0,M,United States of America,0.0,88.0,431.0,3.0,604936.0
Ost11660,O,,GameStop,K,Rkbputtpeiij,,1.0,KY,,W,,0.0,58.0,633.0,8.0,3618949.0
VDX11661,O,1-328-464-4313,Mutual of America Life,,Znbklkthj,F,5.0,Prince Edward Island,223262.0,U,United States of America,4.0,66.0,621.0,9.0,2369853.0
yyq11662,O,1-870-853-1808,Danaher,,oevkjtln,,1.0,OH,343355.0,D,United States of America,4.0,94.0,631.0,8.0,1297224.0
Pex11663,,1-146-824-5307,Dentsply International,W,cmpquy,,0.0,New Brunswick,443566.0,M,United States of America,1.0,47.0,564.0,5.0,3650244.0
gtn11664,O,1-966-130-5707,Catalyst Health Solutions,r,Uwdqaduy,M,4.0,LA,275864.0,U,United States of America,,,533.0,3.0,3570231.0
ruf11665,R,1-896-324-3922,O'Reilly Automotive,,Bqypxybnwmrd,,1.0,Saskatchewan,,M,United States of America,0.0,50.0,843.0,8.0,15856.0
Mby11666,O,1-477-491-0942,Universal Health Services,,uetirum,M,0.0,Newfoundland,461982.0,M,Canada,5.0,87.0,327.0,1.0,900943.0
Rep11667,O,1-072-193-4446,Valmont Industries,g,Afcmwnh,M,3.0,MO,403990.0,U,Canada,1.0,57.0,814.0,10.0,3217712.0
Udc11668,R,,PepsiCo,,Mvmuqc,,1.0,SC,147029.0,M,United States of America,1.0,48.0,447.0,10.0,2736819.0
uzf11669,R,1-124-194-4990,McCormick,,KHDHAWAV,,2.0,OR,443592.0,M,United States of America,0.0,96.0,773.0,2.0,1464706.0
Yeu11670,U,1-555-537-9938,Public Storage,Z,,,2.0,UT,143837.0,U,United States of America,3.0,30.0,640.0,4.0,2867175.0
ydp11671,O,1-490-369-9735,NCI Building Systems,k,IXCERZM,,2.0,CO,297370.0,U,United States of America,1.0,19.0,751.0,,1579693.0
UKO11672,O,1-412-804-3130,Vanguard Health Systems,,PUQEQRRMLEC,,5.0,ND,162761.0,,United States of America,2.0,63.0,,1.0,598721.0
SNC11673,R,1-825-309-6191,Equifax,,Iksma,F,3.0,IN,366179.0,,United States of America,3.0,,358.0,3.0,917643.0
xro11674,O,1-793-326-1785,Metals USA Holdings,,Lhxey,,5.0,HI,384392.0,M,United States of America,0.0,17.0,747.0,5.0,1443469.0
css11675,O,1-264-132-6153,Jacobs Engineering Group,J,DETQYCRCAX,,1.0,WV,445223.0,U,United States of America,2.0,88.0,392.0,3.0,2164502.0
urj11676,U,1-321-350-2259,Questar,F,Mhcopi,F,0.0,British Columbia,375792.0,M,United States of America,0.0,98.0,456.0,4.0,1197133.0
ett11677,O,1-926-221-5255,DirecTV Group,,Hlntnjhjflyo,,2.0,AL,220949.0,U,United States of America,4.0,23.0,806.0,10.0,1010441.0
Cdi11678,R,1-953-155-8687,Owens Corning,x,LTGXSWLW,,4.0,SC,241942.0,U,Canada,3.0,5.0,509.0,8.0,199216.0
Ztw11679,U,1-176-162-5262,Jo Ann Stores,U,Mwljzuxzv,f,5.0,ME,483010.0,M,Canada,,74.0,563.0,4.0,3963144.0
cil11680,O,1-410-981-0577,Telephone & Data Systems,,Vgmmsbwacaif,,4.0,IA,312551.0,U,Canada,1.0,19.0,745.0,0.0,2601194.0
Xdr11681,O,1-594-359-0657,Gap,,Irckndphmwr,,2.0,AR,3571.0,S,United States of America,1.0,65.0,723.0,0.0,1673953.0
Ctr11682,O,1-401-555-3070,Paychex,,ZLPRV,M,2.0,Newfoundland,200037.0,S,United States of America,1.0,40.0,815.0,2.0,270302.0
SBH11683,O,,Windstream,y,QLLTTUCIMFTV,f,5.0,FL,184904.0,M,United States of America,,31.0,,5.0,275543.0
xla11684,O,,,,rxombjznw,,2.0,FL,264753.0,U,United States of America,4.0,49.0,494.0,7.0,1537051.0
TKM11685,R,1-753-130-8370,Pentair,,Gtbqry,,5.0,PA,357753.0,M,United States of America,0.0,64.0,502.0,4.0,
gme11686,O,1-152-194-8209,Securian Financial Group,,Mhoik,f,1.0,MS,119675.0,M,Canada,2.0,6.0,604.0,1.0,1738558.0
Ohi11687,O,1-191-951-7804,Watson Wyatt Worldwide,x,rciclwp,,3.0,SD,274993.0,M,United States of America,0.0,45.0,627.0,9.0,2116401.0
Xpb11688,O,,Mercury General,,Sxxnfmmacxs,M,5.0,IN,,M,,3.0,59.0,626.0,4.0,1678971.0
Vlg11689,O,1-471-247-1746,AnnTaylor Stores,R,clbiccuqjr,,,AZ,419338.0,U,United States of America,,51.0,771.0,5.0,2669106.0
Fzm11690,U,1-114-745-7251,Realogy,,Cwtdnulw,m,1.0,ND,207435.0,U,United States of America,2.0,35.0,309.0,6.0,1901664.0
WDT11691,O,1-477-243-2249,Fifth Third Bancorp,,Regwvlzcdtcl,,3.0,FL,,S,United States of America,3.0,71.0,504.0,0.0,3038656.0
HJM11692,U,1-452-030-9422,EOG Resources,d,Vrfiiralkmd,F,0.0,TX,398542.0,S,United States of America,4.0,87.0,329.0,6.0,2453031.0
PEI11693,R,1-442-354-3443,L-3 Communications,F,Yxevhn,,0.0,OR,223669.0,D,United States of America,4.0,49.0,423.0,9.0,207536.0
RBT11694,O,1-098-984-1794,Lowe's,,ereqbtx,,1.0,Alberta,473319.0,U,,2.0,58.0,607.0,6.0,206639.0
Yka11695,O,1-794-059-4223,Visa,t,Hahbba,,3.0,Prince Edward Island,100209.0,D,United States of America,1.0,28.0,606.0,7.0,2985447.0
WNT11696,O,,Occidental Petroleum,,hcerut,,4.0,SC,319306.0,M,United States of America,3.0,55.0,594.0,6.0,2053374.0
ywr11697,R,1-654-654-7304,O'Reilly Automotive,E,Cowzlf,,,LA,8973.0,D,United States of America,5.0,65.0,357.0,0.0,1408481.0
Jbb11698,O,1-744-200-7047,Thomas & Betts,,Bxqjeyqcpjiw,,3.0,AZ,307477.0,M,United States of America,2.0,23.0,827.0,3.0,2945555.0
AXF11700,R,1-866-638-9616,KeyCorp,L,Pgnbslakx,,4.0,WI,193836.0,S,United States of America,,37.0,457.0,2.0,2550827.0
Lys11701,R,1-196-498-0536,Mercury General,,Sjituautbv,,5.0,LA,251277.0,D,United States of America,2.0,21.0,607.0,6.0,780037.0
swu11702,O,1-955-740-7729,Exxon Mobil,Z,Krnlxqgvh,,4.0,VA,59523.0,M,United States of America,4.0,,373.0,8.0,3909871.0
Zpg11703,U,1-834-052-1125,Tesoro,,Xdromjnfftg,F,4.0,Manitoba,137795.0,U,United States of America,3.0,15.0,675.0,9.0,2346962.0
OAW11704,O,1-535-102-7352,Northern Trust Corp.,O,Oqtnallelblv,,,NJ,399046.0,D,,1.0,63.0,363.0,1.0,1250930.0
Lfx11705,O,1-963-878-6116,Snap-On,,BSPLCUEHFPK,G,3.0,HI,334031.0,U,United States of America,1.0,54.0,614.0,9.0,62707.0
Yft11706,,1-954-749-6275,Metals USA Holdings,,Vntnhuubt,M,5.0,NY,315684.0,W,United States of America,0.0,45.0,695.0,10.0,3294642.0
Who11707,O,1-528-121-1449,Williams,S,Zvcornlcgp,,2.0,TX,429394.0,M,United States of America,4.0,52.0,321.0,8.0,3171625.0
XWA11708,R,1-827-138-6252,Berkshire Hathaway,P,Sclpxnpmiclu,M,0.0,ME,192710.0,M,United States of America,5.0,32.0,699.0,2.0,1424214.0
RYC11709,O,1-183-744-5645,DuPont,C,Hsxtbmjyrtx,f,5.0,VT,166631.0,M,United States of America,2.0,6.0,818.0,4.0,191608.0
zrz11710,,1-285-006-1659,Teradata,Z,pokoc,M,3.0,WY,260879.0,M,United States of America,5.0,16.0,427.0,3.0,3886497.0
Qvq11711,,1-056-201-3409,Rockwell Automation,,Uljca,M,1.0,MI,130173.0,W,United States of America,,81.0,750.0,2.0,2024945.0
Iqy11712,O,1-367-894-8849,Symantec,W,HYQGBQ,,,UT,,D,United States of America,4.0,93.0,,5.0,931226.0
meq11713,O,1-904-731-7573,Peabody Energy,,govbysnntupk,,1.0,Prince Edward Island,241916.0,S,United States of America,,63.0,780.0,9.0,1158767.0
Wda11714,O,1-351-524-3383,Sonoco Products,,IMDKKSOMIENB,,4.0,MO,95911.0,D,,3.0,86.0,639.0,5.0,
Khj11715,U,1-627-826-7984,Aramark,H,Rhliqcqw,,2.0,KS,,M,United States of America,4.0,95.0,724.0,10.0,
Hwu11716,O,1-043-614-7259,Watson Wyatt Worldwide,,FSCDNSS,,1.0,RI,367388.0,M,United States of America,0.0,57.0,448.0,2.0,665510.0
qpk11717,R,1-537-995-0563,,,YZLLQ,F,5.0,GA,5139.0,U,Canada,2.0,27.0,731.0,2.0,
Lxu11718,R,1-535-499-8026,Wyeth,Z,Xofwwnkz,,3.0,FL,20040.0,M,United States of America,5.0,96.0,846.0,5.0,626986.0
BEJ11719,O,1-413-765-7306,Micron Technology,k,Gugfwmhve,,2.0,ME,459798.0,,Canada,2.0,,370.0,3.0,1376382.0
Ilz11720,R,1-363-033-1146,ABM Industries,f,Izjacpd,,0.0,MN,303758.0,M,United States of America,4.0,19.0,733.0,4.0,3375753.0
TUM11721,O,1-262-324-9802,Jack in the Box,,Srjfuixbkv,,1.0,SC,166207.0,M,United States of America,0.0,37.0,545.0,7.0,
RJF11722,O,1-293-545-4910,Virgin Media,,Cxrdbasy,f,2.0,KY,477916.0,U,United States of America,4.0,47.0,793.0,2.0,909889.0
HNH11723,U,1-864-537-8923,American National Insurance,,Eklbk,f,0.0,SC,406654.0,U,United States of America,3.0,36.0,468.0,1.0,1692275.0
pll11724,O,1-288-902-9385,Alliance Data Systems,L,Oclezseob,,2.0,Nova Scotia,,M,United States of America,,43.0,843.0,6.0,
WWD11725,O,1-226-636-2822,URS,,Nqbqgtepxlaj,F,4.0,IA,482177.0,S,United States of America,,94.0,377.0,10.0,2483407.0
BCL11726,U,,CVS Caremark,P,Xdaiarvskbj,,2.0,NV,183422.0,W,United States of America,5.0,24.0,846.0,5.0,3910309.0
itk11727,O,1-713-441-8568,BJ's Wholesale Club,,Sqaeytkepdli,F,4.0,FL,58827.0,M,United States of America,0.0,,508.0,,1090674.0
TRY11728,O,1-786-594-9786,Baldor Electric,q,Hmbglfxrztu,,3.0,British Columbia,204346.0,M,United States of America,1.0,2.0,586.0,1.0,1690874.0
asv11729,O,1-387-276-9449,USG,y,Llowov,,4.0,Saskatchewan,75850.0,M,,4.0,1.0,321.0,0.0,3412707.0
Ffa11730,O,1-532-085-8244,Community Health Systems,,Mopcofad,,3.0,AZ,493649.0,W,United States of America,0.0,65.0,681.0,6.0,2152190.0
ZKQ11731,O,1-535-711-3039,US Airways Group,,,,3.0,IA,480339.0,M,United States of America,4.0,65.0,387.0,10.0,3081724.0
mmu11732,O,1-531-198-2593,Donaldson,,fcoaxp,,,NY,177542.0,S,,4.0,74.0,845.0,4.0,361735.0
Iho11733,O,1-394-748-7770,Ross Stores,N,rvsdpgiswz,m,1.0,AZ,157306.0,M,,4.0,,691.0,7.0,2920725.0
pxg11734,R,1-446-601-1467,Sara Lee,,qmrvjgtdl,,0.0,ID,27284.0,M,United States of America,,71.0,420.0,3.0,2484825.0
Gwr11735,O,1-278-160-7348,Airgas,,Mtfhmm,,2.0,VA,115821.0,U,United States of America,3.0,90.0,625.0,1.0,
XVU11736,O,,Brinker International,,Mmrevapjlob,M,5.0,TX,314757.0,M,United States of America,1.0,2.0,599.0,1.0,509751.0
Kbh11737,U,1-289-584-2314,Cliffs Natural Resources,,bymzjdm,M,,DC,449663.0,W,United States of America,0.0,34.0,526.0,10.0,390663.0
Yvf11738,,1-384-911-4288,Cigna,,Fpolqpmix,m,4.0,AL,78320.0,M,Canada,5.0,98.0,691.0,3.0,2349107.0
FAI11739,O,1-088-590-4824,,,vgwbytwi,M,4.0,OR,245922.0,U,United States of America,0.0,12.0,,2.0,51177.0
