prospect_AgencyID,prospect_State,prospect_City,prospect_MaritalStatus,prospect_NumberCars,prospect_Phone,prospect_Employer,prospect_Age,prospect_CreditRating,prospect_Country,prospect_NetWorth,prospect_AddressLine2,prospect_PostalCode,prospect_Income,prospect_NumberChildren,prospect_OwnOrRentFlag,prospect_NumberCreditCards
FAI11739,OR,London,U,4.0,1-088-590-4824,,12.0,,United States of America,51177.0,OXEZDANUILXRBXBBBPATOVX,vgwbytwi,245922.0,0.0,O,2.0
PYX11740,HI,Fresno,D,2.0,1-953-354-0665,Dean Foods,48.0,544.0,United States of America,3554095.0,Mpglkkcbexyzvhqfluzocbjbesswkthgdcuefnqwuphyzsdintswwrflyjenamcfhmtgiuvpkmanvn,FEDYK,225729.0,2.0,O,
BLL11741,Newfoundland,Montreal,U,0.0,1-744-528-3722,Spansion,91.0,664.0,United States of America,3109210.0,wkerbzsmrsobhxituxstqmocjkhfmlhnwz,Czbvtzosve,76059.0,4.0,O,8.0
MBN11742,New Brunswick,Providence,M,4.0,1-841-666-0355,Charles Schwab,85.0,,,3615936.0,XBCPPIXXBUOWPQZGEMIC,EXARTZFKFS,466644.0,0.0,O,6.0
Ika11743,ID,Ontario,M,4.0,1-801-738-1880,Penn National Gaming,59.0,,United States of America,211374.0,Bdquizerivmbdopylg,Sfxfjdjh,155200.0,5.0,U,1.0
Sze11744,WI,Riverside,S,4.0,1-870-114-6677,Loews,38.0,518.0,United States of America,2617531.0,ZAMHE,ZQUHYFEDUTPU,416270.0,4.0,O,5.0
KTX11745,IN,Simi Valley,M,4.0,1-109-854-0542,,96.0,,United States of America,2786921.0,vqejieogugecfdaxsanbawneoitouwivwwx,VVHKXE,414979.0,0.0,O,2.0
blo11746,MN,Fullerton,D,5.0,1-861-294-4700,TJX,14.0,364.0,United States of America,2969927.0,ufgmvmhczcpbliqyedcsiesuplgvpxtwectntiqxrwbtgcdsioqulopfxuiqpjkuwpmjhtwqb,NFDLLYQCMNVX,322741.0,2.0,R,1.0
dfh11747,British Columbia,Rapid City,S,2.0,1-792-056-7609,Unisys,67.0,714.0,United States of America,2436646.0,Ykbqrigj,Rdhmgkc,260826.0,,R,5.0
Xnw11748,NJ,Irvine,S,4.0,1-130-623-1637,Belden,84.0,824.0,United States of America,266142.0,Xyjfrlccbbwjapcledkpikeohigmhrmluvuefgfjfmnwbhjsmmyajobpfghv,Vklaivpkmemk,21062.0,5.0,,5.0
Gch11749,NM,Elizabeth,S,0.0,1-182-393-4522,Collective Brands,33.0,403.0,,770942.0,,Llpskxxlcxft,74741.0,1.0,O,10.0
kpg11750,OK,Charlotte,M,2.0,1-321-617-5813,Int. Business Machines,73.0,793.0,United States of America,3319942.0,Ljbcmrsfopkjvnuuqyik,UKLKRSJSDUOI,69862.0,4.0,O,7.0
msb11751,CO,Cincinnati,,4.0,1-210-535-0713,Ralcorp Holdings,37.0,546.0,United States of America,2720438.0,YQBOLUHPZXBGWXNLKXUSCNLLWITTUXZXFXSAKEELBMXYHSDQYWXTNHYTITLDPB,Tmxbkubd,384794.0,,O,3.0
Hnp11752,TX,West Covina,M,1.0,1-429-954-0071,Universal,68.0,308.0,Canada,1160144.0,RUNJKMPJXWJRDDLNORWJPIALBXTFLOLWTLXHUJEOM,,397879.0,5.0,O,0.0
QGK11753,TX,Lowell,M,0.0,1-409-149-9340,Danaher,22.0,570.0,,2159549.0,Losdbcqaf,Eobwmjo,358585.0,1.0,O,8.0
Uej11754,IA,Mount Pearl,M,5.0,1-345-474-3567,Sempra Energy,17.0,796.0,Canada,3781151.0,faewbfvembowalxmiwnilwcceqibpmcxkdfolkaztbadh,gyctkpkdfdwq,474460.0,0.0,O,6.0
bav11755,CT,Tallahassee,,3.0,1-932-932-3688,Levi Strauss,12.0,376.0,United States of America,3250324.0,UIYQAWXKLRIWNOMSEORVUKMICXBLTUCWEDEXFDAHVIMPEQSAUJ,BBPFOJQC,50947.0,5.0,O,7.0
Yuo11756,OH,Grand Prairie,W,0.0,1-273-821-8358,Helmerich & Payne,25.0,430.0,United States of America,3662387.0,EMGTQUVVHKC,hhjiyfqammhv,372337.0,4.0,R,10.0
YPX11757,RI,Amarillo,U,2.0,1-015-125-0129,Lear,61.0,419.0,United States of America,,Hakwudzfrjkkkkan,IZLTGPAUHWU,327959.0,4.0,O,10.0
Xae11758,IL,Durham,S,2.0,1-030-747-5853,Williams-Sonoma,90.0,401.0,Canada,1177998.0,CWMTICAJMXOREPQVMZMGVPOMXQOXDGFTJEHUWEZJOFVFUHXPTZOUBKJKOKA,,129997.0,0.0,O,2.0
Vbs11759,CO,Philadelphia,S,2.0,1-758-056-7992,Best Buy,9.0,546.0,Canada,,VFTGXBILMUVQEKJKLXEFUZVGUUD,Qnihppb,375031.0,2.0,O,6.0
CUE11760,MA,Warren,M,3.0,1-394-544-2432,Atlas America,20.0,415.0,Canada,890205.0,bazffbfcvaqgtlrcmsgwipyotxeuiisyqoadxpfbbsfatnpriyahlbnceer,EJOQXMEU,94344.0,1.0,U,7.0
qmp11761,HI,Chesapeake,M,,1-188-393-3222,FM Global,12.0,551.0,United States of America,2389197.0,ttxpnxgnxfewcotkatlsfeqysnrwtokklshrwmhqbcmmrlodbyvthfqughfluwrdcmaezeffwme,Xpqjrzaob,128592.0,4.0,O,6.0
OES11762,ID,New Haven,U,2.0,1-947-077-4401,Dynegy,44.0,523.0,United States of America,3096813.0,Edzfgkwnacobvyovdaaxfmntzllqdrevgbrxvcvydzvflcezqjurbkcivyvsv,jwmwaaomkci,155023.0,1.0,O,5.0
Mzo11763,VA,Vallejo,M,4.0,1-295-181-0489,Texas Instruments,100.0,,United States of America,3890361.0,,Wjlvecvmkuzq,174598.0,5.0,R,9.0
Wxt11764,NY,Nashua,S,4.0,1-328-056-5318,Applied Industrial Tech,,638.0,United States of America,1259261.0,Fqcrtdqfupdpbd,Ozpzuq,,5.0,O,5.0
Bts11765,Manitoba,Sherbrooke,S,2.0,1-390-888-5972,BE Aerospace,,366.0,United States of America,785594.0,Fkurvozolpthnbrpefvonuxbmzbyokagrgsosrtafbsourfmjsxhpjxxnndfhskehkcmmjyopngfnmsq,PFBMJWHV,74775.0,0.0,O,8.0
Fhk11766,HI,Rancho Cucamonga,U,3.0,1-436-728-9947,Patterson,16.0,311.0,United States of America,2423771.0,WKQGXUFUU,hoyftvoa,464465.0,4.0,O,8.0
Sua11767,LA,Thousand Oaks,W,3.0,1-010-494-8403,Robert Half International,44.0,762.0,Canada,949490.0,Oaxerhdkqsxwwefmxpguhprkhqwcefowcoijcawemgiu,mtphqhav,236734.0,3.0,O,4.0
dyx11768,Newfoundland,Henderson,W,2.0,1-834-168-3435,West,83.0,509.0,United States of America,3099446.0,Omkyxfkrtowiosudvebsrdiiunowngfditlttqzbtfcemucjlkdvdsllgtvblvaweub,zkxacs,,3.0,U,2.0
HUA11769,Ontario,Ottawa,M,4.0,1-916-536-8440,St. Jude Medical,23.0,712.0,United States of America,3102860.0,QYCDCXRCXOJARSYTHY,Imnxma,366394.0,0.0,R,10.0
Wfe11770,OH,Tallahassee,S,0.0,1-957-540-5017,Brinker International,47.0,431.0,United States of America,3709911.0,Ehhxedxtnjqdgkxsslhkcbpjbzerrampwcptsdswtwgagcthganrojtaoctaxpymanmxwkokdfflm,UNCQCKGO,396783.0,1.0,O,
KRN11771,FL,Pembroke Pines,M,3.0,1-685-113-4933,AutoNation,43.0,316.0,United States of America,1091433.0,Kajwdbyxpcbnotgmvvgfithwesyi,OOMVRSYBQNLX,495323.0,2.0,O,5.0
ofi11772,TX,Irving,M,4.0,1-993-732-1196,Scana,70.0,,Canada,1545094.0,Gpazgedpjgeevxrmqwmueloonpuiheubaduj,Wpcmivs,9714.0,4.0,R,1.0
Xnr11773,IA,Hayward,M,0.0,1-148-171-6665,Stanley Works,,412.0,Canada,3242783.0,Mpvrlcsdbenfel,Dgiohbhdbfdn,216485.0,2.0,R,0.0
Opf11774,KY,Spokane,U,2.0,1-013-501-5635,URS,1.0,,United States of America,920705.0,Aslptvkjplsuhlbrlvpgdyvfmnaaqdijlnhwvpxetkhqsnnwnuxhasniydfgqstjxauiijlsavdbha,zjnrzmlj,131489.0,0.0,R,4.0
Yyq11775,CO,Windsor,M,5.0,1-572-675-5701,Dick's Sporting Goods,58.0,,United States of America,551423.0,Qaltcooktkbqnnfdbdhniufvbsugfkyssjfzffxfcyazflfyshpz,Shqrdlnh,117948.0,,R,6.0
PRT11776,TN,London,U,2.0,1-932-992-3370,Perini,60.0,814.0,United States of America,,,CWJYVXH,422142.0,4.0,O,6.0
Fks11777,MN,Modesto,M,2.0,1-019-282-9321,AECOM Technology,2.0,465.0,United States of America,1451863.0,vtipamxuon,gfenenr,17118.0,1.0,O,7.0
pvw11778,ND,Hialeah,,5.0,1-535-562-6100,Harman International Ind.,100.0,682.0,United States of America,1441336.0,Yhqtzlvhxriemfkhwcqbwdgkytktkulkdzhoknzpiusodrpjfutplq,Wkegkdhurkl,430409.0,0.0,O,1.0
nep11779,GA,Greensboro,M,5.0,1-577-754-3360,Furniture Brands International,61.0,687.0,United States of America,721680.0,Ssdheubzijqmlpilvcqelzsicswvoztvuhdotpgvqhwhuindxkgpdhwmqkctzau,qmsfauhaqw,24711.0,5.0,O,3.0
Krw11780,UT,Richmond,M,,,Sysco,94.0,305.0,United States of America,3190327.0,Cevjimofcvcfllaptfxxpakjifiacybfivlqploqrbcldedbxwgzmqolctxkofipp,Mtfkvgxvhglh,127926.0,1.0,O,2.0
Veg11781,MO,Garland,M,4.0,1-084-404-6188,ConAgra Foods,74.0,737.0,Canada,657037.0,,IRNMSUSC,251455.0,4.0,O,1.0
Fub11782,Prince Edward Island,Independence,U,2.0,1-403-230-0932,Omnicom Group,34.0,789.0,United States of America,1686671.0,blkqohlvwlxksxmkveaqczpvywkanqxplmvpwxauybijcqrmhyuebcsdllzi,,415869.0,4.0,O,8.0
jvv11783,RI,Biloxi,M,3.0,1-316-892-8756,Thrivent Financial,95.0,805.0,United States of America,3093331.0,UGAWWEMQYDXSIZOJQGOBFSXWZCCFG,iwjlhzkfy,284748.0,3.0,O,3.0
RGN11784,OR,Sterling Heights,S,0.0,1-670-731-5577,NCI Building Systems,66.0,518.0,United States of America,19154.0,Lphuahacyawksoqicvlnuluqcdt,Nmrsuasasfb,68139.0,5.0,O,1.0
WVH11785,KY,Scottsdale,U,1.0,1-044-687-1330,Pall,86.0,777.0,United States of America,2524557.0,bazzcowksbpbueggwjfyymprfnblvxgbtfbnbsmktkaspsvyiojxreetpxnkkdsuuh,DWTBQFM,346400.0,1.0,O,6.0
iju11786,IN,Orange,S,5.0,1-124-036-6921,Ingles Markets,61.0,364.0,United States of America,3038913.0,Pjlhnmrnpkmhywreatbhzq,Qhsobcmvnnbi,31969.0,5.0,O,5.0
ifo11787,VA,Erie,M,5.0,1-741-663-6034,Sally Beauty Holdings,62.0,334.0,United States of America,1073838.0,WBABPQRTSPWUDIIGFRSWXUPHSHUQUJBRGK,jmtesubft,337635.0,2.0,O,4.0
pbl11788,AR,Reno,,0.0,1-889-946-5122,Dr Pepper Snapple Group,89.0,321.0,,3887690.0,Imwpgmdxvxgvsrswbyypsdpvkyjnjkbnkze,Gfehgwwomkff,275290.0,5.0,U,0.0
Ztr11789,Prince Edward Island,Victoria,M,0.0,1-365-701-7693,Mutual Life Insurance,99.0,612.0,Canada,785284.0,Pglwhjpebjnzldvtkblkvzqzyoondcqagccaojurvgxnkcazwdonduizif,qyvfd,83193.0,0.0,O,3.0
Exc11790,Alberta,Frederick,W,4.0,1-548-834-2155,HealthSpring,94.0,608.0,United States of America,61083.0,wlwkcqbqzidjowjmxcp,UTQLRIEGB,131067.0,1.0,O,10.0
Ypl11791,Saskatchewan,Lewiston,M,0.0,1-257-166-7587,Belden,95.0,362.0,United States of America,2584577.0,mqcgqehfldnchwvcnfurmzgblickfvffkejcithjnhshrnuhlmrufwafqrojsvphumfufm,Uhvzxeud,462061.0,2.0,O,7.0
RGK11792,WI,Sacramento,W,0.0,1-664-266-9568,Warner Music Group,22.0,720.0,United States of America,3139348.0,HXJGVWLQLRKALHJTBESMCFXTSF,Htwsqd,405350.0,4.0,O,1.0
Pli11793,GA,Kitchener,M,5.0,1-721-063-8202,,85.0,400.0,United States of America,873050.0,oapsawehnitjmwnksxqxqptdcmdhicawuppftkzoxcyhuegxkcpw,NYSVLFPKPQ,280817.0,1.0,U,7.0
Eji11794,British Columbia,McAllen,S,0.0,1-960-087-9136,USG,81.0,446.0,United States of America,3651114.0,Xizcrlqyrfasazc,hernxbink,132911.0,2.0,R,6.0
Ywy11795,VA,Mesa,D,0.0,1-906-762-5889,Las Vegas Sands,42.0,402.0,United States of America,117958.0,Uyipikpapsxwjaeluwbpczfxtmflfpocjcgjxnaxzccerlhlyyfcppdeglqlwonyab,YSMNGXUK,463043.0,,O,6.0
GPV11796,OH,St. Johns,S,3.0,1-797-147-9665,,25.0,609.0,United States of America,3485695.0,Tqcbbtzgwngpljakjuhlqutmoepvkdqprfwdwcrsmifopvqasnzorjmjqumeikiokpxgok,ORJBLFTRB,491624.0,4.0,O,9.0
PNX11797,WA,Houston,M,1.0,1-158-275-2146,PepsiAmericas,78.0,486.0,United States of America,226844.0,RPSIMQKFCSUUEJKENEXKKMTBAWTUYTKQHETUHWZVMUDVFHXWTILDNYUWCYVWFRK,ohquntxgg,343629.0,0.0,O,3.0
Fop11798,UT,Salinas,M,1.0,1-115-123-1503,Administaff,59.0,308.0,United States of America,,CLXAB,Fdejkln,134322.0,1.0,O,8.0
XDC11799,AR,St. Catharines,S,5.0,1-414-687-3266,Freescale Semiconductor,39.0,748.0,United States of America,3414198.0,Bhiyptkrglceftdtzzlnmbnsvqosufimhustjphwedyonylcnebxpmtijtfclelbofuchdmjhdrkjkp,WRBGZW,119718.0,1.0,O,0.0
fly11800,WI,Lubbock,U,2.0,1-910-899-8854,Key Energy Services,92.0,712.0,United States of America,115387.0,xksuazvkwwnmngobuwohlogpmnminuqwx,LYYRXHUPEKSN,240566.0,3.0,O,2.0
Cju11801,MN,Chula Vista,S,5.0,1-825-781-6812,,71.0,523.0,Canada,706876.0,Feeovhlwynycmuhznxcjortxsrcunlbixjfkbotogpymusykzegmzklpkyie,Cbwjwmbuuisn,1011.0,0.0,U,10.0
Xli11802,OH,Sunnyvale,U,3.0,1-772-701-7668,Ingram Micro,74.0,593.0,United States of America,3414611.0,vlakziwwdnpyzoognmwtofxskopmcqqzudbfcxmuhjhpcljpr,WJZHWWQ,138852.0,3.0,O,2.0
Jla11803,MN,Sherbrooke,S,2.0,1-731-139-5161,BJ Services,34.0,,United States of America,2871822.0,Yxfamnslosyhvtynddvktqawajjivpbdbas,Koagp,304506.0,0.0,O,4.0
Odv11804,SC,Honolulu,M,,1-856-493-1171,Goodyear Tire & Rubber,24.0,732.0,United States of America,75846.0,epummmtoewdiegxnuzvsfhdiibdvoqmvvedxguuevqujwvjpqghzivkhhaxiknzdmqdmnciehae,OJRCIYSSWKKI,422426.0,5.0,O,1.0
Grw11805,CT,St. Louis,S,1.0,1-979-745-5168,Ryder System,84.0,712.0,Canada,3135479.0,,dxqrm,195047.0,0.0,O,
Prx11806,UT,Cheyenne,M,1.0,,Crown Holdings,62.0,794.0,United States of America,1929126.0,buucikfhapevancimmtzkscpkmjjclvdjlydfvumy,xqggirzkjxg,119712.0,4.0,O,2.0
Pbw11807,DC,Boston,S,1.0,1-388-711-9458,Tractor Supply,34.0,543.0,Canada,1598636.0,ubeukbhhoipuooalftqiweqykebskjdpijvgaisnewqimbghfngc,ARSEMVQ,328056.0,1.0,O,1.0
Tyd11808,NE,Paterson,M,5.0,1-589-308-5039,Protective Life,76.0,,United States of America,3873135.0,hrgqzduuosqaymdu,pktmr,439825.0,0.0,O,8.0
Yoc11809,FL,New York,,0.0,1-912-023-0094,Genuine Parts,30.0,370.0,United States of America,621863.0,Jfelkxhlfgcwggwwnpoekbvulpesjiwesebvlamtgogezzcjvkdkgkurmikvdryogvou,Moddarsr,238921.0,3.0,,0.0
eiu11810,ID,Alexandria,M,5.0,1-680-728-7555,Molson Coors Brewing,48.0,437.0,Canada,3183748.0,IRMQNLQLLK,Qsikwotaof,443410.0,5.0,O,6.0
Lzb11811,HI,Lincoln,S,2.0,1-541-591-8203,New York Times,98.0,568.0,United States of America,480910.0,,INUVWJQDTD,185210.0,4.0,O,
Ehf11812,ND,Milwaukee,M,5.0,1-097-573-7903,Eastman Chemical,54.0,315.0,United States of America,869869.0,hgqhbxiwobgyhlnsoeicpgijwlluberknhcp,Qecmb,249206.0,2.0,O,0.0
TZJ11813,WI,Rochester,S,1.0,1-388-763-1684,Alaska Air Group,,619.0,Canada,2431274.0,Mkxbnsexlqxpifacsyykrrglxypkoocfswinxin,Qglimeduimd,148527.0,4.0,O,3.0
LOE11814,CO,Anaheim,M,3.0,1-897-003-3614,,37.0,576.0,United States of America,1839975.0,Kohbybldftfpjnhvbtsfdpxngsdliohviemswdstpvztemyqzlijhraqkhkeqhasbnrwohvpj,Fljbadymrb,,4.0,O,5.0
Hgi11815,FL,Edmonton,M,2.0,1-284-573-0057,Unitrin,51.0,510.0,United States of America,11343.0,Dujkhxxdaxwhvjyanzidww,OAHAAB,182700.0,1.0,O,4.0
Ffm11816,MN,Lewiston,S,1.0,1-962-680-8156,Winn-Dixie Stores,98.0,430.0,United States of America,72476.0,oawoawknalzsisiwltjo,,159679.0,0.0,O,9.0
Ecf11817,FL,Baltimore,S,4.0,1-517-304-1469,Williams,62.0,464.0,United States of America,2611907.0,xxyxljfwwthdbphrvbhbskspmgeqsdibhojjcpgwechfxumfzsacconoiwrxlbarkfwlyhbloah,tdjqmslajmy,290172.0,0.0,O,2.0
MXJ11818,MI,Montpelier,U,3.0,1-768-701-5720,Anixter International,42.0,572.0,United States of America,3007924.0,Pktygfdjlwqrvotayonxnqcapzdibuktnwriayhttnmg,Ymgeisafak,326553.0,5.0,R,1.0
tbb11819,AK,Santa Clarita,U,5.0,1-063-653-5428,American Axle & Manufacturing,62.0,695.0,United States of America,773988.0,Dpxrhnfwcqzuuxlitympaxhocatnbaohvtglhuimiokkohpwlijdckubgznsgeyef,ejetvkned,18285.0,5.0,R,10.0
umi11820,NH,Pomona,D,5.0,1-512-924-0236,,88.0,454.0,,2217017.0,Ulgzeioeisxyllwflqohdevbiprwdigsvngqenwaofivdvyhpgyozk,Tfaxp,15818.0,0.0,O,8.0
Omk11821,MI,Costa Mesa,M,3.0,1-774-491-6498,Con-way,35.0,466.0,United States of America,2060103.0,tjjirqaclsuvsdxtxfhsjnxdarwnfvznccazsbhjtyvksmra,bdwlwxsphqn,374832.0,0.0,R,9.0
uau11822,WI,Dawson City,U,0.0,1-758-965-1175,Rent A Center,71.0,387.0,United States of America,478005.0,,Wmqjxempib,3750.0,2.0,R,
Gwo11823,WY,Casper,M,4.0,1-441-519-9327,Terex,98.0,429.0,United States of America,3438878.0,Hxhrtwyjyxebmfftsxaxpkwpbmyuqe,,159399.0,5.0,O,8.0
Jdh11824,Alberta,Sandy,W,0.0,1-653-352-0225,Colgate-Palmolive,6.0,827.0,United States of America,2427763.0,aakdwiogzkvxivcevsonwenspldnwknqippoivrylxjuhahszepjlceiwtdjslwnvbguihgjnhg,Wmibrdtmmhqz,128044.0,0.0,O,3.0
Irk11825,VA,Vallejo,D,2.0,1-398-802-7033,Sears Holdings,40.0,493.0,United States of America,738869.0,Oziikhomhsqvrilraaoqjwcncstilylkznjnlcttrpbyaoeziumvyb,Rpbvqmv,232511.0,5.0,O,1.0
Nek11826,TN,Pasadena,M,3.0,1-303-206-2700,Owens-Illinois,11.0,787.0,Canada,2089393.0,Aqtwin,Xdqvweyhbeye,,3.0,O,0.0
Yua11827,MN,Plano,D,3.0,1-973-530-3867,Allegheny Technologies,34.0,774.0,United States of America,1137985.0,Rfpiwshvgmbqkwfwv,,57796.0,0.0,,4.0
JNI11828,NH,Mobile,W,1.0,1-835-358-0974,,27.0,475.0,United States of America,289833.0,Mwhqoppeebvvrvxgzpuhgwfbnuhemnsvwvjirnmuq,Auhvc,74409.0,1.0,O,7.0
Zxe11829,Quebec,West Valley,M,2.0,1-289-362-9989,Conseco,4.0,487.0,United States of America,,znfvkeuvptwbtaxwylubvjbvxruuoukkhsjssvqwjnbhfawgeprpuyiphcvnph,Hyttluvufc,87969.0,4.0,R,9.0
Qqn11830,AR,Detroit,M,2.0,,Medical Mutual of Ohio,78.0,395.0,United States of America,2183063.0,jvpfdgyraeczax,Piqnxr,73586.0,2.0,O,
quy11831,VA,Montpelier,M,1.0,1-080-445-9293,Spectrum Brands,89.0,352.0,Canada,291021.0,,oppmsozrlzzr,305174.0,0.0,O,6.0
Dlu11832,DE,Vancouver,D,0.0,1-941-812-6576,Southwest Gas,34.0,673.0,,457252.0,YLDKVELOEDBMRAFWTFOCRSDTSAVTSQHCFMGQJXVWKOYWBJSTDCCJSRXXAS,Qbzagfjpv,400496.0,2.0,O,5.0
Akh11833,Alberta,Dawson City,D,0.0,1-298-651-0176,Viacom,20.0,624.0,,1766502.0,wgntteahoqbwhvysabzcrviolqmqtn,Aghaxhce,298603.0,0.0,,10.0
YUG11834,Ontario,Dayton,D,2.0,1-786-826-4100,United States Steel,86.0,653.0,Canada,,Vteeitdvtut,rlscgqqkbl,,2.0,R,3.0
Sly11835,MN,Lewiston,W,4.0,1-061-707-2859,Dana Holding,61.0,488.0,United States of America,2924361.0,MTEFULAORKGBYAKRVKAFSAEGKQUXAYSDHDNIBNYAZMZUBDDGFGCTXIGWGYCJMQTXJ,Gxqnspfpu,413753.0,4.0,O,0.0
Prd11836,RI,Sandy,M,0.0,,MGIC Investment,66.0,644.0,United States of America,995321.0,DWUDECVXFBKNSSGGEZDABOQDQMWUBUBEFHKF,FZVQFBVAWP,119435.0,2.0,O,1.0
yej11837,VA,Yellow Knife,S,3.0,1-663-301-1231,DRS Technologies,40.0,,United States of America,1963209.0,Vydywvsnkjlrsozzplitauufuttpsededlovppfnmhtt,GYQHWAB,134076.0,1.0,,10.0
acu11838,AL,Irvine,M,5.0,1-387-116-5876,Exterran Holdings,74.0,613.0,Canada,462186.0,MSPKKZXRXHXAJFGCTYTSTUUJBNTMIJARE,Ocltexjdyc,324147.0,0.0,O,0.0
Wyj11839,RI,Mesa,U,3.0,1-343-225-5970,News Corp.,13.0,812.0,United States of America,529762.0,ABZQTQVMOTQYSFWOFTYBYWYXRCFOQSUYJZGEKLK,NVWRJNSNTBHR,289661.0,4.0,O,10.0
Vqt11840,Saskatchewan,Lowell,,2.0,1-075-533-3168,Fidelity National Information,97.0,423.0,United States of America,3195122.0,Srvlwxnzqcdulruvilocrlnslrrnmmuhzupxrfhruleruulnut,Jjbcyeic,13177.0,1.0,O,7.0
Wwj11841,NH,West Covina,W,5.0,1-305-463-1057,AES,90.0,767.0,United States of America,515043.0,TGQTKET,BERDCJUJSM,19390.0,3.0,U,6.0
Zlv11842,NV,Huntington,M,1.0,1-273-369-2526,Questar,94.0,670.0,United States of America,439783.0,YCOAOMHCRRKUVCPZHROGNLJYUORINXVSZPGXLLSQBSJKRYUHQZHGJBWCDRHBGGOFDCWFXJEMJEOPPBGV,Rsoiz,168613.0,5.0,U,3.0
Zup11843,ME,Cedar Rapids,S,2.0,1-245-844-2890,Western Union,17.0,736.0,United States of America,1554578.0,Mbsegibrdcrnbaguajwfevfupjbnhecmklbfjvzmnfisjyxbow,Inujcgy,221201.0,,R,4.0
MBC11844,AR,Sydney,M,5.0,,Jones Lang LaSalle,45.0,372.0,United States of America,,Qdfigjnzrmuvhowwdetbkxyik,adsaupzroy,857.0,1.0,R,1.0
Uiu11845,WV,Santa Fe,W,0.0,1-211-668-4302,SAIC,99.0,347.0,United States of America,118006.0,Ukucmdidpkwwczrbnwvmrlknjmnhsskroof,hhwgeabczw,193278.0,1.0,U,2.0
UDK11846,WY,Idaho Falls,D,4.0,1-481-706-4031,NRG Energy,60.0,378.0,United States of America,3240275.0,Gcuzrljxxcdotutocqgohxmuxgnptczxwuzcedgevfoxvqrqoldnbberkewgxielultuutoarh,Bipbhrt,124372.0,4.0,O,2.0
Bxx11847,Saskatchewan,Fort Worth,W,1.0,1-775-206-2837,MGIC Investment,84.0,653.0,United States of America,3416368.0,Vuyvzezrbylofsvenicamwygqcbdejgsllkqhewvypgfyftcdjuqntiojurxxmpmprqbb,Plfgtlvd,309335.0,4.0,O,
TFR11848,WY,Montreal,M,5.0,1-708-928-5992,Reliant Energy,79.0,449.0,United States of America,507034.0,svynfxcupjnpiuvzietgrhllrtpcrwawmkeyawapgiixdwjrgwuxjmbzxjaeghei,qizgjmmib,38264.0,5.0,R,1.0
Cqh11849,PA,Memphis,D,4.0,1-492-718-2268,Con-way,54.0,342.0,United States of America,975368.0,EKVMZXNWOQIXSDWYCXARXJTRJBUPIFHEUOTZRIVXLVKXPWZJOP,Gtulpsdzgx,392580.0,4.0,O,6.0
Flm11850,Nova Scotia,Bakersfield,U,4.0,1-073-533-2543,Sunoco,74.0,718.0,Canada,664490.0,Inuihljuqxeipvdodcaxwbbkwmkzztorbxxtfssadxuruetnlbcqpljiosjwgytbxprmphvwhttk,Gmbkor,273850.0,5.0,O,10.0
Axh11851,MS,Santa Clara,W,0.0,1-791-324-6110,Vought Aircraft Industries,78.0,848.0,United States of America,453612.0,LQWTKKXVPXVFBIEWVFUPTOIJPKRVNX,cqmqxmtshxpi,7472.0,1.0,R,0.0
Pgm11852,NV,Huntington,U,4.0,1-908-505-5499,Calpine,96.0,463.0,United States of America,1706539.0,Ycjxkgtgqgivcdbjtmkzzsdkdnahfnaaupugygmktwjbvzzxxxiyov,KYVUTFENGUF,387619.0,,O,7.0
cyk11853,VA,Richmond,U,4.0,1-111-936-6095,Rohm & Haas,66.0,587.0,,1097920.0,ypapzskkzsqgijnklfgjjhdpedr,,363980.0,2.0,O,9.0
Gpa11854,Nova Scotia,Evansville,M,0.0,1-930-383-9349,Fidelity National Financial,36.0,711.0,Canada,1822078.0,ymsytnbqlcltgrhhuhuax,jwqusn,242336.0,5.0,O,3.0
GQD11855,WV,Manchester,,1.0,1-027-803-1459,Thor Industries,88.0,816.0,United States of America,2842665.0,Rkqdsitfnekifazqej,,276819.0,2.0,O,8.0
QMB11856,WY,Mesa,D,,1-798-298-0546,Cognizant Technology Solutions,61.0,348.0,Canada,416017.0,TCBAROELZVSBYGDLFEYJOKPDAOYINNEYKNNSTYIHSJ,Uepeox,121748.0,5.0,O,4.0
NYC11857,NV,Columbia,U,4.0,1-412-267-0315,Asbury Automotive Group,66.0,737.0,,2674229.0,INLKUVDFZKAZMJFGUPOUHYWLVZIIECUQUECACEMPUTNANDXNPGKKVBGHXOOVHGFRQEJVXBCG,Eirezeuarxp,290504.0,3.0,O,0.0
TET11858,VT,Durham,M,3.0,1-039-284-4737,,33.0,775.0,Canada,124118.0,vefbhudkbdlvun,Buegtcgfbg,,4.0,O,7.0
Sef11859,MN,Seattle,U,1.0,1-951-791-8170,Dean Foods,94.0,713.0,United States of America,3370188.0,Jpyxcfppyjbcjeibcutmselhtknstcnjedocaguhvtnbokjmqcxwixxifycchcq,xpxuyqve,99217.0,0.0,O,
gxc11860,PA,Beaumont,S,0.0,1-725-958-3148,Chubb,96.0,568.0,United States of America,1483908.0,Huhvclreonpnctpewjveluzyptlvewcgnslppaq,Urgsdkocniws,410806.0,4.0,O,
Rcq11861,AR,Palmdale,,5.0,1-990-291-3645,Huntsman,19.0,478.0,United States of America,3944436.0,,xqdkxra,235288.0,0.0,O,10.0
