prospect_gncd,prospect_nmbrcrs,prospect_wnrrntflg,prospect_g,prospect_mrtlstts,prospect_cntr,prospect_frstnm,prospect_ddrssln2,prospect_ct,prospect_phn,prospect_stt,prospect_mddlntl,prospect_nmbrcrdtcrds,prospect_crdtrtng,prospect_pstlcd,prospect_ncm,prospect_nmbrchldrn,prospect_mplr,prospect_ntwrth
cbg11180,3.0,O,70.0,U,United States of America,Ewienyfbdjvivdezwfshuxprizjltg,,Irvine,1-752-818-7537,Newfoundland,G,3.0,632.0,cxfpgv,,4.0,Warnaco Group,529892.0
obo11181,,R,88.0,M,United States of America,Sqowirshrqetcsntv,Cfoolieixcudwumnandpxamkjkfknowvn,Warren,1-889-003-1757,NE,s,5.0,569.0,Zjhaquijmp,9811.0,5.0,Qwest Communications,1316910.0
Iuo11182,0.0,R,31.0,U,United States of America,rwzbcdqbgudtnjvgzp,Gmociatonrfcqzkek,New Haven,1-706-238-1831,MD,Z,10.0,714.0,ETJXFPYEZBC,150917.0,5.0,YRC Worldwide,3993266.0
ALF11183,5.0,R,90.0,D,United States of America,Gcjhkcacfccrpve,brkxdnrwnacknnuspestrwffaxualffyxoeugnpmycmwfedqkmyjntdjnljfgvlcpygtbregiseryc,Lowell,1-046-423-6348,NH,p,,755.0,iprcibuvcln,215046.0,2.0,Kellogg,3366626.0
rit11184,3.0,O,17.0,S,United States of America,ngfbynzktdjqvyatcomrwznvrrj,SMPLQILURVDNECONNNBDCSNZBAURPJPGIKHUOWCUDPXLJJSXVUZQ,Newport News,1-491-242-3165,OR,W,2.0,393.0,jctintjx,261654.0,5.0,Henry Schein,1171645.0
Pyo11185,3.0,R,9.0,D,,kgdcdxnjhxpnifozuxxnojdufi,xxssvtjhrmdfqqkemjskqokxyetomjkrnbpjopfhrlafknyqlxkwilmequbv,El Paso,1-541-477-9380,CA,o,3.0,509.0,VKXHG,77193.0,2.0,Jo Ann Stores,2323435.0
Lpw11186,0.0,O,44.0,S,United States of America,vednpxxqigyggalikckbsblttbaf,Jdhxmjwuacslxejveeatixdggimnbsfmjoiknkisexkgictqftcelxpyzjtwhgtsdvkcklmkskvpfi,Nashua,1-172-369-1071,NC,,4.0,394.0,Xblegmm,43073.0,3.0,McKesson,1865281.0
kaf11187,5.0,R,,M,United States of America,Zjfffntpwzpajjpf,uieobjgnblwwhpfrojyewlck,Minneapolis,1-345-079-2973,Manitoba,,5.0,469.0,ndthbk,299466.0,,Duke Energy,2256107.0
hfa11188,5.0,O,1.0,S,United States of America,JWSJTXXE,rmvsomcctjewneiiezgxpajpdynpxzhfhtikwqxfwjxiipiohuvrcwevdnphcrcsdxaoqoh,Toronto,1-313-392-8834,WA,r,2.0,543.0,krnlvhoomtr,326132.0,0.0,Iasis Healthcare,239712.0
VKJ11189,3.0,R,43.0,M,United States of America,CNWWINJDEEWPPCWRQRDUOPQJIJM,EVQRXDGZEFCDSRKRYUZBNLQJPGOMMHQUELZ,Denver,1-247-836-1176,CT,Z,5.0,411.0,Kewhsjqtard,8576.0,0.0,Jack in the Box,3703928.0
Ypr11190,4.0,U,85.0,,Canada,qtfwvxzcxtpezual,Okakletrviobgugtwqudffvslvduqnzkreookc,Irving,1-063-237-6978,NY,N,,442.0,lbtbkvfmqm,474322.0,4.0,St. Jude Medical,1949025.0
Znt11191,4.0,O,27.0,M,United States of America,Wssnxvhuzovbjcvowtumbujzbeta,YZGEJZY,Salem,1-973-100-8690,ME,i,1.0,431.0,Ymakqtei,470593.0,2.0,Questar,2159875.0
Vsd11192,0.0,U,75.0,S,United States of America,SEDCYSZNGPQESJ,Djjmlqsnajrhuhrqrmrmlzrjaqeplfgqyimewtdcclvsrmm,Alexandria,1-954-797-1843,DE,,8.0,388.0,MOJIJHMPRT,427824.0,2.0,Staples,1283011.0
Jcm11193,,U,89.0,M,United States of America,WISXIUF,udlawxvhbbfbwflyobfeabttpcrrmoyajvbshbynrqidcduuqzsfkncmo,Saskatoon,1-775-847-1133,ID,W,1.0,314.0,DGASKWTEG,254388.0,1.0,Owens Corning,3212581.0
Dtx11194,1.0,O,69.0,U,Canada,Vtzxrwglqvovvftehfwewgpbecurgr,Wohzanxecajziehgfljyfgtgttwkaajmeemooxjtgtacuecletr,Virginia Beach,,HI,,,783.0,tjxqcmxspl,66442.0,,MSC Industrial Direct,2425038.0
fbq11195,4.0,O,,,,WRCESRMKMODC,Qbggnkwqojqlrirbbqes,Abilene,1-924-595-1909,OR,e,2.0,,Swqxmuzv,43721.0,0.0,Flowers Foods,430774.0
eas11196,4.0,,23.0,M,United States of America,knfzdnsdflpanokmdtxdsb,Luihcgdwkabghek,Winnipeg,1-079-537-8338,WV,,2.0,678.0,Cnmpkarc,150100.0,2.0,Best Buy,3500049.0
BFD11197,,R,67.0,W,United States of America,Vvnvbhumprdnhunxnlzzvzxs,RMHOEKMDSSMZBCSVVJLIGMQQODKLJLOFMDEZHBGGWWFREUPPRFKHLZKIENMVAXWS,Las Vegas,1-142-172-5921,NM,u,1.0,583.0,GPRZXTWJIA,39659.0,0.0,Circuit City Stores,1507535.0
Qea11198,5.0,R,2.0,U,Canada,nhvfdsiiplpgyatvcvuhzwutmx,Nnqctitcnvaucsiswwflzlchgruprtrthdlncwzixyqonkpcodyajctaqhjxwnatdxiahqdniavjrjb,Reno,1-775-537-0924,NY,I,8.0,330.0,lhqseqytnmtq,,3.0,Praxair,3839806.0
Stn11199,3.0,,31.0,M,Canada,Cwvsrhwcgep,Oeuqxeybfmjowttgraikguyeuqcfszpuurvsserntrwaobkdvfatv,Milwaukee,,DE,Q,3.0,465.0,Uktpjak,433397.0,1.0,Assurant,1613720.0
LID11200,0.0,R,54.0,D,United States of America,Xkugdlndsnfscrbcqelvnfe,nwmmsrpnduljaontqpaogiyxvwisqhlxlwokgztytxnracejvaxbkmpldrgvdpnktdzuyhtf,Toronto,1-683-376-6579,IA,,5.0,506.0,MWYSRM,45905.0,2.0,Circuit City Stores,2208199.0
Iii11201,,U,1.0,M,United States of America,ONLKGPKGDANIUSVIEAIVV,SMZWWWQHOAKOB,London,1-032-437-0439,MO,,9.0,617.0,WFEGXLOMB,381845.0,5.0,,47984.0
Okw11202,5.0,O,68.0,S,United States of America,HXFWBWQKEMKKRFZ,GUBBAWODLDJCGTOCTXKTSKLHNCDBQUILSCNTGXYFYVAKPBFGVJNFRM,Rockford,1-178-957-4071,CO,v,2.0,436.0,nzimzlhwe,425314.0,0.0,Core-Mark Holding,1625682.0
fsd11203,4.0,O,86.0,U,United States of America,Isuxfameyhxdzjcddc,Nsxtcotcavfizbcssspeleaaxrxqes,Yonkers,1-441-162-0385,VT,t,8.0,713.0,,274796.0,0.0,Pactiv,3395337.0
pdc11204,1.0,U,71.0,M,United States of America,Rskjkzfsqroptrsxxzomtbhu,Nkkmeyjokrkivtwhffntglegzxiiclnaumgsxqiowwlrjjdjykqfobmexnqxlhgng,Austin,1-241-316-8405,CT,P,4.0,788.0,ukbtnjkf,1202.0,1.0,,2529321.0
mfq11205,5.0,O,43.0,U,Canada,Tjnddvjklmfk,Ezkwmzbdpcqiycnlmdgcwiqq,Fullerton,1-162-004-4005,MN,,,415.0,NUAAPCSKOYK,154314.0,,Spectra Energy,3453996.0
NMR11206,0.0,O,60.0,S,United States of America,GCFOQWO,peicxsrhcrdxlneledjnefqkzuyjqkmnrkuapdbpfhphoopjkvwrndgjenwcstamwa,Garland,1-499-031-0004,MN,,7.0,637.0,rcjmspo,483330.0,1.0,Monsanto,2225319.0
Rpm11207,5.0,O,69.0,U,United States of America,Hrvelhedfxcjkssyzr,Zxduinrlmawnepevlzdfmizsmmifnmikvmwotxevcnscokqefejbwiivsiabglnyhnwiej,Lancaster,1-082-082-3348,OK,W,,353.0,Zghtl,65875.0,5.0,Integrys Energy Group,544083.0
Phg11208,4.0,O,25.0,U,Canada,Qehglvupongcegqvbtpx,fctbemofeueha,Fontana,1-842-255-9689,Alberta,,2.0,569.0,wvgemxjme,305998.0,5.0,Laclede Group,1682799.0
Bwn11209,0.0,R,21.0,U,United States of America,klqkthv,hbfahnupyuqjkwvznsxsjhlntxpfhxmfvpxjnydb,Nashville,1-327-131-8875,UT,J,2.0,365.0,RQVFCQEX,84172.0,4.0,Health Management Associates,1380864.0
HGV11210,2.0,R,38.0,U,Canada,SBMFOBHRUMIPMURIVCVPF,oambcnhdibjd,Washington,1-586-518-6942,MN,,2.0,348.0,Awsimvr,228745.0,4.0,Juniper Networks,1068218.0
RGG11211,2.0,O,70.0,U,Canada,Pisoiumggbntltkoydibkzgjgtmms,HIUIRTMKTKZJKUJXMRPNTYDPGRX,Mesquite,1-794-395-0071,IN,,1.0,819.0,kssdh,329602.0,5.0,Lubrizol,1714551.0
Hkx11212,3.0,,29.0,M,United States of America,rvadgrp,CGATFWHGKQEC,Virginia Beach,1-555-727-3281,HI,,1.0,554.0,ooojktqepv,116542.0,4.0,DRS Technologies,1054877.0
Fwn11213,1.0,U,39.0,S,United States of America,EMODDDDDBEXPA,,San Diego,,MN,,6.0,478.0,Dyutvkeu,356509.0,2.0,AmeriCredit,1534581.0
Gtu11214,5.0,R,,M,United States of America,Kdfefkkwnxcpuxgha,Vroepnpalttnsuixfaxygfdzgdmsqiwdmzubf,Jackson,1-164-470-2706,UT,Z,2.0,716.0,zrxdhsmstosq,421287.0,5.0,Raytheon,3125011.0
Aqw11215,3.0,O,93.0,S,United States of America,Wacdherhyjrs,Lalaecbdllimi,Idaho Falls,1-600-665-8513,PA,,10.0,404.0,Hmwug,296076.0,4.0,,659100.0
Dlb11216,,O,88.0,M,United States of America,Ubqimsfcrulvgfddtbf,qlommwfncedbpjobdvphgkxeaasqrvthqwdf,Fort Collins,1-107-686-0540,UT,,6.0,544.0,kcvqwncic,130659.0,3.0,,1448603.0
npc11217,4.0,R,28.0,M,United States of America,Athhhcabcivaffdxnx,itaxhuupcybvnfspbxknlrvtxfclqpsrqwkknvqvusetftofrofqxqejpiydsilxiajhewlth,Lexington,1-663-382-8230,Manitoba,V,5.0,736.0,enuflmwru,,4.0,Kla-Tencor,3730627.0
Osc11218,5.0,O,62.0,M,United States of America,BLCQHNHFYJKRUQBFKCNZSQTCORL,Nztjn,Fayetteville,1-255-564-4632,TN,,5.0,542.0,Ojkscee,297262.0,1.0,Plains Exploration,814723.0
Olh11219,2.0,R,72.0,S,Canada,Qrrvxiujvjyhiuav,EYXHYLIBPZEVJMICSOKKISNCVOGCZQUOZ,Baltimore,1-123-569-6644,MO,,3.0,636.0,Wcozf,154673.0,1.0,Granite Construction,1879314.0
Vbs11220,3.0,O,85.0,,United States of America,KIIIAL,pzsyrhdckrgmjmmkwgjkyuusqsrjkbyphvujlaluvdim,Phoenix,1-494-686-0991,TX,,7.0,361.0,uucbmpv,,1.0,Cabela's,937191.0
kng11221,0.0,O,52.0,M,United States of America,Nrnbkkrg,sofftfedzdyreeyatnvyihep,West Valley,1-679-486-9039,OK,,8.0,308.0,Dlqpghqgl,36086.0,4.0,Hub Group,3465698.0
Les11222,2.0,O,21.0,M,United States of America,Hknqgdz,ibvcvyruhdmkjttwyqr,Rancho Cucamonga,1-570-775-4529,TN,,9.0,555.0,Iyynrqwwg,293557.0,4.0,Sunoco,2808627.0
Nim11223,2.0,R,65.0,W,United States of America,Oqfvrqqnrsf,Gofsmctjqgarxrjqpqkctxokjqhsfmjiocrmzhqxiwpgfz,St. Petersburg,1-980-275-8196,SD,B,5.0,686.0,KKHAK,192150.0,0.0,McDonald's,2408141.0
Yst11224,0.0,O,69.0,D,Canada,XEATUJQBSEBKOEJJDFMCXQQZ,ngesdtqwutiqfanx,Pasadena,1-672-259-4507,OH,,9.0,596.0,Gwulgg,189404.0,4.0,Dow Chemical,1109266.0
Tay11225,0.0,R,20.0,S,United States of America,Pnqpfoynqnvbxbpdvpohjfcagnuhu,Onzbvxqzaxlzunfwqfuzstnebrhozvktdbhpbnjaiorodi,Pittsburgh,1-923-160-8373,OR,d,7.0,590.0,AMTGEPF,134981.0,3.0,Travelers Cos.,1410948.0
Dxp11226,0.0,U,73.0,S,United States of America,njujnvd,Swxsyooifkdbfiurgtelqokhwsv,Baltimore,1-840-042-7421,Newfoundland,,,761.0,Ruioktf,130837.0,5.0,Pacific Life,1977154.0
mpb11227,0.0,O,79.0,S,United States of America,Kvafidwmhebltjhrg,Kzuhwqmsmctdkjodqmrlxqoqeiabtfkmgluaweotwruozbjgrcmptjjotrbsipfxnzuypporznsmxmbw,Oakland,1-408-258-6122,TN,L,2.0,469.0,Ztdwwquejela,281841.0,4.0,Lockheed Martin,1167969.0
wsa11228,2.0,O,61.0,D,United States of America,Bcqmbiixvymb,Pylilnoghrkdvwkbksvxwqmhljcatayxowjlgsftveoxjtxnk,Chandler,1-609-892-9521,WY,,3.0,578.0,XIKMWSLTZG,,2.0,Mattel,2230844.0
Qlh11229,1.0,R,,U,United States of America,Fmzrfuhtkwoxgaflzvhijsjbw,Qgbrrbdfqphkjedzflhxljucgvcmgmxljjjcvdoin,Oshawa,1-930-066-1105,NY,j,5.0,424.0,Xcrfvptk,164027.0,5.0,Hewitt Associates,3031669.0
Nmo11230,4.0,O,88.0,U,Canada,ljlorbzxngmrawwecwfvgscdidvoc,ETWJCKPBCKIZ,Bellevue,1-785-807-7455,NH,C,0.0,550.0,AYTZV,462309.0,3.0,Interpublic Group,1235970.0
han11231,0.0,O,46.0,W,United States of America,Rxwlscwjsc,,Lewiston,1-158-482-0351,MO,,7.0,595.0,Yqtrwx,436892.0,,McCormick,1409955.0
Mjl11232,4.0,O,60.0,M,United States of America,LFOIR,jtklhswbqjkvnvcgskgxziqxfbfbhfaldvdixuuxdqrfrwucjxypdxejxnzwewsgi,West Valley,1-705-248-0509,MO,,2.0,690.0,Pggaxy,162079.0,5.0,Ross Stores,2613791.0
Zuy11233,0.0,O,58.0,W,United States of America,PSWGOQPZNMPNV,Wtomfjqxwwlunpaepociusekgcbwdntnuhcwyskngswolayxvgnexvdzuk,Bridgeport,1-971-273-9316,LA,J,5.0,456.0,Prolozpcdzv,243380.0,1.0,Icahn Enterprises,
gcn11234,2.0,O,78.0,W,United States of America,Bvqjiquhpbkqclczqxaihpvh,Vlaxhlhnziprqmmnvvcoic,Peoria,1-131-833-8875,UT,,9.0,406.0,edincfo,316002.0,0.0,Williams,2747343.0
fmn11235,1.0,U,92.0,W,United States of America,Zyxqzsouoyopjnonimgwwbdzada,ceaxeheazggtguupcrbrmwdpxkqsksnyshiamkszbxtfwdkygsawlrhlhar,Milwaukee,1-843-123-4063,TN,V,3.0,672.0,HUVLISPVS,440853.0,2.0,Huntington Bancshares,2062648.0
SRW11236,3.0,O,35.0,M,United States of America,Fuqjsgqfvydxvlpcurgbedkcaugtuj,TDJDZTXE,Reno,1-116-177-4365,SC,Z,0.0,594.0,jtsppmajh,19138.0,2.0,Hershey,2837974.0
Itu11237,4.0,O,42.0,M,Canada,DATVFAQRWLXIVNYVOUB,Xvqjxmxggcwcazqzxubajoxymxhrzivytenuchyldjpesbgufxzmntpzg,Escondido,1-313-261-4811,ND,,4.0,433.0,Gtvlzjwx,287071.0,4.0,Avon Products,3995777.0
dwe11238,1.0,O,29.0,,United States of America,Dgesnlpaabsbbaumwdlchl,Jmnya,Montgomery,1-349-618-0467,KY,z,9.0,667.0,Rbidbxqj,365741.0,1.0,Varian Medical Systems,1904958.0
GMB11239,2.0,O,59.0,D,United States of America,gzyeqjddagfjxcvygbkfhnctu,Lusokruulkxpdfomjtweydgziovpacvvprglaqiieghjfsy,Fargo,1-359-871-4035,AL,,8.0,,NHTAWBIZD,81412.0,5.0,Baldor Electric,2422577.0
Dwe11240,1.0,R,74.0,M,United States of America,Zispqbgsmf,Spufsrghcorjdbwrwxbehxogtakaoskewerwxsgjoqkppbgxcdkxskvsjncxt,Phoenix,1-312-059-2732,TX,,7.0,781.0,VFKGMMSEMQUU,351289.0,0.0,Helix Energy Solutions Group,3637239.0
HVF11241,5.0,O,61.0,M,United States of America,Xumummkmzhaczqezogd,Kbvdxduoofhiwcwicpmndrywjq,Denver,1-572-371-3797,CT,B,5.0,733.0,Monqwxepkd,117226.0,5.0,Leggett & Platt,1283618.0
Zcb11242,3.0,O,85.0,M,,JZRGBLKACSE,Nogksimvfdtjyghiakafuoxrstfusypruznufmrvbythkvkothsdsithstw,Salem,,VA,,8.0,832.0,Czforlbnai,377807.0,3.0,Lockheed Martin,3892707.0
Ynp11243,4.0,R,45.0,S,United States of America,Tbqozvnuilaiety,FKRTPGHSZVRFCXCJMODEQKHFAJJOCXFUZTNZLVYEMOGQITLUPEAAUNWRAUEHDGOTFOOIGSURMF,Fayetteville,1-677-245-7333,KY,b,6.0,810.0,YYHMUU,76088.0,4.0,,2679837.0
Osi11244,2.0,O,,W,United States of America,Tdjmntmxrrpkzxjqyle,fvetilspbepaxzpnfttxb,Tempe,1-671-855-1457,MO,,7.0,665.0,,362310.0,2.0,MasterCard,2147856.0
Luq11245,5.0,O,71.0,M,Canada,Gqlwrqnacbdrdsdalzypvu,PXTEPCJXIVFMWUFSLQXQTESBIRTVPNFW,Beaumont,1-611-389-3242,LA,,,613.0,toafz,291871.0,4.0,AFLAC,1448391.0
Rgq11246,2.0,O,79.0,M,United States of America,Vzoqhemczksmnfnqrlfgvloitgq,VYABDFBGIITDFIGFJU,Houston,1-920-635-4208,NH,,5.0,815.0,Gjxyudkgjpr,21046.0,0.0,IMS Health,1334212.0
cvt11247,5.0,R,,S,United States of America,zkcvgsgbpzopbsyvxonlawbsacsf,TPREAKPVWOINJFQVCHUAUIKJMCLPAJTQMFWVNWRHVSTFFIUBXNOCQZQPRVOZFOM,Dallas,1-302-370-7181,WY,G,5.0,726.0,Vrballvlaa,417683.0,5.0,Chemtura,
ajb11248,0.0,R,62.0,M,United States of America,Koddgovylcrxbblkcjxcfhaeex,Fslqwnegodegjncjuqfgubecfhhvpwhtlxungyczpbiqlpuchkfajnauosika,Grand Rapids,1-434-634-5403,Nova Scotia,,2.0,815.0,Wqlhas,177143.0,0.0,Dell,762399.0
xpg11249,5.0,R,,U,United States of America,yvfxgd,IVOWDOSUAGZGXHICRDTUECYBJX,Pueblo,1-829-618-3623,ME,,9.0,388.0,Jxpxsytgz,447237.0,4.0,MGM Mirage,18399.0
Sxx11250,4.0,R,41.0,W,,kjkbtwlwnivheozumusvmctwb,UNFWQMIKXFEVRLRCOCVAGGXJIIWCOBAMTDNQRXNAHUYKNFSUFGWICFRJCKIBOMEQUBMWTVREZY,Fayetteville,1-891-864-5526,NV,,0.0,613.0,bdwxsxors,19891.0,2.0,Trinity Industries,993962.0
vzp11251,1.0,R,19.0,M,United States of America,Ouiltykmfch,SBKASOTSQXAHHBADNRFUFIKNGJIINIJMVUHYKXKVFFGSQNTXXODGRSCMS,Anchorage,1-666-982-6284,SD,l,6.0,365.0,huqiugckz,232545.0,3.0,Moog,2573906.0
bgf11252,5.0,O,30.0,S,United States of America,hvnpzosuoyzhxtrqrhbbqt,eurcekncpmsdhmhiugptupfznmjewcjv,Costa Mesa,1-136-946-0924,Ontario,N,5.0,806.0,NWWSTU,274111.0,4.0,Aventine Renewable Energy,265459.0
Ydw11253,3.0,O,54.0,M,Canada,Mckjkdmiap,Qyuhzbwjwywfkuedwupfnbhrxfyu,Mesquite,1-245-079-3393,IN,,6.0,772.0,rnsqcsycs,239120.0,1.0,CSX,3518058.0
bse11254,4.0,O,89.0,M,United States of America,Fkhsehfsjbmkqpkixgp,Malslctarirhmmdgotutwkyrja,St. Paul,1-205-946-2883,AL,,7.0,363.0,Djwoye,67807.0,4.0,PPG Industries,3347273.0
Jqf11255,,O,6.0,M,United States of America,MBYNEEHBTNIRHRK,Sjqzorlj,Fresno,1-657-257-3342,HI,,3.0,595.0,AUSSDJHVFBK,276211.0,5.0,Greif,308579.0
ddr11256,0.0,R,75.0,,United States of America,nsdxyswhdikai,GEHNTZXDSTSKFQNEJCTBCBNPMIGJMRCSVSVIGDEYWLKTOGSETJXASP,Macon,,KS,,8.0,738.0,ZSAKFIEO,15160.0,1.0,TJX,1120721.0
Wai11257,5.0,O,51.0,U,Canada,Opyyw,QBRDOBADLOJPGEU,Mount Pearl,1-526-947-2279,IA,,9.0,765.0,inaeyb,221640.0,5.0,Manitowoc,3624132.0
Fst11258,3.0,O,22.0,M,,LZVQJPNGIXPOX,ZXYKATOTKWISMMIXAJBISATWHYGHKADADLNVGEHKSSUII,Berkeley,1-672-375-8978,MO,,0.0,661.0,Ycuumhqgk,80581.0,4.0,Boeing,2614807.0
PVH11259,0.0,O,42.0,S,United States of America,DXUUUNVKSNHGOJDUKGJUUWN,brbjxcoftmmacztnabemrdqytiypcxejkhmmxuwhoifupsbzhlmlkmnbzcezcttcumc,Amarillo,1-274-972-4757,ID,,9.0,697.0,lnqnei,115336.0,,Owens Corning,3691390.0
nrb11260,5.0,O,71.0,U,,Awerzhtiieu,Mxumzmvbqxxjtfs,Lowell,1-213-369-3144,NE,,4.0,437.0,qxmdkucbwueh,342513.0,4.0,Harman International Ind.,1552518.0
vjo11261,0.0,O,6.0,U,Canada,Vperqe,Hxckgaksjfaglfqqvlvpgqigxqcaeqrdaptt,Modesto,1-366-700-4149,VT,o,,466.0,Bpctodot,343045.0,2.0,Edison International,3101696.0
Fkv11262,5.0,O,39.0,S,United States of America,HHIWQRGXXBFDXUNHUHQRJCHGGO,fgvcbsodidnupuzigffmtcifeeepcralgqcrkncbpixfoqwyztusrsbmtjmmwpmdeduabksphbbhg,Ottawa,1-357-172-3202,DC,,6.0,630.0,VDKXUKSBBAK,418944.0,1.0,Select Medical Holdings,1921967.0
Bji11263,3.0,O,79.0,M,United States of America,NDNJSLBHSSAFGUKZGRU,mglszousmogptosvwcpecfdnvssmvabni,Missoula,1-145-612-9353,AL,Y,10.0,706.0,,406480.0,3.0,Amphenol,2667763.0
qks11264,4.0,R,2.0,S,United States of America,Lzbpdijwrj,Kuxjuaajzfkpodjmzgxxcg,Stockton,1-723-801-6100,NE,,9.0,376.0,Llsuusakyzty,172999.0,3.0,Raymond James Financial,766396.0
odd11265,4.0,R,27.0,S,United States of America,Dovrztplvbeivplcy,OETQFBTVEHBWTV,Yellow Knife,1-461-380-8156,CO,,6.0,362.0,Ulzdwzgjqan,452043.0,5.0,Snap-On,1289517.0
Ijw11266,2.0,U,16.0,S,United States of America,Vvbhnbgaoausbpbqtfbd,ALCJHRHCKFRPZBQUNYVJXHYXHIPKNATYELO,Abilene,,OR,,2.0,785.0,RMEOHD,473147.0,0.0,WGL Holdings,1564668.0
hbb11267,0.0,O,41.0,,United States of America,Yjcfprfqlaavybudafsaja,JLXUGHMFGVVGKXFODYBQFCOSSYFXDBFOEKFLDGNWXMSBVERNIKUB,Irvine,1-276-937-1050,WI,b,9.0,653.0,Qhpfkloggot,61061.0,5.0,,2567908.0
xir11268,3.0,,99.0,U,United States of America,IPDCVJDAITXFOGFSVEGUD,jbjvxxefletuvnyuxrwibhebgymyomjmxljecolqncdhbuqzlzykdnl,Irvine,1-211-319-9478,NJ,u,5.0,345.0,pglcq,82373.0,2.0,,491640.0
BGS11269,,O,18.0,M,United States of America,ktxgmdd,Ytpkesydndlqtjkyivkgpsvaxdbvwxzgiviipgzoqfsroqtrjwchgds,Bridgeport,1-006-846-9499,AL,,5.0,553.0,wjppllkmalwh,393751.0,2.0,Icahn Enterprises,3714425.0
Ryd11270,0.0,U,58.0,M,United States of America,stpdg,Nutopquovmidapqksbjkuuihveryxf,Oshawa,1-859-577-2157,NE,K,0.0,393.0,GPRYPCPOQ,68447.0,4.0,Avis Budget Group,2917504.0
utc11271,0.0,U,1.0,M,Canada,Czgeyodpnzhpdvq,ITVILKKQGORPYVVHFIEYZPRVKEPXIPBGNHPRXUJZGERKMCARO,Raleigh,1-574-956-0772,GA,,1.0,785.0,,366700.0,3.0,Snap-On,108038.0
Iga11272,4.0,R,97.0,D,United States of America,Cdplcfubiuenijevuvixyjekn,YVCQBLWGQXILDPJNJXSSFVQABLXXPONWIKBUJNCJOJZEIQHLBNOWYQCPYP,Huntsville,1-581-107-2887,Quebec,,4.0,363.0,Fzznbtje,465254.0,,Thrivent Financial,334986.0
Bpx11273,0.0,O,2.0,D,United States of America,Vitnsos,hremhqwdwciwtdkfbflunvxzjeomiorgrpxxyeloqnrxjqhxvaudovggqmvdbtqtbecsb,Honolulu,1-017-804-6999,OK,x,8.0,595.0,KECSWVTD,4876.0,2.0,Baker Hughes,3739066.0
csu11274,4.0,O,81.0,S,,HZJKJVOHOULLK,,Hollywood,1-694-707-5767,WI,,0.0,691.0,srtrhhhxujcx,70499.0,1.0,Joy Global,3486164.0
mxb11275,2.0,R,75.0,W,Canada,ZMINCSUMRQBDVMLYQOIPS,Xknibzxruwvcorxztatj,Oceanside,,Nova Scotia,,1.0,548.0,Cgsnkonlsq,486855.0,4.0,Continental Airlines,1607926.0
PTI11276,1.0,,42.0,U,United States of America,smonmnqpdvsr,wbkjqugrjxtbrtjrkpoayovysodshdndewsemmcmptfewfjaomlvrgjnlkepm,Fort Wayne,1-621-828-0029,Manitoba,,4.0,541.0,OQKCLKEV,303318.0,5.0,Enterprise GP Holdings,2260891.0
Ngx11277,2.0,,8.0,M,United States of America,Udmeodwhjsxyheewsofl,Qqnehnqbhljawbiguianeknlsnloplbg,Syracuse,1-113-468-0134,Saskatchewan,,7.0,529.0,bgjtldrr,137996.0,4.0,Holly,321510.0
hsh11278,4.0,O,47.0,U,United States of America,Nkncuynlwdwskorbjksyyamaziymb,Yaxvbwh,Montpelier,1-433-123-7791,IL,,0.0,485.0,,441131.0,1.0,MSC Industrial Direct,3820785.0
Kzw11279,4.0,U,19.0,D,United States of America,sdhvndustxzfcjtajsgfkd,yasvahrrtgfbrikoofuvqpvhsgahgjqba,Ann Arbor,1-778-642-4031,British Columbia,H,5.0,515.0,Owxrzyo,112721.0,3.0,,3326137.0
UQF11280,2.0,O,13.0,D,United States of America,Morexliypcavgdihnrxjdysuedqfk,wqqdqqzhkfgioy,Pittsburgh,1-507-168-7198,TN,,8.0,725.0,tsfpueqdso,252730.0,3.0,Freddie Mac,951858.0
Ymz11281,5.0,R,23.0,U,United States of America,Xgagvzywbrxhzwrummfxlpg,Burskjzpgsccjwnoujswzooojjprnzvjqsoqc,Durham,1-066-588-1295,LA,,,821.0,fptlnrg,203847.0,5.0,McDonald's,2312599.0
fgq11282,2.0,O,53.0,M,United States of America,Sjvyrtfpvbf,NUMNXFOAYXIHWVB,Tempe,1-859-909-2939,WA,C,5.0,569.0,elqunswufw,130338.0,2.0,Marriott International,2505956.0
ncd11283,1.0,U,56.0,S,United States of America,Lrtchykuj,Dcgidkymvrcnuntaqtosrpbpgqljaxlllopkojoopzlzliwxe,Manchester,1-743-856-7730,WV,,8.0,652.0,xtvzzitj,317722.0,4.0,Pacific Life,338320.0
trn11284,0.0,O,93.0,M,United States of America,sliavurkiyskkpifrvyznntd,BEEVBJMXUV,Regina,1-558-501-0279,FL,,4.0,337.0,QRIAGEPHG,240520.0,0.0,Lubrizol,407143.0
Pqb11285,1.0,O,67.0,M,United States of America,Dhjwpqk,Eldsmvgbhmninkjwuvkzopabepnloolzgxrdkksnszilyomwxoekoopwnuncmayvehyzqcwhui,Oklahoma City,1-106-223-2732,ID,,8.0,335.0,Skseezah,372102.0,5.0,Toro,1347874.0
vyr11286,1.0,O,86.0,M,Canada,Lkoasjrkshetlu,Ybeyjpqnlrootmphutzuwmixvggugjlg,El Monte,1-988-605-9486,Alberta,J,2.0,774.0,Bibtpv,103398.0,0.0,Nacco Industries,
