gncd,pstlcd,mddlntl,gndr,wnrrntflg,ncm,cntr,ddrssln2,ddrssln1,stt,mrtlstts,ct,phn,nmbrcrdtcrds,lstnm,g,crdtrtng,mplr,ntwrth
Por8690,Xtnakt,,M,R,45538.0,,CDRIXNFPSXDPNIIQXTGJLUTEBLIZMDTPPKLQBMBWBESDOBBWQWXETEINTGICHRWJWSHDPTNFXSDFB,MQJZAUWRWTSEIRZJFWHGKLYV,WI,M,Fullerton,1-130-549-6143,5.0,Poruhchhbbdhpz,84.0,717.0,Timken,2230529.0
Vun8691,Iubgss,,,,296979.0,United States of America,Pskjozcisuirkpqgpvqoxzgtcvflyzqftjd,euymxsivaysprsstxlcwucxtjemzcjntlqvzajkhzyvqpabimwfrvqhjnajdlvlutijjnzjwozpaznlw,FL,S,West Covina,1-608-744-7160,1.0,Vunlbptyrrhxesgrdoedjqintceep,46.0,561.0,Tech Data,755031.0
CMZ8692,oqdxh,j,,O,33341.0,United States of America,Sukrnocfyofmkkjhrxaezxcysaxxpddwyd,ynswzsilslvlvwmk,MI,W,Casper,1-298-926-9454,0.0,CMZKHGNAETNNKKOTMGAMJSJVQBM,85.0,410.0,Bank of New York Mellon Corp.,3551603.0
xfv8693,Koltafaovnj,U,M,R,386181.0,United States of America,Elwmrdcqkikfrscajbshbbwyijdbfeksbqlvqroekhorswnfgtjdfjmlwzttwurhl,Zsdycbhskdgwebmhbnlznthzcyocswchulkomiraudmqsjypvvpja,NV,U,Columbia,1-911-587-8459,,xfvujrdpqjxmboxpwg,17.0,802.0,Enterprise GP Holdings,77595.0
eni8694,Nvtoeawmg,T,,O,329659.0,United States of America,HZYIQQTQOVXELXFACAZOETCOBCDKLSCGR,QKSDWHKOPITCEOUSKUPNXINQYXDPDDXGKJBFBTEFFYAKWYCDIDMJHEQAB,KS,W,Macon,1-149-575-5771,4.0,eniogzvrbkmkjskmlijgfk,56.0,548.0,Spartan Stores,1126008.0
Bot8695,,,F,O,336056.0,United States of America,pzzxeaqvekekhsvxghbybzlebuyxqijhrhkvqvjigdmgkmqxfjcufqnb,,KY,M,Peoria,1-795-875-8204,2.0,Botbkfxhrfefpauqvusnbgl,30.0,830.0,ON Semiconductor,3638975.0
Vfg8696,Tfruklbsese,,f,R,441771.0,Canada,Exgtqlemgqnahvzunkvpqhagdxfaweglqvlphuet,AUGLXDQMAXFWRMXQTFGNTOSMLXQLAHAFTPKGWRMBGDQNFUNXCEMPDPDYTDMO,NH,S,Bellevue,1-512-001-8308,3.0,Vfgasnkqeytvyrffwjetudeo,4.0,461.0,,3761180.0
nhl8697,Gqsyttujbz,,,O,373903.0,United States of America,yylidipunpaaaqvaviqrtznakvaqfaduibnpspmqkoeafcyvprllwjnk,Ensumqxyqgasvaltdzslotficnlugjkqteeqztqpypjolwrdozchu,Manitoba,S,Iqaluit,1-514-315-6199,7.0,nhlig,21.0,550.0,Carlisle,3437967.0
Xip8698,Cbchizcfh,,,O,63737.0,United States of America,Dcepvydjnien,Hjrobcmgdfmwtrchtayifqfdjkuubaacqonkhkbheqxtmvwysbaqvekqjpafextqvey,CA,,Savannah,1-567-741-9888,3.0,Xipbcliokgiko,43.0,658.0,Modine Manufacturing,1796117.0
CIH8699,OADLLJ,u,F,O,123182.0,United States of America,Dharkvjmeoldahikezcfyjlceoexlfdzaenfigkfagneos,QCCKPRDMCDRUNHNGXVQUBKVXARYFLY,HI,D,Milwaukee,1-986-658-4714,10.0,CIHEWBWGITWNBZCTZBMHKMUHFG,55.0,792.0,Marriott International,3140997.0
cdm8700,ZXVFS,p,,O,53537.0,Canada,Hpadrfbmajwpgcnvtzapgjolzttmjnrcjfguqokdcgak,kedobsurlwqcpjaqtz,RI,M,Fargo,1-981-528-4850,4.0,cdmuzcdyhokqqudw,59.0,641.0,Asbury Automotive Group,3616733.0
jxk8701,Cqemfcqaxk,Z,M,O,91206.0,United States of America,Pitsugztwnjifbqiacldrtldfz,TTDTXLMXSBSYRYHJOIMWVOUJOJZVTZOGXCCDBNZSETPDBXLBNRZZYJXERED,AK,U,Eugene,1-726-949-0017,4.0,jxkeyqevw,9.0,590.0,CH2M Hill,2447031.0
Rfp8702,Opefevmvmix,,,R,326428.0,Canada,FXMJCVHWBLJDFKNHJLPLAWNNRFJOSDPMAABBGSYSFWDXOGGWTPCUXZUACCGWJV,Rwbdbsisaamdmcdypqpcyewbmld,Saskatchewan,M,Mount Pearl,1-457-463-6333,8.0,Rfpvavgs,62.0,393.0,Cigna,2243112.0
Zcj8703,Irfmwksz,O,,O,302934.0,Canada,Dwypkefnwoywntbehqmvepvhldpzfwetmdddmqhh,GSPPQDEJQGBULLRZGYVPXT,Newfoundland,U,Des Moines,1-474-956-2555,3.0,Zcjhtpf,53.0,796.0,Priceline.com,2775156.0
Xzt8704,,Z,,O,358087.0,United States of America,qnefnwfrblzmxetqmpijjpeptrkewwrrjygewygkhvldmaawiflwx,GXDZUASRIJPRUBVLXCHSGLLHIWPSRIGUDLBCRYQBMXYFTKQTL,OK,W,West Valley,1-983-965-1357,8.0,Xztppqbzsmoixfdrqkotbdkwry,80.0,476.0,Hub Group,
vnr8705,,,m,U,102441.0,United States of America,xtfqfrgxopqjcuxyndcypmarkogemhdyiax,avxhxwswkpuddhsizbrwuzxivbivvswaohihnnqlgdksphfspbyo,NM,M,Whitehorse,1-371-971-8422,4.0,vnrgtmilnwqz,70.0,482.0,Century Aluminum,3983183.0
Lco8706,Ebfwbvbzqq,K,,O,328772.0,United States of America,XOIAQJUGWLWPOEJTBRNNQPTSUC,,PA,S,Vancouver,1-197-386-7002,6.0,Lcotfhuarucdqempm,,607.0,Southwest Gas,94738.0
Qxv8707,PFGLR,b,,O,46302.0,United States of America,Wjjvdarzdsyjabjqzdexngdampllkmluuddraofueejfopwslrshsighkxqobdzzmg,rmdisjymgajjwhxeatynbtbjzayfae,MO,S,Des Moines,,10.0,Qxvhkkexe,25.0,661.0,Wal-Mart Stores,407560.0
Zkn8708,Zahoanzbnoi,,,O,483159.0,,gkncamovwugdkguazjrgvlrphxaf,wieuquycdhgkuzijwvauglbxdhfkkxhcazxtuehgzwczseqcudtgnejluaog,AK,S,Elizabeth,1-741-916-1995,7.0,Zknuxoiiafaohhhqhphrajdiehujrx,67.0,555.0,CHS,89739.0
zth8709,jwqnihv,R,,O,390647.0,,PPYXEEVRSTQPSSXPVLNDSFGYKNHWYKIKCJZHCRRSWGYSY,Vrxnvgpjvlg,MD,U,Lowell,1-840-399-2919,7.0,zthmpjkdikbomqnfsi,44.0,517.0,BJ's Wholesale Club,3345102.0
lbi8710,LKXAQ,,,R,409796.0,United States of America,vhblxdcmmkninzprzdbmnqgomzdz,Ymddjgxpvhmkhooldkvvxypnruqm,CT,W,Washington,1-855-202-0449,1.0,lbidnknhniu,93.0,618.0,Goldman Sachs Group,336067.0
HAT8711,YNYREG,a,,O,115895.0,United States of America,,piwfvyhgoaqyptqumjwpanknxufnkwgsfkgq,NJ,,Ontario,1-911-293-0750,3.0,HATTWN,13.0,821.0,Pride International,1616585.0
Hjg8712,SGGMMX,j,,O,368247.0,United States of America,Uipdlbdheqtqouxhljpddunadfseurquzzpfedhmedecekxxmv,PASELFILCFQGSMBXHQUBDQJGOFHBHOIROTZWUTHMMSYMDNADLCOWVOFESBQAIPXIZCMHQXZV,SC,S,Santa Ana,,9.0,Hjgsaxseohxvsckqabdebt,64.0,678.0,LKQ,1332431.0
Jjj8713,Tqszevht,,f,O,166111.0,United States of America,dmfilckpjhxbstweigjwpwapgxsujsbhfgudsueltsnsqukpnggweeaign,Bxeuykahq,WY,M,Hayward,1-439-163-0429,1.0,Jjjkuxpbavslc,19.0,513.0,,3448599.0
Yhm8714,Wqjdrrvyd,G,E,R,128617.0,Canada,ehuqkcqxaebgpczgnqhofyqvgfbgrptunwrvlfivmvfbfpwalgehunxyiqcdleaobchmlhsdm,dtxwfigbupgjdbqcatsjbamngsuojpl,RI,M,Grand Rapids,1-407-919-7219,3.0,Yhmbxrjrealcmmikhm,1.0,435.0,Furniture Brands International,3593769.0
ELU8715,Qsgev,j,,,115558.0,United States of America,Vtaswrlhaaoewrdahpddraihsiztptm,Hpvviwedudpowmdytreljkiimuvtrhwlaploaurpxk,TN,S,Hollywood,,4.0,ELUBFTWOIKFIPPDQNHCVHPUBD,57.0,716.0,Ameriprise Financial,874749.0
Iql8716,Rnborgsn,C,,O,25.0,United States of America,Rnnftowcjwgfbhbgapfjjpjwnxvdfphzqdgdbxwqzcxcquqvqzjfyvvnhvikyuluchwwsxetl,,OK,M,Las Cruces,1-452-687-1866,6.0,Iqlmhmjbquanxrtmiyemthwuap,82.0,834.0,Hawaiian Electric Industries,3033101.0
RFW8717,,,,O,106163.0,,ywyjwgdjcbomxtqnngvbujpnctyjpyfmmhottkgtzphtwpwcjvwyohaxcfb,Vfnbptwetuhhvzfhlotevsicctgu,AK,D,Carrollton,1-275-391-6536,6.0,RFWJTZZPFB,72.0,595.0,AptarGroup,1469644.0
HAD8718,Izwarxfzhu,e,,O,498676.0,Canada,Kcysuavc,Zfflrkkvhsnfmwjasqxohlvlgsds,OR,M,Newport News,1-211-844-6025,0.0,HADNVFAO,93.0,783.0,Constellation Brands,2763782.0
Twn8719,uzmlkrvkp,p,,O,392898.0,Canada,QZSMENASODDKNPTMXASRQVLRXLCWWFCIGNQWNQLXKEWYXSQJZBRFWWD,gumytzajsukuutryjwvqupymsgtbkwgutwkrjijl,Saskatchewan,U,Windsor,1-774-451-1517,5.0,Twnur,80.0,800.0,,3182270.0
KTK8720,Wwkmg,,,R,,United States of America,Qjdrmfwloqoqppeaamiagoxhqiwcwjqipbokxwfmjbrih,TMDLMVMGMRNEMFUNYKIUCZLVPRPSBTKUQNS,LA,M,Charlottetown,1-826-516-2456,,KTKOXXQR,25.0,777.0,Iasis Healthcare,3336163.0
Ffc8721,Gqkgg,,M,U,176625.0,United States of America,Fudtaepdkrpnlra,Cslalilamdoqrtwwhpxszjgeayndtykzsfaavtvqqcqvmiczbsbeveksgbhluaeso,WY,U,Montreal,1-769-735-3164,3.0,Ffcnqhjijaj,80.0,337.0,NII Holdings,3669939.0
MFO8722,Kzujwikkfx,,f,,206504.0,United States of America,Pxtanzseszinipjvsd,dqftawtecbo,MA,S,Saskatoon,1-655-509-0238,3.0,MFOFUNUYEFIMRG,92.0,481.0,CarMax,3074498.0
Okt8723,Mhcwzxdz,,,O,381330.0,United States of America,Loncifqhyoobzcxlnxmlbiedehonnjxbhbvpvzxsggrdgyrmwwxfvgbwvlp,Iltetztbgyetqxjslvvyhmhdqdzilbowchmzfgxojryzftmcaipcdkdqcruinifztpdv,IL,D,Huntington Beach,1-535-841-7219,4.0,Oktqhy,66.0,620.0,Hubbell,3295287.0
Rsi8724,jcjaecwii,,,O,139408.0,,Mrmxxtyxmzcgovwixsyrcipgnymcgteugphhilozovfplvhnhfcbudb,kwskaugyhlrousjzzfdqrtxduirdbisxxxmkwfkkf,OH,U,Little Rock,1-900-851-9005,4.0,Rsitkewecremmwegnzqfuvmqszsshp,58.0,671.0,United Services Automobile,363539.0
hxh8725,Pcuzclsmrd,,,O,342850.0,United States of America,Jhexsktmbjbfjexlq,Lqhulbemutqujdrbv,NH,M,Austin,1-028-752-2687,4.0,hxhrbjwnad,77.0,551.0,Berkshire Hathaway,3823179.0
hmz8726,hipmfapbivn,,,O,110105.0,United States of America,Dappqlgmburslylroaxennpdbbzonkvlt,Ubfpthadnxrkn,UT,S,Stockton,1-381-245-1446,,hmzwpupp,29.0,493.0,United Services Automobile,1445701.0
Upa8727,Qhxohmjug,O,,O,311268.0,United States of America,CCOAECCJKMVVKZEWFCBLIKJ,Eamkbgacbcvodvbcs,Manitoba,,Minneapolis,1-429-602-7716,2.0,Upafbhhgtarxnfhdvhbnlugrt,67.0,328.0,Home Depot,369743.0
ksj8728,QYMYEANPE,t,M,O,306801.0,United States of America,Eynnrxlldtaripprtvjqqvhvg,Zapgbujscvqlvtatdglomcejsyhabmgsvsdqqxphcifeeiwrmrsixbanfnb,NY,S,Garland,,1.0,ksjdcjbubnbtnhflixha,82.0,763.0,Mirant,3576300.0
Evg8729,gesufn,,,O,350324.0,United States of America,qublxjrwljdupiwmcjnuteqrkuggon,Xwrmquhsnkgczintronpkwupalnldlgqxnmkudor,MI,M,St. Paul,1-099-486-3382,6.0,Evgnxiiavpvywbcyczqzs,50.0,319.0,Hudson City Bancorp,2433627.0
Tqo8730,CNIYHYVLR,,,O,377700.0,United States of America,,khgcjpdjbzbpqxvpwoxwsiiifziuzxzfaduqwyxcfpyh,Manitoba,U,Miami,1-049-912-9587,2.0,Tqoihlxucrybsvlxnnomqpuanwtwue,44.0,457.0,NRG Energy,258321.0
Fap8731,Atipy,g,,R,429696.0,United States of America,LUPPTVEZOMDDHSY,Uuwqxuy,Quebec,W,Newark,1-780-616-5514,10.0,Fapqu,52.0,490.0,PC Connection,2175149.0
Fiu8732,bzlymrkug,,,O,356449.0,United States of America,Tlsvijjtyrfguuldnzuznauhkajhgqirxnzhebdwpfggtfbmpikrjpjvspdqhbzdhzqvm,Yuqiuxvhfaqcjvyxorcbfnaxrsa,ME,M,Newark,1-305-187-1767,0.0,Fiucczfnsuxxxhjxvssbbmdj,58.0,519.0,Amerigroup,3577781.0
QLC8733,Fpdfqrmdb,m,,O,451900.0,United States of America,QLKLFBGRCGXNJRFIBQTBQFKAEKWOO,Ddpivbvlyzznhquqrhldmgnlahachiotw,ID,,Pasadena,1-965-343-3373,0.0,QLCPNUUHTBLIUWRXVZLGBEDIHRCYCR,56.0,306.0,Puget Energy,1685246.0
Guc8734,Iarcdmqi,,m,O,195452.0,,LNRFLNOELSWMNHVDAQVIMDEOGYMGICPRBRBILTTQKUJXKVFFWCU,CWPUWRQCZIYEJYAAWUMXKIKLVLUIKBYBUDGRVIVS,CO,M,Vancouver,1-382-135-6945,8.0,Gucppimlzgtmqgisz,74.0,337.0,TravelCenters of America,2294288.0
QMX8735,Gsdypcxar,O,,O,434630.0,United States of America,,,IA,W,Oshawa,1-223-603-6648,4.0,QMXLWQRXMSV,59.0,724.0,Bed Bath & Beyond,2711390.0
Jin8736,DJOHKVQ,,,O,304825.0,United States of America,Uicuqosheuxlofsylgputqiwvfnfwccihvgfysff,Stuuybhfztnvkncnlofhvfcwmpojehatkxgdebbxwfjpmgwmocuovajzabfchkbdzcelt,MO,M,Scottsdale,1-875-548-0615,0.0,Jinaycnxhl,9.0,641.0,Merck,
Gpe8737,jngxitnl,,,O,410522.0,Canada,UUKSSSNKLODDTLXENFKSOFLQKFSBIJIZGGNHHENWCTHAOAUZQTLANDLRGI,OOBYQROHVAQUROQOTVJKAXGQHZEOOBUPCHONKMXTAEWVHUSG,Newfoundland,U,Phoenix,1-707-940-5935,0.0,Gpebwqtbfepbkfj,58.0,517.0,,904453.0
Beb8738,MODIOAHUIHQ,,f,O,177656.0,Canada,Rfkznckodftgkkxbzw,cjhapaherlqzhjirkktfenfyofkjmlgkumpjhvchzfupjnu,AZ,M,Las Vegas,1-309-343-2740,10.0,Bebinlglknnubhbbzvom,57.0,840.0,Avis Budget Group,
Qvd8739,SOPWSZMTNH,D,m,O,327392.0,United States of America,kpbghib,Fyqcpbybblymmuglwo,Prince Edward Island,,Casper,1-842-949-8321,3.0,Qvdjioynxoudwuv,77.0,351.0,Alaska Air Group,3786307.0
TFD8740,DYYHVA,,f,O,420139.0,United States of America,Evmkjjpxihtkwedgjfcvxdsdxiljjmkadfjvpgyu,uhwbjocjbuhthfkvioacryppoiefgkieoefieytkxsbp,KY,W,Iqaluit,1-006-046-7891,7.0,TFDFEWBROOSMPXCUJJEQX,58.0,685.0,New Jersey Resources,2234199.0
Zve8741,Ecxbz,,,O,252638.0,United States of America,Ieykqmlmtqiaxjovdqhokesm,alkxhztonhbnvqveqgtqtgfvpmfeiilcghcwnllejxpbmafownucou,VA,M,Mesa,1-113-873-5730,5.0,Zvecl,10.0,664.0,Manitowoc,1847503.0
DGI8742,Lpdpmda,A,,O,372907.0,United States of America,XSCNHYHSNCNNHSTKWGMINRXMPLDJMUWBALDPJRTUNHZAIOMXWRGQOUK,Jmkkinlbuhazmkoppcyekgmxymyoderyhdbbahrthrssoqkejkrzidozswollspfe,Alberta,U,Thousand Oaks,1-426-021-1454,5.0,DGIEOVAOK,32.0,425.0,UnitedHealth Group,2809593.0
Jsr8743,Znqepkzs,,,O,59849.0,Canada,ggacivmdzibelgyewlrwbmwhfvfnusopczmltcfssdrgtqejvavxipuphuamaazg,sdnfhnsephlcquzbhr,ID,U,London,1-807-747-7300,7.0,Jsrdjsrfqdkvomitakcombblif,91.0,342.0,Domtar,1647811.0
rgw8744,,B,,O,360417.0,United States of America,,Albnwqagiggowqgylmpmrmldrwoawygmezzuf,New Brunswick,M,Columbus,1-136-083-7561,0.0,rgwbsvfkembybxmkqtgjkgbvqpcfuz,46.0,829.0,Zale,3454244.0
Vfs8745,yuowoafxapiw,B,,O,100780.0,United States of America,Shnvkdpgqqxvcfshgmvqgphopfnljxonwjanfbsrbemwuobjiqtnkkbefyiwfvjecuyjile,wmdcxmudntowkrqtueszunktyaszijyjcyoebfrlmfnbjadstyxwskkzsiptufsqocnymq,Ontario,W,Lexington,1-447-474-4758,2.0,Vfsyrmebavbdvin,55.0,841.0,Steelcase,66981.0
Tua8746,TNMHPGP,o,f,O,,United States of America,Zqcatonfwibmdipgsmjwwdvrkmsic,mvexpdrafvqqisznaiwqfxyr,VT,U,Ann Arbor,1-040-016-2827,3.0,Tuaxtkqjh,28.0,795.0,Travelers Cos.,1664718.0
OLU8747,UVPTAPG,,,O,160302.0,United States of America,HIJXARSJBSS,saxzdcukapnywrnwzkdbyqjsoifmvuthzsiheeaw,DC,U,Tacoma,1-223-807-1417,10.0,OLUNNEUODEFXNMUFHH,50.0,,Windstream,2956944.0
Irb8748,Wysdrisb,P,f,O,79693.0,United States of America,Hnxjwfvikrjeqlyfvpm,Vvxyohpskxsdgfzkkakgdnvyamspjanmcuaarlvbodlgwwl,AL,S,Sioux Falls,1-119-946-1179,8.0,Irbskhitngqr,32.0,374.0,UGI,202849.0
zkc8749,,,F,O,218561.0,United States of America,Hlvwojgwmhynwjrzdlatxzrogopjttvfdkepibwybhhqiejsbz,Vqmtknjvxnrldxdjudocuhlurzumtjeallsbtlehnabscktngqfkovtwlndkn,AL,S,Virginia Beach,1-847-936-3645,9.0,zkczdfavfwhp,93.0,359.0,Electronic Arts,106692.0
Bjq8750,LTMWDOQC,b,m,O,195890.0,United States of America,Pvrhmmuhxuppmcc,Mgvylwtav,MI,M,Savannah,1-754-660-6519,8.0,Bjqkn,1.0,769.0,Liberty Mutual Insurance Group,2767324.0
HCX8751,chdburrwpsmn,,,O,312488.0,United States of America,Puunhfkjrwybcnltzaowgugmqnntvpddyiooqxkxinugscvvrgvkhoofgpzsxxxexlagqpbgxnkdry,Hgoerumbsaacwdqjvrmgqjnktdqnolo,KS,M,Irvine,1-051-107-6178,8.0,HCXTTHLJUVAFJT,73.0,655.0,Chevron,615774.0
NTS8752,tomikungnc,,,O,100374.0,United States of America,cvtwimmlzysetfkwrzqohakqbcoyepusitotk,gmocjaruqiclzmmdoj,MT,M,Austin,1-374-556-0777,6.0,NTSLSPKCSEPTJ,39.0,,National Semiconductor,1891656.0
Uez8753,OXSQQGMIXVFP,,,O,271957.0,United States of America,Kyvoujdtbzgfmsrjafpuwoqwafptkhgegubmibxjrkmxlinmfjnxihaql,Dwufnzvtzlroqbd,UT,M,Anchorage,1-549-388-6080,5.0,Uezasahwxkylbphfvh,15.0,472.0,Chubb,1984498.0
rvt8754,ritkotv,,,R,454216.0,United States of America,Irijebcljlvhdbdikqwnxswgolflshractebilywtparjuxfstxfesrkgyrakhzqfsjxflhxf,ERDKWWWT,MT,U,Nashville,1-987-236-1149,0.0,rvtoxdout,37.0,526.0,Cummins,3560532.0
yxw8755,RMSWFXMLCAZ,,,R,426250.0,United States of America,yusydvontjnrspgibcuaxllmssvjrwzndkylnqhwackrvpodiszebumgchvquq,vqkbnguuarlheteqwcxpoylkmdjizreczrmlmhlhujpvbzldhqmeoit,RI,M,Fontana,1-559-422-7871,4.0,yxwtpszfttnf,8.0,,eBay,1947868.0
Pni8756,Ayhqnrhjmb,,f,O,162425.0,,NBJJMRAMGYMIR,YIVSXMHYWFENKJESVXABLKWCWAHZFNRBQWMCMNCPFTKEBBFIZGAVLQCFDRTCLG,AK,M,Boston,,5.0,Pnihculihotil,64.0,776.0,PepsiCo,1507966.0
Szc8757,DCKDCKH,v,,R,374423.0,United States of America,jtjpmsnyfvilflebhakwpnthw,,SC,M,Knoxville,1-091-476-8349,,Szcapan,20.0,327.0,Patterson-UTI Energy,3120969.0
Eck8758,PIDJNWYPX,T,,O,381929.0,United States of America,xvnyddnmmysxnszdjqhbprfefjyradic,LLRIJVXHSVYRWVCBVXPCQAXWEMCTSCJPPTRCHDXKTGAJCEAVNIYXJUVVXQUJIZOGLNIFUABRAT,Manitoba,S,Santa Fe,1-302-081-3389,4.0,Eckacjntubjjhekohryxvixaba,9.0,407.0,Scana,1793384.0
ONR8759,,,f,R,405006.0,United States of America,Inazsvhoinjlygsewefsftfmflixrojuaqcdwbamqdhmnulaoacixzkdxk,DUJPWQWMJDCKHSIKWXSNZDOWGMEEHAGDRAQPOXDT,NV,M,Waterbury,,7.0,ONRFDISTZVQWABDPMHCNBKZBHTSQS,13.0,576.0,PolyOne,470067.0
Czv8760,qmywoech,o,,O,91995.0,,,Smcvpujjqvlkehgqbrbwaoyjpemnzpovycprnxrielpxdodnz,MA,S,Lancaster,1-789-293-4725,2.0,Czvvnrtzvk,,602.0,3M,508011.0
UXU8761,AMEJRXKXIQSP,,,R,428153.0,United States of America,Dnzlgklaejojmprfjqmvvgqazyardxhorckqdpbdrbdtgkdoen,LRTTXDWHDVEHFGEQOULANWCDTRMOZTTQSJQXICQSVJPHJNLPSHHQYPAYOWZHWTXU,KY,U,Santa Clara,1-025-711-1036,5.0,UXURXFYWOGME,7.0,316.0,BJ's Wholesale Club,24804.0
Nbh8762,Rjwodsdlfnb,,F,O,473132.0,United States of America,,Dryummfx,AZ,,Lancaster,1-778-790-1252,0.0,Nbhtbunz,33.0,846.0,Graham Packaging,1616906.0
Pqx8763,HDRAVSM,,,O,268626.0,United States of America,WZFZZPGZRUXNVTFBTOOZOZIUMTGHFPSHCL,Iefxzfvhpzwaxhnmtifdbesrbuuwrgsuumernqw,SC,M,Mesquite,1-371-384-7686,0.0,Pqxketqlvlgw,9.0,409.0,Inergy Holdings,2460167.0
Par8764,Umuijo,,f,O,111903.0,United States of America,AXDSSEZNLHUVSFZTKPYYBGAHPURUMDLIAMBVIFRPFIPEORVDNENZAZ,Rkihrfknucdcenhcfwncjilpqvydhjqojpsjrdtzwmminbjxhmqskashrulqxpfsvadumw,IA,U,Waterbury,1-292-203-1887,4.0,Parasesbihlsskrgvdvnblsam,47.0,333.0,,2049091.0
dao8765,Pougulqpvhx,,,O,251759.0,United States of America,Bxpcpqxxkpuwojxdxnuhspxx,,MO,S,Atlanta,1-414-945-9431,,daozlunskcpzhuizhhankeooc,82.0,784.0,Starwood Hotels & Resorts,2372410.0
wfg8766,ltkwrwrhab,T,F,O,245881.0,United States of America,Pcuolllzrfusagrffpunhogwaanhdpzk,ucmnmheqhzqpl,SC,W,Salem,1-122-435-9340,8.0,wfgcqxajbonripbyxehk,31.0,434.0,Limited Brands,780423.0
ujb8767,Kblncdychhjj,,F,R,33743.0,United States of America,FSRPODWBSPCDXQJCRMNUFCLJSHUUEZALPRBWPWKILUEISHOFP,Ktigpwfdpyectncjidfspdcokjpnfgegcddtlgqsbvdbaopbpgyvulprwxucnj,Manitoba,M,Des Moines,1-564-905-6352,0.0,ujbzuu,61.0,593.0,Wisconsin Energy,2842676.0
kcg8768,Csexa,W,,O,244740.0,Canada,HVZOQRJAWPJDLRBQOEEEBOTMGOIMMNCLBPTQUDZVLAJFMLXOKCLTUMGUQDTY,Vntqlkptckefnoxkismdfqvfsoz,UT,M,Sandy,1-016-515-1634,7.0,kcgpxsbennn,94.0,699.0,Gap,61250.0
Rua8769,Jycbzt,J,m,R,91338.0,United States of America,Jccxlgzlvafv,Kifidsllrnklxbovmt,NE,D,Paterson,1-603-992-5597,8.0,Ruammxsqjpsrvuyxwztalwlqnjy,13.0,617.0,Symantec,1444032.0
Hfd8770,Rxgcavauq,I,,O,12146.0,United States of America,vcfhguaigzlvfbtmdchjjvlannikeiyllzcxtboliaflshkebbvfxkwwpzgc,qjcbepiewxsbzxdhbbrxbzlswojwziit,DE,U,Alexandria,1-614-843-1296,0.0,Hfdsvwopewbcwwr,60.0,816.0,Systemax,3546515.0
Iat8771,TQASFBMGK,,,O,342885.0,United States of America,JPNKQTMFA,Twcwtts,FL,S,Bellevue,1-050-164-6790,,Iatfhcdehmaftayotchyi,61.0,590.0,State Farm Insurance Cos.,2968596.0
hkr8772,FEGOFGLPUKPO,o,B,O,188582.0,Canada,Osecgty,KBVKAOINDZLYPALQLPWWHFMEPJGRMAXFAKUYWDXODKORYVDKSLKGYRSHTIILHKIDUPMHODLPTUPO,Ontario,,San Francisco,1-030-843-9271,4.0,hkrnmlryqcairvmfszp,70.0,363.0,Genuine Parts,1517575.0
Kpq8773,Itdrbldpk,,m,O,152258.0,United States of America,,Avasiuaittpblruejonckmrcdrblmsghuxrhmfnngxjchiedkxrhgntzjkat,FL,U,Rockford,1-013-090-3660,2.0,Kpqavhpekxwvvmxhyfzfcxuu,7.0,673.0,Weyerhaeuser,2238810.0
Pip8774,LRXRSGTKRYF,P,,,353406.0,Canada,Eyxzrspeywvzlkvzskvuvwkddyondnctkcuptwu,Tjuaessenoiszxadecronckkdqnurm,AR,M,Los Angeles,1-768-390-4958,0.0,Pipjboeq,65.0,850.0,Visteon,1052183.0
Imk8775,pbcwuu,,O,R,332835.0,United States of America,Ekjmhbrshgolewxpyfooeounq,Gvhbphtaybkdmmhxvzjogsveistzmxzhkxsjogvmifhxfgkdzycipp,OR,U,London,1-903-000-5528,1.0,Imkkldizwopwqyagdzxcrpefns,25.0,519.0,,
npe8776,Hfgiiwqsbqik,k,,O,124926.0,United States of America,GRJACZYIBOYDYNLOPSPVXWNARXDJGNMEUINTVKCRICTUOOP,Iaumnnfhibhvvqwzrzgxqxfqqygageclzcpgkshcvnbfdknbzxbvbujk,KS,S,Grand Rapids,1-645-382-4840,9.0,npelyrmyljwvrlba,6.0,815.0,Cytec Industries,1668793.0
lkw8777,Eisigimr,,M,O,208868.0,United States of America,vozbnzwxbkqwfagiwcdihkryseovctbkyjjndhsgr,kvtxkeintkgijsflunljyexpmoxdzsfzlidwjznplzjndgykyrvjiorpxkopipk,AK,W,Bellevue,,3.0,lkwfzj,81.0,667.0,,142942.0
Mjk8778,Vhpheivmp,,,U,,,ftuczetfnkseqprpixsucnqqhlxickhmcelfqtvpdsqedbhusengttcxh,Ewzzqksfljtiulfwnutjzgxieshhzmncbpokzdifsfsuijtvzxmbszjpqurhcefkdgw,VT,W,Vallejo,1-346-153-1752,8.0,Mjkgsj,80.0,412.0,Robert Half International,164985.0
Ely8779,Hpdofbstxa,v,,O,89314.0,Canada,Rnuvzachxfgtdmlpoxcbidsmpmcuqqwefltyhelwueahitxwg,VTLPIRPVPAKNLWYZPXUGZEYEKDGAVDKWOAFDJHATLVE,NY,W,Stamford,1-653-698-4867,10.0,Elyyrckgswfyssixnayag,74.0,527.0,HNI,599928.0
