gncd,frstnm,nmbrcrdtcrds,pstlcd,ntwrth,g,lstnm,ddrssln1,nmbrcrs,mddlntl,cntr,gndr,crdtrtng,wnrrntflg,ct,ncm,nmbrchldrn,mrtlstts,mplr
lgq13716,Gxjazgdqdqvmjrwxecrilmribt,3.0,CYRIPFQVERP,629971.0,7.0,lgquqyueilbt,kuvnvtigdbxwhtokrxcixphlvlxdnjeuexmlmuurptebmeypqeqmsadhrffegsmdwxkcgndevemhtine,1.0,,United States of America,,729.0,R,Santa Clara,221799.0,4.0,U,Vought Aircraft Industries
zwe13717,Tgcdapdphevdllex,2.0,cwfry,308327.0,41.0,zwevj,Pnotcj,2.0,,Canada,f,532.0,O,Regina,285440.0,1.0,W,Burger King Holdings
His13718,Ynpposhnlxoepkttsknjnvnotrrji,2.0,Ivfml,1612632.0,12.0,Hisrjmgxsvnrbfb,Orjfnzblncpotvdriprrnikliijapxxv,0.0,A,Canada,f,668.0,O,Glendale,150555.0,4.0,M,Sherwin-Williams
Kuj13719,WFXTODAMLMBVPKMWYXGRLKWHXARQLE,6.0,Toumbl,930911.0,7.0,Kujbbtjbasfiewddibjvr,Rhfmoewbunlks,5.0,f,Canada,F,668.0,O,Brownsville,321114.0,1.0,M,IDT
EIL13720,CRUKMPWCU,7.0,Asmtvwep,3097456.0,,EILFHJREWIVQI,mgivadetlbchleomalhnrg,4.0,U,United States of America,f,723.0,O,Riverside,242854.0,1.0,M,Duane Reade Holdings
Okt13721,cihdnticsdlfxg,9.0,Zireecx,1993652.0,75.0,Oktbxzr,Gxynqvbiyzqpyyddrqouksgeugekrooot,1.0,,United States of America,M,626.0,U,Greensboro,332678.0,4.0,W,Plains All American Pipeline
Fcb13722,YSRJHZIOHHTOATA,0.0,Psuqtiei,939543.0,98.0,Fcbnvxcfdi,PWYJVRIFZHLLFDBYFHOOJW,2.0,,United States of America,F,639.0,O,Fairbanks,414520.0,1.0,M,Newfield Exploration
oag13723,rxmuwvulfiumxgjkyr,9.0,OXUTQN,2766209.0,39.0,oagngtrztoqtkuorrq,,4.0,R,United States of America,,317.0,O,New Orleans,,0.0,D,RPM International
Iuu13724,Moooatlejhfqfxmsc,,Uvheokju,1557424.0,78.0,Iuuefyxlvfwiymmstp,BYKJTSVUBAORQCTYJWGBGMDBWKJOJIXJEVXKCOXNHBSNEIYXTJIPUY,4.0,,,f,420.0,R,Chicago,390926.0,4.0,M,Stryker
Tcn13725,Yvlycdrrdbjijvccxalpha,1.0,ucfmc,,21.0,Tcnknfwed,Ekascqzpdqnqnevdffbqkjbf,3.0,,United States of America,F,731.0,O,Hay River,432750.0,,D,Campbell Soup
iqu13726,ZUSBCUGLGQNYSKFBMWRUQBDLMA,4.0,Sphmsyfzbhn,2774564.0,69.0,iquwvdhdasiytszgtrespwj,EWEVPLZPJWKSKPSKJRTBQBBMXRXKRVNLECFUVFSARJAWFLRUXFDEUKQRTTDJUEPBILBXNIAACZSKF,2.0,,United States of America,F,843.0,,Knoxville,326005.0,3.0,U,
AYO13727,YTZBVRDMIEYQBKXWJI,7.0,Mwkvgjhp,430920.0,20.0,AYOWBUBVPUNU,Vlaxjuarykxxvpctoeubngrwqqfqcuwgjttxvulehuzlqky,2.0,H,United States of America,,549.0,O,St. Catharines,464015.0,5.0,D,Corn Products International
Slc13728,lsgfcsbquignglodjcv,2.0,ufsmtalxnpgf,2265091.0,20.0,Slcnhroitwfimxbsmoxnwjvoc,LZRUIICETOMXEOBUIKGVIQSPANXTIBEMCZSLOQCEXJGGMATPGYSOUPPSOXPZXNBVYPMTRMWLNHKNUOEX,0.0,i,United States of America,,314.0,U,Austin,411225.0,5.0,U,Buckeye GP Holdings
Mhq13729,stnogojvxplhqciqudmwinh,7.0,DRKCA,2804089.0,64.0,Mhqibegijpzkbkjh,Wsqpggodjuuwbxqk,0.0,Z,United States of America,A,635.0,U,Milwaukee,318385.0,1.0,D,E.W. Scripps
Gga13730,YQRUFPLRGOSTA,3.0,Pqmpehrsaccc,2287522.0,68.0,Ggawtaejyywkm,UIKLRENLVTTDIKPMLDQCDKBOTIMTEOOIQJKOI,4.0,F,Canada,f,665.0,R,West Covina,484884.0,1.0,M,
Pxd13731,Fwcvusss,0.0,wswegvwpmga,1265082.0,98.0,Pxdajyvpdokfn,nidxapwmjixjmekksbtd,3.0,,United States of America,F,551.0,O,Las Vegas,449492.0,2.0,M,Entergy
Jqb13732,ahfzfpev,5.0,Adskkjvdbk,112369.0,6.0,Jqbstgntwfdcckfjpwpnfkxjklbl,DZIJVMEWUOIPGOXPWLXPCMUOVFNAPFPOCJRSUKVPTAFTYXRDVKAMQK,3.0,,United States of America,,544.0,R,Tucson,354548.0,1.0,S,National Oilwell Varco
Lqj13733,cuxaygopmhokfdpkjgcouzrjatzzem,,iuggxdnjscm,1985713.0,28.0,Lqjxdbifheuvwuwlpfifsqmycwlj,Rqhjbnkrqcigagexlzybnctmagdgirgyhecdoqrhnijesdcuwhvhrqoildhhauejnv,4.0,h,Canada,F,681.0,O,Yonkers,97936.0,4.0,S,Hasbro
srq13734,uryvwhnrhpfupgwisizsrhhlgxz,2.0,Pwwdjutyke,3582449.0,,srqlnbb,QOYKDECTDKIHLQFQWHWAFQNVHPBBSWPBBLGFOPABHRVJJHFHMMIEKOON,2.0,,United States of America,,520.0,O,Toronto,384151.0,,W,Public Storage
Gxi13735,AAZSFIKCXTAARXELLMPGJ,3.0,Pncpxz,2000712.0,19.0,Gxiaoelcpkvdvzwe,Cxugvjjbjdgymfewoqefqvsqodcwxkrcgcnfauywhxksesnvsqjylcwnnjidkvwyi,2.0,J,Canada,,649.0,O,Chandler,331712.0,4.0,M,McClatchy
Mad13736,tpdvyh,4.0,sytzvalbkbcy,,92.0,Madrokmegkko,,5.0,l,United States of America,,613.0,O,Philadelphia,5296.0,2.0,W,M&F Worldwide
Vcg13737,WCGNQUFFAI,1.0,vbfjs,2637224.0,42.0,Vcgbyxfrwuxdcaokiozkshjz,Waqymqrebnudjsvjnlxfsvs,1.0,,United States of America,,382.0,O,Plano,377357.0,0.0,M,Honeywell International
Trq13738,Fedaufcdnerppnmkac,2.0,Fxryt,177026.0,91.0,Trqjyokrcug,yykmkikqdlsmnsosompwflxxcyfghztkefinddzxnwdkflfgmcmqucxbopglzui,3.0,,United States of America,,,O,Sacramento,257310.0,0.0,U,Bob Evans Farms
Itd13739,vwsezckwshlicognnil,9.0,egkvqnqvfmba,2914749.0,32.0,Itdmpse,Ebsatuunxtwkucgdditbqh,2.0,T,,,725.0,R,Anchorage,199354.0,4.0,M,Honeywell International
Aje13740,TCKEPJLPUD,5.0,ILYQEB,2090382.0,36.0,Ajeqkzfrqlloxch,Hurtkshfgqjtqvrhmrtxnadpqsdxlwsogcrtsrzxrcytuuwtoyrwbuaqcppxlehqguhochuorvagohf,0.0,G,Canada,,748.0,O,Yonkers,352212.0,4.0,W,Hospira
Pup13741,Mknirvgjsummnmwshbnonpltzwq,10.0,pibkarxmpd,3018111.0,17.0,Pupscmgecjrruwimhvigtsgwu,Sigrxhfptdq,5.0,,United States of America,m,560.0,O,Whitehorse,414017.0,0.0,M,Rowan Cos.
Orz13742,hoalipkibalduangfxycrvbjpzxsr,6.0,OAXIAZPPSQJ,1872872.0,16.0,Orzbjdha,MIMNTSIU,4.0,p,United States of America,,674.0,O,Houston,197659.0,0.0,U,Family Dollar Stores
Xym13743,YOOIV,6.0,Dmmshhifz,209567.0,47.0,Xymtgrwxkffgqizmjraxdrd,,5.0,,United States of America,A,531.0,O,Virginia Beach,49832.0,1.0,M,Marsh & McLennan
Ywb13744,Rjxjbxuh,3.0,tbfrsyxrnqbq,1030476.0,64.0,Ywbbbikcryxsvp,QDBJIJHBJAYMKXLRDVTMIDDLPJHCMTLGOSBBVDQIIYFSZSHAFXLCBBAWLJKY,0.0,J,United States of America,m,681.0,O,Washington,,1.0,U,Olin
Itg13745,EAPJEELKD,4.0,bvmtmd,3817291.0,35.0,Itgmrqpdmznyjvolyddbspiqrbfsnb,Xysulosxy,3.0,,,f,712.0,O,Pembroke Pines,195494.0,,M,Markel
Qxu13746,Juzezyygcscwbjcfhmsoigd,2.0,BMLRGCOQI,2316418.0,69.0,Qxugfmlsidqrezx,BCAQGSQVMJCBSDNYVDBXTTNOMNRSMBFETNGDPIGBERBXDQXAN,5.0,,Canada,,,O,Irvine,306382.0,0.0,M,CHS
Mig13747,Wtjdzjubogiovztmawokqvoe,7.0,BLRSZQW,1131067.0,64.0,Migbodalgsnbgjnyeeked,Nfviumdzmatxetkpotbpymwavbm,5.0,F,United States of America,,344.0,,Oxnard,484360.0,4.0,S,Merrill Lynch
Sid13748,wdwnqgxolnjmsfludfrlbwnx,10.0,RTJJJVR,127489.0,35.0,Sidjernvkkmehkkckw,Hhmpmftcjgteeqcwbptiugvomoovyxyexkytuxgucqptcejzvojzfhcueb,0.0,,United States of America,,391.0,O,Boise,196241.0,2.0,U,Equity Residential
hvk13749,xzgwguohsxvokwssxlqm,1.0,kcztuljig,2531303.0,4.0,hvkvcbtkzmegisupaur,Hlopbmifdbcf,3.0,Q,,,618.0,R,Alexandria,420630.0,2.0,S,Fannie Mae
Qev13750,Wghluctyflnrwkusknqp,0.0,BNFYC,1949100.0,3.0,Qevkredidwax,zzfhmuhfhdxxgqmkizsifzjnshejdqvoortwtrxvnab,,T,United States of America,,517.0,O,Santa Ana,416183.0,2.0,M,Pfizer
Ypo13751,TFAKAAFGAXUBIGOAJGT,6.0,LNCAG,2065718.0,71.0,Ypowpnwbhchlbe,Fewrptjrcxvxbklrobwuurwghfwktnonaipjwmiaesuikvemvcvoerec,5.0,H,United States of America,,,O,Chula Vista,497832.0,1.0,,RBS Global
mht13752,EHCLHLPYPEPKWIHJWDVFEDGROHT,2.0,Afjnwa,2984018.0,39.0,mhtmw,NOEFZUGSHPUKJKQ,5.0,,United States of America,F,779.0,O,Newark,396478.0,,D,Consol Energy
Lcd13753,SZNSEDDPOQAEZXMQDSRPYLOFFJRFT,8.0,Oarnxvpareyr,2458908.0,79.0,Lcduhpylri,kexkvfidgwzvtarnpaogoojmnlpsmapryzvdjkgfnp,0.0,,United States of America,f,719.0,R,El Paso,305111.0,2.0,M,SAIC
QWL13754,RQHMCOLNILIDVSTNHMPZS,9.0,LJUEECHNXQQD,502081.0,8.0,QWLVTTK,Tqqazmradnrrwoxkcdmlj,3.0,,United States of America,,767.0,O,Moreno Valley,79098.0,2.0,M,Administaff
Sek13755,vvwdinhfwtjlxh,6.0,bhnjvcgu,1198211.0,19.0,Sekdnddbooqunbpjlaocwzvuikabu,Giaiinedvjkszpdoxnhryvnpnauzhgpcatnjypgodmaadtrejiuglgxhjcnrpyxxcjt,0.0,,Canada,m,551.0,U,Phoenix,435158.0,0.0,M,AbitibiBowater
Vhe13756,ZHSRKLEEN,5.0,dllalcgqupx,557925.0,59.0,Vhemoy,Ysmfkfgtglukosfrfolkmgimpxlfsnyqtpsrkhhdnmsrbytptxhmdbdcvwptbavbksiqnemepomxyu,2.0,,United States of America,f,396.0,O,St. Paul,248127.0,4.0,S,Cimarex Energy
fid13757,fnytdgouxolybzhp,0.0,Dukixhifn,1099807.0,26.0,fidlyajxdbvboiotcplwaks,Gyirinianrduuihcgvosukwopeenyjmzegkbcbhvm,5.0,H,United States of America,,595.0,R,Austin,27905.0,0.0,M,Warnaco Group
wle13758,AJJVWQTTHJFOAC,3.0,Edqniuclmlv,3136316.0,43.0,wlepssrzadwwhqaddumowdolgiki,hbyxagwuyqwxpchlhvpxpmvkeluocvga,4.0,,United States of America,,431.0,R,Laredo,449215.0,0.0,M,Pacer International
flp13759,Ygshnaonzhuvxmdbkbll,7.0,yjtxt,728714.0,60.0,flpuakifecaekcvgfwqjiud,gssiygnpbgrnhubnsiiibntidvcek,1.0,,Canada,,783.0,O,Vallejo,423923.0,3.0,M,TIAA-CREF
rui13760,Uoqzfnlqckmavck,6.0,Lhjrulxfpdso,1571778.0,46.0,ruicalydslzjyxo,EPFMYCAHQAPFZSUPERSTOAVDSFRQBEZGHCNCPXGMMIUBOW,0.0,R,United States of America,m,433.0,O,Milwaukee,210012.0,2.0,M,Sysco
SFY13761,Drrpotxidmwjppjlepp,8.0,OCUADEBV,545541.0,88.0,SFYPTDXEHXMWHGHYMKWMGBDKSG,fodnlsmyo,3.0,,United States of America,m,435.0,O,Halifax,425358.0,0.0,M,CC Media Holdings
CPW13762,PUJRER,7.0,Ktikkczls,1511908.0,78.0,CPWMMKZT,Cldreggiqbgohtptsoo,2.0,,United States of America,,796.0,O,Saskatoon,438498.0,5.0,S,Johnson & Johnson
Vox13763,Vbyzawowehtxnyir,4.0,BVMVKHVD,3632895.0,83.0,Voxyhkijqkrjnjwguygmzdof,Mbbwt,2.0,x,United States of America,,456.0,U,Las Cruces,125217.0,2.0,U,Popular
UOA13764,Gctibh,5.0,Lqcspbrzsgyg,172690.0,35.0,UOAZXWFWJEXOVMVYJOLP,Bdfdaagmesmsqojooyvmrfnutojucpugrjivsopdb,4.0,,Canada,,373.0,O,Topeka,463486.0,3.0,U,Family Dollar Stores
ZQQ13765,Ykhtroon,1.0,MNXLWKRKDLM,355037.0,,ZQQLYZMNOXL,Fmcrpochmryjvbyvwdszlneloopidouahaagtpxmebbkhnpwftgulokemxkpdqwitlsbdafapxkc,0.0,,United States of America,M,464.0,R,Frederick,189628.0,4.0,U,Whirlpool
PIZ13766,EXVPSJRGAPJNNZXEVHPV,4.0,,634764.0,94.0,PIZWLFQEAYFSOHYXVQBS,pwfvncqxdeaokavagvlnynqjebfcjdjmyhebfxv,5.0,,United States of America,F,346.0,O,Beaumont,403506.0,1.0,U,Metals USA Holdings
Ort13767,srusgjliyhcwphrw,5.0,Ergjrsthaq,2182142.0,52.0,Orteyllzdq,TQWKONJHGHLEKIDVFSQPMFPDWGLHXKYNDIATPRIVMHJCKUPDXAFVRCHLCBHDIREPPCYZ,2.0,g,United States of America,f,692.0,R,Tempe,45514.0,1.0,M,Warnaco Group
QDF13768,Ayjpebbuuxgyallvwwbkhozh,0.0,vbgnyaiw,3773350.0,47.0,QDFRDNRNDUENBLY,Glwlzbbvbxkgkcvgwbxjci,3.0,,United States of America,,,O,Gary,489482.0,5.0,M,First Horizon National Corp.
EBM13769,Aqohnkgaltglffnrsyhkpxtjugzdi,10.0,hqurmnfpmynr,771899.0,21.0,EBMJFWHQFAEXQTMJINRRDTKOOQS,Udesbstufyiou,4.0,g,,,787.0,O,Saskatoon,154735.0,0.0,M,Marathon Oil
Wmz13770,XCFUNCNK,1.0,JMYBNLMVXX,2842423.0,66.0,Wmzhq,Hfuzyifuqaailtnriveuncoxozglqwyuppjditzfoapnsnce,0.0,,United States of America,,704.0,,Anchorage,352530.0,2.0,,
Pez13771,odxkf,9.0,Vzikxr,1139016.0,22.0,Peznrt,Yfhfmetdbxrpofkueou,4.0,B,United States of America,F,544.0,O,Savannah,61678.0,4.0,W,Itron
JCG13772,Nkczcjpcupq,4.0,Ynfdhdvi,1027740.0,31.0,JCGCWVHOQCQEKQNYWQOWCPENNY,Nlekimxayidagicuknasklxvelsuqifgnohlamhwgajdicwulpmc,1.0,H,United States of America,f,697.0,U,Syracuse,334355.0,1.0,U,Aramark
XBV13773,NGLOYVYTN,2.0,yugtpxzbt,1998272.0,62.0,XBVHKNLFYNV,Kllbmkowedmeuwoclomzhdlpheytplaqjsvvniwdwsawylodinnpmwznhenjqsrwlcvyt,0.0,,Canada,,345.0,O,Pasadena,394497.0,2.0,,Clorox
Els13774,INLFMTAGXSSPJ,,VTOOI,873037.0,53.0,Elsamkoobqlaopsiwmklluex,Mmluvbupojswtnjohjdjaojcevyyxpoxtvh,2.0,,United States of America,,553.0,,Sterling Heights,141962.0,4.0,M,Con-way
JAU13775,puoaydmcgixgpplmkssg,8.0,Ruytkk,2952360.0,51.0,JAUPYUXUFCZBQMNP,Hcwcfuorh,5.0,E,United States of America,,826.0,O,Cedar Rapids,311236.0,3.0,M,Werner Enterprises
Lyx13776,FDJBVTAXUOQMVHZ,0.0,Fbmjpuqfzn,97482.0,83.0,Lyxtkhdceqspdducggksv,Nhgbjllggacfwjwqnxguigzbexeofbyrvbqcbezagzwdmkndlppgrqwasedjwzphfazulqq,2.0,,United States of America,M,635.0,R,Washington,250483.0,1.0,U,CBS
Cdh13777,ibvoduvgppdnmsmbmespasxkh,2.0,,3711233.0,40.0,Cdhuqs,,4.0,E,Canada,,616.0,U,Boston,103246.0,2.0,M,El Paso
pig13778,Jyryy,4.0,QIIJPG,14331.0,70.0,pigcvgzlivujkjkyun,itzlbkftvnbkivxcuclxfckgchhploqosmbzwlvanjxbzfaarmygdzuzfmvr,4.0,U,Canada,f,630.0,R,Modesto,208301.0,3.0,D,Hartford Financial Services
tji13779,MCLFYKEMHPRHTAFNBQNKQNETBXAPRM,5.0,Jtbzttneqi,2828228.0,100.0,tjixqsaelhbstk,ABZQSOCPQQLAMCTGLGOMCOZLTFMSACBZGABYTUZIIDOSZSHGLR,0.0,,United States of America,,376.0,O,El Monte,491708.0,5.0,M,St. Jude Medical
Kpf13780,Rhvfefjxsjqnqdypenzg,8.0,ibconlsap,,89.0,Kpfpdkkrtvggjpvgmfqtesfi,Fvtbjpzaodcyxcvcbggedefhnsk,1.0,,United States of America,,828.0,,Las Cruces,488999.0,5.0,D,Honeywell International
wkl13781,lcotwbwawwjpcmdrfxqyfj,4.0,LNSHAZXHGNIK,486141.0,64.0,wklhimexoo,TUHCPBITOEN,1.0,t,United States of America,F,467.0,O,Scottsdale,492638.0,3.0,U,Target
Xik13782,kxzzviplagcartincqmyniyiwsodst,4.0,Dhjoatoe,1760259.0,,Xikbsymgslctaa,LGRSIDDSYWXVZOQPCBZZITIWMYYLWIZKVZGEKTKNALKUQAZMAHYUFIZZTWJYXCXJUICU,3.0,,United States of America,,481.0,O,Pomona,20329.0,2.0,W,Energizer Holdings
Atc13783,xtviuxjnzumqbclgwhtrtdgbfnt,1.0,Mnamj,855891.0,90.0,Atczaqi,Qnbzbfwpslcnuqrbrumhbcxpjuqekgvkyieesyvskydptykeklntgisnncjbelud,2.0,,Canada,,308.0,O,Knoxville,,3.0,U,Cytec Industries
Rjs13784,ovwxioildaocgyhrnqkyj,0.0,ahcausqcyi,127685.0,85.0,Rjsftvdtzjpvbahfezmxmflelurlga,Rpwrpgfhwrnchtonu,0.0,K,United States of America,f,671.0,O,Evansville,55015.0,3.0,U,CarMax
QHL13785,Ahrwfeitpvoqvdluawmtiyqie,6.0,Tdzojxwy,3863766.0,80.0,QHLAMUUHJPKQEUWTRCSEOROFEFOO,JGLTKIKXKHENXMERIMNTTZSXEAPUGPTOINWRBXQEZU,5.0,L,United States of America,,762.0,R,Torrance,44621.0,1.0,M,Consolidated Edison
Aom13786,Kttmsxvpgqexsg,8.0,Eupmofsclmx,830470.0,71.0,Aomyhgnaqsoyn,kzblseanmckpwtokptpbdwhzssvzcesaepsjgenuyygdpggtjj,5.0,,United States of America,M,444.0,O,Warwick,207270.0,2.0,S,Synnex
Sje13787,ewfryllqfmemzuzcl,3.0,sacrzoksllo,3715827.0,26.0,Sjednvzsngtcxavshcnd,Tmqiygqvgqmeqcgtapnzcexwfvsjyciqzroozxuavjnoqqbqopipwxfkvwcc,0.0,,United States of America,M,415.0,O,Louisville,102903.0,0.0,M,Ford Motor
pag13788,DPZWUTUMTURLSANWOVAFLILLUV,,Duwmhrjlug,2079456.0,10.0,pageinhwgfgcddbdsjbrczqik,dajcuhxpyzlsnivvpdhkfnk,,l,United States of America,F,422.0,O,Grand Rapids,253012.0,0.0,U,Clorox
Ckb13789,SVOUGPBEJZJUUZPWEVGCCSXMXNR,8.0,Laecikhg,2604476.0,81.0,Ckbrqpptcjopetftaoeesccqe,Egegdxnbadz,3.0,,Canada,,440.0,O,Winnipeg,30409.0,4.0,U,Telephone & Data Systems
Mms13790,Oiranyj,9.0,TDJPFO,3104406.0,45.0,Mmslpufjtlcuivlkiucilsnujukn,LTYGEQASMXBUTWPLXWCUPHORIRDUCJUNRGNTLQBMKXMVUVAIEBART,5.0,,United States of America,f,713.0,O,Henderson,219732.0,3.0,M,AmerisourceBergen
nfj13791,Adaobt,5.0,NINNUFDLPU,3881905.0,61.0,nfjvvq,OORYMLJRMJKXICCMCAAYFFQSFKZRXGMIOYOYAHUOVSOUYDUOFTOXVL,5.0,H,United States of America,,368.0,O,St. Catharines,77711.0,2.0,D,Laboratory Corp. of America
Roj13792,Nphajdbrqrfdrobgfxh,6.0,MBHZMDBPTNA,777746.0,3.0,Rojiybjamlitdzsvdjgk,Tjnmonnmgpizgizipbcvedgvmwrxvcmzuncxnojsemenhbkjbccpmrvofrgjsgbmqhuezyfeuaj,3.0,,,m,355.0,O,El Monte,,1.0,S,Schering-Plough
Gni13793,Gidyilskfolteinud,4.0,,3162422.0,50.0,Gnisahntwgtaevsqhcjfzgbeih,Nemchvsbhedhvdreppnjwrzzfzppwnuppslllingcde,3.0,,United States of America,,632.0,O,Pueblo,249773.0,2.0,D,Advanced Micro Devices
KQH13794,BQOUGKMUENHXLLPQB,8.0,Guiphggmweh,2408368.0,94.0,KQHQRJ,Utgttazjmnxaxneqsdhqymjvl,4.0,F,United States of America,G,315.0,R,Brownsville,281314.0,5.0,U,BJ Services
HCA13795,frzytfasktzugs,8.0,,3554911.0,99.0,HCAGDKAFADCYOCHNDOOHJKW,Ezbdrpyclnnmnwszcjmrhikrlcmpezqsgrbwejxpvsgduy,2.0,,United States of America,,712.0,O,Hartford,257328.0,1.0,,Ferro
zut13796,Zksojsunadbmwjczcqubxdl,0.0,tgbsdf,1257335.0,,zutjzwqfc,kxyohundckfppftegxeriftdhjfpctmprtqhvkqcgrkkmkgakkciexudlouvhkbifohognsiqwvmzk,4.0,,United States of America,f,453.0,O,Bellevue,374668.0,0.0,U,Hubbell
kmk13797,ezwnkgjmrpvmnhrxfp,7.0,Bbiiywo,3144867.0,34.0,kmkdccvrprpzwoehfutvt,Nekdmafvkktrqlzkfofztjzbachbalxogzzvchrhekffenkxkcmnvmsacnn,1.0,,United States of America,I,608.0,R,St. Paul,140052.0,0.0,S,McGraw-Hill
nqt13798,Gejjlgqebj,6.0,IOAGHOZOJ,1812238.0,74.0,nqtobiqfpdzxrfuxpfr,odobqpejjrqqcumh,2.0,,United States of America,m,709.0,U,Fargo,435817.0,1.0,M,Barnes & Noble
Iss13799,xrurawna,7.0,Ekfyspemqsc,1194106.0,57.0,Issyaougkqqszgtut,Pgeaspqtajubkvjleeugxfykxlcatgvrwmasutjdxgtcevnwwpodtcczbdcjtm,3.0,B,United States of America,M,,O,Cincinnati,201019.0,1.0,M,FreeportMcMoRan Copper & Gold
Hit13800,vwtvdbstyqwsdpokg,6.0,NFBXXTIK,615485.0,,Hitmuaxqjxdhxgprwewmzn,KNZVCZQAEZHPMN,3.0,B,Canada,f,758.0,O,San Bernardino,152803.0,4.0,S,Reliance Steel & Aluminum
leb13801,qtbimtubxmftabuqgz,5.0,MNALFCLU,3117125.0,86.0,lebsgmejvxglmaiv,APTWSPIGTSVYRLSJVAWDVMIQLMQVWHWRKYMCFHUQBMZACCRHMOEMZFPHPMISIJKUOIFP,2.0,,United States of America,m,369.0,R,Fayetteville,213023.0,0.0,S,OfficeMax
Ncq13802,Zrvgmq,1.0,Dalscfsvmmri,1810673.0,32.0,Ncqux,MRUHPJVDJEEXQGAKECHBXTCTVBSUFMCZOGPTICAIVEXCNOOQPGFFVKXRGFZ,4.0,,United States of America,,662.0,O,Billings,118402.0,0.0,W,McDonald's
Wwo13803,kwbmrytpfbubgnpqwuuop,8.0,Vsnvuc,1255842.0,83.0,Wwoqwhmhpcadzbvidaavhjoe,Igctpzlbhsobxtgvuoifafwuwdpyisdnurxuwwiczbyeforyyaybboqgqzpwsdlzrsngttnangabq,1.0,,Canada,,827.0,U,Knoxville,347602.0,2.0,D,NCR
Hce13804,IOKTEKTYFDDP,3.0,LNEQFANIPWYI,1518306.0,59.0,Hcexcutk,Unzayextaeplqnbgro,2.0,h,United States of America,m,476.0,R,Tucson,,0.0,U,Sonoco Products
Pkp13805,tnwhtj,5.0,Rmubukw,462636.0,5.0,Pkpqiurbglluioicvgvtxve,bgmamyyjquglfhtyfmvksbrecwzxxaonmlcy,1.0,S,Canada,M,775.0,R,Oshawa,8517.0,4.0,M,SunTrust Banks
Rry13806,ejkmdkoxmhblhux,4.0,Snzcqy,3000163.0,54.0,Rryvhxmnvswojxbvois,Xsdntkwzxkbcasasciddmstuopayirbsztlnwekqtckejyaszvncpewjojnjoznitnbblls,5.0,,United States of America,m,816.0,O,Fort Wayne,495074.0,3.0,S,OM Group
Voo13807,AORYVLAHJJNYLC,6.0,svsgqgnvwd,3671802.0,77.0,Vooreffkwdsxyja,Ufmpuftxtrookaokjakdeomr,1.0,A,United States of America,,531.0,O,Savannah,480023.0,4.0,M,Progress Energy
Ijm13808,pkbwxfzuwfzcnnjxpgxghyvb,,kknypp,517800.0,14.0,Ijmdi,arbokmslmnuwdvlzefdbrmjhbxjuornnnpllhxpdbcurpvwtgpj,1.0,e,United States of America,,836.0,O,Winnipeg,143871.0,1.0,S,Precision Castparts
WXY13809,sttgzmpdus,6.0,VPWUOLSSDNEU,784444.0,31.0,WXYJYJRRVVKXYTJCZWKMEHVIOO,Bgiomffketmaqceajtwfnyiwnglnpixbhzfzefdyadvfepzyznqoksplqvamd,1.0,h,United States of America,,616.0,O,Fontana,359569.0,2.0,,Alcoa
Lgb13810,Fjmkxohrcgjbodqft,7.0,Yonherjvzs,983041.0,10.0,Lgbrc,Wzwsixjdfrmxvxwxzfimwtihkl,0.0,M,,f,831.0,O,New York,229296.0,2.0,M,Packaging Corp. of America
Drp13811,Uaeofcnq,,FZVXDOIFGUL,1730375.0,0.0,Drpcik,NOKKIWGVUEJKAJSQCOUXYFFQMAJVVSHCTNCRBCXOXVUMMVCGUBDYLIKELMLJOMGD,4.0,,United States of America,,738.0,O,Newport News,412285.0,0.0,S,Barnes & Noble
Lhr13812,Ommhaodvisoxiawxxgplmks,3.0,WADJJSAFT,747630.0,53.0,Lhrnyhheqftvazonbmttvgukodtcns,Fedarbnydllfrwxmnpzaze,1.0,,United States of America,,807.0,O,Buffalo,86250.0,4.0,S,AmerisourceBergen
sro13813,Efnioemgvmosuudmyzc,6.0,TSVVMYSXMDF,3291436.0,74.0,srohhcxjjzlaeuguctoxfmsgpwreoi,Pkwxggmcifmxrpcjyfqpofkilluccecupbywmpucglfpp,4.0,,United States of America,M,817.0,O,Shreveport,357693.0,4.0,,Vornado Realty Trust
Dho13814,VGFRL,7.0,LPCAFS,1341884.0,86.0,Dhobtmfnspndtak,Mqrpbpdxdjznjngbliuxwkklgsxyfwivglygasawvvbyuqdmvmceqhipdenepoobwpmdydulshtzyt,0.0,,,,713.0,O,Halifax,205571.0,1.0,U,Sovereign Bancorp
YUD13815,YLWRFAFGOVLYQTEVRYZATAQYMJU,10.0,Rdyggslukwi,111181.0,70.0,YUDVZGQRVD,Ksweqejlzsljvsuwnsdcosacqiudrpcwqthpwgxuvkkfljab,1.0,T,United States of America,M,771.0,,Omaha,453535.0,,W,Dollar Tree
Xvh13816,JETUUBIIWMTGRLGJDZQCLLCMSC,6.0,OCKXFE,494609.0,,Xvhsvpqxcygqcdvj,Nmxnlvfdaogjtpyldnabdgxjpemzlktnbeebvpjecbpkktfmxjprrvswxnasunysptxshvidyasiyidc,3.0,Q,United States of America,,395.0,O,Mount Pearl,470332.0,0.0,M,StanCorp Financial
Aaf13817,Efaykcnijelzlmucimahyzuqxgp,6.0,VAPJOHPCFY,2620601.0,97.0,Aafxpkxdvpweqn,Ixuxwfwpjuonnkmcdwi,4.0,V,United States of America,F,553.0,O,Palmdale,311357.0,0.0,U,Clorox
