prospect_gncd,prospect_mrtlstts,prospect_ntwrth,prospect_nmbrcrs,prospect_gndr,prospect_mplr,prospect_ncm,prospect_mddlntl,prospect_ddrssln1,prospect_pstlcd,prospect_stt,prospect_nmbrchldrn,prospect_ddrssln2,prospect_lstnm,prospect_crdtrtng,prospect_phn,prospect_g,prospect_wnrrntflg,prospect_nmbrcrdtcrds
Jsr8743,U,1647811.0,5.0,,Domtar,59849.0,,sdnfhnsephlcquzbhr,Znqepkzs,ID,2.0,ggacivmdzibelgyewlrwbmwhfvfnusopczmltcfssdrgtqejvavxipuphuamaazg,Jsrdjsrfqdkvomitakcombblif,342.0,1-807-747-7300,91.0,O,7.0
rgw8744,M,3454244.0,5.0,,Zale,360417.0,B,Albnwqagiggowqgylmpmrmldrwoawygmezzuf,,New Brunswick,3.0,,rgwbsvfkembybxmkqtgjkgbvqpcfuz,829.0,1-136-083-7561,46.0,O,0.0
Vfs8745,W,66981.0,4.0,,Steelcase,100780.0,B,wmdcxmudntowkrqtueszunktyaszijyjcyoebfrlmfnbjadstyxwskkzsiptufsqocnymq,yuowoafxapiw,Ontario,1.0,Shnvkdpgqqxvcfshgmvqgphopfnljxonwjanfbsrbemwuobjiqtnkkbefyiwfvjecuyjile,Vfsyrmebavbdvin,841.0,1-447-474-4758,55.0,O,2.0
Tua8746,U,1664718.0,1.0,f,Travelers Cos.,,o,mvexpdrafvqqisznaiwqfxyr,TNMHPGP,VT,4.0,Zqcatonfwibmdipgsmjwwdvrkmsic,Tuaxtkqjh,795.0,1-040-016-2827,28.0,O,3.0
OLU8747,U,2956944.0,2.0,,Windstream,160302.0,,saxzdcukapnywrnwzkdbyqjsoifmvuthzsiheeaw,UVPTAPG,DC,4.0,HIJXARSJBSS,OLUNNEUODEFXNMUFHH,,1-223-807-1417,50.0,O,10.0
Irb8748,S,202849.0,0.0,f,UGI,79693.0,P,Vvxyohpskxsdgfzkkakgdnvyamspjanmcuaarlvbodlgwwl,Wysdrisb,AL,0.0,Hnxjwfvikrjeqlyfvpm,Irbskhitngqr,374.0,1-119-946-1179,32.0,O,8.0
zkc8749,S,106692.0,4.0,F,Electronic Arts,218561.0,,Vqmtknjvxnrldxdjudocuhlurzumtjeallsbtlehnabscktngqfkovtwlndkn,,AL,5.0,Hlvwojgwmhynwjrzdlatxzrogopjttvfdkepibwybhhqiejsbz,zkczdfavfwhp,359.0,1-847-936-3645,93.0,O,9.0
Bjq8750,M,2767324.0,3.0,m,Liberty Mutual Insurance Group,195890.0,b,Mgvylwtav,LTMWDOQC,MI,4.0,Pvrhmmuhxuppmcc,Bjqkn,769.0,1-754-660-6519,1.0,O,8.0
HCX8751,M,615774.0,0.0,,Chevron,312488.0,,Hgoerumbsaacwdqjvrmgqjnktdqnolo,chdburrwpsmn,KS,3.0,Puunhfkjrwybcnltzaowgugmqnntvpddyiooqxkxinugscvvrgvkhoofgpzsxxxexlagqpbgxnkdry,HCXTTHLJUVAFJT,655.0,1-051-107-6178,73.0,O,8.0
NTS8752,M,1891656.0,4.0,,National Semiconductor,100374.0,,gmocjaruqiclzmmdoj,tomikungnc,MT,1.0,cvtwimmlzysetfkwrzqohakqbcoyepusitotk,NTSLSPKCSEPTJ,,1-374-556-0777,39.0,O,6.0
Uez8753,M,1984498.0,5.0,,Chubb,271957.0,,Dwufnzvtzlroqbd,OXSQQGMIXVFP,UT,,Kyvoujdtbzgfmsrjafpuwoqwafptkhgegubmibxjrkmxlinmfjnxihaql,Uezasahwxkylbphfvh,472.0,1-549-388-6080,15.0,O,5.0
rvt8754,U,3560532.0,0.0,,Cummins,454216.0,,ERDKWWWT,ritkotv,MT,1.0,Irijebcljlvhdbdikqwnxswgolflshractebilywtparjuxfstxfesrkgyrakhzqfsjxflhxf,rvtoxdout,526.0,1-987-236-1149,37.0,R,0.0
yxw8755,M,1947868.0,4.0,,eBay,426250.0,,vqkbnguuarlheteqwcxpoylkmdjizreczrmlmhlhujpvbzldhqmeoit,RMSWFXMLCAZ,RI,4.0,yusydvontjnrspgibcuaxllmssvjrwzndkylnqhwackrvpodiszebumgchvquq,yxwtpszfttnf,,1-559-422-7871,8.0,R,4.0
Pni8756,M,1507966.0,2.0,f,PepsiCo,162425.0,,YIVSXMHYWFENKJESVXABLKWCWAHZFNRBQWMCMNCPFTKEBBFIZGAVLQCFDRTCLG,Ayhqnrhjmb,AK,5.0,NBJJMRAMGYMIR,Pnihculihotil,776.0,,64.0,O,5.0
Szc8757,M,3120969.0,2.0,,Patterson-UTI Energy,374423.0,v,,DCKDCKH,SC,5.0,jtjpmsnyfvilflebhakwpnthw,Szcapan,327.0,1-091-476-8349,20.0,R,
Eck8758,S,1793384.0,5.0,,Scana,381929.0,T,LLRIJVXHSVYRWVCBVXPCQAXWEMCTSCJPPTRCHDXKTGAJCEAVNIYXJUVVXQUJIZOGLNIFUABRAT,PIDJNWYPX,Manitoba,3.0,xvnyddnmmysxnszdjqhbprfefjyradic,Eckacjntubjjhekohryxvixaba,407.0,1-302-081-3389,9.0,O,4.0
ONR8759,M,470067.0,0.0,f,PolyOne,405006.0,,DUJPWQWMJDCKHSIKWXSNZDOWGMEEHAGDRAQPOXDT,,NV,3.0,Inazsvhoinjlygsewefsftfmflixrojuaqcdwbamqdhmnulaoacixzkdxk,ONRFDISTZVQWABDPMHCNBKZBHTSQS,576.0,,13.0,R,7.0
Czv8760,S,508011.0,3.0,,3M,91995.0,o,Smcvpujjqvlkehgqbrbwaoyjpemnzpovycprnxrielpxdodnz,qmywoech,MA,4.0,,Czvvnrtzvk,602.0,1-789-293-4725,,O,2.0
UXU8761,U,24804.0,2.0,,BJ's Wholesale Club,428153.0,,LRTTXDWHDVEHFGEQOULANWCDTRMOZTTQSJQXICQSVJPHJNLPSHHQYPAYOWZHWTXU,AMEJRXKXIQSP,KY,5.0,Dnzlgklaejojmprfjqmvvgqazyardxhorckqdpbdrbdtgkdoen,UXURXFYWOGME,316.0,1-025-711-1036,7.0,R,5.0
Nbh8762,,1616906.0,4.0,F,Graham Packaging,473132.0,,Dryummfx,Rjwodsdlfnb,AZ,5.0,,Nbhtbunz,846.0,1-778-790-1252,33.0,O,0.0
Pqx8763,M,2460167.0,0.0,,Inergy Holdings,268626.0,,Iefxzfvhpzwaxhnmtifdbesrbuuwrgsuumernqw,HDRAVSM,SC,4.0,WZFZZPGZRUXNVTFBTOOZOZIUMTGHFPSHCL,Pqxketqlvlgw,409.0,1-371-384-7686,9.0,O,0.0
Par8764,U,2049091.0,3.0,f,,111903.0,,Rkihrfknucdcenhcfwncjilpqvydhjqojpsjrdtzwmminbjxhmqskashrulqxpfsvadumw,Umuijo,IA,3.0,AXDSSEZNLHUVSFZTKPYYBGAHPURUMDLIAMBVIFRPFIPEORVDNENZAZ,Parasesbihlsskrgvdvnblsam,333.0,1-292-203-1887,47.0,O,4.0
dao8765,S,2372410.0,2.0,,Starwood Hotels & Resorts,251759.0,,,Pougulqpvhx,MO,4.0,Bxpcpqxxkpuwojxdxnuhspxx,daozlunskcpzhuizhhankeooc,784.0,1-414-945-9431,82.0,O,
wfg8766,W,780423.0,2.0,F,Limited Brands,245881.0,T,ucmnmheqhzqpl,ltkwrwrhab,SC,4.0,Pcuolllzrfusagrffpunhogwaanhdpzk,wfgcqxajbonripbyxehk,434.0,1-122-435-9340,31.0,O,8.0
ujb8767,M,2842676.0,0.0,F,Wisconsin Energy,33743.0,,Ktigpwfdpyectncjidfspdcokjpnfgegcddtlgqsbvdbaopbpgyvulprwxucnj,Kblncdychhjj,Manitoba,0.0,FSRPODWBSPCDXQJCRMNUFCLJSHUUEZALPRBWPWKILUEISHOFP,ujbzuu,593.0,1-564-905-6352,61.0,R,0.0
kcg8768,M,61250.0,3.0,,Gap,244740.0,W,Vntqlkptckefnoxkismdfqvfsoz,Csexa,UT,0.0,HVZOQRJAWPJDLRBQOEEEBOTMGOIMMNCLBPTQUDZVLAJFMLXOKCLTUMGUQDTY,kcgpxsbennn,699.0,1-016-515-1634,94.0,O,7.0
Rua8769,D,1444032.0,5.0,m,Symantec,91338.0,J,Kifidsllrnklxbovmt,Jycbzt,NE,,Jccxlgzlvafv,Ruammxsqjpsrvuyxwztalwlqnjy,617.0,1-603-992-5597,13.0,R,8.0
Hfd8770,U,3546515.0,1.0,,Systemax,12146.0,I,qjcbepiewxsbzxdhbbrxbzlswojwziit,Rxgcavauq,DE,0.0,vcfhguaigzlvfbtmdchjjvlannikeiyllzcxtboliaflshkebbvfxkwwpzgc,Hfdsvwopewbcwwr,816.0,1-614-843-1296,60.0,O,0.0
Iat8771,S,2968596.0,4.0,,State Farm Insurance Cos.,342885.0,,Twcwtts,TQASFBMGK,FL,,JPNKQTMFA,Iatfhcdehmaftayotchyi,590.0,1-050-164-6790,61.0,O,
hkr8772,,1517575.0,0.0,B,Genuine Parts,188582.0,o,KBVKAOINDZLYPALQLPWWHFMEPJGRMAXFAKUYWDXODKORYVDKSLKGYRSHTIILHKIDUPMHODLPTUPO,FEGOFGLPUKPO,Ontario,0.0,Osecgty,hkrnmlryqcairvmfszp,363.0,1-030-843-9271,70.0,O,4.0
Kpq8773,U,2238810.0,3.0,m,Weyerhaeuser,152258.0,,Avasiuaittpblruejonckmrcdrblmsghuxrhmfnngxjchiedkxrhgntzjkat,Itdrbldpk,FL,4.0,,Kpqavhpekxwvvmxhyfzfcxuu,673.0,1-013-090-3660,7.0,O,2.0
Pip8774,M,1052183.0,2.0,,Visteon,353406.0,P,Tjuaessenoiszxadecronckkdqnurm,LRXRSGTKRYF,AR,5.0,Eyxzrspeywvzlkvzskvuvwkddyondnctkcuptwu,Pipjboeq,850.0,1-768-390-4958,65.0,,0.0
Imk8775,U,,3.0,O,,332835.0,,Gvhbphtaybkdmmhxvzjogsveistzmxzhkxsjogvmifhxfgkdzycipp,pbcwuu,OR,3.0,Ekjmhbrshgolewxpyfooeounq,Imkkldizwopwqyagdzxcrpefns,519.0,1-903-000-5528,25.0,R,1.0
npe8776,S,1668793.0,2.0,,Cytec Industries,124926.0,k,Iaumnnfhibhvvqwzrzgxqxfqqygageclzcpgkshcvnbfdknbzxbvbujk,Hfgiiwqsbqik,KS,0.0,GRJACZYIBOYDYNLOPSPVXWNARXDJGNMEUINTVKCRICTUOOP,npelyrmyljwvrlba,815.0,1-645-382-4840,6.0,O,9.0
lkw8777,W,142942.0,5.0,M,,208868.0,,kvtxkeintkgijsflunljyexpmoxdzsfzlidwjznplzjndgykyrvjiorpxkopipk,Eisigimr,AK,3.0,vozbnzwxbkqwfagiwcdihkryseovctbkyjjndhsgr,lkwfzj,667.0,,81.0,O,3.0
Mjk8778,W,164985.0,5.0,,Robert Half International,,,Ewzzqksfljtiulfwnutjzgxieshhzmncbpokzdifsfsuijtvzxmbszjpqurhcefkdgw,Vhpheivmp,VT,4.0,ftuczetfnkseqprpixsucnqqhlxickhmcelfqtvpdsqedbhusengttcxh,Mjkgsj,412.0,1-346-153-1752,80.0,U,8.0
Ely8779,W,599928.0,2.0,,HNI,89314.0,v,VTLPIRPVPAKNLWYZPXUGZEYEKDGAVDKWOAFDJHATLVE,Hpdofbstxa,NY,1.0,Rnuvzachxfgtdmlpoxcbidsmpmcuqqwefltyhelwueahitxwg,Elyyrckgswfyssixnayag,527.0,1-653-698-4867,74.0,O,10.0
gxu8780,S,860469.0,5.0,,Equifax,292601.0,,CFPDAWERMNVHOWCNOKSCXRMQLQLPBUGGHRKSKFQHMEBORYAOCRXBSYOQZAVH,ETKHODTMMUL,NJ,4.0,Tcharfxcwnorevmnnhnyfmakokaqmvpbvbncbjotgnnzlfgendjdlfsjihsutpyyuj,gxuylhfhbxxmqjwmnwrayd,832.0,1-038-184-5456,72.0,U,2.0
Oqm8781,M,3890824.0,3.0,,Legg Mason,397497.0,F,QRTVGXDXQVKXVVWWRFYEAOGMVEOXSDZICUNAOJCCFEQJQJLDJGUVTLFXI,UGJYJDLLEL,AR,0.0,Qerjeunbkymuiiplzlgvenfzktbnpkiuobnroarb,Oqmicpepnccgeotseao,415.0,1-871-670-5488,94.0,O,9.0
Ugs8782,D,592824.0,5.0,,Regal-Beloit,419988.0,,Cpnnutmhvizweojowbeahsvgnyiptiqrojtupktmxpkdaakrieexgocmryirhtcttcjy,DGELFUAQ,NV,0.0,jxmffpfuarkodhvq,Ugsdtavnulxwchmnpkwj,701.0,1-283-988-7562,47.0,O,7.0
Hse8783,M,,,m,YRC Worldwide,399026.0,V,SPEFIKMXFVDXHNV,Awevmpruzm,IA,4.0,Uehayrzdizrdlesxlxturncdjfza,Hsebvhmudnu,375.0,1-446-991-6318,29.0,R,2.0
ayu8784,M,1956485.0,2.0,,Discover Financial Services,352312.0,,Uigaplaltqzlitipqdnnndgonttmdqrmbibozdahfskuifjuuqpufgowpyeectezdmgrhksywjblr,Nozlxj,WA,4.0,Clljamynrfcnaqremabvgkyfvijdlvpclfgwddmygbbsftevtxfncuuftkyjekh,ayuialkspgoxiiehwtrlsirstsneo,843.0,1-473-771-8095,100.0,O,4.0
OTH8785,S,1003386.0,1.0,F,Scana,113724.0,,Xabnxfreivpfeqpljxcsqroqegbckgwblbrmmgvbal,dxzsa,VT,3.0,lyperdoeiaverantbdnjwtjuawaiatwavkujblf,OTHMCTPFOPGUQEZKNQXAQWKJPOLU,773.0,,5.0,R,9.0
Ukb8786,U,2394905.0,5.0,,HCC Insurance Holdings,232229.0,,Etvztydciilqosrlplgmkkflmjywofssxjtdaypnwqmcaicavxmwn,uweml,MS,,Zuqrzfoirfrmngytmuddneslzuxlwiwwkpggexgux,Ukbsljzkmo,559.0,1-755-050-9077,85.0,O,2.0
nnb8787,W,1697166.0,5.0,f,,212669.0,c,Afagrvxqfgvluqhvsxpkjnabuqsexlhrnluelbpwlggdxazmujwwcgafdwb,Qcfmzpqcad,MS,1.0,Qriqvjyjvacpaoxqhvjqmlmaghmecqgoiufati,nnbsyjnrpgfkdbstmqsagtupdfiu,492.0,1-029-872-8116,36.0,O,9.0
ouu8788,M,2942461.0,4.0,,J.P. Morgan Chase & Co.,408077.0,,FXHXGGAOORIRXABPCKICCSTMDNWYZNRLCTXYQTQSGNEEPCSZYSPVUZUBNMOLGXSMKDAAXHET,guipxdiqh,AL,4.0,VORTKMOGBAVHKMMAZZGQELZTRGCFBGQCCUFKQKJNDKMBSQJFSQIRDLZCFLETIWPFCQDKYPHK,ouunjvfajbygtsbkk,489.0,1-164-270-4345,26.0,O,10.0
qly8789,U,1345529.0,1.0,,Wal-Mart Stores,495228.0,,Suprxwwqojeaplgxnuqjidcaegyuztwcpsqknhguuwao,Xwteomhi,MN,0.0,ICLLUMPCSTHBHHZEIHLAUYEDZKZQWGXWUCNTFTUFXRLSNBNFYY,qlyryeioulznfyjktizehpoa,606.0,1-960-531-0131,15.0,O,10.0
xem8790,M,1018102.0,3.0,F,Fortune Brands,289841.0,,Zkmbzdqvmwrkkkwnugaqmmgfziaeidzgxjkvcduigwcxsjhuhlfjsqvsofofwvdpdq,Bzsqnphu,NV,0.0,,xemrrll,827.0,1-741-262-0272,83.0,U,3.0
Pvr8791,S,400955.0,1.0,f,General Cable,50524.0,,XVPJBKGYCMGCGTELZUCGDBLRMELBSGYDI,Reoai,PA,5.0,RCUZFHOISFGTDNZEQSLODQZM,Pvrlrzmdwfhmvwaiyp,,1-335-402-7008,57.0,,0.0
Wup8792,S,,2.0,m,Alliant Energy,486849.0,,Ememxhrzfsvfhpvrxagmviqehtsyxjlwamgncpmsaccpfyigcurjoilap,pglurhgbclz,FL,,CTHLRVBAZLTVSTVSENNWLZXZEHFDJBDSWVRIBCWZPCKZYBEXWPCAHOCUIFSCFVGNMVJDOFIZPJRLMO,Wupxm,765.0,1-520-559-1258,92.0,O,7.0
Afr8793,S,635958.0,3.0,M,Amerigroup,107488.0,,Cbaivdntzqehdxmshpcltrjsexyoehhmeeodimwmqkfrwqoauphmfdisaxgbrzwahfmxgroot,rrvwjgopj,NY,4.0,rmicbsnzycadhxhdukt,Afrcavttqbdh,727.0,1-988-200-9173,10.0,O,2.0
Rkn8794,M,3527138.0,,f,Dun & Bradstreet,31500.0,,,Rwwwkzrgxvbt,Nova Scotia,2.0,ovjcrstmuvxlgtsrflcjujbhxliaoxlrqbfcpzh,Rknueqpiczvklmfectfnwlieynswxs,812.0,1-978-550-1390,60.0,R,1.0
Aal8795,M,600221.0,1.0,f,Belden,194574.0,,Keerywpiheochlhrphhfspyslltvxwnoijomctjsbibfegqggrbxco,fbecsl,OK,1.0,Nngodyliufqcyrmpachkjwghfbtptxbajthvsleswauueubtnddrsuipgx,Aalblxrtnqpjvroji,568.0,1-053-536-5852,0.0,,3.0
YEQ8796,M,1045356.0,2.0,m,NYSE Euronext,284600.0,M,Xkrwzlqeuiybhrnwjwhfivtpoequxqf,Bqngmpqyoqrl,NJ,4.0,Bmdbzrvxmwtqqbubqhdcwjpscmdqejsjnxbmncivviassxozweqmtr,YEQNFTNKEBKVCITDQVD,443.0,1-675-992-6592,62.0,O,10.0
Fet8797,M,1287643.0,5.0,F,Hill-Rom Holdings,,D,IAKFDJSITMRSKSFHAUXGATAESYBYBGQQQILKJAZDPAHVOXXESAWOIPRBGTGOIVM,bxvjgwv,Newfoundland,2.0,MFBACOQURPKCDLMTIPYQITPXSVJQRQMYORSLSBHKJCSWKKXMEWSKHFNNJQXYFEJKRLUVXITMJITT,Fetpnzwtcuijftrgrzhcefvculm,,1-363-702-4386,41.0,U,9.0
OVO8798,M,452664.0,,M,Exxon Mobil,123735.0,,qvygwqfnhdlxssiahxbxzzpxsteulsezmix,qrfoiijk,MD,2.0,Hpdltyaqpcsqnnle,OVOMSQRVWMKMSPNIN,382.0,1-295-188-4893,86.0,O,9.0
qeo8799,U,672519.0,0.0,,U.S. Bancorp,175001.0,V,Gqmtmssmztemejgpoctykvrqnooxsdheizwxygovxqvjnyzgkkjhnmjbfrrcmavuosahlgsyhqexspni,Avlhlapsljs,NY,5.0,vbpcucilvuiirbdlphyotokhoguagx,qeohsmtkduvqkgrndnkefbst,848.0,1-604-181-4298,72.0,O,3.0
Fje8800,W,3965416.0,5.0,M,Pioneer Natural Resources,169847.0,,KSXHWOK,Dikzbnve,MT,0.0,Icrdfdpwacwkdjbwuvvemguwapzrwyqezmbwhwmrzezwjaebivlfdiztcjocyyzfbzcyp,Fjefkdsgwejnexbvixrbl,415.0,1-904-847-2559,11.0,O,4.0
RCT8801,S,3693667.0,2.0,,Hasbro,482260.0,H,Pjlpnvjhypwuaskvjqaolmqatuhpmmfpbqkcdiyakpizqiefbcxqchewklrozuebqlpkeycjkl,,AZ,4.0,Zhzqw,RCTGTMHQBVZU,441.0,1-679-466-7037,92.0,O,4.0
QUG8802,D,3334060.0,3.0,f,,307845.0,T,Ffmzwokjfjfvtmczzvstwwhiw,MBGRFRJWJP,AZ,0.0,huldqwosadspmrrthbfhivnxxaxhtbmbcyxawxvvkkpfoyhztn,QUGZBKJZLICJNVZRAPRUNFZTMHVEHF,,1-735-339-0148,45.0,R,9.0
AXT8803,M,892329.0,1.0,m,Hanover Insurance Group,465134.0,Y,Sxvkwwfxlulzll,Engsifiggj,MA,4.0,oregdmrkopunjuqhhxgubutgrqqcqchouhkjmkpmubrrpqhhnswnuhrdxxrzj,AXTFAFKBGVVCWEGRP,612.0,1-576-016-5815,17.0,O,1.0
Vbg8804,W,505824.0,1.0,,WABCO Holdings,,,Djehzvixmerxcvwerfjegkpzqqecrpofktdetcmcvmfkjhjpwafjihiojhnbunpgmlu,Kilvqvrtobrd,HI,2.0,Xxjqfknvtwycsrnjwlghnvispjmmnuswfoputucceczdisnskg,Vbgwcidjf,755.0,1-933-749-3468,20.0,O,1.0
Nev8805,M,1250465.0,3.0,,Abercrombie & Fitch,466764.0,K,bjhblcotloshtclphvtitkblyftfrymvd,Oyoktfckizj,Ontario,5.0,Sroadvozescaacdwqahoxpawbeepbfgtbajhhkugyhudxyamhcucjeioytlfendclomsphagwnxzs,Nevpvz,633.0,1-077-713-8445,72.0,R,9.0
Izv8806,M,2453681.0,5.0,M,Sprint Nextel,87204.0,,rxwqdhkngwynxeiitaddlxvpchzvewyr,Avyhyks,HI,5.0,UDYPZQTNAXDZMMWEH,Izvuhgnrz,804.0,1-440-441-8161,90.0,O,1.0
Eqd8807,U,1287883.0,4.0,,Capital One Financial,386896.0,K,tkcchxikpqqnoehroluogwlghashpc,rwgcmfjx,AZ,2.0,Creobxoaxllwdgmmqsygbtnzvaawqjuawqfcuinombghooqywhjsiuakbvhbpdpikdvj,Eqdcgkwejoqsberezujxxjie,315.0,1-731-126-3686,73.0,R,10.0
whl8808,U,2133902.0,,,W.R. Grace,177867.0,F,Opyfmxtxdstxcefiswdxqgsclrinthjlkokxqumrcewsvfqxxkvg,vxvuc,VT,4.0,iluevnbwokduvtdzfphzoxgdrhyiexndnzuaveqgoxhvseyisvngmhsxmiaqcnxgecupupspaflv,whljgoh,319.0,1-177-877-2155,76.0,R,10.0
Gxw8809,,2316402.0,2.0,M,United Technologies,327380.0,,Pmylhmpimvkokgxusugzuxwgzvlpsjmyefr,Mwxjnmvttwz,WY,0.0,mpxeelbezreenteukgdiatjdrxbshkmhqqrrgatotlhjrmukxuqgaalupryg,Gxwiz,360.0,1-707-709-5202,77.0,O,2.0
kxc8810,D,3662808.0,3.0,,Safeway,324515.0,,msuhnzdktmpjqkkivxxaomydqmvxcbmeypmilajvorvhyhqmxhbgdoqbeiiop,pspxeji,LA,0.0,Zxwzrsjoetlarbnpmxnegwcqaspaebrqdwusses,kxcecepgvkrqgsplesd,521.0,1-865-088-3117,49.0,O,1.0
ECB8811,M,674247.0,4.0,,Teradata,341637.0,,AVZSJJUCTUMXBNDJDZGLQZCVNUWVEYHCQEDFZNTSRFPTTKL,cjepjhyrxrp,NE,5.0,jmmnknapwgtwlrdqredepkvdtilicijdekosxspbskovfeeuinspbtilwg,ECBJLGDZYEMNSSEZGZEYKGCGWEJNT,670.0,1-559-178-7030,52.0,O,7.0
Nnr8812,M,2407571.0,5.0,M,Dr Pepper Snapple Group,90682.0,,Meappdambkxmwwpwpxgiompewfzyaecdfqcjnhhkjwbpoqslspisfybwgldqdvaspqyf,Jgrfgmztlsuo,DC,2.0,cnkwshsyskoptsbwrsyqdxaqpjfpsbgledzchgynoki,Nnrcrdgvbwrhtcpzo,675.0,1-992-188-2825,91.0,O,10.0
bjp8813,W,932686.0,3.0,f,Sunoco,294173.0,p,Wnddreioxuhnqmdjjppfokhoenjegkhgwzhzzjegzwjrpycdtkrw,Xcqhaiossrb,AZ,3.0,Iblkauwqrbospcbqqlhuumiskpvabxpajxhiggganppksugnbfkjrietugoeuqusf,bjpelghltganlcwdvvlwhrsrevtxkr,620.0,1-442-589-1792,55.0,U,
Qgo8814,M,3528491.0,5.0,f,Varian Medical Systems,261846.0,,SRZFPQKQQLAFBTEANGJXPGJMQFKSAXRCLMSUIQMLSIUYGBTERLPDACEBIGY,fcbrb,Saskatchewan,,Tbhsjktmpqwlvrdbg,Qgojolgicyuodobbhvucflmoogu,728.0,1-837-544-6203,27.0,U,1.0
Bhj8815,M,3469849.0,5.0,m,FMC,283721.0,,Hgyddnneyppkreihumnhqljpkdejybztiocayujzqgzughplrdytmvqvjxzbvualwhswcfcg,csmgs,KS,5.0,boifi,Bhjgcrzfabkgc,325.0,1-832-285-2423,90.0,O,9.0
Tpp8816,M,134602.0,1.0,f,Cephalon,332475.0,v,cdtmosqynxsoktpkretwnkmujvlbonpratgkyqxwthsmytifgjqno,qrtlitk,NC,5.0,,Tppqcneimhorn,449.0,1-504-633-7105,52.0,O,9.0
ILN8817,M,1009548.0,1.0,,Travelers Cos.,256195.0,,Hefnlkwdovjmfukdzepouzpskagpkuicklsxirzpvhyhaeqdfagtvjvewkthpwdivfzcsqxzpflzvj,HEAPJJOVXY,Nova Scotia,3.0,IBUXQSVDNC,ILNMWQXHLQXNDJVSMABQST,442.0,1-718-081-8341,8.0,O,2.0
fxz8818,D,613207.0,4.0,,,346183.0,M,uokkwfyvc,ECVIBPUDQLFZ,SC,1.0,Btcrondruhkgmvmvoqh,fxzxhllfcmjzsbtz,438.0,1-917-208-6881,26.0,O,10.0
IJF8819,W,3575172.0,5.0,,Merck,188073.0,,gxxaqcwuahhr,Uebreynew,NY,4.0,lnuohdiuiiovbtzfbfkxvisayipfwhvsjzynmrpyhsdgfyhupllm,IJFEUIYNNMDZ,599.0,1-016-473-4301,23.0,O,1.0
Pek8820,M,1002929.0,1.0,,Hanover Insurance Group,61819.0,O,TOSQDEBVSZKUUVEPAKTLUTOZVCRKWAQSVRJZDOFRGTHGBRNKRM,rwiqorgp,Ontario,1.0,,Pekohakpzlcqdjftg,439.0,1-589-994-5888,58.0,U,0.0
ODD8821,M,1809515.0,3.0,f,J.B. Hunt Transport Services,287230.0,w,Abdaqv,KRBJJZGHFCRE,PA,2.0,XZRYHEWOIJKYDZHRBAHUURCVAJDWERAIMJDXAXBZ,ODDYOLZANOCOBCPPPNTFFHDTKYXWTO,384.0,1-150-172-2576,43.0,O,
PKI8822,W,1393747.0,3.0,F,,372427.0,h,jwrwmvfseujusxgrevcqjqrburwypuswbcppziqxgr,Wbogxrhgcvw,LA,3.0,Kvoobjclhtwktvsrftlamahmiacstmodeure,PKIVXZXGOSHN,528.0,1-516-834-0316,12.0,O,7.0
BPH8823,M,224488.0,0.0,F,Harsco,135102.0,,ukdnqiwhtgwpvvyigseilzvpft,Ejajbqg,ID,3.0,Eihnjoatjjrsipomyfcewodmnyflbwshumhgpykwbkmveubwgdddnvhuwt,BPHKSD,723.0,1-450-275-8208,,R,10.0
Vuj8824,M,3195528.0,0.0,,Rite Aid,,m,dgunqhfbvakokttvqylpdvnunwmvqqcdhtdmdwfdwngsawouypdkauhthobcsm,YQPKQM,UT,5.0,kqkjcpiqnhuxglebnkpnmsnphkraaxiahnmlphyrsjppvxzodlcgsryqdjmzrmisqtnsmcfie,Vujes,,1-744-559-2873,72.0,U,9.0
tnm8825,S,32649.0,3.0,,Toro,277645.0,,,XRMDHZVV,WY,2.0,meaprauucsumtlbgzdcrhbdvxxzqywsxwjjsjmtbozrdntbynwakqwkkpkfupytzjxkabgvgqmzs,tnmcgoyhpruhwehdztxqqfyftrngfe,412.0,1-102-508-8300,42.0,O,8.0
oil8826,D,638683.0,5.0,,Oshkosh,91417.0,d,Ekiiqnokzsgcjghbrioldqnjrzldpaovwnlyakprpjvjghnykgnairakjkzuqcwjjctssubnl,NRICZSDGGK,KS,1.0,CXGDUHVBGCUDNNUVJOIYRSRDS,oilwkzlprwkiscrlovai,509.0,1-900-160-0452,100.0,O,3.0
Hfc8827,U,198051.0,0.0,m,Aventine Renewable Energy,159051.0,i,Bvhlkeqaorg,RIIWQEMSV,UT,1.0,CIBPCEINNTOPBAFDDV,Hfcyalynkdizhjerhbercm,588.0,1-407-218-7411,7.0,O,9.0
lck8828,D,2244500.0,5.0,M,Anixter International,95432.0,U,Yilqtxnonkfikpwmsqhpurvexwtvkffylhfkbamn,wpzujj,KY,1.0,zwmmwbetclehykhznsvxamtrwrjmmgaotyy,lcknfe,422.0,1-512-473-3935,98.0,O,10.0
rab8829,M,1187421.0,0.0,,HCA,409493.0,,XPVUSUYVKKVICDBSP,NNSEDGNNZ,NE,3.0,ogemgghjykcwugcb,rabenkjxafcfc,332.0,1-863-960-8338,1.0,O,
Xkx8830,M,2565345.0,,,Murphy Oil,62147.0,,wxtmkrgdrrlqmxjqwtmrrhfafuakrbdliqpiohdpvplealacjeipppdgovandtgqseqsqvbooxi,VJMUU,OR,1.0,AXSTGBVM,Xkxzqkxwwmmosaarfmnbfbdobg,822.0,1-016-925-1898,73.0,U,4.0
