prospect_AgeID,prospect_Em,prospect_AddLi2,prospect_Ag,prospect_In,prospect_LaN,prospect_OwOReFl,prospect_Ph,prospect_MidIn,prospect_MariSt,prospect_Co,prospect_NuCa,prospect_AdLi1,prospect_NuCh,prospect_CreRat,prospect_Ci,prospect_St,prospect_NuCreCa,prospect_NWor
Yps10631,J.P. Morgan Chase & Co.,Kzrcgqjcncfutnnjjogmzublejkkppvkqqbkgrdbpfvsxbxtng,6.0,114219.0,Ypsavxaptrngwxbffxhisexxievxqz,R,1-868-742-4510,Q,W,United States of America,4.0,Ffvkjiegsymwwudcmuljqapmiaexsr,2.0,414.0,Fairbanks,MN,8.0,3885388.0
KOE10632,E.W. Scripps,Arxzsmjefspkyfjpkxisindgjgpiivvwcscckuhzidejdxeqpmpdcgartebdrtcjamcq,69.0,152214.0,KOEARNHLDAZSDBOXXJZNVBSBD,O,1-721-286-4219,,,United States of America,3.0,Mvtnmpnpxpuwjjzo,1.0,414.0,Dayton,Ontario,0.0,1303527.0
Qpr10633,Intuit,Zmurejrtzbxcgxvtmmbhirpzhs,95.0,423890.0,Qprsztvlapixvelonmsqxxqcuugo,U,1-307-981-4112,,M,United States of America,0.0,lqgahntncfnscacnttpyfsvuepuoyuleyiepmbknukdyfv,3.0,686.0,San Buenaventura,AR,5.0,2373456.0
Lfm10634,CA,Cotoxcwyivtvmhhrwyvskzwjcadxstzinjpbjmqkfradxhfixc,,382458.0,Lfmahwcleuzynxlfqvglrmcvzg,R,1-587-309-6760,D,S,United States of America,5.0,Hdnilbrqwzvxkbredigusjnarfubjlktfjkuaokva,2.0,615.0,Dawson City,NC,3.0,3848232.0
Dly10635,Ball,apaldipvsddnbqvfsjarprrjpinlorergtyeolelhncmlyslwapnsizuywlufg,88.0,192268.0,Dlywedtz,O,1-098-011-2223,g,S,United States of America,3.0,Dranmwzapnitnpkefbvylytbcgrdqkbbdduzqrjkwcewjbpqnrgg,0.0,545.0,Newark,GA,4.0,1310885.0
dut10636,Hub Group,tsjeswimoppqi,42.0,228425.0,dutkjtnkhephhwsbowgto,O,1-425-647-5852,,U,Canada,5.0,Akaaohsqsskwcbpzlclaexwfeaiyfmmdsborippenebmfndcwds,1.0,493.0,Seattle,CA,2.0,2733440.0
Bpc10637,Kellogg,Nsmfxfchrgpgtgcw,49.0,155536.0,Bpckvgnuqnghdyogppvzwjmfjrjk,O,1-363-500-0905,,S,United States of America,4.0,,0.0,342.0,Edmonton,Ontario,8.0,1668048.0
Kdp10638,Jack in the Box,vrycmahnwhfrcpksxdjfcahgauramnbkvstptyiktyjuxydmunojsgnnsqcyyyqvdqgzvzivb,96.0,250855.0,Kdptoajbsmqvmhzpxosuy,O,1-402-022-1763,,S,United States of America,1.0,Wclmfimpfxlygjvegalnhtoibxdnmbneolbjfzss,0.0,679.0,Sudbury,CO,0.0,
exz10639,Rock-Tenn,,33.0,314819.0,exztbedjpoqzk,U,,,D,United States of America,1.0,Ldkmgdifjhezszsbwbqnpxjusgyxmbpkypqxjdwtpralkvjutyfzerri,1.0,697.0,Tucson,OK,5.0,3475119.0
Isx10640,MetLife,jnhocwakkodsxzstlqdv,28.0,24568.0,Isxsztotm,O,1-061-507-8062,U,U,United States of America,2.0,Odcybbztjg,1.0,507.0,Dallas,WY,4.0,131516.0
jfj10641,Circuit City Stores,Vtbfahhxzjvyumvzdbncwzdaozfuyikscsuyojbtwtwuirswnscrhkzcxwhmeshphkmwdqsxobbdsd,6.0,432780.0,jfjrbhchuaydq,O,1-500-536-1997,,M,United States of America,3.0,Njxpautycigripnbekwnkkivwxrplwudtpksnuspudlqbpxclkpxbvhqlzqgzwrrohs,4.0,717.0,Baton Rouge,Saskatchewan,5.0,318373.0
Sgg10642,Cenveo,Hbkhuuuratiaauughzlrrmktpbjthijuqxtxfnxhzqwquoqvbscgupp,27.0,370083.0,Sggogmzhi,O,1-001-097-0990,,M,United States of America,1.0,Shmdpymuicceyaednrdvhlkrhrevomnqybdofhjzuskuvzocbwcqkxhfbaechwqfosjif,5.0,620.0,San Jose,British Columbia,9.0,1772755.0
JYB10643,Autodesk,FYRLRMBOFHVNHLNLODWDKXOFWES,23.0,50628.0,JYBSCCMJNABYH,R,,k,S,Canada,0.0,VGCJUWXJJWGYJWZOXMMCFWTQAYDJVJPZPOENDLSNGGBOINJGXJCDF,0.0,485.0,Little Rock,Ontario,3.0,1225860.0
Qlf10644,Raymond James Financial,XTXKXDGVHBFA,30.0,486319.0,Qlfhdtwd,O,1-598-777-2070,F,D,United States of America,1.0,Paabbcz,0.0,445.0,Hilo,WY,10.0,348085.0
jjx10645,,Bulnzfqvjx,59.0,38046.0,jjxpalquwu,O,1-465-720-4472,,M,Canada,0.0,yarwjusddnyhlfaiwzugrsbjfmhtnaerikkvvtljrdbwvwhdforxaeqkvujhcmkneuonemnrqxw,5.0,476.0,St. Catharines,MT,1.0,2299258.0
Ttg10646,Scotts Miracle-Gro,NZIJKCRFQGTNRTKOLUWBMUIRIGJKQQFEZQXPOQG,62.0,388741.0,Ttgicloesgfgndexhwmsgeegehh,U,1-965-445-5546,,M,United States of America,1.0,Roxlixvpqaynacmvbhlkrmvemhupuyxmvangjbajvldvuwyhtwtyi,3.0,317.0,Charlotte,WY,6.0,
Jng10647,General Growth Properties,,63.0,418661.0,Jngcpppnoaiiiliilvghyszvbqgyqa,O,1-416-579-6276,,,United States of America,0.0,QYGQZJVL,1.0,420.0,Evansville,IA,10.0,43275.0
Wpt10648,Reliance Steel & Aluminum,Bffeymcd,69.0,138265.0,Wptzabfkblwhvoccdf,O,1-797-998-4391,e,M,United States of America,0.0,Wlzdrofbahlsgurxezwdlgdwpggvdwgkmjznmgnylvevqqisqwcntpkyzrtvsxzuycurceylnoyfuj,4.0,639.0,McAllen,VT,9.0,1123645.0
Qka10649,Superior Energy Services,RSTAQLVZQ,36.0,178701.0,Qkajkbimmfavnrwzteyeylmerlqbyg,R,1-465-308-3979,S,S,United States of America,4.0,NJBYBEMCKPKQFISVXPDSBWHSYCXIECQVFYGIRLLALOMPMCDYPNYZANBTILPJ,1.0,593.0,Cincinnati,WI,0.0,1746003.0
Ywc10650,New York Life Insurance,Vbvdxywnkaltagtsrearnuciegzbankjhkzkkwaviwbjgsoqlfmqnbnjcoamrrpjh,75.0,,Ywcboinqhxrbd,O,1-622-406-8301,M,U,United States of America,0.0,iamlouc,1.0,459.0,Rancho Cucamonga,Ontario,0.0,1826851.0
Zgi10651,Aon,Qpxvwbiircdlwiqigabusb,52.0,,Zgixecbedptqsebpyenozg,O,,F,D,United States of America,3.0,Oocpaqphvpcvlbztyud,4.0,569.0,Shreveport,Nova Scotia,7.0,3902659.0
hot10652,Hubbell,Ebxiawspncqmduvikqhntgygepgauivlmstec,45.0,457485.0,hotyujmqydepatqjskpaahhvrtiim,R,1-449-181-5155,D,M,Canada,4.0,Pjieon,1.0,383.0,Cedar Rapids,IL,5.0,756473.0
gub10653,Automatic Data Processing,,68.0,159744.0,gubkonwrhhajad,O,1-586-917-3804,,M,United States of America,1.0,Fjydfwusmwjlszjntcerbo,0.0,343.0,Boston,NY,8.0,2375970.0
Qnt10654,Peter Kiewit Sons',Jdffhcnuuedxkfctdrewymvsyitdatofrudelhcfnbzwovokqejzecnknyildv,38.0,330854.0,Qntrhpupfdcsl,O,1-126-841-1247,,S,United States of America,0.0,Wydjqfsjpduldgsgtwgbpkltqcoiluujwjxordobzdpynaziqculbaumxbnjsislirxksnkljlsunwd,5.0,460.0,Des Moines,Alberta,0.0,3820831.0
vcw10655,Penn National Gaming,,29.0,157184.0,vcwdhykzxeyyzhrnbfanpywptopf,,1-583-724-0654,,M,United States of America,3.0,,3.0,553.0,Washington,PA,5.0,2131915.0
kog10656,Verso Paper,DIKEYJEMBUSMB,75.0,171004.0,kogxmxfpprwblgoivjmrtvx,O,1-009-083-6592,i,D,United States of America,,Xizlnqhqxecutkhecmlehpuzmpstrhwlocjdkmlhnaolqvgnazgoefkfxqgyqucric,4.0,713.0,Garden Grove,SD,8.0,3417961.0
Twk10657,Western Digital,Ytzgxzjktfeyvwwresntxtctcxgac,28.0,335409.0,Twkzzarosbvctjyajlabwz,O,1-678-570-6535,E,W,United States of America,5.0,Gemwochchictylptoohuskavnupnkmpfaxkvcbjytdrykisigjpaipsdjllhjnuisclxn,3.0,669.0,Albuquerque,British Columbia,4.0,3937892.0
Zdi10658,Texas Instruments,Rhddu,32.0,314789.0,Zdilm,R,1-277-150-2005,L,S,Canada,3.0,Gsukezirsjrxszvmlhkwi,1.0,812.0,Mesquite,IN,9.0,2140609.0
bjr10659,Nacco Industries,RFVJLVTHUTDJMSQRSZALPIGTIOAKMBJVZBEZLQDMUWGYBLICZFBDHUTGTXSDNS,94.0,277189.0,bjriemlfcebxvawkzcerpuhtp,O,1-640-918-7641,,U,United States of America,5.0,YOMXUPGQFFURMCRBYOSQIDHVSHSFVYCVKOQNTMDQDWQHCTMBFGGXWUK,2.0,465.0,West Valley,AL,2.0,2762936.0
Jgq10660,Huntington Bancshares,IKCWGQAYORHMKJTETCBEKBOAN,93.0,10687.0,Jgqyjatlx,,1-934-194-6264,u,W,Canada,5.0,Gadabxiymyvkeebwjnlqcjjwvejotfpeikbxfmpjnlelpqiytularznwkhyqije,0.0,509.0,Paterson,WY,10.0,2766792.0
uof10661,Int. Flavors & Fragrances,Mjfwzrzkobfqvplcgpyncyiktm,11.0,427259.0,uofkiflrpzpnwnvpqkhelgplfz,O,1-335-554-2472,,U,,2.0,zwdhyuseqbuejmuiwrnfouqltthlgrrzfcyzhwgxuzgsqkndz,4.0,543.0,Coral Springs,DE,2.0,1302869.0
Nti10662,Clorox,lwwddjlxgctniwwobi,59.0,322299.0,Ntihyhrhuvybwtysmnpaqlpcxhmuc,U,1-283-127-7368,,U,,5.0,EWPLLVNXVHTUNUDLKJ,5.0,432.0,Cincinnati,British Columbia,2.0,1964514.0
hqf10663,Pacer International,Nxwzbrnqyfxyyqpylcwmbjwnxchgekuxewb,20.0,343723.0,hqfqcqvumhhsgwbtcmcmk,O,,,D,United States of America,,Qkelnbxvbbzxxtyavybrlcipxnlzpmbdopxkvktcqjzuljwlqrxw,3.0,501.0,Santa Fe,DE,2.0,3207419.0
Teh10664,Lincoln Electric Holdings,Ydjrqzepgodfescoaiecdirqfgofiecsahjdohxhxlfqglfxqvciptfup,76.0,17335.0,Tehsxatrbdavtdqzkeil,R,1-423-064-5903,,U,United States of America,4.0,pkwmzawrzomdbhhxochzp,2.0,,Lansing,SD,2.0,2225957.0
uam10665,Regal-Beloit,Lavojmxmasljdtidnyefhsgqegqem,6.0,247974.0,uamifgdhmsohhiclzywfqezrzosr,O,1-086-332-5382,,U,Canada,5.0,WLSASRLTUWWCTYSACNIWPPVMRWRCTDMEDILMBYDJKKLZUMZFQFM,3.0,303.0,Abilene,GA,4.0,3361201.0
Knr10666,Calumet Specialty Products,Ywnuhoepmplengunlezngajdyf,47.0,,Knrdccg,O,1-814-761-4371,,S,Canada,0.0,DQFDPZIRFVZVARTYDBON,1.0,711.0,Pittsburgh,MD,10.0,2018684.0
Mup10667,Jones Apparel Group,Vnqjpkszlvpngmtqxhhxvbqeymjkpvxcpootsdoliidziizisit,15.0,349814.0,Mupqektqzfmqwr,U,1-321-501-1792,q,,United States of America,2.0,bzwhyqqlddfktopqvjt,2.0,524.0,Glendale,AK,1.0,1401703.0
Mxk10668,American Financial Group,Wrmojqkegqxsyhovhotgaxmwksclgijwzl,22.0,466843.0,Mxkcbgrsviouinogdxnhwsrdno,O,1-048-715-0056,F,M,United States of America,2.0,Etnpwpcuetzoxhjbzngnneofndupjlzguapeewhnlvummtdxvllrxmenfgwtondy,5.0,370.0,Arlington,NJ,8.0,2042865.0
Izn10669,RSC Holdings,Uekfuxeqzwvsfs,73.0,295174.0,Iznbxaeevoyhvxkskqsjdzvtpxpqb,O,1-152-192-5308,,,United States of America,5.0,Fwhcvl,1.0,441.0,Albuquerque,AZ,,1128183.0
Rye10670,Northrop Grumman,Ihxcajkeldmpyofdsmlzpsnjykoenzajuiwsxlngmeakuxoqx,97.0,99833.0,Ryeuraucwbpw,O,1-729-218-0882,,M,United States of America,2.0,Jakgpeidnnicnmxfdtjuetnveodystwuczxqapkvjzryofwrrtunexi,1.0,382.0,St. Catharines,NM,7.0,2806790.0
PJI10671,Navistar International,Tktlnspep,4.0,459514.0,PJIBGQXCAGDZA,O,1-669-137-3153,L,S,United States of America,4.0,Yquamxsbzceyrtcscfgke,3.0,,Columbus,TN,10.0,1376620.0
NZT10672,Piedmont Natural Gas,Cufgccevodvcncryxerjwunawnlfgqmxfpoxualbkkpfalpczpnpx,43.0,,NZTMLEPNKYGYMOMCFKNBC,O,1-643-020-7470,e,M,United States of America,1.0,GOOXAVHPHJFBBDGSOKXCWULXHTNOWBBTKFEQEBYVBFNQQPKDUD,1.0,565.0,Brownsville,VT,6.0,1753851.0
Tzp10673,RBS Global,Sttvplbhnrtksrrefgfhqhsibvlnccdvekufsadsvaglhbgnqifsmesyxdoten,0.0,118421.0,Tzpnmpbenpvxp,O,1-846-415-7854,,U,Canada,2.0,VQWJWDDWSGDBYOTGWLLKNRJFQDDNWNEQXZGD,0.0,784.0,Scottsdale,TX,1.0,3902623.0
YYC10674,Children's Place Retail Stores,npvirzxkkcvitmamghfaxsxankivqycvblmyerwuhtjgpoudwiamryhfskfzea,20.0,431261.0,YYCGFROVBRMARDTVORSPLANMCJP,O,1-236-050-0499,,U,United States of America,4.0,ZXWMOMLPQU,1.0,321.0,St. Louis,MA,3.0,
KVU10675,Nash-Finch,Avihhpqlvpofpbatakrcxnmxlfxbqbzhmyeqirbfeuqxifwtsrffejjzqrundniuaamrfabvvyxnavix,88.0,266065.0,KVUSZKCA,O,1-168-318-9718,,D,United States of America,,Ywnzwurzuowmwctfncnmyxroj,1.0,510.0,Knoxville,TN,9.0,3195125.0
tdp10676,Aleris International,CBHXKRQBBYPQKJWALDOEQTQIBJJOHUN,100.0,138491.0,tdpktbpbnhkqgzwqcpar,O,1-711-107-9064,,S,United States of America,,RXUTCSNGLNMXYDSJYWGQHSWRTKEQFXWIFKOQQYALJGURGUHCYUPY,3.0,,Regina,DE,4.0,1551443.0
OJF10677,Graphic Packaging Holding,Peorstsbzhymmildksxhshoilhpgebqkpqpytsuehw,81.0,125888.0,OJFZGKQJURJKJDMTJUTMKYYBWDUCWM,U,1-513-040-9068,,W,Canada,0.0,IRCXVKOWIIPTOYQBBTRABFLQXYEDPTNJUFOQNGDTVYBDEESDUMSJOKTFVMQRN,0.0,605.0,Raleigh,AZ,6.0,2385003.0
Oij10678,3M,KYOSVIXEDDUNRTYDWVZBTURAPPMOR,31.0,399369.0,Oijdxlnwxbya,,1-391-163-5523,T,M,United States of America,0.0,Flmlrusdnxxpwgermryglzvokkiszkxveqoebphbvrvuzgiagxbdzvthlufidecgoaayskvwffuarhy,3.0,581.0,Hollywood,DE,0.0,1277355.0
Okg10679,Del Monte Foods,CMMDNHPZXGKLQFBNYYEATFNOODYJNNZNIJTGVIGKJUAYWYKALBPVLKHFUHUHGVIKPKE,54.0,456632.0,Okguwtyjcjhgrabqhgkhxn,R,1-212-034-5995,,S,United States of America,1.0,iiyfklpbfh,2.0,359.0,Lowell,CT,2.0,2545601.0
Uxq10680,Valero Energy,Njgrnrkrfjtuudnrctdbfeopbxumdweeqfebvowugvpafltg,4.0,86230.0,Uxqhgzobcdecjuiwcwviwf,O,1-306-753-8017,,W,United States of America,0.0,Yzrlnynzvsknfhpujbrxsh,4.0,741.0,Simi Valley,IN,8.0,1569151.0
ntz10681,Amerigroup,qjilkhcuxlksifbomsnekpoejwggsujnaxnwwtprpkokxcwxka,45.0,180310.0,ntziitsjcjbssybwbe,O,1-823-215-6486,,S,United States of America,,Vqqhobur,1.0,579.0,Sandy,WA,8.0,937850.0
IXV10682,Covance,SPGAAZRJGWHFTAMXFDNKVUWYRFH,0.0,254789.0,IXVDSFYTKGNLJI,O,1-894-589-0111,,W,Canada,3.0,ohnukfkormcdezazlbdxj,1.0,815.0,Simi Valley,NC,7.0,2832973.0
Azf10683,Coca-Cola,PSADQSMEENHGVDRQRBEUABMLPOGDYKJJDVQSVCDTGICKTTPGHBYUJEOSC,1.0,21722.0,Azflakyjfky,O,1-128-563-3489,E,D,Canada,0.0,Xnjmmgdiodxmpyigwrwfobjuzvpabwonafofvjhbglrkxiamaqfxpqclreryzhdv,3.0,384.0,Pueblo,MA,10.0,2354556.0
Dkt10684,Dollar General,yjttcqvzwpdtdqwtvvfjepeqwjaoamcbpsaylrihseywewpiicxyjnylgsnhxqhpltximuaiky,13.0,385325.0,Dktffymrljirakfmokfijnpvd,O,1-391-772-5485,Q,M,United States of America,0.0,Rylpknmvqdxkxlsirelnomaheolawmktpflslqgjkppcnxunhgpoabmtor,1.0,486.0,Salem,SC,8.0,2808378.0
PGY10685,Benchmark Electronics,mlwpcaxetetjysnhlmmvpugymzsbhavddzibcjjhewdtdreontppkcwcochlpsziybfprirrmbsctwdm,73.0,,PGYDO,O,1-331-058-2688,o,M,Canada,5.0,vpktiwspmeinmudstvjwwzlswpvcveqxhreksqpcptkkdbtmnslnocwxaxxs,0.0,680.0,Sudbury,NM,2.0,3482900.0
Eew10686,Molson Coors Brewing,urwpuybpcaucsizhtlqkoggvzuviuqamsshusvtqxcvxjvbjexwbgg,87.0,224373.0,Eewutkghdxgdgyosmtryonjr,O,1-983-709-6709,J,S,United States of America,1.0,Rotqkgitnhzxhjtkipounoohlwuzylcsfzmmvxjwvmbbvryxyufhcdaeraptrceuyhgy,4.0,374.0,Charlottetown,CA,4.0,
CQF10687,Beazer Homes USA,QYQLZKVMWONSUHJT,57.0,385033.0,CQFYRLFXDNVAK,R,1-189-529-9082,,S,United States of America,0.0,HJHNJPHPUOUYBEOGNXYFBWCLYEMZDGHDRGEHRGMKUIHHPFKOOPWJCNMQPYTDZSIVNSACYDKJO,2.0,754.0,West Valley,Quebec,1.0,2645217.0
Iuw10688,AmeriCredit,Vdbtvniliyioduzcuwvzros,31.0,152857.0,Iuwdbvpcdelwg,O,,S,M,United States of America,2.0,JWFGKKNNWOYR,4.0,396.0,Fresno,WY,7.0,696462.0
KVG10689,Winn-Dixie Stores,Uqpganlnqeqmtxm,67.0,474898.0,KVGOEAQ,U,1-217-508-0897,,D,United States of America,2.0,ARUFWRQLLPOKHM,1.0,736.0,El Paso,NV,3.0,71100.0
ncr10690,PG&E Corp.,WFOPXORGZHJNBOQZLMOT,57.0,196896.0,ncrizal,O,1-395-324-5814,P,,Canada,3.0,GKWDZZRKPMUJ,1.0,625.0,Hay River,WI,10.0,3563168.0
Oiu10691,AnnTaylor Stores,Gyjqtoprbmoolooknjvynaqiyiuizkvchjijjtsymwcofwgzvb,,92602.0,Oiuhxtsmlmdmxlfh,O,1-281-182-9210,t,M,United States of America,1.0,Mkzenvhkkirtxivtkvpcwrpcxqodbndky,1.0,718.0,Oceanside,WA,2.0,1732845.0
Veo10692,BMC Software,gvmbzeaxnwbqcllpbqxtmpcwppnnulibqdiyrtwhfdfqacxmebrgkmvxyzrxuqik,19.0,252395.0,Veoskzrtzcnwj,O,1-984-968-6365,,W,United States of America,1.0,Pavbnhu,0.0,636.0,Chicago,RI,10.0,61753.0
euj10693,Kellogg,DEBZZCCQOJI,91.0,54769.0,eujpzodoopraktslonylhcsazqp,O,1-072-245-7888,,W,United States of America,1.0,,1.0,800.0,Riverside,WI,4.0,3864531.0
Wyh10694,,CHEHDFRXRFBMEIVEMNMJEYQTYVCGXWKUWIORITSZASQYUGRTNPNLFQZLFNEVPIS,44.0,49681.0,Wyhpztdfosncoyu,O,1-744-563-0007,o,M,Canada,3.0,,,567.0,Portland,VA,7.0,774607.0
Oka10695,R.H. Donnelley,lricxcowwntsrcztbroatytuabuodvwheq,47.0,417102.0,Okajmmxrvpamgugkwidhylpnrx,O,1-441-189-1047,,M,United States of America,2.0,Lhwlpxdflaolgcemahfvgzqw,1.0,318.0,Chula Vista,MD,8.0,3965693.0
nae10696,VF,yyrxfijytghunshtyouzpfubqkjvgfsgtxrjsvoxq,86.0,336306.0,naeubeazanp,O,1-425-610-7722,,M,United States of America,1.0,Jpbiphkoagsobrik,4.0,829.0,Hay River,OK,7.0,2617902.0
Kij10697,McDonald's,Lrpxyabhltirtbzixmwchvfjyudgpgpgshyuldldhfghdsoffuhjgclcccqfqzundzk,81.0,244927.0,Kijlvtwcvotnjtjyescejhbzc,R,1-313-113-8513,,M,,3.0,Ejwdpgqasrnjbijaeppfpxlitgtndcxtgil,3.0,355.0,Warren,Alberta,2.0,2951800.0
KRM10698,J.M. Smucker,bslwivetiyjesftzpmzifqqouikuwxfeheeeewumglfcpxnj,43.0,152035.0,KRMEAPNSSSMYLW,O,1-853-449-7377,,D,United States of America,2.0,RFSLTRZBCJKOGQTYKKMIIPSJRUVFSJH,4.0,307.0,Shreveport,OK,9.0,695719.0
Exm10699,Cisco Systems,CHDKDFBDTOCARLTNYQZHPVMVBUCDVHQTCJWBISTFEIU,90.0,289616.0,Exmrcfcbafyjf,R,1-039-266-5296,F,M,United States of America,1.0,ZNUOONDMPDOBXQFENKTLXKASSTGHMUHZASNMUMINYTPICJBAJPHLFZSHQL,2.0,460.0,Syracuse,TN,8.0,1723542.0
Hla10700,FPL Group,Buhdugzrcgkcaibxqsmgxaoecbotuaymtwbxngecmjukfiuqrcthlhhaemqa,69.0,270430.0,Hlabhsbpfiftugugscrlmslv,O,1-262-935-4061,,U,United States of America,5.0,Nncqhaxbkevezuydeqsanoialvmoktaxuwbbesqiyajaomifovbzfurwphnvckdbd,3.0,665.0,Escondido,Newfoundland,0.0,2163859.0
htz10701,Granite Construction,Czwnvetgldvsgbtienbromqcrinwriwvcxhapwwafrwxi,9.0,327799.0,htzemggdnuopg,R,1-852-215-4850,F,M,United States of America,5.0,vypqvycwfrrxatewoxphbwxchrvvosyyiekchzuqwvtueyunaxdcl,4.0,671.0,McAllen,AR,6.0,981461.0
LYO10702,NCI Building Systems,DOQRZAHQOWNUDBERORKGEJMNZNREHNLVTEWJOSJFUFMJMVHNDCBILDGKVPQLECN,60.0,274201.0,LYOKRUJTBWICLQENXGXXMFXVBSIA,O,1-951-631-2877,w,D,United States of America,4.0,Rqaqfdwckbpeuysocdokjfccvmwgtknliiptegltqnemtrfcogsoaquuwbqpmkzbjumvfqyxwvvj,2.0,784.0,Mesa,Ontario,5.0,368450.0
Fea10703,Level 3 Communications,Tcifxpxcuharguxbmmadrznjdlvnpibxoephhohefpsssbqqeipmhzhmfqskqhys,89.0,429490.0,Feapfpzgksxxqzgcn,R,1-486-622-5360,X,W,United States of America,5.0,ehmabrkfspvaixvmxhdunjmlhpdznkiqsw,4.0,765.0,Hollywood,WA,8.0,652886.0
yrx10704,Granite Construction,tphauq,,471840.0,yrxiznvstrirmqsflcxhe,R,1-681-256-0710,,,,2.0,Jdlfwxpeszggippkuqbjmnuiuwgfvacdntnweoasgraupuzbe,4.0,810.0,Mesa,DC,10.0,1160944.0
Pfr10705,Big Lots,GRQQMNTIGHHLBG,61.0,77378.0,Pfroozbxlkkfezvgvzgpsfba,O,1-367-832-7143,,M,United States of America,2.0,,0.0,331.0,Miami,KY,2.0,3104664.0
GNX10706,Wells Fargo,idwspvwuerrhnpcdepspicworxkntztpbb,18.0,432869.0,GNXNXCHCENFTCDTLKGWXTYI,O,,,U,,0.0,Fewekrvssmpgwjqxbbwpftczgopxypgftelsopynmyxnodqsxfcub,4.0,839.0,Fremont,Newfoundland,0.0,2049112.0
Djt10707,Synnex,Thdhwuvdepdowvjxeuqnvwpde,50.0,152563.0,Djtuutceel,U,1-685-130-0084,,M,United States of America,4.0,Qqrwdhiljycncvrvcghzoamtjignowixbbtn,5.0,824.0,Dawson City,HI,5.0,2024417.0
Kzf10708,HCA,Qiucnzfawwt,61.0,278503.0,Kzfutrdsxhzloqgsrxi,O,1-589-307-0718,,M,United States of America,5.0,OLPBCVDJJXYBXCZ,0.0,555.0,Yellow Knife,VT,0.0,1256576.0
Xal10709,Johnson Controls,,99.0,301318.0,Xalklkhkivgcfjtxxhcrltuxysi,O,1-145-623-6121,i,W,United States of America,1.0,bfmguzikoxrrmcsyijynuloxnocwygeoukjxb,4.0,626.0,Boise,OR,1.0,
JKU10710,WABCO Holdings,Frnldzczcltlxvoylrrqtsxpsrtrwvpgzmwnicelmwqez,24.0,453493.0,JKUMWNLZUCCRAEPINBCXACVBVIC,O,1-566-205-9306,,S,Canada,0.0,dmfsiqerjjkcrxee,4.0,311.0,Mesa,DC,,
Chl10711,Bob Evans Farms,VQJCOOKYQSGRMVTSIJUAP,91.0,242476.0,Chlkpowogfacpsmdr,O,1-062-960-2563,a,S,United States of America,3.0,Jercjaublanaaxclqdusettaqbcglsxphlhhfzoeplhctfsfxmrbxjjvgp,0.0,,Jacksonville,IN,3.0,3804324.0
RHQ10712,Capital One Financial,Wfsjumnflzknyglxhzjsmgsowgge,88.0,372124.0,RHQWZRJJYKVFWGEBYVMAX,O,1-203-571-9392,,U,,3.0,Ucjjintsbqizluwivommjvsydlrdeftuoyejqsjtjzfffltxkwpoquug,1.0,742.0,Whitehorse,OR,4.0,1863409.0
WKD10713,Core-Mark Holding,HZGECFUGMSJTQROY,21.0,187039.0,WKDQQEQZJKWCCONYMUZRZUDBREMHL,R,1-914-921-4230,,M,United States of America,3.0,dmtrbqsmukqubmiqxtcsevcfkcoizuyauw,,694.0,Des Moines,MI,4.0,108511.0
cik10714,AbitibiBowater,Bgnejnxeswfodnivjrnzsragaalrcuyydptbkyglyzqiicdkvwhgnefmnzpqfsxps,100.0,357994.0,cikvequqouyjpdorq,O,1-523-831-0382,,U,United States of America,2.0,Pwckjychfasdgmkexrmgvqgycjhumtrhnoqo,5.0,435.0,St. Paul,TN,0.0,969264.0
tji10715,Raytheon,CIWFIGFAFVFYDWENKVCROOHRPEUXBDFHLS,51.0,,tjiqjrcu,O,1-334-487-9213,O,W,Canada,2.0,rklbdw,1.0,654.0,San Bernardino,KY,3.0,60014.0
Jrp10716,Northeast Utilities,Obklrqbjjwtnq,44.0,266012.0,Jrpled,O,1-395-158-2149,,M,United States of America,1.0,Eusxuidjhpblqizdbcuqoawtonuawevgkcsycvamrtluoockkquwd,5.0,692.0,Brownsville,VT,0.0,576906.0
Odm10717,Chemtura,Mfhoywzqmbpjyudtddstybihnoltgicdidduhebjzpoulensakuwxpxrdmkcctr,38.0,85620.0,Odmzvfdmpjasmkgomgcawxn,U,1-110-280-6639,e,D,United States of America,5.0,Hljxzpnzjhfgqgisjjjjpstjobxbdbdkntkidmvmsrruqvbbjh,2.0,635.0,Garland,MT,10.0,2352148.0
Wxc10718,Lennar,Gpednxvkttnqfomqkpsoai,42.0,151845.0,Wxcxlevuowqbybimmpxkbr,O,1-283-299-0312,,U,United States of America,4.0,eipbdctszdrhaocvcdnegk,1.0,465.0,Jersey City,IA,6.0,1093757.0
HMK10719,Peabody Energy,Vddzkuuw,36.0,402959.0,HMKHLFHAGVOUFPJWSPOTLCQWGER,R,1-294-601-5009,B,S,United States of America,1.0,cogopxykxtswjywclbgndzmhktccenwrhaelwjtmbnqzfptf,0.0,615.0,Huntsville,ID,1.0,2672519.0
Oup10720,McClatchy,Ywqcyouvxrmaksbkupmtvuadkfmfdmfzkpvutwfyngluumilpfhgxrsjesgim,25.0,306303.0,Oupdxpdwkamrfbcvlpaynxkrsmjlrt,O,,,M,United States of America,4.0,Igcltcu,1.0,777.0,Garland,FL,,3934330.0
