gncd,pstlcd,ddrssln2,nmbrcrs,frstnm,wnrrntflg,ncm,mrtlstts,lstnm,mddlntl,ddrssln1,stt,phn,mplr,nmbrcrdtcrds,nmbrchldrn,g,crdtrtng,ntwrth
ddr11256,ZSAKFIEO,GEHNTZXDSTSKFQNEJCTBCBNPMIGJMRCSVSVIGDEYWLKTOGSETJXASP,0.0,nsdxyswhdikai,R,15160.0,,ddrpxugzckjywsquerkhejcscugsj,,ppeziznljyaffpvl,KS,,TJX,8.0,1.0,75.0,738.0,1120721.0
Wai11257,inaeyb,QBRDOBADLOJPGEU,5.0,Opyyw,O,221640.0,U,Waimxdyyns,,winvsnvhvbejptgompylqrvvuxvlgdzlsorwdv,IA,1-526-947-2279,Manitowoc,9.0,5.0,51.0,765.0,3624132.0
Fst11258,Ycuumhqgk,ZXYKATOTKWISMMIXAJBISATWHYGHKADADLNVGEHKSSUII,3.0,LZVQJPNGIXPOX,O,80581.0,M,Fstjdfcilmptvnuzmn,,Aabeakqdzmcpshoxrrsooynojmsg,MO,1-672-375-8978,Boeing,0.0,4.0,22.0,661.0,2614807.0
PVH11259,lnqnei,brbjxcoftmmacztnabemrdqytiypcxejkhmmxuwhoifupsbzhlmlkmnbzcezcttcumc,0.0,DXUUUNVKSNHGOJDUKGJUUWN,O,115336.0,S,PVHPRLNLBOLYDHGBOZMYUS,,Yfqpnejclthrjjyzequmpcydryjzphwefvddgsarxywbfl,ID,1-274-972-4757,Owens Corning,9.0,,42.0,697.0,3691390.0
nrb11260,qxmdkucbwueh,Mxumzmvbqxxjtfs,5.0,Awerzhtiieu,O,342513.0,U,nrbyxioemjmhbehxlpkwzqux,,,NE,1-213-369-3144,Harman International Ind.,4.0,4.0,71.0,437.0,1552518.0
vjo11261,Bpctodot,Hxckgaksjfaglfqqvlvpgqigxqcaeqrdaptt,0.0,Vperqe,O,343045.0,U,vjoxdgyxddnmvpdp,o,Kaqqbrouiotgfllfuahkeehoziuoxtbliocrcqcwpaxlpqiawecghpghjokmrffaqdoffbrtsjv,VT,1-366-700-4149,Edison International,,2.0,6.0,466.0,3101696.0
Fkv11262,VDKXUKSBBAK,fgvcbsodidnupuzigffmtcifeeepcralgqcrkncbpixfoqwyztusrsbmtjmmwpmdeduabksphbbhg,5.0,HHIWQRGXXBFDXUNHUHQRJCHGGO,O,418944.0,S,Fkvkh,,TCOKVXHWFXQDBGORIBRNVQSDVTSAWHQJSV,DC,1-357-172-3202,Select Medical Holdings,6.0,1.0,39.0,630.0,1921967.0
Bji11263,,mglszousmogptosvwcpecfdnvssmvabni,3.0,NDNJSLBHSSAFGUKZGRU,O,406480.0,M,Bjiybdqa,Y,Knmwovdlfekgmdqb,AL,1-145-612-9353,Amphenol,10.0,3.0,79.0,706.0,2667763.0
qks11264,Llsuusakyzty,Kuxjuaajzfkpodjmzgxxcg,4.0,Lzbpdijwrj,R,172999.0,S,qksmuj,,Esjtdwsjvnpllnhmgork,NE,1-723-801-6100,Raymond James Financial,9.0,3.0,2.0,376.0,766396.0
odd11265,Ulzdwzgjqan,OETQFBTVEHBWTV,4.0,Dovrztplvbeivplcy,R,452043.0,S,oddxhscdyihmsdxrybbpoginblroeb,,mekrobvvftttqynlnsaqsurkfvriaazc,CO,1-461-380-8156,Snap-On,6.0,5.0,27.0,362.0,1289517.0
Ijw11266,RMEOHD,ALCJHRHCKFRPZBQUNYVJXHYXHIPKNATYELO,2.0,Vvbhnbgaoausbpbqtfbd,U,473147.0,S,Ijwrxmnjtaeiwjelysewgabtf,,UZHCRQGQFFMQMTSLVNW,OR,,WGL Holdings,2.0,0.0,16.0,785.0,1564668.0
hbb11267,Qhpfkloggot,JLXUGHMFGVVGKXFODYBQFCOSSYFXDBFOEKFLDGNWXMSBVERNIKUB,0.0,Yjcfprfqlaavybudafsaja,O,61061.0,,hbbfcoyj,b,cuggqdjnbhkxernvlnzapybhsfvllqqmwwagetkb,WI,1-276-937-1050,,9.0,5.0,41.0,653.0,2567908.0
xir11268,pglcq,jbjvxxefletuvnyuxrwibhebgymyomjmxljecolqncdhbuqzlzykdnl,3.0,IPDCVJDAITXFOGFSVEGUD,,82373.0,U,xirfxhtz,u,LUBJJTUBCUKHYSQMTVGTLBOEKQEYWRCHTPJXPZCGJMHKXWAONOKREHNAHRWYUHHRVGNMVON,NJ,1-211-319-9478,,5.0,2.0,99.0,345.0,491640.0
BGS11269,wjppllkmalwh,Ytpkesydndlqtjkyivkgpsvaxdbvwxzgiviipgzoqfsroqtrjwchgds,,ktxgmdd,O,393751.0,M,BGSNMRRGM,,Rfftzjeksodqhvdncotslrqbsojjehmqrxeyvzffxpcefydvals,AL,1-006-846-9499,Icahn Enterprises,5.0,2.0,18.0,553.0,3714425.0
Ryd11270,GPRYPCPOQ,Nutopquovmidapqksbjkuuihveryxf,0.0,stpdg,U,68447.0,M,Rydkbehmwdf,K,Cddarlnyazckaumvegjhmqipgugbiwuqjytbaigcwiqisekzjshkluf,NE,1-859-577-2157,Avis Budget Group,0.0,4.0,58.0,393.0,2917504.0
utc11271,,ITVILKKQGORPYVVHFIEYZPRVKEPXIPBGNHPRXUJZGERKMCARO,0.0,Czgeyodpnzhpdvq,U,366700.0,M,utcjgciwjkelfvvoyjcy,,Kkpjvhjrvmncppixaivuiygerkvfh,GA,1-574-956-0772,Snap-On,1.0,3.0,1.0,785.0,108038.0
Iga11272,Fzznbtje,YVCQBLWGQXILDPJNJXSSFVQABLXXPONWIKBUJNCJOJZEIQHLBNOWYQCPYP,4.0,Cdplcfubiuenijevuvixyjekn,R,465254.0,D,Igaydlasagxneragqzvahegx,,Bkcawtnorptwkxhtxdkthcphqaqmedaib,Quebec,1-581-107-2887,Thrivent Financial,4.0,,97.0,363.0,334986.0
Bpx11273,KECSWVTD,hremhqwdwciwtdkfbflunvxzjeomiorgrpxxyeloqnrxjqhxvaudovggqmvdbtqtbecsb,0.0,Vitnsos,O,4876.0,D,Bpxlgntcaj,x,HABMY,OK,1-017-804-6999,Baker Hughes,8.0,2.0,2.0,595.0,3739066.0
csu11274,srtrhhhxujcx,,4.0,HZJKJVOHOULLK,O,70499.0,S,csuqmmhtvvztoquaslnmcec,,VOCCKWLQAMEYSRFZZDVUXUHPM,WI,1-694-707-5767,Joy Global,0.0,1.0,81.0,691.0,3486164.0
mxb11275,Cgsnkonlsq,Xknibzxruwvcorxztatj,2.0,ZMINCSUMRQBDVMLYQOIPS,R,486855.0,W,mxbqemjjlbnvsavsxb,,Bzgfjhvontmtuqrdugukhiwq,Nova Scotia,,Continental Airlines,1.0,4.0,75.0,548.0,1607926.0
PTI11276,OQKCLKEV,wbkjqugrjxtbrtjrkpoayovysodshdndewsemmcmptfewfjaomlvrgjnlkepm,1.0,smonmnqpdvsr,,303318.0,U,PTILKZPHXLMGXVLSWPURMPVP,,Lvoac,Manitoba,1-621-828-0029,Enterprise GP Holdings,4.0,5.0,42.0,541.0,2260891.0
Ngx11277,bgjtldrr,Qqnehnqbhljawbiguianeknlsnloplbg,2.0,Udmeodwhjsxyheewsofl,,137996.0,M,Ngxjarku,,Tqgkmdnvywseeffixpiphtjfweadcgu,Saskatchewan,1-113-468-0134,Holly,7.0,4.0,8.0,529.0,321510.0
hsh11278,,Yaxvbwh,4.0,Nkncuynlwdwskorbjksyyamaziymb,O,441131.0,U,hshruuidabrvonffrnidxhgdxmpjgr,,Zgqnqpuqsjikxbhjjhifwqeiahvybtpxjympftytyodmhyhmbvftuvstwfkkmuckdfrokxymugkuegu,IL,1-433-123-7791,MSC Industrial Direct,0.0,1.0,47.0,485.0,3820785.0
Kzw11279,Owxrzyo,yasvahrrtgfbrikoofuvqpvhsgahgjqba,4.0,sdhvndustxzfcjtajsgfkd,U,112721.0,D,Kzwhkpfhqadjmhoev,H,Viuzfjxjtuofteezoowkxdwilojhjhlzpxhsjexovxvwudwy,British Columbia,1-778-642-4031,,5.0,3.0,19.0,515.0,3326137.0
UQF11280,tsfpueqdso,wqqdqqzhkfgioy,2.0,Morexliypcavgdihnrxjdysuedqfk,O,252730.0,D,UQFQINUIJDVPBGXTIB,,Krkxzjiopjwdkaiqhupevkbvplrixccxglcgxwikgznlohwghlzpoiiiydxshodkdaefcvicaej,TN,1-507-168-7198,Freddie Mac,8.0,3.0,13.0,725.0,951858.0
Ymz11281,fptlnrg,Burskjzpgsccjwnoujswzooojjprnzvjqsoqc,5.0,Xgagvzywbrxhzwrummfxlpg,R,203847.0,U,Ymzxgb,,Ptrugsvowjybufrjcwywwvbeiomvhfacmwqcsvyboibqwanqdmpdicfvvdgfplrnkae,LA,1-066-588-1295,McDonald's,,5.0,23.0,821.0,2312599.0
fgq11282,elqunswufw,NUMNXFOAYXIHWVB,2.0,Sjvyrtfpvbf,O,130338.0,M,fgqoumtjmknmysctvchoysv,C,Qtcrzqlozqqnbcganladctvlibemvsenlrx,WA,1-859-909-2939,Marriott International,5.0,2.0,53.0,569.0,2505956.0
ncd11283,xtvzzitj,Dcgidkymvrcnuntaqtosrpbpgqljaxlllopkojoopzlzliwxe,1.0,Lrtchykuj,U,317722.0,S,ncdxgdy,,Tlkthdcx,WV,1-743-856-7730,Pacific Life,8.0,4.0,56.0,652.0,338320.0
trn11284,QRIAGEPHG,BEEVBJMXUV,0.0,sliavurkiyskkpifrvyznntd,O,240520.0,M,trnznjnxbfwsdrxqqadfiu,,Ffhidnefivcxiqdvhnygwmsdyoyoeewezywcijbcimzqdjtbrbrjdglcoxw,FL,1-558-501-0279,Lubrizol,4.0,0.0,93.0,337.0,407143.0
Pqb11285,Skseezah,Eldsmvgbhmninkjwuvkzopabepnloolzgxrdkksnszilyomwxoekoopwnuncmayvehyzqcwhui,1.0,Dhjwpqk,O,372102.0,M,Pqbugfqyutupdnmzolbrbjny,,srcjpkeweefweckbakihygkbntgstdyfaal,ID,1-106-223-2732,Toro,8.0,5.0,67.0,335.0,1347874.0
vyr11286,Bibtpv,Ybeyjpqnlrootmphutzuwmixvggugjlg,1.0,Lkoasjrkshetlu,O,103398.0,M,vyrxrohmkbvb,J,Gcmjignceacqskosnkrrcxblxwxxoubznoashu,Alberta,1-988-605-9486,Nacco Industries,2.0,0.0,86.0,774.0,
pht11287,XMRHHRWJU,AOZBSHAQFIOCXDTIHAXAJSUSKDIMUJGWUBIHCHXD,0.0,tksaiuic,O,432222.0,U,phtpndcfruspdeqbkjeq,,Xaqyqnahzazwhvcesryajszqogjhnebyzvqqdbntjofw,AZ,1-735-763-1763,Gilead Sciences,5.0,3.0,52.0,394.0,2260125.0
qdn11288,Ccqvpjuzhyq,Mdpzhxpighcf,3.0,CXAVSQPCBSCDNHPBDHKHLOZX,O,338703.0,D,qdnkmehvfd,y,Ektddxyzfxqwpshoasuslimotzuhrfincmcysft,AR,,Total System Services,3.0,0.0,43.0,621.0,2053731.0
Wtd11289,MNKNXG,Ddoeqpmg,2.0,Ypbdhvsujngoa,R,463729.0,U,Wtdzckkixvbvwfqtgedauzpmh,b,nilcmbfumadzzkbnnnvoswybvnqvnkwxqradwdbstnuqkpphmfdfhojbdisviyhmigmmjzktvlbhntgl,MD,1-576-363-9628,,,0.0,38.0,499.0,1498613.0
odm11290,Ajjpqfqri,Ohfvbcoqydwomjnatwwtfkrkwamvjrysortvojbvnjdhilawltqcvwmxttjkfqobofu,4.0,Hilsmcxstflg,O,111581.0,S,odmrlwraeidwpdezlahxleuq,D,VEVBCJLBWBIQJKUWMWPVIKAGZMCPRUBBLMPDE,MN,1-454-531-7915,IAC/InterActiveCorp,0.0,4.0,58.0,527.0,430253.0
Dgx11291,Hmyssqqocluk,JUDOBVPSNOAKEWLSQGQAMTAIQLHMYALMNXSLCA,2.0,DZFYIIEDXUMHVITLK,O,332959.0,D,Dgxkhh,C,RMPHLNXZFEZAQABZRCNLSCMFTARA,HI,1-528-105-2490,Solutia,0.0,2.0,55.0,499.0,1773830.0
Gub11292,cpsculq,MGTNTQXVGJPJBEJOLTWPFLUBTVB,0.0,IAAZTFTOBTHJZUGDEUYUKP,O,309080.0,M,Gubpdhzcbmwjwdblqb,c,BUYSHQLMVTKDEGPOZUTQZRBKKRJIXWPIRFWZCSXVPAFBGSEKFNBQLHDOANMBDYRSTBWGZ,NH,1-911-102-5042,Perini,6.0,4.0,57.0,432.0,1360749.0
Qnt11293,FYPLAXHEZDX,pnkxpeogurzcxroiqqmojnhigazheyasxepsevidcxssimcrtobwffrqccf,5.0,Wclwwnguqpaooyirowslyt,O,339551.0,M,Qnteisifyjpcavmzbsadliijamcdjo,s,KRDFEIEKMSUVMAW,WI,1-136-898-1770,Tellabs,9.0,4.0,82.0,483.0,1553539.0
ugr11294,BABEA,hgklidtapuacpuwbduouqtzpnauwxxukrvniiw,4.0,HHJXJPSVFEHNFE,R,31897.0,M,ugrjfmajdtjlhjdwplcizm,m,Jfodxqwfeajnrmayjitxjzwwftgzjhuasdjpipeqndeyasulhwimzhdscfrdtwuwgangxy,DC,1-242-993-0089,HSN,5.0,2.0,55.0,549.0,3057035.0
UWF11295,pkyvevfodyp,ptelfvoxegdkoeotqqxbvjcmpewmbdsxxomdsmzqknratgevqygvqkvnnjfwzrxmsokjemimdylqa,0.0,Kiontwvwwegnss,R,424187.0,S,UWFRXFZOQTEVGAGKUOHLNCGMB,G,TJWNXFOZIIBKPXMYERRIZIRWTONJEHCVVSUPJJZQPISDKRPSPCQSVIEPFUITIZWEGLROUC,VT,1-272-722-4129,,10.0,,56.0,471.0,1111687.0
amx11296,Lbkqwbfxnbys,ujmccivdtqwayojuojiuhulzxogrpevmdtlloufkvztxfqxogkrjkjoxkanzslyaxtojjb,0.0,pktmnncodrgqhqmbcccjhjema,O,91406.0,D,amxabxbnftqdujluxzjrgldufpc,x,FPOQLLLWQYSLBRQFHROSFWFVSRYFVKYGULSBAGPKGDFQYVERCCWOX,TX,1-427-147-8030,Continental Airlines,7.0,1.0,21.0,412.0,2426909.0
XOD11297,,WNEUXPLYKLHWPA,5.0,ldeamtkkqbegmowtzpbwojf,U,439130.0,U,XODKXJQFFN,w,Hvnfmxfvjonyfdlrqhbnqhlxyysgumfmrmdxrrcbyhrxrunoiyxmmbgzomqhcfaxlmqqa,UT,1-140-819-3904,Franklin Resources,2.0,5.0,76.0,796.0,1645384.0
NFW11298,Wnhoheeur,bqnlchuhqkhgaxpfcunxjpjajgsqshbdu,4.0,Sskamsdgtiruhlwlcegbeaop,O,203900.0,W,NFWZDRPEHBQMFXROMLPCGDM,,Lfyivzheqttsmtcrculbhqgxruywblycmsfswqmisubsrjtyrgbfzwuqrd,VT,1-683-782-7104,Nicor,10.0,1.0,,,1125411.0
Xmt11299,Vfvnhfspb,jeaugvbor,4.0,Kvzbjigkuesnwbxefxzyioagbg,O,218554.0,M,Xmtyg,V,Gaklfgujbycnlrdibzwuknqxpavudckvubhtqcqcbecfkjffevjxsnuobhljleplqseozamcpkjjnpbg,Nova Scotia,1-286-009-0268,Vishay Intertechnology,1.0,5.0,90.0,727.0,714834.0
imk11300,Cqdlifu,,0.0,Odkknfvan,O,442557.0,D,imkoshxkiiojmnkmdppc,,rslvouwjegwltcljkusuccaztgokxmluhkhmmmnknkrfnqbryvcxpaoxxtecvhimgewgyhmu,DC,1-542-653-1409,Dell,5.0,,49.0,362.0,3453729.0
Wok11301,LFDRQQVK,YOTYSNCMCGFELYSXXNBLMNXIEOPZDA,4.0,Hulkvwksfd,R,379993.0,W,Wokqlitppqdjzb,,YIEFVUDGVRBORFAJPJOWRIIOISTKRZ,FL,1-552-649-8530,Crane,2.0,1.0,49.0,599.0,10553.0
Jjn11302,Iualfhtd,RADXAKZKEGMWGTHZXXRT,2.0,Ypsymcqvnjdyncphipwxchkmq,O,342777.0,U,Jjnemmtoql,,tfyyouvemoblqoojkcabeavdke,DC,1-865-233-1724,Pioneer Natural Resources,1.0,1.0,81.0,692.0,802449.0
dng11303,Nefuodqru,jidruzdpwqla,5.0,Hvupcstc,O,220954.0,U,dngsolxxsptmicxoxvxkv,U,Hddxpzhpcbgemorxgjgquxeglgiaqcvubcfxkqascloprw,KY,1-403-441-7156,KeyCorp,3.0,,30.0,664.0,646641.0
cki11304,qyvhbv,Cebpcqsodclhxcyhzjbkethibgtxxxcoivzyhvjazeipecsogopqiohdhrjkyazqchhjcitvwpgzu,3.0,ALDTRLDHJCUOBMQAMWRRC,O,30937.0,D,ckimogtgtrwyhnkikmxjsekhav,L,BFFHMNGHGBEGGOTVNHBPTWLKJKZWRNHRMXOXPAWEKVOASPBNPRRU,SD,1-950-137-1075,H&R Block,5.0,2.0,32.0,,939590.0
Fvq11305,PXYJWAXGL,srdfj,2.0,YTFKODGTKIFQDXA,U,268707.0,M,Fvqbdcfzywivkkwvhrow,,sbwarqesbmvzoelwkjsaubpcpftiqaghglbxjiflsxjggnzeawftvkhdkxm,AL,1-834-306-6774,Erie Insurance Group,9.0,3.0,20.0,839.0,99396.0
HDS11306,Txnerydoc,yqsuecnawvzsocebiyxf,1.0,Wrpirulg,O,58493.0,M,HDSTZMSNGKME,,Vtqflceyamocrlswzchvyamvsrnvhrkxfuycwchdeilahucsrrpxiclyieuagxrmfu,MA,1-908-495-5891,WellPoint,10.0,4.0,53.0,620.0,348186.0
hzt11307,Hmuqodrmoxpe,YCZDQNFOATRSZROADMPOHVYTFOUMREUKLWTGCRAAOVRBLK,,Jdadnqpxkgnonwrptodhbkacs,U,357450.0,M,hztdxdiwcihnbg,c,uremrvplorroikuvtacftzvwbqvmacqcqcrcdawluavrbqvft,Prince Edward Island,1-234-377-6818,Intel,8.0,0.0,,565.0,525745.0
skv11308,Xaaraaldoa,Wqgdzmntkxykehwjeoajkjfnooviomzlthgrspomgbvbjxbwvuofjfopckvflfrszyydozsmktc,4.0,Xzbqpuefcmm,O,402241.0,S,skvxgukgdnbewwpjeik,x,QSNAQMMTUNIASVLOVGNXTNINTFERYTDCOXCUXAVQILR,Newfoundland,1-058-467-6102,,1.0,1.0,69.0,380.0,1210390.0
Kii11309,Liaaodwnpx,KMFFNSTELVUQXWYVRLSTNQCKMNLRCJZESMOJFYZORRDVBBAPPTOAYBXFVRVMFVUHA,1.0,Hvrnnrltpbhmkxtjbk,O,122042.0,D,Kiiruzqedkmvzjecaivxfkfhwuxkjm,,Spigxoreec,MO,1-169-885-9319,Dean Foods,8.0,4.0,80.0,772.0,3032307.0
YGE11310,mxeslhzceq,VKRIQMFXTSXFTDCFP,3.0,ZMRLSWPPLHILQBWMKJFTQKQOR,U,405951.0,W,YGEIBKRBHUJJ,R,ARBWRWIZCFKSPWTRNDNAKUYVWTEHXILITTUPSTLAONZNDHJZXPJJTCFMDAPHJBNDHIMC,OH,,Fidelity National Financial,4.0,1.0,63.0,593.0,115832.0
axu11311,Eslsox,Usptcelnkzlglxclgcibnmhcbhzbnvqgshbpgnjfh,4.0,Kuntxeehcpoxvyaeuzdwkoe,R,183120.0,W,axugjjhsxfmf,,JIQIVYSPYBPEMVBQRNIXDXZGIXZZNEWBWRDQDPJLGUHMERICBLQLWCEQEXFXNKDMMAJLBBGENS,Ontario,1-605-826-2886,Cypress Semiconductor,7.0,4.0,12.0,676.0,3971250.0
Wey11312,Xrziv,vxhsmljsgwqrcxcbmwmqemjembtwbbgcpvfnnxxjcamlehikksabcnpbobgqqxlwzdzcmwdkaqfuak,2.0,Itdddgm,R,240316.0,U,Weyyqknslpfohtivrelcluekoy,,Gkwfiwhguwlgunvjhciqqrryubkykntfgofcnldtgslhwkltfjzjhwgtlpixlqy,AK,1-204-549-3635,Roper Industries,7.0,5.0,85.0,760.0,3091623.0
Gaz11313,guzcp,Gjpia,1.0,VVDFPIPNNNBUHRZEUY,R,426953.0,S,Gazehyqanxinfumgy,,,FL,1-505-006-5713,Cintas,9.0,0.0,,471.0,
Skd11314,Ffxruvkmy,bedrbartftalgcemxadyxwvbec,3.0,hkuueterethmmqokjajtmgvy,R,466235.0,M,Skdsshqjvlvvkkxexwxbhxfgfi,,gffhlieaeyzvophhkfnapeehjmtuviyqzosljfvvqwqjutfymukkgflkmcwg,MS,1-696-497-1606,Philip Morris International,5.0,5.0,59.0,451.0,2082774.0
Oni11315,Ekiodn,Jfgesxvypjstqrzwfxoojdypsulffrstusqvdsjgkanggtvdpfybwzthmvxvqhvbixitc,4.0,qftulqm,O,242391.0,M,Onigtclrzeousrn,I,kvhxttnffntphqqaraxdnpsdvtsdgqrsgupllhxwxh,Quebec,1-546-217-3273,Marshall & Ilsley Corp.,,4.0,65.0,738.0,107328.0
Kct11316,Bfaamq,,5.0,Gslmorpoilcbphxorvvcbwar,O,112003.0,D,Kctowgbdefwpimmoky,,vmfox,GA,1-281-562-2121,Annaly Capital Management,3.0,4.0,32.0,521.0,2499732.0
QFR11317,NJGUFKQVRGPD,Jbiouwnuweuheumnx,0.0,Rznfyzxdgohnurjejrdvihqacsj,O,1551.0,S,QFRKWQYQJRYXRCKHBGE,,Gogzdqnjzenekrtdreqftfmbkoklwyhjwlmhphgkdhtleunnuaglignf,IA,1-512-566-5119,Ferrellgas Partners,0.0,0.0,81.0,434.0,2276604.0
oai11318,uesydap,Voupdfzxylpzrwjdazshmwkcajzbwi,1.0,Vuuwghmkmpbaiqixzdbe,U,135827.0,S,oaituhgjnhe,D,RLNVXEUZFVPFKSEXRBUYHDPLKMZTQKBOWWPMKUOZBLQARZVMVM,KY,1-439-119-1797,Acuity Brands,7.0,3.0,60.0,383.0,2862245.0
Vns11319,Tqyldqmv,GKKQROMFVXBUPFCFELKNTBLRTLZJDIAREHRTQRENLQOQTMCDOKPW,0.0,Iaidklimv,O,285.0,D,Vnsdksw,,,NY,1-943-305-9972,Catalyst Health Solutions,10.0,0.0,99.0,354.0,516195.0
Heo11320,Ciuhbsvgu,gbvpwrqrapaaywfyhlvhaabbcjmeztmhtiandoinupix,4.0,Rtbvxjqmbdtbojlbuzlahgbpn,O,201057.0,M,Heoydmlwaqrmrnqdhriphauimscg,T,Eyyshdkhasqgrqqxetdkziodnhndckctwgjcamngb,AR,1-075-145-9510,SunTrust Banks,10.0,2.0,77.0,424.0,3978898.0
Tdq11321,ZJJJKFB,Xuumslrdzpphbctbxyrbkfmidqkmwkvdygvogjhkdhnjjrfpisyfxqsjtcdba,4.0,tqszglnugvqesdafnohhrklzhrnwq,U,,U,Tdqoekpdkqarvpcibkgshr,,Hkywahkgeeplwkkvfjbljvaniphxoqqpfidsbxwhdueoc,AR,1-740-351-5671,Continental Airlines,2.0,0.0,62.0,,958632.0
xpm11322,Ysfqg,Ycaiuydyvfaiewbkauyiwbcbnoutlebtahcfvalxillkeox,0.0,Srqofjzwfpbfw,U,170325.0,D,xpmnhcqnnzi,n,Sqnelalrkcwwt,PA,1-519-250-4548,Winn-Dixie Stores,,3.0,79.0,657.0,333743.0
Euk11323,XYUMRXG,iebapbuobbrdxafxkpjfxebivqdjsqmzeoshfhyxbuojlortgixrt,1.0,RTYAAFBAMXVCUXIYMILOOLUDU,,172884.0,M,Eukwkolfbabafghmutvwnifkswu,,KQASMGEYCIBVDGGOUOXMZNSPJYWXNKCIEBJNRQSJ,Manitoba,1-092-105-1713,E*Trade Financial,2.0,1.0,11.0,308.0,1388016.0
Pxk11324,MUKPTLCHQGS,uperahgtnrqjsoo,3.0,hrlclv,O,398685.0,U,Pxkmedxunkqszaensalycgxwu,,Llxyflaclwywwcbtgudccgmoadyrelerpsy,CT,1-456-330-7198,Regis,7.0,0.0,70.0,741.0,2445180.0
tpk11325,CHBTX,ztjnvbmauyiwawpiswoonqwxlmpwwyqifwdxsihhp,5.0,Xxkaoywhutontdgarcwezxnb,R,332418.0,U,tpkgcpsbggdxkrsitsnhsetfqi,R,qvajsozllulhpizmybrosjztnoagbpfdkezlvkbuesdgwotvhxxetojjegdzhnbjtae,Nova Scotia,1-326-894-4273,Century Aluminum,4.0,0.0,8.0,667.0,514703.0
ssp11326,Jbsqxkrljji,Qpxukelfgbrtsmssytvrcedlrhjowbufvjwfszjy,4.0,Xhyrbszap,U,81903.0,S,ssptkllpywowqqzla,e,Vrnbtwmyuzhklypljtjg,Manitoba,1-810-725-5663,National Life Group,0.0,1.0,,554.0,877908.0
Whj11327,Jlewvc,Pllkfxdokpbhmkrwtkzbaywkupohaqjqkahlh,2.0,Mtkgsfnskxjqlst,O,290471.0,S,Whjtjmixisefdbntbbjuant,R,wmmkyiunwiljjvcpust,LA,1-293-436-8099,Applied Industrial Tech,8.0,0.0,17.0,363.0,2929968.0
qpm11328,Evwbau,Hrmttebznjvqmmtguqnlclrtarihwshmlvtzewtodwnaszcxwpptiqzjjo,,qwujujpmsmogelgibzfuocmjzn,U,275201.0,M,qpmuhafryiwihkznillufamkrx,L,BTKWSHUXRSNGGTTSANSXQIWEPHIIRFJ,NM,1-599-272-3292,FM Global,5.0,4.0,2.0,716.0,318288.0
Fhx11329,Qxthljvqdc,PNDAQEPZLOHHVIXWIVESYMCFSCZFQZHCBTTBKTRFVHHCI,1.0,vkzecfijwkvjqcynvmfdg,,460979.0,S,Fhxczypmuypvvabkzlhh,,yubztkkrqdqluveqeioqnhwvvxtrnoeyhxjvq,TN,1-785-951-6872,Yahoo,1.0,5.0,89.0,734.0,2898082.0
AGF11330,Gjzrfn,Ezlspuectkufgfdnwhcsmlqfexjuorweizhvqkh,0.0,Kjniivslcsruyqpiy,U,254093.0,S,AGFVTI,P,Nlhrdhcxhnytvxjohidseyijkokohprdaatmklklbbuzopatj,VT,1-940-078-3143,,10.0,3.0,16.0,728.0,157768.0
srg11331,Zcqgmloqmrc,Ntaokfasyxgfirixcaeuaissigpeprcvnscfgaeeqwnyhztqnqrrzoqesviyapyxzrruhs,3.0,Vtxjlxocdhceqobyktm,U,61452.0,U,srggbudtniw,,PXTOYXPYWWIJPXBFPUQ,OH,1-968-826-5703,Constellation Brands,4.0,3.0,26.0,315.0,3828862.0
sgo11332,Iawfkunuz,iifjuoyscsaplwcnkihqqiogblxxrkujodiyezemjc,5.0,Dwduqkfrwtiojmpbediolyakwpnj,U,237493.0,S,sgotppn,,Zdojdzupfwogdfgwrnioofaobtzfurknleobpuvoyalyyozhjkszrwoqx,WA,,Fortune Brands,0.0,3.0,68.0,766.0,996857.0
Wcr11333,kixtisovfy,Inkweepidorborqllwshrgvesuxaeoycvhmddmlvrbgvebxd,1.0,pmbdgp,O,204131.0,M,Wcrvpiyinvomwqceujhp,U,tokgxixdzzccxvunbevdlkmiyqwvjbshxajjfblfaccjhwpdgalutsaglepuyhpobrfp,OR,1-051-429-9580,MGIC Investment,5.0,2.0,60.0,497.0,2041319.0
uuo11334,EWFDGKLFT,Vcfuvnevlsvnltjcorddkphkbsalrawcwirvcbmkcbcxwqgwxmsprakroimwktwgzaxvduztbgac,1.0,Nvxqcxwyzaspnd,O,91930.0,M,uuowuryqshtetvq,k,dlprheqoiqkfoygtnkrxwalu,WI,1-954-259-4384,Wells Fargo,7.0,2.0,27.0,476.0,3315704.0
Ovj11335,Ivgqipg,ebrveeccosielngpthjaallxfpwxosmlmzwzoryaludtynibmlwftk,3.0,gckpglcjkrjuhxgen,O,366485.0,U,Ovjvtbzqoibaxenhdsuiupe,V,,NJ,1-164-233-6272,Eastman Kodak,1.0,1.0,28.0,389.0,1098594.0
Vqr11336,Ewadkpfb,wopzqogmoposx,3.0,Nyfxssrpcexru,R,310453.0,U,Vqriqvclddgjkwflirfujdffgqhl,,Lrzocdfceoucleezhgzjnxtmctmrpavjtlcrvbujocekfrtiesdsnkfdsqljlbkhbt,Ontario,1-200-170-0447,Corning,8.0,5.0,81.0,710.0,3972846.0
