FirstName,NumberChildren,LastName,CreditRating,AddressLine1,NumberCars,MaritalStatus,OwnOrRentFlag,State,AddressLine2,NumberCreditCards,City,Employer,Gender,MiddleInitial,Phone,Age,AgencyID,PostalCode,Income,Country,NetWorth
Tezfqpahoacsdyl,5.0,BIOCJABYENPOTRTDPW,586.0,Xdajnraxscihxhhbsiksuidssexugawkhtjaluhcctznxeenw,4.0,M,O,WI,jylnjepx,7.0,Grand Rapids,Prudential Financial,F,V,1-980-006-1385,0.0,BIO5350,Ivvbqkvnq,398457.0,United States of America,3039656.0
Nxyqkc,2.0,Qwejqiqullgevhmsgqvxfaych,784.0,xzbtupsxssswlhcthrsrycfakffbwujkvidhpaxhgtjatwpglhccbsvafuflntaerjbdcpkbs,0.0,,U,LA,AHNSETJQ,8.0,West Covina,Amazon.com,,g,1-615-146-7933,67.0,Qwe5351,Hynfrlc,426820.0,Canada,1261576.0
Idjiadtqhucngytibdhhynmkial,5.0,oxtygshkegneaudcyyvci,700.0,YVXCNOCQMBSWLHBSBXHGHBIEUNRECOHJWIPHBTQDKNOJHUVITCDHENZZGOTPEYVEZIKEWF,0.0,W,U,Nova Scotia,lwkemyergmqjaiaewumgjgpniovmxshyhtixnfrcmgkpioxloqqfthqignzliwwvzqwzkwmdsullsgue,3.0,Bakersfield,NII Holdings,,,1-024-367-4996,98.0,oxt5352,DXDWXBU,127522.0,Canada,2433487.0
Rlatlqbcewl,5.0,rrcflffetmyvrefjeapawau,816.0,Jtppeahdgbfhngmnguzmnwaaujjlpbfzncduzgmfsbmzrukcejabieuwgygkgklgbltrfrtxbtlahtgu,3.0,,R,ME,auvnlpmaikuakdpffprrknqamggigjufjolsiyfhynlsmbraypwhnes,7.0,Huntington Beach,Union Pacific,M,,1-884-037-0016,94.0,rrc5353,GDBUEDJ,147562.0,United States of America,1733549.0
ARFUYRVUHXYIOZIVVOW,5.0,NICGGAJJNOSDGTNQZEJAS,547.0,wnhwvlywvtbcggpacklnamjvjgsepginkoqjxvhlxnlptunbmsecqbqzxkhkymuanm,3.0,W,O,Ontario,Wganmyybegzosebywbpfrfqdnhfohhkurjmaiheiywejyxdhueawvet,0.0,Tucson,AT&T,,b,1-574-478-6917,74.0,NIC5354,,162125.0,United States of America,3087881.0
Pmyurqnmcxqq,2.0,Hgtri,782.0,lgkqiaxrqftsbuoppfsxkmyaqqcifk,4.0,U,U,MS,qhlsilxxbsdzqktqamouwqvvlcliwjlfwpetfyztxombglhdllzqeymqqauoakkfsrma,1.0,Las Cruces,Safeway,,,1-258-696-7693,94.0,Hgt5355,Qvpzsbkxm,85419.0,United States of America,2050651.0
QQTLWTIVIUJYBMVPRFJGDE,2.0,Dcpnz,369.0,Puqoktqowaqxeumentaiprphgzdirsjaejmxkysbqelcsreuhsliigzwsahfhiaueudvroaic,1.0,S,O,WA,Utwlsyumdqpmwtsxtfzdudmraqwpyczrgrgvka,5.0,Pueblo,Priceline.com,M,l,1-820-626-9611,65.0,Dcp5356,Pheoatqsn,497049.0,United States of America,2032395.0
apellsgdxrplqrybibtix,0.0,shewsbzidxwdjkdqeggt,423.0,Ynkpndberbnrhjglqgqnftnncphnpqumuvqfdbpkplyijkkzcmqjprco,5.0,,O,NH,WRIQNPNGFRFDTTNNIXITLGJIKDAUWUZYSOKXMY,2.0,Beaumont,Albemarle,F,J,1-813-451-6939,99.0,she5357,Njzongmou,355941.0,United States of America,3291849.0
alrihwpnmtwedge,5.0,Nqsun,,Bsrclggrcpssolkicmxnxstyhvsycdxpyprjwrpwllxpbcsqkdmg,1.0,M,O,AR,Uprhapxiiqfkgfqwvvijbkeebouyasmj,7.0,Greensboro,Landstar System,m,,1-560-720-0955,67.0,Nqs5358,Lvthuug,255655.0,United States of America,3800859.0
Lhehoaxpwvjvdnbfdkemdwwak,2.0,Vfrrxfgyycidtfbmwgueskt,626.0,LRPNLGIXKIHNHGJKXSUAMVFKT,1.0,W,O,MA,Ipeyletjmaelsfdhtvwznqreewevowhueewrqtaswgettbhldykprcvywmkghzurjtxdlszuspjm,10.0,Mesquite,New Jersey Resources,,U,1-969-279-0750,36.0,Vfr5359,uqjefg,471490.0,United States of America,1574093.0
ctrfawgduedsaollnudrjxpcohoai,4.0,Pgsqpznwloewilx,794.0,ddexvrkyoymaocpivmnihvzyutcbsuzxlvlpqikuswbfbluxuguxaigmcbblmmwvaanawdwkvz,5.0,M,R,NY,mlngddyhpwofmiovgmcfmu,4.0,Grand Rapids,,,C,1-002-353-5246,44.0,Pgs5360,Vacnbttz,467108.0,United States of America,2963419.0
Dxxak,2.0,Robxdqdadtduui,672.0,Mnymhztgfxuquqvntivtvnxodbflzpenbwemkmqhcgcxtslhladigxlswsj,4.0,M,O,AL,URHLIVPQDXKGGLEZKOSWIZQDFXGHAWVHCSBKSZMHHKEVH,8.0,Halifax,PolyOne,,,1-426-583-8944,54.0,Rob5361,Jxuvu,2036.0,United States of America,2714761.0
jwkzkczxa,3.0,VJXXQDXCIQCIHQL,452.0,Zktzuutixgdpmdyzstxxurwbvxtharmflmnbhrlmjjl,0.0,M,O,MS,VOWFMLEFOLETUGSMNQIMSIINEOEZLOQJIKWITHZE,8.0,El Monte,Continental Airlines,,m,,93.0,VJX5362,Tvuhbttvc,435887.0,,3390186.0
VFQSKIQHQYBRBUIET,2.0,Aywgyhtcfwcdrfjshdd,370.0,bxwaeevewwteypqeodfkugsdhrebtywnslzeqqmapbtymaoaeilucvmhtlazswsd,3.0,,O,CT,duaotnfsbpkwpozysqvejjghasmsaofdzbnctzrklnshmksjfvapdtssqrhbh,1.0,Bismarck,Newfield Exploration,m,,1-303-099-1729,83.0,Ayw5363,Omrcqq,222454.0,,3771273.0
Lnkjhguenglbybkvbihfv,4.0,sytgodrpmqgsagazbd,762.0,gihuccvnmktldxsfizalqfqfpqqaoaaaooc,4.0,S,O,TX,Swukhbvqxavxgxcjoctvucbxxjrnyefwojjzdhoft,5.0,Casper,Universal American,,,1-080-919-2302,41.0,syt5364,SUWHJHS,278560.0,United States of America,1845676.0
Ilbovkfcnharcdvlsoozqjxqej,4.0,Zqhzibqhuohjwiqvlxtb,814.0,,5.0,S,O,LA,,,Great Falls,Liberty Mutual Insurance Group,,,1-328-383-0138,36.0,Zqh5365,GWWJBKPZI,12138.0,Canada,972678.0
QBBUDSCVSNX,0.0,Aklqtfujzggzrzvmktoct,,Apjdqzwfopkrpdwyyxwdviibhmqacderfhudsgknwhagnrnrvhspmkkpardllyt,0.0,W,R,WY,sfwrnsyxbbdhopnjbjmataoujttbfqjlickwmvhbrlefmfbmdjxixhlnxxttyncdiey,2.0,Las Cruces,UnitedHealth Group,,s,1-065-249-0791,38.0,Akl5366,GWCJY,194034.0,United States of America,3293927.0
ILYIMOJPOSCLDCITNIIDMDUFTIDIYD,5.0,Qruqasb,351.0,Tpozgxofcvlckrchyvgrixltaeh,5.0,,O,CT,mfkdcrffyuodlixudxl,10.0,Austin,TIAA-CREF,,v,1-526-323-9609,60.0,Qru5367,Paqzhnbl,5894.0,United States of America,20082.0
YBWUYZWQHDBEISBVGQHYZWLFKWTWEK,4.0,LVYSZK,422.0,RSFKIOIDBBIGOJCPFXYVEWSCEILFDSLIPAKEEFPCFUGRNRGMITVYUVCKKQSKWDULJVVIQIEHBRGOHCP,3.0,S,O,Quebec,Stfrccwzimgrcueaefsbzkjqbsioipyiqvjydbtlbbrikjkxdwilvwzumuvzwks,4.0,Torrance,Ross Stores,,Q,1-974-444-1335,13.0,LVY5368,ZMAWSQWSXPO,356777.0,United States of America,3249257.0
Eviwsvgsmywxjoygh,,Wyknnaxcwwxsrhqapfrbizysmcwl,643.0,gdkkedzmnehefpbakwwzzoovmndqdnqgrvnwrswzjlxihybbiwfgwqbhgtbaarfhji,2.0,S,O,AK,HWWRD,1.0,Elizabeth,HSN,F,O,1-195-997-2484,44.0,Wyk5369,JVRNYUIVA,399874.0,United States of America,1881849.0
IRZFSBQVRNHPBDAWRCBWBBRIVBHXL,5.0,Njtsu,473.0,Vxfhbzenubsmxquyfvuqws,1.0,M,R,MO,USQYQ,8.0,Glendale,Liberty Mutual Insurance Group,,L,1-582-473-4696,54.0,Njt5370,HVTTO,104583.0,United States of America,2569872.0
Jekueeypocuvfluabheso,4.0,ETHTKAZZ,,Gsqpuwqeahushofbhqfvuhgapiszafuwwqiojbrjswneyyndmlpmeiaqfrzxcnxby,3.0,M,O,SD,Kvxgzlnupzilwpzkabdzehtbgeuwsjiiotyqvmtmeoqojioqpgwsoxlnymufmduyx,2.0,Sunnyvale,Amkor Technology,,i,1-715-508-8441,3.0,ETH5371,eykaofwh,284073.0,United States of America,3162121.0
Migvqzivreltegjpsdmqjmdnya,0.0,Xpkqefwfvvoqsqawxf,671.0,Losmobb,5.0,S,O,Ontario,TOFEBWWAFJDDOOAFEXXSPXUISGHFNOABFMYXUVGO,2.0,Virginia Beach,Flowserve,P,,1-957-666-4438,82.0,Xpk5372,cmpljwp,297069.0,United States of America,2516241.0
Jhrmlekfoezrrcfg,2.0,idkffjzpjwrbbdrmchuoupaiixc,674.0,Tpouqnqmgj,1.0,U,O,DE,Eayyukvkklumkxmgyo,1.0,Boise,PNM Resources,,O,1-421-399-2735,86.0,idk5373,aqotmi,420329.0,United States of America,3290047.0
zwwruufdqfzexedqjiryrbhtgxgt,4.0,Chmijswpsdmufjsdx,622.0,cbadimfctbaxgacyqskbxmccdcbuspbegxzubtcspbneykxlrpxgnec,4.0,W,U,Newfoundland,Vrmkfhkgclxadcimrwajztfntopsouehxfhzctevqgmnjfzhwk,6.0,Buffalo,Smurfit-Stone Container,M,D,1-120-562-5777,8.0,Chm5374,Kvffzyomyja,427810.0,Canada,2188529.0
Pljkbwyna,4.0,Rqfqzveujvky,580.0,Zranrwxgemviuzlgakpeciyrmkfhcvslezjo,4.0,M,O,IN,ZYECCHVFVTSENGNKGEVHMIZTAWDOXDKWFUMVQPFNVXHFNGDOZGZJ,4.0,Fort Smith,Dell,f,t,1-142-240-5023,100.0,Rqf5375,WIJKASJL,190845.0,United States of America,185500.0
Ejjzpyja,2.0,Hnsaghjbco,774.0,Rhkjpplyigbyibhedspkdjvjkquuqxjhybqtstuyzrwtojewpsriguupmtorrmomzyp,5.0,M,O,Quebec,Ffvmgvjwia,10.0,North Las Vegas,SLM,,,1-190-837-7421,31.0,Hns5376,Lqmewvghapz,103819.0,Canada,3156520.0
IDLOBEIRRLIHJZJ,3.0,Nrlsurdifqggdzafpsiklch,491.0,Pfptwycypcyxbfpinr,5.0,M,R,NH,Djqyiuuiebps,10.0,Akron,CIT Group,F,,1-627-277-5420,37.0,Nrl5377,hztqlf,59618.0,United States of America,42882.0
RLIPWERAWQSJWR,1.0,Dsjagwqhorfumkjfrkhfdvdexdbkyt,455.0,plsnw,5.0,U,O,VA,lryweiapolrzgtomkoscciferzhimtvyksxcryoeawlrhtdocwrhvhmf,0.0,Omaha,Exxon Mobil,,,1-977-398-2673,92.0,Dsj5378,PCOHKKCJQNAE,344222.0,United States of America,
RDXWFSOZEPBGAPKYCMU,0.0,Endneiqmcglndmguuxujwrechpj,329.0,Jiwhvqzrgfwexibzefkfultze,2.0,W,O,MO,Lxgazhibqdacobwbdsldgb,0.0,Madison,Assurant,M,k,1-312-809-5185,48.0,End5379,Wkatd,231251.0,United States of America,1360555.0
gevowwkcbakshloysexgprkyxnf,1.0,XLYKHDS,481.0,BWHZRFEHXHJZTYEMXNITCRCISDWMUYXFRJPDBFBKBPML,0.0,M,O,RI,tnzohsunkr,6.0,Riverside,Spartan Stores,M,C,1-409-419-1283,,XLY5380,Cttunid,70545.0,United States of America,1731686.0
ttjutsevvvdyr,4.0,Geeahzf,690.0,Voeglxiwgxcdvtfztzeqxiehnktvuumnzlfcpvrbnxfuxikdtkze,4.0,S,O,MS,Jwcytfacidbjblziowypezujdkljkwwqynfudimncjfo,0.0,Santa Clara,NV Energy,,T,1-344-186-3353,98.0,Gee5381,gosyzaxrtq,304987.0,United States of America,3890821.0
Yrxwxlwfkeawhvqohshbyn,1.0,gscgzdqnjijosfex,433.0,Lxygvmviztwgwkwiexlvmrpwxpobhpnxervhfgseljturyjexnojdspesqcx,1.0,S,,TN,Ovkquslvctarbrmukhufxyhvmddokxw,7.0,Philadelphia,Republic Services,,i,1-224-394-2046,51.0,gsc5382,Fhksekc,176421.0,Canada,2534622.0
qkrkjsylvoahfbl,,Brxwptjmcrbrjlj,664.0,ajukohgtvqcztnukxhgtkclmccfgalgbaiwpfeerspirhvirtuvxdvpalhocugnbokxleipr,2.0,M,O,FL,pgcepivaiibnosodtwvfnbitf,2.0,Rancho Cucamonga,Moog,M,j,1-027-896-0369,4.0,Brx5383,gefneqcqvdli,172449.0,United States of America,
Rlyvyhsehaqxnggyaalitwfwlbb,2.0,qebetqwrsmslgliel,397.0,IDZOGOUTIPTGUKQIICJVMUJNVERBNUDWWIOCXSKMJEJ,2.0,W,O,NH,vpduccapfznculujulhoinaekyelhlwztawanslndahppszxdpysknfngbs,0.0,Huntington,Zale,M,,1-418-863-1581,,qeb5384,krjyfi,235304.0,United States of America,2140107.0
EXZLVZPLNMOU,1.0,Anphfdujgzjxwijdpx,793.0,DWNPVKAWKTRJROROPHJNDDMZKALFXTNTXWVQQQIDXYPRMCCZYXSQXAXESGO,5.0,,,SC,Emfsirfdvogpglbnovmargwslccaij,4.0,Sudbury,Southwest Airlines,,,,33.0,Anp5385,,230962.0,United States of America,1949186.0
Fmvvrsy,4.0,Whvgnduaccbistetbim,591.0,AZTPLJNHDMZRUNPHCVSUKUMLNNWHD,2.0,,R,PA,wktkkondpycdmzfrlkcfpljxpwhqcrvrimdjigovkmvhmgfvqkgyqbokzgxpsbivhqofezns,10.0,Amarillo,Valspar,,,1-969-423-0792,51.0,Whv5386,TPIVHZN,137086.0,United States of America,2053362.0
Xjtiviwxjiefsljzlo,,Cyvmzpnsthrbbzvosnurnljfupw,513.0,HAOACCBRKXNTDQHSHJAQIUQWYENCEJQSILDZQOP,3.0,S,O,NV,Cxtqkjsmpzexejakiaspkdrcucaieffhshnbjasncowgtkrpsxuptkssjbsgrlgqdwljx,6.0,Santa Rosa,Service Corp. International,M,,1-535-375-1532,24.0,Cyv5387,Vhglvymuldnb,322802.0,United States of America,2523286.0
Zffjqngdn,5.0,HARWESDQTMCVCVVEMYKDDVKUVOX,745.0,Fozkmhyfhtrhdarolcoblmv,0.0,D,,DC,PSYQAFIMXFCANQRJVLYUUKNGJRIT,3.0,Denver,Windstream,,X,1-797-831-8421,15.0,HAR5388,aaxvnxtmlmj,339228.0,United States of America,3884291.0
wtcbcpbixlqoohojxk,3.0,Ronum,467.0,HUDUCWGXQNLVCH,3.0,M,O,CO,Soabczphvtsxnsylqpquuwwvlwmahyn,10.0,Berkeley,AES,,,1-875-351-9442,15.0,Ron5389,Bbxpihc,275073.0,Canada,263526.0
MWMLLZKFVKG,5.0,PJHINCXTONORLMBF,519.0,Uooevldfznwhdsgqsoizwnyxhluuptujgmcfejlarywqdpphmjbmxmgrgzwpgfxpbxzreuk,3.0,W,U,Saskatchewan,Sikphnzlcjtpoatfwblmssslfebxxioymdmqmntvt,9.0,Gary,Vanguard Health Systems,M,M,1-420-760-3293,89.0,PJH5390,Bhwnae,179388.0,Canada,2565588.0
Qexjojwzmzehpknisabsqrzjwrozhs,2.0,Lkrjudpnufjkrrixugrzghnau,431.0,Oqdxmazaqvsnryvcawrqlczxxcmqsyvvioqupzyfbnbwhcw,3.0,M,R,Ontario,hzcrc,9.0,Detroit,FirstEnergy,,,1-256-621-1380,,Lkr5391,Gclvhid,367979.0,United States of America,
kudagatmiorbpxrcol,,ucsnvvgljxganmzacwgpivdpsetm,558.0,wgsdovccdfayg,2.0,D,O,AK,Wtpoehtrsafwtqupkvytekkthratrqvjmfqh,1.0,Sherbrooke,W.R. Berkley,,,,,ucs5392,UMKKBRXCQSE,,United States of America,1471628.0
fzkwztffthecdrjgzzktdizulv,5.0,HGTJWTYXWMHVUUNBLTYPUM,440.0,CDKLEIQZHUFCEYYIWEIIGJALDBRHVMDJRCTDQEQZFFHGIIVECMMCUOVQR,4.0,M,O,ME,WUWBCZZVNAYTRSJEFEXKTGYPSASYVTQUNCXWAARY,6.0,Dayton,Genworth Financial,F,d,1-107-115-0302,,HGT5393,tlqscmggf,414739.0,United States of America,3391363.0
bfcfnit,,wdcmhmgosttbpmktaiukbtpp,507.0,Bqnfqptlxohujegcifngtnupnayrvvgxoxdqqkjshcktvz,1.0,W,O,MD,Cthrargzvzajrzi,3.0,Long Beach,Sysco,,,1-098-626-1286,68.0,wdc5394,mpjqduwiy,189773.0,United States of America,466387.0
isasijytbvipfoo,4.0,Rpxzftaesfngiwiuiggagnk,626.0,Qlwjwgzkpbuwwkabrlxwdtdgfvjbyilkmdwcstiqpejexvwwscdlynz,2.0,M,O,Prince Edward Island,Kllxwjemckacbulgpwlalkiwjiosiesscc,8.0,Corpus Christi,Pactiv,,C,1-038-038-5360,13.0,Rpx5395,Hlgihurumy,14965.0,United States of America,2486724.0
SPUAVGASDCQH,4.0,Pwjzc,794.0,RAWYDCKIEBERTWLAPUDESZWFIMVJZJHNGMPCBHNQDXCLAYTZLNOOSHVEWSTMBOQQI,5.0,S,O,OH,Whhkvnwdaxpsmlwxyezgozyuxcnqothyluhvgsupwoosyhwwiwjngillszwnixntb,7.0,Burlington,Insight Enterprises,m,,1-586-695-1606,65.0,Pwj5396,Ezvswbmw,291261.0,United States of America,3491216.0
mictkemchlpjgrfiyv,0.0,Phqbzxyup,405.0,zvkegplhgjpwxecsrfyurowrnhyopbqvrdakqrdbiyhutclinobqnvatgremiwknrxkjscdastmmokyd,4.0,S,O,IL,LREJEAOFOVHUJREUWOMUPLAFA,0.0,Sudbury,Pantry,m,,1-377-116-1735,21.0,Phq5397,kszyluyb,143885.0,United States of America,795419.0
Zetbwwtevbtyppcqzaljlv,2.0,okolycuxaqibouuondyswfq,433.0,Ylagqmmgpjvtspwmwovujznkgpkchdnkzbaqtwcphroxaaojegmrwadbnl,2.0,M,O,PA,sswsxnpobcocdeiszfcquqsrhxxdnuugcupg,7.0,Virginia Beach,Rockwood Holdings,f,X,1-142-449-3972,1.0,oko5398,Jfosziq,99670.0,United States of America,1816427.0
Bqqhcmegqkzvqvfpdewlmq,5.0,Xtedlwdkbdifomhgbdvymydhldhm,370.0,Eozburzonbpljaebgdzctkcwvncxscpysliiamlbtjneqstkqbefodghpnbdfiyxqwvxvgc,5.0,S,O,LA,nssrtv,1.0,West Covina,World Fuel Services,f,,1-054-578-5011,,Xte5399,ghrkrfmdtvq,340041.0,Canada,3458714.0
YBATDIFNZGEOLWXQKUHFKO,3.0,pkrjqlmwfucikwsevop,413.0,bubickmmxrzkpfsyfxssvlntzesktrhvaemsa,0.0,,O,Quebec,Oeaecufwutwteb,2.0,Frederick,McDonald's,,Q,1-582-985-7220,24.0,pkr5400,Cyweg,319345.0,United States of America,
Tokupkrkoxznpkeodrwazbtfycndd,1.0,wgieglkayxqrjbqjfzqwmcogex,463.0,HDOOVCGCTHKJOXFDTBLKMVHUSMFGYQAWVKQCDHDASRHJLGNKVIMLNWYRJWJSHORHLI,1.0,S,O,MN,SMTDDHDQGHRW,9.0,Hilo,Activision Blizzard,F,,1-123-931-7822,65.0,wgi5401,Lsepzbeowln,249597.0,,3561675.0
Crutuqundzsvewwdxhbghlq,2.0,ydklfmzxsaditi,742.0,AWCYGLSUGMQOJDQDHXKIJCOEHJENWJUGWJCXC,5.0,D,O,HI,Cqwiopzmfpgacsmfaxncrdifwaoh,10.0,Sydney,Guess,,,1-160-213-5768,95.0,ydk5402,Zqkqib,300939.0,Canada,138044.0
wkhbsfhh,2.0,hrlvzdmtxnnndiznikxu,365.0,Jqfiuketfmpdvdqhcwkmfamwyhqljgjsqljtdcyxkrsqxvgxrpdwzwmjrz,0.0,D,R,VA,EWDXEWQPBNNOKXMJHYUJGKK,2.0,Bakersfield,DuPont,,,1-153-166-9670,91.0,hrl5403,Nfgrarozuqme,,Canada,2338703.0
LTHMISOOFPWPS,3.0,yeisedntdhxowrdhkqirksh,322.0,Uprpppihjcwytfywuiorowjooqslvnltjrjojokvxrybwfddkdaquwfseytognclu,,U,O,MD,Kjiyvoafxghedwvlg,8.0,Chula Vista,O'Reilly Automotive,,p,1-651-062-9937,88.0,yei5404,EZDYAZRSE,356309.0,United States of America,3030742.0
Wnupijvwvvstsxuliocfznue,5.0,PSXENWCWODWWXOYECSVXB,527.0,Qmuxch,0.0,U,,WA,JKVQVNRJJDYPEVFHQ,3.0,Plano,Dole Food,,c,,74.0,PSX5405,Elfonccxyxih,339854.0,,641311.0
GHOOEQFHLUIHCIIXZLMISBFINUOCS,4.0,MNVPDKLZDOTVYTDKKQZSZQTUWAZA,466.0,vodixdxolebwtezttnzmc,3.0,S,O,SD,Fufnogrkbilufgapawhgnvavcbdxhticnpkk,1.0,Rochester,Best Buy,,,1-672-131-8696,,MNV5406,Ccwamoxonq,71496.0,United States of America,3574698.0
pmaxwxzarehjgrbxifp,0.0,tofrdo,441.0,PGNTTWJFWMWPFCD,2.0,M,O,DC,zgimtoercomwifvwdmaljmziuqsqtmmgqugs,8.0,Las Cruces,Mylan,,t,1-714-032-5105,6.0,tof5407,ILNIQRXHOWT,122984.0,United States of America,3040397.0
fxigkcwdgwfi,,Dskqnpgyoyzxfmtsuqaspagxzje,386.0,ppxrgs,4.0,M,U,WA,WVTMWNQINWRZAXHDSIPLZUUUG,4.0,Spokane,NetApp,,X,1-736-267-5910,47.0,Dsk5408,Mhcznsnfbv,324007.0,United States of America,2802790.0
FXPMGQBQ,3.0,fnnxilwqdgnxzu,546.0,Zloumxprtoocnrcmjamaixzimqujehqrrzbcpycoxrrbibgzfhhllita,0.0,M,U,UT,Hgpumwuqbliaxrpntmcsxnvcmxabeldwjxffqcdsegsbkuscvivvfhyfrbidp,1.0,Edmonton,Teleflex,F,,1-512-260-1322,12.0,fnn5409,Tpnsfksa,494658.0,Canada,1044080.0
XOMGOFGONNJDBNHB,,amdjsgmjxqb,555.0,twrvkrmmqqmwrtmtveufndrvhanuooopsykqzrruaojrgifvpdqvv,0.0,S,O,ID,Ywrveeartzzsiy,8.0,Hayward,CVS Caremark,m,,1-449-721-1511,23.0,amd5410,qtxchdqcum,495992.0,United States of America,1471669.0
Mezflreqtqp,0.0,zjfawxpsoicvvnevojnazmy,342.0,dvxgvoklmamcqkpstanxdrxvaakmedtgluoaxdbgsnnjuoudz,2.0,M,O,Newfoundland,Aieicenpgejgiihhs,0.0,Frederick,Cigna,M,S,1-947-543-5903,29.0,zjf5411,pmrmmxs,291374.0,,2789064.0
Oetno,2.0,Rpfcpxmkplzpuovyawuicouvwlneze,563.0,Wkwinrmdpqrbnlfcedpgthpjnttiqizgaapjxshwliuegyrih,2.0,M,O,WI,Kgdljknslmzqwlrdynvwcjqlvmoaerafsituewvbowccfphzmwnqkjduxa,0.0,Irving,Source Interlink Cos.,F,,1-668-939-4626,91.0,Rpf5412,retdjxbgmxe,233847.0,United States of America,3701486.0
Inrgfzxmagdzpbrrukd,4.0,Jtljqr,586.0,Dqkfwvqazvslbjtxevgnllewoecpggkphmfvrxchtukmtuvbboipkfgjentysnzazufmfvny,1.0,M,U,British Columbia,nzghajgdjzfqulqonahhw,5.0,Inglewood,Hudson City Bancorp,,q,1-279-773-4266,18.0,Jtl5413,Cbzrysxph,31909.0,,3339518.0
Fzuanaylodejvjhnejzwklisest,2.0,xujdbxolvovsdatjjcfxvaz,800.0,USCXINVV,2.0,W,O,RI,EGEGVVMOTRXLKZYFEJCPRNUQTWSGWSWKYXOWLTWLKPOXCINUXZRZVFQIEKSLZ,2.0,Flint,,,,,94.0,xuj5414,,413568.0,United States of America,778590.0
Brhnidauhdhilzytjuelwtetrx,0.0,RZCHXJCSGUXSTHIRFEJDC,630.0,JRVIIKWJMQQVCKEBVTBWTBKNWMNYJYSXTTTETWIKMUGESBPITPBISBHTKPQMVBCZCXLRECETSUIZZEMU,3.0,M,U,MS,Pbxmapxpkrbsgqixx,0.0,Jersey City,Alliant Techsystems,F,,1-788-748-0312,32.0,RZC5415,Rybjbo,370653.0,Canada,211400.0
QZHCTPYVREEENGNHSEVTEYIVQA,2.0,ogsrpdnwpwadljvqzwimioclafwdfn,315.0,Skpoxkuwvfoilmgxkjmz,5.0,M,U,ME,Chlaxklztrdlkzdnmvus,0.0,Raleigh,TJX,M,K,1-087-561-4519,82.0,ogs5416,Woqrw,34919.0,Canada,2076564.0
Xioicmxvcukbdg,1.0,Bmhyyskvg,726.0,FESEAREAMWPDRXPXZJTVNRSPASGSEOOVXDJCIUJFQSCFHUROTIZMD,4.0,D,R,OH,XNMEPUNLKYAPSWSTLWFGNOZQUPKPAMSJFB,3.0,Des Moines,Costco Wholesale,,F,1-938-625-9297,,Bmh5417,GQTXOOZKB,384605.0,Canada,3625553.0
Kymjlyvl,2.0,Tabwanaq,707.0,Dgeavqezk,2.0,M,O,AK,HTFAFKLRQSTUBFJPJNGEVTYFMZTWYOBUJVFSDSLOVXGTWYMQIBFSBBJRXGGZQKWWHSSMAAQVNWYUIL,1.0,Hollywood,Cablevision Systems,m,,1-635-563-0464,83.0,Tab5418,Thflvgy,7652.0,United States of America,2472184.0
Eihglvowdcevmuxzu,1.0,esgybqep,703.0,jjebjfmvepnmeuccoiiw,4.0,W,O,DC,Figbwxgvwdsfavnlrotecjjrkxalkcheuthakfhkegvtlxgnnqj,7.0,Worcester,Fidelity National Information,,,1-723-572-2121,79.0,esg5419,WAFCBXUGQF,224137.0,United States of America,38001.0
Wwtgqpwjlnssgrvuis,1.0,Eehnf,707.0,ZHBDLQKRSBSPHSUZFJTMTBDPEYUCLVMSHOXPHXXHJIKKL,2.0,U,O,SC,Tnzdwkbrohrnbgznckgxqos,10.0,Overland Park,Gardner Denver,M,,,23.0,Eeh5420,AXANOU,118621.0,United States of America,3707935.0
PIQCJTNBQMWXJBGKXUUGQHLZAQKVS,5.0,Lfnpninfqehgebkixaablglsytwmll,,Kmmysilerhckxhlhiaewvmoxauiqo,,M,R,SD,Nmhuvsovgquycaxuvwtaicbblytuaeoplgdwtnhcynqorrgcyxampmbqrjnscfoosutglywd,10.0,Louisville,NV Energy,,,1-299-847-8906,31.0,Lfn5421,Yiofarng,4091.0,United States of America,2848964.0
OVUHCFAOTCJN,0.0,Djgmq,612.0,uoqdnnoxphydnxiraaebsrcfjaxiwlfvrexurcolrkx,4.0,U,O,SC,AEIROPJVAGAIDUYBPTQCM,0.0,Boston,Sherwin-Williams,,,1-734-209-5295,52.0,Djg5422,Rvnrw,321761.0,United States of America,2565058.0
Vdeaydhrtljzwwimbbmilpp,1.0,Fonoccys,546.0,Qgicouidpmjqliuisdtajljdbtfuyseimopgockcihmitowqeskd,3.0,W,O,MS,Oqsgdrmbry,1.0,New York,Freddie Mac,,e,1-745-158-5268,41.0,Fon5423,Cpqzwmslaict,192629.0,United States of America,2050797.0
vvclzcjmonxtfgr,1.0,XWUCOXVHUSZGGBLA,797.0,Iuaxcwduduwqejqbtvbsd,4.0,S,O,TX,DGWIGAUZQSROUQCYOUTGHBXTREVPTGKEXHGQOHHGIXXEZAZNLMQNQHTUDIDOFXXXJCGZTKWVPC,3.0,Warwick,Time Warner,f,Q,1-793-394-0887,32.0,XWU5424,QZBUCJ,330326.0,United States of America,2052036.0
