prospect_Ag,prospect_Pho,prospect_NeWor,prospect_Inc,prospect_MariSt,prospect_PosCo,prospect_AgeID,prospect_AddrL2,prospect_C,prospect_CreRat,prospect_NuCrCar,prospect_Ge,prospect_NuChil,prospect_NumC,prospect_Cou,prospect_AddrL1,prospect_MiIn,prospect_LN,prospect_Sta,prospect_FirNa,prospect_Empl,prospect_OwORFl
80.0,,242007.0,291759.0,M,Nkrtgql,Jef10894,,St. Paul,489.0,4.0,,3.0,2.0,United States of America,Xufektgzc,,Jefueehbaxnrkbzqvotkotc,TN,expechzozfscqapwionjksvygnpod,LifePoint Hospitals,O
46.0,1-292-180-2332,2591328.0,494615.0,U,Hsiue,Pck10895,HEDATDHTQRESYQNPLZXIRSCVLN,Los Angeles,664.0,5.0,,1.0,1.0,United States of America,Wigxqdqlofbxwjkwzhaffahkrqwjwuoghmelxbylguqxfurdztnxqe,,Pcklhxsqgbk,AL,Rgjkggn,Andersons,R
52.0,1-109-504-8456,2879085.0,157794.0,D,TUWYHKTQEIU,HQJ10896,Rbzpwerrrwjlenjiydkhesefijloujpzlfzqfpmihagizrwvtcouhheziwjgfuvdjofm,Ontario,534.0,9.0,F,2.0,1.0,United States of America,uobjolhpzbnqybupcqpudsreylnimqvtcumibleujjrsnptkthkxwnhzkqkrcpnvuc,,HQJFPYEMGHUFFMLZWC,FL,Goqwsysqvscolaxoym,,O
32.0,1-848-515-3209,2070875.0,17017.0,S,sqcyeoz,Lcr10897,UHCXRSCOLTQQEORPIUWKHSVDRPNYABRUMVDCKBBFDVUGPPHHNBNULDHXNEMXIGLXMXXG,New York,800.0,8.0,,5.0,2.0,Canada,Bohrqnkcspyjashwjwooieghfjozjmim,,Lcrytvd,Manitoba,Vbfxdqxdenthgjeihlku,Tractor Supply,R
55.0,1-746-280-7436,2961512.0,73499.0,M,Jpnsxidu,euf10898,Isjwdjzvkciyroqiavhtlejf,Evansville,622.0,3.0,,,1.0,United States of America,Brbzhblyosz,,euffvx,IL,Tgsegegyeadcqajhdfdohsz,Trinity Industries,R
27.0,1-372-185-7674,553731.0,269621.0,U,,Lwq10899,umtuggklkeervvddkigkeubifmxtllbsevpdsvyvkskmtnxrszmuix,Long Beach,779.0,7.0,m,2.0,1.0,United States of America,tdwcndwzr,K,Lwqnplqchsoxpqpoanrxn,Alberta,Jlbcu,URS,R
29.0,1-447-973-6883,3805111.0,66173.0,M,Kmwnul,vzp10900,,Anchorage,577.0,9.0,,4.0,4.0,United States of America,,z,vzpulekdaduswguolhhzt,WY,Jlvisocfrhlxpqfktibprftkonmsrj,Merrill Lynch,O
50.0,1-711-512-6950,1194478.0,466342.0,M,vgywdxll,Unw10901,gckalmrtohxjqtyyiyezaqaohuikfxcxudfc,San Jose,618.0,10.0,,3.0,0.0,United States of America,UUVUZUZAZKKQZZQAMRMNUAZKNQMMDYYOHXYBKFMPDPWXEQWNAYTGTAJRNUBURFGLVRQ,N,Unwxqlyffusldlw,NJ,ooplpbotgfasmqiekwlw,Mercury General,U
14.0,1-393-112-0293,702805.0,195879.0,M,Sevwdhbdv,Wzs10902,Zcwslsh,Sandy,699.0,10.0,,1.0,1.0,United States of America,Nwparlalxikgaqbrqpolabruuxcvbro,C,Wzsayecybjififte,ME,XASDOFQQNMXNC,Genworth Financial,U
65.0,1-995-397-2081,89580.0,369560.0,M,Fliheax,oyj10903,Bfncujjisskclwemjgcvqmgsixxvixwalcrhzbnxiwyczauqrrpoavvcyus,Abilene,642.0,9.0,,0.0,5.0,United States of America,Mgenfrolvtmseromvvlbw,u,oyjlkhghxvyznxyfmmrbbmximyh,TX,DOIYECQLKIAMBQX,CMS Energy,R
89.0,1-249-182-4524,3364856.0,12936.0,W,Etaqr,kuq10904,ibzunkyptlhphrqogjibocpqnxqgfvocgwjsrovejgzbhifkeflezlsjjzzk,Columbus,808.0,4.0,,4.0,4.0,United States of America,cfmuwxurlsgjnmpmcwqgwosedeycvrauwrikzanhxuxqxyjnoqdqoblvlyosrwzkneaufnnjdwu,w,kuqxxalwemcywmljskxmnm,Ontario,Jltrpiwcgulbfvcgsro,Ecolab,O
52.0,1-732-367-8014,1175581.0,462950.0,U,HZYKV,Qiz10905,MNQZFCVUMPUFFEVZRQDGU,Denver,379.0,5.0,f,2.0,4.0,United States of America,dokmkuixymnjsrujtjzucuxthc,d,Qiztxnn,MO,TGWNYSJLQFWNOGCRD,Warnaco Group,O
58.0,1-212-364-0014,2461352.0,405694.0,M,rlorncyvy,FZN10906,YVNPHCUCFIQUZBKWMOXQNPAJGMEJHESBKQNXMCTBREUSRMRVMIUEHNXYRRTXHPOVQ,Montpelier,533.0,0.0,m,0.0,4.0,Canada,pcogmmtprs,p,FZNEKGDVGNH,VA,pnbyjuapqsfjkjibbgdnfmpe,Berkshire Hathaway,U
8.0,1-895-727-6050,3437713.0,54271.0,M,dtduijdwha,EWR10907,Spwtrsqwekbmmiwdcrwgv,Bakersfield,558.0,,,3.0,5.0,United States of America,Upngmlcneueswvnihbxyvotf,k,EWREHLYUNMAIYZEF,FL,Lqznyzkbnmsusvrledyri,Allstate,O
46.0,1-245-123-3822,2036027.0,346404.0,U,Oqdovw,Fgw10908,jijdxcsofwuxjzxlplzhzjfojoplakdicrhjpsxmhlcmlfak,Amarillo,555.0,5.0,,1.0,0.0,United States of America,Ztgqzcddmpuronnlazacpfeqjeogrjunpcgwveenqpguhm,D,Fgwfu,CA,kaudad,Allstate,O
21.0,1-601-692-2835,2033653.0,478931.0,M,BPJRZ,kzd10909,xfbmcwnufjspcskntbzzxvovyqepeiqtrakkcgxze,Hollywood,470.0,5.0,m,0.0,5.0,United States of America,NKQKXQIZXBDOVULOHNHGSNAUUONFHCZPHLJCEJPCAIGPZWJFHKLKWLJXKCNAOTAAW,B,kzdqj,TN,Fgcvzyxvidniwobu,Vulcan Materials,O
9.0,,1255327.0,210193.0,D,GFLXRZLB,Nve10910,XBEDHSFMOQDIJCKPMDHFKPHNDQG,Mobile,,5.0,,4.0,,United States of America,Gjftdcperoworqifmnywhaoofarotfhvwmcxsecrrubfuovuahtwgcfeoricagzb,N,Nveykupb,MI,Jceevatpersgtmpatxqavxhy,Interpublic Group,O
,1-514-526-5294,2449252.0,481083.0,M,BTFKWCSC,GHA10911,Yaftenhndslaudlfxdrgussbhtmibowgclxxcflrtzftojpvlckxlcus,Madison,632.0,8.0,m,0.0,,United States of America,,G,GHAULEJQZ,OR,Rqdoe,DirecTV Group,O
60.0,1-439-112-1157,1340516.0,339731.0,S,Habbswgpkuf,Tev10912,Ablizfqscjawfdxarcmfsemqwzujvyij,Evansville,496.0,8.0,,3.0,1.0,United States of America,RJYTKOQIMFLREWFRMQDLTALYNVNGUBQDLWYDASNBDMDVTITWEEBLWEGMTZGUJWGDNWKXNCLBV,,Tevukmn,ND,nwcstievcualblkotjv,NetApp,O
29.0,1-582-813-5255,3461994.0,436764.0,S,jqvlhii,UZE10913,OCHCEEOTTHSGTAXT,Hialeah,392.0,8.0,,1.0,4.0,United States of America,Irviblmlepgmnhq,,UZESJLZNGELQVGFINRGJZPCRZWMPU,ND,ANYTAYSTXPPDNSJLCGLCPAVKUN,Crane,U
23.0,1-548-978-1948,2024540.0,352360.0,U,SRLFWE,NCG10914,OQMAAXOBCCPKVDWCBVMDPJATYSUMURMW,Dayton,517.0,8.0,m,2.0,1.0,United States of America,BGESYFSVPSGUBGLPGSADVUT,,NCGHJMKNXSSURHUOABPXRMNK,Ontario,Amvffuiyqbcfhcea,Eagle Rock Energy Partners,O
94.0,1-746-021-2699,1138992.0,158128.0,S,,bhq10915,spnkisurpsavbhbjpndyqprufmeefmsbqdctqkzqkozezhrd,Toledo,781.0,1.0,,2.0,0.0,United States of America,ASDKYVSLSSURLPBA,E,bhqaq,KS,Fxiosvixvqdxqroxnlbwxucpo,Toro,O
,1-415-186-6687,714476.0,420705.0,M,Xsrmgzr,PHJ10916,WCSSHLJWGGRJLNAITYWXNTJMKKVPHEAOZ,Stockton,473.0,4.0,F,5.0,3.0,United States of America,,,PHJMFTTVVI,AL,ULSJDWSXVCI,Aventine Renewable Energy,O
1.0,1-924-167-9389,2911061.0,,M,Kexqsvsgkvhn,Nby10917,Ueqltrewqwwddbmnbnuuhoiixts,Detroit,833.0,0.0,m,1.0,1.0,United States of America,hivydedderwdlvsthztrlolshjrkjhounjpxuustuukbtcrmviclbcmzimlulbncwrlfptbs,,Nbyrkskvbuga,Ontario,Dderlnwelvxuwogvfwixmk,Calpine,O
24.0,1-609-890-0204,3969773.0,129742.0,M,Bdbbfftghjo,OGB10918,Acaoxlvmurfnj,Arlington,691.0,1.0,,4.0,2.0,United States of America,QBQLSQCYNHGJDDOGIFYCULIINVGPVPBHJQZFEZBNJSRESSYNVBAQGFSHIHYOIQKFWSXLFLJB,V,OGBCSHJKCN,GA,SVLJACBKRBYAWFMIEJB,ArvinMeritor,O
24.0,1-036-865-9969,703094.0,328525.0,M,,lxs10919,Erpkazmcrudfpuxcufvpajdqrtkkfurgcggvlaztdhwumeqm,St. Petersburg,605.0,2.0,,1.0,5.0,United States of America,vvnilmxdskheajvznnkyn,,lxsjuszsaarapzidbzkdehydcajq,MI,XZPSEPGUHDJYUGQ,American Greetings,O
62.0,1-051-526-1667,1949122.0,209184.0,S,rvyqtg,acm10920,Zgcjbwfz,Iqaluit,606.0,2.0,F,3.0,5.0,United States of America,Xiiuxyzagbkhq,Y,acmrsqduajovlrl,WI,zjinmzcrh,Expedia,O
0.0,1-768-813-5360,2703266.0,345510.0,U,ZDPVIF,Wrm10921,,Rancho Cucamonga,764.0,10.0,,5.0,1.0,United States of America,,,Wrmjrvjksncvmzkbqmtmsfv,FL,HPDTETWBQYTDBFLTTCOISELZWLDL,Cardinal Health,U
39.0,1-649-666-1883,380664.0,186382.0,S,Xrgxwhprokfk,Jpi10922,Pawdshdmhrkcnknsrecfhwxzvgbhqmclwsos,Casper,706.0,9.0,m,5.0,4.0,United States of America,kslvlzglgopuixswthbbvdgufyudpiylawrvlxvwgcdahnshmsavkotdfddanvhuwk,E,Jpiypymtpjvtymartq,PA,WQRBVQMHHXPQINZOGHIXPWB,Nalco Holding,O
41.0,1-613-128-8542,2013608.0,360008.0,M,ffigmgxfg,Tro10923,Zvafwkcxsrpowaqwfalbfylvpgeazk,Rapid City,539.0,1.0,,0.0,5.0,United States of America,XYDVKBVKBOJNNKCOKWFEZTPSNLACMYSGYLKUHBQR,,Troomkcbiecthgt,IN,Uotoamsz,MSC Industrial Direct,O
96.0,1-274-072-3038,684957.0,437145.0,U,Luqghgagz,xnn10924,gijkbkchybponndurlawqgckiwgkahadonhoezbrxuudspdx,Alexandria,705.0,1.0,,1.0,0.0,United States of America,Aidpwxwimprqkiakditjvwhlgysgiisglsrlclfmqmsoyn,x,xnnuxfvbowzlmuagrgsnqxxx,WA,Pdapqxnroxbajuoiervvbr,Toro,O
53.0,,1880630.0,156350.0,M,mdcqbwpcieb,Slk10925,naieuiexkkkkdbpkjl,Hull,506.0,1.0,,5.0,2.0,United States of America,CNWZKFSBWJZMSHHLISMDFDVFRPDKKSW,s,Slksmqccxapcsikby,Newfoundland,JTJAKJFLMBQZAJYJWDVGEWDOEDSMBS,Energizer Holdings,O
33.0,1-790-225-4437,2644379.0,290929.0,M,UZYANPDAFT,Mna10926,Xfmmvgbocvtvgopnlqfcetlhatrihkmsrwcgjpvavifkkivfbvwolcfukj,Sacramento,722.0,10.0,f,2.0,4.0,United States of America,WTFHKDJVUWXTVJWOPPFDOMLQ,,Mnatkf,NJ,Lqhdszeqcpzgymtxose,Nasdaq OMX Group,O
22.0,1-263-408-2993,2974979.0,81542.0,M,gasrnfat,Ceu10927,UUHIYLUEFXVRNSASGHTSKQRWMAUBHCBJIPCW,Berkeley,652.0,6.0,,3.0,4.0,Canada,Iwqrtepoxnq,f,Ceujzlu,CO,Dtkipccyqroqpkheosf,Psychiatric Solutions,R
46.0,1-890-985-6572,1290150.0,370202.0,S,Tymbweqs,Lib10928,Lphfjzagbrqjuopvtqvydma,Raleigh,511.0,4.0,,4.0,3.0,United States of America,Wzctjjcdvfcxsdquibugbaazjwnqqwtcspbuqwliusgjwndoivdvcidudno,,Libfaicnipheoywnu,WI,AVSGUYATPZXALQMVFBYCUU,Torchmark,U
31.0,1-265-909-5632,376021.0,268225.0,U,cmujvdjhcuz,bbo10929,pmatykypevllparqtuxgpgujsejiqrwmitm,Bellevue,399.0,6.0,,,4.0,Canada,QSYFZKHHMWWCNNRHLHDESEEOLCQHTUNTCYLHYXVSDZVDTLDLPOAZVRHYWNCYQKA,Q,bbovrseaxmtwhumkehslmbsnbxkpvj,AR,Rudbav,,O
70.0,1-375-393-7011,492595.0,215225.0,S,ujxrinevja,Ncp10930,axpzldoutxutxkmecoyskzvpplrjjzuvenijvmf,Ontario,568.0,10.0,m,1.0,3.0,United States of America,Uhqzkvfihncqgtgildgfhazosjmuyptmvfkcpezylur,L,Ncpbryqnduzthh,PA,Oyeanuksqkwq,LandAmerica Financial Group,R
24.0,1-568-261-8929,3146306.0,90783.0,,Rnldx,Uwx10931,Ooyqaiqjrhjrhmjjrlzzjccwkmqkaqhrktsadrxfnimcqsjrjjvhyycjbdyyg,Evansville,561.0,4.0,,2.0,3.0,United States of America,Uaoosbvjczlvjrirfpyyohxfcbcmvdtqwpaheejwufditdmmtf,,Uwxkhebb,DC,Lhflclsqdqwjglj,Pactiv,O
3.0,1-986-959-3653,1641342.0,305315.0,S,Kisajsd,OLB10932,Pixahrpgtqetgxarwqkeh,Baltimore,438.0,8.0,,,1.0,Canada,,,OLBEBQSQ,MO,Kywtjoxmldahbtqebcdojz,Mylan,
40.0,1-181-080-3564,3078194.0,136236.0,M,mbvevh,xvj10933,tjxafanowsoemmshdndxgqirookdoesopgorttevrhygdnlwfqztxrjrdnezdahhcucosejqnuflett,West Valley,316.0,1.0,f,3.0,,United States of America,UPTVRUTYFZJBKCIULRMGHGQLYEVUOLUGWZOXHBUVHVSGBQOBCTHNFC,,xvjpxmrufccenftfmrjpsteydmikm,WA,Fluhaizdvpfrurynxiq,R.R. Donnelley & Sons,R
89.0,1-473-108-7514,1146111.0,120953.0,S,Otdkoqycdbkg,STD10934,ODNOELDSPHJXWZUHAKLAEEHFOSHPRQAGHNUERCNMAVBZMGEPAFVBFBSCAAJY,Chicago,309.0,,f,5.0,4.0,United States of America,iecjjzefpxglkogxuoejzfarrxhbsxpdadkgb,,STDXFHTRXBZCBDXXKPUM,AR,Ajbjkhwy,,O
10.0,1-423-981-4854,872488.0,233464.0,S,VIBCPQCCQC,okg10935,kopslhszcwfsrepuzpnmukkasrbwubnxftnflkptlevk,Reno,822.0,6.0,,0.0,2.0,United States of America,Xtytfbhgbfdolrkigjagjdfvowfpcffnlinpdi,s,okgvvukkbnl,SC,cbwtvakoeavdr,Arch Coal,U
77.0,1-926-129-3933,3099758.0,,U,SGGUNDJO,kxq10936,Kthmsvmnaagxawxcthectkpnhtnqokbhhzcjpqdjmkbuelpohfff,Sterling Heights,799.0,2.0,,1.0,1.0,United States of America,YDNMPJPGAXSAEXGRIQLQEPJRTCXOLYNKPJTXHKUIVKKOXDMRYTMLEPQETLJVSVRLLBTCDGEAVDAHJZ,V,kxqdnaxtwhnfaivtnllijjhv,GA,RVWVE,Advanced Micro Devices,U
38.0,1-161-889-5810,1753441.0,,S,Oqgtrnxg,mgu10937,,Erie,558.0,3.0,,4.0,3.0,United States of America,ecmifmteidqpmzwrpzsovehomjpnv,D,mguohropbqhv,NH,Bakypgyvlir,Aon,U
,1-227-978-3308,,343496.0,M,Tgmbglvekbx,RUR10938,Ovlxacbqjjznbucopjevplwmydnolfgmrepnxfb,Hilo,805.0,,,4.0,5.0,United States of America,,e,RURAMZMFIBI,VA,LWMIEDHLQRMAGPA,WellCare Health Plans,O
78.0,1-102-418-3672,,481035.0,M,QEEIX,Ffs10939,QCAXCVXHUJFJMRWXJCFPITLJREFUMYXGYMXBEAMOTTWRCLSDUQYZM,Wichita,745.0,2.0,,1.0,4.0,United States of America,ILGXZTBKVKMEDNVQCOMBVCFMZVRDWNDVGVKKZRQKTQMFLSCEOJJJMKUJILWTHSGKSWVPLWCIRIWIZJD,G,Ffslunwxpsacfrtcgoprirfhoivsrx,KY,kngrcj,Collective Brands,O
21.0,1-137-385-3341,3875663.0,312758.0,M,PBVQEL,Ukf10940,Igjfpbyxhlrcqbocynxqjlhrhwcfqcmrttjjxmmjholnzicxejfbajbsydkruknznwlujcv,Gary,381.0,7.0,,5.0,4.0,Canada,xwfuxevgrheytyeblhagv,,Ukfggeprgjgxffuewqunwkd,Saskatchewan,Hnplfeulwvqtnvq,Perrigo,
55.0,1-540-667-6724,3358247.0,227393.0,D,Nxauma,sek10941,Gnobnxcajuzmrxphpbtxmlixbslrrmjuomzdaqquuyhizddtbnzjgqhmidvblfbriigty,Salinas,626.0,2.0,m,4.0,1.0,United States of America,Fiilpxpgrsvuciorqkhrcbuxjjmuwjoktotgqhunjjtanjloeqsifeuyfbjkd,,sekdssbjpapeuonkpcwfoelvlfk,ND,Eejecrqetqaoknrwyieytqkzejg,Arkansas Best,O
85.0,1-628-927-8038,3661308.0,437835.0,S,BJXOZTGHW,Tna10942,,Washington,744.0,7.0,,4.0,1.0,United States of America,fizkawyqvaphmljiviipdiwimszlcpmhud,,Tnask,ID,sklifwvdtueivviaeost,Lam Research,O
94.0,1-139-345-7937,3371434.0,322724.0,M,Thczqlcx,UZJ10943,jsugrdnipikjegmtcqnwctdclzguhux,Montgomery,792.0,4.0,,2.0,1.0,United States of America,,,UZJKRAJQTSCXHRXNIXOEUZWZGYATZ,AZ,wkonkulnhqunekncxpsshxm,Sherwin-Williams,O
35.0,1-498-150-8278,3031663.0,452361.0,D,,bpb10944,rghlsejnxnitlqmjaeamnbzcodxotzcsfsymhdvfslkkkgeuzxexmyuxgtmaiapxayfeh,Gary,741.0,2.0,,0.0,2.0,United States of America,GVIKCUQQGKAPSJTYCQIQWCJRLJDLRZ,N,bpbqleges,VT,WPZKULKLMKJWRWTMPOUKHCH,Bed Bath & Beyond,O
42.0,1-058-612-8436,87159.0,499003.0,S,Modagb,Ljr10945,QSOGZ,Vancouver,582.0,0.0,M,5.0,2.0,United States of America,snxdxzinxnkeuyqhlokxgnvhnidqtouuctoxcotbgrozzsvuflvqesgsjywa,,Ljrrqzbpdrngeeusoguhsguk,PA,MXMEJUZRJMGUQEVIUKEVLHKK,Health Management Associates,R
71.0,1-265-513-2591,,455818.0,W,Zazqgxcwrprp,Rzp10946,Hsbquqtsjhhukklneqeroneq,Berkeley,663.0,1.0,M,2.0,2.0,United States of America,RRUQOZTDQIEQNPDJBMRTCKJAOFDKIEAVYFK,p,Rzpltaeakaoyfgrflqvmoxkdfsxqww,CT,Dftnxrfavpjwpnntikzbopbeclhq,Huntsman,R
79.0,1-485-595-0368,126126.0,454772.0,M,Llrctynrdyif,Lrv10947,Swekgeyyxumxgkeuveatrxrrtndjeqlzccqmwtjtfssoitoa,St. Johns,840.0,10.0,f,3.0,3.0,United States of America,qyuhrzumlavwthmgsvirmdgbxbbfq,,Lrvmsnoq,MT,tknzefoohgsjposlpgucwggsoa,IAC/InterActiveCorp,U
42.0,1-524-653-9485,2449252.0,273676.0,D,Ykzvdwj,Wxg10948,GKXCCZSDNARMOITCHBOJTRQLCZH,Huntington,795.0,4.0,,0.0,2.0,United States of America,JZFCYOQUZIBFEXLLJKBQNQBYBMXMF,c,Wxgrgw,MI,Vrgmbanrkzlkhbocjfo,Praxair,O
20.0,1-297-664-2075,1273654.0,321116.0,W,Pdjjgztkodal,Alb10949,oqccslrolmknwbxklrboxfyqgkbpkxsmvlfqwdcivmqjtbdnriqmcwgiimjrppxpim,Pembroke Pines,437.0,8.0,f,2.0,0.0,United States of America,IPYBDXXICQJNJBJXHWECRMDJMHHCDWDPGUTCRWLS,,Albydgeobjfdzldxyedkrffd,New Brunswick,Mbafcvqltocnwvtgkwoark,Patterson,O
20.0,1-721-975-2824,440078.0,320777.0,M,OGUDXMBATI,UDW10950,iuqompqylopwujznqmtwxfkvpuswlcvzloctzqmnrvdgsknpwwudlufjjamkjireeppgjws,Fairbanks,638.0,10.0,,3.0,5.0,United States of America,TIBEVSQXNDYCAQEA,L,UDWGVJJYBWKLEADPMZFRJE,Nova Scotia,qpsnvca,Sanmina-SCI,R
8.0,1-057-891-5436,1935817.0,424772.0,W,VELDYEWJJXDF,UAS10951,FOHFTAPDOPKJTQRRXHIUXCPCCUESIBYWVEHAQAMD,Iqaluit,814.0,9.0,m,4.0,0.0,United States of America,fmowaumuskegfcdixkoziy,B,UASCVZBGHRTFKOUPVIWWAGBYVFNHBL,SD,PUTXZXHQOUAFUMLDLVWRNPZSYMYR,Hospira,O
18.0,1-493-711-9216,,45651.0,S,Qhgsiiqvc,uus10952,lifcmsrubcdgfhsezme,Shreveport,685.0,10.0,M,5.0,2.0,United States of America,UVXJCTVHNWRVCUMTLNPYWBNI,K,uuscnmppen,PA,Qmdymkktqqaj,AMC Entertainment,O
47.0,1-379-648-5404,3355149.0,224022.0,S,Ckrahwu,Htq10953,YJPONTIKEBZPROZGPVKPHPUVHUYODOHGYSRABMNTW,Springfield,715.0,0.0,f,3.0,1.0,,dnwedmwuyhurlp,X,Htqsrtpkbhyzceilfq,NY,Xkjntucryzqhf,Pride International,U
72.0,1-850-158-6289,3975497.0,123128.0,U,sllwqvgj,ZEI10954,DICCPGUIAJSUNYOFQJKEHBHGVIXKMAKTOWOTMNLIC,Cheyenne,549.0,0.0,,3.0,3.0,United States of America,aljmgpxuopvxyfohbhoufyybqc,t,ZEIOTVOFN,TN,IIVMWBABHZ,McDonald's,O
15.0,1-810-599-3009,108127.0,122108.0,M,UUBSLKL,TVP10955,NFSYTNHGXXTWQWNADHDBMZJRPY,Knoxville,315.0,0.0,m,4.0,1.0,United States of America,WSUWDXRDVJIFZSUZSYCRUMQTRQZMNAYJOVILFUPEOUUHO,b,TVPJCMHQPHHDA,KY,Cyntkutjkpqhkg,Wendy's/Arby's Group,O
1.0,1-180-437-6306,1777116.0,356575.0,M,Vrlean,Lne10956,Mpuockuscdccrtxslfg,Coral Springs,693.0,7.0,,5.0,0.0,United States of America,Chrvlwmph,u,Lnelehgqaydulieixcxklc,MA,Rgsnrhbcdtj,Ferrellgas Partners,O
92.0,1-661-668-5661,2189644.0,368395.0,M,,xds10957,UZVQPLWHFUUPHEJVSCRNRCPZJPPFONDHJ,St. Petersburg,797.0,6.0,,0.0,1.0,United States of America,Alfht,V,xdskzloomgtsxslukialv,AZ,JWOZQMDWUTWWXNMFU,Office Depot,O
18.0,1-733-242-1972,3043042.0,55621.0,M,nhtzkmxlb,DWW10958,Gazczbgjspmmuasijwlpmqmuhevaickfnymleovuerynttqipjzttvkdwmzfdrwgrdhbyrfaii,Chicago,313.0,7.0,F,4.0,1.0,United States of America,sksjphecwjlypsellgqvrsicvrsknlqlvwsygqhpqjbgw,,DWWMQXWWEEWAGCWTMRFSMZTOGH,ND,qduoxqnofuip,Freddie Mac,O
33.0,1-520-323-2184,1661619.0,14921.0,S,OPIRHXDC,YBM10959,UXCGVUOTCTOLBDGBNHFDCSNXXCUVWQZIYXKZBHXEFNFMRNEH,Grand Prairie,815.0,0.0,,3.0,2.0,United States of America,Xwgwaytwotgmcudfwdsguxvioxcorovbzpbsxboobaecslugit,m,YBMPRTQQUHCFQYT,IA,Olmlwxz,CACI International,O
18.0,1-341-921-9360,,69690.0,M,Qbevjvc,xiu10960,ijmwheapjgbeolbtwltlxdmpvabfvghjkjbbmdysotspmultq,Fargo,434.0,8.0,o,4.0,2.0,United States of America,xllhjohpiixwrmjqiv,,xiuaniazmwwprnwqoopamqa,NH,Yupzdvabbnkpe,Fastenal,O
58.0,1-572-993-5025,981900.0,445437.0,S,,vyz10961,ebjjyqzbjxxexonroziqbkgdelihepgjegdxhkkhnps,Memphis,763.0,7.0,m,3.0,4.0,United States of America,pertocbxhjcgahfcctjnszppopwzxfwihzdbpajppeyoltvpoaqxmewkdwuw,J,vyzik,OK,Zshjbkyitfhvt,Mueller Industries,R
71.0,1-498-268-3006,3746110.0,143157.0,U,velobyg,ufo10962,Tucujxqjdluvdgqqizxhokkbcsohrmgevxnfmtrtsewackxoxpaaewkgrkmnxp,Saskatoon,732.0,7.0,M,0.0,4.0,United States of America,Acolkdkmvgnvoqlzmgxzzrlczcebeftwavoeqjqvvoddbwduzidfutxqdmptyixhkwqiawjiwfxkhk,y,ufomblfqinwfrnsttf,Manitoba,Jljtqsxsxmoqjidw,Shaw Group,O
84.0,1-132-379-7031,2187192.0,81469.0,M,Wzdmcizt,hdf10963,rxoabhbboyfckbiqhxkedemzonqaidcrywtsxbihbwqxkqyirtflnjbyusac,Mesa,692.0,4.0,,5.0,4.0,Canada,Ogdygkr,,hdfqdf,TN,jarlzcumgclbbt,MeadWestvaco,O
98.0,1-400-066-6527,451143.0,285117.0,M,HRMZSQ,Qqd10964,igftnesdvgohvcnygbjkxhfpplwoprhrodqtrjfrvgxmezwidxxhmpurdslxgspqeh,Baton Rouge,708.0,7.0,,5.0,0.0,United States of America,mqdocptxi,,Qqdcqterugvbnxbrnxjavjkwiwf,OR,DKQVRGXMOCIRSMHMSFHHIAXX,Yum Brands,
80.0,1-695-527-9593,3341645.0,354851.0,D,Ktpthtq,SLY10965,gwcphqaiumqphzqovcdreeyapspwfhbkyxgziddhl,Durham,308.0,,,4.0,2.0,United States of America,nimvbdrcorrybzfianxkpcpejrrzza,K,SLYPVNQINGV,OR,Oojmpiqtkcmbvuwhinipz,Estee Lauder,O
46.0,1-029-847-4964,822216.0,91762.0,S,Mnamjatqnk,BMU10966,Kdocwtijtxcatzotqmlooqvpeamfhddqprdoiypvrdgvn,Toledo,386.0,8.0,F,4.0,5.0,United States of America,YUTFRPMAHBKLPYEBYZUEZCRHVTBPAUMNRXGHKYWFTULDZ,g,BMUUIMMXEWICRLNPXAHFE,DE,MBQUUKS,WGL Holdings,O
97.0,1-314-776-9465,2144374.0,69985.0,U,Yzuej,DWB10967,OVUABPWNXICOXCIAXPPCSWVGATPVJPGCFHPRCXWPRQCDPJDQFOBFCNV,Chesapeake,597.0,2.0,M,1.0,0.0,United States of America,tpnrqqqxvexhlxgqxbknltzyy,K,DWBTFDXAUTGFK,WA,HQWZHHNUXJLQRZSJMPULK,Fidelity National Information,O
4.0,1-899-913-4500,1685501.0,380475.0,,xqslfkatw,Rgl10968,OWMKRHRDQEXWSGYBYJZORQRTLDUGNGBKIOMEYKNSIVWTEDHLLETV,Rapid City,609.0,9.0,,0.0,0.0,United States of America,uxrxkxzkivjidgurgzwrsfuybnrhqtwfaskjpvakoqiy,,Rglgqblgpkti,GA,Ssgdnddvdkobrhssbzazgmoxu,DuPont,U
23.0,1-928-688-6118,3590095.0,,D,cqohhk,Tiz10969,sfogrlsucefsmscdnmpadp,Torrance,538.0,3.0,,2.0,4.0,,Lwojcgqdblhigbrjocfoxswlvggxuidhcfeiukotogezeuemv,A,Tizfvmynqtoh,Prince Edward Island,Cjzjrstddeosoh,AT&T,O
64.0,1-534-082-6100,2175688.0,127084.0,M,OIWXRFTA,qpb10970,Hgtrcghfvadtxwfyrejdjqhvefxfbjbzcfnhzkxtymngmbxyjuicuvhwjlcuatcoqsmwuteioci,Yonkers,561.0,5.0,,1.0,2.0,United States of America,WSDXPSMOJYTFLGZXPENOHNILSKGLHVOSIQJQFJSQH,,qpbahrdqxficbvaowcduiexfnwdyt,OK,jtqhgkjxpzyma,USG,R
