prospect_AddressLine2,prospect_AgencyID,prospect_MaritalStatus,prospect_MiddleInitial,prospect_NumberChildren,prospect_OwnOrRentFlag,prospect_CreditRating,prospect_NumberCreditCards,prospect_Age,prospect_NetWorth,prospect_LastName,prospect_Country,prospect_Phone,prospect_Gender,prospect_AddressLine1,prospect_NumberCars,prospect_City,prospect_PostalCode,prospect_FirstName,prospect_Income,prospect_State,prospect_Employer
Buipprqsxihwpnxlftplychnojuhqjcgymuhylplbakjfuhdldonfofjbreetbjyynjloxathamh,blg12376,M,,4.0,U,676.0,8.0,9.0,2285622.0,blgcxpxtlpmegitcuwlicwince,United States of America,1-403-537-6350,M,RXRTDNYBFDNXFMZPUYCLSZLFFRHOZHDWAB,5.0,Las Vegas,Butstuo,IMOJWHIRQAWBL,205337.0,KY,"Toys ""R"" Us"
Mypnbczgczswbqqzhsvqzvlrbsrrpamftclincfwmlpf,Bnr12377,W,S,5.0,R,807.0,1.0,74.0,549301.0,Bnrjtmuozfubcr,Canada,1-636-886-1002,f,NFHKLZZRRINSIQIQCAIUIFGKOBWFFUDWBKQMTFQM,0.0,Salem,HLRSLO,PZLFZRIBEGIMBZPUDMFZLD,,AR,Enbridge Energy Partners
toitats,SLS12378,M,r,4.0,R,546.0,5.0,23.0,3029297.0,SLSUTSPQJF,Canada,1-666-885-8284,m,mumckmmlvabehoxggjdwwrqihzgldvipoqjhnbwgazvxpozknwtkcbxyxzmbuvqvozobekibrjioq,3.0,Fort Wayne,Uvwpqjrl,Glniufudp,155551.0,ND,Clorox
Oyxiijbtbyqfmmfnlmlbjadigtmasovhrpsdduz,ELV12379,M,,,,842.0,2.0,98.0,3389391.0,ELVKI,Canada,,f,RATCDHSNFGQMXOQMCLBLSRGGDRUXHHXMPIOJYZXXEHUFHFWPHMDTPTQWZOLSWJNCNHKSOWFOQJLU,2.0,Seattle,QPHSBQQD,Hdjhjpmjpdvbbngefbuvi,,Saskatchewan,Pacer International
yppesqcifoifxlxarhlebyuqtkhbdmwgmdi,WHJ12380,S,,3.0,O,337.0,6.0,1.0,,WHJOQJCHAKAWGPJPV,United States of America,1-531-384-7290,,Prcdqdzaslvaeondnudwekevvmvsrldyhxtvjrqcafjewabciiqn,3.0,Berkeley,Evcuijautmhz,APBHBMURWBRCDXAKLDC,,AK,Deere
Nlbmylooipwetqlmncyayrpikxuigeappxtfvozycgnzpsqbbsyflaatgtojm,Ezu12381,U,q,5.0,O,374.0,6.0,34.0,446365.0,Ezucjdpanbooxfotopbhkwtwwrmwyw,United States of America,,,leqphxedqrltkxikfshoojdwgsfwywdkqeejvkmestzgifymxlrbxfxukmh,5.0,St. Petersburg,Irlevvp,igbnale,372517.0,ND,General Dynamics
Zivcdymssfufdlzlfxzjxuckmcxugdnsfgbxbkxxygcbdxnwjzyryqdluykbwcfbtkpqtc,Fdz12382,S,,3.0,O,497.0,1.0,99.0,3767300.0,Fdzbxk,United States of America,1-751-601-1791,f,YDESHQBKBJFQIFEDPADFOPVKCOMDBD,1.0,Missoula,WFDLLOHMC,Qrkqvpeblmjvcjtqcjfzto,270701.0,MA,Apple
VJTGFDG,BOZ12383,D,l,0.0,O,728.0,2.0,87.0,752869.0,BOZIQIZVSGHANCP,United States of America,1-596-454-7271,,Gfpqssyutbsjcmwcuwjlcyrkhyjsaqvxevuwdidmiyqdzaxtsirdzjofxbkiwdjmjitclvgssctfl,1.0,London,lzxic,OZWYWXG,322871.0,MN,Fastenal
KRIAOWFLJYPUOVWNCIMLQXZKHTKRSHJOVZEWGAHXKYCIBPYPHIBFPIVQXJVTBUG,ula12384,M,,5.0,O,446.0,1.0,38.0,3299323.0,ulatwdogwuwmucwp,United States of America,1-464-722-1476,f,tmeyezvmwlbeqgcwnznwbbbpfoxtjvayjhawhyeta,1.0,Mesquite,THLELMIIOPSO,LYOBFKWYNWHSSGIGNCUN,193123.0,HI,Regal-Beloit
WJOOCVLDHWZRQVSOPLYMHRASEREOOPCADQYCFBGYMZ,Eio12385,M,S,2.0,,362.0,4.0,47.0,1687635.0,Eiohhquxkqou,United States of America,1-260-886-5844,F,CMEPTXHZJBCIENP,2.0,Denver,Tvrenwds,JUTTNYQTPDWHGCRI,139131.0,Ontario,Commercial Metals
Dgdftcffyodeedljtifjlhnzuqp,RNW12386,D,,4.0,O,558.0,5.0,33.0,493499.0,RNWOJCWXQDBGNFUVHINOHY,,1-126-576-6517,,Axgdcsisqrvzwjsewktrbyvmrxrfgfoausasqmldpopc,1.0,Richmond,DGDMZE,Pcnevmpjccvjjaywpkkbjnhufabs,389575.0,NH,RSC Holdings
YXQTFRMNFTANLXRZGBWGDLVSCQHGUNWDESIPW,iqc12387,M,j,0.0,O,737.0,0.0,18.0,1524819.0,iqcguivcobomouakccaszdx,United States of America,1-310-382-7239,f,Ddidjxgfzldygaatoeqtlrjtzkdodrcznoyukdtesxynvgcujmo,5.0,Warwick,KZOKZGON,Vyutrlsflfugf,124757.0,CO,Acuity Brands
Gteuutriunhy,Uvu12388,M,x,3.0,O,423.0,2.0,54.0,799865.0,Uvumwnscwznsbqmulxchbzqhpw,United States of America,1-973-649-2770,,LCJVXQGEUNSQIUYVTGYFQWCMZEHXZAMEUECIFKIKVKRYGWBJISUHTORXLESQFPWURPTPRPDBAVLX,5.0,Charleston,Preofaasp,Jgguaomvqonqunkeworeobwsdc,187241.0,IA,Franklin Resources
Nrwaqorgcbogaixdeyqehhqtufvjxiwvhh,RMU12389,M,,0.0,O,437.0,2.0,92.0,137128.0,RMUFATWJGBYEOYHYSGCXRLU,United States of America,1-603-254-1193,F,TCXENLFGRZUHXOQCKQRHUVHYCODJGNOKHJEZUOANAXSNOAUJADDDAQTQHRSEIINURUXYQQKXGTNVUMJT,1.0,Lewiston,Arolnjwql,Qpsvcgfmrdfxnehjqdupbfxiae,412946.0,Saskatchewan,Toll Brothers
Xqgmtscooiritmddrnthxnvhslxhvivftmidvwdfgkryapuilxxhagjcenqqawlfqsnqxnpnmhqritfi,Qol12390,U,,4.0,O,,10.0,46.0,,Qolzvi,United States of America,1-738-319-9493,,cdqjpdcnvphgyowrzpqxsbqp,2.0,Modesto,Dgmgpji,Nsgyddxaxwyncl,231999.0,TX,State Farm Insurance Cos.
Temqijrreliwtsqoilfbwayczmsrdxmlqxoufteanhxccecuubtivejtppsggzg,Amf12391,U,,0.0,R,431.0,,35.0,3002992.0,Amfaebjncwtkwfjcfrtspteqnrp,United States of America,1-913-322-1646,,uuhhuiewvpesxdnouruktfxdzfombvniiahhykllphlicybjtmjc,5.0,Atlanta,HBFOFS,Hszniywtjimdlbtflwntoxoeq,329973.0,FL,Applied Industrial Tech
ldxfkmpexfhjxttuodoldohiyepirhichrztvznlvfnfuitozgfcgfjhc,Pjr12392,S,D,2.0,O,,5.0,40.0,2854988.0,Pjrxeklurkyglspikusgxk,Canada,1-613-013-5722,M,mxtfivltunvaexuujsbapnudxmfhprqhzvcafqvhiyymkqeuu,0.0,Nashua,Vhatf,GHQTAGTBNWRUYJHHGQQE,83777.0,FL,Rockwood Holdings
xsnwxrcaees,RXQ12393,W,n,2.0,O,571.0,7.0,33.0,728117.0,RXQMKEFEPOETWLVWVOZWHOXSQDV,Canada,1-994-822-8114,,YCCXRHLVRZQUQPZVQWCCOBPPTURLWKUMIAQUSPRIXHFSHYQSUNWMDYPDOYUVPPIZPOIQBWXOYVZ,2.0,Irvine,RDRAMBZBCW,trperwisdvnfoq,360115.0,AL,American Express
bleuzxckenimoqrbobglinrrfdqz,Ayv12394,U,s,3.0,R,673.0,7.0,12.0,2977729.0,Ayvohqcisuapmhkklhlcdbxhjbs,United States of America,,,Soryitlapmowsadnlvchveokklxookzonqxk,5.0,Livonia,wlmokndq,Zgqtpdknjdthxsvurngaobfyymm,393739.0,Quebec,
LHZNYHF,Qvq12395,S,,2.0,O,651.0,0.0,44.0,2974231.0,Qvqyveinozoksulnxaa,United States of America,1-564-974-0346,,Fgnzftbclcypab,4.0,Albuquerque,YEJHQ,VAXWVJQ,213439.0,FL,SPX
Dauvxhkhegqnekguqrjondaishvboyqkbvletrhkdzmepa,Msc12396,M,,1.0,O,477.0,3.0,86.0,1781654.0,Mscjcwaopfibpzfdcttwiobf,United States of America,1-320-612-8246,,pcbxpspjwqblpjximoju,2.0,Toronto,Pypqknotmo,Wstslmngmhsw,215466.0,British Columbia,National Fuel Gas
Tlhnlpxbsfbnastanut,AAD12397,S,r,3.0,O,574.0,7.0,84.0,3947222.0,AADBRMFITNBSFYVSDKKAM,United States of America,1-033-327-5291,f,ygwsnlnbrsqlgegatssyxpmeweetcrkfitydjjdwbbxcizztsbqmrgbeoifgrs,3.0,Biloxi,tkumugkwn,LGCGLROSLUZCPXABGELP,367039.0,UT,Legg Mason
Htcuwwjvczxgrhzctqwhszafcqyplffofdwphrpbtjplkgtrakjvbpxwywblefotzvuouzywjlbfod,Ksd12398,S,R,4.0,O,598.0,3.0,35.0,789121.0,Ksdxmkkuzvsxs,United States of America,1-251-092-1822,m,RBRRNDNFUKYOCBETYLTDMIJZNSINVPBRVRQPXSCPLKVNRMQDWTMQQ,4.0,Great Falls,IMDKCCQLWQO,CTRGPOP,414092.0,UT,NiSource
Pzavtwobkhdzdnuonlnurnpsviawujbhtyzgxicagxsnejivuxgeeippdcvmsmlnhx,wje12399,W,,1.0,O,696.0,2.0,66.0,1694479.0,wjezpkgphof,United States of America,1-817-953-2568,,Gjynbfavthaftrjbgvtrmwkdwqyhdatiyopaznxcbuf,1.0,Jacksonville,Akmoeqegxd,AVSWHRB,488857.0,KS,Superior Energy Services
Utfsufdubvjalipbqochtusbjtvaxzvcukrxnvccvrfhhdzjyigkyqrzjqcwteqioveuqoheup,Toj12400,W,,1.0,O,680.0,4.0,14.0,1826295.0,Tojlexcrqrgcesri,United States of America,1-717-243-4473,M,KLLYQKIDKXMBZFEAZSQZMAXUIMBEPKOVNTPXNUWNRCRPCCDBPKGGSAQMXLVO,2.0,Wichita,,YCSSCDJMGVTURSAMHNEROPQM,,VA,Amgen
Lbtbjjxbqmcttrulbkpktvkuwftrbuxtlynoygnsapzzxrvneslgesltsuf,LLM12401,S,K,2.0,O,439.0,,54.0,713387.0,LLMHBGYJYSIFRWMBJTNIFKI,Canada,1-995-136-3052,m,Osrwytxennwwfhhktukbmjncrqksdrtodbwpakjzhvrunrkumludpbhbyqbdbdroiuqkov,5.0,Casper,Voyxovaiirx,Cwabjq,430729.0,NJ,
Dpqfokvlrusyidhzaklnxvwrvasqhcmexjwjqyserfjdgredeyevfx,emz12402,M,,,O,376.0,6.0,70.0,702411.0,emzfuhdfftrurfshbutjjpuk,United States of America,1-456-742-3894,,jqarmtkc,,Indianapolis,Cekhkqzsxna,ARDURAOGWJCXMLRQHAOEZGL,344388.0,Saskatchewan,Colgate-Palmolive
Tfszdopzksinubedcudxzlhqpgdkushkcafbtxmkbgsiwrswrgbshkahhwzevvnbycxalyazhnsypef,Kax12403,W,L,0.0,U,620.0,1.0,60.0,3262570.0,Kaxvatuueop,United States of America,1-841-417-3688,m,yaoglwhwaxxbhzswijfrynhgxuvcmkwabtjvjbehlvhidyoqyfely,2.0,San Antonio,Bqvrgxrx,Fgckfpdstupzcnziibmahpswos,353243.0,DC,MPS Group
Gshrwmuwlvcrktdppwdtdwxrawteguwmcjshhanhv,LCR12404,U,C,2.0,O,322.0,9.0,29.0,1674162.0,LCRPENWKCHAZWWXJHNQBBQMNYF,United States of America,1-827-234-7172,F,vbwzwiounrpebdrgcnvmckyrjbrscw,5.0,Windsor,VFRPJYJOKQHZ,Olbktovupclzolfssmrzyknlxpskt,482367.0,CO,PepsiCo
Pkekskzjmggxbnbrhysahbfmirmycouksmtusc,Xvw12405,U,H,5.0,O,404.0,7.0,29.0,2749267.0,Xvwzyziowjzhkttt,United States of America,1-346-974-4455,,Untvcnapaprtauinphojptezxxcrlogzkwjbdcdcmvkqwuasbrfnhrjdbgvthltadckaqlrgigimprdc,0.0,Long Beach,toqejvqej,SPNLKGFSEHENALD,111328.0,KY,Enersys
Ertymmqevukrli,KLS12406,S,,2.0,O,615.0,4.0,88.0,2044557.0,KLSMYDGADH,United States of America,1-092-864-9544,m,Owsfsfrmywosbeskatmslfccpyrdi,5.0,Simi Valley,ndfkjvzztion,PFVKVOHWOBBJNDBTIES,258347.0,HI,ConocoPhillips
ucqcslxrsfnomjwqlksofproedkilmqgksxysgmd,ymw12407,S,e,2.0,O,311.0,3.0,48.0,3648336.0,ymwjeuwbetwubvgcrdnobyqnykh,United States of America,1-201-722-8658,m,ggjcruvmvxwevboqnifoalvtujqbyidnajkjqkwexh,5.0,Lowell,qrsbkewewd,Acwlaixpvgbqvfrdf,213457.0,WV,Exide Technologies
Huvujeqkbwmexyuzugelhqmcurawvbpm,Qlz12408,U,,2.0,O,,10.0,50.0,1619437.0,Qlzyjplz,United States of America,1-587-542-6495,,mloypkuynaaepztbsofljmwdpidvdqeflxisudgekdjckbmieoczkjxmroagwmmfguwgknfjpbl,2.0,Los Angeles,NMGYYWGD,Fcffkxvirdgoi,279946.0,TN,Dow Chemical
Acnejqmqtldqxvpdqwhqyoddxtlboijwjhxqdmconddcpsoiu,Ron12409,D,z,2.0,R,454.0,4.0,98.0,,Ronrc,Canada,1-883-450-0305,M,Jlnvlkeg,,Charlotte,OLGCVBOIL,Hnvzpfjucosdgthlns,278730.0,ID,Knight
Yfodxskjhthwxbhymeqepgjqcejet,Pak12410,M,,5.0,R,726.0,7.0,2.0,3103571.0,Pakfinjkfvhsk,United States of America,1-166-112-8083,f,yhfonjrzlcxxjyueemescvklrdl,0.0,Tempe,Tpjhe,Urxtwhbehdzo,345862.0,MO,General Growth Properties
DHZKGPFPHAIRXCWKGPCZPBNPSRFEOGLKBUNYKICUDFCCQHRFGOUJKZEJLJYNKQUTL,zru12411,,,0.0,O,630.0,8.0,32.0,3082143.0,zrumsfthyrksnjzznjtcuikw,United States of America,1-030-060-2840,,Fnbqciqloonsizrgurfjfwmayexmxkswholfdqibysukpgagyayitujex,4.0,Huntington,vlngdbxrcmzf,Yohcetucnpg,80008.0,MI,Hewitt Associates
cwlesudpnqdmexgdvgybjgwuaomcjvwugozvmstmjjfrkstcigjtqkmjywrwobxwdrpirpe,SPF12412,M,,,R,568.0,4.0,20.0,2350906.0,SPFYIDBVLPLXZSSRQMYLUR,Canada,1-443-628-4342,l,ocyhcvzjrkxslsluujoaganfljmsbxalzxsqsfszvwakoepumwbcmidokmxlyk,0.0,Philadelphia,Sjklxhigz,Vmacpuftsjwee,112907.0,MS,Inergy Holdings
Lqsrookaiyuftmxftmixwcuvwcjtyuo,Jkv12413,U,B,3.0,O,661.0,8.0,72.0,2329279.0,Jkvcckrde,Canada,1-661-029-8310,,czcbdttzsucrrlsmnvzslkishkhnhshmmxnfoabqfonn,3.0,Las Vegas,QKYPBVGP,Ptxfhdswhjwpevvia,456503.0,AZ,Rockwell Automation
,KTR12414,M,,0.0,R,427.0,3.0,,3979805.0,KTRJERXLV,Canada,1-698-663-8884,f,Tdflapskkiaujthpyalamnapxnacsmfdl,0.0,Winston-Salem,Adisxqrb,Nfdwnngbq,357698.0,New Brunswick,SkyWest
Ffkpekpoycoijzazlkmvrulaclozanmmttgktwrcmfxsciomhjjtbivwzdv,WJW12415,U,,0.0,R,381.0,7.0,19.0,1523307.0,WJWUXW,United States of America,1-726-842-9666,,dcetbhwvgxwhmtijgibwbmrbinevfvygfsaqokowtviwhpd,1.0,Lansing,onlrhgbsn,Pnloulfskkkxlgoug,161512.0,ID,Aramark
Vtlxfbafhbctugtfapfkrdrrccuducxrupzkjrthrjpb,AXC12416,D,,5.0,O,372.0,7.0,20.0,2238235.0,AXCNSKHEXWQQYEARMSQPETOFDOGF,United States of America,1-099-891-4141,f,Cxgpartjxairwxcazmlkxbhtwkuntugsllbtcrbdohkagdgwrqsrscqhqllorrlncempv,1.0,Baltimore,Yypgwuu,njaxixescgnir,227873.0,MN,Mutual of America Life
Fighffjvwdwjxjikvjofhycpsplsucbepkhyueuoyfywxmpecgkpmyqbk,Bed12417,S,I,0.0,R,346.0,3.0,90.0,1277080.0,Bedqdmebfnll,United States of America,1-474-949-0000,,Jxklfmnuxsqrdfwedyqirke,5.0,Missoula,NMHPWONQJ,WASZCX,325506.0,PA,
RPURKWLFOIXCPQDSSIWOEYBFGQNIHIAAJZPCRDKQGZPTXXJGKEMQTSVSJHLZDFS,xuc12418,M,m,4.0,O,583.0,,68.0,1193309.0,xucwhdypxctcipqzetcetsmafizth,United States of America,1-184-973-3783,f,itknmzifghoaqcwbidswydgodv,4.0,Escondido,Jwwlvfqos,STGQZC,137062.0,KY,PNC Financial Services Group
AGMRCLQZWFHXEDTXOTMKMSTDBRBSHTTHOADMNXVWZBOWGOCIXBLHKIAWRBFU,tcx12419,D,,2.0,U,394.0,7.0,18.0,1256050.0,tcxqrudjuscfwbkqzziqxxxvip,,1-673-342-0803,,wfnfvbnwdtmfbpmokkohifvfoyfhnuxhahjnhnhcrdvmdhmauqpjsjmutfssobetgthixrij,5.0,El Paso,Tyifrmprgwad,TYFRFKPAAILOFWRGVCLSLLCMSMPSM,119234.0,LA,First American Corp.
Fhbvrmpkesdqmaoiinwhmktermblsnoxtvqtsvloaqjzbirhpxftjcnburrjuiqsbl,HAZ12420,U,,1.0,R,409.0,1.0,40.0,3440147.0,HAZIHXRJGSSAHCOINXGZP,United States of America,1-735-043-9322,,Kqgdfqupyszgdyuifbrvodxjqdoxcimkqlrgalrtrpohbbdzzezteoxag,3.0,Berkeley,Lyrqhetmd,GOUIQRAUFDINMRYXHYAOTZJBNO,85840.0,UT,Universal Forest Products
Ylgxudqsbl,Ryx12421,M,,5.0,O,655.0,0.0,,3989521.0,Ryxbchdixwlpaer,Canada,1-964-240-8322,,ahxwlwmnjspfnxgmzjqazwyhygzqtajahzuavubtwspldmsvtzrukaeun,1.0,Hayward,,Oaaog,415986.0,IA,Capital One Financial
PPNBSXWKGPNYVNTNNQQBSUBIKTAYJVNGJVVNRCSEWJRKIYSPNYAVUIJAFADHSJGXRIMJFITJKS,Vdl12422,M,z,5.0,O,618.0,9.0,46.0,87565.0,Vdlqabwdfucyaabcsylxbbjaw,United States of America,,,Yhhbqttwhseajlznmimlplmniwu,1.0,Hay River,cbilxxsksve,Spvjiycdrqttjqinfmsozchqjykvwt,93177.0,AZ,Regis
Vnwapdsvtnouhxkmuuhbtxcjtouxvothykibmbgucwhvhpgmvlinfhurjag,Bcw12423,W,,3.0,O,318.0,5.0,35.0,666818.0,Bcwihxkcwuqgcmfepqnylgimr,United States of America,1-222-507-8002,M,GADVIVHKFDGSODTUIABOUDPKLVWOXFZXSPXJDBWTJGOZUIKSLXWNTRAUZOZMPVBNOMOCYPRPLIGI,2.0,Huntsville,Bcnvc,nrchqyskvcpoowmtzratdb,387754.0,ID,IMS Health
,GOD12424,M,,1.0,U,698.0,5.0,72.0,1224779.0,GODYTIHGD,United States of America,,,PVLBZVIKP,5.0,Rancho Cucamonga,fcceudoqu,OCDIXRUSZEDUYEMKWURLLJVP,222277.0,OR,Automatic Data Processing
Ztcozaiqfwpcmnofnepzvhhmwthvsabmixnvfpntvqcwzfxfhivtmgiiuyvgrdoqdfoenivl,dcq12425,M,N,1.0,O,804.0,2.0,69.0,1693605.0,dcqcncncrkcdaosoycaih,Canada,1-886-101-3767,,rxgkneceqnrpcrwiteecthdjfkapqxvabtcl,,Kansas City,Hutjqwabgezm,Ivzhthl,499204.0,AL,Brink's
BMRQGLBJKUUICZVNNGQEMONRMSHDICWCYXGFOZRGAEYKWIBZTFIGQRHRCWPJPRPEHMSDB,Tyy12426,M,z,,R,780.0,2.0,35.0,26450.0,Tyyxkdt,United States of America,1-138-175-4136,,Spbmmusxvzzockkhq,0.0,Tacoma,Cwecqb,Oydhpvcyyxxin,466116.0,RI,Halliburton
BHZEHWNXCADHRVXHLBOGNOAOUDVYZONAFRMXWYWWFVFASQVSPKXSQMBSVKOXCGREOEIOYWXISIVQ,Dqn12427,W,,2.0,O,785.0,1.0,63.0,1882813.0,Dqnulzdzjtotkwligdxnfdkgigbry,Canada,1-116-320-2545,,ZPTBKYPWEARLOAPEPQCCLJPBBJMPPDXOPBJJXJVBQMJMYZQKTJVHUOYBTWMWM,2.0,Oceanside,Kzrtyjravoqi,Gxbxvjnwjxsfkaswotuqjrcqsdf,101915.0,PA,Commercial Metals
CJRXOZESEHDLUJRLRERSAJIOYMWWCGLWD,xjo12428,D,,0.0,O,811.0,9.0,72.0,2710179.0,xjooavdsgkligxicsflnhmrhkon,United States of America,1-775-067-8160,,Xdwaasskcjozbkbvjlieyeyvminnooqlmiqfazlieqegewtpzqvsrtsvqv,0.0,Irvine,Aypyddpdusp,Bstynfebhyxfbwivzbjrsy,474135.0,Newfoundland,Cameron International
GNXTLURJDHWAKUKYFUHQYQAMBVKPXCKQCZG,ONE12429,M,,0.0,U,628.0,3.0,,449416.0,ONENVUNIIYKBOZFEGS,United States of America,1-709-001-8747,f,JEABCPOPMHLUKCDZXUCOYYYCTRWRYSFYQLURTFSCEWCQ,3.0,Quebec,Fhmvjyj,WXJVBLHYWWXS,180533.0,MD,United States Steel
Mgiurntkheqibfyswontptiywrgizlovumypvwetbfebmllrohluxnurhazwwhhsuuummlemlmaaaytj,ium12430,U,E,3.0,O,814.0,9.0,85.0,632566.0,iumdjlqvvmtsndwsgsjymycgmby,Canada,1-742-438-3289,m,Hqvndeozwpnphkqsyvddpycassgfojmmnjnpmbewmxrxtiysetkaxqnqehgivmpxjomtkrhvkkisgqti,5.0,Providence,YIVMM,Bmhulzcjtwhepjy,185369.0,GA,Windstream
rehouxgivoc,qbv12431,M,,1.0,U,617.0,9.0,93.0,672540.0,qbvmsshlwwacbvymlrlosretvpd,United States of America,1-632-171-5767,,Ivgmxcbirmhrvvqdpljlyhoklrefyblfecdkwowoubumwxipvzbnv,3.0,Salinas,Dpjiguqslrd,Gcwsdizyslozysedbwqueenjbhu,188850.0,IN,ConAgra Foods
Fwteypxr,uap12432,,,,O,344.0,6.0,54.0,131613.0,uapyabfpjfcxnwood,United States of America,1-523-392-6348,M,,4.0,Elizabeth,Cgdcelyzpq,fqaeqyhzc,367264.0,IL,Jones Apparel Group
ynucrgkifdypjvfojyvljaznthygdnnwuufnd,KWY12433,W,l,4.0,O,843.0,,23.0,3425795.0,KWYLBU,,1-849-942-8931,,tewauscexgxflbqdosjesnkqteyjwcrlmmpvmzctryfetudm,4.0,Anchorage,Hlbbutqcbp,DVFSEJPDRRUFTUYXYGPDP,50713.0,British Columbia,Vanguard Health Systems
AWNWLVUTGAGKWSRUFZQOACULWUPFHRFTVVDVFWKHILZADCPEXFWWAUJUGNIEQVW,Qph12434,W,H,2.0,O,628.0,3.0,82.0,1354073.0,Qphfngkxgfxxfvu,United States of America,1-562-382-9482,,Tvisucaew,,San Antonio,Gxfpta,Arqyinoq,274112.0,DE,Ross Stores
URMXUZNWAQULLJUAFJDSXNCOOJH,LKC12435,D,P,2.0,R,344.0,5.0,56.0,2362576.0,LKCBKKRADGOWTJ,United States of America,1-426-755-9487,,Lpjswrlqapolaridhdqflfvxieaycs,,Waterbury,wxvvgou,Oluwtwbalmdytdwjokjgszltndpxm,15485.0,Nova Scotia,Lockheed Martin
KHMXFXHOPGSFOTZWIYNWQDPJWQITDGKJRTQNNQHMXWPA,AYT12436,M,t,1.0,U,516.0,2.0,93.0,2656479.0,AYTRWMPNVWHNFKZW,United States of America,1-927-383-4329,,Wugthsugtlguyu,5.0,Salinas,RLNBBD,Qqrdbmrucqtljazgqq,254665.0,Alberta,Smithfield Foods
Pxjzmmaxcosfehnzsxurhxxrqtqiwtxq,KVE12437,M,W,4.0,O,382.0,1.0,54.0,3771914.0,KVELJAZMHDSLMBXJVFSDNHFDV,United States of America,1-322-181-5121,,QSQGUGLNEDVAPMJLRLQFCGQXHUIYKNKRARJYNYEBKRH,4.0,Greensboro,Slvrbuphe,Ijuyqvkgyskxiegluy,33699.0,NY,Herman Miller
Hrlakrbvnyhgzfyclkylxrluokbymnsvxidhwrnzrkmvssvmngazxhqvcckwfjkrrtehabodeps,NHC12438,S,B,2.0,O,489.0,9.0,50.0,410340.0,NHCOT,,1-957-447-9049,F,gmnqydluavnp,5.0,Cedar Rapids,Iitve,uqwfypvwaxdgmaptnoynvkft,194510.0,New Brunswick,Great Plains Energy
HSXFWFTLPWNAVUGSMZKDHODPYNUOGNCEENKKTIKYUQLUGWMNNEYIIMLHGBQQLMHCZSJHDERFNDF,Mim12439,M,,1.0,R,544.0,1.0,96.0,3343842.0,Mimgtfhedzsrgsnrtqzahvmren,Canada,1-264-614-1727,M,cadjojgukwojwvlstacqdbmpewhmlvyljmkfmluaoyhphvknnlxqijbfqj,0.0,Atlanta,lamzzkbh,AFBNJJIBGVQXALKUMMNXTNPVVHXO,439923.0,CA,Commercial Metals
Tzjxwmqdmkahbvcrizmhuhllzhqtxr,JDU12440,D,w,0.0,R,769.0,3.0,82.0,3939423.0,JDUKDPDWJANMMW,United States of America,1-502-235-9420,,Whpidacnseojqwrgloamvmdtahoagpulycpcsxtjmalsumesrauvik,2.0,Topeka,Bmidgukwa,FPTEJDWZWEHDFAEUZBKJEMID,379217.0,IN,First Horizon National Corp.
Gtvfnxzwdtdenvsakmofzstdltrndabxfhysdeupzgljjbczcpwcgvlwzdqgwggqmycemfx,ugf12441,S,,3.0,O,525.0,3.0,21.0,2814442.0,ugfuojkolo,Canada,1-031-389-2989,,,4.0,Madison,gpjxzsi,zqegsyfculpappxs,,IL,"Toys ""R"" Us"
efjpcfomodrcfqkmruypn,Cir12442,M,,4.0,O,599.0,3.0,55.0,3853170.0,Cirlkmx,United States of America,1-047-995-6407,,Ixaxaqeqyetnbtctdeofsvznscv,3.0,Dallas,Nlrur,Tppegsjjhyfnthl,478841.0,NY,Crown Holdings
obrkvqjcfcuxmtwwwgeohsfphqnpemextxfhrirxtiqjlibosq,Bpd12443,M,,5.0,U,725.0,3.0,88.0,2017205.0,Bpdgac,Canada,1-080-723-1466,M,Fjvrljdtevwgfbgkxfvfmsdryxry,5.0,Irving,Sgeph,SMLEPVUYPRBAOMWGDBKZVWQGN,331912.0,NY,Newmont Mining
igtzcvzsgccspilsferxliqarvvqovg,CXN12444,M,A,3.0,O,430.0,,88.0,1521933.0,CXNMHFICGDFUWEJS,United States of America,1-273-670-6736,F,ucyamsgvfmvseutdcqvvob,,Lexington,ewlon,Hcjrxhaogzvdmvsgchss,188675.0,Manitoba,Plains Exploration
Ygzumfnfluhtchwfscfzgjtwuwdysxpgndfdesxvjsxmuhslyhqhgjbmvcmogths,Qrn12445,U,G,1.0,R,702.0,6.0,56.0,535441.0,Qrnwn,United States of America,1-804-070-2908,f,FQOUYJWXRKQMEXQOEQEOGKJALAESRTSCGYEJ,4.0,Philadelphia,Yhvxrfnqcqk,WWGAIFRPLXNRXLBRGLJTVIGF,250216.0,AZ,Leap Wireless International
Zmvtrmwvnopewjlsxcfshofco,Zqf12446,M,,5.0,O,701.0,8.0,32.0,3693277.0,Zqffbnnfwhsrwcvnagvt,United States of America,1-197-060-7227,,gadivgpexbepjitkmlxidlwfuequkwzlkroeffthqqhbakymyhthhcaqboadljhdivjkg,2.0,Las Vegas,Otbxjbxfcqbr,Epwgengvbvehdwpavwmmp,166983.0,NV,AMC Entertainment
Kitabcelnhpavuxvsawgfoldw,Geo12447,M,V,5.0,O,535.0,1.0,49.0,1396132.0,Geoejmiduhbguoqedstbhmobhats,United States of America,1-726-767-0135,f,Xpttptxrsepgoidbbdsnovodmqsgfbauprjrrujxiytssnrqlaniiubnihynbdoewqvqwmvjgqrwflpy,5.0,Dayton,nmskxkrfx,Wwvslueanbtgzplsikqwuilipaitp,236012.0,Ontario,Computer Sciences
