prospect_PosCo,prospect_AdLi2,prospect_NuChi,prospect_St,prospect_AgeID,prospect_A,prospect_Coun,prospect_FirNa,prospect_MariSt,prospect_NumC,prospect_Empl,prospect_NuCreCar,prospect_Ge,prospect_AddLi1,prospect_CreRa,prospect_Ph,prospect_Ci,prospect_LaNa,prospect_OwOReF,prospect_NeWor,prospect_In,prospect_MidIn
Uljca,apqkuixvexctvuyegrmbiwsuacmlziqanirz,,MI,Qvq11711,81.0,United States of America,blkolicmozus,W,1.0,Rockwell Automation,2.0,M,NUAQJZCDFYLIMAYBOXMPDBLYVJIMOWAO,750.0,1-056-201-3409,Jacksonville,Qvqvnxzovjvqlfqgfqqtitrn,,2024945.0,130173.0,
HYQGBQ,KJWNGJCXNLPZNFGRCUDXTYNCDFORKIEJPZOIVGFLGZRHUDKEUN,4.0,UT,Iqy11712,93.0,United States of America,YTQQFKSMKC,D,,Symantec,5.0,,KTBONLJSXFLATXQDLWXYAVCFAUUVGBBTEGSJIETEIMLHGPMRWDSVWHMZYLXZWDEDHRTALXWMNXZMDBC,,1-367-894-8849,Missoula,Iqyziziil,O,931226.0,,W
govbysnntupk,BOCTMQGLUM,,Prince Edward Island,meq11713,63.0,United States of America,Oyxgxjjaxhmnoswfusibt,S,1.0,Peabody Energy,9.0,,BFPECJYCWJTXNKVKUECFRXGPVECFOSDWZVEGTOMVPNIZPLKMUETIPHLZQ,780.0,1-904-731-7573,Waterbury,meqdnbzamtiwhfhfm,O,1158767.0,241916.0,
IMDKKSOMIENB,XCRPTGJBSOYEBRCHRXAJCQRKCELVLDYOZGLHTXUETEWNBFXMBQPWJR,3.0,MO,Wda11714,86.0,,Cptdqrqctsbxug,D,4.0,Sonoco Products,5.0,,Bnevkrjmckgszahqjuepj,639.0,1-351-524-3383,Orlando,Wdafdldazlbqcpohixhxkrwlcz,O,,95911.0,
Rhliqcqw,boaclaakunmvxnypmxayynurozwkovybxemmik,4.0,KS,Khj11715,95.0,United States of America,QDHVIUASNOURKRVQBTCNZQSQ,M,2.0,Aramark,10.0,,xkvsgteuvtgebfbkasaljrmuzhlmnoybbxozygrctqrmspziwr,724.0,1-627-826-7984,Toledo,Khjddafdpoqhmldfcqdqpdngpl,U,,,H
FSCDNSS,PTOXWWMEHMQJQNGHTFQTMQWNWDSUPJHTTGVUXSRORKAGLKPZFIUJMAFFKADQQUJQXTGSUKQWC,0.0,RI,Hwu11716,57.0,United States of America,KBETAIPSRXKTPWTDSLZKQL,M,1.0,Watson Wyatt Worldwide,2.0,,OSEJEOWMMBBGELARRMTKNJOJMKCLPEDMVHXTFUDSRNEGKCKJWNSJIHPEMBG,448.0,1-043-614-7259,Sterling Heights,Hwuxiacuatjhugyfjartk,O,665510.0,367388.0,
YZLLQ,Hroqhrpjyanqygchnbffceummpafphbsnqucnxab,2.0,GA,qpk11717,27.0,Canada,MDJCRN,U,5.0,,2.0,F,xbeyroatnurldjodmibxprwiqm,731.0,1-537-995-0563,Baton Rouge,qpkekoxcqhoockboxxrjefc,R,,5139.0,
Xofwwnkz,,5.0,FL,Lxu11718,96.0,United States of America,Esmskvmlofiqg,M,3.0,Wyeth,5.0,,icwogdotqgpmbktijzd,846.0,1-535-499-8026,Grand Rapids,Lxueccrjhdzchlyeqnlgjowfpsooyb,R,626986.0,20040.0,Z
Gugfwmhve,,2.0,ME,BEJ11719,,Canada,khubcmxvd,,2.0,Micron Technology,3.0,,,370.0,1-413-765-7306,Los Angeles,BEJUIVYPAKYNXZRHNJPZSAPLBBWEU,O,1376382.0,459798.0,k
Izjacpd,FBAAJUQNLLAONPRXOSKDIPPCRNZBGVAVDARMBRKXKHORLEMSJTKECBUJGWRDZJEKOZYWLQWZW,4.0,MN,Ilz11720,19.0,United States of America,Bkjdwomgnipfadgl,M,0.0,ABM Industries,4.0,,zpgogyakdyxxoqhwnnkligjhzcurqjwdbdcreuifybhloqbzh,733.0,1-363-033-1146,Fullerton,Ilzob,R,3375753.0,303758.0,f
Srjfuixbkv,ABRVSFZXTQXBEGWQXGGXPIBZIJNDUZMMMIGINZYTRNOQGUJBOOWPNECBNDKEVNYVUAPHLVPXK,0.0,SC,TUM11721,37.0,United States of America,Vrjnrisdaauumyqcrypkffz,M,1.0,Jack in the Box,7.0,,EERVBLYGNHMWDFBKTCMWROJTXNNIBZULQGNMYCFEUFKSKSZ,545.0,1-262-324-9802,Rockford,TUMSNQMO,O,,166207.0,
Cxrdbasy,Buvebmfyxgyvypoeisctcimapafefddwjuzilnyxbycadbzjagtpmf,4.0,KY,RJF11722,47.0,United States of America,Ocnxvbhjoxkomjbqbqbtpjt,U,2.0,Virgin Media,2.0,f,Buegftngqjftktduaotlngcvagurmmkmcctclxfkovdoabjp,793.0,1-293-545-4910,Lansing,RJFCLWYFKQQAITVZWICMCFXFJS,O,909889.0,477916.0,
Eklbk,ctcpujo,3.0,SC,HNH11723,36.0,United States of America,Wzrrvlcuzwt,U,0.0,American National Insurance,1.0,f,Sukuxhcqjjkugvodajzopgaqmsuralwidjzwvgjpbobinwdiimfguo,468.0,1-864-537-8923,Vallejo,HNHLDZXYQBX,U,1692275.0,406654.0,
Oclezseob,LEPVDERCSPJVHBFRRURPGETCYDUHLIATZJCDZTMPBNYHOCCKJDBOQQDW,,Nova Scotia,pll11724,43.0,United States of America,CQFPJIC,M,2.0,Alliance Data Systems,6.0,,PVEQLGQKSEPBYOXIPMLPBIAAGHMDF,843.0,1-288-902-9385,Laredo,pllpkdihlzm,O,,,L
Nqbqgtepxlaj,Xtsqjaubqsznfaljhfzacpuwpnnmxhqjrqdsaenwcsikgmuefbwzrdffdadvfqxgwlxdvmbigvpxkg,,IA,WWD11725,94.0,United States of America,kjkmevaboparyalvvxlnfnevakcul,S,4.0,URS,10.0,F,CMQOVVWGQR,377.0,1-226-636-2822,Dawson City,WWDGUKYUT,O,2483407.0,482177.0,
Xdaiarvskbj,jriawuktvvewctcnfgypnbtimeasesmnapeyoicrsobobwbljsaadfijmggtlrpddokpant,5.0,NV,BCL11726,24.0,United States of America,zxpybiaukmxtx,W,2.0,CVS Caremark,5.0,,Azgvrgdoqnjmnbugedlkubkbjgcrgjur,846.0,,Durham,BCLNBTXXACVDCBVY,U,3910309.0,183422.0,P
Sqaeytkepdli,Bubceoiwclgbhkcwafepildpymjotevtxzdeb,0.0,FL,itk11727,,United States of America,sxttpqveboqpcosqjqqskcjxlyb,M,4.0,BJ's Wholesale Club,,F,cmvclsucztjnqadqdtyxidyiagqhobjduseaoxknpjphyvdmtpqoxeakovjkombpjmizntrckvjrkwcq,508.0,1-713-441-8568,Cheyenne,itkkngsix,O,1090674.0,58827.0,
Hmbglfxrztu,,1.0,British Columbia,TRY11728,2.0,United States of America,IDVGFKIZATSPYCXINUCC,M,3.0,Baldor Electric,1.0,,Putugzuewwlaisxacg,586.0,1-786-594-9786,San Diego,TRYHPBJSWPLFTDYLX,O,1690874.0,204346.0,q
Llowov,Zzibpcopiyyfgbqoxagoaahpsbpmqlapzjvdnfbt,4.0,Saskatchewan,asv11729,1.0,,BLTRMJUAYVRJZNNMFCWKCYFD,M,4.0,USG,0.0,,kfunqphklbxsjbrhlduukksisygyfgvhjucvjjyqlswwqsopjbwaxyeovcwlbrtbwytvbbanonx,321.0,1-387-276-9449,Colorado Springs,asvtljaseahxf,O,3412707.0,75850.0,y
Mopcofad,Dktkqjkczgllwnifspymkmkajqfhhqkvoklclomkewsjabgiypobheaqrs,0.0,AZ,Ffa11730,65.0,United States of America,Aqyiqvi,W,3.0,Community Health Systems,6.0,,cgkwqfanduapwbnuavkpqlhozlttww,681.0,1-532-085-8244,Greensboro,Ffauukhthuxgnxtbcrfuscnv,O,2152190.0,493649.0,
,Xsgfndebcduvwpyurctqxhcgestioizxldzbiirhkdxuopjuxoqhgsukiy,4.0,IA,ZKQ11731,65.0,United States of America,Rgihiwsvllax,M,3.0,US Airways Group,10.0,,DLDJMHTVGEQOXMDPNVWRWY,387.0,1-535-711-3039,Great Falls,ZKQOKDNRQJTEFVLD,O,3081724.0,480339.0,
fcoaxp,YLWZOEGJBTLYWFKXLAONKIDM,4.0,NY,mmu11732,74.0,,EUEPIWJCDCPOJKN,S,,Donaldson,4.0,,Hrqzbmmsmnclwcstakysupkejfpmyuyfqnquyeheghnqurclwcoq,845.0,1-531-198-2593,Lewiston,mmuvrypz,O,361735.0,177542.0,
rvsdpgiswz,Jpvlajphfqgofetpyhubtvdeupjyoqpkjnkyrteypevsclgyobtjrxhtoomopcjknafkmjoas,4.0,AZ,Iho11733,,,Wccekpfsbhaldkpoemjscesib,M,1.0,Ross Stores,7.0,m,WKUDBUBODJTTNMCAETGREKYRH,691.0,1-394-748-7770,Victoria,Ihopnkoefezymm,O,2920725.0,157306.0,N
qmrvjgtdl,dehfpivmwqhirbklodmjotgnvfjyxpgejvfxrehnwkp,,ID,pxg11734,71.0,United States of America,GXEJOEANQO,M,0.0,Sara Lee,3.0,,evysfitsemrnjgohiohijogfgnxzzuxjxfxsrjvtxekvhfemynbxaf,420.0,1-446-601-1467,San Francisco,pxgikurgvsnphpwkiayvns,R,2484825.0,27284.0,
Mtfhmm,,3.0,VA,Gwr11735,90.0,United States of America,mkjeb,U,2.0,Airgas,1.0,,ialfomzhapewfvysgrkuxyhbpoeclmwipgqxbvnstsqvcrqwurmrpaysdkqzunldkaqcabmjblr,625.0,1-278-160-7348,Huntington,Gwretmhrkplnht,O,,115821.0,
Mmrevapjlob,MACPKA,1.0,TX,XVU11736,2.0,United States of America,Cwgthyibnkqraeamnbnrwjurffsrw,M,5.0,Brinker International,1.0,M,,599.0,,Frederick,XVULEG,O,509751.0,314757.0,
bymzjdm,Pqmycnikcpwqnfwzzevexxkixbqlbipqinlioxzrmarsmcudvwaspbwpqdfcrwnwdmxcrpqakplsg,0.0,DC,Kbh11737,34.0,United States of America,IYSQHUZCXFKWUQEDM,W,,Cliffs Natural Resources,10.0,M,Btolsmhnidxndenvyjcftdhmvwdbhtw,526.0,1-289-584-2314,Burlington,Kbhgthmwfxjfxpitiss,U,390663.0,449663.0,
Fpolqpmix,Kbjxcoukrxctjrsfgntbvhjdyqrpwbnsyfmdkpvovezalgrmmmhsykqtelkjrxfdywkhwi,5.0,AL,Yvf11738,98.0,Canada,Wmswulnjsrmzcf,M,4.0,Cigna,3.0,m,cqjyzpssbyttdmtdqdgghkrdreip,691.0,1-384-911-4288,Irvine,Yvfhrctwifspxgcwmg,,2349107.0,78320.0,
vgwbytwi,OXEZDANUILXRBXBBBPATOVX,0.0,OR,FAI11739,12.0,United States of America,Zcbwmsqred,U,4.0,,2.0,M,EDFQTZUNLGOUTZDHVJRCDLAKUBRLTLYJEAPJICYGHPIOBMLDAGULQVFGPUFGUGWB,,1-088-590-4824,London,FAISHNAJQHDMCIRHMPHCR,O,51177.0,245922.0,
FEDYK,Mpglkkcbexyzvhqfluzocbjbesswkthgdcuefnqwuphyzsdintswwrflyjenamcfhmtgiuvpkmanvn,2.0,HI,PYX11740,48.0,United States of America,PAXACVYVZHWHZLNLMWN,D,2.0,Dean Foods,,,Sqvguxmpwgtasuwhftgpulillxwmgalqablcxbjfosueepsyndbbhaqnclitjd,544.0,1-953-354-0665,Fresno,PYXUE,O,3554095.0,225729.0,R
Czbvtzosve,wkerbzsmrsobhxituxstqmocjkhfmlhnwz,4.0,Newfoundland,BLL11741,91.0,United States of America,Wwvmntguryrgoablbycxewfcvpi,U,0.0,Spansion,8.0,m,Ggrbietdnchadzjidbloalywnjjkxioakqnyjntyaabubozyemubdoutinfljbbutqwfqf,664.0,1-744-528-3722,Montreal,BLLKSMZWTZFURIIYWXPW,O,3109210.0,76059.0,B
EXARTZFKFS,XBCPPIXXBUOWPQZGEMIC,0.0,New Brunswick,MBN11742,85.0,,YNPJZNARNRLMNV,M,4.0,Charles Schwab,6.0,F,Wuuspdpdzrpcdfecsniypmisrqhgdkyfcwwoudwzpdaxxphikxmzb,,1-841-666-0355,Providence,MBNTFEGDHALGWFPACBCHXH,O,3615936.0,466644.0,b
Sfxfjdjh,Bdquizerivmbdopylg,5.0,ID,Ika11743,59.0,United States of America,Wgqaamrtagkzwocchffoflkalpb,M,4.0,Penn National Gaming,1.0,,Vzjdcuxfqxgigfpuralbettxayiolyxcmztdwjjozuflldkbaypopwowxkbjmtjnmjwwdkqggwja,,1-801-738-1880,Ontario,Ikazaimxyijvcrx,U,211374.0,155200.0,
ZQUHYFEDUTPU,ZAMHE,4.0,WI,Sze11744,38.0,United States of America,Lvbsaghvzxiryygvwfyl,S,4.0,Loews,5.0,,Uqehaivjhrcvzdycskhlaaphkfxxxthaotxvfqbaerybko,518.0,1-870-114-6677,Riverside,Szegb,O,2617531.0,416270.0,B
VVHKXE,vqejieogugecfdaxsanbawneoitouwivwwx,0.0,IN,KTX11745,96.0,United States of America,gdltk,M,4.0,,2.0,M,pedofoigdmgqmrjqahzipwgdyrcseppxfjntouizmqhqaxwqxfduytnmsh,,1-109-854-0542,Simi Valley,KTXHWQPBUJAGUFQPBEOUBRBFPUJD,O,2786921.0,414979.0,
NFDLLYQCMNVX,ufgmvmhczcpbliqyedcsiesuplgvpxtwectntiqxrwbtgcdsioqulopfxuiqpjkuwpmjhtwqb,2.0,MN,blo11746,14.0,United States of America,Hujensnbrrsorvigkwugamev,D,5.0,TJX,1.0,,Xwtqglblvvdsmznaarpduevcnigfhmdngwtpgufddoqztkebippohk,364.0,1-861-294-4700,Fullerton,bloqtqwcqlixlljeizvno,R,2969927.0,322741.0,
Rdhmgkc,Ykbqrigj,,British Columbia,dfh11747,67.0,United States of America,Koxhedgbppdxmhtfp,S,2.0,Unisys,5.0,,Fitjzoxpohkmwppivzvttxnqzjihnitalekxhstvwlbcsfnkrctriekvarzpwjybatufqjybxoo,714.0,1-792-056-7609,Rapid City,dfhqmbdbaw,R,2436646.0,260826.0,
Vklaivpkmemk,Xyjfrlccbbwjapcledkpikeohigmhrmluvuefgfjfmnwbhjsmmyajobpfghv,5.0,NJ,Xnw11748,84.0,United States of America,hxkrcetjsqmybdmuckavoqzsepxevk,S,4.0,Belden,5.0,f,botpihiylarrtgpkzioshggqunefqxmqghpbddmlilucs,824.0,1-130-623-1637,Irvine,Xnwlpxyttuxolkoevmc,,266142.0,21062.0,
Llpskxxlcxft,,1.0,NM,Gch11749,33.0,,bejjubxcmnmsnnzalhbrmvcd,S,0.0,Collective Brands,10.0,f,CNGXGFBUMPMNWRTLHQVVIKEXNZSVPH,403.0,1-182-393-4522,Elizabeth,Gchuzxufnlfvcidiaihpm,O,770942.0,74741.0,
UKLKRSJSDUOI,Ljbcmrsfopkjvnuuqyik,4.0,OK,kpg11750,73.0,United States of America,Sjeba,M,2.0,Int. Business Machines,7.0,,Acqtqjnuihxceboovjauctcudshkiqavhqurbw,793.0,1-321-617-5813,Charlotte,kpgpqamijf,O,3319942.0,69862.0,Y
Tmxbkubd,YQBOLUHPZXBGWXNLKXUSCNLLWITTUXZXFXSAKEELBMXYHSDQYWXTNHYTITLDPB,,CO,msb11751,37.0,United States of America,Spiprqtpddvyapofqovjtoo,,4.0,Ralcorp Holdings,3.0,F,taccjhxobsghmunuynaobqhdliyhuejeifmk,546.0,1-210-535-0713,Cincinnati,msbsmqjblhhkypa,O,2720438.0,384794.0,E
,RUNJKMPJXWJRDDLNORWJPIALBXTFLOLWTLXHUJEOM,5.0,TX,Hnp11752,68.0,Canada,ZLJHCXEJ,M,1.0,Universal,0.0,,BJABXFDJUTGNVBUXSDEGNCRHMICWXGFLQYUVWDBQVUMAYVNSMQLABDQUWEJGKWBEVVQY,308.0,1-429-954-0071,West Covina,Hnpsmrezgzmlp,O,1160144.0,397879.0,d
Eobwmjo,Losdbcqaf,1.0,TX,QGK11753,22.0,,Vtclnuulfvdphrdisbcu,M,0.0,Danaher,8.0,m,,570.0,1-409-149-9340,Lowell,QGKFGUOKTIOZ,O,2159549.0,358585.0,i
gyctkpkdfdwq,faewbfvembowalxmiwnilwcceqibpmcxkdfolkaztbadh,0.0,IA,Uej11754,17.0,Canada,Vuuasytqdbflsj,M,5.0,Sempra Energy,6.0,m,MNQESWGHPLBLIVPVMJOULRVEJNHINOKSLRV,796.0,1-345-474-3567,Mount Pearl,Uejxngcjbxf,O,3781151.0,474460.0,
BBPFOJQC,UIYQAWXKLRIWNOMSEORVUKMICXBLTUCWEDEXFDAHVIMPEQSAUJ,5.0,CT,bav11755,12.0,United States of America,Rjfhnbqrmuarojz,,3.0,Levi Strauss,7.0,,Xaqutmdwujewadryfpaohxzxitgrsybureiieobhxdvzdtzrdfebmebwmxeazueqmlqifwuvzyhhtykr,376.0,1-932-932-3688,Tallahassee,bavqxetufaelzrkhywq,O,3250324.0,50947.0,
hhjiyfqammhv,EMGTQUVVHKC,4.0,OH,Yuo11756,25.0,United States of America,Lrwajzbkmzw,W,0.0,Helmerich & Payne,10.0,,AWEXCSZMJDQNCKYKSOPPYABJNYGRRSZDCFDDSJMDTYGWGVMOIELTALB,430.0,1-273-821-8358,Grand Prairie,Yuoojalu,R,3662387.0,372337.0,
IZLTGPAUHWU,Hakwudzfrjkkkkan,4.0,RI,YPX11757,61.0,United States of America,buyjwllsyknpcnmydk,U,2.0,Lear,10.0,F,hwruykznkyvgnqmelsyllspbohxwyfcsdyurgivnbttiwh,419.0,1-015-125-0129,Amarillo,YPXWKDKDVD,O,,327959.0,W
,CWMTICAJMXOREPQVMZMGVPOMXQOXDGFTJEHUWEZJOFVFUHXPTZOUBKJKOKA,0.0,IL,Xae11758,90.0,Canada,agmkrpzmjavgsscwccbosojissj,S,2.0,Williams-Sonoma,2.0,,Ajuwfawojbxsyofpuqeexgtaonvjhwnrxwhxkddhsfgvbowuwcpuztvnneochxsdqckotoapjttkv,401.0,1-030-747-5853,Durham,Xaeizuufsccamtnl,O,1177998.0,129997.0,
Qnihppb,VFTGXBILMUVQEKJKLXEFUZVGUUD,2.0,CO,Vbs11759,9.0,Canada,KIDEIXYVNAQQFQKUWOPH,S,2.0,Best Buy,6.0,M,YORUXUZIIOYUOPVMHDLNBZFZO,546.0,1-758-056-7992,Philadelphia,Vbsecrxumbyzodtpbst,O,,375031.0,F
EJOQXMEU,bazffbfcvaqgtlrcmsgwipyotxeuiisyqoadxpfbbsfatnpriyahlbnceer,1.0,MA,CUE11760,20.0,Canada,CZOVBFNPKADZRTEVLAG,M,3.0,Atlas America,7.0,,Xqkjunahpofrcalmfxycuezswqtixhhudkwukipk,415.0,1-394-544-2432,Warren,CUEAWFPVJJYFOZOUUZTLA,U,890205.0,94344.0,n
Xpqjrzaob,ttxpnxgnxfewcotkatlsfeqysnrwtokklshrwmhqbcmmrlodbyvthfqughfluwrdcmaezeffwme,4.0,HI,qmp11761,12.0,United States of America,gkndjqugsmfgd,M,,FM Global,6.0,,Duulufjjevig,551.0,1-188-393-3222,Chesapeake,qmptrgqeyvmluvjz,O,2389197.0,128592.0,b
jwmwaaomkci,Edzfgkwnacobvyovdaaxfmntzllqdrevgbrxvcvydzvflcezqjurbkcivyvsv,1.0,ID,OES11762,44.0,United States of America,bwfmnhdcegwoavbbpzgxbdgtbwrio,U,2.0,Dynegy,5.0,F,Ynkxr,523.0,1-947-077-4401,New Haven,OESUYWFJEKHBGXYJJT,O,3096813.0,155023.0,
Wjlvecvmkuzq,,5.0,VA,Mzo11763,100.0,United States of America,Pbfivj,M,4.0,Texas Instruments,9.0,,SLKCHGRNSCHNWJTHHGIFVSMGTWJFDXERACBZAPVPAUGWJXANZFMRGXGYOFXAU,,1-295-181-0489,Vallejo,Mzokdxvhzrvdsimrwiizaqflxjcod,R,3890361.0,174598.0,T
Ozpzuq,Fqcrtdqfupdpbd,5.0,NY,Wxt11764,,United States of America,Vobhdnjppndvxqkshxrqapn,S,4.0,Applied Industrial Tech,5.0,,AAEVGCJBTLMOWXIVBLAUVZUPSEFNOLZOUHJPLZOLRAYKCNHHMUPRTLZGTVWCQLEZWVPJSNEDHW,638.0,1-328-056-5318,Nashua,Wxtkasembzfkquecztchcbcssdfqn,O,1259261.0,,
PFBMJWHV,Fkurvozolpthnbrpefvonuxbmzbyokagrgsosrtafbsourfmjsxhpjxxnndfhskehkcmmjyopngfnmsq,0.0,Manitoba,Bts11765,,United States of America,Vkedzbc,S,2.0,BE Aerospace,8.0,,EDYESDPMZZAHMEFKZFD,366.0,1-390-888-5972,Sherbrooke,Btsadoipmnsdxtbhdwdmubtjx,O,785594.0,74775.0,
hoyftvoa,WKQGXUFUU,4.0,HI,Fhk11766,16.0,United States of America,epekgijcifdxlzyp,U,3.0,Patterson,8.0,M,Peyeuixbleutixpscwxbwwtrkuxvwgqjrnlhdwhngzlfiucrtebggjbaeyutkxqttqmlvwdmqmbt,311.0,1-436-728-9947,Rancho Cucamonga,Fhkttwlak,O,2423771.0,464465.0,
mtphqhav,Oaxerhdkqsxwwefmxpguhprkhqwcefowcoijcawemgiu,3.0,LA,Sua11767,44.0,Canada,tebaeqrredhpfbqfstxvhiyvh,W,3.0,Robert Half International,4.0,,Oforvlwiqakivuohnovgukrmaanvryvuaa,762.0,1-010-494-8403,Thousand Oaks,Suaseenvfyqjnxaneinsmwnn,O,949490.0,236734.0,v
zkxacs,Omkyxfkrtowiosudvebsrdiiunowngfditlttqzbtfcemucjlkdvdsllgtvblvaweub,3.0,Newfoundland,dyx11768,83.0,United States of America,acwfvxvrelx,W,2.0,West,2.0,,eltrgmewvttakuxgsqbfjbcqdfyaqopskkoigydmwmmgacimuhdpox,509.0,1-834-168-3435,Henderson,dyxjsspf,U,3099446.0,,
Imnxma,QYCDCXRCXOJARSYTHY,0.0,Ontario,HUA11769,23.0,United States of America,mxotgeesvxomnkecazphzt,M,4.0,St. Jude Medical,10.0,,wcykdyusxzergtxsqtiwpofnituthzrfpvabeqgktvkvyghnemdqv,712.0,1-916-536-8440,Ottawa,HUADRMR,R,3102860.0,366394.0,
UNCQCKGO,Ehhxedxtnjqdgkxsslhkcbpjbzerrampwcptsdswtwgagcthganrojtaoctaxpymanmxwkokdfflm,1.0,OH,Wfe11770,47.0,United States of America,Wufotdnkb,S,0.0,Brinker International,,,SZOTFHLWPRJJVCJWGDYNWBNRFHUORCOSWRVQKFEPHMHQMCTBHMPLTGKVHFZISGPPOIBMZHX,431.0,1-957-540-5017,Tallahassee,Wfeqjchy,O,3709911.0,396783.0,Y
OOMVRSYBQNLX,Kajwdbyxpcbnotgmvvgfithwesyi,2.0,FL,KRN11771,43.0,United States of America,tqrsxaxsxjhyzwzgmstxrp,M,3.0,AutoNation,5.0,F,voxzsncaotwzxskhywiwatmydoiubvxgutldvktqlfrdfqygq,316.0,1-685-113-4933,Pembroke Pines,KRNEAUTTHVAYQRXLQJERJTJJHQT,O,1091433.0,495323.0,i
Wpcmivs,Gpazgedpjgeevxrmqwmueloonpuiheubaduj,4.0,TX,ofi11772,70.0,Canada,PFFXOZBDJIUCSSPHDTUFJF,M,4.0,Scana,1.0,,gdhuippdhpoiwxhaww,,1-993-732-1196,Irving,ofidw,R,1545094.0,9714.0,
Dgiohbhdbfdn,Mpvrlcsdbenfel,2.0,IA,Xnr11773,,Canada,XYZXRGZONS,M,0.0,Stanley Works,0.0,,Uxsvuttimmzjptmxxzjsluk,412.0,1-148-171-6665,Hayward,Xnrloiadpjcltbljlxwgwfxk,R,3242783.0,216485.0,
zjnrzmlj,Aslptvkjplsuhlbrlvpgdyvfmnaaqdijlnhwvpxetkhqsnnwnuxhasniydfgqstjxauiijlsavdbha,0.0,KY,Opf11774,1.0,United States of America,Yyuyaiamddddtvqqqcgswwowfxc,U,2.0,URS,4.0,,Gvfhljblgcfwkybmmfbsawhnlmxvsmqubqus,,1-013-501-5635,Spokane,Opfqg,R,920705.0,131489.0,f
Shqrdlnh,Qaltcooktkbqnnfdbdhniufvbsugfkyssjfzffxfcyazflfyshpz,,CO,Yyq11775,58.0,United States of America,VNNQBRGA,M,5.0,Dick's Sporting Goods,6.0,m,Upkgpfnzowzxxnkcyinixhcppsivksjsbnzpganfzrrwoolygd,,1-572-675-5701,Windsor,Yyqathqnzebrdjalsnpmfvjcekayss,R,551423.0,117948.0,
CWJYVXH,,4.0,TN,PRT11776,60.0,United States of America,Vwohkdooahihxczidomsfbsed,U,2.0,Perini,6.0,F,Sdvejmvuogsffqjqyyadwtoexkahccqlho,814.0,1-932-992-3370,London,PRTQDVQGOTDSYREIQUVGUF,O,,422142.0,
gfenenr,vtipamxuon,1.0,MN,Fks11777,2.0,United States of America,Udpfcivirrtrwnl,M,2.0,AECOM Technology,7.0,,YYBKCOGMZCLSFCLQDAKUKLOFTZZPBAHNCURXEAM,465.0,1-019-282-9321,Modesto,Fksavtwfzvbdrzjs,O,1451863.0,17118.0,d
Wkegkdhurkl,Yhqtzlvhxriemfkhwcqbwdgkytktkulkdzhoknzpiusodrpjfutplq,0.0,ND,pvw11778,100.0,United States of America,qeyzo,,5.0,Harman International Ind.,1.0,,Kkiiqtwhrnauqxiatzcvictgwxaylbvukwicfybhhlxgcwzrshtu,682.0,1-535-562-6100,Hialeah,pvwteb,O,1441336.0,430409.0,
qmsfauhaqw,Ssdheubzijqmlpilvcqelzsicswvoztvuhdotpgvqhwhuindxkgpdhwmqkctzau,5.0,GA,nep11779,61.0,United States of America,GKYYQQX,M,5.0,Furniture Brands International,3.0,M,UFPDSUTGKOIPXM,687.0,1-577-754-3360,Greensboro,nepdvmjjjuvmwbzlcdyuja,O,721680.0,24711.0,
Mtfkvgxvhglh,Cevjimofcvcfllaptfxxpakjifiacybfivlqploqrbcldedbxwgzmqolctxkofipp,1.0,UT,Krw11780,94.0,United States of America,jsmzbkfawplbycw,M,,Sysco,2.0,f,CIZBXPGPYNDUVXOQZOIODZEVKWDRHDPCQWAZBI,305.0,,Richmond,Krwpsmxmytjqywevzzblfchhx,O,3190327.0,127926.0,
IRNMSUSC,,4.0,MO,Veg11781,74.0,Canada,Dnbcnkgmqdlksakflpoua,M,4.0,ConAgra Foods,1.0,,Epzbwhuskwttowwzzipfgubfrpclqvzdarvdwujdmgrecmcpnskzmqmlvuemck,737.0,1-084-404-6188,Garland,Vegixpxevfmqchrpzoqanifnygeq,O,657037.0,251455.0,W
,blkqohlvwlxksxmkveaqczpvywkanqxplmvpwxauybijcqrmhyuebcsdllzi,4.0,Prince Edward Island,Fub11782,34.0,United States of America,BNSOIELNSU,U,2.0,Omnicom Group,8.0,,HJEJCHOPCLOHLJBFJNBYSAXTWHUJNJSIFHQHVCTBGDANXEBHZUG,789.0,1-403-230-0932,Independence,Fubhxxqsgevapgapzovlrqqfi,O,1686671.0,415869.0,
iwjlhzkfy,UGAWWEMQYDXSIZOJQGOBFSXWZCCFG,3.0,RI,jvv11783,95.0,United States of America,Rliuelgaexnbsccmmssqltd,M,3.0,Thrivent Financial,3.0,f,crwgtrnkmf,805.0,1-316-892-8756,Biloxi,jvvpcdttkcy,O,3093331.0,284748.0,k
Nmrsuasasfb,Lphuahacyawksoqicvlnuluqcdt,5.0,OR,RGN11784,66.0,United States of America,coqwy,S,0.0,NCI Building Systems,1.0,m,bfjdmymbdpvbwllggzlukfzxotxwefoea,518.0,1-670-731-5577,Sterling Heights,RGNOBIPU,O,19154.0,68139.0,T
DWTBQFM,bazzcowksbpbueggwjfyymprfnblvxgbtfbnbsmktkaspsvyiojxreetpxnkkdsuuh,1.0,KY,WVH11785,86.0,United States of America,IIEHLIOOTNQKQKXGWJCQNMWI,U,1.0,Pall,6.0,,KWMMAENVJUIDYXANJZTQQENK,777.0,1-044-687-1330,Scottsdale,WVHVLVGJLLDGKBSNGEWMZRM,O,2524557.0,346400.0,
