prospect_gncd,prospect_ntwrth,prospect_ddrssln2,prospect_ddrssln1,prospect_pstlcd,prospect_nmbrchldrn,prospect_lstnm,prospect_phn,prospect_nmbrcrdtcrds,prospect_cntr,prospect_frstnm,prospect_nmbrcrs,prospect_mrtlstts,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr
Wws7408,1244998.0,Lchztucvhjpwgstrqbxfwdoqfykngreyqcckgxqv,HBUENIRYVVGBJZOOPODTSICLSZSFFRAVPJYLIXQNTYLDYYSASZQJVAPLRIMUFZQTMJGFRPHPGCGPQT,muotqqhyo,2.0,Wwsmipckveothzfqtzkbjplibl,1-257-084-2687,6.0,United States of America,Vwvagrgngrolqdagjir,1.0,M,49.0,541.0,O,Molina Healthcare
Quf7409,3426028.0,GOHFZGFHNYUEFGFMSADMHDWZN,Iksglhchsawltzulcoqovkxahjksoxfesktrerc,GNFPXMUCSK,1.0,Qufqqokwqm,1-567-038-8613,1.0,United States of America,Mgoxbmdvnyol,1.0,S,62.0,417.0,U,eBay
Fce7410,1444650.0,wbsjinojalmjvwtmxychwgqsjggotiskgkepwrfgrrckxfktkwrvunelppsiz,Kplifdglhtxhcreigqwsaajekebgolqomeeuqwmxngmbhhg,ditkwufjg,3.0,Fceiac,1-478-221-0175,0.0,United States of America,wzyvxpylinb,2.0,,75.0,658.0,R,IMS Health
Xap7411,3092238.0,Pbeiqvsdbnbnctcfqhrshctaqkrimmhjvxgucfuwqjywdegfd,WQVEOJIWIBCSZEBVBUCCC,sgddgcfxdis,4.0,Xapajvhiafqdutlptvmqahsirzw,,10.0,United States of America,pufyzrorpqbegamfqpshekuwveuhg,5.0,M,58.0,419.0,U,Polaris Industries
mmg7412,3148010.0,JNRURZLHOBH,Yegemjeogtjvtqhcovoxcnbypwrhbed,thvcq,4.0,mmgfbzjybklwbdlwy,1-113-890-0174,5.0,United States of America,Nwoxzzuvc,3.0,M,1.0,,U,New York Life Insurance
Vth7413,1371259.0,Hlqahshneiycjxntvuoxvfaldxgzmbxybqwrr,Pafwsuwegahycbihzhnalpdsuxkxjjjwpaipeaucatksuklyqvptnxsoqtvunnjdaydqebfhfqqexgrx,Lvdhibdqjho,2.0,Vthrbrsnh,1-950-134-5979,3.0,United States of America,dfaujsuemlkdc,4.0,S,71.0,702.0,O,NBTY
Uaw7414,3065717.0,AWUCCIVPANSLYVJXDYPVISAFWMCMGMZF,Qxuxwujrkqfosfaqitddwnagdhnqixptvwxhs,IEALTPFCI,2.0,Uawagsejhacsnlojnnmetmpbaqddu,1-067-822-4493,1.0,Canada,Aajgylxcvgebsqpi,,,,573.0,O,Activision Blizzard
Foa7415,3018014.0,Kmouahkwncvtjhclqyuqajgqqdtgomsfdtreikyl,Womffudkcpwremrpbdwnxwfmhccmkjvfqcwljxklmiixiriitcwnpftiqgp,Zfbfopnqpfy,0.0,Foahdx,1-427-263-4229,4.0,Canada,nazaifcoyzquujpbklwqvfwpncvpsr,1.0,S,,330.0,R,
GYP7416,626573.0,EMEPLBJEXKQUXQSGKXVFQDMGYXKMSXSESUHMDCDHYIWIP,WEVLIPAADSJPBRIRAANNRCPBVPFHVCFSFKUXYUHBFZHEHTVFVWMNL,Jpmhcvumazji,1.0,GYPFCXFQOHQ,1-721-850-1937,4.0,United States of America,SVIEKSWRVIDLBCPBJ,3.0,M,1.0,355.0,O,Applied Materials
ted7417,1497077.0,VROSHROPHHGAHNGADFRFWYGPOBPZFLHIBOJEWRDB,ufrlzdhkvflspvyegyljsmejrve,Jehahwezqpz,5.0,teddufaekcsvuglbnyowpl,1-196-016-3477,1.0,United States of America,EZWGVYETAWIWFTBNXWJVGLTVHJC,4.0,S,55.0,645.0,R,Precision Castparts
Kdh7418,3919306.0,efztsaewxkngckrkmfrrxltpvekcrd,Xcaxziedmganimvumuwkcsqpjjwsxwqbtqkshjlukrwwp,rmnpkga,3.0,Kdhxlmcbtxgxzjygmsfm,1-476-266-9400,5.0,United States of America,wjtglyimchbowbkbelfh,3.0,U,91.0,467.0,O,Ferro
Ugv7419,1590861.0,Jtxuufxds,xkwygcgmckvm,Htmqtn,3.0,Ugvooi,1-897-763-5401,0.0,United States of America,Qqiqhsiyhhbrvw,1.0,M,13.0,732.0,O,Energy Transfer Equity
imy7420,3554044.0,VDBKIYUKKJXRWXOASCRBCLLCDQDEPTZGD,Fhpegbhkvjtfwqzpeoicjpoawcbacwayjwupaiyrfcbateevbnohzhuszsuvbhowanqlihmhbeo,IGHAS,,imygovkplmnxcsgjr,,2.0,,Vovihsl,5.0,U,17.0,636.0,O,Praxair
fle7421,743399.0,briuawdaqjwtwyehyruplfcnnjvpycllwopuetqpcnki,Vxstcjzblnmizil,Huctmoulc,3.0,fleizkijajdtvftonqs,1-718-627-0146,6.0,Canada,qqlswk,3.0,S,37.0,482.0,O,Fleetwood Enterprises
BDO7422,2723539.0,Bfnaj,Uefclisxdsnsq,Javaycjfjm,3.0,BDOEYXVPJNCHGBCFIVWLOJ,1-181-601-2150,4.0,United States of America,Mmcnlnlhizwjbjquljad,3.0,,35.0,414.0,O,Harley-Davidson
Uvs7423,2108195.0,EQYUVLVDKYDQQELIBUBIVGJAPSLHWEPFKCBXFFSURQHNNILOB,Xqhsghpoojphtdklxowegvyskazsjesxkqmbzy,Inxpxb,3.0,Uvsfinwcftprgodydqegtubzwfsf,1-798-811-3705,2.0,United States of America,imuldufkvygorjgz,3.0,M,95.0,568.0,O,Peter Kiewit Sons'
Ynk7424,2123273.0,DRBPUWGUODSKAFWJICHUJBAFNXUTWAKPAUHFEVPAWOFLLJPNOJIOOPAK,jycelwyt,MEKGCH,5.0,Ynkbzkhubz,1-276-942-7879,9.0,Canada,Lqzdwhcf,0.0,U,46.0,397.0,O,Barnes & Noble
nex7425,2697929.0,Obrwefddchqqctyznjhqkhswiswajwsshfaaucybcvbbhbhixzngxkspwhjkmdauaspfiuvnqckmjrix,Orplbyysdjbuwoonb,Ignbvj,0.0,nexdsvxveuewzmrstulp,,6.0,United States of America,gmyvfw,0.0,M,26.0,471.0,O,IMS Health
Hvp7426,1242693.0,IRRZRHMRRRQCLVVKDRHR,IGOFIHCSWKDWQMJBOLSOESNFTDQBGEEKWYHJFHPEHPHNKDIKRO,Mnznxsf,2.0,Hvpegiprfefydzst,1-706-353-7542,6.0,United States of America,Gbvvdekvrv,,M,66.0,,O,Dick's Sporting Goods
Dvr7427,1935494.0,Yacxblamfkqfwzwlwvxexmfxnacsgqkppvqmuemhdfrjjkyqloapxeydg,Miefoyvqdsq,Knuwwc,2.0,Dvrfganbjkggq,1-320-927-9768,10.0,United States of America,PBXLOAUUUGYNRGC,4.0,S,89.0,,O,Johnson & Johnson
Lce7428,3437768.0,Fadteoclpzfghtwdbwhoggvssqddkknfhvfgbkwchbylfowgvmnxvhddiilgzaafeo,Awdpqhpkzbpvojgccahcswjnxbcforocmaxswdloakcctgeqcefoavigsnctoju,IGPULWQEMWI,0.0,Lcebgapekljlllelbtgmw,1-315-051-1180,6.0,United States of America,BBSZLDAXUWOASOQMOHDXMKPVAKDY,4.0,M,19.0,799.0,O,Windstream
Ryw7429,3328669.0,WRITSBGNATTWXAFRTSOEORQZICMWXVNLBPAUXJRXPMBTRTFJIFGEXSXRPVMWCKVDDLFAG,LOGMUIFLQUNFFFV,gtnnqaqsntq,2.0,Rywciqogcrjalb,1-317-468-7397,6.0,Canada,KMXVYEFGXWLBZOLTXWBGLRQPDZORQ,5.0,U,48.0,,O,Dow Chemical
ZZD7430,262379.0,OTVFIOGXBVXZFGDUMHSOFHDEXCRHTXNNIFVKNKUIBECBZCORCGVQXQCEH,Dijlonppoahbjartqjihjljpcttmulwwfrajzyjzlsduttvuibmwuiscqqyeadi,RFWAG,4.0,ZZDYCARHMZ,1-634-280-6312,7.0,Canada,xqdjroy,4.0,M,63.0,531.0,U,Wyeth
Qep7431,3414148.0,Bhyrvmkgacjicmrsdlw,mnwghrdgbwwddmciefskvgxjaxxnwfu,Irhrd,5.0,Qepqza,1-675-895-7448,10.0,United States of America,jvckhuvfnvo,4.0,M,,840.0,O,Blockbuster
Ckc7432,2006457.0,ghtyvwbjvcclroriqdvqwczxhdcofbl,Jwcxtcfyeuicrcvpnfd,FVJQNW,0.0,Ckchauvozlaaounuarteltyeyc,1-380-354-2358,7.0,United States of America,VMYXBLBSWRXDN,5.0,S,36.0,770.0,O,Vectren
Uty7433,1285910.0,vvvsehzsiwqhyrfozlafewpinf,evwynuuirkzimevawrbvzgckpfjhqoxsfyeioifnp,Ylwfwtdlnm,1.0,Utyeeillpo,1-494-852-4882,4.0,United States of America,Zubqrznhgwcxwi,0.0,M,30.0,694.0,O,BearingPoint
nlh7434,760977.0,Xdcwqxnoyejzosiaffoqjuuu,AOENTBERPVYSLWJQCQVGGHRDEMA,HOUDVXV,4.0,nlhsgjwniogorchytxd,1-027-509-2538,5.0,United States of America,Naejzattexbgbfncmqyeocabuieiz,0.0,S,52.0,311.0,U,Exxon Mobil
Oht7435,2965150.0,,RWAPEJWQNKPRUJFVZLSTBRISUQKSNCEHVEQRUXBFNBQXNL,Lprfzzvyehh,0.0,Ohtqwaajovhpq,,3.0,United States of America,YOQESYYONRNDPECX,5.0,W,21.0,729.0,R,J.B. Hunt Transport Services
Umo7436,3241791.0,CMDXTFWGCMKGWLUSLRLCNMMJCFZBRWJN,sxvpwrotnbjbjhsexpuleddmryefgnzbmxtaghrmjrilacqbdgjd,msevekwn,3.0,Umoptyglovqsnqjmljfraoc,1-398-718-8920,9.0,Canada,uikxanjtsumwaoihxzlvujbabqasg,3.0,M,73.0,537.0,O,BearingPoint
NXP7437,1464902.0,wslqbbazfswcunwxwbnyhhmyzyqumijrawrmpfabxwvtzuhuefoniqgiswykdcvxytidjkjorthtwcp,Yistkxjwdbwdiecfupcocgnmqniabavkixgnqjjkhetlgtofkpnxllsfozeyqcvdelwc,BFZYXJSLJ,,NXPIIRTIMCLYUOOUEATSNZ,1-388-670-6575,7.0,Canada,Ypiojudggnkzylnoxtkopokenhdqc,4.0,D,,465.0,O,National Oilwell Varco
njd7438,878906.0,Tqplusvioosqegfpjqkqjqxkqrzcozhwxdyhchoejakelezevgclabxlcnltaua,Fbdgohwjhsmgvquepltsghwruqigfizchulgjrxcdkhqshtpjlt,,,njdmplvncwvrjxekxiscdw,1-520-887-0892,5.0,United States of America,nwbtyzlhorfuvkhgwbzqivrgi,0.0,D,96.0,365.0,O,Whole Foods Market
Hqx7439,1072809.0,rwkevaiwufpfcviiewruwybbctgzvnuuhpctoeacsuoxbdtxbxjjmirhrhtckqldfmvgwiivppor,Miqultawzcctozdvwvbzlirhiifk,ABWWYE,5.0,Hqxvcwrcjtpeqstbiauwkyjushlhr,1-059-895-7403,7.0,United States of America,Eekwncfaonptpnbxbqpgcjaf,0.0,U,,411.0,O,Service Corp. International
OUQ7440,2928246.0,Wltlfrqdbnslberhetcwlbsftkbcptagqldhzdhupxhipkoceiaajltdrifjreftife,LFPDYVPHKYSECPYBLTIOEROKYBWNEFZYGKWXHQIZUHLSBQUMLMKXGLOTDKNYTATDCBZMQZO,FSTIXJ,2.0,OUQFTBKQKKKMCRQEJXT,1-162-603-2385,10.0,United States of America,Aqwrrdu,2.0,M,34.0,757.0,U,ProLogis
wsj7441,,Xtwdxjbagicbwafrycezlbjamnljpixtbiyzlpedlcrwamyknlibbdekjttlce,YQOIBCYDALKAQUOJOEIQDVCVLXBOIWBIBT,aystd,3.0,wsjqwmiprrtkekdfcd,1-125-506-1856,1.0,United States of America,Otdexocdedjusnetueqpukenv,3.0,,58.0,791.0,R,Autoliv
Slg7442,3908043.0,Zkpqcevraswivgdjbqbdaxhcthaebgoxljnymrsk,Qivpzbetjfjcfebjsftbrrscmurbkeocafgpbytnbkpkgucgdskgnqjihhfrwkepomdgmzmtgolpnht,Odfutqgle,,Slgexqveuquvxn,1-209-995-1631,8.0,United States of America,Jlxbppfmnecadalqeztqvqizoohpd,5.0,U,2.0,514.0,O,Synnex
Hnd7443,1834374.0,GCKTIDDGIPUAZKNNRGCOWWFYBIATBKARVEAHGMHMQSSV,Ptnzzgusdgcadbeokymaiwpyflnuidoeyetmzegxeylfbibigid,hezzj,3.0,Hnduw,1-549-808-9199,9.0,United States of America,Nhpbptktlvn,4.0,M,25.0,593.0,U,
QJH7444,3577081.0,GSDCEJKOGAPYIGBPVPDIXMEWHJBKLEIEQMHMTRHFDCNTTTVZLVTMVRSX,CPNYEFFZXAFFUEGIHJIDWAOGMMPDAUSPDJRRZMMWCLGQBFOYHTLVTPLOTEKKVPIHLXVFTSHXQVUDB,Krhtewguqkk,2.0,QJHUTABMZALADIXPC,1-998-809-4005,7.0,United States of America,Xjvvrucphmmaucrfe,5.0,W,60.0,830.0,O,LSI
Snu7445,2180372.0,,Tycxetqeakhcamaibbaoslrgoxiqg,,0.0,Snumxbcsrgnijfwl,1-860-619-6858,2.0,United States of America,Icecnjbmfvviytpouocdgj,4.0,M,36.0,341.0,O,PSS World Medical
Nzd7446,2941342.0,QHOMXGNKHDTIPRDKWZEXYESDSMXVIUZCGBPCO,Nbelpooybvkjameypqjpqdaqqmnczbnuwvimmwbfzo,YOWUGEVGIJ,1.0,Nzdskamukb,,0.0,Canada,Etevqugaxgavqrcjnjzljnrjsuq,2.0,M,30.0,664.0,,Computer Sciences
MKM7447,3737602.0,GKJCVIGJLIXEWTICBRX,Azkifuobweqlbaaoberkxzywtbspvuafvirwkjsvmviivtbjlqwlarfryt,LBFWIIU,5.0,MKMJLMCYELGLFTMOTBAGBZWOVFGI,1-072-105-7970,5.0,United States of America,Htzvxzvsabixzogzvpahtw,,M,67.0,716.0,O,Hanesbrands
Jjh7448,279746.0,Zdbphvwzypxgetxczdufvfefuintxjajdflbijpa,hagswnhvch,Zptuk,3.0,Jjhpqlslaqbpxgoqllqlduq,1-271-305-3258,10.0,United States of America,JDSKQKBKUDEGFFBE,,W,99.0,675.0,O,Polo Ralph Lauren
Ugc7449,,,Ynnkfbzzonbfabyizese,cggvvzqcxh,0.0,Ugcrqweksghtkmbrrxkjnhs,1-644-133-6646,2.0,United States of America,Udjonj,3.0,D,87.0,385.0,O,VWR Funding
Htd7450,2934411.0,Ymqqlprmjxnnnygbdrlaunefjjvsclskcbifyfq,rhqhzdhoxyzbsibpzidrxngkidukkriwrvmfjixpebfttepytgkfjbzonieozuesqeolexlrkizfjpej,Xvywsctl,5.0,Htdhugbpnxumgxhjmkyphimwnknv,1-686-577-3393,1.0,United States of America,Uvpvbdsdzktzpvctifmfx,0.0,U,31.0,463.0,O,CenterPoint Energy
Njm7451,1072764.0,tiwwfhrqmfruexnqxxbsurdcsaxhhkuaytwqpnlomtyvnao,ZKQCJLRCCOIPWWUBIGVVIN,Zctncjkged,0.0,Njmttgd,1-751-603-6724,10.0,,lgvkc,5.0,M,38.0,475.0,R,Interactive Brokers Group
RFV7452,2887437.0,Zdtfum,Vlpmkrbhugmcq,Lhyvuac,4.0,RFVEOGRTH,1-165-260-4814,10.0,United States of America,AARMBQCHPZSBBUMMQQHFIKFAWYQIUN,,M,30.0,694.0,O,Intuit
QUC7453,3967580.0,tcwafanqgvtydekdofqhpykhrzhjalybkuvbrkjyrzyheglngobbmlc,Vfkrrehtwalwuvlijgntsu,ETQMIGJDW,5.0,QUCCMENPCZFDCMSEBQNSVLFAXXUMYM,1-308-709-8447,5.0,United States of America,JBQMEZXTOGSHEKLYRHI,0.0,D,53.0,576.0,O,Deere
Dxr7454,1998657.0,VMADFCMDSYAMGUVGOPNCMBDQJWDSQHOUQRCFDOZ,JDSKJ,,0.0,Dxrhhlnddaysrvliu,1-727-872-6375,3.0,United States of America,YUJFGLFV,4.0,S,4.0,,O,BJ Services
rgn7455,1057902.0,Nehkijdunewprmnxnfsriltnmwirlopswdrrbgvoptezsbz,ARUGUTNRAKOHTBIELGIBGFJHGLMFIVYXAHFOCTEAACOIKLOBJEVZUJWJ,,,rgnxhtualfbh,1-706-494-6884,5.0,United States of America,Ebtsulszxhmyflmpnymvnpwon,4.0,S,13.0,759.0,O,Advanced Micro Devices
Tde7456,2925623.0,argsgmtiesmnbngjnfzrwjznqknmzcpfuklbyjiihurhklobrifzfssuagbgjxihhcboxspifyzpynx,Gmnpaqjrskssckkxfzxmnsyctnyaqndgtadpvuykkall,hfukwcxmzttz,4.0,Tdexeowlpnrshbkpl,1-597-951-3189,10.0,United States of America,Nsdhqsewvwimfkxput,2.0,,9.0,350.0,O,Amphenol
IUD7457,1024958.0,vdoiiupatpkl,Kmvlowqgvuaexlnldlfdwkd,gowcnajg,4.0,IUDHSISDVJXMWWMM,1-673-331-1431,5.0,United States of America,ngvwpnsgngksnjty,,M,81.0,458.0,O,Lender Processing Services
vbb7458,2020170.0,Kwzruwowhdgryyrultqzcqcwtlmkewqqmeoulvjtxepasmjtlyfiqptnvegckpnny,ynlrweejbnnsexveiobjnbeezerswzytkyqlcsvuzfrdocbbutvgwajaetlsoyjmkhqp,NFMVNRQXZ,2.0,vbbxjovdkoqpwnejkuyensvmuma,1-634-669-6027,8.0,United States of America,Kfyvzjjjznqljy,2.0,M,65.0,518.0,U,Rockwell Automation
Phs7459,2199857.0,Hgmegsgarogeuoqvqkudzultdcgignoxldxpbasysawbtulmpup,Oqucvzfeqcmbcxdhbfoqsignocwteexijqksnmfyjcnjdpvmtxsveit,,0.0,Phsbvigtusjnfaev,1-465-080-3614,4.0,United States of America,oolahwlmeaiqpkhiggnd,5.0,U,27.0,510.0,O,Fluor
MAH7460,2782133.0,QIXGAUEKVQOWEQHISDCLQWLPPQWWQLXTPQUWOHFVXFHQSJSJLHFWOXGROPOUCMPKPJPOWOOAYKGXEJN,YNNZML,OAWJUOOBQKO,3.0,MAHBBNUYORZDXMVRXRTY,1-724-288-5789,9.0,Canada,Ensigipbjct,3.0,M,58.0,332.0,R,Harris
Rex7461,310622.0,rsvxtmzelbbriorwmmrvodqsjc,eabwfaktpdslcnvtypaxbgpecn,HFYKK,4.0,Rexgeeczbvnjprxll,1-545-811-2626,1.0,United States of America,Wsxrnkyxsg,4.0,M,18.0,493.0,O,Moody's
alf7462,1537699.0,Ltvsqcvesffinnhgdreyvsxtnbhn,PXWICVMMOQMXOOURITHUOKCLCQHKFSKMZUAPYWINEJOGDIKVKXPD,JSFOVBVV,4.0,alfkkgxgkiibrfjnhmndvb,1-953-604-8654,1.0,Canada,Radczslhomecwertws,0.0,M,22.0,333.0,O,Eagle Rock Energy Partners
NDK7463,299371.0,Iswnhokuupappqkttsklafmfimha,OPRUIVPKOZHXKYFKHBNPLYDJCIXDBOGGICQPHXXMOQKVOPNTPNARH,Teiomirlkc,5.0,NDKTKEG,1-818-399-3550,8.0,United States of America,qofnnenff,2.0,U,36.0,597.0,O,Protective Life
HLU7464,3044896.0,JQPQBYQGVJXEZKPBKKRHDIQYVWBOZSOGEAMHKKUBFATWXMTIIAJAV,nntpgzhcw,wqrie,3.0,HLUGZXNJJKZMRFTPBZTKKJELFA,,5.0,United States of America,fbshjbfqcxxqsqwlrublgiifegcq,1.0,U,4.0,850.0,R,Bucyrus International
ELI7465,266215.0,WFNUDPHUKGBAVQMUMLOFCBWVVLNSFSSQECJUZUOWQDBOAIFVLYXOLPXSLRIXY,Tsaradmegnmutkrblrdupdhimfnxqevcrgsneovlywqozm,OLZXTIAOHNG,3.0,ELIPQGBOHJLQJRASLRTFVMJYERVIQ,1-993-306-4505,4.0,United States of America,Lseufyhrldazjmsyigqgoodtzj,2.0,M,37.0,640.0,O,MPS Group
Bna7466,1601162.0,Jgkhhxspjsifgvstydcbkpukcgecyotwrdofssxqgaylabarloeynmgcbtfin,PNPEBWKLXVTPUFCMKFLCUCTVDSQBKPIULTIWKGXYYNJUEARVEAWGRRGTHJS,Zvwqcdxjaqme,5.0,Bnaabh,1-928-677-8114,10.0,United States of America,Vbrrwnornbyundbyip,1.0,W,,686.0,U,LandAmerica Financial Group
fuz7467,2238203.0,,mqtowdsajalytaidfunoevwnbygolqphqabbmspvocm,Gzbei,0.0,fuzjhvnswkevimchngrivhylpg,1-346-310-5195,8.0,United States of America,Lsixjelmyqfewmegtyifm,0.0,M,74.0,396.0,O,Rohm & Haas
Nno7468,3613970.0,Lrpixnkeatkxrbgajdwyzkvctiujhxfgujealglveyhxzcoezrk,Esyjsouieiveqbzozviogawwczwyxyceonuipnvbatedijbk,shttxyoflu,3.0,Nnokhsagabmkuclaxvhlgg,1-102-731-1173,10.0,United States of America,DKAPACLMSAPLGUXVEYIVSMVBWHZ,1.0,M,85.0,782.0,U,LSI
QMI7469,,Qvcchfkejircleftyeqqnidcqjj,RDOMOMRONREFSJCEAZJ,Juuqznfitkj,1.0,QMIRIWSWF,1-005-400-6128,7.0,,Bbjnviroseyuplgbcohkrrkfh,2.0,M,94.0,,R,Hayes Lemmerz
Rqf7470,3054829.0,Nslpuxxtwvyigmvokbxc,DLIVG,Qnofwb,0.0,Rqfevdhzfmb,1-058-840-5423,10.0,United States of America,Cgbmwdwdghb,1.0,U,,525.0,O,Lennar
kyj7471,187945.0,Kmgqrovbavgndwxvxnmhaayikbgzfnrpzrmguavlxqxgbzsctdnxderwufxbpnxpr,vkfumgizdvumwryssfrajtxilmhzgpmnshztcpjutbtlppwqfpaszczzjzjjgrr,Skvhpgmorp,3.0,kyjoupitapw,1-466-867-8128,1.0,United States of America,Zcvixowdetquudcecqvexndaq,1.0,,14.0,431.0,R,DirecTV Group
Hea7472,3446418.0,Urkwirfqvxwpswpnogsrhbxzxmrqncnajyjzuweqfocjxvzcecmrhg,omhntcbbtyzbypxibrwdmkdffbtzbemtixjne,STUCVOXPWMXQ,1.0,Heaoafpwjvypuocnzfua,1-181-981-9416,8.0,United States of America,TXLLSNZTNTIIF,5.0,M,99.0,825.0,O,Amgen
WJA7473,892518.0,Ywhykq,aqeuvaxzzbhvntyckvvzzfuetvlhmspfihklqjfxcujxngisyitqh,Eridl,2.0,WJAIFGXTBZLVLCCCXZBULABQTEHZPG,1-522-992-3431,10.0,Canada,wehyuolxpphjramwco,4.0,M,16.0,627.0,O,Donaldson
Nja7474,2562796.0,Talhmjxystzkkgnwgoovkcguxpiciijtfkokloaiqepgbypvjuvbcbfhxphzjdoqkzdiwxrrdcncm,Tbpcboebeowcovvyfmtgcvlhxhganruvmqggtxczsiz,Jvtopnksbs,0.0,Njardkddfjstrwwohxg,1-358-238-8621,9.0,Canada,DQGJZXBDDHPDJVUXC,0.0,U,100.0,492.0,U,Vulcan Materials
LLS7475,1824369.0,OQASROILMRYRIBGWK,jhoxiqqngkmbxreyuggiphhlthcedcdnnt,Rgqstksc,0.0,LLSVIJLYSUQQQQWZTJBW,1-707-643-5865,7.0,Canada,KQDPRQUQ,5.0,U,57.0,586.0,U,Tech Data
Vuo7476,3112350.0,Bepnwpgwmtjvhphzwdarthdsskcjlcnfowqbcpplnj,Pjlhddyiloiqmkvccfhtdfcqxwvxlbyzyv,Pedhksvge,4.0,Vuofmfsivkj,1-056-124-3840,2.0,United States of America,ndrzoahtxqbgtciaawxxmnmwei,1.0,U,91.0,715.0,O,TRW Automotive Holdings
Ysq7477,1018722.0,WFKLANNGGZQYEDKOXFQSQVBTZDJBFZNBMAMAQKNGCXQFKUVFPJHHGFURLKBS,Uqkirtmuurxaojlsrrssmfrffvgdbhpbkzeeibsocaiixrlbavnmbwpsnbjkqosqmskbm,Zlqrfiuycg,5.0,Ysqfkefpymhgdahsnhjasg,1-605-821-4441,4.0,Canada,Xwteeegeqgewxbndrcctrcqbw,,U,7.0,760.0,R,R.H. Donnelley
Vmc7478,3821956.0,pamzzqmmgiybsptzkcmztrsfqpwnuzncdgxjvaorkqrahnxallzrttfoonummrofxzgcjzofjslg,zukxdapqofrrcsmwcsrtgdrcyotnazgfvbklxpnajbizapcgqpcsoyldaetzxuukschcefbkbjvglwy,Tzgorrjswzgl,3.0,Vmcgfqmpdkwidkovfwzug,1-436-720-8067,2.0,United States of America,Rfzwmppckxmosxted,1.0,U,64.0,580.0,O,Raytheon
YJJ7479,2536846.0,rbyfetckjxnoidasplftvtywesli,Mqtbmimpntqraxadtbvnswhwtfaxxicftmntbbodghrtekhurplevphfnlhwvocivrykhxln,LGILTULPQLY,1.0,YJJBBIZKCUNUOIBNGLIGRAB,1-059-871-2081,2.0,,Qvmzyqgkxvuoktdecctrzmlhtd,1.0,U,97.0,557.0,O,Spectrum Brands
vqe7480,513770.0,Efcubjbedqqtwcsfvqmvdp,MLTAWPPMPCWQHRKYGWBLLAHFPBMGFCPIYYKXMBEKYVRIHAU,Xpuiomdinpp,5.0,vqeyrgl,1-872-495-9744,2.0,United States of America,Uceywyafyhokpv,3.0,U,78.0,657.0,O,Nicor
KJX7481,3256074.0,VBRXKJGNQDLPGVONSPPQRGLOFPNPSKHAATKFGDFRUEKNXXIXDNMZIWFIDGCNDP,Wpblagqdrv,Twfalv,2.0,KJXIGMWTJJWZPIJNPFRKDLT,1-307-586-9976,9.0,Canada,ASCDZMIGJGYJMSSMS,1.0,S,52.0,,O,TJX
Tmc7482,3596683.0,Lsrpedfsicnmoxfcxasdlnkvnepddrlwtdnxmh,SGSJMWKIHLESKHXPCWKRIPIUGHJHTGJVRCNRIPLJCGLKIIOUHBVZKDBZCWF,axwpcgfqm,3.0,Tmcphmqck,1-928-697-1345,2.0,Canada,Tjptzqebx,1.0,W,61.0,495.0,O,BE Aerospace
AJF7483,2882795.0,Hkkkqitjosdxachgrmvnkuqkpvlbakv,Xkmphauvwzj,Aouungprpswv,5.0,AJFQCGDPF,1-439-051-3661,10.0,United States of America,bkyucfzwokgjbulhrltlidzfxub,0.0,D,14.0,457.0,O,Alliant Techsystems
ZNC7484,138858.0,Axkplprgxvibpqpbwwulyaqpfqybsucrzyzfleqgfxfmneqqisimvfkddkveytclzgv,FHEVPMOQWDPYTNOJZKHOCRRMIBGXPDSVLTRMBQ,Hsoftyhdf,3.0,ZNCKMMIQUVYVPRYBTOHLQIWRMK,1-461-267-7667,0.0,United States of America,mniea,5.0,W,28.0,671.0,O,Anadarko Petroleum
Kfd7485,3681039.0,Xfwxjoouabfhivhybjvuxlhxkdwkoacvrnyilhnbilotbrdoqwnae,jgfvmuzlqtteydaddqgooraueclugdkvbokbiuvictjdehwpqvqbhjubequhxymmpzknierqicvl,letpfngpw,1.0,Kfdestoxtxkjalijmwwdotzvbyu,1-524-326-6087,7.0,Canada,Rxvnzcujbg,3.0,S,65.0,605.0,,
nkx7486,,Mxhfqdtsnghokqqacdsojjtdhpwscbzvqddwpovfracwfxcpdv,KNRYMLHGWPUVLIPRJLOLKIWZWKGQIOKZYIHWSGKXZAJHVKNSETCZXDIUHPP,Ddpacnlkmfps,1.0,nkxpnsqeyplbfxcwgsbgwmcaj,1-646-096-9856,8.0,United States of America,XALFLGR,4.0,,4.0,,O,FMC Technologies
Idr7487,,Nkxylydzdfzct,mpsodnrlseokmklusucoritoxreueaukeuilozxnwwwipmrjnyutmshlloirtiqxhgoufgu,Mkqpl,1.0,Idritbywmsphussz,1-392-175-0599,3.0,United States of America,Oxkkry,5.0,S,92.0,544.0,O,Principal Financial
QXJ7488,1483396.0,ygulbvhgvavyxjimcakapqtexefyigpsysqyo,Qnzebuwvjkdeojjcllx,Urpppafrp,4.0,QXJGSTNVLTWJWUAMWFMOZLFLHGGDJ,1-237-584-2004,7.0,United States of America,Itnhenbgarihsmebxs,2.0,S,58.0,522.0,R,
Aif7489,800913.0,Hialueruiunmwmclpxdngfirgdaszdfnfwwudluoijmubgxzdxfbtczenrruvsadbeahhaxkade,Haltms,WSUSZAIWD,2.0,Aifchdkdbinhmztrgaqxxudwqebmg,1-370-536-8188,,United States of America,OGAAFYCWTQEF,1.0,M,,684.0,R,Virgin Media
