prospect_FirN,prospect_Ag,prospect_Sta,prospect_NumC,prospect_LNa,prospect_AddL1,prospect_AgeID,prospect_Pho,prospect_MaSt,prospect_NWor,prospect_Gen,prospect_Coun,prospect_CrRat,prospect_MiIni,prospect_Emp,prospect_PoCo,prospect_Ci,prospect_OORFl,prospect_In,prospect_NuCh,prospect_AddLi2,prospect_NuCreCar
QVXYHKKSGDSSSGJTG,48.0,MS,0.0,mbqcjomltvtzdfwvkjghxnkk,,mbq11600,1-253-084-7064,M,1803773.0,,United States of America,377.0,,Kinetic Concepts,Fbkwfjknfnc,Birmingham,O,122483.0,2.0,Bggwpvaqxtpborgazcznshudguwfphaspubheqafxtltyhwyoykvsesziujncjmu,7.0
Xhgjblzagilmr,48.0,ND,0.0,Rkwanwfrtrolvgslnuzz,Mtooiwjtgusngeitfoijhxbmqyajklrmsgwzxjhmcjikj,Rkw11601,1-749-001-6441,M,2686713.0,,United States of America,802.0,,Mutual Life Insurance,Lycfz,Worcester,U,343719.0,0.0,Puwykrcyeoiizwvbnzyokxlllagvguccjw,3.0
Ciodet,20.0,KS,5.0,Auxlixeldcgrg,Dviumyunujluvdxvnxikgmnuhrajynswfaaarsbgkatibukojrqzmrm,Aux11602,1-277-123-8765,D,,,,485.0,,Alpha Natural Resources,kudimljhu,Hollywood,,94100.0,1.0,Irgtgkpsigoxhdgbgfxmphplzwpkrocxcmbpxzscgkdjuuiupl,0.0
Knisqvadxopgesamnai,21.0,OK,2.0,Lanvlmaumwxmgwqnt,GYAHSVHZETOMIUPQUR,Lan11603,1-078-210-7995,D,3147005.0,m,United States of America,556.0,,R.R. Donnelley & Sons,VBCEGTETCG,Billings,O,266895.0,0.0,trtzlirrvocycxkgvqfxvxtu,
Fiupafixfqtabgtsqrxyhqagqfg,48.0,OK,4.0,cgtkgilsvyexcbg,Wxipm,cgt11604,1-217-485-7826,M,92052.0,,United States of America,813.0,c,Leap Wireless International,Wahqlqjpjdc,Portland,O,494928.0,2.0,Qgmnbhpnppkevcmzuitcdvmiwbgyxtsxskvtiwopsggcomksgmutc,9.0
wxzezcrnppgplmaakkfyfyf,81.0,KY,1.0,Yhpkgzbxxmxjqehmyumsbrhkinnf,Hsoinkdcpergxaofigukharxjfhzjphneqmnfmswkhjbisgprxptkdhqciptchgcpdaxgqijbgo,Yhp11605,1-203-837-8731,S,3022187.0,F,United States of America,403.0,,Chubb,SOYXSN,Yonkers,O,10974.0,4.0,,
NXQGIYDOWWCXYHLFHKPGRANHOKIOZ,100.0,FL,4.0,ZCECVDMWOXQNGBHUDSHUUNWCFUL,Jqifew,ZCE11606,1-688-070-6264,S,2728157.0,,,722.0,,Expeditors International,Ymwywbzohw,Jacksonville,R,317292.0,2.0,Sajcdy,
ojwqussnrscuoqwkxahdovzbjm,85.0,MA,3.0,Yeppjgznghkmspbcv,IWMGOMMDFDEYHP,Yep11607,1-736-129-6001,M,2603581.0,,Canada,496.0,h,Lender Processing Services,Omkslmpvky,Warren,O,182329.0,2.0,pcaaaxbhgljsirpslb,
etjaxwqq,58.0,VA,3.0,Npfodm,oagngydcdeekedkqfmfqxkmblefprjagk,Npf11608,1-587-126-6624,S,866620.0,F,Canada,753.0,w,Gardner Denver,Bhiuejex,Tempe,O,322283.0,5.0,LWVKWEAWGGEGBAAOBOSOOTCQHU,0.0
IHXMVABEFWNP,13.0,DC,1.0,ovunposwijx,Pnsddajofzypzukowmldwxidnrdpdejgjvhkb,ovu11609,1-253-546-9150,M,607498.0,F,United States of America,755.0,j,Consol Energy,ciadlxhllq,Detroit,O,308856.0,5.0,Jlphtjwsalqwzzomvsbbjdtjjclqcoxgnrjf,8.0
Ozprywornpunvfxkiqcnubmlwka,46.0,WI,1.0,sejhofxcnurwfppvcaaqwilyryeczb,ototeaiqlewnthhtiltmmknpvmztwmzthhzchildmjiolegnqlwlwf,sej11610,1-528-415-4033,U,2525236.0,m,United States of America,730.0,,General Dynamics,tftbg,Yellow Knife,U,395339.0,2.0,Ecxdowatrlevywozmmpmdljwwqdhsdb,1.0
Idbghluxcqchoodklgzjidlgqith,30.0,WY,2.0,Uionqaonpaiqv,Kptwddehaeoifxulmdhewgkzzomptuwscghxdvwmzlmjdsshczdubermcyfmmqyljbncymgyywxyefjo,Uio11611,1-257-011-0683,M,2105788.0,f,United States of America,536.0,J,VF,Tjfreyiv,Glendale,O,232654.0,0.0,Wmestwiynfvrpnjuiqdwkivaxjajdoytrkvgojjvmvwhzk,7.0
Bqdhlubzqt,88.0,SC,4.0,mwksjq,Rjgocipkxwdzvwsyqndugcarjhmxigzesoffarepjautkxikmwvlmgxlpgckjgd,mwk11612,1-673-858-7207,W,413838.0,,United States of America,357.0,U,Pepsi Bottling,Jwdkz,Overland Park,,256877.0,,PFDPPCJLUISCVMZAPKYBU,6.0
Opxadcgdeghxmq,83.0,MS,2.0,Mvlspgdhtfmagdmx,UIFKRFHDIKICLBFDCDJMGZDTPMERDMNHUHAJVOOXMPWXIBGO,Mvl11613,1-082-692-3311,S,1861550.0,,United States of America,498.0,a,,ETYAXUYWWP,Warwick,O,169787.0,5.0,Vixgawqqnqgwwgrboxlemnssnbxpvnpmjxlxydehbce,9.0
Lhgkgkqzmgsrvsxwnrs,75.0,NM,,Hwkseazdmccssha,mlyruecelcgaurjuwnjabnhtvlbhmdmbsc,Hwk11614,1-553-941-1814,U,1690505.0,,United States of America,411.0,,Eastman Kodak,Trllsaoe,Moreno Valley,O,230333.0,2.0,Pcwxshlnkg,1.0
Ekengyhorcxbl,34.0,SC,0.0,Smftpev,usdtlgafdwgsmwmqwfotvvfgowjoozwvcerdeaprfhtnfpqdgdvolvymffjdlunakvrjaozbxft,Smf11615,1-016-280-7954,D,1490414.0,,United States of America,504.0,O,Volt Information Sciences,PPESHHDST,Baton Rouge,O,216513.0,3.0,PPQODTEUSRLHURZQPFTMCLLBKDOHDIJXNCQZAKT,7.0
Zuapqqohsipnlabqzjnguvbmsj,67.0,IN,3.0,Bodxxghbcsjtrcjpfdeiujqkdgc,Emgyyzyrlkoorcbynqhwfjvccxbekgbfchxkkftipvepvsecwlnqjrvculpfxfmybixxkqrebhabk,Bod11616,1-301-321-2634,S,3093168.0,,Canada,432.0,Q,Whole Foods Market,Lccaeuxuzva,Mesquite,O,324178.0,5.0,Ozqcifztfimttgpcqsfmejerviktvzervijaccxicqpvgccmzcmfm,7.0
CCAWGHO,50.0,WI,5.0,QQNJUECGLM,Hwpimhxsptvfxafekwelljrgmqclxghlpmsnvwlgnrqmguhglotx,QQN11617,1-236-472-9787,,2095763.0,M,United States of America,482.0,,JohnsonDiversey,Jvivg,Stockton,R,148285.0,0.0,Updtumtmctb,6.0
QXFUKXAVNAYPOW,14.0,MO,0.0,JLXRDJYFTPXAMRSYSLCFGEZRBEXZ,xlncemlucjjerpqbvrilualhflvfsa,JLX11618,1-312-946-5675,W,131939.0,,United States of America,423.0,L,Sprint Nextel,dremkuit,Plano,O,239613.0,4.0,VPFMBIPFWAUUMCGIYLPPLPEWHTNHCWREIMRZLXEVXSDILKJIEFUVR,2.0
Tlglkisyik,20.0,IA,5.0,Hklexqwcewtcennedhyvr,BMVFLFEVTRGDVVWWMTAMZDQBSYVABQQIGLCIEWHLSXUONIZZLWVPADULEOLQACVFWCNDYQIWOSE,Hkl11619,1-187-561-7284,M,3039922.0,f,United States of America,416.0,,Hasbro,cpalxrcbj,Evansville,R,205435.0,2.0,Vpvqdzfiewodbmrrnqnbhptasppnoexbqraoknvngkuodeinfu,
SCXAZCEYYZ,69.0,Newfoundland,4.0,ORNRAOUDFKZNZGINT,Bihraftibkaaaoupsnptaw,ORN11620,,D,1463742.0,F,United States of America,513.0,G,Mattel,,Mesquite,O,285561.0,4.0,Tartkefwsjonipfltghniuhnholcxtngdoqauchjojdbtikjrszlvwgevypaibglalqxqxg,4.0
ctietdmggsetwfvegzwqsbwygdti,72.0,LA,0.0,Qznrztckbsrboyudyuyumjaezgjueu,pdkxbfdbennwilcvtggnvekfloxzqhbkbihhznbhijgufgusuvunrkueo,Qzn11621,1-922-960-2529,M,1049466.0,f,United States of America,434.0,,Cephalon,hwuzrons,Mesquite,,184724.0,5.0,gjftvtohtymtpf,
Hunonbpowk,21.0,OR,3.0,Tlcdewsqjnz,Xwpoxfnddhgddppdqqoptkecmoqgnotjtmefkfmetxkegyksfhdw,Tlc11622,1-581-044-8354,M,138783.0,,Canada,322.0,p,Brown Shoe,zofrcgbizyn,Chesapeake,R,475871.0,1.0,NUPCTAXZMFGNORPZGENOWCUXJKJ,
FXRZLWUNVFFK,77.0,NY,3.0,WQUIBKVCHANCCFSNUQXFQP,Pwztobnshuxgvsedzcpltrxlstmeyasmigglmvmyg,WQU11623,1-136-361-8892,S,718651.0,F,United States of America,382.0,,,kxbowd,Lansing,O,440579.0,3.0,jgneoejpfxaruplbocxrmvepjaujksonfwpegbfatmuyxbzn,10.0
MQUTWSCIMHMCKFNVUEHBOQD,40.0,NJ,0.0,Iknrzmrfxhkw,mrtnmiktbeyvbvuembefcoungvdifhhibvikptbbxo,Ikn11624,1-781-190-0085,S,920521.0,m,United States of America,328.0,z,Vishay Intertechnology,Rzcfizqmh,Saskatoon,,72779.0,5.0,Dbjfxsisiklokroannaxpvbzwmxydbghcrmrffcylejdbibdxlzik,3.0
adgoqensqjsleekwszke,22.0,AZ,4.0,Htlrvirryfduesjreqjucrrp,Pfyenlbqrynijvahfenrfdtggrxkiovkgaesxxagyyjuowyujoshkjntkolpyqf,Htl11625,1-436-676-2052,S,549247.0,,United States of America,630.0,,Brinker International,Evusov,Macon,O,48666.0,2.0,khpcqfvpkftkdxihpaubdqcnnrxq,9.0
Pajuqvxagoefgynodq,64.0,IN,1.0,kihpvmexeluhbhcjjdsnorqibghw,VJNMALNEHNYVHIVHIYSEUPMSJSSJICMKPNELXGXIXZKDTDYKLTRFZVUCOUMMQNF,kih11626,1-201-291-2778,S,2270678.0,,United States of America,646.0,a,Cenveo,Svkwdds,Simi Valley,U,241031.0,0.0,CNIFIHEHAMLBDFZKASFPQFJIME,5.0
Mcsnl,24.0,NM,4.0,Brwchr,ywvlydgplliaxvzmosowcepnbrehofxdbwifcbsivasnz,Brw11627,1-643-966-0709,U,2339397.0,,United States of America,361.0,,Universal Health Services,Jkbprogwbsyi,Costa Mesa,O,76021.0,0.0,Xmrfgxcdulpnmpsxzgelmfxgbxfiqhovvzicpbujepsnszt,0.0
huahgtztyekcojzbhgsahwuenl,100.0,DC,0.0,Cunkqososm,,Cun11628,1-168-329-5321,,2813423.0,m,United States of America,772.0,,Varian Medical Systems,FZBNXOLHE,Worcester,R,181204.0,3.0,,1.0
Lkmua,22.0,AK,1.0,Inpluxichpsuetk,njegmpngsycqlctmtsljlqweom,Inp11629,1-680-249-0273,S,541808.0,,Canada,562.0,,Flowers Foods,otrpw,Chula Vista,R,16220.0,5.0,Tcbqzelmuwgqjiuklsmubdodruegmzzyejrsrevz,9.0
Pbdccufjujzbamqrfofdskypxmhbmw,85.0,MO,1.0,JZSERXV,Idcnxvcqxkjnxvjdwitlqwjbitoutkrsefmzbojlzi,JZS11630,1-604-253-0064,D,722488.0,F,United States of America,503.0,,RSC Holdings,Vlaqrjno,Baton Rouge,R,469891.0,1.0,LDISVEPXIDAWGFAKPGOVFHBWUFSKOXSTRGEUESWTHPBMKMRCJNQCRVABABBEFKTL,1.0
Rulowacdpxvcemixfsvqas,54.0,OR,5.0,Gdkhhifotkwlczcgc,zqdbkhyefjyslla,Gdk11631,1-222-598-3527,M,86998.0,,United States of America,619.0,,Laclede Group,Wsasfijj,Baton Rouge,O,268371.0,3.0,Llwybughrtipjvmmwgsc,6.0
Wecpixvtjzcxg,33.0,GA,5.0,Dpadtmbgcrsokoniyrczcamggvj,,Dpa11632,1-004-675-5978,S,2601068.0,,United States of America,417.0,t,US Airways Group,Felbiiitiqz,Lubbock,R,,1.0,Asasorclwahnpqcpguytavhdoqkiwvrrnzpmowmpuviyprotwivpdcyaeoclihselny,6.0
pnaltoouvictymzkydqvqrdpi,60.0,Prince Edward Island,4.0,SCCEZIJBGKE,Lhebsdbcytxfxtmimiuergosyncjndsbvc,SCC11633,1-068-035-4180,D,2162095.0,M,United States of America,662.0,,Becton Dickinson,Iexvpwnil,Amarillo,O,456501.0,4.0,HMCWMUOOJJKWRIZVMHWFGO,7.0
Eteakjxkjxbpz,34.0,DE,5.0,MPSOGRMOFSXTEVJC,Rirmmsrrybghpjkwqpkrcxtqt,MPS11634,1-545-709-4927,M,2155545.0,,United States of America,817.0,a,Liberty Mutual Insurance Group,Zxejvoxqjxlq,New Orleans,O,394332.0,5.0,Rkqckpamsedotdstauxfbffsdygvminacsppfyubprlrsqquvgsbtgkhtenlfjvbukofc,0.0
Ueecixgiaxxvytqhjmmjesgokhz,4.0,AR,2.0,pvwgumdxnlyfdiulusfxnqsdgis,Qvfgzpuvvufrfyoxxoyiaalwhkrpotirywrvdbgfdpighdctljt,pvw11635,1-583-968-9273,U,2660702.0,,Canada,626.0,,,RXWGGRMN,Los Angeles,O,166542.0,1.0,bujqbnohyxwvvei,7.0
Joxqcoojrynuhxldqeapi,92.0,GA,4.0,Xmusxhpwqkz,Nhsphlytvjguyfgkralrpcwqsyeuscalxozebfwrtatpmp,Xmu11636,1-421-704-2719,U,2107157.0,f,United States of America,801.0,m,Entergy,,Santa Clara,O,390981.0,2.0,,3.0
Gfxncft,84.0,CT,1.0,Djnjlcbvohdfkfeehqvqmqggz,Qafkctzntjvmaphgvlmphtvzovmk,Djn11637,1-993-740-3718,D,1802795.0,m,Canada,552.0,,Albemarle,Abqmpqcftcil,Windsor,O,168327.0,0.0,Gqhakmpojcvzhhqqdsdctblzyfrqycqrgqizmtydolnfuzcyjaqcjfiakvgppniwkig,10.0
Hekfccxkwrqyyducfypnm,92.0,AZ,2.0,qrkkrqfolycjaggrrswn,gbbjljusoqoekjauwjzeyyajnhscwyutivzw,qrk11638,1-701-056-9214,S,3821277.0,M,United States of America,458.0,,Cabela's,Fbbeqovmbapv,Rancho Cucamonga,O,137303.0,2.0,Uvnfuqyrvszteqnyduaz,8.0
BIKYELRIQAKGNHAJ,53.0,DC,2.0,rguezhxt,eeelywrcdqfzrnbwblhwpxfpoxnbcgpdhsx,rgu11639,1-551-420-9404,D,3456261.0,F,United States of America,370.0,U,Goldman Sachs Group,Gpxfn,St. Paul,O,492039.0,3.0,Cgdupsumrinxhmdxcgvrhoqfotqxafmmtanxxvvb,7.0
senzrdupqubjxijnarwcv,95.0,WI,,azubxckdhkeoh,RCUPULTWLKXGTZCWUCXHRJOYECCCLIRRFOQ,azu11640,1-490-114-3920,M,130608.0,M,United States of America,728.0,,Philip Morris International,OPIATTGQTB,Yellow Knife,O,124926.0,1.0,Ndeyurertgsjwabsggxmyoihkofxrbydqdkievioffnjqapgrihwsmevow,5.0
Lzjdadrsnwugontofjihwjpbckrl,3.0,CA,0.0,Jvunltliejnehsobajafolbbo,Ktyfdeoxyfxbj,Jvu11641,1-451-743-5761,D,,f,United States of America,376.0,,Foot Locker,ptzfefif,Burlington,O,471272.0,5.0,Wirdlqydtvitlu,9.0
foajkxopbsjeicrsk,12.0,MN,2.0,MSOGKWAIZTBBVE,Dirofockkpdwpcbjygsfswlgszmyvaxedtzzdladamwvgysqnikwwgfvabqybdcrbhtjuiruce,MSO11642,1-974-038-8222,S,605798.0,,Canada,713.0,,Parker Hannifin,filftafcf,Tallahassee,R,3242.0,0.0,Palggjokgatpmjncofyosbtgybtsttvkubgerqyklazuxpbxmw,7.0
Dhmdl,32.0,KS,2.0,qreykenxkxym,Wforrpypymwexyafnrjdereyjqwnzacxrludtpeikuziwtzobvjmuifixknstn,qre11643,1-159-949-1495,M,2163263.0,,United States of America,604.0,I,AptarGroup,nkcxl,Elizabeth,O,453844.0,1.0,YRMWGVOETFKHSXRZILVYMTYSVHNYBRRDMDODGFGDVCIRQAZPIPUB,7.0
FGLHIDLLZJAAQFYJGHNOT,98.0,FL,1.0,hkououzdlob,Lxtprjbj,hko11644,1-390-895-9678,,2261388.0,,United States of America,460.0,,CF Industries Holdings,Afdiwc,Warwick,R,,1.0,Jkhkcjqauolokltqdbrloeiasoecbrknvrwqahenxlcssrohlkwcxewwigvlcktndkmqglttdf,1.0
SNQSYA,31.0,Saskatchewan,1.0,UZVFGXYTNIVFUIJWO,Sqyjylexoqiuwbqyemckuxijsrtxrtbuxwvufczxtjuyueoooslnamnsoyqszzgrdejokvyqvhdobdqn,UZV11645,1-192-449-0120,U,727051.0,,,482.0,,Securian Financial Group,Pxkimmb,Baltimore,O,375815.0,,,9.0
Jvwmrhaqbuijfmvm,73.0,Prince Edward Island,0.0,BCSHWOQ,LFRJGHOJFGESACTRWEXKHCQSTVZVBMAOAPCZJYTUXQACRL,BCS11646,1-134-780-5445,W,3003110.0,,United States of America,807.0,Q,Progressive,Tthlpu,Independence,O,114122.0,3.0,SFHSGWWHUP,8.0
Pgvopamymou,62.0,British Columbia,4.0,ZIJRXXCBQUW,Kzdupbrvp,ZIJ11647,1-075-096-9878,M,1857713.0,m,,509.0,,HNI,ixqguckcm,Cincinnati,O,400657.0,5.0,hmvwdymtscuawerifugtaxicymbmtswirrclbciqgwblvtklxgvhdbnkwmgiebmslbsxf,1.0
VWNUOG,48.0,Prince Edward Island,4.0,GWPTINXTKBEJNWFCK,irlldimjjginjjvdjzekmabuync,GWP11648,1-080-387-3116,D,3482902.0,,Canada,303.0,,Mueller Water Products,,San Buenaventura,O,293804.0,2.0,,8.0
Wfkmhhjfxkannoehibgjdlgrncoun,40.0,MA,1.0,Hdxfdmvygcpwuyxrouqrjixz,Aiofvtdqrgauiigwlcaelcbokxtdvasg,Hdx11649,1-066-671-2242,D,2203791.0,,United States of America,412.0,g,Vectren,Fvcoege,Independence,R,358678.0,2.0,LAKGXUCJQSHDEKTPUTHNDXAHRFOSPMLQQWNOU,10.0
pdryfzsydjfjmkgatftclrftwvj,20.0,MA,2.0,Iqvux,Aywincmvkyvohkmaljafdvtotveheswpdjokkltiicsoccvunuyebwpavagvhjiasp,Iqv11650,1-634-467-4413,M,,f,,788.0,l,Universal American,OTNVKBMZFI,Saskatoon,O,469668.0,0.0,Zdtlaryhdovtewknhkkxadywst,10.0
Dfqfswwjtebrdsbypo,16.0,ME,4.0,DLDMUNFYGMRNMVDSVPC,Iyxssmlynkqvqlsnshpfqbamkfuoftjhui,DLD11651,1-151-525-8237,M,3855669.0,m,United States of America,399.0,,Huntsman,dimplcv,Amarillo,O,139149.0,5.0,GCHNLXXLUVJLMNGZVPUOSED,5.0
usjaevvi,89.0,Nova Scotia,5.0,fhavbelntbcwtg,Oxtmjagvfwrgcqzjlokr,fha11652,1-313-385-2020,U,1429825.0,,United States of America,673.0,,KAR Holdings,Alaho,Toronto,O,219988.0,1.0,Chjvarzpbwlvbbctyuhfdladbbgjvhuieyvikidbowrirfqbbysfhbcrkdccbwsivqtfctqbm,6.0
OAGUUQNMVSFNLANKWVWOUZSHXA,81.0,NH,,Csutscbgpgnjq,Dldteqakqdyseenegnnemnaqgwakywfapthwmuyknov,Csu11653,1-215-637-7916,S,313635.0,,United States of America,770.0,o,Bank of New York Mellon Corp.,Rvziv,Riverside,O,383717.0,,lzlarrvtemzdvoftniefftlrwpsodswefcvvhbhfuvgpjppksnsjsiausigstxzofsutdvnza,3.0
BTAQMGRILUXVJK,23.0,SC,,kbwquzbcfuscvguamxlisbzcpusq,QRUKMGFMIRZQKQXLPQITQWTWPVZEBAWRWXFCSXD,kbw11654,1-133-810-2568,U,2868203.0,,United States of America,737.0,,Windstream,Lckktrmucvj,Tempe,O,318528.0,1.0,Szklqtmuxurfsmgnttqibbabfymqanjmpndhk,0.0
Lmujzmwyjrsoyhxgbtpl,47.0,MT,4.0,imfbycjvmegfmtzodjxkrotygild,EVZOBXXHRUIBUVBHLMJCFVUIPRUSEIGEGPAHVRCJLHLCFQGYVPERQKNAZKXQDIEFCHP,imf11655,1-932-597-9589,M,1383741.0,f,United States of America,351.0,,Coach,Elmvtsrrt,Philadelphia,U,,1.0,Jsbyijmkczlczhlergiyfqkelfppzozoqjsasdqhmrjo,6.0
Kqqibtqlkyvltt,25.0,NY,1.0,Yjlcufrtx,Menbuwxccknivjddnaaju,Yjl11656,1-553-956-4532,M,574855.0,m,United States of America,,,Brinker International,Kizpbsuy,Winnipeg,,457930.0,5.0,Viyeuevfcnlmwwtqjcedvundgzchmadlb,0.0
pcurhlmgjmdwuliuktzhlxfp,15.0,NH,0.0,Tgvlukklstaqwvkpapaiahzwtcok,,Tgv11657,1-618-787-1072,U,2325837.0,F,United States of America,594.0,,Cenveo,ZSIKSN,Hollywood,O,413109.0,2.0,KWUEPCVZPLKKNXGTOESNESLHZZILNLMIACF,8.0
exutdassepwdwgdsmkucveax,65.0,NV,5.0,Bnzsgchhgfakbybdz,pvprrhuwqurrkelabbadflgtefcclzkqsskkrsctwimobloypbx,Bnz11658,1-027-328-9740,M,2689771.0,,Canada,845.0,,M&T Bank Corp.,beggq,Bridgeport,O,375395.0,1.0,fcpwfnhvbtyawxossfqihzngxuabxuavbvwmiyjsnqoijphpeurr,5.0
PUBIUBIZURTBYSMPXQHSXKWOJGOLVF,88.0,OK,4.0,Vvudehhpbagtdg,thmgkhwfgjunqcoxofexvlbrwjytdjjixjkrvmdzyjwptxnwxxzrsizellsxhetix,Vvu11659,1-826-459-0746,M,604936.0,c,United States of America,431.0,,Qualcomm,Jonqqakeky,Las Cruces,,290984.0,0.0,Moyfhnfpkztwcbnwhduhpoifhpdiylzlmctyvcigvtspkgcgeqlzznvi,3.0
Mfrlaotwvrio,58.0,KY,1.0,Ostghweiftvhkcpnkfn,lesynqrattqifuqmmaiml,Ost11660,,W,3618949.0,,,633.0,K,GameStop,Rkbputtpeiij,Santa Clara,O,,0.0,Zolzpgpqommhqatxogpsfkaytawutgejelohpychvisjhvhxobonojhcxxclxqrwsqbtdluvhgf,8.0
Dcschfixbdvndnx,66.0,Prince Edward Island,5.0,VDXRRRGAEWQNJ,Tmjpxlympqrjjvsthhcdgrdjohjxgeixlsr,VDX11661,1-328-464-4313,U,2369853.0,F,United States of America,621.0,,Mutual of America Life,Znbklkthj,Garden Grove,O,223262.0,4.0,Ujpmhopwambvibgyjtszkxzdfsqpragv,9.0
Ckqshysnrbfxdf,94.0,OH,1.0,yyqvbnsqrafpjqlrssvncvvxzvd,Hrskcutcdhaxeegfpkdjcdegidcf,yyq11662,1-870-853-1808,D,1297224.0,,United States of America,631.0,,Danaher,oevkjtln,Topeka,O,343355.0,4.0,Cziopbsefyvkodeegumjmtupatmywzleelvjzio,8.0
brceajr,47.0,New Brunswick,0.0,Pexomitkqp,ykujuxmsjgthlnkevjyxurfnmpyjikxwijmkb,Pex11663,1-146-824-5307,M,3650244.0,,United States of America,564.0,W,Dentsply International,cmpquy,Yellow Knife,,443566.0,1.0,,5.0
Aldlslqhbqapmfdkwscsolfack,,LA,4.0,gtnsln,,gtn11664,1-966-130-5707,U,3570231.0,M,United States of America,533.0,r,Catalyst Health Solutions,Uwdqaduy,Chula Vista,O,275864.0,,Tzkouvphiyexiwpcrktoizdjjuhtdoqzxtrerkubckkciedvzskjllkflgnj,3.0
ELHGEECYNM,50.0,Saskatchewan,1.0,rufmucglfjkxsgahstiifywhdzt,Pmhcihdsugfqtksvcrqqpjtupvegsbvsvwtjfhzbarttpclwawpzsflam,ruf11665,1-896-324-3922,M,15856.0,,United States of America,843.0,,O'Reilly Automotive,Bqypxybnwmrd,Arlington,R,,0.0,Ctsfdmaktggzjetkjgwhmlgjpnuanbdsoikkypkqkhbewnamthgtqrza,8.0
AQSBHBBUCABRG,87.0,Newfoundland,0.0,Mbysmqgoszm,KXVYAMEIXMNWJTGUBFOONMEAQDHMAEHPK,Mby11666,1-477-491-0942,M,900943.0,M,Canada,327.0,,Universal Health Services,uetirum,Orlando,O,461982.0,5.0,WFNGWAKHDEHHAZQNJFXJDIHAZKYGPBSSIBNKTLVDXEXSDPZGBXIRMQCF,1.0
Mheemgmpamwfb,57.0,MO,3.0,Rephv,Kdqzvcwjqbzqothnbxvsg,Rep11667,1-072-193-4446,U,3217712.0,M,Canada,814.0,g,Valmont Industries,Afcmwnh,Newark,O,403990.0,1.0,uaqdxfgmsfvwfqjhdulljhqpejowrjipw,10.0
fxtijvvyu,48.0,SC,1.0,Udcrwhnloryarke,RBXIUTHPSW,Udc11668,,M,2736819.0,,United States of America,447.0,,PepsiCo,Mvmuqc,Tempe,R,147029.0,1.0,Eibnoinuluiqvslugrekpmhlbuuazbfwstffxodxweljkwcviilouowrducroyuhyljrr,10.0
lhxlgn,96.0,OR,2.0,uzfjfwjwquzcqie,fdcmxnrkyixodtvqxtzttrsbldseugdezrfegoloqjkw,uzf11669,1-124-194-4990,M,1464706.0,,United States of America,773.0,,McCormick,KHDHAWAV,Jersey City,R,443592.0,0.0,liprnkqnqvmfbqylypdfklicncbi,2.0
MSCPALXCILRKBVKAXOEMAXZBUODWCR,30.0,UT,2.0,Yeuyi,cacyaxinnblvrwjlxiejkpzjgfnimlhscbemxatuubuwbdudgidrppndpbjyqgvrpkgghyqhjt,Yeu11670,1-555-537-9938,U,2867175.0,,United States of America,640.0,Z,Public Storage,,Little Rock,U,143837.0,3.0,pcxgbfoprorkuktymgoruperzfbbthtrbltkwfwktntiebjjguizunqvsvwjsoquuwnrcbbqtcoz,4.0
OHCJCIJOETWWSWSDQZEVAIFZIYQOPY,19.0,CO,2.0,ydpsjxvwhypclxxelvwsj,yhreyxtsbqvwjy,ydp11671,1-490-369-9735,U,1579693.0,,United States of America,751.0,k,NCI Building Systems,IXCERZM,Memphis,O,297370.0,1.0,Cbnujqhpvwwuffhhpvnapstbdlmnhm,
Shmjusxwqwwjciesvjp,63.0,ND,5.0,UKOLXJ,Jumizqavosqkobwjdmydfnpbl,UKO11672,1-412-804-3130,,598721.0,,United States of America,,,Vanguard Health Systems,PUQEQRRMLEC,Windsor,O,162761.0,2.0,MKHCKIIGVMVTVQINAJFJAUVLDKEFYHXSOHTOWEQVNTQNGLGGWBSJQPKNFHFTKPSELPDMHDEJUMYPU,1.0
GSKNABIDBBJSBHOMX,,IN,3.0,SNCVWRUNARYRVULRRHK,Jbkwohmswzqqaygmzknkhzdycyk,SNC11673,1-825-309-6191,,917643.0,F,United States of America,358.0,,Equifax,Iksma,Toledo,R,366179.0,3.0,,3.0
Vskvyo,17.0,HI,5.0,xrorfhagvbdhncrfdjbekndtbddby,Qhysxaqrvkqlggyoivnfqhbsuhfeucadcqdmgwrcgqyonblqxsjnl,xro11674,1-793-326-1785,M,1443469.0,,United States of America,747.0,,Metals USA Holdings,Lhxey,Casper,O,384392.0,0.0,Koqskzvjxlwvirnzgialhkowsbrbeelateuktrpwnzo,5.0
SILPKHPIIOCO,88.0,WV,1.0,cssoqaqeveotm,EUTSNGURPCWCIWPVEQXUHAEWJJOLXERNOFXNDTNOTVXAYOJRFGB,css11675,1-264-132-6153,U,2164502.0,,United States of America,392.0,J,Jacobs Engineering Group,DETQYCRCAX,Hayward,O,445223.0,2.0,Ejknovuncvwjttyapctxiohbqhjhyioomvbvuieevbhwpubsqzcdwfbexfqsrellegcdpxy,3.0
quxemkprnjndinuvurxgldfwnijm,98.0,British Columbia,0.0,urjsfallyodbqqhz,EOSJBVWAGKKSRHQLTLJFOJMLGUCEWTVFXTDGDRCJQPTNWHHLMCBOWRNKCPNELRMAFOYZ,urj11676,1-321-350-2259,M,1197133.0,F,United States of America,456.0,F,Questar,Mhcopi,Lancaster,U,375792.0,0.0,TIRIGAFSROF,4.0
