AgID,MidInit,CrRat,Sta,LNa,Inc,NuCreCar,Ci,AdLi2,MaSta,NuCh,Ag,Emp,Coun,AddrL1,Ph,NumCa,OORF,NeWo
Shc11905,,807.0,NM,Shcdhutlvedx,288494.0,10.0,Richmond,,M,4.0,77.0,SLM,United States of America,ITYLPJEJYCRNIPHNVIRFBBGYWUZJATTMUTRRLXZWZIIUAIKMSMKJAKHIOKI,,4.0,R,1853817.0
LVM11906,,713.0,IN,LVMXHQTZGUSTDOLEPAZNHCIDTPRXGU,339540.0,10.0,Halifax,yhltdoztxpqrrgokqttnvbrxfyjdkyljqidjednszfvlgxgdm,U,4.0,,Ashland,United States of America,,1-694-862-5100,1.0,O,1206875.0
Vpf11907,W,774.0,UT,Vpfcuziekjoj,389579.0,5.0,Corpus Christi,Uymxkaandhxikatpgwmbghmji,M,0.0,9.0,JohnsonDiversey,United States of America,Lxfwfxgfnalxdv,1-927-581-0162,0.0,O,1297233.0
Vlg11908,,564.0,MI,Vlgmthhnevajzibqkjmzfzdiiebac,228037.0,9.0,Providence,csgfxfqwpgigdvtxeysxpqejxfznjvcogzoqgq,M,5.0,79.0,Berkshire Hathaway,United States of America,OAPPJ,1-261-637-6277,1.0,O,
ypu11909,j,813.0,NJ,ypuzmpwlianxblogzafgnttmia,195367.0,2.0,Iqaluit,oyaiqgjelentvzcmdwcjymvypqtnpjticsnlrhxpaqhlcyljqljczjhrrukcmbgzfmxkjydqsnpgigx,M,2.0,78.0,Republic Services,United States of America,,1-711-043-6288,4.0,U,3683447.0
Aha11910,G,475.0,MD,Ahajzcqko,276301.0,9.0,New Haven,PBBNEVAJNOLEUNQCSHECORHGJJFEDTSTCWIDYSHVVXURGYYTSTHEYPRBHGVHZJNNI,W,1.0,,Hanover Insurance Group,,Fprlkitodvnrcadfxtcvrovgqlkmxrwg,1-055-860-3838,0.0,,3232198.0
Otd11911,,445.0,ND,Otdbqpckrzylizeqhubdnn,409570.0,4.0,Naperville,eikgotsbxxlqhyfdtfkjruqppgj,D,3.0,79.0,Lear,United States of America,,1-325-026-4794,0.0,O,1379053.0
bjv11912,,317.0,LA,bjvkyiaenndjgpehswaxpaayi,443096.0,6.0,El Paso,Abzbzhhbagwcydlsstqnuhnxlvdmcnpimjkp,U,3.0,60.0,Leggett & Platt,United States of America,,1-808-513-3250,4.0,O,294440.0
SBU11913,F,422.0,MT,SBULVTSQC,137916.0,2.0,Windsor,gvchiyxbqcctsookesod,S,1.0,24.0,Medco Health Solutions,Canada,LOHWABSOSNQEJXAFOMUUNUGPUMCPQLYWIXVRATZXBFKYSDOIKENZLENRUJFWNCFQX,1-870-303-4058,2.0,O,98357.0
pey11914,,428.0,MO,peyxfzegodlxolrcjifftks,494778.0,1.0,Cheyenne,,M,1.0,54.0,J.M. Smucker,Canada,TJVMHTWVOQQXWOJBMQNAWYKVZTTZKHUTYOEILFWHIGWBWMZDHGOHADWKKYQ,1-927-677-6591,0.0,R,896095.0
Tas11915,,677.0,IA,Tasdgoehichieepu,80202.0,7.0,Mount Pearl,,M,3.0,49.0,Solo Cup,Canada,WUPFTMIBHDGYXDPGYZXQJGX,1-461-342-3128,5.0,R,3803006.0
Fok11916,,847.0,WA,Fokzudzu,467498.0,7.0,Tempe,Crjgguxqbenewazndzavlmtysgbbwqmiy,M,2.0,24.0,Ametek,United States of America,,1-797-094-6953,0.0,O,3769940.0
mav11917,,728.0,IN,mavxgvvzjprpg,221374.0,,Winnipeg,Twjthbs,,1.0,20.0,Apollo Group,United States of America,Exeaqjnonpqvsnguufunufqvddfppzibgkkbcpw,1-773-364-4636,,U,1037381.0
kxi11918,,565.0,IA,kxiyttrpjtffkgxrjqzbk,427965.0,3.0,Oshawa,Ivzpjbpomwbmnknmcxwcjikknsothpttkswenccdgsqnqdyhtuqdlfgsztvaytqcghlfnmevzcrz,W,2.0,27.0,Mutual Life Insurance,United States of America,jokozrhyjxqqfv,1-186-478-7955,3.0,U,3645846.0
qqr11919,M,644.0,AZ,qqrqxowzrvwnezzhoyaelinm,319507.0,7.0,Portland,wjpakdyph,M,5.0,51.0,Regal Entertainment Group,,PXJXCGCCZNQAZVHELJHMKSXAGOHTAULZDJOOQWDOJXCDXZDICKXGIEXNHD,1-644-277-0293,0.0,R,3621886.0
Htd11920,,675.0,VT,Htdrdozoqaxc,357871.0,8.0,Ann Arbor,Wvtfafiipdzekotretvmrbrmoybuomtjtklfuhsmbyvppjqaavioujhezhftwmh,M,2.0,46.0,Merrill Lynch,United States of America,mlzvcgikccmslhphtckjviojsgjifijvgymhsyioecrzifbdzkxwoxxgujastjmvpj,1-397-629-3245,5.0,,2596790.0
Lal11921,,374.0,CO,Laledbrrrp,456664.0,6.0,Biloxi,Jxiubeokigxecnnbvhgnurqqibvxzafeldmnuvcsemvnurgoqwrajnfnkgjh,M,3.0,45.0,Safeway,Canada,mdhlvwwtnchrfvvoox,1-061-209-5893,4.0,O,558283.0
qbq11922,J,750.0,MT,qbqfwmsarhdpdruimdofqb,382585.0,5.0,St. Catharines,SXUQWSTLKSGXTYYILLQHGJNMKORBEXGYHPFBPGJGGLOMFPSSNEVJJL,S,2.0,100.0,,Canada,Yamrdppxlauffewczrhjxwffqsbguagbpxmjesvhnoxt,1-124-494-6580,5.0,R,2254531.0
Pzt11923,,801.0,NJ,Pztyqnxbimnxgbogvkfdcvsuxve,263668.0,1.0,Huntington Beach,Atfapgewhcwjtqdpqhktutqjlqrhlzsmggecorwwxuynubvfzkxtwxaxdyvvdelliqrj,M,4.0,,NetApp,United States of America,YCKJKHKATJVHZNVFIFHLASETPWXWDNUIVDDGRIMGIPM,1-662-090-1749,0.0,R,830541.0
bju11924,H,684.0,CA,bjubckzkbfkx,,8.0,Iqaluit,nrvolhvhzcummhimgfmkwljqacqccdhrklaxfsliqkxpnyuzjfgtph,M,0.0,96.0,Comerica,United States of America,sasnxqevefeunjhqhsmwojtrvxatcnkcwcicubaorvxrqsxlslhuaggruoymxhfrwc,1-086-168-0873,2.0,O,945684.0
DXF11925,I,727.0,MN,DXFXCDMGEQTXFWKD,60258.0,2.0,Hilo,Zrlnlesrsbkeojvlrgeorwlqhvxphikqjbddglbgsupg,D,5.0,41.0,Polaris Industries,,Zydxcjlfbdyktwc,1-872-268-2389,5.0,,3112934.0
IUX11926,,514.0,WV,IUXAGUICDIADLKEGMYTWABKW,262566.0,0.0,Cleveland,MWSFALLTWTADQSEZZCIAVBORVEAWM,M,5.0,60.0,,United States of America,ntbzelkqcjupullinvflivamoseletnyryncojxlfgtgurpqkajntwnsaiwdmfhczrugwedzgkqdl,1-253-647-9495,2.0,O,643280.0
LWM11927,,459.0,NV,LWMJOOSIOVSWCEP,488381.0,6.0,Livonia,gnuagyfbhq,M,4.0,81.0,Expeditors International,Canada,Noieelnnombtfsajswhbcqwokyetugzrjhridqhbonylrxentrkkftzygesijjlrjauigsrveu,1-581-567-2728,5.0,R,3325885.0
npt11928,,674.0,WA,nptddecygojdqjkwqxkftulgkrz,472161.0,8.0,Riverside,Suiucaprngdmghkggoijdmoudticpzuoqxubtpiwlsdmriiwladswv,D,2.0,91.0,Brookdale Senior Living,United States of America,Eevxqbkhtmllgbgppekwqkelwmnhqqgulpjweqijcbkifriqjr,1-134-376-8891,1.0,O,2689980.0
uuj11929,,425.0,IN,uujyzsaakibmssbciv,475498.0,9.0,Augusta,klcojyemrpmhxfcwdpyyqitfugftblohighibpxpzxkgjhoobboarrsbwjzwesegmck,S,3.0,7.0,Amphenol,United States of America,Pssyligduugymbjdwyltpfkmmcwjtoxveovjoav,1-225-772-4573,5.0,O,3581396.0
Oux11930,y,315.0,Ontario,Ouxxmujxrkmcajtfo,4801.0,6.0,San Diego,Tbswapnylecbtqhaytekbrhxxlxffktbhxcrhananjojdjkdimhbs,U,0.0,41.0,Fiserv,United States of America,DJXPCEWZIQKEZDZJTYICHYQIZJUWQVQSMKHMARZWJQDBJMOI,1-953-398-9420,5.0,O,1987575.0
zry11931,,673.0,FL,zrycclsiwekfeuchqbtminw,410571.0,6.0,New Haven,EIBAYMNTFIFDIGGGICGCJPATRQMTVVZAJLSFLLRRPUJIASWOWRGEDXKOQXJ,U,0.0,66.0,J.B. Hunt Transport Services,,Aihkvlyuisesgkbshdnousojxahyxxejctpsnaffbdonhriznq,1-030-309-3122,2.0,R,1108303.0
Uyr11932,,690.0,Prince Edward Island,Uyrbayeyclhxjjwknatrdkuukeoaw,430757.0,0.0,Las Cruces,etiejwwnrolsqcsrshzedpvhdywvhsqwebqtsblixddfpyloapqo,M,3.0,74.0,CF Industries Holdings,United States of America,Epltobcxjijghfxgmdyktsppnkmcoxpcfbvhafdwfbfdjmtpgkcftqyhtltirdauhseizaqbimjx,1-165-910-1786,3.0,O,3009021.0
ZRD11933,,710.0,Quebec,ZRDIYSMKHNQSCRILCYOJVGDVE,414789.0,1.0,Cleveland,Plbjxxnsxhjonoujzpqugjeuiwquoypflfzdchzngrdqtcfjwuwetnzwwc,M,4.0,15.0,Annaly Capital Management,Canada,hzewctec,1-241-534-9517,3.0,O,2461710.0
gkp11934,R,554.0,WY,gkpsddahlthfcq,240269.0,0.0,Jersey City,Vjoqhvueafzurkcwhicwnbigu,W,2.0,12.0,Cliffs Natural Resources,United States of America,Xzhwtnmgmixaiqhkkxriprvihepweeuuyviwp,1-973-199-2228,4.0,O,3734446.0
Nqp11935,,804.0,NJ,Nqpauahxpiclmgllmxaf,204687.0,8.0,Palmdale,KDIQKNRQCFGKBVIRB,W,5.0,65.0,Mohawk Industries,United States of America,Tuxnjvygmftfbpetshgfttebnxpqaefgdanwqbxjgtusxtt,1-782-903-8746,0.0,O,1431511.0
sap11936,H,580.0,Alberta,sapqaqojhekjdirqxivlgof,28987.0,1.0,San Diego,ORRUZEDIMMBJQPFUEUWHVMBKPNCODEUNMGGCLIJCRBXLZWYQV,U,,53.0,IDT,United States of America,Xdbvtiizigdevwdlpcpnzjetenpjvpopsbsrdtvttmniqswmjptvt,1-824-389-2915,5.0,R,1714088.0
Eyl11937,,611.0,TX,Eyleabwuurqbpxqccbwqy,492993.0,6.0,Phoenix,WKWRDNYWXHAML,D,3.0,,AGL Resources,Canada,DJWLHALATAWFZXFJBJXOBSTDUYRJRQENJFTJOCTUOOIAASXDBEJKC,1-610-808-3846,5.0,O,2600134.0
WKO11938,,737.0,WA,WKOWUF,102810.0,10.0,Oceanside,Ygceyotmpexahxckjjfqdtadufnoshfwuxofrcfdnomsckyowfcwdllocebuzwhqo,M,5.0,48.0,Granite Construction,United States of America,Jruqfbgurpodbtdrtipwsfowzhdubfhbmsfsgzqgppbzfgssauvzybqvdfcwytcjyuinqng,1-128-408-2339,3.0,O,842726.0
JWQ11939,,608.0,WI,JWQGBMZFNKREJTSOEN,496953.0,2.0,Minneapolis,modklzojpce,M,0.0,49.0,Adams Resources & Energy,United States of America,EOOFMINXMRM,1-723-335-5064,5.0,R,954033.0
EQY11940,,416.0,CT,EQYUKADZHYVBZQRXW,188801.0,4.0,Pembroke Pines,Apbesgdwjlapewujmfqlkmywbzvecjlicufbnccftgcgtbdilapnhaeragh,S,2.0,98.0,Nasdaq OMX Group,United States of America,Acwqiabgrqxkkvjq,1-813-069-5690,0.0,O,1158871.0
Wen11941,M,323.0,ID,Wenyeigcf,355208.0,7.0,Kitchener,ITMDGKMLEAKHFNUASFMMLFRQRCNZYIMEIIJVGPMJMJRCSAYNC,U,2.0,80.0,State Farm Insurance Cos.,United States of America,,1-402-101-8866,4.0,,2714727.0
Xhj11942,,327.0,NH,Xhjchoeokbloeol,450028.0,8.0,Huntsville,Xxutjylrbrcefdjssmf,M,4.0,61.0,Energy Future Holdings,United States of America,GONEQUUCHQXCDZTXBQKDCJMSRBMJMEMJZGQZIJOHOXUHBMAFXXKGROCEQQRGDPGJNHHPZTCT,1-340-451-8889,0.0,,1189683.0
Zwy11943,t,311.0,ND,Zwybi,179764.0,5.0,McAllen,Gziiitpibnjcrtievxxrtepgqcfphe,U,5.0,93.0,AmerisourceBergen,United States of America,twjaicnlphwobxxo,1-186-488-0059,2.0,O,
SQF11944,y,845.0,TX,SQFLOFBDMNC,316549.0,9.0,Santa Clara,Ffhwvocooahozuxyqogbplpmipnykcqqtcsbwkzhkogwoaqlwxrrgsezgvfn,W,4.0,59.0,AK Steel Holding,United States of America,QEMVMOPCSSDGOVEFLOLRINYKTOIGPKUGDOOCSTNVEBBXERBQXHYM,1-065-556-0904,5.0,O,721695.0
Lqt11945,I,687.0,NE,Lqtpsdrakhrskhnajuebnvgjtm,370318.0,5.0,Paterson,Unnywfogplqlmmtpgnjbqgrkpsbvt,M,,38.0,Dover,United States of America,Zjdns,1-970-725-3523,3.0,O,2948368.0
Twm11946,,842.0,NC,Twmbhkceqlxorvlbblfib,393917.0,1.0,Lincoln,zsqzjioumclourkkcaxfczjhlssdolsbesnjtsztlfifq,,3.0,70.0,Stater Bros. Holdings,,CQCCSJEVPEOZDDQMWNLFBBHZVIEQDQAMDUZLABKMTDUZHGATKOPRPVWUKCFKMCQGFE,1-130-002-7024,4.0,O,1471487.0
ATF11947,,,UT,ATFGPXUMCRKPPLWRROJVH,294346.0,9.0,Edmonton,ntcrrnblttaenxgjyqrjqmngdaklvgtcprbdssswfwmodnpmillzwkpdaoffrl,W,2.0,1.0,Key Energy Services,Canada,,1-061-449-9792,1.0,O,120044.0
Ywn11948,T,,CA,Ywnxfbtrhwdboswhusqyltiyfkhvp,442184.0,0.0,Vancouver,,M,1.0,31.0,Sigma-Aldrich,Canada,wchgknbrbjmyzyjuiysdtignxnsjewutyfdrgmemhoeelefmbw,1-910-444-5055,2.0,,269924.0
Hbm11949,m,818.0,TX,Hbmfxvd,334995.0,3.0,Rapid City,Mjkdqvsqwag,S,4.0,97.0,Leap Wireless International,Canada,SAXHIFPAIMGJEXDALWJMCJORSMSXIUHLJBREVFRDSYNLDMKXLRVONIJGABEBGDTSCRSYGTXHFMHFRB,1-492-743-6914,3.0,O,3163776.0
sov11950,w,819.0,DC,sovhuqcewyypqi,25228.0,0.0,New Orleans,Wwnmibzgvkkccmfewfqrmqpabafmtgzmnrjiiqnkjztdogefooskefmwlxc,M,4.0,89.0,Securian Financial Group,,wiugvdfiudjalxxnlybajdtfkkdxzgoukdhufpjhwqyvlyg,,5.0,R,1043575.0
qdk11951,,847.0,IL,qdkjltnjexqyit,,6.0,Kitchener,svnubqnolsnxwjfdtyrdkkyoyudtsgwowegfkpclhejytjwabdgkpogsctfeihkvisfgddfqeuzttdg,M,0.0,76.0,Kohl's,United States of America,rdxnuhhoivrjlmgtaglcacqnji,1-397-554-3534,5.0,R,2682296.0
Ttx11952,,,FL,Ttxeznnrconljjhfiqmtoiwogtfo,9064.0,0.0,Anaheim,Vqhtiaoneilazpanbpxhdipjwyvzicndiiwqmvnsfexeducbvwtowliwozasesphzsycliuovvbehnv,M,1.0,49.0,MEMC Electronic Materials,United States of America,Uamahwzsnqghhcxgtswtkwuihyrimjxqyvagugcaeahxmpyijltjgcidhlknvsfnjqfslauekm,1-111-681-5226,2.0,O,2746285.0
CZG11953,,380.0,NC,CZGSTLAASDKDJQXOHXGTYZFI,287984.0,1.0,Warren,Tvcbwkzfozrecvxsbvqrmdwyctikaynqqrgdmukhvchitmzqvpjtqnifahcenccahzcpaawssagp,U,5.0,50.0,NiSource,Canada,,1-529-637-2669,2.0,R,
Uij11954,,806.0,ND,Uijxqd,22806.0,9.0,Raleigh,BRWFCNEPJNXTGJAKPNLXVWXBGATZLHIURUYHDOOIOQIEXGGKKANRUKBJKEQQOXODVEFBL,M,0.0,99.0,FM Global,Canada,UVMGHEIXONPQHJZEVWELXEMATUQLIOLMDLBRHJECLCSP,1-810-732-4744,4.0,O,444133.0
Udd11955,I,565.0,AL,Uddoxqhhgruayfribfjozpmeqg,193406.0,1.0,Newport News,Fuskojbgfgssxaesqdnbjsfewjcmucpgrcvcqdsuexafjzfflkoeznhvgifqbigenrfrtb,M,4.0,,Granite Construction,United States of America,Adrghpmawcnmtvpqbgngyurejlipocgsbbwqaemqozmmcrzuwfjzdefejirwbas,1-820-185-8851,1.0,,2635687.0
IFI11956,,486.0,GA,IFIRTYH,302129.0,0.0,Colorado Springs,Fmrwjwucuxcalkuoslcipzdb,W,0.0,59.0,KB Home,United States of America,GWIVPSPUHRVFRVX,1-300-175-5772,5.0,O,3592177.0
Wjc11957,K,315.0,TN,Wjccfzjqvzxyrxynypzawscsiadfw,46978.0,3.0,Riverside,,S,0.0,82.0,Dow Chemical,United States of America,Fjipxqseypmmwsfhbmhrbdeotiuzln,1-209-249-6655,4.0,O,
AVZ11958,,501.0,MA,AVZIHVPVOAKROJINCXSHBEQYTEMU,110451.0,5.0,Brownsville,Rciinsdtigreytrytzwnwbcanyuqtlhyrwnaaphecyttp,M,2.0,12.0,Caterpillar,United States of America,cpuhdeasftysgxtmaweocdp,1-023-974-8639,0.0,R,2765291.0
PQS11959,,539.0,WA,PQSKEQDVKTZWAXPAYMPTI,474113.0,8.0,Tempe,SVMYTKMTXAOYAQXXJXRUYW,M,2.0,69.0,Aventine Renewable Energy,United States of America,Otdnhitthdjqneuxpogli,,0.0,O,2623539.0
Sqs11960,,809.0,PA,Sqskhjuyhx,237110.0,6.0,Virginia Beach,djdvrbvcajrwzzrzldkuymmmcyzoxqecpenyswwrtqlhkgolcaaekfghud,U,0.0,48.0,CenturyTel,,Oglheojsatrpuunqobbcyvoqnubgqkeumgttzjbazsaqyqgbflxkhzb,1-433-757-9127,2.0,U,2352829.0
Mtt11961,,765.0,RI,Mttupgrsrtawbarqh,17396.0,10.0,Cedar Rapids,GGFJVHLNYRZEWIXISEMIRXJDVCRTFRZKYTPLQIGXXRCCXPVNU,S,2.0,27.0,Sempra Energy,United States of America,klgukduexcdqijmemwzqgtqojbtspcxgiqdvogdzlobswiagqrjjhairrd,1-287-140-5075,2.0,R,2779187.0
CIW11962,U,376.0,AZ,CIWHETHQHAV,343788.0,10.0,Concord,Shasdcxtjbjndaumushoilkukvsakltsmzxbckgctmqfemzx,W,3.0,95.0,MetroPCS Communications,United States of America,VRZHHFMEMHZTARSIFWBOZMYVWEUIGAMILOXPGBCSV,1-489-672-6150,5.0,O,417641.0
FIO11963,,606.0,IL,FIOUTNJC,110622.0,4.0,Huntington Beach,Tqiuywmskwbmpmocfqjsbdwtaq,S,5.0,30.0,Bob Evans Farms,United States of America,PRUKMIBSCKUCQTIBDGULVDSYNOQRSVOIPQESK,1-180-418-5337,,O,1962095.0
Enu11964,z,553.0,Prince Edward Island,Enuinrkabzfymxgwgihovtxbh,149460.0,8.0,Fullerton,wgdnrtlpvworddbixwhmkg,M,2.0,79.0,Susser Holdings,,Hitkhuvmoorlixkjgdumdmkwufvinrntjukpuaplbvyfsleone,1-202-680-6715,5.0,O,3203593.0
EDR11965,,722.0,ND,EDRLFTJVPTNRPKWCKUTTCKYMPCKHET,33438.0,9.0,Windsor,Anfwgolakomqlzqkwguhs,U,1.0,3.0,Foot Locker,United States of America,Bmtjzcnrfxmpzjsswtahgrefkuwdcmbralynepbgtvsujmpi,1-973-533-6190,1.0,O,2624387.0
him11966,,428.0,IL,himrepdtcxkuttapyibgujj,467653.0,10.0,Augusta,Coigporjxugmgktgqmnr,S,5.0,74.0,Total System Services,United States of America,mpgesvoilpzxdfsbjrnmiyaomrijrfprnoyexxsegqagpriuexhxfsvbxzurzjuwvncgiwzee,1-286-839-2997,5.0,O,3193224.0
Fiq11967,F,673.0,KY,Fiqsspgxqazjd,477283.0,9.0,Anchorage,Lhtdjeqaiveghhzjnmckreosqowfkxkgnlbr,S,1.0,50.0,Apollo Group,Canada,GDGUCF,1-033-527-7107,2.0,O,1577267.0
ppm11968,S,464.0,UT,ppmehpsuihwaabqqydhpiom,405880.0,0.0,Columbia,XHBPIJAZYMGBCQTFQFPNQSYMVMQCUQWXEPFVJL,M,1.0,35.0,Avis Budget Group,United States of America,Qvvawvwkzkctynvocpegnmgtmkbqs,1-395-779-0243,4.0,R,3165008.0
vax11969,,372.0,KY,vaxgppqubdaexdjswrfn,315586.0,6.0,Erie,Ddtupfobbwhxqgkrjgaylwingwykdtaspviwldieuisrfdgotpbkweoyu,W,4.0,2.0,Williams-Sonoma,United States of America,Iyahfubxexpfwxurcftdeuvgfemopkqlwbhtadbzjwfvieodxmeipcfvfdlajamson,1-816-626-7758,3.0,R,1363333.0
ifq11970,,620.0,Prince Edward Island,ifqjdwiaiak,262654.0,3.0,Tucson,lvcbocrxwslagtntjrnu,M,1.0,45.0,Hubbell,United States of America,Zhabyatagiltypqfmtssscovigsofwnjnejvndnzqivuvbpiwaxnayopcdzqixhvvxegz,1-137-518-3286,5.0,,2574158.0
Nzl11971,,,MS,Nzlxqqnuweosyhlhjacjyymgrbgf,293199.0,1.0,Thousand Oaks,Leiprvvnmyoo,M,5.0,62.0,Juniper Networks,United States of America,Krgxahayysydkuuiprgjzfnhpgmojijyqklkoeqisgslmauvfdbljihsqekyeaxpyuvydnoy,1-060-655-9796,5.0,U,3819359.0
Qhp11972,,710.0,MO,Qhpamr,446677.0,9.0,Memphis,HHRLAFRMUKCPVFTDHYTGCNCTEKDXDMRPPDGETMVXJRQDTFGCLV,M,2.0,70.0,Packaging Corp. of America,United States of America,KDNXMRTKXZJDWDJRZVU,1-995-241-4466,3.0,O,
Ifk11973,,397.0,CO,Ifkwekjpuqxekyhvtkwbpyk,,2.0,Sterling Heights,,U,5.0,65.0,J.B. Hunt Transport Services,United States of America,xcwrayeqibjnukhvauiofhaouhbjgnhhvzgawlnbyvxqlapxwhkvcnheureeaycaxbwxfmobqfj,1-835-112-2769,3.0,O,482126.0
Num11974,,,TX,Numvzaqcphfpvyrj,195016.0,0.0,Toronto,,W,0.0,21.0,Iron Mountain,Canada,Cdcuwirwpntphmvnqmyjvprhzqamrzwpkehwmenj,1-267-322-1042,1.0,R,1822611.0
OTM11975,,,TX,OTMOMHKRPYQXEKNAVVL,336042.0,2.0,Frederick,NDRGNEDMQKRHCVJLUQVWFVINXCOSOJLMEIVRHTIULXUFUKNGRESFPDKMVBRNITSMGZU,U,3.0,34.0,Lowe's,United States of America,Pcdbgcwohyuddnlvks,1-068-301-1802,0.0,O,1736133.0
Uuf11976,T,830.0,MO,Uufhietgkgqdmup,412316.0,1.0,Lansing,Cnucohrtorqzgnikccnmmfuhdklakjmvuwkjbsyito,M,1.0,62.0,Erie Insurance Group,,Uritxinaqslluealvcpxzdwhogpbmwsuoarmbbdnufwocibafqskbgvycbpiwtbgkd,1-498-121-2321,0.0,R,1730961.0
Dtd11977,,750.0,NY,Dtdckzadkauvnrdpfwxmrtbmt,251567.0,7.0,Grand Rapids,Ekkmpjdfumakobfoeacdnanpfsktlaxlzxbwnwsga,M,2.0,59.0,Qualcomm,United States of America,Bnxljflxhbrzsgeo,1-695-593-4640,1.0,O,3881410.0
QNG11978,,,KY,QNGVFPJXKZMWSM,390543.0,7.0,New Orleans,Faisyuxaywwpeztgrmyrnsdgyaxrrjpwevpuagzvgu,D,2.0,71.0,,,ACIRLRWJRVHKTURIGXRSRQLQXJATRRWEGELOUTJZCJBXXVVL,1-732-613-8905,1.0,O,2169745.0
Kiz11979,X,,New Brunswick,Kizjvwmvujshwnobe,429869.0,9.0,Nashville,ORAAXMPJOFDEAZPLSNUGEFMUNRUZXXZPOFTMQHWPEYUKGCCUMDXG,M,1.0,61.0,Aventine Renewable Energy,Canada,PYEGEIVKWCXDAGBYZUNMBRHFUNKHPXWPML,1-524-303-4669,2.0,R,1286582.0
Qfx11980,m,564.0,Alberta,Qfxgpimdbdui,189131.0,8.0,Sandy,olgnuypztl,S,4.0,7.0,DRS Technologies,United States of America,lywdbwcmejumrxtsbqdxpsikbmoljrobdkbxa,1-528-989-0793,3.0,O,1744618.0
Fcu11981,P,846.0,MD,Fcufxsn,245722.0,6.0,Oklahoma City,Ozbknbxwqtrfdlvpbwvmnteklvpblifbezsrfa,W,3.0,62.0,Pantry,United States of America,Vfwoxvvvzadxxiebqesnrnnqrkfnaakabztce,1-261-758-5258,2.0,O,3851000.0
Ahe11982,A,,NM,Aheylkhifubt,227077.0,9.0,Costa Mesa,DBLISCSRTZMELASQIMMKKOURHEKARKLPUWRGNCEIJPCTZTMDCXECLZBYGNLPWXMYKKMQGTAEZWOUHQY,M,0.0,20.0,Hewlett-Packard,United States of America,Swlqsgxehaoyiqgpfgtblry,1-970-208-1322,0.0,O,2742623.0
Sit11983,,406.0,Manitoba,Sitxujvoxbdunmzcyq,62836.0,,Jacksonville,ngmvdcvqfcmsoggounobvrzdxbejrpooquqociikfvoslgtpymcj,M,,6.0,Sonic Automotive,United States of America,Cuqjueaajlhcgmntvwcxgttcntbqzlmrqpzrvqftjylinoiudmgezfjvlmcllbengszidjav,1-312-507-2248,5.0,O,401677.0
Bfo11984,l,615.0,NE,Bfowpszdndgmyofnynedpasnnpw,66194.0,2.0,Warren,PRERTLJIAXCGW,D,4.0,79.0,AmerisourceBergen,United States of America,MKZHSDEYUQDXRNUHGWDBXTKHBIBVUHONXUWKDTPXUYFCWNUNKSRPEOHCHMDSHNLRNJWGJMUAQBAVZRHT,1-829-742-9662,1.0,O,1415417.0
ekw11985,i,824.0,SC,ekwhhywwwdhjmbhphjiculgrcgoudq,35918.0,2.0,Fort Smith,GWWEPUDBMVDWIYMVCQOAERQJPUCSXDSHGIODDSOLEBRNKJBGQFYTWONMFJCWHMGVATAZCVWQXQKW,M,2.0,36.0,Burger King Holdings,United States of America,Dtdpxdmhmdwthjmcgwwskajyoizfubjgxoemxasleeugciqehtodvzmj,1-587-130-4037,1.0,,1286335.0
UMY11986,,752.0,RI,UMYLZPXJREFWFBN,460440.0,6.0,Mesa,BUFIPWBQAHJRXWEXCJMXEFBNASJCMGZXOYRJNOMFTTMQSBRQIEVTLZCZCPJVWMMWGKDBA,U,2.0,44.0,Airtran Holdings,United States of America,,1-237-203-2133,2.0,O,1563221.0
BDX11987,q,746.0,NJ,BDXRCDHNWRONVAJSSLXDV,489732.0,9.0,Kansas City,nngfrchtqmuuuqavtyitgqemodjoppmtdtmnpobfolroehtoumys,S,4.0,68.0,,,Swpgmlwywhcfvammlycycyghccvmyjkpwqqfophlsqufwyrzrnmqbbyqfdycvtjiaqiy,1-381-054-3255,3.0,R,3369967.0
Qwe11988,,475.0,CT,Qweuqfgnhvqavn,430305.0,8.0,Springfield,dplwosetsscvncg,S,4.0,16.0,Johnson & Johnson,United States of America,Uwqrvggdjtgguoixapwyrpiefmucgevmocnmgjdovqevnxhqobfmvyburvcn,1-549-996-2894,2.0,O,3124320.0
AUN11989,d,538.0,SC,AUNSK,147394.0,3.0,Elizabeth,Dgugeqgmlprbx,S,1.0,7.0,CME Group,United States of America,Krnleyllz,1-145-806-0616,5.0,O,316212.0
Zgw11990,,737.0,CT,Zgwhfphhzrjghurbgyexbefari,40383.0,4.0,Orlando,Iemeznuqjbtfbrkfejtvdhlcsxfeffnqoguarakzzcuwkfxgxvmpxiutinskdryxevlm,U,4.0,10.0,Enersys,United States of America,ATVKXHDZJTQJHROGOEIHRAMHASKZJRPSGQFCMGPNJBZHDKMUYERPEHM,1-748-673-5535,3.0,O,1428237.0
bjb11991,,735.0,MN,bjbphxe,40974.0,1.0,London,Tbvfrwflevkcdxwqxoieqbpduccfjsvqxhngyldkrgpvmimlfegh,S,3.0,61.0,Genuine Parts,United States of America,Xcejcmtoezknanlitnwudchesvtfqffc,1-237-609-1325,1.0,U,1531831.0
