gncd,mrtlstts,g,ncm,crdtrtng,ddrssln1,phn,gndr,nmbrchldrn,ct,cntr,stt,nmbrcrs,wnrrntflg,mplr,nmbrcrdtcrds,ntwrth
hso12798,M,75.0,17172.0,612.0,tnsykunzbxenvyhimmlkusgujfiqoubdrsmmvtrmrbwdvqsxuiqblshjsrhkrife,,,,Rapid City,United States of America,GA,1.0,O,International Game Technology,6.0,3792177.0
Hvc12799,S,84.0,101538.0,386.0,Dgrvzplsvrqhjmcvimwsropwtdfeyfacacqqmgpnjbgzgpepkfgmjffbnvzdfwpbqgewmqtxbbpn,1-831-137-8231,,3.0,Fullerton,,WA,0.0,O,SanDisk,5.0,217123.0
OEV12800,U,36.0,207633.0,821.0,bebhsdmnxjsbvhayeupgollhezapssejbnocvxfkvxnotxkmdbkgdwcebvrf,1-662-507-4820,M,4.0,Lewiston,United States of America,MO,5.0,O,Cintas,7.0,3461827.0
Clj12801,S,74.0,471030.0,688.0,,1-859-886-7117,,4.0,Lansing,United States of America,KS,2.0,O,NewPage Holding,7.0,2413480.0
axh12802,M,20.0,354182.0,663.0,Eqfyixckgnacbjspdgpmzuzyrnrrtejekgun,1-820-176-5181,M,0.0,Oshawa,Canada,NJ,0.0,O,Analog Devices,4.0,234759.0
tvp12803,,52.0,449544.0,501.0,SGGGWLOSAQORRNUCWNKQNBNSVRLROGDHIOXIEOHLDCHDTTEABIFJIIAQRQHKRGPVKSOBVPMDFAWHRA,1-322-170-1937,,0.0,Providence,United States of America,New Brunswick,5.0,R,NII Holdings,5.0,726934.0
Egl12804,W,69.0,474564.0,337.0,Eoonewfeqccgghixhwrwtnxfobiqemdtnkstgsyfkfczeeuwlepgabxpzqqhnh,1-802-284-2869,m,5.0,Fort Lauderdale,United States of America,KY,2.0,O,Jones Financial,5.0,1566133.0
MGE12805,U,47.0,348607.0,567.0,uhffrvqswguyxauuocymebxyzyqehjoqqtqjkejlgkwsepopzpiilzfirikrzjkqrahiqmwwugpl,1-236-473-3668,F,3.0,Halifax,United States of America,SC,1.0,O,Lowe's,0.0,3534013.0
Bla12806,M,6.0,172472.0,392.0,,1-285-361-1299,,2.0,Salinas,United States of America,AL,0.0,U,TravelCenters of America,10.0,2657465.0
Fjj12807,M,30.0,440512.0,670.0,Mhofqtditxsmkrciypvgzchntngnffrusbrhob,1-990-991-4392,,1.0,Indianapolis,United States of America,British Columbia,0.0,O,Liberty Media,5.0,3972575.0
Pdr12808,S,6.0,240823.0,787.0,wayxbytgaljtvmhzplnyyhkxboxovlam,1-645-678-6379,,4.0,Huntington Beach,United States of America,ME,1.0,O,Kla-Tencor,3.0,569710.0
xiq12809,W,4.0,448404.0,,RKUXTCJKAKCRUTYOLUSMCJKVOSBMHVWUFMWEYTTBEJOLCBUTLNOJISCPUOQRRLVBQVWTUJAHZXFE,1-955-194-4817,,,Charlotte,Canada,WA,5.0,O,ScanSource,5.0,2674656.0
zec12810,M,69.0,376049.0,802.0,Kfxshbfszvaajnjrbtbztbpfvlzoqgreu,1-705-923-3280,M,5.0,Jersey City,Canada,LA,3.0,O,Unum Group,10.0,1451357.0
Mdg12811,,83.0,40608.0,320.0,yenibjfpsgvbfqgvuxvsxyxotcanyddtedmcyzrrplslfhtbs,1-557-200-9900,f,0.0,Columbia,United States of America,DE,0.0,R,Tech Data,3.0,3569009.0
Djn12812,S,34.0,157166.0,506.0,GUCSE,1-485-516-5768,,4.0,Hull,United States of America,AR,4.0,O,Dollar Tree,6.0,1045251.0
ept12813,W,86.0,492420.0,640.0,Ttarnnxfayeqrmgpdrzzuyxx,1-159-045-7057,F,0.0,Wichita,United States of America,MA,5.0,O,Alliance Data Systems,7.0,1557374.0
xlt12814,M,,178022.0,,XNPTQCIBNYPWFSSHQWDPQNAIIJLVAEDUQYTPIZPSBXNXCTGW,1-654-049-9995,f,1.0,Edmonton,United States of America,AZ,3.0,O,Emerson Electric,3.0,3716113.0
Sfs12815,M,67.0,238253.0,616.0,Myuovimqhubhtnkgfxvhlqngnadxedtuitpginyoib,1-930-134-4705,,5.0,El Paso,Canada,WV,1.0,O,O'Reilly Automotive,0.0,2710340.0
lxw12816,W,10.0,362259.0,827.0,rfddzooiqwycfguvlorytlblublhgkcsptfjmiowvutmjvbrr,1-494-642-2744,,0.0,Lowell,United States of America,TX,,O,PPL,4.0,2728067.0
DVD12817,M,46.0,92401.0,600.0,Dmqvywcxqonomesmdtgrcxgrnvwvmcozrslmdgsg,1-815-217-1481,F,1.0,Charlottetown,United States of America,Nova Scotia,2.0,O,Energy Transfer Equity,8.0,568080.0
GLC12818,M,64.0,86006.0,502.0,ERSZGPHIEDNFAVOQTFBNAVLKLIZHWOQEIHEPKPQPGPYLDZFWRWLWENWNSOAEPLEISIDM,1-944-331-7754,m,1.0,Denver,United States of America,MO,1.0,O,Polo Ralph Lauren,3.0,358790.0
Ppj12819,S,41.0,403817.0,320.0,BERLBOWGGFTFFFNUJGEDLERGSLCXYDWVKWRVCTLTFJX,1-415-898-5346,F,4.0,El Paso,United States of America,DE,,O,,0.0,2918098.0
Jsm12820,M,29.0,20449.0,,XXNBFBHALWDWPUHVLGXFUXYWQYNUJVSDSTSLHDQHOVAPDMFZLTHKDLMISUYPSLFGWVUSGPSBPA,1-508-816-1520,m,4.0,Charlotte,Canada,VA,3.0,O,Ecolab,6.0,302848.0
JLI12821,S,92.0,339958.0,649.0,Gluei,1-456-198-9654,,5.0,Mesquite,Canada,IN,,R,Penn National Gaming,1.0,2132086.0
WGO12822,S,4.0,452258.0,482.0,IRZRBIUCKGPZWDNFPDXJACZWOCIQDULGASLIWPJVVYCOPPGRBNM,1-505-788-3867,M,5.0,Fairbanks,,IL,5.0,O,Qualcomm,10.0,733214.0
nyk12823,U,25.0,234378.0,589.0,GRQMIVHFQLMMSJILISLZDQEKPFRVFAKNK,1-668-722-1036,n,1.0,Lansing,,NY,4.0,O,Roper Industries,4.0,2857093.0
DCX12824,D,12.0,446427.0,317.0,Lcvhcbbhqmuxykuannltbnunqrl,1-050-687-3753,,0.0,Independence,United States of America,Prince Edward Island,3.0,O,Charles Schwab,3.0,1960738.0
prk12825,U,,,764.0,htbehtvhndesuxnxqzoxbueyxkiwykcdcksccpfrsfofaahymwtfqi,1-351-871-2269,m,0.0,Baltimore,Canada,AR,5.0,R,Valero Energy,5.0,28764.0
Keq12826,U,63.0,249143.0,737.0,Hkboxqgcyrqfztdmrcdvhxvckxpaafvdzvzzastjzjymcmghanxclxftqbybdvadnnnefkhyll,1-344-055-9285,m,2.0,Rapid City,United States of America,GA,4.0,U,Dun & Bradstreet,4.0,2778082.0
Pik12827,U,34.0,440389.0,453.0,qdevbefgoelfhjqtktploibdeswvwmmsggmkspsoditoolwhdjwpshizno,1-002-743-0185,f,3.0,Regina,United States of America,KS,1.0,O,Nationwide,0.0,3017214.0
aqi12828,W,12.0,402172.0,300.0,Dwdfcalnptcmnsceulqjdhgm,1-770-549-8737,F,2.0,Tempe,United States of America,IN,1.0,O,Scotts Miracle-Gro,2.0,
tzl12829,M,23.0,424026.0,458.0,Tgtgdqfsapjnioanznaigsfcajwgepxhdbnpcqkvuwf,1-837-600-2003,,5.0,Sterling Heights,United States of America,Quebec,2.0,O,Northrop Grumman,4.0,547605.0
ool12830,M,73.0,444330.0,,YYWJHRLJXNAGXMQKIJVBYDVZBYPQBZAHVLDGPSEMCLQVRLQUQNZEWTKOXDHRQMVIDECBPYLHUFQ,1-007-407-1539,s,1.0,Edmonton,Canada,UT,4.0,O,NewPage Holding,10.0,1923491.0
Gcs12831,U,36.0,305897.0,317.0,Qfmzrnbmeasnthrowltjzlrlnefjmznwgmmbpyqna,1-107-786-1764,,4.0,Pasadena,Canada,NV,0.0,O,Celanese,7.0,274597.0
Tqd12832,U,51.0,377098.0,828.0,uedypxvkaplaaglosj,1-584-108-5822,,,Little Rock,United States of America,AR,2.0,R,OGE Energy,5.0,1016413.0
Imt12833,U,53.0,18397.0,676.0,OPXIRPJZAVHBPGUNREW,1-893-081-4706,m,4.0,Tallahassee,,OR,4.0,U,Pepco Holdings,6.0,2712645.0
Onk12834,S,35.0,43751.0,499.0,ielymlvvlrvifqfsmpjdzghnvazptepymajkdndrhyhfzokkclugef,,,2.0,Independence,Canada,VT,5.0,O,Ruddick,0.0,1977750.0
Vmo12835,M,39.0,406351.0,695.0,,1-241-945-9443,f,0.0,Tucson,Canada,WY,1.0,O,Cameron International,4.0,1703699.0
Xtp12836,U,89.0,490101.0,426.0,Kdkiqskqosklrbzmxnse,1-801-732-3027,m,4.0,St. Catharines,United States of America,WA,4.0,O,Crane,7.0,757938.0
Oqm12837,S,98.0,126420.0,,Gveclzhahfzrabzrepqcuhsibclhhvuleyrgfv,1-192-360-6484,,4.0,Halifax,United States of America,FL,3.0,R,,1.0,2841182.0
Bum12838,S,4.0,467950.0,327.0,Kohnaptmlsvegqnpiednmwsrtcvmreweqqvjmf,1-741-738-4105,,2.0,Huntington,United States of America,NC,4.0,O,Tupperware Brands,10.0,1285049.0
Dnr12839,W,67.0,375100.0,360.0,Rkiqpflfzhdzphfwrsqi,1-324-925-1603,,,McAllen,Canada,ID,5.0,O,Qualcomm,1.0,650959.0
pkx12840,M,65.0,451851.0,408.0,Duimwghwoyrazskpdaqshmkkxbbwgrvyjjivpiqdudlkaqsmfqdwerdhmpmv,1-023-320-0309,F,3.0,Modesto,United States of America,Prince Edward Island,5.0,O,World Fuel Services,4.0,
YFP12841,U,50.0,127524.0,395.0,IAQYWQNVTWXPWQHDZJNUDWFQPJUCAZZYWECPLNZJPJAWFNHXNTIECHBT,1-345-330-6536,A,3.0,Victoria,United States of America,NJ,5.0,O,Fiserv,0.0,951706.0
Lcs12842,D,34.0,270886.0,535.0,Egyrabmkbkqbxxhdaqdtwgpeuwxergaqafmrmadkfpcunxiyaqjskehpwypvgfzbcgkwkcpmxsdr,1-505-223-6536,F,4.0,Las Vegas,United States of America,NV,1.0,U,Tenneco,2.0,2226048.0
isg12843,M,43.0,73309.0,706.0,PECFUOJGIAASVOFYBQRLDOCVAKRXSDXHJQROK,1-046-267-0234,,3.0,Honolulu,United States of America,NV,1.0,U,Andersons,8.0,
Ytj12844,D,83.0,9660.0,498.0,Qozlmgschlhngbzxdqohgiovv,1-768-103-8876,F,4.0,Charlottetown,United States of America,MD,0.0,U,Coca-Cola Enterprises,4.0,2410425.0
vvm12845,W,32.0,408662.0,303.0,Nxqabtjvlsuoghjhmuzjj,1-068-591-9487,f,1.0,Beaumont,,NC,1.0,O,,7.0,1101692.0
msw12846,M,76.0,354733.0,745.0,UHDJVMFMBVPVKSPVCOYWSMHIZQJDDIVW,1-132-225-3199,,0.0,London,United States of America,MO,1.0,O,Aon,3.0,2517496.0
hwc12847,D,51.0,257620.0,648.0,Ecvinwmkphyuazvwjduomokynualoqikgnricgwgpdfwoxgwgsiyomrwpv,1-589-402-3116,f,2.0,Inglewood,Canada,SD,5.0,O,AMC Entertainment,1.0,1982478.0
bjj12848,M,60.0,260044.0,760.0,Awuxikprxsmyyupugrqqxbguwk,1-354-772-1400,,3.0,Kansas City,United States of America,WY,3.0,O,Sun Microsystems,7.0,1928359.0
QBR12849,M,2.0,223349.0,789.0,Vstiphiyivdnjfobmpjxwnvrvavntmoemqymuohozmcuyji,1-059-568-8258,f,5.0,Rancho Cucamonga,United States of America,AZ,1.0,O,Texas Instruments,5.0,834606.0
Bdq12850,S,48.0,420929.0,830.0,Rmnrlqjeq,1-536-221-0110,f,4.0,Dallas,United States of America,Manitoba,5.0,O,MetLife,0.0,1270692.0
HLV12851,S,60.0,409961.0,745.0,FGGIUQJRGXESDBTHVGKUXYFKYW,1-465-945-0878,,4.0,Miami,United States of America,Quebec,3.0,R,Williams-Sonoma,5.0,2970030.0
fyr12852,M,,,460.0,RXJKJNXUUKDCNVVQTCFBOJLNRZEPHXIWZUMFRDTJ,1-862-969-9340,,0.0,Orange,United States of America,DE,0.0,O,Helix Energy Solutions Group,1.0,1805684.0
EPN12853,M,4.0,498158.0,698.0,lhgcxmibahthnvqqronxfotkacocqaojukbifhhdyumrobvvbwwe,1-110-510-1005,,5.0,Waco,United States of America,NY,1.0,O,Briggs & Stratton,6.0,2238781.0
dnf12854,M,18.0,96483.0,612.0,Zbecrbvhqxhjwibbawqughlybebickhtvpczppxyubwazfjekevsrqukzyukyfl,1-946-047-0385,,2.0,Columbus,United States of America,CA,1.0,O,Paccar,9.0,2490224.0
Yuh12855,W,37.0,17846.0,567.0,Cihltvnuganqwabkqcuiccyragcrrwdjlto,1-222-788-0196,F,5.0,El Monte,United States of America,VA,4.0,R,Watson Pharmaceuticals,0.0,
Hiz12856,U,67.0,133982.0,375.0,,1-170-639-1755,,0.0,Ontario,United States of America,NJ,5.0,O,Live Nation,0.0,2803509.0
OQR12857,M,17.0,404620.0,614.0,Lhjdnbbshhymjhmbkulbvdotgaypm,1-982-172-7586,,5.0,Lakewood,United States of America,CT,1.0,U,UGI,10.0,96716.0
MER12858,S,2.0,443960.0,,tasponrd,1-771-071-7879,,5.0,Santa Fe,United States of America,LA,0.0,U,Analog Devices,3.0,2498353.0
Bsz12859,U,99.0,54667.0,599.0,ejpbrelclpckzoepcqrwftsinkewspicukqdhenshlvrpjiprlefmartpzjjokksfmlg,,,3.0,Brownsville,United States of America,OR,0.0,O,Aleris International,2.0,2205830.0
Tus12860,S,64.0,280753.0,432.0,Qfbpzyfhfufmlarxesakgxwxmojvnxvqmotcilnombfmgqdxlikog,1-568-913-0778,F,,Santa Fe,,LA,3.0,O,Systemax,10.0,3768815.0
Xak12861,U,53.0,381535.0,310.0,Crudxzkdzkiccbnymbuklpgesnuxwjjgyjncmoyxfiuzhwyfmpkklkxidnbibotgweryjn,1-454-153-0835,M,3.0,Baltimore,United States of America,Newfoundland,0.0,U,Autodesk,9.0,
Kgw12863,S,30.0,390420.0,705.0,Flrovkzopngzgabeafgujktonrbqtdhdgujpsldivaurx,1-535-220-4102,,,Lincoln,Canada,Manitoba,2.0,R,Mohawk Industries,8.0,2895361.0
Sch12864,M,23.0,286471.0,439.0,DQMRPWLSBZIUDMYKYMNRYGVEELSCWILNHGCGXLXMQPAPBBTXLQW,1-702-173-3160,,3.0,Chicago,United States of America,CA,0.0,R,Principal Financial,1.0,3484429.0
SOE12865,,18.0,261843.0,770.0,Lcslwm,1-308-206-2244,,4.0,Little Rock,United States of America,FL,3.0,O,Country Financial Services,8.0,849395.0
PUK12866,M,24.0,418622.0,521.0,XUOXKOTMVTKMGHSDURUYDKBADKARQWTZAITBBBXHBRIPFCONG,1-599-054-3466,f,4.0,Charlotte,United States of America,RI,0.0,O,Teleflex,8.0,2738747.0
Fwf12867,,68.0,50596.0,551.0,QYRQRSV,1-526-512-5055,,2.0,Oceanside,United States of America,AL,5.0,O,RadioShack,10.0,594382.0
fgf12868,M,71.0,186907.0,597.0,Ntfgalqxusmtottmvsxhrfeawfiflturhklbjvavylqcjfputbtrnhaxwziuxumcfcwghvy,1-684-476-4139,m,4.0,Bridgeport,,LA,4.0,O,Solutia,3.0,2803157.0
RIP12869,S,63.0,149292.0,819.0,Ubbiyysiiujtfdtobkrlreojcy,1-308-728-0278,,3.0,Fort Collins,United States of America,KY,4.0,,Home Depot,5.0,1998054.0
Fgy12870,U,80.0,385358.0,506.0,qozqpqbsoovxhiuxwrnodexplvuuojena,1-190-731-7874,m,2.0,Las Vegas,,KY,2.0,O,Fortune Brands,4.0,867553.0
Dpq12871,M,,430576.0,355.0,Kveneqjzohdnbxkupxutnbmdlradtowaqcmclcbvfxtxktgsnzms,1-613-824-1706,,2.0,McAllen,Canada,ID,2.0,R,Morgan Stanley,5.0,2835340.0
Lsv12872,D,41.0,363316.0,735.0,wocdacpptbprcemmiplaafeuhzctprmslbasagxuppnsyxvtqmyqmqpcddigqqrp,1-210-340-4624,,3.0,Oshawa,United States of America,MN,0.0,,Advanced Micro Devices,5.0,3005045.0
Kjf12873,S,35.0,25667.0,535.0,Togvdfeqozusouiqugunvoeuomvngophrbdobazmqugfwrks,1-898-024-9566,F,0.0,Mesquite,United States of America,MO,4.0,O,Patterson-UTI Energy,5.0,3468507.0
lif12874,D,32.0,428168.0,548.0,NENXSFVZVHCOSZOFUHKSTQTACWL,1-088-938-0312,,0.0,Los Angeles,Canada,NM,0.0,R,Mutual of Omaha Insurance,,3406613.0
vax12875,M,30.0,346317.0,376.0,hxhvru,1-050-997-9585,,2.0,Fort Lauderdale,United States of America,WI,4.0,O,GameStop,4.0,
Vie12876,S,65.0,182949.0,441.0,usonpmhsumshjfsxlgamqklauwesoxckqxaa,1-075-417-4832,M,5.0,Madison,United States of America,MO,5.0,R,Pantry,6.0,2398882.0
Zno12877,U,63.0,414677.0,577.0,,1-894-208-2862,m,0.0,Victoria,United States of America,NJ,4.0,U,American National Insurance,0.0,
ehd12878,S,33.0,136480.0,470.0,OKYEJKKQBECD,1-588-826-0221,F,3.0,Des Moines,,British Columbia,,O,Tupperware Brands,0.0,1572808.0
Jbc12879,U,78.0,359713.0,673.0,Idyetahhhxolnzcuznqcihvcihumtmlfuvlmbksytlnrsasrulxxokl,1-928-569-9269,m,4.0,Torrance,United States of America,UT,4.0,R,,1.0,2345909.0
avd12880,M,9.0,180925.0,361.0,RYYPEGRUKTIPJRPJTLKBHGIBCDLHOTKRFCHBVWTNZJHJGUUP,1-197-563-9258,F,5.0,Yonkers,United States of America,TX,0.0,O,Western & Southern Financial,0.0,403189.0
Xwi12881,M,10.0,359348.0,741.0,OVCXHPOULTYDAZFSJJLVVBGBSEDLULYPAUASXYTVEGUKVGFUVPVLDLFYMMHMLXLIZHMUNYJQM,1-909-314-7780,,0.0,Lakewood,United States of America,HI,,O,Fastenal,1.0,1971569.0
zmm12882,U,43.0,234286.0,779.0,Mexqimoedxwghkgwunqlqklddpzjpsausmudwzpnxwoxvofnogdcdqycnms,1-949-142-6809,,4.0,Calgary,United States of America,NY,2.0,R,,3.0,3168477.0
Vpl12883,M,94.0,447519.0,625.0,LMVFLUMABFJNCCENLJXGIESZK,1-072-952-5343,,3.0,Mobile,United States of America,LA,3.0,O,National Oilwell Varco,10.0,3321462.0
Dde12884,M,51.0,293193.0,779.0,Vuyxsrjjvbciyhtkvqlrkkvwalorghlgwcrtesdgahrflibopwvxixagqaaj,1-626-508-4169,f,,Irvine,United States of America,ME,0.0,O,Mueller Water Products,9.0,469923.0
umu12885,M,34.0,115369.0,665.0,CQWQHUUTESCOLRIOITVZYCZKFHOCZCLEQTBOGSHGTUYPFHCMPIWYSAUA,1-611-673-6313,,4.0,Beaumont,,WI,1.0,O,,3.0,643645.0
Nri12886,M,,118204.0,336.0,Lfcsajygrgaofwlidllaztpdgaeyvntgpdts,1-556-036-4115,,4.0,Cincinnati,United States of America,Manitoba,1.0,U,CB Richard Ellis Group,3.0,1732064.0
wyr12887,M,48.0,226602.0,752.0,Ekhesbuqpqausgutufuisktptnnvnmxwmlphwgmdeltptpivzoqp,1-658-767-1651,F,3.0,Santa Rosa,United States of America,Prince Edward Island,,O,Perini,8.0,3821563.0
Jnn12888,D,80.0,8504.0,398.0,xvfqnchhctjuiipvmdzhjaqztwhfdjhzcdtcqauokwogqgbsbpodvjgcjozwrgwopyh,1-855-813-3044,,1.0,Regina,United States of America,KY,0.0,O,Exelon,10.0,3582599.0
MHO12889,M,54.0,405451.0,348.0,Nzyovhxprhkexmqdgvpgjdpgfwwunuiwttjccbwvunzxfqpjaihmnyigtdfxjnkbefxkxlmr,1-263-092-1638,m,5.0,Topeka,United States of America,TX,0.0,O,Synnex,2.0,315952.0
Eoq12890,U,3.0,151916.0,807.0,WZAVDX,1-398-373-2979,,5.0,Toronto,United States of America,WA,4.0,R,RSC Holdings,2.0,645990.0
yeg12891,W,90.0,274141.0,747.0,Cqruxwcflbfnqvscudzdkmhqrzpjmajbxixvghqjlipdtrhhdmsm,1-780-537-4998,f,4.0,Charlottetown,United States of America,TX,1.0,O,Aetna,6.0,447381.0
VSE12892,M,16.0,195000.0,687.0,XOUOGDZAEDLLXGT,1-592-076-8557,,3.0,Louisville,United States of America,NH,4.0,,Great Atlantic & Pacific Tea,1.0,332117.0
FKT12893,M,80.0,198834.0,488.0,DEDEGMHZPWACCUFIJCKDRDMVKTYJOSOSXVTCQBKHAIXBZDXNPPQFTDENU,1-795-459-6351,,0.0,Iqaluit,United States of America,MI,4.0,O,Polo Ralph Lauren,,3354117.0
QPH12894,S,99.0,6892.0,637.0,YKRZYOYBBCDNHDUWFBECUACFTVNVTHGPWOTUBSKAPXUPQLDSRWWZVUSFADHKTSSGEXVAWZVTQOXXL,1-293-510-3699,,3.0,Montreal,Canada,WY,4.0,O,CB Richard Ellis Group,8.0,2535433.0
FCG12895,,70.0,222855.0,524.0,Vttpqanpmkeiaqawgutenbfebi,1-744-858-3698,M,4.0,Oshawa,United States of America,IA,4.0,O,C.H. Robinson Worldwide,5.0,1742270.0
TVH12896,D,64.0,235994.0,458.0,,1-991-250-5450,f,1.0,Philadelphia,Canada,MS,1.0,O,Vought Aircraft Industries,0.0,1039205.0
kyb12897,W,74.0,452722.0,564.0,PRYJDKCIIQGE,1-152-266-2314,,5.0,Idaho Falls,United States of America,AR,5.0,U,AmeriCredit,1.0,35714.0
LTH12898,M,2.0,136002.0,440.0,wiqcdebwxzfyiwksnbdoshwtfakpjgjaxqtsnhwvwocneit,1-753-439-6461,m,0.0,Durham,,ID,4.0,O,Imation,,340541.0
Wlg12899,M,3.0,315530.0,843.0,WMFNGXSYROKBIJFIZXULQAUULKAJKGPHOBROBAIDGKAEUJEMVOORPEY,1-442-259-5864,,4.0,Sydney,,IN,5.0,O,Terex,3.0,3023059.0
Gys12900,W,100.0,4680.0,659.0,Kmgrgvmatmdvespguqhprhmiempsusqyvhxxkbqoptbhsgjhusczeeuqlevlajvkzj,,,4.0,Sydney,United States of America,MO,5.0,O,FMC Technologies,6.0,2681256.0
PKT12901,S,16.0,415842.0,394.0,DGMIVFXMFJVVPNGNIIBHMELRUJGAFWULBQPROPSNIAFQIGSHQALRHMBIICKQDJDETFBCKGOVUOVDMRVH,1-927-581-1681,,2.0,Grand Prairie,United States of America,OH,2.0,,HealthSouth,,1065668.0
Pre12902,U,29.0,15019.0,527.0,epslxfevbukfrterstqevexqkudaguuffrpgaldeziqikrqjibrj,1-623-950-8259,,3.0,Lowell,United States of America,NH,1.0,O,Huntsman,4.0,2758111.0
alr12903,U,86.0,416269.0,688.0,TPGBINTMMHHJRJAFSFULWBRVWYGPMDKJPEJSGOUFOWPFGHJASQIDCICKSDGSQPBIXBPW,1-892-745-5356,,5.0,Fontana,United States of America,NC,2.0,O,Apple,4.0,780736.0
Mlh12904,S,12.0,447105.0,741.0,xhxvupuyh,1-210-751-0013,,0.0,Jacksonville,Canada,SD,,O,Dell,6.0,1591768.0
Gwl12905,S,95.0,452985.0,717.0,WGQDKZYZLAOZEWRJZMXKKNINGMAVLVFFXEJBPVBWGQVIBDMBLQCVZSPVUDJRC,1-237-109-9845,,5.0,Naperville,United States of America,AL,1.0,O,,6.0,2834693.0
OEG12906,W,34.0,281076.0,716.0,Ocfocutybsbmfwnaafad,1-935-101-8600,f,,St. Petersburg,Canada,CO,0.0,O,Burger King Holdings,10.0,1685067.0
jnq12907,M,87.0,426651.0,389.0,Jfklt,1-682-792-9076,M,1.0,Nashville,United States of America,LA,2.0,O,Dow Chemical,10.0,2001278.0
Xyl12908,D,61.0,294444.0,375.0,LBVSJQUOUMFFNNLI,1-948-440-4183,F,2.0,Mesa,Canada,DC,3.0,O,Corn Products International,5.0,158030.0
Whu12909,D,69.0,312238.0,643.0,Xgqbrdzwvcqjjptm,,,4.0,Sacramento,United States of America,WY,2.0,O,Ryder System,1.0,645587.0
Osi12910,,29.0,395614.0,709.0,Igstcnsha,,,4.0,Lowell,United States of America,NE,2.0,O,Cracker Barrel Old Country,1.0,3303846.0
ved12911,M,19.0,348183.0,417.0,ntbfepulqcmxnhge,1-152-970-2092,,0.0,Ontario,United States of America,New Brunswick,2.0,,Sempra Energy,8.0,3992394.0
Sxt12912,,79.0,151500.0,738.0,Elihycmftlorirmuyxherrhfujldvjuxtbtrsxihji,,f,2.0,Jacksonville,Canada,RI,5.0,O,KBR,4.0,1883321.0
KXL12913,U,68.0,393951.0,532.0,DYDQEPXOEXPCUODKDUNPPYLMEWRKLOEHTOXPFDSTHPTNANRDXUWVPPQF,1-525-095-5115,M,2.0,St. Paul,United States of America,TN,0.0,U,Mutual Life Insurance,1.0,1979953.0
ITR12914,W,63.0,172809.0,378.0,Umxztjbylogtjqxhordmrfpjpgnowzqeghrbqsoqzjkjkxjtxeqzrpvpcxmxjnfrujbjgvemryz,1-017-683-7926,,0.0,Vancouver,United States of America,CO,4.0,O,Cypress Semiconductor,6.0,2106811.0
ved12915,,81.0,271507.0,521.0,Ijffbfspnfftvudjttyof,1-689-643-7002,,5.0,Paterson,United States of America,GA,,O,,0.0,1697289.0
Ezb12916,M,31.0,458048.0,564.0,prvna,1-744-405-1009,F,2.0,Cedar Rapids,United States of America,ID,,O,Dover,10.0,3731713.0
WZY12917,W,25.0,,743.0,Svmtqwtyfsxxdmodsyzhtnjhncbjkffjgxgyskjcvbgtzsjxlghdkoxbwnoibgimmxdomnchzgv,1-611-653-9466,F,2.0,Jacksonville,United States of America,MN,3.0,O,Landstar System,7.0,2205560.0
Ahc12918,M,6.0,56589.0,,lzimxlfzkifhazmlfxkzti,1-603-532-5403,,2.0,Mesquite,United States of America,HI,3.0,O,Windstream,3.0,153833.0
Qgq12919,S,74.0,189061.0,743.0,Dpcqhjddvlmibmvrkopfmelhcathyeugywaifggkbmgspnkzqyabjpuchr,1-379-775-3921,m,1.0,Milwaukee,Canada,DE,3.0,O,State Farm Insurance Cos.,,706701.0
bqu12920,S,67.0,200698.0,387.0,ammcjisxlcochvxzrgeeqftkhixammmmscekwkxhofnfplofqmitrifwnhlqzkblshyfieovqwrnmhl,1-721-747-4350,f,1.0,West Valley,United States of America,Nova Scotia,4.0,O,Pepsi Bottling,6.0,2109461.0
Fxr12921,M,73.0,404701.0,619.0,Hlibyhdgqwxawhmggsfspowacga,1-311-086-2501,m,2.0,Vallejo,United States of America,SC,1.0,R,J.C. Penney,,2781759.0
Vec12922,U,4.0,493252.0,589.0,BCCEUQQWOJILYSJLRWKKSOFTVOODIMPWMAFOXWAXFYDORCPKNNYUDKDXZKCGRFFZETFICBMXEBC,1-130-534-3598,,3.0,Beaumont,Canada,British Columbia,5.0,U,ABM Industries,4.0,3042666.0
CFZ12923,U,0.0,434009.0,756.0,RVRWWQCJSDEJRYPFDJGFVNJBIUMNIGWAVWITETZZMWJUAEPKXVFEKPXAE,1-118-210-6520,,2.0,Waco,United States of America,MA,2.0,R,Home Depot,4.0,
khd12924,U,12.0,115238.0,343.0,VFRYFDKTTAKMVQGZWOPSXKPFFMKFNGA,1-894-284-8267,M,2.0,Hilo,United States of America,UT,2.0,O,PSS World Medical,1.0,1809955.0
Kkv12925,M,11.0,347651.0,531.0,Bjncwfytodhvwetnllofjctbogdqqlvclqiif,,,1.0,Cleveland,United States of America,Prince Edward Island,4.0,U,Broadcom,9.0,2005513.0
DNU12926,U,71.0,421320.0,835.0,FEYCPAEBCCUJQIOJGJYBGJJJGEIZ,1-633-674-0165,,2.0,Vallejo,Canada,TN,3.0,O,RPM International,10.0,3538838.0
ytl12927,U,69.0,,573.0,Mpetfishfvdrssvucruofkoxrlwywi,1-842-758-9050,,5.0,Berkeley,Canada,MN,3.0,O,General Cable,7.0,2169037.0
Zvk12928,U,62.0,333010.0,527.0,EXZXZVUHKQEUWBHFSKLFSXUWNSWHLLF,1-100-578-8282,,,Austin,United States of America,MD,2.0,U,Loews,9.0,1129588.0
