prospect_State,prospect_AddressLine2,prospect_MiddleInitial,prospect_LastName,prospect_AddressLine1,prospect_AgencyID,prospect_NumberChildren,prospect_FirstName,prospect_NumberCars,prospect_CreditRating,prospect_OwnOrRentFlag,prospect_PostalCode,prospect_Income,prospect_City,prospect_Country,prospect_NumberCreditCards,prospect_Gender,prospect_Age,prospect_Phone,prospect_NetWorth,prospect_Employer,prospect_MaritalStatus
WY,CEHYBZUJTIEKWCASWGALIOIUXEWNQ,Z,nbainvplwiiq,Hloywtulixowcrsoowxstxovivcxmdecfcsdchvkbpkgppdctmhynibzcfdxfesbbouukbebhyefc,nba10237,5.0,Sfdyyqcsqsjaiaycfuamdeaqa,2.0,374.0,O,JGQEAGVB,98322.0,McAllen,United States of America,2.0,,36.0,1-760-083-2764,2448532.0,RPM International,M
KS,Hyrmhxaqr,W,Hgppgfpoikqowqp,Rwmbvfssdxckxbemanirddvqmhfitovyrvwqupezncpmvuwumuebojeonui,Hgp10238,3.0,VFHKWDRHFUUZKYFYOOEVNVCHW,0.0,388.0,O,Ahbswkramb,199607.0,Providence,United States of America,6.0,f,95.0,1-409-184-9309,2661793.0,RadioShack,M
MA,qbdviwcqrtqycdirsetdypitaenqrij,,Daauutyhsxpsrwbozphkinwptwblkc,efvmtzirhqwwcnltaggvxesfpwnovaxhblenwflnbsdsgloulfrkxvcfjpqqjiulzngvkdodu,Daa10239,4.0,lfcvcnwcqwfezqvzxnijwvsb,5.0,535.0,O,gfpvmfgqv,229741.0,Thousand Oaks,United States of America,4.0,M,47.0,1-846-110-6221,1126683.0,Toro,S
MA,sklyqxkvhtnx,,Rqfaknorgkpkybcojf,Hquoqnrajwmgnsesyfatulkdmnwwatzdvagplpistibanjpdptlpw,Rqf10240,0.0,Rzydpbfjosmpgoze,4.0,787.0,O,ceswjccl,321814.0,Moreno Valley,United States of America,8.0,M,1.0,1-770-886-8729,19011.0,Timken,U
Manitoba,WPBQLTYLMGIUGJTLNOKMKSTOKIVTMRTJOIPRQDHQOLLMSTPSXFDDVIKZEEXIBWR,R,Rvflqesjwizmgfxhwdkh,otgyfonpbieefyv,Rvf10241,3.0,XOWCSBZ,0.0,493.0,R,cfvcif,170780.0,Abilene,United States of America,6.0,M,66.0,1-062-332-3497,2527888.0,,S
WY,NQEHFZYCMZRAWUQEXHEJEAMOEHSCBDH,,ILSXPTDHZVCMBDGRQJNZEKQEV,Tbltaceswhdmtxilcrjznmiwwgbblknmpdwixceytwvmdivywbuicyu,ILS10242,0.0,MZXWCEVEQOLYBILPGGNBCHAURPHU,4.0,442.0,,Xafxq,177028.0,Paterson,Canada,6.0,,58.0,1-918-803-3349,594174.0,Gannett,M
MI,Oacogsptqkgavvvcvtpnavrzobhqezxmvjwhywjuidecmlcxoklvpyqbivaifkgnhbienkhpchwoxhjy,,TIWJQKJFFGYUXQXNVKA,YHHOPEJOQVFKQDJBKYYXDDOHRXFGXNZHATNHTZDGNTASFEINYGBUUSADUS,TIW10243,5.0,FTBVKPVTNDAOHDXGLSRYIHTYKQA,2.0,768.0,R,Tvgpipszrb,426889.0,St. Petersburg,United States of America,3.0,,22.0,1-192-632-7346,798470.0,Charter Communications,M
GA,ecurmxecpvwflymapwd,,Uhjdgtmqtfmwfrqfgheobshjkmdqta,BBXXLRTIWFFUYAGM,Uhj10244,0.0,ytdcdiicxhyeupnyws,3.0,317.0,O,Viufkfkwd,491342.0,Oxnard,United States of America,10.0,F,86.0,,934449.0,NTK Holdings,
OH,Auzaaygvzdgvuunrabnqajtjxwypyjap,,AFXXNWERULWGFAYCL,Vxpyklgsxcjzmvifuz,AFX10245,5.0,Fmsgkgmjzbljbfhy,0.0,698.0,U,Gttgjhyksido,268530.0,Salt Lake City,Canada,8.0,m,93.0,1-004-219-7946,178195.0,Molex,U
Nova Scotia,MOXRCTNUVTZSKOGDQKJXBDNGTZPNFLCSQSJEHIMHKOHSBYNGUJYH,C,ysytcekcntysreip,KBJLDNBMIQYBVEZGAAEPVBXLBJLGJNQQSVIZWFZWVCPB,ysy10246,4.0,Gbapcdof,4.0,345.0,O,Yezntvyybsz,149840.0,Oceanside,,8.0,F,,1-258-304-3561,3334740.0,Seaboard,M
IA,rhzmslluxsgxxpujjlkgjh,,Lbhpqskjoupxfsisiuf,HXSCFRVBGVPVJEFOUQISCKIDJBJAUNOHHUPGIYMNIUBHTARSRAE,Lbh10247,1.0,Lmvnthjc,2.0,712.0,R,Vcnznrlu,212549.0,Seattle,United States of America,9.0,f,14.0,1-541-950-1149,210735.0,AMC Entertainment,S
IA,Qdvbrffwighfrqjxfrhlvtsjndphdihfmllsjkcdmuuxpwhuhhfjz,q,Byunodpswtwvwoguolkhsdi,qtaccfaaorbpedljrwahhmtruclpnmejunvguaqrownivkwhybsyiwwlgfoyjarqfgrqfglnlcrybdx,Byu10248,2.0,HJYTFLJ,0.0,,O,Zrkleosfbl,494257.0,Provo,United States of America,8.0,,82.0,1-932-286-9093,1605213.0,Landstar System,M
MO,Popvahcsnredzywonecivhmrcqd,E,Tnmzxkezsisc,Mbifvlosxwzbquqdzmelmummfqywsdbuceipfkjsmjahzmcmhtdptwtqevggf,Tnm10249,0.0,Hwgavqhqamikzowntrgcqdbkwhi,5.0,640.0,O,Tiifcywcb,106601.0,Birmingham,United States of America,8.0,,,1-955-396-2292,2201179.0,Bank of America Corp.,S
CA,Ekttdampaaqvietteuoravuwdulnfvntxfrlasp,P,hbzejwukkoibomvyepxocqxf,LPOHLOLKISKKEMDJBRMQXVJSMOINGHVUUQEZAETKWDVLKZEYXXSSX,hbz10250,1.0,Ovyrszdztautzaehut,4.0,312.0,O,OIEBQXQPHBLX,457880.0,Albuquerque,United States of America,6.0,,27.0,1-823-192-3915,,BJ Services,M
VT,Kegvtspwsxnlmejbtspikondfcbzqhvuqmoznftpuupzpffbhbed,v,opbeeoovrrjqpoosxseymomiq,HDQNYCMCXICJMCIOUSHVRQMXQTGRMFSAROUPUSWGSJNTXBJBNOHYBVKQDWHYZIEZYJIOJIWTXFNV,opb10251,3.0,NBASXOQSQMNLZAOIRXPEMEDHBHPK,,696.0,O,YNGJBPNDID,,Anaheim,,,m,11.0,1-892-451-5243,2375551.0,Frontier Oil,M
UT,atvidwgtplloccnnxcxiaiauhnilimvrkbxsoswxcvgf,,Sijgafifahdupfphppljeprlcmtqtr,Dzcitwwoadvithavcbhjxekqienxweiwhlualk,Sij10252,3.0,LABOGYHJFSLWYPWJCIBROMHPZ,0.0,,O,gyoatunyc,385159.0,North Las Vegas,United States of America,10.0,M,81.0,1-061-406-0912,279304.0,C.H. Robinson Worldwide,M
KY,Ikvhiwucjlpeehhiqhpkhiqhmhzeahpovhnbnqaetappjfpyix,Z,Ytfwrfpaj,Ilnistxitrgywjlkdjfywvsgvsjtyefjbkqfjasvexnvvy,Ytf10253,1.0,yowzztqyxbmvwzfphrinaat,0.0,822.0,O,Qusnp,320768.0,Omaha,United States of America,10.0,,3.0,1-925-436-0564,2481251.0,,
MI,Zhdbuggnfsnwtkcucwnbbbinwlqlmr,,bmfwdxnxhd,Ppxpsnojjqsdijcrhmtvgazptorumliliuimwnilo,bmf10254,2.0,WTHDGLOF,4.0,652.0,O,Lgbnkd,30692.0,Waco,United States of America,10.0,,29.0,1-466-359-7782,254553.0,,
AK,pklujrgvkbdplbhjkmtwjecutzwayxwcrjawqhfu,,NKTFTGVB,Qctdkuxfgbsljspxsvwexywzhqpetkbfwnwrn,NKT10255,1.0,Estjltsgmspkypsulzbbnwsicqtx,4.0,690.0,O,ILZKCABDZ,147976.0,San Antonio,United States of America,9.0,M,87.0,1-079-252-0572,3909587.0,Jabil Circuit,M
WY,EHBPAKXQOXJLBLKFWGXSEZVRLWUDYSSHRPPSWVMWRWIFERFZEXW,a,xnqjcqwcsryjwmtomzfrdqetgbf,aldzgoxizgotrgjfasxmqsletdwrbbptascinqpjvv,xnq10256,,Jpuleuat,5.0,376.0,O,Fvunceb,221280.0,Wilmington,United States of America,6.0,F,31.0,1-100-016-2474,1704657.0,Levi Strauss,U
DE,anbmyiqtvunesudaohysraxxwukhboufvgntnqbudhtehrchpfqyxcorrib,Q,Rywdryuymgokoleeitatboa,Yoewddgidtquiwhmfgfthaqjzpxcvsazgsymlopv,Ryw10257,,Ynkdnqcmrwhgbxubcouaowfjiqscvt,4.0,322.0,O,Xfthlirxms,,Casper,United States of America,10.0,,58.0,1-838-513-1924,920915.0,Dean Foods,U
NH,Xbwnvscfshfhqhevshhojrufmrlxkfrzhgwoxhwsmqnhoezkmapkj,G,Dxlniadzsfclqtctb,NCSSWVQENZMLQERYARP,Dxl10258,2.0,fubvwclizjn,4.0,655.0,O,Zbcgukkx,127760.0,Carrollton,United States of America,9.0,,98.0,1-679-831-8308,1970746.0,Sempra Energy,M
MA,Pzmvtovhwhguhtqxelspsopmclqtjbtslpjhxbaivdarlxolirdtsknrsu,,WUIJWWHHCD,WQGJTWLTUBCMKVDWXRRODFMAGZSUZZKLVNK,WUI10259,5.0,Lihkfrrkticxmk,5.0,545.0,O,Fouuosut,362611.0,Flint,Canada,4.0,M,73.0,1-058-163-8190,210975.0,Host Hotels & Resorts,D
MT,ojdfvfmkmayamtn,,gxecuznbwhogaob,CZCXRBOFL,gxe10260,4.0,mvphqgmbvalawizryvyyhdjcsvz,5.0,702.0,O,mlmixv,173127.0,Paterson,United States of America,3.0,m,69.0,1-232-635-2314,3111051.0,Wisconsin Energy,D
British Columbia,Ovlbvohpsdfqfw,,Tabsmutvdwnasjnjwbcjiwmdwkpunv,mpktjfpmbgpvugqueifjzjkbqqbrpyrkuliyprtsatcsc,Tab10261,1.0,Fnrvndmlrmwiuuwadkhx,2.0,549.0,O,Opeek,400274.0,Alexandria,United States of America,,,37.0,1-232-065-9481,1066331.0,AptarGroup,M
British Columbia,utrzxhfgfsotnrnmlrvdphcvoaksrbdcekk,B,Mfnzttoqndeteoi,Evzxvkccvjzvsaiulkaqmqpkyiqjrvjauzpnenteflimwiprnakwmuwwchupqdqozllhn,Mfn10262,0.0,Sqtkxseiuzpqqbsuahekjmxtxagy,0.0,601.0,R,Tvsxusnfn,283225.0,McAllen,United States of America,,M,40.0,1-940-115-5277,2072522.0,SanDisk,W
MN,Wriayiwznpvlbcyjuj,,DXPHB,JERWDVFDSHANMDSDMTHMEWUBJWNNCRSKNMWEGOTL,DXP10263,0.0,Tfjwisigwkvnhhlajpuiinart,0.0,572.0,R,ncllqfl,159061.0,Indianapolis,United States of America,6.0,,35.0,1-564-271-6885,1728775.0,Atlas America,W
WI,uocxznjwviwwwxxqibegsvjhlvbxitncytaxonvg,A,daoscmku,Xivpcmmemuqmdocldvwxvolhuldsulbhbamnfjmhyirhsjqssamnpncvebcjluxxgbroreghd,dao10264,3.0,Rpxok,1.0,596.0,U,Oeoaastril,272430.0,Cincinnati,United States of America,0.0,F,92.0,1-617-385-6314,,Dow Chemical,U
OR,EDQJHKMSQANMRZZADLAUDCHMVRICXKQHCLSVLJTPJKNXV,Q,vytbbics,mxpfhervxlrqwbp,vyt10265,0.0,VBMEXSTXYFJCYBNFQJMKCGPX,3.0,,O,Ldlwcfoifea,273825.0,Sacramento,United States of America,3.0,f,38.0,1-507-554-0043,1398203.0,Lexmark International,U
Nova Scotia,Gmnafqkdrsqsvu,v,zqacuymhdmdv,Afzqinxrgul,zqa10266,4.0,Fomrrhpnvzjqvqpdplzivdt,2.0,758.0,O,Seefe,1229.0,Waterbury,United States of America,10.0,,,1-183-586-2548,786651.0,SPX,U
MA,Ygxubomsvijsukulozhgfvhadtbcjqiozaadilwuahwksnpdcoxnnvlvgsjjlikgbmrhv,d,Blfcnsuic,Pgwvtkxpksxqkbcuxcbkeykdonholcgnboytarzfankiilsqdeiha,Blf10267,1.0,dfblrnpqfaibr,4.0,412.0,O,Bchrtuwxwcx,118174.0,Provo,Canada,7.0,m,53.0,1-839-574-7060,2735939.0,PolyOne,M
TX,Gzqdrzcmxoqbdmrweqrakjenwddghmbsmwo,,DQKIUEGVUCXIYESCNTRAIEZ,IDSFRLWTTI,DQK10268,1.0,MZYPOKKSAROMMOUMTFCUIGSJLQ,1.0,349.0,U,Dngxaw,437566.0,Milwaukee,United States of America,4.0,,,1-877-661-9775,3486831.0,Pitney Bowes,U
CT,gbkmyndfkjygyvvvfonrxqmyuvkwwboyuxxdbdanwizugksyluxuswtzpven,O,nykoozhhcdhbyenpermizqjwxmaei,Frphbeqypgpcezlfwjrevsjrkressovkxtsbb,nyk10269,4.0,ygyotlyceampsscsfk,0.0,423.0,O,ZGNKY,42981.0,Saint John,,10.0,f,,1-140-898-1845,201411.0,DTE Energy,S
MT,Avwsppzdpccwodloddrs,,Tafajnrzucohtbuiycphuyzwrddnr,Ctuapbjssabtdvyfwsimweuqtgifgamkibtybrcqgmw,Taf10270,1.0,KNUBKBIHNCGBC,5.0,677.0,O,Cztdelsgt,424330.0,Laredo,United States of America,5.0,m,6.0,1-094-414-5927,469962.0,Maxim Integrated Products,S
LA,ZZCNRCSWAIYCSYFOVRWXTHVIFLQSDVMVXAMVCGENUUFQQSUHHTZHNLHWTECWXRHGGQ,,FSIBKVOICKPOCCVPK,ubvftnbcottcmjqbgpcnuvt,FSI10271,0.0,fqetvbmawwqksihhkmdy,0.0,407.0,O,,,Hamilton,United States of America,1.0,f,24.0,1-889-055-3149,2430725.0,Ferro,M
AK,jrnqylqwibarcdikauvo,R,XNEMTSQMRIBMBCQIARG,GNUVIZMB,XNE10272,0.0,WVIZFEMZFNCDGKYELTEYXDXG,4.0,547.0,O,Llidjt,3906.0,Hollywood,Canada,4.0,,91.0,1-491-996-1761,310569.0,American Electric Power,M
DE,Fbbpszvindlcdhofzdybpvwlytxnowcopcbjczcaajcynxxznwvhauzacsskoblpzdbptpueuhor,l,qnuyohsqqraxdffrp,Eqhibedgotwxddjwytfwr,qnu10273,1.0,KYLERIIREMQZUJ,5.0,586.0,O,Ucflbbx,33106.0,Hampton,,5.0,f,78.0,1-867-569-4206,3983979.0,Convergys,W
KS,Ljlzqhffyxnlnfjyohoxzjkfxiwghbcdhlfxjhxykkxhixmupjmtaviwjqveokorsnuijjdwkhzfdvv,d,Xvupo,Jtawgvujloakigamsdmrjpt,Xvu10274,1.0,Wqegrvnutjytqhenuhvdbxr,0.0,850.0,O,QGRPWHNQGFX,246653.0,Philadelphia,United States of America,5.0,f,63.0,1-218-042-5808,965710.0,Juniper Networks,M
IN,rtiecnqjwgxunlaqcimdyydbwgfxvfhzrkdocojjkprvvagtllrgsvemazlchklddbjjdpsryphvbpvs,n,Iczceqpjdvvnqzrgoyhifrgoas,cqewpgrhdqavgtwjzdolntbldbcrqsviimxklvsawkdpszroymrguhwvxpdrricdmiwzpnqq,Icz10275,1.0,IELCKCKHTGODYCBVNNC,1.0,801.0,U,RTITZZCVTR,20483.0,Provo,United States of America,9.0,F,33.0,1-027-347-2963,1299395.0,Boise,W
CA,snbnsxxealzjxuoruhkbwknnnguqcrqgewunpvtrt,I,Olbjlkntjwcne,Qpzqdksnsiuaopjjchgvnnoabhpfafdunmctgdzioobmwxk,Olb10276,1.0,Rhvmlqthiuqge,4.0,569.0,O,Arltbdbqe,228863.0,Salem,Canada,4.0,F,99.0,1-855-521-9038,,Snap-On,
NJ,mmpgedvrmkk,M,GWUXUKFQTCMESBHKC,Dxtkhpjybvydxrzkrvjfsyjisbrclfnjhkhonpgvacqnwhohkeawswggmaws,GWU10277,2.0,gasrrutlqwryqnuqqsai,3.0,458.0,U,Svotdew,,Albuquerque,United States of America,10.0,,3.0,1-857-525-3314,2207030.0,Pilgrim's Pride,M
WY,ZOVAEFKNCQQIPOXXNCLQPGVTUCG,,Fiqzuovopqszawutagwpjffudfdcdb,OBFPNRGRTXRLLANFSBDKXYIH,Fiq10278,4.0,Btxrzgsfponqqtpnrt,5.0,577.0,R,UPWCFQK,344353.0,Jersey City,United States of America,6.0,F,27.0,1-565-181-1431,2894351.0,Imation,M
NM,FHSVXWSQTXJUNYKZBKLFSZXSWAJHPTTQRGFSKEIIC,R,Reyoclhhkjnepywdrr,EGWNREEDIXLXSHWTTQUMLZTEMSMSG,Rey10279,4.0,MSLWYFMRPYPONTFJNPEWDRXM,0.0,581.0,O,Ygroxmuwhlpb,484426.0,Whitehorse,United States of America,1.0,,0.0,1-305-586-8338,1708443.0,Universal Forest Products,M
HI,VBHZCUKBZCGRJRWNYEA,,myuillpfefcreyizzwvriu,KWNEVZHOVCXPXUPDUBIHZWIEEAFLRLXZQLDICXQQBCODYCNSAWNCAHXUJS,myu10280,0.0,Kpiugbzziqdmasqxmhdrqbiqnvdy,5.0,431.0,U,Xiubqxhwg,395647.0,Seattle,Canada,0.0,,11.0,1-810-348-5764,1832193.0,FirstEnergy,D
MN,Oxqsjakkqydteaqfrdcawkvqxkclilslceoqbvfgcuaerlbfsyfzdkicpjguhhagiqvfpvmujcnofk,W,Xpgwwxaexawlaceblyv,bxeibwjwv,Xpg10281,5.0,ELJEHUYJJUEDQZWD,0.0,405.0,O,Qdeanxzax,110019.0,Fresno,United States of America,1.0,M,30.0,1-777-511-0980,513921.0,Holly,W
MI,RDHSH,,Pkbmxvfc,Kzadrgurbxqjaqmpfigqxdtnghtvejmiecaklnmwdpqqqowteetspqeveedh,Pkb10282,5.0,Jzdme,3.0,457.0,O,YPACS,490258.0,Shreveport,United States of America,9.0,,42.0,1-529-211-2980,1109654.0,Adobe Systems,U
MT,lsuzazniqnaosdzooiqajawtjiblqhksneyqelxpzaypdfdbcmeoijvmnhfrxcxrmqjvgh,,hpbjg,Yaszcpdlcrzlgfwcbxyatjwxuiplhnfesjpffdagwzgcosxliqpemzs,hpb10283,2.0,xuelxopwqoyxnywxujrityqr,3.0,839.0,R,Yqipjgftgfa,232130.0,Pittsburgh,United States of America,0.0,,6.0,1-047-373-3076,1289753.0,FedEx,W
WY,Qxwufnui,,Mdqghnbs,LLEUVPMRAGYFOXQGVTULSZRUIQBMMZFYDAADFVFWUARFIHCWIWVHKHIXTZWUUBZNGVQVSYGIHI,Mdq10284,0.0,Lffnaytytrvitgrwfsnojj,3.0,353.0,O,Qudlpqnoved,308241.0,Chula Vista,Canada,5.0,,29.0,1-184-649-3305,2399606.0,Tiffany & Co,S
NV,vthsqdmhguzeyts,F,NBJLDCOT,HXRXMFDSAEOXPXCFXUEGMPKUTLCOQHOOMBGBQSQX,NBJ10285,3.0,oqatffruqifsszajtv,4.0,322.0,U,Dgorjk,9942.0,Elizabeth,United States of America,4.0,m,32.0,1-095-358-1391,2092453.0,Equifax,M
RI,dnnamnhiib,,Flemoetummujkdbonapxdibnarqbr,Sdjzorxhbdedeojaiuviolpxmxvooebeefjngqqxlazcxykqgytwnixmtcdzygleurbxomdufefg,Fle10286,5.0,Jzeoawphjduxjivhakezkjymirgmvx,5.0,505.0,O,Kyentayt,461275.0,Anaheim,United States of America,1.0,f,56.0,1-896-125-6539,1049752.0,PerkinElmer,M
AK,raiurdtgdwslf,M,Fvnaqhqx,ECJXBASELAVKXTPMWUETJTECDXVIXYFEIAHSMUZCIPJIMEPOGNQCSDWMSARBLNOCLSVZYMPQQOUROOG,Fvn10287,1.0,OEYKHW,3.0,497.0,O,LCEIWY,145866.0,Shreveport,Canada,1.0,,18.0,1-256-114-7838,1444394.0,Western Digital,W
HI,Rylecvaoasgwjjjhtgfnfconziqknudgomboixoonjcvlytyllemjufdagbndsllkezyfnjdxl,,Dzpdd,bldbvcirevvjpgchdubscbewujpjfpirxnwdjyvjknbzhicpzknjjf,Dzp10288,2.0,Xytenxtgcuiu,,630.0,O,WFQJYL,257215.0,Montgomery,Canada,0.0,m,45.0,1-283-890-2321,1568361.0,Texas Instruments,M
MD,XRQRPMDXOIRQTIPMMFSOLSMLVW,I,Mzedsgf,sncuhvcgzxzphcmyqhyoponbrwu,Mze10289,5.0,Bvxdubpkfxjgkwobi,0.0,653.0,O,Ssdbmukeesum,372351.0,Glendale,United States of America,4.0,M,83.0,1-302-248-5066,3580542.0,Rohm & Haas,M
NV,Bcgjbwhdemcbbqcxadsqqillaxkyirxflsgihnfzmftbzbdwhcixtgasmgjrjmmurbqyhrixwhyhbe,,Lgosaqxuoydcsiavdmqadin,Ndbloegeuriafwlccossmivretadlnwvhqmunjhxrrzzqzzeuxlqfikhiminmqbwbdjqug,Lgo10290,5.0,NFSJYVDXGRMPBHQCXDQBYJFCKHWO,0.0,849.0,O,Xmrxmjhjpz,295216.0,Simi Valley,Canada,3.0,m,97.0,1-311-208-6801,3342628.0,MetroPCS Communications,M
OR,Etkjindjdsqfuejahzswvrhvmkdjhpnagduffexwyocvggjmjymohvaucsqzbea,c,Ktzrjxgghcxhefa,Balbxdszgschrdottipyneajazvtapnbjw,Ktz10291,4.0,Pnpfiejuiad,0.0,644.0,O,TNUBIWK,439131.0,Boise,United States of America,4.0,m,74.0,1-128-537-1772,2972643.0,Varian Medical Systems,S
GA,laibvrntocwdvjpurzxcfkcwohueqfvoxmpaycf,Q,Hoxsuv,Welkakpirccenyrm,Hox10292,3.0,Eolvhrogmbwtuogcxwnqntp,0.0,335.0,O,Mmvkukgkpfx,432996.0,Los Angeles,United States of America,7.0,,93.0,1-340-166-3025,3765059.0,,M
VA,qsqddnqomirngqcyfukbtuntjiuofmgxfuxmvvgkqxbcdbxoodnkqpxutrgd,,trfdobild,,trf10293,2.0,KZPATZQSQCQNVHQXLKCFXMH,0.0,676.0,R,Omjamxlw,477487.0,Hollywood,United States of America,1.0,f,70.0,1-979-222-0743,3042330.0,Jones Apparel Group,M
New Brunswick,Kljrkqwaqzqkdmqidmojmftbtuovmrd,V,Vnaumbjcyhb,ytqlcfujkmnasdhqb,Vna10294,2.0,Zcexffhjuv,5.0,775.0,O,Ndyruwuupytw,223352.0,Fort Collins,United States of America,9.0,m,45.0,1-392-567-8212,398098.0,,M
HI,Vvnupkxoaknmgjhqgjijmokhropuoklrpufvnwjioataxqojdiedrbi,,mcrwuzvdoqgboyiii,Jumzow,mcr10295,5.0,KCZOPHYIBYKQMPQEDJUCOMC,5.0,599.0,O,ISOCPR,401127.0,Providence,United States of America,6.0,f,25.0,1-455-518-9563,1459101.0,Beacon Roofing Supply,S
SC,Bmapsqjpgehbmzhatsqhsjprwfzqcvfgzuguqbalvgiepjevojyyiopgawzwfvurzkko,,Fayvkrw,IWQCCRRLTWA,Fay10296,5.0,Dchyvmccaydvybjxrnj,0.0,743.0,O,ERMGUQDUU,213534.0,Overland Park,United States of America,6.0,,55.0,1-874-304-1355,1358996.0,Volt Information Sciences,W
Manitoba,JDROVNQ,,sdejkgvfyhjgmxkvmsavgdnu,Qyxmywatqmfqtopkclelubylrcemrssbptcbweudmmodofapmwyycqejtfjdfpr,sde10297,4.0,AKZSTJWJRABHUOKRRR,5.0,644.0,O,eurnt,38680.0,Glendale,Canada,2.0,,16.0,1-043-090-9448,3000931.0,Fred's,M
WA,Zrddrqajmiwhvzabocuutvwhcnbbpcduzyjnbytvukvwcwigrpgsqkivosghnytcgukekn,,Wwlgugczspxudntrtjqbl,jfkwffhrvapoknqauozdkokut,Wwl10298,5.0,fxvibugbig,4.0,506.0,O,Vvdqejrin,31504.0,Alexandria,United States of America,2.0,f,80.0,1-017-432-2881,2923214.0,Goodrich,M
GA,,,Yqdpaqkb,NMRSIEKTEMUCEYLBDMEEHSDLJTNQYQAVFMSNIRTCQDXRPGQEZPQRKEOSRDUJUJXU,Yqd10299,0.0,FTBVDDGCGZJTQJOPFSHSHWAKNTRI,4.0,364.0,O,Hlsveibblyd,354937.0,Kitchener,United States of America,3.0,F,51.0,1-915-026-8498,2283233.0,Enersys,U
ME,ZVTPMHJLISRSRMTIDSKHXFLBIGFKTMFRYMFIVHHNQUUIDYELVACHVRQQSWHODPTZ,V,Quxmliuuyjxndrzodtjs,jdpoawqlshvozoznkycnnigfgzwmhnaarsotzbgoiusgflrdjmxikeehmkahfmgfkdbgf,Qux10300,0.0,Nrwugodfahgazniimtkblp,0.0,629.0,O,Cuxajdrhppvz,120173.0,Lincoln,United States of America,9.0,F,43.0,1-498-930-4567,2029826.0,Watson Wyatt Worldwide,U
IA,Zekfrcl,,TGMXMQLMMUTASFYWUTJAW,Mmcpvupftdbmcbwuzaztcwinmtladnmtrgowyrfbearyadyg,TGM10301,2.0,YONVTUVGHUFBARLOWULMKBGJCNO,5.0,404.0,O,Gztmsgbi,119606.0,Ann Arbor,Canada,3.0,,36.0,1-318-775-6031,3379446.0,Fortune Brands,M
OR,cxuutdvosfwzzphsloealvvgcmmboqbzhbgrnkco,,bytrogeesschtlflxlodxnxbpd,Tcjtygakngt,byt10302,,Ykhubhsuudztoydxvnhunvjzvmi,0.0,361.0,O,Kffznrootti,473204.0,Elizabeth,United States of America,8.0,,72.0,1-294-940-2458,3317149.0,Electronic Arts,U
SD,VYZPQCFOBCSHDWRYAOYKIFHKAFNDKKCTDUTYWQVOSHQVMEJMKVUGUGVZANHAKNXHNBJERHHM,,dzipwikegf,JEHTMPUNEXDMSSUHHBXKVUYOKWCJGACTBHOIKXJKTXQAHSFROJ,dzi10303,0.0,Wbsanfke,3.0,325.0,U,Fukdfx,220189.0,Springfield,United States of America,4.0,M,,1-350-669-5303,527327.0,Bed Bath & Beyond,S
CA,FBFYJCYX,,Jvadgnkegugy,TUBLITGMQAMZHDGOOXQSDRNWVFLOGRYISVRNLTINNUDFF,Jva10304,3.0,ozluwvqvqukhuonlvfu,4.0,828.0,O,wvqtfhnfh,216199.0,Charlottetown,United States of America,9.0,,96.0,1-920-790-3833,2963048.0,Crosstex Energy,S
Alberta,Cqhsqsltsyitghtqpkrpdmxkuicoyouehictkogwifsbrlyphugokihtkclitjsjl,,XAXLXNKR,IZWAFKHMFFADVIU,XAX10305,5.0,Fxcohhuoyfmzpmlcz,2.0,420.0,O,btyjhoyfb,317544.0,Elizabeth,United States of America,4.0,,16.0,1-913-949-5843,1316666.0,BearingPoint,W
KS,Raclxlvvyoixdnjtcvlfhakrvifyebiismdmsciircogefvwwbfhsgqgstvyse,,Oyjeljir,jtcgeywchtiwuiipeumccnpkhlrmrotwmmgzslxyrubb,Oyj10306,3.0,SWTVHGSCVTEKBSHCIRNQNC,5.0,465.0,R,Ahanabuysffs,328235.0,Providence,United States of America,5.0,M,59.0,1-625-232-1467,2318998.0,,S
LA,Tlgqbadulwlgccalaxhcjgqfmoevpjldvuuwgvynqnsu,X,zbxdifgpwjyprbzobphmswto,Loueavrjuriggioyrxmxjezqqjjwjkypvjqigzfqf,zbx10307,5.0,VDDHBBDINHZCWJMHFBIPMRPUVC,1.0,771.0,R,ZDBXEELQ,307637.0,Detroit,United States of America,2.0,,6.0,1-253-192-9819,883453.0,Intel,U
Nova Scotia,whvqozlqxessloeeqfuqpsaopmgbqoahjrdfoxsrklhofgawmprakcikwdnqwjdtdcysrnocbzhwfwcq,,qphvf,blfvrnbeghcxlpkyfwesnvmi,qph10308,3.0,Bhheebikleyhghxhoiwevecpnac,2.0,717.0,U,akpbuefov,449834.0,Sudbury,,10.0,M,95.0,1-101-717-4949,2037517.0,Electronic Arts,M
MD,IUICYQBODHHYHLTCOYYOIJJJNJWFHSR,z,PJKVCRF,RGWXKDALBEGUIFZJQACBYVL,PJK10309,4.0,Rudcexiihfohvcnbvhmpcgech,1.0,710.0,O,ARQPJVVAG,174691.0,Fontana,United States of America,10.0,M,35.0,1-132-426-9783,,Beazer Homes USA,U
RI,,,Ptqmqsdshyldshh,XOHWNQCATHMHMQ,Ptq10310,4.0,Dwhcdslzstqosgvjbkz,0.0,359.0,O,EMRFDWTHLAHQ,389627.0,Paterson,United States of America,8.0,F,29.0,1-582-685-3313,3591541.0,Tupperware Brands,D
