prospect_gncd,prospect_crdtrtng,prospect_pstlcd,prospect_nmbrchldrn,prospect_mplr,prospect_mddlntl,prospect_lstnm,prospect_ddrssln1,prospect_ntwrth,prospect_phn,prospect_gndr,prospect_cntr,prospect_frstnm,prospect_nmbrcrs,prospect_ct,prospect_mrtlstts,prospect_g,prospect_wnrrntflg,prospect_nmbrcrdtcrds
XUM13566,513.0,CWXBOO,2.0,Fastenal,j,XUMJNYZJSYHCTXJMPOPTEKVELJTUQ,zmjsfpowuetqkmczxsylxsmwtjjefqanokwlzkmcpklqcuxztjwvpxzhqmbwjdcqzotj,3481047.0,,,United States of America,Sigmxkbbmekiwq,1.0,Huntington Beach,D,73.0,O,4.0
kgx13567,723.0,TZOMFQ,3.0,Owens & Minor,,kgxyyrjkke,RPLRHBBLLL,,1-860-771-8009,,United States of America,fcdmbjfxextns,2.0,North Las Vegas,U,26.0,O,9.0
SYA13568,769.0,KSAPGZDGZVV,5.0,,,SYAKHFRQPCUJTN,LHLOUQWFMVFQJCDBNCHNEAAVAJJVDVFCJYBENMH,1233478.0,1-533-694-3475,F,,Grlpbdzotwesulrhbwdapeivowyies,2.0,Thousand Oaks,W,32.0,O,9.0
bhm13569,574.0,Khcuskvomwb,1.0,,D,bhmzgypthuqosesdkhamgtdvayk,Cxwqljpjalputlvrpkmmlinyspfnfoonilkoxbgigcsnwsfljapbjgbgsfj,3807771.0,1-467-317-1714,F,,Vnqyfoxwupcolizhz,1.0,Hollywood,M,75.0,,7.0
vgk13570,388.0,Aywgfpu,2.0,Norfolk Southern,,vgkoyowhmgdbxbphnxdwwttkrvl,qsfjdujomwniaukwjyosswcpgdcjlqs,3833950.0,1-977-813-5800,M,Canada,Pxiktewkynbdsxpbll,4.0,Missoula,M,3.0,O,6.0
agt13571,439.0,fbjrntwujvoo,2.0,Jacobs Engineering Group,,agtcvcjqdfald,TQQQWPUFQGNBRAXJNQDQ,1747490.0,1-148-873-1229,,Canada,Hmiylssip,3.0,Indianapolis,D,49.0,O,7.0
huv13572,744.0,Ybhhbqzso,5.0,Insight Enterprises,,huvmwscuxuw,Nkexnbmutraszjdpkhb,3946933.0,1-387-863-5241,M,United States of America,Egnuvhgwjgvsffggohc,2.0,Newport News,S,,O,3.0
Wot13573,484.0,zlgjltfk,2.0,Zimmer Holdings,g,Wotiopqobnhe,uinvtkvlnznuwhplqxninpaplcqwsafzwis,3530098.0,1-960-998-5537,M,United States of America,Pghiwjropchlmfxtaet,5.0,Montgomery,M,85.0,O,8.0
cqy13574,627.0,Kqsmuevqjpdl,0.0,Expedia,,cqygrsrdvuvtbn,Ufqfxuvjjktsdlrxgzi,1214519.0,1-767-399-8493,M,United States of America,vjgezfkncruqimuqqaxwk,,Hampton,M,40.0,O,0.0
Bkj13575,352.0,uvbpgz,2.0,Energy Future Holdings,,Bkjpgkjqurbhjpkfxnjlvgvddg,ijmozsxyiiyojhualbwnhtrstctqrgdmstfkgixvwwknfvxzkozwheupopnt,2268855.0,,M,United States of America,jtjhmhxeapaxnohdsppvvfnkav,3.0,Omaha,S,42.0,O,4.0
Alx13576,426.0,Mrrcpoylwjfy,5.0,,C,Alxwhlib,ghpccdhwgkrgenacjflmtkhtiamgdhduhlcplibyehdjenio,140567.0,1-613-197-1676,F,United States of America,Wigunwezrbra,4.0,Calgary,M,72.0,O,1.0
Egz13577,715.0,Kffgmbwqiba,5.0,Gilead Sciences,,Egzmjapc,Dslulhykgivafaafsrjcgoxodtcvrqtsqgshli,1687279.0,1-983-669-2989,f,United States of America,rvzwndotlyzmjr,4.0,Peoria,M,,O,5.0
NVT13578,572.0,rfjqxvorw,2.0,Loews,,NVTOQTDFQVXZSXF,bohwckjczgtnezrrpgtqbhcnqcqbqcelthtcjngzcetpctsweralb,954291.0,1-355-220-4150,,United States of America,bsmwdmbxdhpheqpmdozeforos,3.0,Fort Wayne,M,92.0,O,5.0
WTD13579,763.0,UUOMF,0.0,United Stationers,X,WTDNWXQQUBPGTOSUTEQ,Jlwftbigmr,3001738.0,1-576-062-6559,m,United States of America,Wrjdre,3.0,Waterbury,,40.0,,10.0
PDG13580,369.0,rbqqruht,0.0,BorgWarner,l,PDGAHKQOQGVUBW,Tpghzwqfyxqjlnzlkaierf,2988333.0,1-146-471-7224,,United States of America,anlkcswblcw,,Amarillo,M,44.0,O,7.0
Mvt13581,,Yawhcinyc,2.0,Thor Industries,d,Mvtaayqtftpwiksnrmutfdkyrjfxk,JZXNDCTSUZXCNLLDPGFXGLVQLXTKQSFXFFYMQJRT,3838759.0,1-004-663-6857,f,United States of America,nlrpexszkwl,4.0,San Francisco,,51.0,O,8.0
OCT13582,549.0,txkldxkwbpn,2.0,Level 3 Communications,,OCTHRCLQF,Wstgtxbothsgrycaoktmtfohztgnbekhcigmhercpseohqphqsfxrgfilblkxppvwrpqxhorhjkiof,1135187.0,1-202-843-6178,,United States of America,louxsrspnd,5.0,Rochester,M,4.0,O,0.0
Cep13583,556.0,Bxmds,3.0,ITT,,Cepcdolgrmjr,LGBSJBCQODMAF,2235439.0,1-128-666-0148,f,United States of America,Sklpc,1.0,Norfolk,U,26.0,O,9.0
Tjk13584,729.0,KANRBVFOZTK,3.0,DST Systems,L,Tjkmmutbgqkscwuiffqsm,Slgfvqlxbuawxt,3200546.0,1-973-690-8093,F,Canada,Hnlwarr,1.0,Columbus,U,44.0,O,10.0
Ath13585,476.0,Lobkifib,1.0,FedEx,,Athojcqspupjuugf,NSPPPQYKQQRWAOLXJSGDFSXZFAOIJYTWHUVSXFPWCDTXONRXLIZSCFQN,840989.0,1-013-985-8994,F,Canada,Cokxjjjo,4.0,Evansville,U,8.0,R,10.0
Gje13586,303.0,Rglarov,1.0,,,Gjehdwcjruskmn,Jqnikjwlnclqzsqgaqvbzuwnkqyfa,3549377.0,1-983-326-2085,m,United States of America,Ajqjwjgdlosiafjmccuhgpe,1.0,Huntsville,S,23.0,R,6.0
Uix13587,540.0,Nxnrjrzrtpj,4.0,,,Uixeqoyqeedfedshhuotmov,Qpancmaruoatk,1747709.0,1-515-551-5869,F,United States of America,Kkzxjrwklwxaorfmia,3.0,Las Vegas,U,18.0,R,6.0
Ywh13588,357.0,Rmvcxdrpig,2.0,Tupperware Brands,K,Ywhlpqcqznnerlslclhmcnzkjutth,Thtvaljmpqbspduycivmxormtaxmeheqecoepjxohcjsdyfsinfexmfsrqp,551240.0,,,Canada,LSXWTJHCPBWFZWME,3.0,Durham,S,93.0,R,10.0
BID13589,313.0,BQSSZDUP,1.0,Sun Microsystems,,BIDIFGLDATOK,MOUQX,3717417.0,1-248-970-5614,,United States of America,LBYVILXHUDCJEGPSRECTBLBRQHH,1.0,Omaha,,81.0,O,2.0
fqc13590,319.0,jzindisic,4.0,Patterson-UTI Energy,,fqconvnlabnirponpmgfg,hrxvhblqtscc,1848406.0,1-022-673-9492,F,United States of America,Shwdiwsnwukpmyusbskbbyqzlksat,1.0,Santa Rosa,M,6.0,O,
ahc13591,412.0,btkkmorya,1.0,DuPont,P,ahcmmiorueqgieoiukquacmtg,Lksvbaywknfgxgnbumdimynanyhyymwvrnperqhpdbfoehplzsdumasjcwpvooosyrgsnkirttvpatog,3467620.0,1-397-196-6241,M,United States of America,DTWHOJV,,Tacoma,M,72.0,R,4.0
OFV13592,778.0,qoszr,0.0,ON Semiconductor,B,OFVAEHJJMBPBIQYZFKXSFRGYA,Welrqpdwktfggrtclzkjegsqbxwzbkdxeshsukaehqvklwlmbhuhxsdslkfbxa,1510117.0,1-119-491-9274,F,United States of America,WBXBQXUWDQERKQCPBWHPHZGYN,4.0,Akron,W,90.0,O,1.0
GQU13593,388.0,ptmxh,1.0,Crosstex Energy,,GQUMEKL,Piacckxipfvdasuswvlguwdlwlnnaqfpjsgynxvaliuyzwqxmsnikcsdpdzqibghhergayhkhbgeckxp,3827495.0,1-629-016-0483,,Canada,ywwreqqwdpnvijlkwfvnjs,4.0,Philadelphia,U,100.0,R,10.0
Wid13594,741.0,BMCZAC,2.0,,,Widhkmrsobgdd,Uxzuaiswrbvpklxlfilvagxxmlmfauiuwmtixfkvndhlqqpxuaorprhirtkz,3729422.0,1-505-025-7287,,Canada,UDMDZJSWWHJSWUPWA,3.0,Lincoln,S,28.0,R,3.0
Bqo13595,385.0,Myqpdpqwebu,5.0,,,Bqogmtfvhubqfn,gdwkcwqpszbntylfzehswzetbytcxprzoqejnfwueztgo,266184.0,1-231-741-6519,,United States of America,tmzlxtilaveqrejy,4.0,Seattle,,37.0,O,7.0
Ejx13596,697.0,ufvfx,,Hospira,n,Ejxplosmrpmlx,Scqrdqotduuxidtfwgvdzw,3426401.0,1-165-523-0884,M,Canada,Qinkcuhstzugpnqxtjtgbgyikz,2.0,El Paso,M,73.0,O,9.0
OLV13597,544.0,qzeny,2.0,HCC Insurance Holdings,,OLVTRCQVWVXWVIQQI,bxykailhwjtgxjddymmirfmprpnmknsbduuqckivjassqrfhehdrgvovqckqunaqdcjahvcthv,1447746.0,1-587-395-1125,,United States of America,Jeeulkuncprolxnocaqdadiebi,,Sudbury,D,66.0,U,9.0
Hib13598,775.0,Dyrlbt,3.0,,,Hibauxlm,lngwvqh,2697791.0,1-817-702-4619,f,,DWAHCTSAKVXZHSUPBESI,5.0,Seattle,M,4.0,O,6.0
WDH13599,817.0,Nbdoya,3.0,Harris,V,WDHIRTUWVRJTLDFODUFJIWJZTGG,LDRCYHAUHQPFVYOSICCHDYQTFIAUIVTKUTHCJRDPLGKSNWWEM,2379488.0,1-006-777-6725,,Canada,Nddgbcuhrcvxnsbpir,2.0,Fort Collins,M,2.0,O,2.0
zjo13600,833.0,Itbtbvpnqrq,3.0,BorgWarner,,zjotppqbuknjvgtda,Ivfgrfinqhqwuxjydevrxywmqokbtqfdthwtctttpjjrigpfuyapjegdupozzcwjpgllniiqnvbn,3076941.0,1-112-159-0371,,United States of America,blqkkgeshlcae,2.0,Fayetteville,W,79.0,O,10.0
Ffm13601,414.0,Hhfariz,,DirecTV Group,,Ffmvd,aipopildmuftkmdgovoxsqfgbgaxxcxrfqqgnptdshlereetyplxpnhwvx,80079.0,1-903-682-9177,M,United States of America,HUMVKLJDRRXBLJLDDMUBSAVICQECN,5.0,Toronto,M,97.0,O,2.0
Jtm13602,516.0,sibog,1.0,Borders Group,,Jtmqpzmuaywtzecpxenamsdqc,Yyhzbhfnlfvqgcggwxwiyjswygsoiiqmxsjf,2637031.0,1-252-022-3950,,United States of America,Tsvfkwwfqmhfqbrfxwuaxdl,4.0,Amarillo,U,65.0,R,6.0
zdp13603,627.0,Oaytkkovpznz,4.0,Universal Health Services,u,zdpqwfvofjvija,PQNCMREDGCYAW,3695884.0,,m,United States of America,Rnbvnd,0.0,Oxnard,D,97.0,O,
Gjt13604,701.0,Rbexc,4.0,Walt Disney,u,Gjtbzpgsmgbd,Biebodupglsxjxwsegvxsfhjiuu,2144088.0,1-674-621-9872,F,United States of America,Jbdjqzbpwxganavqurvaomgf,1.0,Bridgeport,M,18.0,O,
Tnc13605,717.0,BLBPB,1.0,Pentair,,Tncmttalvtpzxsnjknldare,Bcgkuslqnysqvvksewsneikgplxfkyxtlocngusvfhbkivqqqnejxeeahuvdypvzbnihni,1592037.0,1-774-572-7105,M,Canada,Noxhozmctgvxfmy,5.0,Independence,U,96.0,O,5.0
nal13606,667.0,Uiwnnszhorh,3.0,New Jersey Resources,,naljr,Teofyd,3248138.0,1-832-530-9921,,United States of America,KSXLNWODFUBFRLTVVBAGDMWKTCFO,2.0,Glendale,M,25.0,O,9.0
Vkx13607,687.0,swgbda,0.0,Andersons,z,Vkxhvonqqdmcd,,1537093.0,1-129-373-9183,,Canada,gnoedqivpqjlxxgqycun,5.0,London,W,85.0,O,9.0
CDA13608,468.0,Jluxa,4.0,United Services Automobile,v,CDAMWTV,pjuuhzadcojwfyywdpsshbsvgvhsylkwzpcvkhnjwjrfgvubjyy,248404.0,1-199-232-7355,F,United States of America,Zwflguqbtbqnl,0.0,Reno,U,61.0,O,3.0
UQX13609,606.0,,1.0,Lexmark International,I,UQXFEQJ,wsrgjgmvxvldqvfkoylewlnceqvzboleilqzgmegtihltgyove,557958.0,,F,United States of America,DRTYGQILUDLLPRBLJM,2.0,Las Vegas,U,38.0,O,5.0
Sjy13610,828.0,traufklxqxhq,1.0,Pfizer,,Sjyqwnmtdtcyqtgsqqup,nssnslvflhghgofxtqosyuktkmgnizdee,3013120.0,1-233-439-9950,,Canada,Lcivysoecpnlpcnpamcbrncyr,0.0,Lubbock,S,71.0,O,8.0
Cjt13611,582.0,kptliac,2.0,Icahn Enterprises,,Cjtxabrhihkrvpiotjlvogvhmuhc,ZMPEOXJAWNHLNUAQRDYFRVQHQODBEOKQNZANIWFAARRZFDFGAXQRKOWPXCBVWTJRX,1243889.0,1-227-965-2281,,Canada,hrsrqdfpnguhuqlgsmmdpkoxjhsvmb,4.0,Dawson City,M,4.0,R,4.0
fwb13612,516.0,IUBDSJHOQ,4.0,Discovery Communications,,fwbndrttwegt,Dyxexnsdgybrqdwfsbltzbganylkyaqutqlaxowpxpdlfwxmtk,1735712.0,1-730-174-7030,,United States of America,Vywzwrrhxqhfyppasgrse,5.0,Portland,D,26.0,O,10.0
Jat13613,828.0,Pvjqsoe,4.0,,,Jathgpxppz,,,1-856-778-6365,m,United States of America,Qsqybmmononttrdyu,1.0,Vancouver,U,1.0,O,7.0
VWU13614,511.0,KOQRCSXW,3.0,Comerica,I,VWUHBCRRHHY,Ddojvyfavhjgzpalnwiglhqjwmbsdukebudhpmewgrfvt,3645873.0,1-275-043-7515,M,Canada,Bntyzxwhxxxb,0.0,Jersey City,W,54.0,O,7.0
god13615,351.0,JIKAJBWY,4.0,Amazon.com,,godcvwojyucmyqaqglngnpfvr,Omzclfqnlclvwrkxlpguzektqaesvzyktrxiguvimanaahjsyudhebxikrxhe,1635499.0,1-812-880-9531,m,United States of America,rtwcwdqhsfuqprznoyw,5.0,Warren,W,50.0,U,5.0
Kej13616,614.0,Gctwgoxu,2.0,Level 3 Communications,T,Kejvcktzpixzeri,Qwwdythzzzgnbl,150427.0,1-015-997-8259,m,United States of America,Gjpmnlaetcifvtkznmyaqsfztiwhrk,0.0,Oklahoma City,M,62.0,O,2.0
Khh13617,558.0,MSRWTVXUTIXZ,0.0,Ryder System,,Khhsakax,,,,f,United States of America,OYPXMJ,3.0,Pasadena,U,63.0,O,9.0
Zab13618,486.0,ijgcoyyqna,0.0,Hanesbrands,j,Zabmf,LCQULFMMMYPIUYCXUGIBVSYKGMTBJMQLPNTWIEZYQEFJIBFKROOOVAUEBTQBJACZWII,56809.0,1-393-201-3054,,United States of America,reypmwwsuapeplulf,2.0,Lowell,S,96.0,O,7.0
Ond13619,759.0,USPKSGNDLHA,0.0,AmerisourceBergen,Y,Ondjumjhrtlerpisfnxhbpvyrwqj,,1644050.0,1-796-815-6141,,United States of America,qwfsjsjm,2.0,Huntington,S,21.0,O,5.0
FJJ13620,685.0,BHPAUCD,0.0,Cooper-Standard Holdings,t,FJJUARUMTNEPZPOYIDSUAF,rwpferk,3589077.0,1-027-169-9267,,United States of America,Qxxawanxhecpdpncw,4.0,Hollywood,W,,O,1.0
Ppe13621,844.0,Ubxilo,5.0,Sun Microsystems,,Ppeqlpkomcyzabpuvgmatgidqxtfg,Sxtxtdbldimhyijbwjhydqikxekdqjnemzzhtakebofz,1701292.0,1-464-860-5946,F,United States of America,vvofxxirwrjifsmaqaltgve,3.0,Atlanta,U,25.0,O,7.0
EPK13622,407.0,Pcjezkckg,1.0,Magellan Health Services,,EPKHXKAEPAUMJJNVMVZPEXHJWDHQW,KOCUCBBNPYSMQNYUQJVNQVRMHPZPASJJGNZUFWFDSMQYIRRQVBPAVIDDKOYAUSO,802921.0,1-424-335-0085,,United States of America,WMYUSVFTAMKGODUHBCVK,3.0,Inglewood,S,4.0,R,9.0
IRN13623,816.0,ugjwqsoj,0.0,Con-way,Z,IRNIVGYINSMULBUGAO,KMWYLMTIZNBCBGMVTVJKUPGEKQNTY,3223090.0,1-453-978-3481,F,United States of America,dzdyrfudqmdukfzquiyu,1.0,Billings,W,36.0,O,6.0
Bvt13624,614.0,Ansidc,4.0,Verizon Communications,J,Bvtckshhmqcbjvpkmvlbtna,DWEXRIXFGXQXINBXPOOVHVYPLUDMVATDBQNRWCAEXHUWNJOSLYADFW,2791577.0,1-681-536-9279,,Canada,UHRDBQNCGNYKQGMHGV,2.0,Nashville,S,22.0,O,4.0
WOO13625,713.0,AJZASOIU,0.0,Kennametal,,WOOGWBARZDFMXOMGSLPALVLJS,Kjnqlhsqvstoh,1412955.0,1-138-711-6228,f,United States of America,Ivqwcsatihegwenvaffbrotilhg,4.0,Jackson,U,73.0,O,2.0
Myn13626,334.0,pvamphag,3.0,PNM Resources,C,Mynaballf,Pdfqccmqnkeyfcobaovjzfxjetgjqbunkuxxqjbmjqcxivhandqxbjhpgeffewrecbnbziohmimm,3335857.0,,,United States of America,Gpmskldekplfdsiqdsjhzdsoyrof,5.0,Halifax,M,62.0,O,3.0
Xri13627,612.0,UUWQWC,2.0,AptarGroup,B,Xrivzdawge,Epqbyslxisileuqhrmrwbkoaw,2590508.0,1-702-524-2528,,United States of America,Yybotxukpfebsirnlmlzivthkncvse,1.0,Winston-Salem,U,35.0,O,4.0
Chh13628,391.0,Tgvxhwp,2.0,WellPoint,,Chhjwxgjsonjniexdhvqv,jixsvqalbjwphqdqzmujxhepqkvsvdfgbhqbyerahuccsijihkyygvelwivadqe,2918808.0,1-679-253-9884,m,United States of America,Fsvguxkkmr,5.0,Montpelier,M,54.0,R,9.0
yxg13629,650.0,SRCCQON,4.0,,,yxgordodiqwjpwkmayvaopcv,Culbruxacwargqgmwkk,2338881.0,1-278-645-1103,F,Canada,Nziwm,4.0,Windsor,U,17.0,O,7.0
QUM13630,,Ndmzhpkxuicy,5.0,Nordstrom,,QUMDJGBDNHPNVRKATECWYMIDOJI,,968912.0,1-926-885-8022,,United States of America,qvldmqmhmlmzjgjidvtivbe,2.0,Pittsburgh,U,1.0,O,
Rrp13631,,Kehleziq,1.0,Beacon Roofing Supply,,Rrplzltmtpcvtbvpwapjsgilz,Cxhhcqevdubcbzrbipyzzepdfysdamvbexqglndpzadidnjtcyrkisup,418444.0,1-526-562-6054,,United States of America,Fkrlowbatclnsyvngzwonmcy,1.0,Huntington,S,77.0,R,9.0
idx13632,404.0,Anrdmcd,4.0,Dynegy,F,idxqkfzwblydolu,Hnxvskiwwsifranmnldkptvjiyvrecdw,498755.0,,M,Canada,rphzvwusighgzvlymfcwzxfwd,0.0,Des Moines,M,9.0,O,6.0
Bgt13633,,CTWQN,4.0,Smith International,,Bgtotegtgjtdkqcaxeoe,Rcsjlzjtkgppjlruursjvbpznpmyafpqwzvgakikrosjqndbyapqdfmpdzasnfkjwqnklzpxhgpnzk,3433792.0,1-216-579-2186,m,United States of America,Fsmaacfonomsiglpjqy,3.0,Moncton,S,87.0,U,9.0
Rkn13634,606.0,Ufluscrct,1.0,News Corp.,,Rknliflxgtyqchrhoayq,Kgljrsdousyhjzrkuqcy,1190795.0,1-106-487-1910,m,Canada,qciuodoulvdajlxv,2.0,Hull,D,23.0,O,5.0
Vhq13635,307.0,WLORAYHIZTV,4.0,Teledyne Technologies,,Vhquwakgmozhifyxrow,Uviplvomtyzfxmkhifscrxhhoxltuuwdkvzxtsnblwmynkknipnuxqrgbhztvs,590766.0,1-586-260-5475,,United States of America,Nfqyauvflibdbl,5.0,Fayetteville,W,69.0,O,9.0
Efu13636,725.0,Hlkvqtse,4.0,CF Industries Holdings,,Efureun,Jaxedfezfypcxngpsoojarhlnclzwjosntoelvwfxpqatfgxibipfyauxhlkwfcuatpujgc,573006.0,1-585-023-2654,k,United States of America,Oructlfpowtbhpkdbmoxx,2.0,Mount Pearl,M,25.0,R,6.0
yrj13637,,Utkoedg,5.0,DISH Network,P,yrjax,eavogaigvlxnuyrdkgctpquluhzedjwawbvprlscliwblkn,3139003.0,1-557-559-1452,,United States of America,Ssrpdb,5.0,Omaha,W,25.0,O,8.0
GIP13638,402.0,conklos,1.0,MPS Group,,GIPZMHXXELXYD,Gjllwdrhparcajctjcxzqikclfcerctywzkqnskvgousilwzrgjtqzhbkmgrpgiuipkqpcuhil,2809969.0,1-213-783-1868,,United States of America,UJZVXBOKV,1.0,Norfolk,,74.0,O,2.0
BMM13639,,JLGVS,0.0,Dow Chemical,,BMMBQVTHUHK,SBCOKKXPUQTAQGMLDEMBZPJKRGSFCCXOPZOXTJNUAUNKQPTIPYXGBJPTE,958750.0,1-590-520-5062,F,Canada,Eizlcfjbdkb,4.0,Cleveland,M,34.0,R,1.0
MOD13640,425.0,Cahmlogwfl,1.0,Knight,Q,MODPUGMFGVBXXUYUXCJA,Ucyvrrywxyrxckzagpljxuyrwaytkadptxpalf,3154058.0,1-655-044-0374,m,Canada,tishglsw,4.0,Overland Park,M,70.0,O,0.0
UCA13641,421.0,aqcdqaksy,0.0,Yum Brands,,UCAVSIMWFDTZEHCFPSQEH,JFTTIRYQUXNBRRHSBYXFTKUISEDVACBZXDJCAZPXMWVSLAX,,1-806-753-5221,,United States of America,Qiovg,3.0,Fullerton,S,16.0,O,2.0
FUG13642,832.0,Evqaqthse,1.0,National Fuel Gas,y,FUGPUFLJJ,Jnzggqktaaujfleenzkatregvitaz,,1-876-129-9735,M,United States of America,yfkmqy,2.0,Toledo,S,14.0,R,5.0
AGG13643,714.0,Acnacmuuhcea,3.0,Polaris Industries,f,AGGXSURBFJUQWMDMEL,Nmoqdixvmcjmfmplrzrnuccjwoprkloafpaftzpsiewnypewxvcndifscb,285346.0,1-524-155-7483,F,United States of America,Lkvjticpotfadtdbtfvwn,3.0,Vallejo,S,46.0,O,6.0
upr13644,682.0,prlaq,4.0,Conseco,,uprxzqjrvecukvwet,awlrsqbuglvqvprblgqxanjfjbwnsuukdxhzgiuegtpuqeblscioyoskabwxqyoxbqvtndbqwcscrz,3228308.0,1-121-056-4066,,United States of America,xwysdqrkslrv,5.0,Torrance,M,61.0,O,9.0
aul13645,849.0,parjnr,4.0,Circuit City Stores,,aulippxykmjagkzmflbf,AMKOHGRZE,1589001.0,1-084-425-4296,,United States of America,Qaptigkbgumiztfhdmpsk,4.0,Edmonton,M,14.0,O,8.0
Sey13646,736.0,GRYUZBXVS,3.0,Agilent Technologies,,Seybnphnilt,igfhrabtugpntfbrryocgwffqfkuhxbmzv,2354513.0,1-877-324-9928,F,United States of America,Zmsuwsafkhqgsaokeixyv,3.0,Ontario,M,81.0,R,1.0
Ohq13647,461.0,IDDHJUEFVPKU,2.0,Cardinal Health,L,Ohqgdkskxeateipsalu,Cajwpgwpwxwddheuponrskknjjyxpdxbugunqwhbidmpxnwgkwyunxkbtcgohndcqdmuavautasxqap,1817986.0,1-819-615-6203,,Canada,Dnpzprokk,4.0,Macon,S,12.0,O,5.0
uom13648,827.0,JVRRMJU,,Goodrich,h,uomtwxnvavsphknzteanksumt,uhqjjlqapnng,3924920.0,1-475-347-9982,f,United States of America,UCNNMLMPWJLGOHNGDRYRCJO,5.0,Washington,U,34.0,O,9.0
Eqq13649,577.0,Lpqhv,5.0,Big Lots,j,Eqqatexonidkn,AKMAVSLVEQHWWVBZLLSTFSVAU,675104.0,1-750-195-2149,F,United States of America,Cudtiqffvuyrloyvkotdgpgmdisnov,3.0,Toronto,U,32.0,U,4.0
Iau13650,574.0,Gykcckj,4.0,Regis,q,Iaucbjvdpbxyxutxkymath,Abidruavpnxonpknbcfcrjxmnkmcvyiqsknkkjhdyesvasljdoqdixylzbbzpg,22485.0,1-330-832-9935,,United States of America,Incgmxjojyjisngde,3.0,Montgomery,M,58.0,O,5.0
Cok13651,469.0,HCRKWPTZGJD,,First American Corp.,,Cokbdlsqaedlwlvh,Btbbpekqvnlmzudvlwkqylupkqrabinkcptlsffixduqmjoognt,3447895.0,1-034-016-5325,f,United States of America,Xuupvrliabdcxgp,3.0,Seattle,W,74.0,R,7.0
Yzc13652,,Iqmigoqidvp,5.0,Live Nation,,Yzcovsldwmhnkxrjfzqh,Ccopvjeqgbzohsdmphrmcrqqttiwelrwudrv,683824.0,1-639-553-1763,,United States of America,TXOQMWVZJRDKLTDIGUSW,2.0,Eugene,U,39.0,O,5.0
URH13653,487.0,NTGSIIYVVRE,5.0,Embarq,m,URHFA,bmhea,1734743.0,,,United States of America,QXYQORCKTQSQXSLCROKDLSXGDY,2.0,Corpus Christi,M,11.0,O,7.0
AXB13654,,YCWASQPHDGZ,0.0,Vulcan Materials,,AXBKIROGKN,lrhnwwyvfdtxaqgtgszbbfnxsyxkeorbcnaastwslyerfvrfcadixkgwzr,3708607.0,1-584-047-2788,,United States of America,Kerudvlobbhfh,2.0,Boston,M,91.0,O,6.0
Zha13655,639.0,Twtvvzqtzm,2.0,Thomas & Betts,,Zhahfeilkhunggvm,,3529651.0,1-590-923-9339,m,Canada,Xtufrdpfslhfdjhlrqxemkujhhk,1.0,Philadelphia,S,29.0,O,7.0
Evn13656,830.0,lfvblzdrrp,4.0,Wisconsin Energy,l,Evnxpxlprduyoinrvpyl,hxqethahlkuvjgpejhlqckuoksuqmy,2296077.0,1-504-974-6133,,United States of America,BWVTWRGEGGCRQTTCJFLWQDQWFZF,1.0,Manchester,M,94.0,R,
EKQ13657,732.0,foifjnz,4.0,,,EKQHKEMCRGWZYKOBJZHMTRL,jqlsrhytrsigliauitlzsijsjyexztuhswwrbxedvuutcilzgwffmsrhjwxvdkuqvrvxaccoaodbuu,2686938.0,1-451-226-9043,,Canada,pkxjipigvhjflkfhadfpjwypkbbiam,4.0,Torrance,D,29.0,R,7.0
Okp13658,541.0,xgrwcegae,2.0,Corn Products International,,Okpunxcjoc,RZKAPJ,229441.0,1-131-974-4981,,United States of America,Xzdndb,4.0,Evansville,M,34.0,O,0.0
xra13659,577.0,WSDWMJFAYC,5.0,Kindred Healthcare,,xraehkahfqerg,rfhtslivvsxkwamhaiaywp,1138669.0,1-858-985-2529,,United States of America,Vxxcysydwb,5.0,Fairbanks,D,38.0,R,1.0
Llf13660,467.0,,0.0,Burlington Northern Santa Fe,,Llfrdvriqiewlfmhrmhtlcqjwneff,Ljjkxajhkurocqjjdrkfbvt,1670286.0,1-001-851-6816,,Canada,gljliyf,0.0,Oceanside,S,0.0,R,
Xxp13661,366.0,JUMIFPDD,3.0,FMC,,Xxpxghqlowiiv,Mfuacmvjmxgnloyyfncgsqweacjxgslupiyqiinbuskwr,1822589.0,1-287-571-2020,,,Rxioxrl,4.0,Biloxi,S,16.0,O,6.0
PIQ13662,532.0,Wgbpzvxk,5.0,Hanesbrands,I,PIQYJXCYPNLRKJECOCGPRBKK,Qpkgxismopcjgwixtrovylxclcvjxztkynzgzpvtuezbqmlcygufyxhqxkfljtgzngbscjzovoo,629298.0,,,United States of America,Kdwihcsdevhvmkhipedzrwrqmwj,2.0,Virginia Beach,M,84.0,O,0.0
nfp13663,700.0,Kfjsdpw,4.0,Big Lots,,nfpsyhgmpxwgziqmvdjsnit,Towvtckdqrnrgrqltsghh,1707557.0,1-960-121-8777,,Canada,jmondjmyvioergcvlghf,3.0,Fort Collins,U,36.0,R,0.0
xwz13664,660.0,wrnjtqp,0.0,Charming Shoppes,z,xwzxyuquopg,ZUWXIFSTRWCXBQMOGHJWVAXMDYGUCDNJSHBY,2036549.0,1-542-243-9660,M,Canada,Ngold,4.0,Grand Prairie,M,12.0,U,2.0
Ktk13665,531.0,ERVFDGUC,5.0,RBS Global,o,Ktkjcewjxncrrizmk,Ctvalrvnvwdpvggpsmkeiahntgedccewkqs,3608670.0,1-143-556-6395,M,United States of America,GBRVCBCZBFMYHVKVSRB,3.0,Salem,M,88.0,R,5.0
