Employer,NetWorth,Country,Income,NumberCars,AddressLine2,State,AgencyID,OwnOrRentFlag,PostalCode,MiddleInitial,AddressLine1,Age,Phone,MaritalStatus,FirstName,CreditRating,NumberChildren,Gender,NumberCreditCards,City,LastName
Jack in the Box,3703928.0,United States of America,8576.0,3.0,EVQRXDGZEFCDSRKRYUZBNLQJPGOMMHQUELZ,CT,VKJ11189,R,Kewhsjqtard,Z,Sgticznzifwkvbhdykexaarrxowuoyxvjioqhcoehs,43.0,1-247-836-1176,M,CNWWINJDEEWPPCWRQRDUOPQJIJM,411.0,0.0,m,5.0,Denver,VKJYEWAXVIQJPQATRJ
St. Jude Medical,1949025.0,Canada,474322.0,4.0,Okakletrviobgugtwqudffvslvduqnzkreookc,NY,Ypr11190,U,lbtbkvfmqm,N,,85.0,1-063-237-6978,,qtfwvxzcxtpezual,442.0,4.0,,,Irving,Yprghaimogfrgmjdmigzpunfmkeex
Questar,2159875.0,United States of America,470593.0,4.0,YZGEJZY,ME,Znt11191,O,Ymakqtei,i,Wmvalsvlyzcobnbxkouwcktwxqcwxefrotlcvlovuwiukartaowbuc,27.0,1-973-100-8690,M,Wssnxvhuzovbjcvowtumbujzbeta,431.0,2.0,F,1.0,Salem,Zntjyxesuepvrrfxxjkpj
Staples,1283011.0,United States of America,427824.0,0.0,Djjmlqsnajrhuhrqrmrmlzrjaqeplfgqyimewtdcclvsrmm,DE,Vsd11192,U,MOJIJHMPRT,,Rbhjptqziqvhqxleyuibiunpidswomdihjqtkrclbkrzsf,75.0,1-954-797-1843,S,SEDCYSZNGPQESJ,388.0,2.0,,8.0,Alexandria,Vsdlowryegrjtwrldlukzexwtv
Owens Corning,3212581.0,United States of America,254388.0,,udlawxvhbbfbwflyobfeabttpcrrmoyajvbshbynrqidcduuqzsfkncmo,ID,Jcm11193,U,DGASKWTEG,W,pgftkeymm,89.0,1-775-847-1133,M,WISXIUF,314.0,1.0,F,1.0,Saskatoon,Jcmpxcdqizsdgwyjluqrbn
MSC Industrial Direct,2425038.0,Canada,66442.0,1.0,Wohzanxecajziehgfljyfgtgttwkaajmeemooxjtgtacuecletr,HI,Dtx11194,O,tjxqcmxspl,,Skyajkrofkyfhyqowddyojqlsozlalxbexbjletozzmmfqppjgotgazwnaobiprksozne,69.0,,U,Vtzxrwglqvovvftehfwewgpbecurgr,783.0,,,,Virginia Beach,Dtxolpbstspaatucdawkrm
Flowers Foods,430774.0,,43721.0,4.0,Qbggnkwqojqlrirbbqes,OR,fbq11195,O,Swqxmuzv,e,GQPWCFFRJYYRZDINHZGIWMG,,1-924-595-1909,,WRCESRMKMODC,,0.0,,2.0,Abilene,fbqvttjrdpqmloobygkavgxoupjz
Best Buy,3500049.0,United States of America,150100.0,4.0,Luihcgdwkabghek,WV,eas11196,,Cnmpkarc,,Nzfjnczeaxjbbpvj,23.0,1-079-537-8338,M,knfzdnsdflpanokmdtxdsb,678.0,2.0,M,2.0,Winnipeg,easiqz
Circuit City Stores,1507535.0,United States of America,39659.0,,RMHOEKMDSSMZBCSVVJLIGMQQODKLJLOFMDEZHBGGWWFREUPPRFKHLZKIENMVAXWS,NM,BFD11197,R,GPRZXTWJIA,u,Niknvrphtqqbyssiqoepydqwpnnqyhbwukbthouopxgrwdsnaxualhkujgssindxnabzvbzrpl,67.0,1-142-172-5921,W,Vvnvbhumprdnhunxnlzzvzxs,583.0,0.0,,1.0,Las Vegas,BFDQLJNCKLJRSXMVQJHIKO
Praxair,3839806.0,Canada,,5.0,Nnqctitcnvaucsiswwflzlchgruprtrthdlncwzixyqonkpcodyajctaqhjxwnatdxiahqdniavjrjb,NY,Qea11198,R,lhqseqytnmtq,I,Nexwbveupvtmtwfqjawschquajgldriuhnrdgesxtpbpzpradqdslsrhxgrupgrsretco,2.0,1-775-537-0924,U,nhvfdsiiplpgyatvcvuhzwutmx,330.0,3.0,,8.0,Reno,Qeadqqqvkqyywfdrhdrwi
Assurant,1613720.0,Canada,433397.0,3.0,Oeuqxeybfmjowttgraikguyeuqcfszpuurvsserntrwaobkdvfatv,DE,Stn11199,,Uktpjak,Q,Xpwygpsvonhosszvtofovgnnmpmxyndyvjdluptcagibnnlszmaqp,31.0,,M,Cwvsrhwcgep,465.0,1.0,F,3.0,Milwaukee,Stnptady
Circuit City Stores,2208199.0,United States of America,45905.0,0.0,nwmmsrpnduljaontqpaogiyxvwisqhlxlwokgztytxnracejvaxbkmpldrgvdpnktdzuyhtf,IA,LID11200,R,MWYSRM,,,54.0,1-683-376-6579,D,Xkugdlndsnfscrbcqelvnfe,506.0,2.0,,5.0,Toronto,LIDMVGNGIBTCKMHG
,47984.0,United States of America,381845.0,,SMZWWWQHOAKOB,MO,Iii11201,U,WFEGXLOMB,,rgbemitvsxcpswrstuxj,1.0,1-032-437-0439,M,ONLKGPKGDANIUSVIEAIVV,617.0,5.0,,9.0,London,Iiidaxlvhayepro
Core-Mark Holding,1625682.0,United States of America,425314.0,5.0,GUBBAWODLDJCGTOCTXKTSKLHNCDBQUILSCNTGXYFYVAKPBFGVJNFRM,CO,Okw11202,O,nzimzlhwe,v,CZAJBCLVTJFWDDIHAJKBKURUEFWPGIBOFVCMDXD,68.0,1-178-957-4071,S,HXFWBWQKEMKKRFZ,436.0,0.0,,2.0,Rockford,Okwewclbh
Pactiv,3395337.0,United States of America,274796.0,4.0,Nsxtcotcavfizbcssspeleaaxrxqes,VT,fsd11203,O,,t,Giwqnrhfgvulacklnfptrjtjyeiqgrftpzzbgmfrsujhj,86.0,1-441-162-0385,U,Isuxfameyhxdzjcddc,713.0,0.0,m,8.0,Yonkers,fsdmpdtwdhjtouwc
,2529321.0,United States of America,1202.0,1.0,Nkkmeyjokrkivtwhffntglegzxiiclnaumgsxqiowwlrjjdjykqfobmexnqxlhgng,CT,pdc11204,U,ukbtnjkf,P,MOAMSWNZSXMMFUDBXWNRVRSACZNXRMOYQMBR,71.0,1-241-316-8405,M,Rskjkzfsqroptrsxxzomtbhu,788.0,1.0,F,4.0,Austin,pdcphkfzqcjiytcyvrmwr
Spectra Energy,3453996.0,Canada,154314.0,5.0,Ezkwmzbdpcqiycnlmdgcwiqq,MN,mfq11205,O,NUAAPCSKOYK,,Entwwrcmxguuqivkiuc,43.0,1-162-004-4005,U,Tjnddvjklmfk,415.0,,f,,Fullerton,mfqqucm
Monsanto,2225319.0,United States of America,483330.0,0.0,peicxsrhcrdxlneledjnefqkzuyjqkmnrkuapdbpfhphoopjkvwrndgjenwcstamwa,MN,NMR11206,O,rcjmspo,,HYRSJEGUULLIVOXLRIHUWVACAZNVMPSE,60.0,1-499-031-0004,S,GCFOQWO,637.0,1.0,f,7.0,Garland,NMRUTEPNDQQCJBLE
Integrys Energy Group,544083.0,United States of America,65875.0,5.0,Zxduinrlmawnepevlzdfmizsmmifnmikvmwotxevcnscokqefejbwiivsiabglnyhnwiej,OK,Rpm11207,O,Zghtl,W,Zeyhtfqoxbugdijfsfvaciazcfubvqtodrrgmlsgttzyphaqrttoaqxregfvbyephjcxfhpcpwgolfig,69.0,1-082-082-3348,U,Hrvelhedfxcjkssyzr,353.0,5.0,,,Lancaster,Rpmcfdsnpfvbmvcfflspjvkalp
Laclede Group,1682799.0,Canada,305998.0,4.0,fctbemofeueha,Alberta,Phg11208,O,wvgemxjme,,Dqeshmbjpudorasvipsbfuuiwwartrfcfumbvngcjtyvuaqzfuphjhtp,25.0,1-842-255-9689,U,Qehglvupongcegqvbtpx,569.0,5.0,m,2.0,Fontana,Phgsibthajlnhzc
Health Management Associates,1380864.0,United States of America,84172.0,0.0,hbfahnupyuqjkwvznsxsjhlntxpfhxmfvpxjnydb,UT,Bwn11209,R,RQVFCQEX,J,kubwycssjofdcmfvs,21.0,1-327-131-8875,U,klqkthv,365.0,4.0,f,2.0,Nashville,Bwnqephfapjtjngslvfwzx
Juniper Networks,1068218.0,Canada,228745.0,2.0,oambcnhdibjd,MN,HGV11210,R,Awsimvr,,Zeahnxoqosyuhuwuvalrywwdqoaxwgvdrtnzobfpsqxhsdkkbqxpclrusagytcjafieziiyjqtrdeyng,38.0,1-586-518-6942,U,SBMFOBHRUMIPMURIVCVPF,348.0,4.0,M,2.0,Washington,HGVPSBC
Lubrizol,1714551.0,Canada,329602.0,2.0,HIUIRTMKTKZJKUJXMRPNTYDPGRX,IN,RGG11211,O,kssdh,,Xibvofrouiopmuyolwislfcdpxhswoejdcqzte,70.0,1-794-395-0071,U,Pisoiumggbntltkoydibkzgjgtmms,819.0,5.0,f,1.0,Mesquite,RGGUOMYWAKJGTBXK
DRS Technologies,1054877.0,United States of America,116542.0,3.0,CGATFWHGKQEC,HI,Hkx11212,,ooojktqepv,,Mosxrgyywsowxdwjltdnegwttkacwzpmlqqwmvaiaqxcuacxbkrwhiyyzjuu,29.0,1-555-727-3281,M,rvadgrp,554.0,4.0,M,1.0,Virginia Beach,Hkxdufsqcpshsqnpwmesziqi
AmeriCredit,1534581.0,United States of America,356509.0,1.0,,MN,Fwn11213,U,Dyutvkeu,,Lzdluypasktxvkymouavcxeuvbfcqpzdoetiegysbvwaenjarrwvhxtk,39.0,,S,EMODDDDDBEXPA,478.0,2.0,,6.0,San Diego,Fwnziejcufwdwaanwynpptdth
Raytheon,3125011.0,United States of America,421287.0,5.0,Vroepnpalttnsuixfaxygfdzgdmsqiwdmzubf,UT,Gtu11214,R,zrxdhsmstosq,Z,Srnmevvwtampxpectaoilojrjqmircqsoyplmrdmvayqzdjdxvfmjkr,,1-164-470-2706,M,Kdfefkkwnxcpuxgha,716.0,5.0,,2.0,Jackson,Gtumhdxoflbvfcwz
,659100.0,United States of America,296076.0,3.0,Lalaecbdllimi,PA,Aqw11215,O,Hmwug,,rcmmpwghcbcncuoofulhcpsucsooikgpxmfvgjcsohxcqectwdtctzusxcrbtvmzacjcgxczbwzbmjge,93.0,1-600-665-8513,S,Wacdherhyjrs,404.0,4.0,,10.0,Idaho Falls,Aqwkihmidlufubmlatuyjovi
,1448603.0,United States of America,130659.0,,qlommwfncedbpjobdvphgkxeaasqrvthqwdf,UT,Dlb11216,O,kcvqwncic,,Pmjaugxedbqlyihdmluntrjreecxozjxgpexntjwgfwdtguoxorbbkgicjijvfnmnukckjhncrcmjn,88.0,1-107-686-0540,M,Ubqimsfcrulvgfddtbf,544.0,3.0,,6.0,Fort Collins,Dlbzb
Kla-Tencor,3730627.0,United States of America,,4.0,itaxhuupcybvnfspbxknlrvtxfclqpsrqwkknvqvusetftofrofqxqejpiydsilxiajhewlth,Manitoba,npc11217,R,enuflmwru,V,XIXJPQQDDKIWWWKRYAPRKFLEHZJMVKPVCHJIRZMPLTUMKIWWAWYGVMKXBSCRDRHAGHUE,28.0,1-663-382-8230,M,Athhhcabcivaffdxnx,736.0,4.0,,5.0,Lexington,npcrpocrl
Plains Exploration,814723.0,United States of America,297262.0,5.0,Nztjn,TN,Osc11218,O,Ojkscee,,hhlqooxcqatysrwsdgiyfhvoqloijouxlquzclnoseolmdsblwbixvvumjnchmeqcvwacwdju,62.0,1-255-564-4632,M,BLCQHNHFYJKRUQBFKCNZSQTCORL,542.0,1.0,M,5.0,Fayetteville,Oscfgslprelizgjdxfeft
Granite Construction,1879314.0,Canada,154673.0,2.0,EYXHYLIBPZEVJMICSOKKISNCVOGCZQUOZ,MO,Olh11219,R,Wcozf,,ACKJMJLLCMRCQOGIIMVWMGGFRBHVZXMIJVDDCGLYRYRLEMLSEWUTZGYTGBQYAKHKTJFNUSIDUYB,72.0,1-123-569-6644,S,Qrrvxiujvjyhiuav,636.0,1.0,,3.0,Baltimore,Olhyymo
Cabela's,937191.0,United States of America,,3.0,pzsyrhdckrgmjmmkwgjkyuusqsrjkbyphvujlaluvdim,TX,Vbs11220,O,uucbmpv,,azcraxcvjbhojtanwkstvsqwekiakxauyytnbmqj,85.0,1-494-686-0991,,KIIIAL,361.0,1.0,,7.0,Phoenix,Vbsgtaeignehwvoliozaveyowtd
Hub Group,3465698.0,United States of America,36086.0,0.0,sofftfedzdyreeyatnvyihep,OK,kng11221,O,Dlqpghqgl,,CADMIMSNWQDMOZBJIXTLUIRFJKMFOGSSULSGPF,52.0,1-679-486-9039,M,Nrnbkkrg,308.0,4.0,,8.0,West Valley,knganjdmwibrbqptz
Sunoco,2808627.0,United States of America,293557.0,2.0,ibvcvyruhdmkjttwyqr,TN,Les11222,O,Iyynrqwwg,,UCVNIBEMGFSUNSBOFEFVGPQKTOHPQYCPUKBPAQMRMKGIROTW,21.0,1-570-775-4529,M,Hknqgdz,555.0,4.0,m,9.0,Rancho Cucamonga,Lestjyfetcbemfqmttcuvgddgnfwol
McDonald's,2408141.0,United States of America,192150.0,2.0,Gofsmctjqgarxrjqpqkctxokjqhsfmjiocrmzhqxiwpgfz,SD,Nim11223,R,KKHAK,B,uqisrdiktrqigztnpibhhobdmrdbwfgequqgtgbxchqofszluzvdqtqvtxjxhorfjmguyuhuqqgvv,65.0,1-980-275-8196,W,Oqfvrqqnrsf,686.0,0.0,m,5.0,St. Petersburg,Nimimzprluoqptvk
Dow Chemical,1109266.0,Canada,189404.0,0.0,ngesdtqwutiqfanx,OH,Yst11224,O,Gwulgg,,,69.0,1-672-259-4507,D,XEATUJQBSEBKOEJJDFMCXQQZ,596.0,4.0,,9.0,Pasadena,Ystmmqeculwklhuxcm
Travelers Cos.,1410948.0,United States of America,134981.0,0.0,Onzbvxqzaxlzunfwqfuzstnebrhozvktdbhpbnjaiorodi,OR,Tay11225,R,AMTGEPF,d,QFSUFBONHVDEIPBEZHCAAIXPETMRMQZTICEHGLGBKZWKGSIHZJOLTJPWEATEEZPXHAJZWJDMC,20.0,1-923-160-8373,S,Pnqpfoynqnvbxbpdvpohjfcagnuhu,590.0,3.0,M,7.0,Pittsburgh,Taypscs
Pacific Life,1977154.0,United States of America,130837.0,0.0,Swxsyooifkdbfiurgtelqokhwsv,Newfoundland,Dxp11226,U,Ruioktf,,Nekhfxivqlkglmtgijlccnxrrmfdpc,73.0,1-840-042-7421,S,njujnvd,761.0,5.0,m,,Baltimore,Dxpqv
Lockheed Martin,1167969.0,United States of America,281841.0,0.0,Kzuhwqmsmctdkjodqmrlxqoqeiabtfkmgluaweotwruozbjgrcmptjjotrbsipfxnzuypporznsmxmbw,TN,mpb11227,O,Ztdwwquejela,L,Gquatsccfwghswmqxlxfkpvjxtoolyjmyebeygvwvuwonnhoh,79.0,1-408-258-6122,S,Kvafidwmhebltjhrg,469.0,4.0,f,2.0,Oakland,mpblchjnrq
Mattel,2230844.0,United States of America,,2.0,Pylilnoghrkdvwkbksvxwqmhljcatayxowjlgsftveoxjtxnk,WY,wsa11228,O,XIKMWSLTZG,,Tikjnggtbsejjjdjkkdluw,61.0,1-609-892-9521,D,Bcqmbiixvymb,578.0,2.0,,3.0,Chandler,wsacxywxdnxndcibobreliuivgw
Hewitt Associates,3031669.0,United States of America,164027.0,1.0,Qgbrrbdfqphkjedzflhxljucgvcmgmxljjjcvdoin,NY,Qlh11229,R,Xcrfvptk,j,Trvurpuoeyrwlaushnlsalvvrpnfqupqdohpjhlfhdflgqjqcfmxjtblytlcbuttgbxlmajqnju,,1-930-066-1105,U,Fmzrfuhtkwoxgaflzvhijsjbw,424.0,5.0,,5.0,Oshawa,Qlhelavmdlyb
Interpublic Group,1235970.0,Canada,462309.0,4.0,ETWJCKPBCKIZ,NH,Nmo11230,O,AYTZV,C,Xsyywrhszitmyquhqlqbeknchuhzvlzxfn,88.0,1-785-807-7455,U,ljlorbzxngmrawwecwfvgscdidvoc,550.0,3.0,M,0.0,Bellevue,Nmojbatvhyr
McCormick,1409955.0,United States of America,436892.0,0.0,,MO,han11231,O,Yqtrwx,,Bcvdhkqvcnofwbatgpoporkpolpxeyoxuet,46.0,1-158-482-0351,W,Rxwlscwjsc,595.0,,M,7.0,Lewiston,hanbnxjmwgzoktaebuywqvrukj
Ross Stores,2613791.0,United States of America,162079.0,4.0,jtklhswbqjkvnvcgskgxziqxfbfbhfaldvdixuuxdqrfrwucjxypdxejxnzwewsgi,MO,Mjl11232,O,Pggaxy,,GOBEKMWRG,60.0,1-705-248-0509,M,LFOIR,690.0,5.0,,2.0,West Valley,Mjlfsadmduosazsjvimn
Icahn Enterprises,,United States of America,243380.0,0.0,Wtomfjqxwwlunpaepociusekgcbwdntnuhcwyskngswolayxvgnexvdzuk,LA,Zuy11233,O,Prolozpcdzv,J,Cqqqjzgvrjrjekvaezjnwwabpifsjcrbrggmrcgyaujftvv,58.0,1-971-273-9316,W,PSWGOQPZNMPNV,456.0,1.0,,5.0,Bridgeport,Zuykksxzmqbhcsfmmlxgzjtaijpn
Williams,2747343.0,United States of America,316002.0,2.0,Vlaxhlhnziprqmmnvvcoic,UT,gcn11234,O,edincfo,,Yerst,78.0,1-131-833-8875,W,Bvqjiquhpbkqclczqxaihpvh,406.0,0.0,F,9.0,Peoria,gcnhgbnytmugwbfwiyjiheizds
Huntington Bancshares,2062648.0,United States of America,440853.0,1.0,ceaxeheazggtguupcrbrmwdpxkqsksnyshiamkszbxtfwdkygsawlrhlhar,TN,fmn11235,U,HUVLISPVS,V,YXERJNENHGKABSFFJALCEMNVTOUDVSBWCRYOFBHSRNUNQRJLVGOBAMZXZUKSMKCXGWIVNQDNQLPZPHU,92.0,1-843-123-4063,W,Zyxqzsouoyopjnonimgwwbdzada,672.0,2.0,F,3.0,Milwaukee,fmniqufxeurtgkvdjuldodyfblw
Hershey,2837974.0,United States of America,19138.0,3.0,TDJDZTXE,SC,SRW11236,O,jtsppmajh,Z,Efzazzpbjdowuzussctbiwwnxfuxywcycubxe,35.0,1-116-177-4365,M,Fuqjsgqfvydxvlpcurgbedkcaugtuj,594.0,2.0,M,0.0,Reno,SRWKWJVQ
Avon Products,3995777.0,Canada,287071.0,4.0,Xvqjxmxggcwcazqzxubajoxymxhrzivytenuchyldjpesbgufxzmntpzg,ND,Itu11237,O,Gtvlzjwx,,rhncdtekvneuxqgqagwpi,42.0,1-313-261-4811,M,DATVFAQRWLXIVNYVOUB,433.0,4.0,,4.0,Escondido,Ituhaovisuh
Varian Medical Systems,1904958.0,United States of America,365741.0,1.0,Jmnya,KY,dwe11238,O,Rbidbxqj,z,HTEUBDXAJMDDOXHFVRCXSCKIXWOTFUG,29.0,1-349-618-0467,,Dgesnlpaabsbbaumwdlchl,667.0,1.0,f,9.0,Montgomery,dwesopfqfa
Baldor Electric,2422577.0,United States of America,81412.0,2.0,Lusokruulkxpdfomjtweydgziovpacvvprglaqiieghjfsy,AL,GMB11239,O,NHTAWBIZD,,Yfmkahvpnvgrimpiudjglkdbforyattgupllyzbqkaqiowxuglxjqtgxaqytulgfozaiwjstteio,59.0,1-359-871-4035,D,gzyeqjddagfjxcvygbkfhnctu,,5.0,,8.0,Fargo,GMBAHWBXLZBNOZTMAHBNWKWYMMIRLN
Helix Energy Solutions Group,3637239.0,United States of America,351289.0,1.0,Spufsrghcorjdbwrwxbehxogtakaoskewerwxsgjoqkppbgxcdkxskvsjncxt,TX,Dwe11240,R,VFKGMMSEMQUU,,Pwtqmwgftjlxiswweknjsghmjsaiaynndculpmxolzfpypxbnpcyamcfx,74.0,1-312-059-2732,M,Zispqbgsmf,781.0,0.0,,7.0,Phoenix,Dweaoltxhvgsrl
Leggett & Platt,1283618.0,United States of America,117226.0,5.0,Kbvdxduoofhiwcwicpmndrywjq,CT,HVF11241,O,Monqwxepkd,B,Tgvkzvweuvtxisppeooreotfhzhuunqwsqmfmlpmeeuycqkekxyliaccnin,61.0,1-572-371-3797,M,Xumummkmzhaczqezogd,733.0,5.0,F,5.0,Denver,HVFGR
Lockheed Martin,3892707.0,,377807.0,3.0,Nogksimvfdtjyghiakafuoxrstfusypruznufmrvbythkvkothsdsithstw,VA,Zcb11242,O,Czforlbnai,,Umbmivwhhaxgskouqfdlvumxcwvajxzqhuglbncufbdlfcon,85.0,,M,JZRGBLKACSE,832.0,3.0,m,8.0,Salem,Zcbqxjjiiai
,2679837.0,United States of America,76088.0,4.0,FKRTPGHSZVRFCXCJMODEQKHFAJJOCXFUZTNZLVYEMOGQITLUPEAAUNWRAUEHDGOTFOOIGSURMF,KY,Ynp11243,R,YYHMUU,b,qanlkewxpsbeeoepsimwkbolxbbukwmcnjhrqrnfpbwmrbfsoth,45.0,1-677-245-7333,S,Tbqozvnuilaiety,810.0,4.0,,6.0,Fayetteville,Ynplhwqugecatfftmdkh
MasterCard,2147856.0,United States of America,362310.0,2.0,fvetilspbepaxzpnfttxb,MO,Osi11244,O,,,bfamerevghmfrioazaowfzsvqyzff,,1-671-855-1457,W,Tdjmntmxrrpkzxjqyle,665.0,2.0,M,7.0,Tempe,Osirsxbrhlkwktqfvrbqsiqsh
AFLAC,1448391.0,Canada,291871.0,5.0,PXTEPCJXIVFMWUFSLQXQTESBIRTVPNFW,LA,Luq11245,O,toafz,,Rncpfsdqdrunlyttwvrgtmwuayujksztcwtmzndkdolxl,71.0,1-611-389-3242,M,Gqlwrqnacbdrdsdalzypvu,613.0,4.0,F,,Beaumont,Luqwavkqptpruatmfeeljzuvlrtbu
IMS Health,1334212.0,United States of America,21046.0,2.0,VYABDFBGIITDFIGFJU,NH,Rgq11246,O,Gjxyudkgjpr,,gxtazworrpwgiipijdwzdmcsjsmkopxtkrnfjjjgxhdyqdmrxgzinvrhwpaegtvxjenntuazvdxtt,79.0,1-920-635-4208,M,Vzoqhemczksmnfnqrlfgvloitgq,815.0,0.0,m,5.0,Houston,Rgqdvabnq
Chemtura,,United States of America,417683.0,5.0,TPREAKPVWOINJFQVCHUAUIKJMCLPAJTQMFWVNWRHVSTFFIUBXNOCQZQPRVOZFOM,WY,cvt11247,R,Vrballvlaa,G,QJXMJCNSCJMVBXWBLSZXEYLMWORDLBNYTWOQYYZIUMCGEIFWBWRGC,,1-302-370-7181,S,zkcvgsgbpzopbsyvxonlawbsacsf,726.0,5.0,F,5.0,Dallas,cvtqfsmronkw
Dell,762399.0,United States of America,177143.0,0.0,Fslqwnegodegjncjuqfgubecfhhvpwhtlxungyczpbiqlpuchkfajnauosika,Nova Scotia,ajb11248,R,Wqlhas,,wjgfwyrbgwqdjbvcpclwrzpujmjlyuuddnariavvuqxvkur,62.0,1-434-634-5403,M,Koddgovylcrxbblkcjxcfhaeex,815.0,0.0,F,2.0,Grand Rapids,ajbmfvbiopntzkowpupdhbemitkepw
MGM Mirage,18399.0,United States of America,447237.0,5.0,IVOWDOSUAGZGXHICRDTUECYBJX,ME,xpg11249,R,Jxpxsytgz,,NUWLWWUYDRNTLBWTU,,1-829-618-3623,U,yvfxgd,388.0,4.0,f,9.0,Pueblo,xpgnxfl
Trinity Industries,993962.0,,19891.0,4.0,UNFWQMIKXFEVRLRCOCVAGGXJIIWCOBAMTDNQRXNAHUYKNFSUFGWICFRJCKIBOMEQUBMWTVREZY,NV,Sxx11250,R,bdwxsxors,,RWGSMQAJWRIPPQYZBKLIAGILGRXYMYJPXKDGNDJIWDJVIWKIXNXRBWFUPTODIJAJKYWOPL,41.0,1-891-864-5526,W,kjkbtwlwnivheozumusvmctwb,613.0,2.0,F,0.0,Fayetteville,Sxxbinyuahjlydhgnydgfjkzp
Moog,2573906.0,United States of America,232545.0,1.0,SBKASOTSQXAHHBADNRFUFIKNGJIINIJMVUHYKXKVFFGSQNTXXODGRSCMS,SD,vzp11251,R,huqiugckz,l,Vzfexslzswiluxmzrxacztscrocgabrywjmoubgivulbnvubylpwkwjw,19.0,1-666-982-6284,M,Ouiltykmfch,365.0,3.0,,6.0,Anchorage,vzpguwryowakresscfrdvxrdade
Aventine Renewable Energy,265459.0,United States of America,274111.0,5.0,eurcekncpmsdhmhiugptupfznmjewcjv,Ontario,bgf11252,O,NWWSTU,N,CQGFNAVTDDKHMOLBIFICGCLMOPRT,30.0,1-136-946-0924,S,hvnpzosuoyzhxtrqrhbbqt,806.0,4.0,,5.0,Costa Mesa,bgfkkdi
CSX,3518058.0,Canada,239120.0,3.0,Qyuhzbwjwywfkuedwupfnbhrxfyu,IN,Ydw11253,O,rnsqcsycs,,KORCJYRRMQGSZDYRQSRSVZCEBWUHGUDDEUFGWMYWKKDUORMILRPVOYFKWOWQVLQM,54.0,1-245-079-3393,M,Mckjkdmiap,772.0,1.0,m,6.0,Mesquite,Ydwqs
PPG Industries,3347273.0,United States of America,67807.0,4.0,Malslctarirhmmdgotutwkyrja,AL,bse11254,O,Djwoye,,nyvawitqlyvheiucyslzruddyqfrxiio,89.0,1-205-946-2883,M,Fkhsehfsjbmkqpkixgp,363.0,4.0,,7.0,St. Paul,bseibuulmiesudwxkykxgwew
Greif,308579.0,United States of America,276211.0,,Sjqzorlj,HI,Jqf11255,O,AUSSDJHVFBK,,AXZTPMRNCVVJOXLTBVTMA,6.0,1-657-257-3342,M,MBYNEEHBTNIRHRK,595.0,5.0,a,3.0,Fresno,Jqfsuwuitxdmmbxa
TJX,1120721.0,United States of America,15160.0,0.0,GEHNTZXDSTSKFQNEJCTBCBNPMIGJMRCSVSVIGDEYWLKTOGSETJXASP,KS,ddr11256,R,ZSAKFIEO,,ppeziznljyaffpvl,75.0,,,nsdxyswhdikai,738.0,1.0,M,8.0,Macon,ddrpxugzckjywsquerkhejcscugsj
Manitowoc,3624132.0,Canada,221640.0,5.0,QBRDOBADLOJPGEU,IA,Wai11257,O,inaeyb,,winvsnvhvbejptgompylqrvvuxvlgdzlsorwdv,51.0,1-526-947-2279,U,Opyyw,765.0,5.0,D,9.0,Mount Pearl,Waimxdyyns
Boeing,2614807.0,,80581.0,3.0,ZXYKATOTKWISMMIXAJBISATWHYGHKADADLNVGEHKSSUII,MO,Fst11258,O,Ycuumhqgk,,Aabeakqdzmcpshoxrrsooynojmsg,22.0,1-672-375-8978,M,LZVQJPNGIXPOX,661.0,4.0,M,0.0,Berkeley,Fstjdfcilmptvnuzmn
Owens Corning,3691390.0,United States of America,115336.0,0.0,brbjxcoftmmacztnabemrdqytiypcxejkhmmxuwhoifupsbzhlmlkmnbzcezcttcumc,ID,PVH11259,O,lnqnei,,Yfqpnejclthrjjyzequmpcydryjzphwefvddgsarxywbfl,42.0,1-274-972-4757,S,DXUUUNVKSNHGOJDUKGJUUWN,697.0,,m,9.0,Amarillo,PVHPRLNLBOLYDHGBOZMYUS
Harman International Ind.,1552518.0,,342513.0,5.0,Mxumzmvbqxxjtfs,NE,nrb11260,O,qxmdkucbwueh,,,71.0,1-213-369-3144,U,Awerzhtiieu,437.0,4.0,,4.0,Lowell,nrbyxioemjmhbehxlpkwzqux
Edison International,3101696.0,Canada,343045.0,0.0,Hxckgaksjfaglfqqvlvpgqigxqcaeqrdaptt,VT,vjo11261,O,Bpctodot,o,Kaqqbrouiotgfllfuahkeehoziuoxtbliocrcqcwpaxlpqiawecghpghjokmrffaqdoffbrtsjv,6.0,1-366-700-4149,U,Vperqe,466.0,2.0,,,Modesto,vjoxdgyxddnmvpdp
Select Medical Holdings,1921967.0,United States of America,418944.0,5.0,fgvcbsodidnupuzigffmtcifeeepcralgqcrkncbpixfoqwyztusrsbmtjmmwpmdeduabksphbbhg,DC,Fkv11262,O,VDKXUKSBBAK,,TCOKVXHWFXQDBGORIBRNVQSDVTSAWHQJSV,39.0,1-357-172-3202,S,HHIWQRGXXBFDXUNHUHQRJCHGGO,630.0,1.0,,6.0,Ottawa,Fkvkh
Amphenol,2667763.0,United States of America,406480.0,3.0,mglszousmogptosvwcpecfdnvssmvabni,AL,Bji11263,O,,Y,Knmwovdlfekgmdqb,79.0,1-145-612-9353,M,NDNJSLBHSSAFGUKZGRU,706.0,3.0,M,10.0,Missoula,Bjiybdqa
