prospect_PosCo,prospect_AgID,prospect_MarSt,prospect_Inc,prospect_AddLi1,prospect_Em,prospect_NumCh,prospect_MidInit,prospect_FirN,prospect_LaN,prospect_NuC,prospect_Ci,prospect_Pho,prospect_Gen,prospect_NuCreCa,prospect_St,prospect_AddLi2,prospect_Cou,prospect_CreRa,prospect_OwOReF,prospect_Ag,prospect_NeWor
Bxqjeyqcpjiw,Jbb11698,M,307477.0,WWFYJSOSCDCBFAGDNJSUTECVAQNWFRSUOQWUCTEWQFPUVMMXUTJXFAXWBLJKSXCV,Thomas & Betts,2.0,,AGGOVTVWHRU,Jbbgalawii,3.0,St. Petersburg,1-744-200-7047,,3.0,AZ,pruauvkvwssijsycfhmw,United States of America,827.0,O,23.0,2945555.0
Pgnbslakx,AXF11700,S,193836.0,INXSCZGILT,KeyCorp,,L,Ahfnusfjofqpkx,AXFDTOMDSCEXTAJFCFTFPANS,4.0,Yellow Knife,1-866-638-9616,,2.0,WI,Clpzbylsmeqec,United States of America,457.0,R,37.0,2550827.0
Sjituautbv,Lys11701,D,251277.0,ttjpzcibxzknrijuexhztxkhujcrbzasry,Mercury General,2.0,,Bhxejnedghahotadeggrznokwd,Lysrcijul,5.0,Mobile,1-196-498-0536,,6.0,LA,ujhzbqxbcqge,United States of America,607.0,R,21.0,780037.0
Krnlxqgvh,swu11702,M,59523.0,icufrksxogkbojnduqxqldrrjvisxofuw,Exxon Mobil,4.0,Z,dqgaootgsavfrrtotzfsyjh,swuyojqdixmhqwnyzducmbmg,4.0,Omaha,1-955-740-7729,,8.0,VA,zlkrefntxvqgagwqmidwdddwybtsawynxbmybluiirecqxiooctfvgumgjtprmjxvfppskllsko,United States of America,373.0,O,,3909871.0
Xdromjnfftg,Zpg11703,U,137795.0,Bamgglydkykqpm,Tesoro,3.0,,Wqtqovajbcipjqqxtknudavuisans,Zpgetguso,4.0,London,1-834-052-1125,F,9.0,Manitoba,Rkstlbvuchicbuu,United States of America,675.0,U,15.0,2346962.0
Oqtnallelblv,OAW11704,D,399046.0,Ohawlesdlepckfovkxcxyqzvlfwcjjqfeatarfs,Northern Trust Corp.,1.0,O,BGSVWLEGLVEFUOADSHMZCBZEM,OAWJLMMH,,Huntsville,1-535-102-7352,,1.0,NJ,tsrenliyfxdrzsaxykgxxwpxukspfd,,363.0,O,63.0,1250930.0
BSPLCUEHFPK,Lfx11705,U,334031.0,Kmmuna,Snap-On,1.0,,Maviygwocwd,Lfxjufypqpzn,3.0,Mesquite,1-963-878-6116,G,9.0,HI,JRBBFTTQPMGMDERVTEBOKPJUNGUDZIODLCGPJEOYOGLJIBNMP,United States of America,614.0,O,54.0,62707.0
Vntnhuubt,Yft11706,W,315684.0,Stlywoxbfmhilemfyqnqchxovrbquewbcobomdychuvtnqatetganxdaxwylfdktrutdtvt,Metals USA Holdings,0.0,,neireukqktr,Yftjelgexcbcddzvbmogad,5.0,Fairbanks,1-954-749-6275,M,10.0,NY,Lyomtgnqycizdtlgknldcejxudnkgtzattweasbwgbozriusxicxhmle,United States of America,695.0,,45.0,3294642.0
Zvcornlcgp,Who11707,M,429394.0,Hpdsavspuf,Williams,4.0,S,Uggrtznkwvzvessnwglspzbushsnd,Whogwrqsox,2.0,Warwick,1-528-121-1449,,8.0,TX,IGBPJPOWIFJONEQQSLZCFNMMPOFPJQQZMGPCHDLTGNAXBOSNEVQRTEZWXLFCLKW,United States of America,321.0,O,52.0,3171625.0
Sclpxnpmiclu,XWA11708,M,192710.0,HLRDJNSIKGWBUUBOESUUZFODGSEWN,Berkshire Hathaway,5.0,P,OVTWKXDMMMBKCZ,XWAICWIPUFSMRTGQGHNWFFATVZ,0.0,Scottsdale,1-827-138-6252,M,2.0,ME,ZGQMKKIYQATUDHBVHFQJNPWNUGJLHCQHBILQAMIXE,United States of America,699.0,R,32.0,1424214.0
Hsxtbmjyrtx,RYC11709,M,166631.0,GINLFZQRGHDCPFMHCVNIGKAOPKSPCLGCRU,DuPont,2.0,C,Hgyicjwurbmhrgxqzpqtiegnrtbc,RYCTXTBJZSBGNLTGJTGZ,5.0,Albuquerque,1-183-744-5645,f,4.0,VT,Lusqfuhfpghsodvoexdpehfoffvprrsmj,United States of America,818.0,O,6.0,191608.0
pokoc,zrz11710,M,260879.0,Cadeghefdriibsbsa,Teradata,5.0,Z,BBORTYXAPTEWNVQHFX,zrzmg,3.0,Kansas City,1-285-006-1659,M,3.0,WY,hmfyuxchc,United States of America,427.0,,16.0,3886497.0
Uljca,Qvq11711,W,130173.0,NUAQJZCDFYLIMAYBOXMPDBLYVJIMOWAO,Rockwell Automation,,,blkolicmozus,Qvqvnxzovjvqlfqgfqqtitrn,1.0,Jacksonville,1-056-201-3409,M,2.0,MI,apqkuixvexctvuyegrmbiwsuacmlziqanirz,United States of America,750.0,,81.0,2024945.0
HYQGBQ,Iqy11712,D,,KTBONLJSXFLATXQDLWXYAVCFAUUVGBBTEGSJIETEIMLHGPMRWDSVWHMZYLXZWDEDHRTALXWMNXZMDBC,Symantec,4.0,W,YTQQFKSMKC,Iqyziziil,,Missoula,1-367-894-8849,,5.0,UT,KJWNGJCXNLPZNFGRCUDXTYNCDFORKIEJPZOIVGFLGZRHUDKEUN,United States of America,,O,93.0,931226.0
govbysnntupk,meq11713,S,241916.0,BFPECJYCWJTXNKVKUECFRXGPVECFOSDWZVEGTOMVPNIZPLKMUETIPHLZQ,Peabody Energy,,,Oyxgxjjaxhmnoswfusibt,meqdnbzamtiwhfhfm,1.0,Waterbury,1-904-731-7573,,9.0,Prince Edward Island,BOCTMQGLUM,United States of America,780.0,O,63.0,1158767.0
IMDKKSOMIENB,Wda11714,D,95911.0,Bnevkrjmckgszahqjuepj,Sonoco Products,3.0,,Cptdqrqctsbxug,Wdafdldazlbqcpohixhxkrwlcz,4.0,Orlando,1-351-524-3383,,5.0,MO,XCRPTGJBSOYEBRCHRXAJCQRKCELVLDYOZGLHTXUETEWNBFXMBQPWJR,,639.0,O,86.0,
Rhliqcqw,Khj11715,M,,xkvsgteuvtgebfbkasaljrmuzhlmnoybbxozygrctqrmspziwr,Aramark,4.0,H,QDHVIUASNOURKRVQBTCNZQSQ,Khjddafdpoqhmldfcqdqpdngpl,2.0,Toledo,1-627-826-7984,,10.0,KS,boaclaakunmvxnypmxayynurozwkovybxemmik,United States of America,724.0,U,95.0,
FSCDNSS,Hwu11716,M,367388.0,OSEJEOWMMBBGELARRMTKNJOJMKCLPEDMVHXTFUDSRNEGKCKJWNSJIHPEMBG,Watson Wyatt Worldwide,0.0,,KBETAIPSRXKTPWTDSLZKQL,Hwuxiacuatjhugyfjartk,1.0,Sterling Heights,1-043-614-7259,,2.0,RI,PTOXWWMEHMQJQNGHTFQTMQWNWDSUPJHTTGVUXSRORKAGLKPZFIUJMAFFKADQQUJQXTGSUKQWC,United States of America,448.0,O,57.0,665510.0
YZLLQ,qpk11717,U,5139.0,xbeyroatnurldjodmibxprwiqm,,2.0,,MDJCRN,qpkekoxcqhoockboxxrjefc,5.0,Baton Rouge,1-537-995-0563,F,2.0,GA,Hroqhrpjyanqygchnbffceummpafphbsnqucnxab,Canada,731.0,R,27.0,
Xofwwnkz,Lxu11718,M,20040.0,icwogdotqgpmbktijzd,Wyeth,5.0,Z,Esmskvmlofiqg,Lxueccrjhdzchlyeqnlgjowfpsooyb,3.0,Grand Rapids,1-535-499-8026,,5.0,FL,,United States of America,846.0,R,96.0,626986.0
Gugfwmhve,BEJ11719,,459798.0,,Micron Technology,2.0,k,khubcmxvd,BEJUIVYPAKYNXZRHNJPZSAPLBBWEU,2.0,Los Angeles,1-413-765-7306,,3.0,ME,,Canada,370.0,O,,1376382.0
Izjacpd,Ilz11720,M,303758.0,zpgogyakdyxxoqhwnnkligjhzcurqjwdbdcreuifybhloqbzh,ABM Industries,4.0,f,Bkjdwomgnipfadgl,Ilzob,0.0,Fullerton,1-363-033-1146,,4.0,MN,FBAAJUQNLLAONPRXOSKDIPPCRNZBGVAVDARMBRKXKHORLEMSJTKECBUJGWRDZJEKOZYWLQWZW,United States of America,733.0,R,19.0,3375753.0
Srjfuixbkv,TUM11721,M,166207.0,EERVBLYGNHMWDFBKTCMWROJTXNNIBZULQGNMYCFEUFKSKSZ,Jack in the Box,0.0,,Vrjnrisdaauumyqcrypkffz,TUMSNQMO,1.0,Rockford,1-262-324-9802,,7.0,SC,ABRVSFZXTQXBEGWQXGGXPIBZIJNDUZMMMIGINZYTRNOQGUJBOOWPNECBNDKEVNYVUAPHLVPXK,United States of America,545.0,O,37.0,
Cxrdbasy,RJF11722,U,477916.0,Buegftngqjftktduaotlngcvagurmmkmcctclxfkovdoabjp,Virgin Media,4.0,,Ocnxvbhjoxkomjbqbqbtpjt,RJFCLWYFKQQAITVZWICMCFXFJS,2.0,Lansing,1-293-545-4910,f,2.0,KY,Buvebmfyxgyvypoeisctcimapafefddwjuzilnyxbycadbzjagtpmf,United States of America,793.0,O,47.0,909889.0
Eklbk,HNH11723,U,406654.0,Sukuxhcqjjkugvodajzopgaqmsuralwidjzwvgjpbobinwdiimfguo,American National Insurance,3.0,,Wzrrvlcuzwt,HNHLDZXYQBX,0.0,Vallejo,1-864-537-8923,f,1.0,SC,ctcpujo,United States of America,468.0,U,36.0,1692275.0
Oclezseob,pll11724,M,,PVEQLGQKSEPBYOXIPMLPBIAAGHMDF,Alliance Data Systems,,L,CQFPJIC,pllpkdihlzm,2.0,Laredo,1-288-902-9385,,6.0,Nova Scotia,LEPVDERCSPJVHBFRRURPGETCYDUHLIATZJCDZTMPBNYHOCCKJDBOQQDW,United States of America,843.0,O,43.0,
Nqbqgtepxlaj,WWD11725,S,482177.0,CMQOVVWGQR,URS,,,kjkmevaboparyalvvxlnfnevakcul,WWDGUKYUT,4.0,Dawson City,1-226-636-2822,F,10.0,IA,Xtsqjaubqsznfaljhfzacpuwpnnmxhqjrqdsaenwcsikgmuefbwzrdffdadvfqxgwlxdvmbigvpxkg,United States of America,377.0,O,94.0,2483407.0
Xdaiarvskbj,BCL11726,W,183422.0,Azgvrgdoqnjmnbugedlkubkbjgcrgjur,CVS Caremark,5.0,P,zxpybiaukmxtx,BCLNBTXXACVDCBVY,2.0,Durham,,,5.0,NV,jriawuktvvewctcnfgypnbtimeasesmnapeyoicrsobobwbljsaadfijmggtlrpddokpant,United States of America,846.0,U,24.0,3910309.0
Sqaeytkepdli,itk11727,M,58827.0,cmvclsucztjnqadqdtyxidyiagqhobjduseaoxknpjphyvdmtpqoxeakovjkombpjmizntrckvjrkwcq,BJ's Wholesale Club,0.0,,sxttpqveboqpcosqjqqskcjxlyb,itkkngsix,4.0,Cheyenne,1-713-441-8568,F,,FL,Bubceoiwclgbhkcwafepildpymjotevtxzdeb,United States of America,508.0,O,,1090674.0
Hmbglfxrztu,TRY11728,M,204346.0,Putugzuewwlaisxacg,Baldor Electric,1.0,q,IDVGFKIZATSPYCXINUCC,TRYHPBJSWPLFTDYLX,3.0,San Diego,1-786-594-9786,,1.0,British Columbia,,United States of America,586.0,O,2.0,1690874.0
Llowov,asv11729,M,75850.0,kfunqphklbxsjbrhlduukksisygyfgvhjucvjjyqlswwqsopjbwaxyeovcwlbrtbwytvbbanonx,USG,4.0,y,BLTRMJUAYVRJZNNMFCWKCYFD,asvtljaseahxf,4.0,Colorado Springs,1-387-276-9449,,0.0,Saskatchewan,Zzibpcopiyyfgbqoxagoaahpsbpmqlapzjvdnfbt,,321.0,O,1.0,3412707.0
Mopcofad,Ffa11730,W,493649.0,cgkwqfanduapwbnuavkpqlhozlttww,Community Health Systems,0.0,,Aqyiqvi,Ffauukhthuxgnxtbcrfuscnv,3.0,Greensboro,1-532-085-8244,,6.0,AZ,Dktkqjkczgllwnifspymkmkajqfhhqkvoklclomkewsjabgiypobheaqrs,United States of America,681.0,O,65.0,2152190.0
,ZKQ11731,M,480339.0,DLDJMHTVGEQOXMDPNVWRWY,US Airways Group,4.0,,Rgihiwsvllax,ZKQOKDNRQJTEFVLD,3.0,Great Falls,1-535-711-3039,,10.0,IA,Xsgfndebcduvwpyurctqxhcgestioizxldzbiirhkdxuopjuxoqhgsukiy,United States of America,387.0,O,65.0,3081724.0
fcoaxp,mmu11732,S,177542.0,Hrqzbmmsmnclwcstakysupkejfpmyuyfqnquyeheghnqurclwcoq,Donaldson,4.0,,EUEPIWJCDCPOJKN,mmuvrypz,,Lewiston,1-531-198-2593,,4.0,NY,YLWZOEGJBTLYWFKXLAONKIDM,,845.0,O,74.0,361735.0
rvsdpgiswz,Iho11733,M,157306.0,WKUDBUBODJTTNMCAETGREKYRH,Ross Stores,4.0,N,Wccekpfsbhaldkpoemjscesib,Ihopnkoefezymm,1.0,Victoria,1-394-748-7770,m,7.0,AZ,Jpvlajphfqgofetpyhubtvdeupjyoqpkjnkyrteypevsclgyobtjrxhtoomopcjknafkmjoas,,691.0,O,,2920725.0
qmrvjgtdl,pxg11734,M,27284.0,evysfitsemrnjgohiohijogfgnxzzuxjxfxsrjvtxekvhfemynbxaf,Sara Lee,,,GXEJOEANQO,pxgikurgvsnphpwkiayvns,0.0,San Francisco,1-446-601-1467,,3.0,ID,dehfpivmwqhirbklodmjotgnvfjyxpgejvfxrehnwkp,United States of America,420.0,R,71.0,2484825.0
Mtfhmm,Gwr11735,U,115821.0,ialfomzhapewfvysgrkuxyhbpoeclmwipgqxbvnstsqvcrqwurmrpaysdkqzunldkaqcabmjblr,Airgas,3.0,,mkjeb,Gwretmhrkplnht,2.0,Huntington,1-278-160-7348,,1.0,VA,,United States of America,625.0,O,90.0,
Mmrevapjlob,XVU11736,M,314757.0,,Brinker International,1.0,,Cwgthyibnkqraeamnbnrwjurffsrw,XVULEG,5.0,Frederick,,M,1.0,TX,MACPKA,United States of America,599.0,O,2.0,509751.0
bymzjdm,Kbh11737,W,449663.0,Btolsmhnidxndenvyjcftdhmvwdbhtw,Cliffs Natural Resources,0.0,,IYSQHUZCXFKWUQEDM,Kbhgthmwfxjfxpitiss,,Burlington,1-289-584-2314,M,10.0,DC,Pqmycnikcpwqnfwzzevexxkixbqlbipqinlioxzrmarsmcudvwaspbwpqdfcrwnwdmxcrpqakplsg,United States of America,526.0,U,34.0,390663.0
Fpolqpmix,Yvf11738,M,78320.0,cqjyzpssbyttdmtdqdgghkrdreip,Cigna,5.0,,Wmswulnjsrmzcf,Yvfhrctwifspxgcwmg,4.0,Irvine,1-384-911-4288,m,3.0,AL,Kbjxcoukrxctjrsfgntbvhjdyqrpwbnsyfmdkpvovezalgrmmmhsykqtelkjrxfdywkhwi,Canada,691.0,,98.0,2349107.0
vgwbytwi,FAI11739,U,245922.0,EDFQTZUNLGOUTZDHVJRCDLAKUBRLTLYJEAPJICYGHPIOBMLDAGULQVFGPUFGUGWB,,0.0,,Zcbwmsqred,FAISHNAJQHDMCIRHMPHCR,4.0,London,1-088-590-4824,M,2.0,OR,OXEZDANUILXRBXBBBPATOVX,United States of America,,O,12.0,51177.0
FEDYK,PYX11740,D,225729.0,Sqvguxmpwgtasuwhftgpulillxwmgalqablcxbjfosueepsyndbbhaqnclitjd,Dean Foods,2.0,R,PAXACVYVZHWHZLNLMWN,PYXUE,2.0,Fresno,1-953-354-0665,,,HI,Mpglkkcbexyzvhqfluzocbjbesswkthgdcuefnqwuphyzsdintswwrflyjenamcfhmtgiuvpkmanvn,United States of America,544.0,O,48.0,3554095.0
Czbvtzosve,BLL11741,U,76059.0,Ggrbietdnchadzjidbloalywnjjkxioakqnyjntyaabubozyemubdoutinfljbbutqwfqf,Spansion,4.0,B,Wwvmntguryrgoablbycxewfcvpi,BLLKSMZWTZFURIIYWXPW,0.0,Montreal,1-744-528-3722,m,8.0,Newfoundland,wkerbzsmrsobhxituxstqmocjkhfmlhnwz,United States of America,664.0,O,91.0,3109210.0
EXARTZFKFS,MBN11742,M,466644.0,Wuuspdpdzrpcdfecsniypmisrqhgdkyfcwwoudwzpdaxxphikxmzb,Charles Schwab,0.0,b,YNPJZNARNRLMNV,MBNTFEGDHALGWFPACBCHXH,4.0,Providence,1-841-666-0355,F,6.0,New Brunswick,XBCPPIXXBUOWPQZGEMIC,,,O,85.0,3615936.0
Sfxfjdjh,Ika11743,M,155200.0,Vzjdcuxfqxgigfpuralbettxayiolyxcmztdwjjozuflldkbaypopwowxkbjmtjnmjwwdkqggwja,Penn National Gaming,5.0,,Wgqaamrtagkzwocchffoflkalpb,Ikazaimxyijvcrx,4.0,Ontario,1-801-738-1880,,1.0,ID,Bdquizerivmbdopylg,United States of America,,U,59.0,211374.0
ZQUHYFEDUTPU,Sze11744,S,416270.0,Uqehaivjhrcvzdycskhlaaphkfxxxthaotxvfqbaerybko,Loews,4.0,B,Lvbsaghvzxiryygvwfyl,Szegb,4.0,Riverside,1-870-114-6677,,5.0,WI,ZAMHE,United States of America,518.0,O,38.0,2617531.0
VVHKXE,KTX11745,M,414979.0,pedofoigdmgqmrjqahzipwgdyrcseppxfjntouizmqhqaxwqxfduytnmsh,,0.0,,gdltk,KTXHWQPBUJAGUFQPBEOUBRBFPUJD,4.0,Simi Valley,1-109-854-0542,M,2.0,IN,vqejieogugecfdaxsanbawneoitouwivwwx,United States of America,,O,96.0,2786921.0
NFDLLYQCMNVX,blo11746,D,322741.0,Xwtqglblvvdsmznaarpduevcnigfhmdngwtpgufddoqztkebippohk,TJX,2.0,,Hujensnbrrsorvigkwugamev,bloqtqwcqlixlljeizvno,5.0,Fullerton,1-861-294-4700,,1.0,MN,ufgmvmhczcpbliqyedcsiesuplgvpxtwectntiqxrwbtgcdsioqulopfxuiqpjkuwpmjhtwqb,United States of America,364.0,R,14.0,2969927.0
Rdhmgkc,dfh11747,S,260826.0,Fitjzoxpohkmwppivzvttxnqzjihnitalekxhstvwlbcsfnkrctriekvarzpwjybatufqjybxoo,Unisys,,,Koxhedgbppdxmhtfp,dfhqmbdbaw,2.0,Rapid City,1-792-056-7609,,5.0,British Columbia,Ykbqrigj,United States of America,714.0,R,67.0,2436646.0
Vklaivpkmemk,Xnw11748,S,21062.0,botpihiylarrtgpkzioshggqunefqxmqghpbddmlilucs,Belden,5.0,,hxkrcetjsqmybdmuckavoqzsepxevk,Xnwlpxyttuxolkoevmc,4.0,Irvine,1-130-623-1637,f,5.0,NJ,Xyjfrlccbbwjapcledkpikeohigmhrmluvuefgfjfmnwbhjsmmyajobpfghv,United States of America,824.0,,84.0,266142.0
Llpskxxlcxft,Gch11749,S,74741.0,CNGXGFBUMPMNWRTLHQVVIKEXNZSVPH,Collective Brands,1.0,,bejjubxcmnmsnnzalhbrmvcd,Gchuzxufnlfvcidiaihpm,0.0,Elizabeth,1-182-393-4522,f,10.0,NM,,,403.0,O,33.0,770942.0
UKLKRSJSDUOI,kpg11750,M,69862.0,Acqtqjnuihxceboovjauctcudshkiqavhqurbw,Int. Business Machines,4.0,Y,Sjeba,kpgpqamijf,2.0,Charlotte,1-321-617-5813,,7.0,OK,Ljbcmrsfopkjvnuuqyik,United States of America,793.0,O,73.0,3319942.0
Tmxbkubd,msb11751,,384794.0,taccjhxobsghmunuynaobqhdliyhuejeifmk,Ralcorp Holdings,,E,Spiprqtpddvyapofqovjtoo,msbsmqjblhhkypa,4.0,Cincinnati,1-210-535-0713,F,3.0,CO,YQBOLUHPZXBGWXNLKXUSCNLLWITTUXZXFXSAKEELBMXYHSDQYWXTNHYTITLDPB,United States of America,546.0,O,37.0,2720438.0
,Hnp11752,M,397879.0,BJABXFDJUTGNVBUXSDEGNCRHMICWXGFLQYUVWDBQVUMAYVNSMQLABDQUWEJGKWBEVVQY,Universal,5.0,d,ZLJHCXEJ,Hnpsmrezgzmlp,1.0,West Covina,1-429-954-0071,,0.0,TX,RUNJKMPJXWJRDDLNORWJPIALBXTFLOLWTLXHUJEOM,Canada,308.0,O,68.0,1160144.0
Eobwmjo,QGK11753,M,358585.0,,Danaher,1.0,i,Vtclnuulfvdphrdisbcu,QGKFGUOKTIOZ,0.0,Lowell,1-409-149-9340,m,8.0,TX,Losdbcqaf,,570.0,O,22.0,2159549.0
gyctkpkdfdwq,Uej11754,M,474460.0,MNQESWGHPLBLIVPVMJOULRVEJNHINOKSLRV,Sempra Energy,0.0,,Vuuasytqdbflsj,Uejxngcjbxf,5.0,Mount Pearl,1-345-474-3567,m,6.0,IA,faewbfvembowalxmiwnilwcceqibpmcxkdfolkaztbadh,Canada,796.0,O,17.0,3781151.0
BBPFOJQC,bav11755,,50947.0,Xaqutmdwujewadryfpaohxzxitgrsybureiieobhxdvzdtzrdfebmebwmxeazueqmlqifwuvzyhhtykr,Levi Strauss,5.0,,Rjfhnbqrmuarojz,bavqxetufaelzrkhywq,3.0,Tallahassee,1-932-932-3688,,7.0,CT,UIYQAWXKLRIWNOMSEORVUKMICXBLTUCWEDEXFDAHVIMPEQSAUJ,United States of America,376.0,O,12.0,3250324.0
hhjiyfqammhv,Yuo11756,W,372337.0,AWEXCSZMJDQNCKYKSOPPYABJNYGRRSZDCFDDSJMDTYGWGVMOIELTALB,Helmerich & Payne,4.0,,Lrwajzbkmzw,Yuoojalu,0.0,Grand Prairie,1-273-821-8358,,10.0,OH,EMGTQUVVHKC,United States of America,430.0,R,25.0,3662387.0
IZLTGPAUHWU,YPX11757,U,327959.0,hwruykznkyvgnqmelsyllspbohxwyfcsdyurgivnbttiwh,Lear,4.0,W,buyjwllsyknpcnmydk,YPXWKDKDVD,2.0,Amarillo,1-015-125-0129,F,10.0,RI,Hakwudzfrjkkkkan,United States of America,419.0,O,61.0,
,Xae11758,S,129997.0,Ajuwfawojbxsyofpuqeexgtaonvjhwnrxwhxkddhsfgvbowuwcpuztvnneochxsdqckotoapjttkv,Williams-Sonoma,0.0,,agmkrpzmjavgsscwccbosojissj,Xaeizuufsccamtnl,2.0,Durham,1-030-747-5853,,2.0,IL,CWMTICAJMXOREPQVMZMGVPOMXQOXDGFTJEHUWEZJOFVFUHXPTZOUBKJKOKA,Canada,401.0,O,90.0,1177998.0
Qnihppb,Vbs11759,S,375031.0,YORUXUZIIOYUOPVMHDLNBZFZO,Best Buy,2.0,F,KIDEIXYVNAQQFQKUWOPH,Vbsecrxumbyzodtpbst,2.0,Philadelphia,1-758-056-7992,M,6.0,CO,VFTGXBILMUVQEKJKLXEFUZVGUUD,Canada,546.0,O,9.0,
EJOQXMEU,CUE11760,M,94344.0,Xqkjunahpofrcalmfxycuezswqtixhhudkwukipk,Atlas America,1.0,n,CZOVBFNPKADZRTEVLAG,CUEAWFPVJJYFOZOUUZTLA,3.0,Warren,1-394-544-2432,,7.0,MA,bazffbfcvaqgtlrcmsgwipyotxeuiisyqoadxpfbbsfatnpriyahlbnceer,Canada,415.0,U,20.0,890205.0
Xpqjrzaob,qmp11761,M,128592.0,Duulufjjevig,FM Global,4.0,b,gkndjqugsmfgd,qmptrgqeyvmluvjz,,Chesapeake,1-188-393-3222,,6.0,HI,ttxpnxgnxfewcotkatlsfeqysnrwtokklshrwmhqbcmmrlodbyvthfqughfluwrdcmaezeffwme,United States of America,551.0,O,12.0,2389197.0
jwmwaaomkci,OES11762,U,155023.0,Ynkxr,Dynegy,1.0,,bwfmnhdcegwoavbbpzgxbdgtbwrio,OESUYWFJEKHBGXYJJT,2.0,New Haven,1-947-077-4401,F,5.0,ID,Edzfgkwnacobvyovdaaxfmntzllqdrevgbrxvcvydzvflcezqjurbkcivyvsv,United States of America,523.0,O,44.0,3096813.0
Wjlvecvmkuzq,Mzo11763,M,174598.0,SLKCHGRNSCHNWJTHHGIFVSMGTWJFDXERACBZAPVPAUGWJXANZFMRGXGYOFXAU,Texas Instruments,5.0,T,Pbfivj,Mzokdxvhzrvdsimrwiizaqflxjcod,4.0,Vallejo,1-295-181-0489,,9.0,VA,,United States of America,,R,100.0,3890361.0
Ozpzuq,Wxt11764,S,,AAEVGCJBTLMOWXIVBLAUVZUPSEFNOLZOUHJPLZOLRAYKCNHHMUPRTLZGTVWCQLEZWVPJSNEDHW,Applied Industrial Tech,5.0,,Vobhdnjppndvxqkshxrqapn,Wxtkasembzfkquecztchcbcssdfqn,4.0,Nashua,1-328-056-5318,,5.0,NY,Fqcrtdqfupdpbd,United States of America,638.0,O,,1259261.0
PFBMJWHV,Bts11765,S,74775.0,EDYESDPMZZAHMEFKZFD,BE Aerospace,0.0,,Vkedzbc,Btsadoipmnsdxtbhdwdmubtjx,2.0,Sherbrooke,1-390-888-5972,,8.0,Manitoba,Fkurvozolpthnbrpefvonuxbmzbyokagrgsosrtafbsourfmjsxhpjxxnndfhskehkcmmjyopngfnmsq,United States of America,366.0,O,,785594.0
hoyftvoa,Fhk11766,U,464465.0,Peyeuixbleutixpscwxbwwtrkuxvwgqjrnlhdwhngzlfiucrtebggjbaeyutkxqttqmlvwdmqmbt,Patterson,4.0,,epekgijcifdxlzyp,Fhkttwlak,3.0,Rancho Cucamonga,1-436-728-9947,M,8.0,HI,WKQGXUFUU,United States of America,311.0,O,16.0,2423771.0
mtphqhav,Sua11767,W,236734.0,Oforvlwiqakivuohnovgukrmaanvryvuaa,Robert Half International,3.0,v,tebaeqrredhpfbqfstxvhiyvh,Suaseenvfyqjnxaneinsmwnn,3.0,Thousand Oaks,1-010-494-8403,,4.0,LA,Oaxerhdkqsxwwefmxpguhprkhqwcefowcoijcawemgiu,Canada,762.0,O,44.0,949490.0
zkxacs,dyx11768,W,,eltrgmewvttakuxgsqbfjbcqdfyaqopskkoigydmwmmgacimuhdpox,West,3.0,,acwfvxvrelx,dyxjsspf,2.0,Henderson,1-834-168-3435,,2.0,Newfoundland,Omkyxfkrtowiosudvebsrdiiunowngfditlttqzbtfcemucjlkdvdsllgtvblvaweub,United States of America,509.0,U,83.0,3099446.0
Imnxma,HUA11769,M,366394.0,wcykdyusxzergtxsqtiwpofnituthzrfpvabeqgktvkvyghnemdqv,St. Jude Medical,0.0,,mxotgeesvxomnkecazphzt,HUADRMR,4.0,Ottawa,1-916-536-8440,,10.0,Ontario,QYCDCXRCXOJARSYTHY,United States of America,712.0,R,23.0,3102860.0
UNCQCKGO,Wfe11770,S,396783.0,SZOTFHLWPRJJVCJWGDYNWBNRFHUORCOSWRVQKFEPHMHQMCTBHMPLTGKVHFZISGPPOIBMZHX,Brinker International,1.0,Y,Wufotdnkb,Wfeqjchy,0.0,Tallahassee,1-957-540-5017,,,OH,Ehhxedxtnjqdgkxsslhkcbpjbzerrampwcptsdswtwgagcthganrojtaoctaxpymanmxwkokdfflm,United States of America,431.0,O,47.0,3709911.0
OOMVRSYBQNLX,KRN11771,M,495323.0,voxzsncaotwzxskhywiwatmydoiubvxgutldvktqlfrdfqygq,AutoNation,2.0,i,tqrsxaxsxjhyzwzgmstxrp,KRNEAUTTHVAYQRXLQJERJTJJHQT,3.0,Pembroke Pines,1-685-113-4933,F,5.0,FL,Kajwdbyxpcbnotgmvvgfithwesyi,United States of America,316.0,O,43.0,1091433.0
Wpcmivs,ofi11772,M,9714.0,gdhuippdhpoiwxhaww,Scana,4.0,,PFFXOZBDJIUCSSPHDTUFJF,ofidw,4.0,Irving,1-993-732-1196,,1.0,TX,Gpazgedpjgeevxrmqwmueloonpuiheubaduj,Canada,,R,70.0,1545094.0
Dgiohbhdbfdn,Xnr11773,M,216485.0,Uxsvuttimmzjptmxxzjsluk,Stanley Works,2.0,,XYZXRGZONS,Xnrloiadpjcltbljlxwgwfxk,0.0,Hayward,1-148-171-6665,,0.0,IA,Mpvrlcsdbenfel,Canada,412.0,R,,3242783.0
