prospect_nmbrchldrn,prospect_nmbrcrs,prospect_gncd,prospect_pstlcd,prospect_frstnm,prospect_crdtrtng,prospect_lstnm,prospect_wnrrntflg,prospect_g,prospect_ddrssln1,prospect_ncm,prospect_phn,prospect_ct,prospect_ntwrth,prospect_mrtlstts,prospect_gndr,prospect_mddlntl,prospect_stt,prospect_ddrssln2,prospect_nmbrcrdtcrds,prospect_cntr,prospect_mplr
4.0,3.0,UET12356,Uscqjgtn,Nhtbcugpiktuzrqcfl,622.0,UETHMGVNVGKKFIWE,O,85.0,AEVTUHNXJWOGIPZZZSIAPBHOESECGRIBWNOLCFRSPDTORXOKXEKO,138928.0,1-005-825-0378,Wilmington,3844035.0,M,m,m,WV,SXGHFQJVFNQCNAYGDDXRPCVMFTMZKVXREPWLFLJGDT,2.0,United States of America,Marshall & Ilsley Corp.
2.0,5.0,HBD12357,Yhocsmd,athixgspqttjeotrukxbghvasedrtx,450.0,HBDXKL,O,28.0,Ppedfnihmiwqwrnifqewecwnfmywpzyadjfepcifjgejlpf,468204.0,1-550-232-7095,Bellevue,760980.0,M,F,,MD,Ljohpjjrpdafumtivfvwtv,5.0,United States of America,Weyerhaeuser
2.0,4.0,CVP12358,Ivfut,Lipngrhxiaptwsnsryzbobfdxg,322.0,CVPYJVMILBGZAQAUTJOER,O,50.0,buqhyxhbziclxaknuotlljnug,366485.0,1-441-183-0203,Warren,1447499.0,U,,,NC,Gjyadzptnbhvkqlomrnsrhaghhbxtacwwxtndltwvlxjvwesumdotksgrwrbxavrqqicehzlg,4.0,,Total System Services
4.0,1.0,Crt12359,Rotxrrmgdvu,XZDFDACNBEPXVNXFTUUGVB,320.0,Crtiqeneghioe,R,38.0,npekvhcbfudijhcvylvjhqjeclrwopataowefaztagai,421887.0,1-722-499-0904,San Diego,3638596.0,M,,M,PA,Cbjmvalzeqnzjzsakyrpyvtosuubxtqqnhosysqumd,3.0,United States of America,Catalyst Health Solutions
4.0,0.0,Wpb12360,Tuycfjiqoadz,Xvrvokyj,517.0,Wpbmybggnwly,O,95.0,vumufhnsmvoqrokwzehkvmkoica,303550.0,1-053-812-0000,Garland,,M,,M,TN,Yzwqcdiyczcvbkiakjweulqxzohsvhbszckmglrmmckvgxjxciahipubvjmogixnfpgewxwydlm,6.0,United States of America,Bucyrus International
2.0,1.0,Rxl12361,AEOJZL,Uizoeqlhvoyputpyxtugkhc,847.0,Rxlecrkxhjohslmzrzmkcjn,O,43.0,XJMGEZXZFXORVEQSCGTQPFBRMQVCTARARZXDSYHDRPUXJBGUBCDQFRENGQHPEWYSFFRIQVNMQPSH,385748.0,1-342-699-7081,Long Beach,1948905.0,S,,y,WY,imlwowgebmnrdizjotwkltyjysfhbujikqpacbvvjuyhzisuuurlldtgmzdkq,1.0,United States of America,
0.0,4.0,Lrr12362,Ftcpjpmbisg,gtcmkmtoxzpnhlnfo,377.0,Lrrewkquvs,R,25.0,Whkfgxcjknximlvavgtavxmikeeuplswvzwltzkvyfdl,275089.0,1-229-296-6636,Yellow Knife,304815.0,M,F,,WI,Osahgubiubfkfukczwkldvbxjxrbbtwwybtfmcjogvjfbrkvbcomqiqfugplcixvcugjmhizovcigsjr,6.0,United States of America,Goodrich
0.0,5.0,Bfb12363,XOBMLYPREU,JIGRDOPOXTCYBTTEWWWYBJ,640.0,Bfbfkiclawslqrpqpryjaw,,15.0,Iwejhmnvlussnvpumyrwpbnyoolnsfbkonoiwuaojkklluwv,,1-343-075-0765,Santa Clarita,558307.0,U,,j,NM,OOWQOIPSJNQ,5.0,United States of America,Patterson
1.0,4.0,gpu12364,Ejyssq,Hpvtxskyyewoltlhiiyepgohfmkru,562.0,gpuzvvihxpsmfvxdvfvef,O,48.0,OBDRHLPVDQJKAAEEBC,79502.0,1-895-511-6738,Peoria,3234886.0,U,f,,OK,Wynjsfeupvtypzpwgm,4.0,Canada,National Semiconductor
2.0,2.0,Ymp12365,boekodks,Cmhsyjkkyv,795.0,Ympheievd,O,60.0,avftinpwwknpsptphkfoauudhvzgcnsucpfpayjxqvbegcrblfbomuuuvvniv,184945.0,1-014-076-7861,Baltimore,,M,,,MO,pqwxtnwrozlslejiafa,7.0,Canada,Macy's
1.0,4.0,qxf12366,PCUVVL,QUWKWIRORCPWCULFCGBXBMLIXSNMWM,786.0,qxfspb,O,27.0,WLNJAQJMNJDCTXIBCERPPYSIFUUIWUDSCTNBEFRDUZKUCVH,232156.0,1-957-233-0645,Corona,2773715.0,S,f,B,Quebec,olbqjvewdkneqffmajimgbvhbijwtqhruofpy,10.0,Canada,Amerigroup
2.0,2.0,MIT12367,,Hnjvph,755.0,MITAROPXQQWLQOVACLXQTZBMUKXJO,O,69.0,XSZYNSVTSVIKQRMWJOHBAEWHGGBPOKHWIMYRQFWDAKEJHUAD,89307.0,1-149-424-0447,Glendale,1110617.0,,F,,AK,Jsgkstgcvqygwxrmffeldsaxccuxsxyxzkh,3.0,United States of America,PharMerica
3.0,1.0,Tjw12368,bzeewf,EREZORHSQMWIQ,343.0,Tjwjdgejptthus,O,,Kkklhfpmdeevzbfjwctkpylygbheprtvkwgjddlcnkqnnxxwgdpnggjo,135666.0,1-352-408-0065,Pembroke Pines,621973.0,U,M,,UT,,,United States of America,ArvinMeritor
5.0,0.0,Noh12369,Wnyecu,Sivkkweqpyiuptazbejoymciqlsswr,602.0,Nohroawabnikijp,O,68.0,FWSCHEUIBKC,323531.0,1-739-817-4187,Raleigh,1623310.0,M,,,CO,Ltahtbkfodfhkrhqdwjytghaxepmrahhzanmkxqseerfztqofocqowxnsaduvikivtbs,,United States of America,ServiceMaster
1.0,2.0,Spc12370,Grcps,Qauyrruvaszarsm,821.0,Spcodxaweheidtrg,O,46.0,mplhsbmatapdbncakfgnidensbubcjwgmqtioqsandqqitpeyjnoyjbfbqcsmxzonoongnma,339361.0,1-324-156-5529,Moncton,776607.0,,,,NH,Aqgbrcsddaowx,6.0,Canada,Hasbro
3.0,,igo12371,JVDLOMALMV,Xjkomktkvfnlmbpegvsmozorx,459.0,igojjqaufwtuuwkbdutbbgwimcm,R,93.0,Opynogwovnuyciqwaqkodemqvpimtrbsoqtkchbuggqdla,423104.0,1-266-320-6902,Shreveport,2625256.0,D,M,,AZ,ZRVHFMNPIWYIEEPPFWVQJAMGWFFVJZZZPZURZHXFSJPCURJSXAYHIQQFGJEQSVXGDZDYOVLFWOT,5.0,United States of America,American Express
5.0,2.0,uzz12372,Snclhefpg,jjoejmnjciqphogemuqzgfxlyix,381.0,uzzfwdgkzcfkgspzlr,O,46.0,Knikjjhnntssdqzhekaoarkbvoinjeynysqfkpodelpfiksvmcbfgsufxfnkgo,44160.0,1-357-350-5117,Santa Rosa,3043190.0,S,,,KS,Ckendpkzpkvwzqxbxwgmefag,6.0,United States of America,Verso Paper
1.0,4.0,owt12373,JAKQDRDV,crdxqblkslqcjulzfrejfcw,590.0,owtzvzaxbcumcxfvetxmmd,U,,miewnhnanfwhoidmmx,70979.0,1-802-031-7820,Jacksonville,99348.0,S,F,K,IN,Hrdobnfocmomzritqlvqtmyeqcqumymx,,United States of America,
5.0,0.0,Ild12374,Ojxghfltaj,Cbakfkatjqwpnl,791.0,Ildqhogrrfcsm,O,62.0,Mnkgacsmyvqxerbdbkwzsaqcbcipkglwwuzwlynv,277820.0,1-541-114-9961,New Haven,3510081.0,U,,D,HI,Pjwjkxuynthcmobgzkefycar,3.0,Canada,Assurant
0.0,1.0,PFB12375,Rhmiidbwcux,Zettvip,478.0,PFBWURMPNBFP,O,24.0,knnkebjfjutsmhrmdrsarupihgmzmedaodftplxjquobulpmkxbtjtq,86177.0,1-279-756-7413,Edmonton,853025.0,M,f,,AL,,6.0,,LandAmerica Financial Group
4.0,5.0,blg12376,Butstuo,IMOJWHIRQAWBL,676.0,blgcxpxtlpmegitcuwlicwince,U,9.0,RXRTDNYBFDNXFMZPUYCLSZLFFRHOZHDWAB,205337.0,1-403-537-6350,Las Vegas,2285622.0,M,M,,KY,Buipprqsxihwpnxlftplychnojuhqjcgymuhylplbakjfuhdldonfofjbreetbjyynjloxathamh,8.0,United States of America,"Toys ""R"" Us"
5.0,0.0,Bnr12377,HLRSLO,PZLFZRIBEGIMBZPUDMFZLD,807.0,Bnrjtmuozfubcr,R,74.0,NFHKLZZRRINSIQIQCAIUIFGKOBWFFUDWBKQMTFQM,,1-636-886-1002,Salem,549301.0,W,f,S,AR,Mypnbczgczswbqqzhsvqzvlrbsrrpamftclincfwmlpf,1.0,Canada,Enbridge Energy Partners
4.0,3.0,SLS12378,Uvwpqjrl,Glniufudp,546.0,SLSUTSPQJF,R,23.0,mumckmmlvabehoxggjdwwrqihzgldvipoqjhnbwgazvxpozknwtkcbxyxzmbuvqvozobekibrjioq,155551.0,1-666-885-8284,Fort Wayne,3029297.0,M,m,r,ND,toitats,5.0,Canada,Clorox
,2.0,ELV12379,QPHSBQQD,Hdjhjpmjpdvbbngefbuvi,842.0,ELVKI,,98.0,RATCDHSNFGQMXOQMCLBLSRGGDRUXHHXMPIOJYZXXEHUFHFWPHMDTPTQWZOLSWJNCNHKSOWFOQJLU,,,Seattle,3389391.0,M,f,,Saskatchewan,Oyxiijbtbyqfmmfnlmlbjadigtmasovhrpsdduz,2.0,Canada,Pacer International
3.0,3.0,WHJ12380,Evcuijautmhz,APBHBMURWBRCDXAKLDC,337.0,WHJOQJCHAKAWGPJPV,O,1.0,Prcdqdzaslvaeondnudwekevvmvsrldyhxtvjrqcafjewabciiqn,,1-531-384-7290,Berkeley,,S,,,AK,yppesqcifoifxlxarhlebyuqtkhbdmwgmdi,6.0,United States of America,Deere
5.0,5.0,Ezu12381,Irlevvp,igbnale,374.0,Ezucjdpanbooxfotopbhkwtwwrmwyw,O,34.0,leqphxedqrltkxikfshoojdwgsfwywdkqeejvkmestzgifymxlrbxfxukmh,372517.0,,St. Petersburg,446365.0,U,,q,ND,Nlbmylooipwetqlmncyayrpikxuigeappxtfvozycgnzpsqbbsyflaatgtojm,6.0,United States of America,General Dynamics
3.0,1.0,Fdz12382,WFDLLOHMC,Qrkqvpeblmjvcjtqcjfzto,497.0,Fdzbxk,O,99.0,YDESHQBKBJFQIFEDPADFOPVKCOMDBD,270701.0,1-751-601-1791,Missoula,3767300.0,S,f,,MA,Zivcdymssfufdlzlfxzjxuckmcxugdnsfgbxbkxxygcbdxnwjzyryqdluykbwcfbtkpqtc,1.0,United States of America,Apple
0.0,1.0,BOZ12383,lzxic,OZWYWXG,728.0,BOZIQIZVSGHANCP,O,87.0,Gfpqssyutbsjcmwcuwjlcyrkhyjsaqvxevuwdidmiyqdzaxtsirdzjofxbkiwdjmjitclvgssctfl,322871.0,1-596-454-7271,London,752869.0,D,,l,MN,VJTGFDG,2.0,United States of America,Fastenal
5.0,1.0,ula12384,THLELMIIOPSO,LYOBFKWYNWHSSGIGNCUN,446.0,ulatwdogwuwmucwp,O,38.0,tmeyezvmwlbeqgcwnznwbbbpfoxtjvayjhawhyeta,193123.0,1-464-722-1476,Mesquite,3299323.0,M,f,,HI,KRIAOWFLJYPUOVWNCIMLQXZKHTKRSHJOVZEWGAHXKYCIBPYPHIBFPIVQXJVTBUG,1.0,United States of America,Regal-Beloit
2.0,2.0,Eio12385,Tvrenwds,JUTTNYQTPDWHGCRI,362.0,Eiohhquxkqou,,47.0,CMEPTXHZJBCIENP,139131.0,1-260-886-5844,Denver,1687635.0,M,F,S,Ontario,WJOOCVLDHWZRQVSOPLYMHRASEREOOPCADQYCFBGYMZ,4.0,United States of America,Commercial Metals
4.0,1.0,RNW12386,DGDMZE,Pcnevmpjccvjjaywpkkbjnhufabs,558.0,RNWOJCWXQDBGNFUVHINOHY,O,33.0,Axgdcsisqrvzwjsewktrbyvmrxrfgfoausasqmldpopc,389575.0,1-126-576-6517,Richmond,493499.0,D,,,NH,Dgdftcffyodeedljtifjlhnzuqp,5.0,,RSC Holdings
0.0,5.0,iqc12387,KZOKZGON,Vyutrlsflfugf,737.0,iqcguivcobomouakccaszdx,O,18.0,Ddidjxgfzldygaatoeqtlrjtzkdodrcznoyukdtesxynvgcujmo,124757.0,1-310-382-7239,Warwick,1524819.0,M,f,j,CO,YXQTFRMNFTANLXRZGBWGDLVSCQHGUNWDESIPW,0.0,United States of America,Acuity Brands
3.0,5.0,Uvu12388,Preofaasp,Jgguaomvqonqunkeworeobwsdc,423.0,Uvumwnscwznsbqmulxchbzqhpw,O,54.0,LCJVXQGEUNSQIUYVTGYFQWCMZEHXZAMEUECIFKIKVKRYGWBJISUHTORXLESQFPWURPTPRPDBAVLX,187241.0,1-973-649-2770,Charleston,799865.0,M,,x,IA,Gteuutriunhy,2.0,United States of America,Franklin Resources
0.0,1.0,RMU12389,Arolnjwql,Qpsvcgfmrdfxnehjqdupbfxiae,437.0,RMUFATWJGBYEOYHYSGCXRLU,O,92.0,TCXENLFGRZUHXOQCKQRHUVHYCODJGNOKHJEZUOANAXSNOAUJADDDAQTQHRSEIINURUXYQQKXGTNVUMJT,412946.0,1-603-254-1193,Lewiston,137128.0,M,F,,Saskatchewan,Nrwaqorgcbogaixdeyqehhqtufvjxiwvhh,2.0,United States of America,Toll Brothers
4.0,2.0,Qol12390,Dgmgpji,Nsgyddxaxwyncl,,Qolzvi,O,46.0,cdqjpdcnvphgyowrzpqxsbqp,231999.0,1-738-319-9493,Modesto,,U,,,TX,Xqgmtscooiritmddrnthxnvhslxhvivftmidvwdfgkryapuilxxhagjcenqqawlfqsnqxnpnmhqritfi,10.0,United States of America,State Farm Insurance Cos.
0.0,5.0,Amf12391,HBFOFS,Hszniywtjimdlbtflwntoxoeq,431.0,Amfaebjncwtkwfjcfrtspteqnrp,R,35.0,uuhhuiewvpesxdnouruktfxdzfombvniiahhykllphlicybjtmjc,329973.0,1-913-322-1646,Atlanta,3002992.0,U,,,FL,Temqijrreliwtsqoilfbwayczmsrdxmlqxoufteanhxccecuubtivejtppsggzg,,United States of America,Applied Industrial Tech
2.0,0.0,Pjr12392,Vhatf,GHQTAGTBNWRUYJHHGQQE,,Pjrxeklurkyglspikusgxk,O,40.0,mxtfivltunvaexuujsbapnudxmfhprqhzvcafqvhiyymkqeuu,83777.0,1-613-013-5722,Nashua,2854988.0,S,M,D,FL,ldxfkmpexfhjxttuodoldohiyepirhichrztvznlvfnfuitozgfcgfjhc,5.0,Canada,Rockwood Holdings
2.0,2.0,RXQ12393,RDRAMBZBCW,trperwisdvnfoq,571.0,RXQMKEFEPOETWLVWVOZWHOXSQDV,O,33.0,YCCXRHLVRZQUQPZVQWCCOBPPTURLWKUMIAQUSPRIXHFSHYQSUNWMDYPDOYUVPPIZPOIQBWXOYVZ,360115.0,1-994-822-8114,Irvine,728117.0,W,,n,AL,xsnwxrcaees,7.0,Canada,American Express
3.0,5.0,Ayv12394,wlmokndq,Zgqtpdknjdthxsvurngaobfyymm,673.0,Ayvohqcisuapmhkklhlcdbxhjbs,R,12.0,Soryitlapmowsadnlvchveokklxookzonqxk,393739.0,,Livonia,2977729.0,U,,s,Quebec,bleuzxckenimoqrbobglinrrfdqz,7.0,United States of America,
2.0,4.0,Qvq12395,YEJHQ,VAXWVJQ,651.0,Qvqyveinozoksulnxaa,O,44.0,Fgnzftbclcypab,213439.0,1-564-974-0346,Albuquerque,2974231.0,S,,,FL,LHZNYHF,0.0,United States of America,SPX
1.0,2.0,Msc12396,Pypqknotmo,Wstslmngmhsw,477.0,Mscjcwaopfibpzfdcttwiobf,O,86.0,pcbxpspjwqblpjximoju,215466.0,1-320-612-8246,Toronto,1781654.0,M,,,British Columbia,Dauvxhkhegqnekguqrjondaishvboyqkbvletrhkdzmepa,3.0,United States of America,National Fuel Gas
3.0,3.0,AAD12397,tkumugkwn,LGCGLROSLUZCPXABGELP,574.0,AADBRMFITNBSFYVSDKKAM,O,84.0,ygwsnlnbrsqlgegatssyxpmeweetcrkfitydjjdwbbxcizztsbqmrgbeoifgrs,367039.0,1-033-327-5291,Biloxi,3947222.0,S,f,r,UT,Tlhnlpxbsfbnastanut,7.0,United States of America,Legg Mason
4.0,4.0,Ksd12398,IMDKCCQLWQO,CTRGPOP,598.0,Ksdxmkkuzvsxs,O,35.0,RBRRNDNFUKYOCBETYLTDMIJZNSINVPBRVRQPXSCPLKVNRMQDWTMQQ,414092.0,1-251-092-1822,Great Falls,789121.0,S,m,R,UT,Htcuwwjvczxgrhzctqwhszafcqyplffofdwphrpbtjplkgtrakjvbpxwywblefotzvuouzywjlbfod,3.0,United States of America,NiSource
1.0,1.0,wje12399,Akmoeqegxd,AVSWHRB,696.0,wjezpkgphof,O,66.0,Gjynbfavthaftrjbgvtrmwkdwqyhdatiyopaznxcbuf,488857.0,1-817-953-2568,Jacksonville,1694479.0,W,,,KS,Pzavtwobkhdzdnuonlnurnpsviawujbhtyzgxicagxsnejivuxgeeippdcvmsmlnhx,2.0,United States of America,Superior Energy Services
1.0,2.0,Toj12400,,YCSSCDJMGVTURSAMHNEROPQM,680.0,Tojlexcrqrgcesri,O,14.0,KLLYQKIDKXMBZFEAZSQZMAXUIMBEPKOVNTPXNUWNRCRPCCDBPKGGSAQMXLVO,,1-717-243-4473,Wichita,1826295.0,W,M,,VA,Utfsufdubvjalipbqochtusbjtvaxzvcukrxnvccvrfhhdzjyigkyqrzjqcwteqioveuqoheup,4.0,United States of America,Amgen
2.0,5.0,LLM12401,Voyxovaiirx,Cwabjq,439.0,LLMHBGYJYSIFRWMBJTNIFKI,O,54.0,Osrwytxennwwfhhktukbmjncrqksdrtodbwpakjzhvrunrkumludpbhbyqbdbdroiuqkov,430729.0,1-995-136-3052,Casper,713387.0,S,m,K,NJ,Lbtbjjxbqmcttrulbkpktvkuwftrbuxtlynoygnsapzzxrvneslgesltsuf,,Canada,
,,emz12402,Cekhkqzsxna,ARDURAOGWJCXMLRQHAOEZGL,376.0,emzfuhdfftrurfshbutjjpuk,O,70.0,jqarmtkc,344388.0,1-456-742-3894,Indianapolis,702411.0,M,,,Saskatchewan,Dpqfokvlrusyidhzaklnxvwrvasqhcmexjwjqyserfjdgredeyevfx,6.0,United States of America,Colgate-Palmolive
0.0,2.0,Kax12403,Bqvrgxrx,Fgckfpdstupzcnziibmahpswos,620.0,Kaxvatuueop,U,60.0,yaoglwhwaxxbhzswijfrynhgxuvcmkwabtjvjbehlvhidyoqyfely,353243.0,1-841-417-3688,San Antonio,3262570.0,W,m,L,DC,Tfszdopzksinubedcudxzlhqpgdkushkcafbtxmkbgsiwrswrgbshkahhwzevvnbycxalyazhnsypef,1.0,United States of America,MPS Group
2.0,5.0,LCR12404,VFRPJYJOKQHZ,Olbktovupclzolfssmrzyknlxpskt,322.0,LCRPENWKCHAZWWXJHNQBBQMNYF,O,29.0,vbwzwiounrpebdrgcnvmckyrjbrscw,482367.0,1-827-234-7172,Windsor,1674162.0,U,F,C,CO,Gshrwmuwlvcrktdppwdtdwxrawteguwmcjshhanhv,9.0,United States of America,PepsiCo
5.0,0.0,Xvw12405,toqejvqej,SPNLKGFSEHENALD,404.0,Xvwzyziowjzhkttt,O,29.0,Untvcnapaprtauinphojptezxxcrlogzkwjbdcdcmvkqwuasbrfnhrjdbgvthltadckaqlrgigimprdc,111328.0,1-346-974-4455,Long Beach,2749267.0,U,,H,KY,Pkekskzjmggxbnbrhysahbfmirmycouksmtusc,7.0,United States of America,Enersys
2.0,5.0,KLS12406,ndfkjvzztion,PFVKVOHWOBBJNDBTIES,615.0,KLSMYDGADH,O,88.0,Owsfsfrmywosbeskatmslfccpyrdi,258347.0,1-092-864-9544,Simi Valley,2044557.0,S,m,,HI,Ertymmqevukrli,4.0,United States of America,ConocoPhillips
2.0,5.0,ymw12407,qrsbkewewd,Acwlaixpvgbqvfrdf,311.0,ymwjeuwbetwubvgcrdnobyqnykh,O,48.0,ggjcruvmvxwevboqnifoalvtujqbyidnajkjqkwexh,213457.0,1-201-722-8658,Lowell,3648336.0,S,m,e,WV,ucqcslxrsfnomjwqlksofproedkilmqgksxysgmd,3.0,United States of America,Exide Technologies
2.0,2.0,Qlz12408,NMGYYWGD,Fcffkxvirdgoi,,Qlzyjplz,O,50.0,mloypkuynaaepztbsofljmwdpidvdqeflxisudgekdjckbmieoczkjxmroagwmmfguwgknfjpbl,279946.0,1-587-542-6495,Los Angeles,1619437.0,U,,,TN,Huvujeqkbwmexyuzugelhqmcurawvbpm,10.0,United States of America,Dow Chemical
2.0,,Ron12409,OLGCVBOIL,Hnvzpfjucosdgthlns,454.0,Ronrc,R,98.0,Jlnvlkeg,278730.0,1-883-450-0305,Charlotte,,D,M,z,ID,Acnejqmqtldqxvpdqwhqyoddxtlboijwjhxqdmconddcpsoiu,4.0,Canada,Knight
5.0,0.0,Pak12410,Tpjhe,Urxtwhbehdzo,726.0,Pakfinjkfvhsk,R,2.0,yhfonjrzlcxxjyueemescvklrdl,345862.0,1-166-112-8083,Tempe,3103571.0,M,f,,MO,Yfodxskjhthwxbhymeqepgjqcejet,7.0,United States of America,General Growth Properties
0.0,4.0,zru12411,vlngdbxrcmzf,Yohcetucnpg,630.0,zrumsfthyrksnjzznjtcuikw,O,32.0,Fnbqciqloonsizrgurfjfwmayexmxkswholfdqibysukpgagyayitujex,80008.0,1-030-060-2840,Huntington,3082143.0,,,,MI,DHZKGPFPHAIRXCWKGPCZPBNPSRFEOGLKBUNYKICUDFCCQHRFGOUJKZEJLJYNKQUTL,8.0,United States of America,Hewitt Associates
,0.0,SPF12412,Sjklxhigz,Vmacpuftsjwee,568.0,SPFYIDBVLPLXZSSRQMYLUR,R,20.0,ocyhcvzjrkxslsluujoaganfljmsbxalzxsqsfszvwakoepumwbcmidokmxlyk,112907.0,1-443-628-4342,Philadelphia,2350906.0,M,l,,MS,cwlesudpnqdmexgdvgybjgwuaomcjvwugozvmstmjjfrkstcigjtqkmjywrwobxwdrpirpe,4.0,Canada,Inergy Holdings
3.0,3.0,Jkv12413,QKYPBVGP,Ptxfhdswhjwpevvia,661.0,Jkvcckrde,O,72.0,czcbdttzsucrrlsmnvzslkishkhnhshmmxnfoabqfonn,456503.0,1-661-029-8310,Las Vegas,2329279.0,U,,B,AZ,Lqsrookaiyuftmxftmixwcuvwcjtyuo,8.0,Canada,Rockwell Automation
0.0,0.0,KTR12414,Adisxqrb,Nfdwnngbq,427.0,KTRJERXLV,R,,Tdflapskkiaujthpyalamnapxnacsmfdl,357698.0,1-698-663-8884,Winston-Salem,3979805.0,M,f,,New Brunswick,,3.0,Canada,SkyWest
0.0,1.0,WJW12415,onlrhgbsn,Pnloulfskkkxlgoug,381.0,WJWUXW,R,19.0,dcetbhwvgxwhmtijgibwbmrbinevfvygfsaqokowtviwhpd,161512.0,1-726-842-9666,Lansing,1523307.0,U,,,ID,Ffkpekpoycoijzazlkmvrulaclozanmmttgktwrcmfxsciomhjjtbivwzdv,7.0,United States of America,Aramark
5.0,1.0,AXC12416,Yypgwuu,njaxixescgnir,372.0,AXCNSKHEXWQQYEARMSQPETOFDOGF,O,20.0,Cxgpartjxairwxcazmlkxbhtwkuntugsllbtcrbdohkagdgwrqsrscqhqllorrlncempv,227873.0,1-099-891-4141,Baltimore,2238235.0,D,f,,MN,Vtlxfbafhbctugtfapfkrdrrccuducxrupzkjrthrjpb,7.0,United States of America,Mutual of America Life
0.0,5.0,Bed12417,NMHPWONQJ,WASZCX,346.0,Bedqdmebfnll,R,90.0,Jxklfmnuxsqrdfwedyqirke,325506.0,1-474-949-0000,Missoula,1277080.0,S,,I,PA,Fighffjvwdwjxjikvjofhycpsplsucbepkhyueuoyfywxmpecgkpmyqbk,3.0,United States of America,
4.0,4.0,xuc12418,Jwwlvfqos,STGQZC,583.0,xucwhdypxctcipqzetcetsmafizth,O,68.0,itknmzifghoaqcwbidswydgodv,137062.0,1-184-973-3783,Escondido,1193309.0,M,f,m,KY,RPURKWLFOIXCPQDSSIWOEYBFGQNIHIAAJZPCRDKQGZPTXXJGKEMQTSVSJHLZDFS,,United States of America,PNC Financial Services Group
2.0,5.0,tcx12419,Tyifrmprgwad,TYFRFKPAAILOFWRGVCLSLLCMSMPSM,394.0,tcxqrudjuscfwbkqzziqxxxvip,U,18.0,wfnfvbnwdtmfbpmokkohifvfoyfhnuxhahjnhnhcrdvmdhmauqpjsjmutfssobetgthixrij,119234.0,1-673-342-0803,El Paso,1256050.0,D,,,LA,AGMRCLQZWFHXEDTXOTMKMSTDBRBSHTTHOADMNXVWZBOWGOCIXBLHKIAWRBFU,7.0,,First American Corp.
1.0,3.0,HAZ12420,Lyrqhetmd,GOUIQRAUFDINMRYXHYAOTZJBNO,409.0,HAZIHXRJGSSAHCOINXGZP,R,40.0,Kqgdfqupyszgdyuifbrvodxjqdoxcimkqlrgalrtrpohbbdzzezteoxag,85840.0,1-735-043-9322,Berkeley,3440147.0,U,,,UT,Fhbvrmpkesdqmaoiinwhmktermblsnoxtvqtsvloaqjzbirhpxftjcnburrjuiqsbl,1.0,United States of America,Universal Forest Products
5.0,1.0,Ryx12421,,Oaaog,655.0,Ryxbchdixwlpaer,O,,ahxwlwmnjspfnxgmzjqazwyhygzqtajahzuavubtwspldmsvtzrukaeun,415986.0,1-964-240-8322,Hayward,3989521.0,M,,,IA,Ylgxudqsbl,0.0,Canada,Capital One Financial
5.0,1.0,Vdl12422,cbilxxsksve,Spvjiycdrqttjqinfmsozchqjykvwt,618.0,Vdlqabwdfucyaabcsylxbbjaw,O,46.0,Yhhbqttwhseajlznmimlplmniwu,93177.0,,Hay River,87565.0,M,,z,AZ,PPNBSXWKGPNYVNTNNQQBSUBIKTAYJVNGJVVNRCSEWJRKIYSPNYAVUIJAFADHSJGXRIMJFITJKS,9.0,United States of America,Regis
3.0,2.0,Bcw12423,Bcnvc,nrchqyskvcpoowmtzratdb,318.0,Bcwihxkcwuqgcmfepqnylgimr,O,35.0,GADVIVHKFDGSODTUIABOUDPKLVWOXFZXSPXJDBWTJGOZUIKSLXWNTRAUZOZMPVBNOMOCYPRPLIGI,387754.0,1-222-507-8002,Huntsville,666818.0,W,M,,ID,Vnwapdsvtnouhxkmuuhbtxcjtouxvothykibmbgucwhvhpgmvlinfhurjag,5.0,United States of America,IMS Health
1.0,5.0,GOD12424,fcceudoqu,OCDIXRUSZEDUYEMKWURLLJVP,698.0,GODYTIHGD,U,72.0,PVLBZVIKP,222277.0,,Rancho Cucamonga,1224779.0,M,,,OR,,5.0,United States of America,Automatic Data Processing
1.0,,dcq12425,Hutjqwabgezm,Ivzhthl,804.0,dcqcncncrkcdaosoycaih,O,69.0,rxgkneceqnrpcrwiteecthdjfkapqxvabtcl,499204.0,1-886-101-3767,Kansas City,1693605.0,M,,N,AL,Ztcozaiqfwpcmnofnepzvhhmwthvsabmixnvfpntvqcwzfxfhivtmgiiuyvgrdoqdfoenivl,2.0,Canada,Brink's
,0.0,Tyy12426,Cwecqb,Oydhpvcyyxxin,780.0,Tyyxkdt,R,35.0,Spbmmusxvzzockkhq,466116.0,1-138-175-4136,Tacoma,26450.0,M,,z,RI,BMRQGLBJKUUICZVNNGQEMONRMSHDICWCYXGFOZRGAEYKWIBZTFIGQRHRCWPJPRPEHMSDB,2.0,United States of America,Halliburton
2.0,2.0,Dqn12427,Kzrtyjravoqi,Gxbxvjnwjxsfkaswotuqjrcqsdf,785.0,Dqnulzdzjtotkwligdxnfdkgigbry,O,63.0,ZPTBKYPWEARLOAPEPQCCLJPBBJMPPDXOPBJJXJVBQMJMYZQKTJVHUOYBTWMWM,101915.0,1-116-320-2545,Oceanside,1882813.0,W,,,PA,BHZEHWNXCADHRVXHLBOGNOAOUDVYZONAFRMXWYWWFVFASQVSPKXSQMBSVKOXCGREOEIOYWXISIVQ,1.0,Canada,Commercial Metals
