prospect_mddlntl,prospect_ntwrth,prospect_mplr,prospect_ddrssln1,prospect_phn,prospect_cntr,prospect_crdtrtng,prospect_ddrssln2,prospect_pstlcd,prospect_lstnm,prospect_ncm,prospect_stt,prospect_wnrrntflg,prospect_ct,prospect_mrtlstts,prospect_nmbrcrs,prospect_g,prospect_gndr,prospect_frstnm,prospect_gncd,prospect_nmbrchldrn,prospect_nmbrcrdtcrds
,3581396.0,Amphenol,Pssyligduugymbjdwyltpfkmmcwjtoxveovjoav,1-225-772-4573,United States of America,425.0,klcojyemrpmhxfcwdpyyqitfugftblohighibpxpzxkgjhoobboarrsbwjzwesegmck,Tnvcgupio,uujyzsaakibmssbciv,475498.0,IN,O,Augusta,S,5.0,7.0,m,cgnucjjagkrkqdiwjnokrxq,uuj11929,3.0,9.0
y,1987575.0,Fiserv,DJXPCEWZIQKEZDZJTYICHYQIZJUWQVQSMKHMARZWJQDBJMOI,1-953-398-9420,United States of America,315.0,Tbswapnylecbtqhaytekbrhxxlxffktbhxcrhananjojdjkdimhbs,KIMDRMMXUO,Ouxxmujxrkmcajtfo,4801.0,Ontario,O,San Diego,U,5.0,41.0,m,Caumdei,Oux11930,0.0,6.0
,1108303.0,J.B. Hunt Transport Services,Aihkvlyuisesgkbshdnousojxahyxxejctpsnaffbdonhriznq,1-030-309-3122,,673.0,EIBAYMNTFIFDIGGGICGCJPATRQMTVVZAJLSFLLRRPUJIASWOWRGEDXKOQXJ,uaewyfxlne,zrycclsiwekfeuchqbtminw,410571.0,FL,R,New Haven,U,2.0,66.0,,Mhwnenvmplpycu,zry11931,0.0,6.0
,3009021.0,CF Industries Holdings,Epltobcxjijghfxgmdyktsppnkmcoxpcfbvhafdwfbfdjmtpgkcftqyhtltirdauhseizaqbimjx,1-165-910-1786,United States of America,690.0,etiejwwnrolsqcsrshzedpvhdywvhsqwebqtsblixddfpyloapqo,nwaqovxpy,Uyrbayeyclhxjjwknatrdkuukeoaw,430757.0,Prince Edward Island,O,Las Cruces,M,3.0,74.0,f,iiasedudhspevbbclufstsgebcdfm,Uyr11932,3.0,0.0
,2461710.0,Annaly Capital Management,hzewctec,1-241-534-9517,Canada,710.0,Plbjxxnsxhjonoujzpqugjeuiwquoypflfzdchzngrdqtcfjwuwetnzwwc,OFJREDECCNLG,ZRDIYSMKHNQSCRILCYOJVGDVE,414789.0,Quebec,O,Cleveland,M,3.0,15.0,,leqriqyquhrhaaiknh,ZRD11933,4.0,1.0
R,3734446.0,Cliffs Natural Resources,Xzhwtnmgmixaiqhkkxriprvihepweeuuyviwp,1-973-199-2228,United States of America,554.0,Vjoqhvueafzurkcwhicwnbigu,Wdnxlgbgbuh,gkpsddahlthfcq,240269.0,WY,O,Jersey City,W,4.0,12.0,m,COEALR,gkp11934,2.0,0.0
,1431511.0,Mohawk Industries,Tuxnjvygmftfbpetshgfttebnxpqaefgdanwqbxjgtusxtt,1-782-903-8746,United States of America,804.0,KDIQKNRQCFGKBVIRB,Znhjdu,Nqpauahxpiclmgllmxaf,204687.0,NJ,O,Palmdale,W,0.0,65.0,,QCBJNFDQIMXFTNNOFRCEY,Nqp11935,5.0,8.0
H,1714088.0,IDT,Xdbvtiizigdevwdlpcpnzjetenpjvpopsbsrdtvttmniqswmjptvt,1-824-389-2915,United States of America,580.0,ORRUZEDIMMBJQPFUEUWHVMBKPNCODEUNMGGCLIJCRBXLZWYQV,Kkbzfi,sapqaqojhekjdirqxivlgof,28987.0,Alberta,R,San Diego,U,5.0,53.0,F,Gkbztjsafuhncrfxzoxipdawzcbcd,sap11936,,1.0
,2600134.0,AGL Resources,DJWLHALATAWFZXFJBJXOBSTDUYRJRQENJFTJOCTUOOIAASXDBEJKC,1-610-808-3846,Canada,611.0,WKWRDNYWXHAML,QOCTIJZXTY,Eyleabwuurqbpxqccbwqy,492993.0,TX,O,Phoenix,D,5.0,,f,xoeloxcpkhhxuzirdwmic,Eyl11937,3.0,6.0
,842726.0,Granite Construction,Jruqfbgurpodbtdrtipwsfowzhdubfhbmsfsgzqgppbzfgssauvzybqvdfcwytcjyuinqng,1-128-408-2339,United States of America,737.0,Ygceyotmpexahxckjjfqdtadufnoshfwuxofrcfdnomsckyowfcwdllocebuzwhqo,,WKOWUF,102810.0,WA,O,Oceanside,M,3.0,48.0,m,Xtfkaojftai,WKO11938,5.0,10.0
,954033.0,Adams Resources & Energy,EOOFMINXMRM,1-723-335-5064,United States of America,608.0,modklzojpce,rlxolpbvyyv,JWQGBMZFNKREJTSOEN,496953.0,WI,R,Minneapolis,M,5.0,49.0,m,vlhecsfjrbwmjf,JWQ11939,0.0,2.0
,1158871.0,Nasdaq OMX Group,Acwqiabgrqxkkvjq,1-813-069-5690,United States of America,416.0,Apbesgdwjlapewujmfqlkmywbzvecjlicufbnccftgcgtbdilapnhaeragh,COSRS,EQYUKADZHYVBZQRXW,188801.0,CT,O,Pembroke Pines,S,0.0,98.0,,Yiftvrdpddqbtenqis,EQY11940,2.0,4.0
M,2714727.0,State Farm Insurance Cos.,,1-402-101-8866,United States of America,323.0,ITMDGKMLEAKHFNUASFMMLFRQRCNZYIMEIIJVGPMJMJRCSAYNC,lwivncc,Wenyeigcf,355208.0,ID,,Kitchener,U,4.0,80.0,,ALBDOFSQCUVOUHNRFPNLC,Wen11941,2.0,7.0
,1189683.0,Energy Future Holdings,GONEQUUCHQXCDZTXBQKDCJMSRBMJMEMJZGQZIJOHOXUHBMAFXXKGROCEQQRGDPGJNHHPZTCT,1-340-451-8889,United States of America,327.0,Xxutjylrbrcefdjssmf,QCIMV,Xhjchoeokbloeol,450028.0,NH,,Huntsville,M,0.0,61.0,,DHFOHUUGKNCSEFCPUZGITCIPJNLTC,Xhj11942,4.0,8.0
t,,AmerisourceBergen,twjaicnlphwobxxo,1-186-488-0059,United States of America,311.0,Gziiitpibnjcrtievxxrtepgqcfphe,UBIMRTS,Zwybi,179764.0,ND,O,McAllen,U,2.0,93.0,,Tzivamtwayarvgml,Zwy11943,5.0,5.0
y,721695.0,AK Steel Holding,QEMVMOPCSSDGOVEFLOLRINYKTOIGPKUGDOOCSTNVEBBXERBQXHYM,1-065-556-0904,United States of America,845.0,Ffhwvocooahozuxyqogbplpmipnykcqqtcsbwkzhkogwoaqlwxrrgsezgvfn,JNZZSKOTSP,SQFLOFBDMNC,316549.0,TX,O,Santa Clara,W,5.0,59.0,,Dnwwdzpnxkcrlfdxskzvgfksbqbcql,SQF11944,4.0,9.0
I,2948368.0,Dover,Zjdns,1-970-725-3523,United States of America,687.0,Unnywfogplqlmmtpgnjbqgrkpsbvt,TILOW,Lqtpsdrakhrskhnajuebnvgjtm,370318.0,NE,O,Paterson,M,3.0,38.0,m,spzsgskhwasdnahlmvdfbvzbres,Lqt11945,,5.0
,1471487.0,Stater Bros. Holdings,CQCCSJEVPEOZDDQMWNLFBBHZVIEQDQAMDUZLABKMTDUZHGATKOPRPVWUKCFKMCQGFE,1-130-002-7024,,842.0,zsqzjioumclourkkcaxfczjhlssdolsbesnjtsztlfifq,Salqmc,Twmbhkceqlxorvlbblfib,393917.0,NC,O,Lincoln,,4.0,70.0,M,Rekbxvrdjrrqvmg,Twm11946,3.0,1.0
,120044.0,Key Energy Services,,1-061-449-9792,Canada,,ntcrrnblttaenxgjyqrjqmngdaklvgtcprbdssswfwmodnpmillzwkpdaoffrl,npuioji,ATFGPXUMCRKPPLWRROJVH,294346.0,UT,O,Edmonton,W,1.0,1.0,,Obbyo,ATF11947,2.0,9.0
T,269924.0,Sigma-Aldrich,wchgknbrbjmyzyjuiysdtignxnsjewutyfdrgmemhoeelefmbw,1-910-444-5055,Canada,,,Xizclboflku,Ywnxfbtrhwdboswhusqyltiyfkhvp,442184.0,CA,,Vancouver,M,2.0,31.0,f,tlfwp,Ywn11948,1.0,0.0
m,3163776.0,Leap Wireless International,SAXHIFPAIMGJEXDALWJMCJORSMSXIUHLJBREVFRDSYNLDMKXLRVONIJGABEBGDTSCRSYGTXHFMHFRB,1-492-743-6914,Canada,818.0,Mjkdqvsqwag,BAIGEPFL,Hbmfxvd,334995.0,TX,O,Rapid City,S,3.0,97.0,,Zczuifplstjasopj,Hbm11949,4.0,3.0
w,1043575.0,Securian Financial Group,wiugvdfiudjalxxnlybajdtfkkdxzgoukdhufpjhwqyvlyg,,,819.0,Wwnmibzgvkkccmfewfqrmqpabafmtgzmnrjiiqnkjztdogefooskefmwlxc,cvbuww,sovhuqcewyypqi,25228.0,DC,R,New Orleans,M,5.0,89.0,,Wvhsuvhcoyavzqivojytsrab,sov11950,4.0,0.0
,2682296.0,Kohl's,rdxnuhhoivrjlmgtaglcacqnji,1-397-554-3534,United States of America,847.0,svnubqnolsnxwjfdtyrdkkyoyudtsgwowegfkpclhejytjwabdgkpogsctfeihkvisfgddfqeuzttdg,cjrfad,qdkjltnjexqyit,,IL,R,Kitchener,M,5.0,76.0,,uzprnvsevlqzgxhysmrr,qdk11951,0.0,6.0
,2746285.0,MEMC Electronic Materials,Uamahwzsnqghhcxgtswtkwuihyrimjxqyvagugcaeahxmpyijltjgcidhlknvsfnjqfslauekm,1-111-681-5226,United States of America,,Vqhtiaoneilazpanbpxhdipjwyvzicndiiwqmvnsfexeducbvwtowliwozasesphzsycliuovvbehnv,Luhzn,Ttxeznnrconljjhfiqmtoiwogtfo,9064.0,FL,O,Anaheim,M,2.0,49.0,,ywpnwcbgbctjcpsccyjcdhewzson,Ttx11952,1.0,0.0
,,NiSource,,1-529-637-2669,Canada,380.0,Tvcbwkzfozrecvxsbvqrmdwyctikaynqqrgdmukhvchitmzqvpjtqnifahcenccahzcpaawssagp,IITQXE,CZGSTLAASDKDJQXOHXGTYZFI,287984.0,NC,R,Warren,U,2.0,50.0,,GZOWCXW,CZG11953,5.0,1.0
,444133.0,FM Global,UVMGHEIXONPQHJZEVWELXEMATUQLIOLMDLBRHJECLCSP,1-810-732-4744,Canada,806.0,BRWFCNEPJNXTGJAKPNLXVWXBGATZLHIURUYHDOOIOQIEXGGKKANRUKBJKEQQOXODVEFBL,zxcyxzaqju,Uijxqd,22806.0,ND,O,Raleigh,M,4.0,99.0,f,Ymnpyhrei,Uij11954,0.0,9.0
I,2635687.0,Granite Construction,Adrghpmawcnmtvpqbgngyurejlipocgsbbwqaemqozmmcrzuwfjzdefejirwbas,1-820-185-8851,United States of America,565.0,Fuskojbgfgssxaesqdnbjsfewjcmucpgrcvcqdsuexafjzfflkoeznhvgifqbigenrfrtb,,Uddoxqhhgruayfribfjozpmeqg,193406.0,AL,,Newport News,M,1.0,,M,bsnsxwjydqrmlauqskjzexzejahhxb,Udd11955,4.0,1.0
,3592177.0,KB Home,GWIVPSPUHRVFRVX,1-300-175-5772,United States of America,486.0,Fmrwjwucuxcalkuoslcipzdb,Wgaemheeuirk,IFIRTYH,302129.0,GA,O,Colorado Springs,W,5.0,59.0,,jzzflxno,IFI11956,0.0,0.0
K,,Dow Chemical,Fjipxqseypmmwsfhbmhrbdeotiuzln,1-209-249-6655,United States of America,315.0,,,Wjccfzjqvzxyrxynypzawscsiadfw,46978.0,TN,O,Riverside,S,4.0,82.0,m,tmrkyejizfrefzdgrupqrc,Wjc11957,0.0,3.0
,2765291.0,Caterpillar,cpuhdeasftysgxtmaweocdp,1-023-974-8639,United States of America,501.0,Rciinsdtigreytrytzwnwbcanyuqtlhyrwnaaphecyttp,wsgvkbndzu,AVZIHVPVOAKROJINCXSHBEQYTEMU,110451.0,MA,R,Brownsville,M,0.0,12.0,,Crptih,AVZ11958,2.0,5.0
,2623539.0,Aventine Renewable Energy,Otdnhitthdjqneuxpogli,,United States of America,539.0,SVMYTKMTXAOYAQXXJXRUYW,Rfmlrjoagd,PQSKEQDVKTZWAXPAYMPTI,474113.0,WA,O,Tempe,M,0.0,69.0,F,Dvibypxettwpjh,PQS11959,2.0,8.0
,2352829.0,CenturyTel,Oglheojsatrpuunqobbcyvoqnubgqkeumgttzjbazsaqyqgbflxkhzb,1-433-757-9127,,809.0,djdvrbvcajrwzzrzldkuymmmcyzoxqecpenyswwrtqlhkgolcaaekfghud,rqcktgc,Sqskhjuyhx,237110.0,PA,U,Virginia Beach,U,2.0,48.0,,VJHLBHJVVNSMB,Sqs11960,0.0,6.0
,2779187.0,Sempra Energy,klgukduexcdqijmemwzqgtqojbtspcxgiqdvogdzlobswiagqrjjhairrd,1-287-140-5075,United States of America,765.0,GGFJVHLNYRZEWIXISEMIRXJDVCRTFRZKYTPLQIGXXRCCXPVNU,xzyfhvfndy,Mttupgrsrtawbarqh,17396.0,RI,R,Cedar Rapids,S,2.0,27.0,M,wcejqjfghjkslpthiom,Mtt11961,2.0,10.0
U,417641.0,MetroPCS Communications,VRZHHFMEMHZTARSIFWBOZMYVWEUIGAMILOXPGBCSV,1-489-672-6150,United States of America,376.0,Shasdcxtjbjndaumushoilkukvsakltsmzxbckgctmqfemzx,Doldyjjlykx,CIWHETHQHAV,343788.0,AZ,O,Concord,W,5.0,95.0,,cwduixxpfegmheb,CIW11962,3.0,10.0
,1962095.0,Bob Evans Farms,PRUKMIBSCKUCQTIBDGULVDSYNOQRSVOIPQESK,1-180-418-5337,United States of America,606.0,Tqiuywmskwbmpmocfqjsbdwtaq,Holdubtgxn,FIOUTNJC,110622.0,IL,O,Huntington Beach,S,,30.0,M,KJTLNOAFLLRFHVQTKCTVSYJXSD,FIO11963,5.0,4.0
z,3203593.0,Susser Holdings,Hitkhuvmoorlixkjgdumdmkwufvinrntjukpuaplbvyfsleone,1-202-680-6715,,553.0,wgdnrtlpvworddbixwhmkg,,Enuinrkabzfymxgwgihovtxbh,149460.0,Prince Edward Island,O,Fullerton,M,5.0,79.0,M,boghbbw,Enu11964,2.0,8.0
,2624387.0,Foot Locker,Bmtjzcnrfxmpzjsswtahgrefkuwdcmbralynepbgtvsujmpi,1-973-533-6190,United States of America,722.0,Anfwgolakomqlzqkwguhs,Tbjmw,EDRLFTJVPTNRPKWCKUTTCKYMPCKHET,33438.0,ND,O,Windsor,U,1.0,3.0,M,tbgqnkk,EDR11965,1.0,9.0
,3193224.0,Total System Services,mpgesvoilpzxdfsbjrnmiyaomrijrfprnoyexxsegqagpriuexhxfsvbxzurzjuwvncgiwzee,1-286-839-2997,United States of America,428.0,Coigporjxugmgktgqmnr,POIFIEXZMGQ,himrepdtcxkuttapyibgujj,467653.0,IL,O,Augusta,S,5.0,74.0,,Tphtlimsqoymcfihzelcfxrcmpwoe,him11966,5.0,10.0
F,1577267.0,Apollo Group,GDGUCF,1-033-527-7107,Canada,673.0,Lhtdjeqaiveghhzjnmckreosqowfkxkgnlbr,Lqfjcuogx,Fiqsspgxqazjd,477283.0,KY,O,Anchorage,S,2.0,50.0,,Wmmgeitjjbwlfjkji,Fiq11967,1.0,9.0
S,3165008.0,Avis Budget Group,Qvvawvwkzkctynvocpegnmgtmkbqs,1-395-779-0243,United States of America,464.0,XHBPIJAZYMGBCQTFQFPNQSYMVMQCUQWXEPFVJL,Pbwozfcfcp,ppmehpsuihwaabqqydhpiom,405880.0,UT,R,Columbia,M,4.0,35.0,M,Qtgiskoio,ppm11968,1.0,0.0
,1363333.0,Williams-Sonoma,Iyahfubxexpfwxurcftdeuvgfemopkqlwbhtadbzjwfvieodxmeipcfvfdlajamson,1-816-626-7758,United States of America,372.0,Ddtupfobbwhxqgkrjgaylwingwykdtaspviwldieuisrfdgotpbkweoyu,BRVRXFTFPZN,vaxgppqubdaexdjswrfn,315586.0,KY,R,Erie,W,3.0,2.0,M,zwnmjyrmdulpovhqm,vax11969,4.0,6.0
,2574158.0,Hubbell,Zhabyatagiltypqfmtssscovigsofwnjnejvndnzqivuvbpiwaxnayopcdzqixhvvxegz,1-137-518-3286,United States of America,620.0,lvcbocrxwslagtntjrnu,Itecivsq,ifqjdwiaiak,262654.0,Prince Edward Island,,Tucson,M,5.0,45.0,F,Iqvewcs,ifq11970,1.0,3.0
,3819359.0,Juniper Networks,Krgxahayysydkuuiprgjzfnhpgmojijyqklkoeqisgslmauvfdbljihsqekyeaxpyuvydnoy,1-060-655-9796,United States of America,,Leiprvvnmyoo,Hqdwqoiexm,Nzlxqqnuweosyhlhjacjyymgrbgf,293199.0,MS,U,Thousand Oaks,M,5.0,62.0,m,BMGAFH,Nzl11971,5.0,1.0
,,Packaging Corp. of America,KDNXMRTKXZJDWDJRZVU,1-995-241-4466,United States of America,710.0,HHRLAFRMUKCPVFTDHYTGCNCTEKDXDMRPPDGETMVXJRQDTFGCLV,SCFGAZAYQBFQ,Qhpamr,446677.0,MO,O,Memphis,M,3.0,70.0,,imnacrlrhhezxwmkm,Qhp11972,2.0,9.0
,482126.0,J.B. Hunt Transport Services,xcwrayeqibjnukhvauiofhaouhbjgnhhvzgawlnbyvxqlapxwhkvcnheureeaycaxbwxfmobqfj,1-835-112-2769,United States of America,397.0,,SKPZHPHUX,Ifkwekjpuqxekyhvtkwbpyk,,CO,O,Sterling Heights,U,3.0,65.0,,Anptslfpdssqgrxqpg,Ifk11973,5.0,2.0
,1822611.0,Iron Mountain,Cdcuwirwpntphmvnqmyjvprhzqamrzwpkehwmenj,1-267-322-1042,Canada,,,Gemxyjv,Numvzaqcphfpvyrj,195016.0,TX,R,Toronto,W,1.0,21.0,F,DFIQJEYAFROAPPKEMYKFYGERDIO,Num11974,0.0,0.0
,1736133.0,Lowe's,Pcdbgcwohyuddnlvks,1-068-301-1802,United States of America,,NDRGNEDMQKRHCVJLUQVWFVINXCOSOJLMEIVRHTIULXUFUKNGRESFPDKMVBRNITSMGZU,Oajej,OTMOMHKRPYQXEKNAVVL,336042.0,TX,O,Frederick,U,0.0,34.0,m,Anqumwjhoixiwyyfsngjfvlg,OTM11975,3.0,2.0
T,1730961.0,Erie Insurance Group,Uritxinaqslluealvcpxzdwhogpbmwsuoarmbbdnufwocibafqskbgvycbpiwtbgkd,1-498-121-2321,,830.0,Cnucohrtorqzgnikccnmmfuhdklakjmvuwkjbsyito,Ikmic,Uufhietgkgqdmup,412316.0,MO,R,Lansing,M,0.0,62.0,f,Wxcbk,Uuf11976,1.0,1.0
,3881410.0,Qualcomm,Bnxljflxhbrzsgeo,1-695-593-4640,United States of America,750.0,Ekkmpjdfumakobfoeacdnanpfsktlaxlzxbwnwsga,Rhjojhlo,Dtdckzadkauvnrdpfwxmrtbmt,251567.0,NY,O,Grand Rapids,M,1.0,59.0,f,UBPZOG,Dtd11977,2.0,7.0
,2169745.0,,ACIRLRWJRVHKTURIGXRSRQLQXJATRRWEGELOUTJZCJBXXVVL,1-732-613-8905,,,Faisyuxaywwpeztgrmyrnsdgyaxrrjpwevpuagzvgu,Sowhfihe,QNGVFPJXKZMWSM,390543.0,KY,O,New Orleans,D,1.0,71.0,,tsxwbxjj,QNG11978,2.0,7.0
X,1286582.0,Aventine Renewable Energy,PYEGEIVKWCXDAGBYZUNMBRHFUNKHPXWPML,1-524-303-4669,Canada,,ORAAXMPJOFDEAZPLSNUGEFMUNRUZXXZPOFTMQHWPEYUKGCCUMDXG,Pwewyhguvexu,Kizjvwmvujshwnobe,429869.0,New Brunswick,R,Nashville,M,2.0,61.0,,sheeeeffrpeudcjaowarsrrirk,Kiz11979,1.0,9.0
m,1744618.0,DRS Technologies,lywdbwcmejumrxtsbqdxpsikbmoljrobdkbxa,1-528-989-0793,United States of America,564.0,olgnuypztl,vsrknvqkdnhi,Qfxgpimdbdui,189131.0,Alberta,O,Sandy,S,3.0,7.0,,hatfmjqavxtqwzrc,Qfx11980,4.0,8.0
P,3851000.0,Pantry,Vfwoxvvvzadxxiebqesnrnnqrkfnaakabztce,1-261-758-5258,United States of America,846.0,Ozbknbxwqtrfdlvpbwvmnteklvpblifbezsrfa,WJWZDOPXXHK,Fcufxsn,245722.0,MD,O,Oklahoma City,W,2.0,62.0,M,ggqmcycmzarnkarmscsxdpojyws,Fcu11981,3.0,6.0
A,2742623.0,Hewlett-Packard,Swlqsgxehaoyiqgpfgtblry,1-970-208-1322,United States of America,,DBLISCSRTZMELASQIMMKKOURHEKARKLPUWRGNCEIJPCTZTMDCXECLZBYGNLPWXMYKKMQGTAEZWOUHQY,OMSFXQ,Aheylkhifubt,227077.0,NM,O,Costa Mesa,M,0.0,20.0,m,Krsxbznmvafzlaitvdiiamcseoxkyl,Ahe11982,0.0,9.0
,401677.0,Sonic Automotive,Cuqjueaajlhcgmntvwcxgttcntbqzlmrqpzrvqftjylinoiudmgezfjvlmcllbengszidjav,1-312-507-2248,United States of America,406.0,ngmvdcvqfcmsoggounobvrzdxbejrpooquqociikfvoslgtpymcj,EYHUVBGR,Sitxujvoxbdunmzcyq,62836.0,Manitoba,O,Jacksonville,M,5.0,6.0,,Bmdsmrercufkxtc,Sit11983,,
l,1415417.0,AmerisourceBergen,MKZHSDEYUQDXRNUHGWDBXTKHBIBVUHONXUWKDTPXUYFCWNUNKSRPEOHCHMDSHNLRNJWGJMUAQBAVZRHT,1-829-742-9662,United States of America,615.0,PRERTLJIAXCGW,FZRRF,Bfowpszdndgmyofnynedpasnnpw,66194.0,NE,O,Warren,D,1.0,79.0,f,Exiguwcpahatvswmemu,Bfo11984,4.0,2.0
i,1286335.0,Burger King Holdings,Dtdpxdmhmdwthjmcgwwskajyoizfubjgxoemxasleeugciqehtodvzmj,1-587-130-4037,United States of America,824.0,GWWEPUDBMVDWIYMVCQOAERQJPUCSXDSHGIODDSOLEBRNKJBGQFYTWONMFJCWHMGVATAZCVWQXQKW,Jqicdsys,ekwhhywwwdhjmbhphjiculgrcgoudq,35918.0,SC,,Fort Smith,M,1.0,36.0,f,Hwgwknnusj,ekw11985,2.0,2.0
,1563221.0,Airtran Holdings,,1-237-203-2133,United States of America,752.0,BUFIPWBQAHJRXWEXCJMXEFBNASJCMGZXOYRJNOMFTTMQSBRQIEVTLZCZCPJVWMMWGKDBA,OOGEAOE,UMYLZPXJREFWFBN,460440.0,RI,O,Mesa,U,2.0,44.0,,LKEOWRHKJ,UMY11986,2.0,6.0
q,3369967.0,,Swpgmlwywhcfvammlycycyghccvmyjkpwqqfophlsqufwyrzrnmqbbyqfdycvtjiaqiy,1-381-054-3255,,746.0,nngfrchtqmuuuqavtyitgqemodjoppmtdtmnpobfolroehtoumys,Unvmxe,BDXRCDHNWRONVAJSSLXDV,489732.0,NJ,R,Kansas City,S,3.0,68.0,,ixowfdgzhlalwscibqifvi,BDX11987,4.0,9.0
,3124320.0,Johnson & Johnson,Uwqrvggdjtgguoixapwyrpiefmucgevmocnmgjdovqevnxhqobfmvyburvcn,1-549-996-2894,United States of America,475.0,dplwosetsscvncg,VZPRHNRFQL,Qweuqfgnhvqavn,430305.0,CT,O,Springfield,S,2.0,16.0,,Omkmmnqrpnagvxbdo,Qwe11988,4.0,8.0
d,316212.0,CME Group,Krnleyllz,1-145-806-0616,United States of America,538.0,Dgugeqgmlprbx,Oikftddc,AUNSK,147394.0,SC,O,Elizabeth,S,5.0,7.0,f,Tndsrmpvbjxmlegpt,AUN11989,1.0,3.0
,1428237.0,Enersys,ATVKXHDZJTQJHROGOEIHRAMHASKZJRPSGQFCMGPNJBZHDKMUYERPEHM,1-748-673-5535,United States of America,737.0,Iemeznuqjbtfbrkfejtvdhlcsxfeffnqoguarakzzcuwkfxgxvmpxiutinskdryxevlm,Hrthqbdx,Zgwhfphhzrjghurbgyexbefari,40383.0,CT,O,Orlando,U,3.0,10.0,F,Nbfpbzzkqwltslpqxobtnp,Zgw11990,4.0,4.0
,1531831.0,Genuine Parts,Xcejcmtoezknanlitnwudchesvtfqffc,1-237-609-1325,United States of America,735.0,Tbvfrwflevkcdxwqxoieqbpduccfjsvqxhngyldkrgpvmimlfegh,CCTCUB,bjbphxe,40974.0,MN,U,London,S,1.0,61.0,,Muywysldzbkgbfxw,bjb11991,3.0,1.0
,2813016.0,URS,Yfithukgxhsioltdiwhvxpbolglstdso,1-534-664-6141,United States of America,,Fnlnvxxxtizeeoknefantgzudqunjtharudjojemyjffprtntfcbfyaumtnembyescwikwknfzsiqb,Gbjks,arsvbdwfjtngfsbndwajkni,13858.0,VT,O,Boston,S,1.0,16.0,,hrvagbfigvdscocyatevy,ars11992,5.0,10.0
,2649404.0,International Paper,RGMIGKEPLRYUNJUJUIIYRSMZIBNH,1-340-271-3222,,739.0,RKVKMUOV,Xuffpquvuv,FHDBIMCOHMKMBQSKF,398258.0,AL,R,Independence,M,1.0,6.0,f,Rxbaunxatzirx,FHD11993,1.0,8.0
b,3971947.0,Xcel Energy,POXXDIVQDPDZBFVPCOJWKCQKUZMYKVVBRFKXYJRFDHUXIOYHQFRHCXPKGVYUHPGLQDRRVMKKH,1-526-173-9761,United States of America,581.0,bsaxyzgnvntzkkxzcxhnxiuesutbgfhpdvnnqhlgtujebnclyfnlnmkeehuhhrmocbreankqzcp,Dnnfc,Efpiqjtrazrsdrkqjnrnvn,5652.0,Ontario,R,Knoxville,U,4.0,,,gvmarcwwcalwrgbczfjxzd,Efp11994,,
,984107.0,Belden,SULUSPGNOSFGMWVNXMRKCTKEWIXGLMFXSFLNQHFICQOJLLJXDXUYHT,1-969-346-8775,Canada,763.0,Fstrexqxntdwcizxdeqemcrfptoxiotttddnuxglqigpac,hhhxwniogwbv,Oudpifhxphtehtgoyevsiyptfc,473771.0,OR,R,Mount Pearl,M,4.0,3.0,,Xabrbhjnyvnsblgfpfjlrlaauu,Oud11995,0.0,5.0
,2964774.0,Brown-Forman,fvarwakhzfiyaxgoeqprmijnfokrbwhgpijhbyrxqbcxsadspibqguqvuwkkptjihe,,,687.0,Acbcxpjtsiqspriqfmrhjulgumwnsh,Zlmquluhgv,Ljrbahevxlruwxquohzbldznxxj,147571.0,WY,R,Calgary,W,0.0,0.0,,Cwtyiepodqe,Ljr11996,5.0,10.0
,3338606.0,Nalco Holding,Tsbhswdpliuxvtufqsslhdiytybqnimsjudknzogulrcyimdtwxvvjawwextibmwfvocshplgfkuzyj,1-175-415-5863,United States of America,522.0,hgnjsxsahbuotgznhzjvzburgzxfamakfincxhfjptdxejf,Frozponukwd,Xvhbofyxurybvqqjnojeobpmwko,19019.0,RI,O,Fontana,D,,0.0,,Hrwemwhgpckvnajuow,Xvh11997,4.0,0.0
,545532.0,Entergy,Fbcpbrspoccgdlupnbsucbuyzophyrjgbgkmhmcnuwdisy,1-611-871-4823,United States of America,447.0,ASWFVYDU,Fuwtecucfvap,Lljdsmmyuxzvkbdwaeselrtppiigdu,345446.0,CT,O,Bismarck,M,5.0,18.0,,UCJUBLDOF,Llj11998,3.0,9.0
,783258.0,NTK Holdings,Bonbyyaffoyngvfdtcowpwskgaeyxuacgckkntsmjaukumekn,1-794-003-6156,Canada,,bwzutqmiwlmtaxhlgfeonehnnhdfklpymxpkohoqetzgcpmgjpukzlujeahsh,Qulrmoybjd,Kkjikhhtxjbetjj,270242.0,OR,R,St. Petersburg,,2.0,82.0,,anchyqkdxlupvvmtfdwtmguhmprt,Kkj11999,5.0,3.0
,2495921.0,McDonald's,adicewobarfchgfppiwfktakkvvdprahpifbnakbuyot,1-524-161-5875,United States of America,391.0,,Jxiwl,UWUNPW,203250.0,Ontario,U,Des Moines,S,2.0,,,Fivswtqprcunxrcveitqssjfnstrqx,UWU12000,5.0,10.0
,3453701.0,Tellabs,GSJIRG,1-395-009-6792,United States of America,588.0,Mjrcfvodvzxgashcwcosdhzuvavtcxqmqvqbdoytppdkutaaiipphiadmcvovn,Bsmmpohges,Dzshcarpdtuhmoyuiitbvtjlnzo,378262.0,Alberta,O,Santa Clara,S,3.0,36.0,M,vlpcgfwzxcca,Dzs12001,1.0,6.0
