prospect_AgeID,prospect_Co,prospect_C,prospect_Ag,prospect_St,prospect_NeWor,prospect_NumCreCar,prospect_Em,prospect_In,prospect_Ph,prospect_OwORF,prospect_AddrL2,prospect_PoC,prospect_NuCa,prospect_NuChi,prospect_MaSta,prospect_CrRat
Wpb12360,United States of America,Garland,95.0,TN,,6.0,Bucyrus International,303550.0,1-053-812-0000,O,Yzwqcdiyczcvbkiakjweulqxzohsvhbszckmglrmmckvgxjxciahipubvjmogixnfpgewxwydlm,Tuycfjiqoadz,0.0,4.0,M,517.0
Rxl12361,United States of America,Long Beach,43.0,WY,1948905.0,1.0,,385748.0,1-342-699-7081,O,imlwowgebmnrdizjotwkltyjysfhbujikqpacbvvjuyhzisuuurlldtgmzdkq,AEOJZL,1.0,2.0,S,847.0
Lrr12362,United States of America,Yellow Knife,25.0,WI,304815.0,6.0,Goodrich,275089.0,1-229-296-6636,R,Osahgubiubfkfukczwkldvbxjxrbbtwwybtfmcjogvjfbrkvbcomqiqfugplcixvcugjmhizovcigsjr,Ftcpjpmbisg,4.0,0.0,M,377.0
Bfb12363,United States of America,Santa Clarita,15.0,NM,558307.0,5.0,Patterson,,1-343-075-0765,,OOWQOIPSJNQ,XOBMLYPREU,5.0,0.0,U,640.0
gpu12364,Canada,Peoria,48.0,OK,3234886.0,4.0,National Semiconductor,79502.0,1-895-511-6738,O,Wynjsfeupvtypzpwgm,Ejyssq,4.0,1.0,U,562.0
Ymp12365,Canada,Baltimore,60.0,MO,,7.0,Macy's,184945.0,1-014-076-7861,O,pqwxtnwrozlslejiafa,boekodks,2.0,2.0,M,795.0
qxf12366,Canada,Corona,27.0,Quebec,2773715.0,10.0,Amerigroup,232156.0,1-957-233-0645,O,olbqjvewdkneqffmajimgbvhbijwtqhruofpy,PCUVVL,4.0,1.0,S,786.0
MIT12367,United States of America,Glendale,69.0,AK,1110617.0,3.0,PharMerica,89307.0,1-149-424-0447,O,Jsgkstgcvqygwxrmffeldsaxccuxsxyxzkh,,2.0,2.0,,755.0
Tjw12368,United States of America,Pembroke Pines,,UT,621973.0,,ArvinMeritor,135666.0,1-352-408-0065,O,,bzeewf,1.0,3.0,U,343.0
Noh12369,United States of America,Raleigh,68.0,CO,1623310.0,,ServiceMaster,323531.0,1-739-817-4187,O,Ltahtbkfodfhkrhqdwjytghaxepmrahhzanmkxqseerfztqofocqowxnsaduvikivtbs,Wnyecu,0.0,5.0,M,602.0
Spc12370,Canada,Moncton,46.0,NH,776607.0,6.0,Hasbro,339361.0,1-324-156-5529,O,Aqgbrcsddaowx,Grcps,2.0,1.0,,821.0
igo12371,United States of America,Shreveport,93.0,AZ,2625256.0,5.0,American Express,423104.0,1-266-320-6902,R,ZRVHFMNPIWYIEEPPFWVQJAMGWFFVJZZZPZURZHXFSJPCURJSXAYHIQQFGJEQSVXGDZDYOVLFWOT,JVDLOMALMV,,3.0,D,459.0
uzz12372,United States of America,Santa Rosa,46.0,KS,3043190.0,6.0,Verso Paper,44160.0,1-357-350-5117,O,Ckendpkzpkvwzqxbxwgmefag,Snclhefpg,2.0,5.0,S,381.0
owt12373,United States of America,Jacksonville,,IN,99348.0,,,70979.0,1-802-031-7820,U,Hrdobnfocmomzritqlvqtmyeqcqumymx,JAKQDRDV,4.0,1.0,S,590.0
Ild12374,Canada,New Haven,62.0,HI,3510081.0,3.0,Assurant,277820.0,1-541-114-9961,O,Pjwjkxuynthcmobgzkefycar,Ojxghfltaj,0.0,5.0,U,791.0
PFB12375,,Edmonton,24.0,AL,853025.0,6.0,LandAmerica Financial Group,86177.0,1-279-756-7413,O,,Rhmiidbwcux,1.0,0.0,M,478.0
blg12376,United States of America,Las Vegas,9.0,KY,2285622.0,8.0,"Toys ""R"" Us",205337.0,1-403-537-6350,U,Buipprqsxihwpnxlftplychnojuhqjcgymuhylplbakjfuhdldonfofjbreetbjyynjloxathamh,Butstuo,5.0,4.0,M,676.0
Bnr12377,Canada,Salem,74.0,AR,549301.0,1.0,Enbridge Energy Partners,,1-636-886-1002,R,Mypnbczgczswbqqzhsvqzvlrbsrrpamftclincfwmlpf,HLRSLO,0.0,5.0,W,807.0
SLS12378,Canada,Fort Wayne,23.0,ND,3029297.0,5.0,Clorox,155551.0,1-666-885-8284,R,toitats,Uvwpqjrl,3.0,4.0,M,546.0
ELV12379,Canada,Seattle,98.0,Saskatchewan,3389391.0,2.0,Pacer International,,,,Oyxiijbtbyqfmmfnlmlbjadigtmasovhrpsdduz,QPHSBQQD,2.0,,M,842.0
WHJ12380,United States of America,Berkeley,1.0,AK,,6.0,Deere,,1-531-384-7290,O,yppesqcifoifxlxarhlebyuqtkhbdmwgmdi,Evcuijautmhz,3.0,3.0,S,337.0
Ezu12381,United States of America,St. Petersburg,34.0,ND,446365.0,6.0,General Dynamics,372517.0,,O,Nlbmylooipwetqlmncyayrpikxuigeappxtfvozycgnzpsqbbsyflaatgtojm,Irlevvp,5.0,5.0,U,374.0
Fdz12382,United States of America,Missoula,99.0,MA,3767300.0,1.0,Apple,270701.0,1-751-601-1791,O,Zivcdymssfufdlzlfxzjxuckmcxugdnsfgbxbkxxygcbdxnwjzyryqdluykbwcfbtkpqtc,WFDLLOHMC,1.0,3.0,S,497.0
BOZ12383,United States of America,London,87.0,MN,752869.0,2.0,Fastenal,322871.0,1-596-454-7271,O,VJTGFDG,lzxic,1.0,0.0,D,728.0
ula12384,United States of America,Mesquite,38.0,HI,3299323.0,1.0,Regal-Beloit,193123.0,1-464-722-1476,O,KRIAOWFLJYPUOVWNCIMLQXZKHTKRSHJOVZEWGAHXKYCIBPYPHIBFPIVQXJVTBUG,THLELMIIOPSO,1.0,5.0,M,446.0
Eio12385,United States of America,Denver,47.0,Ontario,1687635.0,4.0,Commercial Metals,139131.0,1-260-886-5844,,WJOOCVLDHWZRQVSOPLYMHRASEREOOPCADQYCFBGYMZ,Tvrenwds,2.0,2.0,M,362.0
RNW12386,,Richmond,33.0,NH,493499.0,5.0,RSC Holdings,389575.0,1-126-576-6517,O,Dgdftcffyodeedljtifjlhnzuqp,DGDMZE,1.0,4.0,D,558.0
iqc12387,United States of America,Warwick,18.0,CO,1524819.0,0.0,Acuity Brands,124757.0,1-310-382-7239,O,YXQTFRMNFTANLXRZGBWGDLVSCQHGUNWDESIPW,KZOKZGON,5.0,0.0,M,737.0
Uvu12388,United States of America,Charleston,54.0,IA,799865.0,2.0,Franklin Resources,187241.0,1-973-649-2770,O,Gteuutriunhy,Preofaasp,5.0,3.0,M,423.0
RMU12389,United States of America,Lewiston,92.0,Saskatchewan,137128.0,2.0,Toll Brothers,412946.0,1-603-254-1193,O,Nrwaqorgcbogaixdeyqehhqtufvjxiwvhh,Arolnjwql,1.0,0.0,M,437.0
Qol12390,United States of America,Modesto,46.0,TX,,10.0,State Farm Insurance Cos.,231999.0,1-738-319-9493,O,Xqgmtscooiritmddrnthxnvhslxhvivftmidvwdfgkryapuilxxhagjcenqqawlfqsnqxnpnmhqritfi,Dgmgpji,2.0,4.0,U,
Amf12391,United States of America,Atlanta,35.0,FL,3002992.0,,Applied Industrial Tech,329973.0,1-913-322-1646,R,Temqijrreliwtsqoilfbwayczmsrdxmlqxoufteanhxccecuubtivejtppsggzg,HBFOFS,5.0,0.0,U,431.0
Pjr12392,Canada,Nashua,40.0,FL,2854988.0,5.0,Rockwood Holdings,83777.0,1-613-013-5722,O,ldxfkmpexfhjxttuodoldohiyepirhichrztvznlvfnfuitozgfcgfjhc,Vhatf,0.0,2.0,S,
RXQ12393,Canada,Irvine,33.0,AL,728117.0,7.0,American Express,360115.0,1-994-822-8114,O,xsnwxrcaees,RDRAMBZBCW,2.0,2.0,W,571.0
Ayv12394,United States of America,Livonia,12.0,Quebec,2977729.0,7.0,,393739.0,,R,bleuzxckenimoqrbobglinrrfdqz,wlmokndq,5.0,3.0,U,673.0
Qvq12395,United States of America,Albuquerque,44.0,FL,2974231.0,0.0,SPX,213439.0,1-564-974-0346,O,LHZNYHF,YEJHQ,4.0,2.0,S,651.0
Msc12396,United States of America,Toronto,86.0,British Columbia,1781654.0,3.0,National Fuel Gas,215466.0,1-320-612-8246,O,Dauvxhkhegqnekguqrjondaishvboyqkbvletrhkdzmepa,Pypqknotmo,2.0,1.0,M,477.0
AAD12397,United States of America,Biloxi,84.0,UT,3947222.0,7.0,Legg Mason,367039.0,1-033-327-5291,O,Tlhnlpxbsfbnastanut,tkumugkwn,3.0,3.0,S,574.0
Ksd12398,United States of America,Great Falls,35.0,UT,789121.0,3.0,NiSource,414092.0,1-251-092-1822,O,Htcuwwjvczxgrhzctqwhszafcqyplffofdwphrpbtjplkgtrakjvbpxwywblefotzvuouzywjlbfod,IMDKCCQLWQO,4.0,4.0,S,598.0
wje12399,United States of America,Jacksonville,66.0,KS,1694479.0,2.0,Superior Energy Services,488857.0,1-817-953-2568,O,Pzavtwobkhdzdnuonlnurnpsviawujbhtyzgxicagxsnejivuxgeeippdcvmsmlnhx,Akmoeqegxd,1.0,1.0,W,696.0
Toj12400,United States of America,Wichita,14.0,VA,1826295.0,4.0,Amgen,,1-717-243-4473,O,Utfsufdubvjalipbqochtusbjtvaxzvcukrxnvccvrfhhdzjyigkyqrzjqcwteqioveuqoheup,,2.0,1.0,W,680.0
LLM12401,Canada,Casper,54.0,NJ,713387.0,,,430729.0,1-995-136-3052,O,Lbtbjjxbqmcttrulbkpktvkuwftrbuxtlynoygnsapzzxrvneslgesltsuf,Voyxovaiirx,5.0,2.0,S,439.0
emz12402,United States of America,Indianapolis,70.0,Saskatchewan,702411.0,6.0,Colgate-Palmolive,344388.0,1-456-742-3894,O,Dpqfokvlrusyidhzaklnxvwrvasqhcmexjwjqyserfjdgredeyevfx,Cekhkqzsxna,,,M,376.0
Kax12403,United States of America,San Antonio,60.0,DC,3262570.0,1.0,MPS Group,353243.0,1-841-417-3688,U,Tfszdopzksinubedcudxzlhqpgdkushkcafbtxmkbgsiwrswrgbshkahhwzevvnbycxalyazhnsypef,Bqvrgxrx,2.0,0.0,W,620.0
LCR12404,United States of America,Windsor,29.0,CO,1674162.0,9.0,PepsiCo,482367.0,1-827-234-7172,O,Gshrwmuwlvcrktdppwdtdwxrawteguwmcjshhanhv,VFRPJYJOKQHZ,5.0,2.0,U,322.0
Xvw12405,United States of America,Long Beach,29.0,KY,2749267.0,7.0,Enersys,111328.0,1-346-974-4455,O,Pkekskzjmggxbnbrhysahbfmirmycouksmtusc,toqejvqej,0.0,5.0,U,404.0
KLS12406,United States of America,Simi Valley,88.0,HI,2044557.0,4.0,ConocoPhillips,258347.0,1-092-864-9544,O,Ertymmqevukrli,ndfkjvzztion,5.0,2.0,S,615.0
ymw12407,United States of America,Lowell,48.0,WV,3648336.0,3.0,Exide Technologies,213457.0,1-201-722-8658,O,ucqcslxrsfnomjwqlksofproedkilmqgksxysgmd,qrsbkewewd,5.0,2.0,S,311.0
Qlz12408,United States of America,Los Angeles,50.0,TN,1619437.0,10.0,Dow Chemical,279946.0,1-587-542-6495,O,Huvujeqkbwmexyuzugelhqmcurawvbpm,NMGYYWGD,2.0,2.0,U,
Ron12409,Canada,Charlotte,98.0,ID,,4.0,Knight,278730.0,1-883-450-0305,R,Acnejqmqtldqxvpdqwhqyoddxtlboijwjhxqdmconddcpsoiu,OLGCVBOIL,,2.0,D,454.0
Pak12410,United States of America,Tempe,2.0,MO,3103571.0,7.0,General Growth Properties,345862.0,1-166-112-8083,R,Yfodxskjhthwxbhymeqepgjqcejet,Tpjhe,0.0,5.0,M,726.0
zru12411,United States of America,Huntington,32.0,MI,3082143.0,8.0,Hewitt Associates,80008.0,1-030-060-2840,O,DHZKGPFPHAIRXCWKGPCZPBNPSRFEOGLKBUNYKICUDFCCQHRFGOUJKZEJLJYNKQUTL,vlngdbxrcmzf,4.0,0.0,,630.0
SPF12412,Canada,Philadelphia,20.0,MS,2350906.0,4.0,Inergy Holdings,112907.0,1-443-628-4342,R,cwlesudpnqdmexgdvgybjgwuaomcjvwugozvmstmjjfrkstcigjtqkmjywrwobxwdrpirpe,Sjklxhigz,0.0,,M,568.0
Jkv12413,Canada,Las Vegas,72.0,AZ,2329279.0,8.0,Rockwell Automation,456503.0,1-661-029-8310,O,Lqsrookaiyuftmxftmixwcuvwcjtyuo,QKYPBVGP,3.0,3.0,U,661.0
KTR12414,Canada,Winston-Salem,,New Brunswick,3979805.0,3.0,SkyWest,357698.0,1-698-663-8884,R,,Adisxqrb,0.0,0.0,M,427.0
WJW12415,United States of America,Lansing,19.0,ID,1523307.0,7.0,Aramark,161512.0,1-726-842-9666,R,Ffkpekpoycoijzazlkmvrulaclozanmmttgktwrcmfxsciomhjjtbivwzdv,onlrhgbsn,1.0,0.0,U,381.0
AXC12416,United States of America,Baltimore,20.0,MN,2238235.0,7.0,Mutual of America Life,227873.0,1-099-891-4141,O,Vtlxfbafhbctugtfapfkrdrrccuducxrupzkjrthrjpb,Yypgwuu,1.0,5.0,D,372.0
Bed12417,United States of America,Missoula,90.0,PA,1277080.0,3.0,,325506.0,1-474-949-0000,R,Fighffjvwdwjxjikvjofhycpsplsucbepkhyueuoyfywxmpecgkpmyqbk,NMHPWONQJ,5.0,0.0,S,346.0
xuc12418,United States of America,Escondido,68.0,KY,1193309.0,,PNC Financial Services Group,137062.0,1-184-973-3783,O,RPURKWLFOIXCPQDSSIWOEYBFGQNIHIAAJZPCRDKQGZPTXXJGKEMQTSVSJHLZDFS,Jwwlvfqos,4.0,4.0,M,583.0
tcx12419,,El Paso,18.0,LA,1256050.0,7.0,First American Corp.,119234.0,1-673-342-0803,U,AGMRCLQZWFHXEDTXOTMKMSTDBRBSHTTHOADMNXVWZBOWGOCIXBLHKIAWRBFU,Tyifrmprgwad,5.0,2.0,D,394.0
HAZ12420,United States of America,Berkeley,40.0,UT,3440147.0,1.0,Universal Forest Products,85840.0,1-735-043-9322,R,Fhbvrmpkesdqmaoiinwhmktermblsnoxtvqtsvloaqjzbirhpxftjcnburrjuiqsbl,Lyrqhetmd,3.0,1.0,U,409.0
Ryx12421,Canada,Hayward,,IA,3989521.0,0.0,Capital One Financial,415986.0,1-964-240-8322,O,Ylgxudqsbl,,1.0,5.0,M,655.0
Vdl12422,United States of America,Hay River,46.0,AZ,87565.0,9.0,Regis,93177.0,,O,PPNBSXWKGPNYVNTNNQQBSUBIKTAYJVNGJVVNRCSEWJRKIYSPNYAVUIJAFADHSJGXRIMJFITJKS,cbilxxsksve,1.0,5.0,M,618.0
Bcw12423,United States of America,Huntsville,35.0,ID,666818.0,5.0,IMS Health,387754.0,1-222-507-8002,O,Vnwapdsvtnouhxkmuuhbtxcjtouxvothykibmbgucwhvhpgmvlinfhurjag,Bcnvc,2.0,3.0,W,318.0
GOD12424,United States of America,Rancho Cucamonga,72.0,OR,1224779.0,5.0,Automatic Data Processing,222277.0,,U,,fcceudoqu,5.0,1.0,M,698.0
dcq12425,Canada,Kansas City,69.0,AL,1693605.0,2.0,Brink's,499204.0,1-886-101-3767,O,Ztcozaiqfwpcmnofnepzvhhmwthvsabmixnvfpntvqcwzfxfhivtmgiiuyvgrdoqdfoenivl,Hutjqwabgezm,,1.0,M,804.0
Tyy12426,United States of America,Tacoma,35.0,RI,26450.0,2.0,Halliburton,466116.0,1-138-175-4136,R,BMRQGLBJKUUICZVNNGQEMONRMSHDICWCYXGFOZRGAEYKWIBZTFIGQRHRCWPJPRPEHMSDB,Cwecqb,0.0,,M,780.0
Dqn12427,Canada,Oceanside,63.0,PA,1882813.0,1.0,Commercial Metals,101915.0,1-116-320-2545,O,BHZEHWNXCADHRVXHLBOGNOAOUDVYZONAFRMXWYWWFVFASQVSPKXSQMBSVKOXCGREOEIOYWXISIVQ,Kzrtyjravoqi,2.0,2.0,W,785.0
xjo12428,United States of America,Irvine,72.0,Newfoundland,2710179.0,9.0,Cameron International,474135.0,1-775-067-8160,O,CJRXOZESEHDLUJRLRERSAJIOYMWWCGLWD,Aypyddpdusp,0.0,0.0,D,811.0
ONE12429,United States of America,Quebec,,MD,449416.0,3.0,United States Steel,180533.0,1-709-001-8747,U,GNXTLURJDHWAKUKYFUHQYQAMBVKPXCKQCZG,Fhmvjyj,3.0,0.0,M,628.0
ium12430,Canada,Providence,85.0,GA,632566.0,9.0,Windstream,185369.0,1-742-438-3289,O,Mgiurntkheqibfyswontptiywrgizlovumypvwetbfebmllrohluxnurhazwwhhsuuummlemlmaaaytj,YIVMM,5.0,3.0,U,814.0
qbv12431,United States of America,Salinas,93.0,IN,672540.0,9.0,ConAgra Foods,188850.0,1-632-171-5767,U,rehouxgivoc,Dpjiguqslrd,3.0,1.0,M,617.0
uap12432,United States of America,Elizabeth,54.0,IL,131613.0,6.0,Jones Apparel Group,367264.0,1-523-392-6348,O,Fwteypxr,Cgdcelyzpq,4.0,,,344.0
KWY12433,,Anchorage,23.0,British Columbia,3425795.0,,Vanguard Health Systems,50713.0,1-849-942-8931,O,ynucrgkifdypjvfojyvljaznthygdnnwuufnd,Hlbbutqcbp,4.0,4.0,W,843.0
Qph12434,United States of America,San Antonio,82.0,DE,1354073.0,3.0,Ross Stores,274112.0,1-562-382-9482,O,AWNWLVUTGAGKWSRUFZQOACULWUPFHRFTVVDVFWKHILZADCPEXFWWAUJUGNIEQVW,Gxfpta,,2.0,W,628.0
LKC12435,United States of America,Waterbury,56.0,Nova Scotia,2362576.0,5.0,Lockheed Martin,15485.0,1-426-755-9487,R,URMXUZNWAQULLJUAFJDSXNCOOJH,wxvvgou,,2.0,D,344.0
AYT12436,United States of America,Salinas,93.0,Alberta,2656479.0,2.0,Smithfield Foods,254665.0,1-927-383-4329,U,KHMXFXHOPGSFOTZWIYNWQDPJWQITDGKJRTQNNQHMXWPA,RLNBBD,5.0,1.0,M,516.0
KVE12437,United States of America,Greensboro,54.0,NY,3771914.0,1.0,Herman Miller,33699.0,1-322-181-5121,O,Pxjzmmaxcosfehnzsxurhxxrqtqiwtxq,Slvrbuphe,4.0,4.0,M,382.0
NHC12438,,Cedar Rapids,50.0,New Brunswick,410340.0,9.0,Great Plains Energy,194510.0,1-957-447-9049,O,Hrlakrbvnyhgzfyclkylxrluokbymnsvxidhwrnzrkmvssvmngazxhqvcckwfjkrrtehabodeps,Iitve,5.0,2.0,S,489.0
Mim12439,Canada,Atlanta,96.0,CA,3343842.0,1.0,Commercial Metals,439923.0,1-264-614-1727,R,HSXFWFTLPWNAVUGSMZKDHODPYNUOGNCEENKKTIKYUQLUGWMNNEYIIMLHGBQQLMHCZSJHDERFNDF,lamzzkbh,0.0,1.0,M,544.0
JDU12440,United States of America,Topeka,82.0,IN,3939423.0,3.0,First Horizon National Corp.,379217.0,1-502-235-9420,R,Tzjxwmqdmkahbvcrizmhuhllzhqtxr,Bmidgukwa,2.0,0.0,D,769.0
ugf12441,Canada,Madison,21.0,IL,2814442.0,3.0,"Toys ""R"" Us",,1-031-389-2989,O,Gtvfnxzwdtdenvsakmofzstdltrndabxfhysdeupzgljjbczcpwcgvlwzdqgwggqmycemfx,gpjxzsi,4.0,3.0,S,525.0
Cir12442,United States of America,Dallas,55.0,NY,3853170.0,3.0,Crown Holdings,478841.0,1-047-995-6407,O,efjpcfomodrcfqkmruypn,Nlrur,3.0,4.0,M,599.0
Bpd12443,Canada,Irving,88.0,NY,2017205.0,3.0,Newmont Mining,331912.0,1-080-723-1466,U,obrkvqjcfcuxmtwwwgeohsfphqnpemextxfhrirxtiqjlibosq,Sgeph,5.0,5.0,M,725.0
CXN12444,United States of America,Lexington,88.0,Manitoba,1521933.0,,Plains Exploration,188675.0,1-273-670-6736,O,igtzcvzsgccspilsferxliqarvvqovg,ewlon,,3.0,M,430.0
Qrn12445,United States of America,Philadelphia,56.0,AZ,535441.0,6.0,Leap Wireless International,250216.0,1-804-070-2908,R,Ygzumfnfluhtchwfscfzgjtwuwdysxpgndfdesxvjsxmuhslyhqhgjbmvcmogths,Yhvxrfnqcqk,4.0,1.0,U,702.0
Zqf12446,United States of America,Las Vegas,32.0,NV,3693277.0,8.0,AMC Entertainment,166983.0,1-197-060-7227,O,Zmvtrmwvnopewjlsxcfshofco,Otbxjbxfcqbr,2.0,5.0,M,701.0
Geo12447,United States of America,Dayton,49.0,Ontario,1396132.0,1.0,Computer Sciences,236012.0,1-726-767-0135,O,Kitabcelnhpavuxvsawgfoldw,nmskxkrfx,5.0,5.0,M,535.0
RSD12448,United States of America,Syracuse,63.0,Saskatchewan,3324359.0,7.0,Varian Medical Systems,298487.0,1-847-435-4108,O,Bltdtphvaoqethnabqrjxrbxqhcdtudhlnarewbgozzhkkmsubwrkgtduxdcqghvjfamfeo,GUDGER,4.0,4.0,M,686.0
SRA12449,United States of America,Burlington,50.0,WA,978388.0,7.0,Nacco Industries,285226.0,1-350-932-7991,O,Srcoeqkljhkxtevmulg,TETPI,1.0,4.0,M,377.0
Lav12450,United States of America,El Monte,63.0,AZ,2730068.0,0.0,Occidental Petroleum,90545.0,1-951-004-2363,O,pffcdrkokguyhlzxih,qwong,1.0,0.0,M,749.0
Hbp12451,United States of America,Colorado Springs,69.0,UT,2866093.0,1.0,Hudson City Bancorp,483667.0,1-414-817-0783,R,qvegzeuonukpbsjigjyatlqhibnlugxjabpyjuwsvbofxrwbagomqhzziuuiaghbkmqannbhzejzgo,Ylenhlyuw,0.0,,W,662.0
ujh12452,Canada,Oceanside,1.0,ND,210992.0,9.0,Ford Motor,162969.0,1-530-716-1092,R,vdpgxgohgeaitouxlvzdbywzdakdlyviiwuwleucnmtihacshgdntypm,Qmbjm,5.0,5.0,U,364.0
ZOP12453,United States of America,St. Petersburg,68.0,MS,3000419.0,6.0,URS,175356.0,1-684-783-1718,O,Nwqzpjyd,Dvnvxz,3.0,1.0,M,679.0
Uwv12454,United States of America,Billings,75.0,NE,1221300.0,5.0,LSI,400852.0,1-587-072-6671,O,jgururcwcyobyeadejhbifediqftrrgmnioskfvwijvnqrxiigvqxnhxkribtynaj,mifpqfblkufx,0.0,4.0,M,627.0
Rza12455,United States of America,Wilmington,93.0,WV,2257345.0,0.0,BlackRock,183441.0,1-600-489-1136,O,Dhqccqumuzcfhowgtxkvmppk,gjnqnnqqfrcs,2.0,2.0,W,304.0
hof12456,Canada,Irvine,,British Columbia,3123600.0,9.0,Berkshire Hathaway,278772.0,1-018-092-7488,O,EOIYQXHJVJJPGBITCDZIGZLWWIJOAUSCEHUTD,Cnwahqxvofb,0.0,5.0,,740.0
Vms12457,United States of America,St. Petersburg,60.0,MN,840391.0,9.0,PepsiCo,,1-318-776-3976,O,AJATLLBAJZDMRXYIUOAMCGCWPAXAABCTAKXWVVRUMYKGDSSNJTPHGZLQBRXTCXROSLXZRREC,,,,M,781.0
Svu12458,Canada,Huntsville,65.0,Nova Scotia,1073099.0,7.0,,499389.0,1-706-298-3116,O,,Kgxwf,3.0,1.0,M,365.0
TVP12459,United States of America,Tallahassee,74.0,CA,1546917.0,9.0,Goldman Sachs Group,188605.0,,O,Cnsdcwqutlhdpwgwojxvbipzolipqwueshusxrkhhrl,Qaboojgo,1.0,3.0,D,780.0
Que12460,United States of America,Edmonton,65.0,IL,,6.0,,1992.0,1-735-498-8002,R,AKZVDAXSBMPCBWCTEJUJVA,KOBJTHIP,1.0,4.0,D,739.0
gai12461,United States of America,Oshawa,80.0,MN,3988446.0,5.0,,310718.0,1-729-885-9852,U,,mfunhaqkr,5.0,3.0,M,357.0
Fof12462,,San Antonio,92.0,WA,931589.0,4.0,Estee Lauder,121122.0,1-835-029-2381,O,,,4.0,3.0,U,667.0
Kbl12463,United States of America,Great Falls,22.0,MS,1187661.0,7.0,Washington Post,66785.0,1-025-065-3754,U,Dhyckgwfufushqmqcqknhigtkzkyjsaulhaqfdnolchgrgnbiorrvzqeejqfylhbdfbnhdn,zgxtkcjpr,2.0,2.0,D,463.0
fev12464,United States of America,Des Moines,88.0,MD,,10.0,Dynegy,222723.0,1-289-896-1616,R,ZFOVPAYQZWUUGDALEUOBGNALHYPULP,Qifgglm,0.0,1.0,U,740.0
HID12465,United States of America,Augusta,52.0,AZ,429737.0,9.0,Westar Energy,475452.0,1-708-291-6763,O,Xacvdrhykkubbhlhzfyuhcfjawukvxuxexobusrzhkx,Ehbrmimcpqq,1.0,2.0,S,412.0
WOX12466,United States of America,Ann Arbor,87.0,Quebec,,9.0,Land O'Lakes,146946.0,1-025-157-7366,R,eoxvsblbjputewelui,Dddjvjdjo,0.0,0.0,M,
lue12467,Canada,Provo,72.0,AR,98587.0,6.0,Air Products & Chemicals,407106.0,1-639-992-8031,R,imrkpferwivqesyxtashmagrqmxocixgtfldsamxylbmfvjtjthltoqgkkeohbeiuxjbf,Xxkuqp,2.0,,M,584.0
LXZ12468,Canada,Columbus,83.0,Saskatchewan,2322018.0,,Centene,328470.0,1-917-192-5144,R,qbzwwlpcndzrvphefkdcslotsbglwhcsqdpuiebeofxqitmnbwyigilnhazti,Satqooul,0.0,0.0,S,586.0
Sje12469,Canada,Pueblo,93.0,MA,338648.0,10.0,Exxon Mobil,128628.0,1-125-856-3374,O,Vhhdm,PEALKRYXPD,5.0,4.0,M,398.0
Nsz12470,United States of America,Edmonton,87.0,FL,1868366.0,5.0,Viacom,261883.0,1-941-723-6142,O,Pjmcsgkcqvmauiejgvebkeokwpzkyayigbwxzuqincphrkpaieczqezw,tokmsupn,3.0,0.0,U,690.0
MCW12471,United States of America,San Diego,56.0,MN,139799.0,,Perrigo,95440.0,1-183-598-6427,O,iiybqxu,OLFREDNSQDB,5.0,4.0,M,
dzf12472,Canada,Modesto,26.0,VT,3607501.0,10.0,Simon Property Group,327567.0,1-071-101-2775,O,Hjdpmqsc,tvlmnrwtfiqg,4.0,2.0,M,388.0
ags12473,United States of America,Shreveport,17.0,NM,1464723.0,1.0,Watson Wyatt Worldwide,356713.0,1-514-775-4721,O,LBHUJTZHGNQWJFHMXDGDMYVYKNEYHCKXXVBSRZEBMFWMSEWQRIDL,klboou,3.0,0.0,M,540.0
Zlp12474,United States of America,Provo,54.0,WA,370946.0,1.0,Pepsi Bottling,493437.0,1-033-750-0396,O,Wtnhlxvmgeyjpjirtwuwodsaqgtdopcxdizjyigukgvzpxtj,EGDFBLDXVVSW,3.0,2.0,D,768.0
Pud12475,Canada,Regina,20.0,Ontario,1829102.0,5.0,Laclede Group,439177.0,1-443-497-6190,R,sfbbpnqmauqschznzfuhwcbmhfpzxfcqsvnsoxntsmzuhxupewwqzty,axpdpeepvq,3.0,2.0,U,324.0
LCV12476,United States of America,St. Catharines,80.0,TN,561809.0,10.0,Core-Mark Holding,277333.0,1-032-939-2484,R,Hppadyperaas,VICXDCJSKUSG,0.0,3.0,U,656.0
ucu12477,United States of America,Wichita,34.0,FL,3649216.0,1.0,Bucyrus International,437002.0,1-286-135-0732,O,QJVLAISLAXMESTOKQLRZOMPDSJMRHGLMSGDCDVXKLJEF,QTDOWUEJ,1.0,5.0,M,610.0
peq12478,United States of America,Elizabeth,16.0,SC,369200.0,5.0,Chiquita Brands International,417551.0,1-966-480-5000,O,Mbbfdojmxeetxpdguvllehdyp,Appomk,4.0,3.0,U,492.0
gaa12479,United States of America,Yonkers,23.0,TX,1649206.0,7.0,Dr Pepper Snapple Group,75928.0,1-205-512-3286,O,Jbzxfsqcar,,,2.0,U,664.0
Ers12480,United States of America,Santa Rosa,6.0,UT,3901306.0,4.0,SanDisk,161520.0,1-966-642-0939,O,eolaygtbzjlziayngulpvi,Xcjbnaahuvfn,2.0,0.0,U,588.0
rci12481,United States of America,Yonkers,58.0,TX,931513.0,3.0,Neiman Marcus,96642.0,1-316-212-7377,O,svpemsg,osuqhf,5.0,2.0,S,419.0
