City,Income,Phone,Age,Country,Gender,State,NumberCars,AddressLine1,NetWorth,LastName,CreditRating,MaritalStatus,NumberCreditCards,NumberChildren,OwnOrRentFlag,MiddleInitial,AddressLine2,Employer,FirstName,PostalCode,AgencyID
Santa Rosa,482715.0,1-282-052-1898,94.0,Canada,F,MA,1.0,13094 BOQUET SOUTH,,russell,780.0,U,8.0,4.0,,,,Pinnacle West Capital,Krissie,V6p 1p2,rus3345
Missoula,470391.0,1-491-325-0357,91.0,United States of America,F,New Brunswick,2.0,16757 highland way,2867568.0,CAGLAYAN,669.0,W,9.0,5.0,O,,,CC Media Holdings,Nance,93064,CAG3346
Huntington Beach,346855.0,1-278-558-9831,97.0,Canada,m,TX,5.0,4822 michaels north,1290762.0,coggins,718.0,M,1.0,0.0,R,I,,Newell Rubbermaid,COSETTA,T6d 1k4,cog3347
Hollywood,301457.0,1-357-589-8471,40.0,Canada,f,Manitoba,2.0,1426 basswood avenue,2683051.0,JAGER,385.0,M,4.0,4.0,O,,,Cimarex Energy,Arlinda,99665,JAG3348
Windsor,335394.0,1-262-953-6491,9.0,United States of America,f,VA,1.0,17183 WATTS AVENUE,1983893.0,Rickel,714.0,U,3.0,1.0,O,C,,,Pammy,93844,Ric3349
San Francisco,282865.0,1-421-744-1211,55.0,Canada,,Newfoundland,3.0,20658 KERRY SOUTH,1220684.0,hatfield,327.0,S,1.0,1.0,O,,,Furniture Brands International,Katha,94474,hat3350
Baltimore,2281.0,1-465-988-1633,50.0,United States of America,,CT,3.0,9609 kentucky road,230189.0,Rahrer,819.0,S,7.0,3.0,O,,,PepsiCo,LAURY,T5A 1W6,Rah3351
Salt Lake City,117678.0,1-679-957-2064,18.0,United States of America,,KS,1.0,4842 leon boulevard,666362.0,Lesmerises,712.0,M,3.0,5.0,O,Q,APT. 213,Western Union,Cyb,m4k 1o1,Les3352
Columbia,478553.0,1-927-745-5411,2.0,Canada,,KS,2.0,7879 park hill court,351198.0,coogan,695.0,U,1.0,0.0,O,E,,Devon Energy,LEXIE,T6D 1F3,coo3353
Cheyenne,466192.0,,34.0,Canada,M,KY,4.0,20839 HUDSON STREET,1715648.0,Streng,826.0,,1.0,1.0,O,G,,Black & Decker,monroe,53218,Str3354
Costa Mesa,173546.0,1-598-813-1998,57.0,United States of America,F,Quebec,0.0,7658 winifred street,468935.0,klingsporn,561.0,M,6.0,1.0,O,Z,,Discover Financial Services,Tiff,95259,kli3355
Warwick,263174.0,1-500-510-8804,92.0,United States of America,,WY,1.0,22232 south drive,2701186.0,Myrah,330.0,M,10.0,4.0,O,,,Snap-On,Adriaens,10113,Myr3356
El Monte,244877.0,1-575-906-4307,89.0,Canada,M,OR,0.0,18065 gale lower,3362955.0,MAISONNEUVE,470.0,M,1.0,3.0,O,,,Cummins,Xi-nam,V5d 1n9,MAI3357
London,181028.0,1-932-154-1332,44.0,United States of America,m,MA,5.0,8763 planters wood north,1656972.0,MENON,402.0,M,0.0,2.0,O,K,,Genzyme,Blair,32218,MEN3358
Bridgeport,357351.0,1-818-006-4145,45.0,United States of America,,AL,1.0,23366 winston east,1762024.0,DARBY,751.0,S,1.0,2.0,O,,Apt. 568,Jo Ann Stores,MONAH,H2F 1W1,DAR3359
West Covina,,1-966-054-5071,48.0,United States of America,,WI,3.0,14050 BURNETT LANE,2895921.0,Mau,741.0,M,9.0,1.0,O,,,,jun,59403,Mau3360
Elizabeth,426187.0,1-296-494-8993,34.0,United States of America,F,Newfoundland,4.0,14497 frostwood boulevard,1783993.0,Maccallum,551.0,M,2.0,2.0,O,,,Ingram Micro,Shana,t6a 1g4,Mac3361
Ottawa,89875.0,1-790-860-1528,23.0,United States of America,,DC,1.0,12037 overton ridge upper,3266104.0,Owens,466.0,D,4.0,1.0,O,,,Jarden,CORRIANNE,10113,Owe3362
Mesquite,458984.0,1-487-743-9274,10.0,United States of America,f,LA,2.0,10608 bissonnet road,1706618.0,Svm-bnrmtva,431.0,S,10.0,2.0,R,,,Rohm & Haas,Kristi,90859,Svm3363
Moncton,71208.0,1-764-426-0276,88.0,Canada,,NV,4.0,13151 cleburne north,1985991.0,REDA,655.0,,8.0,,O,,,Principal Financial,Madelyn,v6w 1v9,RED3364
Fort Wayne,318672.0,1-268-983-5393,97.0,United States of America,,Newfoundland,5.0,11120 GRAVES EAST,,riddick,783.0,S,7.0,1.0,O,,,Urban Outfitters,Colette,92194,rid3365
San Francisco,459796.0,1-194-125-1709,86.0,Canada,m,NY,1.0,9177 wishek park,411562.0,lange,794.0,U,10.0,2.0,O,,,Convergys,Humberto,80074,lan3366
Calgary,251148.0,1-943-653-9618,94.0,United States of America,M,KS,1.0,22892 SYCAMORE SCHOOL WEST,615892.0,Mcintomny,655.0,M,6.0,0.0,O,,,Coach,ERWIN,68508,Mci3367
Pembroke Pines,277878.0,1-402-269-3094,93.0,United States of America,m,IA,3.0,21404 sheriden south,441946.0,Rud,390.0,S,,4.0,R,U,,Total System Services,stars,91358,Rud3368
Lafayette,142745.0,1-915-233-7290,66.0,United States of America,,Prince Edward Island,5.0,2476 concho drive,1911238.0,emmert,613.0,S,10.0,5.0,O,,,Biogen Idec,Ernesto,81009,emm3369
Inglewood,441404.0,1-180-474-1254,4.0,United States of America,m,Saskatchewan,2.0,14227 flynn park,364505.0,SLUSSER,615.0,U,4.0,5.0,O,C,,Lockheed Martin,Panch,94591,SLU3370
Kitchener,37980.0,1-661-207-8321,21.0,United States of America,,TN,1.0,18591 chapin road,3013000.0,Paget,659.0,W,4.0,5.0,U,M,,WellCare Health Plans,Maxine,98408,Pag3371
North Las Vegas,358163.0,1-189-389-8200,23.0,United States of America,,KS,5.0,7819 green park,3776334.0,Petrinack,418.0,M,3.0,4.0,O,,,Windstream,Ulrica,94497,Pet3372
Bridgeport,98207.0,1-089-189-0714,32.0,Canada,,NE,3.0,9761 LYLE EAST,1109889.0,Hawryluk,598.0,U,0.0,5.0,O,,Apt. 358,Pactiv,Kyoko,77079,Haw3373
Tulsa,423160.0,,36.0,Canada,,SC,1.0,10363 BOLT BOULEVARD,28555.0,Wenzel,450.0,M,3.0,5.0,O,,,Albemarle,Ecocafe,32831,Wen3374
Peoria,481788.0,1-442-605-4031,76.0,United States of America,,NY,4.0,5935 MCAFEE PARK,727865.0,Gobeil,617.0,M,7.0,1.0,R,O,,Snap-On,hanja,55125,Gob3375
Syracuse,261106.0,1-709-792-2071,66.0,United States of America,,TN,4.0,22174 blalock east,2959175.0,Zarkel,848.0,,0.0,2.0,O,,,Roper Industries,fleet,h5l 1o1,Zar3376
Las Cruces,,1-466-765-9847,89.0,United States of America,,Prince Edward Island,2.0,1104 century road,429620.0,st_james,804.0,S,10.0,4.0,R,Y,,CVR Energy,loree,99625,st_3377
Warwick,143732.0,1-843-744-3491,24.0,United States of America,M,NY,3.0,9521 BAILEY EAST,564934.0,Todd,836.0,D,,5.0,O,,,Darden Restaurants,Muni,t6d 1a5,Tod3378
Tampa,491490.0,1-718-272-2463,27.0,United States of America,,British Columbia,3.0,13936 mosshead upper,2336187.0,lahaye,390.0,M,9.0,1.0,O,,,National Life Group,marcelia,19206,lah3379
Long Beach,286452.0,1-735-297-9693,93.0,United States of America,m,VT,2.0,8921 rampart court,1811992.0,SETTLES,331.0,U,9.0,1.0,O,,,Aventine Renewable Energy,Kissiah,T5a 1n1,SET3380
Dayton,41823.0,1-757-360-5874,77.0,United States of America,,VA,4.0,2415 edgson drive,959778.0,bates,315.0,U,0.0,5.0,O,,,Mutual of America Life,Melody,V6z 1t6,bat3381
Irving,211608.0,1-020-019-5460,87.0,Canada,,ID,4.0,2116 whistler upper,822765.0,brodowski,704.0,U,8.0,2.0,O,,,Spansion,Blinnie,T6c 1k1,bro3382
Burlington,346987.0,1-653-118-5803,62.0,United States of America,M,MI,3.0,15589 BEATTY ROAD,956916.0,TREEN,453.0,U,7.0,1.0,O,,,Sovereign Bancorp,tessi,93542,TRE3383
Paterson,381048.0,1-610-048-4300,96.0,United States of America,M,TN,3.0,16592 creekbend street,707339.0,Pcsupport,840.0,W,10.0,5.0,O,,,Arch Coal,GUI,V6S 1W7,Pcs3384
Winnipeg,37944.0,1-847-836-8358,29.0,United States of America,M,NY,0.0,12584 airport drive,3305966.0,Daniels,310.0,D,2.0,0.0,O,,,Buckeye GP Holdings,kessley,58503,Dan3385
Sudbury,145101.0,1-138-383-3479,47.0,United States of America,,WV,1.0,11671 WATHAN NORTH,2086553.0,Noye,437.0,S,9.0,2.0,O,,,Integrys Energy Group,Lloyd,77282,Noy3386
Modesto,383064.0,1-358-672-6033,9.0,United States of America,F,TX,1.0,18909 hawkins way,1083042.0,Summerlin,401.0,W,10.0,2.0,O,S,,RPM International,marylin,93653,Sum3387
Houston,126395.0,1-153-533-7564,6.0,United States of America,f,IL,1.0,22153 pinesap drive,3238585.0,Brady,323.0,U,5.0,0.0,,,apt. 157,UAL,LESLIE,t5d 1r5,Bra3388
Saskatoon,264370.0,,26.0,United States of America,F,MA,2.0,7357 CROSBY DRIVE,3126495.0,SEELEY,574.0,S,1.0,3.0,U,N,,Polaris Industries,esam,v6t 1s8,SEE3389
Arlington,473420.0,1-690-784-1822,30.0,United States of America,,KY,0.0,17676 rusk street,1445421.0,Siewert,493.0,,0.0,5.0,O,,,Comcast,WEIPING,70811,Sie3390
Lowell,338039.0,1-946-379-1870,8.0,United States of America,M,CO,4.0,10484 waverly road,2252677.0,shaver,836.0,U,4.0,0.0,,,,Family Insurance Group,Jude,31401,sha3391
Portland,434091.0,1-759-179-6024,55.0,United States of America,,AK,5.0,685 queensbury east,1495396.0,bergman,636.0,S,9.0,,O,,,,TATIANA,19201,ber3392
Hayward,88833.0,1-674-589-8118,,United States of America,,DC,2.0,9585 sun tree west,3566392.0,Kales,513.0,M,1.0,,O,,APT. 157,Total System Services,Frank,T5c 1v9,Kal3393
Coral Springs,280420.0,1-610-765-8322,60.0,United States of America,M,MA,5.0,22801 meadow lake road,3205027.0,Mazzei,735.0,U,9.0,4.0,O,,,BMC Software,Debera,78750,Maz3394
Las Vegas,487472.0,1-752-862-6425,,United States of America,M,NV,2.0,20839 hudson street,2460843.0,unkles,692.0,,4.0,4.0,O,I,,Chubb,Cristie,58106,unk3395
Livonia,297230.0,1-994-225-3064,5.0,Canada,F,DE,5.0,19730 burgoyne lane,1532374.0,Naismith,665.0,S,8.0,0.0,O,,,American Electric Power,Evy,96803,Nai3396
Fort Worth,264666.0,1-929-161-2762,17.0,United States of America,M,ME,1.0,512 northland street,1605720.0,Shostak,762.0,U,10.0,5.0,O,,,Mercury General,Lynna,M2q 1f9,Sho3397
San Antonio,477693.0,,46.0,United States of America,,NY,0.0,18390 martins east,154727.0,Maragoudakis,799.0,W,6.0,4.0,R,,,Oneok,Jobi,91225,Mar3398
Lancaster,74656.0,1-630-797-3799,52.0,United States of America,,NC,1.0,15960 ST. PHILLIP BOULEVARD,2152460.0,Kolbe,,D,8.0,5.0,O,S,,Temple-Inland,Narendra,88005,Kol3399
Kitchener,461733.0,1-316-435-7121,96.0,United States of America,f,PA,3.0,11414 jay street,310519.0,Kealey,404.0,M,1.0,,O,T,,Cabot,Gajendra,23221,Kea3400
Sioux Falls,97369.0,1-915-976-0585,18.0,United States of America,,MI,2.0,1989 frailing avenue,930004.0,VLAHOS,699.0,M,1.0,5.0,R,,,Pepsi Bottling,GINEVRA,43613,VLA3401
Tucson,154166.0,1-515-442-1109,83.0,Canada,,TX,4.0,3692 EVANS NORTH,574419.0,brooks,558.0,M,5.0,3.0,O,H,,Motorola,Duane,T6d 1j4,bro3402
Charlotte,350033.0,1-546-648-7286,89.0,United States of America,F,CO,,24427 bay lower,2699006.0,Abou-arrage,487.0,D,7.0,5.0,R,,,Energy Transfer Equity,Chi-vien,T6b 1e6,Abo3403
Saint John,417698.0,1-307-502-6888,81.0,United States of America,,CA,4.0,23606 highland lower,,Boulos,654.0,U,7.0,,O,,,New Jersey Resources,Mabel,v6l 1t8,Bou3404
Oshawa,81228.0,1-963-402-2208,2.0,United States of America,,Nova Scotia,3.0,7052 alamo street,2832793.0,SPEAKER,357.0,M,10.0,1.0,O,,,Expedia,Naveen,M3V 1K9,SPE3405
Baton Rouge,459497.0,1-136-919-0916,30.0,United States of America,,VT,4.0,12557 kelly boulevard,3235144.0,STRADER,768.0,U,10.0,4.0,O,,,Rockwell Collins,SU,77162,STR3406
Macon,358145.0,1-398-313-9314,43.0,United States of America,F,Alberta,5.0,24400 sycamore school boulevard,176503.0,Van meter,556.0,M,7.0,0.0,O,,,Newmont Mining,KATHERYN,21277,Van3407
Hay River,240186.0,1-641-752-6560,88.0,United States of America,f,AZ,5.0,22282 bramblewood park,229963.0,Vogt,475.0,M,1.0,1.0,R,J,,Southwest Airlines,Sande,V6h 1s9,Vog3408
Arlington,315129.0,1-132-093-1615,99.0,United States of America,,MD,4.0,497 STONEHILL LANE,2599351.0,Farrow,636.0,M,5.0,2.0,O,,,Convergys,ULA,t5a 1w3,Far3409
Lewiston,28347.0,1-466-143-2431,4.0,United States of America,,AL,1.0,18787 englewood park,2602155.0,stagmier,588.0,M,8.0,0.0,U,,Apt. 513,Solutia,Jacob,63178,sta3410
Macon,158254.0,1-463-051-7917,76.0,United States of America,f,KS,0.0,18008 furth lane,1368220.0,Plssup,750.0,M,2.0,1.0,U,F,,Atmos Energy,tu,v6m 1u5,Pls3411
Lowell,420511.0,1-548-866-8423,1.0,United States of America,F,NM,0.0,11529 arcana boulevard,319698.0,Hardyman,525.0,,2.0,1.0,O,,,Kindred Healthcare,CORY,T5C 1M1,Har3412
Palmdale,462815.0,1-225-336-1399,79.0,United States of America,,KS,2.0,2995 robbins south,1843380.0,braverman,347.0,M,7.0,5.0,U,,,PetSmart,Fernandina,82602,bra3413
Buffalo,239973.0,1-429-144-9460,92.0,United States of America,,ND,0.0,16787 broad drive,2299470.0,Endenburg,726.0,S,7.0,5.0,O,,,H.J. Heinz,YOUNG-JUNE,06128,End3414
Jacksonville,179215.0,1-981-828-5339,52.0,Canada,M,SD,0.0,18955 spruce street,1856207.0,Blanco-alonso,549.0,S,7.0,4.0,U,,,Sanderson Farms,Bibbye,94382,Bla3415
Fort Smith,373575.0,1-835-001-1005,7.0,United States of America,,NJ,3.0,23017 altamesa east,,dutt,812.0,U,5.0,0.0,O,,,,Joana,92821,dut3416
Jersey City,224817.0,1-951-556-6767,,United States of America,M,WY,4.0,18525 clark rue,1414911.0,Oskorep,836.0,M,6.0,5.0,O,,,Aleris International,Marti,H6D 1Y9,Osk3417
Simi Valley,288524.0,1-697-882-8531,55.0,United States of America,,WY,5.0,14728 fleet west,1710757.0,MARAGOUDAKIS,529.0,M,3.0,5.0,R,,,AptarGroup,Deedee,22328,MAR3418
Biloxi,453711.0,1-389-300-2870,83.0,United States of America,M,Ontario,0.0,20716 knowles drive,,Testntmvab,377.0,S,9.0,5.0,,,Apt. 347,Robert Half International,LEONARD,92868,Tes3419
Greensboro,432073.0,1-263-763-9969,60.0,United States of America,,AZ,3.0,16982 westella way,114783.0,Dal,447.0,S,,3.0,O,R,,Liz Claiborne,Rayna,T5b 1j3,Dal3420
Aurora,212205.0,1-591-945-2012,65.0,United States of America,,SC,4.0,17481 spectrum avenue,89188.0,Bales,600.0,W,10.0,0.0,R,,,Brunswick,Berty,v5d 1o5,Bal3421
San Bernardino,395145.0,1-895-958-2043,,Canada,,Saskatchewan,4.0,7160 cannas avenue,2604400.0,COTHRAN,753.0,S,,5.0,O,,,Biogen Idec,Kare,90154,COT3422
Frederick,244121.0,1-524-656-5705,9.0,United States of America,F,British Columbia,1.0,10363 bolt boulevard,3804946.0,Katchmar,847.0,M,8.0,2.0,O,,,Rowan Cos.,GENEVRA,M5a 1u8,Kat3423
Lewiston,106919.0,1-320-256-9304,13.0,Canada,,ME,1.0,23519 TOWERWOOD RUE,1368093.0,Moncur,335.0,S,3.0,1.0,O,,,Verizon Communications,Nurettin,03106,Mon3424
Lakewood,231362.0,1-262-296-2616,,United States of America,F,Prince Edward Island,4.0,20773 highland drive,2826719.0,Cobran,,M,6.0,0.0,O,R,,Oneok,CORETTE,76160,Cob3425
Knoxville,467707.0,1-873-912-0531,100.0,United States of America,,MA,2.0,2401 stratmore lower,432458.0,devenyi,313.0,S,0.0,5.0,O,,,Sears Holdings,JUDYE,V6L 1U5,dev3426
Hilo,53427.0,1-075-902-7054,,United States of America,F,IN,2.0,16364 buckeye lane,1601345.0,Hewer,373.0,M,6.0,,O,,,Williams-Sonoma,Jinann,63168,Hew3427
Bakersfield,381307.0,1-038-889-6411,84.0,United States of America,,PA,2.0,3011 HUTTON CRESCENT,3044352.0,HUTTER,321.0,M,10.0,0.0,,,,Jones Lang LaSalle,phuoc,60756,HUT3428
Berkeley,462010.0,1-876-021-6527,30.0,Canada,F,CO,5.0,12066 royalton court,3976058.0,MCKENZIE,790.0,U,9.0,0.0,R,,,United Parcel Service,TREES,m4j 1n8,MCK3429
Scottsdale,,1-582-814-5216,,Canada,m,SD,5.0,15213 parsons rue,3357165.0,Szaran,574.0,S,6.0,1.0,O,E,,Freescale Semiconductor,ROSEANNE,T5D 1V1,Sza3430
Abilene,56637.0,1-486-847-9251,67.0,Canada,C,Newfoundland,0.0,16597 kingsbridge avenue,355063.0,Dimarzo,470.0,D,9.0,0.0,O,,,Hanover Insurance Group,zarla,H2E 1U9,Dim3431
Laredo,387657.0,1-006-551-3682,0.0,United States of America,,MA,,1879 arcana lane,2108493.0,Lorenz,636.0,S,0.0,5.0,R,,,Dollar General,Loreen,94638,Lor3432
Hialeah,336501.0,1-698-624-4066,37.0,Canada,V,VT,3.0,4462 pace crescent,2515723.0,WHYTE,467.0,M,8.0,2.0,R,H,,Celanese,ROGELIO,70837,WHY3433
Amarillo,397967.0,1-378-454-3246,22.0,Canada,,OH,5.0,17752 6th south,3370427.0,Sura,544.0,M,6.0,4.0,,,,Priceline.com,Myron,V6B 1S3,Sur3434
New Orleans,233439.0,1-139-858-2127,81.0,United States of America,m,MT,5.0,863 garner avenue,3631426.0,Hishchak,460.0,U,0.0,5.0,R,,,Computer Sciences,Milicent,89161,His3435
Corona,496663.0,1-485-506-2309,73.0,United States of America,,MT,5.0,10666 travis west,3317103.0,Laux,,M,0.0,2.0,R,,APT. 876,New Jersey Resources,MATT,77257,Lau3436
Colorado Springs,60476.0,1-534-999-7041,6.0,Canada,m,IL,2.0,3261 henderson south,769705.0,tomassi,786.0,M,1.0,2.0,O,T,,,Meer,78741,tom3437
Bellevue,41472.0,1-928-055-1680,88.0,Canada,F,AR,1.0,23348 MISTY BOULEVARD,1341885.0,HAGGARTY,820.0,M,8.0,,O,Q,,J.M. Smucker,Cleveland,80212,HAG3438
Buffalo,220241.0,1-401-220-3365,50.0,United States of America,f,RI,5.0,11673 highland park court,2018893.0,Travers,502.0,U,5.0,5.0,O,E,,Chesapeake Energy,KATSUNORI,90180,Tra3439
Houston,127671.0,1-776-198-1341,40.0,Canada,,IA,0.0,22461 morton east,3099135.0,garamvolgyi,401.0,,5.0,3.0,O,M,,Navistar International,ind,40505,gar3440
St. Louis,165530.0,1-055-659-1742,39.0,United States of America,,IN,4.0,24160 star drive,613433.0,bugajski,786.0,M,3.0,4.0,O,V,,Cognizant Technology Solutions,ROBERTO,90272,bug3441
Milwaukee,202553.0,1-553-030-7909,58.0,Canada,m,DE,0.0,15832 starling south,610752.0,Hutchison,461.0,S,,,O,,Suite 169,J.C. Penney,GWENNY,90325,Hut3442
Allentown,102601.0,1-954-628-1107,59.0,Canada,m,NJ,5.0,5083 hunt drive,313979.0,Millspaugh,609.0,M,4.0,5.0,O,,,Wal-Mart Stores,marian,68128,Mil3443
Omaha,4092.0,1-839-139-1478,66.0,United States of America,m,KY,3.0,5755 bluff road,562184.0,DRANE,802.0,U,8.0,4.0,O,,Apt. 733,Great Atlantic & Pacific Tea,pardip,M8B 1X4,DRA3444
San Bernardino,385353.0,1-221-821-0120,25.0,United States of America,m,MI,5.0,17536 frostwood crescent,,Stephans,771.0,U,7.0,1.0,O,T,,Wal-Mart Stores,Dieuwertje,92403,Ste3445
Birmingham,91654.0,1-880-302-8602,74.0,United States of America,M,Nova Scotia,,22785 peachtree boulevard,1573999.0,MCNAMARA,304.0,D,3.0,5.0,O,,,Citigroup,HOY,80032,MCN3446
Bakersfield,352098.0,1-888-820-6652,38.0,United States of America,m,NM,4.0,19332 PAINT ROCK AVENUE,2389531.0,aston,361.0,U,0.0,3.0,O,W,,Target,Richardo,V6i 1v4,ast3447
Fort Lauderdale,202346.0,1-610-025-3531,72.0,United States of America,,TN,4.0,11850 bellbrook way,2691101.0,Parypa,696.0,M,6.0,1.0,R,C,,Morgan Stanley,Pauline,78230,Par3448
Naperville,70674.0,1-395-721-9973,76.0,United States of America,m,AL,3.0,21663 emmonds road,2874911.0,Clark,744.0,U,0.0,1.0,R,,,XTO Energy,arlyne,T5c 1k6,Cla3449
Casper,359618.0,1-743-918-8475,60.0,United States of America,M,DE,5.0,15778 will ross road,1226396.0,Yu,747.0,M,0.0,3.0,O,,,Wyndham Worldwide,franka,77271,Yu3450
Garden Grove,278614.0,,96.0,United States of America,,MO,2.0,11309 AMSTERDAM SOUTH,670818.0,Aghi,580.0,,5.0,3.0,O,,,Dynegy,Youji,60813,Agh3451
Hamilton,177340.0,1-292-017-1846,31.0,Canada,m,VA,,9109 western way,83619.0,atl,626.0,M,3.0,1.0,R,,SUITE 471,Health Management Associates,man-fai,92515,atl3452
Columbus,438344.0,1-067-212-4526,27.0,United States of America,f,GA,3.0,8550 briggs avenue,1858744.0,Parrish-bell,554.0,,4.0,4.0,U,,,ON Semiconductor,Dhawal,77294,Par3453
Charlotte,134648.0,1-097-113-5005,69.0,United States of America,m,MO,0.0,8726 shiner lane,3440082.0,Gunter,778.0,M,3.0,4.0,R,,apt. 792,FMC Technologies,Raynell,30337,Gun3454
Cleveland,390523.0,1-820-175-8238,62.0,United States of America,,OK,5.0,9109 WESTERN WAY,771572.0,CORBIN,344.0,S,10.0,3.0,R,,Apt. 615,Intel,angelle,93678,COR3455
McAllen,196837.0,1-834-531-6207,,United States of America,f,SC,1.0,17576 alpine west,2200796.0,WHITT,460.0,M,2.0,0.0,R,N,,Regis,susannah,v6x 1r4,WHI3456
Hayward,57061.0,1-498-920-6339,90.0,United States of America,f,WY,2.0,8108 dewey park,,Videa,738.0,M,7.0,2.0,O,,,,PAMMI,93384,Vid3457
Huntington Beach,6289.0,1-361-748-2865,23.0,United States of America,,CA,5.0,9513 lancaster east,1638694.0,leffler,384.0,S,,5.0,O,,,Brunswick,Meaghan,94357,lef3458
Akron,244074.0,1-031-420-3870,8.0,Canada,m,AL,3.0,7075 glen loch drive,966497.0,KLINE,476.0,S,8.0,3.0,,,,AptarGroup,Shirish,06136,KLI3459
Providence,59165.0,,37.0,United States of America,,HI,3.0,20808 flint river lane,2287787.0,Groves,815.0,M,4.0,3.0,O,,,United Technologies,GRACE,68501,Gro3460
San Diego,243695.0,1-976-508-3560,18.0,United States of America,M,NJ,4.0,20870 charthouse lane,1238475.0,Dempsey,459.0,U,8.0,1.0,O,,,MGM Mirage,Correy,H5L 1O2,Dem3461
Montpelier,,1-458-551-4367,86.0,Canada,M,MS,3.0,5385 young west,,draier,819.0,M,5.0,3.0,O,,,Precision Castparts,thrift,v6v 1v9,dra3462
Syracuse,436863.0,1-267-230-1749,68.0,United States of America,F,Alberta,0.0,24674 windchime court,2489420.0,GABBARD,561.0,U,9.0,2.0,R,,,Broadcom,Unreg,50319,GAB3463
Honolulu,307862.0,1-004-682-7468,13.0,United States of America,m,SC,1.0,7871 HICKORY STREET,3488808.0,Villeneuve,849.0,U,0.0,3.0,O,J,,McDonald's,Randall,95209,Vil3464
Santa Rosa,253766.0,,47.0,United States of America,M,UT,5.0,6420 crestmere east,3941286.0,Sieling,529.0,M,1.0,3.0,O,,,,DANA,37403,Sie3465
Baton Rouge,324337.0,,59.0,United States of America,f,MA,5.0,8428 roberts way,2648779.0,patoka,528.0,S,2.0,1.0,U,Y,,Lennox International,Jester,78403,pat3466
Gary,471478.0,1-457-187-4951,29.0,United States of America,,MA,2.0,22986 norfolk lane,2413294.0,Riou,424.0,D,10.0,5.0,R,,,,GENERAL,E7o 1o8,Rio3467
West Valley,265046.0,1-946-372-8414,100.0,United States of America,F,MO,2.0,11630 archer west,3108332.0,Easton,795.0,D,3.0,5.0,O,,,MEMC Electronic Materials,Scottie,V6v 1v4,Eas3468
Montpelier,170818.0,1-425-227-2556,13.0,United States of America,,Quebec,1.0,11030 CAPITAL BOULEVARD,2258909.0,ANGE,497.0,U,1.0,4.0,R,,,JohnsonDiversey,DENA,85218,ANG3469
Newport News,381219.0,1-896-664-1048,,United States of America,,AK,5.0,3262 katherine north,2752061.0,UPSHAW,509.0,U,6.0,1.0,O,,suite 225,Exterran Holdings,Vernice,M2R 1D5,UPS3470
Atlanta,124125.0,1-317-422-9304,1.0,United States of America,F,MD,5.0,15832 starling south,3171540.0,Risdal,362.0,U,2.0,0.0,O,,,Amkor Technology,Kung,85047,Ris3471
Sudbury,24939.0,,27.0,Canada,,WI,5.0,2518 LARNER UPPER,3465303.0,pancholy,838.0,U,3.0,1.0,O,,,Zale,Koressa,77255,pan3472
Pasadena,440300.0,,85.0,United States of America,F,IL,0.0,22386 spanish river lane,1380588.0,ALMEDDAHIM,691.0,U,7.0,3.0,O,,,Prudential Financial,GILLIE,V6s 1q2,ALM3473
Hay River,59201.0,1-512-373-0941,50.0,United States of America,,SC,5.0,5798 belt line park,3737218.0,lockett,846.0,D,6.0,5.0,O,,,Google,Karel,80087,loc3474
Montreal,319094.0,1-711-700-8101,86.0,United States of America,,RI,2.0,8074 euclid way,650356.0,Neil,426.0,M,7.0,3.0,O,,,Stanley Works,Gib,80175,Nei3475
Jacksonville,135872.0,1-458-978-8866,10.0,United States of America,m,OH,2.0,1630 LAMBOLL CRESCENT,1118449.0,Beal,359.0,,10.0,4.0,O,,,,FERDINAND,48922,Bea3476
Frederick,273547.0,1-746-254-8540,60.0,United States of America,,Newfoundland,5.0,287 woodland park court,297187.0,LAFRAMBOISE,716.0,S,0.0,1.0,O,,,Nacco Industries,ERNST,74156,LAF3477
Columbia,131317.0,1-463-560-5276,19.0,United States of America,F,OK,4.0,17815 chalmers court,977326.0,Sepko,661.0,M,3.0,4.0,O,,,Air Products & Chemicals,Denys,91202,Sep3478
Akron,5637.0,1-145-566-6115,66.0,Canada,,ME,,1989 FRAILING AVENUE,2069853.0,Simpkin,,,5.0,0.0,O,,,KAR Holdings,Ursulina,85034,Sim3479
Biloxi,364135.0,1-338-863-3620,74.0,United States of America,F,British Columbia,4.0,2604 CURRY BOULEVARD,471995.0,tihanyi,747.0,S,2.0,,O,O,APT. 245,NVR,Pippy,29230,tih3480
El Monte,292768.0,,13.0,United States of America,M,RI,0.0,19649 carnation north,1908444.0,LIGHTOWLER,838.0,S,3.0,3.0,O,,Suite 7,Mercury General,Sarette,V6g 1r6,LIG3481
San Buenaventura,228700.0,1-091-269-1188,38.0,United States of America,,AR,0.0,23276 DILLBECK UPPER,1589402.0,DILLON,356.0,M,6.0,4.0,O,B,,Dillard's,Ardisj,M8a 1w1,DIL3482
