pstlcd,ddrssln2,frstnm,ncm,nmbrchldrn,ntwrth,gndr,wnrrntflg,cntr,crdtrtng,ddrssln1,nmbrcrs,g,mrtlstts,nmbrcrdtcrds,ct,mddlntl,gncd,stt,lstnm,phn,mplr
Llidjt,jrnqylqwibarcdikauvo,WVIZFEMZFNCDGKYELTEYXDXG,3906.0,0.0,310569.0,,O,Canada,547.0,GNUVIZMB,4.0,91.0,M,4.0,Hollywood,R,XNE10272,AK,XNEMTSQMRIBMBCQIARG,1-491-996-1761,American Electric Power
Ucflbbx,Fbbpszvindlcdhofzdybpvwlytxnowcopcbjczcaajcynxxznwvhauzacsskoblpzdbptpueuhor,KYLERIIREMQZUJ,33106.0,1.0,3983979.0,f,O,,586.0,Eqhibedgotwxddjwytfwr,5.0,78.0,W,5.0,Hampton,l,qnu10273,DE,qnuyohsqqraxdffrp,1-867-569-4206,Convergys
QGRPWHNQGFX,Ljlzqhffyxnlnfjyohoxzjkfxiwghbcdhlfxjhxykkxhixmupjmtaviwjqveokorsnuijjdwkhzfdvv,Wqegrvnutjytqhenuhvdbxr,246653.0,1.0,965710.0,f,O,United States of America,850.0,Jtawgvujloakigamsdmrjpt,0.0,63.0,M,5.0,Philadelphia,d,Xvu10274,KS,Xvupo,1-218-042-5808,Juniper Networks
RTITZZCVTR,rtiecnqjwgxunlaqcimdyydbwgfxvfhzrkdocojjkprvvagtllrgsvemazlchklddbjjdpsryphvbpvs,IELCKCKHTGODYCBVNNC,20483.0,1.0,1299395.0,F,U,United States of America,801.0,cqewpgrhdqavgtwjzdolntbldbcrqsviimxklvsawkdpszroymrguhwvxpdrricdmiwzpnqq,1.0,33.0,W,9.0,Provo,n,Icz10275,IN,Iczceqpjdvvnqzrgoyhifrgoas,1-027-347-2963,Boise
Arltbdbqe,snbnsxxealzjxuoruhkbwknnnguqcrqgewunpvtrt,Rhvmlqthiuqge,228863.0,1.0,,F,O,Canada,569.0,Qpzqdksnsiuaopjjchgvnnoabhpfafdunmctgdzioobmwxk,4.0,99.0,,4.0,Salem,I,Olb10276,CA,Olbjlkntjwcne,1-855-521-9038,Snap-On
Svotdew,mmpgedvrmkk,gasrrutlqwryqnuqqsai,,2.0,2207030.0,,U,United States of America,458.0,Dxtkhpjybvydxrzkrvjfsyjisbrclfnjhkhonpgvacqnwhohkeawswggmaws,3.0,3.0,M,10.0,Albuquerque,M,GWU10277,NJ,GWUXUKFQTCMESBHKC,1-857-525-3314,Pilgrim's Pride
UPWCFQK,ZOVAEFKNCQQIPOXXNCLQPGVTUCG,Btxrzgsfponqqtpnrt,344353.0,4.0,2894351.0,F,R,United States of America,577.0,OBFPNRGRTXRLLANFSBDKXYIH,5.0,27.0,M,6.0,Jersey City,,Fiq10278,WY,Fiqzuovopqszawutagwpjffudfdcdb,1-565-181-1431,Imation
Ygroxmuwhlpb,FHSVXWSQTXJUNYKZBKLFSZXSWAJHPTTQRGFSKEIIC,MSLWYFMRPYPONTFJNPEWDRXM,484426.0,4.0,1708443.0,,O,United States of America,581.0,EGWNREEDIXLXSHWTTQUMLZTEMSMSG,0.0,0.0,M,1.0,Whitehorse,R,Rey10279,NM,Reyoclhhkjnepywdrr,1-305-586-8338,Universal Forest Products
Xiubqxhwg,VBHZCUKBZCGRJRWNYEA,Kpiugbzziqdmasqxmhdrqbiqnvdy,395647.0,0.0,1832193.0,,U,Canada,431.0,KWNEVZHOVCXPXUPDUBIHZWIEEAFLRLXZQLDICXQQBCODYCNSAWNCAHXUJS,5.0,11.0,D,0.0,Seattle,,myu10280,HI,myuillpfefcreyizzwvriu,1-810-348-5764,FirstEnergy
Qdeanxzax,Oxqsjakkqydteaqfrdcawkvqxkclilslceoqbvfgcuaerlbfsyfzdkicpjguhhagiqvfpvmujcnofk,ELJEHUYJJUEDQZWD,110019.0,5.0,513921.0,M,O,United States of America,405.0,bxeibwjwv,0.0,30.0,W,1.0,Fresno,W,Xpg10281,MN,Xpgwwxaexawlaceblyv,1-777-511-0980,Holly
YPACS,RDHSH,Jzdme,490258.0,5.0,1109654.0,,O,United States of America,457.0,Kzadrgurbxqjaqmpfigqxdtnghtvejmiecaklnmwdpqqqowteetspqeveedh,3.0,42.0,U,9.0,Shreveport,,Pkb10282,MI,Pkbmxvfc,1-529-211-2980,Adobe Systems
Yqipjgftgfa,lsuzazniqnaosdzooiqajawtjiblqhksneyqelxpzaypdfdbcmeoijvmnhfrxcxrmqjvgh,xuelxopwqoyxnywxujrityqr,232130.0,2.0,1289753.0,,R,United States of America,839.0,Yaszcpdlcrzlgfwcbxyatjwxuiplhnfesjpffdagwzgcosxliqpemzs,3.0,6.0,W,0.0,Pittsburgh,,hpb10283,MT,hpbjg,1-047-373-3076,FedEx
Qudlpqnoved,Qxwufnui,Lffnaytytrvitgrwfsnojj,308241.0,0.0,2399606.0,,O,Canada,353.0,LLEUVPMRAGYFOXQGVTULSZRUIQBMMZFYDAADFVFWUARFIHCWIWVHKHIXTZWUUBZNGVQVSYGIHI,3.0,29.0,S,5.0,Chula Vista,,Mdq10284,WY,Mdqghnbs,1-184-649-3305,Tiffany & Co
Dgorjk,vthsqdmhguzeyts,oqatffruqifsszajtv,9942.0,3.0,2092453.0,m,U,United States of America,322.0,HXRXMFDSAEOXPXCFXUEGMPKUTLCOQHOOMBGBQSQX,4.0,32.0,M,4.0,Elizabeth,F,NBJ10285,NV,NBJLDCOT,1-095-358-1391,Equifax
Kyentayt,dnnamnhiib,Jzeoawphjduxjivhakezkjymirgmvx,461275.0,5.0,1049752.0,f,O,United States of America,505.0,Sdjzorxhbdedeojaiuviolpxmxvooebeefjngqqxlazcxykqgytwnixmtcdzygleurbxomdufefg,5.0,56.0,M,1.0,Anaheim,,Fle10286,RI,Flemoetummujkdbonapxdibnarqbr,1-896-125-6539,PerkinElmer
LCEIWY,raiurdtgdwslf,OEYKHW,145866.0,1.0,1444394.0,,O,Canada,497.0,ECJXBASELAVKXTPMWUETJTECDXVIXYFEIAHSMUZCIPJIMEPOGNQCSDWMSARBLNOCLSVZYMPQQOUROOG,3.0,18.0,W,1.0,Shreveport,M,Fvn10287,AK,Fvnaqhqx,1-256-114-7838,Western Digital
WFQJYL,Rylecvaoasgwjjjhtgfnfconziqknudgomboixoonjcvlytyllemjufdagbndsllkezyfnjdxl,Xytenxtgcuiu,257215.0,2.0,1568361.0,m,O,Canada,630.0,bldbvcirevvjpgchdubscbewujpjfpirxnwdjyvjknbzhicpzknjjf,,45.0,M,0.0,Montgomery,,Dzp10288,HI,Dzpdd,1-283-890-2321,Texas Instruments
Ssdbmukeesum,XRQRPMDXOIRQTIPMMFSOLSMLVW,Bvxdubpkfxjgkwobi,372351.0,5.0,3580542.0,M,O,United States of America,653.0,sncuhvcgzxzphcmyqhyoponbrwu,0.0,83.0,M,4.0,Glendale,I,Mze10289,MD,Mzedsgf,1-302-248-5066,Rohm & Haas
Xmrxmjhjpz,Bcgjbwhdemcbbqcxadsqqillaxkyirxflsgihnfzmftbzbdwhcixtgasmgjrjmmurbqyhrixwhyhbe,NFSJYVDXGRMPBHQCXDQBYJFCKHWO,295216.0,5.0,3342628.0,m,O,Canada,849.0,Ndbloegeuriafwlccossmivretadlnwvhqmunjhxrrzzqzzeuxlqfikhiminmqbwbdjqug,0.0,97.0,M,3.0,Simi Valley,,Lgo10290,NV,Lgosaqxuoydcsiavdmqadin,1-311-208-6801,MetroPCS Communications
TNUBIWK,Etkjindjdsqfuejahzswvrhvmkdjhpnagduffexwyocvggjmjymohvaucsqzbea,Pnpfiejuiad,439131.0,4.0,2972643.0,m,O,United States of America,644.0,Balbxdszgschrdottipyneajazvtapnbjw,0.0,74.0,S,4.0,Boise,c,Ktz10291,OR,Ktzrjxgghcxhefa,1-128-537-1772,Varian Medical Systems
Mmvkukgkpfx,laibvrntocwdvjpurzxcfkcwohueqfvoxmpaycf,Eolvhrogmbwtuogcxwnqntp,432996.0,3.0,3765059.0,,O,United States of America,335.0,Welkakpirccenyrm,0.0,93.0,M,7.0,Los Angeles,Q,Hox10292,GA,Hoxsuv,1-340-166-3025,
Omjamxlw,qsqddnqomirngqcyfukbtuntjiuofmgxfuxmvvgkqxbcdbxoodnkqpxutrgd,KZPATZQSQCQNVHQXLKCFXMH,477487.0,2.0,3042330.0,f,R,United States of America,676.0,,0.0,70.0,M,1.0,Hollywood,,trf10293,VA,trfdobild,1-979-222-0743,Jones Apparel Group
Ndyruwuupytw,Kljrkqwaqzqkdmqidmojmftbtuovmrd,Zcexffhjuv,223352.0,2.0,398098.0,m,O,United States of America,775.0,ytqlcfujkmnasdhqb,5.0,45.0,M,9.0,Fort Collins,V,Vna10294,New Brunswick,Vnaumbjcyhb,1-392-567-8212,
ISOCPR,Vvnupkxoaknmgjhqgjijmokhropuoklrpufvnwjioataxqojdiedrbi,KCZOPHYIBYKQMPQEDJUCOMC,401127.0,5.0,1459101.0,f,O,United States of America,599.0,Jumzow,5.0,25.0,S,6.0,Providence,,mcr10295,HI,mcrwuzvdoqgboyiii,1-455-518-9563,Beacon Roofing Supply
ERMGUQDUU,Bmapsqjpgehbmzhatsqhsjprwfzqcvfgzuguqbalvgiepjevojyyiopgawzwfvurzkko,Dchyvmccaydvybjxrnj,213534.0,5.0,1358996.0,,O,United States of America,743.0,IWQCCRRLTWA,0.0,55.0,W,6.0,Overland Park,,Fay10296,SC,Fayvkrw,1-874-304-1355,Volt Information Sciences
eurnt,JDROVNQ,AKZSTJWJRABHUOKRRR,38680.0,4.0,3000931.0,,O,Canada,644.0,Qyxmywatqmfqtopkclelubylrcemrssbptcbweudmmodofapmwyycqejtfjdfpr,5.0,16.0,M,2.0,Glendale,,sde10297,Manitoba,sdejkgvfyhjgmxkvmsavgdnu,1-043-090-9448,Fred's
Vvdqejrin,Zrddrqajmiwhvzabocuutvwhcnbbpcduzyjnbytvukvwcwigrpgsqkivosghnytcgukekn,fxvibugbig,31504.0,5.0,2923214.0,f,O,United States of America,506.0,jfkwffhrvapoknqauozdkokut,4.0,80.0,M,2.0,Alexandria,,Wwl10298,WA,Wwlgugczspxudntrtjqbl,1-017-432-2881,Goodrich
Hlsveibblyd,,FTBVDDGCGZJTQJOPFSHSHWAKNTRI,354937.0,0.0,2283233.0,F,O,United States of America,364.0,NMRSIEKTEMUCEYLBDMEEHSDLJTNQYQAVFMSNIRTCQDXRPGQEZPQRKEOSRDUJUJXU,4.0,51.0,U,3.0,Kitchener,,Yqd10299,GA,Yqdpaqkb,1-915-026-8498,Enersys
Cuxajdrhppvz,ZVTPMHJLISRSRMTIDSKHXFLBIGFKTMFRYMFIVHHNQUUIDYELVACHVRQQSWHODPTZ,Nrwugodfahgazniimtkblp,120173.0,0.0,2029826.0,F,O,United States of America,629.0,jdpoawqlshvozoznkycnnigfgzwmhnaarsotzbgoiusgflrdjmxikeehmkahfmgfkdbgf,0.0,43.0,U,9.0,Lincoln,V,Qux10300,ME,Quxmliuuyjxndrzodtjs,1-498-930-4567,Watson Wyatt Worldwide
Gztmsgbi,Zekfrcl,YONVTUVGHUFBARLOWULMKBGJCNO,119606.0,2.0,3379446.0,,O,Canada,404.0,Mmcpvupftdbmcbwuzaztcwinmtladnmtrgowyrfbearyadyg,5.0,36.0,M,3.0,Ann Arbor,,TGM10301,IA,TGMXMQLMMUTASFYWUTJAW,1-318-775-6031,Fortune Brands
Kffznrootti,cxuutdvosfwzzphsloealvvgcmmboqbzhbgrnkco,Ykhubhsuudztoydxvnhunvjzvmi,473204.0,,3317149.0,,O,United States of America,361.0,Tcjtygakngt,0.0,72.0,U,8.0,Elizabeth,,byt10302,OR,bytrogeesschtlflxlodxnxbpd,1-294-940-2458,Electronic Arts
Fukdfx,VYZPQCFOBCSHDWRYAOYKIFHKAFNDKKCTDUTYWQVOSHQVMEJMKVUGUGVZANHAKNXHNBJERHHM,Wbsanfke,220189.0,0.0,527327.0,M,U,United States of America,325.0,JEHTMPUNEXDMSSUHHBXKVUYOKWCJGACTBHOIKXJKTXQAHSFROJ,3.0,,S,4.0,Springfield,,dzi10303,SD,dzipwikegf,1-350-669-5303,Bed Bath & Beyond
wvqtfhnfh,FBFYJCYX,ozluwvqvqukhuonlvfu,216199.0,3.0,2963048.0,,O,United States of America,828.0,TUBLITGMQAMZHDGOOXQSDRNWVFLOGRYISVRNLTINNUDFF,4.0,96.0,S,9.0,Charlottetown,,Jva10304,CA,Jvadgnkegugy,1-920-790-3833,Crosstex Energy
btyjhoyfb,Cqhsqsltsyitghtqpkrpdmxkuicoyouehictkogwifsbrlyphugokihtkclitjsjl,Fxcohhuoyfmzpmlcz,317544.0,5.0,1316666.0,,O,United States of America,420.0,IZWAFKHMFFADVIU,2.0,16.0,W,4.0,Elizabeth,,XAX10305,Alberta,XAXLXNKR,1-913-949-5843,BearingPoint
Ahanabuysffs,Raclxlvvyoixdnjtcvlfhakrvifyebiismdmsciircogefvwwbfhsgqgstvyse,SWTVHGSCVTEKBSHCIRNQNC,328235.0,3.0,2318998.0,M,R,United States of America,465.0,jtcgeywchtiwuiipeumccnpkhlrmrotwmmgzslxyrubb,5.0,59.0,S,5.0,Providence,,Oyj10306,KS,Oyjeljir,1-625-232-1467,
ZDBXEELQ,Tlgqbadulwlgccalaxhcjgqfmoevpjldvuuwgvynqnsu,VDDHBBDINHZCWJMHFBIPMRPUVC,307637.0,5.0,883453.0,,R,United States of America,771.0,Loueavrjuriggioyrxmxjezqqjjwjkypvjqigzfqf,1.0,6.0,U,2.0,Detroit,X,zbx10307,LA,zbxdifgpwjyprbzobphmswto,1-253-192-9819,Intel
akpbuefov,whvqozlqxessloeeqfuqpsaopmgbqoahjrdfoxsrklhofgawmprakcikwdnqwjdtdcysrnocbzhwfwcq,Bhheebikleyhghxhoiwevecpnac,449834.0,3.0,2037517.0,M,U,,717.0,blfvrnbeghcxlpkyfwesnvmi,2.0,95.0,M,10.0,Sudbury,,qph10308,Nova Scotia,qphvf,1-101-717-4949,Electronic Arts
ARQPJVVAG,IUICYQBODHHYHLTCOYYOIJJJNJWFHSR,Rudcexiihfohvcnbvhmpcgech,174691.0,4.0,,M,O,United States of America,710.0,RGWXKDALBEGUIFZJQACBYVL,1.0,35.0,U,10.0,Fontana,z,PJK10309,MD,PJKVCRF,1-132-426-9783,Beazer Homes USA
EMRFDWTHLAHQ,,Dwhcdslzstqosgvjbkz,389627.0,4.0,3591541.0,F,O,United States of America,359.0,XOHWNQCATHMHMQ,0.0,29.0,D,8.0,Paterson,,Ptq10310,RI,Ptqmqsdshyldshh,1-582-685-3313,Tupperware Brands
gccyjvwuonj,MWNCNORUZEBJXOXVWVCHRMHOAUCL,WTTOKKIKSBXHJZ,125434.0,0.0,1288257.0,,R,United States of America,810.0,Luzecyflgpixwjqj,5.0,55.0,D,6.0,Independence,,QLT10311,Saskatchewan,QLTLDZBSPOSBQQPGZVDQLAJ,1-031-339-5975,Vulcan Materials
XCGWBGUUZOZD,Iqifigghurncuwvuvagsuetdhkreifgzakdsqmgqwhoxbca,SKVZCUNMKQWTNMZQPAIKW,356850.0,5.0,935104.0,m,O,United States of America,661.0,LSWBYXAGWEBB,2.0,65.0,U,2.0,Minneapolis,,Jse10312,AR,Jsevxpsak,,Cablevision Systems
Pkxvpn,Ochhdnfjdqemotyaxdllejddggmxstquokbknvbhtiemqxlfjjxlcbbihodijug,Dkcakom,,5.0,718332.0,,O,United States of America,639.0,Agqhptvfvp,4.0,6.0,S,8.0,Charleston,c,hqw10313,IN,hqwkidhhkdnnsnexrbqcgfwtmmrwf,1-523-145-6138,Ryder System
Atebravgy,RDCUPDEXZBBHVBYSGOHSWSULVVLWAHRETYSFSXNCFLIVEGWA,Dsnyiwqzomte,276764.0,1.0,235965.0,,O,United States of America,458.0,Nqniqkdjnoqrzpikfufbaacbaxmaafxhrklyvighwgdyppmimscfspcikdhotmaubeixjnc,5.0,63.0,M,7.0,Livonia,d,Lpg10314,Prince Edward Island,Lpgtbwvwdqpsqpqrszidhnqzxxllxm,1-749-501-1692,Hanesbrands
JPJPNS,Auyfghifrxgouciozezoxqukitopkhbup,BNZUEIBLIGHQRV,113138.0,0.0,152544.0,,U,United States of America,395.0,Ednyagxeqxizgttdnhcfrefp,1.0,20.0,,,Detroit,W,Tla10315,Prince Edward Island,Tlaiykfiwnivqzkfjnlemxvgqt,1-575-129-6524,Western Refining
dwggwcqbhx,rnwhnmazvpbsaavvzvmwayfeailpwxzkrcrqbqiqoeyew,ecndmqskzhwwatvvejsiptik,304274.0,5.0,692004.0,M,O,United States of America,372.0,fmuljeljgkobqwmyho,4.0,7.0,M,,Norfolk,I,ONS10316,UT,ONSNBGMDZGNPHYVGMSWZJDN,1-113-661-9093,Flowers Foods
,Fjjxogwuzevwulplekxmzltyors,KERKWI,409138.0,5.0,1263478.0,M,R,United States of America,590.0,iwxqesvtjifpzilhlpwtjygodpbscoljofgdsbailyia,3.0,57.0,S,7.0,Tacoma,,Ukm10317,RI,Ukmyxtmwbotnacgee,1-529-338-3011,Family Insurance Group
,TAFHTKEFKUGXLGLTZECQUQQMFSKHJLXLQOHFQZERZRTV,xvufgbtupbpinooaeqiwlxsxijou,169215.0,2.0,2451725.0,,U,Canada,644.0,xzugfobxwarqmamvdgzjdbqvkfwpgtriolbmkfpkthoohbminqvbkmmflzoluhvmyjmpppsvrhhxxidr,2.0,31.0,M,2.0,Toronto,M,ekn10318,CT,eknghrpnd,1-251-128-1614,Wyndham Worldwide
ybsqe,Nalfy,Frzshjyonawmdpkxejxdd,183997.0,1.0,2572155.0,M,O,Canada,,,5.0,47.0,D,5.0,Kansas City,,tle10319,ME,tleakxczb,1-167-231-5244,Convergys
Uobrjrnqh,LWHLVJETUVYADXQDQCBQRYIFPSHGTFCAZPHDPUNHLYPSGA,Qvsfvwrklpkxyycsazczssonxji,305712.0,1.0,3017947.0,,O,United States of America,394.0,Slruciuqxjigdapaqxwumjcqmucoovrthqeaikbunhhbvxcxhxtosloywruozx,5.0,30.0,W,,Hilo,,YXN10320,MN,YXNBF,1-746-577-8502,Baker Hughes
qdgxygs,Xjlwwrmdfagoffozgchrqbgiwgdfsrukiqvjezlhnxxmwruvyhhfuo,ebnyosgftrctfunaaq,370852.0,5.0,2583073.0,,O,Canada,566.0,Tpjlqemejnjoyvjcqpq,0.0,30.0,U,2.0,Durham,q,Zzj10321,CO,Zzjspincoyqehtjrjfxu,1-509-447-2508,Enersys
PZOPDBESO,WVCFVBYYVAUVIMXDXLDNSHIEPOCXRPDYERVVCZZMBQHPCAFZGGCMHSCJPEASUXBNA,BVMRIULUOLOAM,61789.0,4.0,,,O,United States of America,398.0,Rdchkohwwugmrihdmcejpzrhred,1.0,86.0,M,9.0,Costa Mesa,v,Mcw10322,Saskatchewan,Mcwmijdenc,1-307-390-6887,Mueller Water Products
Rxjphrlr,Vjbnepxystjpagvlmxygrsjaamvfruneprxewugcgg,Lqhdqfiybhbucnqxusszbov,4923.0,0.0,245862.0,F,R,United States of America,484.0,uialriswkkdkzhxwgoohxfqoagpjlkuozrsgafezqsmcd,1.0,25.0,S,10.0,Mesa,,BJO10323,FL,BJOSCMTOXVDCMLKGKQF,1-444-903-6881,IDT
yhcvod,NGGTXLXYVDYCFRRLOABZMTEFNRVPNGGSOQHPNKDRSBUTVZKGLZWRGVQ,Kyykobrwbvcgsmm,125828.0,1.0,2719205.0,M,O,United States of America,616.0,,1.0,89.0,M,5.0,Mesquite,,Hrf10324,Newfoundland,Hrfqhfead,1-858-508-4426,Apache
pzpakanbch,Rfsrsjsrdogcjodwseqtjapsjbwhwdyuwtvddownuk,Hapkabenarthzygblqfvk,135487.0,0.0,1740714.0,,O,United States of America,643.0,Ovmdskhdsvigkjyrgodhofipyzxfavhxvjhycl,5.0,0.0,S,10.0,Palmdale,,Ncc10325,WV,Ncclmcivvceobo,1-286-527-3740,DST Systems
Batvyegke,PZCEMEEQEUCRAC,Wtnqbsxglojrbnxogqyagcxbuofo,195856.0,3.0,2637913.0,,O,United States of America,809.0,jkfvrjpcjwvemsrdyijherhwdnfknnnqijlqfxsovqykmefyus,5.0,18.0,D,6.0,Mount Pearl,,IZH10326,NJ,IZHXIBLPXJLTCSOVQFNAA,1-153-003-2570,Bank of America Corp.
Igipvlmbbfbi,Sxcheabppcgezq,fjtdeyhytxbiovkfrx,114169.0,2.0,727773.0,m,O,United States of America,421.0,nondwlnmomyquvqbrxhadgkugllsqmjgxnrhmxehaffvpbhhahsjeohhvewm,1.0,1.0,U,4.0,El Monte,,ltw10327,VA,ltwoswyvyyuxxklwrmniyirphuwl,,AptarGroup
zksnroorx,Vpgeittvpzfghyzcfwslvoacenouujzviiiiuvchcv,Jwhgqtvixaepnadkjohvnyprroro,,0.0,,M,O,United States of America,441.0,Jecwvweswmsnthkqfrbolwadbyyrywzsiyeedkwoeagvwbtnj,4.0,,M,4.0,Grand Rapids,,Erp10328,NM,Erpukydwhowf,1-552-571-2630,Goldman Sachs Group
Xjgkhonsdrou,LQDURDCCKUHRYWRAVLVGJMPGMHDO,tuabamybqvgszrkmpyejtg,7519.0,0.0,2183914.0,,O,United States of America,774.0,Zubtvaieyldqubmrszzvysljhsrcvtgaznmqhtcvgopbxwpm,4.0,90.0,S,0.0,Windsor,k,Ihj10329,VA,Ihjhif,1-190-154-2038,Electronic Arts
Tbjttynwvqg,FHRGUSTVXKMYULXFNUHGNYJKMKMHWPKBPANMFYLAJQGAREJDVLZVHYXGYHYWDCMSVTEPRVMBNJMJXTCS,XYSUPXMUDSONENB,238879.0,4.0,,,O,United States of America,543.0,Bminfhyyoeamwqpgmkawychgbobadrf,5.0,99.0,M,3.0,Peoria,,Dvp10330,OK,Dvpzxfgcgympjxp,,Constellation Brands
MMPKKR,Lkxawpyg,Marragvmbahnpcowijc,216087.0,2.0,1910630.0,M,O,United States of America,428.0,ZYPOTLUCWUEIKPRE,3.0,57.0,U,8.0,Pasadena,,Fvo10331,ID,Fvomjn,1-552-106-9068,Global Partners
Ondaczmnwxf,ucrmgwrpbkranntlremfvnbrilpgswgbs,xcphrvmflwekpvirgpsg,102912.0,1.0,,M,O,United States of America,807.0,Ddxbh,4.0,60.0,M,2.0,Fort Smith,,EAS10332,IN,EASQYJJACDHO,1-767-207-0142,
IFFMPCGPI,CAFXKUWMDMZRWHFOEXKBOPFRLESLLYENOCZXZFKYRNBPUXHFUBLY,dramllhzkuawhyhabqcbfvrqph,,3.0,2179513.0,,R,United States of America,799.0,Mnkndgmtfqhfeoucoerlppxrvecddgrjcsihtjrwpi,5.0,16.0,,1.0,Dayton,W,Khc10333,NC,Khczu,1-724-066-2268,Polo Ralph Lauren
Cchixqfr,Hubepwrgjsymcblrkolkptqemjlofrasodjrasmid,Zbcgwtroccemfyxeismixeca,141657.0,3.0,196241.0,f,R,United States of America,641.0,LXSXMLNDKOMFKEAGXAUFBXKXHINOZJHPTKXPVXFSBYFJTYWPEOWOQSH,5.0,15.0,M,9.0,Mobile,,Koa10334,NY,Koamvkftvvsozqxj,1-964-615-1655,Fortune Brands
Klsra,obprtswaqvddyfiimktrwrrgpuogxg,ZAYBDWD,57554.0,0.0,281132.0,,U,United States of America,377.0,Lmvuogdodqpust,3.0,87.0,W,1.0,Vallejo,b,haz10335,VA,hazweqijngdzgyrvvliozfwydkdp,1-919-806-1423,St. Jude Medical
kpryr,peympelgqbywcjatvxcequtrcdmdhgssbkezcciggyuvsffndviyeppvglhyfknawcvdvwxncujafkn,Hzvhrwtkcjlqvkgrbkdm,4825.0,0.0,3115635.0,,O,United States of America,767.0,Vxfwhqmdyuorailsrbimuczcsladhademfvhrqngrojbnqjjyjxwtuxbcdjv,5.0,84.0,M,2.0,Sudbury,,Ail10336,IL,Ailyvkuguabqb,1-361-273-7223,Rohm & Haas
SNURPVQTS,Hmuakgj,Okjppyxezwxlclavobkzrpskp,355454.0,1.0,1984970.0,F,O,United States of America,732.0,Snrmzeivwiqzes,2.0,11.0,M,1.0,Brownsville,r,Uuh10337,Manitoba,Uuhdtmgtsyjxdxubpnvxhwcf,1-720-046-2092,Family Dollar Stores
OAQMDGCBXJC,lrvvgxzbjrqhljtxqjuinruoupkkodullennjfchlgwsqfgowqhnrjgumjvunhxt,fjhnurwnsupln,,4.0,1559480.0,M,O,United States of America,802.0,Jdrxcraysvcwrcojwgfllmcvwmlaufprjwkgnvlfcovwolniaxiynrqxybyvkef,2.0,,D,9.0,Topeka,a,mwh10338,NV,mwhvuiaahsg,1-804-311-6034,Republic Services
emzhrbbmedjh,Kqqcknuqen,WFDFZJJGVXWNXSCQQJG,48574.0,3.0,392657.0,m,O,United States of America,490.0,Dhnijlswdlierzozpsmxtlmdwbubogyuluqceahikrcztfdtbbgkpkxsldahofqxpqvxqdgdmpt,5.0,61.0,M,8.0,Bridgeport,,Rrl10339,GA,Rrlzudl,1-433-384-7483,Moody's
,Ucxcgxjekmsilxpbvdewdhndpxrcvvqkgkdvfclypfhpqblfdhynrn,Olvvijmgbdnceglrqxmpycomw,132397.0,2.0,1940637.0,,O,United States of America,523.0,ATAPYDXEBGRCUQSBNLWFGDVSBACLZXFDUXTENUSGVHFFTEUZZDLKTOSNNGK,5.0,82.0,M,6.0,Fort Worth,G,NNQ10340,New Brunswick,NNQYTZTFNZHLJNYVTYLDQWF,1-663-672-2415,Crown Holdings
otmodakeqjsg,CFRXHHXCQJVZZCSLPHDHNTYPZAULVUOKNPHTUXWOKLWA,rilxdfatizxtplhn,262640.0,3.0,934030.0,m,O,United States of America,319.0,Ieuocwgexboqvktugkmtldvqjqcaneyecegylnvpqvbztvpbgxswgzlrsbahtlla,0.0,87.0,M,0.0,Toledo,,alz10341,DE,alzyklqinbiomxxdzjts,1-088-558-9319,Affinia Group Intermediate
Ggfhkewxaj,Krknpqicnvqnmkmkmtpjeyuwjtpbzygstcqmggwbkpu,npvxqamatjziritoeetoahbuds,427107.0,1.0,3762105.0,,R,United States of America,789.0,Ldcgutcwvhvborovegunkcvvntaynrbtugurfvrdfavsjskhkdlwpeho,1.0,76.0,U,4.0,Cleveland,B,Bau10342,CA,Baukzeuuacrxm,1-705-610-4310,Sun Healthcare Group
Piqbcsi,Tnegnkniqgobtaravginfrsmcodhzajjzlgnpqibytrgaczbwldvgldgkljhdlwznbwdnbrzls,rrharbtzh,129602.0,2.0,1338212.0,F,U,,329.0,Odziccoyrqmrhmqywefprjuqtc,,81.0,,2.0,Sherbrooke,,WXP10343,WY,WXPIHGISL,1-081-860-6404,Capital One Financial
Vebpsrgnm,JISOFYWXHGXVQFACQ,Bgitxoqtnelqvbhxneoxvpcje,342104.0,3.0,1096324.0,,O,United States of America,371.0,Ituodfjfxajisziutobmouktpwbteenlktmpcgcwvrkhsvaruocadcmpzsceeec,2.0,81.0,M,9.0,Augusta,h,Ohn10344,NM,Ohnrgtjgrzalkptlujejwjvdbcqk,1-355-319-1506,Merrill Lynch
aucgblujjt,kywmentjxglawecgaqiwwbz,SIXHXVSLIJKQETDF,82651.0,2.0,1614409.0,,O,United States of America,395.0,Gwsgybmzimmfaegpnhygjjujoty,5.0,97.0,M,3.0,Omaha,,Pbp10345,IL,Pbpdxpgefq,1-871-826-4670,Newell Rubbermaid
ocbivsmflhbg,nwhvwqftezsmbupschonunlolvqyowplrmppwoitqwpardvioigafcsyb,crzvoycfksvwlepkukbqfs,105275.0,4.0,2246040.0,f,R,United States of America,366.0,epvhtzrjnnfeyhpfutpwysqbhlxhczpfhwioggralovnolnyencehhtmwxpwruxzj,0.0,3.0,D,2.0,Fort Collins,,Jvb10346,KY,Jvblwnjckoeogxjwpjxkare,1-761-170-5202,Molson Coors Brewing
