AgID,FirN,MiIni,LN,AddLi1,NumCa,OORFl,AdL2,Gen,CreRa,Ci,NuChil,MariSta,Ag,Em,NumCrCar,NeWor
Wvj8085,vhwprzrfkegioafjxrhicxclolmlf,v,Wvjlskoytguobwnjqua,Joxsmufkegbkxuocvrhybticzugcvgxwvhwhomdaqrctraby,0.0,O,Aggrurmxfjdjmeamwypafobvaujza,,382.0,Edmonton,4.0,M,100.0,Biomet,3.0,1331048.0
Ajq8086,xyfcuxzmrkapwnxxlmskgk,,Ajqmzhfcnlgvspdewexcgnkab,Xnxucjbxfofslijmsvxmdosqmjblrvkcmteevqidjdcrkvrrjzuxbpqsyjjheilwaugxjmn,3.0,O,orsotk,,458.0,Santa Rosa,3.0,M,77.0,Penske Automotive Group,9.0,2961777.0
Npg8087,Bzsfxletcnudob,B,Npgcy,Xzuckuoxcwlsmucbikomgrqpyjtrecympmflwamimtbxibcltmnltecoafssjjfrdznpynv,5.0,R,epppsisshwtftmnpyjawhoxoppiptwadiwirmacbslstxmjygakpdgfubll,F,395.0,Winnipeg,1.0,M,77.0,Unisys,10.0,1014724.0
Wyc8088,Lffmzswjabkgtnimylinglrkxbep,,Wyczf,wprdkmdvsuaznscmvtcihccu,3.0,,Cugxezgrndwqnqdlc,M,393.0,Chandler,5.0,S,9.0,Beacon Roofing Supply,1.0,175998.0
Ddj8089,Wgzwnh,K,Ddjkjobsbjwlzbx,dyodgfzoqrbgkwqzipnxhoejeetanrbwjqsrkxolrajdwnejsxenlkkioterracopirehnkgwqgjxpua,2.0,O,AJGJP,,569.0,Nashua,3.0,U,14.0,Kraft Foods,3.0,1603482.0
pgw8090,Jzesaewkeaevsdf,,pgwifyqccowwmqexha,dmjcgftmwgkqslriaxvcwlsquyacvpcotanvpeuoeiaebuxamgwsncwashlpknuirtmactvxip,5.0,O,sbjoksfwbygdkiiwpavnfx,F,768.0,Norfolk,0.0,D,38.0,Belden,7.0,2940685.0
sic8091,Gqmyjtgzqnwctpgcgsi,T,siczafdkux,QBPGVSYQGNDRUEPKCQYOFUTRCQAQULOKLGTYQJVYBLCJYLOQCYBZPELBBANWLWNJAPMT,3.0,R,ljwuswttuomlgbhlpsfthojcirhrvyeemkktcvkguitlpnpcdrljkaydjlkxtmcsufyomd,,585.0,Fresno,3.0,M,55.0,Oneok,5.0,997874.0
AFP8092,Ocfkil,,AFPQVDWXHL,Vhaedpgbnkisdanvqevnhlwtwlaxystbspykkg,1.0,R,Zufopflpajwobstetjchjkdfkzxcnqllhqgfikbpgwmmdqybxxhcnoivensdh,,695.0,San Antonio,2.0,M,23.0,Cummins,5.0,1210663.0
ABE8093,Hhzlbgydkvfhpjwwlwzlrptsn,d,ABETTOQSUDXFTEJXWHVJE,Emtycdmgddkbyfissckibwntzotslwqbgtcdusftnxgrmvfksljostqsvtxrjgpgyl,3.0,O,,,560.0,Savannah,0.0,S,38.0,Whirlpool,5.0,2550067.0
Egy8094,Nlurbghcteceblhakep,Z,Egypomvbancbwzluentqofdmbr,ERJWXQYXMMWAHEKM,3.0,R,Izzgrkqtowioqholrlvgvdojkmsqqn,,574.0,Montpelier,,U,73.0,National Semiconductor,6.0,2539291.0
JPQ8095,kbnrlyadqcoa,,JPQTLCTGNEGYAVPXXGGMNQ,DQZSWL,5.0,O,tbwlgitsgecrkueihcqtmasbe,,376.0,Peoria,4.0,U,40.0,Belden,0.0,2469405.0
end8096,Bzekn,,endgioqanjrqwkpozrwuwinc,Fpqzdvzxqqdpuzelnpfguxdoorzhxbgeozjwbdgxccvrwbxnrntwjwacodr,2.0,O,vvrmdjpubppehovosdzwfqzyunkegmxthwufbsojkgiigbdolfjlgonasqlptljinoccvbvc,,797.0,Santa Clara,5.0,S,42.0,CIT Group,8.0,1975282.0
MXE8097,Dzyzwuisjdd,P,MXEOCUVPCLP,Prfrtbnsvprxspxvjwgmrjdg,1.0,O,Olinfcptrebmrzuvehauxptxuzlijedwubt,,337.0,St. Catharines,4.0,W,50.0,Cisco Systems,0.0,3414193.0
Amy8098,Vxkrgxvhgdbkynqontjtztdu,,Amyypkrutcuve,fwaggytpljvwwmadureror,4.0,O,,F,500.0,Fullerton,1.0,M,36.0,DynCorp International,2.0,716072.0
THW8099,Nwgiuocvaqbzbnvzkpyblicfqf,L,THWXQFOLVLIRTMFBG,,3.0,O,Gxsfnyvooniopvm,,441.0,San Diego,1.0,M,1.0,AmerisourceBergen,1.0,1939896.0
VOL8100,Rdnwqpdzeayvfohqv,,VOLITV,SVGAMDZGRWMFYTEJMVVTPKOJCBSVOSWYPNNNNTZVMSXFHBF,3.0,O,RIQXUJXJHGPVPEGVUKDNTXVPWNUPRQASFPGWIRROXMXIMGUTCXCNWOBWKABWUOEWQXRHCIGKQBCHGRDE,,457.0,Palmdale,1.0,U,65.0,Symantec,,803068.0
LPY8101,fvojvejfozwy,,LPYIXVLDKTVFXAJSWTTMXWLN,Piaotyvqwwjfraenxrxliphdkp,3.0,O,EAOSFHKIQOJANWBRJBGXGG,,445.0,Ottawa,0.0,S,54.0,Dynegy,6.0,2284224.0
Tua8102,ULUVAUCWQWBRPLPSWWSYJ,,Tuamnhcjo,dsjgeuomvwwywxrtqbmy,5.0,O,MZWIBFAKNHZCBUJWLUFANDGBOBJFYXCVCTNUWRJUVVEWHBICYVNDNSMTVAJFROQUAEEQRY,,332.0,Greensboro,5.0,D,5.0,Duke Energy,8.0,3097815.0
clf8103,PTIZWHFJQRIPI,,clfpmbcxgxyyfyiyscbppj,bqtlobcdujhhvgqvspmwbebgisin,4.0,O,Uwwwpjuwpusgtmudqprwhmogeamcienhsvmacivgdnnflcugiz,M,312.0,Grand Rapids,0.0,S,95.0,Amerco,0.0,3456695.0
orx8104,waatuodpwxsl,,orxeor,Hsuoegedtkoecjyaurncxbqbwyqvdhselieh,3.0,O,mfzcmnsltvxxfb,F,627.0,Erie,1.0,U,48.0,Enbridge Energy Partners,2.0,407732.0
Whj8105,KGCCGLSCNRNWJPMHHJMDSPKB,Q,Whjcxpatltrc,fcgfkgnrwgxemgrvwizuxbmnctcxbgkt,,R,,M,570.0,Chicago,2.0,U,90.0,Publix Super Markets,8.0,3440867.0
odc8106,Pydgctkjjweoont,r,odcwte,dcttneqeuevzjwmqukmrnbgfn,5.0,O,nzgesvldymoqfar,f,543.0,Glendale,3.0,M,68.0,,10.0,1045086.0
jcr8107,Ioilr,i,jcrlxobdsaxrzjtmxfugszkro,rfqnwndjgsmsojwyjhfuilnlgpjcomkntojzsawfdhgtgnkwjovltpksacsjwfixylpi,2.0,U,QUXLFRNAFJICWDCMUQTAMRNVYTLGYRXKHSESEXSRGANF,,492.0,Buffalo,3.0,S,,Reliant Energy,0.0,
SVD8108,HNNOCBXRPEMBXVDOOYCICGLQ,U,SVDJBZWTZIAERPVVBTBAAW,bbjlhrjwwiketdelrbusphguxiejizwro,1.0,O,ulylxvnqraxeigynwfxmeynflhrtenajmateetpgtilgyovkt,,818.0,Sherbrooke,1.0,U,97.0,,8.0,1715912.0
Oej8109,Cbfbnaaej,,Oejkmlvrzhcjiyicsqgyrfjpvnhpu,cwinagxujkcuqishhaouqqblafvvoavc,5.0,U,Urahihnhiudonxidlwyppfffnyprrhogqtslsxvaedxhpxwa,,687.0,Huntington,5.0,D,61.0,Zimmer Holdings,9.0,1134049.0
lym8110,untupnxalzsduuuvjx,,lymre,fhpeyfszkolwrjrnfiaowufykoqm,2.0,,Qzjuunadlgwmwlmgmmzntwrdhcm,m,686.0,Idaho Falls,5.0,M,67.0,American Eagle Outfitters,10.0,3926979.0
SNX8111,GAKXYL,,SNXYJ,Uqpkifxxrazwhcvvgdfvvtw,,O,ckkeaovihudslytvkggvbjfihmxxrlpt,,717.0,New Orleans,5.0,S,61.0,Newell Rubbermaid,0.0,3227952.0
Wwh8112,TCNRFCPAW,,Wwhlrydidqweaeheuvpkjxukln,Unmshdhgnrdinatnpiarezwkippyhfiomucbpnvlneinuhixxrttewbkmxroeeifloxhwuycc,,O,vfrupdaqsqdvkvbrlhkctxfpbfbzzsashpdfstzmuxizsmwlktmttyucndiaqmjchaywjwdcwuxonxfs,m,599.0,Overland Park,2.0,M,74.0,Allegheny Energy,2.0,2705339.0
Yzz8113,cnulepwhcfezowmfxtasfrnj,,Yzzidpvtknxbmhgv,LNFEKPURZRLVKPQTNBFMDGCGOIYAKXHFWXPVZEXOHPAWRVZUVRIEMCNWRWJLORUAHKHFPCKWMAVVDA,0.0,O,Umlyesndba,,547.0,Mount Pearl,2.0,M,83.0,General Electric,4.0,403335.0
Vib8114,wsxapq,,Vibsnwrlrcpkvuxegkipevevbc,Vdnmszdogyzyyluiacefavaeufohebzxdluksvqmihuhoetlpefbliwagsiekxgmhmtlnxfpy,4.0,O,XIRXDRCZKXNWPHOLHPPQCTIYMZXFGSBJDRODPWAPUWJOMDJUWCAPGBJO,M,400.0,Elizabeth,4.0,M,2.0,Belk,4.0,977058.0
Mvy8115,xjthwtaddqolpqiobfxjvxwxsugv,u,Mvyrvvxtpckdo,tphgjunlowgxntxlrvxxoeohaumjmvqcubirqc,3.0,O,Gzpzlpmtkjarmdwpywtfj,,688.0,Knoxville,0.0,M,62.0,AFLAC,1.0,1639703.0
Wgx8116,RGDNMTBG,,Wgxdhozmtdwwjadzwaaxjxdpdyi,PCSEXD,1.0,O,Ajhkngnpcdv,,432.0,Irvine,5.0,,45.0,Liberty Mutual Insurance Group,5.0,2678765.0
PKT8117,DZADJOQNFHLXXOOWMZAUG,,PKTPWNFWXBGCHWLNPMEEHHLNYYQ,Ubpfitkybrmsiajgtirazrrsvnnxbozpcsykdcxufleiktc,1.0,O,Omzkzvecsresuykrurklrhwndefbakigzeuquildokthobsfaujaivenuh,m,766.0,Oshawa,0.0,S,,Republic Services,7.0,1171157.0
GVT8118,vhvcxsiomf,,GVTCKLFSLT,Ocqziffwefubviadhlvmihtkbzhiwfcgcjlxqnuueocrkydabdqfwprkawqvzcgwnscvlkps,1.0,O,PFHXSVHCRB,f,533.0,Seattle,0.0,M,37.0,Burlington Coat Factory,10.0,3763406.0
KGV8119,Nnkiwbtnaiirnfmcjihsbgpqdjvyq,,KGVSKRDZEFO,TAAAIBMUIUPVWOTXYMVSDMMSTOJVMBZLXZKCXBRJYJXXDPVVU,5.0,,lxqgvfodovoqvtxgozhujjuncwfctvsvdifxaxrwasfcbuqfdbivqstdom,,709.0,Quebec,5.0,M,72.0,Newfield Exploration,1.0,
COS8120,CASKPHOQR,j,COSKBHUCZGLGTKZ,Haoadssqsvmhmitmhlhnksiimpsxgqeuoj,2.0,U,Ztwgorhfxfmjjkfbzwvlbokozlgjfvtkefjxcfqycmctscwlfoqijluopqporlzfjbaobmjsy,,648.0,Warren,2.0,U,67.0,NTK Holdings,8.0,1556212.0
Xfe8121,Ahpoebaly,,Xfetwoukaettvivvrxdrj,evavuzdylsheuqxhhmlghwqeysetzpooswcbhsifvijpqdklveougjgainjgwhpbabhyofwtuclsqj,2.0,O,egltbp,,662.0,Reno,3.0,M,41.0,Autoliv,6.0,3459747.0
wmn8122,Lijjfzzgekrottbogrdjlbojfv,i,wmnhgushpbthxkq,Jyaxiaqludkgkkgofhxzpgmkyxbdtegjvaenjy,0.0,O,Wahjlkzmqwpopwoycqjznsvatpkhbyvsgrasqdzydkcfdpqainklttaibbns,M,444.0,Concord,4.0,W,96.0,Baxter International,8.0,3650524.0
Nnr8123,Vhppsuitbbaazuhppyeedniubydsu,,Nnrgfkwocnhahg,Beajoaucevkuvtihjcrvgkjrpvpitwjsvscd,,R,RYSTFNSOFVZYTETPNVXQSBVWAXXKQZFBFWNMHPVXJSXBFIRCRWRDREHXHOJXYRSDPAWQZIIVPXQVYOCG,M,527.0,Newark,4.0,U,27.0,Insight Enterprises,5.0,3211158.0
aju8124,Roitowfrtsnxohhnhuutagwvknhvcr,,ajusxwtxzqdjzcgquda,,4.0,R,Lycathtrxdrrlnerxjwmuggwrxfrgdnfvlmrdtqfqkcrzftzyooqhvs,,351.0,Hollywood,0.0,M,37.0,Fastenal,7.0,193457.0
Ghl8125,TURCDQMCWHIKQTEUN,,Ghlbivxwfwtcybatswaexujts,Trqcvwmtgaotnuqdtxxwwpoahyniorwnngmzuhiwcdocpweejekbvanjqtmigynzaefsdrppdhtavppr,4.0,O,Uypnlsvbfhorurdstwgjrdaqjjmikwciijwaycmlrdgrfk,M,555.0,Phoenix,5.0,D,60.0,Sears Holdings,0.0,179287.0
Rgb8126,Hadkjcwgdrlehlqrweiql,H,Rgbxzaszogeszufqvvkx,Vgyhoqbjkjkhfghpslirpivfeppxwqxsrvunflqzecnrzydpejbiinuedblnxgorrne,2.0,R,,,399.0,Boston,4.0,D,95.0,Gannett,10.0,2476234.0
ISA8127,KZJEAWSIEEPORSVTXAGASXKDON,,ISATBRICIGTJHEXKIFU,,2.0,,CFWVJCCOFGYZHFOXKKOJNJUBZ,,517.0,Orange,5.0,U,4.0,Expeditors International,3.0,582144.0
qpi8128,Rqzkojjcaxysvaaonjdmlronmktgr,L,qpixqfggv,spephnzpawdubkqekjfffulnwnjibgbbthyftjhgpeeobskv,1.0,R,Bzlwpotvpflwlrk,,349.0,Little Rock,3.0,D,99.0,VF,7.0,3168117.0
Wpl8129,Esilfnaguxo,,Wplrnpahihw,ckgtrrsdagbiavotgydahzj,4.0,O,CKCDKXBGHAFMQQJOEHXVBKGCWSINUHJDIJC,,460.0,Tempe,4.0,M,40.0,Cardinal Health,3.0,577496.0
gwn8130,Ncuqemlwkcurxg,D,gwncnpyibilfoedexxjcqecfgit,Vdlvjzzjetjghejpkxlaoasyekhbcnfeplizhydifdaju,2.0,O,Odgdpdsogfwjsutfgrnrwitytyqrrbmfktudhnpwfwcdoblgsgyvcshhkehofcws,f,321.0,Allentown,1.0,S,26.0,Sherwin-Williams,2.0,2172666.0
EDH8131,Rxkwoworucqcmngvtwqwtehog,,EDHSZFQIYUUEFJPSRYSMSXDVEBSQ,BNSHBIJCMCWKXYFIJCROGKLVMM,5.0,,TSFJADMVZBQVWIYJWUSHGEDJZGJKXYCHEMVLKALUPKQKFRQNILPEPFABCXEFJBSXIWLP,,561.0,Stockton,0.0,W,14.0,State Farm Insurance Cos.,0.0,3310072.0
Hsq8132,Othsfexfeaquscun,N,Hsqumbsfurjlbxs,EHJMTJWRMZFYVACPSYTXSMGOMENXTNUCD,4.0,U,Xjrhmctrvtlxcirujuumzjzndguqcowqtttgwrdbsjtrzfacjvnxijfgezhfnonatggqtatkelqgoknp,,476.0,Santa Fe,2.0,M,7.0,Universal Health Services,5.0,2595989.0
HJP8133,Pnsjardt,T,HJPDOHMWEMKJBRJXFRJJG,Rxksgbwunremsexmhuunyadgraxtlnurdvmemofswhylcnsyubpoojbdhjfxtqzut,1.0,O,Wrsbgetdpcukrqtxsmmeldgfonlcwtvemqvaumfnfifuycerexchbeoeemzrkrondnvux,M,579.0,Amarillo,5.0,M,29.0,Priceline.com,2.0,3818938.0
Kmb8134,vlkhotavbfvfdydym,,Kmbikndlsgiqoeegwrhdvverq,jcmehnxhubkevzlwkebiqhbdyxcdmabeliqdnuni,3.0,U,Npouynetlvrzqyjqzhpt,,645.0,Mobile,3.0,D,14.0,Graybar Electric,5.0,1150303.0
Lgc8135,zmxoq,W,Lgceuoarznpw,Fheixrcnwxfswegxzxpyfbdqgcouzavrquskdtcoauuxftsyqfyhvccbdrldwnytmfnslbpk,2.0,O,Vpwupnycehnxjugxgnazspsevnylludhcakhwzdluswdvqobruivyf,F,616.0,Sherbrooke,3.0,M,79.0,Owens & Minor,8.0,3730088.0
DII8136,Mcnxqwthjfgravyhdbj,,DIIYCKKFGE,Jjtnpbgdfpyvwxqocatuaeitdfkwcqd,0.0,O,Gjqxgmqopfjacqsaiysxhqvvmcqymechajzctzuvldcpvtiryvrcqnispuitlntookidoirtebj,M,696.0,El Paso,5.0,,21.0,NBTY,5.0,2210512.0
Fif8137,DBTRJBKVCM,j,Fifckjehkgbphvdfydlmyromk,nauauzsoukidbpstadskargjjqc,4.0,O,Ztancthniyxotwiwdunybxhnwrflvsje,,618.0,Shreveport,5.0,U,57.0,JohnsonDiversey,6.0,117995.0
Jxw8138,EAECSSTGULBYXFUOLJVB,,Jxwliumdfseomeqnyh,jrtmoxyraiehkhawllcyfhbtcacrrahudhapzdfjed,0.0,R,lqdunnf,,820.0,Fayetteville,0.0,M,76.0,Perrigo,4.0,3717247.0
Zlu8139,Cwfvhjotolfdij,V,Zluye,Sxogdekirfdvsqbipsibwivfdoeabxaidspgwetxkgtlbcgmnmraciupsajnrmarhuejyjjak,,O,Qkvyuyrynwidswelgraiejrbossujdhmkrtvccmupywlwpjrz,,824.0,Corpus Christi,2.0,D,92.0,Annaly Capital Management,6.0,460103.0
Bdz8140,nazvygguwmpsrbkp,,Bdzawqbhlnrukfvtwydai,yywhaedwuwwrisqwmmgwrfvklnsskelohddnhtviawnzlkeguozbwgjtpbrqvliigmv,4.0,O,HXMATYCOSTIEFPSTVJDIOUDTYVGHFIOWQXVDJQKICDZCTFFEXXNQPMOUAEGLZOCAOMCAVOABJF,,519.0,Rochester,3.0,S,51.0,Williams-Sonoma,6.0,2525611.0
Sto8141,Emtbuhhzfrnjisoaqqeqberx,X,Stobrwlw,whcrtemuvlydcqlcbldfvsanrpmiydbsibawvjtptjjwpsvgkbnzenhvjmtn,1.0,O,,,768.0,Durham,0.0,M,49.0,CommScope,0.0,2592766.0
Wbn8142,sjotzqolx,V,Wbnhmiwbwuimkpyxptzbjgemwkwu,HOQGVRHAIDKANMLKPCPESNEFTKIKWUPIPZONPWDVINPMKPDOISNYTDSTMGCTPYPJELYED,1.0,O,Uijnqkdgisglgugwllcszovigvx,,458.0,Lafayette,5.0,D,17.0,Hanover Insurance Group,2.0,2460993.0
Cqe8143,ITMBRHINVHBYMGJWWPOGUVT,j,Cqelobbplbijwvdm,Eoqtskskbcmvfvtrulvkzlszksafutswlehepvvkdgnmmekzquywd,3.0,O,nftrcfdjomsj,f,825.0,San Antonio,,S,40.0,Murphy Oil,6.0,1543629.0
cdq8144,idhkhqcqxtr,,cdquqnugtzrkewwysihcoefgxvarl,ybmoezrmxpjtxnlezuhvm,,O,wbibvpbixvtqcfbrtctwaijqsuyhaliynkbvtlmpi,,850.0,Flint,1.0,U,76.0,Navistar International,1.0,3397241.0
Ann8145,Zxpelifjtmnuxyvgmwhopjgs,H,Annjwpizcr,Hnfvyoiwqlpbocysjugpfagzuoggylaidkvfbroqajupdvjdtizdbbfapdlcarhas,0.0,O,Umnzgviotddprypwoelxemzbemrzatdxltwnajlncapfqspbbnamdexmozqcrfzhdyu,,652.0,Gary,1.0,M,91.0,Ecolab,9.0,884880.0
LNB8146,Dfluy,,LNBZDKOZ,Mkgwbirqiprhpjzfhfnnknjufeoqaniyeswywbx,3.0,O,EGTIQHXKPWPAZCYYBETVASFHJPJFMZQDSPXGKPKJPABIZQ,f,350.0,Orange,3.0,U,64.0,,4.0,1944220.0
Bnh8147,CCOTTCISQOFPIRWVESMZ,S,Bnhmnihaqw,Gtetneioufdabtvhlqgceozblwyaaununai,1.0,O,Vvwovpxeynokid,F,719.0,Yonkers,2.0,M,,Plains All American Pipeline,0.0,1615708.0
Wwt8148,Yhgyslqvgyfrllccbua,,Wwtaelvbuvfxfvouvhfvkeuzr,RWARUCDRZXTZBXTRYIVNRDGFJMJJJIDFDXC,1.0,O,Sawfnoewzsilbwpbaauaseeutaxnpgmrfcnkhiwaxaercgypgozfhqd,,850.0,Rapid City,5.0,M,55.0,Superior Energy Services,,501558.0
gkd8149,JUKSIIQWPNBIWQFKKMC,a,gkdgvjkrefnleiwyrbbdslvmi,REPPKKHQGUCGHYXNPRNRTDNNOKGFJCYCRD,4.0,O,gdpsmkcfo,,616.0,Inglewood,1.0,U,10.0,Amphenol,0.0,146343.0
eav8150,Iqpmjnx,N,eavlobusgzugedtvbpxyhzke,znqoftenaqlcjaajxsiqrfhhwwrkuogxke,4.0,O,Fpbgshmtsdinpahnzxdbajkbvcxqkldreoooneapgdjgkwcqcilsaskpxjvueoknixcqgcoupemd,M,575.0,Rapid City,4.0,S,33.0,Foot Locker,7.0,651007.0
BBQ8151,QFKXNEMMQQUGEYLLPFPEPOMHF,g,BBQVTJMDIVVUKXMXVDKZWWK,Jdzgnchvynmefzfoxbjentagfquadbaqckgczofcgsbtyvedldknbecyaenqim,3.0,O,IJPQRVMGXJUKTLFGRSHYSUXW,m,,Anaheim,2.0,W,100.0,Sigma-Aldrich,4.0,3140982.0
Omw8152,TTAJYVJN,x,Omwlaxplnmktljwylppni,kzouughjbvziwspdulqlrcxmkcddgopfxkllctdhwbhgsdyyagdsheqegu,4.0,O,Qgiurtvzsapriasvuhkzc,,827.0,Anaheim,,U,57.0,Starwood Hotels & Resorts,6.0,1307980.0
GXG8153,kzlcafordxaxggitaxdhub,v,GXGVVFGDHAMLVDY,Kpfxjfrwibcsqioyzmddnm,5.0,O,Ilhmcva,,479.0,Boston,3.0,S,32.0,Johnson Controls,2.0,2349509.0
Reu8154,LOHFONNVQWLYWZHGJKNAVI,,Reuddvyw,Egboh,5.0,O,Cmredgodquvwebabntougazraue,,379.0,Jersey City,2.0,D,41.0,Supervalu,0.0,3811834.0
Bch8155,Odlukjgpxcsekxnxjeqrfipijgzpm,,Bchndedyber,gbuzgqbpxmosqacpmarlpwiissrd,2.0,O,Ujneriqtgnnrifkkaowsrpirvfexuibmk,,342.0,Fort Collins,0.0,S,85.0,Constellation Energy,0.0,946348.0
Sdi8156,Sowyjvkznq,Z,Sdijdhqtmqrjkymuqllja,HFFCTMMZLVABDTRFVGFWKIASABHVNOQGEMVJEZKKBEICUIBWDPSSUXLNKBMDRJELDCXTRIVJSVPL,2.0,O,Shpwrjxvntzwbxxhypdgyikajxxlxexgvqudvwtcsbjpdbtjcgiowamhfteifebprisv,,385.0,Huntington Beach,1.0,S,93.0,Ingles Markets,9.0,1279270.0
Ety8157,Xhgoxewtskybivszdbdqmofl,x,Etyspzjiznukeuqocyfwrbwjvxgusi,HQHXDHEXTML,5.0,R,Jcbirawrlipchv,F,729.0,Anchorage,2.0,W,99.0,Virgin Media,0.0,692721.0
Erm8158,Wvqshrozwenwxvglbv,,Ermsaaylmswzphwewydminxqlwk,Uiqobjjowvrpbcwpttdmambva,4.0,O,udynvqgpwht,,729.0,Bakersfield,3.0,W,79.0,TRW Automotive Holdings,10.0,3163811.0
KFN8159,Wtuuvfnzt,E,KFNAWOHIAZLTKW,wkbfpirmvpsetwbznionbhdfdwnilxdwufvnusvlkb,3.0,O,Jcogwdatnprspcrzhwxbqehhwvhmrlqvzezvqirlmpcqjtsrfdveodjrgmnbmyzuinisyebfxeveu,,348.0,San Antonio,3.0,D,11.0,CMS Energy,3.0,1824263.0
Aup8160,POCUJHLAKSIETAYJABBUX,,Aupnphhayvbejntnpqtenujvcgawjp,Nffdelnhlxedkhifoggkejkdkgqpcgniqsvishfut,5.0,O,UQNMOOIOFGUHGLQHZGQRQDNZXVNGHACACMPJASDRZBFKIHGNUJYCUUZWHWYDGGWGE,,380.0,Quebec,0.0,U,91.0,Spectrum Brands,6.0,55523.0
rih8161,Ftfwjexzrazy,Q,rihkjkmplfkg,Hpmwermwsfepkeqwvznsmpxeucrkbjsnzzjoorlrirrfpm,0.0,O,SVZXWRYUECHCMTCVEJOQVALZAHAPKYXNLIIIWGXPAXMTWMWBYAEBPPQPI,,795.0,Hilo,5.0,M,14.0,Darden Restaurants,5.0,1732468.0
uge8162,Ruqhrlo,C,ugebd,Emlxayivqnntzn,0.0,R,Zqueregsfwmpekrjavmbcuwebhsfghtjulhmtocgkegsfniaihwsfpxjwadgo,f,439.0,Casper,4.0,M,20.0,Avery Dennison,8.0,1119698.0
Yef8163,STMURNZB,c,Yefoxk,Fbbiasggcsdtnvtzchwykjmvieecnibveoslqskhkkttllovvsftygdfkzoxpmtcujuide,3.0,R,GEPUDKQQMXBRCAHZRVDAGTJFGUIVMAZCBWHVVWJPURQEROUTMUTPQVQWUUPOPQXPLBDA,F,587.0,Erie,4.0,W,7.0,FPL Group,7.0,1513665.0
Kfi8164,YXJYBLYAEDTRLBUIA,,Kfistvyxdauthhxyjdm,EKKTUXLPXVORNRGIQEADWZQKC,2.0,O,NQWVEXILESASTHAGWARSBPJNJTTUWPKUDUCOIOADUERUWDFPUVHGKVFMXWOKWVUQLMFRGUIE,,,Manchester,4.0,M,41.0,Simon Property Group,4.0,3750549.0
Rrn8165,Mavsoyptqxslzkppdhrmrhmcfah,q,Rrnsxuoiotroqwrrplocmazcbxpe,FHSTTVOQ,,O,KPYNGJTNHEDQZHMKOFFCDAWQXFUKNMDQVHAIKFNQGFUODFGHX,,473.0,Huntsville,5.0,U,55.0,Wyeth,,431599.0
pjq8166,ocnlbolmfrqjsahfgtjguwv,,pjquv,rinuczzqtfj,4.0,,Jagrvuwoaoltzixebjewqliojsprqddxharjyallggnuobcojjpcpqaaalwl,,579.0,Las Cruces,3.0,U,35.0,McKesson,4.0,10739.0
XSH8167,Bouqhytfotjddpbk,,XSHCTZPLJTUASLMRXEYDQQJHAM,GCUTBNQTVPAWONOQQXBRVCO,4.0,R,Wakzklkmjdwpiqzhqobnrawefgzqhpfjyrsqaueatmemypfquefbtwlfxmsd,,628.0,Santa Fe,2.0,M,14.0,,7.0,2431923.0
KHG8168,kzrevrqypzcyqju,Y,KHGXMPJE,eggcyb,1.0,U,IKOUGGYTGBTOOPABLFR,,795.0,Fort Lauderdale,3.0,D,63.0,Helmerich & Payne,0.0,3022855.0
pml8169,sgegdmtbimrkndtntkpj,,pmlbwjwdcdjznlwddzskslwoewzegh,AAXBQWXXAJZXQ,2.0,,Fczidofgxwijbgnbomltdrniftzfkxmncxpjuotpjhgvvuqbaxhizpswbdafvdcfstr,,776.0,Mesa,0.0,M,39.0,Dick's Sporting Goods,5.0,3143732.0
nfg8170,Oaloinvbvqtqwlrvz,,nfgqjem,FVWZTKXELPZWNDFWJWRSQVWXMTCEFBUUVOXTAMPLEPDXVJGLBHNBVPXMPKCLFWCLKQZXSJWWMSETCNP,2.0,O,RIXXGKUGXDYKKMTVKTDNOKWEYQMQIWEMQGAVYZHJAJZYPPFQMIVYXTVRB,,452.0,Stamford,3.0,M,44.0,,5.0,3379381.0
Sss8171,ICMIGBPNLR,,Sssumzpgcfnatcjsrcszetjai,Fvxytuuvxwsrnctlmekntdbyebosdhzcionmgqrcltyljehggrjbqbzojbjzg,2.0,O,XRFWXRRGIWTALHMKMDMXBEIHECBCHJIKTKZNADVHNTBNNK,,453.0,El Monte,5.0,M,5.0,Reynolds American,6.0,3356639.0
QUR8172,Ksdfwqkfvrfoolrdvrpzumdnxo,,QURXHBLNOUAGZNZIKP,ioemfmzyzwxvwsctgiblkvkff,1.0,R,rgovamjusizuvnzsvazjvoyrkgwpaibennkyfkyvmjziihxswcilsohjgdnlzdq,M,437.0,Mobile,0.0,D,52.0,BJ Services,6.0,2864358.0
ewm8173,Vfdagwrscwjmrtahspagndkqjlysky,c,ewmwuvwdgjaxihtpdrwvcnwavyr,Mjhgxodhbhyvaun,5.0,U,Bnpwhjcoicq,M,537.0,Providence,2.0,M,93.0,Consolidated Edison,4.0,2307534.0
qfx8174,Jxjwd,,qfxoosd,Expkuduugsjluydmxqkiadltaitnjlvgcmgbpuifmwcvki,1.0,,XJUJFHUPUISDCZPHZWPLMHNZUIKKSYADMEHAVTWUCDMCIJYFHPQQUEVJTZAGGARCWDB,f,717.0,Atlanta,5.0,W,81.0,Volt Information Sciences,8.0,2189380.0
