prospect_gncd,prospect_nmbrchldrn,prospect_nmbrcrs,prospect_ct,prospect_crdtrtng,prospect_ntwrth,prospect_gndr,prospect_wnrrntflg,prospect_nmbrcrdtcrds,prospect_pstlcd,prospect_frstnm,prospect_cntr,prospect_phn,prospect_ncm,prospect_mrtlstts,prospect_g,prospect_mplr
Gec12179,0.0,5.0,Santa Clarita,568.0,904205.0,M,O,5.0,arenym,Nwgsjo,United States of America,1-445-362-4479,,D,10.0,Emcor Group
ECW12180,3.0,2.0,Idaho Falls,759.0,1492878.0,M,O,10.0,Zqvffkesckz,HJJDVDQFODVXASRGQQGTSRZ,United States of America,1-658-301-5633,193974.0,S,6.0,Southern
Hep12181,4.0,3.0,Casper,411.0,,f,U,0.0,,hrcpzbusuvaodmqsd,United States of America,1-569-944-9830,201912.0,M,,Sonoco Products
IDI12182,2.0,1.0,New Haven,420.0,258320.0,M,U,8.0,qbymve,YHXTQBOVLIQMMKQICX,United States of America,1-787-301-7176,166582.0,U,38.0,Chesapeake Energy
elj12183,,0.0,Sherbrooke,811.0,156148.0,,O,9.0,Dykmqxb,Agfgexnznvupehkfsjgcqaga,United States of America,1-605-496-0661,483696.0,M,96.0,National Fuel Gas
Jwf12184,,2.0,Edmonton,779.0,3787797.0,m,O,8.0,gfhrm,shzol,United States of America,1-175-541-6752,466472.0,M,18.0,
bzy12185,2.0,0.0,Missoula,505.0,3047892.0,M,U,5.0,Oydajska,vkkdtuv,United States of America,1-908-821-3278,248579.0,D,10.0,MasterCard
Npc12186,2.0,0.0,Yellow Knife,633.0,710939.0,f,O,10.0,RKHHVQHE,mxrkzcxpxvgpeiekkzwvpjjfgote,United States of America,1-062-219-3780,362974.0,M,3.0,Insight Enterprises
Ewj12187,1.0,0.0,Richmond,775.0,689307.0,M,O,2.0,ucwhld,EPEGHHYDQHKWEZMVXPPCYATAODE,Canada,1-133-713-6636,291750.0,M,33.0,Key Energy Services
YZQ12188,5.0,2.0,Fresno,561.0,1541557.0,M,O,5.0,Fgwjyvvelbwg,Tdwebgtvdyhnaatjsrdfx,Canada,1-977-342-6400,493867.0,M,,Sonic Automotive
Evc12189,3.0,5.0,Louisville,740.0,3095532.0,b,O,4.0,UBTMIR,WVQAZTVPPJLXBY,United States of America,1-616-307-1026,434880.0,M,,Western Refining
cuh12190,,1.0,Peoria,627.0,2802031.0,,R,2.0,fcupnguy,Weyfjejzajsehyogvjceuox,United States of America,1-423-456-7282,,M,54.0,Marshall & Ilsley Corp.
Dgw12191,1.0,1.0,Yonkers,405.0,2117482.0,,R,3.0,Gplxyredj,Uryaafgxbovwaix,Canada,1-662-169-7332,198845.0,U,21.0,Church & Dwight
CVC12192,0.0,3.0,Manchester,593.0,1585706.0,m,O,,Khogmkq,Dynvwtngkjixib,United States of America,,135611.0,,,W.R. Berkley
Jse12193,0.0,5.0,El Monte,579.0,229594.0,F,R,6.0,WJVBAVVTBLJ,lswcchmgqvkhnsnnlrrsqkz,United States of America,1-209-681-6651,479777.0,W,34.0,Tenneco
Tar12194,1.0,,Irving,479.0,2713681.0,,U,10.0,Ggfoyarqeup,nycvdrruylszaczvgesblwjnlyak,United States of America,1-346-208-2462,373698.0,,48.0,Pacer International
Nad12195,3.0,1.0,Plano,557.0,247096.0,,R,7.0,MWAQS,Pjawii,United States of America,1-455-945-8060,52668.0,U,42.0,Warnaco Group
rib12196,1.0,5.0,El Monte,460.0,31180.0,F,U,10.0,bvuisxfqm,xefpdiq,United States of America,1-604-951-7616,172102.0,M,96.0,Kla-Tencor
wqs12197,0.0,2.0,Moncton,676.0,2226899.0,F,O,5.0,,LOUMPFMSKRER,United States of America,1-541-931-8731,53762.0,U,40.0,Thomas & Betts
Qxf12198,4.0,3.0,Henderson,588.0,2919511.0,,U,2.0,BTAIRSQIDAWQ,Txhdtsjrnaogrzsk,United States of America,1-521-807-6924,103196.0,U,0.0,Broadridge Financial Solutions
Igm12199,2.0,1.0,Washington,318.0,,f,O,3.0,RCCUIDQH,AFDYOOYCXVMI,United States of America,1-166-243-0923,337137.0,W,5.0,Polaris Industries
HOW12200,5.0,2.0,Anchorage,,2334594.0,M,O,0.0,pabggxle,dfyilojzgebnsvaerfbhjgqcg,United States of America,1-906-368-4130,38753.0,W,,Archer Daniels Midland
JRA12201,2.0,4.0,Flint,577.0,,m,O,10.0,NPJCCE,rvckglilespertjhca,United States of America,1-691-985-0241,368769.0,U,76.0,Advanced Micro Devices
NES12202,1.0,3.0,Reno,583.0,3793160.0,f,R,4.0,OPDQICYBHVKJ,Heakkeulr,United States of America,1-741-680-0780,379183.0,U,24.0,Greif
iwv12203,3.0,2.0,Grand Prairie,745.0,1116481.0,,R,6.0,Tsmwxabafkcg,Pjrocmvqlsbbpo,United States of America,1-881-425-5854,13484.0,M,4.0,Carpenter Technology
Kgb12204,0.0,3.0,Simi Valley,,2405635.0,m,O,8.0,Kukqu,Uljtoe,United States of America,1-148-334-7958,250104.0,U,80.0,Cinemark Holdings
vqn12205,2.0,2.0,Waterbury,792.0,1345430.0,F,O,9.0,UXCWP,adpufe,Canada,,317017.0,D,72.0,Popular
WIP12206,0.0,5.0,Saskatoon,423.0,1414682.0,,O,9.0,Dqqltigow,TJALDBWUFDFHXFO,United States of America,1-743-909-0960,408026.0,M,77.0,Humana
veq12207,2.0,2.0,Lansing,699.0,761024.0,,R,7.0,,NBTCTUSJXF,United States of America,1-790-995-2210,72785.0,W,66.0,Moog
Eub12208,3.0,0.0,Lincoln,793.0,3529716.0,F,R,5.0,VXSJIZDX,ellwgaceavr,United States of America,1-424-029-3950,344200.0,U,57.0,Coca-Cola Enterprises
xau12209,3.0,1.0,Hilo,708.0,402551.0,M,O,5.0,qjfxg,Mjbjxtjsqkhzxalegpvwjlhegirrl,United States of America,1-663-737-8437,163287.0,S,39.0,Fannie Mae
Ezk12210,2.0,2.0,Fairbanks,524.0,2383975.0,,O,3.0,bujmjyvyxs,Xptypqejrmtucyosirsqfkcnivlkf,United States of America,1-284-847-8516,476546.0,S,66.0,Noble Energy
Rwz12211,3.0,1.0,Grand Rapids,475.0,156372.0,,R,5.0,Ugicmuoap,Xbmlfslnunehiwlkcwhf,United States of America,1-932-002-4006,351197.0,S,6.0,
Jqi12212,4.0,5.0,Bakersfield,621.0,1925871.0,,,3.0,UZTFYGVSK,kncgvlyixgdt,United States of America,1-458-552-3785,410685.0,U,47.0,Watson Wyatt Worldwide
Fqk12213,5.0,0.0,Erie,364.0,1200732.0,F,O,0.0,KXIETWXJASCX,Afryeczsdk,United States of America,1-573-635-0257,163033.0,S,27.0,Goldman Sachs Group
OYA12214,3.0,2.0,Gary,406.0,580859.0,F,O,1.0,sulqmbipsyg,DLBDUEZBFAYQULJDODDZRNGRKKW,United States of America,1-845-177-6270,383409.0,M,65.0,Alcoa
Mua12215,5.0,2.0,Scottsdale,829.0,3584219.0,f,U,6.0,Awbauazogvli,Bivgrgyovfudytonqaihxorxtau,United States of America,1-526-761-6481,443283.0,U,5.0,Boston Scientific
HPT12216,2.0,1.0,Iqaluit,643.0,1945249.0,,O,8.0,Whoyja,Vfukciddzwverhamtz,United States of America,1-425-424-9711,,D,23.0,CBS
QIA12217,5.0,5.0,Nashville,416.0,,,O,0.0,Eihnsymvzup,ipdyrij,United States of America,1-974-606-8078,,M,68.0,Ingram Micro
Wti12218,3.0,3.0,Charlotte,473.0,2796483.0,,U,5.0,XCLLQBGWG,swafsqogrwdzqoaoaatqmhqxlfykwy,United States of America,1-308-988-8179,66752.0,M,31.0,Expedia
NMV12219,5.0,5.0,Escondido,591.0,,,O,10.0,Wrokdatdch,SZIGDVVGAATQOVFIGKSAVW,United States of America,1-864-604-8548,332456.0,M,33.0,OfficeMax
Yxd12220,4.0,3.0,Irvine,804.0,775100.0,F,O,8.0,WCONQVO,drfzwjgcncpwprymyqndooc,Canada,1-421-065-9548,473033.0,D,97.0,Loews
Fve12221,0.0,5.0,Fullerton,,2367113.0,f,U,0.0,fspqxfedlcpt,Oyywxjqcnfxsrkrdt,Canada,1-012-750-3367,324615.0,W,38.0,Conseco
bqo12222,5.0,1.0,Huntington Beach,685.0,1302714.0,m,O,4.0,pdbdgkvii,ELGZIRW,United States of America,1-416-154-8007,118303.0,M,78.0,Schering-Plough
isg12223,1.0,3.0,Warren,499.0,2084749.0,,R,7.0,Rdvfopdhhv,Zadbfnijltnxscltrrsllrd,Canada,1-571-624-5476,164382.0,D,88.0,Alliance Data Systems
Sii12224,5.0,4.0,North Las Vegas,417.0,923312.0,,R,8.0,MNEXMWSSPSO,qkjimnwokakcgeoszhcx,United States of America,1-686-563-1927,248149.0,D,91.0,Polo Ralph Lauren
Jca12225,5.0,1.0,Sandy,714.0,2432430.0,,O,6.0,Tcwzfqvon,Vgdixkoawacfg,Canada,1-725-337-9751,45831.0,,50.0,Best Buy
joa12226,2.0,4.0,Laredo,336.0,507864.0,F,R,4.0,Btljvsrgvpg,IUOEVNLOZCBPIDKCOECFBNPVWOZTD,United States of America,1-944-556-7766,317525.0,S,4.0,BlackRock
Mvh12227,5.0,1.0,Augusta,,3519269.0,,,10.0,Opsouzs,IBBOAPI,United States of America,1-637-305-5361,422793.0,D,39.0,Jones Financial
Hcg12228,0.0,4.0,Santa Ana,784.0,1883644.0,F,O,3.0,Amrxjhpfozic,KYSQVPSPAVFWUEMCJEQDBNL,,1-790-693-7865,244919.0,S,40.0,Regis
Chx12229,5.0,0.0,Berkeley,475.0,3071518.0,,O,9.0,wmzeuo,Dycnthikqdjxqtbwg,United States of America,1-085-597-7614,175758.0,M,50.0,DST Systems
XCN12230,3.0,2.0,Seattle,847.0,1416770.0,F,R,0.0,WVOTPWVTAC,Vpumeba,Canada,1-735-425-1545,158835.0,M,42.0,Radian Group
Mly12231,0.0,,Rancho Cucamonga,634.0,2552930.0,,O,6.0,rjegpgkppvek,Umqoetmup,United States of America,,111717.0,U,86.0,Simon Property Group
ZIC12232,0.0,3.0,Reno,759.0,2734980.0,,R,7.0,Rqlwowunqxww,Nonfcxrwebytwxqdhwfek,United States of America,1-321-399-0166,,S,27.0,Constellation Brands
Tsr12233,0.0,5.0,Omaha,573.0,3392989.0,F,O,1.0,ghjsmmjmmmnp,Zjsmnkh,United States of America,1-332-456-2627,156323.0,D,57.0,Express Scripts
IXD12234,,4.0,Colorado Springs,669.0,618606.0,F,O,7.0,Pwbdpxngcboo,RCNDQVKLRTX,United States of America,1-376-495-5558,470202.0,M,14.0,Auto-Owners Insurance
GUY12235,2.0,2.0,Amarillo,515.0,2543097.0,f,,3.0,Xrjbdbtkcjg,Urwvnwtwmzsapohlhysvxw,United States of America,1-840-836-8511,69973.0,U,83.0,Brown Shoe
KVS12236,,1.0,Las Cruces,332.0,3687736.0,,O,6.0,Ujiescuki,Yvpztajfquftnosyouqhibjf,United States of America,1-840-301-1739,48247.0,W,3.0,Hayes Lemmerz
LWQ12237,2.0,0.0,Regina,762.0,,M,R,7.0,GQAJUS,UYVKGLGDTYAKXEEBPQKB,United States of America,1-699-267-0354,117817.0,S,61.0,Walgreen
Lqf12238,1.0,1.0,Gary,,1434088.0,F,O,1.0,HIQRCAMXOTW,Chalpkggqxvairvj,United States of America,1-614-704-6730,297746.0,U,6.0,MSC Industrial Direct
Rpt12239,2.0,4.0,Abilene,398.0,3615499.0,M,U,2.0,Spkuucn,Dxwoqvyp,United States of America,1-762-816-9121,489458.0,M,12.0,Avnet
coj12240,3.0,4.0,Stamford,539.0,3583755.0,,O,7.0,ZVBYJWL,Ngwusqdv,United States of America,1-460-072-2169,463947.0,M,52.0,PNM Resources
Czh12241,5.0,5.0,Little Rock,708.0,2805623.0,,O,10.0,Umbmhhlmohtw,ENWSGVXBOUHXERZNFDSLIBK,United States of America,1-172-236-5042,305738.0,M,18.0,Corn Products International
Jbs12242,4.0,5.0,Providence,564.0,2125833.0,M,O,0.0,Bpalltakzs,Pmfmnhszhgo,United States of America,1-976-748-9268,394713.0,U,23.0,Guardian Life Ins. Co.
Igf12243,0.0,5.0,Santa Fe,837.0,717520.0,m,O,8.0,AOQPUJRZBW,uoentejuzzjmjpb,United States of America,,,M,24.0,Radian Group
fqj12244,2.0,1.0,Indianapolis,,2051903.0,,O,6.0,Wnhvwxhbjwm,EKJSPPTZNHTNNEYZYGXFMZBZMCJDVO,United States of America,1-918-403-1338,257468.0,D,1.0,Annaly Capital Management
Qhr12245,0.0,3.0,North Las Vegas,544.0,1970370.0,m,O,1.0,vwhxwfatcswl,Elvzaunxyjmhfidbzpiqocimitdzd,United States of America,1-118-224-3667,295961.0,M,68.0,
FAA12246,4.0,2.0,Sherbrooke,601.0,1668674.0,,O,9.0,Ibinopmik,Lgquptcvskormkmeaaievkzvdea,United States of America,1-784-800-4442,102029.0,U,65.0,Staples
Nef12247,4.0,5.0,Naperville,622.0,2393174.0,f,O,3.0,CDCSUULE,aeuosyvrlwlqtwguumsfa,United States of America,1-344-096-2698,247652.0,M,55.0,Unisys
meb12248,2.0,2.0,Moncton,795.0,3148089.0,m,,10.0,stssuzl,menksknkxjawmoofealguhhqz,United States of America,1-904-085-4794,186555.0,S,19.0,Wyeth
rkm12249,0.0,0.0,San Bernardino,484.0,880419.0,,O,0.0,Ovrtpelmsrwl,Gpcjjkpsinpixjv,Canada,1-911-754-0827,151602.0,M,70.0,Mutual Life Insurance
ypd12250,3.0,2.0,Elizabeth,,2027217.0,,O,6.0,WCBAWVULBQET,TCBFCOYZYRITNTNRSBGKP,United States of America,1-130-181-5617,260323.0,M,96.0,Assurant
Gcr12251,1.0,1.0,Colorado Springs,791.0,2989768.0,,O,1.0,Nraddpsfkov,Ytayazsocgxipvgzrnbrhxh,United States of America,1-367-300-4355,46789.0,U,,Ingram Micro
Ham12252,0.0,1.0,Irvine,303.0,1643977.0,,O,6.0,Kadbewtmg,Znxprouemhtv,United States of America,1-160-772-9584,360248.0,W,56.0,Lexmark International
Fpv12253,0.0,1.0,Hollywood,395.0,2081414.0,F,O,7.0,NENIOFQK,Lwubgzeqwbiehgaht,United States of America,1-830-350-0801,361464.0,S,79.0,Dentsply International
qgd12254,0.0,3.0,Mobile,686.0,2582386.0,F,O,10.0,DZNPER,EYZKNXEZPCTNJZKEQIUXWVTCWJSKB,United States of America,1-172-219-9219,131165.0,S,45.0,Country Financial Services
Mmf12255,0.0,0.0,West Covina,611.0,745540.0,m,O,8.0,Tdmzrwqrw,Ipucdnpjzxpinkskkuujhqa,United States of America,1-863-514-4059,468222.0,S,34.0,Humana
cch12256,4.0,0.0,Savannah,605.0,1556754.0,,R,3.0,gsrnogwtayr,srsvttriphhusfwi,United States of America,1-294-746-4175,69986.0,D,63.0,General Motors
Mkl12257,2.0,2.0,Thousand Oaks,446.0,3619771.0,,R,1.0,OXCNZSVORJMG,Theupsokjmtfbalixemfxe,United States of America,1-660-731-4243,133905.0,U,11.0,Express Scripts
Cuu12258,5.0,4.0,Buffalo,521.0,2476699.0,O,O,10.0,Wlxanqiqfl,Jpibxvfbwyhtx,,1-737-028-3170,125591.0,S,28.0,ON Semiconductor
SGI12259,2.0,0.0,Mount Pearl,561.0,384979.0,,O,7.0,Dzcaosu,Wulkxrerjncgwjhnb,Canada,1-032-901-2864,329007.0,M,80.0,Interactive Brokers Group
Dji12260,1.0,0.0,Simi Valley,348.0,3355184.0,f,,2.0,huuqds,Hjhelx,United States of America,1-711-729-3213,72809.0,,64.0,Phoenix
Zfm12261,,0.0,Louisville,743.0,921503.0,,O,5.0,,Fhiptxsukxb,United States of America,1-942-080-0051,157097.0,S,8.0,Cephalon
HHH12262,2.0,0.0,Santa Clara,524.0,517122.0,M,O,8.0,Xivabp,jbsjzf,United States of America,1-447-426-0512,306932.0,M,,Laclede Group
Vns12263,4.0,4.0,New Haven,761.0,3961463.0,f,,8.0,Hcpqxxazwlk,Dnaoisntnzimrkjhnhcffmiutsws,United States of America,1-458-424-3020,146058.0,M,45.0,General Growth Properties
Dno12264,0.0,3.0,Santa Fe,382.0,2804105.0,,O,0.0,Sqixebddwws,plpglinchhjmgcprn,United States of America,,129028.0,U,,Monsanto
SJR12265,0.0,0.0,Fort Lauderdale,435.0,3277048.0,,U,6.0,Ybkwyrqqylc,SWPLPVWXYAZZJMWURWIBCOVDFQLX,United States of America,1-790-473-6022,48169.0,U,46.0,Solo Cup
VTJ12266,3.0,2.0,Mobile,402.0,2971203.0,,O,4.0,Ukqlswgvpi,MMKOFNVYPCZYB,United States of America,1-505-924-5709,491094.0,M,68.0,MEMC Electronic Materials
Gsr12267,1.0,3.0,Boston,669.0,923080.0,F,O,7.0,Wtpaszitc,Jehrprtswwctufkbyit,United States of America,1-551-149-8734,156190.0,U,30.0,Gannett
Uyk12268,4.0,,El Monte,438.0,1005552.0,f,,4.0,Zoyhxqdwj,ELFPFILXHNKACPYXBG,,1-829-531-2121,210500.0,D,92.0,
SXM12269,2.0,5.0,Fargo,826.0,1851067.0,f,O,5.0,mjuol,Tclaovmtpraof,United States of America,1-621-209-7389,253563.0,U,16.0,Ball
ZQD12270,3.0,1.0,Iqaluit,556.0,3168123.0,,O,10.0,yssexxqks,Xdwkkzxmv,United States of America,1-150-322-9590,38683.0,W,22.0,Charles Schwab
ELB12271,4.0,3.0,Pembroke Pines,440.0,475083.0,,O,3.0,Ujppw,Kczopdfsrvey,,1-629-868-1988,398600.0,S,24.0,Int. Business Machines
MQH12272,3.0,4.0,Philadelphia,365.0,1610658.0,,R,1.0,jagfgcgv,Bfqqdgx,,,33993.0,W,38.0,Lennar
wdu12273,1.0,1.0,Las Cruces,446.0,359942.0,,R,7.0,Mknkcfdxtvxx,QGHMNRNALUXWRJ,United States of America,,50976.0,S,29.0,Iasis Healthcare
Vmo12274,2.0,3.0,Springfield,369.0,1436315.0,,O,4.0,Zkkdjcrrfv,RKWAAZOIBMRLMJXHXR,United States of America,1-708-876-4578,187595.0,M,97.0,Embarq
Vue12275,0.0,1.0,Edmonton,436.0,3850672.0,,O,6.0,Npvabn,iicobahpngbmvigg,United States of America,,237527.0,U,64.0,Cigna
aql12276,5.0,4.0,Bridgeport,358.0,93264.0,,O,4.0,AMAZPV,QFASLQDLVIUKZWT,Canada,,408665.0,M,40.0,PepsiAmericas
Oyt12277,4.0,2.0,Moreno Valley,778.0,3972112.0,F,,9.0,TVIEXI,Iqraukkvbivlawfb,United States of America,1-558-144-1963,496385.0,S,2.0,Tellabs
oot12278,0.0,2.0,Peoria,456.0,1783132.0,f,O,2.0,hdxwbvjb,XMVJQUVMMVGCFLYFRS,United States of America,1-852-976-8737,450003.0,U,86.0,PolyOne
gqp12279,5.0,4.0,Riverside,588.0,2990001.0, ,O,4.0,Mcikfpfjzj,Krtbsgv,United States of America,1-409-332-6355,467959.0,M,43.0,General Cable
SGD12280,1.0,1.0,Charleston,542.0,730252.0,M,O,8.0,cjjvfezoq,frmuslfvamijwhfnfpzapmsycq,United States of America,1-622-439-0390,320766.0,M,80.0,Google
Amp12281,1.0,3.0,Newark,806.0,,,U,2.0,FJVIFFQL,VHDBHTMRWPUXHQZQJOH,United States of America,1-069-057-9363,311474.0,M,85.0,Fidelity National Financial
CFY12282,3.0,1.0,Bismarck,394.0,3371755.0,,O,5.0,Qpkbaphf,kfsmwwcmuapugsrqfvid,United States of America,1-226-605-4270,244212.0,M,73.0,
ERL12283,5.0,,Chula Vista,550.0,488022.0,,O,3.0,zuntqfeswz,Vtgsjn,,1-257-713-9986,,S,84.0,United Refining
ucr12284,4.0,0.0,Lansing,592.0,1188396.0,f,,3.0,Frnmausbvb,cyhbwndslrqwfeogugi,United States of America,1-934-487-7602,115930.0,,76.0,Crane
Fkp12285,2.0,5.0,Hartford,537.0,,f,R,9.0,FBZXMGP,ONVEC,United States of America,1-513-685-0381,328375.0,S,25.0,Verizon Communications
Bkp12286,,5.0,Fayetteville,707.0,2185517.0,f,O,3.0,bkoohxjfbcs,itplaccxdlutoogkvok,United States of America,1-961-222-9395,253711.0,M,60.0,Public Storage
Ntq12287,1.0,4.0,Great Falls,579.0,1883164.0,,R,10.0,JZQFHUOJER,Djzainbfyxesjs,United States of America,1-619-448-5673,92046.0,U,65.0,U.S. Bancorp
hlh12288,0.0,4.0,Casper,589.0,3082174.0,M,R,4.0,LEEHJSHVM,HBWOFOMYEOPGTAVKR,United States of America,1-533-282-8485,454454.0,W,5.0,ON Semiconductor
Cwm12289,3.0,5.0,Toronto,845.0,2084740.0,f,O,8.0,Qcswmcg,Orsfdpftdvhxzeyx,United States of America,1-584-689-8226,166188.0,S,43.0,URS
Pgv12290,0.0,5.0,Fremont,314.0,305790.0,,O,3.0,mypleijbkcwk,Rfepwfcpvsdjxwjitzctstt,United States of America,1-393-407-2621,282983.0,M,42.0,CC Media Holdings
Ijl12291,,3.0,Bridgeport,456.0,2251427.0,,R,5.0,sfmcw,DRCPTQWLVKEOOMSZ,United States of America,1-564-152-2837,140876.0,M,6.0,Avnet
FSX12292,0.0,4.0,San Diego,661.0,842057.0,,O,3.0,JQPDPC,enmunefhqoqq,United States of America,1-261-694-5138,241059.0,M,4.0,Kimberly-Clark
QHJ12293,4.0,5.0,Tampa,507.0,,,O,5.0,knqqlcty,Aexqopkhzhbvanvnutstjmhczzw,United States of America,1-919-832-5314,,M,96.0,Precision Castparts
KEU12294,3.0,,Jersey City,758.0,2348382.0,F,O,5.0,DONNGJG,Flebqcdiimoymzb,,1-151-045-9104,194589.0,S,6.0,LKQ
Yiw12295,3.0,4.0,Gary,849.0,303969.0,,O,4.0,Ykzao,Ktbaxnxggq,Canada,1-718-904-3454,55077.0,M,90.0,
Lur12296,3.0,0.0,El Monte,454.0,426121.0,,R,9.0,Mfkpy,Jxocswvadrlshpskdhgv,United States of America,1-444-549-7034,162651.0,M,82.0,J.C. Penney
ocg12297,4.0,0.0,Sunnyvale,465.0,739970.0,m,R,6.0,Xfyszm,RJUXBWWBWSKJMUWYFESYSYPLYAJVDW,Canada,1-940-403-4707,162804.0,M,58.0,Airgas
Mis12298,1.0,3.0,Spokane,640.0,944292.0,,O,,Ppigbuaky,Vshzpqzer,,1-888-022-5606,179308.0,U,75.0,Host Hotels & Resorts
kvi12299,0.0,5.0,St. Petersburg,304.0,2697249.0,,O,1.0,Hndwr,SDEIK,United States of America,1-506-023-3346,210158.0,U,92.0,Patterson-UTI Energy
Jbm12300,4.0,,Fort Lauderdale,346.0,2222649.0,,O,5.0,Pdckfuswqfi,MTISJKRNLZ,United States of America,1-021-542-4665,415363.0,U,86.0,Dover
ZER12301,0.0,5.0,Oxnard,627.0,468140.0,f,O,5.0,,Wzvcttxbf,United States of America,1-396-239-9090,420836.0,U,6.0,Advance Auto Parts
Ljd12302,1.0,,Louisville,589.0,1950276.0,,O,5.0,Azrhdiiou,Wntdrpiyiwvlnauphmrnuitg,United States of America,1-471-782-7121,485904.0,S,86.0,AGL Resources
MHH12303,0.0,1.0,Mesa,809.0,1588249.0,m,O,4.0,Jjshqa,krumuubufpnecymvhdphbytbmngxq,United States of America,1-792-206-3227,98539.0,U,40.0,Southern Union
Rfb12304,3.0,0.0,Baton Rouge,531.0,3853200.0,,O,,Wgmlben,Iesuziijvhoagkoayb,Canada,1-664-659-5033,407049.0,,76.0,Flowers Foods
Xwx12305,0.0,4.0,Dayton,400.0,3906037.0,F,R,2.0,AMIQFTSEC,DQCGDHFWOAVAWTMMMQMJB,United States of America,1-370-183-3719,290262.0,S,41.0,Psychiatric Solutions
ehn12306,5.0,1.0,El Monte,324.0,,F,O,10.0,CALKVQ,pcxhjbzsakgdyi,United States of America,1-331-127-0336,280984.0,M,83.0,Cenveo
QQH12307,4.0,5.0,London,709.0,203616.0,,,1.0,xwurulh,Jhesnpwowlkq,United States of America,1-006-924-9297,408050.0,M,100.0,AbitibiBowater
Dmi12308,2.0,5.0,Mount Pearl,580.0,126249.0,f,U,2.0,Luhykbau,ymlkppdqzisibfhufxdmuqsiv,Canada,1-206-843-3630,405529.0,W,30.0,First Horizon National Corp.
avn12309,0.0,0.0,Plano,704.0,2622290.0,,O,7.0,Hhxdv,Yyogeqf,United States of America,1-763-778-6828,126262.0,U,43.0,Arkansas Best
Mrz12310,5.0,4.0,Fayetteville,502.0,2529787.0,,O,4.0,PVRJAHFAXVA,Npmpmuttydafovajeuofypp,United States of America,1-004-494-1059,98860.0,M,4.0,Ecolab
Yto12311,4.0,1.0,Vancouver,457.0,64952.0,,R,9.0,lxzhfhllc,jgtpjgjowumxzkh,United States of America,1-030-182-9671,37350.0,U,21.0,
WYB12312,4.0,4.0,Frederick,508.0,3764339.0,,O,3.0,LEVPWW,Sfslbqkbeiwoh,United States of America,1-758-089-6196,230290.0,S,50.0,News Corp.
TQA12313,0.0,1.0,New Orleans,531.0,,,O,7.0,Bskzwysi,uzegaonaehcldsblqykjdnafw,,1-013-070-2029,119956.0,,20.0,Publix Super Markets
Mpa12314,3.0,5.0,El Paso,,3880644.0,f,O,3.0,YGHKCCHW,Xmwgpzpzjmoquzbevf,Canada,1-632-661-7161,164589.0,U,56.0,Land O'Lakes
qow12315,0.0,2.0,Huntsville,,3926126.0,M,O,10.0,RIROAXTLPTUR,aouaqoaryufczdc,Canada,1-370-978-8638,182678.0,D,76.0,Delphi
Oxj12316,,0.0,Jacksonville,304.0,3417605.0,M,O,10.0,Ykmpul,LJZIUSEBTTJILMCCL,Canada,1-138-404-1013,351317.0,M,92.0,Lithia Motors
ckl12317,2.0,1.0,Las Vegas,817.0,457926.0,,O,2.0,Xxctzi,LJIWRMBMHUXG,United States of America,1-248-361-8642,160175.0,S,26.0,Buckeye GP Holdings
Prl12318,5.0,4.0,Hampton,353.0,2935217.0,,R,7.0,dcvdjkuqtwt,PMNNOMSTLFCNRQUDGIVOAOAHUQCTS,United States of America,1-671-685-3427,294533.0,M,12.0,
CUV12319,0.0,4.0,McAllen,741.0,934777.0,m,O,,Bpzqorlwot,Zcdimmpyudwvnbbssucydpxmrdpq,United States of America,1-394-717-9998,97846.0,U,74.0,International Paper
Ysp12320,3.0,4.0,Idaho Falls,655.0,3701481.0,M,O,,Ipbwyxwn,hifwjcuyafkwralv,United States of America,1-145-829-9708,335004.0,M,25.0,Freddie Mac
Fks12321,5.0,,Escondido,769.0,1637670.0,F,,5.0,Asapxipt,ITHURFPAGAIBGAAPDK,United States of America,1-357-287-8080,146440.0,S,8.0,Priceline.com
Ghd12322,2.0,4.0,Mesa,633.0,2335832.0,M,O,,Smydtaabhcrp,Kvjrpkkibkbhofchuzefehqor,United States of America,1-284-247-9149,316315.0,M,23.0,
Qlo12323,2.0,5.0,Rochester,,3956551.0,,O,0.0,feaapvyubl,Kesnujgzhvfijhgiboldqilscau,United States of America,1-413-399-2535,329949.0,U,43.0,Boston Scientific
JQG12324,5.0,5.0,Montgomery,626.0,3483920.0,,R,2.0,hcelekrdcjry,QLMPOEVZBASCVVTWHOBBV,United States of America,1-823-570-8842,449560.0,U,33.0,Guardian Life Ins. Co.
Qmw12325,2.0,1.0,Fort Worth,770.0,1518520.0,f,O,1.0,mkyelsv,PMKLTBSNEWSOOUROUAWNYTGXTQTRB,United States of America,1-591-654-1502,12309.0,U,69.0,New York Times
Jol12326,5.0,4.0,Huntington,361.0,3226297.0,,O,3.0,Rbaprd,nkrienwtmhzxxs,United States of America,1-404-280-1115,212767.0,W,60.0,ENSCO International
Txg12327,1.0,2.0,Oklahoma City,640.0,641413.0,,O,4.0,Vpkvxwzgkact,korotn,Canada,1-688-267-9579,67204.0,M,27.0,Norfolk Southern
Jnx12328,3.0,0.0,Jacksonville,775.0,1189583.0,,,1.0,hoigldk,KZEFOWHAO,Canada,1-532-620-4621,89239.0,S,21.0,Yum Brands
