prospect_gncd,prospect_nmbrcrs,prospect_ddrssln2,prospect_ncm,prospect_g,prospect_ct,prospect_cntr,prospect_nmbrcrdtcrds,prospect_crdtrtng,prospect_ntwrth,prospect_phn,prospect_pstlcd,prospect_stt,prospect_nmbrchldrn,prospect_mrtlstts,prospect_wnrrntflg,prospect_mplr
YOY7657,1.0,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,461444.0,8.0,Washington,United States of America,9.0,589.0,2621373.0,1-249-978-7278,Nobgu,SC,4.0,S,O,Int. Flavors & Fragrances
Gja7658,1.0,Ukwllcghntgqugnsgvuipavrllepqrfbbf,255072.0,98.0,Tallahassee,United States of America,0.0,380.0,1021949.0,1-471-716-6210,Mynrhpyte,Ontario,4.0,S,O,Gilead Sciences
rcx7659,1.0,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,255019.0,35.0,Mesa,United States of America,10.0,541.0,2444319.0,,aqobdfbeu,GA,1.0,S,R,United Rentals
IPA7660,1.0,BPENSONZGIJMQPDRWDCT,330718.0,57.0,Portland,Canada,7.0,474.0,362567.0,1-982-617-1421,jecwnfavowiu,VA,,M,,Convergys
rbj7661,2.0,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,245130.0,69.0,Las Vegas,United States of America,4.0,685.0,462234.0,1-068-568-6056,Nmemytq,KY,1.0,,O,Mueller Water Products
ebw7662,4.0,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,19691.0,33.0,Sudbury,United States of America,10.0,363.0,3936622.0,,Vqvleqweftl,SC,3.0,M,R,Shaw Group
SQY7663,1.0,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,13490.0,33.0,Sunnyvale,United States of America,9.0,605.0,2116904.0,1-772-155-4468,ABCSQOCHEHK,NC,1.0,M,O,Energy Future Holdings
nqw7664,4.0,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,90333.0,1.0,Birmingham,United States of America,6.0,394.0,63883.0,1-551-833-6226,NOQIRAGYH,KS,4.0,W,,PHH
Fyz7665,0.0,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,210200.0,19.0,Orlando,Canada,6.0,812.0,2747738.0,1-894-068-7775,Yqqldbrjvcqq,MO,2.0,U,R,Simon Property Group
Hds7666,3.0,Jtiwqtllu,195318.0,63.0,Albuquerque,United States of America,3.0,688.0,938329.0,,BSICQKYPBDT,OK,3.0,M,R,World Fuel Services
ksz7667,5.0,,486627.0,27.0,Nashville,United States of America,9.0,808.0,976093.0,1-942-682-4165,enurwe,LA,5.0,M,O,Andersons
Wzm7668,,Vwhjqdpbsxgifvj,142918.0,12.0,Akron,United States of America,1.0,492.0,2031908.0,,Qslfupidrch,Saskatchewan,4.0,,O,L-3 Communications
Xna7669,4.0,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,243364.0,26.0,Lubbock,United States of America,6.0,734.0,660066.0,1-316-836-0322,VEKXFJRNX,KY,3.0,D,O,CACI International
ugr7670,1.0,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,208343.0,2.0,St. Paul,United States of America,7.0,579.0,2777991.0,1-746-466-6593,Dbkoxqpx,NH,5.0,M,O,M&T Bank Corp.
Qao7671,0.0,Oivxztihdxtiymll,26787.0,34.0,Columbus,United States of America,10.0,410.0,3148815.0,1-306-508-0916,HPYTPNH,NM,4.0,M,U,Family Dollar Stores
MXH7672,0.0,GRBTZCPWVAXIEDLFBP,190609.0,86.0,Abilene,United States of America,7.0,743.0,3714775.0,1-049-405-9872,rxcbiltuvzyh,NE,4.0,D,O,Medco Health Solutions
KQU7673,1.0,yrwbeeazafrlhgevuujdmoayhrrtit,,47.0,Biloxi,United States of America,9.0,431.0,2203195.0,1-539-901-1797,jfrawlwjssge,New Brunswick,,M,O,Crosstex Energy
bxn7674,0.0,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,,73.0,Cincinnati,United States of America,4.0,805.0,3708645.0,1-976-507-8347,PGIUBMUAR,MD,0.0,M,O,Reynolds American
Opu7675,1.0,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,453308.0,83.0,Tulsa,United States of America,9.0,688.0,2954852.0,1-902-376-9596,rgqwzxsvza,WV,0.0,U,O,PolyOne
Ceo7676,1.0,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,251108.0,99.0,Oakland,United States of America,1.0,483.0,2421534.0,1-532-161-3458,qnxfnq,MA,,D,O,"Toys ""R"" Us"
DZH7677,0.0,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,128853.0,49.0,McAllen,United States of America,7.0,844.0,941243.0,1-943-745-8094,lfjtpka,MT,0.0,U,O,Sonoco Products
Ocd7678,3.0,Cdfhriutpkdafvnqaknxfagsycyedqxsyrtsazbklpawywxjscoudkhdxwwzojcskidtubekfgfh,486933.0,96.0,Laredo,Canada,5.0,436.0,3133101.0,1-162-078-3859,pyeiwbftpsck,NM,3.0,M,O,Newfield Exploration
Uyj7679,5.0,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,306545.0,12.0,Fort Collins,Canada,3.0,336.0,2070834.0,1-881-265-1012,Enncjsox,TN,2.0,D,U,IAC/InterActiveCorp
mhz7680,1.0,frxttcqtwmvcozbcgkzuhtqlxixybzxntwbuywlcvboycczpyxcp,7682.0,75.0,Sudbury,United States of America,1.0,688.0,2617194.0,1-781-682-4447,Lnprrdeegs,PA,1.0,S,O,MGIC Investment
Sft7681,3.0,hkoyjtywhpdhr,280763.0,29.0,Simi Valley,Canada,9.0,581.0,2752340.0,1-716-288-6722,PXRXKFTOX,NC,0.0,U,O,American International Group
gza7682,1.0,Mcukytevbntbtojyvvwfhtehrjkmqxqkainho,296945.0,4.0,Berkeley,United States of America,6.0,670.0,2611991.0,1-407-712-3659,Osanin,CO,2.0,,R,Health Net
Rem7683,0.0,Upjgbbciatadkkxsnnqbhrckqcwhvmrnixiwvfosomwpzipmndogviptcaejebeyto,176399.0,100.0,Santa Rosa,United States of America,5.0,671.0,3965576.0,1-747-143-2305,WWWMNN,TX,0.0,U,O,Mueller Industries
cko7684,3.0,Jfwccnzmfbvapnjdqjthwagblnpiorcwdgqdewyr,97252.0,45.0,Mesquite,Canada,10.0,352.0,3550405.0,1-522-074-1862,tsqtfhsh,IN,4.0,U,U,American National Insurance
RLN7685,3.0,rjxzamoqpqhaaaxieysyexzcjsydrkljzlwqrahuyziejjjlrowthbvdeiyznzoauevkfgcwwdf,320588.0,63.0,Regina,United States of America,10.0,317.0,1566093.0,1-867-195-7669,zwyuac,VA,2.0,S,O,Morgan Stanley
Qjl7686,4.0,Vcuqoxpqiagdsjlrlqdhdbwfvdyyehvbhxotjyaehcjzdxigaiwokkreeir,18284.0,35.0,Worcester,United States of America,6.0,809.0,1944507.0,1-272-128-3403,Gzgsvt,WV,2.0,,R,Halliburton
YNL7687,0.0,Lzqpctubshjhbonplyvbkpvwaiklmxnoxbvdthmysxujjhrsjhtpiqcgvewteibauxmteqkccfjetjcr,,61.0,Iqaluit,Canada,5.0,704.0,3250645.0,1-174-194-8365,Shirfkrfppb,VT,2.0,S,,MGIC Investment
qpi7688,1.0,dbbiipgceoxrelirr,80228.0,43.0,Little Rock,United States of America,2.0,411.0,2806218.0,1-067-296-1708,hwxcimvf,AZ,,S,O,United Services Automobile
Xxi7689,,lwkuslewwpqlmqtkxlfnaaloqcougorfnnscaqzzobrargrnzztbcocqahhkqqf,39672.0,98.0,Santa Clarita,Canada,4.0,431.0,2826399.0,1-688-092-7664,xqkaxa,NY,3.0,U,O,Spartan Stores
axi7690,3.0,Whwhamkhcfwxwwdzlfcnrqajwcfczohlpahjoykdulkwozthxvs,225036.0,84.0,Chicago,United States of America,4.0,362.0,91147.0,1-784-445-0301,cjeriaaeunmp,NE,3.0,M,O,Moog
Wqd7691,2.0,Ydjnahnxjekwwvlbedwtqekyuhomxxrwyjdcurodxdrpbqyicvnycoz,224427.0,,Irving,Canada,4.0,532.0,1036928.0,1-773-485-4247,Mhhqranm,SC,3.0,M,R,Century Aluminum
jur7692,5.0,Aphldmruwmbvrajtjkcnjadcaadjovfmwhcu,123153.0,18.0,Ontario,United States of America,3.0,442.0,2406965.0,1-528-873-2585,Ztrxdxr,New Brunswick,4.0,U,O,Hayes Lemmerz
NBX7693,2.0,qroliyuwlwkuquhoobibbvfubyjkpbqxuszyintthawnjjmrll,,14.0,Stamford,United States of America,10.0,677.0,3588199.0,1-952-933-5053,BVMLYNHCFOY,KY,1.0,S,O,EOG Resources
Naf7694,4.0,Gygrsb,353487.0,22.0,Victoria,United States of America,8.0,565.0,,1-882-237-0765,RBVXNHWO,British Columbia,2.0,M,O,Dresser-Rand Group
bzc7695,3.0,Yiaduiiz,145794.0,7.0,Brownsville,United States of America,5.0,365.0,2896930.0,1-762-453-2464,Wfmsguhdyyo,WA,1.0,M,R,Sealed Air
Pmo7696,3.0,Fudfpqtgptlrxzduhykgxruxmidsscscoxfjnhnmdatvmkeldfqaqyarmbiicwnkzenypfzwsurnn,142515.0,97.0,Bellevue,United States of America,5.0,406.0,312676.0,1-129-593-2017,Mcxklhj,AK,5.0,W,O,Blockbuster
goh7697,0.0,AKNKOVOODFQXYTMPKDDTGBXOVJMTLKQQLIZPTOKLZUVJGUZVADSDVAOIHDTP,414775.0,49.0,Baltimore,United States of America,3.0,774.0,16279.0,1-779-145-2680,Lypuhgeezbgp,MN,5.0,U,,Owens Corning
Jfb7698,2.0,NXFOMKMOB,125271.0,25.0,Cedar Rapids,United States of America,7.0,718.0,1536113.0,1-770-255-3860,TRKCEX,RI,5.0,S,R,Robert Half International
Hao7699,4.0,Qadpqpabca,,99.0,Huntington Beach,United States of America,2.0,588.0,184474.0,1-336-236-0201,Kihzeilpneap,British Columbia,,M,R,Wesco International
Dwo7700,1.0,IVLIDMMKUPBUAMMTZKKODCMSJIQFPAGHZSCIITYLLMSFTLFFGFLMGYPUMES,93761.0,44.0,Cedar Rapids,Canada,5.0,764.0,2971869.0,1-185-085-5742,pylzfutqftt,SD,5.0,M,O,Dana Holding
RJA7701,2.0,Usvdhflkxslnbtzzisdzvrtxahojfubansszmyjicqoxxv,397902.0,96.0,Los Angeles,United States of America,2.0,,2256728.0,1-957-033-0510,Bsclhehzobfm,AL,1.0,U,O,NBTY
Lph7702,4.0,Slztmsoqjhhpzvtlgmxdagfuspobctdtmqidtayndzcwufilvguwnazchjpowkypgjwlgoweuez,123538.0,88.0,Milwaukee,United States of America,8.0,657.0,2127026.0,1-485-740-9640,Ieyjqvfhges,British Columbia,3.0,M,O,Eastman Chemical
Rfk7703,3.0,,118013.0,33.0,Detroit,United States of America,,769.0,3476485.0,1-459-114-0867,Zuttopn,Ontario,2.0,M,U,Allergan
RFU7704,2.0,Jeppnwgsxehnwtfwftgi,45737.0,8.0,Nashua,United States of America,7.0,776.0,908035.0,1-671-499-0522,EHXJIUER,MD,5.0,M,O,Global Partners
TQH7705,2.0,fqsptuwgigbkjzqlzpcavlfufvyayzyjxpkejyntcxx,456999.0,55.0,Minneapolis,United States of America,4.0,343.0,,1-817-903-4786,ipazhhewr,IA,0.0,U,O,Fluor
Bbc7706,3.0,proypfxamoqniedghhqcbhnoljrpkdejieltf,326910.0,43.0,Columbia,United States of America,5.0,568.0,3054149.0,1-099-914-5598,vvwizqanbs,PA,4.0,W,U,FedEx
Yoj7707,2.0,Npryiyyucfjewtwffepmnkekuhubxqojvkpcglhfauktnjnttzprxagtflktxlasidrhsqjhwvlzaybx,166536.0,75.0,Garden Grove,United States of America,5.0,830.0,,1-102-019-9878,Lzxpul,MA,0.0,S,O,Polaris Industries
lvh7708,3.0,wdwypgswmghpomebfxyzdsvrrmzejobbmlnocvzpjtjngis,337347.0,66.0,Norfolk,Canada,6.0,812.0,248269.0,1-873-941-1147,Dwvezt,ID,4.0,,R,Torchmark
Zpr7709,2.0,Qbjvbdhukolhkvblzlpqvhoidbsxhjjidxewmpmeyviumfaknanhkawkqkicst,41345.0,58.0,Salem,Canada,6.0,489.0,1203267.0,1-710-953-4977,WQSZWQBE,Newfoundland,4.0,U,U,Alliance Data Systems
LMG7710,5.0,Abgxbgumkxdgtfxdnipqahoppnvqtycloripcjpwav,370209.0,29.0,Saskatoon,United States of America,9.0,845.0,3704743.0,1-789-825-2857,DWMXIPKTCN,UT,1.0,U,U,American International Group
WMF7711,0.0,johelumobsdscjxtegwoqf,343016.0,28.0,Boise,United States of America,0.0,735.0,3673540.0,1-179-937-7265,hrhbmmtj,OR,4.0,U,R,Mohawk Industries
Qov7712,4.0,RVREJBODDAQMNNKSVFCRGEEGYRFCHGQKZIJAMSVQCZSQXIKMEHHFOVJHJQFGKIOHOUNFHENWBEATHG,186990.0,93.0,Irvine,United States of America,4.0,615.0,982779.0,1-596-337-6757,EXIDAUKO,ID,3.0,D,U,Vulcan Materials
Vkp7713,,fviktddqlpzaihbnirmlzugjucssebcgjqwk,46562.0,17.0,Washington,United States of America,6.0,,2778471.0,1-512-224-7078,Wqhgxcfrvqe,AL,4.0,W,U,OfficeMax
SST7714,5.0,MHHPNLYPKALRGEU,98412.0,98.0,St. Petersburg,United States of America,,769.0,2585134.0,1-552-735-4638,Lwuvkzp,MN,5.0,U,U,Michael Foods
Fuk7715,5.0,Szdfmvhiydvlwhpmpetcnqcwscvrnbaih,436056.0,38.0,Torrance,United States of America,10.0,406.0,3591627.0,1-127-805-3262,htndjyvd,UT,4.0,S,O,Vulcan Materials
Brz7716,3.0,BTXEJWXBNTKNXZHXO,36008.0,44.0,Warren,United States of America,0.0,586.0,1819561.0,1-985-423-7255,Iadjghd,ME,1.0,U,O,
Faw7717,1.0,VJIXJQFCUTCUXUYATRICWNQEXFDOKVULJGBBLWBGAYQVJQEAREHYVLEKWJRBNN,417402.0,27.0,Oakland,United States of America,10.0,630.0,2857056.0,,,IA,0.0,M,O,Unum Group
Jtn7718,1.0,Lyljat,273535.0,94.0,Hull,United States of America,7.0,533.0,1393892.0,1-019-900-0927,kvcqpv,VT,1.0,U,O,Domtar
too7719,4.0,Qabwlgqrbidnenyyuvbgrhhvvrgw,445562.0,,Boston,United States of America,,328.0,759096.0,1-055-674-3126,MFRHTZKJ,MA,2.0,M,O,Sentry Insurance Group
Kcd7720,4.0,lqixcaatrhjqjovgxa,226333.0,60.0,Modesto,Canada,9.0,753.0,2288668.0,1-539-727-9817,BRXSSYJHS,Prince Edward Island,2.0,M,O,Constellation Energy
Yhh7721,3.0,Ekuhwjayuxqperlxnlmrymdmwtxaflbhscqyncomfhwbxhbgjolmyxmxwmnplizhomhjceuxbntzlxvn,,48.0,Grand Prairie,United States of America,10.0,512.0,3580824.0,1-125-903-5459,ijsdxorwqin,Manitoba,3.0,U,O,CSX
Adu7722,5.0,BTVDHAKTATGCRSNLNJIMRNEKOCW,,36.0,Phoenix,Canada,8.0,432.0,1681450.0,1-591-506-8069,Fuxiyfjtqevk,TX,3.0,D,R,W.W. Grainger
Kwx7723,5.0,Rrzywqvopgjspxdxcvbavgnmfzwgrqwccgvekosmpedjjojxvpdennlhtb,271054.0,67.0,Lincoln,United States of America,2.0,323.0,1592047.0,1-131-877-8296,Egxkelhxosoh,RI,3.0,,O,Kimberly-Clark
uzl7724,3.0,anaeppkooczdbqjqbkncsjyigtdewzxxmwdxwigprimlifrikliqaffedqqvcdfwmnzkfzavdkxa,64626.0,63.0,Shreveport,United States of America,10.0,714.0,3596545.0,1-716-805-3703,gmnioeblfn,MI,4.0,U,O,Henry Schein
UXY7725,5.0,Stltlktrzkoxogdnbkblwqfmeakmysqhlfzqcfhvuizenxftt,463945.0,55.0,Warren,United States of America,7.0,730.0,3093246.0,1-506-286-3588,Mdqarqysh,PA,2.0,S,O,State Street Corp.
FRU7726,0.0,Rerwaixnthnmubexctjvtjfcyxbgybbnktinjlsedjzli,159731.0,4.0,Erie,United States of America,5.0,346.0,3867919.0,1-427-982-9005,frzijg,KY,,M,O,Quanta Services
Bjx7727,5.0,dwchwkksmytmabvhrtrjksknavvfiiipophpbzkcxcrkbvkylijdjyvteuurdprxb,190805.0,92.0,Fargo,United States of America,1.0,,3245961.0,1-669-946-1808,Clktwlprka,OH,3.0,M,R,Marshall & Ilsley Corp.
zkp7728,1.0,bytlgbvuqbpxdyxtlsfiowxxcobig,43888.0,93.0,Wichita,United States of America,7.0,818.0,600366.0,1-936-581-5888,Fnbcpkispthu,AR,1.0,M,O,Oceaneering International
Lbo7729,0.0,Xfuwlnffqpdtapbkklpohkpwqsumdeulnwpwxhdzwchksififvwsrkhnsclnewjhp,34137.0,87.0,Mount Pearl,United States of America,4.0,623.0,1738979.0,1-740-256-2368,Gnczlyncstm,KY,0.0,S,R,Raymond James Financial
TFP7730,4.0,QVCJYXTAFGUAOIOXDMBDBDERUGMAOIVLBVNVVWLXXETPF,196885.0,44.0,Mobile,United States of America,5.0,742.0,454564.0,1-559-799-0991,Qrlsag,IA,1.0,S,R,Valspar
XKQ7731,0.0,Ckzlfaxlugy,206705.0,95.0,Phoenix,United States of America,9.0,378.0,3912268.0,1-287-631-2055,Bqzjycxovl,British Columbia,1.0,M,O,Live Nation
DQY7732,3.0,Mzcgtsgenbpkvrvcivatdmlzrerricchgsjwfrwigwqccodqcirzbamczbgx,337299.0,61.0,Fontana,United States of America,8.0,323.0,1966788.0,1-100-505-6436,DCJMXZP,Quebec,3.0,D,,
Ydl7733,2.0,Faarhmxaisozfaflppncgzgseppmdvpaxwxrmnowds,280247.0,23.0,Toledo,United States of America,2.0,684.0,985098.0,1-167-261-7959,rnvhdukwyktc,KS,5.0,M,R,Health Management Associates
VGT7734,4.0,Iqimsnxoqjlznmibgvgfawhyldnbyekclcogi,286206.0,16.0,Raleigh,United States of America,6.0,390.0,,1-653-504-0712,Pqvdcrnumij,ID,2.0,U,O,Wyndham Worldwide
Wwi7735,4.0,Hikomhxvajrtzayxgrsnkk,153656.0,58.0,Lubbock,United States of America,8.0,707.0,1053231.0,,SOMMLUWO,Newfoundland,1.0,M,O,Broadcom
OJF7736,1.0,jbhtombsbmqfattyurifuucsztlxwmevresb,379503.0,58.0,San Diego,United States of America,2.0,368.0,,1-388-567-1492,Hjucmacpoyg,Saskatchewan,1.0,M,U,Aramark
Czs7737,1.0,Ujdehjjsexrvbhfomsccrawxahwifviqraxdqkwrxctnsbjpalxnofkxaaucb,19124.0,21.0,Charleston,United States of America,5.0,534.0,3885299.0,1-801-318-0082,jxhbe,AL,2.0,M,O,Aventine Renewable Energy
Zpa7738,5.0,oepshgdeoddc,44001.0,66.0,Garland,United States of America,9.0,379.0,895008.0,1-280-292-5628,Izrbiiz,MT,2.0,D,O,Humana
Icx7739,3.0,ZXPOVKZTHDSOD,461564.0,92.0,Nashua,United States of America,5.0,305.0,101325.0,1-075-286-5992,jnvwcxmcygu,MT,3.0,,O,U.S. Bancorp
jmm7740,3.0,,313750.0,38.0,Fort Worth,United States of America,1.0,417.0,1279719.0,1-426-228-4128,AJLYHOTFBHX,GA,5.0,M,O,Analog Devices
saz7741,2.0,Ddwtyl,78185.0,,Sterling Heights,Canada,9.0,536.0,3779634.0,1-393-250-1404,Hptdnxadnxc,MT,4.0,D,R,Superior Energy Services
Ybr7742,2.0,qibrtlnduzqutxr,419102.0,66.0,Oklahoma City,United States of America,10.0,773.0,742822.0,1-130-076-0722,Iaahnutner,CO,4.0,W,O,Freddie Mac
ncz7743,5.0,,91366.0,55.0,Baton Rouge,United States of America,10.0,808.0,2761827.0,1-984-871-9500,cxiytr,Saskatchewan,0.0,S,O,Autodesk
WWO7744,3.0,Equkcsmqxxxwumxbxwwitywddorabylfivwqqwiqhhfddufmuvpgrqqhrf,433487.0,55.0,Rancho Cucamonga,United States of America,2.0,660.0,3749505.0,,eblgypzk,HI,1.0,,R,Shaw Group
TKP7745,2.0,emdfadfnncrqvdbxpaourggzglvuzwihcttgmcpyphwyykhdoyjxnckulduebzfggrkslhohhwafkl,394286.0,83.0,Kansas City,United States of America,4.0,,391566.0,1-203-707-3229,pjkbo,TN,0.0,W,O,Commercial Metals
Mqz7746,1.0,OCDRZHIRZHWUMOLKZSAUWWEFMXGRLXIDNSOLIKWFNXKNDCZVSKCPLXTJZVCVYEIPPTXPXEHP,189157.0,27.0,Long Beach,United States of America,7.0,346.0,2959021.0,1-297-038-0345,Ebgdmqzzga,WY,5.0,U,R,Laclede Group
Dqw7747,4.0,LLCYBWYMZAHHVNXDAZQHHIATPRTQTTODPADNLVQNFDJSFFNXCRNNBJXLFMOCPNMAEBDHYWLBPYZK,22483.0,11.0,Sydney,United States of America,4.0,475.0,2776296.0,1-669-932-0648,Oyykmr,OK,5.0,M,O,Seaboard
seh7748,2.0,ikuyjikfbjxooeeyesiqbcuwliopqmapqfxibiwdsvnfjwlutqcwqpqqniucjloupoiadljagbcyfz,298307.0,56.0,Evansville,,2.0,499.0,,1-801-131-4681,IAJOVENWI,MS,4.0,M,O,General Mills
Nii7749,1.0,Xtnlcxyfosoplfrnnecugbgwglddk,353200.0,54.0,Lafayette,United States of America,2.0,346.0,864947.0,1-340-993-5817,Diustc,FL,3.0,U,O,Family Insurance Group
Szc7750,4.0,Ujiqqwqfwtglgwzqdvagemvhylqgipmmwdnphwuijxkfxl,185208.0,50.0,St. Louis,Canada,0.0,431.0,1146468.0,1-116-138-8621,RUKHBIF,Manitoba,5.0,M,O,Brink's
Mph7751,2.0,Mqmfobaorinrwvshkrfyslaccjsmcmcwamxommcqtscnwnxzlynlwdmgdgewfd,17790.0,93.0,Erie,United States of America,2.0,823.0,1702447.0,1-094-843-5304,KFUIYG,NH,5.0,,O,Medtronic
Bvl7752,2.0,doalizpktnbwdftrawmjymfjkjapladoceyzrwowlxlmxcjelouwgbqjcdfblonhojlffbfexkrjseiw,59420.0,15.0,Sandy,United States of America,5.0,344.0,2293642.0,1-741-266-4363,,Alberta,5.0,M,R,United Refining
Nbu7753,2.0,,178200.0,92.0,Riverside,United States of America,9.0,709.0,1529653.0,1-961-736-5322,yopqwvbyr,Saskatchewan,,S,O,Smithfield Foods
Emz7754,0.0,Yghqixirlazenhgjhhmgvuqwkfioxijfufxxtpxylferwxndeqtdfivmglj,162738.0,22.0,Ottawa,Canada,2.0,,137515.0,1-098-038-9852,GXYSPJAIN,New Brunswick,1.0,W,R,Medtronic
Kkw7755,4.0,eaxyhkd,352913.0,25.0,St. Petersburg,United States of America,,354.0,2754879.0,1-648-057-3488,Nueqkmojpd,MS,1.0,S,O,Cabot
HCT7756,0.0,IUTWAYEIDFTNFAQONUASUNWTCTMFLQWMUZQRAXOXLQHKLMMTGLIJPNGYPMHP,288188.0,77.0,Fort Lauderdale,United States of America,9.0,,929067.0,1-827-164-1984,Jcrxnu,KY,0.0,S,O,Electronic Arts
BBE7757,3.0,pndndohgkkxeoezcbxqxeodozdgciwayeqrmboug,385946.0,26.0,Carrollton,United States of America,6.0,686.0,1153023.0,1-852-465-7862,MINUYRRIL,AK,4.0,D,,Seaboard
PTM7758,4.0,BOXPHMHJGQFDVJCIWJLRKREFDWGRCPFZHVUPCYMYCSDORVFMJRGGJK,136162.0,56.0,Hayward,United States of America,7.0,643.0,1933058.0,1-757-808-6215,ptiimoo,NV,3.0,D,O,DirecTV Group
QJD7759,3.0,Obsxksrxsfyvlylcmdcephtbhnqbudbpdcysxnigstcwtoymcvvptknwcaczyngapwdftxx,220449.0,16.0,Yonkers,Canada,5.0,665.0,3179244.0,1-443-303-9144,PCMCPAKCZRPT,DC,3.0,M,O,Allegheny Energy
SFE7760,1.0,,299284.0,77.0,Lexington,United States of America,9.0,519.0,2912318.0,1-889-677-2295,ibuoegcyrm,Manitoba,3.0,S,O,Marathon Oil
rro7761,3.0,Ymuudoodndgezqonyfmqiqzrvspufqcxxmjcopfrxvegerjxrqjcvbivkxhjfkdxnqr,334094.0,43.0,Cedar Rapids,United States of America,6.0,615.0,2828037.0,1-938-614-3949,Uuvoy,SD,2.0,M,O,Prudential Financial
Imu7762,3.0,ORFRGNDHJNRCAMTSRLROBXCDJTYTKJKMCELLHKQMPFGCKEGQZIFAVPVIYLXVHNSNPBQ,364719.0,94.0,Madison,United States of America,10.0,,495577.0,,Mhfhcibygs,NY,2.0,D,,Dollar General
JPU7763,5.0,Vedkqqqccangzpgdlfuhlrxiooproyrutbgaevkcgkhkuejklxtcvcidysmvjvpwn,319866.0,92.0,Los Angeles,United States of America,9.0,812.0,1793954.0,1-478-332-4603,OXRCOLPAK,TN,,M,O,Schering-Plough
Luw7764,4.0,raodu,71545.0,19.0,Fort Smith,United States of America,5.0,346.0,2347778.0,1-378-149-2550,Tkdllignncn,IN,1.0,M,O,
Fde7765,4.0,WVGRXHMEQAURUVCTXETGO,,80.0,Sydney,United States of America,1.0,761.0,380048.0,1-042-436-6724,Llmkq,MT,3.0,D,O,Capital One Financial
Bso7766,1.0,jssgcpqbaisoajgfnvldhzzizdbgdptjbtebeakcrgazhdteshfnfzpcbbqdtkciwwa,484457.0,64.0,Greensboro,United States of America,7.0,617.0,,1-706-400-3078,Oaqeg,AZ,0.0,M,O,Collective Brands
GVA7767,2.0,Ivnaeynhrihmhggcacozxjsptmqpojnk,176394.0,44.0,Fort Collins,United States of America,0.0,470.0,1918435.0,1-877-687-0944,,New Brunswick,4.0,W,O,AptarGroup
twc7768,1.0,CJPSRGJELVXVCGMZUGEVEZDNNUJZJMTJAAGQ,251600.0,47.0,Worcester,United States of America,6.0,356.0,2764457.0,1-132-295-3991,Jutdcadqth,WY,1.0,M,U,Coach
GZF7769,0.0,Hzpykvjzqlhdytsgaboxtixfw,145698.0,93.0,Akron,United States of America,7.0,,1510144.0,1-451-759-9810,Lpacivuivyxa,AZ,0.0,M,O,UGI
bvm7770,4.0,nifolgpxsaurthtekwqhvnjbwhfyxvdbtyvlgokbmpqavzdkoxfspoxupstxpfz,492640.0,94.0,Tulsa,Canada,5.0,806.0,925182.0,1-817-806-2866,XWNMP,New Brunswick,5.0,W,U,Forest Laboratories
zju7771,1.0,JMULPHHLMDEFKGBTPONITTLBAQPMEBMVYVQMLLLLNLQMDUOPZKXBUVA,266405.0,82.0,Tucson,Canada,9.0,,2566330.0,1-890-845-4416,Xzaatccwhtxt,Ontario,0.0,U,O,Boston Scientific
DYV7772,,yfswxwqjxlattmozifugibtljxujxhofzhcscahnzfqdxejbmyjfajnipqqwonywuy,307897.0,42.0,Irvine,United States of America,1.0,731.0,3668461.0,1-684-966-9733,Xaulwtfkv,HI,3.0,,O,Worthington Industries
Gpk7773,4.0,vuxjxxfwsfchhlwispwov,53713.0,,Wichita,United States of America,9.0,441.0,2348645.0,1-692-342-0156,Honnirqpwrye,MS,2.0,M,U,McCormick
Lit7774,4.0,gqtvwhaagfoxyfhbyrrwxjsshlldpaxqyensebsdjykhkevlftutdrwpigeou,70637.0,12.0,Inglewood,United States of America,7.0,339.0,616526.0,1-187-607-6141,Pmwkcaesegkm,Saskatchewan,1.0,D,O,Southwestern Energy
BZG7775,3.0,Kjenzgouhgozkcnqnpbicdzeskqborvyuubbiyplfudvdw,384754.0,36.0,Costa Mesa,United States of America,7.0,822.0,1828046.0,1-228-353-9628,qchtwef,Quebec,0.0,S,R,CC Media Holdings
