prospect_gncd,prospect_ntwrth,prospect_g,prospect_ddrssln1,prospect_crdtrtng,prospect_stt,prospect_mplr,prospect_mrtlstts,prospect_ncm,prospect_pstlcd,prospect_nmbrcrs,prospect_ct,prospect_cntr,prospect_phn,prospect_nmbrchldrn,prospect_wnrrntflg,prospect_nmbrcrdtcrds
FEQ12332,1763040.0,13.0,Iymupwfafpoudqimjopbcocpbpketepqdoqtudmrguxsqwfjnh,486.0,CT,Icahn Enterprises,U,102687.0,igvxfvw,5.0,Hilo,United States of America,1-606-362-0155,4.0,O,10.0
kfq12333,2412526.0,9.0,PQWBSCNOOTUAXFNTRICLZXWYCLNDRSWJZRWLFOFVXRAAQUZPDSMZWMCGWLHVXXDWTL,614.0,SC,Source Interlink Cos.,S,286230.0,Gzmpkexi,5.0,Baton Rouge,United States of America,1-376-354-6327,1.0,O,6.0
WAQ12334,1967771.0,40.0,Zbhbbctnpnmvtmrsaievovvgjftyrlpkwrboenpfpipbimlhnbfzazpmpawfvxukkgeefrqwfrrudp,616.0,NC,Sun Healthcare Group,S,374311.0,ojelbn,1.0,Charleston,United States of America,1-994-456-3763,5.0,O,5.0
Yyq12335,3926121.0,11.0,JFHMHARHVBPTQKVSMPTDDORSQGTVCBPIDOEFHVSLWALWJNODNSDJV,581.0,CA,FMC Technologies,S,340354.0,fmpgrqjhn,4.0,Durham,,1-451-246-5046,,O,2.0
jpi12336,3507757.0,59.0,EONVHVOWTTDXHEFMRUXHGKPLMLHMDRZVJBPWTAEBWY,592.0,SC,Northwestern Mutual,,391742.0,Emwooe,5.0,Mesquite,United States of America,1-071-040-9433,4.0,O,4.0
TXS12337,1189997.0,65.0,Hotyoxbhdngfynvuijyyrqiloyfzpsmxxiyhylzkzzfmcqyfznlnxhbiffmkvwlhsdbvefhvuwxmqa,532.0,VA,Dick's Sporting Goods,S,234033.0,IKKRWSLKGQ,3.0,Tempe,Canada,1-777-537-6703,0.0,R,9.0
Wzq12338,,16.0,Jsozmpitpwkinhjactpzpexncjxlznkavotzkary,367.0,Nova Scotia,Cracker Barrel Old Country,M,77427.0,IOCJG,0.0,Oshawa,United States of America,1-456-828-2283,4.0,O,3.0
Zoq12339,1118649.0,4.0,Cltsbtnldymccpnlqmaxflqanzauivfyt,429.0,MS,D.R. Horton,D,172000.0,FXQWEWLGAOEF,0.0,Vancouver,United States of America,1-376-399-5665,0.0,U,3.0
YBB12340,1333706.0,66.0,Zihfvkyukzzcidbykgqniysoujesprxvbdfmhosywerkiknounacbtkqjekthdnb,384.0,NH,State Street Corp.,M,91479.0,UIUPOIYDGGBW,,El Monte,United States of America,1-368-057-7078,0.0,U,5.0
Qoi12341,,94.0,CRUJZQQHILUWTV,561.0,RI,Equifax,W,465301.0,ZODFHIRBAGM,1.0,Dawson City,United States of America,1-860-372-0824,0.0,O,2.0
Seu12342,2710824.0,33.0,ggcqzllipgvwxuftncrpliizkbf,777.0,KS,Urban Outfitters,M,187951.0,Rmlamzvq,3.0,Cheyenne,United States of America,1-021-429-1355,,,2.0
Amj12343,219055.0,0.0,Fxasglfnj,,OH,Oneok,S,329347.0,SBUJM,4.0,Grand Prairie,United States of America,1-065-885-3472,0.0,O,1.0
Udk12344,1564393.0,78.0,Eugfaoqlzfyojgmijiydhle,619.0,DC,Avnet,M,395829.0,Csblvuodtld,2.0,Fullerton,United States of America,1-064-681-3668,1.0,O,9.0
xax12345,372900.0,18.0,Kulpgqalypwbwudutxrjsxnxuxlpkaolo,720.0,DC,Hanesbrands,S,182499.0,AQPVZNWZBA,2.0,San Antonio,,1-156-133-8390,0.0,R,2.0
Reh12346,475767.0,7.0,JKTDLAI,785.0,IA,Terra Industries,W,390516.0,Ijyuumn,2.0,Fayetteville,United States of America,1-033-843-1781,4.0,R,2.0
Biz12347,2231232.0,58.0,Xgacqkbnkftlujscs,830.0,WY,Guess,,219352.0,uprxmlrmh,0.0,Elizabeth,,1-658-506-7867,3.0,O,6.0
HLG12348,1876944.0,52.0,DCVDKFSQLGFBEXRLSVCIJPNDE,599.0,CT,Arrow Electronics,M,201633.0,Luonuot,1.0,Cedar Rapids,United States of America,1-564-816-7458,2.0,,10.0
Hht12349,3644601.0,25.0,dkmipfccbidbpahkufrvlzyc,367.0,MD,Verizon Communications,M,265623.0,PSLXNT,5.0,Orlando,Canada,1-271-319-4927,4.0,R,3.0
Nbw12350,3532868.0,2.0,AXGRQWAWKOONZCPSTRTMHHNSEWOBOLHKTHTCQRHZRLRPRVPNNYGSS,468.0,AL,XTO Energy,M,273768.0,kraliogismd,,Berkeley,United States of America,1-689-967-3402,0.0,O,2.0
Kcr12351,943201.0,6.0,fosiybnvugdeqtmdzw,,IN,Live Nation,S,349125.0,vrstcf,5.0,Frederick,United States of America,1-627-690-5332,4.0,O,8.0
nfn12352,3621543.0,14.0,zlyyvhldfvkaisuhmiqtskbgedfsaveoxqeosm,559.0,KY,BlueLinx Holdings,M,49634.0,YZMSGBOIVC,,Santa Fe,Canada,1-078-269-4827,0.0,,6.0
lej12353,1437447.0,85.0,Xodmvxvrtlvlhpqtwlwrkuascczrrbcyjihtdtnxfppnaxgftyrmn,438.0,UT,E.W. Scripps,M,397349.0,OURBCX,5.0,Vancouver,United States of America,1-981-819-0226,3.0,O,7.0
Dkh12354,1855555.0,88.0,Zslvamsjkhuxkooibroamwramdmsfmpzjv,673.0,RI,Kimberly-Clark,U,487256.0,Glzqu,2.0,Jacksonville,Canada,,4.0,O,2.0
Jmu12355,608023.0,89.0,Wrhrlxotstgtplarlkakldmmugrlytzfcyujzicr,515.0,CO,Alliance One International,U,134758.0,BJZJOPEJTD,3.0,Corpus Christi,,1-869-240-7368,1.0,O,6.0
UET12356,3844035.0,85.0,AEVTUHNXJWOGIPZZZSIAPBHOESECGRIBWNOLCFRSPDTORXOKXEKO,622.0,WV,Marshall & Ilsley Corp.,M,138928.0,Uscqjgtn,3.0,Wilmington,United States of America,1-005-825-0378,4.0,O,2.0
HBD12357,760980.0,28.0,Ppedfnihmiwqwrnifqewecwnfmywpzyadjfepcifjgejlpf,450.0,MD,Weyerhaeuser,M,468204.0,Yhocsmd,5.0,Bellevue,United States of America,1-550-232-7095,2.0,O,5.0
CVP12358,1447499.0,50.0,buqhyxhbziclxaknuotlljnug,322.0,NC,Total System Services,U,366485.0,Ivfut,4.0,Warren,,1-441-183-0203,2.0,O,4.0
Crt12359,3638596.0,38.0,npekvhcbfudijhcvylvjhqjeclrwopataowefaztagai,320.0,PA,Catalyst Health Solutions,M,421887.0,Rotxrrmgdvu,1.0,San Diego,United States of America,1-722-499-0904,4.0,R,3.0
Wpb12360,,95.0,vumufhnsmvoqrokwzehkvmkoica,517.0,TN,Bucyrus International,M,303550.0,Tuycfjiqoadz,0.0,Garland,United States of America,1-053-812-0000,4.0,O,6.0
Rxl12361,1948905.0,43.0,XJMGEZXZFXORVEQSCGTQPFBRMQVCTARARZXDSYHDRPUXJBGUBCDQFRENGQHPEWYSFFRIQVNMQPSH,847.0,WY,,S,385748.0,AEOJZL,1.0,Long Beach,United States of America,1-342-699-7081,2.0,O,1.0
Lrr12362,304815.0,25.0,Whkfgxcjknximlvavgtavxmikeeuplswvzwltzkvyfdl,377.0,WI,Goodrich,M,275089.0,Ftcpjpmbisg,4.0,Yellow Knife,United States of America,1-229-296-6636,0.0,R,6.0
Bfb12363,558307.0,15.0,Iwejhmnvlussnvpumyrwpbnyoolnsfbkonoiwuaojkklluwv,640.0,NM,Patterson,U,,XOBMLYPREU,5.0,Santa Clarita,United States of America,1-343-075-0765,0.0,,5.0
gpu12364,3234886.0,48.0,OBDRHLPVDQJKAAEEBC,562.0,OK,National Semiconductor,U,79502.0,Ejyssq,4.0,Peoria,Canada,1-895-511-6738,1.0,O,4.0
Ymp12365,,60.0,avftinpwwknpsptphkfoauudhvzgcnsucpfpayjxqvbegcrblfbomuuuvvniv,795.0,MO,Macy's,M,184945.0,boekodks,2.0,Baltimore,Canada,1-014-076-7861,2.0,O,7.0
qxf12366,2773715.0,27.0,WLNJAQJMNJDCTXIBCERPPYSIFUUIWUDSCTNBEFRDUZKUCVH,786.0,Quebec,Amerigroup,S,232156.0,PCUVVL,4.0,Corona,Canada,1-957-233-0645,1.0,O,10.0
MIT12367,1110617.0,69.0,XSZYNSVTSVIKQRMWJOHBAEWHGGBPOKHWIMYRQFWDAKEJHUAD,755.0,AK,PharMerica,,89307.0,,2.0,Glendale,United States of America,1-149-424-0447,2.0,O,3.0
Tjw12368,621973.0,,Kkklhfpmdeevzbfjwctkpylygbheprtvkwgjddlcnkqnnxxwgdpnggjo,343.0,UT,ArvinMeritor,U,135666.0,bzeewf,1.0,Pembroke Pines,United States of America,1-352-408-0065,3.0,O,
Noh12369,1623310.0,68.0,FWSCHEUIBKC,602.0,CO,ServiceMaster,M,323531.0,Wnyecu,0.0,Raleigh,United States of America,1-739-817-4187,5.0,O,
Spc12370,776607.0,46.0,mplhsbmatapdbncakfgnidensbubcjwgmqtioqsandqqitpeyjnoyjbfbqcsmxzonoongnma,821.0,NH,Hasbro,,339361.0,Grcps,2.0,Moncton,Canada,1-324-156-5529,1.0,O,6.0
igo12371,2625256.0,93.0,Opynogwovnuyciqwaqkodemqvpimtrbsoqtkchbuggqdla,459.0,AZ,American Express,D,423104.0,JVDLOMALMV,,Shreveport,United States of America,1-266-320-6902,3.0,R,5.0
uzz12372,3043190.0,46.0,Knikjjhnntssdqzhekaoarkbvoinjeynysqfkpodelpfiksvmcbfgsufxfnkgo,381.0,KS,Verso Paper,S,44160.0,Snclhefpg,2.0,Santa Rosa,United States of America,1-357-350-5117,5.0,O,6.0
owt12373,99348.0,,miewnhnanfwhoidmmx,590.0,IN,,S,70979.0,JAKQDRDV,4.0,Jacksonville,United States of America,1-802-031-7820,1.0,U,
Ild12374,3510081.0,62.0,Mnkgacsmyvqxerbdbkwzsaqcbcipkglwwuzwlynv,791.0,HI,Assurant,U,277820.0,Ojxghfltaj,0.0,New Haven,Canada,1-541-114-9961,5.0,O,3.0
PFB12375,853025.0,24.0,knnkebjfjutsmhrmdrsarupihgmzmedaodftplxjquobulpmkxbtjtq,478.0,AL,LandAmerica Financial Group,M,86177.0,Rhmiidbwcux,1.0,Edmonton,,1-279-756-7413,0.0,O,6.0
blg12376,2285622.0,9.0,RXRTDNYBFDNXFMZPUYCLSZLFFRHOZHDWAB,676.0,KY,"Toys ""R"" Us",M,205337.0,Butstuo,5.0,Las Vegas,United States of America,1-403-537-6350,4.0,U,8.0
Bnr12377,549301.0,74.0,NFHKLZZRRINSIQIQCAIUIFGKOBWFFUDWBKQMTFQM,807.0,AR,Enbridge Energy Partners,W,,HLRSLO,0.0,Salem,Canada,1-636-886-1002,5.0,R,1.0
SLS12378,3029297.0,23.0,mumckmmlvabehoxggjdwwrqihzgldvipoqjhnbwgazvxpozknwtkcbxyxzmbuvqvozobekibrjioq,546.0,ND,Clorox,M,155551.0,Uvwpqjrl,3.0,Fort Wayne,Canada,1-666-885-8284,4.0,R,5.0
ELV12379,3389391.0,98.0,RATCDHSNFGQMXOQMCLBLSRGGDRUXHHXMPIOJYZXXEHUFHFWPHMDTPTQWZOLSWJNCNHKSOWFOQJLU,842.0,Saskatchewan,Pacer International,M,,QPHSBQQD,2.0,Seattle,Canada,,,,2.0
WHJ12380,,1.0,Prcdqdzaslvaeondnudwekevvmvsrldyhxtvjrqcafjewabciiqn,337.0,AK,Deere,S,,Evcuijautmhz,3.0,Berkeley,United States of America,1-531-384-7290,3.0,O,6.0
Ezu12381,446365.0,34.0,leqphxedqrltkxikfshoojdwgsfwywdkqeejvkmestzgifymxlrbxfxukmh,374.0,ND,General Dynamics,U,372517.0,Irlevvp,5.0,St. Petersburg,United States of America,,5.0,O,6.0
Fdz12382,3767300.0,99.0,YDESHQBKBJFQIFEDPADFOPVKCOMDBD,497.0,MA,Apple,S,270701.0,WFDLLOHMC,1.0,Missoula,United States of America,1-751-601-1791,3.0,O,1.0
BOZ12383,752869.0,87.0,Gfpqssyutbsjcmwcuwjlcyrkhyjsaqvxevuwdidmiyqdzaxtsirdzjofxbkiwdjmjitclvgssctfl,728.0,MN,Fastenal,D,322871.0,lzxic,1.0,London,United States of America,1-596-454-7271,0.0,O,2.0
ula12384,3299323.0,38.0,tmeyezvmwlbeqgcwnznwbbbpfoxtjvayjhawhyeta,446.0,HI,Regal-Beloit,M,193123.0,THLELMIIOPSO,1.0,Mesquite,United States of America,1-464-722-1476,5.0,O,1.0
Eio12385,1687635.0,47.0,CMEPTXHZJBCIENP,362.0,Ontario,Commercial Metals,M,139131.0,Tvrenwds,2.0,Denver,United States of America,1-260-886-5844,2.0,,4.0
RNW12386,493499.0,33.0,Axgdcsisqrvzwjsewktrbyvmrxrfgfoausasqmldpopc,558.0,NH,RSC Holdings,D,389575.0,DGDMZE,1.0,Richmond,,1-126-576-6517,4.0,O,5.0
iqc12387,1524819.0,18.0,Ddidjxgfzldygaatoeqtlrjtzkdodrcznoyukdtesxynvgcujmo,737.0,CO,Acuity Brands,M,124757.0,KZOKZGON,5.0,Warwick,United States of America,1-310-382-7239,0.0,O,0.0
Uvu12388,799865.0,54.0,LCJVXQGEUNSQIUYVTGYFQWCMZEHXZAMEUECIFKIKVKRYGWBJISUHTORXLESQFPWURPTPRPDBAVLX,423.0,IA,Franklin Resources,M,187241.0,Preofaasp,5.0,Charleston,United States of America,1-973-649-2770,3.0,O,2.0
RMU12389,137128.0,92.0,TCXENLFGRZUHXOQCKQRHUVHYCODJGNOKHJEZUOANAXSNOAUJADDDAQTQHRSEIINURUXYQQKXGTNVUMJT,437.0,Saskatchewan,Toll Brothers,M,412946.0,Arolnjwql,1.0,Lewiston,United States of America,1-603-254-1193,0.0,O,2.0
Qol12390,,46.0,cdqjpdcnvphgyowrzpqxsbqp,,TX,State Farm Insurance Cos.,U,231999.0,Dgmgpji,2.0,Modesto,United States of America,1-738-319-9493,4.0,O,10.0
Amf12391,3002992.0,35.0,uuhhuiewvpesxdnouruktfxdzfombvniiahhykllphlicybjtmjc,431.0,FL,Applied Industrial Tech,U,329973.0,HBFOFS,5.0,Atlanta,United States of America,1-913-322-1646,0.0,R,
Pjr12392,2854988.0,40.0,mxtfivltunvaexuujsbapnudxmfhprqhzvcafqvhiyymkqeuu,,FL,Rockwood Holdings,S,83777.0,Vhatf,0.0,Nashua,Canada,1-613-013-5722,2.0,O,5.0
RXQ12393,728117.0,33.0,YCCXRHLVRZQUQPZVQWCCOBPPTURLWKUMIAQUSPRIXHFSHYQSUNWMDYPDOYUVPPIZPOIQBWXOYVZ,571.0,AL,American Express,W,360115.0,RDRAMBZBCW,2.0,Irvine,Canada,1-994-822-8114,2.0,O,7.0
Ayv12394,2977729.0,12.0,Soryitlapmowsadnlvchveokklxookzonqxk,673.0,Quebec,,U,393739.0,wlmokndq,5.0,Livonia,United States of America,,3.0,R,7.0
Qvq12395,2974231.0,44.0,Fgnzftbclcypab,651.0,FL,SPX,S,213439.0,YEJHQ,4.0,Albuquerque,United States of America,1-564-974-0346,2.0,O,0.0
Msc12396,1781654.0,86.0,pcbxpspjwqblpjximoju,477.0,British Columbia,National Fuel Gas,M,215466.0,Pypqknotmo,2.0,Toronto,United States of America,1-320-612-8246,1.0,O,3.0
AAD12397,3947222.0,84.0,ygwsnlnbrsqlgegatssyxpmeweetcrkfitydjjdwbbxcizztsbqmrgbeoifgrs,574.0,UT,Legg Mason,S,367039.0,tkumugkwn,3.0,Biloxi,United States of America,1-033-327-5291,3.0,O,7.0
Ksd12398,789121.0,35.0,RBRRNDNFUKYOCBETYLTDMIJZNSINVPBRVRQPXSCPLKVNRMQDWTMQQ,598.0,UT,NiSource,S,414092.0,IMDKCCQLWQO,4.0,Great Falls,United States of America,1-251-092-1822,4.0,O,3.0
wje12399,1694479.0,66.0,Gjynbfavthaftrjbgvtrmwkdwqyhdatiyopaznxcbuf,696.0,KS,Superior Energy Services,W,488857.0,Akmoeqegxd,1.0,Jacksonville,United States of America,1-817-953-2568,1.0,O,2.0
Toj12400,1826295.0,14.0,KLLYQKIDKXMBZFEAZSQZMAXUIMBEPKOVNTPXNUWNRCRPCCDBPKGGSAQMXLVO,680.0,VA,Amgen,W,,,2.0,Wichita,United States of America,1-717-243-4473,1.0,O,4.0
LLM12401,713387.0,54.0,Osrwytxennwwfhhktukbmjncrqksdrtodbwpakjzhvrunrkumludpbhbyqbdbdroiuqkov,439.0,NJ,,S,430729.0,Voyxovaiirx,5.0,Casper,Canada,1-995-136-3052,2.0,O,
emz12402,702411.0,70.0,jqarmtkc,376.0,Saskatchewan,Colgate-Palmolive,M,344388.0,Cekhkqzsxna,,Indianapolis,United States of America,1-456-742-3894,,O,6.0
Kax12403,3262570.0,60.0,yaoglwhwaxxbhzswijfrynhgxuvcmkwabtjvjbehlvhidyoqyfely,620.0,DC,MPS Group,W,353243.0,Bqvrgxrx,2.0,San Antonio,United States of America,1-841-417-3688,0.0,U,1.0
LCR12404,1674162.0,29.0,vbwzwiounrpebdrgcnvmckyrjbrscw,322.0,CO,PepsiCo,U,482367.0,VFRPJYJOKQHZ,5.0,Windsor,United States of America,1-827-234-7172,2.0,O,9.0
Xvw12405,2749267.0,29.0,Untvcnapaprtauinphojptezxxcrlogzkwjbdcdcmvkqwuasbrfnhrjdbgvthltadckaqlrgigimprdc,404.0,KY,Enersys,U,111328.0,toqejvqej,0.0,Long Beach,United States of America,1-346-974-4455,5.0,O,7.0
KLS12406,2044557.0,88.0,Owsfsfrmywosbeskatmslfccpyrdi,615.0,HI,ConocoPhillips,S,258347.0,ndfkjvzztion,5.0,Simi Valley,United States of America,1-092-864-9544,2.0,O,4.0
ymw12407,3648336.0,48.0,ggjcruvmvxwevboqnifoalvtujqbyidnajkjqkwexh,311.0,WV,Exide Technologies,S,213457.0,qrsbkewewd,5.0,Lowell,United States of America,1-201-722-8658,2.0,O,3.0
Qlz12408,1619437.0,50.0,mloypkuynaaepztbsofljmwdpidvdqeflxisudgekdjckbmieoczkjxmroagwmmfguwgknfjpbl,,TN,Dow Chemical,U,279946.0,NMGYYWGD,2.0,Los Angeles,United States of America,1-587-542-6495,2.0,O,10.0
Ron12409,,98.0,Jlnvlkeg,454.0,ID,Knight,D,278730.0,OLGCVBOIL,,Charlotte,Canada,1-883-450-0305,2.0,R,4.0
Pak12410,3103571.0,2.0,yhfonjrzlcxxjyueemescvklrdl,726.0,MO,General Growth Properties,M,345862.0,Tpjhe,0.0,Tempe,United States of America,1-166-112-8083,5.0,R,7.0
zru12411,3082143.0,32.0,Fnbqciqloonsizrgurfjfwmayexmxkswholfdqibysukpgagyayitujex,630.0,MI,Hewitt Associates,,80008.0,vlngdbxrcmzf,4.0,Huntington,United States of America,1-030-060-2840,0.0,O,8.0
SPF12412,2350906.0,20.0,ocyhcvzjrkxslsluujoaganfljmsbxalzxsqsfszvwakoepumwbcmidokmxlyk,568.0,MS,Inergy Holdings,M,112907.0,Sjklxhigz,0.0,Philadelphia,Canada,1-443-628-4342,,R,4.0
Jkv12413,2329279.0,72.0,czcbdttzsucrrlsmnvzslkishkhnhshmmxnfoabqfonn,661.0,AZ,Rockwell Automation,U,456503.0,QKYPBVGP,3.0,Las Vegas,Canada,1-661-029-8310,3.0,O,8.0
KTR12414,3979805.0,,Tdflapskkiaujthpyalamnapxnacsmfdl,427.0,New Brunswick,SkyWest,M,357698.0,Adisxqrb,0.0,Winston-Salem,Canada,1-698-663-8884,0.0,R,3.0
WJW12415,1523307.0,19.0,dcetbhwvgxwhmtijgibwbmrbinevfvygfsaqokowtviwhpd,381.0,ID,Aramark,U,161512.0,onlrhgbsn,1.0,Lansing,United States of America,1-726-842-9666,0.0,R,7.0
AXC12416,2238235.0,20.0,Cxgpartjxairwxcazmlkxbhtwkuntugsllbtcrbdohkagdgwrqsrscqhqllorrlncempv,372.0,MN,Mutual of America Life,D,227873.0,Yypgwuu,1.0,Baltimore,United States of America,1-099-891-4141,5.0,O,7.0
Bed12417,1277080.0,90.0,Jxklfmnuxsqrdfwedyqirke,346.0,PA,,S,325506.0,NMHPWONQJ,5.0,Missoula,United States of America,1-474-949-0000,0.0,R,3.0
xuc12418,1193309.0,68.0,itknmzifghoaqcwbidswydgodv,583.0,KY,PNC Financial Services Group,M,137062.0,Jwwlvfqos,4.0,Escondido,United States of America,1-184-973-3783,4.0,O,
tcx12419,1256050.0,18.0,wfnfvbnwdtmfbpmokkohifvfoyfhnuxhahjnhnhcrdvmdhmauqpjsjmutfssobetgthixrij,394.0,LA,First American Corp.,D,119234.0,Tyifrmprgwad,5.0,El Paso,,1-673-342-0803,2.0,U,7.0
HAZ12420,3440147.0,40.0,Kqgdfqupyszgdyuifbrvodxjqdoxcimkqlrgalrtrpohbbdzzezteoxag,409.0,UT,Universal Forest Products,U,85840.0,Lyrqhetmd,3.0,Berkeley,United States of America,1-735-043-9322,1.0,R,1.0
Ryx12421,3989521.0,,ahxwlwmnjspfnxgmzjqazwyhygzqtajahzuavubtwspldmsvtzrukaeun,655.0,IA,Capital One Financial,M,415986.0,,1.0,Hayward,Canada,1-964-240-8322,5.0,O,0.0
Vdl12422,87565.0,46.0,Yhhbqttwhseajlznmimlplmniwu,618.0,AZ,Regis,M,93177.0,cbilxxsksve,1.0,Hay River,United States of America,,5.0,O,9.0
Bcw12423,666818.0,35.0,GADVIVHKFDGSODTUIABOUDPKLVWOXFZXSPXJDBWTJGOZUIKSLXWNTRAUZOZMPVBNOMOCYPRPLIGI,318.0,ID,IMS Health,W,387754.0,Bcnvc,2.0,Huntsville,United States of America,1-222-507-8002,3.0,O,5.0
GOD12424,1224779.0,72.0,PVLBZVIKP,698.0,OR,Automatic Data Processing,M,222277.0,fcceudoqu,5.0,Rancho Cucamonga,United States of America,,1.0,U,5.0
dcq12425,1693605.0,69.0,rxgkneceqnrpcrwiteecthdjfkapqxvabtcl,804.0,AL,Brink's,M,499204.0,Hutjqwabgezm,,Kansas City,Canada,1-886-101-3767,1.0,O,2.0
Tyy12426,26450.0,35.0,Spbmmusxvzzockkhq,780.0,RI,Halliburton,M,466116.0,Cwecqb,0.0,Tacoma,United States of America,1-138-175-4136,,R,2.0
Dqn12427,1882813.0,63.0,ZPTBKYPWEARLOAPEPQCCLJPBBJMPPDXOPBJJXJVBQMJMYZQKTJVHUOYBTWMWM,785.0,PA,Commercial Metals,W,101915.0,Kzrtyjravoqi,2.0,Oceanside,Canada,1-116-320-2545,2.0,O,1.0
xjo12428,2710179.0,72.0,Xdwaasskcjozbkbvjlieyeyvminnooqlmiqfazlieqegewtpzqvsrtsvqv,811.0,Newfoundland,Cameron International,D,474135.0,Aypyddpdusp,0.0,Irvine,United States of America,1-775-067-8160,0.0,O,9.0
ONE12429,449416.0,,JEABCPOPMHLUKCDZXUCOYYYCTRWRYSFYQLURTFSCEWCQ,628.0,MD,United States Steel,M,180533.0,Fhmvjyj,3.0,Quebec,United States of America,1-709-001-8747,0.0,U,3.0
ium12430,632566.0,85.0,Hqvndeozwpnphkqsyvddpycassgfojmmnjnpmbewmxrxtiysetkaxqnqehgivmpxjomtkrhvkkisgqti,814.0,GA,Windstream,U,185369.0,YIVMM,5.0,Providence,Canada,1-742-438-3289,3.0,O,9.0
qbv12431,672540.0,93.0,Ivgmxcbirmhrvvqdpljlyhoklrefyblfecdkwowoubumwxipvzbnv,617.0,IN,ConAgra Foods,M,188850.0,Dpjiguqslrd,3.0,Salinas,United States of America,1-632-171-5767,1.0,U,9.0
uap12432,131613.0,54.0,,344.0,IL,Jones Apparel Group,,367264.0,Cgdcelyzpq,4.0,Elizabeth,United States of America,1-523-392-6348,,O,6.0
KWY12433,3425795.0,23.0,tewauscexgxflbqdosjesnkqteyjwcrlmmpvmzctryfetudm,843.0,British Columbia,Vanguard Health Systems,W,50713.0,Hlbbutqcbp,4.0,Anchorage,,1-849-942-8931,4.0,O,
Qph12434,1354073.0,82.0,Tvisucaew,628.0,DE,Ross Stores,W,274112.0,Gxfpta,,San Antonio,United States of America,1-562-382-9482,2.0,O,3.0
LKC12435,2362576.0,56.0,Lpjswrlqapolaridhdqflfvxieaycs,344.0,Nova Scotia,Lockheed Martin,D,15485.0,wxvvgou,,Waterbury,United States of America,1-426-755-9487,2.0,R,5.0
AYT12436,2656479.0,93.0,Wugthsugtlguyu,516.0,Alberta,Smithfield Foods,M,254665.0,RLNBBD,5.0,Salinas,United States of America,1-927-383-4329,1.0,U,2.0
KVE12437,3771914.0,54.0,QSQGUGLNEDVAPMJLRLQFCGQXHUIYKNKRARJYNYEBKRH,382.0,NY,Herman Miller,M,33699.0,Slvrbuphe,4.0,Greensboro,United States of America,1-322-181-5121,4.0,O,1.0
NHC12438,410340.0,50.0,gmnqydluavnp,489.0,New Brunswick,Great Plains Energy,S,194510.0,Iitve,5.0,Cedar Rapids,,1-957-447-9049,2.0,O,9.0
Mim12439,3343842.0,96.0,cadjojgukwojwvlstacqdbmpewhmlvyljmkfmluaoyhphvknnlxqijbfqj,544.0,CA,Commercial Metals,M,439923.0,lamzzkbh,0.0,Atlanta,Canada,1-264-614-1727,1.0,R,1.0
JDU12440,3939423.0,82.0,Whpidacnseojqwrgloamvmdtahoagpulycpcsxtjmalsumesrauvik,769.0,IN,First Horizon National Corp.,D,379217.0,Bmidgukwa,2.0,Topeka,United States of America,1-502-235-9420,0.0,R,3.0
ugf12441,2814442.0,21.0,,525.0,IL,"Toys ""R"" Us",S,,gpjxzsi,4.0,Madison,Canada,1-031-389-2989,3.0,O,3.0
Cir12442,3853170.0,55.0,Ixaxaqeqyetnbtctdeofsvznscv,599.0,NY,Crown Holdings,M,478841.0,Nlrur,3.0,Dallas,United States of America,1-047-995-6407,4.0,O,3.0
Bpd12443,2017205.0,88.0,Fjvrljdtevwgfbgkxfvfmsdryxry,725.0,NY,Newmont Mining,M,331912.0,Sgeph,5.0,Irving,Canada,1-080-723-1466,5.0,U,3.0
CXN12444,1521933.0,88.0,ucyamsgvfmvseutdcqvvob,430.0,Manitoba,Plains Exploration,M,188675.0,ewlon,,Lexington,United States of America,1-273-670-6736,3.0,O,
Qrn12445,535441.0,56.0,FQOUYJWXRKQMEXQOEQEOGKJALAESRTSCGYEJ,702.0,AZ,Leap Wireless International,U,250216.0,Yhvxrfnqcqk,4.0,Philadelphia,United States of America,1-804-070-2908,1.0,R,6.0
Zqf12446,3693277.0,32.0,gadivgpexbepjitkmlxidlwfuequkwzlkroeffthqqhbakymyhthhcaqboadljhdivjkg,701.0,NV,AMC Entertainment,M,166983.0,Otbxjbxfcqbr,2.0,Las Vegas,United States of America,1-197-060-7227,5.0,O,8.0
Geo12447,1396132.0,49.0,Xpttptxrsepgoidbbdsnovodmqsgfbauprjrrujxiytssnrqlaniiubnihynbdoewqvqwmvjgqrwflpy,535.0,Ontario,Computer Sciences,M,236012.0,nmskxkrfx,5.0,Dayton,United States of America,1-726-767-0135,5.0,O,1.0
RSD12448,3324359.0,63.0,nhxczumvjjjvacybcbvdbpcbujieilupeinmgeucdnzlqkmycikgqzierluonesbveyujjk,686.0,Saskatchewan,Varian Medical Systems,M,298487.0,GUDGER,4.0,Syracuse,United States of America,1-847-435-4108,4.0,O,7.0
SRA12449,978388.0,50.0,Droxzwqwtrnqvleqbzgsexjnykfpwxigfbyebtxtsqw,377.0,WA,Nacco Industries,M,285226.0,TETPI,1.0,Burlington,United States of America,1-350-932-7991,4.0,O,7.0
Lav12450,2730068.0,63.0,Xncjeijmpnjrxa,749.0,AZ,Occidental Petroleum,M,90545.0,qwong,1.0,El Monte,United States of America,1-951-004-2363,0.0,O,0.0
