prospect_gncd,prospect_crdtrtng,prospect_nmbrcrs,prospect_ncm,prospect_ct,prospect_ddrssln2,prospect_phn,prospect_nmbrchldrn,prospect_mrtlstts,prospect_g,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
Emz7754,,0.0,162738.0,Ottawa,Yghqixirlazenhgjhhmgvuqwkfioxijfufxxtpxylferwxndeqtdfivmglj,1-098-038-9852,1.0,W,22.0,R,Medtronic,2.0,137515.0
Kkw7755,354.0,4.0,352913.0,St. Petersburg,eaxyhkd,1-648-057-3488,1.0,S,25.0,O,Cabot,,2754879.0
HCT7756,,0.0,288188.0,Fort Lauderdale,IUTWAYEIDFTNFAQONUASUNWTCTMFLQWMUZQRAXOXLQHKLMMTGLIJPNGYPMHP,1-827-164-1984,0.0,S,77.0,O,Electronic Arts,9.0,929067.0
BBE7757,686.0,3.0,385946.0,Carrollton,pndndohgkkxeoezcbxqxeodozdgciwayeqrmboug,1-852-465-7862,4.0,D,26.0,,Seaboard,6.0,1153023.0
PTM7758,643.0,4.0,136162.0,Hayward,BOXPHMHJGQFDVJCIWJLRKREFDWGRCPFZHVUPCYMYCSDORVFMJRGGJK,1-757-808-6215,3.0,D,56.0,O,DirecTV Group,7.0,1933058.0
QJD7759,665.0,3.0,220449.0,Yonkers,Obsxksrxsfyvlylcmdcephtbhnqbudbpdcysxnigstcwtoymcvvptknwcaczyngapwdftxx,1-443-303-9144,3.0,M,16.0,O,Allegheny Energy,5.0,3179244.0
SFE7760,519.0,1.0,299284.0,Lexington,,1-889-677-2295,3.0,S,77.0,O,Marathon Oil,9.0,2912318.0
rro7761,615.0,3.0,334094.0,Cedar Rapids,Ymuudoodndgezqonyfmqiqzrvspufqcxxmjcopfrxvegerjxrqjcvbivkxhjfkdxnqr,1-938-614-3949,2.0,M,43.0,O,Prudential Financial,6.0,2828037.0
Imu7762,,3.0,364719.0,Madison,ORFRGNDHJNRCAMTSRLROBXCDJTYTKJKMCELLHKQMPFGCKEGQZIFAVPVIYLXVHNSNPBQ,,2.0,D,94.0,,Dollar General,10.0,495577.0
JPU7763,812.0,5.0,319866.0,Los Angeles,Vedkqqqccangzpgdlfuhlrxiooproyrutbgaevkcgkhkuejklxtcvcidysmvjvpwn,1-478-332-4603,,M,92.0,O,Schering-Plough,9.0,1793954.0
Luw7764,346.0,4.0,71545.0,Fort Smith,raodu,1-378-149-2550,1.0,M,19.0,O,,5.0,2347778.0
Fde7765,761.0,4.0,,Sydney,WVGRXHMEQAURUVCTXETGO,1-042-436-6724,3.0,D,80.0,O,Capital One Financial,1.0,380048.0
Bso7766,617.0,1.0,484457.0,Greensboro,jssgcpqbaisoajgfnvldhzzizdbgdptjbtebeakcrgazhdteshfnfzpcbbqdtkciwwa,1-706-400-3078,0.0,M,64.0,O,Collective Brands,7.0,
GVA7767,470.0,2.0,176394.0,Fort Collins,Ivnaeynhrihmhggcacozxjsptmqpojnk,1-877-687-0944,4.0,W,44.0,O,AptarGroup,0.0,1918435.0
twc7768,356.0,1.0,251600.0,Worcester,CJPSRGJELVXVCGMZUGEVEZDNNUJZJMTJAAGQ,1-132-295-3991,1.0,M,47.0,U,Coach,6.0,2764457.0
GZF7769,,0.0,145698.0,Akron,Hzpykvjzqlhdytsgaboxtixfw,1-451-759-9810,0.0,M,93.0,O,UGI,7.0,1510144.0
bvm7770,806.0,4.0,492640.0,Tulsa,nifolgpxsaurthtekwqhvnjbwhfyxvdbtyvlgokbmpqavzdkoxfspoxupstxpfz,1-817-806-2866,5.0,W,94.0,U,Forest Laboratories,5.0,925182.0
zju7771,,1.0,266405.0,Tucson,JMULPHHLMDEFKGBTPONITTLBAQPMEBMVYVQMLLLLNLQMDUOPZKXBUVA,1-890-845-4416,0.0,U,82.0,O,Boston Scientific,9.0,2566330.0
DYV7772,731.0,,307897.0,Irvine,yfswxwqjxlattmozifugibtljxujxhofzhcscahnzfqdxejbmyjfajnipqqwonywuy,1-684-966-9733,3.0,,42.0,O,Worthington Industries,1.0,3668461.0
Gpk7773,441.0,4.0,53713.0,Wichita,vuxjxxfwsfchhlwispwov,1-692-342-0156,2.0,M,,U,McCormick,9.0,2348645.0
Lit7774,339.0,4.0,70637.0,Inglewood,gqtvwhaagfoxyfhbyrrwxjsshlldpaxqyensebsdjykhkevlftutdrwpigeou,1-187-607-6141,1.0,D,12.0,O,Southwestern Energy,7.0,616526.0
BZG7775,822.0,3.0,384754.0,Costa Mesa,Kjenzgouhgozkcnqnpbicdzeskqborvyuubbiyplfudvdw,1-228-353-9628,0.0,S,36.0,R,CC Media Holdings,7.0,1828046.0
Mld7776,487.0,2.0,411913.0,Baltimore,Dforpysiy,1-421-032-5998,3.0,U,,O,Jones Financial,8.0,1296407.0
Ujq7777,664.0,1.0,499162.0,Escondido,,1-368-920-5554,5.0,U,4.0,O,Whirlpool,,903552.0
Bmf7778,392.0,3.0,86635.0,Lexington,Ljndmhnfqzsprygifatealsppnwpvgswetzzzmkbnjaoxlec,1-904-895-6967,2.0,M,79.0,O,Patterson,3.0,230058.0
Jvz7779,655.0,2.0,228058.0,Warren,Jictbkhquitdkwecqmffgxetbldqoyocavdgopdwehsbynqknkcsseqclsbulxayobzgotal,1-477-094-9023,3.0,D,97.0,U,Rent A Center,10.0,301320.0
ORQ7780,380.0,2.0,172125.0,Berkeley,xzyfjxjfeuojfouecgcitfaretgticqehgrkocwygwxqwturgsne,1-912-621-2838,5.0,U,37.0,O,Ryder System,3.0,2286525.0
Puv7781,651.0,0.0,241263.0,Salinas,Dqjxdnzdirppetblzoymauhjzvqqiatmhrjppuodkayqqlnhwaikd,1-088-248-7795,0.0,,92.0,U,Sysco,1.0,1482250.0
DAJ7782,,3.0,99175.0,Brownsville,GUGJFLCDDGKPREPICVQHFUEJPKQYRQYCMDLKAHZLRBJZVBNWWQESTBZAZKPIVDEYCUV,1-596-039-1994,2.0,U,78.0,R,Entergy,6.0,3123257.0
Iaf7783,652.0,3.0,198444.0,Fresno,Xewlqueoojexdpcpsdechjrbosynovbtrhhesmqqlewvqmpfhpobhruuyejjxhucxgut,,,U,48.0,O,,0.0,944918.0
EJP7784,338.0,4.0,250333.0,Ontario,LXWBSWCYQNWISZMFAEJBCQMMMCUVXWNXHYALBNEAUUNSOFPXF,1-235-024-0569,4.0,U,0.0,O,Telephone & Data Systems,9.0,2050110.0
Bla7785,779.0,0.0,,Omaha,Tnalsvurvdhtldqiamhnwpzdheehybreorpjaiagippfoeztmvaph,1-138-843-5480,5.0,W,89.0,O,W.R. Berkley,0.0,2077778.0
Yhe7786,786.0,0.0,173782.0,Huntsville,QNVJEDPGIKCEYPSPXAIQRQOJFRJMFJIZRGMYUMBRWWGW,1-637-845-9250,4.0,W,47.0,O,,5.0,1793821.0
Nfl7787,458.0,2.0,225849.0,Hay River,nbcrjupiyhknikqbzseqouocvrlkgghsjkdavs,1-459-090-7413,1.0,M,2.0,O,Cognizant Technology Solutions,6.0,1847011.0
Lrd7788,806.0,,205194.0,Austin,Lmmqznlgcgrjghgswcjjyafzxxcjsrbneskskyonmwiphsepkuiugaggvulqmlopwovo,1-488-723-0835,0.0,M,18.0,O,Popular,6.0,104018.0
Ojh7789,466.0,3.0,40273.0,Winnipeg,OQIZZVDULJMX,1-354-637-6196,3.0,U,98.0,U,CSX,1.0,113431.0
Gaj7790,801.0,2.0,388923.0,Lexington,VCGQQSURSUVAWKPRYRVOOQNHKHTBDOZIDRKXSULJEDWQKBXXO,1-444-824-0484,3.0,U,79.0,R,ITT,2.0,1721394.0
MHU7791,334.0,5.0,213273.0,Rockford,RFKUZBAAKSKXYQODFAWGKWSCXVINFNULMZOVWZO,1-045-308-4672,4.0,S,90.0,O,BJ's Wholesale Club,0.0,3905265.0
Luu7792,568.0,5.0,499304.0,Waterbury,vwlxspobxurdjhsshgqkwlmfoolgsnukxqkdkfcmdzsyytdsveptnwciepmvohqclqivhaqrij,1-704-419-7623,2.0,S,54.0,O,Cooper-Standard Holdings,6.0,3710742.0
Bbh7793,338.0,5.0,439546.0,Bellevue,Zdmmdklcnalbkfalprzrzkukmcyaewvotplddvawehnjfxtoucmlzmmfcu,,1.0,M,56.0,O,Insight Enterprises,5.0,2289382.0
VGQ7794,421.0,5.0,74548.0,Lubbock,Mtstognxxffufglwakwzebvxpmivexnvwqjvdonrigmzuioqqopepffxmgoemxcfd,1-126-402-8195,0.0,M,61.0,R,National Oilwell Varco,8.0,2123750.0
Jtm7795,312.0,4.0,472023.0,Manchester,XTOALQPIMWMLTTNYHZFXKTAHUDSEWQQDFGZTCNIQJZGAKGLIMEMOIO,,0.0,M,20.0,O,Newell Rubbermaid,0.0,1222348.0
WUW7796,361.0,2.0,155245.0,San Jose,Eaxymjkuhgurgphpiahqemiqrdinnxsnacgo,1-348-201-5638,1.0,M,95.0,O,Supervalu,,1746167.0
ojd7797,626.0,4.0,95133.0,Virginia Beach,Orqkfmcondtsqjkjiwptoxnpxovizbxrfyblslu,1-878-085-2397,3.0,S,42.0,O,Amazon.com,5.0,602321.0
Cvb7798,,,208626.0,Indianapolis,IRNYXUZWGATEDYMP,1-807-513-3749,3.0,U,30.0,O,IMS Health,4.0,
rso7799,445.0,1.0,338937.0,Jackson,hmxlyjocunlhrfcixkhpvwxmwxgscexorsnimboptajpspxmtwwxlwbxsifp,1-308-751-4811,2.0,M,61.0,O,Holly,3.0,3509965.0
Tpj7800,347.0,5.0,75897.0,Jacksonville,BFCZIHVPIEUZGTJATNBBEZUWCJIMNCBEHIYOALB,1-824-374-6093,1.0,W,27.0,R,General Motors,9.0,1270225.0
VEO7801,617.0,1.0,354986.0,Omaha,,1-711-107-1977,4.0,,31.0,U,General Dynamics,4.0,2882457.0
Nrs7802,830.0,3.0,19973.0,Toronto,AYJCMWSRRXHPNGRJWXGGILEHVJLGPQCLIXBUVPF,1-392-137-4125,0.0,S,40.0,O,Embarq,8.0,2828480.0
Wcv7803,,4.0,47920.0,Buffalo,LAQQZEOVHEDBKHYFQYEXF,1-520-247-4473,4.0,U,58.0,R,Murphy Oil,10.0,2709790.0
Hxm7804,452.0,3.0,6804.0,Fort Collins,WQQGAIBZQMCIBNCVCIIKNWDJLDADCNUROILZDOMLTNHTNMXAUHLAEGXGKSXKVDBW,1-715-269-6830,0.0,M,58.0,R,Southwest Airlines,0.0,3065674.0
Ktb7805,536.0,,210120.0,McAllen,Ulmjlyzyddxskmlrnaecwdhvxmhwkopoqzgvdlgshqgmcpjdiwayizobbgpwjjocwdpfhrzpnoado,1-102-018-6502,3.0,U,45.0,U,Weyerhaeuser,7.0,1493447.0
Ejs7806,536.0,3.0,316764.0,Yonkers,mbfbngseajkhmunydlutzmtqgkioymvjvhluloiaakclzeayzqil,1-446-372-5314,5.0,M,9.0,O,Lender Processing Services,4.0,642765.0
Sff7807,681.0,,325753.0,Mobile,msjsludiqowgecpaqprkqhbbdorwoylgadjfnjbaekoshfkvihudyaziozreokzztapjjmruljo,1-291-287-5870,3.0,M,46.0,O,General Dynamics,0.0,3843812.0
elc7808,516.0,,159571.0,Baton Rouge,Wvgjqyqswuutfikebntekuqywgfbpkiajgjnxmflwfbnhmyfqurgbovdbingsvtxblgf,1-730-343-2879,3.0,M,4.0,R,Western Refining,,2373701.0
FSO7809,428.0,5.0,236485.0,Philadelphia,Bsxdngdcktjigvjojsbtvwlrkbealvakpvcotyccxpjsgiwdcldbufbgmok,1-717-739-3758,4.0,S,50.0,R,Asbury Automotive Group,8.0,1365627.0
Pal7810,783.0,3.0,496074.0,Irving,Qptetysrvzwrcisggvkczqbltjrrgpjbtmmvhvzhjitnjvzgftbtwjvmglrgxjxctxqz,1-910-876-8455,,M,78.0,R,,8.0,1769029.0
Pqm7811,307.0,3.0,85.0,Fullerton,Nlkgkrrohbredhdnbvolqsowadxrzuwyxbld,1-211-658-8931,0.0,S,14.0,O,Regal-Beloit,5.0,2554799.0
Qrs7812,846.0,,112434.0,Newport News,,1-617-977-0368,3.0,,21.0,O,Enersys,9.0,1241189.0
OLZ7813,582.0,1.0,469546.0,Hayward,QPWUSYXIDHOSHQAXWWXDDCDEAKHCQQRDJ,,1.0,M,69.0,U,Dominion Resources,8.0,2432197.0
Cgr7814,500.0,4.0,378681.0,Fairbanks,Geswvfvrqluntngtvurswrpngvfnkamooxokjctymruhxixyjblkzfvabiefdbesnbgmmlphhzxh,1-526-226-5832,5.0,D,29.0,O,TRW Automotive Holdings,10.0,3417367.0
yov7815,802.0,2.0,202225.0,Warren,NVOUPTHTTTKDDUXQXRKNYLDHYYIIFRGHOSILAYYULQNBUKPRVDLTEKEPWWCZQXTZBCNG,1-831-841-8863,4.0,M,82.0,O,New York Life Insurance,6.0,573323.0
TVK7816,710.0,2.0,83672.0,Coral Springs,Fqdtuacxlhnceua,1-724-757-6864,1.0,U,79.0,O,CSX,8.0,1544205.0
irn7817,407.0,0.0,354744.0,Winston-Salem,rwhjmzaefnlwebllne,1-628-017-0065,,S,59.0,O,PPG Industries,2.0,2717331.0
Yik7818,410.0,0.0,163223.0,Sioux Falls,,1-412-700-9835,,M,87.0,U,TD Ameritrade,8.0,639791.0
eix7819,539.0,4.0,323691.0,Nashville,hvvdfzgjqrkibivsvlaugjvmnodi,1-458-534-5021,,S,2.0,U,Pepco Holdings,2.0,
SSY7820,,0.0,469771.0,Virginia Beach,hmdwsqpidshlncsvaybslpnilstfsylg,1-212-399-4585,0.0,U,55.0,O,Textron,2.0,1224394.0
Ema7821,828.0,3.0,186923.0,West Covina,Yruvugicvnqivxbnemiartkkfodtsptumyepssenfug,1-925-811-3251,4.0,W,41.0,O,Chemtura,5.0,3884652.0
yoa7822,501.0,2.0,274143.0,Torrance,Khrflkkhlgjwravlahypkpxrvntmidteewco,1-255-979-0567,5.0,,9.0,,United Rentals,9.0,3632849.0
FGB7823,415.0,2.0,85347.0,Thousand Oaks,XGNZQYACGAOGJCGEQ,1-235-290-4774,0.0,M,86.0,O,Donaldson,7.0,3423972.0
ctr7824,625.0,5.0,23172.0,Fayetteville,osebp,1-789-903-0856,2.0,,39.0,O,Polo Ralph Lauren,8.0,334439.0
GDL7825,355.0,1.0,26217.0,Tucson,Xnvuktbioizlrumplulbofvwahbzsiwtposrbg,1-241-378-5340,0.0,S,,R,Universal American,9.0,
Uqb7826,634.0,0.0,125930.0,Grand Rapids,EGATQLAFNTIVDGWOWYLNKVUQJSLFMMUQBVFYDAFPPCTMLPTSKIRGRMFPTMEWIROIKGLMXD,1-619-130-5337,2.0,M,80.0,R,Convergys,10.0,2733760.0
sdj7827,604.0,0.0,416195.0,Livonia,oafhxgokhfedkbmwatqidodloxdkbakgetmltfcyfnafvmf,1-068-004-0614,5.0,M,5.0,O,Spectra Energy,6.0,3813673.0
ETA7828,691.0,3.0,257406.0,London,TNKAMPDKUPVMXQESYQMTGPHZRPWRYWZRHSPCAVQCEMMXCMCGNA,1-746-214-7798,0.0,U,91.0,O,Estee Lauder,2.0,2996284.0
DCN7829,,3.0,315271.0,Pomona,Yuumbrityggpbhggpnlrtdkzxumadxoqscpqbnwjnpgimmkgzphsa,1-824-437-0300,5.0,S,18.0,O,Washington Post,0.0,2682187.0
Lsa7830,687.0,5.0,497258.0,Oshawa,ncphbsbubxgurbr,1-867-461-4349,2.0,M,91.0,R,Curtiss-Wright,4.0,3831798.0
Ypj7831,324.0,1.0,248158.0,Topeka,Gzudnifiyhiyfouxqiohniksxznikzgrufovaoivphnm,1-753-206-7932,5.0,W,81.0,O,Ford Motor,,760428.0
Ilp7832,386.0,1.0,189605.0,Raleigh,BBPLYLRCEQOQZGFLFEUUUUULJYTRTKTOTBIKNITHSEFLCGWBAWFMJKAZCJGIFNPLDIO,1-098-863-1605,2.0,S,55.0,O,MDU Resources Group,6.0,2952394.0
JKM7833,566.0,1.0,238398.0,Tallahassee,mgjmxws,1-093-144-9837,3.0,M,28.0,O,Sun Microsystems,8.0,765248.0
gfw7834,799.0,1.0,421306.0,Independence,ujuxetmfcosbcwkaxgqclnvnsumnbbqnhalkwtaacu,,2.0,U,63.0,O,Quanta Services,1.0,3439491.0
EHV7835,630.0,,180787.0,San Bernardino,rnvgitkpjugwhjilvwukbaiwumupmvwdgbldsbwqwcbeohomrxyhhwgqtbkx,1-263-424-8969,3.0,M,47.0,O,Beazer Homes USA,5.0,2334173.0
Tkf7836,371.0,2.0,395340.0,Inglewood,Ysbxpcsiksembejj,1-745-878-9056,1.0,M,21.0,O,Coventry Health Care,8.0,3812091.0
Dgm7837,407.0,0.0,234030.0,Huntington Beach,BQWIJERGUUPCCUFGXGIACJGFDQHBXIUEUNZHMPZJJDKSMQYMCKKFOPYH,1-397-946-9623,3.0,M,65.0,O,Chesapeake Energy,3.0,2269485.0
Mps7838,525.0,0.0,210405.0,Des Moines,MVLUJVGV,1-120-520-1560,5.0,U,65.0,O,Great Atlantic & Pacific Tea,9.0,1737147.0
Ftk7839,,5.0,353446.0,Hampton,ZECVSLQJAPHEIHQISOMNHTYLUIMERMUCJZVMVNEMDOXUIOGUMCUJELPJ,1-230-771-4862,3.0,M,42.0,O,Estee Lauder,,3394079.0
XZD7840,377.0,2.0,497613.0,Lancaster,aevglfgozdjfbsrlsgtkjucishpnylnynyqqarrbcqgjyjwpyjrsgybzaiielriwr,1-478-181-4878,1.0,S,42.0,O,AptarGroup,2.0,1684124.0
Val7841,812.0,1.0,183090.0,Lexington,EUXNYUZVMVFJRWELCGCVAUETRYLIIGMUYSBQKUIMU,1-112-169-5136,1.0,U,41.0,R,Pacer International,8.0,835757.0
gxo7842,755.0,0.0,164669.0,Windsor,Vdehzbmypubqqpjwjqlabtaxmdhdehqzyaibehpuajvsrrxzxfgcxvjp,1-339-657-1052,4.0,U,41.0,,Enersys,6.0,600778.0
AMA7843,651.0,0.0,357404.0,Casper,,1-950-536-1586,4.0,M,9.0,O,Ryder System,8.0,1276528.0
ufa7844,761.0,4.0,252335.0,Idaho Falls,Vddatheccbgbbttsxmv,1-562-334-7089,3.0,S,38.0,O,,0.0,165037.0
Eig7845,446.0,,365804.0,Sunnyvale,Kulxoqqawltfovjfjdrzfkksaywh,1-166-177-5281,4.0,D,,O,MetLife,5.0,2757243.0
mgi7846,455.0,5.0,880.0,Colorado Springs,Qnccceerjvnbfrvqnc,1-609-761-7221,2.0,M,37.0,U,Great Atlantic & Pacific Tea,3.0,1551248.0
Wzn7847,659.0,1.0,318789.0,Carrollton,BRNTDXIBGLIOQQFQC,1-129-125-9035,3.0,S,80.0,O,Google,3.0,1321056.0
Zft7848,713.0,5.0,345038.0,Tempe,VFVXQKFGQQNSQGIIPDFPNSXYIDOMRVSHZEZKLCQPTZUNUQACLMYFDGVAEQR,1-936-540-4054,4.0,U,2.0,O,,7.0,3534970.0
Ump7849,495.0,3.0,132395.0,Fort Wayne,tplilnoe,1-690-233-8236,3.0,W,87.0,U,Werner Enterprises,1.0,1894764.0
XCW7850,626.0,1.0,,Paterson,cxwyzcxhqgouirvvdjiipbbjewqpsjnkzrmdck,1-789-837-7238,2.0,M,7.0,O,Bristol-Myers Squibb,6.0,1066589.0
Vjc7851,335.0,5.0,,Santa Rosa,FUZFWMCELFGABA,1-129-134-1820,3.0,M,17.0,U,Dr Pepper Snapple Group,9.0,3583968.0
Wov7852,504.0,0.0,431628.0,Brownsville,Utnbqklhhwgmvzpnuqdmsacooquhu,1-613-597-5717,,D,41.0,R,Valspar,1.0,2685074.0
Mjl7853,507.0,1.0,,Durham,GSRFWNTMZIDJMRUFRXOLOPNHUWSOQVUHKD,1-207-263-3980,0.0,S,31.0,O,Fifth Third Bancorp,8.0,406002.0
Xqn7854,739.0,1.0,,Grand Rapids,Byjwelwrwyqydgpqrrsltaeumhloflbsxlujgnoyqja,1-833-808-2289,1.0,D,81.0,O,Winn-Dixie Stores,,3551514.0
Lsp7855,775.0,4.0,,Idaho Falls,qgnowrynksacdmaajzsfrskwxkdinanxeboleqbumr,1-383-304-3979,3.0,M,72.0,O,Henry Schein,2.0,3048132.0
sjw7856,486.0,1.0,242718.0,Norfolk,Ogljuoxhfmocqndol,1-982-376-7085,3.0,S,29.0,O,Sanmina-SCI,8.0,1444829.0
oae7857,665.0,0.0,89847.0,Lexington,Cjihkpzffoebvjpxfxkiefccthbtbylarlqfdzbfkisjfq,1-817-038-9599,1.0,M,31.0,O,Pentair,6.0,577156.0
Slm7858,743.0,3.0,200377.0,Warwick,GWDBMQATEBPMRRRFYGGLMDBWYFRCAYWDFNZUZHBXSSTTULMAESKCNLDOBLKNLUDGFABOK,1-532-467-7887,0.0,M,57.0,R,Northwestern Mutual,7.0,1633874.0
Pea7859,,2.0,247008.0,Lansing,Ibzgfllcpexycqsvegklsdrp,1-954-558-4116,3.0,U,67.0,,AmerisourceBergen,1.0,616351.0
Knu7860,433.0,0.0,258784.0,Albuquerque,xregdppgewwchczl,1-050-997-0064,0.0,U,95.0,O,Virgin Media,5.0,1768202.0
Qtg7861,611.0,5.0,86676.0,Orlando,albeixrkutlxza,1-491-566-7949,1.0,W,22.0,,Waste Management,3.0,1298890.0
Dcq7862,813.0,3.0,158860.0,Lincoln,Baveijkgpqlddhgqqluednslsplfpaagordlkgvprzqurgjnmmxwvklhxhshazimcysrnabhzacqnrcc,1-938-251-5007,5.0,M,28.0,O,Pepsi Bottling,8.0,1491737.0
Bie7863,441.0,5.0,440716.0,St. Petersburg,Sshyepwbusychcmciojhequczx,1-197-300-6114,1.0,M,62.0,O,,9.0,2985049.0
Cii7864,443.0,3.0,233026.0,Newport News,Oxqmkaulzbaclowvlmdjkjdykkajsdxespryjgjbubinqnlivwlqlzouhsojkxaropmykmatsgsmcpq,1-992-031-4213,2.0,S,40.0,O,Windstream,5.0,2705761.0
Lpv7865,374.0,,158271.0,Overland Park,Dbytbl,1-712-665-4502,3.0,U,,R,Praxair,1.0,1281210.0
QCT7866,309.0,4.0,,Wichita,Namgeausgrzpfyjtvkuidkecqyewxrfllopjgdyj,1-683-204-0166,1.0,U,12.0,O,Smith International,7.0,483590.0
yvf7867,315.0,3.0,131086.0,Missoula,Febduntegkdzuaboksunetakichtiuhakpwbmtwxaltpspyrstymdwyczwijeuuebmwrhhjelsuxpw,1-935-790-1838,3.0,,52.0,O,Flowserve,9.0,2262741.0
RKS7868,555.0,4.0,65639.0,Kitchener,Qtfgejjwhqtadopvhzipuswvnjdixjigicauhmkgfsxsxyyalghlualonsjvqldzaqdxu,1-364-543-4378,2.0,,67.0,R,Tyson Foods,9.0,1063286.0
Ksb7869,850.0,0.0,140132.0,Toledo,Brgxczciebmsdzxjgwfhihwdiztdqklhbqerhzaeqsngrzvtvpwqbsajwaln,1-115-023-7573,1.0,M,51.0,O,W.R. Grace,5.0,3558240.0
LMY7870,411.0,2.0,102589.0,Cleveland,Lpwhgjofdpisezrtrcyeifdwpnfrquzjesmhgpoykyudxwdlatuxbgyohtlge,1-266-642-9644,3.0,M,41.0,R,McGraw-Hill,6.0,
lkp7871,428.0,5.0,128650.0,Hull,seiemidbutvmagdmhpwicbbmuonsamrgpryqhphmarhehccrntscvcrsekmspx,1-257-904-6002,4.0,M,,,Vectren,4.0,940857.0
Aeo7872,585.0,2.0,356899.0,Oxnard,Txndjpazugrittxrwkyad,1-498-061-0053,4.0,M,79.0,O,R.H. Donnelley,3.0,3849116.0
hpq7873,506.0,0.0,307676.0,Evansville,Vbhcmemmaxgolnnkvdblmslqwprgjlecsjalwwmpwvinhkdslhboyfmzmlwrzsgbmhrqceo,1-280-297-7178,0.0,M,41.0,U,RPM International,3.0,3423528.0
Hqh7874,471.0,1.0,,Amarillo,miqpmdibmrnreawputpicfbnjzkjlfyrgxawmknkzogolmsvawhuiho,1-352-753-0683,5.0,U,93.0,O,Urban Outfitters,6.0,3486382.0
pzx7875,501.0,0.0,207454.0,Lancaster,Jwmumxmpmphtnblwgmfrfocgrunpqskkgrbfocanckyctza,1-103-066-5056,3.0,W,9.0,R,Loews,8.0,2855254.0
Znq7876,,0.0,145543.0,Spokane,Uxyrpzvrrjmeasdztytqcculshoxhgrfpbdrsncygexglbbjxziniuvaul,1-287-844-6042,5.0,M,54.0,O,Idearc,10.0,2381485.0
Fty7877,645.0,3.0,430752.0,Augusta,jdmdbbisppnzkcmqkzbpw,1-124-039-8872,3.0,D,79.0,O,Loews,3.0,3621231.0
tqv7878,783.0,1.0,203884.0,Halifax,Shylplyvdmcumddwwxdmlcacfccuqmqwqnjdzn,1-243-980-3130,3.0,U,22.0,O,NTK Holdings,1.0,3366913.0
Cpf7879,646.0,0.0,357917.0,Miami,HNHEBPBFOWQCJZDQHZYQSTSSCXKAXG,1-763-235-5180,3.0,M,,R,Ecolab,5.0,
HHE7880,429.0,1.0,59041.0,El Monte,Nokpmfteedsjkenkthtgmjcquikgnbuwoakwhkllwtpnwlljjrvenpcaanyxeqitmutjmjhixvkc,1-602-584-7562,1.0,M,57.0,O,Constellation Energy,5.0,
Gkw7881,671.0,5.0,440657.0,Springfield,KDSCCTAYUPXTBSCNTMJRNFZEGLDUAESRFIXJZQZPFAGTJYMEGAKTFFPUWXQJ,1-985-663-8604,,S,73.0,R,Owens & Minor,8.0,3689007.0
rfg7882,416.0,3.0,152922.0,Manchester,DQKARXWRADTCMQLGTOSZMMAYSDGIYDUBKT,1-224-594-9781,0.0,S,42.0,R,Coventry Health Care,7.0,2839770.0
Kfp7883,340.0,0.0,375311.0,Warwick,zfenvemekgzedkgchawmztokktnrbskvkyptxweekqvsfannpvsliodravry,1-048-255-0392,4.0,S,33.0,R,Casey's General Stores,3.0,2797542.0
Wej7884,345.0,3.0,326382.0,Scottsdale,xhqououeujwscxcthdowiqkwtbkcoxyuoxbmingaoffongujngqevyxwjyxtginjgk,1-994-250-5987,4.0,U,51.0,O,Embarq,,657646.0
XBD7885,475.0,1.0,102543.0,Hartford,ueddwnzmsoshfhd,1-752-387-8618,2.0,M,86.0,O,MGIC Investment,4.0,300475.0
kdp7886,510.0,1.0,8999.0,Syracuse,byziijxxisf,1-336-761-2623,1.0,U,60.0,O,Campbell Soup,10.0,317213.0
QJU7887,821.0,0.0,423210.0,St. Catharines,XESLVOJZNQNARTFJVOFKOETJGJLBGAZHYVIHZRNLZXVVGXINLSUMIYOEXWJINYCVAQBWLVCFB,1-673-756-4923,3.0,M,52.0,O,Idearc,4.0,780316.0
Nyz7888,455.0,2.0,252935.0,Victoria,OQEQFVCIUFZLRPJTEBO,1-539-338-8755,1.0,U,22.0,O,Nalco Holding,,1287221.0
owf7889,492.0,4.0,,Oklahoma City,Rmegtgpz,1-701-246-6780,0.0,M,99.0,O,Molina Healthcare,4.0,3763532.0
Fon7890,563.0,5.0,344133.0,Inglewood,Vurykljtaswvufrtqpaogiwcmlctapiapcjmnuwcvlkheurwejamuaftjnibyzkkr,1-105-287-2906,0.0,U,92.0,O,Western Digital,6.0,2470297.0
LHB7891,358.0,,476719.0,Cleveland,BAZNH,1-066-105-2383,1.0,S,75.0,O,WellPoint,9.0,1005779.0
Zps7892,754.0,,340848.0,Erie,GIYVXVYWTCTMPEXQNDNYTWXHXNJNKZJPOCZGULAAWCPZKEZ,1-888-677-5979,2.0,M,99.0,O,,0.0,3636355.0
INX7893,773.0,1.0,67595.0,Las Cruces,UDFTSEEPXHFAFYVEUZMHKMJR,1-629-616-6366,0.0,W,30.0,R,Whirlpool,5.0,2881527.0
Lsn7894,784.0,3.0,65319.0,Portland,JOAPSGWWSNBWCMTGADBTQMWVIZHCZMMSCUUTAAPYYNKMUCLJPSOIHPB,1-512-964-7715,,U,45.0,O,Plains Exploration,3.0,433677.0
