prospect_AgID,prospect_MaSt,prospect_CreRa,prospect_Co,prospect_In,prospect_St,prospect_OORFl,prospect_FiNa,prospect_LaNa,prospect_MidIn,prospect_Pho,prospect_NuChil,prospect_Ag,prospect_Ci,prospect_AddLi1,prospect_NuC,prospect_Em,prospect_NuCreCar,prospect_NeWor
Dkt10684,M,486.0,United States of America,385325.0,SC,O,Cmvbitpkbbotzsqdinvv,Dktffymrljirakfmokfijnpvd,Q,1-391-772-5485,1.0,13.0,Salem,Rylpknmvqdxkxlsirelnomaheolawmktpflslqgjkppcnxunhgpoabmtor,0.0,Dollar General,8.0,2808378.0
PGY10685,M,680.0,Canada,,NM,O,FVVRBZP,PGYDO,o,1-331-058-2688,0.0,73.0,Sudbury,vpktiwspmeinmudstvjwwzlswpvcveqxhreksqpcptkkdbtmnslnocwxaxxs,5.0,Benchmark Electronics,2.0,3482900.0
Eew10686,S,374.0,United States of America,224373.0,CA,O,Uwziripwaabobpvhmhbagbpeprjvpq,Eewutkghdxgdgyosmtryonjr,J,1-983-709-6709,4.0,87.0,Charlottetown,Rotqkgitnhzxhjtkipounoohlwuzylcsfzmmvxjwvmbbvryxyufhcdaeraptrceuyhgy,1.0,Molson Coors Brewing,4.0,
CQF10687,S,754.0,United States of America,385033.0,Quebec,R,Tscru,CQFYRLFXDNVAK,,1-189-529-9082,2.0,57.0,West Valley,HJHNJPHPUOUYBEOGNXYFBWCLYEMZDGHDRGEHRGMKUIHHPFKOOPWJCNMQPYTDZSIVNSACYDKJO,0.0,Beazer Homes USA,1.0,2645217.0
Iuw10688,M,396.0,United States of America,152857.0,WY,O,afkeilkpbrenflvcozywtwcbcirgkr,Iuwdbvpcdelwg,S,,4.0,31.0,Fresno,JWFGKKNNWOYR,2.0,AmeriCredit,7.0,696462.0
KVG10689,D,736.0,United States of America,474898.0,NV,U,YCRXNZXLNJFSBNDZOOHYDXIOO,KVGOEAQ,,1-217-508-0897,1.0,67.0,El Paso,ARUFWRQLLPOKHM,2.0,Winn-Dixie Stores,3.0,71100.0
ncr10690,,625.0,Canada,196896.0,WI,O,Susadfjfcay,ncrizal,P,1-395-324-5814,1.0,57.0,Hay River,GKWDZZRKPMUJ,3.0,PG&E Corp.,10.0,3563168.0
Oiu10691,M,718.0,United States of America,92602.0,WA,O,pwoqdvmttsmdbvurqcdijtunqvoctl,Oiuhxtsmlmdmxlfh,t,1-281-182-9210,1.0,,Oceanside,Mkzenvhkkirtxivtkvpcwrpcxqodbndky,1.0,AnnTaylor Stores,2.0,1732845.0
Veo10692,W,636.0,United States of America,252395.0,RI,O,TJIZMGRNVDYQDBKCCKWFABHGGW,Veoskzrtzcnwj,,1-984-968-6365,0.0,19.0,Chicago,Pavbnhu,1.0,BMC Software,10.0,61753.0
euj10693,W,800.0,United States of America,54769.0,WI,O,Rfcma,eujpzodoopraktslonylhcsazqp,,1-072-245-7888,1.0,91.0,Riverside,,1.0,Kellogg,4.0,3864531.0
Wyh10694,M,567.0,Canada,49681.0,VA,O,Kdemuvddosactji,Wyhpztdfosncoyu,o,1-744-563-0007,,44.0,Portland,,3.0,,7.0,774607.0
Oka10695,M,318.0,United States of America,417102.0,MD,O,zcefsrpgecgusvwfmtelsdptbst,Okajmmxrvpamgugkwidhylpnrx,,1-441-189-1047,1.0,47.0,Chula Vista,Lhwlpxdflaolgcemahfvgzqw,2.0,R.H. Donnelley,8.0,3965693.0
nae10696,M,829.0,United States of America,336306.0,OK,O,PPOOBNXSBN,naeubeazanp,,1-425-610-7722,4.0,86.0,Hay River,Jpbiphkoagsobrik,1.0,VF,7.0,2617902.0
Kij10697,M,355.0,,244927.0,Alberta,R,Rqystpvdazn,Kijlvtwcvotnjtjyescejhbzc,,1-313-113-8513,3.0,81.0,Warren,Ejwdpgqasrnjbijaeppfpxlitgtndcxtgil,3.0,McDonald's,2.0,2951800.0
KRM10698,D,307.0,United States of America,152035.0,OK,O,DYQDSBEHXBYOLQRVFLSDHU,KRMEAPNSSSMYLW,,1-853-449-7377,4.0,43.0,Shreveport,RFSLTRZBCJKOGQTYKKMIIPSJRUVFSJH,2.0,J.M. Smucker,9.0,695719.0
Exm10699,M,460.0,United States of America,289616.0,TN,R,Nedalptqztpzqwvodopohpcmbevxj,Exmrcfcbafyjf,F,1-039-266-5296,2.0,90.0,Syracuse,ZNUOONDMPDOBXQFENKTLXKASSTGHMUHZASNMUMINYTPICJBAJPHLFZSHQL,1.0,Cisco Systems,8.0,1723542.0
Hla10700,U,665.0,United States of America,270430.0,Newfoundland,O,Pvurnwtqscspb,Hlabhsbpfiftugugscrlmslv,,1-262-935-4061,3.0,69.0,Escondido,Nncqhaxbkevezuydeqsanoialvmoktaxuwbbesqiyajaomifovbzfurwphnvckdbd,5.0,FPL Group,0.0,2163859.0
htz10701,M,671.0,United States of America,327799.0,AR,R,Ptungabtfanrpgtndostrvnstrlkn,htzemggdnuopg,F,1-852-215-4850,4.0,9.0,McAllen,vypqvycwfrrxatewoxphbwxchrvvosyyiekchzuqwvtueyunaxdcl,5.0,Granite Construction,6.0,981461.0
LYO10702,D,784.0,United States of America,274201.0,Ontario,O,Tnbwlnoxlepynmfqkljhtvq,LYOKRUJTBWICLQENXGXXMFXVBSIA,w,1-951-631-2877,2.0,60.0,Mesa,Rqaqfdwckbpeuysocdokjfccvmwgtknliiptegltqnemtrfcogsoaquuwbqpmkzbjumvfqyxwvvj,4.0,NCI Building Systems,5.0,368450.0
Fea10703,W,765.0,United States of America,429490.0,WA,R,Ogxgehvrlbf,Feapfpzgksxxqzgcn,X,1-486-622-5360,4.0,89.0,Hollywood,ehmabrkfspvaixvmxhdunjmlhpdznkiqsw,5.0,Level 3 Communications,8.0,652886.0
yrx10704,,810.0,,471840.0,DC,R,Irtwayadlmyltlvvwohfinueolwu,yrxiznvstrirmqsflcxhe,,1-681-256-0710,4.0,,Mesa,Jdlfwxpeszggippkuqbjmnuiuwgfvacdntnweoasgraupuzbe,2.0,Granite Construction,10.0,1160944.0
Pfr10705,M,331.0,United States of America,77378.0,KY,O,Rulfeidatrokbwmlowaql,Pfroozbxlkkfezvgvzgpsfba,,1-367-832-7143,0.0,61.0,Miami,,2.0,Big Lots,2.0,3104664.0
GNX10706,U,839.0,,432869.0,Newfoundland,O,Jxjavpalxtfmyytjlwfwxjbttpvxa,GNXNXCHCENFTCDTLKGWXTYI,,,4.0,18.0,Fremont,Fewekrvssmpgwjqxbbwpftczgopxypgftelsopynmyxnodqsxfcub,0.0,Wells Fargo,0.0,2049112.0
Djt10707,M,824.0,United States of America,152563.0,HI,U,JHVQDGPHNIZILOHSBRRHCRU,Djtuutceel,,1-685-130-0084,5.0,50.0,Dawson City,Qqrwdhiljycncvrvcghzoamtjignowixbbtn,4.0,Synnex,5.0,2024417.0
Kzf10708,M,555.0,United States of America,278503.0,VT,O,FGQUXMGMEJAVYXPPOFMOZEPJNIN,Kzfutrdsxhzloqgsrxi,,1-589-307-0718,0.0,61.0,Yellow Knife,OLPBCVDJJXYBXCZ,5.0,HCA,0.0,1256576.0
Xal10709,W,626.0,United States of America,301318.0,OR,O,NYCUAQKZQ,Xalklkhkivgcfjtxxhcrltuxysi,i,1-145-623-6121,4.0,99.0,Boise,bfmguzikoxrrmcsyijynuloxnocwygeoukjxb,1.0,Johnson Controls,1.0,
JKU10710,S,311.0,Canada,453493.0,DC,O,Hihhzh,JKUMWNLZUCCRAEPINBCXACVBVIC,,1-566-205-9306,4.0,24.0,Mesa,dmfsiqerjjkcrxee,0.0,WABCO Holdings,,
Chl10711,S,,United States of America,242476.0,IN,O,Xrphgmlxbdfhsqcb,Chlkpowogfacpsmdr,a,1-062-960-2563,0.0,91.0,Jacksonville,Jercjaublanaaxclqdusettaqbcglsxphlhhfzoeplhctfsfxmrbxjjvgp,3.0,Bob Evans Farms,3.0,3804324.0
RHQ10712,U,742.0,,372124.0,OR,O,Ydfnxjhp,RHQWZRJJYKVFWGEBYVMAX,,1-203-571-9392,1.0,88.0,Whitehorse,Ucjjintsbqizluwivommjvsydlrdeftuoyejqsjtjzfffltxkwpoquug,3.0,Capital One Financial,4.0,1863409.0
WKD10713,M,694.0,United States of America,187039.0,MI,R,Vrnburqkiutkntvnwoak,WKDQQEQZJKWCCONYMUZRZUDBREMHL,,1-914-921-4230,,21.0,Des Moines,dmtrbqsmukqubmiqxtcsevcfkcoizuyauw,3.0,Core-Mark Holding,4.0,108511.0
cik10714,U,435.0,United States of America,357994.0,TN,O,Ycipulyxxlkugro,cikvequqouyjpdorq,,1-523-831-0382,5.0,100.0,St. Paul,Pwckjychfasdgmkexrmgvqgycjhumtrhnoqo,2.0,AbitibiBowater,0.0,969264.0
tji10715,W,654.0,Canada,,KY,O,Dtrebbwvkmjidqrcd,tjiqjrcu,O,1-334-487-9213,1.0,51.0,San Bernardino,rklbdw,2.0,Raytheon,3.0,60014.0
Jrp10716,M,692.0,United States of America,266012.0,VT,O,LSQFWPYFFUTJWJNGMPSDFYEVUELTP,Jrpled,,1-395-158-2149,5.0,44.0,Brownsville,Eusxuidjhpblqizdbcuqoawtonuawevgkcsycvamrtluoockkquwd,1.0,Northeast Utilities,0.0,576906.0
Odm10717,D,635.0,United States of America,85620.0,MT,U,kacddbnfokyrfsygkvbzubsactmv,Odmzvfdmpjasmkgomgcawxn,e,1-110-280-6639,2.0,38.0,Garland,Hljxzpnzjhfgqgisjjjjpstjobxbdbdkntkidmvmsrruqvbbjh,5.0,Chemtura,10.0,2352148.0
Wxc10718,U,465.0,United States of America,151845.0,IA,O,Gxkjuffurx,Wxcxlevuowqbybimmpxkbr,,1-283-299-0312,1.0,42.0,Jersey City,eipbdctszdrhaocvcdnegk,4.0,Lennar,6.0,1093757.0
HMK10719,S,615.0,United States of America,402959.0,ID,R,EYKXG,HMKHLFHAGVOUFPJWSPOTLCQWGER,B,1-294-601-5009,0.0,36.0,Huntsville,cogopxykxtswjywclbgndzmhktccenwrhaelwjtmbnqzfptf,1.0,Peabody Energy,1.0,2672519.0
Oup10720,M,777.0,United States of America,306303.0,FL,O,Ecenebxwvlszhaedsnqhfbt,Oupdxpdwkamrfbcvlpaynxkrsmjlrt,,,1.0,25.0,Garland,Igcltcu,4.0,McClatchy,,3934330.0
jcq10721,M,848.0,,285455.0,DC,O,Chhjqnldzd,jcquezxwei,Y,1-015-854-8264,,57.0,New Orleans,astlzaxjbjcchsbswfjqbihdxhgvuhlweleatmgrcncresdejyoxplmvhnahdtjysdhzqqupmv,,KAR Holdings,8.0,805347.0
RJD10722,U,363.0,United States of America,437267.0,Saskatchewan,R,ARFLDGTVGYMGFSXDKHLVDMUKX,RJDFZVUWTXSCKDJNOHXWCLIJHTN,,1-877-809-6666,0.0,75.0,Independence,Pmeajokdbtoti,5.0,Cigna,3.0,2881988.0
Uul10723,S,772.0,Canada,127466.0,ND,O,Ylhjvkywhltbcfc,Uulhrgkcjcnmamdresvlivwr,E,1-330-654-9510,2.0,77.0,Baton Rouge,meskbesskuiaodenhqlvcmqyovbbywfgdxurutieepwtebi,1.0,Macy's,1.0,3208641.0
Dks10724,M,530.0,United States of America,374018.0,Prince Edward Island,O,Hkmsfduug,Dksuakkqvhxwdojubmd,,1-663-132-8861,1.0,45.0,Cleveland,Hucadefjudtnjjmzoorlwakghjomhvpaektreramijeagjgxjdtljnaqcuubqzikmzdznxfxzlhhw,2.0,General Growth Properties,8.0,503064.0
MHQ10725,M,534.0,United States of America,1468.0,ID,O,limudwi,MHQGBEBEQQNIKUOGKIPHRQXHYJMLA,,1-249-953-8341,2.0,15.0,Macon,,1.0,Sonic Automotive,8.0,3195180.0
OZM10726,M,717.0,United States of America,450040.0,AZ,O,Zlmtyhsodw,OZMWPTDERG,e,,2.0,3.0,Charlotte,iasdhqtwhnktokwkeejvqwmrbfgplzorytnflpaxjziyictpylyqfdlnhvfwmfet,2.0,Southwest Gas,9.0,1044054.0
dhc10727,M,493.0,United States of America,351830.0,MD,O,Qaajjvtpgdkx,dhcsjmvaeedkwjjxcf,Y,1-584-645-0903,3.0,14.0,Charlottetown,UXBMBLDYBFPBFTTKJZVHAFRTRGMBVZVFARCGSWALCTCPNOZWPQHZSKJMPOWCBGWGJF,2.0,MeadWestvaco,6.0,881584.0
Yvf10728,M,789.0,United States of America,365119.0,WA,O,ppoug,Yvfdkzfblrsjhwbyn,D,1-089-686-7300,2.0,12.0,Oceanside,Rybwezumvwnizshtevhecsbgxaavutsjwwoxfsxuuafcwbu,0.0,Baxter International,9.0,1849521.0
Vlb10729,M,440.0,United States of America,239852.0,VT,O,bswbf,Vlbokmoxgbaxabvidvn,f,1-273-877-8284,4.0,23.0,Santa Fe,Obwnjkeuxgsunhnkp,2.0,Pactiv,3.0,3625828.0
nbf10730,M,568.0,United States of America,22805.0,TN,O,Oimmcmssmumghuajg,nbfixlkvxgwrfsvpllsxhuft,,1-727-261-2642,0.0,46.0,Rancho Cucamonga,Lybqpiqoclgmyjxnixxpjkpmsnjoukmappstjdfqpm,5.0,GMAC,10.0,2943929.0
BXH10731,U,424.0,Canada,344647.0,MA,O,Duwsyustszephzrspihmtugkja,BXHDVTJTIVR,q,1-931-146-3503,1.0,87.0,Santa Rosa,wphmagvdjpefqfczbyrk,4.0,BlueLinx Holdings,0.0,659284.0
NND10732,U,582.0,United States of America,79461.0,ME,U,Xqolnorrhjnwqrwfm,NNDVW,,1-148-846-2578,3.0,29.0,Mesquite,,2.0,NII Holdings,3.0,2203511.0
dui10733,U,821.0,United States of America,481235.0,WV,O,yyhhdnnsxuenqwqspqvjwmcbbcoukx,duieqpgmbmpsprcqjitkyhar,,,,78.0,Yellow Knife,,0.0,Owens & Minor,9.0,1773544.0
pdo10734,M,763.0,United States of America,72336.0,ME,O,Ghwhelkbruz,pdodoc,T,1-191-710-2437,3.0,96.0,Philadelphia,ztaaoamgfqdkzjincgipdckmobrycglklbrthlymqui,3.0,Alcoa,0.0,2253227.0
sha10735,M,448.0,United States of America,395245.0,NM,O,idyfuqgtvbwdqcliukxuq,shazjdnfpo,N,1-844-591-9133,3.0,37.0,Salinas,OLKJGNGLNECU,0.0,Hexion Specialty Chemicals,9.0,2139352.0
jpw10736,U,451.0,Canada,156674.0,Manitoba,O,ucewmwwblnsyjctzbp,jpwxqwafqccxwcdbartieaf,U,1-332-992-0161,3.0,,London,tyuodrllnvcmniep,,ConAgra Foods,4.0,1001997.0
Wpn10737,M,352.0,Canada,498757.0,AK,R,Mmulvgwcuxuqxcopopugtkxa,Wpnrqlpbsnprwsmih,L,1-699-301-7674,1.0,25.0,Fayetteville,INZRXLRHDAFMDEWPVSGHW,4.0,MPS Group,4.0,1550816.0
cbk10738,M,558.0,Canada,238026.0,TN,O,njahg,cbkkwwpkakehndcsehzoditydm,,1-769-310-8210,5.0,28.0,Mesa,ijblbsslk,2.0,Precision Castparts,0.0,3843181.0
kcr10739,M,330.0,United States of America,139569.0,GA,O,ppietxhybtiuwadpuchxrxvrt,kcrhndvuqwubmyhjecjfhvidasd,,1-507-161-2043,1.0,98.0,Fort Worth,Pxdaligtkbveilrgqbvtsonurheesbfmtqawujrlizijmy,3.0,News Corp.,4.0,
Kha10740,U,689.0,United States of America,309433.0,WA,R,Lqbxgjxatqpcb,Khawpcajlzrjdgaitrloh,,,5.0,83.0,Ottawa,JQKLMCUKBGOVTQGCYEAJDJ,4.0,Arkansas Best,7.0,862766.0
Vgi10741,U,765.0,United States of America,328976.0,Alberta,R,Wgblfbzwvnj,Vgiwdkyjtjjdxjs,j,1-353-856-9754,1.0,65.0,Fairbanks,ggusdftwkychofijirawdgikhg,1.0,URS,6.0,2882674.0
XTJ10742,U,627.0,United States of America,240436.0,WI,O,Sgwthiiamzipthpxbtoqv,XTJCKRXLUFIAQEBEPQPHUJHUXTILND,a,1-106-293-4006,5.0,73.0,Grand Rapids,Udeevpbjyfhhvnahlcwlxxwdseyskybkcgiyjjqxjbehpoofhshqmcercaspbfg,1.0,Plexus,8.0,398997.0
smn10743,U,490.0,United States of America,108929.0,WA,R,Vbrppkpepfpua,smnqqaxmfxxqtpkiggiez,P,,4.0,9.0,Newark,Irtaxbfffzaekcxaalebqtqcsdytemomcspruzhlhgzk,1.0,Oneok,4.0,2444841.0
ADL10744,S,533.0,United States of America,369083.0,OH,R,dmxxikprvrsqg,ADLTQPKNZBMTAQ,,1-924-640-2319,2.0,39.0,Riverside,donqccbwplwbeanmhuncpxosqohlotkwigctzeuepowwfkohdfugerr,3.0,Pacific Life,4.0,335347.0
Lup10745,M,641.0,United States of America,337809.0,Ontario,R,Qouqpuynxvtfzxqhutgivifqguqf,Lupxgenghzikwwjkqepujxjteawkui,,1-181-085-8685,,100.0,Ottawa,Wimpxsprjaujrvbldjpmubaq,2.0,Western Union,3.0,3782643.0
Xua10746,W,510.0,United States of America,268059.0,Quebec,O,Mmenpqljqaufwdkwnbomjomdmzd,Xuaruehuuuixcckuzetzveg,,1-011-738-5208,1.0,2.0,Boston,Aphvyoqcltlncvxbzdnlqjezciuvzuujp,2.0,,,2285956.0
SLO10747,M,416.0,United States of America,443817.0,New Brunswick,O,Pohveleigvnv,SLORSWVNEKKXRIFWGXERSPOS,v,1-985-144-7335,0.0,83.0,Tucson,Zipsefeypoqkwqczqvpcedbjcfwhtkosnolvdeysnhcmvrwxsypgunbrmtg,5.0,US Airways Group,1.0,377971.0
dra10748,D,391.0,United States of America,465516.0,NC,O,tksuibroueazbexodcbmo,draxwtrejhuzhfwteshutvihzyszk,V,1-163-829-7379,4.0,83.0,Charleston,tmouzxifoaqxyordbvipvkqktpoazbzddlejrwwxwxrmncuphkujzwpceapmckraswtwguhxxvjgrfk,4.0,NTK Holdings,1.0,325843.0
mav10749,M,656.0,United States of America,368247.0,AK,O,Ckmqghvlakanmepsc,mavjtiswvpseqzih,,1-396-846-6935,5.0,32.0,Bellevue,Olcxnwggfmrgblvkkxgpoqmwjghbdkrwgeinwpdppdlirxabwrbpmhoz,5.0,AMR,0.0,1910979.0
SPR10750,U,405.0,United States of America,162103.0,FL,O,yqeigbsldvnkmsxwahpexjdxf,SPRRKESXFTSNHUXBPIBXPMPKAM,,1-934-970-1624,,,Regina,AODAUWMDPARPCWPLEWHZOTKXFAN,1.0,,2.0,1411715.0
bxj10751,W,507.0,,479067.0,CT,O,HPPOSWOHXVRBKEFUFJUQGOPKD,bxjmqszrkgjsitcvkezjdphjuokl,,1-436-305-5414,5.0,52.0,Calgary,Ejujwirkvjjomfuecmmgklt,5.0,Continental Airlines,3.0,1049873.0
Btd10752,M,445.0,,216160.0,CO,O,Bpkdze,Btdqcyxfoequogkyrmunyctbuvq,,1-929-227-9183,4.0,85.0,Columbia,Cgumnfzbbttluqmaijxvjljlelecqvedcl,5.0,Anadarko Petroleum,4.0,1401810.0
XUH10753,,669.0,United States of America,301138.0,HI,O,Ruglzutdftiwcvmtt,XUHWOILKQPFRAQGDNPQKGVEGHIONSD,P,1-976-545-8805,0.0,76.0,Peoria,PSLZQ,2.0,State Farm Insurance Cos.,7.0,2971933.0
nja10754,D,483.0,Canada,237470.0,Nova Scotia,R,OJPAH,njattghlangapmrjijifxpurwaippa,v,1-396-905-1794,5.0,59.0,Jackson,Hjvzozjyffyqcegmkkodx,1.0,Paychex,6.0,2539385.0
YBW10755,S,486.0,United States of America,175033.0,DC,O,Jygsnlnowpiqlm,YBWFUHQSDUUZVXRJJQMPHDNT,,1-910-772-9656,2.0,99.0,Hayward,umiboqqldwpkxesjseucysbswaswaausaltjpfmqpoewoaxraherjpuvvuxscillganqomztkxqsrfha,0.0,Community Health Systems,2.0,2797149.0
ojr10756,U,415.0,United States of America,130402.0,PA,R,Bcccwpwprtj,ojrwihdbnbwgykeewvpo,,1-807-561-3794,4.0,32.0,Winston-Salem,,4.0,Merck,5.0,
Jxc10757,S,577.0,,47190.0,SC,R,sjlrrgbdv,Jxcvkfgwgvzthvbpxjdfbwofacgp,,1-375-227-4309,0.0,67.0,Halifax,CTOVUOJON,3.0,Dollar General,1.0,3813587.0
HHQ10758,M,601.0,United States of America,344616.0,CO,R,Rokhndnbpjphybujxj,HHQMVCH,X,1-149-645-1017,0.0,6.0,Whitehorse,Jjejreafisqsdqojmkbrcesjafvlywskl,2.0,Hudson City Bancorp,0.0,2954169.0
XNO10759,S,504.0,United States of America,186412.0,NV,O,WQQUWPKULEXUQOOAEI,XNOYZHYEVNE,,1-192-640-6430,5.0,22.0,Montreal,zqxdexialfjaktvpumopgquyxrsyrbaxrbphicnbvesgigilivmjdivnrwgconpbzkopics,3.0,Darden Restaurants,10.0,1193300.0
Kjn10760,M,413.0,United States of America,113792.0,LA,O,YGLTYDOBROWWYMMXYELLSN,Kjnkvdix,M,1-594-840-8081,3.0,21.0,Lansing,KPGTHIPUEBDRTEBYNCPSGCPLFWNNUTILJFFPIVTMCEEZFRXPLPYFIGSWTBKMSBRYISJRM,2.0,Murphy Oil,8.0,574347.0
Vqk10761,D,778.0,United States of America,289307.0,SD,R,ttpqxttfxjx,Vqkhnmxqvnpjxgzc,,1-163-124-0211,0.0,87.0,Independence,Tmqxupgquybbjarqowwwdmkcxzilkffarcszofjccggzicsfhjxcjvz,5.0,Jones Apparel Group,6.0,3744118.0
XZB10762,,308.0,United States of America,6882.0,ND,O,VLZUMNYLMRLNAUQNBUO,XZBUYKYLGJJWGLAAGS,C,1-943-519-0717,5.0,96.0,Chicago,Crtdusrezflroccrokwrom,1.0,Marriott International,1.0,3583201.0
ldv10763,,446.0,United States of America,311727.0,ID,U,QGXWYDRNEJNRRKZQLTEUTJ,ldvhqzawaumoilvayevhy,,,2.0,3.0,Charlotte,Tivotviap,5.0,WGL Holdings,0.0,2748619.0
Ili10764,U,398.0,Canada,494245.0,WY,R,Mysnfqfwx,Ilinupnbzbxbizd,,1-060-784-9249,0.0,88.0,Tucson,Ypwdabcklzaqnzlzkbrutnahfeasaezenqfmj,1.0,Praxair,6.0,2383008.0
syu10765,D,695.0,United States of America,298683.0,AK,O,Howdpifccmfwqksiaer,syuazwqbwmbyncliztjjwjxxszcfcu,,1-502-155-7767,5.0,18.0,Idaho Falls,Golootzxqhxxpalsxgjnmpiefoetldccorgwskoyydcumwyrlzjmxoccwdnglpqgxfdhxidyardauf,2.0,Briggs & Stratton,5.0,
Xac10766,M,806.0,Canada,419170.0,NM,O,Tzbpzleidtohipwlqvia,Xacnxshxxxonbgqhyhsbnqiogyk,,,3.0,67.0,Los Angeles,Hxagrsdtkfrneb,2.0,Capital One Financial,8.0,2137214.0
Cti10767,S,340.0,Canada,348664.0,ND,O,Zboulrxpwouswdmmx,Ctitfk,,1-782-212-0077,3.0,51.0,Glendale,,4.0,A. Schulman,6.0,1031354.0
Nzr10768,S,678.0,United States of America,427181.0,ID,U,Lbblg,Nzrioicpzwau,,1-054-375-4644,5.0,48.0,Oshawa,MBKLEISMRAGOTUBXOAKMDBATVDPAELYFKYVLGU,2.0,RPM International,3.0,499467.0
Mtw10769,W,359.0,Canada,474270.0,UT,O,Obtmhvwmhmwtles,Mtwni,,1-471-294-4279,4.0,5.0,Tucson,juiqhdy,3.0,,5.0,3514240.0
phx10770,D,501.0,United States of America,88560.0,MT,O,Lhtsqmhrqyiffxmkbuvqe,phxrhggyahx,A,1-084-800-8751,4.0,44.0,Vancouver,Hksgeslwkqtuyidbvgarcgsqv,3.0,First Data,7.0,1876487.0
Vmy10771,U,460.0,United States of America,457134.0,MD,O,tfieaqbfmhcbicgowmxxjmaj,Vmyxbvkcsemexumzzwpsznutdtq,I,1-275-225-1907,3.0,15.0,Norfolk,Urbfnnppxd,4.0,Domtar,9.0,1952058.0
Xsi10772,U,728.0,United States of America,6358.0,CT,O,skslrcknjpmgubzkipikvodykxwj,Xsisadxodbwwsyaivstmgnl,D,1-486-197-6241,3.0,89.0,Oklahoma City,ipstantgbqlchlnwntqbotwkfbhkoyjzcamwqntkfyxxmos,1.0,Applied Materials,10.0,909405.0
uxr10773,S,659.0,Canada,418302.0,SD,,Xmarfrwuzixti,uxrpbxvizexdljtpweduts,B,1-057-356-3119,2.0,50.0,Iqaluit,tghpyowmcrtdrbxiffxwnevzoujxnkdqllbfcxtsgvmomrzsbeaiamd,2.0,Kansas City Southern,10.0,
Mxr10774,S,411.0,Canada,139285.0,CO,O,CUZKZ,Mxrfgkpbfbylulymxvsczdx,v,1-351-634-7023,1.0,22.0,Lansing,SZASRQ,3.0,AptarGroup,2.0,3700638.0
Cvf10775,M,369.0,United States of America,292021.0,HI,O,Qydjlrvhxshwusdnnvxsmkfqt,Cvfiypstnzgaidruucsgmxohjir,,1-858-200-2319,1.0,28.0,Lancaster,WIHLIRTLTNFTRLMACQSBSIAARWGWTFPDWPNUBYISCKPN,3.0,CC Media Holdings,6.0,1306319.0
Suy10776,,394.0,United States of America,210830.0,TN,U,Hvajaxuukird,Suyhsllijppwhoxk,d,,0.0,46.0,Aurora,mcstwxdqgrccgceexalvbvbviocmsfjett,,Interstate Bakeries,6.0,150233.0
GLY10777,S,339.0,United States of America,109434.0,WI,O,Jhomqfbhkfpmrwzubndsuwwbtntli,GLYFSZZLQ,K,1-273-760-4510,,36.0,Lancaster,Fkrzizqbcdlgoctftgifkaxqmkghsssfxceavpbqivxeapiycmyhrwpxth,1.0,Levi Strauss,3.0,
Ape10778,S,547.0,United States of America,12476.0,UT,U,kzlfxlxxmq,Apeyfsxnnukxcayulaqiswc,K,1-472-941-5670,2.0,50.0,St. Catharines,YSTMBUPHVUYIMWBYTBYNORWZKDKQABTLNFYAMRPTTMFNYHGCEKBLBUYEVDPDZTDJT,4.0,Merck,10.0,3155265.0
vpq10779,W,702.0,United States of America,84193.0,Alberta,R,Oscfladctbwdsjrlvvwqqxobmbhbz,vpqhfejpdtwszrh,q,1-449-416-2015,3.0,16.0,Warren,CTPBTPQHTPLLUNVHOLQDFNABKCRNQIYVYVDQ,2.0,Vought Aircraft Industries,9.0,2143598.0
pxg10780,S,679.0,United States of America,326571.0,NJ,O,Qmyzekzupdowkiaqrhjcplolfoq,pxgknexepxfejynehwpcbpt,,1-628-488-5001,1.0,,Huntington Beach,Khoclylzqwqzudu,4.0,Apache,1.0,1675682.0
Qyp10781,D,618.0,United States of America,134879.0,MT,O,Wclhzhelapg,Qyparslzargxxytomiykbb,,1-697-392-7320,4.0,54.0,Winston-Salem,zkqmwsydmowsfgekadglvirwxwcqrxzapubwcmmkihudernorvdvhsrammjcccdblpwufdfrrbgn,1.0,PerkinElmer,8.0,1032754.0
Fyu10782,U,727.0,United States of America,238275.0,VA,O,Shcgvayjsmzaxpbj,Fyuhdmwjxg,,1-231-031-8002,4.0,8.0,Columbus,GBEITFQABYLSPMWIZGTZZMGECLJUFCQRPLSODCOSA,4.0,Comcast,7.0,3097622.0
Vbp10783,M,406.0,United States of America,,IA,U,Oqahbtsxjacnwiddeptejqbvudqiq,Vbptpaulczyhregmx,k,1-111-043-1212,0.0,,Norfolk,,5.0,Hexion Specialty Chemicals,,499178.0
Gld10784,U,302.0,United States of America,78862.0,DE,O,gwvfprjwuprczst,Gldfmfyqntigefij,,1-975-997-5812,4.0,59.0,London,rjzfguatodqumbrmipfcdoavolwaqirvtvpipovuattljkmmteoneshvmxqsojqhlmxzkl,5.0,,1.0,3254375.0
kbn10785,S,818.0,Canada,13674.0,NY,R,Ymccvwvcejhhq,kbnyzjogskzeejcrigd,q,1-996-419-5614,4.0,53.0,Hilo,sglnxukpypeogrthrvctsijxdbwwdotxvoiwwyntktzommdiv,0.0,,4.0,1919672.0
