gncd,wnrrntflg,frstnm,mrtlstts,pstlcd,ntwrth,phn,ncm,nmbrcrs,nmbrchldrn,g,crdtrtng,mplr,nmbrcrdtcrds
HNH11723,U,Wzrrvlcuzwt,U,Eklbk,1692275.0,1-864-537-8923,406654.0,0.0,3.0,36.0,468.0,American National Insurance,1.0
pll11724,O,CQFPJIC,M,Oclezseob,,1-288-902-9385,,2.0,,43.0,843.0,Alliance Data Systems,6.0
WWD11725,O,kjkmevaboparyalvvxlnfnevakcul,S,Nqbqgtepxlaj,2483407.0,1-226-636-2822,482177.0,4.0,,94.0,377.0,URS,10.0
BCL11726,U,zxpybiaukmxtx,W,Xdaiarvskbj,3910309.0,,183422.0,2.0,5.0,24.0,846.0,CVS Caremark,5.0
itk11727,O,sxttpqveboqpcosqjqqskcjxlyb,M,Sqaeytkepdli,1090674.0,1-713-441-8568,58827.0,4.0,0.0,,508.0,BJ's Wholesale Club,
TRY11728,O,IDVGFKIZATSPYCXINUCC,M,Hmbglfxrztu,1690874.0,1-786-594-9786,204346.0,3.0,1.0,2.0,586.0,Baldor Electric,1.0
asv11729,O,BLTRMJUAYVRJZNNMFCWKCYFD,M,Llowov,3412707.0,1-387-276-9449,75850.0,4.0,4.0,1.0,321.0,USG,0.0
Ffa11730,O,Aqyiqvi,W,Mopcofad,2152190.0,1-532-085-8244,493649.0,3.0,0.0,65.0,681.0,Community Health Systems,6.0
ZKQ11731,O,Rgihiwsvllax,M,,3081724.0,1-535-711-3039,480339.0,3.0,4.0,65.0,387.0,US Airways Group,10.0
mmu11732,O,EUEPIWJCDCPOJKN,S,fcoaxp,361735.0,1-531-198-2593,177542.0,,4.0,74.0,845.0,Donaldson,4.0
Iho11733,O,Wccekpfsbhaldkpoemjscesib,M,rvsdpgiswz,2920725.0,1-394-748-7770,157306.0,1.0,4.0,,691.0,Ross Stores,7.0
pxg11734,R,GXEJOEANQO,M,qmrvjgtdl,2484825.0,1-446-601-1467,27284.0,0.0,,71.0,420.0,Sara Lee,3.0
Gwr11735,O,mkjeb,U,Mtfhmm,,1-278-160-7348,115821.0,2.0,3.0,90.0,625.0,Airgas,1.0
XVU11736,O,Cwgthyibnkqraeamnbnrwjurffsrw,M,Mmrevapjlob,509751.0,,314757.0,5.0,1.0,2.0,599.0,Brinker International,1.0
Kbh11737,U,IYSQHUZCXFKWUQEDM,W,bymzjdm,390663.0,1-289-584-2314,449663.0,,0.0,34.0,526.0,Cliffs Natural Resources,10.0
Yvf11738,,Wmswulnjsrmzcf,M,Fpolqpmix,2349107.0,1-384-911-4288,78320.0,4.0,5.0,98.0,691.0,Cigna,3.0
FAI11739,O,Zcbwmsqred,U,vgwbytwi,51177.0,1-088-590-4824,245922.0,4.0,0.0,12.0,,,2.0
PYX11740,O,PAXACVYVZHWHZLNLMWN,D,FEDYK,3554095.0,1-953-354-0665,225729.0,2.0,2.0,48.0,544.0,Dean Foods,
BLL11741,O,Wwvmntguryrgoablbycxewfcvpi,U,Czbvtzosve,3109210.0,1-744-528-3722,76059.0,0.0,4.0,91.0,664.0,Spansion,8.0
MBN11742,O,YNPJZNARNRLMNV,M,EXARTZFKFS,3615936.0,1-841-666-0355,466644.0,4.0,0.0,85.0,,Charles Schwab,6.0
Ika11743,U,Wgqaamrtagkzwocchffoflkalpb,M,Sfxfjdjh,211374.0,1-801-738-1880,155200.0,4.0,5.0,59.0,,Penn National Gaming,1.0
Sze11744,O,Lvbsaghvzxiryygvwfyl,S,ZQUHYFEDUTPU,2617531.0,1-870-114-6677,416270.0,4.0,4.0,38.0,518.0,Loews,5.0
KTX11745,O,gdltk,M,VVHKXE,2786921.0,1-109-854-0542,414979.0,4.0,0.0,96.0,,,2.0
blo11746,R,Hujensnbrrsorvigkwugamev,D,NFDLLYQCMNVX,2969927.0,1-861-294-4700,322741.0,5.0,2.0,14.0,364.0,TJX,1.0
dfh11747,R,Koxhedgbppdxmhtfp,S,Rdhmgkc,2436646.0,1-792-056-7609,260826.0,2.0,,67.0,714.0,Unisys,5.0
Xnw11748,,hxkrcetjsqmybdmuckavoqzsepxevk,S,Vklaivpkmemk,266142.0,1-130-623-1637,21062.0,4.0,5.0,84.0,824.0,Belden,5.0
Gch11749,O,bejjubxcmnmsnnzalhbrmvcd,S,Llpskxxlcxft,770942.0,1-182-393-4522,74741.0,0.0,1.0,33.0,403.0,Collective Brands,10.0
kpg11750,O,Sjeba,M,UKLKRSJSDUOI,3319942.0,1-321-617-5813,69862.0,2.0,4.0,73.0,793.0,Int. Business Machines,7.0
msb11751,O,Spiprqtpddvyapofqovjtoo,,Tmxbkubd,2720438.0,1-210-535-0713,384794.0,4.0,,37.0,546.0,Ralcorp Holdings,3.0
Hnp11752,O,ZLJHCXEJ,M,,1160144.0,1-429-954-0071,397879.0,1.0,5.0,68.0,308.0,Universal,0.0
QGK11753,O,Vtclnuulfvdphrdisbcu,M,Eobwmjo,2159549.0,1-409-149-9340,358585.0,0.0,1.0,22.0,570.0,Danaher,8.0
Uej11754,O,Vuuasytqdbflsj,M,gyctkpkdfdwq,3781151.0,1-345-474-3567,474460.0,5.0,0.0,17.0,796.0,Sempra Energy,6.0
bav11755,O,Rjfhnbqrmuarojz,,BBPFOJQC,3250324.0,1-932-932-3688,50947.0,3.0,5.0,12.0,376.0,Levi Strauss,7.0
Yuo11756,R,Lrwajzbkmzw,W,hhjiyfqammhv,3662387.0,1-273-821-8358,372337.0,0.0,4.0,25.0,430.0,Helmerich & Payne,10.0
YPX11757,O,buyjwllsyknpcnmydk,U,IZLTGPAUHWU,,1-015-125-0129,327959.0,2.0,4.0,61.0,419.0,Lear,10.0
Xae11758,O,agmkrpzmjavgsscwccbosojissj,S,,1177998.0,1-030-747-5853,129997.0,2.0,0.0,90.0,401.0,Williams-Sonoma,2.0
Vbs11759,O,KIDEIXYVNAQQFQKUWOPH,S,Qnihppb,,1-758-056-7992,375031.0,2.0,2.0,9.0,546.0,Best Buy,6.0
CUE11760,U,CZOVBFNPKADZRTEVLAG,M,EJOQXMEU,890205.0,1-394-544-2432,94344.0,3.0,1.0,20.0,415.0,Atlas America,7.0
qmp11761,O,gkndjqugsmfgd,M,Xpqjrzaob,2389197.0,1-188-393-3222,128592.0,,4.0,12.0,551.0,FM Global,6.0
OES11762,O,bwfmnhdcegwoavbbpzgxbdgtbwrio,U,jwmwaaomkci,3096813.0,1-947-077-4401,155023.0,2.0,1.0,44.0,523.0,Dynegy,5.0
Mzo11763,R,Pbfivj,M,Wjlvecvmkuzq,3890361.0,1-295-181-0489,174598.0,4.0,5.0,100.0,,Texas Instruments,9.0
Wxt11764,O,Vobhdnjppndvxqkshxrqapn,S,Ozpzuq,1259261.0,1-328-056-5318,,4.0,5.0,,638.0,Applied Industrial Tech,5.0
Bts11765,O,Vkedzbc,S,PFBMJWHV,785594.0,1-390-888-5972,74775.0,2.0,0.0,,366.0,BE Aerospace,8.0
Fhk11766,O,epekgijcifdxlzyp,U,hoyftvoa,2423771.0,1-436-728-9947,464465.0,3.0,4.0,16.0,311.0,Patterson,8.0
Sua11767,O,tebaeqrredhpfbqfstxvhiyvh,W,mtphqhav,949490.0,1-010-494-8403,236734.0,3.0,3.0,44.0,762.0,Robert Half International,4.0
dyx11768,U,acwfvxvrelx,W,zkxacs,3099446.0,1-834-168-3435,,2.0,3.0,83.0,509.0,West,2.0
HUA11769,R,mxotgeesvxomnkecazphzt,M,Imnxma,3102860.0,1-916-536-8440,366394.0,4.0,0.0,23.0,712.0,St. Jude Medical,10.0
Wfe11770,O,Wufotdnkb,S,UNCQCKGO,3709911.0,1-957-540-5017,396783.0,0.0,1.0,47.0,431.0,Brinker International,
KRN11771,O,tqrsxaxsxjhyzwzgmstxrp,M,OOMVRSYBQNLX,1091433.0,1-685-113-4933,495323.0,3.0,2.0,43.0,316.0,AutoNation,5.0
ofi11772,R,PFFXOZBDJIUCSSPHDTUFJF,M,Wpcmivs,1545094.0,1-993-732-1196,9714.0,4.0,4.0,70.0,,Scana,1.0
Xnr11773,R,XYZXRGZONS,M,Dgiohbhdbfdn,3242783.0,1-148-171-6665,216485.0,0.0,2.0,,412.0,Stanley Works,0.0
Opf11774,R,Yyuyaiamddddtvqqqcgswwowfxc,U,zjnrzmlj,920705.0,1-013-501-5635,131489.0,2.0,0.0,1.0,,URS,4.0
Yyq11775,R,VNNQBRGA,M,Shqrdlnh,551423.0,1-572-675-5701,117948.0,5.0,,58.0,,Dick's Sporting Goods,6.0
PRT11776,O,Vwohkdooahihxczidomsfbsed,U,CWJYVXH,,1-932-992-3370,422142.0,2.0,4.0,60.0,814.0,Perini,6.0
Fks11777,O,Udpfcivirrtrwnl,M,gfenenr,1451863.0,1-019-282-9321,17118.0,2.0,1.0,2.0,465.0,AECOM Technology,7.0
pvw11778,O,qeyzo,,Wkegkdhurkl,1441336.0,1-535-562-6100,430409.0,5.0,0.0,100.0,682.0,Harman International Ind.,1.0
nep11779,O,GKYYQQX,M,qmsfauhaqw,721680.0,1-577-754-3360,24711.0,5.0,5.0,61.0,687.0,Furniture Brands International,3.0
Krw11780,O,jsmzbkfawplbycw,M,Mtfkvgxvhglh,3190327.0,,127926.0,,1.0,94.0,305.0,Sysco,2.0
Veg11781,O,Dnbcnkgmqdlksakflpoua,M,IRNMSUSC,657037.0,1-084-404-6188,251455.0,4.0,4.0,74.0,737.0,ConAgra Foods,1.0
Fub11782,O,BNSOIELNSU,U,,1686671.0,1-403-230-0932,415869.0,2.0,4.0,34.0,789.0,Omnicom Group,8.0
jvv11783,O,Rliuelgaexnbsccmmssqltd,M,iwjlhzkfy,3093331.0,1-316-892-8756,284748.0,3.0,3.0,95.0,805.0,Thrivent Financial,3.0
RGN11784,O,coqwy,S,Nmrsuasasfb,19154.0,1-670-731-5577,68139.0,0.0,5.0,66.0,518.0,NCI Building Systems,1.0
WVH11785,O,IIEHLIOOTNQKQKXGWJCQNMWI,U,DWTBQFM,2524557.0,1-044-687-1330,346400.0,1.0,1.0,86.0,777.0,Pall,6.0
iju11786,O,Zkfend,S,Qhsobcmvnnbi,3038913.0,1-124-036-6921,31969.0,5.0,5.0,61.0,364.0,Ingles Markets,5.0
ifo11787,O,FXGRDAVNRFOVCOCPMNUUUTGQXLX,M,jmtesubft,1073838.0,1-741-663-6034,337635.0,5.0,2.0,62.0,334.0,Sally Beauty Holdings,4.0
pbl11788,U,HLFMSABBPKQQKRUDPTXRJU,,Gfehgwwomkff,3887690.0,1-889-946-5122,275290.0,0.0,5.0,89.0,321.0,Dr Pepper Snapple Group,0.0
Ztr11789,O,Ftqlbcvxlgvk,M,qyvfd,785284.0,1-365-701-7693,83193.0,0.0,0.0,99.0,612.0,Mutual Life Insurance,3.0
Exc11790,O,Vejeicpmwkpekafvetvwlf,W,UTQLRIEGB,61083.0,1-548-834-2155,131067.0,4.0,1.0,94.0,608.0,HealthSpring,10.0
Ypl11791,O,ekabykhcrxdfzvbxrbwtpnayjygyuw,M,Uhvzxeud,2584577.0,1-257-166-7587,462061.0,0.0,2.0,95.0,362.0,Belden,7.0
RGK11792,O,Wioinritvnganibh,W,Htwsqd,3139348.0,1-664-266-9568,405350.0,0.0,4.0,22.0,720.0,Warner Music Group,1.0
Pli11793,U,Rsgrjlsfxrmfv,M,NYSVLFPKPQ,873050.0,1-721-063-8202,280817.0,5.0,1.0,85.0,400.0,,7.0
Eji11794,R,Xxherikpogvmjaq,S,hernxbink,3651114.0,1-960-087-9136,132911.0,0.0,2.0,81.0,446.0,USG,6.0
Ywy11795,O,jmqyqub,D,YSMNGXUK,117958.0,1-906-762-5889,463043.0,0.0,,42.0,402.0,Las Vegas Sands,6.0
GPV11796,O,Dmyqtrp,S,ORJBLFTRB,3485695.0,1-797-147-9665,491624.0,3.0,4.0,25.0,609.0,,9.0
PNX11797,O,Ynqykgvkaoje,M,ohquntxgg,226844.0,1-158-275-2146,343629.0,1.0,0.0,78.0,486.0,PepsiAmericas,3.0
Fop11798,O,Fpohuxjuvcusfpclgbhqfzsdoukg,M,Fdejkln,,1-115-123-1503,134322.0,1.0,1.0,59.0,308.0,Administaff,8.0
XDC11799,O,HCKJVKLQQFHIUKRZVTL,S,WRBGZW,3414198.0,1-414-687-3266,119718.0,5.0,1.0,39.0,748.0,Freescale Semiconductor,0.0
fly11800,O,YPDKXGEDP,U,LYYRXHUPEKSN,115387.0,1-910-899-8854,240566.0,2.0,3.0,92.0,712.0,Key Energy Services,2.0
Cju11801,U,urqkmrwnvai,S,Cbwjwmbuuisn,706876.0,1-825-781-6812,1011.0,5.0,0.0,71.0,523.0,,10.0
Xli11802,O,Ufwaueuhjamyqjlmf,U,WJZHWWQ,3414611.0,1-772-701-7668,138852.0,3.0,3.0,74.0,593.0,Ingram Micro,2.0
Jla11803,O,VMRANUZ,S,Koagp,2871822.0,1-731-139-5161,304506.0,2.0,0.0,34.0,,BJ Services,4.0
Odv11804,O,Cnttjlkiuqxqvyesdkw,M,OJRCIYSSWKKI,75846.0,1-856-493-1171,422426.0,,5.0,24.0,732.0,Goodyear Tire & Rubber,1.0
Grw11805,O,Ydxerbfqxhotthuxgtvmnxfxbt,S,dxqrm,3135479.0,1-979-745-5168,195047.0,1.0,0.0,84.0,712.0,Ryder System,
Prx11806,O,dgtnpzkxo,M,xqggirzkjxg,1929126.0,,119712.0,1.0,4.0,62.0,794.0,Crown Holdings,2.0
Pbw11807,O,Efodqanzjoqtxjrzwpxhqs,S,ARSEMVQ,1598636.0,1-388-711-9458,328056.0,1.0,1.0,34.0,543.0,Tractor Supply,1.0
Tyd11808,O,FDVMCHBHWIH,M,pktmr,3873135.0,1-589-308-5039,439825.0,5.0,0.0,76.0,,Protective Life,8.0
Yoc11809,,Vsnhygxiwnav,,Moddarsr,621863.0,1-912-023-0094,238921.0,0.0,3.0,30.0,370.0,Genuine Parts,0.0
eiu11810,O,etywdcewbrsktkpbgetruusctc,M,Qsikwotaof,3183748.0,1-680-728-7555,443410.0,5.0,5.0,48.0,437.0,Molson Coors Brewing,6.0
Lzb11811,O,Thcdos,S,INUVWJQDTD,480910.0,1-541-591-8203,185210.0,2.0,4.0,98.0,568.0,New York Times,
Ehf11812,O,suftkitsqaqadg,M,Qecmb,869869.0,1-097-573-7903,249206.0,5.0,2.0,54.0,315.0,Eastman Chemical,0.0
TZJ11813,O,YBSBCAHXGHHBN,S,Qglimeduimd,2431274.0,1-388-763-1684,148527.0,1.0,4.0,,619.0,Alaska Air Group,3.0
LOE11814,O,Igmstqcsdj,M,Fljbadymrb,1839975.0,1-897-003-3614,,3.0,4.0,37.0,576.0,,5.0
Hgi11815,O,Eqopxdpurpnxtiweskzvpziq,M,OAHAAB,11343.0,1-284-573-0057,182700.0,2.0,1.0,51.0,510.0,Unitrin,4.0
Ffm11816,O,uhanjbjidjjytrihcmvprxwp,S,,72476.0,1-962-680-8156,159679.0,1.0,0.0,98.0,430.0,Winn-Dixie Stores,9.0
Ecf11817,O,oxdorros,S,tdjqmslajmy,2611907.0,1-517-304-1469,290172.0,4.0,0.0,62.0,464.0,Williams,2.0
MXJ11818,R,KEUFQVELDPWSH,U,Ymgeisafak,3007924.0,1-768-701-5720,326553.0,3.0,5.0,42.0,572.0,Anixter International,1.0
tbb11819,R,Tlmstoohheeemeyydnirtlew,U,ejetvkned,773988.0,1-063-653-5428,18285.0,5.0,5.0,62.0,695.0,American Axle & Manufacturing,10.0
umi11820,O,KYUAFMDIHSBQQPP,D,Tfaxp,2217017.0,1-512-924-0236,15818.0,5.0,0.0,88.0,454.0,,8.0
Omk11821,R,zqfeibeochqdsaontzlmrhexgvqzhz,M,bdwlwxsphqn,2060103.0,1-774-491-6498,374832.0,3.0,0.0,35.0,466.0,Con-way,9.0
uau11822,R,QMGZVEUR,U,Wmqjxempib,478005.0,1-758-965-1175,3750.0,0.0,2.0,71.0,387.0,Rent A Center,
Gwo11823,O,Jbnkt,M,,3438878.0,1-441-519-9327,159399.0,4.0,5.0,98.0,429.0,Terex,8.0
Jdh11824,O,YIRCYRJEBDIUZVRLJCVJHCHYIPHM,W,Wmibrdtmmhqz,2427763.0,1-653-352-0225,128044.0,0.0,0.0,6.0,827.0,Colgate-Palmolive,3.0
Irk11825,O,jwffhxyzwfbznpgurupqjz,D,Rpbvqmv,738869.0,1-398-802-7033,232511.0,2.0,5.0,40.0,493.0,Sears Holdings,1.0
Nek11826,O,SPIFMASXX,M,Xdqvweyhbeye,2089393.0,1-303-206-2700,,3.0,3.0,11.0,787.0,Owens-Illinois,0.0
Yua11827,,MLVKZVHOBJSVJULIBDLEZNSIOEFRAY,D,,1137985.0,1-973-530-3867,57796.0,3.0,0.0,34.0,774.0,Allegheny Technologies,4.0
JNI11828,O,Mdogkbcjgdrfiukvrrjhwp,W,Auhvc,289833.0,1-835-358-0974,74409.0,1.0,1.0,27.0,475.0,,7.0
Zxe11829,R,CNTAECFGPOVUCI,M,Hyttluvufc,,1-289-362-9989,87969.0,2.0,4.0,4.0,487.0,Conseco,9.0
Qqn11830,O,TGYNNONCIVTDHBCHTZVRGW,M,Piqnxr,2183063.0,,73586.0,2.0,2.0,78.0,395.0,Medical Mutual of Ohio,
quy11831,O,Zttgonwhdxenpykzcemjgyy,M,oppmsozrlzzr,291021.0,1-080-445-9293,305174.0,1.0,0.0,89.0,352.0,Spectrum Brands,6.0
Dlu11832,O,Abqcimi,D,Qbzagfjpv,457252.0,1-941-812-6576,400496.0,0.0,2.0,34.0,673.0,Southwest Gas,5.0
Akh11833,,viarhxbchykxlhywqsxmjgxxrpitmx,D,Aghaxhce,1766502.0,1-298-651-0176,298603.0,0.0,0.0,20.0,624.0,Viacom,10.0
YUG11834,R,USTWFYGTRTUIGCNAWNSCTJIBI,D,rlscgqqkbl,,1-786-826-4100,,2.0,2.0,86.0,653.0,United States Steel,3.0
Sly11835,O,UMZUYTZXSZJOJS,W,Gxqnspfpu,2924361.0,1-061-707-2859,413753.0,4.0,4.0,61.0,488.0,Dana Holding,0.0
Prd11836,O,Ohxfhikbtatmiircelh,M,FZVQFBVAWP,995321.0,,119435.0,0.0,2.0,66.0,644.0,MGIC Investment,1.0
yej11837,,IOSXPXOWNWWJUJVQJQIBSSOGUIWLT,S,GYQHWAB,1963209.0,1-663-301-1231,134076.0,3.0,1.0,40.0,,DRS Technologies,10.0
acu11838,O,Iuqzoacvldoafqussolr,M,Ocltexjdyc,462186.0,1-387-116-5876,324147.0,5.0,0.0,74.0,613.0,Exterran Holdings,0.0
Wyj11839,O,CGLZAPEQBFXLTQREEXNQCYNETGZ,U,NVWRJNSNTBHR,529762.0,1-343-225-5970,289661.0,3.0,4.0,13.0,812.0,News Corp.,10.0
Vqt11840,O,Kjlijqlttwckpbnaklrzaehlebaggn,,Jjbcyeic,3195122.0,1-075-533-3168,13177.0,2.0,1.0,97.0,423.0,Fidelity National Information,7.0
Wwj11841,U,Tezjfsnskybwygqmwara,W,BERDCJUJSM,515043.0,1-305-463-1057,19390.0,5.0,3.0,90.0,767.0,AES,6.0
Zlv11842,U,Qvvrpogqdjhrfssmsulsexhv,M,Rsoiz,439783.0,1-273-369-2526,168613.0,1.0,5.0,94.0,670.0,Questar,3.0
Zup11843,R,Ufmvvwdbcrcd,S,Inujcgy,1554578.0,1-245-844-2890,221201.0,2.0,,17.0,736.0,Western Union,4.0
MBC11844,R,Rnfeuhguisyrfedkxvzoayzfgvan,M,adsaupzroy,,,857.0,5.0,1.0,45.0,372.0,Jones Lang LaSalle,1.0
Uiu11845,U,Sgsusnsvtbzxnslpeb,W,hhwgeabczw,118006.0,1-211-668-4302,193278.0,0.0,1.0,99.0,347.0,SAIC,2.0
UDK11846,O,Fxfvfeidusbtkalnqfjbruffhfkv,D,Bipbhrt,3240275.0,1-481-706-4031,124372.0,4.0,4.0,60.0,378.0,NRG Energy,2.0
Bxx11847,O,QUOXADLDKKWJSZ,W,Plfgtlvd,3416368.0,1-775-206-2837,309335.0,1.0,4.0,84.0,653.0,MGIC Investment,
TFR11848,R,Dpapnaszcettvbgzrwrxigbuuotio,M,qizgjmmib,507034.0,1-708-928-5992,38264.0,5.0,5.0,79.0,449.0,Reliant Energy,1.0
Cqh11849,O,Igzhwlmkdbh,D,Gtulpsdzgx,975368.0,1-492-718-2268,392580.0,4.0,4.0,54.0,342.0,Con-way,6.0
Flm11850,O,molathxnbwgjeqlbaotmmjnmz,U,Gmbkor,664490.0,1-073-533-2543,273850.0,4.0,5.0,74.0,718.0,Sunoco,10.0
Axh11851,R,bijrvsgu,W,cqmqxmtshxpi,453612.0,1-791-324-6110,7472.0,0.0,1.0,78.0,848.0,Vought Aircraft Industries,0.0
Pgm11852,O,xwcrdxmppzrbcrbavkskhpa,U,KYVUTFENGUF,1706539.0,1-908-505-5499,387619.0,4.0,,96.0,463.0,Calpine,7.0
cyk11853,O,Kikzpcqcgbdtrnmvzbpbinszre,U,,1097920.0,1-111-936-6095,363980.0,4.0,2.0,66.0,587.0,Rohm & Haas,9.0
Gpa11854,O,srhkbujzx,M,jwqusn,1822078.0,1-930-383-9349,242336.0,0.0,5.0,36.0,711.0,Fidelity National Financial,3.0
GQD11855,O,Goudlvlspyepcskjkxp,,,2842665.0,1-027-803-1459,276819.0,1.0,2.0,88.0,816.0,Thor Industries,8.0
QMB11856,O,Atqmwymdxehmigaqvesj,D,Uepeox,416017.0,1-798-298-0546,121748.0,,5.0,61.0,348.0,Cognizant Technology Solutions,4.0
NYC11857,O,VRINTOXXXZAMLOTJGPVYPGYRZBS,U,Eirezeuarxp,2674229.0,1-412-267-0315,290504.0,4.0,3.0,66.0,737.0,Asbury Automotive Group,0.0
TET11858,O,Iqoqfc,M,Buegtcgfbg,124118.0,1-039-284-4737,,3.0,4.0,33.0,775.0,,7.0
Sef11859,O,VXDCB,U,xpxuyqve,3370188.0,1-951-791-8170,99217.0,1.0,0.0,94.0,713.0,Dean Foods,
gxc11860,O,Xccvonztsmkfpyikpiqkdyuaacovgh,S,Urgsdkocniws,1483908.0,1-725-958-3148,410806.0,0.0,4.0,96.0,568.0,Chubb,
Rcq11861,O,Avcrqkbns,,xqdkxra,3944436.0,1-990-291-3645,235288.0,5.0,0.0,19.0,478.0,Huntsman,10.0
JRS11862,O,Yolineilkcdgpraalobalt,M,Qdntrhy,683419.0,1-345-215-5664,204565.0,1.0,1.0,31.0,472.0,Textron,4.0
gng11863,O,cappwrbjzoeujf,M,Nyudjmqet,3752436.0,1-170-375-0404,416378.0,2.0,,91.0,638.0,Nacco Industries,9.0
Hpl11864,O,GHDVMSFCNMTNPJHQWTCXPJFARCQTEP,M,Otgerheeqgo,3811148.0,1-457-612-2094,169207.0,,,,317.0,Circuit City Stores,8.0
Nbv11865,O,GZPFMSGTTWA,S,Nqkfo,2622125.0,1-155-359-3880,470903.0,5.0,3.0,3.0,805.0,Guess,5.0
Amt11866,O,NWACGSSBGVRLAO,M,Uioplkyorz,2108308.0,,223682.0,0.0,5.0,21.0,549.0,CenterPoint Energy,8.0
WBA11867,U,fltwppdjaumjwgadsuntdnbtst,M,Cnaltebmqcmv,3588182.0,,136570.0,0.0,1.0,33.0,509.0,Motorola,9.0
muq11868,O,NHWJFJCUVXCTZVW,M,ONREJNL,2828088.0,1-115-940-3602,461922.0,5.0,1.0,54.0,818.0,Zale,8.0
zhz11869,O,bvzguvdleddvncfgehmdctpiwgvlhl,U,OACTBNCTWBYS,3011243.0,1-328-539-1087,53883.0,1.0,3.0,9.0,706.0,Rowan Cos.,5.0
Jdg11870,O,QJLJQMOFVVREJWDVICGLOTCXW,W,,2920332.0,1-761-955-1430,264226.0,5.0,3.0,80.0,837.0,CMS Energy,6.0
Wkm11871,O,Aeidwhatcicdbuznjumlsfh,S,sycwhwopom,3478166.0,1-246-348-9582,300137.0,0.0,4.0,82.0,395.0,Bio-Rad Laboratories,8.0
UAJ11872,O,QJWROBIANTBHTIGVPNV,M,,1117313.0,1-745-767-0916,491463.0,2.0,3.0,81.0,402.0,Sanderson Farms,9.0
Wdd11873,O,QRTLZAXHTKROCPOQYDPKXMB,M,pitjwvgafqil,1885720.0,1-756-670-5350,197578.0,0.0,4.0,,412.0,International Assets Holding,
Bxi11874,U,vdrwpleumfphsfbjtuqk,W,ZEXLGZIDJ,3759643.0,1-744-691-4055,48106.0,0.0,,93.0,407.0,Henry Schein,7.0
bip11875,O,WXNCGPCCGHQBCGLLLWKU,S,Exiwu,3305929.0,1-157-998-1405,79468.0,3.0,0.0,,708.0,Ashland,9.0
Uvt11876,O,fpjtznd,M,ULRJQSMVX,55092.0,1-233-553-4423,179564.0,4.0,1.0,51.0,469.0,DRS Technologies,9.0
Bzf11877,O,ipqthksmvljftliwkxahplfpxrx,U,Qdgkqtmq,1663345.0,1-504-669-0578,84431.0,1.0,0.0,10.0,368.0,Brunswick,4.0
Smq11878,O,YOXHURTNGLIGZLSDYMITONCRE,U,doptg,2164759.0,1-775-929-4479,198031.0,1.0,3.0,66.0,818.0,Sonic Automotive,1.0
WFR11879,O,zxntkmllufjftzmptgglvbcxdpxe,M,YMIPETADSBL,3751899.0,1-546-397-4773,211503.0,1.0,3.0,89.0,734.0,Mutual of America Life,6.0
qxh11880,R,Jbgkkiinzryslgyspkrzjvpuwf,M,Xlridqwfdpfz,3059023.0,1-386-120-9466,283419.0,4.0,0.0,90.0,694.0,Boeing,10.0
Ztn11881,O,CZDPFIZNVOYKQXAR,U,Okfaydkue,1514950.0,1-561-218-1599,442434.0,4.0,5.0,25.0,751.0,Wyeth,8.0
Stj11882,O,DUEVFIZOQ,U,bfablbwhtg,723215.0,,450094.0,0.0,5.0,57.0,472.0,Harley-Davidson,8.0
Xao11883,O,nucjykpqrzkxuggwdcehncdcmq,S,Hgwsjn,2958937.0,1-655-397-7448,19525.0,5.0,3.0,84.0,390.0,Kansas City Southern,5.0
Lkx11884,O,Hzboycarrkbtrymij,U,fenfhxc,2793897.0,1-494-144-2665,57522.0,2.0,0.0,44.0,447.0,Beckman Coulter,1.0
Pvy11885,R,gstnytf,U,Ccnpfxlwi,1298425.0,1-501-912-7505,88927.0,0.0,1.0,46.0,540.0,ServiceMaster,7.0
HXE11886,O,FIXEOQBRDXVWVTRCYJKSEBC,M,qkleyu,476940.0,1-485-729-8431,7326.0,4.0,4.0,65.0,845.0,NuStar Energy,1.0
vbw11887,O,mfqjwerqpu,U,avztfamkdwte,1154007.0,1-573-227-9066,93734.0,1.0,3.0,23.0,,BMC Software,9.0
HAG11888,O,qytidunjenlh,M,Lamdlkfpti,2652182.0,1-067-370-8300,336477.0,2.0,2.0,7.0,669.0,Enbridge Energy Partners,9.0
KWQ11889,O,Stgnyrudjfkmlyrkvpcfifmonfuq,M,FOBLNUKFKUPW,3905255.0,,446159.0,5.0,5.0,,355.0,Iasis Healthcare,3.0
VCT11890,U,islsvowwmzywfkolfqmwzbmsmhgf,M,Jvhhnpqdempo,,1-872-820-8056,354442.0,3.0,3.0,22.0,535.0,Darden Restaurants,2.0
pvz11891,O,zovejvxaykhmfjsmjejim,M,ophsu,3663683.0,1-454-243-2351,82027.0,4.0,5.0,7.0,436.0,Owens Corning,0.0
Dur11892,O,TUWRXZ,U,sgumsunwxfvu,2078158.0,1-339-511-4956,3821.0,2.0,3.0,70.0,,Liberty Global,10.0
Kuz11893,U,Tyhkmerlfncdfroz,S,Klnzwwevu,3185050.0,1-696-554-9871,262943.0,0.0,2.0,93.0,,Sprint Nextel,5.0
Pqx11894,O,Rfvbekuioryrblsfxlve,D,Bpxypzyf,2361705.0,1-433-672-5443,7588.0,3.0,4.0,,579.0,Paychex,9.0
Uvw11895,U,Pcgfbhqokqmlzqpirr,S,SEPBBGNZ,2052540.0,1-647-642-4612,83898.0,0.0,2.0,50.0,435.0,Old Republic International,3.0
