AgeID,Coun,NumC,LN,NumCreCa,AddLi1,FirN,Ge,CreRa,OwORFl,Inc,Ph,NumChil,MarSt,A,Em,NeWo
Cin13123,United States of America,1.0,Cinkntroevcbof,8.0,Tobsetnkdlndcque,Qkwxxox,,334.0,O,114881.0,1-887-242-6878,3.0,D,60.0,OfficeMax,1942477.0
BON13124,United States of America,3.0,BONYCZCC,8.0,OLNMSNQKLBLFPMCNOTCJAYKILZJTVPGUADYVIWWFAQXCJWZCWRRPRRFCOVGKOCZSWFCUAHZHBD,ODLPTNDHCPVDLSNJPP,,456.0,R,204827.0,1-481-605-8228,5.0,S,3.0,Andersons,3781417.0
TWF13125,United States of America,0.0,TWFZSHANLAMQTQQOMEUYVZFOIYHTMF,5.0,Rdecvyuembbxfzfxajrnifihwfzmxjttlvpxavchtsxlxdyoofbrubedmlacrlfsvzqzkt,Obnjy,,765.0,U,318382.0,1-692-897-5618,3.0,M,2.0,FMC Technologies,1973098.0
Ezj13126,United States of America,5.0,Ezjxkctpdsdnimdvsrsahjx,6.0,lusowzyanrvjqnumqqnifywefnzphkxawbeia,Zmsmtgom,F,446.0,R,209784.0,1-420-879-9973,3.0,M,82.0,Flowserve,1030533.0
Kbt13127,United States of America,4.0,Kbtqnjhlioyyau,,DSIJNZLXPEXWLXYCQMAKCPAQFDTVOJJUHRVQRIRKJZCQQNEVCHJERVNWHAMCH,DWYXRYNLUBKQNVOTQEOVNPVRFJB,F,847.0,,313601.0,1-598-145-8262,3.0,W,88.0,Boeing,1842497.0
Mzq13128,United States of America,1.0,Mzqeqanbgb,4.0,pqunmrstxuluffcwahhpyjafewfvzdbluyxkwsxrptplyselurahpalmqmblcgtis,Jeohd,m,599.0,O,383764.0,1-490-592-1971,4.0,M,17.0,Pulte Homes,
Zgg13129,United States of America,3.0,Zgglkivtnvwynmgqiifpavmjq,6.0,FAGSVPJOYT,LKRQNHJUBLBH,,486.0,O,347629.0,1-162-488-0641,2.0,W,57.0,Rockwell Collins,257211.0
Xij13130,United States of America,5.0,Xijemecnqwshprspbxdrdfq,2.0,ASSJUWEZTBRZZKUBGCVECANOEFJPILPZHQTDCUUWKADSDI,KCOUIZWOWXFIO,F,470.0,O,192828.0,1-057-250-6190,4.0,M,10.0,EMC,654456.0
ajn13131,United States of America,0.0,ajnceedgbdtkqtoxiewwlbrblcisqp,2.0,RSQVPUADGQQQLNBGPXCRJRQPMJPLKBMOJOPUVKQPKANJSYMAFOO,fvkvbrvsrbxuvvx,,379.0,O,248191.0,1-396-420-2217,5.0,S,10.0,Baldor Electric,2925777.0
Hhj13132,United States of America,,Hhjkbxsjkgohxopcrhuxnqa,9.0,anbtppootkggrhwodpsxbffsrbfa,Mkgzoms,,457.0,U,24226.0,1-184-865-3535,5.0,S,4.0,American Express,
llg13133,United States of America,5.0,llgjbr,0.0,Cervqzutcaftjwoygnvaalrqjtlhabvcleoqsahshydoea,WGBTNDPLPGZE,,400.0,O,324013.0,1-830-869-5311,4.0,M,98.0,Leap Wireless International,1787227.0
ogw13134,Canada,4.0,ogwperbyeccjvqncqmcryvn,6.0,Wmesqisnueakggynjkoachuykjobvbrjjvbfepjgqqngdueprayfnb,Pjqcbhoaudilvqntxwjlldcolv,,406.0,O,230529.0,1-260-624-4649,3.0,M,7.0,Anixter International,1371251.0
UTW13135,United States of America,1.0,UTWFWHETMZAXLRLUFQHJHIOCISEHUZ,,Ohqbkoojwlyxvkdqnxsgjjdcnxcwztosgyaeugpdwogdtpavjxlwvagaswufnqigbtbjawnku,Puaykjdonrzptwpauvnndulpcezbq,,644.0,U,243394.0,1-356-261-0014,0.0,U,7.0,Vishay Intertechnology,1945056.0
eax13136,United States of America,0.0,eaxggupgrtyrhunewcxme,4.0,dlrkpggmehctdkcirxshmlbmqlpvsaegfzahgieroeavcutsdsgubbxvbvmqiodhixoyfpo,Zioyul,,528.0,O,240458.0,1-019-385-5779,2.0,S,3.0,AmeriCredit,2103207.0
Xcl13137,United States of America,5.0,Xclovjroiqbrbbqc,8.0,Gimkzppgqludbdsjjhnjaydipqajykrftgpqfmjfkynppucrbytymjltsqacrmoijyg,sycptkrfxlzrtipiiuoa,m,740.0,O,358935.0,,2.0,M,99.0,Domtar,3350655.0
qbb13138,United States of America,1.0,qbbqtwitxcqmkpruxov,6.0,Pgykmpxytaizkntjqlsbeywvqnnmmmwlibwowxecxmjxkcabyzlltzeqmufaeccdrxrixvtrotcc,CEVZAGBBNASSUMXNO,F,402.0,O,121982.0,1-567-681-0421,2.0,S,47.0,Universal,3029047.0
Rfl13139,United States of America,4.0,Rflwbrptewshqdoit,10.0,,VKLZWSKUVSGA,,449.0,O,203081.0,1-087-946-6370,3.0,U,47.0,Lowe's,3923793.0
Nck13140,United States of America,1.0,Nckmlfyegp,5.0,Hjbeppfnkvnyfchsboricsondjyllwcjwshswrehlnuoyryfnkvqsvlwyscsaizxkpdmtjhprhqtjkd,gbvtcbfbpawmuze,M,,O,382956.0,1-304-389-5816,4.0,M,58.0,PepsiCo,2714090.0
kgs13141,United States of America,2.0,kgsozqgsebqpnohqpjbsfxuox,0.0,gewskmnk,nbjhozlhrkiejjrhlznj,m,322.0,O,,1-421-339-3773,1.0,S,42.0,Verso Paper,2293970.0
JMT13142,United States of America,1.0,JMTPB,8.0,SSTHVHUFHJFDVLCEJZMMGDGNGCVMQAPSMNLTXPAPGVOAANEALUNFW,Dbuadgxaossztuhqnstfkyulhtf,,514.0,U,482028.0,1-041-447-3895,1.0,S,,Burlington Coat Factory,795338.0
CKL13143,Canada,1.0,CKLJZLTMRIRKX,3.0,siqxafzbibrfr,yyjctjjbozcdn,F,569.0,O,291748.0,1-918-632-9680,3.0,S,0.0,Mirant,3423382.0
fzz13144,United States of America,2.0,fzzkvzzoojibbpgfibwvbrimkoonu,3.0,HCXXLCIPIHF,POWNWQWFNXSMNJBFOXGOAXMUN,,333.0,O,200061.0,1-447-604-1078,3.0,M,25.0,HCA,1926955.0
Qvt13145,United States of America,1.0,Qvtytrhozjfkoevgmgen,7.0,,Fnauxwllvwsmoaen,M,804.0,O,413445.0,1-532-367-1459,5.0,U,66.0,SPX,
Uoz13146,United States of America,4.0,Uozlasrwfuh,6.0,Ycxyiveusktabettfb,Cougcewiqsalrpntfwkcxrws,,,U,67977.0,1-895-442-3524,1.0,U,12.0,AbitibiBowater,2250877.0
Nyx13147,,3.0,Nyxyu,4.0,Klglgsxzmuvwpigiagajsawaxlpshuim,gosaevgdhkxuzc,f,366.0,O,240841.0,1-507-531-9607,5.0,M,80.0,Leap Wireless International,1073037.0
khf13148,United States of America,0.0,khfcclqtdp,7.0,Lqslaxksucdnjf,Pxpllfojthvbgbjnozpodxktaxn,,480.0,O,402779.0,1-070-137-2823,0.0,D,58.0,Catalyst Health Solutions,467898.0
czd13149,United States of America,5.0,czdbseclnwaviuruuu,3.0,,XNWLPOQCCLRZSTGXAAXEWOHJQXH,M,814.0,O,119045.0,1-020-488-5784,5.0,U,2.0,Gap,1740959.0
hfm13150,United States of America,0.0,hfmxw,8.0,ejzflhpofdipbmpgqbvsgwbofywdtohpw,Klbirievqxlxymozpgs,f,808.0,O,486280.0,1-126-104-1233,4.0,S,23.0,Arrow Electronics,3124121.0
Msh13151,Canada,0.0,Mshrbm,8.0,xldemsqpknjakkkmfqpzdylvgfyvveogwzyfrcsbmn,AZSJGQHXOC,,445.0,O,329346.0,1-176-125-6120,3.0,M,47.0,Mettler-Toledo International,3230355.0
SPS13152,United States of America,1.0,SPSBLFQRXNCWMMVJCN,2.0,XRDOEMDLCKAJSTYCDLDCSNASMCIRSQDESJKRNWISLDDIHDKSMVYGYNHWGCVWZYUIT,vvydmmo,,730.0,O,30989.0,1-487-456-9098,3.0,S,85.0,Genuine Parts,1373864.0
Jct13153,United States of America,5.0,Jctoyehv,6.0,DHTEQZTXB,acwgypgahdwpbmgpsaevcnbgbietee,,667.0,U,,1-028-952-0223,4.0,M,98.0,AGL Resources,3009630.0
Tdf13154,United States of America,,Tdfbxnoiaylclhnmkrocog,0.0,Cintkpgcjbfzslrjfdsrfiawvbcejkrdupiaru,KZCKOOJQSTGHXOLQJCAZOYOYSSPREZ,m,429.0,O,,1-397-809-3362,5.0,,23.0,Dynegy,2783338.0
Idt13155,United States of America,1.0,Idtofjjxhnbp,9.0,puggwskqikqxuhagmwrjzfvzweycywbnhrhfclhfg,vyaxro,F,343.0,O,308001.0,1-841-823-5611,0.0,S,59.0,Lincoln National,2449635.0
URM13156,United States of America,2.0,URMPE,5.0,vqkvwrxbowoiwvmwtdmqwv,Djkcwykkudmopvbqbuqy,,500.0,U,456703.0,1-632-453-5299,1.0,M,34.0,KeyCorp,1779726.0
Jix13157,United States of America,5.0,Jixplmlzikefj,5.0,tiwzrbfvccngdtsstcneddvfoaahumunhafsuhukavwyerqsbamqjihxqpikpapqmkqvws,lqzaadpggmujbhmglupotmvfwnwp,m,628.0,O,365945.0,1-005-725-2450,5.0,W,50.0,Gannett,3949026.0
Fqq13158,United States of America,4.0,Fqqaepmhnqwtm,6.0,YUDMDEPNEAHUOXUBCTCMEBSXHPSKBTIGASMZQEBRDWUJWL,EQRZHZBWC,,525.0,O,34789.0,1-499-958-6947,1.0,M,70.0,Timken,1323820.0
YPA13159,United States of America,,YPAJJMZXDKVVJJOYVYH,5.0,Itqipyltwirsipzccfpitpfwjrxcxgewbgkgscgwaomzdlxmbsktghvxfbovuqpuqrgacbkladjq,DKTQYMQTQDUHSRKGBZTLKHWJR,F,695.0,O,167098.0,1-529-968-4801,2.0,U,50.0,Eaton,740604.0
VGT13160,United States of America,0.0,VGTKPCNESMMFOMRBHR,,Fbmrajjmldqasqcukohkqdglnkkfrpugfqsseypmtfpdorwzupupzikl,KJNGLKIJUZHCCAQNX,,368.0,R,449967.0,1-303-796-1794,2.0,U,89.0,Automatic Data Processing,1163538.0
Zux13161,Canada,,Zuxkxmn,8.0,Pholxmyni,Pgnxt,,850.0,O,391786.0,1-331-977-6905,3.0,S,6.0,Advanced Micro Devices,3366857.0
LKY13162,United States of America,5.0,LKYXJOSNFGGNOEAXOPKKEXG,0.0,,Pxfazs,,540.0,O,299387.0,1-780-085-9667,2.0,M,2.0,Roper Industries,2231661.0
KYD13163,United States of America,2.0,KYDKRWITUSTGUNWWHINORCMW,0.0,NWBVEGEILYLIPUGFYOUWVVSFBJFROPMVFMVFPHDQGCOIVYHLDCTTNNYEUWWE,Ikpqdbnvhlwqfnfhbcm,M,340.0,U,72276.0,1-743-026-4462,4.0,M,21.0,American Eagle Outfitters,176958.0
Fkv13164,United States of America,4.0,Fkvbsmxcrsdjrrllyxfskg,10.0,srkfergsqwtobqabtdjxevmrlqtdewzwxlfvxnkhevpewoymduojg,Cgulogc,,393.0,R,456174.0,1-231-647-9420,2.0,U,14.0,Walt Disney,2020148.0
tjg13165,United States of America,1.0,tjgcthmyua,6.0,ravqrqsilcncnejsltrqnh,JBJNBMADPVGAURIKSOQGRFTRV,,744.0,R,71759.0,1-940-246-7026,3.0,M,28.0,Target,77320.0
OCT13166,United States of America,2.0,OCTOZPRYCTPMLKC,9.0,Hmwkhsfiucahemxxd,hutbxqcivgpqhcztaljkkblxoh,M,475.0,O,465340.0,,1.0,S,60.0,CH2M Hill,2917811.0
Ods13167,,5.0,Odsvcbxki,4.0,LKWRDIFGFTDGNUBMN,FQXNPCDPRKCKWCXPPEWAFKRFF,f,618.0,O,206786.0,1-848-485-3473,3.0,W,66.0,Genzyme,3539125.0
cqt13168,United States of America,2.0,cqtsaddujuqlpfctqh,4.0,QOKXCTAPJLVAUUOLXXSIATODQGUOZMGCALDU,Bjadxrirzhcjgm,,315.0,U,369786.0,1-121-489-5725,2.0,M,82.0,ABM Industries,3599627.0
Chd13169,United States of America,4.0,Chdpheqaqzhozbpmsbki,1.0,Vdgrsbhimygfukxjpklthorigcrvhdlxzensaqahsingwaqrbp,twpjxzhbwsohlosyatvojgpxugx,,405.0,R,157351.0,1-129-256-8269,4.0,D,,Applied Industrial Tech,1457383.0
Dpd13170,Canada,2.0,Dpdwgiorgarjfilsocwgbtm,0.0,FCRKESHLXV,sccwdplycylkkkxppbxg,f,511.0,O,321804.0,1-932-739-0978,2.0,W,45.0,LSI,2208833.0
Vxy13171,United States of America,5.0,Vxyiqxmygjvmnoagtisxgpyytlfj,1.0,PBMAXTIISJKXC,Vmbcvvqosyhyywhjwnxaauufuldrzx,f,754.0,O,32799.0,1-127-907-9663,1.0,D,,Global Partners,3276243.0
Wcf13172,United States of America,4.0,Wcfibv,10.0,Nwgongbargrrncdnguragfjhqlnjqmqdvnotknehwiocfjpgqohkezqmh,ZTOULOXXNTWCYTNKXOJSDVHSKGCVJU,F,715.0,O,405652.0,1-558-311-0580,0.0,M,64.0,Commercial Metals,847958.0
vdm13173,Canada,0.0,vdmlzsrttg,4.0,Hptayomfgnjonec,PDWLCIHTJPITZ,f,481.0,R,393457.0,1-795-802-2220,1.0,D,56.0,Kinetic Concepts,2884946.0
rfw13174,United States of America,4.0,rfwuambeoqaflfc,8.0,YLJHGOQPBQCDQHATZEHEOIPCUCADCILITFAENC,Lplywpk,,802.0,O,265467.0,1-419-406-4608,1.0,U,69.0,Newfield Exploration,2002878.0
Hcu13175,,4.0,Hcukrede,,Cddacpmuhaxitsknpwvvdlgfzcwvti,Srchfqvavredwfmfxlhigjszqfi,,700.0,O,373495.0,,3.0,U,33.0,Saks,2729037.0
Cgf13176,,2.0,Cgfxwxwxdbpayv,8.0,Aocjqyt,Qpqsubnnltaqgqumiv,,,O,291338.0,1-914-317-4033,0.0,M,19.0,BMC Software,3095911.0
afm13177,,4.0,afmtcsrklv,10.0,RUDGREKTNBVBTQXRMSVJCHMRDODGINQILBNU,Wybwvgus,F,502.0,O,263039.0,1-829-866-3775,4.0,M,,StanCorp Financial,2077164.0
NHS13178,United States of America,3.0,NHSKWVWOZUWHMIRJZHEYBIICNBOK,5.0,Eukittwjihxxqomeeyafwotlbqndvgmocesoqqu,ZREIVYTANVHYMTOFWS,,635.0,O,162100.0,1-538-021-4761,3.0,U,45.0,Delphi,2860182.0
uot13179,,5.0,uotlendizlbutlmoefxg,5.0,FBVMQRRVCXSXOWNORTPOGCRSBMHAPTTRM,wublzitqvignalyvjz,,488.0,O,417723.0,1-570-239-6719,2.0,U,70.0,R.R. Donnelley & Sons,2927059.0
Lwd13180,United States of America,1.0,Lwdhmmlnpkgxnekm,1.0,Tsyznudzlmgfpksmmsqqojvgmhfwlkjkqqseactjvksyceygqgy,ydfgjlxhvmpiovfdeslhxp,m,580.0,R,286409.0,1-873-851-6954,2.0,M,17.0,Spectra Energy,171782.0
Fqt13181,United States of America,2.0,Fqtbj,,VWVTMGCZUULSPLWAAPVXCQVQGTFRYYDFWQA,Espkknw,,796.0,O,22910.0,1-868-852-9003,0.0,M,82.0,Nash-Finch,
OLO13182,United States of America,3.0,OLOQBTKRKDKVDZBVQSPCBSYU,,Seidmc,Kjewcexz,,313.0,R,225933.0,,2.0,U,19.0,TRW Automotive Holdings,2947699.0
MNF13183,United States of America,1.0,MNFLLEJIFRRMKKUITUORDEGRUDVC,10.0,vciisemitkalscczfctnksflgncqnkokxhbnoiocrwlezbbibjqvexxfesixvcouglx,Upurkcaguqjmdqizwyo,,849.0,R,396609.0,1-469-343-8923,1.0,M,62.0,Pentair,1766624.0
alt13184,Canada,2.0,altoofrlohnaiqp,2.0,AIGFOKNVJMCKICTKJHYSAWWUWJKSRXKXRSWAGALJYKYBJMNKLNHWY,uvqwdnbmfxtiorhh,F,,U,181310.0,1-931-663-9608,5.0,M,20.0,Schering-Plough,566147.0
WTS13185,United States of America,4.0,WTSUHNGBZSCTURQZUENWURBAQ,10.0,Krhjlqhurmsdftegqpnzeiqblljuaomiohjdywzkxaegxtnxgukcwsdgdonedh,Pudevrpkkexu,,,O,279467.0,1-409-410-8688,3.0,M,9.0,Hasbro,2838858.0
Mly13186,Canada,,Mlymmrpn,3.0,ewwidcimkxkgqc,Vxateaaooolgozmqpdo,,543.0,O,299020.0,1-958-238-7048,1.0,W,82.0,Xcel Energy,3548077.0
xse13187,United States of America,0.0,xsedfpfdckemwxwizxlaruwa,1.0,INRJTEMRTXXCHGXXWWCMFMQUZTSHEAZKQROVFNVYH,Akytywglpfvisbkbc,m,482.0,O,21267.0,1-074-848-3718,1.0,M,41.0,Bed Bath & Beyond,1564850.0
IMW13188,,5.0,IMWXKUGBEJAKG,3.0,,hgejyoesgalbwcnsnhsrqimweutzjr,M,632.0,O,95092.0,1-757-832-3230,4.0,S,15.0,Sun Microsystems,2155564.0
gpz13189,United States of America,4.0,gpzzbvrwdhaohaaxrrrbebhxpz,6.0,eteiyijoncxfsyl,Munznbngdlrrhtmycdugtomimhttcb,m,613.0,O,203664.0,1-779-566-4023,1.0,M,35.0,Medical Mutual of Ohio,3975605.0
Ame13190,United States of America,4.0,Amemharhxdz,9.0,dzyjutdwralkarocnvavarjgmbspjoynrx,Mjdjimn,M,629.0,R,321972.0,1-916-941-7217,2.0,S,2.0,Texas Instruments,225520.0
Llj13191,United States of America,5.0,Lljqxzbakxkiqgxfo,2.0,Zalchbsfgjqkorguhiajrbyzpzvrujshsoobbvehowgp,sidknlictch,,,O,94156.0,1-656-133-2922,2.0,M,83.0,Bed Bath & Beyond,
Cbm13192,United States of America,4.0,Cbmvvabsqrrfuixodiwdniz,1.0,dedvuygllxmlophfowvkg,Klogeexseiynuz,m,,O,334907.0,1-675-283-8915,2.0,U,52.0,Ford Motor,452481.0
fvo13193,,1.0,fvojsztjksdmxstosdsdwutjrubf,7.0,rusgvvnobfmthwkjqhccrpeogdwdmjduv,Ltphajbcrahsuwfnwqwuqock,,576.0,O,190536.0,1-607-982-0727,5.0,D,,Priceline.com,2145294.0
LHM13194,United States of America,2.0,LHMZXUIMA,8.0,VDGYFRXIEFQJYZWXQDPYCNOUMKLUZTZJCHCMGEXMFKOYVZBZKAYDJCZDWNLAVGKDCAAPJVFI,irikaepn,,535.0,O,214765.0,1-712-708-5284,4.0,S,62.0,Steelcase,2113943.0
Mic13195,,4.0,Miconlrszpjfsfbvwigjbspelmkk,2.0,Nsyddtvqbxkmgnvgmtxfietqyieufijuwohwskmxfpoipowqmbrsqyxcmuljemlkygkphcsxjdovjv,Mpvvbbffqnquuuyhtuiiwq,M,564.0,O,11854.0,1-262-187-9170,3.0,,29.0,,2724836.0
KZG13196,United States of America,0.0,KZGGRHRJLLAHYXKWQEWMHQ,10.0,PBWQVEGXXMLEKUCXMIOFGPKWTVABBNKAYXGMFZPWVVR,BNVIVMIRDKU,f,692.0,U,84263.0,1-517-436-8618,5.0,U,90.0,BB&T Corp.,162912.0
Vlp13197,United States of America,4.0,Vlpoqchbu,10.0,fytvzmwggwedwrqrehqpdaxoyzsmusqmpoxbaksjqv,clcmzcbgxffpdpvpsbsmstqwnvw,f,661.0,O,364299.0,1-435-159-7048,5.0,M,72.0,Dana Holding,3463203.0
HLY13198,Canada,4.0,HLYDZMKUQVIHOATQVHKXOEHTMX,3.0,Dvcjudxhopcz,dysbynjvyphlzjiocl,,,R,160883.0,,0.0,U,10.0,Harris,3731987.0
YGV13199,United States of America,0.0,YGVIBCEYNASXPZPSAVLLBLSMXS,5.0,Xhhiujjabvnytmxpwtxynochmoomhs,Plzaytno,m,586.0,U,435600.0,,1.0,M,70.0,Collective Brands,1433201.0
KQB13200,United States of America,1.0,KQBFABUETBFQHEVJUGDMOSDLEXVOE,6.0,aubkacilreewnxvrwdtbuxtvixzpgvucxbvjwhmtcxaofwqhsehnhqbafvyftmtsj,IBGNVPCL,,350.0,R,233096.0,1-058-127-2953,0.0,M,54.0,Flowserve,1466774.0
GFV13201,Canada,1.0,GFVEIWOTZAAJJ,1.0,Gvfnlglcilceqbemgfwyxhuisvrianozdarpqkxrzokutcduewrnxancptzx,Lyiworugq,F,603.0,O,,1-920-765-1351,5.0,S,18.0,Huntsman,2386008.0
nwz13202,Canada,1.0,nwzgactaotxnn,5.0,Iqqfgquprryntrwuicinplrdjounpzndsqtmdmcdgsuck,PRHROPUV,m,589.0,O,,1-994-597-7988,0.0,M,,Northrop Grumman,3725220.0
Xey13203,United States of America,0.0,Xeymkyjpu,5.0,Jzoxaniof,yftpyx,m,,O,446363.0,1-756-962-0456,3.0,S,30.0,Expeditors International,1499084.0
Vff13204,United States of America,0.0,Vffoqosykcdzsjydbeclmazbslixg,4.0,bjrttsruevaicpdhyadrbhzmeojtvpocdgaehfsopkjwlniqcloaxxasprqfdiiuqgrljnr,SKMDCL,F,794.0,O,330863.0,1-750-058-1197,0.0,U,69.0,Cliffs Natural Resources,3329291.0
oxb13205,United States of America,0.0,oxbuopyy,6.0,DFYUXYYHOW,tvadaqpfbkpfdzbgbfnhcvpc,,432.0,O,320995.0,1-261-089-0337,3.0,M,49.0,Biogen Idec,1328990.0
Yci13206,United States of America,2.0,Ycijfu,8.0,Zyafdwiaaryzymlxliimjifcqtnmnzwpf,VYUJJOSABGAVRJBJ,,507.0,O,409254.0,1-824-722-1105,,M,,Forest Laboratories,1465193.0
Ioi13207,United States of America,3.0,Ioiijhhzzjwooryotyoghaasgnem,9.0,Qwbzqmguzubjtfoaolcdspaqvbxzdojizwpfgvttfnbfzajdktvoluvghrwtpzqvkls,Qgmrgfqasivsawfzl,m,817.0,O,438741.0,1-634-440-2679,5.0,M,30.0,,1983503.0
Yvp13208,United States of America,5.0,Yvpdcawsvsdhwmlfzjpzxpn,,MTDWMVEPCPAWIXICDDIFOCFQMSAEPZBWIDCUTRGVQFWEXE,umezrfw,f,820.0,O,,1-125-418-9986,1.0,M,36.0,Lithia Motors,1944366.0
bua13209,United States of America,1.0,buajifkqk,3.0,LFVWTCPNIDRJUVWLEBIAJVJRIIUUOKDJPRQIGWOFZOQICXSLZCKOWQWGCEXR,Aogsrqatisqylrc,,618.0,R,222892.0,1-201-025-1202,,U,89.0,UnitedHealth Group,1780159.0
UTZ13210,United States of America,5.0,UTZFMXXWQQCBU,5.0,RQBZWUDBPTNXNWGIUFFDICTDR,Nvduvrfukvdnbvomxelmunxpiuc,,617.0,U,166349.0,1-091-647-4882,2.0,S,11.0,UGI,3262176.0
LZK13211,United States of America,5.0,LZKXQQC,5.0,,Kwopixtqvo,,481.0,O,306796.0,1-373-651-7265,5.0,S,22.0,Xilinx,
czi13212,United States of America,0.0,czinieaidjqctskghlwftezdz,5.0,Hvghesrnhrimhgocsuoaqghjxihorforvkbakuweuq,cnjycdtzixqgnnabisq,,407.0,U,120307.0,1-454-939-5074,4.0,M,3.0,Fred's,2728280.0
EMD13213,United States of America,0.0,EMDFTWSLAXNMG,3.0,lglhcfesmpycjbaxndnqrjcwgtziuhxwpvvtclemanhioklswlcrnzhgfbefhenrqkphlx,Dbmhjqskihb,M,397.0,O,10040.0,,3.0,S,46.0,Amerigroup,2906490.0
Ydn13214,United States of America,5.0,Ydnnaatamejkqfu,4.0,BTAHDXCOLPBVPZBCYGAALDCZHROHCNGCWRVSNAHOVFGWYTRRNNBVLYLATBMZZWNPUWNX,soyyiullvzfnibdr,V,372.0,O,347074.0,1-617-897-4085,0.0,W,60.0,Sanderson Farms,1261673.0
DYL13215,United States of America,1.0,DYLRAMGOLQTKAQQHGCXVYPJGQBQ,9.0,Vzvxvptwoownxluvhhxmsgxvotgihfttxxahmsmdexovpwscvfxffpkmqoakg,GYDMRSMJACJUKIXSXBAIDDQDUYWANX,,426.0,,167260.0,1-989-499-1969,,S,15.0,Great Plains Energy,3204004.0
zqc13216,United States of America,4.0,zqcymhnbkpawpxgcdrrkhkbteflq,,Wtpftaovnqfpjgowuuobyxcevyjmhu,Hwrrzadpajccswn,m,305.0,O,286485.0,1-558-276-2476,1.0,M,87.0,HSN,961305.0
Tgg13217,Canada,0.0,Tggovpktn,3.0,vddvedbahgmjxkaywxawczhwdxevnfely,QWYHEVVO,m,637.0,O,334368.0,,1.0,M,99.0,Terex,3591865.0
WPV13218,United States of America,4.0,WPVFPQBCQEPOPFZ,0.0,xvmyenuhkwodiasuxgsxhgvnclmvuyiyvfvegvtxcsvuqcaaujlsjhnr,Qrwvog,m,627.0,O,303880.0,1-272-432-5472,2.0,M,4.0,Expeditors International,3275283.0
drg13219,United States of America,5.0,drgbinbhgldayzprw,1.0,xkzukawnbxqviqnusllnycbspoprqtncsxpjvpvvthmsfgnxvtcnrihhkmvmwgxi,Ivyasgpqtgucswlbghud,F,783.0,R,118788.0,1-204-487-1931,5.0,M,13.0,Ingram Micro,1753261.0
Pal13220,Canada,4.0,Paltwmmrhnfltbpapimexrto,7.0,licmqahqkcsnaadl,Mgxasclaoxzfnhdvndv,,444.0,O,137595.0,1-007-463-5895,3.0,M,,Patterson-UTI Energy,41495.0
CLG13221,United States of America,5.0,CLGWBC,,Lmdwmnbovkutejpklznwzenuxocznqhqyivnekepjlcmracmkgrfzlnq,Alfnxcuzjsnevbxcelhayesvpreuk,m,824.0,R,439786.0,,0.0,U,76.0,YRC Worldwide,3293734.0
Oki13222,Canada,1.0,Okibhyncdldpakflgo,7.0,oizlgjyufvmpfyckcfboqjzvbkviofvzqukkkwsanftyxvcsofsftbaiesaatfdzzogtcrnkfoofc,Epzopogjhemmitobebxydnfxngpcke,,719.0,O,372132.0,1-679-079-9995,3.0,S,47.0,Airgas,1471171.0
tjc13223,United States of America,0.0,tjcbautruaowontp,4.0,ATXNQUJRHEKCICABTLXEAIWOMPVJZENJOYUASSPQZKYQPLY,ZCBTJFA,m,407.0,O,246474.0,1-402-088-8461,1.0,M,70.0,Core-Mark Holding,1703685.0
Ptq13224,United States of America,0.0,Ptqdffvcdfa,4.0,Hkfgsxkuqokunlvhdvaz,Dklnff,F,310.0,O,253020.0,1-170-379-3020,4.0,D,75.0,CVR Energy,2831305.0
KMU13225,United States of America,4.0,KMULXIEBMPGV,5.0,Etfwouvdvkjv,LROFAXPFFCRIOSCJDQHMNUPLGEX,F,561.0,O,62717.0,1-883-422-5936,2.0,M,92.0,Exterran Holdings,249337.0
Rlq13226,United States of America,3.0,Rlqspsfzukoruj,5.0,bauchraluqphamesjjqmgppklpebhyehzfznincxcpigz,Qrwswdqnvqlfizppxjdwqb,,576.0,O,354931.0,1-212-320-8925,3.0,S,51.0,AutoNation,1490270.0
Wqi13227,United States of America,1.0,Wqiznzxvznsrlxvcqiodh,6.0,Olwiytjpircbtajynrgplsuktbikftgwmjsrtqnixd,Eslukxgqngitwhepkwrsvma,M,581.0,O,321357.0,1-882-808-7773,3.0,M,38.0,Merrill Lynch,2538010.0
IKR13228,United States of America,,IKRJCVKHAYPTLEVZRH,1.0,TZXWRHQSOEGPNIUSUXTAQSGNPECAUCXENWFPIY,MBKRUZNXHAXXVUZEFHWMG,F,,O,332404.0,1-179-348-8927,1.0,M,53.0,Weis Markets,2290229.0
Wwn13229,Canada,2.0,Wwnmgeqxsj,1.0,Zyxuoxeemjhitmpchwppponqqojjleaepzhdjbecwjbvpc,Nruygwzsqlvjvpmn,F,765.0,U,123130.0,1-275-891-3717,5.0,U,,Ryder System,
kwm13230,,2.0,kwmlbunklr,6.0,JIVJMXNAGZXLQGGZFTNLLCAIXWBJTTPEIXG,wicwpferrdpaynjosobybft,F,632.0,O,269599.0,1-922-869-0543,2.0,M,29.0,Borders Group,1298796.0
Fis13231,United States of America,1.0,Fislzbekjrdhgrioqcxoe,1.0,Kxniruigdbnxorcbyopwwoeaanzuzcgkxqkikafatrwppsbwcrabycljkfxkxklazq,Lhutdtllqtsdnoggtsctihdmxkq,,559.0,O,468486.0,1-698-141-8448,5.0,D,2.0,Nordstrom,1205474.0
