AgencyID,Gender,FirstName,OwnOrRentFlag,Phone,Employer,MiddleInitial,CreditRating,PostalCode,NumberCars,AddressLine1,Age,AddressLine2,Country,MaritalStatus,LastName,City,State
VZO4797,,acnopzpvitwjcvjgf,O,1-651-305-9683,,L,773.0,CRETZICPVF,,Tmbevrrvuaglhqcstkmwksljujitfsny,0.0,evwkzhclwkbjkjxllvhqmgtzewhxkmgjiseozgqcodovwjzzfarmnovivmndywqhaagshzrgkcqpmdh,United States of America,D,VZOSLOWLDKQ,Tacoma,DC
Txl4798,,yyesvqejnxvbkwnhv,O,,SLM,,704.0,FNASNC,2.0,hgrselhom,0.0,Abmoqdxmmucwneodqxthlxfcg,Canada,S,Txlyahbmdrntsogee,Santa Clarita,NY
Khs4799,f,Gtgeybvqzabhkgfekthh,O,1-677-144-9839,DuPont,,716.0,Jaafymc,4.0,BOYDOSNUOMRTSGWDFPJQKJMWLSBY,14.0,Xzcpxielwkhqbcchdgpd,Canada,M,Khsouzbrfeavmcsfgkb,Kitchener,HI
Jta4800,,MDAWZMPITIFKINGCWWJPE,,1-440-592-8791,CarMax,,622.0,Pyaxbuv,0.0,dydnmcerzbbwbdxazvtnboxgouiiigj,38.0,Mdyjlafxmknspysenfmakwmxfewkwxx,Canada,U,Jtacfxoofzlmxeqamiqrerwbkdalyr,Kansas City,OH
njj4801,,gpbgimeirizzsv,O,1-032-839-8552,Universal,,550.0,oqztcucmr,4.0,Hrlsvdlgj,62.0,Vljpofuziquoihstnkbcomckszdxpozhlvlbmcmbmeqmrzomdvvilpmgaruqmzbxwzvhiunhtmk,United States of America,M,njjeiwieido,Wilmington,Manitoba
Daf4802,,BOITHTVINDHB,O,,Interactive Brokers Group,,484.0,UWOLB,1.0,Flkpfgotqgkahwztxnqipowuoqedgpsapbypgnsafaubxlfrjryxpj,36.0,VLQFZKQKWCRM,United States of America,W,Daflfqziohpkclzpavdhhxycnt,Fullerton,MD
YOO4803,F,mslvfjviccxby,R,1-132-311-6001,Advanced Micro Devices,,813.0,Sqndgmeqjerm,0.0,YHSSPANPBEOZBPNHOHRCRONRJGVJDIIXKTJOMNSTB,75.0,Dnwhaunmucxnleubrsljpkju,Canada,M,YOOUCY,London,Manitoba
Oey4804,f,tbcpjaskgbpqkngjapukgcjcrj,R,1-396-574-0224,Praxair,P,475.0,,0.0,Uwmbiybcynmnbxmbmcpakbmvrrorqvcsjcxkpmskegcjtopresqoznlohavikmcdbkq,9.0,,United States of America,W,Oeymwzc,Las Vegas,MN
Tmw4805,,Kvcofoacfnsshwgqbqwufistnqlpf,U,1-935-062-3344,Live Nation,s,825.0,Bisndou,0.0,dwgtkiiyergnuluoxjzpjvhigknadcienfyhgimfclbuq,59.0,ovmgqgbabaawjlyaototegroxtajmvgxwbzpd,United States of America,U,Tmwsqexlirntu,Peoria,NH
Iul4806,M,Efhpzvadbiizfnafbjjufb,O,1-559-669-7112,Armstrong World Industries,s,627.0,Honwsn,5.0,Xwvudra,69.0,Pujbgierotqogmudztputrfnmomqpadlvlstksfqoodsgs,United States of America,S,Iulaiarpafwtejpmosgwrnde,Carrollton,NH
CTR4807,f,HLYGTXEWTFRFPZDMDVKSEGLJGKGH,R,1-693-496-5815,Corning,,513.0,Ylwmmwen,4.0,Vunilnduzxax,8.0,Rcbwnedhmipwzdoqmoxoblcdbuchpgtcrzegiroliaanfcusnbailssgsindssia,Canada,M,CTRNYEZIZAI,Kansas City,ME
PWR4808,m,Yyqytogtvhyaieoayyeuzsr,O,1-441-497-8044,Great Plains Energy,,548.0,Jfmkrigj,1.0,rizyshhvpoupyxbqkhggnylbfdmpgnggsuf,77.0,xnqsbbhsunaotuilsxdgrogccffigo,United States of America,W,PWRPHSCMBGAQNYLV,San Francisco,New Brunswick
Qiw4809,M,Atzfnmgohbxnlnmsozwuathopseoj,O,1-485-363-7738,Wesco International,M,848.0,Tflroe,4.0,XRYSQHUDTKJHOBAGUNYXHLDYWDFSZDAHAHVXBGEZDVGZBHBFRD,72.0,Xrhhfdmlnntabhzknnbnuwsioacunkmhhldslkyiywtfjkxyxsnttbwovmo,United States of America,U,Qiwbnuhhnnoephnedefdsoixnh,Casper,MI
UHP4810,M,Nlwbs,O,1-568-003-2705,Visa,,370.0,Xxjynujsphp,1.0,ibqapvseszurvomthaeuksjlygntdmwnumtndmghiyfnyhgvdhoetchqayfrnabhqyazpdpglb,100.0,wxibohpyjkfoaecbtuhlzqynl,United States of America,M,UHPDANGXGMLMIU,Seattle,MN
SNR4811,m,Iznnhkfnsjbyndcvwqxrbohzdpueql,O,1-177-367-2581,Regions Financial,v,708.0,TQTFBFPWSK,2.0,qhenshc,67.0,xonaupflghqqctcitviopdruenoiexvvwfrwrilhepsaczucblottrtincraqdmm,United States of America,U,SNRFXRILASAFBEZYJCEGPCIKQ,Greensboro,DE
Moo4812,f,Pyhoooisktylpzbqnwjsuq,O,1-403-765-5342,TIAA-CREF,,492.0,ptiqz,1.0,WVLTFPTF,10.0,NMJRJESCGPKEYUSROLQWMISUJFRUHRYQVODPHJCCAJGFJSJCQBMF,United States of America,U,Mootan,Sioux Falls,WV
RLF4813,F,Gytffoiwn,O,1-558-936-1264,Jack in the Box,,326.0,XKEEXA,4.0,Rxlxwchabyarkqtwsu,9.0,Jjvscncjstkwnexdbewhcpwicolhmvjir,Canada,M,RLFNHWUMEGMAICBIICJIFCNIV,Paterson,RI
qmi4814,,ISLQFMOZYQAYF,R,1-557-327-7255,Domtar,,501.0,Mlhydhntfidz,1.0,TKDCVEWTYJ,95.0,HTMBPSKZAKDUJPTHIRTQEYWHNAECBJCVTG,United States of America,U,qmiamtvbi,Billings,UT
uqe4815,F,Qbljxjzeuylfix,O,1-110-905-2882,CH2M Hill,,486.0,exxdx,4.0,vjfetybskcspmmrqmcxqnuylrrxblsthdxsnrhmzribgdofpgz,70.0,Ubhkfwhsxfclhngmbccpeqnbjsjoagipyjimjkhmxirvjozlubtbihchubzqzmzossi,Canada,M,uqexxhlotvtqztgqiln,Worcester,AL
ZVD4816,,wntdiquvogvonomepfdkykgsxvatnz,U,1-175-821-9950,Alliant Energy,b,594.0,Iaquqykvxqv,5.0,rpbxnxaurryklukrsopyzjzkbbauorkwklkqeqymvk,52.0,Rekxfiuhipfxvfsynuoczkyq,United States of America,U,ZVDDTYUWS,Abilene,Manitoba
Ynx4817,f,ybjtinyszbxslroxfagttbiqqomlpr,R,,CVR Energy,O,305.0,xkxzejsjlbnp,5.0,Eoexnzcdwexrgaolpcxgtiuhakvximjtpwsvphctkkdpbefmzezszukipl,,yyxtpuopurmo,United States of America,S,Ynxaheracdrczglses,Minneapolis,Quebec
Pde4818,M,JMJDGKDARGLW,O,1-866-397-9175,NSTAR,,430.0,crrupf,3.0,Nitfvna,75.0,wetugzdafptcsfbkm,United States of America,M,Pdelkekfqhhmyzkuzrqvbbjl,Thousand Oaks,SC
rcp4819,m,DYFZUNDJABCI,O,1-559-913-1105,Advanced Micro Devices,J,763.0,PCTKBIXSCZGS,2.0,Megowpp,50.0,Yehakxipfwqlhshbzhklkjxbtvwxpcmwufgxclscdtbcmztknc,United States of America,M,rcptvxiuppofjmmq,Baton Rouge,DE
ULS4820,M,AKVCWTGIDPOPKDCKCG,O,1-441-323-6288,Toll Brothers,C,662.0,Uioxkwyhv,4.0,jhzxbwrnwruwobjvbmsfjcfniqhjvkjbsqrqxulzskseg,20.0,,United States of America,M,ULSLQQADQKBI,Naperville,ND
cbd4821,F,eoekvbm,O,1-505-391-8531,BB&T Corp.,f,398.0,VRQWULDIYY,4.0,Mymlqliavnqvmhgqycfnrfsblrznuhmvhjra,49.0,GNIXCCFVTXPZREQXUSYVMROORHVNNEMZEQPWVEENUDLBHMVRW,United States of America,M,cbduhenerzbonmgpi,Sherbrooke,WA
Xzv4822,M,cxmobvpnonryfamlbvufgqo,O,1-080-405-4757,Cintas,K,386.0,NXROATGDL,3.0,tqjlxmxvoythpkowtjwbdnvudwpddtee,10.0,Pwtrbjzqnkcnzptzmgsjivbskexcajdfjcdrcobgnlaabbtswnrkbdylxridbqdwxujdfghlhbxjp,United States of America,M,Xzvrzamvazvckykgrmfzzkvywjil,Newark,Saskatchewan
XBW4823,m,Vqemxllvzt,,1-777-434-9212,Nash-Finch,,318.0,Pdyhyg,3.0,,52.0,Ifhlwumdxdglpqzeursljounoendyzcnrrtbszoyjslrpbpcmorahnhqhrowcdupjparceffa,United States of America,M,XBWUZHPF,Sandy,ID
Dyy4824,f,ZKZXPLICDMCB,O,1-993-441-0146,Avon Products,,405.0,DEULD,1.0,Xnkcekelaaevwtdopzdkyfsfafiq,22.0,Sezfvczjlvkywvfysvwiyvlliimlaaxgjpjsliqtpyiruqnzerinmnskyyoaodwfeuiiig,United States of America,M,Dyyimlhjgc,Savannah,DE
Thp4825,m,qnqxsvwzwgdj,O,1-943-355-2657,Levi Strauss,j,652.0,GPQSCP,4.0,utxaumwgql,21.0,Fwactkmghfpruzkgkjdoipbqmhc,United States of America,S,Thpwjciwltrwobwk,Topeka,OK
Uyh4826,m,Mspspnlrrltzzvhyytek,O,1-864-196-8276,PepsiAmericas,u,741.0,ZIHRFNB,4.0,Zbfrfymkssxgstllidoxpgwoienevcaklxpboknbbtsummtqfvnmjnbbhrlikdqtgjwzwsemhcqkagfo,90.0,Qaoaluwjrndyuikkibapxch,United States of America,M,Uyhsnsxhxrtr,Glendale,AZ
Gre4827,,Yvsrlgrhpfzt,O,,Sanderson Farms,a,,FDLKFAOLQM,1.0,RRRQHFVNMTOH,50.0,Atkysvwftgsbjqhs,United States of America,M,Grekpspgjlsciycnac,Concord,GA
YEN4828,,JJAJKFNPOPFTWOHEK,O,1-132-183-9870,Northeast Utilities,P,384.0,Lmayphgp,4.0,Phsvxoxbjqlqsuchonldcpsxmmxdt,31.0,Miuhfqcalawqtbqgnvsmpganqneaazsfxumudcrrjwcbsjxxsouedvbp,United States of America,S,YENVCJJRHE,Detroit,NH
SNX4829,,uuirfsqdoeyxrmdthebre,O,1-582-428-9947,Pall,,502.0,nuoyywvhnvyl,1.0,Whwrqwlindjaobegibuewxbowdlodwxbssargndqjcrivfcmwskxtmzstnwliiamksvtqpyonk,43.0,VGCUMHPUGMJIAFPCGRVP,Canada,D,SNXFCAXEUPIIJILXENPORVHGKVQ,Irvine,DC
Jxr4830,F,NLBEYSAMGTVHSGMDRKXZCCHWCBPB,O,1-812-059-2753,Great Atlantic & Pacific Tea,,646.0,UOPHCGXQV,4.0,eloepmrhhiazwbyvrtudictwagfemcvqkcdvvorjveqvmlnigancgexyratnwk,5.0,Lmiwbfhcugircitnxuiprsgfkubbvmjmjzozzpsocaihcyykgv,Canada,M,Jxrxzrrppskyqpimvectmbxqx,Great Falls,UT
Opt4831,M,Erzhlglxltyymmkdpxkqkgpxpnrhl,U,1-133-094-1679,AECOM Technology,,405.0,ytrwdpwsfonj,2.0,YEZOCHFVMVBFNBUZXHXAAWDSDEJHXUXVIVCSO,38.0,MGTKRDDGMNRFJSCYCUYPYXIZHICQJ,United States of America,S,Optrakntpbzzjol,Abilene,Manitoba
WSM4832,f,fujjug,O,1-163-776-2867,Gap,,799.0,Hiyulwdpn,2.0,ltbaekxbssqfyznmixmgnntsjldfzyiolospdlxjer,80.0,AMFWXOLYQOZIIDEAMREGIWZOZZZERHGFSUTXJGKKHGKYIKRHOGBBHSNLJUSGVDBLUCWUNLCGNG,Canada,,WSMRBMSLNGKBIWV,Raleigh,ME
fev4833,d,kupum,O,1-539-905-2266,Aramark,,728.0,lrnurxnyb,4.0,Lrzglghacxhgglqttkkwbdutcddgypbnxmaiwcrkmubcqgybcgufvutuofvlbajzttxmfyfcgcvrc,72.0,Rxjemgddjrmkbuypterlwoojpvnsnwbrcmyntqsvrqmswpitnezrzbdb,,M,fevhymucymwdkstxwb,Charlotte,IN
Kez4834,,futpzvh,O,1-826-280-3864,CME Group,I,692.0,LGIPYZJJ,4.0,xpimvrlmetevybrgpbni,55.0,yevvwqszvpekemvracrctbzuysj,United States of America,M,Kezwsyhhhjclxcqkz,Halifax,CT
sjb4835,,Mbqvtmwvzkzdxtwifkjvtisp,U,1-434-556-8699,El Paso,C,466.0,wixwe,0.0,HZOHGOLDVJZCMNMKBCDGRLXACGDLXGHAPROR,3.0,Dwdrecaabtllxbflkcnouphwyf,Canada,D,sjbkkmxpyosxsnnyzewbf,Toronto,HI
Wjq4836,,QKLVBKICDHQOGW,O,1-024-206-7647,Cenveo,R,778.0,APINQGAVSIDA,5.0,,88.0,Erfeqzalnmexxujwkmeqeizdpjbkkwfngxaiowarflsxvrzwogmwirpptjkcnsdcpeyt,United States of America,S,Wjqmggsgfwqrbfafzxshtryjmb,Casper,MI
Spy4837,,ajxeurdhtmsfttunmemwthewiju,O,1-972-011-3112,Xcel Energy,M,367.0,kxgthcv,5.0,IBJKMRWERMQDCIKLEUGOSW,28.0,XZEBGXRWGDOWRMVLCJOLWWVWMTGZPJHGHEVCKVBIAIBTHBAQRVWYTGKKGLWI,United States of America,W,Spywuanwyhatkxt,Boston,VT
KLU4838,m,txoxg,O,1-901-209-0136,AmerisourceBergen,,355.0,Vfvluonxss,4.0,wqtcxsdgjtjcdpayoqydc,39.0,qwlnddgpuxcsqwpimvpmisutvrcfjyrivboxilbzaq,United States of America,M,KLUHLGLUTUQRBDFW,Halifax,CT
JLC4839,,Hwjpobcafghuyfigntsd,O,1-632-473-5091,Covance,P,594.0,WNBLRZJS,0.0,Lbfpvkqtezaxjcdukpvbvwkxufibipslttknvihtkkvtsaomeyn,26.0,BTOFRBPTKXCBUCSJNBMQKIPGJAUECODIWQJMULDEWUPLJQUOBUFMFEWLAEKOLKGMPORBYDIBOOJABZV,United States of America,M,JLCRPBZRLK,Colorado Springs,UT
bob4840,,hzzjoqovergfjgtu,R,1-518-504-1245,Domtar,v,393.0,Adbootc,1.0,Rwfngurmyokvoxesavcyolqjzyvkpsrndhnaodxfylnlvripefwcmvfugsmrarczvv,49.0,Oystdvvhwyulpwtpjvyccueucuyvgolfoz,Canada,M,bobehnx,Oceanside,Nova Scotia
qpk4841,,AXJRJHBL,R,1-571-069-3231,,D,841.0,QMEAWEIWMX,3.0,DHXGOMWCRXVLVGGAEADL,56.0,MISYFUHAMNAHQUVPJZPIOOLMQHXAOUCMAGIPPHKHNRXWOGSIHQWZHPDRWQSBIBPIPYTQ,United States of America,U,qpkgjrackwbovqptpuhiyfus,Irvine,NJ
FPH4842,m,Kmdkgqxkmtxsvjgyixwyhdvvhmk,O,1-101-242-7918,Curtiss-Wright,M,636.0,ijjfceual,5.0,Nondjzdnkbct,71.0,Xmtyrhzkbxzzslsjhifzeusgf,Canada,D,FPHUMWETOQBY,Phoenix,VA
YLB4843,,Cntqqhz,O,1-972-004-0775,,b,552.0,OOWAQBWZPDQJ,1.0,Gcsevogzomxhofabnggkbgwmingjyaeflwyvhw,35.0,Qbsbikqstsoppahmrwzhtzexqoesgjlfirghwbvwdicfgibyziyocspvwqnoxntluxcv,United States of America,S,YLBMU,Los Angeles,TN
PFW4844,M,evnco,R,1-350-554-0846,Armstrong World Industries,N,331.0,QEWEBOAJI,0.0,aaixdeiiwlnphzxgpero,45.0,eafgykwjiqhbuwnffovfuspxtevcxsi,United States of America,M,PFWPECZU,El Monte,MT
Sqm4845,m,Ehzkvngiagujuzgpnahpyzqkxlta,,1-469-389-9711,,U,361.0,Kvsmklnuh,0.0,Zjgylmdicyisslvw,27.0,Scprxaedzxinbmvxvanvzirzxci,,M,Sqmhteccukfpukogf,Burlington,CA
lza4846,,Njevkjwtharsdirlitttxnh,U,1-790-773-9780,Progress Energy,,733.0,jlmgyv,3.0,odegkjroapacwsgtdtoymiftehdufrxddfsyeyeqgbbvefxvrnhncubokuroufhezpbvcrpnien,97.0,mcatoemxlgrw,United States of America,D,lzaeqmjxijcbhtsxz,Colorado Springs,WY
wli4847,,jhdrhoaregwpvryhjah,O,1-330-990-9400,Pentair,,702.0,FEGSJAM,2.0,Mjqivgopjjuhahlczfjpewfzkuvyrwdaahofvipexyhh,93.0,Sbhlhlqtctfzhzdvyugufcnevhcbqbjbatlzrvhhyhdtdzoyamhsujndxzipajcokvozyynv,United States of America,U,wliduegrkcxscpvwyjgpgitpvwmmma,San Antonio,WA
cbt4848,,IQRLIDTAZOAOUQYKQYGAUDCMTJGEGA,U,1-483-422-3802,Pulte Homes,,,Eqjbcdkitsvt,4.0,Htzodveiibgjkkdba,34.0,Vuebpcbrchwnilnzkezkeugoxvcmlgnjhrsuomcysyyohhqodm,Canada,M,cbttgnatvungn,Lafayette,KY
Lpm4849,,hqnhvmotweuxvnyunrrx,O,1-816-449-2636,NetApp,,826.0,rwdqldk,4.0,Rkpuriigoqwfdltcvvxtnpicvufqnatbacypbdnamg,14.0,xilmawkuawwuccwxyojutkmzluqtjp,United States of America,M,Lpmvcefobotoxtfa,Fairbanks,MN
Ddx4850,f,Ncryxjnndmrzbkqbeqvluj,O,,Crown Holdings,t,377.0,rcpqcbqt,1.0,lmwcecsanvvbbprlvektxqr,6.0,Abcdpalvbvgdbtlwseasptzahwdxduvdquwtluukiseviqufft,United States of America,M,Ddxfcsatgvizlpvgypntqwrijim,Buffalo,RI
Vtf4851,,Citpuqlpyd,O,1-655-231-3494,AMR,M,665.0,Qtmgawkscga,4.0,,91.0,Knhndomnnazxxafgbdws,Canada,D,Vtfossfaxfumscdxx,Fontana,Quebec
rgd4852,,Ljnxxckwyvhtrdirdyvx,O,1-580-013-7041,Tellabs,l,654.0,Xqndkn,0.0,uqxuvebtxisagrshyzkfmccwrkdajfhhwukfziitvzqffmteywuwvjhxnlqiozfvapjhhjshrjiphx,53.0,Cglyefnpfjxxaypwsfckkgelwqzauvvynfnxchpednkhfafokpetnmigbjrbjmbybosfqadmhtd,United States of America,M,rgdlupwagfksuktb,Whitehorse,New Brunswick
Aea4853,f,IPDQDSOYSOTPE,O,1-352-532-5720,General Electric,,441.0,upcdvlyil,4.0,Wlcxevllngcelcnnmzcmtgtkwgzrgwazutfsewwhwag,96.0,CCHUAWECGOWJNCHDNYVLFB,United States of America,S,Aeabiaxkld,McAllen,British Columbia
avi4854,,Vgplpzbcigrvnbxjleaaa,O,1-147-887-5098,Johnson & Johnson,P,410.0,Wefiv,4.0,Lwuvhpymnvbdqxgmuiwlqwninnjaatnbskxhhhtuifnlqimqeywkwgndilzxin,59.0,Skgjujulaciwpdewuacjjbbwxgatdfoiforiqtgtmvgaa,United States of America,S,avizuaatkkgawrxgosrewqmouor,Grand Rapids,OR
Wlt4855,M,Ztmljxsdncmfohjdcvsbupf,R,1-168-889-3023,Universal Health Services,,493.0,FEYETKQ,0.0,epgszgojijckfmheccxnwxhyxckchggxmflfcbwxvwxvyjvtrdrmubzwqqrtkcjhsbmuf,48.0,,United States of America,S,Wltjx,Vancouver,Nova Scotia
ZUL4856,,wbotttfrdmdtttu,O,1-344-461-9794,Eastman Chemical,,314.0,,2.0,nhzjlzlvecgydlkeieobxukwsjfihkvkpeuvrfixswapxypemntvpxlhsy,76.0,REHJPLPNPPMSEOMHBEPRNWEP,United States of America,U,ZULGMURYTAPTRCLXM,West Valley,AK
Ssv4857,,Oxufwmlevovhoxqsikkjwmxwrud,O,1-771-566-5145,ConAgra Foods,X,582.0,SSQALM,1.0,FDAAQMGNMTLPDNTQRCGFKQPSHUSBBHVILGEQRGRZCHDWIBOGFFGGFGJCOJCXWH,49.0,fkuqqphkqwgnnmybvyi,United States of America,U,Ssvqb,Hampton,NC
Wlc4858,,Xogbqbzmvpnh,O,1-141-882-2864,,,527.0,Mvrsbpg,4.0,Itbfwhhydnlicpmnspsavvcdddpmagohjztkgdmwqgljpcrpbzkckrtofyurto,27.0,MHHZI,United States of America,D,Wlcjsmxzvrbyk,Dayton,MO
Rmn4859,,Sdekfagreapjgqzzgi,,1-657-436-3994,Colgate-Palmolive,,340.0,Cgspgokphu,2.0,ppcvesudxk,29.0,,United States of America,W,Rmnsmghbbzgvklxyhjfdjpy,London,DE
jwo4860,,Jjkbyrvzcqcrrrxlkefmwydsbmvpd,O,1-119-847-8201,Capital One Financial,,,Ynvfzkehm,5.0,ijjysvwjlvimviqxpfczdrlneoevuhxesdihchqmfexrhonnqfqljyaferkdtqnlgzlb,37.0,SJDBQTXNDKCSZCDVWBPQPPZDLVNDSOIQGDUVOAQGPGFOLEELYT,United States of America,M,jwoxfctdehuq,Salem,OH
SOO4861,,FRKKDFRWV,R,1-226-849-5155,Gardner Denver,,371.0,Uiybfbsv,5.0,ddvzrhdkrfvtjrz,15.0,Zrtbmfcbdttffdttkmpvtfxwzongknjmiwfkzpswlmwdiglagefftdghnmndnkdafkltli,United States of America,W,SOOWKQCVZZ,Stockton,UT
Bbd4862,F,JVELTAMZJQVCVONNAGKLIJRTTF,O,1-748-394-9426,Olin,,336.0,Cyegsmcykfob,3.0,MUIXAQC,39.0,VGBGTABLQWA,United States of America,M,Bbdflbfvscftu,Indianapolis,NE
UPN4863,O,EBFGFBWRVNKKYXEGLJ,U,1-826-747-0826,Legg Mason,,497.0,hqydkohwi,3.0,NKRGYTNLMZHKTGXBFVGEBJLLNMEUARWLLAAGDYECWZZWLHSOGECQAOEHCWLOEE,87.0,IRAUFVFMHEULKRULLBLRBAGHLQSVZWXRKKAQJNNWDDOECGDKXJHMMXOAQKTWNQAONTKLVKVOGMLL,United States of America,U,UPNESGBBOQCIOWWAQWOW,Reno,RI
QZG4864,,ersudiadbplikbwmclisx,R,1-226-426-1345,Lincoln Electric Holdings,,388.0,Zhchuilpavbn,0.0,PKVGNCXWUDYJTPNFPGKZAZHCGCOHHNMQVVNYSNPNTFRHOVPUODJOLSKSJSEBEVJEMSAJTEBIBS,94.0,Zqqgymrwkahamxww,United States of America,U,QZGJUPZPYVJOUI,Thousand Oaks,AK
XML4865,,fmlfgyumbvnca,O,1-321-212-7211,Health Management Associates,P,424.0,Qvpzb,0.0,Eoqelgnmgthnqynoxuvqbvjvornmgrggfiuzhvgepxgmpyzjtkqudqkvokvf,28.0,mwcwuaaeocojecnbpl,United States of America,M,XMLRLXYYXDXVWRSYMOA,Hollywood,SC
Skl4866,F,Nqppykonmraxdvrtzhynyestuv,O,1-309-432-6136,Air Products & Chemicals,,,SPXSD,,mruppbroeegtanbyxxwyfvfbbhtskubrceiqcxuzcnfnuecorunfcimetyejxhqltwevrzbdewho,2.0,Pdmgqgrdzwmivwzvncbfufcnsqnniuhxpykyoetvqjjidgkfwuhtubq,United States of America,D,Skllciwhjhfzuyqqokm,Little Rock,AZ
GML4867,f,Fenniw,O,1-195-832-3059,Frontier Oil,,460.0,FEYUG,5.0,ptaqzwqcyr,3.0,muudfwzvpmrbnwtzfepacgampotdccrjvppurqrokgugxeurfktqphxiwycpglaq,Canada,W,GMLXS,San Buenaventura,CT
qdh4868,,Ziccquuitnvtjmqgqvyaczd,O,1-031-377-8561,Amazon.com,,840.0,ilgtk,,qtxuobaxykgjskknxqwlhicnldeazarzghpunawsbkllyrpcwzsautiypbcinehchcqrffocdne,98.0,HXHUN,United States of America,D,qdhqifnnvybmkmtbwqhpdsmsizz,Lansing,Prince Edward Island
Iim4869,M,RMXVWT,O,1-547-769-9983,Pactiv,C,469.0,Rqrdlwcfwt,1.0,AXJKZCLXXFNHFFWNMVOSAFJXWNCGWVC,62.0,Higcollkdcgomftdqhvb,,W,Iimzvjalgiyxktjzhjyacgqyhloslq,Huntsville,FL
Stv4870,F,Jeokxdlpmmgnygonqdzhrbldiemv,O,1-111-135-6278,Winn-Dixie Stores,,676.0,vtbjmhoy,1.0,Yktxrctku,0.0,Wilfvfemfgkqolruqaydvuavowseqdyrzkmqnttxzdlflelwz,Canada,M,Stvqgqzbagozilchjgeb,Mesquite,GA
Ahn4871,F,Kxvcs,O,1-807-329-3379,Church & Dwight,w,661.0,HEDCKYWXCC,5.0,Dyolqvhetepvanhvmfdljdgbqrpmifqaabjkjeyiqkjklcugywxjmq,59.0,SQUMTTTAUPXXUDXGPQJCSFXUOUDWJHSCUZGNPMTATI,United States of America,W,Ahnqrtqtvhxrslalvbnqxltdmbqh,Indianapolis,Alberta
ocs4872,,axqzhnwyybns,R,1-832-876-4671,Polo Ralph Lauren,z,392.0,Epsrmamg,5.0,Wasngnjsuggdx,63.0,Ororwadlygwmvetajqdgiqqwcokt,United States of America,W,ocsaaexqryzqjkmz,Hialeah,NH
LDJ4873,m,Avrvlfedemtspd,O,1-502-945-0756,Group 1 Automotive,,625.0,NCOGAESHMQ,2.0,Nnmvuxrjruxrujcjungsmtlkdqhoxtxxvkgfmrhezqqkglqkluxphtpiuqpklxiapurfjnztscefl,57.0,IDBADAXIHUWRAN,Canada,W,LDJQGKKIFG,Winnipeg,MI
GWR4874,M,Gureaeqshrtbcah,O,1-078-686-3515,Stryker,Q,738.0,Gjvrrlfwink,5.0,cyvifrfxehuflfztojppqpkvhbaszqcgaeapsgemntvdnghnpahbaunqufztjqyhj,,CXTHVEXEYUAKOIDDTLNSVHGGPYBJQTTVYRCNGRMBIBOORREBAZYROJD,United States of America,S,GWRYYXBJEYHVUZZTDGRENSGVAAP,Philadelphia,Saskatchewan
WFQ4875,F,Erfxnvoobeugzou,R,1-742-006-0857,Public Storage,,688.0,YBJSVOP,1.0,Kbwtcwqnppdwrlfeiikwxratvoyexqtjiplqyzcydvweksndcmapfuyonsuogznk,40.0,Hmjwrrmfwvaxphczagorkuvdfavdqlhjmvryzqbpbjwbtgqgbjtrdltgfhqdymwyijct,United States of America,M,WFQGRCOQDZDDBPVYO,Santa Clara,OK
Pau4876,,Gejrersicmpvtsdk,O,1-003-016-6977,State Street Corp.,,462.0,bqcfte,0.0,DYGDOWFFYOLCNGUBRTVAEPDQLIZTCJUDHOZXRLCCCQSXCGXSHHKKRYTRNFGJB,98.0,Vvfbspciisbwkaxekvinlpygyedbkqenls,United States of America,S,Paugxubjhonqcr,Jersey City,IA
Otg4877,M,inixfrqqidveplgausjffpbyrqgr,O,1-981-383-8479,ProLogis,E,626.0,Tndpk,5.0,Iktygfnphjqnixpaueffemhfniyygssfswukmpehtjoixussywdjyooilmkfiehwvtbmmuy,60.0,,United States of America,W,Otguntq,Ann Arbor,VT
Nht4878,m,Jjvyx,R,1-317-384-9983,Exide Technologies,,422.0,Bidmlmqp,1.0,QHIMRPKOBBPJPTKXERRHSXUUJTDQVMNMTIBUKOJDDLJMOPCXWJFWFWBRL,,Oyzsvpfjzyklufuwhtnblwpijlrvq,,M,Nhtnwtauffjlhbvtsolkaqslfwmsbq,Savannah,GA
Cdu4879,d,qnjfdmqbyagkiqzkuidqjoxu,O,1-764-101-6566,Amerco,X,441.0,dnnvnipagzdz,4.0,ubhunnccqwimbbyqeuagpgpamyjeelwnnulqwjhtwftxrcdoticegkupdj,81.0,ssgvxbddqqegyfsizusdtwgxcwedcluxugijghojvqweitaaeo,United States of America,S,Cdupsmszuqkorkzisf,Beaumont,NH
Wut4880,,NDMRGEMGKDQHBZJNFMAZWRGALFCA,O,1-044-407-3700,Dollar Tree,F,350.0,IGFEBTA,4.0,jkofhxbaewriuvboorbrenkttprjcnqtuxnflaepbtbgpxzwmhqono,57.0,,Canada,U,Wutebjotkpfiynbgx,Lexington,MD
Jdv4881,,Kvndzhzvltqdxtbceegpmrcj,O,1-709-478-0510,Omnicom Group,J,398.0,Qawvst,2.0,ILSKMNHKDAGJF,90.0,Yigdtnd,Canada,,Jdvinnxsytjpdgaiasxyayh,Alexandria,WV
