AddressLine2,MaritalStatus,AddressLine1,OwnOrRentFlag,AgencyID,Age,Phone,LastName,State,City,Gender,CreditRating,NumberChildren,NumberCreditCards,MiddleInitial,FirstName,Income,NumberCars,Employer,PostalCode,Country,NetWorth
ewnffneslalkzqlngwiuikbsimikfnnbflwzbrocnpyvtjdghnkwgkyiharieypimrr,U,Oaopfvnv,O,TZN6771,31.0,1-737-689-4556,TZNGNQRYZVIRKYZRBTXWYKHTFYLQZ,AK,Orlando,m,505.0,3.0,4.0,,Cltbfgs,93781.0,2.0,,ioxayoum,United States of America,840974.0
Relmxacwpilsuitvgctjqcpkvankkpctvzayshjbbefkqhhuiwcptcyddztxbsdwjep,W,AONARNS,,Kyi6772,37.0,1-493-056-6573,Kyiuvix,ID,Paterson,,674.0,0.0,2.0,y,Eunxwkceifyxesjhfzpotpsqmsfp,215526.0,0.0,Rite Aid,,,1027279.0
Iothioryjgdapeylazniulzjkiofrtqsx,M,btaschcyxlecrmtfaitpfceeeuwpcjhgxnkrkfzdambrsdvfetcfuwocrnmpgfplzjytvfdosf,O,Wbv6773,47.0,1-015-586-1836,Wbvbfefxnvjntyhhfvhceao,FL,Lafayette,,546.0,3.0,6.0,,Bidthb,221031.0,2.0,Microsoft,ndyweoc,United States of America,
Fxecrtjgkqywguxhioujbaugdkopycqhatjpzwlqrftsvjtuofccozpkfapuloieup,U,VZZMUXIXKNYONQBQHNGLEDDQVQIRWUOAMHYW,R,ape6774,64.0,1-933-374-8254,apeusgyndhlq,Newfoundland,Montreal,F,439.0,1.0,1.0,,OEFMTSWEJTWQO,208219.0,0.0,St. Jude Medical,luhpsskkxv,United States of America,462428.0
Ivmivspgpzhgyksjuhnjcpidl,M,VQMWXOTYOXGSGXMUQPSHZZRADQCVVFH,O,Ebn6775,67.0,1-074-501-6079,Ebnnccxmhtmqrhuhmigbdknmzeu,IL,Rockford,,580.0,,4.0,z,Ryvkiowthyqpysvdbq,487752.0,3.0,NiSource,Srjjsc,Canada,841291.0
nvzmwyaqzutnfplfqpidzifxglasswzmcflffcon,U,dxugmtszcjewniwqiutjbugyolsmssqpxirhucjimxjiptrpzobsdhuyknwkkscetkktpz,O,Rkn6776,13.0,1-404-039-8516,Rknewyjk,Quebec,Miami,m,341.0,4.0,0.0,,WYMWPITEUHLFKNULBXX,41551.0,0.0,Pool,MHWJC,,29551.0
Ztcyrmctfgqsqkriocgtpldxvhvnrilcuigplkygixrewfdewcdtqnzsdhuzaejqlgtugt,S,fhcljnkctgmrcvoi,O,vzl6777,13.0,1-206-843-5368,vzlhvmob,NV,Indianapolis,,531.0,3.0,8.0,A,Tfljbre,287718.0,5.0,BJ's Wholesale Club,IWKRKRIW,Canada,2795494.0
NUZZGYDBLAQUOLYD,W,Vapajcnkcvmgkzdksndjbjayybazjpnwnsbglxckzeeowkttbfwoozotigqtjlzrkuffe,R,Piy6778,71.0,1-098-803-8942,Piyveqrryshsxanqjy,WI,Mesquite,m,420.0,3.0,1.0,,Ssyibchhhcfqtocynosovu,314423.0,1.0,Xerox,Wyrqnkmonyc,United States of America,419421.0
,D,ezfsltfpvisqp,O,Axj6779,39.0,1-115-127-3228,Axjbzs,HI,Seattle,f,686.0,5.0,2.0,X,rmuonritoarxvubpyccxk,176322.0,4.0,Exterran Holdings,BFHAYYOX,Canada,584888.0
Tqyhyouwsqo,U,Bosuuuyifzulqszwduucxmjj,U,Lho6780,71.0,1-529-394-3189,Lholcfyyoulvgljrxfcri,Prince Edward Island,Springfield,,340.0,1.0,8.0,,WNUKQZFCJDIGKJWFLSMTUUXY,305217.0,2.0,Belden,IVFEMVKZ,Canada,3100021.0
Ebygjyuootnqdandiuzfbiwrztfyszidyzub,U,cagkvmwxwvqof,U,WWN6781,88.0,,WWNLAAD,KY,Wichita,,819.0,1.0,7.0,,ehaqeefbastrs,19969.0,4.0,Brunswick,,United States of America,3909596.0
Zbmspowjgijakuhkabblidtbvcfvpmaflciipjyegbspxafsuvajwwxaefsgmquxqgjwimxtrsrwg,D,Osillrmoc,R,Wlq6782,42.0,1-336-510-0295,Wlqubzwskvgakgbytpcyqan,OK,Portland,,436.0,,6.0,,vnosqoghocpwzeppd,411399.0,0.0,Newfield Exploration,Epapticaqffk,United States of America,3563209.0
,S,Cbbecdqxxwzpffseboyjdjuqidfwbutwunvswbnjpwaltadyfxfkggaxsroaxbqmjvhi,O,Xnh6783,41.0,1-220-896-3651,Xnhxehrupbqpnqwpcwd,IN,Colorado Springs,m,711.0,4.0,5.0,i,IYGFPSCMWVDWHAAEK,63107.0,0.0,AmerisourceBergen,Thpyuneosu,United States of America,221411.0
TRSEEFBHYBRSCJWDPAHFIRTXIUSLVKLTRHV,U,BWWGBKXUIOBFRQZBUSNMCBBQWHXFQJTPOWKPPIKXNCSQZJLGVCJYGTDFQZFXDIQYQIUSNFPSXKIZU,O,Mif6784,58.0,1-435-266-7958,Mifabgfsdui,MI,Lowell,F,307.0,2.0,4.0,,kpptsnx,296582.0,3.0,Western Refining,udmkrcnltojk,,2398575.0
bjvfhmhvaynsfajrvxiehhftxebtnhsephnrhluxikivpvgahbqemykiapnqtwfm,M,ddqarusgtwhldjemftkejqvkegqjhjsgweyiaaqmnxrfszukbeopi,O,qkd6785,16.0,1-479-049-8999,qkdgfvfhgtowk,MD,Chesapeake,f,482.0,1.0,8.0,,Bojwh,197293.0,2.0,AK Steel Holding,kkebvqdey,United States of America,3264872.0
Cfqaqyscquelipn,U,Lpykokqigvqshefmgxajfltrfkzfowyqhogegssidoicmqgn,R,PBL6786,95.0,1-106-464-9282,PBLKBLQGJDEDBQQYRT,Prince Edward Island,Santa Clara,M,842.0,4.0,4.0,M,mdmmermgl,204468.0,3.0,Health Net,tjlblmsw,United States of America,2609352.0
htkqnzohfafzpdcsmibjqiyuhstrrlvd,,wghqjmonhogoguduwlomaytdjsvobge,O,jaj6787,27.0,1-880-457-0882,jajkjfezfnguccieanycznoqlxx,MN,Biloxi,f,732.0,2.0,2.0,J,LUYFTDOXWCZJLWKJIZHSRSFQQZFWLY,32023.0,1.0,Avis Budget Group,Rgbskaqajya,,116208.0
RQKKODJHBLVEBLWJUMXGRGNNLSXWQALMUNCCUCKJJSGSOYWVUGEHREHEXQVXZFLTU,U,xnbzciumbqcmjnmmumdpsoyyywjzbebkrrmqlflt,R,zrb6788,25.0,1-256-603-5967,zrbwijefkvccqoua,OK,Grand Rapids,,428.0,4.0,8.0,c,Dvsexoyynpdyvjsogaoeoqi,317709.0,0.0,Iron Mountain,SUWRJRUQQKO,United States of America,3984021.0
Adynycvxjrdnao,D,EGIDLCHQMIEPPLYNCFHUSGQEBTTZZXJFNVEMMGLLKAHG,O,Lya6789,59.0,1-092-037-1183,Lyapcjmuspjg,MI,Alexandria,,635.0,2.0,7.0,H,Oicuuwarjxydyohaw,205867.0,4.0,Parker Hannifin,,Canada,3087278.0
kjawutajtjlpgvbauhqgcivepgcstfinwhzces,M,pehomalwstdntbusrapzrobsjaxnhnhnpjgqmvhuwd,O,HDJ6790,5.0,,HDJXEEXSN,VT,Yellow Knife,m,491.0,0.0,6.0,K,Xefkggsgentac,45497.0,1.0,First Horizon National Corp.,llpeow,United States of America,2307497.0
CGTJARMONKWARQLMEPKZCKWGAUDVFJFSGSVKIHHJRKMFHOWZLKIBCBPFKVNACOPDNDRGH,W,Yygxlnkwrdfuegdzlvilhgbldhqtfpuommutjwvnzhxsneemeqfekfoexzhejkg,O,YLL6791,88.0,1-984-230-5506,YLLFFISOTDGOTQORTJTGXQWVWSVEUB,SD,Overland Park,f,700.0,4.0,10.0,,ektfkjiedfcqyl,201572.0,0.0,Cinemark Holdings,gyrwjkjunxut,United States of America,89072.0
BDFJIQSYVDQGSARHCA,M,fziryslreulnkbvlohqkblyzcndffybwhtkycqwxenlc,O,duh6792,98.0,1-247-551-7313,duhfginhwj,TN,Winston-Salem,f,811.0,3.0,4.0,,Erblawvxhylxw,66090.0,1.0,Northwestern Mutual,Lvqttlfx,United States of America,
Tkxnjrgmachzourl,M,Bouaggarssgfzydzunvsk,R,Pix6793,98.0,1-432-854-1502,Pixlsequzs,Manitoba,Winnipeg,,726.0,3.0,10.0,,UUIFFAOX,235468.0,0.0,Brightpoint,Dmgkzqbv,United States of America,3506341.0
Dnwujcffubxhoykrgnvhnnsehppciijlzraabghkaosvsw,M,Crffupjoivybekeflepqxpwubfuhgptkgpwqpovdvgntsjdilza,O,msh6794,89.0,1-380-230-1342,mshetlwwzya,NY,Coral Springs,,367.0,,4.0,C,EKYGWCUEWBVMQISWHGHJHHTJMDIMC,308658.0,4.0,Edison International,Tnwcsuscj,,
Hxvuugcucqmeyhtsmoeqtmchsazelktjzdilupqzwxkllltqvisaucclakgrusobdrpvemdmseobvb,,Atwwyxjyncjrnixfhhmkrfkdwckoxhnrdmpuxnqryjqdz,O,Rnv6795,51.0,1-523-862-8392,Rnvvymtkcvehcmfxrkldhkfkufng,Quebec,Fontana,,738.0,4.0,9.0,v,RMFSPAF,144304.0,1.0,MDU Resources Group,CSVDSSZXGSNT,Canada,3812158.0
Wtwzpuntxlqy,U,Pnwsodbbejpjhmymckkrzputhopciglpfyenmuwafdsoarsbgjlqbedjjsagfyqhy,U,Qkh6796,87.0,1-197-153-2682,Qkhrgszpm,TN,El Monte,m,568.0,1.0,4.0,,Apbcjmejzcuunezkzuwwtbdyat,160658.0,0.0,,Mjjsoqq,United States of America,1941068.0
Hcrmxfcuuphzitsybksujwqhjitdwxzjxbuewotgmlrpsjvr,M,AXTENZBGXTBZLDEFPQDMAETWOZSWUGOM,R,Phe6797,48.0,1-029-510-3165,Phexosjxanttbmgebhjz,CO,Philadelphia,F,798.0,0.0,8.0,,Znlmkjatufrixjlrykflnvqnzpvv,214487.0,2.0,Questar,lmwzb,Canada,1257595.0
Ejmitfiftybmsokdvpqrubeanlybogblckjifvzmzaqokj,D,PCRVCHPVNVGUIHVQASOYDGDHSXEVLJWJY,R,VMQ6798,65.0,1-283-221-0826,VMQYLYQPGZSZEVXBHIAZSJBBFV,NM,Las Vegas,m,476.0,5.0,8.0,,OMILBBGLPXTVG,441555.0,1.0,NewPage Holding,UMCRGTH,United States of America,531994.0
qtxopoiooozeplqcjb,U,Efhsvmvbfqqtfhxndehobadpiocafysrprmvrlabxttpavsjwvbfjkjgkxf,O,AMO6799,51.0,1-350-457-6318,AMONQDTWDCKGIHJHXOVQXOOVWJ,FL,Cheyenne,M,792.0,5.0,8.0,,Vcryscwyrafozhghbjdvd,431564.0,1.0,Pantry,KHEBTDNP,United States of America,2790247.0
bplktrgjcwlexsucypuosbwrhqgnkuxewkuxvspkqnnhnuj,M,NMCQR,O,lfh6800,88.0,1-005-551-3441,lfhpdmx,ME,Lafayette,,636.0,3.0,5.0,,GKKNKOVDRJHAZTVQSBJDWKUUQGT,242161.0,1.0,Texas Instruments,nfnajzc,Canada,383580.0
Vrfxxwpeecdwoqabtodczrpepgflgocwxswidpxbqpvhbabhlfnxhzv,U,Ibethksuzvtrqwvzfnrvicenyrobvdynxtqusfogruvgduggdvuymskpqcpsgm,O,krf6801,32.0,1-941-386-6584,krfkfjhldu,DE,Milwaukee,f,764.0,4.0,0.0,R,GXJZDMUQNEOIKMFQEQL,419465.0,1.0,New Jersey Resources,thbud,Canada,680091.0
efzdmljeizavahixlrkgxqfnqzzndrk,M,ZSHUNJPHH,U,Btx6802,72.0,1-291-019-9394,Btxtlguquvithqvpohfi,VA,Wichita,F,537.0,1.0,3.0,,vredmhshanpaenrkehrrmotrx,446067.0,1.0,Humana,Flhax,United States of America,3195007.0
SWUALLJUUJOCVDPMOFVHWUPPFAICEGQOAGJTNHSJKWNPFRHPQIXKJXASNGGCCPN,U,Stlwhrmszxuhfunvxuxbtiramjceubmdaxmcwuqrrbholvbrhfnmqrutof,R,Yux6803,62.0,1-710-647-6861,Yuxxr,VT,Yellow Knife,,303.0,,0.0,,QBEIRQMGVF,59937.0,4.0,CA,Apewuvg,United States of America,2680913.0
Smyqhdtubhgfxemoysdspiajcmnlzctmgxdytmqhbakssdmgxehvcjy,M,Gqnueigpfjzhrgyjqofdxylilpztcyljlmlookgzqhexrxqzyulcrxonnwwgqtfmogvbxyerynrio,O,NPJ6804,78.0,1-952-783-1321,NPJUBX,SD,Topeka,F,506.0,2.0,4.0,v,Xxukamfsawgiljtd,344443.0,3.0,American Axle & Manufacturing,IWRCOFGB,Canada,2222881.0
ktgeyjcodotmtqkbalhglrhpzjatlzmegtnsdgnptbjkuzwrfyrbcjsu,U,,O,xkz6805,86.0,1-481-836-5200,xkzunccakuhesfhnhzkypaibscbuqm,Nova Scotia,Shreveport,,356.0,1.0,0.0,,Ikgnodksnkncahrtd,126712.0,5.0,Dell,Mfdokeklb,United States of America,2803153.0
Lfycxctrkawchtkdzdelovexcmxcwrmitzw,M,ZHTDWOYGQBDSYVGHZCOGTBBNPBDJMJSATJCTGCGOMRUVAJFOXMGCIWRFKVGJOF,O,obj6806,64.0,1-751-587-2419,objzchimvitv,IL,San Bernardino,f,677.0,2.0,3.0,,Hfuabuhwgpfqzoqccmepcnxx,210548.0,5.0,McClatchy,NLDWKX,Canada,3942787.0
ltjsqgbwojlmdftgjskrooqgwvfujknmtfjzmmtlsr,M,rqmulednghktwsajkbzgnkjbxsgpgzhepxwyv,O,qyg6807,86.0,1-242-815-6288,qygbemfnjgschd,ME,Fort Wayne,,837.0,0.0,5.0,K,Qbgiioeeri,340763.0,0.0,Oil States International,JHTON,Canada,3984242.0
gdtopuuefoecdlelaztfhfajsbbjzygh,S,omnghhc,O,YDI6808,0.0,1-302-703-8106,YDILLPTENDNCFNNUQBW,DE,London,m,526.0,1.0,0.0,,Vgorbsfj,121448.0,4.0,Schnitzer Steel Industries,zooxlnimpj,United States of America,1757349.0
KQZYHHDUQJXSNLXDLFEIBDAFULCHKSTRSC,U,GPAXZBKKLKDFGXWPMOKDJDBESWLQBKTRPONBDPLNCQEWGIWWUZWBCFMEOLDYLH,O,Sow6809,43.0,,Sownsqbjeiinpuwh,NE,Chicago,f,371.0,4.0,9.0,T,Rzgclcgfpcfe,38281.0,4.0,Ford Motor,Muydotbutj,United States of America,3528295.0
drsmfybrmvrmnmjgyhdfaghwkglznvgyqcjdqfvqpneotodtqgtmysasewdfhsjwi,U,Kgagpthrrqnznqirindpjcjwtmfbytuxhquhrnpibqwjxvtpylrhdwaldkrugevps,O,Udk6810,13.0,1-899-736-6864,Udkssmel,Nova Scotia,Rockford,,304.0,2.0,3.0,B,viulepdawfppdmazsqpcj,387962.0,4.0,Cigna,PCJVLYBIOQH,United States of America,950607.0
kwthrjnqevn,U,Wwdqketknzhzprqigxtocujitaaxfnmceviaeilekouneoihqxjvmvwsd,O,Suw6811,8.0,1-691-185-1745,Suwrabs,Alberta,Salinas,F,,2.0,8.0,F,ORSSVCSSPYFTFJJXGFWGRUP,388741.0,1.0,Westlake Chemical,CEVVQERYLSV,United States of America,561457.0
Neneoxkcfgqigi,,qxugrehowxswbpzwgcgwvftkpgyclvregihawlgkwvzegbkmphqdxybftbcav,O,veu6812,0.0,,veuhidwuejshdougnmbiqppxgkrsby,NV,Columbia,,318.0,3.0,1.0,,BUWUJ,88407.0,5.0,Sunrise Senior Living,zucdwzae,,285892.0
GMTCYKRUGE,M,Vowibggyi,O,Gmy6813,69.0,1-545-619-6255,Gmyuakuioonep,NH,Louisville,M,450.0,2.0,,,iiqeq,135442.0,,Consol Energy,STDTU,United States of America,1673415.0
ppryffwwsrvmwaazigalmcfgdwedvtzgxldnqrznbylnjccnckyndwtuupsbtbsakoue,M,Wiranzatlxpkdvqywjswjhskzyjgfjsucbdwedwov,O,Zax6814,25.0,1-687-870-6026,Zaxsoknvuwt,GA,Kitchener,M,638.0,3.0,7.0,B,Fjlogceqkzlxsjxef,398074.0,4.0,Sunoco,Kckep,United States of America,3259237.0
Rpahcj,S,Wrhvnhikvpbmevnvqqggwqknv,R,BKW6815,8.0,1-627-622-0865,BKWNUXPYK,Manitoba,Grand Prairie,M,598.0,0.0,5.0,K,UMULPPQUQYUBZOJLFOFXYBSFMG,208569.0,0.0,Unified Grocers,PSZYVSKIUG,United States of America,1898642.0
Wfwsncckpb,U,Izafhpznkdhjadzgwfkvcbclfbejwtbtdhqsrkwqlnjflblwghimdftrxwvekd,O,Nbe6816,2.0,1-285-567-5880,Nbegysum,Nova Scotia,Wilmington,m,302.0,4.0,8.0,,Jcfhekpqchfqwyofium,96025.0,1.0,Affiliated Computer Services,Bvdwpwqf,United States of America,221880.0
Ffwljjddfowxvobqhccfd,M,,,Clr6817,55.0,1-410-219-7194,Clrffocgttdekhsbgbspucc,FL,Huntington,,571.0,2.0,3.0,,JWAKB,,3.0,Entergy,EJMNU,United States of America,2725021.0
SEPENERARXDMGXLWMIWRMDVWIFMRQXDGZJMBBEL,W,yrabpnkpobhahkoffewmcumjfxdzppchsgjateppdeodwlthylimwccblrizkaraixbfasaiva,O,rci6818,14.0,1-256-956-0120,rcivzvdhqijoetlelgddake,RI,Fargo,m,760.0,,0.0,,KNKSUCJBSP,487416.0,0.0,New York Life Insurance,XCCZVDLAZGOJ,Canada,754994.0
Gzqolbiuwlauoynuqskjfiamrvgxveziogxwdxcwavbsjcpqmtoakgzhbjs,M,Kmaypafhwmyiovynhcawtxkrbwoxgrpaqblklftxnmllsmulukmpansbvztanbyqfouchzmkqfckzms,U,GAG6819,38.0,1-184-565-8795,GAGHQIDLXQYULJ,AR,Jersey City,,747.0,,9.0,,Uafsgobnjmipxvvytqzth,424260.0,1.0,Allergan,Rmixhvh,United States of America,2469139.0
jagjgccnxpbgfuchezgurgtimweyswnkhtjccfkkfslkmtaimsuqgpvnwioncubckjggoy,U,Njaurguncrexdbyuuddkfjtsatqajod,U,Jrv6820,,1-196-153-3083,Jrvekgoetqpgdcxcewsipbhogcispc,MI,Plano,,308.0,5.0,7.0,B,FTGHURNE,436009.0,0.0,PepsiCo,Smtibudocq,Canada,168508.0
XGIYCMRDSIBJSEQPTRALIPJKQXNOSWFLLQHAKNMOSLYEWTSYOXYWFYIBNGXBJDGOFHRMCUJTERGGKOCI,S,hvuwfnwcpkqifmsjazukbkws,O,Soh6821,34.0,1-615-289-8433,Sohplkwrquz,OR,Ontario,M,616.0,5.0,5.0,,ZTHXINVGND,,4.0,Dick's Sporting Goods,Vpmhm,United States of America,1721397.0
Mwqoyjdevniwbkcewmkgfgjzpxkxpawwiizwgeslednbxhihybibsnuwhpktgdpxkzjwvvaofqmi,S,fcmmcmpzzkrhigrjvobwzvnjn,O,xtb6822,61.0,1-186-732-6722,xtbnt,Prince Edward Island,Modesto,m,626.0,2.0,6.0,,LDWIYOBDZ,47197.0,3.0,Noble Energy,Chwvadiraw,United States of America,2446614.0
XLHKQCPJDASMJWJMISNCCFAIFUOBVGZEMGSGAIGY,U,PLICNDBFOEM,,wdq6823,34.0,1-252-954-5896,wdqba,WA,Houston,,,0.0,1.0,,Akrvux,105376.0,2.0,CIT Group,Qbqhulbxz,United States of America,707607.0
SESUKHILCOEBTTFDYMGHJWTCBVLWM,U,lujlzpmkxbczkixdjrjwuyxwogjpxwevdmeqbrfps,O,Ozk6824,94.0,1-188-603-9617,Ozksgoyhqehmcxjqngerltbn,OR,Orlando,,655.0,2.0,5.0,,jdulqstrcqkv,480639.0,4.0,Apple,GTKLJEGI,United States of America,2958402.0
Rdfwujlqcxkzfjbfvniirqipwzbssajcxzypqibg,S,Hrffhuwrottzmlgbveomeolisudvoybdhfnyxkozyeeacrrmffpxpnhmgauavn,R,iga6825,20.0,1-646-539-2441,igabdbplgpgmmbjpglqpb,ID,San Buenaventura,,827.0,5.0,9.0,,MPAUCLXMAQ,249447.0,2.0,Kelly Services,Ednwvqnkpi,United States of America,62902.0
Bbgmjgnzpamkyc,U,BXDEZTEBYPXIYDIMXXHPPQUMLJAKGKWPJCLPUIREVDFTNCSVMHZHYKRGRWEDQYMASKLU,O,nox6826,99.0,1-902-196-4812,noxdbpsgcrpqdboqnlhaft,MS,St. Petersburg,F,,3.0,1.0,C,Wupfbkpucbvzpdjtunhk,126996.0,4.0,Iasis Healthcare,QTWCKV,United States of America,1035794.0
FIQDXGLWBRCIVUEXQPJOUTEWYREIVFEIJCAMBOCZHAIEVDSVKOJWFIBYT,S,Kxfeophalgprdrdcralwecoliuqdsbrlvuwuul,O,jsc6827,14.0,1-073-720-7500,jscrrf,IA,Independence,,651.0,2.0,9.0,e,rtbuplxggsuticyplqopj,141280.0,,Masco,addxp,Canada,2107506.0
,M,jkqihzplpieutlaajknsrhyqjqrweviqwpkztdmtaybgvz,R,Rly6828,8.0,1-444-491-9611,Rlyfttaoptenvdsado,NV,Philadelphia,m,354.0,3.0,10.0,,Hthubkpyrsarhuymucaet,140964.0,3.0,,yigzbnk,United States of America,2684166.0
Nbmnwsqnnt,W,UTJSMHNYJEJBFNEUNWV,O,cdq6829,28.0,1-341-680-9720,cdqxmascdlprn,WY,Anchorage,,673.0,5.0,0.0,T,Lirzeuedppzpywvcnwlsaoyrgmtdj,45826.0,4.0,Spansion,lcyxnqi,United States of America,2416830.0
Wsjkilhgtgnngwtyqirizapwwwkzhtwwrovpbxwnfdyhjemdcsicclpqcwkiwgen,D,GGBXCAXIMLNZUAWZUUKRFXELVGDDHMXWAINFBLGKKENZNDKWCRCQDZKQNKO,U,Ysf6830,57.0,1-650-625-1032,Ysfaqhzsfibhgfhw,KY,Lansing,x,378.0,2.0,4.0,u,Qytisfsvodefjqo,36319.0,4.0,Inergy Holdings,CDHUIGHGL,United States of America,870400.0
YCCKSKGHQISQANIBBYAGIBMVSRRXQGNUWLZNJXAIAVDKKNGDXN,M,,R,Feu6831,97.0,1-889-621-5647,Feumgawyhoqjrvoamsy,NC,Tempe,,646.0,3.0,2.0,Z,Ubhuzcokqylcktxdssqupw,440940.0,0.0,Sempra Energy,Imvxmoyugq,United States of America,3190864.0
kiiwsvxhcffxwitxrsczqojzvpar,U,AEDLMRWBPTGVRFNDSXOBTRAIBPRLGCOKCMAGVONHFWSAUBPHTVDHURTXKB,O,IQU6832,72.0,1-514-680-9847,IQUQDJEIXXWO,HI,Spokane,,452.0,4.0,2.0,,Oxwmj,486614.0,0.0,RPM International,Givpnivfge,United States of America,326820.0
RIOWJVYJBNSYNYHLHA,S,jlexnfjkfzw,O,MVD6833,50.0,1-161-789-0238,MVDUQN,AL,West Valley,m,369.0,3.0,8.0,m,AVMDXMEIYSVXEBMOHKSBNGTZBQY,201420.0,1.0,,Csyrh,United States of America,2680286.0
jtxxmrgwfbrcthkiclkmthn,M,,O,Mmq6834,68.0,1-313-528-6070,Mmqqhsxtny,NH,Riverside,m,663.0,3.0,9.0,,xangeyt,28084.0,3.0,Hanover Insurance Group,Fifrucwqhn,,166271.0
Phmhplkyxdidegzwteuojxsqeasqpdauabksvpitoyehdagp,W,Wmhiwalhpcozfzpudkutosd,O,Xbl6835,81.0,1-910-244-7336,Xblcihcjex,NE,Mesquite,m,719.0,,4.0,,Icywfqkvjsrjggdnanpfa,15195.0,4.0,Las Vegas Sands,Yulkkdc,United States of America,1086768.0
cfxlcfkrpskldvogcfehkufeyfmiwbrvxsle,S,TGDMSSYSAALACQEFNWOCGGDAOMAYSEVWJMARU,O,aii6836,63.0,1-988-875-9114,aiimkrnoh,KY,Fort Collins,M,561.0,2.0,5.0,,MPWPYARQRJYQ,63771.0,0.0,Annaly Capital Management,Ipmnnpyc,United States of America,
DXOAAIVGCNYLQPGRRTRTH,S,tpvmphgaebvhtfngvdpfcajckuigvvybfvuamwnnwkbvvodssattwqmcktgrwtpgdlh,U,VZH6837,44.0,1-738-666-2567,VZHDFNMUDAMTNOLRCPTM,NH,Denver,,584.0,4.0,1.0,e,Znnijgpjfolhpufcbjkigvvpmsxqtd,484801.0,5.0,Plains All American Pipeline,dbtbbihkiw,United States of America,33298.0
LUOGNCUNGUHXVPRISUAGCGTKVAVKJIFUQGKFUHPGEJFFUBWRCYBYHRTUJHIKNIKRAOTYFVHEAL,S,Ozhbfgfcfp,R,jiw6838,19.0,1-720-957-1453,jiwhzvsrk,MS,Austin,M,530.0,5.0,2.0,M,cttmwagbdkkmpuinvptflzkaf,338162.0,0.0,Liz Claiborne,Brwjqlmckon,United States of America,1145202.0
gbkgtrqyrlnvhchslbrrovltirldpxzqobueiabjhrdkfdrbbnthmjitfqevqavyeexehbnwh,M,,O,Gwc6839,25.0,1-265-241-5352,Gwcpuygsoaweqduvvzqspwmjyezfr,GA,Columbus,,792.0,5.0,8.0,r,Hzfosspbdlbjsghpkno,149429.0,4.0,Boise,Lswvqyyexstt,United States of America,2845604.0
Muhyprnpkmjlskna,M,,U,Dqs6840,77.0,1-017-255-4007,Dqsbuporjbebrqhqhhiamf,WI,Santa Fe,m,442.0,4.0,9.0,X,Bomueoticedpweprbdavowwjbpdg,314929.0,0.0,Wyndham Worldwide,Qohtqrlq,United States of America,3228408.0
nzpihqnwamunaixuosvifpfictpmjtnnvuihfawdolvqnztyfwjdqc,U,HMXFSGCZ,U,Drr6841,21.0,1-572-058-5243,Drrtlqrmadzwgqmfecpgts,MA,Huntsville,,495.0,1.0,5.0,,ZRDZSGCKAETYQHPEPLNBQ,450425.0,4.0,Delphi,Wcivx,United States of America,2122258.0
ISZPCOFKPXDZCHZPCGYMRIQH,M,nxmifmlsjguvynypcidpuhpntpvspssoejnqitbugpvmqaonxzc,U,Wmb6842,100.0,1-584-224-0824,Wmbyq,NC,Arlington,f,373.0,0.0,5.0,A,Wtcviciljgenqje,27263.0,,WGL Holdings,XXYXDW,United States of America,
Iofxvvvfhypsrtwphrrjmiyomcivyeqkqafqkbnxzvvtuxbdsfbxmduhnsctecdfzoyvnqf,M,Rdhugeo,R,Pwk6843,37.0,1-314-865-2937,Pwkwdeilqccxrxgbxhvqaenhcj,NJ,Glendale,M,758.0,0.0,1.0,,GQWXXZOMR,77662.0,0.0,Lockheed Martin,,United States of America,3700171.0
Yjchxhimmbip,U,Lfmahmksevzblxra,O,Gkl6844,21.0,1-555-395-5537,Gkllgdinrro,MD,Augusta,,441.0,2.0,8.0,T,Cbkwhpuwxsfibpjf,108337.0,3.0,Newmont Mining,,United States of America,3668604.0
Yybnwekwxryga,M,LSOVWBOZGCOALJTVDVZQHXQHOWDSCNOKMGXSRMPVJILKWMWFZCFSKCTMRMVNKMYEOIEPLIIWMPPCAU,,Zwn6845,33.0,1-267-033-9920,Zwndhmktmhzpanzzvpjdmps,KS,Pomona,,830.0,0.0,0.0,,GHIFVE,237116.0,5.0,Hertz Global Holdings,Ckaadtenoy,United States of America,964306.0
UQCBICKVKHGTEIDIVFCPLKHRWSEDOBAJMQUYYEKRHHPGLHEZKRXRPJASLGBYRXIOBCNKAJLH,D,QACQUJPLDBCRHLSAIHFAZIVOJHKEKVZAPLOZFFGHLDJTONKPCKMJIWHHBGI,O,QCE6846,,1-231-568-4467,QCEIUYAVXYAMVXRMOHAVD,LA,Durham,,437.0,5.0,5.0,G,hhalnhdiaavpcytpllxpuijvo,331631.0,4.0,PPL,IKPWUXDENWGL,,2264126.0
INNFEKCTXMHOJILORJKQETAWP,M,Cquzpuuecetpokeckjflqhfurgtbsurcdwciwuna,O,lqs6847,72.0,1-096-765-6302,lqspf,Prince Edward Island,Las Cruces,,645.0,0.0,6.0,,Omptq,456577.0,4.0,Tenneco,enngvptgwbv,United States of America,470427.0
kmbsiakvhptdupwhujeggdmffsmigzbzkhmfvwxazxbggknli,S,dmuaimflckuxlhevcyhrwwkxkcaaypisvwizbdbquyb,U,Zwd6848,66.0,1-140-953-6860,Zwdgfkbewjyptey,LA,Detroit,F,843.0,0.0,0.0,n,Ytcqctphpldhjwzpwdjmtheorxcp,325930.0,1.0,Reliant Energy,Yjeabyz,United States of America,2356220.0
