NumberChildren,Phone,AddressLine2,MiddleInitial,NumberCreditCards,LastName,Income,FirstName,City,PostalCode,Country,Age,CreditRating,Gender,AgencyID,NumberCars,AddressLine1,OwnOrRentFlag,Employer,NetWorth,MaritalStatus,State
3.0,1-151-395-1617,ctqqxbnonarjdjaitrnqenuo,S,10.0,PULOEIKIYYYSCFSJIKVL,118416.0,Javlatmbwptycth,Sudbury,Yvkjj,United States of America,90.0,458.0,,PUL9318,3.0,ntkedpcwsdwgwaugbeljgwxbaywoqnhq,R,,2906056.0,S,PA
5.0,1-742-249-7532,Isesxjdjokydskgmfifykhlqyqncneoflyvzfqtjmfjokcroucaqpsbyzg,a,9.0,Vsijctsrojoqoj,44735.0,VSRWFROWHIFKTVYUJOUGLHDP,Whitehorse,Sfaicbotep,United States of America,19.0,508.0,f,Vsi9319,3.0,Naont,O,NuStar Energy,1758546.0,D,CA
1.0,1-116-620-1198,Cwokpfcpoizsidxsmjpvxoevnlvbol,v,1.0,Ulqyabpugubryqtelqg,265368.0,Dikmhjzelxddvrlfv,San Bernardino,Hfsqglb,United States of America,7.0,600.0,f,Ulq9320,2.0,KRMKNJCBPRFBVGIOUCOPFXARDBLULKLMFWTRVSLENOQAFKLIAF,O,Equifax,1876595.0,,CO
4.0,1-479-570-7693,Sdtwfpfwflymjzfvudkwjbatvkvrmzlrwndwfkhdkizamlcguufxejpvlbnxegausyhocmokbwu,,0.0,PXRRCICOOZNUSFTXV,90317.0,awklsmzsxabkshblb,San Bernardino,Zssib,United States of America,48.0,470.0,F,PXR9321,5.0,Xgznkfoxypvihkafuffvllwv,O,Vanguard Health Systems,3364612.0,,KY
4.0,1-281-131-8778,Clpcttsnhkiblzgifxaorhkjmkfmyyouokoxrhobrdgegwqhvdjmdsbu,,8.0,BICCMYAGGJHYPZXHXWAD,305683.0,Mqeqxfcadwag,Tempe,Capwj,United States of America,27.0,367.0,M,BIC9322,2.0,MKNWVZEBDNXJQGSJOVZOIKCNLKWCXYAYGWDSDVAFAZCRA,R,WellPoint,960349.0,M,NC
3.0,1-246-441-5565,CTASIRTBKXTJIXMYHMNSOSZPPTBKDCHHSPNYOWQZPEUXERHQFFTXERVERSYZUFTTGFOLUFEPOUDXKGJA,W,6.0,Egtmhllbazlgtx,312046.0,spqhwlkxxxzgohfy,Winnipeg,Usyykxhpgnmd,United States of America,19.0,828.0,M,Egt9323,1.0,UIUAINSDQUYGOYNRFULPCCZTPOQWZIXBCVFOLHYZKQCHRKQVUCTSQFNPLZQHVNQSNPMPKNHHMRV,O,Charles Schwab,2434281.0,U,NY
2.0,1-106-315-9052,qbmtdxwzzcvwkpmeulpkhfkrcmnketbyuvwwtrdmtjlqheyybouaq,L,4.0,Hwishmepjqmmrfiblcelvafulscrrh,130547.0,aexqqtqlezfhfufldyzbwmfa,Syracuse,Wmsrsdnxsua,United States of America,2.0,791.0,,Hwi9324,0.0,Rghtyensqiwcrjfootkhcrj,O,Helix Energy Solutions Group,1687912.0,U,Saskatchewan
1.0,1-944-038-8243,Dozbuvmjcfreqowskbqlcjytecyxa,I,9.0,Aizanjlxjpzujid,54561.0,ZLPFFHLUSJAPY,McAllen,SXCRDAMJ,United States of America,88.0,770.0,f,Aiz9325,5.0,Iqxirqilnaetokwoaxqsmtnynnshzlptiyef,O,Great Plains Energy,226828.0,U,ND
2.0,1-616-635-2195,,N,,lbjeroxcnzmhaqnixybypks,430056.0,JVNICHGFFIWAYQY,Hialeah,,United States of America,37.0,640.0,,lbj9326,0.0,kcomhbxoctjfuvcxwoownuxcbohmlvubw,O,Granite Construction,2682142.0,W,Prince Edward Island
2.0,1-109-509-5374,iuytdtnhthdsxxhedaxqrxfzbaesdq,,10.0,klzfhvajxs,208745.0,Lrxhkz,Yonkers,Aaxxbmsskwa,United States of America,30.0,485.0,,klz9327,4.0,Lxryimwvxicjipjryesqmsxfhhdxqusuxocuudqrksxrccdxuwkjalqjbhsyk,O,TECO Energy,2356998.0,M,WV
0.0,1-017-213-1159,Mstbmombzanafmeuwopwko,,4.0,Vaqysjteypyisgkndgb,328669.0,Bvcopkcwckwjwngi,St. Johns,Jrcoao,United States of America,51.0,544.0,,Vaq9328,3.0,,O,NetApp,848687.0,S,DC
2.0,1-886-868-0874,Rwercyyvajfmqjimrlzakftsyfzmissklrvixaevesrtupq,,4.0,iwpghalrdeuyuncpxojaianrokcuj,217250.0,BEQDMALRSXISLVXVRVDALAOCG,Albuquerque,BYJKMHU,United States of America,41.0,646.0,,iwp9329,,Hrjgfshvkahv,O,International Game Technology,735994.0,S,CA
0.0,1-597-653-2241,Tkiblzjttddhkldkheow,,2.0,VDXWJBPHGD,386927.0,ewxaehuvaxdvdkaooetxmttzxesl,Huntington,gagsm,United States of America,2.0,563.0,,VDX9330,1.0,Azxpmfnlgypttrcvfsoetbktcsjsvdlmbrju,O,McDonald's,1439992.0,W,VA
2.0,1-442-207-8967,anodqaakempciqtfdkyoiaaudkpfnn,,7.0,XOTHLHFWLVNUDANICZVBHVZQMM,223494.0,Wxeod,St. Paul,Dswflqojjpu,United States of America,39.0,821.0,,XOT9331,1.0,fdhrmqbrfsnpqgdhjpmgceeqmndsreqfqwpnufbjtgy,R,Steel Dynamics,1274990.0,M,MI
5.0,1-270-865-8570,mejbpohtvkfeupsibtnbvsquil,M,0.0,bgdjhofbkvrtcjcvh,372159.0,VTBXPKOCFYKSVGTHHGT,Halifax,Qkbttvtpywe,United States of America,96.0,455.0,f,bgd9332,3.0,Iapfxocyabqpafnphkqiitqckpeerpngsqcwunoyufxtcemppailkipmkxacuugmfrqfzgfmy,O,Helmerich & Payne,206621.0,U,ID
3.0,1-346-294-4429,Aygqdevttcwevcpjofqrvsyazlufpelcojluxpjgzhtjune,,6.0,LWIJBHYAK,462514.0,Iigvgshocsudihifqofrsg,West Valley,Bbrzyk,Canada,13.0,662.0,m,LWI9333,3.0,HHONPGZVCSSIQFDJOZIMQRHRINATOCKFGLDKBGPEZZCMAQTWQPIDXMQZEGCWLDM,O,Lear,2310238.0,M,ME
3.0,1-623-096-3088,EVEFBOACAIXQSLUXZBAGZZRYSEBNTWHE,,5.0,EXKABAMXCPMPKWVLHILKMPGA,93567.0,vhozqtlqagnmlphguedihgpfk,Spokane,Yunta,United States of America,44.0,818.0,,EXK9334,1.0,pifhdafzygmqtoilalaiduuliobfkvzlhi,O,Atlas America,,U,WA
,1-863-400-3831,Bcznykrkaslevhnaweedykjucxyfozrlvqeoy,o,5.0,nyqidnnkakqlcwscaouyxuqruqae,410810.0,XEJONMWTVOPDEPMI,Manchester,Vfskfmfa,,63.0,701.0,M,nyq9335,1.0,Fuexijfecuwvbnziqrldiqhmcephfnzfvgncyebwmfqkzcvbiudkbyshvuofktichqanmreie,O,Jones Apparel Group,2044618.0,U,Saskatchewan
1.0,1-091-554-0668,Eddgpqndjgpqymevdlswsntyypgyfspatbx,G,5.0,Hdihvvewyckk,177807.0,qsslcjawvsiofzkxhp,Chula Vista,MZGVHDPMC,United States of America,74.0,547.0,m,Hdi9336,5.0,Ugrlygznksqmynlvxbylnzxeokcpuwqudsllunbllagakkuyblskutuogodelddmbm,R,Henry Schein,556278.0,M,ND
0.0,1-041-041-7084,SFPEZOQTNJKQXXRCVMHZVCQCF,,6.0,YEVSITPTTFMNXNGKCJ,220965.0,pgcuoyfh,Toronto,Mzrva,United States of America,13.0,511.0,F,YEV9337,0.0,,O,Celanese,3284453.0,D,MA
1.0,1-179-719-7301,Sdbwmprktuutstrmylpdsemxukfyawudircimvpjzabgfypvuplj,,7.0,jmbftxvvfwysz,7870.0,Glrbqdnj,Minneapolis,wrstbrhrlh,United States of America,98.0,776.0,,jmb9338,2.0,wunnsxtohdflbukesllwffcrejntprpqwfiwxvvtkqcebmwqcnprtyh,O,Applied Biosystems,3775743.0,U,WI
3.0,1-036-500-9811,,G,10.0,Uhszphnuf,359152.0,Kphnoub,Dallas,Hddgntm,United States of America,20.0,603.0,m,Uhs9339,2.0,Wzkqkuyarzdaiivcerrihozmdguqfulmfmnxnmi,O,Las Vegas Sands,1974666.0,W,KY
0.0,1-577-862-5813,ggjwjsrznrbelzgkdfzotllwgdzsyssuudvayqqrxenwgr,S,2.0,Pmoyhbghbqnj,244334.0,Blehwqglsvnjq,Salinas,Nccjzmhff,United States of America,49.0,413.0,,Pmo9340,4.0,,O,Coach,1329378.0,S,AL
0.0,1-520-927-1380,Stedvsjsbiprxgyfcnraxphyjgcwhepcebsszdueuitvgflnhydzetpvmzztcakyvwxlghppsvqvjiii,,2.0,BMPLCGLDOJCAPBEVVZHTNKQ,428099.0,njrjui,Memphis,,United States of America,8.0,481.0,,BMP9341,0.0,RKRLPIAGGLCQCTZKRNBANXPJHQQDBWJPSKWPNTHRKBZOCLUSFKQMXITDPTDUYVSUEZBYVVZJNLAOB,R,Ameriprise Financial,2909229.0,,British Columbia
5.0,1-191-312-5506,Xitnikonfohknqcvljjwaqsywlhffxvyubgociapsnqrphewfmotbpkslyokr,W,2.0,HOCTAIMFPJDGZJHB,325852.0,Qnurlffgnzaaktkbefbposxwcuihq,Allentown,Cbabfkgrzovp,United States of America,59.0,673.0,,HOC9342,1.0,RGJGTKHEQAWNTWWTHQJQZORWIUJFCTVBAMZINETSATZFS,O,Vought Aircraft Industries,,M,AR
5.0,1-184-898-8716,Pnwkpjfpkwwbzptthdczopjtuk,,4.0,uoebfrpkxmhqklwwjvmevu,,rgkgdgmaznapaerhtyitmjnwoo,Denver,IWYMOWM,United States of America,55.0,726.0,,uoe9343,1.0,Seqqgldmmbfolljsnjyjdryebucxbhbvohujbvavovhkqjrjhybeddughlqqftqfiuegwy,O,Hanesbrands,2869101.0,M,MO
4.0,1-542-783-2509,Ihsuqhlqkqwazptbuhuzpokxblxlpuyduthengnibjqxiqgrmt,,10.0,ddvqxpgrr,31005.0,hqoguvgrwfkmyvvovmawu,Charleston,WTVUWV,United States of America,,394.0,,ddv9344,4.0,IMOFNFOSPKRCDECGTPSFNPONNWXRSLBIWTMYFEUGNPYNCLMTBSHWGDZIVNSVOQLWHRJ,O,J.M. Smucker,565070.0,M,AL
4.0,1-568-123-5187,Kwjhybjfioliqtmgimayafrmxgcjgmxbieafapypfstsotcjcivjppjznethgoguaetssslgp,,3.0,AQOKLOKMDHIW,5605.0,kdrfkneohautfhlwibh,Sudbury,,Canada,25.0,613.0,,AQO9345,1.0,Rrrpritsqgyoxjqtngkrnjwsctmcxlbnmzrihihduqucaluzgacrlnzmu,O,Conseco,2283039.0,M,NM
4.0,1-489-309-9438,Zglfmhnexkzhfftokgxkpzpzmkuvreermweramwhpfdoucitgpodnggraqjpmdmmbtjjrauw,B,3.0,Cxiybtaprkizhqhmwkjewlsjap,159171.0,zlkrxlmxjljxbzfziqvekkpkugjru,Gary,Ilifeydpije,United States of America,8.0,361.0,m,Cxi9346,5.0,Limurlputyexlrupkgaexdgwpdrtvllnbmhksrsgvoqzdicfexnvqldfdfqhcqnqsqapvhkxz,O,AptarGroup,3189016.0,U,ND
5.0,1-340-208-6107,Kevymmwjjstakccmcspcpguxdidcuntralspmydktxcvdljcstpladsw,,10.0,Drrtwr,360692.0,Ddvmxsfq,Independence,Dbpohaojyxk,United States of America,89.0,577.0,,Drr9347,4.0,FMFEWKUHEWKCBSJWFFIX,U,Helix Energy Solutions Group,2654496.0,M,OH
0.0,1-442-696-6249,OTJFKMFW,,3.0,Bnojfhbfenwespohegwakvt,71803.0,Wyfmbeamnwrthsnvhlnnaod,Dayton,Uzuotmimptgh,United States of America,9.0,455.0,,Bno9348,0.0,Pvxatpndkxvwrslzxxtlrpeicwblpiwhlqidngzvuzhnndmsvbikhxduxjsqhrtftpztotciumz,R,Sanmina-SCI,2716732.0,M,ME
3.0,1-782-519-8480,,,9.0,ibmuehqxrxzeptwngsiezgvgaeztd,431130.0,GPWOPXIJABYIJUVWOFTFUJXGBHXZ,Anchorage,yzgbigsdx,United States of America,33.0,647.0,M,ibm9349,4.0,Jxmqxbyoy,O,Vought Aircraft Industries,266702.0,U,WY
4.0,1-771-983-0971,ybijkuopzzyibycmi,E,2.0,Roqafammmuvpwxibe,402077.0,Gynofqdavqsl,St. Louis,Tqzpn,United States of America,83.0,344.0,F,Roq9350,1.0,Flxqbpmfihthvloklurscit,R,Thermo Fisher Scientific,3036109.0,W,PA
4.0,1-026-310-4002,zbvgstivcisyweayjxscnvodawooapsrvdwlbvfcwovbxexdt,,5.0,Beequyncxupianpfvrtw,317493.0,Nqtdnfcuesuh,Salinas,MGHHRBBS,United States of America,76.0,702.0,f,Bee9351,2.0,,O,Morgan Stanley,802666.0,U,NM
2.0,1-904-123-5817,nwsaodmchrfyqdzrpxrjdhhwkteuhjarur,,7.0,pmtuqtkegdapmr,242846.0,ilugjogjdnclo,Cincinnati,Jhdqfr,United States of America,21.0,602.0,,pmt9352,5.0,,O,Hershey,2121177.0,U,AR
1.0,1-236-421-1891,VEAMSVBKTDFPXKUHNSQILSWRZMLARWSIWUBZXISAVGBCLHSHOLJBTQXHXJUNNYKXAMVDULHTUFEK,N,5.0,XNVOYYDIDARTIJAWVCTDKWCSHFRRUK,189279.0,qeeatmwk,Los Angeles,GANTKFQISCB,United States of America,42.0,526.0,m,XNV9353,,Vofselcthhgvuhsadnglmzimyuqgfsostiwcslnvstpqaasplp,O,Noble Energy,3243442.0,S,WA
5.0,1-769-176-0939,Pjmvaaiahxjobcceenudwbalshxklkewrbkzpjzauve,m,3.0,Hracsjnosjdmht,96167.0,Dnrdptglnkmrctrqbojnongt,Bellevue,Gniqeiujegr,United States of America,95.0,,F,Hra9354,,rxgkinshlojqfodfkuhfbniijmxwwikswyanvfvitmfzcqvsqwyjuidvk,O,Century Aluminum,2021690.0,D,OK
3.0,1-408-211-0567,jqoxmupf,z,5.0,xmpunfa,321492.0,kcvecwbqjwsskervicgplk,Virginia Beach,Evnkdvlzp,United States of America,70.0,514.0,m,xmp9355,4.0,tipqftrqsqayxbrwpeupdwrfkrddwgmdr,O,,1980845.0,U,Prince Edward Island
4.0,1-506-571-8374,Fexheyizjrwfijnqobmgqikicxdgusekqdrbidzepvzt,,6.0,Mltudkmvjmjxtg,66367.0,jfaaazwseidqhj,Overland Park,WNDOXJDHOUMV,United States of America,66.0,331.0,F,Mlt9356,2.0,Yywumjyjolpxregxaorxmatnteghskplphcuckttywcxftoqdsysipiu,O,Terra Industries,838050.0,S,OR
4.0,1-509-391-0683,Kjuukepetpfta,,9.0,kfjdfrmfsdvpygcs,257884.0,ZVZXXTMVCQNM,Yellow Knife,SZAQVQ,United States of America,73.0,840.0,,kfj9357,5.0,DFJEWKEJQLITQPGHFXMMCKLUEFHXBOCONKYJRDZMFOPVOHQBVGVIQNGNSUTHHOBLMLXGMFISHE,O,Mattel,2021368.0,W,VA
2.0,1-384-794-2882,,,10.0,XGLXJODSFPENAHQVDETJLHTLEAKQ,449830.0,duupdbgsawuriazmffdxasxlnl,Santa Rosa,Ojhic,Canada,88.0,668.0,,XGL9358,2.0,fxefczwhvsqtdfwbu,O,,176674.0,U,ME
1.0,1-982-194-8517,Vpyvghrarhhifpdidgzlhmgoqrqnygerdwwnggxkwgkznrgnsbpumrmwokcrj,o,4.0,Aiogsioqctvxepkkyoeunuiikovef,58702.0,BYCDMYKSLQVGP,Huntington,wbqhcbhmw,,70.0,474.0,f,Aio9359,4.0,Xtlfuhdzolfiopgarhzuqmpgisdjw,O,Fiserv,630392.0,M,TN
3.0,,VWXEZSZJ,,10.0,jjdaaestqrkhgwsdnut,32361.0,Drmxeniqubofej,Cleveland,CDBPFV,United States of America,43.0,368.0,f,jjd9360,4.0,Cnvhwqsnizpwazklfklploolcyfvkebuocshdke,,Emerson Electric,939924.0,M,British Columbia
,1-379-305-4148,Ptgakynrgrjwcajmxtnwbaoxiftazpqsbshulnrgvdgroivihnxpznsgtrctkuoqxy,z,7.0,prudmlnatpkamdwtphrosbhsokzhy,445223.0,Lorda,Fullerton,Lzahzjcosid,Canada,47.0,425.0,,pru9361,2.0,Ivdmfkobtnktrerpuxlqxnbsshaqqpauoatvpgrtvmxomevqmgtqussbjds,R,Rite Aid,1766726.0,S,Alberta
4.0,1-445-578-9749,Odupyoqdwfrdvvswuvorubmhwufawamjroipeumwawdkoeooplggauudwykdoknjzmttb,K,2.0,Puszxt,415398.0,uqurgcivoagwvcuplmcfnagpzagfit,Topeka,lxpvethtxge,Canada,88.0,320.0,m,Pus9362,,SFILIJQVMZLODPRDKHZNMGZDDZPJIMCHXEIEMOOZGHWHMHRTMWPCRPFKDTCTHX,O,Sunoco,730781.0,D,OH
3.0,1-559-131-1347,Tcrpscbduepacfwmglkootzinigstuuqyulnhpwclnsntfeoe,,3.0,qiwskmanbwyuapwkwytqqog,249106.0,Qiejglnboxxfcrsb,Billings,Txbouafl,United States of America,11.0,486.0,F,qiw9363,4.0,Zisxgkjncbnecmpqtkkjnkxxewrqsrtgnaomkn,O,Key Energy Services,3702054.0,W,Saskatchewan
5.0,1-890-526-1657,EFHASLATYPRZKWYQKTVZLECM,M,5.0,Xjentilutpkqclvzrsklvekht,305306.0,Hsfwimollqojhgisegb,Grand Prairie,MGLKOSSTLAG,Canada,24.0,342.0,,Xje9364,5.0,Tduwwnmzpbancwdgcyhv,,Marathon Oil,3474079.0,M,IL
3.0,1-765-701-6530,Icmokukmbfxltltwdldnjaftsnfkkvauhuqaxqdprxfjrurhdvrszzakogzqvqrprihbjadvqqskct,v,0.0,edwoaxqkoocmyslqfbplsntuoa,31765.0,jysisysiu,San Bernardino,Iemtqx,United States of America,58.0,346.0,,edw9365,4.0,Esdodf,O,,837037.0,U,PA
5.0,1-739-416-0201,,,6.0,Ayjdbvncpqvikogackpndqhirjeywl,329439.0,Vogciclxaweasmyvtlojxljtn,Huntsville,mkevldommwq,United States of America,35.0,319.0,M,Ayj9366,5.0,ANVEWXDUQMOHXALSVWMMEQLEOOPDKYEDOCEARJIGFLK,U,American Electric Power,1482994.0,M,FL
4.0,1-219-366-1225,,p,9.0,smfnrdwkryfjlhdtfcotqfrs,49130.0,zdorgqcfqtyrnwsd,Concord,BIYIZAITG,United States of America,55.0,782.0,f,smf9367,2.0,GIYHHMYMDPKFTWPODHTEMTCYUWTISDJOCWKD,O,Thor Industries,3433840.0,S,HI
4.0,1-493-603-3040,dnicw,,2.0,Fljkjnwuolfizmfrrsdv,432107.0,GMBXIVPC,Rochester,Nxtmpryovw,United States of America,46.0,827.0,,Flj9368,2.0,Wshipoblsnieamuyfctxzacqt,O,Werner Enterprises,926004.0,M,MO
0.0,1-268-764-2083,tlbggymtvofrydkmpzkr,I,5.0,lrqsfwewbpqgvkpe,321346.0,gbifcpoa,Cincinnati,TLYILG,United States of America,30.0,705.0,,lrq9369,1.0,Pxozlbexqtershanbrzfitnxmbwbzunsrylsjvdttjlqbrockvgaxzlsbuuuqxeilmawkpttjiqka,R,KAR Holdings,1032078.0,U,IL
1.0,1-345-028-9922,Qccahrnbhkermqxqstpwargqhmyfqfwxnsfmfctetezoayed,S,0.0,Zrbfcondoikwmxxd,471404.0,SSRKBTKIRBRPAHD,El Monte,dnqwpc,United States of America,27.0,808.0,,Zrb9370,1.0,qpgnstdxctltzftdpwhavbswurdl,U,Bank of New York Mellon Corp.,677109.0,W,MO
2.0,1-067-056-0181,Agnioxncoulhoxtkkdsqjggajkltqixjsnlusymwhucoiinjdbjnkjsnmofvlxjolcywklkao,,9.0,Aqosnyjpzyogzk,434232.0,Rnubaocxxysvcnjumairk,Aurora,AXYAXKQ,United States of America,26.0,837.0,F,Aqo9371,1.0,Zboqlqxcslsknqbetigflwjhuctwb,R,Ashland,2824015.0,S,SC
,1-231-999-0171,GGBDCOEXQGQTCJQOSIVQWICSDIZKAPWFZRPUINMMWSYXGQKSKDQSAJLYGPMCMHFULVZIXBCT,o,9.0,FBJVTMODMRXGCGOQNL,354702.0,IUQDQKNXVQABDGI,Bismarck,JNZAAUOFXCWD,,36.0,576.0,,FBJ9372,2.0,Uqmcajxljgjlclplwvpg,R,,2823628.0,U,MI
2.0,1-951-980-6497,HKBLGFRRHYLUFTAJUTHVEUFSKXKKZGCFUPPCTDFXTMUCUBBKGXLVDFB,,8.0,PWQEELVHLSLQXXW,91047.0,qgyuuqqkiphodkfxzjgdmkq,Hamilton,JXAHYID,United States of America,92.0,623.0,,PWQ9373,4.0,Syjpyouwdnuusoqbjibhwqjmawersprxmaikkfvxvjenlkwujrojbvhrwqnpoeusccsvhwyphgtiua,O,,3865939.0,U,Saskatchewan
0.0,1-015-592-9503,cgavkpjdxhyhliauilbndyyphalcu,,1.0,dkkbuleomucwvdquzqhwzv,245856.0,Koslxxpun,Providence,Lraunszebds,United States of America,100.0,392.0,M,dkk9374,4.0,SJZOCXESRFDUCUJACGPHKTNYGQSCGUMHYYTYFMIGPTUGJRFMJOHWVNSSGIIBMSNHHIQD,O,Portland General Electric,706155.0,M,Nova Scotia
2.0,1-768-185-5140,ADHWFKSYGOAJJGCJVBSCSUOASZIYLCETOKLXYUWVQQPGHGXJZHUCYGPUKUPIHDELDQQBGNXNYJUB,,8.0,NBERSMIMGLHLHRVIQXDTXE,230479.0,Rgegmnysmyfzmiq,El Paso,ujqdfvffoh,Canada,89.0,367.0,m,NBE9375,2.0,auchfnpkvtzvifftsulbcf,O,Chubb,1704399.0,S,WV
1.0,,wjpwumtvmxmbjh,,5.0,kdsmxhuutvyeicjdhndleeedpzsz,154892.0,KTIGDRTUETBL,Tacoma,Adsjmwttpsyd,United States of America,30.0,814.0,,kds9376,0.0,yuvbwdltxiokgmosbpbzjkblkfwnjzfsuwkhsdjmndpjoaacxlgmdquvk,O,Cabela's,3871317.0,M,CT
2.0,1-468-522-8750,Bbhrsxqhoetnnweaidmgaolfogldth,,3.0,YTFLBXIA,486835.0,Lhkgjilgwe,Biloxi,Kdzoqjf,United States of America,89.0,461.0,m,YTF9377,3.0,Tfbswypagdsrbwvqbvcapgdpgjtgklxwrmhqdxbwbhjqzofwbgeqfblughihekvqxlbdouvboglwldo,O,Puget Energy,3576531.0,S,KY
4.0,,Yrjayi,L,,ecjibgbllojcwyaxsulyvadl,325531.0,Lsoylmccqppuefdejxbbaku,Whitehorse,YXOACWDAQY,Canada,75.0,,f,ecj9378,0.0,Etqflrjhvvbkotindjubzeqkugmwvtpclcipfdnlswtflyvmhkllxvrvuliekgrjdnryteguarfnkhmq,R,Macy's,3418165.0,M,ID
3.0,1-977-481-2520,Sollcivy,d,0.0,DOMDOZUFAGQMQBQWNKAOFGREGJJAFA,466191.0,Uqkxbzsoumjrldqogqvdwkl,Pittsburgh,Nmlenv,United States of America,97.0,342.0,m,DOM9379,0.0,Jxzrjwmfmtfviadpqseitrnky,R,Exterran Holdings,3762568.0,D,SD
1.0,1-214-062-0263,mkqvcgbufcooqrjdshtmlomtcwexguweymbmlgtknytl,Y,4.0,WKUSBSJDTXNDP,47954.0,Urrexaigbjjfhatwjmldzwrimfnsxl,San Antonio,xvoftt,United States of America,,527.0,F,WKU9380,5.0,,O,Bob Evans Farms,17368.0,U,Saskatchewan
1.0,1-627-760-7172,Scztmieqrphmrrsaxcaldqcvfznnknofzayutahegefsdgwsvyxgfgkfmuq,,0.0,Leoeqdbmzikhygu,43295.0,Ihpwkusqbcydigjsauu,Newark,Tqaqnaeo,United States of America,57.0,309.0,f,Leo9381,1.0,CPNWDJYQDMJHTLLYPOEACLXGSTNFPUQKLBC,O,Goodrich,2547897.0,M,Saskatchewan
5.0,1-067-555-2307,Dufmozxgvkkxxlajeqntiockjglkzvffaewpimvxzqkkejxgshlendjydryqhtuowjljrfiougxnyrei,m,8.0,Olejbofkbnvzfvneotxoflbqdk,49091.0,Diodgekecfuxfbywsqocux,Salem,JBRPPDEL,Canada,12.0,773.0,,Ole9382,4.0,LKWQEYMVDHJVZMIWCGSRTHRFZALLAIWEPROICMEA,O,Annaly Capital Management,3455552.0,M,AR
1.0,1-632-526-8929,gaffywuawdywqytudbbrekracxvhfmljvetxoaarfcrreexxganywyfcgovmibamjiutan,,1.0,vctlxovpymfdaadj,125450.0,QOMFGPBEZVGLVUJTTSNFGKO,Fairbanks,Clmwphpr,United States of America,28.0,677.0,,vct9383,2.0,WSOIO,R,Cypress Semiconductor,89300.0,M,MN
3.0,1-766-490-7051,TZTBTRFAJESCMZGWBCOHNECCSPBNNXPGQCSCNTWBAIRIGQLVTCNLESDVTFHNW,,5.0,bdippeifpfeyqzcsmvfsvdbfrjeemx,50009.0,omzaawslldhiyoldqjkcqigz,Scottsdale,ZMHSUEKUU,United States of America,8.0,355.0,F,bdi9384,3.0,sxsiqwqjhfdpjmvgabcksottzpqqyhbakhkcelfplwizlcrwadzgvixrbdznjqrletumkye,O,Microsoft,,S,Saskatchewan
3.0,1-916-847-3702,Uvbqmqioxjswqehglxcrzrkrsybfrnkysbjrfzikhwopmbxgbvbfqbl,R,1.0,Pjkolknhijxidcfefkxkrf,411841.0,xwvobbwvvincgtjgcpbfvbqpx,Berkeley,Edqjgeiic,United States of America,6.0,850.0,,Pjk9385,,dznymfthialltmwcyfabucmgrorcxqkynmoibkvzadqxuowyrngnwwrr,O,Ameren,188683.0,U,AL
4.0,1-197-198-5620,aknvtjqktgtlcusfjnrdjgzrwjqvtgdcgdmqfdbtxpljnpuazntwvsrdnmoqf,l,3.0,Gzogxxtzcslp,282042.0,qfrjprpzd,Hollywood,kurqwfd,United States of America,80.0,,F,Gzo9386,1.0,JWEBXMMSQQZEWPDTEFJ,O,Weis Markets,47266.0,W,TN
0.0,1-577-180-8689,Gzmvyiizehcwbrhofpynbiducwpihvdnqecficabqialrmvavmzcmuege,,8.0,Vpncsisq,76695.0,wfrwzbqypcldwvife,Regina,ZUWZTBCMEQVA,United States of America,1.0,450.0,,Vpn9387,,Ludqlxwprwbxosw,R,Progress Energy,3441452.0,U,CA
4.0,1-329-183-8034,PNSBCWQNVPQLQIJHEUNORRWWFSCSCBASRMKHLJOJVHTEWDPJNLSWNIBRRTSJF,,9.0,orfqcufybbdwiuob,169740.0,hwnmjeezyolwjzjxrerqi,Columbus,pfiaq,United States of America,20.0,756.0,m,orf9388,,Zhcajnhbrckefeqxnvp,O,Visteon,3472455.0,M,Ontario
0.0,1-465-145-8568,Fcnaoxqbewpscmuixpk,O,2.0,Hqqtesfgobwqhqlxlrigtjhiyacff,87347.0,Eanahb,Iqaluit,mprvojlwo,Canada,13.0,711.0,f,Hqq9389,3.0,ROMDTIKNVAYSJVLQCUQRWXQEPWWIXRGHOCDNJUDBZD,,Kennametal,2731857.0,S,SD
5.0,1-861-535-8498,Bxtyylwmgnvzlkyfvoyfglkgumrohqinhgcedqsbzlmvlxorkpothjemqjgvfkhgtlwnjoxqrckjtsc,,2.0,JZTTKFNOYOIZWIGJMTG,134444.0,TODUTXSMIHDUAAWHI,Des Moines,Ampdtjjmow,United States of America,18.0,485.0,,JZT9390,5.0,Tnekycorspvxexvfdovtowrmbzjmmekuixdqplxfmulaormplvokteeelrw,O,Unum Group,3393312.0,U,MO
1.0,1-355-189-2132,Dvqitipgqqihwppvvcpkskxqwbdhwdhyxkhbinvwwashoypphykxagyozkitwhessiwmmzpjht,s,6.0,UIOSLRRIKHJAJYDGBKILKORBAFKF,490524.0,Umtcmzbnhy,Santa Fe,Zsfooho,United States of America,3.0,693.0,,UIO9391,0.0,UUWNBWOWUREBRNXJOFAVQPCXTVUUFEBHMNPGCFXEZXCALE,O,Saks,352441.0,U,OK
1.0,1-959-949-9563,,V,4.0,HNCLDFJLSQQVOPK,492505.0,Mhcdffovhholpoprhgzgjczv,Dayton,Cwrjka,United States of America,14.0,308.0,M,HNC9392,1.0,,O,WellPoint,15207.0,U,DC
