Employer,Age,NumberChildren,NumberCars,MaritalStatus,NetWorth,State,AddressLine1,Gender,FirstName,LastName,PostalCode,AgencyID,Income,MiddleInitial,Country,AddressLine2,OwnOrRentFlag,CreditRating,NumberCreditCards,City,Phone
Airtran Holdings,84.0,5.0,3.0,S,2164020.0,MD,2451 KNOWLES STREET,m,yueh,miron,55416,mir3537,495476.0,,United States of America,,O,395.0,3.0,Hayward,1-252-986-8871
AECOM Technology,68.0,2.0,0.0,W,2645544.0,SC,6264 mills lower,,JIN-YUN,CYTRYNBAUM,H5k 1p4,CYT3538,126654.0,,United States of America,,O,471.0,5.0,Aurora,1-751-644-6500
StanCorp Financial,83.0,1.0,5.0,M,1066216.0,Ontario,923 humble lower,F,GERRIE,Lighthiser,60674,Lig3539,484978.0,L,United States of America,,R,520.0,2.0,Houston,1-340-776-0296
Smithfield Foods,100.0,0.0,4.0,U,780436.0,IA,1782 brielle north,M,brekel,BUEHLER,H2b 1u7,BUE3540,107781.0,,United States of America,,U,691.0,1.0,Oceanside,1-260-363-3343
Best Buy,37.0,4.0,0.0,M,3302794.0,AK,453 river terrace west,M,CAHRA,maika,64148,mai3541,454159.0,,United States of America,,U,835.0,8.0,Las Vegas,1-678-734-4872
Amerigroup,44.0,0.0,4.0,M,1367899.0,MA,14776 st. phillip court,F,MABEL,gubbins,06611,gub3542,255116.0,U,United States of America,,R,370.0,10.0,Evansville,1-564-234-0683
,55.0,2.0,0.0,U,413934.0,IA,5397 gessner drive,,Maryann,Chalifour,M7o 1b6,Cha3543,111357.0,,United States of America,,O,464.0,6.0,Bakersfield,1-715-169-7848
Helix Energy Solutions Group,68.0,5.0,1.0,S,3266963.0,TX,16119 penmar north,,Dianne,Loper,C2B 4X3,Lop3544,357380.0,,United States of America,,U,358.0,0.0,Washington,1-185-925-7643
Beazer Homes USA,62.0,0.0,0.0,D,945953.0,KY,8680 bagby court,M,Atlante,CIANCIBELLO,V6W 1T9,CIA3545,379936.0,,United States of America,apt. 816,O,513.0,9.0,New Orleans,1-828-704-0829
Kindred Healthcare,52.0,,2.0,S,2258809.0,Manitoba,16942 summer crest crescent,F,Angeline,RYNTIES,06118,RYN3546,113730.0,P,United States of America,,O,439.0,,Corpus Christi,1-435-316-6860
Smurfit-Stone Container,3.0,5.0,0.0,D,3094300.0,WY,9205 burton rue,,Deloria,Ashford,92701,Ash3547,262475.0,J,United States of America,,O,449.0,10.0,El Monte,1-563-464-4375
Kohl's,94.0,5.0,1.0,M,3594007.0,CT,19171 meyers east,,Finance,Seery,90877,See3548,440630.0,,Canada,,O,538.0,2.0,Lubbock,1-511-784-1541
,82.0,5.0,0.0,M,2040543.0,ID,16415 four winds crescent,F,Agretha,FISHENCORD,46203,FIS3549,159977.0,V,United States of America,,U,644.0,1.0,Peoria,1-310-703-9590
Exterran Holdings,23.0,4.0,4.0,M,,Prince Edward Island,9575 whistler park,m,Afke,Zurawlev,t5a 1q4,Zur3550,38891.0,,United States of America,Apt. 336,O,726.0,1.0,Waterbury,1-696-458-7087
Int. Flavors & Fragrances,84.0,0.0,2.0,D,79859.0,MT,5409 pemberton crescent,f,powell,Nelon,37231,Nel3551,200581.0,,United States of America,,U,365.0,,Saskatoon,1-390-877-2615
Pitney Bowes,94.0,0.0,0.0,U,2711714.0,British Columbia,10232 OAK HILL WEST,,Cassi,hyatt,89506,hya3552,477250.0,,United States of America,Apt. 410,O,399.0,0.0,Aurora,1-481-616-7444
Newmont Mining,5.0,0.0,1.0,S,1318621.0,TX,12158 BRINKMAN LANE,F,randolph,Frederick,25339,Fre3553,395585.0,,United States of America,,O,494.0,,St. Catharines,1-815-999-3224
General Cable,42.0,3.0,1.0,M,,ID,22650 marathon west,f,Hal,FEIST,h5l 1r9,FEI3554,67533.0,,United States of America,,O,379.0,5.0,Mount Pearl,1-475-054-9356
New Jersey Resources,56.0,2.0,2.0,M,1276869.0,TX,23211 wood boulevard,,roxane,Rodriguez,T5D 1J9,Rod3555,373325.0,E,United States of America,,O,486.0,10.0,Hilo,1-228-783-8278
Goodrich,41.0,4.0,3.0,S,2510876.0,PA,2416 fleet court,M,Mahesh,Colclasure,70130,Col3556,253702.0,,United States of America,,O,616.0,0.0,San Diego,1-380-454-4822
Tesoro,25.0,2.0,4.0,S,1518487.0,NC,10177 PECOS CRESCENT,M,lilas,Labelle,v6s 1r2,Lab3557,119457.0,,United States of America,,O,,7.0,Boise,1-019-623-5155
Patterson-UTI Energy,15.0,1.0,3.0,W,3278102.0,AK,12036 chennault drive,,rudy,YU,90116,YU3558,378486.0,,Canada,,O,743.0,8.0,Hilo,1-331-250-6563
Casey's General Stores,11.0,4.0,0.0,D,828014.0,AK,17026 durand north,m,Florida,Haggerty,v6v 1t1,Hag3559,199941.0,,United States of America,,U,451.0,4.0,Fort Smith,1-965-277-6511
Kroger,1.0,5.0,2.0,U,1246677.0,Newfoundland,9182 TRAVIS BOULEVARD,,Paola,knipe,V6c 1v9,kni3560,465009.0,,United States of America,,R,784.0,10.0,Jersey City,1-867-023-8578
Visteon,96.0,5.0,1.0,M,1210015.0,New Brunswick,23065 SUMMER CREST CRESCENT,f,Jaquelin,Presley,M7n 1c3,Pre3561,90779.0,S,United States of America,,O,483.0,6.0,Abilene,1-160-856-0954
Sally Beauty Holdings,15.0,1.0,,S,3675692.0,New Brunswick,7648 peach upper,m,chick,pinder,75237,pin3562,102642.0,,United States of America,,O,615.0,9.0,Montpelier,1-632-781-0735
Dillard's,84.0,,3.0,S,1827140.0,Prince Edward Island,6450 lemming rue,,osiris,PATTEN,V6h 1u4,PAT3563,413028.0,,United States of America,,R,631.0,8.0,Santa Clara,1-935-263-5334
Discovery Communications,85.0,0.0,4.0,M,2645224.0,AK,4824 sheppard way,,Brigitta,Toulson,97303,Tou3564,323812.0,,United States of America,,O,782.0,5.0,Lexington,1-570-448-1876
CSX,36.0,1.0,5.0,D,3469329.0,OR,7343 SAXON RUE,f,ELLYN,nabors,79106,nab3565,374798.0,F,United States of America,,O,825.0,4.0,West Covina,
Dresser-Rand Group,96.0,4.0,,U,2113282.0,MD,19615 ingersoll rue,,CLAUDE,Scurlock,V6v 1q7,Scu3566,80796.0,,United States of America,,O,564.0,3.0,Orlando,1-336-314-4440
Anixter International,42.0,5.0,2.0,W,1073250.0,SD,18582 PERIMETER BOULEVARD,M,Cathryn,wooster,v6c 1r9,woo3567,249352.0,,Canada,,O,484.0,9.0,Livonia,1-654-106-6842
DST Systems,38.0,0.0,,S,,NY,3778 LAKEVIEW WEST,m,Bam,BLACKMAN,V6j 1w2,BLA3568,485106.0,,United States of America,,O,548.0,4.0,Cheyenne,1-446-888-9870
Harman International Ind.,31.0,1.0,2.0,M,3439033.0,OH,10970 HAWKINS RUE,,SHAY,banez,46236,ban3569,156117.0,,United States of America,,O,745.0,1.0,New York,1-273-925-1457
Consol Energy,38.0,4.0,5.0,M,1023516.0,FL,18947 fresco lane,,jesse,giarritta,07113,gia3570,481057.0,,Canada,,O,332.0,,Carrollton,1-335-984-3257
J.C. Penney,24.0,3.0,2.0,M,2453594.0,New Brunswick,6967 MCGILL AVENUE,m,Daveta,henninger,V6P 1R3,hen3571,350615.0,L,Canada,,O,402.0,2.0,Hayward,1-225-583-7681
Fastenal,8.0,3.0,3.0,U,3106263.0,Prince Edward Island,9400 juniper west,,Ulrikaumeko,SWITZER,h2b 1y3,SWI3572,63862.0,W,United States of America,,,415.0,9.0,Amarillo,1-823-315-1843
Lincoln National,60.0,4.0,5.0,S,3315581.0,DC,20263 APOLLO DRIVE,m,Pradeep,davidovich,M3V 1J2,dav3573,224529.0,,Canada,,O,627.0,4.0,Wilmington,1-444-401-5405
CB Richard Ellis Group,32.0,4.0,3.0,S,2229667.0,Newfoundland,21064 NOLAN WEST,,Christie,Byk,37423,Byk3574,249398.0,Y,United States of America,,R,758.0,7.0,Los Angeles,1-411-173-4729
Auto-Owners Insurance,90.0,5.0,3.0,,2202803.0,CA,3312 PLUMMER STREET,m,mrugesh,Wingate,H7e 1t8,Win3575,201020.0,,United States of America,,O,842.0,9.0,Norfolk,1-166-358-7050
Centex,75.0,0.0,4.0,S,86609.0,NE,10585 JENSEN PARK,,TUAN,sandberg,76705,san3576,345133.0,B,Canada,,O,452.0,10.0,Des Moines,1-580-623-9675
Harrah's Entertainment,88.0,1.0,0.0,M,3663817.0,IA,20506 ardmore street,M,Michell,Holsclaw,V6Y 1S9,Hol3577,272041.0,,United States of America,,R,480.0,1.0,Des Moines,1-353-442-3742
,69.0,0.0,5.0,D,3268068.0,NV,11833 applewood east,,Takis,DOCUMENTATION-GRP,M2p 1d9,DOC3578,29295.0,,United States of America,,R,352.0,2.0,Arlington,1-683-927-2200
,6.0,5.0,0.0,W,1325490.0,AZ,2674 cormorant upper,,cathi,pastuszok,19179,pas3579,428393.0,A,United States of America,,O,,2.0,Hay River,1-228-816-3259
Newfield Exploration,37.0,2.0,1.0,S,2031302.0,ND,12635 olympia east,,yukihiko,Jernigan,45432,Jer3580,260053.0,,Canada,,O,558.0,8.0,Rapid City,1-936-920-1678
Molex,100.0,1.0,2.0,S,401346.0,Alberta,19560 weller boulevard,m,Jordain,Garmon,H5k 1q1,Gar3581,432974.0,J,United States of America,,O,725.0,9.0,Provo,1-007-453-6346
Lithia Motors,,4.0,5.0,M,1690008.0,SC,24555 rexford north,F,HANK,Livinston,92611,Liv3582,188170.0,,United States of America,SUITE 476,R,405.0,0.0,Chicago,1-228-382-4709
First Horizon National Corp.,69.0,,4.0,M,79069.0,FL,4349 royal south,,Tessie,Patry,99583,Pat3583,128545.0,K,United States of America,APT. 803,O,576.0,5.0,Newark,1-078-550-1785
Belk,55.0,1.0,3.0,M,60242.0,IA,11117 archer park,,ADRIEN,Pilcher,99732,Pil3584,95966.0,,United States of America,,O,753.0,0.0,Madison,1-093-404-4076
Priceline.com,17.0,5.0,3.0,M,1992252.0,NC,11183 COUNTRY SOUTH,,Dona,OLSEN,t5b 1v9,OLS3585,189137.0,,United States of America,,O,845.0,5.0,Scottsdale,1-982-600-0326
Black & Decker,68.0,2.0,5.0,W,1320719.0,OH,931 vendo street,,sucha,kromer,36657,kro3586,11177.0,,United States of America,,O,804.0,4.0,Boston,1-067-512-5546
Airtran Holdings,32.0,0.0,3.0,S,726145.0,TX,8157 puckett court,,ESMOND,BURROWS,78789,BUR3587,53184.0,B,Canada,,O,533.0,5.0,St. Paul,1-946-460-5278
Dole Food,80.0,3.0,3.0,W,1131982.0,Manitoba,19068 coventry park,,Opaline,remedios,H2f 1y5,rem3588,488031.0,,United States of America,,U,554.0,3.0,Dover,1-469-841-0566
Cameron International,84.0,5.0,,U,3712622.0,WI,17442 tallowood upper,,kristal,GIRIDHARAGOPAL,H6d 1z3,GIR3589,35472.0,,United States of America,,U,314.0,3.0,Santa Clara,1-699-433-5592
Cummins,37.0,4.0,4.0,M,1348543.0,NM,292 sakowitz road,,breena,KROMER,90111,KRO3590,85953.0,U,United States of America,,R,440.0,1.0,Bellevue,1-846-499-7426
Holly,54.0,5.0,5.0,M,3226395.0,OR,5677 lexington south,,aime,Mokbel,C2a 4w3,Mok3591,75205.0,,Canada,,O,700.0,9.0,Missoula,1-935-197-5670
Frontier Communications,28.0,1.0,4.0,W,3305190.0,AL,11323 clifton east,f,Sylvain,janssen,h7e 1t5,jan3592,35929.0,,United States of America,,O,648.0,5.0,San Buenaventura,1-313-092-5482
Nucor,71.0,,2.0,U,85085.0,WI,20340 lombard crescent,M,ALESSANDRA,Missailidis,E7O 1Q8,Mis3593,274733.0,F,United States of America,,O,528.0,8.0,Fort Lauderdale,1-443-346-8005
Agilent Technologies,75.0,4.0,1.0,S,978404.0,MN,23667 parkwood way,F,WIN,Marco,e7n 1k9,Mar3594,258645.0,,Canada,,O,728.0,0.0,Mobile,1-489-028-9100
Cisco Systems,24.0,0.0,4.0,M,2197413.0,OH,7788 holmes east,M,jo-ann,BARNICKEL,M5c 1z8,BAR3595,375231.0,,United States of America,,R,709.0,9.0,Santa Rosa,1-300-376-1697
Oil States International,65.0,1.0,1.0,W,1244375.0,Newfoundland,18978 mulberry road,,Hestia,DIOGO,78293,DIO3596,,,United States of America,,U,521.0,10.0,Salinas,1-960-191-8097
Coca-Cola Enterprises,2.0,1.0,4.0,S,1701956.0,CT,453 RIVER TERRACE WEST,m,LINZIE,Wiklund,90343,Wik3597,462859.0,,United States of America,,O,722.0,6.0,North Las Vegas,1-446-677-0905
Marshall & Ilsley Corp.,89.0,5.0,2.0,M,2608387.0,MA,19443 RIDGELEA LOWER,m,Tamra,GODDEN,61103,GOD3598,196035.0,,United States of America,,O,338.0,7.0,Oakland,1-124-295-6390
Beazer Homes USA,94.0,0.0,5.0,M,936175.0,AZ,1253 KINGSBRIDGE UPPER,M,Nelli,WURTZ,V6m 1q9,WUR3599,310983.0,P,United States of America,,U,656.0,7.0,Lakewood,1-442-722-5010
KeyCorp,95.0,5.0,1.0,U,2307500.0,Newfoundland,23563 stonehill street,,Shashank,Kotyk,89134,Kot3600,226498.0,,United States of America,,U,478.0,3.0,Irvine,1-781-407-6004
Best Buy,73.0,1.0,2.0,U,73903.0,OK,833 WAKEFOREST CRESCENT,b,Wing-man,Lassonde,H7f 1s5,Las3601,391261.0,,Canada,,R,447.0,1.0,West Covina,1-508-275-8812
BE Aerospace,3.0,0.0,5.0,M,2388062.0,Prince Edward Island,14255 EUCLID DRIVE,,PRICING,SEVERINAC,M8C 1X7,SEV3602,22290.0,E,United States of America,,O,721.0,9.0,Oshawa,1-522-089-5795
Applied Biosystems,,0.0,1.0,M,170776.0,VA,24277 pico upper,,petra,Yonk,36614,Yon3603,205437.0,,United States of America,,O,519.0,6.0,Hull,1-390-652-3354
Newfield Exploration,56.0,4.0,3.0,D,3870861.0,KS,9023 tamarind rue,,Habib,kibler,E7n 1j8,kib3604,165843.0,,United States of America,,O,626.0,10.0,Milwaukee,1-945-243-6717
American Financial Group,26.0,4.0,,M,2821319.0,IA,6049 century way,M,MAYUMI,Kibler,V6B 1V1,Kib3605,498007.0,,United States of America,,O,379.0,,Oshawa,1-011-610-3792
Fidelity National Information,69.0,,1.0,,2166860.0,NJ,23131 clint way,,Seungchul,Ensign,v5a 1o3,Ens3606,428185.0,J,Canada,,R,474.0,2.0,Cheyenne,1-873-201-2693
Plains Exploration,13.0,2.0,1.0,M,1591835.0,Saskatchewan,19424 verde street,f,Micaela,Lystuik,V6r 1t4,Lys3607,73149.0,,United States of America,,R,820.0,10.0,Little Rock,1-647-066-1192
Principal Financial,62.0,5.0,5.0,M,3012910.0,CO,2308 BALTIC ROAD,F,Elizabet,BALDOCK,33016,BAL3608,227225.0,E,United States of America,,O,531.0,2.0,Saskatoon,1-498-584-5971
American International Group,88.0,2.0,5.0,U,2466039.0,TX,214 nolan road,f,Sib,Chang,78719,Cha3609,,,United States of America,,O,834.0,1.0,Ann Arbor,1-157-268-0538
,91.0,1.0,3.0,W,336001.0,CO,19483 franz boulevard,F,angelita,brodgen,21255,bro3610,81814.0,E,United States of America,,O,431.0,8.0,Iqaluit,1-242-043-1963
Solutia,70.0,5.0,3.0,W,75929.0,MA,8767 graves boulevard,m,Valaria,Rutledge,X7I 1R6,Rut3611,25071.0,,Canada,,O,319.0,3.0,Saint John,1-170-725-5683
Synovus Financial Corp.,,2.0,0.0,M,2121700.0,DC,5975 WINSTON PARK,f,MADELENA,Kolodziej,98179,Kol3612,164561.0,,United States of America,,O,655.0,7.0,Naperville,
Asbury Automotive Group,78.0,4.0,2.0,W,2130983.0,OK,4895 PARKVIEW COURT,F,NARA,Ferriera,T5c 1s8,Fer3613,235479.0,A,United States of America,Apt. 264,O,462.0,1.0,Topeka,1-180-486-2306
Sysco,19.0,5.0,4.0,S,982587.0,TX,16264 sanders east,f,maurice,HOTLINE,23283,HOT3614,104423.0,M,United States of America,Apt. 309,O,602.0,9.0,Las Vegas,1-766-388-8279
Universal,90.0,4.0,0.0,,,RI,6177 hunter crescent,,samara,KOOHI,90089,KOO3615,271979.0,,Canada,,O,333.0,9.0,Missoula,1-539-724-2021
Weis Markets,78.0,5.0,4.0,U,765662.0,MA,17739 summit rue,,Victor,Cinicolo,V6F 1P8,Cin3616,111093.0,,United States of America,,U,786.0,1.0,Huntington Beach,1-098-574-0272
Peter Kiewit Sons',52.0,5.0,0.0,M,,VT,19219 cape drive,,luciano,Reynolds,45228,Rey3617,80763.0,,United States of America,,O,560.0,3.0,Fargo,1-252-168-2165
Oshkosh,52.0,3.0,1.0,U,1557966.0,CA,17489 WHISTLER ROAD,F,Georgeanne,Edkins,77503,Edk3618,468186.0,,Canada,,O,479.0,8.0,Topeka,1-602-041-2645
Cooper-Standard Holdings,5.0,2.0,5.0,M,3920948.0,OK,17936 memorial road,,Devinne,ARGENTO,90100,ARG3619,474950.0,,United States of America,,O,804.0,9.0,Springfield,1-119-519-6608
USG,89.0,1.0,2.0,S,3879341.0,AZ,20644 BIRCHWOOD WAY,M,DJORDJE,Scholman,30344,Sch3620,109220.0,U,United States of America,,U,755.0,7.0,Fairbanks,1-499-760-2000
Noble Energy,36.0,1.0,3.0,M,1638306.0,LA,15581 ingersoll avenue,,Newton,Durovic,v6o 1u6,Dur3621,412714.0,T,United States of America,,O,655.0,2.0,Bakersfield,1-275-507-2816
Steel Dynamics,,4.0,2.0,M,1963821.0,AK,23923 potomac road,M,tiena,Langton,23271,Lan3622,163778.0,I,United States of America,,O,592.0,9.0,Hilo,1-066-256-3508
Fidelity National Financial,66.0,4.0,0.0,S,1072847.0,NM,7697 brinkman court,,Ramakant,Wieland,63163,Wie3623,3624.0,,United States of America,,O,577.0,8.0,Vallejo,1-492-949-3258
Mattel,54.0,0.0,4.0,W,3169485.0,AR,15258 winter oaks boulevard,m,tish,Adcox,23287,Adc3624,403486.0,,United States of America,,O,724.0,0.0,Anaheim,1-914-220-8472
Tech Data,8.0,2.0,4.0,D,1894188.0,MO,7409 lexington lane,F,franky,veness,36139,ven3625,109014.0,D,United States of America,,O,414.0,3.0,Hampton,1-832-603-2026
Cimarex Energy,40.0,1.0,4.0,D,3440252.0,WI,17976 JACK AVENUE,,afton,Pcsupport,H2g 1w6,Pcs3626,89131.0,C,United States of America,,O,731.0,8.0,Grand Rapids,1-851-860-2401
Applied Biosystems,20.0,2.0,2.0,M,,KY,18351 COOPER ROAD,,Harpreet,channen,87125,cha3627,236841.0,,United States of America,,O,786.0,6.0,Stamford,1-936-452-7391
NBTY,65.0,1.0,1.0,U,1981149.0,Newfoundland,2172 LEON LOWER,,NATALYA,Boersma,E7n 1k7,Boe3628,57163.0,,Canada,,R,591.0,6.0,Santa Rosa,1-278-182-4781
Scotts Miracle-Gro,63.0,3.0,5.0,M,,Prince Edward Island,11414 JAY STREET,,sallie,Vahdat,M5G 1U9,Vah3629,172832.0,,United States of America,,O,700.0,0.0,Cleveland,1-152-537-7671
Best Buy,90.0,4.0,3.0,S,2037692.0,Newfoundland,23073 wagner crescent,,Cristi,CALIS,T5d 1p6,CAL3630,433681.0,,United States of America,,,,5.0,Newport News,1-672-642-4955
Wynn Resorts,31.0,2.0,1.0,M,2743338.0,DC,3504 regency avenue,F,Zarella,Melkild,77267,Mel3631,352671.0,,United States of America,,R,569.0,,Akron,1-827-940-3578
Iasis Healthcare,87.0,5.0,,M,1002762.0,NJ,16218 WAKEFOREST EAST,M,Benjamin,Skelly,R3a 1m9,Ske3632,450527.0,A,United States of America,,O,,5.0,Memphis,1-811-482-1695
Spectra Energy,42.0,0.0,0.0,D,3547746.0,ND,19015 chennault lane,,sukhendu,Paquette,M6S 1G8,Paq3633,27334.0,,Canada,,O,729.0,4.0,North Las Vegas,1-174-585-5062
Analog Devices,45.0,2.0,1.0,M,999753.0,NV,8481 KIRKWOOD SOUTH,,Ehab,Seegobin,73148,See3634,152112.0,,Canada,,O,688.0,0.0,Mobile,1-097-247-6618
Goodrich,24.0,0.0,2.0,S,,NC,14050 burnett lane,f,Maxy,Brantley,R5g 1l8,Bra3635,167482.0,V,United States of America,,O,323.0,9.0,Brownsville,1-671-286-2329
Systemax,14.0,5.0,0.0,U,1945327.0,NV,15633 landmark park,,Real,Towers,40515,Tow3636,178558.0,,United States of America,,O,502.0,1.0,San Antonio,1-083-618-7381
,11.0,0.0,5.0,M,,NH,22820 wilshire boulevard,f,sunny,Crompton,76144,Cro3637,54049.0,,United States of America,,U,395.0,4.0,Milwaukee,1-259-855-0223
Public Storage,87.0,5.0,0.0,S,65194.0,Prince Edward Island,3503 thorndale court,f,Nadir,Ludwig,m9e 1u5,Lud3638,424769.0,,United States of America,,U,595.0,10.0,Saskatoon,1-500-391-0040
ON Semiconductor,,2.0,2.0,S,2218719.0,NH,20020 knipp way,M,Ernest,Frosst,V6s 1w8,Fro3639,141511.0,,United States of America,,O,761.0,6.0,Billings,1-760-859-2538
Edison International,0.0,4.0,5.0,M,1926848.0,OK,12873 cordova lane,,ZOLTAN,Creighton,V6e 1p3,Cre3640,432252.0,,United States of America,APT. 152,O,553.0,8.0,Fremont,1-833-571-7298
McDonald's,33.0,5.0,5.0,M,3775784.0,FL,16181 foster park,M,Dian,Blackley,23254,Bla3641,36356.0,C,Canada,,O,819.0,7.0,Halifax,
Cliffs Natural Resources,80.0,4.0,2.0,S,3327429.0,SD,2031 ross road,,MIKELIS,WYBLE,73126,WYB3642,149831.0,,United States of America,,O,718.0,1.0,Frederick,1-809-505-1255
Aramark,76.0,2.0,3.0,U,1680433.0,TX,12232 drexel crescent,M,jesselyn,Livek,92107,Liv3643,17868.0,,United States of America,,R,463.0,5.0,Frederick,1-948-779-6439
WellPoint,51.0,0.0,2.0,S,1968052.0,NY,19295 sweeney road,m,Ferne,Zou,77112,Zou3644,261349.0,,United States of America,,O,429.0,3.0,West Covina,1-409-646-4188
Interactive Brokers Group,26.0,4.0,3.0,W,3676260.0,WV,11516 TANNER STREET,F,jerald,HERRMANN,t5a 1p5,HER3645,41200.0,J,United States of America,,O,762.0,1.0,Palmdale,1-351-800-0412
MasterCard,11.0,2.0,4.0,M,641271.0,KY,16511 YAMATO LOWER,,DORALYN,Wsadmin,93688,Wsa3646,316624.0,W,Canada,,O,411.0,7.0,Charleston,1-587-150-5266
Crane,76.0,,2.0,M,931479.0,GA,7054 SOUTHLAKE UPPER,,MARGI,MAYHUGH,x1h 1s8,MAY3647,270346.0,,United States of America,Apt. 577,O,631.0,10.0,Torrance,1-067-262-9018
Freddie Mac,77.0,0.0,3.0,M,616621.0,SC,3967 bedford crescent,,TUESDAY,Moritz,95291,Mor3648,126176.0,,United States of America,,O,382.0,9.0,Hollywood,1-919-591-8267
Pacer International,37.0,2.0,1.0,S,2908755.0,SD,14362 reilly boulevard,F,Danyelle,shein,v6n 1w4,she3649,2605.0,,United States of America,,O,824.0,,Aurora,1-393-545-9121
Chemtura,36.0,,1.0,U,2752442.0,ME,280 elle lee lower,,Hernandez,hotlist,V5d 1o2,hot3650,222805.0,,United States of America,,R,764.0,8.0,Eugene,1-901-376-5264
KAR Holdings,31.0,4.0,1.0,D,3234310.0,MA,4433 fillmore avenue,F,Noellyn,Dearaujo,t6d 1j2,Dea3651,232660.0,R,United States of America,,O,480.0,6.0,Mesquite,1-895-368-0139
Waste Management,36.0,3.0,2.0,M,3474199.0,SC,23261 long way,,An,storey,33302,sto3652,490506.0,,Canada,SUITE 97,O,491.0,3.0,Hilo,1-342-573-1774
Puget Energy,38.0,2.0,4.0,S,2956140.0,CA,1417 parkwood north,F,Catharine,ZENG,19807,ZEN3653,254831.0,,Canada,,R,,10.0,Birmingham,1-251-428-4342
LandAmerica Financial Group,2.0,3.0,4.0,S,3260019.0,SC,19649 CARNATION NORTH,C,Anthia,dynie,t5c 1t1,dyn3654,227073.0,,Canada,,O,440.0,,St. Johns,1-316-366-0478
,17.0,0.0,1.0,M,1790297.0,AZ,2335 san felipe east,m,Timm,Mlacak,78250,Mla3655,162713.0,,United States of America,,O,387.0,7.0,Oxnard,1-980-103-1911
Coca-Cola Enterprises,41.0,5.0,5.0,M,3349273.0,AK,15868 dewdrop park,F,Alikee,Mccaffrey,95221,Mcc3656,450992.0,,United States of America,,O,745.0,7.0,Elizabeth,1-165-380-3679
Robert Half International,29.0,4.0,0.0,W,1255578.0,VA,8622 brownway park,,adam,Brouillette,63105,Bro3657,384215.0,,United States of America,apt. 301,U,806.0,1.0,Torrance,1-824-017-4282
Crown Holdings,96.0,2.0,2.0,U,3348858.0,PA,20020 KNIPP WAY,m,Cubical,Silverthorn,y5d 1m2,Sil3658,211458.0,U,United States of America,,R,710.0,4.0,Stockton,1-472-673-2287
International Paper,82.0,2.0,2.0,M,651020.0,DE,3760 dearborn east,,gloriana,corbett,T5B 1Q4,cor3659,145920.0,,United States of America,,O,377.0,3.0,Anaheim,1-219-815-1147
Brookdale Senior Living,22.0,2.0,4.0,M,3650619.0,OK,20664 ross upper,,Malcolm,Lariviere,80052,Lar3660,97777.0,,United States of America,,R,,5.0,Dayton,1-730-076-1491
Qualcomm,81.0,5.0,5.0,M,2504474.0,OH,12985 camp bowie south,M,albertine,WALTA,44303,WAL3661,446908.0,G,United States of America,,O,748.0,0.0,San Diego,1-030-816-7638
Massey Energy,90.0,5.0,,S,2511190.0,VT,18231 flint river lane,,Yolanthe,Rezzik,V5C 1P6,Rez3662,415369.0,,United States of America,Apt. 288,O,730.0,6.0,Brownsville,1-397-508-1430
Dean Foods,77.0,4.0,2.0,U,3475664.0,CO,14255 EUCLID DRIVE,M,BENJAMIN,Smyth,H6d 1y2,Smy3663,354483.0,,United States of America,,O,847.0,7.0,Richmond,1-114-736-0339
Micron Technology,91.0,1.0,3.0,S,2884513.0,New Brunswick,8216 oaklawn way,m,man,Wessel,78279,Wes3664,172299.0,D,United States of America,,R,692.0,8.0,Columbus,1-458-901-2572
Pentair,1.0,3.0,0.0,M,2937205.0,Newfoundland,7574 berry road,M,Imtiaz,ing,V6X 1T5,ing3665,212485.0,,United States of America,,U,530.0,4.0,Allentown,1-045-914-5248
Synovus Financial Corp.,37.0,1.0,4.0,S,3752928.0,PA,23181 CANTEY COURT,,NITA,BRIERLEY,E7O 1O5,BRI3666,450241.0,,United States of America,,U,,2.0,St. Louis,1-689-288-3353
NV Energy,59.0,5.0,4.0,W,443032.0,VT,22703 DURAND RUE,,NANI,GRIMES,02110,GRI3667,188304.0,,United States of America,,O,815.0,3.0,Irvine,1-836-544-9117
Express Scripts,14.0,2.0,,U,3193944.0,WA,15962 TAMARIND PARK,,empdb,mcbeth,80912,mcb3668,303493.0,,United States of America,apt. 136,O,548.0,8.0,Newark,1-461-810-7113
Worthington Industries,15.0,3.0,3.0,W,292761.0,Newfoundland,17727 ashbrook lane,m,Brianna,Shi,44138,Shi3669,271815.0,J,Canada,,U,756.0,5.0,Salt Lake City,1-468-803-9981
Nalco Holding,50.0,3.0,5.0,M,473062.0,SC,13385 colby park,,EDITH,hyslop,91186,hys3670,240163.0,M,United States of America,,R,605.0,10.0,Missoula,1-478-369-0539
Vanguard Health Systems,38.0,0.0,0.0,S,3760817.0,HI,23750 bellaire lower,,RUDOLPH,Hugo,90841,Hug3671,233490.0,I,United States of America,,,,9.0,Virginia Beach,1-801-642-3888
Hovnanian Enterprises,58.0,1.0,1.0,W,,VT,7837 HOWELL COURT,M,Cynthie,Boutot,90772,Bou3672,,,United States of America,,O,635.0,3.0,Columbus,
Carpenter Technology,9.0,1.0,5.0,D,3327102.0,CA,15013 harris road,m,Gwynith,Hsieh,45261,Hsi3673,4154.0,,United States of America,,O,771.0,10.0,Columbus,1-071-266-5991
