prospect_AgeID,prospect_AddrL1,prospect_MiIni,prospect_NumCreCa,prospect_LN,prospect_Ph,prospect_NumC,prospect_NuCh,prospect_MaSta,prospect_Ag,prospect_CrRa,prospect_OORF,prospect_Em,prospect_NWo
HCX8751,Hgoerumbsaacwdqjvrmgqjnktdqnolo,,8.0,HCXTTHLJUVAFJT,1-051-107-6178,0.0,3.0,M,73.0,655.0,O,Chevron,615774.0
NTS8752,gmocjaruqiclzmmdoj,,6.0,NTSLSPKCSEPTJ,1-374-556-0777,4.0,1.0,M,39.0,,O,National Semiconductor,1891656.0
Uez8753,Dwufnzvtzlroqbd,,5.0,Uezasahwxkylbphfvh,1-549-388-6080,5.0,,M,15.0,472.0,O,Chubb,1984498.0
rvt8754,ERDKWWWT,,0.0,rvtoxdout,1-987-236-1149,0.0,1.0,U,37.0,526.0,R,Cummins,3560532.0
yxw8755,vqkbnguuarlheteqwcxpoylkmdjizreczrmlmhlhujpvbzldhqmeoit,,4.0,yxwtpszfttnf,1-559-422-7871,4.0,4.0,M,8.0,,R,eBay,1947868.0
Pni8756,YIVSXMHYWFENKJESVXABLKWCWAHZFNRBQWMCMNCPFTKEBBFIZGAVLQCFDRTCLG,,5.0,Pnihculihotil,,2.0,5.0,M,64.0,776.0,O,PepsiCo,1507966.0
Szc8757,,v,,Szcapan,1-091-476-8349,2.0,5.0,M,20.0,327.0,R,Patterson-UTI Energy,3120969.0
Eck8758,LLRIJVXHSVYRWVCBVXPCQAXWEMCTSCJPPTRCHDXKTGAJCEAVNIYXJUVVXQUJIZOGLNIFUABRAT,T,4.0,Eckacjntubjjhekohryxvixaba,1-302-081-3389,5.0,3.0,S,9.0,407.0,O,Scana,1793384.0
ONR8759,DUJPWQWMJDCKHSIKWXSNZDOWGMEEHAGDRAQPOXDT,,7.0,ONRFDISTZVQWABDPMHCNBKZBHTSQS,,0.0,3.0,M,13.0,576.0,R,PolyOne,470067.0
Czv8760,Smcvpujjqvlkehgqbrbwaoyjpemnzpovycprnxrielpxdodnz,o,2.0,Czvvnrtzvk,1-789-293-4725,3.0,4.0,S,,602.0,O,3M,508011.0
UXU8761,LRTTXDWHDVEHFGEQOULANWCDTRMOZTTQSJQXICQSVJPHJNLPSHHQYPAYOWZHWTXU,,5.0,UXURXFYWOGME,1-025-711-1036,2.0,5.0,U,7.0,316.0,R,BJ's Wholesale Club,24804.0
Nbh8762,Dryummfx,,0.0,Nbhtbunz,1-778-790-1252,4.0,5.0,,33.0,846.0,O,Graham Packaging,1616906.0
Pqx8763,Iefxzfvhpzwaxhnmtifdbesrbuuwrgsuumernqw,,0.0,Pqxketqlvlgw,1-371-384-7686,0.0,4.0,M,9.0,409.0,O,Inergy Holdings,2460167.0
Par8764,Rkihrfknucdcenhcfwncjilpqvydhjqojpsjrdtzwmminbjxhmqskashrulqxpfsvadumw,,4.0,Parasesbihlsskrgvdvnblsam,1-292-203-1887,3.0,3.0,U,47.0,333.0,O,,2049091.0
dao8765,,,,daozlunskcpzhuizhhankeooc,1-414-945-9431,2.0,4.0,S,82.0,784.0,O,Starwood Hotels & Resorts,2372410.0
wfg8766,ucmnmheqhzqpl,T,8.0,wfgcqxajbonripbyxehk,1-122-435-9340,2.0,4.0,W,31.0,434.0,O,Limited Brands,780423.0
ujb8767,Ktigpwfdpyectncjidfspdcokjpnfgegcddtlgqsbvdbaopbpgyvulprwxucnj,,0.0,ujbzuu,1-564-905-6352,0.0,0.0,M,61.0,593.0,R,Wisconsin Energy,2842676.0
kcg8768,Vntqlkptckefnoxkismdfqvfsoz,W,7.0,kcgpxsbennn,1-016-515-1634,3.0,0.0,M,94.0,699.0,O,Gap,61250.0
Rua8769,Kifidsllrnklxbovmt,J,8.0,Ruammxsqjpsrvuyxwztalwlqnjy,1-603-992-5597,5.0,,D,13.0,617.0,R,Symantec,1444032.0
Hfd8770,qjcbepiewxsbzxdhbbrxbzlswojwziit,I,0.0,Hfdsvwopewbcwwr,1-614-843-1296,1.0,0.0,U,60.0,816.0,O,Systemax,3546515.0
Iat8771,Twcwtts,,,Iatfhcdehmaftayotchyi,1-050-164-6790,4.0,,S,61.0,590.0,O,State Farm Insurance Cos.,2968596.0
hkr8772,KBVKAOINDZLYPALQLPWWHFMEPJGRMAXFAKUYWDXODKORYVDKSLKGYRSHTIILHKIDUPMHODLPTUPO,o,4.0,hkrnmlryqcairvmfszp,1-030-843-9271,0.0,0.0,,70.0,363.0,O,Genuine Parts,1517575.0
Kpq8773,Avasiuaittpblruejonckmrcdrblmsghuxrhmfnngxjchiedkxrhgntzjkat,,2.0,Kpqavhpekxwvvmxhyfzfcxuu,1-013-090-3660,3.0,4.0,U,7.0,673.0,O,Weyerhaeuser,2238810.0
Pip8774,Tjuaessenoiszxadecronckkdqnurm,P,0.0,Pipjboeq,1-768-390-4958,2.0,5.0,M,65.0,850.0,,Visteon,1052183.0
Imk8775,Gvhbphtaybkdmmhxvzjogsveistzmxzhkxsjogvmifhxfgkdzycipp,,1.0,Imkkldizwopwqyagdzxcrpefns,1-903-000-5528,3.0,3.0,U,25.0,519.0,R,,
npe8776,Iaumnnfhibhvvqwzrzgxqxfqqygageclzcpgkshcvnbfdknbzxbvbujk,k,9.0,npelyrmyljwvrlba,1-645-382-4840,2.0,0.0,S,6.0,815.0,O,Cytec Industries,1668793.0
lkw8777,kvtxkeintkgijsflunljyexpmoxdzsfzlidwjznplzjndgykyrvjiorpxkopipk,,3.0,lkwfzj,,5.0,3.0,W,81.0,667.0,O,,142942.0
Mjk8778,Ewzzqksfljtiulfwnutjzgxieshhzmncbpokzdifsfsuijtvzxmbszjpqurhcefkdgw,,8.0,Mjkgsj,1-346-153-1752,5.0,4.0,W,80.0,412.0,U,Robert Half International,164985.0
Ely8779,VTLPIRPVPAKNLWYZPXUGZEYEKDGAVDKWOAFDJHATLVE,v,10.0,Elyyrckgswfyssixnayag,1-653-698-4867,2.0,1.0,W,74.0,527.0,O,HNI,599928.0
gxu8780,CFPDAWERMNVHOWCNOKSCXRMQLQLPBUGGHRKSKFQHMEBORYAOCRXBSYOQZAVH,,2.0,gxuylhfhbxxmqjwmnwrayd,1-038-184-5456,5.0,4.0,S,72.0,832.0,U,Equifax,860469.0
Oqm8781,QRTVGXDXQVKXVVWWRFYEAOGMVEOXSDZICUNAOJCCFEQJQJLDJGUVTLFXI,F,9.0,Oqmicpepnccgeotseao,1-871-670-5488,3.0,0.0,M,94.0,415.0,O,Legg Mason,3890824.0
Ugs8782,Cpnnutmhvizweojowbeahsvgnyiptiqrojtupktmxpkdaakrieexgocmryirhtcttcjy,,7.0,Ugsdtavnulxwchmnpkwj,1-283-988-7562,5.0,0.0,D,47.0,701.0,O,Regal-Beloit,592824.0
Hse8783,SPEFIKMXFVDXHNV,V,2.0,Hsebvhmudnu,1-446-991-6318,,4.0,M,29.0,375.0,R,YRC Worldwide,
ayu8784,Uigaplaltqzlitipqdnnndgonttmdqrmbibozdahfskuifjuuqpufgowpyeectezdmgrhksywjblr,,4.0,ayuialkspgoxiiehwtrlsirstsneo,1-473-771-8095,2.0,4.0,M,100.0,843.0,O,Discover Financial Services,1956485.0
OTH8785,Xabnxfreivpfeqpljxcsqroqegbckgwblbrmmgvbal,,9.0,OTHMCTPFOPGUQEZKNQXAQWKJPOLU,,1.0,3.0,S,5.0,773.0,R,Scana,1003386.0
Ukb8786,Etvztydciilqosrlplgmkkflmjywofssxjtdaypnwqmcaicavxmwn,,2.0,Ukbsljzkmo,1-755-050-9077,5.0,,U,85.0,559.0,O,HCC Insurance Holdings,2394905.0
nnb8787,Afagrvxqfgvluqhvsxpkjnabuqsexlhrnluelbpwlggdxazmujwwcgafdwb,c,9.0,nnbsyjnrpgfkdbstmqsagtupdfiu,1-029-872-8116,5.0,1.0,W,36.0,492.0,O,,1697166.0
ouu8788,FXHXGGAOORIRXABPCKICCSTMDNWYZNRLCTXYQTQSGNEEPCSZYSPVUZUBNMOLGXSMKDAAXHET,,10.0,ouunjvfajbygtsbkk,1-164-270-4345,4.0,4.0,M,26.0,489.0,O,J.P. Morgan Chase & Co.,2942461.0
qly8789,Suprxwwqojeaplgxnuqjidcaegyuztwcpsqknhguuwao,,10.0,qlyryeioulznfyjktizehpoa,1-960-531-0131,1.0,0.0,U,15.0,606.0,O,Wal-Mart Stores,1345529.0
xem8790,Zkmbzdqvmwrkkkwnugaqmmgfziaeidzgxjkvcduigwcxsjhuhlfjsqvsofofwvdpdq,,3.0,xemrrll,1-741-262-0272,3.0,0.0,M,83.0,827.0,U,Fortune Brands,1018102.0
Pvr8791,XVPJBKGYCMGCGTELZUCGDBLRMELBSGYDI,,0.0,Pvrlrzmdwfhmvwaiyp,1-335-402-7008,1.0,5.0,S,57.0,,,General Cable,400955.0
Wup8792,Ememxhrzfsvfhpvrxagmviqehtsyxjlwamgncpmsaccpfyigcurjoilap,,7.0,Wupxm,1-520-559-1258,2.0,,S,92.0,765.0,O,Alliant Energy,
Afr8793,Cbaivdntzqehdxmshpcltrjsexyoehhmeeodimwmqkfrwqoauphmfdisaxgbrzwahfmxgroot,,2.0,Afrcavttqbdh,1-988-200-9173,3.0,4.0,S,10.0,727.0,O,Amerigroup,635958.0
Rkn8794,,,1.0,Rknueqpiczvklmfectfnwlieynswxs,1-978-550-1390,,2.0,M,60.0,812.0,R,Dun & Bradstreet,3527138.0
Aal8795,Keerywpiheochlhrphhfspyslltvxwnoijomctjsbibfegqggrbxco,,3.0,Aalblxrtnqpjvroji,1-053-536-5852,1.0,1.0,M,0.0,568.0,,Belden,600221.0
YEQ8796,Xkrwzlqeuiybhrnwjwhfivtpoequxqf,M,10.0,YEQNFTNKEBKVCITDQVD,1-675-992-6592,2.0,4.0,M,62.0,443.0,O,NYSE Euronext,1045356.0
Fet8797,IAKFDJSITMRSKSFHAUXGATAESYBYBGQQQILKJAZDPAHVOXXESAWOIPRBGTGOIVM,D,9.0,Fetpnzwtcuijftrgrzhcefvculm,1-363-702-4386,5.0,2.0,M,41.0,,U,Hill-Rom Holdings,1287643.0
OVO8798,qvygwqfnhdlxssiahxbxzzpxsteulsezmix,,9.0,OVOMSQRVWMKMSPNIN,1-295-188-4893,,2.0,M,86.0,382.0,O,Exxon Mobil,452664.0
qeo8799,Gqmtmssmztemejgpoctykvrqnooxsdheizwxygovxqvjnyzgkkjhnmjbfrrcmavuosahlgsyhqexspni,V,3.0,qeohsmtkduvqkgrndnkefbst,1-604-181-4298,0.0,5.0,U,72.0,848.0,O,U.S. Bancorp,672519.0
Fje8800,KSXHWOK,,4.0,Fjefkdsgwejnexbvixrbl,1-904-847-2559,5.0,0.0,W,11.0,415.0,O,Pioneer Natural Resources,3965416.0
RCT8801,Pjlpnvjhypwuaskvjqaolmqatuhpmmfpbqkcdiyakpizqiefbcxqchewklrozuebqlpkeycjkl,H,4.0,RCTGTMHQBVZU,1-679-466-7037,2.0,4.0,S,92.0,441.0,O,Hasbro,3693667.0
QUG8802,Ffmzwokjfjfvtmczzvstwwhiw,T,9.0,QUGZBKJZLICJNVZRAPRUNFZTMHVEHF,1-735-339-0148,3.0,0.0,D,45.0,,R,,3334060.0
AXT8803,Sxvkwwfxlulzll,Y,1.0,AXTFAFKBGVVCWEGRP,1-576-016-5815,1.0,4.0,M,17.0,612.0,O,Hanover Insurance Group,892329.0
Vbg8804,Djehzvixmerxcvwerfjegkpzqqecrpofktdetcmcvmfkjhjpwafjihiojhnbunpgmlu,,1.0,Vbgwcidjf,1-933-749-3468,1.0,2.0,W,20.0,755.0,O,WABCO Holdings,505824.0
Nev8805,bjhblcotloshtclphvtitkblyftfrymvd,K,9.0,Nevpvz,1-077-713-8445,3.0,5.0,M,72.0,633.0,R,Abercrombie & Fitch,1250465.0
Izv8806,rxwqdhkngwynxeiitaddlxvpchzvewyr,,1.0,Izvuhgnrz,1-440-441-8161,5.0,5.0,M,90.0,804.0,O,Sprint Nextel,2453681.0
Eqd8807,tkcchxikpqqnoehroluogwlghashpc,K,10.0,Eqdcgkwejoqsberezujxxjie,1-731-126-3686,4.0,2.0,U,73.0,315.0,R,Capital One Financial,1287883.0
whl8808,Opyfmxtxdstxcefiswdxqgsclrinthjlkokxqumrcewsvfqxxkvg,F,10.0,whljgoh,1-177-877-2155,,4.0,U,76.0,319.0,R,W.R. Grace,2133902.0
Gxw8809,Pmylhmpimvkokgxusugzuxwgzvlpsjmyefr,,2.0,Gxwiz,1-707-709-5202,2.0,0.0,,77.0,360.0,O,United Technologies,2316402.0
kxc8810,msuhnzdktmpjqkkivxxaomydqmvxcbmeypmilajvorvhyhqmxhbgdoqbeiiop,,1.0,kxcecepgvkrqgsplesd,1-865-088-3117,3.0,0.0,D,49.0,521.0,O,Safeway,3662808.0
ECB8811,AVZSJJUCTUMXBNDJDZGLQZCVNUWVEYHCQEDFZNTSRFPTTKL,,7.0,ECBJLGDZYEMNSSEZGZEYKGCGWEJNT,1-559-178-7030,4.0,5.0,M,52.0,670.0,O,Teradata,674247.0
Nnr8812,Meappdambkxmwwpwpxgiompewfzyaecdfqcjnhhkjwbpoqslspisfybwgldqdvaspqyf,,10.0,Nnrcrdgvbwrhtcpzo,1-992-188-2825,5.0,2.0,M,91.0,675.0,O,Dr Pepper Snapple Group,2407571.0
bjp8813,Wnddreioxuhnqmdjjppfokhoenjegkhgwzhzzjegzwjrpycdtkrw,p,,bjpelghltganlcwdvvlwhrsrevtxkr,1-442-589-1792,3.0,3.0,W,55.0,620.0,U,Sunoco,932686.0
Qgo8814,SRZFPQKQQLAFBTEANGJXPGJMQFKSAXRCLMSUIQMLSIUYGBTERLPDACEBIGY,,1.0,Qgojolgicyuodobbhvucflmoogu,1-837-544-6203,5.0,,M,27.0,728.0,U,Varian Medical Systems,3528491.0
Bhj8815,Hgyddnneyppkreihumnhqljpkdejybztiocayujzqgzughplrdytmvqvjxzbvualwhswcfcg,,9.0,Bhjgcrzfabkgc,1-832-285-2423,5.0,5.0,M,90.0,325.0,O,FMC,3469849.0
Tpp8816,cdtmosqynxsoktpkretwnkmujvlbonpratgkyqxwthsmytifgjqno,v,9.0,Tppqcneimhorn,1-504-633-7105,1.0,5.0,M,52.0,449.0,O,Cephalon,134602.0
ILN8817,Hefnlkwdovjmfukdzepouzpskagpkuicklsxirzpvhyhaeqdfagtvjvewkthpwdivfzcsqxzpflzvj,,2.0,ILNMWQXHLQXNDJVSMABQST,1-718-081-8341,1.0,3.0,M,8.0,442.0,O,Travelers Cos.,1009548.0
fxz8818,uokkwfyvc,M,10.0,fxzxhllfcmjzsbtz,1-917-208-6881,4.0,1.0,D,26.0,438.0,O,,613207.0
IJF8819,gxxaqcwuahhr,,1.0,IJFEUIYNNMDZ,1-016-473-4301,5.0,4.0,W,23.0,599.0,O,Merck,3575172.0
Pek8820,TOSQDEBVSZKUUVEPAKTLUTOZVCRKWAQSVRJZDOFRGTHGBRNKRM,O,0.0,Pekohakpzlcqdjftg,1-589-994-5888,1.0,1.0,M,58.0,439.0,U,Hanover Insurance Group,1002929.0
ODD8821,Abdaqv,w,,ODDYOLZANOCOBCPPPNTFFHDTKYXWTO,1-150-172-2576,3.0,2.0,M,43.0,384.0,O,J.B. Hunt Transport Services,1809515.0
PKI8822,jwrwmvfseujusxgrevcqjqrburwypuswbcppziqxgr,h,7.0,PKIVXZXGOSHN,1-516-834-0316,3.0,3.0,W,12.0,528.0,O,,1393747.0
BPH8823,ukdnqiwhtgwpvvyigseilzvpft,,10.0,BPHKSD,1-450-275-8208,0.0,3.0,M,,723.0,R,Harsco,224488.0
Vuj8824,dgunqhfbvakokttvqylpdvnunwmvqqcdhtdmdwfdwngsawouypdkauhthobcsm,m,9.0,Vujes,1-744-559-2873,0.0,5.0,M,72.0,,U,Rite Aid,3195528.0
tnm8825,,,8.0,tnmcgoyhpruhwehdztxqqfyftrngfe,1-102-508-8300,3.0,2.0,S,42.0,412.0,O,Toro,32649.0
oil8826,Ekiiqnokzsgcjghbrioldqnjrzldpaovwnlyakprpjvjghnykgnairakjkzuqcwjjctssubnl,d,3.0,oilwkzlprwkiscrlovai,1-900-160-0452,5.0,1.0,D,100.0,509.0,O,Oshkosh,638683.0
Hfc8827,Bvhlkeqaorg,i,9.0,Hfcyalynkdizhjerhbercm,1-407-218-7411,0.0,1.0,U,7.0,588.0,O,Aventine Renewable Energy,198051.0
lck8828,Yilqtxnonkfikpwmsqhpurvexwtvkffylhfkbamn,U,10.0,lcknfe,1-512-473-3935,5.0,1.0,D,98.0,422.0,O,Anixter International,2244500.0
rab8829,XPVUSUYVKKVICDBSP,,,rabenkjxafcfc,1-863-960-8338,0.0,3.0,M,1.0,332.0,O,HCA,1187421.0
Xkx8830,wxtmkrgdrrlqmxjqwtmrrhfafuakrbdliqpiohdpvplealacjeipppdgovandtgqseqsqvbooxi,,4.0,Xkxzqkxwwmmosaarfmnbfbdobg,1-016-925-1898,,1.0,M,73.0,822.0,U,Murphy Oil,2565345.0
QCM8831,qxpdfmeodlxginmmlysqbiakcwiqrdexusiydhmdughqnwlo,p,7.0,QCMKCESXDTUWQHNGOAQGFL,1-460-224-4181,4.0,4.0,U,67.0,374.0,O,Target,65012.0
Ocq8832,,L,8.0,Ocqsvjxafmdgukzzbaszb,,3.0,2.0,U,49.0,673.0,U,Tesoro,2396892.0
Kfq8833,snihhaouzxzhckijkgpiddypopogogbeuqnwpkurcbnadsiylonqfxmzuzfalloitizpkfcagmltom,L,0.0,Kfqdwzehnwkpzv,1-344-203-1694,0.0,2.0,U,24.0,303.0,R,Target,488832.0
Uhh8834,akjjgblgysacendunnwtttchsooozxlxblwtkvdyhrsrtuoarmxwhhxiyyrfcxobzebzwxfkqzogfi,,7.0,Uhhlzcuzqhcpfsqjjtnhfaskwb,1-117-175-0676,1.0,3.0,M,35.0,364.0,O,Amerco,3645703.0
Mrr8835,jqjltqbwplvrruwmauynupvbicfsgnlxbgsqlq,n,4.0,Mrrdjkztnkaxe,1-286-501-0529,4.0,4.0,W,70.0,,O,,
OQB8836,SSTVIYAGDXOTEIVVYDJAHANGNYSQPLRKBGDNDPRWNBBIBZDPQBUPQGMJFEMYKG,D,10.0,OQBNNEEWKZSBOVC,1-649-554-3066,4.0,0.0,W,69.0,382.0,O,Ferrellgas Partners,3225535.0
EUD8837,Yuvzthrhqhkxzhqipkmmodc,i,5.0,EUDVHPTHBYIMKCNZSBNRN,1-407-337-5720,2.0,2.0,U,69.0,342.0,O,Computer Sciences,2167194.0
jcd8838,Crlbtndkjfggfnqptggqtpkkjvdubzvnuktmuueqxqacjkhuyessthdqrxhkclpfkeuuwbhgdrydvo,,6.0,jcdlceotbdnychoufxuqvgulwq,1-077-203-4853,3.0,1.0,D,58.0,437.0,,Coach,941869.0
Syc8839,xvyopaqejlktuxlowmytuvcrqienoj,n,5.0,Sycgxvkcvevms,1-484-629-5689,1.0,5.0,S,89.0,679.0,R,,1490723.0
sho8840,eatgolrhl,,2.0,shoiryhfdhdfqw,1-997-986-2865,2.0,,S,74.0,304.0,,Xcel Energy,1653781.0
ybe8841,ljpjbnqirulgartlwfeemjcgjfolqnofwdsriwrupdlgarezzqntxmqxbeknaybiiwfmivc,,4.0,ybemhexgfkcaauozsntrfacqrrcgr,1-654-806-0353,,1.0,U,3.0,755.0,O,Autodesk,3539106.0
Awy8842,Vdguqwudgnwnesxoewrtlgifdqbvfxtxfjuvgblbmrcojlrea,W,5.0,Awycoahvxgilvtcbpmyfofhkhpk,1-267-073-9280,4.0,5.0,S,12.0,650.0,O,Fidelity National Information,1449227.0
Lke8843,Iuaumkf,,2.0,Lkelxisfmjfpdilcxqhm,1-978-405-2313,3.0,,M,64.0,643.0,O,Harsco,1867516.0
apw8844,vrvtchrgetvwoxfqsluwnfpmrnlucj,a,10.0,apwbitmfovcnxnqxrhcjdegoktezl,1-909-799-1429,4.0,3.0,M,73.0,571.0,O,Reynolds American,
Wrs8845,tllaalxcnbrjztdvhmicqjqdkcputmhphfe,N,10.0,Wrskogmtxqruii,1-440-127-2755,3.0,2.0,,79.0,848.0,O,Nike,2351975.0
WLN8846,kalrekqxazwcisonimejfidvxmjt,,4.0,WLNUFGEGJJOKOEFDHEHVKLWRRMH,1-755-305-4980,1.0,3.0,S,16.0,753.0,,Activision Blizzard,1587842.0
Cfz8847,FIFPOTJIDFMVCPUIOGSEOBVZNMEJRAAQKKMWHDTFJTCDHFNTQSIKVRU,,4.0,Cfzqtt,1-253-932-3146,0.0,2.0,M,27.0,390.0,O,Union Pacific,1987514.0
Vvw8848,Ofvcyaqprnqxyloxvlrqpsonizmxhufdeesmuqvmcfbjhqbpbbnpzpjbbwu,,0.0,Vvwlibwhduysoqgzctepzubefa,1-638-215-2349,2.0,4.0,U,30.0,654.0,O,Penn National Gaming,265192.0
llc8849,GOZFVQWVV,,7.0,llcwewbumwoldwdttwxhdrsxms,1-713-121-3708,1.0,3.0,W,79.0,309.0,O,Energy Future Holdings,925881.0
qlp8850,lqqflmldhsfdqizwycqdeee,,0.0,qlpqx,1-792-233-4441,3.0,0.0,D,61.0,834.0,O,,
SQK8851,SBHTZSNOAPJCBISVDRXMFQKVJDCKFLUXZAEVYAFWMZWAKEIBKUF,,7.0,SQKRHJHENYKXYPTPZWFICWFRRCTIPA,1-141-417-2894,2.0,0.0,D,,828.0,O,Time Warner,2568313.0
gol8852,NYMJFWVZGIDFRJAUUXDERCBUQJAWIPJRCHCTAINNPNLKDNNZDNALLKBTGH,,1.0,golrdrpundo,1-197-604-4412,1.0,5.0,,67.0,601.0,O,Vulcan Materials,2374752.0
IDD8853,HWCOMGBMMVFBNSGWUZLNKJIZECDEOPQJAPIZCWQSCVQAEXWYJNNEHJAIZUXDZDLQWHHDBORTSSBPEJ,E,2.0,IDDOYRRLCFFAJQBEPROGLPXIPI,1-397-297-8298,4.0,2.0,W,32.0,732.0,O,Great Plains Energy,1847435.0
UTD8854,Rxixruzdnuwodlhpmwgalqruaa,,2.0,UTDRHPBEOO,1-903-295-4281,2.0,0.0,M,13.0,583.0,O,SPX,2736541.0
Pds8855,eirqwirokfwycsrlpuxujfiiszpswggujqswwbfoan,N,8.0,Pdsqklkakihqgxemmpt,1-978-235-6639,,4.0,M,9.0,406.0,O,Erie Insurance Group,3405429.0
OKE8856,QCXGFPDPFIEOCAOGKCDKIITCBYYHECYPMQUVFOABKHSRX,,0.0,OKEQNKDKYPRKGZCOR,1-574-044-6737,0.0,0.0,M,13.0,761.0,O,Avon Products,281817.0
Oxt8857,Jikmtwiiwanzalphbvayqruezcfhlalpsrtzndqascjtjrulr,,1.0,Oxtqplapx,1-607-834-9483,4.0,2.0,S,41.0,584.0,O,Complete Production Services,2973782.0
Ldf8858,uoeyateigletwinkdtjshg,y,3.0,Ldfqgsobojiizjqimafgfjbxxpi,1-407-466-2322,5.0,4.0,M,72.0,,O,Maxim Integrated Products,2359057.0
KCB8859,RLXCVEMYHOAADSL,,2.0,KCBLWLMT,1-215-982-8704,3.0,2.0,S,99.0,557.0,O,First American Corp.,1143360.0
qnw8860,GPGDPVUITEDHGWPBEHSFFCWAKJKDINUJVBYSNUKRKUNKYCQNQJAKLPAMWNARGLBAJM,R,9.0,qnwfbnonfvekrojllg,1-464-581-2747,0.0,5.0,S,52.0,614.0,O,TIAA-CREF,3013913.0
vnx8861,vckwtmimfpbupjafu,q,9.0,vnxavufsjgo,1-334-528-8457,0.0,1.0,U,21.0,409.0,U,Jack in the Box,3198133.0
TAM8862,BCEOVJSEKYZQ,,0.0,TAMJUPBBDAAUHENNQLDFLQUX,1-086-268-5102,2.0,,M,46.0,558.0,O,Penske Automotive Group,196221.0
Cue8863,RKOAWAVNNKMWAYJIWSQJCOYMYP,,1.0,Cuebhqiwvjanwcns,1-163-262-7535,,3.0,S,94.0,849.0,U,Hartford Financial Services,3416100.0
Zzg8864,trzgsuboyvttjugtpqztnwimxgkpbfundeumwfebofkcpka,,8.0,Zzgpholigtmeuc,1-963-848-3085,3.0,2.0,M,90.0,768.0,,Motorola,1634413.0
Hnn8865,Xxdsesxdatdbxakedxyerxhxvcjgjtzzlhsaurskqbjvgvtejolpaibzlflkzvnh,,9.0,Hnnpcwlgyzsmx,1-024-886-4307,5.0,3.0,M,82.0,451.0,O,Exxon Mobil,2611624.0
Ptl8867,ukcnjwhipcemwypvpufdwnkefyutcdftkfccwgnmtol,V,7.0,Ptlrsal,1-026-029-8812,3.0,3.0,M,91.0,386.0,R,Administaff,2236011.0
Zsj8868,HJVPYH,,,Zsjmxoxwdujuntiowqavspn,1-618-277-9373,5.0,0.0,U,78.0,,O,Harman International Ind.,289052.0
Qso8869,Zhcooabdhvncftjggtvylxuaximmlvqkwoqbgzhrjldgionltkahpiwf,,8.0,Qsojdckn,1-519-193-3062,0.0,4.0,M,90.0,593.0,,Reliant Energy,3837240.0
geq8870,Wfmswvffjwpvplxheuwyrpnwdotdfbdmesqy,,5.0,geqvoepozzoydknjwifhndfflw,1-298-167-9421,5.0,5.0,S,27.0,712.0,R,UAL,587454.0
ubv8871,Ncvlgsbhgbgjyybwdwzkldlftlybzfrdfowjrzzdkqjsuuponqswnaszpkhduyqglbanocrvegmaon,O,3.0,ubvcfescnvjcfynrgtvsexjwe,1-881-277-1678,0.0,4.0,M,12.0,680.0,O,Warner Music Group,1442966.0
Dwo8872,Gmxfw,I,3.0,Dwotgolswsgbbrli,1-179-545-7465,0.0,5.0,S,42.0,606.0,O,Icahn Enterprises,3965825.0
MMH8873,RMBUKNGHJBPSKKWMEZTLIRWZNGGCXOCPXMHORLUTVFZIOE,,10.0,MMHNPDSWLAQRTRVOGHIFGTMUT,1-985-448-4351,4.0,2.0,U,63.0,754.0,U,Cytec Industries,1075557.0
Eqb8874,Ktqrefkdomiykl,E,1.0,Eqbnxmxqmgkubqfghkxq,1-857-486-9272,4.0,4.0,,52.0,496.0,R,Frontier Oil,184885.0
FGE8875,Vwmmhxdnfqvcjxtrjkopbfmfkkb,,10.0,FGEWKGTMIGQRG,,5.0,0.0,M,1.0,500.0,O,MeadWestvaco,1471024.0
FQH8876,rqepamufmzhsrubnfymspffjsszbrhltcgontauxlqqfnrcojxrc,E,5.0,FQHCMXULOEARGMTVVMHWJUNHTP,1-182-762-5633,1.0,2.0,M,91.0,732.0,U,Autodesk,2367831.0
ENZ8877,,,,ENZLYUDAP,1-532-976-7047,2.0,5.0,S,45.0,720.0,O,Nordstrom,969844.0
CSL8878,Afafewsabfpsvgaxniwgzwbikcepsradhimbcahudbvpfxwfjx,,,CSLPSSHYXZTNVXWQYOUGRF,1-506-846-4911,2.0,5.0,D,60.0,817.0,O,CC Media Holdings,1306276.0
DYN8879,CNFAPGGLFJOCGNFJEHZQSYGQFHUFJGSXUVUYAPQUKOGPRFEBPJMFVACGPZXQMPAJBKQQGUJEAKFLMKO,,6.0,DYNGYJQKKXVU,1-814-306-8730,1.0,0.0,S,81.0,,O,Southern Union,
OET8880,OORBWAJGLVEWTNEQEHJBBAAJPGXWPVTMMJHPBC,U,7.0,OETXRDKCJFTRQUEFSLQBIV,1-099-373-4276,4.0,3.0,D,34.0,573.0,R,Polo Ralph Lauren,2459848.0
PMI8881,Ovniuyzhzspxwhtyiwsdhwovrcdsrkmaxpavlawxjqqrktahorosychjffv,Y,10.0,PMICDMRLAZOKCOAPXMASWFAWO,1-206-982-8100,,1.0,S,80.0,784.0,O,Graphic Packaging Holding,1141839.0
EMI8882,Vhwyrbwlpulyilmjhrchavjrinkregzjikecggxtpiqdnuuwmetyoqxhs,q,7.0,EMIRUSHUJKZHUFCJJINQ,1-786-406-3178,2.0,3.0,S,33.0,846.0,R,Fiserv,575547.0
iis8883,XLKDSBWWAGFBCVRTPNQKJZBB,Z,1.0,iisxttocggx,,1.0,4.0,M,83.0,404.0,U,,1998526.0
