prospect_nmbrcrdtcrds,prospect_ncm,prospect_wnrrntflg,prospect_ntwrth,prospect_gndr,prospect_ddrssln1,prospect_nmbrchldrn,prospect_gncd,prospect_frstnm,prospect_nmbrcrs,prospect_g,prospect_mrtlstts,prospect_cntr,prospect_pstlcd,prospect_lstnm,prospect_ddrssln2,prospect_ct,prospect_mddlntl,prospect_mplr,prospect_crdtrtng,prospect_stt,prospect_phn
2.0,311474.0,U,,,Kpvpckdjhidatjxpflkklnrmnppqct,1.0,Amp12281,VHDBHTMRWPUXHQZQJOH,3.0,85.0,M,United States of America,FJVIFFQL,Ampdspwvellifloogifomqimjppepe,Bbvxmozjslugttqkmjhqkrje,Newark,A,Fidelity National Financial,806.0,GA,1-069-057-9363
5.0,244212.0,O,3371755.0,,jyiclpugyliccevegmhktdfnmyb,3.0,CFY12282,kfsmwwcmuapugsrqfvid,1.0,73.0,M,United States of America,Qpkbaphf,CFYWBT,Chrulrqumemqmwynomexbtbbbl,Bismarck,U,,394.0,CT,1-226-605-4270
3.0,,O,488022.0,,Icahrxsyhvhqfdfuymhkpioqstpjwzzjeeqsa,5.0,ERL12283,Vtgsjn,,84.0,S,,zuntqfeswz,ERLNHRJZZPDDMFWWAQKTLNK,Kfuuaotg,Chula Vista,,United Refining,550.0,WY,1-257-713-9986
3.0,115930.0,,1188396.0,f,sjrhpfazmletcgschmacnrsnuftha,4.0,ucr12284,cyhbwndslrqwfeogugi,0.0,76.0,,United States of America,Frnmausbvb,ucrfqcdntxgdyqnezipmitdtgv,Craqhpgxxqeivezqdafrlunawdxnhcjoxphaaoeblaopsvqvqgkrepiuuixkh,Lansing,v,Crane,592.0,WI,1-934-487-7602
9.0,328375.0,R,,f,Eiinbyitmahosndncarklciojyzjqkukypcwglexebeggtpmvdsxehhnfodubyqkjymqigxshy,2.0,Fkp12285,ONVEC,5.0,25.0,S,United States of America,FBZXMGP,Fkpbeqvmmstzejo,Ilqotpmdogouxwvpoeoskucuhluqwpig,Hartford,,Verizon Communications,537.0,MA,1-513-685-0381
3.0,253711.0,O,2185517.0,f,qkauphakyasfmesoixxifubsnqyvpbdlwbjjuaaxajs,,Bkp12286,itplaccxdlutoogkvok,5.0,60.0,M,United States of America,bkoohxjfbcs,Bkphyqoxaqwyxudpjhqcnk,Tijdrfhgxstnopalibwllgunpxhltzcwkrnjaoaunnbdzqmdqxructbjrtftbbknsjdt,Fayetteville,I,Public Storage,707.0,SD,1-961-222-9395
10.0,92046.0,R,1883164.0,,DAERGDISBRQKPQOSOOHLOVFL,1.0,Ntq12287,Djzainbfyxesjs,4.0,65.0,U,United States of America,JZQFHUOJER,Ntqltzzmvbhruhobbhqvuajjwi,LNBJJRDTSSNPRIMQQVYAZDHHTOBWCQCAZOPLOWPGGBBVUXKHUZTIHXBMFFEZKCDIMMIFSE,Great Falls,,U.S. Bancorp,579.0,IA,1-619-448-5673
4.0,454454.0,R,3082174.0,M,Pnmohabvzvxirgiooabe,0.0,hlh12288,HBWOFOMYEOPGTAVKR,4.0,5.0,W,United States of America,LEEHJSHVM,hlhyvevncm,ugbavzilpkkziglzqkiimmmompsdkmoqakvk,Casper,,ON Semiconductor,589.0,AK,1-533-282-8485
8.0,166188.0,O,2084740.0,f,SPZRIKAIURJUNAROARXJWKOTXBAXJPAEGGAMADTFFLZSTKGQWSDVPLXANTZOWAHMCOWOZKLATWOBMF,3.0,Cwm12289,Orsfdpftdvhxzeyx,5.0,43.0,S,United States of America,Qcswmcg,Cwmfpmgkzjmegqpdbtap,hjedwsbk,Toronto,j,URS,845.0,DC,1-584-689-8226
3.0,282983.0,O,305790.0,,nwakgyabgjqbprjrmrjicowsweyrerquqgnomvyoohxxltuzxexevaqukpydrr,0.0,Pgv12290,Rfepwfcpvsdjxwjitzctstt,5.0,42.0,M,United States of America,mypleijbkcwk,Pgvkvvrgeshoc,zyvgeocpikwaiwoqpdrzqxqcwmrkobbtmrl,Fremont,,CC Media Holdings,314.0,OK,1-393-407-2621
5.0,140876.0,R,2251427.0,,Xmgnuyjocrxbmmzcl,,Ijl12291,DRCPTQWLVKEOOMSZ,3.0,6.0,M,United States of America,sfmcw,Ijlobglutlxy,alipsqtakftbiqaiuuscphsxqfwefahvoompeogsnywgspuicqnndqh,Bridgeport,,Avnet,456.0,WA,1-564-152-2837
3.0,241059.0,O,842057.0,,BWDBVOQ,0.0,FSX12292,enmunefhqoqq,4.0,4.0,M,United States of America,JQPDPC,FSXZRUBYZBCK,Siokjrrtjrwhxdkusneezqystiatfwvcertroz,San Diego,,Kimberly-Clark,661.0,MI,1-261-694-5138
5.0,,O,,,eabmxkoqfdvw,4.0,QHJ12293,Aexqopkhzhbvanvnutstjmhczzw,5.0,96.0,M,United States of America,knqqlcty,QHJDP,Drjmwkcmmegrudwatipxsgrffdkhnwzxail,Tampa,,Precision Castparts,507.0,NY,1-919-832-5314
5.0,194589.0,O,2348382.0,F,Iqixqelgxmoucckxplodyjdkfcosfwkvqlvhw,3.0,KEU12294,Flebqcdiimoymzb,,6.0,S,,DONNGJG,KEUQMPKJDYZDCQHECHIVD,bttpjlbpmhv,Jersey City,S,LKQ,758.0,KY,1-151-045-9104
4.0,55077.0,O,303969.0,,Btmcmjubb,3.0,Yiw12295,Ktbaxnxggq,4.0,90.0,M,Canada,Ykzao,Yiwacybfpkioj,Tgqno,Gary,,,849.0,AL,1-718-904-3454
9.0,162651.0,R,426121.0,,GNXNOYDNPJAMXAVBKJHLSBDBSADPLAWZQNSOAPAFARIOQWBGPVFHZYARSGTWYNXXH,3.0,Lur12296,Jxocswvadrlshpskdhgv,0.0,82.0,M,United States of America,Mfkpy,Lurnducft,UYKMMTLQHRWQLJA,El Monte,,J.C. Penney,454.0,MO,1-444-549-7034
6.0,162804.0,R,739970.0,m,JGTPPEAPCUZWKHZZHWKVUUQXGVHICNLKWMITIZUAYKTPJXTNFYCMYBYPQMIXSMPLRIZUR,4.0,ocg12297,RJUXBWWBWSKJMUWYFESYSYPLYAJVDW,0.0,58.0,M,Canada,Xfyszm,ocgvatakucum,Teykigblekjpsaqljsejncdjqbvlincjlfzlmiskzifgxnkimwdnvjifvgpaln,Sunnyvale,,Airgas,465.0,CO,1-940-403-4707
,179308.0,O,944292.0,,krlfprmpdosddpaiiktrculfvowm,1.0,Mis12298,Vshzpqzer,3.0,75.0,U,,Ppigbuaky,Misccgsqmoqsj,Dfqddqgqitvfxbdqwy,Spokane,k,Host Hotels & Resorts,640.0,KY,1-888-022-5606
1.0,210158.0,O,2697249.0,,DUHSGVKFAQXIZZRNELNYOHJGIJPZUHJEUHQSTRHRQDLDHRVXVXMNSIMTDOILEQTJ,0.0,kvi12299,SDEIK,5.0,92.0,U,United States of America,Hndwr,kvitjosgx,Smjsknnwwaadegpyjjl,St. Petersburg,g,Patterson-UTI Energy,304.0,MS,1-506-023-3346
5.0,415363.0,O,2222649.0,,Txfirbqvedyhnlatiunpyfbidtjwdzsjlbsdjpdcaajmwlnwjnohnixpoiesubxejlou,4.0,Jbm12300,MTISJKRNLZ,,86.0,U,United States of America,Pdckfuswqfi,Jbmtltdsuirdhxzcl,Tudbmmecudenzhtyheliecotayeisidyltrpxphgsjszoddkzxswhtboszp,Fort Lauderdale,,Dover,346.0,Alberta,1-021-542-4665
5.0,420836.0,O,468140.0,f,Jnbrgcshalrezpzzhwwmpuatjbttrcehyvtqc,0.0,ZER12301,Wzvcttxbf,5.0,6.0,U,United States of America,,ZERJPJGXDCHSTAQ,Itnlqkupbnqoddcyecuowvhhjyismqfeksbtfzqgjgoikwjtqkgq,Oxnard,,Advance Auto Parts,627.0,Prince Edward Island,1-396-239-9090
5.0,485904.0,O,1950276.0,,Gqiggmvalfmoqzehjfpvdaocubzbbgcqakecbbplvlpfpnstpa,1.0,Ljd12302,Wntdrpiyiwvlnauphmrnuitg,,86.0,S,United States of America,Azrhdiiou,Ljdhrd,Zmcvlgeworjsudrpjqgffjnjgbnqhlmtdnlvgjsmdjpakhtvubkbrjo,Louisville,x,AGL Resources,589.0,Alberta,1-471-782-7121
4.0,98539.0,O,1588249.0,m,DINGYIKWZWLGXJELFPHMORYTWJKBFTRGRTVGNBPHHVIJASXYUENQFFUZCDOIFKYSHAOTNKSOFZLXE,0.0,MHH12303,krumuubufpnecymvhdphbytbmngxq,1.0,40.0,U,United States of America,Jjshqa,MHHJWAIHFTPZKDNFEFIFGRBW,NDSKBFDDKFAUFGDIHSIJK,Mesa,,Southern Union,809.0,RI,1-792-206-3227
,407049.0,O,3853200.0,,HPTEYNAJF,3.0,Rfb12304,Iesuziijvhoagkoayb,0.0,76.0,,Canada,Wgmlben,Rfbssrolobvnuxsnhvkbgyiauwxsol,Zzcwhcitbrtuobbopciqksovfxnhyqrbclndnqbhiowgwp,Baton Rouge,,Flowers Foods,531.0,New Brunswick,1-664-659-5033
2.0,290262.0,R,3906037.0,F,Jedygadvdvddbxxrijjjrpsuqpcziiqyficbccqbbhkhwjfjssggwhpngumpstjz,0.0,Xwx12305,DQCGDHFWOAVAWTMMMQMJB,4.0,41.0,S,United States of America,AMIQFTSEC,Xwxlzehvimskvzjpewbpfcuyjru,Qojnvgssxpbiznjdazlcxwlveknipetknwsxyiplliuzmjbfckylgtuiajvtoxh,Dayton,,Psychiatric Solutions,400.0,MO,1-370-183-3719
10.0,280984.0,O,,F,,5.0,ehn12306,pcxhjbzsakgdyi,1.0,83.0,M,United States of America,CALKVQ,ehnzraspvkgxws,Ojrzyijrowyctoswfhwthqamtiidwieuegnzhbwuiqrznbhdbm,El Monte,b,Cenveo,324.0,VA,1-331-127-0336
1.0,408050.0,,203616.0,,Oujnmqqurpeajupofdaqcwypkxntogtlaelxqouxsujmpoptvvcteyqrwiflekyq,4.0,QQH12307,Jhesnpwowlkq,5.0,100.0,M,United States of America,xwurulh,QQHWVRZVMJKN,Omsgphihupfde,London,k,AbitibiBowater,709.0,OR,1-006-924-9297
2.0,405529.0,U,126249.0,f,Dmskgbjgowhalm,2.0,Dmi12308,ymlkppdqzisibfhufxdmuqsiv,5.0,30.0,W,Canada,Luhykbau,Dmixbdgaqkpjsisrszwyfvwrsi,rtenbwoffvfrxsusvosodqztcisvtmxkqvvevbj,Mount Pearl,l,First Horizon National Corp.,580.0,ND,1-206-843-3630
7.0,126262.0,O,2622290.0,,WTBBMWBNOVBURDTMDAHLJPRWHQ,0.0,avn12309,Yyogeqf,0.0,43.0,U,United States of America,Hhxdv,avnvlx,Cffvuyeveyqudtjaghgsdtdizxwqnxwnwjxgtivrmjktehvprocduiyvvc,Plano,M,Arkansas Best,704.0,Prince Edward Island,1-763-778-6828
4.0,98860.0,O,2529787.0,,,5.0,Mrz12310,Npmpmuttydafovajeuofypp,4.0,4.0,M,United States of America,PVRJAHFAXVA,Mrztvfhytczbtgxkyzk,Extkvqbzltxobljuobtuvqjozmxbihccekamn,Fayetteville,,Ecolab,502.0,Newfoundland,1-004-494-1059
9.0,37350.0,R,64952.0,,,4.0,Yto12311,jgtpjgjowumxzkh,1.0,21.0,U,United States of America,lxzhfhllc,Ytoswnkaxafdciuatdgbfqaaudlyd,Hfchqtjbneybmsomeefymhzskrwdtuewfyhjrqogp,Vancouver,K,,457.0,DE,1-030-182-9671
3.0,230290.0,O,3764339.0,,Craddzxzresgxqiocwpfjflnlqwz,4.0,WYB12312,Sfslbqkbeiwoh,4.0,50.0,S,United States of America,LEVPWW,WYBJQZUDJFBLOSTFIVTP,bitqvirumcdzhio,Frederick,D,News Corp.,508.0,CA,1-758-089-6196
7.0,119956.0,O,,,WHUUXHDZGBZPZIAEAEGCSWALOJEFNDWEMHOPAUIEPZXOGZKAHLOZGNBSXOUEEGQRYMMM,0.0,TQA12313,uzegaonaehcldsblqykjdnafw,1.0,20.0,,,Bskzwysi,TQAYQWCANJXPPDBB,Kniokegtomqfrwxclfakrdeaqntqpxfrwjdicnxdd,New Orleans,,Publix Super Markets,531.0,ID,1-013-070-2029
3.0,164589.0,O,3880644.0,f,Yhvacnnqmmmgwrfhphpxnhyvfuetxjxmcipnzkhdyfmcttjrfyoeuqrpzvz,3.0,Mpa12314,Xmwgpzpzjmoquzbevf,5.0,56.0,U,Canada,YGHKCCHW,Mpajjadijftvchjdwiilqvtz,Teccfpldgfcgolmcautgpalfxmhavardrsiytpvgjbbrecsev,El Paso,K,Land O'Lakes,,KS,1-632-661-7161
10.0,182678.0,O,3926126.0,M,Bdgrawholqoijnqtrwrkylkhstyqlulyfnrspemwvan,0.0,qow12315,aouaqoaryufczdc,2.0,76.0,D,Canada,RIROAXTLPTUR,qowlptsmqqmodnifxvmoaujxennbua,TFPMAOIWJJJTGIHWKKQUCPKXIBVDTNUHYGGGAAQARXJTHRURFZIJGABMECNLTLYJCBHLBVMLZQDP,Huntsville,y,Delphi,,MD,1-370-978-8638
10.0,351317.0,O,3417605.0,M,Ydghuznjlxqaiowpiouevxobilbhcyljumuaq,,Oxj12316,LJZIUSEBTTJILMCCL,0.0,92.0,M,Canada,Ykmpul,Oxjhhsrfnkqjsqctpvvp,HNVCKDX,Jacksonville,I,Lithia Motors,304.0,RI,1-138-404-1013
2.0,160175.0,O,457926.0,,Wotkbsiryeroriopxswogtdnjjmwtdkpbuykxrgbc,2.0,ckl12317,LJIWRMBMHUXG,1.0,26.0,S,United States of America,Xxctzi,cklrhddldhjotog,Wklkomqcmdjtbozlfrewdjxsdcecpdpwakoobjcooqoyhedfv,Las Vegas,F,Buckeye GP Holdings,817.0,CA,1-248-361-8642
7.0,294533.0,R,2935217.0,,GTZSBMHHDMXVWANKNOBQIZRQKJKEHPZGNRHKNBCHQSIFQG,5.0,Prl12318,PMNNOMSTLFCNRQUDGIVOAOAHUQCTS,4.0,12.0,M,United States of America,dcvdjkuqtwt,Prlrmc,Hwldhpyklnmtglmnigmevqwuijhsunaheglbwfwxdmerjwmkgpsarfhvtohzbwbggepyhqsypwck,Hampton,D,,353.0,WA,1-671-685-3427
,97846.0,O,934777.0,m,,0.0,CUV12319,Zcdimmpyudwvnbbssucydpxmrdpq,4.0,74.0,U,United States of America,Bpzqorlwot,CUVWAXACTHGTESFGIZDAIFGTIULBKI,vbjdcjsyazaumlavpdxppsmiwjfypbbjznyzpedejzxbxzthsoheclsdukbcgeog,McAllen,,International Paper,741.0,ID,1-394-717-9998
,335004.0,O,3701481.0,M,Qvteaqmlumpmnbiwgmsavwcrvjp,3.0,Ysp12320,hifwjcuyafkwralv,4.0,25.0,M,United States of America,Ipbwyxwn,Yspuopswhn,DDPTBAHGYFRAGFXDDKRNR,Idaho Falls,,Freddie Mac,655.0,KS,1-145-829-9708
5.0,146440.0,,1637670.0,F,tnyxmgbgttqit,5.0,Fks12321,ITHURFPAGAIBGAAPDK,,8.0,S,United States of America,Asapxipt,Fksolknigjfcoaqzwxvirrzdjsg,fpsxhnbkipxakmudlss,Escondido,,Priceline.com,769.0,Prince Edward Island,1-357-287-8080
,316315.0,O,2335832.0,M,,2.0,Ghd12322,Kvjrpkkibkbhofchuzefehqor,4.0,23.0,M,United States of America,Smydtaabhcrp,Ghdftq,nefzfnmnikgxoymqruocjboizrtbhskkxoessyrbxrstiddpafzpey,Mesa,,,633.0,VA,1-284-247-9149
0.0,329949.0,O,3956551.0,,APURZJALTVZIYHZAYXFXQYMKJCXJRZWYVWOLAUIOJQVKTEDAQLXLGDRDMRLMNAUG,2.0,Qlo12323,Kesnujgzhvfijhgiboldqilscau,5.0,43.0,U,United States of America,feaapvyubl,Qloxwpgatfrflfatkrzolvbpnpyv,,Rochester,q,Boston Scientific,,WI,1-413-399-2535
2.0,449560.0,R,3483920.0,,hzwjfmugtimlynjadrkbocjckadfgdiyxhirywmdpxqehekkzibxgpzmqwa,5.0,JQG12324,QLMPOEVZBASCVVTWHOBBV,5.0,33.0,U,United States of America,hcelekrdcjry,JQGNTKZDRTMOG,Ciqkcztw,Montgomery,Q,Guardian Life Ins. Co.,626.0,MD,1-823-570-8842
1.0,12309.0,O,1518520.0,f,Oicstfrxpsafjruoqvjzgczemkrrgxywbmqxlckhlrnsxlywsyins,2.0,Qmw12325,PMKLTBSNEWSOOUROUAWNYTGXTQTRB,1.0,69.0,U,United States of America,mkyelsv,Qmwmxkyqqycmqtnlnhmsfrfbeou,jomzeasgthlwwyaurgubhohesfpcacbgdsdjwd,Fort Worth,,New York Times,770.0,AL,1-591-654-1502
3.0,212767.0,O,3226297.0,,Jzhmngbxzhdporutetfpcfdjovzo,5.0,Jol12326,nkrienwtmhzxxs,4.0,60.0,W,United States of America,Rbaprd,Jolkvnjhdknadenwbs,cehlscygpzrylqggulfbecqhmtfpjjhtkgifwurgjyrjspxsyeng,Huntington,,ENSCO International,361.0,VA,1-404-280-1115
4.0,67204.0,O,641413.0,,spweezjzbodqtzlyrsihpyivmklwvuhoeywftuqmvhkdizfymtg,1.0,Txg12327,korotn,2.0,27.0,M,Canada,Vpkvxwzgkact,Txgxfohageof,KLEMGMJDKPIFDK,Oklahoma City,,Norfolk Southern,640.0,AK,1-688-267-9579
1.0,89239.0,,1189583.0,,kjuyrhunruvhtwxnohwtqmhtxmncyuslnbmjvyfrtoiciw,3.0,Jnx12328,KZEFOWHAO,0.0,21.0,S,Canada,hoigldk,Jnxfe,Hmqcsepsitbfnrfglsogxiacueedajvopfosxpmxmrcwcyza,Jacksonville,P,Yum Brands,775.0,FL,1-532-620-4621
10.0,232462.0,O,2637883.0,,etnxrffwuschfvjtmgarclqebqbfkhydzmrspqdxatwjiuepheshbpokdbzurer,2.0,Ktf12329,Okcautpfalcksjcpwtedma,0.0,73.0,U,United States of America,kwwvriqx,Ktfcxtusfyqlsqrfus,,Lansing,u,Crosstex Energy,549.0,UT,1-088-509-5188
9.0,144710.0,O,2987017.0,,Bnlnzitq,0.0,rwt12330,HAYSOANHSDRNTCVSMLCPSONBAMVR,3.0,99.0,M,United States of America,TVJYZ,rwttwbmwlofsyspdhvhekhkssaxanb,Lbtqtftjxafugadjsduwwjjvd,North Las Vegas,b,Apollo Group,818.0,KS,1-102-532-7926
1.0,276109.0,O,623033.0,F,Umzrohiazxstjrinhkwjjtjzrnovhjheucuvbwutcdzzjpcsqj,4.0,Dwn12331,AZYZDHRDCZGXVBWVBM,,100.0,U,Canada,pcbubinmrht,Dwnmbglahmqdepusrbteguepet,Kgeanrmjtszhcoirpcjxmjnfjmmihwmrobcpietjpqwlghjvtzfhbuhvnlrd,Huntsville,,FedEx,720.0,MD,1-526-411-8040
10.0,102687.0,O,1763040.0,,Iymupwfafpoudqimjopbcocpbpketepqdoqtudmrguxsqwfjnh,4.0,FEQ12332,Tdsoerao,5.0,13.0,U,United States of America,igvxfvw,FEQWDETZZHVCS,Twkyrejpwryyscxjmwwaddbqvynqhwilunodlcekrrabwfhkuaseqovaxvjqvbeaa,Hilo,,Icahn Enterprises,486.0,CT,1-606-362-0155
6.0,286230.0,O,2412526.0,,PQWBSCNOOTUAXFNTRICLZXWYCLNDRSWJZRWLFOFVXRAAQUZPDSMZWMCGWLHVXXDWTL,1.0,kfq12333,MRPIUYTIJVZIUTHDSSLPWTCQ,5.0,9.0,S,United States of America,Gzmpkexi,kfqvdbmaorgialrpvuioj,Onfpsxsqawajjiudrrhdymlxlh,Baton Rouge,,Source Interlink Cos.,614.0,SC,1-376-354-6327
5.0,374311.0,O,1967771.0,,Zbhbbctnpnmvtmrsaievovvgjftyrlpkwrboenpfpipbimlhnbfzazpmpawfvxukkgeefrqwfrrudp,5.0,WAQ12334,Kqmdbwlivxbfoadttnxz,1.0,40.0,S,United States of America,ojelbn,WAQLYSMVZN,Sxseafutlgxwxoqbnlpgaoxulvxbeck,Charleston,H,Sun Healthcare Group,616.0,NC,1-994-456-3763
2.0,340354.0,O,3926121.0,,JFHMHARHVBPTQKVSMPTDDORSQGTVCBPIDOEFHVSLWALWJNODNSDJV,,Yyq12335,Ppxjcmbsundhyjvexf,4.0,11.0,S,,fmpgrqjhn,Yyqzkqrkwljvqhqtzvoolqksezk,aeducaozgcf,Durham,X,FMC Technologies,581.0,CA,1-451-246-5046
4.0,391742.0,O,3507757.0,,EONVHVOWTTDXHEFMRUXHGKPLMLHMDRZVJBPWTAEBWY,4.0,jpi12336,Anejs,5.0,59.0,,United States of America,Emwooe,jpiercitwbmlqjrmxju,dctcmavfjqicjqepiiatagkmsmcyacdgz,Mesquite,,Northwestern Mutual,592.0,SC,1-071-040-9433
9.0,234033.0,R,1189997.0,,Hotyoxbhdngfynvuijyyrqiloyfzpsmxxiyhylzkzzfmcqyfznlnxhbiffmkvwlhsdbvefhvuwxmqa,0.0,TXS12337,Qxrdpgnoutlnkadeq,3.0,65.0,S,Canada,IKKRWSLKGQ,TXSHCSDX,hkeddvjsuqhtquvzqemyvaljweporzlszsyfspoyaqnfmkgfnlxbjnubsobanzbxtqlgl,Tempe,Y,Dick's Sporting Goods,532.0,VA,1-777-537-6703
3.0,77427.0,O,,,Jsozmpitpwkinhjactpzpexncjxlznkavotzkary,4.0,Wzq12338,Gdipizcexjtbmenpvtehebtwltsjhj,0.0,16.0,M,United States of America,IOCJG,Wzqjpvffwivslntflmnptdnm,,Oshawa,,Cracker Barrel Old Country,367.0,Nova Scotia,1-456-828-2283
3.0,172000.0,U,1118649.0,,Cltsbtnldymccpnlqmaxflqanzauivfyt,0.0,Zoq12339,Vjpsmdxcfdgyejzgrq,0.0,4.0,D,United States of America,FXQWEWLGAOEF,Zoqyuscp,ccpejmksjeoptfbufdnnggzjuzhgbkrnzxkfgwtkqllqafaubertotumgjcxcbtrrlaqbbgrwxrsebc,Vancouver,,D.R. Horton,429.0,MS,1-376-399-5665
5.0,91479.0,U,1333706.0,,Zihfvkyukzzcidbykgqniysoujesprxvbdfmhosywerkiknounacbtkqjekthdnb,0.0,YBB12340,uirvtpykxpstnuybrnmd,,66.0,M,United States of America,UIUPOIYDGGBW,YBBVAAKXTENFQSASL,Tccicssgkktpqfdorlyspctbtbsrzchxifaa,El Monte,,State Street Corp.,384.0,NH,1-368-057-7078
2.0,465301.0,O,,,CRUJZQQHILUWTV,0.0,Qoi12341,Vsaahurlpmhuegssyojhxlpyrpzm,1.0,94.0,W,United States of America,ZODFHIRBAGM,Qoits,AARKCLJKHMZZUWXBFNCVXLIIOSDSQSCAMQDWMFNVZZRWO,Dawson City,,Equifax,561.0,RI,1-860-372-0824
2.0,187951.0,,2710824.0,m,ggcqzllipgvwxuftncrpliizkbf,,Seu12342,WILPKGVKWSS,3.0,33.0,M,United States of America,Rmlamzvq,Seuqozk,rxqktcxelvobm,Cheyenne,d,Urban Outfitters,777.0,KS,1-021-429-1355
1.0,329347.0,O,219055.0,M,Fxasglfnj,0.0,Amj12343,Uczdmjjet,4.0,0.0,S,United States of America,SBUJM,Amjctwnyfub,,Grand Prairie,b,Oneok,,OH,1-065-885-3472
9.0,395829.0,O,1564393.0,M,Eugfaoqlzfyojgmijiydhle,1.0,Udk12344,Uzagiyuprdsdvxobkrli,2.0,78.0,M,United States of America,Csblvuodtld,Udkcpwc,PLTDNWPVCEZGMBJAWECTUHPPJIVCWJVSXSXFRNCPZWGHOWLJBZMLCRERMTSAHXVHXMTVTFTJVP,Fullerton,,Avnet,619.0,DC,1-064-681-3668
2.0,182499.0,R,372900.0,,Kulpgqalypwbwudutxrjsxnxuxlpkaolo,0.0,xax12345,UPNXMAPJZSMASMMOOODPUEJPJTOHDU,2.0,18.0,S,,AQPVZNWZBA,xaxbdgycowuigobgsxksrhmcxdu,Uiydqthsmnrhuxsqfubtgaxchklgtwtqwogekdgijhbhepsfcdo,San Antonio,,Hanesbrands,720.0,DC,1-156-133-8390
2.0,390516.0,R,475767.0,,JKTDLAI,4.0,Reh12346,Doymbabesfhkmedvr,2.0,7.0,W,United States of America,Ijyuumn,Rehdaubkilu,MOUWETJ,Fayetteville,m,Terra Industries,785.0,IA,1-033-843-1781
6.0,219352.0,O,2231232.0,M,Xgacqkbnkftlujscs,3.0,Biz12347,Oqhddebvprlpbohvsq,0.0,58.0,,,uprxmlrmh,Bizbmjegzgvwkuvpkrgaulriseexdl,Jpgbrhyrgultogjoxfsobfxrxvalvkwvlqecewbvg,Elizabeth,y,Guess,830.0,WY,1-658-506-7867
10.0,201633.0,,1876944.0,M,DCVDKFSQLGFBEXRLSVCIJPNDE,2.0,HLG12348,Hwqbwwgtshddjikufplhptsnasq,1.0,52.0,M,United States of America,Luonuot,HLGNNSPUBSCAV,Sqvwqaxxsreawneisqspmyxnvkjsbyiduawqnigyejuc,Cedar Rapids,K,Arrow Electronics,599.0,CT,1-564-816-7458
3.0,265623.0,R,3644601.0,F,dkmipfccbidbpahkufrvlzyc,4.0,Hht12349,PFSCRXQKVMRHW,5.0,25.0,M,Canada,PSLXNT,Hhtlusdgwqijbecehpmuermlhuji,Ebepetbuxvkufsqkayuvhpucrlxsnyspaymoctqkwzetvfmapleqqvrdauftuz,Orlando,Z,Verizon Communications,367.0,MD,1-271-319-4927
2.0,273768.0,O,3532868.0,F,AXGRQWAWKOONZCPSTRTMHHNSEWOBOLHKTHTCQRHZRLRPRVPNNYGSS,0.0,Nbw12350,Dirzdsvn,,2.0,M,United States of America,kraliogismd,Nbwunq,Ulqxfikfunjpaykurxhbvfuexfimnex,Berkeley,y,XTO Energy,468.0,AL,1-689-967-3402
8.0,349125.0,O,943201.0,f,fosiybnvugdeqtmdzw,4.0,Kcr12351,vxqnbofycgkiaj,5.0,6.0,S,United States of America,vrstcf,Kcrybioqnr,Ulydyfqjqvarcrvragfrnlvgzapotkiapxvbmxiudwjfaitxunjpwpxfrdgcfayxo,Frederick,e,Live Nation,,IN,1-627-690-5332
6.0,49634.0,,3621543.0,,zlyyvhldfvkaisuhmiqtskbgedfsaveoxqeosm,0.0,nfn12352,Nqpezukmhpqfvxesm,,14.0,M,Canada,YZMSGBOIVC,nfnofqdbhvpveoacsc,Vilqceklokxeyiltxtcktngmzbocsxhbprorhmtntzuetmlqzhxtrhxazfddgotnoiac,Santa Fe,g,BlueLinx Holdings,559.0,KY,1-078-269-4827
7.0,397349.0,O,1437447.0,F,Xodmvxvrtlvlhpqtwlwrkuascczrrbcyjihtdtnxfppnaxgftyrmn,3.0,lej12353,WVTKPSQ,5.0,85.0,M,United States of America,OURBCX,lejuppqyvdutxvxieoezhvvdyx,LGIZZHUZNGUWPOCXOBQYCMQ,Vancouver,,E.W. Scripps,438.0,UT,1-981-819-0226
2.0,487256.0,O,1855555.0,F,Zslvamsjkhuxkooibroamwramdmsfmpzjv,4.0,Dkh12354,zigzdeydgaxsawftuu,2.0,88.0,U,Canada,Glzqu,Dkhjfgwjogetdl,Upyqbkkhfehtuaadtve,Jacksonville,,Kimberly-Clark,673.0,RI,
6.0,134758.0,O,608023.0,m,Wrhrlxotstgtplarlkakldmmugrlytzfcyujzicr,1.0,Jmu12355,zroxxdfin,3.0,89.0,U,,BJZJOPEJTD,Jmuffbuuyyilww,Zvohrvtgmgelfboqmptgpjglwmujwcpvfjdzxrmbzfmfilrtx,Corpus Christi,,Alliance One International,515.0,CO,1-869-240-7368
2.0,138928.0,O,3844035.0,m,AEVTUHNXJWOGIPZZZSIAPBHOESECGRIBWNOLCFRSPDTORXOKXEKO,4.0,UET12356,Nhtbcugpiktuzrqcfl,3.0,85.0,M,United States of America,Uscqjgtn,UETHMGVNVGKKFIWE,SXGHFQJVFNQCNAYGDDXRPCVMFTMZKVXREPWLFLJGDT,Wilmington,m,Marshall & Ilsley Corp.,622.0,WV,1-005-825-0378
