gncd,ntwrth,frstnm,mddlntl,crdtrtng,lstnm,nmbrcrs,mplr,phn,ct,ddrssln1,ddrssln2,cntr,g,mrtlstts,ncm,nmbrchldrn,wnrrntflg,nmbrcrdtcrds
Qzp9480,3392701.0,Lhwxz,,402.0,Qzpvmmnyaskcklfucuqaauc,0.0,Con-way,1-568-249-4995,Virginia Beach,Nissplekhbhadhtxqwbgeob,bxbhnzxymxyiuriujrvlimudsazupvqpvouaiqagfncxhhatjizdztl,United States of America,2.0,M,64117.0,2.0,R,2.0
Wfv9481,336336.0,BHXIDQPDBPBFIMPMXFAXUVKM,H,362.0,Wfvbxuuerdnomzbt,5.0,Oshkosh,1-002-996-9327,Eugene,cabrgcdiwievbnmpjtybkmczqxwpmki,Yjwoyvzcegpirdmmwopbbeelqdruiikgpiufnrdhparlfuqgbuxkjplloowxtspdeuhvbyur,United States of America,18.0,S,229941.0,,R,
Tpp9482,3133893.0,cardcxmifrbtb,e,812.0,Tppbjeleo,4.0,Cameron International,1-401-933-0040,Fort Worth,MLLYY,LFYIRIUSBOBUHMMSVYJZOFAACTGBPUGGNWAINXDCWAWADMYE,,91.0,M,,3.0,R,1.0
Klq9483,3715814.0,Tnwhwuwujob,,580.0,Klqowby,5.0,Idearc,1-744-027-1339,Dallas,Gzwrqaekpfatpvnvwlcdtvpzlimbhqeyyc,crwcmsikb,United States of America,97.0,U,158070.0,3.0,R,
Hfa9484,3526834.0,Hdfmrozegpzk,X,763.0,Hfaqeumemjvqjyrllolclsc,,Oceaneering International,1-990-209-1115,Thousand Oaks,Bqwaphomktjjavqgggfwzciptnuvuyundbhpjnmm,DHOZQRUVOPSHZICBGLKFMIO,United States of America,60.0,W,497002.0,5.0,R,3.0
VBM9485,2526231.0,cecswjuysqrev,,823.0,VBMPPDKMTVZBRMRLGEKHYMYNB,5.0,,1-101-422-8097,Honolulu,Qotjuogwwgwcofaencrarbgcqnfwkcszjktlhkkaapwbtmvwlyoobfmtwkmantxuxmtsqjefw,Aqcwfuzcnkbpogvpcjqr,United States of America,30.0,M,335685.0,2.0,R,8.0
Lsu9486,2534383.0,CHSATXLJVRUDBPGWJKYRYQRMUGLCB,,551.0,Lsubpcdak,5.0,Ameren,,Dayton,qjeodgbgoyqpiywwzg,Nhxczbtukjhaak,United States of America,84.0,M,281035.0,4.0,R,1.0
Hme9487,3156142.0,Bdleoq,L,473.0,Hmeebxkoswnuxkpjpixirjqwqbx,4.0,Varian Medical Systems,1-844-124-5250,Hayward,lzwbmsutlepgrkevntutxfxadgzogtjakb,Eglhqchhhntpjakiiokmcxvslrrpxubtlseyykvrnuxwqpkpeqoqdgttozm,United States of America,21.0,W,147416.0,0.0,O,4.0
Bnz9488,3838059.0,ckedmlgsjvva,J,328.0,Bnzgcsjajnxhotpubgatqhpgvxbut,5.0,Hess,1-879-912-0700,San Antonio,Afysoxhbbutokdmjscyobgccbavduvvqctbq,jbxeajfpimbimlxehlaekebikuklzbxxxdkxvgeuyfnezzuxfeyptvdfdto,Canada,3.0,S,387521.0,5.0,O,10.0
Wxa9489,3283829.0,diidsgtr,K,368.0,Wxaejxrztdyl,1.0,Icahn Enterprises,1-576-723-5565,Seattle,Shgijigpajfpwiuhfzwsqqsyqkdpsz,gbsnvuimxjyjsfguetrslcpmvjxtbnvtqaqcuszjlzgzuyvnhkiocvfsdzouwekxdihcshowjzzc,United States of America,55.0,M,57312.0,0.0,O,8.0
Seb9490,,KIVSZDVIZ,,386.0,Sebakgeajwyvqycvkxaqzmuvgwbkyt,4.0,Procter & Gamble,1-088-841-1426,Irvine,Hnbcckbsqowqxhgsheaxakjhmguryedibipjbhhpqhodhpdjhdetazcnbqpkv,tirxceuepnxmulsrlreanhrjkatatbpmtdegccrelmwcuzrmnrevmikofcxknhexvyu,United States of America,,M,360779.0,0.0,R,4.0
qxx9491,3518557.0,lnzvvavvcvxsizugwr,Q,560.0,qxxsmifgcmroawqtyvmomn,3.0,BorgWarner,1-562-385-1787,Albuquerque,Jibocqwiasetfpgvlbmiqpqcwkxkpcknqwcddvycmigjsdtkfjkqubedboxgxuz,HVRGBDNSKARUMPKEPKRPQVDBJNMAUQPOEBW,,85.0,W,126400.0,3.0,R,10.0
Lis9492,1027508.0,ZXMJATT,U,362.0,Listrxiu,1.0,Crown Holdings,1-517-796-9701,Grand Prairie,Erohdgxsfvtsogqligjahfljrgwivwaofslaiwiihpewvbrguiqpuofwhpenfhpctdgsmq,AUIENURQHLOYHDNDGRBACIXSEDFSSEJVJV,United States of America,98.0,M,298516.0,1.0,,2.0
nwd9493,3327641.0,Txjmlarkrczqgnnhlcbwu,,,nwdzacwzaaemt,4.0,Affiliated Computer Services,1-362-203-7159,Hayward,hobpeooxafabekrebrqfuuoamwuhgr,KKZZWTSNPIGGBTPFWJLIBJOPSQDMAIPEJMJSKFLVKMROXNEAQBWGUOMMKWAGLOLKNGCUCIU,Canada,33.0,S,235487.0,5.0,O,5.0
fnx9494,1816348.0,ILILMVTEUCJYLPNZOWRRJVPZG,O,496.0,fnxcpeweuvzcctztnewbb,4.0,,1-884-559-1729,Shreveport,Eewdqmpadwhravltiaumbrgeemanohflompvkjaijgjkiltclsysruzugicwmq,Jlknmqmiunblahivqwbsdzcaoekirrnhpundbwatmirjyubdojkeljzrdreiuhuvg,United States of America,9.0,S,491115.0,4.0,O,7.0
xgl9495,,TPOLWGNSIPDZNHKFPOTSPYQXTEHI,,748.0,xglhedljc,4.0,LandAmerica Financial Group,1-725-024-5182,Evansville,Qkdastidobuhiogyoepdaxppzqptcwuzyhdmvkdsttqkqbcqgatxhpivflfmxx,ejizjkxphcwetojwbfdrniiduwtarqtevimzvip,,1.0,M,256666.0,2.0,R,1.0
Psv9496,3435022.0,Fqczqnlshdxgxptfqntxi,,792.0,Psvqblfovrmkpgtuqcykaqtfilcwnr,3.0,Kindred Healthcare,1-308-338-7519,St. Paul,xotuwemogf,FGEWHUXGOVWFFLR,United States of America,74.0,S,286893.0,1.0,O,3.0
ODJ9497,156473.0,Fjkqdehhyecbfjolf,G,699.0,ODJJLCHLESVHUKVKRCUVC,2.0,Buildings Materials Corp.,1-741-219-6035,Richmond,EECZFSWXTLCMRCCXZDEYXZKLCFITLNQPTY,XFWSJJDDVSJQYAFWCSGTHTXSGHXCFCVFXONFCTVJYELGNAB,United States of America,34.0,M,288389.0,,O,9.0
GIO9498,484180.0,Boruvwogralvzujhm,d,,GIOWUOZUZOAWRYHE,5.0,Mueller Water Products,1-739-791-3178,Grand Rapids,Ywckijppzilxrewmocgnyxwatwdvztwqazxcvblqbwxtmhhbsxmhxnefnthzvlzlfu,QIMUPZEJXCJJLIZEUKSSXDCRVJZXQPSNSBHNJ,United States of America,95.0,S,213958.0,0.0,R,9.0
Syt9499,3122213.0,ABVFXVEHDLRXTYQ,,722.0,Sytkboioxgvavywcag,0.0,Icahn Enterprises,1-138-297-2263,Raleigh,lfberiectxbowjnwzrohugjucfhnwhwtonhcxwtikg,Wiwmbgwufcgjaurlevccrhqauifofonwvompxyxtedhhtvhraisbhqsykyjdde,United States of America,,W,36584.0,4.0,R,5.0
Xtu9500,,PNGARPSQF,j,435.0,Xtunrszypketlsrmfemffczef,1.0,A. Schulman,1-407-422-0343,Iqaluit,SIOXPYRGBXCBFPZIUWCQQORMJOHTQWAGEAXLUCJJO,Chttgystgxrwheofkewiwrccdcweodakjkstmjescxpzotwremvtfjwe,United States of America,76.0,U,433090.0,4.0,O,0.0
Lkg9501,3449474.0,Bwynsjpiqwnrrygdvwfk,U,816.0,Lkgcnm,1.0,Allegheny Energy,1-213-805-8297,Naperville,wtzjomvzpewpupbpvjgynhuxnxkelzazaclsbpdcejejkxgwaenrkrutuzk,Ivftvzwhyobvqqtzrqntwcbkbbfktqnmkuaeasnxiscgohhjlzwnqrilwltlgizkfppdvi,United States of America,73.0,W,480247.0,5.0,R,5.0
wgw9502,2102334.0,JCNOLPDAANBE,f,693.0,wgwtntknbftkvzrhqumibzmqxvhqpg,0.0,Cintas,1-293-053-3055,Columbus,Kkihbu,trfsawnznjpeqncwyxg,United States of America,82.0,U,311882.0,5.0,O,
Scx9503,3280769.0,egunlngewxmbnccnhjeuloi,R,723.0,Scxmfojarprupa,5.0,Public Storage,1-372-926-4609,Richmond,Cqrmgiuyvcvsdxmxgjxklguvpfydrdhkmxkcbfhat,Spfqrlyookxqapklzuxufwrnkhservxjveskbul,United States of America,45.0,M,195215.0,2.0,O,9.0
xcc9504,,MOPZPKINEBFZILDIBXZFMDNUQZKKGH,N,597.0,xccxwbzhowjgznvhjkiqmqzknhd,0.0,Watson Wyatt Worldwide,1-306-312-4894,Bismarck,YTCMCWHRHLXFWNIPGSEJWHPTTNAHLJHMWYMSFWRGVFJYXNMRAWQQACC,Pvxcxcdzxyxtysmdtccwyrsasltqvnvsgkkqcclzrjmwyhchfqdeddqopbgkohyfibcj,United States of America,21.0,M,377759.0,3.0,O,2.0
kpm9505,2576901.0,rbtugfjvexhogfkgrxowjmfc,d,747.0,kpmyiffepmio,1.0,,1-775-115-5430,Warren,Sgrwhetuqefhicwsbpxslawoghnmetqfxssktivixiepwcosfbpnybmygspm,Tjqkdudlhksu,United States of America,82.0,U,444654.0,,O,9.0
BKE9506,3502928.0,rjswvwansmgiinzb,,391.0,BKEDWOJCUHJKGEIFAVXWXFTCJQZECF,2.0,Constellation Energy,1-593-713-6307,Jackson,rcwkqeazogxxvwzrbhygzerqtclyidhrjdp,AUVEXGUVBQWSGHENATLKLJEBYMVIUZBHMQLYWQCBPYTRGBXRODOXLDIWFKVPXJZJQSVDIZYW,United States of America,7.0,D,20521.0,0.0,O,6.0
Ayt9507,,Swfvoswmtv,,584.0,Aytorpalghgcqgrzlcci,4.0,United Technologies,,Phoenix,kgvqnpkkpoihwacshftkuawedhrcrwddelnuica,onmfce,,38.0,M,136656.0,4.0,O,1.0
Qhc9508,713120.0,Kduhxyidhpsslqdbkuinishahbz,p,391.0,Qhcjbnibxwviegnmjjkedzfnhwbbb,3.0,Reynolds American,1-695-441-1442,Paterson,FELBQVWJKZEIRXVNGMWBPPQRJ,Pmvetvzowtlnjehkrtmilhiiqydgqlqmvupfesufyc,United States of America,59.0,U,434474.0,3.0,U,0.0
Eyf9509,67828.0,vyywbazlxp,T,797.0,Eyfohiuxcoozmxcslavpico,,Computer Sciences,1-376-518-0976,New Haven,exgprlepalpyfakithh,Szzgpannzjajmtxzemhxwtsvlswwbydxoivfcuhllw,United States of America,99.0,M,7450.0,0.0,R,10.0
btq9510,1044199.0,Jhsyjrojeliemyyryled,d,588.0,btqcolqalyvct,5.0,OM Group,1-394-033-1715,Elizabeth,Bpvcfipdcolgdrudgvbxbovbydrwhvabzlxrlwlcuctdstezdemajbmubmv,Mqrkfqlralnyexhztkufhbgpdzlgnsggodgwcfeveefwaoatxlubwuskhhnq,United States of America,48.0,S,336413.0,1.0,O,0.0
Udy9511,2450172.0,graeyjzmnehtocnoda,,627.0,Udycelke,5.0,Perot Systems,1-036-501-5452,Overland Park,Hktymsvtwhgjaujjvealqlmcipkixsvbfqitjnylcwydaknrxocuxamaociup,UMHMKJIWUGJFRCHYNWOPTPQDUXWKZIBZSKXGOVSYIYGGQUSHJNSWAGINIVGMWSMRRJI,United States of America,9.0,M,115331.0,3.0,O,5.0
XSS9512,111571.0,Vddsnjalxbv,L,771.0,XSSAXNXFDOOPSMVCLMENSKPIUS,4.0,Energy Transfer Equity,1-544-882-9655,Fullerton,JMDMEJXCVVRGKDSWWQQQZDNU,XNVTJOLZMHVSMAILRKXTXXEOLOWZMTFWOFRHSXGHOJNH,United States of America,46.0,D,343939.0,3.0,O,10.0
SCX9513,1473285.0,Rahhlcgufnmugcbaca,E,519.0,SCXLWIUWLOXDQDYQPAAH,2.0,New Jersey Resources,1-162-662-4252,Anchorage,OSUIPJAMGUOLNCNLHOSFDF,Puovcribyssecroruuubracbrqgrkjadivdvkobxerqprgivc,United States of America,51.0,D,294758.0,5.0,O,8.0
Pwy9514,1763265.0,Hrcpggdnlrkdfqrgtwnrihkdelqt,P,351.0,Pwymuaf,5.0,Burlington Northern Santa Fe,1-482-008-2988,Columbia,NPXEJYWQCPDZLLZPEZEIFAVKANEGPDZTRSZOCMQEY,Ztuodvfayjsmjdtdapmfqfsukcgzrjpknrojpvyscuynvsbdvroxmihscqofffgwtlzikqsr,United States of America,77.0,U,420820.0,1.0,,0.0
yce9515,2590140.0,Psuzqehfevhxlhfilrkcg,,519.0,yceyvppbehjnodndbsnzda,0.0,Andersons,1-641-614-4165,Memphis,Pcmsgmiacpppzlquayxsepcodwfhtxttpr,mrqgmkdqlcnzuecvncxzbpyijcghglbkezge,United States of America,93.0,W,,2.0,O,9.0
Kiy9516,2830890.0,PXYEXXEENWOHUANR,,308.0,Kiyahzr,1.0,Forest Laboratories,1-394-241-2808,El Monte,SDFVVOZJQDCKCYHDXNNSXEVLIGLUNAQEPMITVPAUQJJW,Niumtfr,United States of America,54.0,D,114636.0,,O,7.0
fau9517,1473229.0,Kxvvmhwjuctalcgm,,757.0,fauaxwqcsaezzaclbjnmrpy,2.0,Staples,1-273-121-4926,Pomona,DWGAKUKVAMVKHQLRFPTENWIB,Htlsgwtgeuriwzcsd,Canada,,U,177716.0,1.0,O,6.0
Cak9518,1713820.0,FDFUWVLTXUMBFRPEXU,h,725.0,Cakfxmahfutxobwlmdtnco,3.0,Waste Management,1-905-452-9414,Boston,UUQKMMOGTNSSCUVQKISDGHKOJJVGVSGAYPSDPQYHITRFXFEMVDI,tghlvzrlytlmttwqcqfdmucsbjpdytgqrqlaeldkfoosbprpdnrdvst,Canada,51.0,U,197479.0,4.0,O,6.0
WOI9519,3557413.0,UDSBQN,,844.0,WOIBVIRGNI,4.0,,1-989-371-3149,Pittsburgh,gbjygzsudqgepamlalgrimfhpdqoeebeqywunrafdamuswrys,Wjtowgrjtldrznpwomu,United States of America,1.0,M,219143.0,4.0,R,0.0
Flg9520,3315382.0,Imkknfqooyllziraq,e,787.0,Flgzboogxvvsgecziocbfnoqbvvls,4.0,Entergy,1-993-885-9527,Santa Rosa,Qtyrdtfibdfzydechmqunovbwbpfvznn,VNAZOTOMKGEFSCRYKMUTINRKPXAONHCFXCJG,United States of America,68.0,D,338480.0,2.0,R,0.0
Hbr9521,991552.0,Lsdxohossqtarsksnjxjheqh,V,740.0,Hbrraubcextbxpk,4.0,XTO Energy,1-553-253-2612,Anchorage,eylagojbtjclfpcmidqnfgknbzbggvyduqtxubncklvrcwq,KDCQPAQZKSFAVGNJVNYXFHATLLODWZKXJADFZLIKEHOPJVHGCEITVJSLVGLAFQPXBPFELXYXXQR,United States of America,75.0,,53545.0,5.0,O,1.0
XDG9522,1132095.0,QTIPLXMVMS,,601.0,XDGFADCCVWGYOJHIZL,1.0,H&R Block,1-215-413-6363,Fayetteville,DDIJAMVKFUK,lmadgpwggyfw,United States of America,61.0,U,102688.0,1.0,R,5.0
kkt9523,1503092.0,Kwiemlicx,T,685.0,kktmdmkfsuwtqeq,2.0,Olin,1-845-154-9153,Jacksonville,Fexnprcjrmdkkoulxbwjagvbfulfsuegahujakoojowyxhpsilpoakhnbfqo,RXXPJJMFUKTNISULVQNRKEKTWLQRSITCNDOOMA,United States of America,,D,484439.0,4.0,O,8.0
dvr9524,3272166.0,LPFTYVJXSKKTSBDORIKHCZHI,,725.0,dvrmstrwafrpiu,0.0,Brunswick,1-781-987-8972,Jacksonville,Qnqthqwq,,Canada,52.0,D,373412.0,2.0,O,4.0
Lcn9525,1810930.0,DQDXQRQDHGPOKABZ,,759.0,Lcnqarirdnwgyrrpkwjsarvk,3.0,CC Media Holdings,1-560-532-0833,Chesapeake,Waitogrcivfgmmfprkuvcjhbvrrnyicijbvizibgit,Dxkmshenhkuxhtngtdbarxmmmeraeyvljkwxnixe,United States of America,60.0,M,438674.0,2.0,O,2.0
whn9526,721498.0,Pjfpeempxknncgwkfxff,Q,433.0,whnxguc,4.0,BMC Software,1-982-881-0154,Fort Worth,NHNPAPFRJDFPQZDIOUFXBCXMJLCVZMXFULZAUSZKELSDOIWBCPOENFKEH,izsnbdvvwdbatisungpgzawmhuycxsks,United States of America,26.0,D,207133.0,1.0,O,3.0
Ybh9527,2814573.0,Qqpknsnzxqpxjol,M,369.0,Ybhmdfxjjhdgccgdi,0.0,Rowan Cos.,1-407-512-5719,Irvine,atmsevmx,LKRRWDKLKHXVGFKYFDSDGVBUVDNICWFAMHQJGOGFWQODEJTEFLKMEMJPWELHXAFPKLGXDMMTGQE,Canada,16.0,U,278778.0,4.0,O,4.0
Qmy9528,2108915.0,Evrncaxxrrlccewfntssjkf,w,510.0,Qmyowvbmdmqqlz,4.0,W.R. Grace,1-914-367-1741,Allentown,KYMJIUMVPZIKYKA,Okrwzoairrnczkqnipmghyblvkaulgcdczdgnuxwkhpekuxb,United States of America,65.0,S,157989.0,4.0,O,3.0
Ujk9529,3439434.0,onmoobpphropposcehqbcokaspkhau,D,660.0,Ujksufyronqmks,4.0,Cardinal Health,1-740-453-4690,Lakewood,,YAJGGZBLWYVWJJFRXRANAOHSXEKDDISDOVAFXRHESTHB,United States of America,39.0,S,148832.0,5.0,R,3.0
Lcu9530,252999.0,SHEBMNMLZUQDVNJUATFYIRHOGUSAO,i,640.0,Lcuexffvjrtqobscjunozw,1.0,Old Republic International,1-623-300-6425,Allentown,Smayydcjhiulwsqvvltzrwqfjpxhzijupdzuaagesydjbqolvimchc,ewptkgmpifdxni,Canada,29.0,U,240358.0,4.0,U,4.0
Lnq9531,166120.0,STFUBOYXFMVYXMGACEWPCLOGSVDU,,531.0,Lnqctxswxcdcro,1.0,Foot Locker,1-833-301-8303,Escondido,WHZNLHMNNSHBWWYOUPNTVTLFWNFLXGYHY,Waixwsvuvbfdulfvplyugnvsfhruspvyalsuoftwkmsjdzdcwuvtizksbbeeyuwrltthtwsva,United States of America,14.0,U,114774.0,3.0,R,3.0
Syj9532,1963169.0,xkvqnjdcdm,,690.0,Syjwz,5.0,Stanley Works,1-623-880-5407,Savannah,TJUIHKQYISDWOCAOZSKXGUUDMAPFUIIILOBAJBXHHIRKXQTOKTUKSGIBIMUOZILRNXZ,Mmartslqdr,United States of America,28.0,D,479458.0,5.0,O,2.0
las9533,3306961.0,Gfsecwmkdbcyaqafnolkrmdaqobc,,613.0,lasyghlvsjsnuvuxr,1.0,Pep Boys,1-571-629-3781,Rochester,IVYICJCENUWXCKZMBQSDHYJLRKVBYOU,,United States of America,10.0,S,165085.0,4.0,O,8.0
WGM9534,774888.0,ioplsn,c,610.0,WGMUKCCRBY,0.0,Cognizant Technology Solutions,1-108-758-1356,Henderson,jraporeutynrrlmbbfajkfvdy,yqnhwhcsddervchxxxszklyxuncimamfc,United States of America,55.0,W,,3.0,O,8.0
pcw9535,2006421.0,lvxwdigrh,,598.0,pcwjtkrxshiomsizqcjrkc,3.0,Dean Foods,1-843-168-2446,Windsor,JNMAQFUAWOASVOQKVFIRDAXMGHTDZXXFPZUDQBBDGTDOYFBQADLWDBMVEOBCI,Bpurirnjhezqumhhqzlayfzdefowtarxmoovdrnqrard,United States of America,77.0,M,15031.0,0.0,O,6.0
Hfq9536,2523553.0,Vonhiaasd,y,531.0,Hfqxsbyqrywgyh,5.0,McDonald's,1-360-653-8595,Corpus Christi,Srnxitreylnkhayythbazxddwmxrbwrybuugktjaplphaqbdjxqlrqnusznxaj,FLNTCLHGMXXBBLUJQZJJTLJIAWGISXCGXOZEHUHBNCRMNEXLYAQOAYGRUNUGKRBNN,United States of America,41.0,M,3124.0,5.0,O,9.0
Hix9537,3271342.0,FKBTPSIEALMATWBEKEEGM,b,673.0,Hixhdvsvsdwnohiuaagyjmpmho,,Microsoft,1-796-626-0062,Virginia Beach,Smbbdltfjostkpytkykabxfu,Unravunbsoqyoisvqsaeqgycnccmudubgposlhvtihwfgkitkpnqahhdobilcgfmeaiaslgoxeaxcbru,United States of America,74.0,U,428891.0,5.0,O,0.0
CSE9538,2547937.0,anttcutvmjpivnunhdadbur,i,369.0,CSEACXXVU,4.0,Ferrellgas Partners,1-101-816-4142,Bellevue,GIWCMUFHOIYGVVPTGPZVZLSAJDBUZGXNCJPEXIFLL,Mqadoxgzmguqsfrpmvsqpenhzndnzortcrdsylkvbcimixqtpuyubvdghniutmky,United States of America,40.0,S,255697.0,0.0,,10.0
Bpl9539,2050507.0,Fwiby,w,350.0,Bpltljhfabqq,0.0,Dell,1-678-039-3665,Provo,idpufvonioqxzcakheannlxptivhdnfoxhyulihl,OYWAFWNTYLEOLSRGDFBYMJGCFMOXTORGTNJWSMYYU,United States of America,7.0,M,359642.0,4.0,O,10.0
QTO9540,537965.0,Alvbnxwudftli,,825.0,QTOHDGYYHXFPNTPYPHTNXDWU,5.0,Simon Property Group,1-364-201-2596,Oklahoma City,xblshhqucrzzqvuzdjocqazkmapwrgoekhucfkbvqgovifsgdsamvubchdvdzfdrfa,YEJQBBIHJKHUMTEPN,United States of America,58.0,M,297738.0,5.0,R,6.0
HDF9541,1890962.0,voqbfcnoidjelckpr,P,622.0,HDFUADOUEZASAVOD,4.0,Pactiv,1-665-961-7967,Rapid City,COHDBOBBNDSVNIJMEYNHSOROLDJJRKAEKTGOICYHSLWRGSMZUUKKNZKPTAEZFXOCSCYDUXTKY,eknhzgvhhlvdfogxtvhqo,United States of America,61.0,S,,2.0,R,10.0
YWM9542,2743742.0,Ebfzhwvfrhzdkdsivcighiqrktqcs,N,842.0,YWMDQMFIHNFPONJHTHZTSZHEB,3.0,Liberty Global,1-441-739-2755,Huntsville,KULWLIOKJDFOPBTGYHESFKCWDDHNPKBWJRMVKTZEBJSBAZGFUSNRQMLFWFLNIRXUGNITU,Fprqbymzbwekejnxysouspdpgmkfrrfqvbleddlrumelmoctgwagscauyrbsamiqqf,United States of America,84.0,,54311.0,2.0,R,7.0
Faw9543,3414260.0,Dzlfrbilai,,638.0,Fawwt,3.0,Seaboard,1-141-542-6570,Tallahassee,ailqdqukludmajymvbvonbskjqfwhkxyeosbzvbfdcchzpdhilchjbaevnsbchfkwxb,BPAXBSVVVEXTYNSBKATKNEKMZYUTOHXCSULFYHMMEETLKUKMIFALDQPKVGRLMVTUBHZFH,Canada,39.0,S,409026.0,4.0,O,5.0
YEL9544,2081460.0,Yalaouhtiwajvxetvg,I,399.0,YELLXNKHPZDSKMEKUSHSMSNI,2.0,NYSE Euronext,1-001-648-8073,Fairbanks,Gqvucpccmwfovcxxbxarmgvryujvqtroyebhxwgwssepuaebn,hzzmxlyyefgnljvoqafghxbvlcomgy,United States of America,51.0,U,213527.0,4.0,O,2.0
Dpa9545,1285744.0,XHJDYEDWETCHREGLOIN,,486.0,Dpapmrddvdgrehutxg,1.0,VWR Funding,1-987-622-5771,Ann Arbor,Jsmdsuudmeegjqjfjaytzgxzzdbynuzq,YEKLANUSTIE,United States of America,40.0,M,3742.0,3.0,O,3.0
Zql9546,,oqtufykgequerqxkxatygryzlrd,,,Zqlsmptvwelgltbikostmk,4.0,Hormel Foods,1-002-753-8064,Corpus Christi,AALZEUCJYJZZWXHDDBBT,Dsqhyqgmsnhuwxsildzggtdihhhwnafrknyvbqwmajrefmmvhsefbnmevgzuh,United States of America,84.0,S,345341.0,4.0,O,0.0
wtn9547,3548174.0,siksxtwcuayrnjmkb,,720.0,wtnccjrw,5.0,Packaging Corp. of America,1-994-644-6144,Great Falls,dcjnjmelhtlcovebrdhdkragmxwwcttfhxxjwkqnihdmalvjabnsrnlcnutegwrjqnwmdyiytp,VUZOHMZGJWVIGSQL,United States of America,57.0,D,245486.0,4.0,R,3.0
uar9548,3823666.0,AGBVHHHJCHHA,,524.0,uarjiufutstqhryzr,3.0,Tiffany & Co,1-264-803-8163,Fairbanks,Jeyvukiuxngummucacnsomvgxnxcrdkotbtvbfmfz,lvafunezccngjsudksascwrrvnbovb,United States of America,15.0,M,286642.0,1.0,O,
PLA9549,822813.0,Fisprwdtzgmqwcpemcjhisejlzvvg,w,419.0,PLATLKTXOBBQJSKEJNDEJHJABIIJ,1.0,Sempra Energy,1-481-361-0304,Regina,Amqnnutnlzqxlsirb,Tpufidvwqltoeuzvbicbyhidqqvblkvlfycfgntbsnrcpqeygwmgbpnpsooxpbcbzeebbhb,United States of America,98.0,U,173856.0,3.0,O,4.0
YTY9550,913686.0,fwrgtrk,Z,532.0,YTYIHJGSSBPKTPIHM,1.0,Zale,1-523-555-9650,Montpelier,Azphnyytyjxuwzpqymvgyogdwbkhqpulgouwaxenpalqvcbgzoj,YROKQIRFCRFDFYIOXJNFXLSDHLKUVTS,Canada,24.0,M,76123.0,4.0,O,0.0
RDQ9551,2616612.0,XLVMFIPKCWXVGRG,,478.0,RDQJXOAKQSGPYWLWSKZZCK,4.0,Family Dollar Stores,1-185-052-2108,Chattanooga,AVGCYZLHJEHLLJAFCWGKWVVTOXHZVXDMJPWNZTASRBIHYVZVALZVQRPWOALIR,Qtgflwyxnyvuvrgglihwqaefjjmnmrqxqmwqqpreobjsaxt,United States of America,8.0,D,348221.0,2.0,R,3.0
XEX9552,2580162.0,BLXUVAHPITCR,Y,687.0,XEXKKV,4.0,Donaldson,1-876-758-7615,St. Paul,ssmestatbdzqgb,Osyqgcpyblitleqmbhnpldshrvcpwcvuldkdotlmcfgxsvfboeppvy,United States of America,73.0,S,351887.0,0.0,O,9.0
Krn9553,952324.0,FSIGAQOPACWIWOOFMSQUJZK,E,652.0,Krnxpfybzfovnshrbodnibukgsm,2.0,FM Global,1-728-079-7194,St. Johns,Sadhppqprgltkdvvfaeqidyauchvlpnuxdctmuvllkqmnidjsrqbrhewyy,Eoknaweigvurnupsxckooddgddopidfwgphidlfueuqunbqvqcyfvbnalarw,Canada,60.0,S,63951.0,0.0,U,4.0
Cwk9554,1307047.0,RNBHICHPBVLOOBLIPXECXXEWQ,,657.0,Cwkhrcinxxhrffdyqnqadfcprbz,2.0,Securian Financial Group,1-278-223-0919,Hay River,Ipvvvddgjyueppgsamxfgdkghrkqewcclcnmmhhwtctzaoluywjtfrlnsphghg,gqawwtprdisfiehybjtduuoculorrdtfolwtrimurubvpjejgaosxbg,United States of America,11.0,D,474609.0,0.0,U,10.0
ysk9555,1543743.0,Tkuvsrawgwmzg,C,486.0,yskqmelfwnthxwchsoxz,,KAR Holdings,1-741-822-8317,Calgary,qalgk,ACOZEVNBJXIGQPOSQRSEKMWBXNNJOGEDNBPMIVIEWR,United States of America,62.0,M,,0.0,O,7.0
Ins9556,601154.0,wdkollevqc,w,623.0,Insrntljfbpdglievoif,1.0,Oceaneering International,1-538-388-5268,Kansas City,Eihoxytg,dkkvemvlddyucbatbixseuqpnwqafzqrgotxfewckkptnrspevylerzwxvw,Canada,86.0,S,180193.0,4.0,O,8.0
Zwh9557,255089.0,Fswiuslikqupfkyvbqimfdktbwlc,b,412.0,Zwhtaboothioxskylhh,1.0,Forest Laboratories,1-860-298-6605,Overland Park,Kudyyclfljhluby,imuqkvbfmjfugvirfucmlpahqxvmuuqxrmsaxpaxc,Canada,2.0,M,466100.0,2.0,O,
TLT9558,1692570.0,PCXJOCXUJKTAOYLLQVLPKRASITN,,844.0,TLTEKJRWLRIZJYZDCUQ,1.0,Toro,1-584-870-7045,Cleveland,Dlhwixvhhvpfdqhgnqjjisazkbcgcphquijinnumnjclgudzpvcewybyaib,Tvcenrgskrpkysmbbzhkaxzcyjqrcwqbtnzgjnprhckprsefeflwkffnjroewpxsumqmihijneesgltq,United States of America,,S,479075.0,5.0,O,9.0
